Orthogroup	AALB.longest_only	HILL.longest_only
OG0003495	LOC118456357|XP_035772921.1|AALB	LOC119652243|XP_037912145.1|HILL
OG0003496	LOC118458608|XP_035777177.1|AALB	LOC119652477|XP_037912574.1|HILL
OG0003497	LOC118461624|XP_035783062.1|AALB	LOC119647806|XP_037904953.1|HILL
OG0003498	LOC118460418|XP_035780599.1|AALB	LOC119658034|XP_037921194.1|HILL
OG0003499	LOC118457399|XP_035774829.1|AALB	LOC119652370|XP_037912395.1|HILL, LOC119651272|XP_037910704.1|HILL
OG0003500	LOC118461265|XP_035782291.1|AALB	LOC119650922|XP_037910076.1|HILL
OG0003501	LOC118458104|XP_035776170.1|AALB	LOC119657030|XP_037919711.1|HILL
OG0003502	LOC118456661|XP_035773504.1|AALB	LOC119657606|XP_037920531.1|HILL
OG0003503	LOC118463240|XP_035785599.1|AALB	LOC119657362|XP_037920168.1|HILL
OG0003504	LOC118462582|XP_035784282.1|AALB	LOC119652624|XP_037912796.1|HILL
OG0003506	LOC118465921|XP_035790510.1|AALB	LOC119651895|XP_037911645.1|HILL
OG0003507	LOC118465918|XP_035790503.1|AALB	LOC119646429|XP_037902805.1|HILL
OG0003508	LOC118460914|XP_035781558.1|AALB	LOC119650892|XP_037909997.1|HILL
OG0003509	LOC118458543|XP_035777070.1|AALB	LOC119651951|XP_037911733.1|HILL
OG0003510	LOC118461883|XP_035783613.1|AALB	LOC119652949|XP_037913268.1|HILL
OG0003511	LOC118460027|XP_035779856.1|AALB	LOC119652234|XP_037912126.1|HILL
OG0003512	LOC118458813|XP_035777576.1|AALB	LOC119651376|XP_037910879.1|HILL
OG0003513	LOC118460728|XP_035781175.1|AALB	LOC119646670|XP_037903128.1|HILL
OG0003514	LOC118459156|XP_035778136.1|AALB	LOC119651700|XP_037911340.1|HILL
OG0003515	LOC118456582|XP_035773366.1|AALB	LOC119655893|XP_037917967.1|HILL
OG0003516	LOC118456873|XP_035773870.1|AALB	LOC119656754|XP_037919245.1|HILL
OG0003517	LOC118459441|XP_035778690.1|AALB	LOC119651306|XP_037910761.1|HILL
OG0003518	LOC118460764|XP_035781253.1|AALB	LOC119652613|XP_037912778.1|HILL
OG0003519	LOC118462944|XP_035784975.1|AALB	LOC119647418|XP_037904232.1|HILL
OG0003520	LOC118466114|XP_035790942.1|AALB	LOC119648033|XP_037905386.1|HILL
OG0003521	LOC118465310|XP_035789314.1|AALB	LOC119647846|XP_037905031.1|HILL
OG0003522	LOC118464791|XP_035788315.1|AALB	LOC119658674|XP_037922164.1|HILL
OG0003523	LOC118464789|XP_035788313.1|AALB	LOC119658885|XP_037922600.1|HILL
OG0003524	LOC118464635|XP_035787974.1|AALB	LOC119658669|XP_037922150.1|HILL
OG0003525	LOC118466449|XP_035791681.1|AALB	LOC119659028|XP_037922851.1|HILL
OG0003526	LOC118466454|XP_035791687.1|AALB	LOC119650225|XP_037908730.1|HILL
OG0003527	LOC118463438|XP_035785899.1|AALB	LOC119659063|XP_037922901.1|HILL
OG0003529	LOC118464475|XP_035787779.1|AALB	LOC119649979|XP_037908349.1|HILL
OG0003530	LOC118464477|XP_035787781.1|AALB	LOC119650030|XP_037908438.1|HILL
OG0003531	LOC118464845|XP_035788433.1|AALB	LOC119647868|XP_037905066.1|HILL
OG0003532	LOC118463314|XP_035785692.1|AALB	LOC119648107|XP_037905550.1|HILL
OG0003533	LOC118466395|XP_035791540.1|AALB	LOC119649893|XP_037908211.1|HILL
OG0003534	LOC118463520|XP_035786018.1|AALB	LOC119648666|XP_037906376.1|HILL
OG0003535	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB	LOC119650201|XP_037908695.1|HILL, LOC119648159|XP_037905662.1|HILL
OG0003536	LOC118464918|XP_035788583.1|AALB	LOC119661484|XP_037926776.1|HILL
OG0003537	LOC118465418|XP_035789539.1|AALB	LOC119646897|XP_037903483.1|HILL
OG0003538	LOC118464319|XP_035787510.1|AALB	LOC119652914|XP_037913229.1|HILL
OG0003539	LOC118463775|XP_035786481.1|AALB	LOC119648706|XP_037906445.1|HILL
OG0003540	LOC118466687|XP_035792208.1|AALB	LOC119649320|XP_037907350.1|HILL
OG0003541	LOC118466578|XP_035792015.1|AALB	LOC119647207|XP_037903957.1|HILL
OG0003542	LOC118466580|XP_035792027.1|AALB	LOC119652240|XP_037912146.1|HILL
OG0003543	LOC118462958|XP_035785005.1|AALB	LOC119646542|XP_037902942.1|HILL
OG0003544	LOC118463154|XP_035785429.1|AALB	LOC119648222|XP_037905762.1|HILL
OG0003545	LOC118465948|XP_035790568.1|AALB	LOC119651882|XP_037911633.1|HILL, LOC119650413|XP_037909126.1|HILL
OG0003546	LOC118462981|XP_035785070.1|AALB	LOC119647861|XP_037905058.1|HILL
OG0003548	LOC118465100|XP_035788925.1|AALB	LOC119650945|XP_037910107.1|HILL
OG0003549	LOC118465106|XP_035788942.1|AALB	LOC119651463|XP_037911002.1|HILL
OG0003550	LOC118465313|XP_035789322.1|AALB	LOC119660126|XP_037924449.1|HILL
OG0003551	LOC118465305|XP_035789298.1|AALB	LOC119659303|XP_037923244.1|HILL
OG0003552	LOC118463457|XP_035785938.1|AALB	LOC119660322|XP_037924726.1|HILL
OG0003553	LOC118463455|XP_035785935.1|AALB	LOC119659538|XP_037923607.1|HILL
OG0003554	LOC118464649|XP_035788007.1|AALB	LOC119648300|XP_037905887.1|HILL
OG0003555	LOC118464658|XP_035788050.1|AALB	LOC119647756|XP_037904802.1|HILL
OG0003556	LOC118467651|XP_035794280.1|AALB	LOC119649946|XP_037908292.1|HILL
OG0003557	LOC118467653|XP_035794286.1|AALB	LOC119649667|XP_037907855.1|HILL
OG0003558	LOC118462587|XP_035784287.1|AALB	LOC119647574|XP_037904502.1|HILL
OG0003559	LOC118466359|XP_035791415.1|AALB	LOC119647454|XP_037904314.1|HILL
OG0003560	LOC118465311|XP_035789320.1|AALB	LOC119650162|XP_037908637.1|HILL
OG0003561	LOC118464912|XP_035788571.1|AALB	LOC119650440|XP_037909199.1|HILL
OG0003562	LOC118463139|XP_035785392.1|AALB	LOC119654114|XP_037915214.1|HILL
OG0003563	LOC118466304|XP_035791303.1|AALB	LOC119654144|XP_037915237.1|HILL
OG0003564	LOC118466296|XP_035791279.1|AALB	LOC119648194|XP_037905713.1|HILL
OG0003565	LOC118466783|XP_035792412.1|AALB	LOC119650148|XP_037908613.1|HILL
OG0003566	LOC118462680|XP_035784480.1|AALB	LOC119653051|XP_037913448.1|HILL
OG0003567	LOC118462906|XP_035784897.1|AALB	LOC119651795|XP_037911506.1|HILL
OG0003568	LOC118464251|XP_035787347.1|AALB	LOC119661554|XP_037926873.1|HILL
OG0003569	LOC118467735|XP_035794435.1|AALB	LOC119650442|XP_037909213.1|HILL
OG0003570	LOC118467734|XP_035794432.1|AALB	LOC119648738|XP_037906488.1|HILL
OG0003571	LOC118464989|XP_035788720.1|AALB	LOC119650251|XP_037908769.1|HILL
OG0003572	LOC118463803|XP_035786563.1|AALB	LOC119661342|XP_037926571.1|HILL
OG0003573	LOC118467326|XP_035793556.1|AALB	LOC119647162|XP_037903894.1|HILL
OG0003574	LOC118462809|XP_035784714.1|AALB	LOC119650001|XP_037908391.1|HILL
OG0003575	LOC118464381|XP_035787617.1|AALB	LOC119649147|XP_037907087.1|HILL
OG0003576	LOC118462577|XP_035784275.1|AALB	LOC119649285|XP_037907305.1|HILL
OG0003577	LOC118466728|XP_035792293.1|AALB	LOC119647551|XP_037904472.1|HILL
OG0003578	LOC118467762|XP_035794483.1|AALB	LOC119661777|XP_037927182.1|HILL
OG0003579	LOC118467761|XP_035794482.1|AALB	LOC119647093|XP_037903791.1|HILL
OG0003580	LOC118467411|XP_035793786.1|AALB	LOC119646297|XP_037902639.1|HILL
OG0003581	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB	LOC119650358|XP_037908969.1|HILL
OG0003582	LOC118466779|XP_035792398.1|AALB	LOC119647617|XP_037904584.1|HILL
OG0003583	LOC118465303|XP_035789295.1|AALB	LOC119646653|XP_037903099.1|HILL
OG0003584	LOC118463155|XP_035785431.1|AALB	LOC119655981|XP_037918148.1|HILL
OG0003585	LOC118465320|XP_035789339.1|AALB	LOC119650093|XP_037908538.1|HILL
OG0003586	LOC118462986|XP_035785088.1|AALB	LOC119660832|XP_037925630.1|HILL
OG0003587	LOC118467109|XP_035793062.1|AALB	LOC119648038|XP_037905392.1|HILL
OG0003588	LOC118462694|XP_035784512.1|AALB	LOC119647638|XP_037904628.1|HILL
OG0003590	LOC118465338|XP_035789381.1|AALB	LOC119648069|XP_037905471.1|HILL, LOC119648068|XP_037905470.1|HILL
OG0003591	LOC118465339|XP_035789382.1|AALB	LOC119647582|XP_037904518.1|HILL
OG0003592	LOC118465343|XP_035789393.1|AALB	LOC119648408|XP_037906086.1|HILL
OG0003593	LOC118462954|XP_035784992.1|AALB	LOC119647524|XP_037904422.1|HILL
OG0003594	LOC118464598|XP_035787935.1|AALB	LOC119648534|XP_037906230.1|HILL
OG0003595	LOC118467808|XP_035794578.1|AALB	LOC119657911|XP_037921026.1|HILL
OG0003596	LOC118462707|XP_035784540.1|AALB	LOC119654491|XP_037915846.1|HILL
OG0003597	LOC118462703|XP_035784534.1|AALB	LOC119649614|XP_037907766.1|HILL
OG0003598	LOC118465770|XP_035790179.1|AALB	LOC119648329|XP_037905949.1|HILL
OG0003599	LOC118457857|XP_035775643.1|AALB	LOC119648798|XP_037906570.1|HILL
OG0003600	LOC118465904|XP_035790451.1|AALB	LOC119650367|XP_037908991.1|HILL
OG0003601	LOC118463883|XP_035786698.1|AALB	LOC119660571|XP_037925154.1|HILL
OG0003602	LOC118463249|XP_035785611.1|AALB	LOC119652254|XP_037912165.1|HILL
OG0003603	LOC118463770|XP_035786478.1|AALB	LOC119648988|XP_037906840.1|HILL
OG0003604	LOC118464675|XP_035788086.1|AALB	LOC119651098|XP_037910383.1|HILL
OG0003605	LOC118460666|XP_035781032.1|AALB	LOC119652258|XP_037912167.1|HILL
OG0003606	LOC118463028|XP_035785163.1|AALB	LOC119655875|XP_037917937.1|HILL
OG0003607	LOC118463025|XP_035785160.1|AALB	LOC119660844|XP_037925670.1|HILL
OG0003608	LOC118463040|XP_035785177.1|AALB	LOC119649627|XP_037907790.1|HILL
OG0003609	LOC118467482|XP_035793917.1|AALB	LOC119656866|XP_037919453.1|HILL
OG0003610	LOC118463293|XP_035785669.1|AALB	LOC119650323|XP_037908907.1|HILL
OG0003611	LOC118467170|XP_035793229.1|AALB	LOC119649039|XP_037906927.1|HILL
OG0003612	LOC118465388|XP_035789477.1|AALB	LOC119658898|XP_037922627.1|HILL
OG0003613	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB	LOC119646274|XP_037902611.1|HILL
OG0003614	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB	LOC119646275|XP_037902612.1|HILL
OG0003615	LOC118465526|XP_035789743.1|AALB	LOC119652826|XP_037913085.1|HILL
OG0003616	LOC118466679|XP_035792192.1|AALB	LOC119659685|XP_037923851.1|HILL
OG0003617	LOC118467348|XP_035793623.1|AALB	LOC119648231|XP_037905783.1|HILL
OG0003618	LOC118467341|XP_035793612.1|AALB	LOC119648203|XP_037905737.1|HILL
OG0003619	LOC118464469|XP_035787771.1|AALB	LOC119659456|XP_037923472.1|HILL
OG0003620	LOC118464471|XP_035787773.1|AALB	LOC119649305|XP_037907332.1|HILL
OG0003621	LOC118466430|XP_035791619.1|AALB	LOC119647982|XP_037905283.1|HILL
OG0003622	LOC118466427|XP_035791603.1|AALB	LOC119647912|XP_037905160.1|HILL
OG0003623	LOC118464106|XP_035787085.1|AALB	LOC119646515|XP_037902899.1|HILL
OG0003624	LOC118467085|XP_035793018.1|AALB	LOC119660118|XP_037924440.1|HILL
OG0003625	LOC118462921|XP_035784921.1|AALB	LOC119661612|XP_037926957.1|HILL
OG0003626	LOC118464468|XP_035787770.1|AALB	LOC119655118|XP_037916771.1|HILL
OG0003627	LOC118464466|XP_035787767.1|AALB	LOC119651542|XP_037911102.1|HILL
OG0003628	LOC118467591|XP_035794150.1|AALB	LOC119661667|XP_037927030.1|HILL
OG0003629	LOC118465427|XP_035789549.1|AALB	LOC119661464|XP_037926753.1|HILL
OG0003630	LOC118465596|XP_035789857.1|AALB	LOC119647076|XP_037903761.1|HILL
OG0003631	LOC118464826|XP_035788395.1|AALB	LOC119649613|XP_037907761.1|HILL
OG0003632	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB	LOC119649869|XP_037908168.1|HILL
OG0003633	LOC118463061|XP_035785209.1|AALB	LOC119647141|XP_037903862.1|HILL
OG0003634	LOC118463068|XP_035785220.1|AALB	LOC119648061|XP_037905456.1|HILL
OG0003635	LOC118464836|XP_035788407.1|AALB	LOC119648090|XP_037905510.1|HILL
OG0003636	LOC118463062|XP_035785210.1|AALB	LOC119646528|XP_037902920.1|HILL
OG0003637	LOC118464763|XP_035788275.1|AALB	LOC119646606|XP_037903035.1|HILL
OG0003638	LOC118467152|XP_035793184.1|AALB	LOC119647902|XP_037905137.1|HILL
OG0003639	LOC118467156|XP_035793193.1|AALB	LOC119647903|XP_037905138.1|HILL
OG0003640	LOC118462649|XP_035784391.1|AALB	LOC119650811|XP_037909876.1|HILL
OG0003641	LOC118466290|XP_035791269.1|AALB	LOC119659461|XP_037923475.1|HILL
OG0003642	LOC118466291|XP_035791271.1|AALB	LOC119658899|XP_037922628.1|HILL
OG0003643	LOC118466293|XP_035791273.1|AALB	LOC119659330|XP_037923302.1|HILL
OG0003644	LOC118466150|XP_035791013.1|AALB	LOC119650760|XP_037909784.1|HILL
OG0003645	LOC118466406|XP_035791567.1|AALB	LOC119649126|XP_037907059.1|HILL
OG0003646	LOC118466403|XP_035791564.1|AALB	LOC119650095|XP_037908541.1|HILL
OG0003647	LOC118466415|XP_035791583.1|AALB	LOC119649127|XP_037907060.1|HILL
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	LOC119648456|XP_037906141.1|HILL
OG0003649	LOC118467093|XP_035793031.1|AALB	LOC119649738|XP_037907948.1|HILL
OG0003650	LOC118467084|XP_035793017.1|AALB	LOC119649737|XP_037907947.1|HILL
OG0003651	LOC118465000|XP_035788740.1|AALB	LOC119650134|XP_037908593.1|HILL
OG0003652	LOC118464213|XP_035787277.1|AALB	LOC119647918|XP_037905170.1|HILL
OG0003653	LOC118466938|XP_035792727.1|AALB	LOC119650009|XP_037908405.1|HILL
OG0003654	LOC118467201|XP_035793308.1|AALB	LOC119648153|XP_037905652.1|HILL
OG0003656	LOC118467196|XP_035793302.1|AALB	LOC119648132|XP_037905596.1|HILL
OG0003657	LOC118467706|XP_035794383.1|AALB	LOC119647928|XP_037905188.1|HILL
OG0003658	LOC118465603|XP_035789871.1|AALB	LOC119657312|XP_037920102.1|HILL
OG0003659	LOC118464833|XP_035788402.1|AALB	LOC119648133|XP_037905604.1|HILL
OG0003660	LOC118466261|XP_035791209.1|AALB	LOC119649046|XP_037906946.1|HILL
OG0003661	LOC118463077|XP_035785231.1|AALB	LOC119647734|XP_037904769.1|HILL
OG0003662	LOC118464773|XP_035788295.1|AALB	LOC119648245|XP_037905810.1|HILL
OG0003663	LOC118467758|XP_035794479.1|AALB	LOC119648224|XP_037905768.1|HILL
OG0003664	LOC118467753|XP_035794467.1|AALB	LOC119648208|XP_037905741.1|HILL
OG0003665	LOC118464272|XP_035787427.1|AALB	LOC119647053|XP_037903739.1|HILL
OG0003666	LOC118466836|XP_035792537.1|AALB	LOC119661356|XP_037926590.1|HILL
OG0003667	LOC118466732|XP_035792308.1|AALB	LOC119650434|XP_037909181.1|HILL
OG0003668	LOC118463986|XP_035786900.1|AALB	LOC119658728|XP_037922319.1|HILL
OG0003669	LOC118464145|XP_035787143.1|AALB	LOC119651454|XP_037910990.1|HILL
OG0003670	LOC118464143|XP_035787141.1|AALB	LOC119651443|XP_037910979.1|HILL
OG0003671	LOC118463962|XP_035786840.1|AALB	LOC119652275|XP_037912197.1|HILL
OG0003672	LOC118466816|XP_035792498.1|AALB	LOC119659436|XP_037923446.1|HILL
OG0003673	LOC118466308|XP_035791312.1|AALB	LOC119650978|XP_037910172.1|HILL
OG0003674	LOC118467187|XP_035793282.1|AALB	LOC119657436|XP_037920273.1|HILL
OG0003675	LOC118467189|XP_035793289.1|AALB	LOC119646416|XP_037902789.1|HILL
OG0003676	LOC118467181|XP_035793257.1|AALB	LOC119654073|XP_037915167.1|HILL
OG0003677	LOC118466130|XP_035790973.1|AALB	LOC119647117|XP_037903832.1|HILL
OG0003678	LOC118467642|XP_035794261.1|AALB	LOC119650407|XP_037909120.1|HILL
OG0003679	LOC118464681|XP_035788097.1|AALB	LOC119649580|XP_037907712.1|HILL
OG0003680	LOC118464254|XP_035787383.1|AALB	LOC119661764|XP_037927162.1|HILL
OG0003681	LOC118467352|XP_035793628.1|AALB	LOC119661227|XP_037926381.1|HILL
OG0003682	LOC118467748|XP_035794451.1|AALB	LOC119658903|XP_037922637.1|HILL
OG0003683	LOC118464407|XP_035787655.1|AALB	LOC119660457|XP_037924946.1|HILL
OG0003684	LOC118467083|XP_035793015.1|AALB	LOC119648076|XP_037905489.1|HILL
OG0003685	LOC118466185|XP_035791075.1|AALB	LOC119648151|XP_037905650.1|HILL
OG0003686	LOC118466184|XP_035791071.1|AALB	LOC119652269|XP_037912184.1|HILL
OG0003687	LOC118467335|XP_035793584.1|AALB	LOC119646667|XP_037903125.1|HILL
OG0003688	LOC118467336|XP_035793586.1|AALB	LOC119656978|XP_037919642.1|HILL
OG0003689	LOC118467004|XP_035792839.1|AALB	LOC119648217|XP_037905753.1|HILL
OG0003690	LOC118467003|XP_035792836.1|AALB	LOC119648584|XP_037906283.1|HILL
OG0003691	LOC118465187|XP_035789049.1|AALB	LOC119648691|XP_037906419.1|HILL
OG0003692	LOC118465047|XP_035788823.1|AALB	LOC119646532|XP_037902926.1|HILL
OG0003693	LOC118463611|XP_035786184.1|AALB	LOC119649257|XP_037907267.1|HILL
OG0003694	LOC118467900|XP_035794713.1|AALB	LOC119647810|XP_037904954.1|HILL
OG0003695	LOC118463425|XP_035785881.1|AALB	LOC119648516|XP_037906212.1|HILL
OG0003696	LOC118462943|XP_035784974.1|AALB	LOC119661678|XP_037927044.1|HILL
OG0003697	LOC118466958|XP_035792753.1|AALB	LOC119646167|XP_037902471.1|HILL
OG0003698	LOC118463273|XP_035785642.1|AALB	LOC119649768|XP_037907996.1|HILL
OG0003699	LOC118466488|XP_035791781.1|AALB	LOC119651953|XP_037911739.1|HILL
OG0003700	LOC118462605|XP_035784328.1|AALB	LOC119646228|XP_037902544.1|HILL
OG0003701	LOC118466967|XP_035792772.1|AALB	LOC119646281|XP_037902617.1|HILL
OG0003702	LOC118466964|XP_035792768.1|AALB	LOC119647495|XP_037904381.1|HILL
OG0003703	LOC118463669|XP_035786319.1|AALB	LOC119648904|XP_037906736.1|HILL
OG0003704	LOC118463667|XP_035786317.1|AALB	LOC119650003|XP_037908393.1|HILL
OG0003705	LOC118467369|XP_035793670.1|AALB	LOC119648250|XP_037906170.1|HILL
OG0003706	LOC118463403|XP_035785844.1|AALB	LOC119649342|XP_037907376.1|HILL
OG0003707	LOC118462487|XP_035784087.1|AALB	LOC119649525|XP_037907637.1|HILL
OG0003708	LOC118467266|XP_035793441.1|AALB	LOC119650241|XP_037908751.1|HILL
OG0003709	LOC118464636|XP_035787975.1|AALB	LOC119646605|XP_037903033.1|HILL
OG0003710	LOC118462640|XP_035784380.1|AALB	LOC119661241|XP_037926398.1|HILL
OG0003711	LOC118463308|XP_035785686.1|AALB	LOC119649760|XP_037907982.1|HILL
OG0003712	LOC118464427|XP_035787683.1|AALB	LOC119657728|XP_037920702.1|HILL
OG0003713	LOC118463939|XP_035786800.1|AALB	LOC119646465|XP_037902842.1|HILL
OG0003714	LOC118463938|XP_035786799.1|AALB	LOC119646466|XP_037902843.1|HILL
OG0003715	LOC118464577|XP_035787913.1|AALB	LOC119649713|XP_037907915.1|HILL
OG0003716	LOC118467772|XP_035794494.1|AALB	LOC119647610|XP_037904570.1|HILL
OG0003717	LOC118466725|XP_035792289.1|AALB	LOC119650072|XP_037908498.1|HILL
OG0003718	LOC118466423|XP_035791596.1|AALB	LOC119649304|XP_037907329.1|HILL
OG0003719	LOC118463130|XP_035785380.1|AALB	LOC119648641|XP_037906340.1|HILL
OG0003720	LOC118465613|XP_035789883.1|AALB	LOC119655209|XP_037916915.1|HILL
OG0003721	LOC118465616|XP_035789890.1|AALB	LOC119655223|XP_037916934.1|HILL
OG0003722	LOC118464082|XP_035787032.1|AALB	LOC119648013|XP_037905343.1|HILL
OG0003723	LOC118464092|XP_035787050.1|AALB	LOC119649445|XP_037907524.1|HILL
OG0003724	LOC118467599|XP_035794178.1|AALB	LOC119648257|XP_037905830.1|HILL
OG0003725	LOC118466222|XP_035791146.1|AALB	LOC119647823|XP_037904980.1|HILL
OG0003726	LOC118466220|XP_035791140.1|AALB	LOC119648865|XP_037906677.1|HILL
OG0003728	LOC118464313|XP_035787502.1|AALB	LOC119658864|XP_037922548.1|HILL
OG0003729	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB	LOC119649621|XP_037907778.1|HILL
OG0003730	LOC118467261|XP_035793437.1|AALB	LOC119649277|XP_037907292.1|HILL
OG0003731	LOC118467074|XP_035793002.1|AALB	LOC119648302|XP_037905889.1|HILL
OG0003732	LOC118467901|XP_035794718.1|AALB	LOC119655238|XP_037916952.1|HILL
OG0003733	LOC118467898|XP_035794709.1|AALB	LOC119648254|XP_037905825.1|HILL
OG0003734	LOC118466443|XP_035791645.1|AALB	LOC119650439|XP_037909193.1|HILL
OG0003735	LOC118465755|XP_035790151.1|AALB	LOC119659748|XP_037923973.1|HILL
OG0003736	LOC118465769|XP_035790177.1|AALB	LOC119660207|XP_037924609.1|HILL
OG0003737	LOC118465760|XP_035790157.1|AALB	LOC119646142|XP_037902427.1|HILL
OG0003739	LOC118463094|XP_035785269.1|AALB	LOC119661194|XP_037926344.1|HILL
OG0003740	LOC118463095|XP_035785271.1|AALB	LOC119660201|XP_037924561.1|HILL
OG0003741	LOC118463097|XP_035785276.1|AALB	LOC119647802|XP_037904946.1|HILL
OG0003742	LOC118464124|XP_035787110.1|AALB	LOC119648985|XP_037906836.1|HILL
OG0003743	LOC118467680|XP_035794344.1|AALB	LOC119648387|XP_037906055.1|HILL
OG0003744	LOC118467682|XP_035794346.1|AALB	LOC119660208|XP_037924574.1|HILL
OG0003745	LOC118467684|XP_035794348.1|AALB	LOC119647069|XP_037903755.1|HILL
OG0003746	LOC118466242|XP_035791185.1|AALB	LOC119655287|XP_037917035.1|HILL
OG0003747	LOC118466247|XP_035791192.1|AALB	LOC119648917|XP_037906751.1|HILL
OG0003748	LOC118466244|XP_035791187.1|AALB	LOC119649420|XP_037907488.1|HILL
OG0003749	LOC118466246|XP_035791191.1|AALB	LOC119648024|XP_037905370.1|HILL
OG0003750	LOC118466250|XP_035791195.1|AALB	LOC119648940|XP_037906782.1|HILL
OG0003751	LOC118466283|XP_035791256.1|AALB	LOC119649422|XP_037907491.1|HILL
OG0003752	LOC118465649|XP_035789955.1|AALB	LOC119647805|XP_037904949.1|HILL
OG0003753	LOC118465654|XP_035789962.1|AALB	LOC119648004|XP_037905318.1|HILL
OG0003754	LOC118465648|XP_035789954.1|AALB	LOC119647906|XP_037905142.1|HILL
OG0003755	LOC118463860|XP_035786662.1|AALB	LOC119648189|XP_037905706.1|HILL
OG0003756	LOC118466940|XP_035792732.1|AALB	LOC119659413|XP_037923415.1|HILL
OG0003757	LOC118466138|XP_035790982.1|AALB	LOC119647186|XP_037903925.1|HILL
OG0003758	LOC118467355|XP_035793641.1|AALB	LOC119648492|XP_037906186.1|HILL
OG0003759	LOC118466073|XP_035790830.1|AALB	LOC119650305|XP_037908874.1|HILL
OG0003760	LOC118466075|XP_035790843.1|AALB	LOC119660969|XP_037925962.1|HILL
OG0003761	LOC118467078|XP_035793008.1|AALB	LOC119649811|XP_037908070.1|HILL
OG0003762	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB	LOC119648364|XP_037906017.1|HILL
OG0003763	LOC118464295|XP_035787470.1|AALB	LOC119650257|XP_037908780.1|HILL
OG0003764	LOC118466354|XP_035791382.1|AALB	LOC119648147|XP_037905632.1|HILL
OG0003765	LOC118466754|XP_035792347.1|AALB	LOC119648395|XP_037906062.1|HILL
OG0003766	LOC118466752|XP_035792342.1|AALB	LOC119661595|XP_037926925.1|HILL
OG0003767	LOC118466357|XP_035791408.1|AALB	LOC119646303|XP_037902646.1|HILL
OG0003768	LOC118463951|XP_035786822.1|AALB	LOC119647077|XP_037903762.1|HILL
OG0003769	LOC118463633|XP_035786246.1|AALB	LOC119655999|XP_037918169.1|HILL
OG0003770	LOC118462635|XP_035784375.1|AALB	LOC119660948|XP_037925888.1|HILL
OG0003771	LOC118466829|XP_035792519.1|AALB	LOC119648179|XP_037905687.1|HILL
OG0003772	LOC118467304|XP_035793521.1|AALB	LOC119648822|XP_037906609.1|HILL
OG0003773	LOC118467302|XP_035793515.1|AALB	LOC119658748|XP_037922360.1|HILL
OG0003774	LOC118467798|XP_035794564.1|AALB	LOC119661704|XP_037927083.1|HILL
OG0003775	LOC118468440|XP_035795095.1|AALB	LOC119659114|XP_037922965.1|HILL, LOC119659746|XP_037923936.1|HILL
OG0003776	LOC118464736|XP_035788231.1|AALB	LOC119660469|XP_037924980.1|HILL
OG0003778	LOC118464027|XP_035786976.1|AALB	LOC119654891|XP_037916437.1|HILL
OG0003779	LOC118465806|XP_035790269.1|AALB	LOC119660462|XP_037924952.1|HILL
OG0003780	LOC118465900|XP_035790445.1|AALB	LOC119648787|XP_037906563.1|HILL
OG0003781	LOC118465902|XP_035790447.1|AALB	LOC119660774|XP_037925472.1|HILL
OG0003782	LOC118466339|XP_035791359.1|AALB	LOC119654382|XP_037915676.1|HILL
OG0003783	LOC118467165|XP_035793216.1|AALB	LOC119656177|XP_037918455.1|HILL
OG0003784	LOC118463866|XP_035786676.1|AALB	LOC119649315|XP_037907345.1|HILL
OG0003785	LOC118463574|XP_035786108.1|AALB	LOC119652101|XP_037911970.1|HILL
