Orthogroup	AALB.longest_only	DANA.longest_only
OG0004274	LOC118467745|XP_035794449.1|AALB	LOC6502316|XP_001966224.1|DANA
OG0004275	LOC118467221|XP_035793363.1|AALB	LOC6503984|XP_001963956.1|DANA
OG0004276	LOC118464190|XP_035787241.1|AALB	LOC6502415|XP_032311180.1|DANA
OG0004278	LOC118466567|XP_035792004.1|AALB	LOC6503649|XP_001964000.1|DANA
OG0004279	LOC118466565|XP_035792001.1|AALB	LOC6497889|XP_001961652.1|DANA
OG0004280	LOC118466555|XP_035791972.1|AALB	LOC6504024|XP_032308594.1|DANA
OG0004281	LOC118463300|XP_035785678.1|AALB	LOC6496506|XP_001961040.1|DANA
OG0004282	LOC118466844|XP_035792559.1|AALB	LOC6494278|XP_001960615.1|DANA
OG0004283	LOC118466850|XP_035792571.1|AALB	LOC6496286|XP_001960614.1|DANA
OG0004284	LOC118466876|XP_035792624.1|AALB	LOC26514190|XP_014762303.1|DANA
OG0004285	LOC118465681|XP_035790004.1|AALB	LOC6500758|XP_001953862.1|DANA
OG0004286	LOC118466855|XP_035792576.1|AALB	LOC6507155|XP_032309755.1|DANA
OG0004287	LOC118466860|XP_035792588.1|AALB	LOC6507156|XP_032310003.1|DANA
OG0004288	LOC118466862|XP_035792591.1|AALB	LOC6507904|XP_001956568.1|DANA
OG0004289	LOC118464429|XP_035787685.1|AALB	LOC6493580|XP_001958036.1|DANA
OG0004290	LOC118465571|XP_035789826.1|AALB	LOC6496325|XP_001960706.1|DANA
OG0004291	LOC118463564|XP_035786096.1|AALB	LOC6494199|XP_001960767.1|DANA
OG0004292	LOC118464155|XP_035787175.1|AALB	LOC26513871|XP_014765544.1|DANA
OG0004293	LOC118464157|XP_035787183.1|AALB	LOC6506731|XP_001957336.1|DANA
OG0004294	LOC118464851|XP_035788445.1|AALB	LOC6493619|XP_032310369.1|DANA
OG0004295	LOC118462610|XP_035784334.1|AALB	LOC6493503|XP_032309554.1|DANA
OG0004296	LOC118462614|XP_035784340.1|AALB	LOC6493504|XP_001957883.2|DANA
OG0004297	LOC118464096|XP_035787058.1|AALB	LOC6496305|XP_001960657.1|DANA
OG0004298	LOC118463372|XP_035785788.1|AALB	LOC6495223|XP_001958813.1|DANA
OG0004299	LOC118465907|XP_035790473.1|AALB	LOC6494021|XP_032306854.1|DANA
OG0004300	LOC118463731|XP_035786418.1|AALB	LOC6495510|XP_001959003.1|DANA
OG0004301	LOC118463727|XP_035786414.1|AALB	LOC6506494|XP_001957769.1|DANA
OG0004302	LOC118463171|XP_035785459.1|AALB	LOC6495610|XP_001959197.2|DANA
OG0004303	LOC118465667|XP_035789980.1|AALB	LOC6494351|XP_001960485.1|DANA
OG0004304	LOC118465669|XP_035789983.1|AALB	LOC6494506|XP_032307054.1|DANA
OG0004305	LOC118465727|XP_035790067.1|AALB	LOC6494051|XP_032306239.1|DANA
OG0004306	LOC118466737|XP_035792312.1|AALB	LOC6495492|XP_001958965.1|DANA
OG0004307	LOC118465558|XP_035789800.1|AALB	LOC6496559|XP_001961144.1|DANA
OG0004308	LOC118465562|XP_035789806.1|AALB	LOC6495724|XP_032305996.1|DANA
OG0004309	LOC118464421|XP_035787673.1|AALB	LOC6506998|XP_001956856.1|DANA
OG0004310	LOC118466593|XP_035792048.1|AALB	LOC6495236|XP_032306942.1|DANA
OG0004311	LOC118466258|XP_035791206.1|AALB	LOC6507938|XP_001956649.1|DANA
OG0004312	LOC118467659|XP_035794297.1|AALB	LOC6494245|XP_001960671.1|DANA
OG0004313	LOC118467657|XP_035794290.1|AALB	LOC6493917|XP_032311563.1|DANA
OG0004314	LOC118467441|XP_035793838.1|AALB	LOC6496095|XP_001960217.2|DANA
OG0004315	LOC118467447|XP_035793843.1|AALB	LOC6496446|XP_001960926.3|DANA
OG0004316	LOC118465888|XP_035790432.1|AALB	LOC6495893|XP_001959795.1|DANA
OG0004317	LOC118467212|XP_035793333.1|AALB	LOC6496505|XP_001961039.1|DANA
OG0004318	LOC118465500|XP_035789698.1|AALB	LOC6494246|XP_032306096.1|DANA
OG0004319	LOC118463728|XP_035786415.1|AALB	LOC6496243|XP_001960526.1|DANA
OG0004320	LOC118467139|XP_035793153.1|AALB	LOC26514649|XP_014767317.1|DANA
OG0004321	LOC118462661|XP_035784446.1|AALB	LOC6497499|XP_001961958.1|DANA
OG0004322	LOC118464863|XP_035788470.1|AALB	LOC6500893|XP_032312144.1|DANA
OG0004323	LOC118466012|XP_035790712.1|AALB	LOC6507658|XP_001956090.1|DANA
OG0004324	LOC118466016|XP_035790721.1|AALB	LOC26514427|XP_014762327.1|DANA
OG0004325	LOC118466015|XP_035790720.1|AALB	LOC6496397|XP_001960819.1|DANA
OG0004326	LOC118463619|XP_035786205.1|AALB	LOC6494180|XP_032305924.1|DANA
OG0004327	LOC118463083|XP_035785243.1|AALB	LOC6502886|XP_032311832.1|DANA
OG0004328	LOC118467675|XP_035794336.1|AALB	LOC6494698|XP_001959835.1|DANA
OG0004329	LOC118463193|XP_035785516.1|AALB	LOC6494235|XP_032307180.1|DANA
OG0004330	LOC118465586|XP_035789848.1|AALB	LOC6496083|XP_001960184.1|DANA
OG0004331	LOC118466979|XP_035792786.1|AALB	LOC6495986|XP_001959983.1|DANA
OG0004332	LOC118464740|XP_035788243.1|AALB	LOC6498047|XP_001961964.1|DANA
OG0004333	LOC118464739|XP_035788242.1|AALB	LOC6497365|XP_001962241.1|DANA
OG0004334	LOC118463601|XP_035786153.1|AALB	LOC6498671|XP_001963287.1|DANA
OG0004335	LOC118466330|XP_035791343.1|AALB	LOC6496640|XP_001961313.3|DANA
OG0004336	LOC118464331|XP_035787540.1|AALB	LOC6495109|XP_001959034.1|DANA
OG0004337	LOC118466335|XP_035791347.1|AALB	LOC6498085|XP_001962050.2|DANA
OG0004338	LOC118463655|XP_035786292.1|AALB	LOC6507278|XP_001956336.1|DANA
OG0004339	LOC118465481|XP_035789676.1|AALB, LOC118465480|XP_035789675.1|AALB	LOC6496350|XP_001960742.2|DANA
OG0004340	LOC118465479|XP_035789674.1|AALB	LOC6494212|XP_001960741.1|DANA
OG0004341	LOC118467825|XP_035794608.1|AALB	LOC6496414|XP_001960868.2|DANA
OG0004342	LOC118466997|XP_035792813.1|AALB	LOC6494373|XP_032306822.1|DANA
OG0004343	LOC118466999|XP_035792817.1|AALB	LOC6494374|XP_001960441.3|DANA
OG0004344	LOC118463703|XP_035786384.1|AALB	LOC6496202|XP_001960437.1|DANA
OG0004345	LOC118463762|XP_035786469.1|AALB	LOC6504125|XP_001965190.1|DANA
OG0004346	LOC118463387|XP_035785823.1|AALB	LOC6496304|XP_014763749.1|DANA
OG0004347	LOC118467707|XP_035794384.1|AALB	LOC6494256|XP_001960656.1|DANA
OG0004348	LOC118465216|XP_035789100.1|AALB	LOC6494906|XP_001959449.2|DANA
OG0004349	LOC118466061|XP_035790804.1|AALB	LOC6495721|XP_014763464.1|DANA
OG0004350	LOC118465515|XP_035789726.1|AALB	LOC6495086|XP_001959094.1|DANA
OG0004351	LOC118465969|XP_035790614.1|AALB	LOC6494017|XP_001961139.1|DANA
OG0004352	LOC118466373|XP_035791490.1|AALB	LOC26515247|XP_032305708.1|DANA
OG0004353	LOC118462561|XP_035784243.1|AALB	LOC6501454|XP_001955291.2|DANA
OG0004354	LOC118462563|XP_035784245.1|AALB	LOC6505645|XP_001964539.1|DANA
OG0004355	LOC118462912|XP_035784906.1|AALB	LOC6499452|XP_014766073.1|DANA
OG0004356	LOC118465163|XP_035789014.1|AALB	LOC6494803|XP_001959638.1|DANA
OG0004357	LOC118467502|XP_035793945.1|AALB	LOC6495799|XP_001959611.1|DANA
OG0004358	LOC118463739|XP_035786426.1|AALB	LOC6495135|XP_014763170.1|DANA
OG0004359	LOC118463560|XP_035786089.1|AALB	LOC6494441|XP_001960310.2|DANA
OG0004360	LOC118464752|XP_035788264.1|AALB	LOC6493670|XP_001958195.1|DANA
OG0004361	LOC118458930|XP_035777793.1|AALB	LOC6501030|XP_001954418.1|DANA
OG0004362	LOC118467395|XP_035793751.1|AALB	LOC6507651|XP_001956075.1|DANA
OG0004363	LOC118458021|XP_035776019.1|AALB	LOC6504008|XP_001963995.1|DANA
OG0004364	LOC118464724|XP_035788197.1|AALB	LOC6495807|XP_001959627.2|DANA
OG0004365	LOC118463923|XP_035786773.1|AALB	LOC6494793|XP_032306048.1|DANA
OG0004366	LOC118460523|XP_035780795.1|AALB	LOC6497641|XP_001961654.1|DANA
OG0004367	LOC118467421|XP_035793800.1|AALB	LOC6506768|XP_001957274.1|DANA
OG0004368	LOC118466028|XP_035790741.1|AALB	LOC6493871|XP_001958595.1|DANA
OG0004369	LOC118465255|XP_035789168.1|AALB	LOC6495196|XP_001958875.2|DANA
OG0004370	LOC118466847|XP_035792567.1|AALB	LOC6494279|XP_001960613.1|DANA
OG0004371	LOC118464346|XP_035787559.1|AALB	LOC6503134|XP_001963492.1|DANA
OG0004372	LOC118463838|XP_035786633.1|AALB	LOC6494253|XP_032306752.1|DANA
OG0004373	LOC118462769|XP_035784627.1|AALB	LOC6496658|XP_001961347.1|DANA
OG0004374	LOC118467533|XP_035793995.1|AALB	LOC6494641|XP_032306542.1|DANA
OG0004375	LOC118467946|XP_035794808.1|AALB	LOC6506498|XP_001957762.1|DANA
OG0004376	LOC118464257|XP_035787387.1|AALB	LOC6507840|XP_001956451.1|DANA
OG0004377	LOC118468386|XP_035795042.1|AALB	LOC6493453|XP_001957782.1|DANA
OG0004378	LOC118462536|XP_035784190.1|AALB	LOC6495162|XP_032306081.1|DANA
OG0004379	LOC118465511|XP_035789723.1|AALB	LOC6494794|XP_001959654.1|DANA
OG0004380	LOC118467542|XP_035794033.1|AALB	LOC6495235|XP_001958791.1|DANA
OG0004381	LOC118465111|XP_035788950.1|AALB	LOC6499865|XP_001953744.1|DANA
OG0004382	LOC118464348|XP_035787561.1|AALB	LOC6494937|XP_001959364.1|DANA
OG0004383	LOC118464352|XP_035787569.1|AALB	LOC6495748|XP_001959490.1|DANA
OG0004384	LOC118464362|XP_035787580.1|AALB	LOC6495750|XP_001959492.1|DANA
OG0004385	LOC118464357|XP_035787573.1|AALB	LOC6494322|XP_001960535.1|DANA
OG0004386	LOC118467263|XP_035793439.1|AALB	LOC6495494|XP_001958969.1|DANA
OG0004387	LOC118467407|XP_035793774.1|AALB	LOC6506127|XP_001958495.1|DANA
OG0004388	LOC118465066|XP_035788841.1|AALB	LOC6494934|XP_032306960.1|DANA
OG0004389	LOC118463571|XP_035786104.1|AALB	LOC6493422|XP_001957717.3|DANA
OG0004390	LOC118464209|XP_035787272.1|AALB	LOC6493238|XP_014764266.1|DANA
OG0004391	LOC118466802|XP_035792446.1|AALB	LOC6494594|XP_001960045.2|DANA
OG0004392	LOC118462785|XP_035784665.1|AALB	LOC6493236|XP_032310364.1|DANA
OG0004393	LOC118467428|XP_035793807.1|AALB	LOC6495646|XP_032306126.1|DANA
OG0004394	LOC118467780|XP_035794513.1|AALB	LOC6496445|XP_032306461.1|DANA
OG0004395	LOC118465050|XP_035788826.1|AALB	LOC6496546|XP_001961118.1|DANA
OG0004396	LOC118466163|XP_035791032.1|AALB	LOC6496659|XP_001961350.1|DANA
OG0004397	LOC118466164|XP_035791034.1|AALB	LOC6495804|XP_001959623.1|DANA
OG0004398	LOC118466167|XP_035791039.1|AALB	LOC6494806|XP_001959624.1|DANA
OG0004399	LOC118466158|XP_035791025.1|AALB	LOC6496207|XP_001960452.1|DANA
OG0004400	LOC118467967|XP_035794841.1|AALB	LOC6500959|XP_001954248.1|DANA
OG0004401	LOC118467966|XP_035794840.1|AALB	LOC6495308|XP_001958655.2|DANA
OG0004402	LOC118467964|XP_035794839.1|AALB	LOC6495310|XP_001958652.1|DANA
OG0004403	LOC118467462|XP_035793865.1|AALB	LOC6496091|XP_001960206.1|DANA
OG0004404	LOC118467099|XP_035793038.1|AALB	LOC6496655|XP_001961341.1|DANA
OG0004405	LOC118463905|XP_035786728.1|AALB	LOC6492922|XP_014764150.1|DANA
OG0004406	LOC118466102|XP_035790913.1|AALB	LOC6506109|XP_014764629.1|DANA
OG0004407	LOC118464234|XP_035787311.1|AALB	LOC6495834|XP_001959679.1|DANA
OG0004408	LOC118463141|XP_035785397.1|AALB	LOC6493280|XP_001957430.1|DANA
OG0004409	LOC118463375|XP_035785793.1|AALB	LOC6502326|XP_014760022.1|DANA
OG0004410	LOC118465665|XP_035789976.1|AALB	LOC6494211|XP_032306790.1|DANA
OG0004412	LOC118464761|XP_035788273.1|AALB	LOC6493815|XP_001958492.1|DANA
OG0004413	LOC118462968|XP_035785027.1|AALB	LOC6495714|XP_001959424.1|DANA
OG0004414	LOC118464205|XP_035787261.1|AALB	LOC6494229|XP_001960696.1|DANA
OG0004415	LOC118465274|XP_035789204.1|AALB	LOC6495160|XP_001958936.1|DANA
OG0004416	LOC118465782|XP_035790208.1|AALB	LOC6494811|XP_001959616.1|DANA
OG0004417	LOC118465778|XP_035790196.1|AALB	LOC6505827|XP_001964441.1|DANA
OG0004418	LOC118465776|XP_035790183.1|AALB	LOC6494828|XP_001959586.2|DANA
OG0004419	LOC118463528|XP_035786031.1|AALB, LOC118463798|XP_035786543.1|AALB	LOC6495233|XP_014763198.1|DANA
OG0004420	LOC118466953|XP_035792746.1|AALB	LOC6494329|XP_001960525.1|DANA
OG0004421	LOC118466825|XP_035792509.1|AALB	LOC6507851|XP_001956469.1|DANA
OG0004422	LOC118466718|XP_035792276.1|AALB	LOC6493403|XP_014764361.1|DANA
OG0004424	LOC118462774|XP_035784639.1|AALB	LOC6494115|XP_032306956.1|DANA
OG0004425	LOC118462776|XP_035784642.1|AALB	LOC6493216|XP_001957284.1|DANA
OG0004426	LOC118462778|XP_035784646.1|AALB	LOC6506767|XP_001957276.1|DANA
OG0004427	LOC118462902|XP_035784893.1|AALB	LOC6506742|XP_001957322.1|DANA
OG0004428	LOC118463629|XP_035786229.1|AALB	LOC6500151|XP_032305409.1|DANA
OG0004429	LOC118467252|XP_035793427.1|AALB	LOC6497568|XP_001961798.2|DANA
OG0004430	LOC118465144|XP_035788976.1|AALB	LOC6507807|XP_001956387.1|DANA
OG0004431	LOC118465686|XP_035790010.1|AALB	LOC6500841|XP_001954017.1|DANA
OG0004432	LOC118465678|XP_035790002.1|AALB	LOC6499742|XP_001954018.2|DANA
OG0004433	LOC118465334|XP_035789371.1|AALB	LOC6507275|XP_001956347.1|DANA
OG0004434	LOC118461056|XP_035781839.1|AALB	LOC6495805|XP_001959625.1|DANA
OG0004435	LOC118467926|XP_035794775.1|AALB	LOC6496023|XP_001960064.1|DANA
OG0004436	LOC118466574|XP_035792013.1|AALB	LOC6494881|XP_032307182.1|DANA
OG0004437	LOC118465425|XP_035789547.1|AALB	LOC6494366|XP_001960451.1|DANA
OG0004438	LOC118467297|XP_035793507.1|AALB	LOC6495747|XP_001959488.1|DANA
OG0004439	LOC118467296|XP_035793506.1|AALB	LOC6496347|XP_001960737.1|DANA
OG0004440	LOC118465973|XP_035790626.1|AALB	LOC6496351|XP_001960744.1|DANA
OG0004441	LOC118464984|XP_035788714.1|AALB	LOC6497415|XP_001962129.1|DANA
OG0004442	LOC118463797|XP_035786539.1|AALB	LOC6494315|XP_001960548.1|DANA
OG0004443	LOC118464501|XP_035787829.1|AALB	LOC6507618|XP_001956008.1|DANA
OG0004444	LOC118467310|XP_035793537.1|AALB	LOC6494280|XP_001960611.1|DANA
OG0004445	LOC118463082|XP_035785238.1|AALB	LOC6494234|XP_032306836.1|DANA
OG0004446	LOC118464678|XP_035788088.1|AALB	LOC6505584|XP_001964649.1|DANA
OG0004447	LOC118466955|XP_035792748.1|AALB	LOC6501651|XP_001955684.1|DANA
OG0004448	LOC118467423|XP_035793802.1|AALB	LOC6494451|XP_001960299.1|DANA
OG0004449	LOC118465152|XP_035788990.1|AALB	LOC6502872|XP_001967423.2|DANA, LOC6493245|XP_001957346.2|DANA
OG0004450	LOC118463059|XP_035785205.1|AALB	LOC6495688|XP_001959382.3|DANA
OG0004451	LOC118466867|XP_035792604.1|AALB	LOC6494929|XP_001959388.1|DANA
OG0004452	LOC118466870|XP_035792610.1|AALB	LOC6494583|XP_001960061.1|DANA
OG0004453	LOC118466864|XP_035792593.1|AALB	LOC6495504|XP_001958991.1|DANA
OG0004454	LOC118463444|XP_035785921.1|AALB	LOC6500013|XP_001953405.2|DANA
OG0004455	LOC118467943|XP_035794805.1|AALB	LOC6493247|XP_001957352.1|DANA
OG0004456	LOC118464247|XP_035787342.1|AALB	LOC6503502|XP_001964257.2|DANA
OG0004457	LOC118464248|XP_035787343.1|AALB	LOC6507900|XP_001956558.1|DANA
OG0004458	LOC118467298|XP_035793508.1|AALB	LOC6507149|XP_001956583.2|DANA
OG0004459	LOC118463336|XP_035785741.1|AALB	LOC6506215|XP_032309804.1|DANA
OG0004460	LOC118462723|XP_035784560.1|AALB	LOC6506945|XP_001956938.1|DANA
OG0004461	LOC118462716|XP_035784548.1|AALB	LOC6506335|XP_001958079.1|DANA
OG0004462	LOC118465821|XP_035790300.1|AALB	LOC6493657|XP_001958172.1|DANA
OG0004463	LOC118465825|XP_035790305.1|AALB	LOC6506089|XP_014764623.1|DANA
OG0004464	LOC118465818|XP_035790290.1|AALB	LOC6506112|XP_001958527.1|DANA
OG0004465	LOC118465330|XP_035789368.1|AALB	LOC6497956|XP_001965896.2|DANA
OG0004466	LOC118465095|XP_035788899.1|AALB	LOC6493661|XP_001958178.2|DANA
OG0004467	LOC118465193|XP_035789053.1|AALB	LOC6507217|XP_001956449.1|DANA
OG0004468	LOC118466315|XP_035791320.1|AALB	LOC6507838|XP_001956448.1|DANA
OG0004469	LOC118466325|XP_035791332.1|AALB	LOC6493595|XP_032309846.1|DANA
OG0004470	LOC118467775|XP_035794500.1|AALB	LOC6497896|XP_032307672.1|DANA
OG0004471	LOC118465575|XP_035789831.1|AALB	LOC6500850|XP_001954031.1|DANA
OG0004472	LOC118466501|XP_035791822.1|AALB	LOC6496226|XP_001960488.1|DANA
OG0004473	LOC118466500|XP_035791821.1|AALB	LOC26513706|XP_014763929.1|DANA
OG0004474	LOC118466499|XP_035791820.1|AALB	LOC6495137|XP_001958975.1|DANA
OG0004475	LOC118465237|XP_035789143.1|AALB	LOC6493908|XP_001961348.1|DANA
OG0004477	LOC118465984|XP_035790657.1|AALB	LOC6496504|XP_001961038.1|DANA
OG0004478	LOC118465977|XP_035790631.1|AALB	LOC6496346|XP_014763775.1|DANA
OG0004479	LOC118466557|XP_035791992.1|AALB	LOC6494910|XP_001959440.2|DANA
OG0004480	LOC118463222|XP_035785565.1|AALB	LOC6504514|XP_001967050.1|DANA
OG0004481	LOC118464201|XP_035787253.1|AALB	LOC6494997|XP_001959249.1|DANA
OG0004482	LOC118465315|XP_035789329.1|AALB	LOC6505575|XP_032305425.1|DANA
OG0004483	LOC118458597|XP_035777165.1|AALB	LOC6494913|XP_001959433.1|DANA
OG0004484	LOC118456845|XP_035773834.1|AALB	LOC6499453|XP_001954610.2|DANA
OG0004485	LOC118468398|XP_035795055.1|AALB	LOC6503706|XP_001963890.2|DANA
OG0004486	LOC118465735|XP_035790089.1|AALB	LOC6496089|XP_001960200.1|DANA
OG0004487	LOC118466360|XP_035791420.1|AALB	LOC6492977|XP_001956779.1|DANA
OG0004488	LOC118464608|XP_035787946.1|AALB	LOC6495994|XP_001960001.1|DANA
OG0004504	LOC118467646|XP_035794274.1|AALB	LOC6493877|XP_032309957.1|DANA
OG0004505	LOC118462419|XP_035784019.1|AALB	LOC6501558|XP_014767098.1|DANA
OG0004506	LOC118460235|XP_035780282.1|AALB	LOC6501638|XP_001955656.1|DANA
OG0004507	LOC118459163|XP_035778181.1|AALB	LOC6499193|XP_014765939.1|DANA
OG0004508	LOC118459141|XP_035778116.1|AALB	LOC6501344|XP_001955032.2|DANA
OG0004509	LOC118456379|XP_035772959.1|AALB	LOC6507901|XP_001956563.1|DANA
OG0004510	LOC118462151|XP_035783997.1|AALB	LOC6503712|XP_014761043.1|DANA
OG0004511	LOC118464301|XP_035787483.1|AALB	LOC6499115|XP_001955271.2|DANA
OG0004512	LOC118456316|XP_035772852.1|AALB	LOC6504544|XP_032312059.1|DANA
OG0004513	LOC118459015|XP_035777914.1|AALB	LOC6503317|XP_032308636.1|DANA
OG0004514	LOC118462866|XP_035784821.1|AALB	LOC6505445|XP_032311772.1|DANA
OG0004515	LOC118466255|XP_035791201.1|AALB	LOC6502005|XP_001966853.2|DANA
OG0004516	LOC118461442|XP_035782657.1|AALB	LOC6502261|XP_032309363.1|DANA
OG0004517	LOC118461395|XP_035782594.1|AALB	LOC6501875|XP_014759632.1|DANA
OG0004518	LOC118464528|XP_035787861.1|AALB	LOC6502895|XP_032311885.1|DANA
OG0004519	LOC118463497|XP_035785989.1|AALB	LOC6501180|XP_001954706.1|DANA
OG0004520	LOC118464870|XP_035788492.1|AALB	LOC6502899|XP_032311793.1|DANA
OG0004521	LOC118467813|XP_035794582.1|AALB	LOC6496663|XP_001961356.1|DANA
OG0004522	LOC118459085|XP_035778042.1|AALB	LOC6501942|XP_001966735.1|DANA
OG0004523	LOC118463585|XP_035786125.1|AALB	LOC6501194|XP_001954739.2|DANA
OG0004524	LOC118461269|XP_035782338.1|AALB	LOC6504054|XP_001964089.1|DANA
OG0004525	LOC118456737|XP_035773682.1|AALB	LOC6505012|XP_001965631.1|DANA
OG0004526	LOC118456707|XP_035773638.1|AALB	LOC6503063|XP_032308931.1|DANA
OG0004527	LOC118463953|XP_035786828.1|AALB	LOC6505109|XP_001965441.1|DANA
OG0004528	LOC118461672|XP_035783157.1|AALB	LOC6501971|XP_001966791.1|DANA
OG0004529	LOC118468306|XP_035794939.1|AALB	LOC6503892|XP_014761112.1|DANA
OG0004530	LOC118467549|XP_035794040.1|AALB, LOC118464746|XP_035788290.1|AALB	LOC6502135|XP_001966143.2|DANA
OG0004531	LOC118461079|XP_035781868.1|AALB	LOC6499362|XP_014766034.1|DANA
OG0004532	LOC118464843|XP_035788444.1|AALB	LOC6503733|XP_001963843.3|DANA
OG0004533	LOC118458929|XP_035777795.1|AALB	LOC6504088|XP_001964149.1|DANA
OG0004534	LOC118458198|XP_035776336.1|AALB	LOC6502889|XP_001963656.1|DANA
OG0004535	LOC118461882|XP_035783615.1|AALB	LOC6506550|XP_001957666.1|DANA
OG0004536	LOC118461797|XP_035783434.1|AALB	LOC6498787|XP_032308312.1|DANA
OG0004537	LOC118461347|XP_035782462.1|AALB	LOC6502102|XP_032309403.1|DANA
OG0004538	LOC118463153|XP_035785427.1|AALB	LOC6495920|XP_014763536.1|DANA
OG0004539	LOC118462955|XP_035785002.1|AALB	LOC6505847|XP_014760815.1|DANA
OG0004540	LOC118462673|XP_035784465.1|AALB	LOC6503131|XP_001963482.1|DANA
OG0004541	LOC118465214|XP_035789102.1|AALB	LOC6495500|XP_001958984.1|DANA
OG0004542	LOC118466062|XP_035790818.1|AALB	LOC6501864|XP_001966779.1|DANA
OG0004543	LOC118462473|XP_035784067.1|AALB	LOC6504017|XP_032308411.1|DANA
OG0004544	LOC118458630|XP_035777216.1|AALB	LOC6503503|XP_001964254.2|DANA
OG0004545	LOC118463871|XP_035786682.1|AALB	LOC6499728|XP_001954051.1|DANA
OG0004546	LOC118462037|XP_035783904.1|AALB	LOC6496518|XP_001961056.1|DANA
OG0004547	LOC118457715|XP_035775398.1|AALB	LOC6502227|XP_001966022.1|DANA
OG0004548	LOC118459094|XP_035778054.1|AALB	LOC6498751|XP_001967274.3|DANA
OG0004549	LOC118460410|XP_035780594.1|AALB	LOC6504661|XP_032309073.1|DANA
OG0004550	LOC118465293|XP_035789242.1|AALB	LOC6503980|XP_032308480.1|DANA
OG0004551	LOC118465661|XP_035789973.1|AALB, LOC118463214|XP_035785550.1|AALB	LOC6495518|XP_001959023.1|DANA
OG0004552	LOC118464875|XP_035788507.1|AALB	LOC6502278|XP_032309389.1|DANA
OG0004553	LOC118463593|XP_035786145.1|AALB	LOC6493028|XP_001956894.1|DANA
OG0004554	LOC118459599|XP_035779040.1|AALB	LOC6505142|XP_001965429.2|DANA
OG0004556	LOC118461421|XP_035782623.1|AALB	LOC6502010|XP_032308102.1|DANA
OG0004558	LOC118465029|XP_035788790.1|AALB	LOC6503952|XP_001963907.1|DANA
OG0004559	LOC118466556|XP_035791991.1|AALB	LOC6501511|XP_032311022.1|DANA
OG0004560	LOC118465323|XP_035789353.1|AALB	LOC26513796|XP_014760893.1|DANA
OG0004561	LOC118459758|XP_035779348.1|AALB	LOC6500230|XP_014766427.1|DANA
OG0004562	LOC118465957|XP_035790595.1|AALB	LOC6501084|XP_001954524.1|DANA
OG0004563	LOC118465919|XP_035790509.1|AALB	LOC6499495|XP_001954509.1|DANA
OG0004564	LOC118465931|XP_035790532.1|AALB	LOC6500412|XP_001953163.1|DANA
OG0004565	LOC118462572|XP_035784272.1|AALB	LOC6499688|XP_014766187.1|DANA
OG0004566	LOC118460349|XP_035780480.1|AALB	LOC6504115|XP_001964210.1|DANA
OG0004567	LOC118467245|XP_035793407.1|AALB, LOC118468609|XP_035795500.1|AALB	LOC6503673|XP_001963955.1|DANA
OG0004568	LOC118461353|XP_035782475.1|AALB	LOC6504046|XP_001964077.1|DANA
OG0004569	LOC118459818|XP_035779468.1|AALB	LOC6499604|XP_001954313.2|DANA
OG0004570	LOC118461211|XP_035782212.1|AALB	LOC6494140|XP_001960883.1|DANA
OG0004571	LOC118464356|XP_035787576.1|AALB	LOC6505071|XP_001965517.1|DANA
OG0004572	LOC118468793|XP_035795894.1|AALB	LOC6503896|XP_001965229.1|DANA
OG0004573	LOC118464682|XP_035788101.1|AALB	LOC6499708|XP_001954091.1|DANA
OG0004574	LOC118466219|XP_035791137.1|AALB	LOC6504758|XP_001966301.1|DANA
OG0004575	LOC118459874|XP_035779559.1|AALB	LOC6504759|XP_014759801.1|DANA
OG0004576	LOC118456822|XP_035773812.1|AALB	LOC6499461|XP_032309464.1|DANA
OG0004578	LOC118458869|XP_035777715.1|AALB	LOC6505244|XP_032307850.1|DANA
OG0004580	LOC118460457|XP_035780673.1|AALB	LOC6500382|XP_001953093.1|DANA
OG0004581	LOC118458283|XP_035776502.1|AALB	LOC6505642|XP_001964543.1|DANA
OG0004582	LOC118457018|XP_035774147.1|AALB	LOC6505580|XP_001964661.3|DANA
OG0004583	LOC118458990|XP_035777886.1|AALB	LOC6501861|XP_032308311.1|DANA
OG0004584	LOC118457086|XP_035774269.1|AALB	LOC6494941|XP_001959355.1|DANA
OG0004585	LOC118465715|XP_035790045.1|AALB	LOC6499021|XP_001955501.1|DANA
OG0004586	LOC118463038|XP_035785179.1|AALB	LOC6503048|XP_001963346.1|DANA
OG0004587	LOC118458592|XP_035777157.1|AALB	LOC6499389|XP_001954733.3|DANA
OG0004588	LOC118460238|XP_035780287.1|AALB	LOC6501193|XP_001954735.1|DANA
OG0004589	LOC118461680|XP_035783167.1|AALB	LOC6503693|XP_032308371.1|DANA
OG0004590	LOC118461225|XP_035782207.1|AALB	LOC6506017|XP_032312369.1|DANA
OG0004591	LOC118461216|XP_035782179.1|AALB	LOC6506014|XP_001964779.2|DANA
OG0004592	LOC118457580|XP_035775155.1|AALB	LOC6505213|XP_001965557.1|DANA
OG0004593	LOC118457613|XP_035775222.1|AALB	LOC6504253|XP_001967372.1|DANA
OG0004594	LOC118458807|XP_035777572.1|AALB	LOC6504485|XP_001966995.2|DANA
OG0004595	LOC118461127|XP_035781977.1|AALB, LOC118465052|XP_035788827.1|AALB	LOC6503922|XP_001963854.1|DANA
OG0004596	LOC118466729|XP_035792348.1|AALB	LOC6504134|XP_032308792.1|DANA
