Orthogroup	AALB.longest_only	BTRY.longest_only
OG0003941	LOC118461584|XP_035782967.1|AALB	LOC120769123|XP_039951919.1|BTRY
OG0003942	LOC118457684|XP_035775341.1|AALB	LOC120769499|XP_039952464.1|BTRY
OG0003943	LOC118468577|XP_035795402.1|AALB	LOC120771046|XP_039954781.1|BTRY
OG0003944	LOC118467008|XP_035792848.1|AALB	LOC120769147|XP_039951956.1|BTRY
OG0003945	LOC118460001|XP_035779811.1|AALB	LOC120770421|XP_039953800.1|BTRY
OG0003946	LOC118461729|XP_035783309.1|AALB	LOC120768155|XP_039950650.1|BTRY
OG0003947	LOC118458892|XP_035777738.1|AALB	LOC120768003|XP_039950360.1|BTRY
OG0003948	LOC118459246|XP_035778347.1|AALB	LOC120769286|XP_039952140.1|BTRY
OG0003949	LOC118457277|XP_035774578.1|AALB	LOC120768926|XP_039951640.1|BTRY
OG0003950	LOC118456774|XP_035773743.1|AALB	LOC120769118|XP_039951912.1|BTRY
OG0003951	LOC118460839|XP_035781414.1|AALB	LOC120768587|XP_039951280.1|BTRY
OG0003952	LOC118459148|XP_035778126.1|AALB	LOC120781396|XP_039969539.1|BTRY, LOC120781377|XP_039969515.1|BTRY
OG0003953	LOC118456250|XP_035772739.1|AALB	LOC120767894|XP_039950165.1|BTRY
OG0003954	LOC118458653|XP_035777236.1|AALB	LOC120769404|XP_039952316.1|BTRY
OG0003955	LOC118461411|XP_035782587.1|AALB	LOC120781768|XP_039969934.1|BTRY
OG0003956	LOC118468849|XP_035795985.1|AALB	LOC120769221|XP_039952051.1|BTRY
OG0003957	LOC118456803|XP_035773783.1|AALB	LOC120777534|XP_039964850.1|BTRY
OG0003958	LOC118458800|XP_035777539.1|AALB	LOC120775287|XP_039961334.1|BTRY
OG0003959	LOC118456753|XP_035773706.1|AALB	LOC120771796|XP_039955928.1|BTRY
OG0003960	LOC118461410|XP_035782586.1|AALB	LOC120774502|XP_039960115.1|BTRY
OG0003961	LOC118457702|XP_035775374.1|AALB	LOC120767788|XP_039949980.1|BTRY
OG0003962	LOC118460119|XP_035780051.1|AALB	LOC120767449|XP_039949450.1|BTRY
OG0003963	LOC118459660|XP_035779153.1|AALB	LOC120768153|XP_039950648.1|BTRY
OG0003964	LOC118456336|XP_035772886.1|AALB	LOC120767642|XP_039949747.1|BTRY
OG0003965	LOC118459909|XP_035779634.1|AALB	LOC120767946|XP_039950265.1|BTRY
OG0003966	LOC118458655|XP_035777237.1|AALB	LOC120767770|XP_039949943.1|BTRY
OG0003967	LOC118460820|XP_035781333.1|AALB	LOC120771942|XP_039956175.1|BTRY
OG0003968	LOC118456983|XP_035774081.1|AALB	LOC120772326|XP_039956791.1|BTRY
OG0003969	LOC118468505|XP_035795233.1|AALB	LOC120770917|XP_039954547.1|BTRY
OG0003970	LOC118456353|XP_035772907.1|AALB	LOC120767347|XP_039949239.1|BTRY
OG0003971	LOC118460558|XP_035780848.1|AALB	LOC120774464|XP_039960054.1|BTRY, LOC120768339|XP_039950925.1|BTRY
OG0003972	LOC118460560|XP_035780854.1|AALB	LOC120777946|XP_039965492.1|BTRY
OG0003973	LOC118460934|XP_035781590.1|AALB	LOC120771948|XP_039956192.1|BTRY
OG0003974	LOC118456202|XP_035772660.1|AALB	LOC120782346|XP_039970513.1|BTRY
OG0003975	LOC118461939|XP_035783707.1|AALB	LOC120767633|XP_039949727.1|BTRY
OG0003976	LOC118459088|XP_035778046.1|AALB	LOC120768221|XP_039950731.1|BTRY
OG0003977	LOC118459092|XP_035778050.1|AALB	LOC120768637|XP_039951336.1|BTRY
OG0003978	LOC118457536|XP_035775081.1|AALB	LOC120776803|XP_039963731.1|BTRY
OG0003979	LOC118460939|XP_035781595.1|AALB	LOC120769781|XP_039952899.1|BTRY
OG0003980	LOC118460935|XP_035781591.1|AALB	LOC120782383|XP_039970559.1|BTRY
OG0003981	LOC118457433|XP_035774911.1|AALB	LOC120767590|XP_039949672.1|BTRY
OG0003982	LOC118457436|XP_035774917.1|AALB	LOC120781665|XP_039969820.1|BTRY
OG0003983	LOC118457437|XP_035774919.1|AALB	LOC120769620|XP_039952657.1|BTRY
OG0003984	LOC118460301|XP_035780397.1|AALB	LOC120768278|XP_039950812.1|BTRY
OG0003985	LOC118460300|XP_035780396.1|AALB	LOC120767949|XP_039950268.1|BTRY
OG0003986	LOC118459125|XP_035778087.1|AALB	LOC120781853|XP_039970005.1|BTRY
OG0003987	LOC118462016|XP_035783858.1|AALB	LOC120781124|XP_039969193.1|BTRY
OG0003988	LOC118459247|XP_035778350.1|AALB	LOC120767972|XP_039950317.1|BTRY
OG0003989	LOC118461960|XP_035783755.1|AALB	LOC120767639|XP_039949741.1|BTRY
OG0003990	LOC118468329|XP_035794969.1|AALB	LOC120769368|XP_039952265.1|BTRY
OG0003991	LOC118467379|XP_035793708.1|AALB	LOC120767920|XP_039950213.1|BTRY
OG0003992	LOC118467431|XP_035793818.1|AALB	LOC120767991|XP_039950344.1|BTRY
OG0003993	LOC118456603|XP_035773396.1|AALB	LOC120767812|XP_039950024.1|BTRY
OG0003994	LOC118460716|XP_035781153.1|AALB	LOC120780854|XP_039969027.1|BTRY
OG0003995	LOC118468601|XP_035795480.1|AALB	LOC120771452|XP_039955397.1|BTRY
OG0003996	LOC118458223|XP_035776380.1|AALB	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY
OG0003997	LOC118457915|XP_035775809.1|AALB	LOC120767199|XP_039948934.1|BTRY
OG0003998	LOC118468332|XP_035794972.1|AALB	LOC120767458|XP_039949465.1|BTRY
OG0003999	LOC118458121|XP_035776188.1|AALB	LOC120768709|XP_039951413.1|BTRY
OG0004000	LOC118457239|XP_035774513.1|AALB	LOC120775677|XP_039961902.1|BTRY
OG0004001	LOC118459413|XP_035778608.1|AALB	LOC120772881|XP_039957661.1|BTRY
OG0004002	LOC118459843|XP_035779504.1|AALB	LOC120768307|XP_039950877.1|BTRY
OG0004003	LOC118460000|XP_035779807.1|AALB	LOC120781719|XP_039969886.1|BTRY
OG0004004	LOC118460002|XP_035779808.1|AALB	LOC120769738|XP_039952826.1|BTRY
OG0004005	LOC118460003|XP_035779809.1|AALB	LOC120769739|XP_039952827.1|BTRY
OG0004006	LOC118457077|XP_035774250.1|AALB	LOC120767755|XP_039949904.1|BTRY
OG0004007	LOC118457085|XP_035774266.1|AALB	LOC120768258|XP_039950785.1|BTRY
OG0004008	LOC118460687|XP_035781080.1|AALB	LOC120767756|XP_039949906.1|BTRY
OG0004009	LOC118458776|XP_035777492.1|AALB	LOC120769294|XP_039952157.1|BTRY
OG0004010	LOC118457983|XP_035775932.1|AALB	LOC120769106|XP_039951900.1|BTRY
OG0004011	LOC118458734|XP_035777397.1|AALB	LOC120769195|XP_039952024.1|BTRY
OG0004012	LOC118458381|XP_035776680.1|AALB	LOC120777788|XP_039965252.1|BTRY
OG0004013	LOC118460607|XP_035780937.1|AALB	LOC120768057|XP_039950508.1|BTRY
OG0004014	LOC118460606|XP_035780936.1|AALB	LOC120777667|XP_039965057.1|BTRY
OG0004015	LOC118459204|XP_035778267.1|AALB	LOC120769231|XP_039952062.1|BTRY
OG0004016	LOC118459027|XP_035777925.1|AALB	LOC120768088|XP_039950559.1|BTRY
OG0004017	LOC118456503|XP_035773224.1|AALB	LOC120767857|XP_039950099.1|BTRY
OG0004018	LOC118461401|XP_035782560.1|AALB	LOC120771850|XP_039956027.1|BTRY
OG0004019	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB	LOC120778472|XP_039966217.1|BTRY
OG0004020	LOC118458078|XP_035776126.1|AALB	LOC120768941|XP_039951660.1|BTRY
OG0004021	LOC118459640|XP_035779113.1|AALB	LOC120772601|XP_039957250.1|BTRY
OG0004022	LOC118458490|XP_035776935.1|AALB	LOC120769510|XP_039952480.1|BTRY
OG0004023	LOC118461553|XP_035782896.1|AALB	LOC120769630|XP_039952669.1|BTRY
OG0004024	LOC118469079|XP_035796464.1|AALB	LOC120769323|XP_039952208.1|BTRY
OG0004025	LOC118467248|XP_035793424.1|AALB	LOC120769027|XP_039951802.1|BTRY
OG0004026	LOC118468001|XP_035794867.1|AALB	LOC120769069|XP_039951859.1|BTRY
OG0004028	LOC118461865|XP_035783566.1|AALB	LOC120768830|XP_039951516.1|BTRY
OG0004029	LOC118458184|XP_035776305.1|AALB	LOC120781541|XP_039969707.1|BTRY
OG0004030	LOC118459395|XP_035778598.1|AALB	LOC120772514|XP_039957095.1|BTRY
OG0004031	LOC118457685|XP_035775345.1|AALB	LOC120768630|XP_039951329.1|BTRY
OG0004032	LOC118461840|XP_035783508.1|AALB	LOC120767776|XP_039949950.1|BTRY
OG0004033	LOC118461834|XP_035783488.1|AALB	LOC120767906|XP_039950188.1|BTRY
OG0004034	LOC118468432|XP_035795088.1|AALB	LOC120769230|XP_039952061.1|BTRY
OG0004035	LOC118459759|XP_035779345.1|AALB	LOC120767339|XP_039949216.1|BTRY
OG0004036	LOC118459757|XP_035779342.1|AALB	LOC120768475|XP_039951116.1|BTRY
OG0004037	LOC118460507|XP_035780760.1|AALB	LOC120767425|XP_039949400.1|BTRY
OG0004038	LOC118457503|XP_035775033.1|AALB	LOC120769519|XP_039952491.1|BTRY
OG0004039	LOC118458482|XP_035776921.1|AALB	LOC120767392|XP_039949339.1|BTRY
OG0004040	LOC118458659|XP_035777245.1|AALB	LOC120770835|XP_039954358.1|BTRY
OG0004041	LOC118456625|XP_035773439.1|AALB	LOC120775258|XP_039961273.1|BTRY
OG0004042	LOC118467688|XP_035794364.1|AALB	LOC120777759|XP_039965196.1|BTRY
OG0004043	LOC118467681|XP_035794349.1|AALB	LOC120769479|XP_039952437.1|BTRY
OG0004044	LOC118468900|XP_035796093.1|AALB	LOC120774837|XP_039960588.1|BTRY
OG0004045	LOC118468916|XP_035796117.1|AALB	LOC120776456|XP_039963059.1|BTRY
OG0004046	LOC118468907|XP_035796105.1|AALB	LOC120769580|XP_039952571.1|BTRY
OG0004047	LOC118468903|XP_035796096.1|AALB	LOC120768530|XP_039951195.1|BTRY
OG0004048	LOC118468905|XP_035796100.1|AALB	LOC120771427|XP_039955350.1|BTRY
OG0004049	LOC118457249|XP_035774530.1|AALB	LOC120767351|XP_039949251.1|BTRY
OG0004050	LOC118456214|XP_035772687.1|AALB	LOC120767244|XP_039949024.1|BTRY
OG0004051	LOC118460508|XP_035780761.1|AALB	LOC120767706|XP_039949836.1|BTRY
OG0004052	LOC118463830|XP_035786611.1|AALB	LOC120773745|XP_039958740.1|BTRY
OG0004054	LOC118463596|XP_035786149.1|AALB	LOC120768186|XP_039950689.1|BTRY
OG0004055	LOC118457506|XP_035775038.1|AALB	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY
OG0004056	LOC118458967|XP_035777843.1|AALB	LOC120782192|XP_039970270.1|BTRY
OG0004057	LOC118456648|XP_035773479.1|AALB	LOC120779083|XP_039967167.1|BTRY
OG0004058	LOC118460392|XP_035780561.1|AALB	LOC120776661|XP_039963465.1|BTRY
OG0004059	LOC118460348|XP_035780479.1|AALB	LOC120777129|XP_039964211.1|BTRY
OG0004060	LOC118464215|XP_035787279.1|AALB	LOC120782680|XP_039971002.1|BTRY
OG0004061	LOC118468490|XP_035795210.1|AALB	LOC120774320|XP_039959792.1|BTRY
OG0004062	LOC118469000|XP_035796322.1|AALB	LOC120776896|XP_039963892.1|BTRY
OG0004063	LOC118468807|XP_035795907.1|AALB	LOC120774751|XP_039960443.1|BTRY
OG0004064	LOC118468806|XP_035795906.1|AALB	LOC120779207|XP_039967414.1|BTRY
OG0004065	LOC118456546|XP_035773305.1|AALB	LOC120770138|XP_039953253.1|BTRY
OG0004066	LOC118456557|XP_035773320.1|AALB	LOC120771622|XP_039955647.1|BTRY
OG0004067	LOC118456547|XP_035773306.1|AALB	LOC120774536|XP_039960191.1|BTRY
OG0004069	LOC118456543|XP_035773292.1|AALB	LOC120766167|XP_039947448.1|BTRY
OG0004070	LOC118458282|XP_035776498.1|AALB	LOC120777317|XP_039964488.1|BTRY
OG0004071	LOC118461906|XP_035783654.1|AALB	LOC120776853|XP_039963828.1|BTRY
OG0004072	LOC118457160|XP_035774380.1|AALB	LOC120776854|XP_039963830.1|BTRY
OG0004073	LOC118461425|XP_035782626.1|AALB	LOC120774782|XP_039960492.1|BTRY
OG0004074	LOC118461423|XP_035782624.1|AALB	LOC120771551|XP_039955544.1|BTRY
OG0004075	LOC118456433|XP_035773083.1|AALB	LOC120771530|XP_039955522.1|BTRY
OG0004076	LOC118459893|XP_035779586.1|AALB	LOC120770117|XP_039953223.1|BTRY
OG0004077	LOC118459461|XP_035778761.1|AALB	LOC120768217|XP_039950721.1|BTRY
OG0004078	LOC118459484|XP_035778790.1|AALB	LOC120782588|XP_039970877.1|BTRY
OG0004079	LOC118458733|XP_035777396.1|AALB	LOC120775076|XP_039961001.1|BTRY
OG0004080	LOC118456954|XP_035774023.1|AALB	LOC120772481|XP_039957060.1|BTRY
OG0004081	LOC118456936|XP_035773979.1|AALB	LOC120772477|XP_039957053.1|BTRY
OG0004082	LOC118458629|XP_035777212.1|AALB	LOC120775936|XP_039962276.1|BTRY
OG0004083	LOC118458632|XP_035777214.1|AALB	LOC120782876|XP_039971356.1|BTRY
OG0004084	LOC118461787|XP_035783409.1|AALB	LOC120778177|XP_039965846.1|BTRY
OG0004085	LOC118460781|XP_035781279.1|AALB	LOC120779347|XP_039967481.1|BTRY
OG0004086	LOC118459903|XP_035779623.1|AALB	LOC120781299|XP_039969431.1|BTRY
OG0004087	LOC118457337|XP_035774726.1|AALB	LOC120774825|XP_039960569.1|BTRY
OG0004088	LOC118456643|XP_035773475.1|AALB	LOC120766678|XP_039948252.1|BTRY
OG0004089	LOC118461221|XP_035782189.1|AALB	LOC120776082|XP_039962487.1|BTRY
OG0004090	LOC118461220|XP_035782187.1|AALB	LOC120780231|XP_039968415.1|BTRY
OG0004091	LOC118459483|XP_035778788.1|AALB	LOC120775502|XP_039961646.1|BTRY
OG0004092	LOC118459917|XP_035779651.1|AALB	LOC120775805|XP_039962088.1|BTRY
OG0004094	LOC118468865|XP_035796040.1|AALB	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY
OG0004095	LOC118459340|XP_035778505.1|AALB	LOC120780515|XP_039968743.1|BTRY
OG0004096	LOC118459339|XP_035778504.1|AALB	LOC120773093|XP_039958000.1|BTRY
OG0004097	LOC118460959|XP_035781627.1|AALB	LOC120778705|XP_039966599.1|BTRY
OG0004098	LOC118460953|XP_035781622.1|AALB	LOC120777917|XP_039965435.1|BTRY
OG0004099	LOC118459863|XP_035779531.1|AALB	LOC120773217|XP_039958077.1|BTRY
OG0004100	LOC118458356|XP_035776601.1|AALB	LOC120766397|XP_039947778.1|BTRY
OG0004101	LOC118458043|XP_035776055.1|AALB	LOC120774874|XP_039960664.1|BTRY
OG0004102	LOC118460343|XP_035780462.1|AALB	LOC120770574|XP_039954126.1|BTRY
OG0004103	LOC118460346|XP_035780477.1|AALB	LOC120780236|XP_039968425.1|BTRY
OG0004104	LOC118460345|XP_035780475.1|AALB	LOC120766909|XP_039948590.1|BTRY
OG0004105	LOC118468483|XP_035795197.1|AALB	LOC120776648|XP_039963417.1|BTRY
OG0004106	LOC118461050|XP_035781834.1|AALB	LOC120777502|XP_039964787.1|BTRY
OG0004107	LOC118461040|XP_035781821.1|AALB	LOC120771761|XP_039955876.1|BTRY
OG0004108	LOC118461051|XP_035781835.1|AALB	LOC120766264|XP_039947585.1|BTRY
OG0004109	LOC118461025|XP_035781773.1|AALB	LOC120780239|XP_039968430.1|BTRY
OG0004110	LOC118461047|XP_035781831.1|AALB	LOC120777965|XP_039965518.1|BTRY
OG0004111	LOC118458791|XP_035777525.1|AALB	LOC120770449|XP_039953862.1|BTRY
OG0004112	LOC118468814|XP_035795923.1|AALB	LOC120778857|XP_039966822.1|BTRY
OG0004113	LOC118462079|XP_035783987.1|AALB	LOC120775890|XP_039962212.1|BTRY
OG0004114	LOC118459751|XP_035779335.1|AALB	LOC120774858|XP_039960617.1|BTRY
OG0004115	LOC118459744|XP_035779314.1|AALB	LOC120775982|XP_039962339.1|BTRY
OG0004116	LOC118461705|XP_035783219.1|AALB	LOC120782835|XP_039971291.1|BTRY
OG0004117	LOC118458353|XP_035776597.1|AALB	LOC120782642|XP_039970945.1|BTRY
OG0004118	LOC118458692|XP_035777324.1|AALB	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY
OG0004119	LOC118458828|XP_035777609.1|AALB	LOC120782715|XP_039971070.1|BTRY
OG0004120	LOC118460579|XP_035780885.1|AALB	LOC120770890|XP_039954483.1|BTRY
OG0004121	LOC118457734|XP_035775421.1|AALB	LOC120776706|XP_039963536.1|BTRY
OG0004122	LOC118467063|XP_035792985.1|AALB	LOC120771428|XP_039955357.1|BTRY
OG0004123	LOC118468604|XP_035795484.1|AALB	LOC120782445|XP_039970669.1|BTRY
OG0004124	LOC118468991|XP_035796309.1|AALB	LOC120774530|XP_039960176.1|BTRY
OG0004125	LOC118457443|XP_035774927.1|AALB	LOC120766835|XP_039948480.1|BTRY
OG0004126	LOC118456570|XP_035773332.1|AALB	LOC120774099|XP_039959386.1|BTRY
OG0004127	LOC118457377|XP_035774805.1|AALB	LOC120769336|XP_039952227.1|BTRY
OG0004128	LOC118461106|XP_035781917.1|AALB, LOC118461107|XP_035781918.1|AALB	LOC120769161|XP_039951981.1|BTRY
OG0004129	LOC118460097|XP_035780015.1|AALB	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY
OG0004130	LOC118456149|XP_035772557.1|AALB	LOC120775325|XP_039961399.1|BTRY
OG0004131	LOC118461817|XP_035783462.1|AALB	LOC120775376|XP_039961474.1|BTRY
OG0004132	LOC118461810|XP_035783452.1|AALB	LOC120778750|XP_039966658.1|BTRY
OG0004133	LOC118461804|XP_035783443.1|AALB	LOC120768169|XP_039950667.1|BTRY
OG0004134	LOC118461793|XP_035783422.1|AALB	LOC120780286|XP_039968486.1|BTRY
OG0004135	LOC118469063|XP_035796429.1|AALB	LOC120766849|XP_039948497.1|BTRY
OG0004136	LOC118459464|XP_035778764.1|AALB	LOC120770161|XP_039953305.1|BTRY
OG0004137	LOC118461182|XP_035782102.1|AALB	LOC120771763|XP_039955878.1|BTRY
OG0004138	LOC118458478|XP_035776914.1|AALB	LOC120775884|XP_039962195.1|BTRY
OG0004139	LOC118458477|XP_035776913.1|AALB	LOC120776050|XP_039962441.1|BTRY
OG0004140	LOC118459550|XP_035778924.1|AALB	LOC120772526|XP_039957124.1|BTRY
OG0004141	LOC118456160|XP_035772576.1|AALB	LOC120770434|XP_039953830.1|BTRY
OG0004142	LOC118458018|XP_035776015.1|AALB	LOC120774118|XP_039959413.1|BTRY
OG0004143	LOC118457212|XP_035774478.1|AALB	LOC120766826|XP_039948472.1|BTRY
OG0004144	LOC118457193|XP_035774436.1|AALB	LOC120777299|XP_039964450.1|BTRY
OG0004145	LOC118456973|XP_035774063.1|AALB	LOC120777536|XP_039964857.1|BTRY
OG0004146	LOC118456972|XP_035774061.1|AALB	LOC120776435|XP_039963026.1|BTRY
OG0004147	LOC118459717|XP_035779270.1|AALB	LOC120769194|XP_039952023.1|BTRY
OG0004148	LOC118456655|XP_035773496.1|AALB	LOC120766784|XP_039948411.1|BTRY
OG0004149	LOC118458090|XP_035776144.1|AALB	LOC120782708|XP_039971059.1|BTRY
OG0004150	LOC118457455|XP_035774945.1|AALB	LOC120773725|XP_039958716.1|BTRY
OG0004151	LOC118469053|XP_035796412.1|AALB	LOC120782679|XP_039971001.1|BTRY
OG0004152	LOC118457616|XP_035775223.1|AALB	LOC120766489|XP_039947974.1|BTRY
OG0004153	LOC118468622|XP_035795526.1|AALB	LOC120772013|XP_039956313.1|BTRY
OG0004154	LOC118468620|XP_035795523.1|AALB	LOC120777422|XP_039964657.1|BTRY
OG0004155	LOC118461868|XP_035783583.1|AALB	LOC120782308|XP_039970458.1|BTRY
OG0004157	LOC118458728|XP_035777388.1|AALB	LOC120766540|XP_039948052.1|BTRY
OG0004158	LOC118461932|XP_035783699.1|AALB	LOC120779053|XP_039967122.1|BTRY
OG0004159	LOC118461938|XP_035783706.1|AALB	LOC120778408|XP_039966129.1|BTRY
OG0004160	LOC118461930|XP_035783697.1|AALB	LOC120776895|XP_039963891.1|BTRY
OG0004161	LOC118460596|XP_035780915.1|AALB	LOC120766743|XP_039948343.1|BTRY
OG0004162	LOC118461066|XP_035781851.1|AALB	LOC120769861|XP_039952967.1|BTRY
OG0004163	LOC118456539|XP_035773279.1|AALB	LOC120782333|XP_039970497.1|BTRY
OG0004164	LOC118468982|XP_035796266.1|AALB	LOC120780223|XP_039968412.1|BTRY
OG0004165	LOC118468988|XP_035796295.1|AALB	LOC120770880|XP_039954451.1|BTRY
OG0004166	LOC118456565|XP_035773326.1|AALB	LOC120772754|XP_039957451.1|BTRY
OG0004167	LOC118468515|XP_035795246.1|AALB	LOC120769522|XP_039952496.1|BTRY
OG0004168	LOC118457810|XP_035775563.1|AALB	LOC120775268|XP_039961301.1|BTRY
OG0004169	LOC118457485|XP_035775002.1|AALB	LOC120774847|XP_039960604.1|BTRY
OG0004170	LOC118461929|XP_035783696.1|AALB	LOC120773759|XP_039958767.1|BTRY
OG0004171	LOC118461931|XP_035783698.1|AALB	LOC120775468|XP_039961595.1|BTRY
OG0004172	LOC118468451|XP_035795119.1|AALB	LOC120773986|XP_039959179.1|BTRY
OG0004173	LOC118460855|XP_035781454.1|AALB	LOC120770879|XP_039954450.1|BTRY
OG0004174	LOC118460852|XP_035781449.1|AALB	LOC120771429|XP_039955353.1|BTRY
OG0004175	LOC118461398|XP_035782556.1|AALB	LOC120772618|XP_039957267.1|BTRY
OG0004176	LOC118461799|XP_035783435.1|AALB	LOC120776716|XP_039963547.1|BTRY
OG0004177	LOC118460771|XP_035781259.1|AALB	LOC120767035|XP_039948819.1|BTRY
OG0004178	LOC118460712|XP_035781135.1|AALB	LOC120782532|XP_039970787.1|BTRY
OG0004179	LOC118460650|XP_035781007.1|AALB	LOC120773635|XP_039958577.1|BTRY
OG0004180	LOC118457205|XP_035774453.1|AALB	LOC120782265|XP_039970369.1|BTRY
OG0004181	LOC118460051|XP_035779921.1|AALB	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY
OG0004182	LOC118461609|XP_035783028.1|AALB	LOC120778498|XP_039966257.1|BTRY
OG0004183	LOC118461610|XP_035783037.1|AALB	LOC120777582|XP_039964930.1|BTRY
OG0004184	LOC118460872|XP_035781500.1|AALB	LOC120776573|XP_039963270.1|BTRY
OG0004185	LOC118460511|XP_035780768.1|AALB	LOC120767426|XP_039949401.1|BTRY
OG0004186	LOC118460870|XP_035781494.1|AALB	LOC120774155|XP_039959498.1|BTRY
OG0004187	LOC118459040|XP_035777954.1|AALB	LOC120782831|XP_039971286.1|BTRY
OG0004188	LOC118460899|XP_035781534.1|AALB	LOC120766494|XP_039947983.1|BTRY
OG0004189	LOC118461487|XP_035782760.1|AALB	LOC120782382|XP_039970558.1|BTRY
OG0004190	LOC118457405|XP_035774863.1|AALB	LOC120779887|XP_039968173.1|BTRY
OG0004191	LOC118457408|XP_035774869.1|AALB	LOC120776663|XP_039963472.1|BTRY
OG0004192	LOC118460482|XP_035780717.1|AALB	LOC120781473|XP_039969631.1|BTRY
OG0004193	LOC118461071|XP_035781856.1|AALB	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY
OG0004194	LOC118458507|XP_035776967.1|AALB	LOC120775895|XP_039962223.1|BTRY
OG0004195	LOC118458502|XP_035776955.1|AALB	LOC120775116|XP_039961068.1|BTRY
OG0004196	LOC118458499|XP_035776946.1|AALB	LOC120766895|XP_039948582.1|BTRY
OG0004197	LOC118458514|XP_035776978.1|AALB	LOC120775064|XP_039960981.1|BTRY
OG0004198	LOC118457759|XP_035775471.1|AALB	LOC120766818|XP_039948467.1|BTRY
OG0004199	LOC118457390|XP_035774820.1|AALB	LOC120766619|XP_039948164.1|BTRY
OG0004200	LOC118459513|XP_035778849.1|AALB	LOC120770378|XP_039953731.1|BTRY
OG0004201	LOC118459511|XP_035778847.1|AALB	LOC120782252|XP_039970350.1|BTRY
OG0004202	LOC118459517|XP_035778852.1|AALB	LOC120767656|XP_039949766.1|BTRY
OG0004203	LOC118459518|XP_035778854.1|AALB	LOC120779033|XP_039967093.1|BTRY
OG0004204	LOC118461500|XP_035782816.1|AALB	LOC120776942|XP_039963956.1|BTRY
OG0004205	LOC118460426|XP_035780610.1|AALB	LOC120778150|XP_039965807.1|BTRY
OG0004206	LOC118461302|XP_035782380.1|AALB	LOC120770724|XP_039954241.1|BTRY
OG0004207	LOC118461315|XP_035782404.1|AALB	LOC120781982|XP_039970088.1|BTRY
OG0004208	LOC118461313|XP_035782400.1|AALB	LOC120768334|XP_039950920.1|BTRY
OG0004209	LOC118468873|XP_035796052.1|AALB	LOC120782805|XP_039971218.1|BTRY
OG0004210	LOC118459007|XP_035777904.1|AALB	LOC120774800|XP_039960530.1|BTRY
OG0004211	LOC118460371|XP_035780516.1|AALB	LOC120767707|XP_039949837.1|BTRY
OG0004212	LOC118460069|XP_035779961.1|AALB	LOC120779528|XP_039967807.1|BTRY
OG0004213	LOC118457973|XP_035775911.1|AALB	LOC120779416|XP_039967550.1|BTRY
OG0004214	LOC118456645|XP_035773477.1|AALB	LOC120770214|XP_039953417.1|BTRY
OG0004215	LOC118459335|XP_035778497.1|AALB	LOC120771306|XP_039955175.1|BTRY
OG0004216	LOC118461982|XP_035783806.1|AALB	LOC120778070|XP_039965695.1|BTRY
OG0004217	LOC118461981|XP_035783805.1|AALB	LOC120778790|XP_039966723.1|BTRY
OG0004218	LOC118460833|XP_035781389.1|AALB	LOC120772159|XP_039956530.1|BTRY
OG0004219	LOC118468296|XP_035794917.1|AALB	LOC120782851|XP_039971317.1|BTRY
OG0004220	LOC118458457|XP_035776843.1|AALB	LOC120782777|XP_039971182.1|BTRY
OG0004221	LOC118459449|XP_035778743.1|AALB	LOC120782605|XP_039970902.1|BTRY
OG0004222	LOC118459450|XP_035778744.1|AALB	LOC120781347|XP_039969488.1|BTRY
OG0004223	LOC118459823|XP_035779474.1|AALB	LOC120768857|XP_039951549.1|BTRY
OG0004224	LOC118459822|XP_035779471.1|AALB	LOC120782309|XP_039970463.1|BTRY
OG0004225	LOC118459825|XP_035779478.1|AALB	LOC120773950|XP_039959109.1|BTRY
OG0004226	LOC118468794|XP_035795895.1|AALB	LOC120779071|XP_039967144.1|BTRY
OG0004227	LOC118456743|XP_035773688.1|AALB	LOC120778848|XP_039966813.1|BTRY
OG0004228	LOC118457967|XP_035775902.1|AALB	LOC120775392|XP_039961490.1|BTRY
OG0004230	LOC118460091|XP_035780001.1|AALB	LOC120775159|XP_039961131.1|BTRY
OG0004231	LOC118468592|XP_035795439.1|AALB	LOC120778069|XP_039965693.1|BTRY
OG0004232	LOC118468594|XP_035795443.1|AALB	LOC120777349|XP_039964534.1|BTRY
OG0004233	LOC118468593|XP_035795440.1|AALB	LOC120777348|XP_039964532.1|BTRY
OG0004234	LOC118460617|XP_035780952.1|AALB	LOC120777650|XP_039965036.1|BTRY
OG0004235	LOC118458220|XP_035776372.1|AALB	LOC120766999|XP_039948743.1|BTRY
OG0004236	LOC118457709|XP_035775382.1|AALB	LOC120778123|XP_039965764.1|BTRY
