Orthogroup	AALB.longest_only	DERE.longest_only
OG0003691	LOC118465187|XP_035789049.1|AALB	LOC6543793|XP_001973141.2|DERE
OG0003692	LOC118465047|XP_035788823.1|AALB	LOC6541648|XP_001970625.1|DERE
OG0003693	LOC118463611|XP_035786184.1|AALB	LOC6544827|XP_001970985.1|DERE
OG0003694	LOC118467900|XP_035794713.1|AALB	LOC6545261|XP_001973251.1|DERE
OG0003695	LOC118463425|XP_035785881.1|AALB	LOC6543612|XP_001972943.1|DERE
OG0003696	LOC118462943|XP_035784974.1|AALB	LOC6546609|XP_001976045.2|DERE
OG0003697	LOC118466958|XP_035792753.1|AALB	LOC6542280|XP_026835182.1|DERE
OG0003698	LOC118463273|XP_035785642.1|AALB	LOC6545977|XP_001972186.1|DERE
OG0003699	LOC118466488|XP_035791781.1|AALB	LOC6548257|XP_026836880.1|DERE
OG0003700	LOC118462605|XP_035784328.1|AALB	LOC6548406|XP_001976672.1|DERE
OG0003701	LOC118466967|XP_035792772.1|AALB	LOC6542295|XP_001970231.1|DERE
OG0003702	LOC118466964|XP_035792768.1|AALB	LOC6545536|XP_001972704.1|DERE
OG0003703	LOC118463669|XP_035786319.1|AALB	LOC6543761|XP_001971355.1|DERE
OG0003704	LOC118463667|XP_035786317.1|AALB	LOC6543614|XP_001972945.1|DERE
OG0003705	LOC118467369|XP_035793670.1|AALB	LOC6543114|XP_026835501.1|DERE
OG0003706	LOC118463403|XP_035785844.1|AALB	LOC6544633|XP_001972023.1|DERE
OG0003707	LOC118462487|XP_035784087.1|AALB	LOC6545577|XP_026833103.1|DERE
OG0003709	LOC118464636|XP_035787975.1|AALB	LOC6546620|XP_001975836.1|DERE
OG0003710	LOC118462640|XP_035784380.1|AALB	LOC6546619|XP_001975835.1|DERE
OG0003711	LOC118463308|XP_035785686.1|AALB	LOC6545571|XP_001973350.1|DERE
OG0003712	LOC118464427|XP_035787683.1|AALB	LOC6549330|XP_001975630.1|DERE
OG0003713	LOC118463939|XP_035786800.1|AALB	LOC6547471|XP_001974923.3|DERE
OG0003714	LOC118463938|XP_035786799.1|AALB	LOC6547472|XP_001974924.1|DERE
OG0003715	LOC118464577|XP_035787913.1|AALB	LOC6545720|XP_001971673.1|DERE
OG0003716	LOC118467772|XP_035794494.1|AALB	LOC6544946|XP_001972619.1|DERE
OG0003717	LOC118466725|XP_035792289.1|AALB	LOC6543937|XP_001973027.1|DERE
OG0003718	LOC118466423|XP_035791596.1|AALB	LOC6544397|XP_001971698.1|DERE
OG0003719	LOC118463130|XP_035785380.1|AALB	LOC6545532|XP_001972700.1|DERE
OG0003720	LOC118465613|XP_035789883.1|AALB	LOC6549934|XP_001978682.1|DERE
OG0003721	LOC118465616|XP_035789890.1|AALB	LOC6546679|XP_001974506.1|DERE
OG0003722	LOC118464082|XP_035787032.1|AALB	LOC6544050|XP_026833936.1|DERE
OG0003723	LOC118464092|XP_035787050.1|AALB	LOC6545818|XP_026833845.1|DERE
OG0003724	LOC118467599|XP_035794178.1|AALB	LOC6544668|XP_001972005.1|DERE
OG0003725	LOC118466222|XP_035791146.1|AALB	LOC6545307|XP_015013931.1|DERE
OG0003726	LOC118466220|XP_035791140.1|AALB	LOC6544333|XP_001971984.1|DERE
OG0003728	LOC118464313|XP_035787502.1|AALB	LOC6553264|XP_001980154.1|DERE
OG0003729	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB	LOC6545941|XP_015013528.1|DERE
OG0003730	LOC118467261|XP_035793437.1|AALB	LOC6546372|XP_015013466.1|DERE
OG0003731	LOC118467074|XP_035793002.1|AALB	LOC6543751|XP_001971869.1|DERE
OG0003732	LOC118467901|XP_035794718.1|AALB	LOC6544010|XP_001972329.1|DERE
OG0003733	LOC118467898|XP_035794709.1|AALB	LOC6545690|XP_015013560.1|DERE
OG0003734	LOC118466443|XP_035791645.1|AALB	LOC6545237|XP_026833317.1|DERE
OG0003735	LOC118465755|XP_035790151.1|AALB	LOC6547988|XP_001976490.1|DERE
OG0003736	LOC118465769|XP_035790177.1|AALB	LOC6547016|XP_001974703.1|DERE
OG0003737	LOC118465760|XP_035790157.1|AALB	LOC6548467|XP_001975186.1|DERE
OG0003739	LOC118463094|XP_035785269.1|AALB	LOC6543353|XP_026834682.1|DERE
OG0003740	LOC118463095|XP_035785271.1|AALB	LOC6543061|XP_001970620.1|DERE
OG0003741	LOC118463097|XP_035785276.1|AALB	LOC6545691|XP_026832590.1|DERE
OG0003742	LOC118464124|XP_035787110.1|AALB	LOC6544988|XP_001973280.1|DERE
OG0003743	LOC118467680|XP_035794344.1|AALB	LOC6541356|XP_001970541.2|DERE
OG0003744	LOC118467682|XP_035794346.1|AALB	LOC6541178|XP_001970618.1|DERE
OG0003745	LOC118467684|XP_035794348.1|AALB	LOC6546543|XP_001975908.1|DERE
OG0003746	LOC118466242|XP_035791185.1|AALB	LOC6547658|XP_015012206.1|DERE
OG0003747	LOC118466247|XP_035791192.1|AALB	LOC6545027|XP_001972523.1|DERE
OG0003748	LOC118466244|XP_035791187.1|AALB	LOC6545025|XP_001972521.2|DERE
OG0003749	LOC118466246|XP_035791191.1|AALB	LOC6544598|XP_001972518.1|DERE
OG0003750	LOC118466250|XP_035791195.1|AALB	LOC6545024|XP_001972520.1|DERE
OG0003751	LOC118466283|XP_035791256.1|AALB	LOC6544597|XP_026833321.1|DERE
OG0003752	LOC118465649|XP_035789955.1|AALB	LOC6543912|XP_015014018.1|DERE
OG0003753	LOC118465654|XP_035789962.1|AALB	LOC6544847|XP_001971537.1|DERE
OG0003754	LOC118465648|XP_035789954.1|AALB	LOC6544849|XP_026832494.1|DERE
OG0003755	LOC118463860|XP_035786662.1|AALB	LOC6543908|XP_001972979.2|DERE
OG0003756	LOC118466940|XP_035792732.1|AALB	LOC6541655|XP_001970840.1|DERE
OG0003757	LOC118466138|XP_035790982.1|AALB	LOC6548434|XP_001976686.1|DERE
OG0003758	LOC118467355|XP_035793641.1|AALB	LOC6547295|XP_026835729.1|DERE
OG0003759	LOC118466073|XP_035790830.1|AALB	LOC6545866|XP_015013378.1|DERE
OG0003760	LOC118466075|XP_035790843.1|AALB	LOC6546763|XP_026835817.1|DERE
OG0003761	LOC118467078|XP_035793008.1|AALB	LOC6545809|XP_026833841.1|DERE
OG0003762	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB	LOC6545807|XP_026833838.1|DERE
OG0003763	LOC118464295|XP_035787470.1|AALB	LOC6545186|XP_015013862.1|DERE
OG0003764	LOC118466354|XP_035791382.1|AALB	LOC6545280|XP_026833412.1|DERE
OG0003765	LOC118466754|XP_035792347.1|AALB	LOC6540924|XP_001969579.1|DERE
OG0003766	LOC118466752|XP_035792342.1|AALB	LOC6551198|XP_001976930.1|DERE
OG0003767	LOC118466357|XP_035791408.1|AALB	LOC6546598|XP_001975486.1|DERE
OG0003768	LOC118463951|XP_035786822.1|AALB	LOC6547170|XP_001976087.1|DERE
OG0003769	LOC118463633|XP_035786246.1|AALB	LOC6547175|XP_001976092.1|DERE
OG0003770	LOC118462635|XP_035784375.1|AALB	LOC6555886|XP_026839005.1|DERE
OG0003771	LOC118466829|XP_035792519.1|AALB	LOC6545803|XP_026832446.1|DERE
OG0003772	LOC118467304|XP_035793521.1|AALB	LOC6545051|XP_001971558.1|DERE
OG0003773	LOC118467302|XP_035793515.1|AALB	LOC6541781|XP_001969126.1|DERE
OG0003774	LOC118467798|XP_035794564.1|AALB	LOC6541329|XP_001969130.2|DERE
OG0003775	LOC118468440|XP_035795095.1|AALB	LOC6550496|XP_001977811.1|DERE
OG0003776	LOC118464736|XP_035788231.1|AALB	LOC6542901|XP_001970707.1|DERE
OG0003777	LOC118466911|XP_035792669.1|AALB	LOC6543163|XP_026834672.1|DERE
OG0003778	LOC118464027|XP_035786976.1|AALB	LOC6546872|XP_026836453.1|DERE
OG0003779	LOC118465806|XP_035790269.1|AALB	LOC6547397|XP_026836672.1|DERE
OG0003780	LOC118465900|XP_035790445.1|AALB	LOC6548134|XP_001975226.1|DERE
OG0003781	LOC118465902|XP_035790447.1|AALB	LOC6555811|XP_026839220.1|DERE
OG0003782	LOC118466339|XP_035791359.1|AALB	LOC6555776|XP_026837512.1|DERE
OG0003783	LOC118467165|XP_035793216.1|AALB	LOC6554389|XP_001981512.1|DERE
OG0003784	LOC118463866|XP_035786676.1|AALB	LOC6541054|XP_001970365.1|DERE
OG0003785	LOC118463574|XP_035786108.1|AALB	LOC6542057|XP_001970846.1|DERE
OG0003786	LOC118464198|XP_035787250.1|AALB	LOC6547042|XP_001974631.1|DERE
OG0003787	LOC118464200|XP_035787252.1|AALB	LOC26526511|XP_015012812.1|DERE
OG0003788	LOC118464396|XP_035787639.1|AALB	LOC6548054|XP_001976515.1|DERE
OG0003789	LOC118464393|XP_035787633.1|AALB	LOC6542774|XP_015014611.1|DERE
OG0003790	LOC118464404|XP_035787651.1|AALB	LOC6544492|XP_001971475.1|DERE
OG0003791	LOC118461453|XP_035782675.1|AALB	LOC6553082|XP_015009447.1|DERE
OG0003792	LOC118461399|XP_035782557.1|AALB	LOC6546783|XP_001974557.1|DERE
OG0003793	LOC118460015|XP_035779839.1|AALB	LOC6548436|XP_001976688.1|DERE
OG0003794	LOC118464505|XP_035787834.1|AALB	LOC6546699|XP_001974515.1|DERE
OG0003795	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB	LOC6545746|XP_026833117.1|DERE
OG0003796	LOC118467168|XP_035793226.1|AALB	LOC6554537|XP_001981322.1|DERE
OG0003797	LOC118459879|XP_035779565.1|AALB	LOC6540643|XP_026834100.1|DERE
OG0003798	LOC118459882|XP_035779572.1|AALB	LOC6542264|XP_001969194.1|DERE
OG0003799	LOC118457992|XP_035775952.1|AALB	LOC6547479|XP_001976275.3|DERE
OG0003800	LOC118456736|XP_035773679.1|AALB	LOC6540613|XP_001968891.1|DERE
OG0003801	LOC118458226|XP_035776386.1|AALB	LOC6549118|XP_026836834.1|DERE
OG0003802	LOC118468511|XP_035795241.1|AALB	LOC6548914|XP_001974181.1|DERE
OG0003803	LOC118468791|XP_035795892.1|AALB	LOC6554539|XP_001981324.1|DERE
OG0003804	LOC118468943|XP_035796175.1|AALB	LOC6540582|XP_001968896.2|DERE
OG0003805	LOC118468940|XP_035796168.1|AALB	LOC6542178|XP_001968121.2|DERE
OG0003806	LOC118468942|XP_035796173.1|AALB	LOC6542882|XP_001970825.2|DERE
OG0003807	LOC118467305|XP_035793526.1|AALB	LOC6540681|XP_026834284.1|DERE
OG0003808	LOC118460858|XP_035781457.1|AALB	LOC6546218|XP_026832627.1|DERE
OG0003809	LOC118461847|XP_035783525.1|AALB	LOC6549325|XP_001974330.1|DERE
OG0003810	LOC118458955|XP_035777829.1|AALB	LOC6548640|XP_015012696.1|DERE
OG0003811	LOC118462591|XP_035784297.1|AALB	LOC6547651|XP_001974809.1|DERE
OG0003812	LOC118456167|XP_035772593.1|AALB	LOC6540971|XP_015015239.1|DERE
OG0003813	LOC118457969|XP_035775903.1|AALB	LOC6542509|XP_026835510.1|DERE
OG0003814	LOC118457739|XP_035775442.1|AALB	LOC6541280|XP_026835143.1|DERE
OG0003815	LOC118457743|XP_035775448.1|AALB	LOC6553691|XP_001979421.1|DERE
OG0003816	LOC118461879|XP_035783609.1|AALB	LOC26526813|XP_015012858.1|DERE
OG0003817	LOC118457510|XP_035775044.1|AALB	LOC6543129|XP_001969306.1|DERE
OG0003819	LOC118462908|XP_035784901.1|AALB	LOC6543202|XP_001968629.1|DERE
OG0003820	LOC118468215|XP_035794903.1|AALB	LOC6552454|XP_026838044.1|DERE
OG0003821	LOC118458371|XP_035776659.1|AALB	LOC6549332|XP_001975632.1|DERE
OG0003822	LOC118457153|XP_035774371.1|AALB	LOC6541728|XP_001970013.1|DERE
OG0003823	LOC118457866|XP_035775658.1|AALB	LOC6541988|XP_001968329.1|DERE
OG0003824	LOC118456884|XP_035773896.1|AALB	LOC6549313|XP_001974235.1|DERE
OG0003825	LOC118456837|XP_035773826.1|AALB	LOC6543485|XP_001969213.1|DERE
OG0003826	LOC118458379|XP_035776678.1|AALB	LOC113564153|XP_026835561.1|DERE, LOC6540701|XP_001968793.1|DERE
OG0003827	LOC118460075|XP_035779983.1|AALB	LOC6541390|XP_001969301.2|DERE
OG0003828	LOC118460074|XP_035779981.1|AALB	LOC6542825|XP_001969304.1|DERE
OG0003829	LOC118460071|XP_035779963.1|AALB	LOC6543505|XP_001969524.1|DERE
OG0003830	LOC118456966|XP_035774053.1|AALB	LOC6548858|XP_001974046.1|DERE
OG0003831	LOC118456777|XP_035773745.1|AALB	LOC6555419|XP_001982338.1|DERE
OG0003832	LOC118459790|XP_035779409.1|AALB	LOC6542522|XP_026835452.1|DERE
OG0003833	LOC118459044|XP_035777961.1|AALB, LOC118459791|XP_035779412.1|AALB	LOC6542944|XP_001970073.1|DERE
OG0003834	LOC118457516|XP_035775053.1|AALB	LOC6542457|XP_026834467.1|DERE
OG0003835	LOC118460964|XP_035781634.1|AALB	LOC6541824|XP_001968984.2|DERE
OG0003836	LOC118460572|XP_035780873.1|AALB	LOC6549444|XP_001974309.2|DERE
OG0003837	LOC118460568|XP_035780863.1|AALB	LOC6549405|XP_001974311.1|DERE
OG0003838	LOC118468599|XP_035795475.1|AALB	LOC6542875|XP_026834917.1|DERE
OG0003839	LOC118456470|XP_035773154.1|AALB	LOC6541608|XP_001969625.2|DERE
OG0003840	LOC118461893|XP_035783640.1|AALB	LOC6543358|XP_001970538.1|DERE
OG0003841	LOC118464174|XP_035787207.1|AALB	LOC6542466|XP_001968421.1|DERE
OG0003842	LOC118459052|XP_035777971.1|AALB	LOC6542606|XP_001969882.1|DERE
OG0003843	LOC118458558|XP_035777093.1|AALB	LOC6540962|XP_026835150.1|DERE
OG0003844	LOC118457501|XP_035775030.1|AALB	LOC6541766|XP_015014427.1|DERE
OG0003845	LOC118457660|XP_035775301.1|AALB	LOC6541960|XP_026834826.1|DERE
OG0003846	LOC118460412|XP_035780592.1|AALB	LOC6541220|XP_026834341.1|DERE
OG0003847	LOC118460699|XP_035781109.1|AALB	LOC6541654|XP_001969267.2|DERE
OG0003848	LOC118461871|XP_035783590.1|AALB	LOC6552235|XP_001979800.1|DERE
OG0003849	LOC118457450|XP_035774939.1|AALB	LOC6541932|XP_001969045.3|DERE
OG0003850	LOC118456297|XP_035772828.1|AALB	LOC6543498|XP_001969541.1|DERE
OG0003851	LOC118460436|XP_035780622.1|AALB	LOC6547091|XP_001974930.1|DERE
OG0003852	LOC118467789|XP_035794558.1|AALB	LOC6543196|XP_026835216.1|DERE
OG0003853	LOC118461159|XP_035782049.1|AALB	LOC6548754|XP_015012306.1|DERE
OG0003854	LOC118457893|XP_035775758.1|AALB	LOC6547747|XP_001976256.1|DERE
OG0003855	LOC118457892|XP_035775754.1|AALB	LOC6547617|XP_001976254.3|DERE
OG0003856	LOC118459061|XP_035777985.1|AALB	LOC6542996|XP_026834946.1|DERE
OG0003857	LOC118456685|XP_035773565.1|AALB	LOC6541627|XP_001969029.1|DERE
OG0003859	LOC118456763|XP_035773721.1|AALB	LOC6549260|XP_026837018.1|DERE
OG0003860	LOC118458084|XP_035776137.1|AALB	LOC6546550|XP_001974564.1|DERE
OG0003861	LOC118458442|XP_035776817.1|AALB	LOC6543341|XP_001968453.1|DERE
OG0003862	LOC118457305|XP_035774675.1|AALB	LOC6541881|XP_015014482.1|DERE
OG0003863	LOC118457303|XP_035774672.1|AALB	LOC6543165|XP_001969281.1|DERE
OG0003864	LOC118457306|XP_035774682.1|AALB	LOC6542107|XP_015015015.1|DERE
OG0003865	LOC118461665|XP_035783143.1|AALB	LOC6554312|XP_001981743.1|DERE
OG0003866	LOC118458230|XP_035776391.1|AALB	LOC6549051|XP_026836703.1|DERE
OG0003867	LOC118461670|XP_035783151.1|AALB	LOC26526993|XP_015012893.1|DERE
OG0003868	LOC118457871|XP_035775678.1|AALB	LOC6542023|XP_001969454.2|DERE
OG0003869	LOC118457467|XP_035774986.1|AALB	LOC6542846|XP_001968554.1|DERE
OG0003870	LOC118457462|XP_035774960.1|AALB	LOC6549289|XP_015012073.1|DERE
OG0003871	LOC118457469|XP_035774988.1|AALB	LOC6541804|XP_001969753.1|DERE
OG0003872	LOC118456764|XP_035773724.1|AALB	LOC6546735|XP_001974528.1|DERE
OG0003873	LOC118457997|XP_035775966.1|AALB	LOC6548786|XP_001974065.1|DERE
OG0003874	LOC118459684|XP_035779208.1|AALB	LOC6548903|XP_026837113.1|DERE
OG0003875	LOC118459690|XP_035779218.1|AALB	LOC6543210|XP_026834326.1|DERE
OG0003876	LOC118456185|XP_035772632.1|AALB	LOC6543423|XP_001968304.1|DERE
OG0003877	LOC118459216|XP_035778290.1|AALB	LOC6542063|XP_001968994.3|DERE
OG0003878	LOC118468473|XP_035795184.1|AALB	LOC6549259|XP_015012068.1|DERE
OG0003879	LOC118468476|XP_035795187.1|AALB	LOC26527079|XP_015014392.1|DERE
OG0003880	LOC118468678|XP_035795674.1|AALB	LOC6543786|XP_026833061.1|DERE
OG0003881	LOC118459049|XP_035777966.1|AALB	LOC6548566|XP_001976638.1|DERE
OG0003882	LOC118460718|XP_035781155.1|AALB	LOC6542053|XP_026834763.1|DERE
OG0003883	LOC118459132|XP_035778100.1|AALB	LOC6550310|XP_026838319.1|DERE
OG0003884	LOC118458891|XP_035777736.1|AALB	LOC6540931|XP_001969582.1|DERE
OG0003885	LOC118457235|XP_035774508.1|AALB	LOC6540878|XP_001970032.1|DERE
OG0003886	LOC118457233|XP_035774505.1|AALB	LOC6540879|XP_001970031.2|DERE
OG0003887	LOC118468883|XP_035796068.1|AALB	LOC6542611|XP_001968422.2|DERE
OG0003888	LOC118456889|XP_035773903.1|AALB	LOC6555133|XP_015008857.1|DERE
OG0003889	LOC118460113|XP_035780041.1|AALB	LOC6541027|XP_001968259.1|DERE
OG0003890	LOC118458901|XP_035777753.1|AALB	LOC6546472|XP_001971753.1|DERE
OG0003891	LOC118458896|XP_035777745.1|AALB	LOC6542239|XP_001969575.1|DERE
OG0003892	LOC118459777|XP_035779385.1|AALB	LOC6543770|XP_001971198.1|DERE
OG0003893	LOC118460629|XP_035780971.1|AALB	LOC6549648|XP_001974253.1|DERE
OG0003894	LOC118460631|XP_035780978.1|AALB	LOC6542684|XP_001969976.1|DERE
OG0003895	LOC118458295|XP_035776512.1|AALB	LOC6547649|XP_001974983.1|DERE
OG0003896	LOC118461886|XP_035783627.1|AALB	LOC6547646|XP_015012205.2|DERE
OG0003898	LOC118459234|XP_035778325.1|AALB	LOC6549155|XP_001974284.2|DERE
OG0003899	LOC118459779|XP_035779388.1|AALB	LOC6540774|XP_001968175.1|DERE
OG0003900	LOC118458388|XP_035776691.1|AALB	LOC6542964|XP_026834033.1|DERE
OG0003901	LOC118468335|XP_035794978.1|AALB	LOC6542768|XP_001969028.1|DERE
OG0003902	LOC118458387|XP_035776690.1|AALB	LOC6541494|XP_026834581.1|DERE
OG0003903	LOC118458390|XP_035776695.1|AALB	LOC6542137|XP_001969675.1|DERE
OG0003904	LOC118458389|XP_035776694.1|AALB	LOC6543130|XP_001969676.1|DERE
OG0003905	LOC118457521|XP_035775059.1|AALB	LOC6554488|XP_001981933.1|DERE
OG0003907	LOC118456908|XP_035773927.1|AALB	LOC6543143|XP_001968223.2|DERE
OG0003908	LOC118456911|XP_035773930.1|AALB	LOC6543357|XP_001968224.2|DERE
OG0003909	LOC118461243|XP_035782236.1|AALB	LOC6547245|XP_001976131.1|DERE
OG0003910	LOC118461246|XP_035782252.1|AALB	LOC6553313|XP_001979210.1|DERE
OG0003911	LOC118468958|XP_035796214.1|AALB	LOC6543406|XP_001968719.1|DERE
OG0003912	LOC118460999|XP_035781717.1|AALB	LOC6542471|XP_001968982.1|DERE
OG0003913	LOC118460659|XP_035781018.1|AALB	LOC6540737|XP_015014424.1|DERE
OG0003914	LOC118461750|XP_035783358.1|AALB	LOC6543116|XP_001969859.1|DERE
OG0003915	LOC118461751|XP_035783359.1|AALB	LOC26527051|XP_026837507.1|DERE
OG0003916	LOC118457746|XP_035775452.1|AALB	LOC6541814|XP_001969036.2|DERE
OG0003917	LOC118461167|XP_035782060.1|AALB	LOC6540683|XP_001968806.3|DERE
OG0003918	LOC118461476|XP_035782726.1|AALB	LOC6541581|XP_001969789.1|DERE
OG0003919	LOC118462056|XP_035783935.1|AALB	LOC6541020|XP_001968529.1|DERE
OG0003920	LOC118457988|XP_035775945.1|AALB	LOC6546659|XP_001974502.1|DERE
OG0003921	LOC118468879|XP_035796056.1|AALB	LOC6548883|XP_026836841.1|DERE
OG0003922	LOC118459771|XP_035779373.1|AALB	LOC6542726|XP_001969869.1|DERE
OG0003923	LOC118467487|XP_035793925.1|AALB	LOC6555818|XP_001982735.1|DERE
OG0003925	LOC118461708|XP_035783227.1|AALB	LOC6540695|XP_026834023.1|DERE
OG0003926	LOC118456820|XP_035773806.1|AALB	LOC6540592|XP_001968762.1|DERE
OG0003927	LOC118457694|XP_035775360.1|AALB	LOC6542993|XP_001968372.1|DERE
OG0003928	LOC118461428|XP_035782629.1|AALB	LOC6543307|XP_001969214.1|DERE
OG0003929	LOC118460112|XP_035780039.1|AALB	LOC6541978|XP_001969863.1|DERE
OG0003930	LOC118457669|XP_035775318.1|AALB	LOC6542007|XP_001970101.1|DERE
OG0003931	LOC118457664|XP_035775310.1|AALB	LOC6541087|XP_026834775.1|DERE
OG0003932	LOC118457862|XP_035775652.1|AALB	LOC6543217|XP_015014578.1|DERE
OG0003933	LOC118461446|XP_035782660.1|AALB	LOC6543509|XP_001968714.1|DERE
OG0003934	LOC118461448|XP_035782662.1|AALB	LOC6543093|XP_001969228.1|DERE
OG0003935	LOC118459321|XP_035778465.1|AALB	LOC6548753|XP_001975438.1|DERE
OG0003936	LOC118459328|XP_035778477.1|AALB	LOC6548752|XP_001975437.1|DERE
OG0003937	LOC118459297|XP_035778437.1|AALB	LOC6541761|XP_001970545.1|DERE
OG0003938	LOC118460336|XP_035780445.1|AALB	LOC6540624|XP_026834604.1|DERE
OG0003939	LOC118461443|XP_035782654.1|AALB	LOC6540658|XP_001968780.1|DERE
OG0003940	LOC118461447|XP_035782661.1|AALB	LOC6540753|XP_001968743.1|DERE
OG0003941	LOC118461584|XP_035782967.1|AALB	LOC6540873|XP_001968746.1|DERE
OG0003942	LOC118457684|XP_035775341.1|AALB	LOC6542356|XP_001970211.1|DERE
OG0003943	LOC118468577|XP_035795402.1|AALB	LOC6540610|XP_001968751.1|DERE
OG0003944	LOC118467008|XP_035792848.1|AALB	LOC6542202|XP_001969741.1|DERE
OG0003945	LOC118460001|XP_035779811.1|AALB	LOC6547882|XP_001976426.1|DERE
OG0003946	LOC118461729|XP_035783309.1|AALB	LOC6549446|XP_001974268.1|DERE
OG0003947	LOC118458892|XP_035777738.1|AALB	LOC6549151|XP_001974280.1|DERE
OG0003948	LOC118459246|XP_035778347.1|AALB	LOC6549249|XP_001974434.1|DERE
OG0003949	LOC118457277|XP_035774578.1|AALB	LOC6549247|XP_001974432.2|DERE
OG0003950	LOC118456774|XP_035773743.1|AALB	LOC6543455|XP_001969509.1|DERE
OG0003951	LOC118460839|XP_035781414.1|AALB	LOC6540664|XP_001968878.1|DERE
OG0003952	LOC118459148|XP_035778126.1|AALB	LOC6541752|XP_001969844.1|DERE
OG0003953	LOC118456250|XP_035772739.1|AALB	LOC6542728|XP_001970081.1|DERE
OG0003954	LOC118458653|XP_035777236.1|AALB	LOC6543826|XP_001971876.1|DERE
OG0003955	LOC118461411|XP_035782587.1|AALB	LOC6542845|XP_001969477.2|DERE
OG0003956	LOC118468849|XP_035795985.1|AALB	LOC6549290|XP_026835699.1|DERE
OG0003957	LOC118456803|XP_035773783.1|AALB	LOC6544775|XP_001971681.2|DERE, LOC113563875|XP_026832334.1|DERE, LOC6544777|XP_001971683.1|DERE
OG0003958	LOC118458800|XP_035777539.1|AALB	LOC6550556|XP_015011240.1|DERE
OG0003959	LOC118456753|XP_035773706.1|AALB	LOC6547608|XP_001974968.2|DERE
OG0003960	LOC118461410|XP_035782586.1|AALB	LOC6549689|XP_001978722.1|DERE
OG0003961	LOC118457702|XP_035775374.1|AALB	LOC6541187|XP_026835167.1|DERE
OG0003962	LOC118460119|XP_035780051.1|AALB	LOC6540700|XP_001968767.1|DERE
OG0003963	LOC118459660|XP_035779153.1|AALB	LOC6549378|XP_001974298.1|DERE
OG0003964	LOC118456336|XP_035772886.1|AALB	LOC6542499|XP_001968560.1|DERE
OG0003965	LOC118459909|XP_035779634.1|AALB	LOC6542018|XP_026835315.1|DERE
OG0003966	LOC118458655|XP_035777237.1|AALB	LOC6548517|XP_026838687.1|DERE
OG0003967	LOC118460820|XP_035781333.1|AALB	LOC6547977|XP_026837090.1|DERE
OG0003968	LOC118456983|XP_035774081.1|AALB	LOC6547975|XP_026835688.1|DERE
OG0003969	LOC118468505|XP_035795233.1|AALB	LOC6548136|XP_001975228.1|DERE
OG0003970	LOC118456353|XP_035772907.1|AALB	LOC6540789|XP_001968172.1|DERE
OG0003971	LOC118460558|XP_035780848.1|AALB	LOC6541256|XP_026835152.1|DERE
OG0003972	LOC118460560|XP_035780854.1|AALB	LOC6545901|XP_001972793.2|DERE
OG0003973	LOC118460934|XP_035781590.1|AALB	LOC6548433|XP_001976685.1|DERE
OG0003974	LOC118456202|XP_035772660.1|AALB	LOC6546924|XP_001975995.1|DERE
OG0003975	LOC118461939|XP_035783707.1|AALB	LOC6542747|XP_026834251.1|DERE
OG0003976	LOC118459088|XP_035778046.1|AALB	LOC6549201|XP_001974240.1|DERE
OG0003977	LOC118459092|XP_035778050.1|AALB	LOC6541146|XP_001969633.1|DERE
OG0003978	LOC118457536|XP_035775081.1|AALB	LOC6545255|XP_001973312.1|DERE
OG0003979	LOC118460939|XP_035781595.1|AALB	LOC6541570|XP_001969963.1|DERE
OG0003980	LOC118460935|XP_035781591.1|AALB	LOC6553166|XP_001980026.1|DERE
OG0003981	LOC118457433|XP_035774911.1|AALB	LOC6541665|XP_001969736.1|DERE
OG0003982	LOC118457436|XP_035774917.1|AALB	LOC6549647|XP_026836840.1|DERE
OG0003983	LOC118457437|XP_035774919.1|AALB	LOC6541990|XP_001968995.1|DERE
OG0003984	LOC118460301|XP_035780397.1|AALB	LOC6549440|XP_001974305.1|DERE
OG0003985	LOC118460300|XP_035780396.1|AALB	LOC26527013|XP_015012897.1|DERE
OG0003986	LOC118459125|XP_035778087.1|AALB	LOC6543046|XP_001970146.2|DERE
OG0003987	LOC118462016|XP_035783858.1|AALB	LOC6542815|XP_015014508.1|DERE
OG0003988	LOC118459247|XP_035778350.1|AALB	LOC6540642|XP_026834780.1|DERE
OG0003989	LOC118461960|XP_035783755.1|AALB	LOC6542524|XP_001969762.1|DERE
OG0003990	LOC118468329|XP_035794969.1|AALB	LOC6543402|XP_001968934.1|DERE
OG0003991	LOC118467379|XP_035793708.1|AALB	LOC6543525|XP_026834628.1|DERE
OG0003992	LOC118467431|XP_035793818.1|AALB	LOC6543458|XP_026835349.1|DERE
OG0003993	LOC118456603|XP_035773396.1|AALB	LOC6540639|XP_001968669.1|DERE
OG0003994	LOC118460716|XP_035781153.1|AALB	LOC6555036|XP_001981407.1|DERE
OG0003995	LOC118468601|XP_035795480.1|AALB	LOC6549358|XP_001975787.1|DERE
OG0003996	LOC118458223|XP_035776380.1|AALB	LOC6540744|XP_001970391.1|DERE
OG0003997	LOC118457915|XP_035775809.1|AALB	LOC6542108|XP_026834060.1|DERE
OG0003998	LOC118468332|XP_035794972.1|AALB	LOC6549208|XP_026838706.1|DERE
