Orthogroup	AALB.longest_only	CCAP.longest_only
OG0003786	LOC118464198|XP_035787250.1|AALB	CCAP1982_LOCUS7209|CAD6998638.1|CCAP
OG0003787	LOC118464200|XP_035787252.1|AALB	CCAP1982_LOCUS7207|CAD6998636.1|CCAP
OG0003789	LOC118464393|XP_035787633.1|AALB	CCAP1982_LOCUS21199|CAD7013127.1|CCAP
OG0003790	LOC118464404|XP_035787651.1|AALB	CCAP1982_LOCUS11836|CAD7003377.1|CCAP
OG0003791	LOC118461453|XP_035782675.1|AALB	CCAP1982_LOCUS4446|CAD6995741.1|CCAP
OG0003792	LOC118461399|XP_035782557.1|AALB	CCAP1982_LOCUS19953|CAD7011844.1|CCAP
OG0003793	LOC118460015|XP_035779839.1|AALB	CCAP1982_LOCUS21395|CAD7013325.1|CCAP
OG0003794	LOC118464505|XP_035787834.1|AALB	CCAP1982_LOCUS20803|CAD7012696.1|CCAP
OG0003795	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB	CCAP1982_LOCUS14674|CAD7006352.1|CCAP
OG0003796	LOC118467168|XP_035793226.1|AALB	CCAP1982_LOCUS3197|CAD6994450.1|CCAP
OG0003797	LOC118459879|XP_035779565.1|AALB	CCAP1982_LOCUS6552|CAD6997934.1|CCAP
OG0003798	LOC118459882|XP_035779572.1|AALB	CCAP1982_LOCUS22894|CAD7014931.1|CCAP
OG0003799	LOC118457992|XP_035775952.1|AALB	CCAP1982_LOCUS22887|CAD7014923.1|CCAP
OG0003800	LOC118456736|XP_035773679.1|AALB	CCAP1982_LOCUS5304|CAD6996624.1|CCAP
OG0003801	LOC118458226|XP_035776386.1|AALB	CCAP1982_LOCUS5506|CAD6996833.1|CCAP, CCAP1982_LOCUS5505|CAD6996832.1|CCAP
OG0003802	LOC118468511|XP_035795241.1|AALB	CCAP1982_LOCUS5798|CAD6997154.1|CCAP
OG0003803	LOC118468791|XP_035795892.1|AALB	CCAP1982_LOCUS1579|CAD6992734.1|CCAP
OG0003804	LOC118468943|XP_035796175.1|AALB	CCAP1982_LOCUS5284|CAD6996612.1|CCAP, CCAP1982_LOCUS5286|CAD6996614.1|CCAP
OG0003805	LOC118468940|XP_035796168.1|AALB	CCAP1982_LOCUS6671|CAD6998055.1|CCAP
OG0003806	LOC118468942|XP_035796173.1|AALB	CCAP1982_LOCUS5883|CAD6997250.1|CCAP
OG0003807	LOC118467305|XP_035793526.1|AALB	CCAP1982_LOCUS5605|CAD6996935.1|CCAP
OG0003808	LOC118460858|XP_035781457.1|AALB	CCAP1982_LOCUS12809|CAD7004399.1|CCAP
OG0003809	LOC118461847|XP_035783525.1|AALB	CCAP1982_LOCUS8799|CAD7000314.1|CCAP
OG0003810	LOC118458955|XP_035777829.1|AALB	CCAP1982_LOCUS22830|CAD7014864.1|CCAP
OG0003811	LOC118462591|XP_035784297.1|AALB	CCAP1982_LOCUS20526|CAD7012445.1|CCAP
OG0003812	LOC118456167|XP_035772593.1|AALB	CCAP1982_LOCUS6935|CAD6998330.1|CCAP, CCAP1982_LOCUS6934|CAD6998329.1|CCAP
OG0003813	LOC118457969|XP_035775903.1|AALB	CCAP1982_LOCUS5706|CAD6997052.1|CCAP
OG0003814	LOC118457739|XP_035775442.1|AALB	CCAP1982_LOCUS8342|CAD6999831.1|CCAP
OG0003815	LOC118457743|XP_035775448.1|AALB	CCAP1982_LOCUS3110|CAD6994356.1|CCAP
OG0003816	LOC118461879|XP_035783609.1|AALB	CCAP1982_LOCUS7861|CAD6999334.1|CCAP
OG0003817	LOC118457510|XP_035775044.1|AALB	CCAP1982_LOCUS7853|CAD6999326.1|CCAP
OG0003819	LOC118462908|XP_035784901.1|AALB	CCAP1982_LOCUS7276|CAD6998719.1|CCAP
OG0003820	LOC118468215|XP_035794903.1|AALB	CCAP1982_LOCUS83|CAD6991141.1|CCAP
OG0003821	LOC118458371|XP_035776659.1|AALB	CCAP1982_LOCUS7180|CAD6998605.1|CCAP
OG0003822	LOC118457153|XP_035774371.1|AALB	CCAP1982_LOCUS6140|CAD6997499.1|CCAP
OG0003823	LOC118457866|XP_035775658.1|AALB	CCAP1982_LOCUS8357|CAD6999845.1|CCAP
OG0003824	LOC118456884|XP_035773896.1|AALB	CCAP1982_LOCUS6116|CAD6997474.1|CCAP
OG0003825	LOC118456837|XP_035773826.1|AALB	CCAP1982_LOCUS9117|CAD7000643.1|CCAP
OG0003826	LOC118458379|XP_035776678.1|AALB	CCAP1982_LOCUS7874|CAD6999347.1|CCAP
OG0003828	LOC118460074|XP_035779981.1|AALB	CCAP1982_LOCUS5595|CAD6996925.1|CCAP
OG0003829	LOC118460071|XP_035779963.1|AALB	CCAP1982_LOCUS6584|CAD6997966.1|CCAP
OG0003830	LOC118456966|XP_035774053.1|AALB	CCAP1982_LOCUS8407|CAD6999897.1|CCAP
OG0003831	LOC118456777|XP_035773745.1|AALB	CCAP1982_LOCUS3015|CAD6994254.1|CCAP
OG0003832	LOC118459790|XP_035779409.1|AALB	CCAP1982_LOCUS6414|CAD6997789.1|CCAP
OG0003833	LOC118459044|XP_035777961.1|AALB, LOC118459791|XP_035779412.1|AALB	CCAP1982_LOCUS6417|CAD6997792.1|CCAP
OG0003834	LOC118457516|XP_035775053.1|AALB	CCAP1982_LOCUS5881|CAD6997247.1|CCAP
OG0003836	LOC118460572|XP_035780873.1|AALB	CCAP1982_LOCUS11112|CAD7002628.1|CCAP
OG0003837	LOC118460568|XP_035780863.1|AALB	CCAP1982_LOCUS5808|CAD6997165.1|CCAP
OG0003838	LOC118468599|XP_035795475.1|AALB	CCAP1982_LOCUS6716|CAD6998102.1|CCAP
OG0003839	LOC118456470|XP_035773154.1|AALB	CCAP1982_LOCUS5500|CAD6996827.1|CCAP
OG0003840	LOC118461893|XP_035783640.1|AALB	CCAP1982_LOCUS21671|CAD7013620.1|CCAP
OG0003841	LOC118464174|XP_035787207.1|AALB	CCAP1982_LOCUS8955|CAD7000476.1|CCAP
OG0003842	LOC118459052|XP_035777971.1|AALB	CCAP1982_LOCUS5694|CAD6997036.1|CCAP
OG0003843	LOC118458558|XP_035777093.1|AALB	CCAP1982_LOCUS6000|CAD6997367.1|CCAP
OG0003844	LOC118457501|XP_035775030.1|AALB	CCAP1982_LOCUS5698|CAD6997041.1|CCAP
OG0003845	LOC118457660|XP_035775301.1|AALB	CCAP1982_LOCUS6223|CAD6997584.1|CCAP
OG0003846	LOC118460412|XP_035780592.1|AALB	CCAP1982_LOCUS5655|CAD6996994.1|CCAP
OG0003848	LOC118461871|XP_035783590.1|AALB	CCAP1982_LOCUS6404|CAD6997779.1|CCAP
OG0003849	LOC118457450|XP_035774939.1|AALB	CCAP1982_LOCUS22355|CAD7014358.1|CCAP
OG0003850	LOC118456297|XP_035772828.1|AALB	CCAP1982_LOCUS6057|CAD6997416.1|CCAP
OG0003851	LOC118460436|XP_035780622.1|AALB	CCAP1982_LOCUS12771|CAD7004356.1|CCAP
OG0003852	LOC118467789|XP_035794558.1|AALB	CCAP1982_LOCUS8118|CAD6999596.1|CCAP
OG0003853	LOC118461159|XP_035782049.1|AALB	CCAP1982_LOCUS22260|CAD7014257.1|CCAP
OG0003854	LOC118457893|XP_035775758.1|AALB	CCAP1982_LOCUS7898|CAD6999371.1|CCAP
OG0003855	LOC118457892|XP_035775754.1|AALB	CCAP1982_LOCUS7899|CAD6999372.1|CCAP
OG0003856	LOC118459061|XP_035777985.1|AALB	CCAP1982_LOCUS7076|CAD6998482.1|CCAP, CCAP1982_LOCUS7075|CAD6998481.1|CCAP
OG0003857	LOC118456685|XP_035773565.1|AALB	CCAP1982_LOCUS6970|CAD6998370.1|CCAP, CCAP1982_LOCUS6971|CAD6998371.1|CCAP
OG0003859	LOC118456763|XP_035773721.1|AALB	CCAP1982_LOCUS7282|CAD6998725.1|CCAP
OG0003860	LOC118458084|XP_035776137.1|AALB	CCAP1982_LOCUS22256|CAD7014253.1|CCAP
OG0003861	LOC118458442|XP_035776817.1|AALB	CCAP1982_LOCUS7807|CAD6999278.1|CCAP
OG0003862	LOC118457305|XP_035774675.1|AALB	CCAP1982_LOCUS6229|CAD6997590.1|CCAP
OG0003863	LOC118457303|XP_035774672.1|AALB	CCAP1982_LOCUS5977|CAD6997345.1|CCAP
OG0003864	LOC118457306|XP_035774682.1|AALB	CCAP1982_LOCUS5978|CAD6997346.1|CCAP
OG0003865	LOC118461665|XP_035783143.1|AALB	CCAP1982_LOCUS88|CAD6991146.1|CCAP
OG0003866	LOC118458230|XP_035776391.1|AALB	CCAP1982_LOCUS5492|CAD6996819.1|CCAP
OG0003867	LOC118461670|XP_035783151.1|AALB	CCAP1982_LOCUS5888|CAD6997255.1|CCAP
OG0003868	LOC118457871|XP_035775678.1|AALB	CCAP1982_LOCUS6457|CAD6997833.1|CCAP
OG0003869	LOC118457467|XP_035774986.1|AALB	CCAP1982_LOCUS6926|CAD6998320.1|CCAP
OG0003870	LOC118457462|XP_035774960.1|AALB	CCAP1982_LOCUS8679|CAD7000186.1|CCAP
OG0003871	LOC118457469|XP_035774988.1|AALB	CCAP1982_LOCUS7306|CAD6998752.1|CCAP
OG0003872	LOC118456764|XP_035773724.1|AALB	CCAP1982_LOCUS20638|CAD7012553.1|CCAP
OG0003873	LOC118457997|XP_035775966.1|AALB	CCAP1982_LOCUS8327|CAD6999812.1|CCAP
OG0003874	LOC118459684|XP_035779208.1|AALB	CCAP1982_LOCUS5791|CAD6997146.1|CCAP, CCAP1982_LOCUS5790|CAD6997145.1|CCAP
OG0003875	LOC118459690|XP_035779218.1|AALB	CCAP1982_LOCUS5551|CAD6996878.1|CCAP
OG0003876	LOC118456185|XP_035772632.1|AALB	CCAP1982_LOCUS4573|CAD6995872.1|CCAP, CCAP1982_LOCUS8515|CAD7000010.1|CCAP
OG0003877	LOC118459216|XP_035778290.1|AALB	CCAP1982_LOCUS5331|CAD6996647.1|CCAP, CCAP1982_LOCUS5332|CAD6996648.1|CCAP
OG0003878	LOC118468473|XP_035795184.1|AALB	CCAP1982_LOCUS7283|CAD6998726.1|CCAP
OG0003879	LOC118468476|XP_035795187.1|AALB	CCAP1982_LOCUS11129|CAD7002646.1|CCAP
OG0003880	LOC118468678|XP_035795674.1|AALB	CCAP1982_LOCUS11022|CAD7002533.1|CCAP
OG0003881	LOC118459049|XP_035777966.1|AALB	CCAP1982_LOCUS21702|CAD7013660.1|CCAP
OG0003882	LOC118460718|XP_035781155.1|AALB	CCAP1982_LOCUS7236|CAD6998677.1|CCAP
OG0003884	LOC118458891|XP_035777736.1|AALB	CCAP1982_LOCUS5819|CAD6997177.1|CCAP
OG0003885	LOC118457235|XP_035774508.1|AALB	CCAP1982_LOCUS6174|CAD6997535.1|CCAP
OG0003886	LOC118457233|XP_035774505.1|AALB	CCAP1982_LOCUS6175|CAD6997536.1|CCAP
OG0003887	LOC118468883|XP_035796068.1|AALB	CCAP1982_LOCUS8956|CAD7000477.1|CCAP
OG0003888	LOC118456889|XP_035773903.1|AALB	CCAP1982_LOCUS32|CAD6991084.1|CCAP
OG0003889	LOC118460113|XP_035780041.1|AALB	CCAP1982_LOCUS8450|CAD6999942.1|CCAP
OG0003891	LOC118458896|XP_035777745.1|AALB	CCAP1982_LOCUS5531|CAD6996855.1|CCAP
OG0003892	LOC118459777|XP_035779385.1|AALB	CCAP1982_LOCUS11258|CAD7002785.1|CCAP
OG0003893	LOC118460629|XP_035780971.1|AALB	CCAP1982_LOCUS5556|CAD6996883.1|CCAP
OG0003894	LOC118460631|XP_035780978.1|AALB	CCAP1982_LOCUS5612|CAD6996942.1|CCAP
OG0003895	LOC118458295|XP_035776512.1|AALB	CCAP1982_LOCUS23333|CAD7015389.1|CCAP
OG0003896	LOC118461886|XP_035783627.1|AALB	CCAP1982_LOCUS23329|CAD7015385.1|CCAP
OG0003898	LOC118459234|XP_035778325.1|AALB	CCAP1982_LOCUS5825|CAD6997185.1|CCAP
OG0003899	LOC118459779|XP_035779388.1|AALB	CCAP1982_LOCUS6942|CAD6998340.1|CCAP
OG0003900	LOC118458388|XP_035776691.1|AALB	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP
OG0003901	LOC118468335|XP_035794978.1|AALB	CCAP1982_LOCUS7415|CAD6998868.1|CCAP
OG0003902	LOC118458387|XP_035776690.1|AALB	CCAP1982_LOCUS7420|CAD6998873.1|CCAP
OG0003903	LOC118458390|XP_035776695.1|AALB	CCAP1982_LOCUS8447|CAD6999938.1|CCAP
OG0003904	LOC118458389|XP_035776694.1|AALB	CCAP1982_LOCUS8448|CAD6999939.1|CCAP
OG0003905	LOC118457521|XP_035775059.1|AALB	CCAP1982_LOCUS21248|CAD7013177.1|CCAP
OG0003907	LOC118456908|XP_035773927.1|AALB	CCAP1982_LOCUS7302|CAD6998748.1|CCAP
OG0003908	LOC118456911|XP_035773930.1|AALB	CCAP1982_LOCUS7301|CAD6998747.1|CCAP
OG0003909	LOC118461243|XP_035782236.1|AALB	CCAP1982_LOCUS21305|CAD7013234.1|CCAP
OG0003910	LOC118461246|XP_035782252.1|AALB	CCAP1982_LOCUS21307|CAD7013236.1|CCAP
OG0003911	LOC118468958|XP_035796214.1|AALB	CCAP1982_LOCUS8213|CAD6999685.1|CCAP
OG0003912	LOC118460999|XP_035781717.1|AALB	CCAP1982_LOCUS7591|CAD6999044.1|CCAP
OG0003913	LOC118460659|XP_035781018.1|AALB	CCAP1982_LOCUS7858|CAD6999331.1|CCAP
OG0003916	LOC118457746|XP_035775452.1|AALB	CCAP1982_LOCUS8075|CAD6999555.1|CCAP
OG0003917	LOC118461167|XP_035782060.1|AALB	CCAP1982_LOCUS6863|CAD6998254.1|CCAP
OG0003918	LOC118461476|XP_035782726.1|AALB	CCAP1982_LOCUS6812|CAD6998196.1|CCAP
OG0003919	LOC118462056|XP_035783935.1|AALB	CCAP1982_LOCUS8390|CAD6999881.1|CCAP
OG0003920	LOC118457988|XP_035775945.1|AALB	CCAP1982_LOCUS22598|CAD7014605.1|CCAP
OG0003921	LOC118468879|XP_035796056.1|AALB	CCAP1982_LOCUS5673|CAD6997012.1|CCAP
OG0003922	LOC118459771|XP_035779373.1|AALB	CCAP1982_LOCUS8570|CAD7000069.1|CCAP
OG0003923	LOC118467487|XP_035793925.1|AALB	CCAP1982_LOCUS10228|CAD7001738.1|CCAP
OG0003925	LOC118461708|XP_035783227.1|AALB	CCAP1982_LOCUS8469|CAD6999962.1|CCAP
OG0003926	LOC118456820|XP_035773806.1|AALB	CCAP1982_LOCUS8459|CAD6999951.1|CCAP
OG0003927	LOC118457694|XP_035775360.1|AALB	CCAP1982_LOCUS9171|CAD7000697.1|CCAP
OG0003928	LOC118461428|XP_035782629.1|AALB	CCAP1982_LOCUS9116|CAD7000642.1|CCAP
OG0003929	LOC118460112|XP_035780039.1|AALB	CCAP1982_LOCUS7056|CAD6998459.1|CCAP
OG0003930	LOC118457669|XP_035775318.1|AALB	CCAP1982_LOCUS5761|CAD6997111.1|CCAP
OG0003931	LOC118457664|XP_035775310.1|AALB	CCAP1982_LOCUS5767|CAD6997119.1|CCAP
OG0003932	LOC118457862|XP_035775652.1|AALB	CCAP1982_LOCUS22548|CAD7014547.1|CCAP
OG0003933	LOC118461446|XP_035782660.1|AALB	CCAP1982_LOCUS8779|CAD7000289.1|CCAP
OG0003934	LOC118461448|XP_035782662.1|AALB	CCAP1982_LOCUS6872|CAD6998263.1|CCAP
OG0003935	LOC118459321|XP_035778465.1|AALB	CCAP1982_LOCUS22909|CAD7014946.1|CCAP
OG0003936	LOC118459328|XP_035778477.1|AALB	CCAP1982_LOCUS22910|CAD7014947.1|CCAP
OG0003937	LOC118459297|XP_035778437.1|AALB	CCAP1982_LOCUS22690|CAD7014708.1|CCAP
OG0003938	LOC118460336|XP_035780445.1|AALB	CCAP1982_LOCUS8103|CAD6999578.1|CCAP
OG0003939	LOC118461443|XP_035782654.1|AALB	CCAP1982_LOCUS8102|CAD6999577.1|CCAP
OG0003940	LOC118461447|XP_035782661.1|AALB	CCAP1982_LOCUS8270|CAD6999747.1|CCAP
OG0003941	LOC118461584|XP_035782967.1|AALB	CCAP1982_LOCUS8273|CAD6999750.1|CCAP
OG0003942	LOC118457684|XP_035775341.1|AALB	CCAP1982_LOCUS8147|CAD6999616.1|CCAP
OG0003943	LOC118468577|XP_035795402.1|AALB	CCAP1982_LOCUS22209|CAD7014205.1|CCAP
OG0003944	LOC118467008|XP_035792848.1|AALB	CCAP1982_LOCUS8369|CAD6999857.1|CCAP
OG0003945	LOC118460001|XP_035779811.1|AALB	CCAP1982_LOCUS22015|CAD7014008.1|CCAP
OG0003946	LOC118461729|XP_035783309.1|AALB	CCAP1982_LOCUS5773|CAD6997127.1|CCAP
OG0003947	LOC118458892|XP_035777738.1|AALB	CCAP1982_LOCUS6292|CAD6997662.1|CCAP
OG0003948	LOC118459246|XP_035778347.1|AALB	CCAP1982_LOCUS7660|CAD6999116.1|CCAP
OG0003949	LOC118457277|XP_035774578.1|AALB	CCAP1982_LOCUS7659|CAD6999115.1|CCAP
OG0003950	LOC118456774|XP_035773743.1|AALB	CCAP1982_LOCUS5397|CAD6996714.1|CCAP
OG0003951	LOC118460839|XP_035781414.1|AALB	CCAP1982_LOCUS5390|CAD6996707.1|CCAP
OG0003952	LOC118459148|XP_035778126.1|AALB	CCAP1982_LOCUS5626|CAD6996959.1|CCAP
OG0003953	LOC118456250|XP_035772739.1|AALB	CCAP1982_LOCUS6501|CAD6997882.1|CCAP
OG0003954	LOC118458653|XP_035777236.1|AALB	CCAP1982_LOCUS8427|CAD6999916.1|CCAP
OG0003955	LOC118461411|XP_035782587.1|AALB	CCAP1982_LOCUS5656|CAD6996995.1|CCAP
OG0003956	LOC118468849|XP_035795985.1|AALB	CCAP1982_LOCUS8668|CAD7000177.1|CCAP
OG0003957	LOC118456803|XP_035773783.1|AALB	CCAP1982_LOCUS11265|CAD7002795.1|CCAP
OG0003959	LOC118456753|XP_035773706.1|AALB	CCAP1982_LOCUS22088|CAD7014081.1|CCAP
OG0003961	LOC118457702|XP_035775374.1|AALB	CCAP1982_LOCUS8859|CAD7000383.1|CCAP
OG0003962	LOC118460119|XP_035780051.1|AALB	CCAP1982_LOCUS7792|CAD6999262.1|CCAP
OG0003963	LOC118459660|XP_035779153.1|AALB	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP
OG0003964	LOC118456336|XP_035772886.1|AALB	CCAP1982_LOCUS8508|CAD7000002.1|CCAP
OG0003965	LOC118459909|XP_035779634.1|AALB	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP
OG0003966	LOC118458655|XP_035777237.1|AALB	CCAP1982_LOCUS5452|CAD6996777.1|CCAP
OG0003967	LOC118460820|XP_035781333.1|AALB	CCAP1982_LOCUS23154|CAD7015206.1|CCAP
OG0003968	LOC118456983|XP_035774081.1|AALB	CCAP1982_LOCUS23148|CAD7015199.1|CCAP
OG0003969	LOC118468505|XP_035795233.1|AALB	CCAP1982_LOCUS23196|CAD7015246.1|CCAP
OG0003970	LOC118456353|XP_035772907.1|AALB	CCAP1982_LOCUS6945|CAD6998343.1|CCAP
OG0003971	LOC118460558|XP_035780848.1|AALB	CCAP1982_LOCUS5715|CAD6997061.1|CCAP
OG0003972	LOC118460560|XP_035780854.1|AALB	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP
OG0003973	LOC118460934|XP_035781590.1|AALB	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP
OG0003974	LOC118456202|XP_035772660.1|AALB	CCAP1982_LOCUS1354|CAD6992505.1|CCAP
OG0003975	LOC118461939|XP_035783707.1|AALB	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP
OG0003976	LOC118459088|XP_035778046.1|AALB	CCAP1982_LOCUS6108|CAD6997465.1|CCAP
OG0003977	LOC118459092|XP_035778050.1|AALB	CCAP1982_LOCUS6106|CAD6997463.1|CCAP
OG0003978	LOC118457536|XP_035775081.1|AALB	CCAP1982_LOCUS14331|CAD7005995.1|CCAP
OG0003979	LOC118460939|XP_035781595.1|AALB	CCAP1982_LOCUS8335|CAD6999823.1|CCAP
OG0003980	LOC118460935|XP_035781591.1|AALB	CCAP1982_LOCUS238|CAD6991309.1|CCAP
OG0003981	LOC118457433|XP_035774911.1|AALB	CCAP1982_LOCUS8339|CAD6999828.1|CCAP
OG0003982	LOC118457436|XP_035774917.1|AALB	CCAP1982_LOCUS6275|CAD6997642.1|CCAP
OG0003983	LOC118457437|XP_035774919.1|AALB	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP
OG0003984	LOC118460301|XP_035780397.1|AALB	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP
OG0003985	LOC118460300|XP_035780396.1|AALB	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP
OG0003986	LOC118459125|XP_035778087.1|AALB	CCAP1982_LOCUS5674|CAD6997013.1|CCAP
OG0003987	LOC118462016|XP_035783858.1|AALB	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP
OG0003988	LOC118459247|XP_035778350.1|AALB	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP
OG0003989	LOC118461960|XP_035783755.1|AALB	CCAP1982_LOCUS8511|CAD7000005.1|CCAP
OG0003990	LOC118468329|XP_035794969.1|AALB	CCAP1982_LOCUS8402|CAD6999892.1|CCAP
OG0003991	LOC118467379|XP_035793708.1|AALB	CCAP1982_LOCUS8201|CAD6999671.1|CCAP
OG0003992	LOC118467431|XP_035793818.1|AALB	CCAP1982_LOCUS8206|CAD6999676.1|CCAP
OG0003993	LOC118456603|XP_035773396.1|AALB	CCAP1982_LOCUS9154|CAD7000680.1|CCAP
OG0003994	LOC118460716|XP_035781153.1|AALB	CCAP1982_LOCUS4907|CAD6996219.1|CCAP
OG0003995	LOC118468601|XP_035795480.1|AALB	CCAP1982_LOCUS22498|CAD7014496.1|CCAP
OG0003996	LOC118458223|XP_035776380.1|AALB	CCAP1982_LOCUS22541|CAD7014540.1|CCAP
OG0003997	LOC118457915|XP_035775809.1|AALB	CCAP1982_LOCUS8067|CAD6999546.1|CCAP
OG0003998	LOC118468332|XP_035794972.1|AALB	CCAP1982_LOCUS6627|CAD6998010.1|CCAP
OG0003999	LOC118458121|XP_035776188.1|AALB	CCAP1982_LOCUS5450|CAD6996775.1|CCAP
OG0004001	LOC118459413|XP_035778608.1|AALB	CCAP1982_LOCUS19584|CAD7011485.1|CCAP
OG0004002	LOC118459843|XP_035779504.1|AALB	CCAP1982_LOCUS5794|CAD6997149.1|CCAP
OG0004003	LOC118460000|XP_035779807.1|AALB	CCAP1982_LOCUS5644|CAD6996980.1|CCAP
OG0004004	LOC118460002|XP_035779808.1|AALB	CCAP1982_LOCUS8476|CAD6999971.1|CCAP
OG0004005	LOC118460003|XP_035779809.1|AALB	CCAP1982_LOCUS8478|CAD6999973.1|CCAP
OG0004006	LOC118457077|XP_035774250.1|AALB	CCAP1982_LOCUS8574|CAD7000075.1|CCAP
OG0004007	LOC118457085|XP_035774266.1|AALB	CCAP1982_LOCUS6925|CAD6998319.1|CCAP
OG0004008	LOC118460687|XP_035781080.1|AALB	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP
OG0004009	LOC118458776|XP_035777492.1|AALB	CCAP1982_LOCUS8930|CAD7000453.1|CCAP
OG0004010	LOC118457983|XP_035775932.1|AALB	CCAP1982_LOCUS6001|CAD6997368.1|CCAP
OG0004011	LOC118458734|XP_035777397.1|AALB	CCAP1982_LOCUS5350|CAD6996666.1|CCAP
OG0004012	LOC118458381|XP_035776680.1|AALB	CCAP1982_LOCUS2278|CAD6993466.1|CCAP
OG0004013	LOC118460607|XP_035780937.1|AALB	CCAP1982_LOCUS6066|CAD6997419.1|CCAP
OG0004014	LOC118460606|XP_035780936.1|AALB	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP
OG0004015	LOC118459204|XP_035778267.1|AALB	CCAP1982_LOCUS7695|CAD6999157.1|CCAP
OG0004016	LOC118459027|XP_035777925.1|AALB	CCAP1982_LOCUS6454|CAD6997830.1|CCAP
OG0004017	LOC118456503|XP_035773224.1|AALB	CCAP1982_LOCUS8061|CAD6999540.1|CCAP
OG0004018	LOC118461401|XP_035782560.1|AALB	CCAP1982_LOCUS21469|CAD7013405.1|CCAP
OG0004019	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB	CCAP1982_LOCUS11760|CAD7003299.1|CCAP
OG0004020	LOC118458078|XP_035776126.1|AALB	CCAP1982_LOCUS7355|CAD6998806.1|CCAP
OG0004021	LOC118459640|XP_035779113.1|AALB	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP
OG0004022	LOC118458490|XP_035776935.1|AALB	CCAP1982_LOCUS6981|CAD6998381.1|CCAP
OG0004023	LOC118461553|XP_035782896.1|AALB	CCAP1982_LOCUS7349|CAD6998795.1|CCAP
OG0004024	LOC118469079|XP_035796464.1|AALB	CCAP1982_LOCUS8113|CAD6999589.1|CCAP
OG0004025	LOC118467248|XP_035793424.1|AALB	CCAP1982_LOCUS5853|CAD6997217.1|CCAP
OG0004026	LOC118468001|XP_035794867.1|AALB	CCAP1982_LOCUS8058|CAD6999536.1|CCAP
OG0004028	LOC118461865|XP_035783566.1|AALB	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP
OG0004029	LOC118458184|XP_035776305.1|AALB	CCAP1982_LOCUS7847|CAD6999320.1|CCAP
OG0004030	LOC118459395|XP_035778598.1|AALB	CCAP1982_LOCUS20235|CAD7012136.1|CCAP
OG0004031	LOC118457685|XP_035775345.1|AALB	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP
OG0004032	LOC118461840|XP_035783508.1|AALB	CCAP1982_LOCUS5538|CAD6996865.1|CCAP
OG0004033	LOC118461834|XP_035783488.1|AALB	CCAP1982_LOCUS6288|CAD6997658.1|CCAP
OG0004034	LOC118468432|XP_035795088.1|AALB	CCAP1982_LOCUS7693|CAD6999155.1|CCAP
OG0004035	LOC118459759|XP_035779345.1|AALB	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP
OG0004036	LOC118459757|XP_035779342.1|AALB	CCAP1982_LOCUS7596|CAD6999049.1|CCAP, CCAP1982_LOCUS7595|CAD6999048.1|CCAP
OG0004037	LOC118460507|XP_035780760.1|AALB	CCAP1982_LOCUS8865|CAD7000390.1|CCAP
OG0004038	LOC118457503|XP_035775033.1|AALB	CCAP1982_LOCUS7452|CAD6998905.1|CCAP
