Orthogroup	AALB.longest_only	DMAU.longest_only
OG0003795	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB	LOC117141807|XP_033161349.1|DMAU
OG0003796	LOC118467168|XP_035793226.1|AALB	LOC117145621|XP_033167231.1|DMAU
OG0003797	LOC118459879|XP_035779565.1|AALB	LOC117145767|XP_033167433.1|DMAU
OG0003798	LOC118459882|XP_035779572.1|AALB	LOC117137003|XP_033154080.1|DMAU
OG0003799	LOC118457992|XP_035775952.1|AALB	LOC117138198|XP_033156017.1|DMAU
OG0003800	LOC118456736|XP_035773679.1|AALB	LOC117144247|XP_033165624.1|DMAU
OG0003801	LOC118458226|XP_035776386.1|AALB	LOC117150624|XP_033173485.1|DMAU
OG0003802	LOC118468511|XP_035795241.1|AALB	LOC117135287|XP_033151347.1|DMAU
OG0003803	LOC118468791|XP_035795892.1|AALB	LOC117145626|XP_033167235.1|DMAU
OG0003804	LOC118468943|XP_035796175.1|AALB	LOC117135139|XP_033151086.1|DMAU
OG0003805	LOC118468940|XP_035796168.1|AALB	LOC117150636|XP_033173505.1|DMAU
OG0003806	LOC118468942|XP_035796173.1|AALB	LOC117136302|XP_033153039.1|DMAU
OG0003807	LOC118467305|XP_035793526.1|AALB	LOC117136360|XP_033153126.1|DMAU
OG0003808	LOC118460858|XP_035781457.1|AALB	LOC117139687|XP_033158064.1|DMAU
OG0003809	LOC118461847|XP_035783525.1|AALB	LOC117148017|XP_033171076.1|DMAU
OG0003810	LOC118458955|XP_035777829.1|AALB	LOC117136330|XP_033153075.1|DMAU
OG0003811	LOC118462591|XP_035784297.1|AALB	LOC117136638|XP_033153520.1|DMAU
OG0003812	LOC118456167|XP_035772593.1|AALB	LOC117150430|XP_033173203.1|DMAU
OG0003813	LOC118457969|XP_035775903.1|AALB	LOC117135299|XP_033151366.1|DMAU
OG0003814	LOC118457739|XP_035775442.1|AALB	LOC117150801|XP_033173750.1|DMAU
OG0003815	LOC118457743|XP_035775448.1|AALB	LOC117142639|XP_033162634.1|DMAU
OG0003816	LOC118461879|XP_035783609.1|AALB	LOC117135265|XP_033151312.1|DMAU
OG0003817	LOC118457510|XP_035775044.1|AALB	LOC117144172|XP_033165109.1|DMAU
OG0003819	LOC118462908|XP_035784901.1|AALB	LOC117135469|XP_033151560.1|DMAU
OG0003820	LOC118468215|XP_035794903.1|AALB	LOC117146014|XP_033167829.1|DMAU
OG0003821	LOC118458371|XP_035776659.1|AALB	LOC117135500|XP_033151613.1|DMAU
OG0003822	LOC118457153|XP_035774371.1|AALB	LOC117142638|XP_033162636.1|DMAU
OG0003823	LOC118457866|XP_035775658.1|AALB	LOC117143716|XP_033164409.1|DMAU
OG0003824	LOC118456884|XP_035773896.1|AALB	LOC117150469|XP_033173256.1|DMAU
OG0003825	LOC118456837|XP_035773826.1|AALB	LOC117147845|XP_033170805.1|DMAU
OG0003826	LOC118458379|XP_035776678.1|AALB	LOC117150703|XP_033173606.1|DMAU
OG0003827	LOC118460075|XP_035779983.1|AALB	LOC117142221|XP_033161955.1|DMAU
OG0003828	LOC118460074|XP_035779981.1|AALB	LOC117136190|XP_033152870.1|DMAU
OG0003829	LOC118460071|XP_035779963.1|AALB	LOC117148526|XP_033171834.1|DMAU
OG0003830	LOC118456966|XP_035774053.1|AALB	LOC117150230|XP_033172916.1|DMAU
OG0003831	LOC118456777|XP_035773745.1|AALB	LOC117144299|XP_033165296.1|DMAU
OG0003832	LOC118459790|XP_035779409.1|AALB	LOC117141135|XP_033160355.1|DMAU
OG0003833	LOC118459044|XP_035777961.1|AALB, LOC118459791|XP_035779412.1|AALB	LOC117144769|XP_033166027.1|DMAU
OG0003834	LOC118457516|XP_035775053.1|AALB	LOC117137249|XP_033154505.1|DMAU
OG0003835	LOC118460964|XP_035781634.1|AALB	LOC117145774|XP_033167445.1|DMAU
OG0003836	LOC118460572|XP_035780873.1|AALB	LOC117135251|XP_033151286.1|DMAU
OG0003837	LOC118460568|XP_035780863.1|AALB	LOC117135250|XP_033151285.1|DMAU
OG0003838	LOC118468599|XP_035795475.1|AALB	LOC117135295|XP_033151360.1|DMAU
OG0003839	LOC118456470|XP_035773154.1|AALB	LOC117150956|XP_033174026.1|DMAU
OG0003840	LOC118461893|XP_035783640.1|AALB	LOC117137590|XP_033154991.1|DMAU
OG0003841	LOC118464174|XP_035787207.1|AALB	LOC117135266|XP_033151317.1|DMAU
OG0003842	LOC118459052|XP_035777971.1|AALB	LOC117150753|XP_033173684.1|DMAU
OG0003843	LOC118458558|XP_035777093.1|AALB	LOC117140250|XP_033158947.1|DMAU
OG0003844	LOC118457501|XP_035775030.1|AALB	LOC117150955|XP_033174024.1|DMAU
OG0003845	LOC118457660|XP_035775301.1|AALB	LOC117149030|XP_033172600.1|DMAU
OG0003846	LOC118460412|XP_035780592.1|AALB	LOC117139104|XP_033157132.1|DMAU
OG0003847	LOC118460699|XP_035781109.1|AALB	LOC117150293|XP_033173003.1|DMAU
OG0003848	LOC118461871|XP_035783590.1|AALB	LOC117144395|XP_033165421.1|DMAU
OG0003849	LOC118457450|XP_035774939.1|AALB	LOC117137757|XP_033155262.1|DMAU
OG0003850	LOC118456297|XP_035772828.1|AALB	LOC117140913|XP_033159984.1|DMAU
OG0003851	LOC118460436|XP_035780622.1|AALB	LOC117137172|XP_033154378.1|DMAU
OG0003852	LOC118467789|XP_035794558.1|AALB	LOC117150356|XP_033173109.1|DMAU
OG0003853	LOC118461159|XP_035782049.1|AALB	LOC117137732|XP_033155199.1|DMAU
OG0003854	LOC118457893|XP_035775758.1|AALB	LOC117135116|XP_033151024.1|DMAU
OG0003855	LOC118457892|XP_035775754.1|AALB	LOC117135115|XP_033151023.1|DMAU
OG0003856	LOC118459061|XP_035777985.1|AALB	LOC117150345|XP_033173084.1|DMAU
OG0003857	LOC118456685|XP_035773565.1|AALB	LOC117144279|XP_033165276.1|DMAU
OG0003859	LOC118456763|XP_035773721.1|AALB	LOC117150567|XP_033173409.1|DMAU
OG0003860	LOC118458084|XP_035776137.1|AALB	LOC117136793|XP_033153740.1|DMAU
OG0003861	LOC118458442|XP_035776817.1|AALB	LOC117136021|XP_033152533.1|DMAU
OG0003862	LOC118457305|XP_035774675.1|AALB	LOC117136175|XP_033152812.1|DMAU
OG0003863	LOC118457303|XP_035774672.1|AALB	LOC117147334|XP_033170083.1|DMAU
OG0003864	LOC118457306|XP_035774682.1|AALB	LOC117147386|XP_033170150.1|DMAU
OG0003865	LOC118461665|XP_035783143.1|AALB	LOC117144681|XP_033165895.1|DMAU
OG0003866	LOC118458230|XP_035776391.1|AALB	LOC117150523|XP_033173334.1|DMAU
OG0003867	LOC118461670|XP_035783151.1|AALB	LOC117150517|XP_033173324.1|DMAU
OG0003868	LOC118457871|XP_035775678.1|AALB	LOC117140102|XP_033158752.1|DMAU
OG0003869	LOC118457467|XP_035774986.1|AALB	LOC117151062|XP_033174185.1|DMAU
OG0003870	LOC118457462|XP_035774960.1|AALB	LOC117150865|XP_033173874.1|DMAU
OG0003871	LOC118457469|XP_035774988.1|AALB	LOC117144139|XP_033165060.1|DMAU
OG0003872	LOC118456764|XP_035773724.1|AALB	LOC117135590|XP_033151815.1|DMAU
OG0003873	LOC118457997|XP_035775966.1|AALB	LOC117149192|XP_033172646.1|DMAU
OG0003874	LOC118459684|XP_035779208.1|AALB	LOC117136963|XP_033154020.1|DMAU
OG0003875	LOC118459690|XP_035779218.1|AALB	LOC117135492|XP_033151608.1|DMAU
OG0003876	LOC118456185|XP_035772632.1|AALB	LOC117148167|XP_033171328.1|DMAU
OG0003877	LOC118459216|XP_035778290.1|AALB	LOC117138364|XP_033156325.1|DMAU
OG0003878	LOC118468473|XP_035795184.1|AALB	LOC117145421|XP_033166960.1|DMAU
OG0003879	LOC118468476|XP_035795187.1|AALB	LOC117141195|XP_033160437.1|DMAU
OG0003880	LOC118468678|XP_035795674.1|AALB	LOC117139677|XP_033158047.1|DMAU
OG0003881	LOC118459049|XP_035777966.1|AALB	LOC117136061|XP_033152601.1|DMAU
OG0003882	LOC118460718|XP_035781155.1|AALB	LOC117136676|XP_033153571.1|DMAU
OG0003883	LOC118459132|XP_035778100.1|AALB	LOC117148335|XP_033171561.1|DMAU
OG0003884	LOC118458891|XP_035777736.1|AALB	LOC117137196|XP_033154419.1|DMAU
OG0003885	LOC118457235|XP_035774508.1|AALB	LOC117135337|XP_033151429.1|DMAU
OG0003886	LOC118457233|XP_035774505.1|AALB	LOC117135334|XP_033151426.1|DMAU
OG0003887	LOC118468883|XP_035796068.1|AALB	LOC117135273|XP_033151331.1|DMAU
OG0003888	LOC118456889|XP_035773903.1|AALB	LOC117142449|XP_033162309.1|DMAU
OG0003889	LOC118460113|XP_035780041.1|AALB	LOC117150919|XP_033173969.1|DMAU
OG0003890	LOC118458901|XP_035777753.1|AALB	LOC117140260|XP_033158956.1|DMAU
OG0003891	LOC118458896|XP_035777745.1|AALB	LOC117143613|XP_033164262.1|DMAU
OG0003892	LOC118459777|XP_035779385.1|AALB	LOC117141828|XP_033161372.1|DMAU
OG0003893	LOC118460629|XP_035780971.1|AALB	LOC117147430|XP_033170205.1|DMAU
OG0003894	LOC118460631|XP_035780978.1|AALB	LOC117148425|XP_033171691.1|DMAU
OG0003895	LOC118458295|XP_035776512.1|AALB	LOC117138173|XP_033155950.1|DMAU
OG0003896	LOC118461886|XP_035783627.1|AALB	LOC117137229|XP_033154478.1|DMAU
OG0003898	LOC118459234|XP_035778325.1|AALB	LOC117135197|XP_033151163.1|DMAU
OG0003899	LOC118459779|XP_035779388.1|AALB	LOC117150658|XP_033173536.1|DMAU
OG0003900	LOC118458388|XP_035776691.1|AALB	LOC117135245|XP_033151280.1|DMAU
OG0003901	LOC118468335|XP_035794978.1|AALB	LOC117144313|XP_033165319.1|DMAU
OG0003902	LOC118458387|XP_035776690.1|AALB	LOC117137334|XP_033154620.1|DMAU
OG0003903	LOC118458390|XP_035776695.1|AALB	LOC117135148|XP_033151097.1|DMAU
OG0003904	LOC118458389|XP_035776694.1|AALB	LOC117135146|XP_033151096.1|DMAU
OG0003905	LOC118457521|XP_035775059.1|AALB	LOC117144409|XP_033165441.1|DMAU
OG0003907	LOC118456908|XP_035773927.1|AALB	LOC117148290|XP_033171505.1|DMAU
OG0003908	LOC118456911|XP_035773930.1|AALB	LOC117145326|XP_033166820.1|DMAU
OG0003909	LOC118461243|XP_035782236.1|AALB	LOC117136708|XP_033153618.1|DMAU
OG0003910	LOC118461246|XP_035782252.1|AALB	LOC117145396|XP_033166922.1|DMAU
OG0003911	LOC118468958|XP_035796214.1|AALB	LOC117150730|XP_033173647.1|DMAU
OG0003912	LOC118460999|XP_035781717.1|AALB	LOC117140698|XP_033159656.1|DMAU
OG0003913	LOC118460659|XP_035781018.1|AALB	LOC117139891|XP_033158464.1|DMAU
OG0003914	LOC118461750|XP_035783358.1|AALB	LOC117150610|XP_033173469.1|DMAU
OG0003915	LOC118461751|XP_035783359.1|AALB	LOC117147971|XP_033171011.1|DMAU
OG0003916	LOC118457746|XP_035775452.1|AALB	LOC117149976|XP_033172761.1|DMAU
OG0003917	LOC118461167|XP_035782060.1|AALB	LOC117140186|XP_033158855.1|DMAU
OG0003918	LOC118461476|XP_035782726.1|AALB	LOC117139996|XP_033158638.1|DMAU
OG0003919	LOC118462056|XP_035783935.1|AALB	LOC117139660|XP_033158020.1|DMAU
OG0003920	LOC118457988|XP_035775945.1|AALB	LOC117135986|XP_033152492.1|DMAU
OG0003921	LOC118468879|XP_035796056.1|AALB	LOC117143038|XP_033163363.1|DMAU
OG0003922	LOC118459771|XP_035779373.1|AALB	LOC117149648|XP_033172703.1|DMAU
OG0003923	LOC118467487|XP_035793925.1|AALB	LOC117146246|XP_033168069.1|DMAU
OG0003925	LOC118461708|XP_035783227.1|AALB	LOC117139219|XP_033157308.1|DMAU
OG0003926	LOC118456820|XP_035773806.1|AALB	LOC117150754|XP_033173681.1|DMAU
OG0003927	LOC118457694|XP_035775360.1|AALB	LOC117150283|XP_033172995.1|DMAU
OG0003928	LOC118461428|XP_035782629.1|AALB	LOC117150966|XP_033174037.1|DMAU
OG0003929	LOC118460112|XP_035780039.1|AALB	LOC117139920|XP_033158497.1|DMAU
OG0003930	LOC118457669|XP_035775318.1|AALB	LOC117150604|XP_033173452.1|DMAU
OG0003931	LOC118457664|XP_035775310.1|AALB	LOC117146363|XP_033168408.1|DMAU
OG0003932	LOC118457862|XP_035775652.1|AALB	LOC117137057|XP_033154162.1|DMAU
OG0003933	LOC118461446|XP_035782660.1|AALB	LOC117150279|XP_033172985.1|DMAU
OG0003934	LOC118461448|XP_035782662.1|AALB	LOC117135330|XP_033151421.1|DMAU
OG0003935	LOC118459321|XP_035778465.1|AALB	LOC117137731|XP_033155198.1|DMAU
OG0003936	LOC118459328|XP_035778477.1|AALB	LOC117137743|XP_033155217.1|DMAU
OG0003937	LOC118459297|XP_035778437.1|AALB	LOC117138271|XP_033156130.1|DMAU
OG0003938	LOC118460336|XP_035780445.1|AALB	LOC117139225|XP_033157320.1|DMAU
OG0003939	LOC118461443|XP_035782654.1|AALB	LOC117150388|XP_033173141.1|DMAU
OG0003940	LOC118461447|XP_035782661.1|AALB	LOC117139020|XP_033157010.1|DMAU
OG0003941	LOC118461584|XP_035782967.1|AALB	LOC117139320|XP_033157458.1|DMAU
OG0003942	LOC118457684|XP_035775341.1|AALB	LOC117150330|XP_033173065.1|DMAU
OG0003943	LOC118468577|XP_035795402.1|AALB	LOC117151037|XP_033174145.1|DMAU
OG0003944	LOC118467008|XP_035792848.1|AALB	LOC117150400|XP_033173155.1|DMAU
OG0003945	LOC118460001|XP_035779811.1|AALB	LOC117138496|XP_033156517.1|DMAU
OG0003946	LOC118461729|XP_035783309.1|AALB	LOC117150325|XP_033173054.1|DMAU
OG0003947	LOC118458892|XP_035777738.1|AALB	LOC117147994|XP_033171043.1|DMAU
OG0003948	LOC118459246|XP_035778347.1|AALB	LOC117148901|XP_033172503.1|DMAU
OG0003949	LOC118457277|XP_035774578.1|AALB	LOC117141225|XP_033160478.1|DMAU
OG0003950	LOC118456774|XP_035773743.1|AALB	LOC117147666|XP_033170535.1|DMAU
OG0003951	LOC118460839|XP_035781414.1|AALB	LOC117150422|XP_033173186.1|DMAU
OG0003952	LOC118459148|XP_035778126.1|AALB	LOC117141741|XP_033161256.1|DMAU
OG0003953	LOC118456250|XP_035772739.1|AALB	LOC117150778|XP_033173717.1|DMAU
OG0003954	LOC118458653|XP_035777236.1|AALB	LOC117140232|XP_033158922.1|DMAU
OG0003955	LOC118461411|XP_035782587.1|AALB	LOC117143596|XP_033164237.1|DMAU
OG0003956	LOC118468849|XP_035795985.1|AALB	LOC117135297|XP_033151362.1|DMAU
OG0003957	LOC118456803|XP_035773783.1|AALB	LOC117139522|XP_033157774.1|DMAU
OG0003958	LOC118458800|XP_035777539.1|AALB	LOC117146643|XP_033168868.1|DMAU
OG0003959	LOC118456753|XP_035773706.1|AALB	LOC117136035|XP_033152549.1|DMAU
OG0003960	LOC118461410|XP_035782586.1|AALB	LOC117147915|XP_033170924.1|DMAU
OG0003961	LOC118457702|XP_035775374.1|AALB	LOC117150683|XP_033173583.1|DMAU
OG0003962	LOC118460119|XP_035780051.1|AALB	LOC117143369|XP_033163939.1|DMAU
OG0003963	LOC118459660|XP_035779153.1|AALB	LOC117137483|XP_033154857.1|DMAU
OG0003964	LOC118456336|XP_035772886.1|AALB	LOC117150227|XP_033172914.1|DMAU
OG0003965	LOC118459909|XP_035779634.1|AALB	LOC117150863|XP_033173873.1|DMAU
OG0003966	LOC118458655|XP_035777237.1|AALB	LOC117136551|XP_033153395.1|DMAU
OG0003967	LOC118460820|XP_035781333.1|AALB	LOC117138413|XP_033156385.1|DMAU
OG0003968	LOC118456983|XP_035774081.1|AALB	LOC117138680|XP_033156825.1|DMAU
OG0003969	LOC118468505|XP_035795233.1|AALB	LOC117137889|XP_033155512.1|DMAU
OG0003970	LOC118456353|XP_035772907.1|AALB	LOC117150466|XP_033173253.1|DMAU
OG0003971	LOC118460558|XP_035780848.1|AALB	LOC117149556|XP_033172687.1|DMAU
OG0003972	LOC118460560|XP_035780854.1|AALB	LOC117142018|XP_033161773.1|DMAU
OG0003973	LOC118460934|XP_035781590.1|AALB	LOC117137501|XP_033154873.1|DMAU
OG0003974	LOC118456202|XP_035772660.1|AALB	LOC117136625|XP_033153505.1|DMAU
OG0003975	LOC118461939|XP_035783707.1|AALB	LOC117135642|XP_033151951.1|DMAU
OG0003976	LOC118459088|XP_035778046.1|AALB	LOC117145812|XP_033167508.1|DMAU
OG0003977	LOC118459092|XP_035778050.1|AALB	LOC117150231|XP_033172917.1|DMAU
OG0003978	LOC118457536|XP_035775081.1|AALB	LOC117140984|XP_033160125.1|DMAU
OG0003979	LOC118460939|XP_035781595.1|AALB	LOC117146516|XP_033168716.1|DMAU
OG0003980	LOC118460935|XP_035781591.1|AALB	LOC117142699|XP_033162747.1|DMAU
OG0003981	LOC118457433|XP_035774911.1|AALB	LOC117135179|XP_033151136.1|DMAU
OG0003982	LOC118457436|XP_035774917.1|AALB	LOC117150416|XP_033173175.1|DMAU
OG0003983	LOC118457437|XP_035774919.1|AALB	LOC117144631|XP_033165820.1|DMAU
OG0003984	LOC118460301|XP_035780397.1|AALB	LOC117150734|XP_033173662.1|DMAU
OG0003985	LOC118460300|XP_035780396.1|AALB	LOC117135227|XP_033151237.1|DMAU
OG0003986	LOC118459125|XP_035778087.1|AALB	LOC117141449|XP_033160797.1|DMAU
OG0003987	LOC118462016|XP_035783858.1|AALB	LOC117148635|XP_033172031.1|DMAU
OG0003988	LOC118459247|XP_035778350.1|AALB	LOC117140009|XP_033158618.1|DMAU
OG0003989	LOC118461960|XP_035783755.1|AALB	LOC117138196|XP_033156013.1|DMAU
OG0003990	LOC118468329|XP_035794969.1|AALB	LOC117136489|XP_033153322.1|DMAU
OG0003991	LOC118467379|XP_035793708.1|AALB	LOC117138291|XP_033156165.1|DMAU
OG0003992	LOC118467431|XP_035793818.1|AALB	LOC117142419|XP_033162270.1|DMAU
OG0003993	LOC118456603|XP_035773396.1|AALB	LOC117142677|XP_033162710.1|DMAU
OG0003994	LOC118460716|XP_035781153.1|AALB	LOC117146036|XP_033167858.1|DMAU
OG0003995	LOC118468601|XP_035795480.1|AALB	LOC117137027|XP_033154124.1|DMAU
OG0003996	LOC118458223|XP_035776380.1|AALB	LOC117136779|XP_033153720.1|DMAU
OG0003997	LOC118457915|XP_035775809.1|AALB	LOC117150815|XP_033173770.1|DMAU
OG0003998	LOC118468332|XP_035794972.1|AALB	LOC117136631|XP_033153509.1|DMAU
OG0003999	LOC118458121|XP_035776188.1|AALB	LOC117147043|XP_033169683.1|DMAU
OG0004000	LOC118457239|XP_035774513.1|AALB	LOC117148203|XP_033171378.1|DMAU
OG0004001	LOC118459413|XP_035778608.1|AALB	LOC117135484|XP_033151594.1|DMAU
OG0004002	LOC118459843|XP_035779504.1|AALB	LOC117146561|XP_033168753.1|DMAU
OG0004003	LOC118460000|XP_035779807.1|AALB	LOC117135834|XP_033152282.1|DMAU
OG0004004	LOC118460002|XP_035779808.1|AALB	LOC117135109|XP_033151020.1|DMAU
OG0004005	LOC118460003|XP_035779809.1|AALB	LOC117143310|XP_033163869.1|DMAU
OG0004006	LOC118457077|XP_035774250.1|AALB	LOC117143083|XP_033163452.1|DMAU
OG0004007	LOC118457085|XP_035774266.1|AALB	LOC117151064|XP_033174188.1|DMAU
OG0004008	LOC118460687|XP_035781080.1|AALB	LOC117142015|XP_033161764.1|DMAU
OG0004009	LOC118458776|XP_035777492.1|AALB	LOC117147711|XP_033170603.1|DMAU
OG0004010	LOC118457983|XP_035775932.1|AALB	LOC117140259|XP_033158960.1|DMAU
OG0004011	LOC118458734|XP_035777397.1|AALB	LOC117150912|XP_033173955.1|DMAU
OG0004012	LOC118458381|XP_035776680.1|AALB	LOC117143440|XP_033164039.1|DMAU
OG0004013	LOC118460607|XP_035780937.1|AALB	LOC117148501|XP_033171797.1|DMAU
OG0004014	LOC118460606|XP_035780936.1|AALB	LOC117142019|XP_033161775.1|DMAU
OG0004015	LOC118459204|XP_035778267.1|AALB	LOC117135145|XP_033151094.1|DMAU
OG0004016	LOC118459027|XP_035777925.1|AALB	LOC117140091|XP_033158741.1|DMAU
OG0004017	LOC118456503|XP_035773224.1|AALB	LOC117146854|XP_033169318.1|DMAU
OG0004018	LOC118461401|XP_035782560.1|AALB	LOC117135835|XP_033152237.1|DMAU
OG0004019	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB	LOC117143046|XP_033163386.1|DMAU
OG0004020	LOC118458078|XP_035776126.1|AALB	LOC117135313|XP_033151400.1|DMAU
OG0004021	LOC118459640|XP_035779113.1|AALB	LOC117135309|XP_033151395.1|DMAU
OG0004022	LOC118458490|XP_035776935.1|AALB	LOC117142358|XP_033162214.1|DMAU
OG0004023	LOC118461553|XP_035782896.1|AALB	LOC117137408|XP_033154723.1|DMAU
OG0004024	LOC118469079|XP_035796464.1|AALB	LOC117150645|XP_033173512.1|DMAU
OG0004025	LOC118467248|XP_035793424.1|AALB	LOC117150218|XP_033172908.1|DMAU
OG0004026	LOC118468001|XP_035794867.1|AALB	LOC117141622|XP_033161037.1|DMAU
OG0004027	LOC118458610|XP_035777179.1|AALB	LOC117138660|XP_033156784.1|DMAU
OG0004028	LOC118461865|XP_035783566.1|AALB	LOC117150579|XP_033173422.1|DMAU
OG0004029	LOC118458184|XP_035776305.1|AALB	LOC117150578|XP_033173421.1|DMAU
OG0004030	LOC118459395|XP_035778598.1|AALB	LOC117135742|XP_033152081.1|DMAU
OG0004031	LOC118457685|XP_035775345.1|AALB	LOC117141084|XP_033160291.1|DMAU
OG0004032	LOC118461840|XP_035783508.1|AALB	LOC117150652|XP_033173524.1|DMAU
OG0004033	LOC118461834|XP_035783488.1|AALB	LOC117135268|XP_033151320.1|DMAU
OG0004034	LOC118468432|XP_035795088.1|AALB	LOC117135252|XP_033151288.1|DMAU
OG0004035	LOC118459759|XP_035779345.1|AALB	LOC117139254|XP_033157365.1|DMAU
OG0004036	LOC118459757|XP_035779342.1|AALB	LOC117139528|XP_033157784.1|DMAU
OG0004037	LOC118460507|XP_035780760.1|AALB	LOC117150491|XP_033173285.1|DMAU
OG0004038	LOC118457503|XP_035775033.1|AALB	LOC117150440|XP_033173216.1|DMAU
OG0004039	LOC118458482|XP_035776921.1|AALB	LOC117151042|XP_033174147.1|DMAU
OG0004040	LOC118458659|XP_035777245.1|AALB	LOC117136128|XP_033152722.1|DMAU
OG0004041	LOC118456625|XP_035773439.1|AALB	LOC117148620|XP_033172000.1|DMAU
OG0004042	LOC118467688|XP_035794364.1|AALB	LOC117141928|XP_033161557.1|DMAU
OG0004043	LOC118467681|XP_035794349.1|AALB	LOC117147969|XP_033171013.1|DMAU
OG0004044	LOC118468900|XP_035796093.1|AALB	LOC117146941|XP_033169482.1|DMAU
OG0004045	LOC118468916|XP_035796117.1|AALB	LOC117136612|XP_033153892.1|DMAU
OG0004046	LOC118468907|XP_035796105.1|AALB	LOC117150321|XP_033173048.1|DMAU
OG0004047	LOC118468903|XP_035796096.1|AALB	LOC117150479|XP_033173271.1|DMAU
OG0004048	LOC118468905|XP_035796100.1|AALB	LOC117139693|XP_033158094.1|DMAU
OG0004049	LOC118457249|XP_035774530.1|AALB	LOC117135177|XP_033151133.1|DMAU
OG0004050	LOC118456214|XP_035772687.1|AALB	LOC117138478|XP_033156502.1|DMAU
OG0004051	LOC118460508|XP_035780761.1|AALB	LOC117142685|XP_033163140.1|DMAU
OG0004052	LOC118463830|XP_035786611.1|AALB	LOC117148135|XP_033171252.1|DMAU
OG0004054	LOC118463596|XP_035786149.1|AALB	LOC117150819|XP_033173771.1|DMAU
OG0004055	LOC118457506|XP_035775038.1|AALB	LOC117142227|XP_033161969.1|DMAU
OG0004056	LOC118458967|XP_035777843.1|AALB	LOC117143069|XP_033163419.1|DMAU
OG0004057	LOC118456648|XP_035773479.1|AALB	LOC117141779|XP_033161302.1|DMAU
OG0004058	LOC118460392|XP_035780561.1|AALB	LOC117139605|XP_033157931.1|DMAU
OG0004059	LOC118460348|XP_035780479.1|AALB	LOC117144033|XP_033164885.1|DMAU
OG0004060	LOC118464215|XP_035787279.1|AALB	LOC117143829|XP_033164565.1|DMAU
OG0004061	LOC118468490|XP_035795210.1|AALB	LOC117148235|XP_033171421.1|DMAU
OG0004062	LOC118469000|XP_035796322.1|AALB	LOC117139774|XP_033158272.1|DMAU
OG0004063	LOC118468807|XP_035795907.1|AALB	LOC117148586|XP_033171949.1|DMAU
OG0004064	LOC118468806|XP_035795906.1|AALB	LOC117141713|XP_033161217.1|DMAU
OG0004065	LOC118456546|XP_035773305.1|AALB	LOC117135902|XP_033152346.1|DMAU
OG0004066	LOC118456557|XP_035773320.1|AALB	LOC117137608|XP_033155021.1|DMAU
OG0004067	LOC118456547|XP_035773306.1|AALB	LOC117148225|XP_033171406.1|DMAU
OG0004069	LOC118456543|XP_035773292.1|AALB	LOC117142350|XP_033162160.1|DMAU
OG0004070	LOC118458282|XP_035776498.1|AALB	LOC117140075|XP_033158719.1|DMAU
OG0004071	LOC118461906|XP_035783654.1|AALB	LOC117140477|XP_033159318.1|DMAU
OG0004072	LOC118457160|XP_035774380.1|AALB	LOC117140478|XP_033159319.1|DMAU
OG0004073	LOC118461425|XP_035782626.1|AALB	LOC117147054|XP_033169699.1|DMAU
OG0004074	LOC118461423|XP_035782624.1|AALB	LOC117135971|XP_033152470.1|DMAU
OG0004075	LOC118456433|XP_035773083.1|AALB	LOC117138662|XP_033156792.1|DMAU
OG0004076	LOC118459893|XP_035779586.1|AALB	LOC117138661|XP_033156790.1|DMAU
OG0004077	LOC118459461|XP_035778761.1|AALB	LOC117140332|XP_033159111.1|DMAU
OG0004078	LOC118459484|XP_035778790.1|AALB	LOC117142758|XP_033162831.1|DMAU
OG0004079	LOC118458733|XP_035777396.1|AALB	LOC117146968|XP_033169527.1|DMAU
OG0004080	LOC118456954|XP_035774023.1|AALB	LOC117136396|XP_033153184.1|DMAU
OG0004081	LOC118456936|XP_035773979.1|AALB	LOC117136848|XP_033153832.1|DMAU
OG0004082	LOC118458629|XP_035777212.1|AALB	LOC117137237|XP_033154490.1|DMAU
OG0004083	LOC118458632|XP_035777214.1|AALB	LOC117142975|XP_033163216.1|DMAU
OG0004084	LOC118461787|XP_035783409.1|AALB	LOC117141954|XP_033161603.1|DMAU
OG0004085	LOC118460781|XP_035781279.1|AALB	LOC117144128|XP_033165043.1|DMAU
OG0004086	LOC118459903|XP_035779623.1|AALB	LOC117144901|XP_033166222.1|DMAU
OG0004087	LOC118457337|XP_035774726.1|AALB	LOC117147471|XP_033170255.1|DMAU
OG0004088	LOC118456643|XP_035773475.1|AALB	LOC117143472|XP_033164077.1|DMAU
OG0004089	LOC118461221|XP_035782189.1|AALB	LOC117146911|XP_033169424.1|DMAU
OG0004090	LOC118461220|XP_035782187.1|AALB	LOC117145038|XP_033166438.1|DMAU
OG0004091	LOC118459483|XP_035778788.1|AALB	LOC117142888|XP_033163054.1|DMAU
OG0004092	LOC118459917|XP_035779651.1|AALB	LOC117146663|XP_033168896.1|DMAU
OG0004094	LOC118468865|XP_035796040.1|AALB	LOC117147794|XP_033170734.1|DMAU
OG0004095	LOC118459340|XP_035778505.1|AALB	LOC117143247|XP_033163699.1|DMAU
OG0004096	LOC118459339|XP_035778504.1|AALB	LOC117144903|XP_033166225.1|DMAU
