Orthogroup	AALB.longest_only	DSUB.longest_only
OG0003392	LOC118457407|XP_035774868.1|AALB	LOC117899740|XP_034665876.1|DSUB
OG0003393	LOC118468444|XP_035795105.1|AALB	LOC117898155|XP_034663251.1|DSUB
OG0003394	LOC118459161|XP_035778142.1|AALB	LOC117896529|XP_034660791.1|DSUB
OG0003395	LOC118458853|XP_035777667.1|AALB	LOC117896555|XP_034660832.1|DSUB
OG0003396	LOC118461752|XP_035783360.1|AALB	LOC117898964|XP_034664594.1|DSUB
OG0003397	LOC118460976|XP_035781683.1|AALB	LOC117898246|XP_034663382.1|DSUB
OG0003399	LOC118456728|XP_035773666.1|AALB	LOC117898081|XP_034663150.1|DSUB
OG0003400	LOC118459348|XP_035778518.1|AALB	LOC117899194|XP_034664948.1|DSUB
OG0003401	LOC118461274|XP_035782310.1|AALB	LOC117897367|XP_034662047.1|DSUB
OG0003402	LOC118460228|XP_035780253.1|AALB	LOC117896024|XP_034659923.1|DSUB
OG0003403	LOC118458165|XP_035776265.1|AALB	LOC117890488|XP_034651267.1|DSUB
OG0003404	LOC118457822|XP_035775590.1|AALB	LOC117897387|XP_034662086.1|DSUB
OG0003405	LOC118459502|XP_035778820.1|AALB	LOC117891947|XP_034653692.1|DSUB
OG0003406	LOC118459499|XP_035778818.1|AALB	LOC117899015|XP_034664665.1|DSUB
OG0003407	LOC118459504|XP_035778823.1|AALB	LOC117899366|XP_034665236.1|DSUB
OG0003408	LOC118459496|XP_035778810.1|AALB	LOC117899183|XP_034664935.1|DSUB
OG0003409	LOC118460551|XP_035780839.1|AALB	LOC117899138|XP_034664831.1|DSUB
OG0003410	LOC118462040|XP_035783908.1|AALB	LOC117899037|XP_034664688.1|DSUB
OG0003411	LOC118461386|XP_035782540.1|AALB	LOC117898663|XP_034664130.1|DSUB
OG0003412	LOC118461373|XP_035782514.1|AALB	LOC117896888|XP_034661308.1|DSUB
OG0003413	LOC118458580|XP_035777131.1|AALB	LOC117897265|XP_034661881.1|DSUB
OG0003414	LOC118460636|XP_035780982.1|AALB	LOC117895082|XP_034658368.1|DSUB
OG0003415	LOC118458099|XP_035776162.1|AALB	LOC117899116|XP_034664801.1|DSUB
OG0003416	LOC118458100|XP_035776166.1|AALB	LOC117897605|XP_034662453.1|DSUB
OG0003417	LOC118460664|XP_035781024.1|AALB	LOC117898491|XP_034663819.1|DSUB
OG0003418	LOC118459583|XP_035779004.1|AALB	LOC117897292|XP_034661924.1|DSUB
OG0003419	LOC118468723|XP_035795747.1|AALB	LOC117897555|XP_034662376.1|DSUB
OG0003420	LOC118468722|XP_035795746.1|AALB	LOC117895993|XP_034659871.1|DSUB
OG0003421	LOC118459992|XP_035779782.1|AALB	LOC117896286|XP_034660382.1|DSUB
OG0003422	LOC118458127|XP_035776202.1|AALB	LOC117896298|XP_034660410.1|DSUB
OG0003423	LOC118459376|XP_035778569.1|AALB	LOC117891705|XP_034653188.1|DSUB
OG0003424	LOC118459378|XP_035778571.1|AALB	LOC117895965|XP_034659811.1|DSUB
OG0003425	LOC118461910|XP_035783657.1|AALB	LOC117896602|XP_034660926.1|DSUB
OG0003426	LOC118461596|XP_035782992.1|AALB	LOC117896557|XP_034660844.1|DSUB
OG0003427	LOC118458835|XP_035777626.1|AALB	LOC117896493|XP_034660724.1|DSUB
OG0003428	LOC118457090|XP_035774271.1|AALB	LOC117894431|XP_034657384.1|DSUB
OG0003429	LOC118457723|XP_035775408.1|AALB	LOC117891219|XP_034652455.1|DSUB
OG0003430	LOC118468724|XP_035795749.1|AALB	LOC117902935|XP_034670430.1|DSUB
OG0003431	LOC118461683|XP_035783168.1|AALB	LOC117896253|XP_034660320.1|DSUB
OG0003432	LOC118460213|XP_035780222.1|AALB	LOC117896775|XP_034661143.1|DSUB
OG0003433	LOC118468597|XP_035795450.1|AALB	LOC117896684|XP_034661026.1|DSUB
OG0003434	LOC118469012|XP_035796342.1|AALB	LOC117889646|XP_034650001.1|DSUB
OG0003435	LOC118462033|XP_035783900.1|AALB	LOC117896951|XP_034661386.1|DSUB
OG0003436	LOC118461469|XP_035782708.1|AALB	LOC117896695|XP_034661038.1|DSUB
OG0003437	LOC118461467|XP_035782701.1|AALB	LOC117896694|XP_034661037.1|DSUB
OG0003438	LOC118466706|XP_035792249.1|AALB	LOC117899546|XP_034665519.1|DSUB
OG0003439	LOC118460240|XP_035780289.1|AALB	LOC117897038|XP_034661510.1|DSUB
OG0003440	LOC118461124|XP_035781957.1|AALB	LOC117898438|XP_034663732.1|DSUB
OG0003441	LOC118461465|XP_035782698.1|AALB	LOC117900674|XP_034667010.1|DSUB
OG0003442	LOC118457848|XP_035775628.1|AALB	LOC117896049|XP_034659949.1|DSUB
OG0003443	LOC118468318|XP_035794955.1|AALB	LOC117893076|XP_034655385.1|DSUB
OG0003444	LOC118460949|XP_035781611.1|AALB	LOC117894787|XP_034657907.1|DSUB
OG0003445	LOC118468552|XP_035795340.1|AALB	LOC117903665|XP_034671881.1|DSUB
OG0003446	LOC118462059|XP_035783938.1|AALB	LOC117902014|XP_034668957.1|DSUB
OG0003447	LOC118460804|XP_035781307.1|AALB	LOC117902958|XP_034670486.1|DSUB
OG0003448	LOC118461460|XP_035782690.1|AALB	LOC117897869|XP_034662834.1|DSUB
OG0003449	LOC118461455|XP_035782677.1|AALB	LOC117896265|XP_034660347.1|DSUB
OG0003450	LOC118461461|XP_035782691.1|AALB	LOC117898258|XP_034663404.1|DSUB
OG0003451	LOC118460945|XP_035781606.1|AALB	LOC117898961|XP_034664591.1|DSUB
OG0003452	LOC118460944|XP_035781605.1|AALB	LOC117898959|XP_034664587.1|DSUB
OG0003453	LOC118456729|XP_035773667.1|AALB	LOC117893916|XP_034656589.1|DSUB
OG0003454	LOC118468315|XP_035794952.1|AALB	LOC117900632|XP_034666952.1|DSUB
OG0003455	LOC118456722|XP_035773652.1|AALB	LOC117898321|XP_034663530.1|DSUB
OG0003456	LOC118457520|XP_035775056.1|AALB	LOC117890398|XP_034651093.1|DSUB
OG0003457	LOC118468976|XP_035796249.1|AALB	LOC117898057|XP_034663114.1|DSUB
OG0003458	LOC118457417|XP_035774882.1|AALB	LOC117897478|XP_034662230.1|DSUB
OG0003459	LOC118458302|XP_035776523.1|AALB	LOC117898026|XP_034663055.1|DSUB
OG0003460	LOC118468770|XP_035795839.1|AALB	LOC117897855|XP_034662817.1|DSUB
OG0003461	LOC118459489|XP_035778800.1|AALB	LOC117898535|XP_034663896.1|DSUB
OG0003462	LOC118461480|XP_035782731.1|AALB	LOC117895781|XP_034659570.1|DSUB
OG0003463	LOC118459622|XP_035779090.1|AALB	LOC117899477|XP_034665398.1|DSUB
OG0003464	LOC118457843|XP_035775616.1|AALB	LOC117896406|XP_034660612.1|DSUB
OG0003465	LOC118461334|XP_035782437.1|AALB	LOC117896579|XP_034660875.1|DSUB
OG0003466	LOC118457652|XP_035775287.1|AALB	LOC117897336|XP_034661998.1|DSUB
OG0003467	LOC118459963|XP_035779744.1|AALB	LOC117898204|XP_034663316.1|DSUB
OG0003468	LOC118459956|XP_035779736.1|AALB	LOC117897993|XP_034663010.1|DSUB
OG0003469	LOC118457930|XP_035775834.1|AALB	LOC117896302|XP_034660415.1|DSUB
OG0003470	LOC118469028|XP_035796366.1|AALB	LOC117898243|XP_034663380.1|DSUB
OG0003471	LOC118458038|XP_035776049.1|AALB	LOC117902235|XP_034669364.1|DSUB
OG0003472	LOC118459418|XP_035778652.1|AALB	LOC117901994|XP_034668896.1|DSUB
OG0003473	LOC118458847|XP_035777660.1|AALB	LOC117900217|XP_034666392.1|DSUB
OG0003474	LOC118461287|XP_035782333.1|AALB	LOC117898436|XP_034663722.1|DSUB
OG0003475	LOC118457180|XP_035774404.1|AALB	LOC117896201|XP_034660216.1|DSUB
OG0003476	LOC118459582|XP_035779003.1|AALB	LOC117902960|XP_034670492.1|DSUB
OG0003477	LOC118457387|XP_035774815.1|AALB	LOC117899686|XP_034665768.1|DSUB
OG0003478	LOC118460802|XP_035781305.1|AALB	LOC117897328|XP_034661988.1|DSUB
OG0003479	LOC118461379|XP_035782524.1|AALB	LOC117897636|XP_034662501.1|DSUB
OG0003480	LOC118456414|XP_035773023.1|AALB	LOC117897018|XP_034661480.1|DSUB
OG0003481	LOC118458587|XP_035777143.1|AALB	LOC117897321|XP_034661983.1|DSUB
OG0003482	LOC118458586|XP_035777139.1|AALB	LOC117898051|XP_034663101.1|DSUB
OG0003483	LOC118456260|XP_035772755.1|AALB	LOC117897539|XP_034662352.1|DSUB
OG0003484	LOC118457861|XP_035775650.1|AALB	LOC117899517|XP_034665461.1|DSUB
OG0003485	LOC118457619|XP_035775228.1|AALB	LOC117897152|XP_034661715.1|DSUB
OG0003486	LOC118457620|XP_035775229.1|AALB	LOC117897482|XP_034662236.1|DSUB
OG0003487	LOC118462030|XP_035783896.1|AALB	LOC117898059|XP_034663117.1|DSUB
OG0003488	LOC118459113|XP_035778070.1|AALB	LOC117896184|XP_034660162.1|DSUB
OG0003489	LOC118458248|XP_035776411.1|AALB	LOC117897628|XP_034662489.1|DSUB
OG0003490	LOC118460159|XP_035780152.1|AALB	LOC117897246|XP_034661858.1|DSUB
OG0003491	LOC118458178|XP_035776281.1|AALB	LOC117897558|XP_034662380.1|DSUB
OG0003492	LOC118461903|XP_035783650.1|AALB	LOC117898166|XP_034663266.1|DSUB
OG0003493	LOC118459140|XP_035778111.1|AALB	LOC117896985|XP_034661431.1|DSUB
OG0003494	LOC118458163|XP_035776258.1|AALB	LOC117899572|XP_034665576.1|DSUB
OG0003495	LOC118456357|XP_035772921.1|AALB	LOC117901466|XP_034668120.1|DSUB
OG0003496	LOC118458608|XP_035777177.1|AALB	LOC117896376|XP_034660545.1|DSUB
OG0003497	LOC118461624|XP_035783062.1|AALB	LOC117897271|XP_034661887.1|DSUB
OG0003498	LOC118460418|XP_035780599.1|AALB	LOC117897550|XP_034662368.1|DSUB
OG0003499	LOC118457399|XP_035774829.1|AALB	LOC117897631|XP_034662495.1|DSUB
OG0003500	LOC118461265|XP_035782291.1|AALB	LOC117900469|XP_034666740.1|DSUB
OG0003501	LOC118458104|XP_035776170.1|AALB	LOC117899118|XP_034664798.1|DSUB
OG0003502	LOC118456661|XP_035773504.1|AALB	LOC117898429|XP_034663711.1|DSUB
OG0003503	LOC118463240|XP_035785599.1|AALB	LOC117896166|XP_034660134.1|DSUB
OG0003504	LOC118462582|XP_035784282.1|AALB	LOC117898787|XP_034664316.1|DSUB
OG0003505	LOC118464524|XP_035787854.1|AALB	LOC117896780|XP_034661166.1|DSUB
OG0003506	LOC118465921|XP_035790510.1|AALB	LOC117896174|XP_034660147.1|DSUB
OG0003507	LOC118465918|XP_035790503.1|AALB	LOC117899082|XP_034664743.1|DSUB
OG0003508	LOC118460914|XP_035781558.1|AALB	LOC117893950|XP_034656630.1|DSUB
OG0003509	LOC118458543|XP_035777070.1|AALB	LOC117896367|XP_034660534.1|DSUB
OG0003510	LOC118461883|XP_035783613.1|AALB	LOC117898561|XP_034663938.1|DSUB
OG0003511	LOC118460027|XP_035779856.1|AALB	LOC117897944|XP_034662928.1|DSUB
OG0003512	LOC118458813|XP_035777576.1|AALB	LOC117897882|XP_034662849.1|DSUB
OG0003513	LOC118460728|XP_035781175.1|AALB	LOC117897854|XP_034662816.1|DSUB
OG0003514	LOC118459156|XP_035778136.1|AALB	LOC117897977|XP_034662980.1|DSUB
OG0003515	LOC118456582|XP_035773366.1|AALB	LOC117890507|XP_034651298.1|DSUB
OG0003516	LOC118456873|XP_035773870.1|AALB	LOC117899528|XP_034665485.1|DSUB
OG0003517	LOC118459441|XP_035778690.1|AALB	LOC117896802|XP_034661192.1|DSUB
OG0003518	LOC118460764|XP_035781253.1|AALB	LOC117898630|XP_034664082.1|DSUB
OG0003519	LOC118462944|XP_035784975.1|AALB	LOC117893737|XP_034656353.1|DSUB
OG0003520	LOC118466114|XP_035790942.1|AALB	LOC117893110|XP_034655437.1|DSUB
OG0003521	LOC118465310|XP_035789314.1|AALB	LOC117895664|XP_034659375.1|DSUB
OG0003522	LOC118464791|XP_035788315.1|AALB	LOC117891195|XP_034652421.1|DSUB
OG0003523	LOC118464789|XP_035788313.1|AALB	LOC117901465|XP_034668119.1|DSUB
OG0003524	LOC118464635|XP_035787974.1|AALB	LOC117892576|XP_034654799.1|DSUB
OG0003525	LOC118466449|XP_035791681.1|AALB	LOC117892242|XP_034654243.1|DSUB
OG0003526	LOC118466454|XP_035791687.1|AALB	LOC117896593|XP_034660910.1|DSUB
OG0003527	LOC118463438|XP_035785899.1|AALB	LOC117889873|XP_034650273.1|DSUB
OG0003529	LOC118464475|XP_035787779.1|AALB	LOC117902380|XP_034669590.1|DSUB
OG0003530	LOC118464477|XP_035787781.1|AALB	LOC117895715|XP_034659459.1|DSUB
OG0003531	LOC118464845|XP_035788433.1|AALB	LOC117899789|XP_034665955.1|DSUB
OG0003532	LOC118463314|XP_035785692.1|AALB	LOC117895293|XP_034658738.1|DSUB
OG0003533	LOC118466395|XP_035791540.1|AALB	LOC117895671|XP_034659383.1|DSUB
OG0003534	LOC118463520|XP_035786018.1|AALB	LOC117894452|XP_034657440.1|DSUB
OG0003535	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB	LOC117895339|XP_034658807.1|DSUB
OG0003536	LOC118464918|XP_035788583.1|AALB	LOC117892412|XP_034654533.1|DSUB
OG0003537	LOC118465418|XP_035789539.1|AALB	LOC117891896|XP_034653590.1|DSUB
OG0003538	LOC118464319|XP_035787510.1|AALB	LOC117890188|XP_034650785.1|DSUB
OG0003539	LOC118463775|XP_035786481.1|AALB	LOC117891280|XP_034652558.1|DSUB
OG0003540	LOC118466687|XP_035792208.1|AALB	LOC117893393|XP_034655882.1|DSUB
OG0003541	LOC118466578|XP_035792015.1|AALB	LOC117897039|XP_034661512.1|DSUB
OG0003542	LOC118466580|XP_035792027.1|AALB	LOC117892721|XP_034655031.1|DSUB
OG0003543	LOC118462958|XP_035785005.1|AALB	LOC117902937|XP_034670436.1|DSUB
OG0003544	LOC118463154|XP_035785429.1|AALB	LOC117893911|XP_034656583.1|DSUB
OG0003545	LOC118465948|XP_035790568.1|AALB	LOC117895439|XP_034658989.1|DSUB
OG0003547	LOC118465103|XP_035788931.1|AALB	LOC117892734|XP_034655047.1|DSUB
OG0003548	LOC118465100|XP_035788925.1|AALB	LOC117889760|XP_034650097.1|DSUB
OG0003549	LOC118465106|XP_035788942.1|AALB	LOC117889761|XP_034650099.1|DSUB
OG0003550	LOC118465313|XP_035789322.1|AALB	LOC117891676|XP_034653142.1|DSUB
OG0003551	LOC118465305|XP_035789298.1|AALB	LOC117891847|XP_034653489.1|DSUB
OG0003552	LOC118463457|XP_035785938.1|AALB	LOC117891548|XP_034652955.1|DSUB
OG0003553	LOC118463455|XP_035785935.1|AALB	LOC117892446|XP_034654579.1|DSUB
OG0003554	LOC118464649|XP_035788007.1|AALB	LOC117894039|XP_034656777.1|DSUB
OG0003555	LOC118464658|XP_035788050.1|AALB	LOC117893908|XP_034656577.1|DSUB
OG0003556	LOC118467651|XP_035794280.1|AALB	LOC117893623|XP_034656191.1|DSUB
OG0003557	LOC118467653|XP_035794286.1|AALB	LOC117893857|XP_034656517.1|DSUB
OG0003558	LOC118462587|XP_035784287.1|AALB	LOC117895846|XP_034659695.1|DSUB
OG0003559	LOC118466359|XP_035791415.1|AALB	LOC117895817|XP_034659634.1|DSUB
OG0003560	LOC118465311|XP_035789320.1|AALB	LOC117893912|XP_034656584.1|DSUB
OG0003561	LOC118464912|XP_035788571.1|AALB	LOC117892600|XP_034654830.1|DSUB
OG0003562	LOC118463139|XP_035785392.1|AALB	LOC117891699|XP_034653182.1|DSUB
OG0003563	LOC118466304|XP_035791303.1|AALB	LOC117896239|XP_034660277.1|DSUB
OG0003564	LOC118466296|XP_035791279.1|AALB	LOC117895043|XP_034658311.1|DSUB
OG0003565	LOC118466783|XP_035792412.1|AALB	LOC117893992|XP_034656693.1|DSUB
OG0003566	LOC118462680|XP_035784480.1|AALB	LOC117899547|XP_034665521.1|DSUB
OG0003567	LOC118462906|XP_035784897.1|AALB	LOC117890345|XP_034651026.1|DSUB
OG0003568	LOC118464251|XP_035787347.1|AALB	LOC117889766|XP_034650106.1|DSUB
OG0003569	LOC118467735|XP_035794435.1|AALB	LOC117895587|XP_034659227.1|DSUB
OG0003570	LOC118467734|XP_035794432.1|AALB	LOC117890948|XP_034651976.1|DSUB
OG0003571	LOC118464989|XP_035788720.1|AALB	LOC117893050|XP_034655320.1|DSUB
OG0003572	LOC118463803|XP_035786563.1|AALB	LOC117890034|XP_034650543.1|DSUB
OG0003573	LOC118467326|XP_035793556.1|AALB	LOC117890124|XP_034650694.1|DSUB
OG0003574	LOC118462809|XP_035784714.1|AALB	LOC117893024|XP_034655273.1|DSUB
OG0003575	LOC118464381|XP_035787617.1|AALB	LOC117893404|XP_034655895.1|DSUB
OG0003576	LOC118462577|XP_035784275.1|AALB	LOC117893568|XP_034656129.1|DSUB
OG0003577	LOC118466728|XP_035792293.1|AALB	LOC117895502|XP_034659090.1|DSUB
OG0003578	LOC118467762|XP_035794483.1|AALB	LOC117893294|XP_034655758.1|DSUB
OG0003579	LOC118467761|XP_035794482.1|AALB	LOC117892083|XP_034653960.1|DSUB
OG0003580	LOC118467411|XP_035793786.1|AALB	LOC117890313|XP_034650991.1|DSUB
OG0003581	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB	LOC117895276|XP_034658700.1|DSUB
OG0003582	LOC118466779|XP_035792398.1|AALB	LOC117895442|XP_034658998.1|DSUB
OG0003583	LOC118465303|XP_035789295.1|AALB	LOC117892349|XP_034654440.1|DSUB
OG0003584	LOC118463155|XP_035785431.1|AALB	LOC117891277|XP_034652545.1|DSUB
OG0003585	LOC118465320|XP_035789339.1|AALB	LOC117892968|XP_034655192.1|DSUB
OG0003586	LOC118462986|XP_035785088.1|AALB	LOC117902916|XP_034670382.1|DSUB
OG0003587	LOC118467109|XP_035793062.1|AALB	LOC117901620|XP_034668338.1|DSUB
OG0003588	LOC118462694|XP_035784512.1|AALB	LOC117898301|XP_034663462.1|DSUB
OG0003590	LOC118465338|XP_035789381.1|AALB	LOC117894365|XP_034657254.1|DSUB
OG0003591	LOC118465339|XP_035789382.1|AALB	LOC117892982|XP_034655222.1|DSUB
OG0003592	LOC118465343|XP_035789393.1|AALB	LOC117894463|XP_034657454.1|DSUB
OG0003593	LOC118462954|XP_035784992.1|AALB	LOC117894128|XP_034656909.1|DSUB
OG0003594	LOC118464598|XP_035787935.1|AALB	LOC117893298|XP_034655764.1|DSUB
OG0003595	LOC118467808|XP_035794578.1|AALB	LOC117890212|XP_034650835.1|DSUB
OG0003596	LOC118462707|XP_035784540.1|AALB	LOC117891066|XP_034652130.1|DSUB
OG0003597	LOC118462703|XP_035784534.1|AALB	LOC117892408|XP_034654529.1|DSUB
OG0003598	LOC118465770|XP_035790179.1|AALB	LOC117894968|XP_034658193.1|DSUB
OG0003599	LOC118457857|XP_035775643.1|AALB	LOC117902695|XP_034670127.1|DSUB
OG0003600	LOC118465904|XP_035790451.1|AALB	LOC117895640|XP_034659295.1|DSUB
OG0003601	LOC118463883|XP_035786698.1|AALB	LOC117891312|XP_034652614.1|DSUB
OG0003602	LOC118463249|XP_035785611.1|AALB	LOC117891210|XP_034652440.1|DSUB
OG0003603	LOC118463770|XP_035786478.1|AALB	LOC117895808|XP_034659625.1|DSUB
OG0003604	LOC118464675|XP_035788086.1|AALB	LOC117900310|XP_034666521.1|DSUB
OG0003605	LOC118460666|XP_035781032.1|AALB	LOC117898493|XP_034663824.1|DSUB
OG0003606	LOC118463028|XP_035785163.1|AALB	LOC117890367|XP_034651053.1|DSUB
OG0003607	LOC118463025|XP_035785160.1|AALB	LOC117890589|XP_034651416.1|DSUB
OG0003608	LOC118463040|XP_035785177.1|AALB	LOC117893792|XP_034656426.1|DSUB
OG0003609	LOC118467482|XP_035793917.1|AALB	LOC117891784|XP_034653345.1|DSUB
OG0003610	LOC118463293|XP_035785669.1|AALB	LOC117893924|XP_034656596.1|DSUB
OG0003611	LOC118467170|XP_035793229.1|AALB	LOC117893726|XP_034656332.1|DSUB
OG0003612	LOC118465388|XP_035789477.1|AALB	LOC117891526|XP_034652917.1|DSUB
OG0003613	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB	LOC117890425|XP_034651136.1|DSUB
OG0003614	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB	LOC117890101|XP_034650656.1|DSUB
OG0003615	LOC118465526|XP_035789743.1|AALB	LOC117891620|XP_034653047.1|DSUB
OG0003616	LOC118466679|XP_035792192.1|AALB	LOC117891839|XP_034653480.1|DSUB
OG0003617	LOC118467348|XP_035793623.1|AALB	LOC117890019|XP_034650515.1|DSUB
OG0003618	LOC118467341|XP_035793612.1|AALB	LOC117890018|XP_034650512.1|DSUB
OG0003619	LOC118464469|XP_035787771.1|AALB	LOC117891010|XP_034652057.1|DSUB
OG0003620	LOC118464471|XP_035787773.1|AALB	LOC117892718|XP_034655029.1|DSUB
OG0003621	LOC118466430|XP_035791619.1|AALB	LOC117895452|XP_034659015.1|DSUB
OG0003622	LOC118466427|XP_035791603.1|AALB	LOC117895450|XP_034659010.1|DSUB
OG0003623	LOC118464106|XP_035787085.1|AALB	LOC117890826|XP_034651794.1|DSUB
OG0003624	LOC118467085|XP_035793018.1|AALB	LOC117891213|XP_034652446.1|DSUB
OG0003625	LOC118462921|XP_035784921.1|AALB	LOC117890334|XP_034651017.1|DSUB
OG0003626	LOC118464468|XP_035787770.1|AALB	LOC117891666|XP_034653122.1|DSUB
OG0003627	LOC118464466|XP_035787767.1|AALB	LOC117892464|XP_034654605.1|DSUB
OG0003628	LOC118467591|XP_035794150.1|AALB	LOC117892152|XP_034654091.1|DSUB
OG0003629	LOC118465427|XP_035789549.1|AALB	LOC117891103|XP_034652181.1|DSUB
OG0003630	LOC118465596|XP_035789857.1|AALB	LOC117892159|XP_034654110.1|DSUB
OG0003631	LOC118464826|XP_035788395.1|AALB	LOC117893829|XP_034656477.1|DSUB
OG0003632	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB	LOC117894936|XP_034658130.1|DSUB
OG0003633	LOC118463061|XP_035785209.1|AALB	LOC117892331|XP_034654375.1|DSUB
OG0003634	LOC118463068|XP_035785220.1|AALB	LOC117894864|XP_034658015.1|DSUB
OG0003635	LOC118464836|XP_035788407.1|AALB	LOC117893039|XP_034655298.1|DSUB
OG0003636	LOC118463062|XP_035785210.1|AALB	LOC117889968|XP_034650422.1|DSUB
OG0003637	LOC118464763|XP_035788275.1|AALB	LOC117889905|XP_034650317.1|DSUB
OG0003638	LOC118467152|XP_035793184.1|AALB	LOC117894404|XP_034657307.1|DSUB
OG0003639	LOC118467156|XP_035793193.1|AALB	LOC117900320|XP_034666543.1|DSUB
OG0003640	LOC118462649|XP_035784391.1|AALB	LOC117889893|XP_034650294.1|DSUB
OG0003641	LOC118466290|XP_035791269.1|AALB	LOC117892182|XP_034654159.1|DSUB
OG0003642	LOC118466291|XP_035791271.1|AALB	LOC117892723|XP_034655035.1|DSUB
OG0003643	LOC118466293|XP_035791273.1|AALB	LOC117892725|XP_034655039.1|DSUB
OG0003644	LOC118466150|XP_035791013.1|AALB	LOC117891276|XP_034652544.1|DSUB
OG0003645	LOC118466406|XP_035791567.1|AALB	LOC117893251|XP_034655708.1|DSUB
OG0003646	LOC118466403|XP_035791564.1|AALB	LOC117895298|XP_034658747.1|DSUB
OG0003647	LOC118466415|XP_035791583.1|AALB	LOC117895526|XP_034659123.1|DSUB
OG0003648	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB	LOC117902219|XP_034669343.1|DSUB
OG0003649	LOC118467093|XP_035793031.1|AALB	LOC117898623|XP_034664070.1|DSUB
OG0003650	LOC118467084|XP_035793017.1|AALB	LOC117902703|XP_034670140.1|DSUB, LOC117897959|XP_034662956.1|DSUB
OG0003651	LOC118465000|XP_035788740.1|AALB	LOC117898850|XP_034664418.1|DSUB
OG0003652	LOC118464213|XP_035787277.1|AALB	LOC117894605|XP_034657647.1|DSUB
OG0003653	LOC118466938|XP_035792727.1|AALB	LOC117894823|XP_034657960.1|DSUB
OG0003654	LOC118467201|XP_035793308.1|AALB	LOC117893943|XP_034656624.1|DSUB
OG0003655	LOC118467200|XP_035793307.1|AALB	LOC117900758|XP_034667131.1|DSUB
OG0003656	LOC118467196|XP_035793302.1|AALB	LOC117893886|XP_034656549.1|DSUB
OG0003657	LOC118467706|XP_035794383.1|AALB	LOC117893046|XP_034655314.1|DSUB
OG0003658	LOC118465603|XP_035789871.1|AALB	LOC117897303|XP_034661941.1|DSUB
OG0003659	LOC118464833|XP_035788402.1|AALB	LOC117894330|XP_034657205.1|DSUB
OG0003660	LOC118466261|XP_035791209.1|AALB	LOC117893705|XP_034656283.1|DSUB, LOC117895103|XP_034658390.1|DSUB
OG0003661	LOC118463077|XP_035785231.1|AALB	LOC117894346|XP_034657226.1|DSUB
OG0003662	LOC118464773|XP_035788295.1|AALB	LOC117893656|XP_034656238.1|DSUB
OG0003663	LOC118467758|XP_035794479.1|AALB	LOC117895519|XP_034659114.1|DSUB
OG0003664	LOC118467753|XP_035794467.1|AALB	LOC117895489|XP_034659072.1|DSUB
OG0003665	LOC118464272|XP_035787427.1|AALB	LOC117892353|XP_034654448.1|DSUB
OG0003666	LOC118466836|XP_035792537.1|AALB	LOC117890873|XP_034651854.1|DSUB
OG0003667	LOC118466732|XP_035792308.1|AALB	LOC117895707|XP_034659446.1|DSUB
OG0003668	LOC118463986|XP_035786900.1|AALB	LOC117890413|XP_034651115.1|DSUB
OG0003669	LOC118464145|XP_035787143.1|AALB	LOC117891950|XP_034653697.1|DSUB
OG0003670	LOC118464143|XP_035787141.1|AALB	LOC117891948|XP_034653693.1|DSUB
OG0003671	LOC118463962|XP_035786840.1|AALB	LOC117889747|XP_034650077.1|DSUB
OG0003672	LOC118466816|XP_035792498.1|AALB	LOC117899595|XP_034665605.1|DSUB
OG0003673	LOC118466308|XP_035791312.1|AALB	LOC117890114|XP_034650676.1|DSUB
OG0003674	LOC118467187|XP_035793282.1|AALB	LOC117890061|XP_034650590.1|DSUB
OG0003675	LOC118467189|XP_035793289.1|AALB	LOC117891611|XP_034653038.1|DSUB
OG0003676	LOC118467181|XP_035793257.1|AALB	LOC117891610|XP_034653035.1|DSUB
OG0003677	LOC118466130|XP_035790973.1|AALB	LOC117898141|XP_034663228.1|DSUB
OG0003678	LOC118467642|XP_035794261.1|AALB	LOC117892972|XP_034655201.1|DSUB
OG0003679	LOC118464681|XP_035788097.1|AALB	LOC117894289|XP_034657140.1|DSUB
OG0003680	LOC118464254|XP_035787383.1|AALB	LOC117890976|XP_034652005.1|DSUB
OG0003681	LOC118467352|XP_035793628.1|AALB	LOC117891895|XP_034653589.1|DSUB
OG0003682	LOC118467748|XP_035794451.1|AALB	LOC117898576|XP_034663986.1|DSUB
OG0003683	LOC118464407|XP_035787655.1|AALB	LOC117891097|XP_034652172.1|DSUB
OG0003684	LOC118467083|XP_035793015.1|AALB	LOC117895210|XP_034658592.1|DSUB
OG0003685	LOC118466185|XP_035791075.1|AALB	LOC117895674|XP_034659387.1|DSUB
OG0003686	LOC118466184|XP_035791071.1|AALB	LOC117890244|XP_034650881.1|DSUB
