Orthogroup	AALB.longest_only	DSEC.longest_only
OG0005353	LOC118456218|XP_035772691.1|AALB	LOC6609742|XP_002034396.1|DSEC
OG0005354	LOC118468670|XP_035795624.1|AALB	LOC6613175|XP_032569949.1|DSEC
OG0005355	LOC118459292|XP_035778430.1|AALB	LOC6617229|XP_002041556.1|DSEC
OG0005356	LOC118459305|XP_035778447.1|AALB	LOC6617231|XP_032583611.1|DSEC
OG0005357	LOC118459296|XP_035778434.1|AALB	LOC6611573|XP_002036111.1|DSEC
OG0005358	LOC118461295|XP_035782367.1|AALB	LOC6611484|XP_002036025.1|DSEC
OG0005359	LOC118459197|XP_035778251.1|AALB	LOC6615624|XP_032570953.1|DSEC
OG0005360	LOC118459134|XP_035778103.1|AALB	LOC6618359|XP_032573255.1|DSEC
OG0005361	LOC118458893|XP_035777741.1|AALB	LOC6612069|XP_032569860.1|DSEC
OG0005362	LOC118460633|XP_035780980.1|AALB	LOC6611924|XP_002036441.1|DSEC
OG0005363	LOC118456752|XP_035773705.1|AALB	LOC6613517|XP_002037985.1|DSEC
OG0005364	LOC118461887|XP_035783633.1|AALB	LOC6615278|XP_002039682.1|DSEC
OG0005365	LOC118459225|XP_035778310.1|AALB	LOC6618191|XP_032573701.1|DSEC
OG0005366	LOC118457860|XP_035775646.1|AALB	LOC6618193|XP_032579655.1|DSEC
OG0005367	LOC118457067|XP_035774223.1|AALB	LOC6618195|XP_002042470.1|DSEC
OG0005368	LOC118457068|XP_035774231.1|AALB	LOC6607132|XP_032577225.1|DSEC
OG0005369	LOC118456939|XP_035773988.1|AALB	LOC6617402|XP_002041727.1|DSEC
OG0005370	LOC118456938|XP_035773985.1|AALB	LOC6612119|XP_002036636.1|DSEC
OG0005371	LOC118459772|XP_035779376.1|AALB	LOC6612116|XP_002036633.1|DSEC
OG0005372	LOC118458296|XP_035776513.1|AALB	LOC6607038|XP_002031826.1|DSEC
OG0005373	LOC118468709|XP_035795726.1|AALB	LOC116800354|XP_032570607.1|DSEC, LOC6620646|XP_002044848.2|DSEC
OG0005374	LOC118456246|XP_035772736.1|AALB	LOC6614420|XP_002038853.1|DSEC
OG0005375	LOC118456243|XP_035772731.1|AALB	LOC6614419|XP_002038852.1|DSEC
OG0005376	LOC118458385|XP_035776684.1|AALB	LOC6621851|XP_032569961.1|DSEC
OG0005377	LOC118469036|XP_035796392.1|AALB	LOC6610361|XP_002034947.1|DSEC
OG0005378	LOC118461088|XP_035781878.1|AALB	LOC6617377|XP_002041702.2|DSEC
OG0005379	LOC118461091|XP_035781889.1|AALB	LOC6613054|XP_002037537.2|DSEC
OG0005380	LOC118461086|XP_035781875.1|AALB	LOC6617366|XP_032582676.1|DSEC
OG0005381	LOC118468639|XP_035795548.1|AALB	LOC6614527|XP_032582715.1|DSEC
OG0005382	LOC118461741|XP_035783333.1|AALB	LOC6618217|XP_032583197.1|DSEC
OG0005383	LOC118457571|XP_035775139.1|AALB	LOC6606098|XP_002030907.2|DSEC
OG0005384	LOC118460660|XP_035781019.1|AALB	LOC6616896|XP_002041230.1|DSEC
OG0005385	LOC118457706|XP_035775377.1|AALB	LOC6610052|XP_032570876.1|DSEC
OG0005386	LOC118461746|XP_035783351.1|AALB	LOC6609409|XP_032571853.1|DSEC
OG0005387	LOC118459200|XP_035778257.1|AALB	LOC6607375|XP_032579571.1|DSEC
OG0005388	LOC118461170|XP_035782063.1|AALB	LOC6613484|XP_002037953.1|DSEC
OG0005389	LOC118461473|XP_035782719.1|AALB	LOC6617684|XP_032573115.1|DSEC
OG0005390	LOC118456821|XP_035773807.1|AALB	LOC6613435|XP_032583189.1|DSEC
OG0005391	LOC118456823|XP_035773808.1|AALB	LOC6613434|XP_002037908.1|DSEC
OG0005392	LOC118467711|XP_035794406.1|AALB	LOC6614475|XP_002038908.2|DSEC
OG0005393	LOC118461417|XP_035782601.1|AALB	LOC6606586|XP_002031387.2|DSEC
OG0005394	LOC118461413|XP_035782592.1|AALB	LOC6614472|XP_002038905.1|DSEC
OG0005395	LOC118460670|XP_035781037.1|AALB	LOC6614557|XP_002038985.1|DSEC
OG0005396	LOC118460865|XP_035781481.1|AALB	LOC6611649|XP_002036184.2|DSEC
OG0005397	LOC118457573|XP_035775141.1|AALB	LOC6611650|XP_002036185.1|DSEC
OG0005398	LOC118457302|XP_035774668.1|AALB	LOC6613936|XP_002038401.1|DSEC
OG0005399	LOC118457599|XP_035775191.1|AALB	LOC6608197|XP_032571600.1|DSEC
OG0005400	LOC118457864|XP_035775656.1|AALB	LOC6608271|XP_032572295.1|DSEC
OG0005401	LOC118457001|XP_035774117.1|AALB	LOC6611660|XP_002036195.1|DSEC
OG0005402	LOC118457731|XP_035775417.1|AALB	LOC6611659|XP_002036194.1|DSEC
OG0005403	LOC118458207|XP_035776345.1|AALB	LOC6611654|XP_002036189.1|DSEC
OG0005404	LOC118458208|XP_035776346.1|AALB	LOC6611655|XP_002036190.1|DSEC
OG0005405	LOC118459322|XP_035778469.1|AALB	LOC6615551|XP_002039925.1|DSEC
OG0005406	LOC118458447|XP_035776823.1|AALB	LOC6609758|XP_032571773.1|DSEC
OG0005407	LOC118456692|XP_035773573.1|AALB	LOC6615619|XP_002039993.1|DSEC
OG0005408	LOC118461582|XP_035782966.1|AALB	LOC6613417|XP_002037891.1|DSEC
OG0005409	LOC118456395|XP_035772980.1|AALB	LOC6611584|XP_032583133.1|DSEC
OG0005410	LOC118468578|XP_035795403.1|AALB	LOC6613425|XP_002037899.1|DSEC
OG0005411	LOC118459091|XP_035778049.1|AALB	LOC6608833|XP_002033547.1|DSEC
OG0005412	LOC118459084|XP_035778041.1|AALB	LOC6608842|XP_002033556.1|DSEC
OG0005413	LOC118468833|XP_035795966.1|AALB	LOC6608918|XP_002033632.2|DSEC
OG0005414	LOC118469052|XP_035796411.1|AALB	LOC6619876|XP_032579989.1|DSEC
OG0005415	LOC118460741|XP_035781195.1|AALB	LOC6620313|XP_002044521.2|DSEC
OG0005416	LOC118459643|XP_035779116.1|AALB	LOC6608014|XP_002032762.1|DSEC
OG0005417	LOC118457284|XP_035774638.1|AALB	LOC6614491|XP_002038924.1|DSEC
OG0005418	LOC118456772|XP_035773740.1|AALB	LOC6618180|XP_002042455.2|DSEC
OG0005419	LOC118460840|XP_035781419.1|AALB	LOC6612002|XP_002036519.1|DSEC
OG0005420	LOC118457494|XP_035775020.1|AALB	LOC6611451|XP_002035993.1|DSEC
OG0005421	LOC118459019|XP_035777915.1|AALB	LOC6621460|XP_002045609.2|DSEC
OG0005422	LOC118460340|XP_035780459.1|AALB	LOC6614923|XP_002039340.1|DSEC
OG0005423	LOC118461116|XP_035781931.1|AALB	LOC6611818|XP_032571868.1|DSEC
OG0005424	LOC118461875|XP_035783599.1|AALB	LOC6615255|XP_002039661.1|DSEC
OG0005425	LOC118456755|XP_035773711.1|AALB	LOC6620215|XP_032581154.1|DSEC
OG0005426	LOC118456313|XP_035772845.1|AALB	LOC6608326|XP_032570332.1|DSEC
OG0005427	LOC118459662|XP_035779156.1|AALB	LOC6614643|XP_002039070.2|DSEC
OG0005428	LOC118459659|XP_035779143.1|AALB	LOC6613608|XP_032581523.1|DSEC
OG0005429	LOC118456362|XP_035772928.1|AALB	LOC6613627|XP_032573544.1|DSEC
OG0005430	LOC118456361|XP_035772925.1|AALB	LOC6613628|XP_032573568.1|DSEC
OG0005431	LOC118461276|XP_035782321.1|AALB	LOC6619324|XP_002043541.1|DSEC
OG0005432	LOC118456318|XP_035772851.1|AALB	LOC6620146|XP_032580959.1|DSEC
OG0005433	LOC118459036|XP_035777948.1|AALB	LOC6609585|XP_002034262.1|DSEC
OG0005434	LOC118457579|XP_035775150.1|AALB	LOC6619339|XP_032583166.1|DSEC
OG0005436	LOC118458430|XP_035776781.1|AALB	LOC6620428|XP_002044636.1|DSEC
OG0005437	LOC118461966|XP_035783769.1|AALB	LOC6616813|XP_002041150.1|DSEC
OG0005438	LOC118466869|XP_035792613.1|AALB	LOC6617313|XP_032572419.1|DSEC
OG0005439	LOC118458680|XP_035777285.1|AALB	LOC6606537|XP_002031338.1|DSEC
OG0005440	LOC118460230|XP_035780255.1|AALB	LOC6613289|XP_002037766.2|DSEC
OG0005441	LOC118457971|XP_035775910.1|AALB	LOC6617775|XP_002042087.1|DSEC
OG0005442	LOC118457052|XP_035774194.1|AALB	LOC6614616|XP_002039044.1|DSEC
OG0005443	LOC118468086|XP_035794872.1|AALB	LOC6611963|XP_032576142.1|DSEC
OG0005444	LOC118459525|XP_035778875.1|AALB	LOC6617243|XP_002041570.1|DSEC
OG0005446	LOC118461190|XP_035782114.1|AALB	LOC6611604|XP_002036141.1|DSEC
OG0005447	LOC118460929|XP_035781582.1|AALB	LOC6613408|XP_032571273.1|DSEC
OG0005448	LOC118458714|XP_035777349.1|AALB	LOC6609271|XP_032570143.1|DSEC
OG0005449	LOC118457511|XP_035775045.1|AALB	LOC6619994|XP_002044206.1|DSEC
OG0005450	LOC118457135|XP_035774343.1|AALB	LOC6618771|XP_002043029.1|DSEC
OG0005451	LOC118468928|XP_035796140.1|AALB	LOC6614520|XP_002038951.1|DSEC
OG0005452	LOC118459205|XP_035778273.1|AALB	LOC6615617|XP_032570457.1|DSEC
OG0005453	LOC118460483|XP_035780718.1|AALB	LOC6607165|XP_032576411.1|DSEC
OG0005454	LOC118458273|XP_035776481.1|AALB	LOC6617740|XP_002042052.1|DSEC
OG0005455	LOC118456239|XP_035772725.1|AALB	LOC6618842|XP_002043091.1|DSEC
OG0005456	LOC118457394|XP_035774822.1|AALB	LOC6614653|XP_002039080.1|DSEC
OG0005457	LOC118457395|XP_035774823.1|AALB	LOC6614651|XP_002039078.1|DSEC
OG0005458	LOC118467270|XP_035793457.1|AALB	LOC6617398|XP_032577199.1|DSEC
OG0005459	LOC118467281|XP_035793483.1|AALB	LOC6613404|XP_002037878.2|DSEC
OG0005460	LOC118458269|XP_035776475.1|AALB	LOC6613486|XP_002037955.1|DSEC
OG0005461	LOC118460303|XP_035780399.1|AALB	LOC6614638|XP_002039065.1|DSEC
OG0005462	LOC118460307|XP_035780402.1|AALB	LOC6614636|XP_002039063.1|DSEC
OG0005463	LOC118460306|XP_035780401.1|AALB	LOC6605683|XP_002030499.1|DSEC
OG0005464	LOC118457375|XP_035774803.1|AALB	LOC6614639|XP_002039066.1|DSEC
OG0005465	LOC118456422|XP_035773054.1|AALB	LOC6614650|XP_002039077.2|DSEC
OG0005466	LOC118461184|XP_035782105.1|AALB	LOC6614652|XP_002039079.1|DSEC
OG0005467	LOC118462020|XP_035783869.1|AALB	LOC6607478|XP_002032247.1|DSEC
OG0005468	LOC118458550|XP_035777079.1|AALB	LOC6611633|XP_002036169.1|DSEC
OG0005469	LOC118468392|XP_035795049.1|AALB	LOC6611671|XP_002036206.1|DSEC
OG0005470	LOC118468389|XP_035795041.1|AALB	LOC6611673|XP_032570026.1|DSEC
OG0005471	LOC118468390|XP_035795043.1|AALB	LOC6614436|XP_032583714.1|DSEC
OG0005473	LOC118459245|XP_035778346.1|AALB	LOC6613492|XP_002037961.1|DSEC
OG0005474	LOC118467229|XP_035793383.1|AALB	LOC6617714|XP_002042026.1|DSEC
OG0005475	LOC118459241|XP_035778336.1|AALB	LOC6617713|XP_002042025.1|DSEC
OG0005476	LOC118461963|XP_035783765.1|AALB	LOC6608079|XP_002032827.2|DSEC
OG0005477	LOC118468330|XP_035794970.1|AALB	LOC6605237|XP_032575714.1|DSEC
OG0005478	LOC118467424|XP_035793806.1|AALB	LOC6613343|XP_002037818.1|DSEC
OG0005479	LOC118467409|XP_035793782.1|AALB	LOC6613344|XP_002037819.1|DSEC
OG0005480	LOC118467414|XP_035793795.1|AALB	LOC6613345|XP_002037820.1|DSEC
OG0005481	LOC118468671|XP_035795647.1|AALB	LOC6613248|XP_002037725.1|DSEC
OG0005482	LOC118460714|XP_035781137.1|AALB	LOC6613246|XP_032576143.1|DSEC
OG0005483	LOC118460717|XP_035781154.1|AALB	LOC6606260|XP_002031065.2|DSEC
OG0005484	LOC118459023|XP_035777919.1|AALB	LOC6611364|XP_032583480.1|DSEC
OG0005485	LOC118468587|XP_035795414.1|AALB	LOC6608982|XP_002033696.2|DSEC
OG0005486	LOC118458222|XP_035776378.1|AALB	LOC6608262|XP_002033006.1|DSEC
OG0005487	LOC118458859|XP_035777674.1|AALB	LOC6613188|XP_002037669.1|DSEC
OG0005488	LOC118468411|XP_035795068.1|AALB	LOC116803590|XP_032583444.1|DSEC
OG0005489	LOC118456380|XP_035772960.1|AALB	LOC6617332|XP_002041657.2|DSEC
OG0005490	LOC118456373|XP_035772950.1|AALB	LOC6617330|XP_002041655.2|DSEC
OG0005491	LOC118460469|XP_035780684.1|AALB	LOC6617422|XP_032570678.1|DSEC
OG0005492	LOC118468336|XP_035794979.1|AALB	LOC6617428|XP_032569842.1|DSEC
OG0005493	LOC118468388|XP_035795040.1|AALB	LOC6614735|XP_002039159.1|DSEC
OG0005494	LOC118461431|XP_035782632.1|AALB	LOC6618872|XP_002043120.1|DSEC
OG0005495	LOC118468584|XP_035795408.1|AALB	LOC6618916|XP_002043164.1|DSEC
OG0005496	LOC118468528|XP_035795289.1|AALB	LOC6619205|XP_032577452.1|DSEC
OG0005497	LOC118459838|XP_035779497.1|AALB	LOC6614776|XP_002039195.2|DSEC
OG0005498	LOC118459845|XP_035779506.1|AALB	LOC6614777|XP_032572280.1|DSEC
OG0005499	LOC118459832|XP_035779488.1|AALB	LOC6614773|XP_032582935.1|DSEC
OG0005500	LOC118459844|XP_035779505.1|AALB	LOC6614774|XP_002039193.1|DSEC
OG0005501	LOC118459837|XP_035779496.1|AALB	LOC6614633|XP_002039060.1|DSEC
OG0005502	LOC118459839|XP_035779498.1|AALB	LOC6614634|XP_002039061.2|DSEC
OG0005504	LOC118460522|XP_035780792.1|AALB	LOC6617394|XP_002041719.1|DSEC
OG0005506	LOC118457075|XP_035774246.1|AALB	LOC6618179|XP_032570441.1|DSEC
OG0005507	LOC118460694|XP_035781102.1|AALB	LOC6617222|XP_002041549.1|DSEC
OG0005508	LOC118456385|XP_035772968.1|AALB	LOC6612076|XP_002036593.1|DSEC
OG0005509	LOC118456384|XP_035772967.1|AALB	LOC6613089|XP_002037572.1|DSEC
OG0005510	LOC118460987|XP_035781702.1|AALB	LOC6611223|XP_002035779.1|DSEC
OG0005511	LOC118458945|XP_035777821.1|AALB	LOC6615870|XP_002040240.1|DSEC
OG0005512	LOC118456272|XP_035772779.1|AALB	LOC6607452|XP_032578481.1|DSEC
OG0005513	LOC118460612|XP_035780946.1|AALB	LOC6619560|XP_002043775.1|DSEC
OG0005514	LOC118460609|XP_035780943.1|AALB	LOC6607374|XP_002032147.2|DSEC
OG0005515	LOC118459030|XP_035777939.1|AALB	LOC6608878|XP_002033592.1|DSEC
OG0005516	LOC118459029|XP_035777938.1|AALB	LOC6611982|XP_002036499.1|DSEC
OG0005517	LOC118458773|XP_035777483.1|AALB	LOC6611629|XP_032583394.1|DSEC
OG0005518	LOC118461402|XP_035782562.1|AALB	LOC6614586|XP_002039014.2|DSEC
OG0005519	LOC118458666|XP_035777264.1|AALB	LOC6608771|XP_002033492.1|DSEC
OG0005520	LOC118457508|XP_035775040.1|AALB	LOC6612063|XP_002036580.2|DSEC
OG0005521	LOC118458489|XP_035776934.1|AALB	LOC6612061|XP_002036578.1|DSEC
OG0005522	LOC118458485|XP_035776929.1|AALB	LOC6605252|XP_032573401.1|DSEC
OG0005523	LOC118461554|XP_035782899.1|AALB	LOC6618239|XP_002042514.2|DSEC
OG0005524	LOC118460931|XP_035781584.1|AALB	LOC6611490|XP_032569990.1|DSEC
OG0005525	LOC118460937|XP_035781592.1|AALB	LOC6611862|XP_032571380.1|DSEC
OG0005526	LOC118468631|XP_035795542.1|AALB	LOC6611960|XP_002036477.1|DSEC
OG0005527	LOC118468634|XP_035795545.1|AALB	LOC6620118|XP_032579921.1|DSEC
OG0005528	LOC118457165|XP_035774386.1|AALB	LOC6611532|XP_002036071.1|DSEC
OG0005529	LOC118456501|XP_035773223.1|AALB	LOC6618266|XP_032571268.1|DSEC
OG0005530	LOC118459394|XP_035778590.1|AALB	LOC6613165|XP_032583331.1|DSEC
OG0005531	LOC118459391|XP_035778588.1|AALB	LOC6616433|XP_002040794.1|DSEC
OG0005532	LOC118468326|XP_035794964.1|AALB	LOC6617200|XP_032576850.1|DSEC
OG0005533	LOC118461844|XP_035783518.1|AALB	LOC6613141|XP_002037622.1|DSEC
OG0005534	LOC118464945|XP_035788625.1|AALB	LOC6610286|XP_002034881.2|DSEC
OG0005535	LOC118459755|XP_035779340.1|AALB	LOC6620621|XP_032569809.1|DSEC
OG0005536	LOC118459183|XP_035778231.1|AALB	LOC6614445|XP_002038878.1|DSEC
OG0005537	LOC118466109|XP_035790935.1|AALB, LOC118461914|XP_035783664.1|AALB	LOC6617802|XP_032569790.1|DSEC
OG0005538	LOC118460512|XP_035780770.1|AALB	LOC6614546|XP_002038977.1|DSEC
OG0005539	LOC118457505|XP_035775037.1|AALB	LOC6614608|XP_002039036.1|DSEC
OG0005540	LOC118458486|XP_035776930.1|AALB	LOC6617289|XP_002041616.2|DSEC
OG0005541	LOC118457502|XP_035775032.1|AALB	LOC6617218|XP_002041545.1|DSEC
OG0005542	LOC118458483|XP_035776922.1|AALB	LOC6610623|XP_002035190.1|DSEC
OG0005543	LOC118456628|XP_035773441.1|AALB	LOC6614684|XP_002039111.1|DSEC
OG0005544	LOC118461854|XP_035783541.1|AALB	LOC6617263|XP_032574067.1|DSEC
OG0005545	LOC118466992|XP_035792812.1|AALB	LOC6612141|XP_002036658.1|DSEC
OG0005546	LOC118461546|XP_035782888.1|AALB	LOC6618237|XP_002042512.1|DSEC
OG0005547	LOC118465430|XP_035789554.1|AALB	LOC6611651|XP_002036186.1|DSEC
OG0005548	LOC118467603|XP_035794196.1|AALB	LOC6611656|XP_002036191.1|DSEC
OG0005549	LOC118462895|XP_035784881.1|AALB	LOC6611658|XP_002036193.1|DSEC
OG0005550	LOC118467616|XP_035794217.1|AALB	LOC6613467|XP_032579314.1|DSEC
OG0005551	LOC118467669|XP_035794322.1|AALB	LOC6609868|XP_002034519.1|DSEC
OG0005552	LOC118456888|XP_035773902.1|AALB	LOC6609867|XP_002034518.1|DSEC
OG0005553	LOC118457421|XP_035774895.1|AALB	LOC6617395|XP_002041720.1|DSEC
OG0005554	LOC118459597|XP_035779023.1|AALB	LOC6613325|XP_032569838.1|DSEC
OG0005555	LOC118459602|XP_035779043.1|AALB	LOC6613322|XP_002037798.2|DSEC
OG0005556	LOC118459600|XP_035779041.1|AALB	LOC6613321|XP_002037797.1|DSEC
OG0005557	LOC118468912|XP_035796113.1|AALB	LOC6614414|XP_002038847.1|DSEC
OG0005558	LOC118459596|XP_035779017.1|AALB	LOC6617528|XP_032582720.1|DSEC
OG0005559	LOC118468898|XP_035796088.1|AALB	LOC6618177|XP_002042452.1|DSEC
OG0005560	LOC118468904|XP_035796098.1|AALB	LOC6614412|XP_002038845.1|DSEC
OG0005561	LOC118468909|XP_035796106.1|AALB	LOC6619833|XP_002044046.1|DSEC
OG0005562	LOC118468902|XP_035796094.1|AALB	LOC6613386|XP_032573302.1|DSEC
OG0005563	LOC118456168|XP_035772604.1|AALB	LOC6620108|XP_032579886.1|DSEC
OG0005564	LOC118460005|XP_035779818.1|AALB	LOC6611951|XP_002036468.1|DSEC
OG0005565	LOC118458476|XP_035776912.1|AALB	LOC6614477|XP_002038910.1|DSEC
OG0005566	LOC118463997|XP_035786937.1|AALB	LOC6614478|XP_002038911.1|DSEC
OG0005567	LOC118468403|XP_035795060.1|AALB	LOC6607800|XP_032576571.1|DSEC
OG0005568	LOC118462014|XP_035783853.1|AALB	LOC6613414|XP_002037888.1|DSEC
OG0005569	LOC118457248|XP_035774528.1|AALB	LOC6613049|XP_032581191.1|DSEC
OG0005570	LOC118460515|XP_035780778.1|AALB	LOC6617333|XP_032582958.1|DSEC
OG0005571	LOC118456680|XP_035773547.1|AALB	LOC6615666|XP_032571366.1|DSEC
OG0005572	LOC118458359|XP_035776604.1|AALB	LOC6615354|XP_002039752.1|DSEC
OG0005573	LOC118468836|XP_035795970.1|AALB	LOC6616926|XP_002041257.1|DSEC
OG0005574	LOC118456931|XP_035773967.1|AALB	LOC6608023|XP_002032771.1|DSEC
OG0005575	LOC118462818|XP_035784732.1|AALB	LOC6606973|XP_002031765.2|DSEC
OG0005576	LOC118456650|XP_035773481.1|AALB	LOC6609380|XP_002034069.1|DSEC
OG0005577	LOC118460293|XP_035780381.1|AALB	LOC6605752|XP_002030567.1|DSEC
OG0005578	LOC118460285|XP_035780365.1|AALB	LOC6616267|XP_032575522.1|DSEC
OG0005579	LOC118460291|XP_035780377.1|AALB	LOC116801266|XP_032575525.1|DSEC
OG0005580	LOC118460960|XP_035781629.1|AALB	LOC6604986|XP_002029829.1|DSEC
OG0005581	LOC118456934|XP_035773972.1|AALB	LOC6612310|XP_032580628.1|DSEC
OG0005582	LOC118460393|XP_035780562.1|AALB	LOC6616514|XP_002040874.1|DSEC
OG0005583	LOC118460397|XP_035780567.1|AALB	LOC6604881|XP_002029726.1|DSEC
OG0005584	LOC118456549|XP_035773310.1|AALB	LOC6613592|XP_002038060.1|DSEC
OG0005585	LOC118456545|XP_035773304.1|AALB	LOC6614211|XP_002038656.1|DSEC
OG0005586	LOC118457263|XP_035774545.1|AALB	LOC6621850|XP_002045924.2|DSEC
OG0005587	LOC118457258|XP_035774539.1|AALB	LOC6612091|XP_002036608.1|DSEC
OG0005588	LOC118457254|XP_035774535.1|AALB	LOC6605874|XP_032575360.1|DSEC
OG0005589	LOC118457905|XP_035775789.1|AALB	LOC6607170|XP_002031956.1|DSEC
OG0005590	LOC118457025|XP_035774153.1|AALB	LOC6607887|XP_002032641.1|DSEC
OG0005591	LOC118457024|XP_035774152.1|AALB	LOC6618448|XP_002042718.2|DSEC
OG0005592	LOC118457904|XP_035775788.1|AALB	LOC6616843|XP_002041179.1|DSEC
OG0005593	LOC118461196|XP_035782134.1|AALB	LOC6610429|XP_002035010.2|DSEC
OG0005594	LOC118461195|XP_035782133.1|AALB	LOC6611098|XP_002035655.1|DSEC
OG0005595	LOC118461193|XP_035782121.1|AALB	LOC6611097|XP_002035654.2|DSEC
OG0005596	LOC118458281|XP_035776497.1|AALB	LOC6610402|XP_002034984.1|DSEC
OG0005597	LOC118468808|XP_035795908.1|AALB	LOC6607300|XP_032579529.1|DSEC
OG0005598	LOC118459896|XP_035779605.1|AALB	LOC6612763|XP_002037266.1|DSEC
OG0005599	LOC118457418|XP_035774887.1|AALB	LOC6615352|XP_032570870.1|DSEC
OG0005600	LOC118458625|XP_035777206.1|AALB	LOC6607251|XP_002032030.1|DSEC
OG0005601	LOC118456937|XP_035773981.1|AALB	LOC6615051|XP_002039468.2|DSEC
OG0005602	LOC118456952|XP_035774021.1|AALB	LOC6617024|XP_002041352.1|DSEC
OG0005603	LOC118461529|XP_035782854.1|AALB	LOC6609258|XP_002033948.1|DSEC
OG0005604	LOC118461525|XP_035782849.1|AALB	LOC6609256|XP_002033946.2|DSEC
OG0005605	LOC118458620|XP_035777197.1|AALB	LOC6608806|XP_002033525.1|DSEC
OG0005606	LOC118457244|XP_035774523.1|AALB	LOC6617706|XP_002042018.1|DSEC
OG0005607	LOC118460787|XP_035781284.1|AALB	LOC6606825|XP_002031622.1|DSEC
OG0005608	LOC118460778|XP_035781276.1|AALB	LOC6606828|XP_002031625.2|DSEC
OG0005609	LOC118460789|XP_035781287.1|AALB	LOC6610588|XP_002035161.1|DSEC
OG0005610	LOC118460433|XP_035780618.1|AALB	LOC6604829|XP_002029674.1|DSEC
OG0005611	LOC118456704|XP_035773609.1|AALB	LOC6610629|XP_032575442.1|DSEC
OG0005612	LOC118458752|XP_035777435.1|AALB	LOC6606739|XP_002031536.1|DSEC
OG0005613	LOC118461511|XP_035782834.1|AALB	LOC6616884|XP_002041220.1|DSEC
OG0005614	LOC118461495|XP_035782812.1|AALB	LOC6613946|XP_002038410.1|DSEC
OG0005615	LOC118459901|XP_035779615.1|AALB	LOC6619500|XP_032578320.1|DSEC
OG0005616	LOC118460992|XP_035781706.1|AALB	LOC6606285|XP_002031090.2|DSEC
OG0005617	LOC118460990|XP_035781705.1|AALB	LOC6614116|XP_002038570.1|DSEC
OG0005618	LOC118460993|XP_035781707.1|AALB	LOC6608741|XP_002033464.1|DSEC
OG0005619	LOC118461489|XP_035782763.1|AALB	LOC6613737|XP_032578047.1|DSEC
OG0005620	LOC118458788|XP_035777522.1|AALB	LOC6617590|XP_002041903.2|DSEC
OG0005622	LOC118458173|XP_035776271.1|AALB	LOC6612242|XP_002036754.1|DSEC
OG0005623	LOC118468831|XP_035795955.1|AALB	LOC6616153|XP_032580047.1|DSEC
OG0005624	LOC118461224|XP_035782202.1|AALB	LOC6614188|XP_032577068.1|DSEC
OG0005625	LOC118461222|XP_035782200.1|AALB	LOC6606198|XP_032576573.1|DSEC
OG0005626	LOC118461230|XP_035782216.1|AALB	LOC6620258|XP_002044466.1|DSEC
OG0005627	LOC118468610|XP_035795496.1|AALB	LOC6606769|XP_032579445.1|DSEC
OG0005628	LOC118456790|XP_035773764.1|AALB	LOC6606270|XP_002031075.1|DSEC
OG0005629	LOC118459944|XP_035779715.1|AALB	LOC6608661|XP_002033394.1|DSEC
OG0005630	LOC118459938|XP_035779699.1|AALB	LOC6608848|XP_032570772.1|DSEC
OG0005631	LOC118459798|XP_035779426.1|AALB	LOC6617606|XP_002041919.2|DSEC
OG0005633	LOC118459470|XP_035778771.1|AALB	LOC6616620|XP_032577012.1|DSEC
OG0005634	LOC118460796|XP_035781296.1|AALB	LOC6616702|XP_002041057.1|DSEC
OG0005635	LOC118461355|XP_035782473.1|AALB	LOC6611931|XP_032569745.1|DSEC
OG0005636	LOC118461227|XP_035782208.1|AALB	LOC6614111|XP_032577607.1|DSEC
OG0005637	LOC118456791|XP_035773766.1|AALB	LOC6607241|XP_002032022.1|DSEC
OG0005638	LOC118468612|XP_035795504.1|AALB	LOC6610062|XP_032571240.1|DSEC
OG0005639	LOC118459709|XP_035779260.1|AALB	LOC6615318|XP_002039719.2|DSEC
OG0005640	LOC118459187|XP_035778238.1|AALB	LOC6606793|XP_002031590.1|DSEC
OG0005641	LOC118464116|XP_035787096.1|AALB	LOC6619836|XP_032582540.1|DSEC
OG0005642	LOC118461409|XP_035782581.1|AALB	LOC6620028|XP_002044240.1|DSEC
OG0005643	LOC118459875|XP_035779555.1|AALB	LOC6610765|XP_002035331.1|DSEC
OG0005644	LOC118459871|XP_035779551.1|AALB	LOC6605090|XP_002029931.1|DSEC
OG0005645	LOC118460359|XP_035780497.1|AALB	LOC6612574|XP_032580157.1|DSEC
OG0005646	LOC118458455|XP_035776841.1|AALB	LOC6612421|XP_032581163.1|DSEC
OG0005647	LOC118456498|XP_035773219.1|AALB	LOC6613591|XP_002038059.1|DSEC
OG0005648	LOC118456497|XP_035773218.1|AALB	LOC6605234|XP_002030072.1|DSEC
OG0005649	LOC118459857|XP_035779523.1|AALB	LOC6613871|XP_002038340.1|DSEC
OG0005650	LOC118457758|XP_035775470.1|AALB	LOC6613865|XP_002038334.1|DSEC
OG0005651	LOC118460344|XP_035780473.1|AALB	LOC6619826|XP_032580860.1|DSEC
OG0005652	LOC118461524|XP_035782848.1|AALB	LOC6617163|XP_002041490.2|DSEC
OG0005653	LOC118461041|XP_035781823.1|AALB	LOC6612021|XP_002036538.1|DSEC
OG0005654	LOC118461046|XP_035781830.1|AALB	LOC6613850|XP_002038319.1|DSEC
OG0005655	LOC118461052|XP_035781836.1|AALB	LOC6606294|XP_002031099.1|DSEC
