Orthogroup	DBUS.longest_only	ASTE.longest_only
OG0003701	LOC108598871|XP_017841123.1|DBUS	LOC118509771|XP_035906802.1|ASTE
OG0003702	LOC108598780|XP_017841009.2|DBUS	LOC118509761|XP_035906785.1|ASTE
OG0003703	LOC108598675|XP_017840884.1|DBUS	LOC118511882|XP_035911400.1|ASTE
OG0003704	LOC108599591|XP_017842026.1|DBUS	LOC118511878|XP_035911394.1|ASTE
OG0003705	LOC108596742|XP_017838298.1|DBUS	LOC118512306|XP_035912430.1|ASTE
OG0003706	LOC108598636|XP_017840829.1|DBUS	LOC118512867|XP_035913848.1|ASTE
OG0003707	LOC108600265|XP_017843208.1|DBUS	LOC118512871|XP_035913855.1|ASTE
OG0003708	LOC108598096|XP_033149367.1|DBUS	LOC118510150|XP_035907547.1|ASTE
OG0003709	LOC108596375|XP_017837531.1|DBUS	LOC118513269|XP_035914729.1|ASTE
OG0003710	LOC108596374|XP_017837530.1|DBUS	LOC118513464|XP_035915133.1|ASTE
OG0003711	LOC108600186|XP_017843082.1|DBUS	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE
OG0003712	LOC108597539|XP_017839627.1|DBUS	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE
OG0003713	LOC108597288|XP_017839251.1|DBUS	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE
OG0003714	LOC108597287|XP_017839250.1|DBUS	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE
OG0003715	LOC108599068|XP_017841338.1|DBUS	LOC118514619|XP_035917509.1|ASTE
OG0003716	LOC108600880|XP_017844186.1|DBUS	LOC118509406|XP_035905864.1|ASTE
OG0003717	LOC108598715|XP_017840933.1|DBUS	LOC118508827|XP_035904465.1|ASTE
OG0003718	LOC108600453|XP_017843530.1|DBUS	LOC118509911|XP_035907083.1|ASTE
OG0003719	LOC108598614|XP_017840802.2|DBUS	LOC118509552|XP_035906196.1|ASTE
OG0003720	LOC108606114|XP_017851456.1|DBUS	LOC118511283|XP_035910070.1|ASTE
OG0003721	LOC108597346|XP_017839342.1|DBUS	LOC118511286|XP_035910084.1|ASTE
OG0003722	LOC108600304|XP_017843280.2|DBUS	LOC118511319|XP_035910125.1|ASTE
OG0003723	LOC108598917|XP_017841170.1|DBUS	LOC118511312|XP_035910119.1|ASTE
OG0003724	LOC108600917|XP_017844239.1|DBUS	LOC118512266|XP_035912339.1|ASTE
OG0003725	LOC108600333|XP_017843337.1|DBUS	LOC118514229|XP_035916821.1|ASTE
OG0003726	LOC108600297|XP_017843267.1|DBUS	LOC118514244|XP_035916844.1|ASTE
OG0003728	LOC108603541|XP_017847942.1|DBUS	LOC118508855|XP_035904501.1|ASTE
OG0003729	LOC108599455|XP_017841778.2|DBUS	LOC118508850|XP_035904495.1|ASTE
OG0003730	LOC108600343|XP_017843355.2|DBUS	LOC118510262|XP_035907740.1|ASTE
OG0003731	LOC108601118|XP_017844528.1|DBUS	LOC118509402|XP_035905856.1|ASTE
OG0003732	LOC108600665|XP_017843850.1|DBUS	LOC118509392|XP_035905832.1|ASTE
OG0003733	LOC108600881|XP_017844187.1|DBUS	LOC118509391|XP_035905831.1|ASTE
OG0003734	LOC108600038|XP_017842872.1|DBUS	LOC118510094|XP_035907404.1|ASTE
OG0003735	LOC108597529|XP_017839616.1|DBUS	LOC118509242|XP_035905449.1|ASTE
OG0003736	LOC108595546|XP_017836294.1|DBUS	LOC118509248|XP_035905475.1|ASTE
OG0003737	LOC108596744|XP_017838306.1|DBUS	LOC118509243|XP_035905450.1|ASTE
OG0003738	LOC108596524|XP_017837900.2|DBUS	LOC118511844|XP_035911280.1|ASTE
OG0003739	LOC108597385|XP_017839407.1|DBUS	LOC118511845|XP_035911282.1|ASTE
OG0003740	LOC108596727|XP_017838260.1|DBUS	LOC118511849|XP_035911287.1|ASTE
OG0003741	LOC108598290|XP_017840852.1|DBUS	LOC118511853|XP_035911292.1|ASTE
OG0003742	LOC108600223|XP_017843135.1|DBUS	LOC118511851|XP_035911290.1|ASTE
OG0003743	LOC108597384|XP_017839406.1|DBUS	LOC118511517|XP_035910593.1|ASTE
OG0003744	LOC108595983|XP_017836760.2|DBUS	LOC118511521|XP_035910602.1|ASTE
OG0003745	LOC108597366|XP_017839381.1|DBUS	LOC118511524|XP_035910605.1|ASTE
OG0003746	LOC108597020|XP_017838789.2|DBUS	LOC118511518|XP_035910599.1|ASTE
OG0003747	LOC108598148|XP_033150659.1|DBUS	LOC118511527|XP_035910609.1|ASTE
OG0003748	LOC108599257|XP_017841542.2|DBUS	LOC118511526|XP_035910608.1|ASTE
OG0003749	LOC108601072|XP_017844456.2|DBUS	LOC118511530|XP_035910612.1|ASTE
OG0003750	LOC108598480|XP_017840619.1|DBUS	LOC118509365|XP_035905781.1|ASTE
OG0003751	LOC108600303|XP_033149293.1|DBUS	LOC118509646|XP_035906447.1|ASTE
OG0003752	LOC108600484|XP_017843598.2|DBUS	LOC118510333|XP_035907884.1|ASTE
OG0003753	LOC108601076|XP_017844459.2|DBUS	LOC118510374|XP_035907992.1|ASTE
OG0003754	LOC108600637|XP_017843817.2|DBUS	LOC118510329|XP_035907875.1|ASTE
OG0003755	LOC108598618|XP_017840806.1|DBUS	LOC118510348|XP_035907934.1|ASTE
OG0003756	LOC108597736|XP_017839920.1|DBUS	LOC118511333|XP_035910158.1|ASTE
OG0003757	LOC108595092|XP_017835733.1|DBUS	LOC118511344|XP_035910191.1|ASTE
OG0003758	LOC108596364|XP_017837515.1|DBUS	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE
OG0003759	LOC108599581|XP_017842009.2|DBUS, LOC117134777|XP_033149375.1|DBUS	LOC118513144|XP_035914463.1|ASTE
OG0003760	LOC108597007|XP_017838773.1|DBUS	LOC118513151|XP_035914485.1|ASTE
OG0003761	LOC108598791|XP_017841023.1|DBUS	LOC118513153|XP_035914493.1|ASTE
OG0003762	LOC108598436|XP_017840556.1|DBUS	LOC118513156|XP_035914495.1|ASTE
OG0003763	LOC108598041|XP_033149442.1|DBUS	LOC118513165|XP_035914505.1|ASTE
OG0003764	LOC108598444|XP_033149359.1|DBUS	LOC118513181|XP_035914534.1|ASTE
OG0003765	LOC108603432|XP_017847744.1|DBUS	LOC118513179|XP_035914533.1|ASTE
OG0003766	LOC108605611|XP_017850878.1|DBUS	LOC118513172|XP_035914517.1|ASTE
OG0003767	LOC108597678|XP_017839840.1|DBUS	LOC118513190|XP_035914571.1|ASTE
OG0003768	LOC108594758|XP_017835386.1|DBUS	LOC118511408|XP_035910358.1|ASTE
OG0003769	LOC108596550|XP_017837936.1|DBUS	LOC118511406|XP_035910353.1|ASTE
OG0003770	LOC108607407|XP_017853680.1|DBUS	LOC118511404|XP_035910330.1|ASTE
OG0003771	LOC108600996|XP_033149426.1|DBUS	LOC118511417|XP_035910385.1|ASTE
OG0003772	LOC108599976|XP_017842736.1|DBUS	LOC118510382|XP_035908021.1|ASTE
OG0003773	LOC108595046|XP_017835676.1|DBUS	LOC118510354|XP_035907948.1|ASTE
OG0003774	LOC108596728|XP_017838261.1|DBUS	LOC118512915|XP_035913951.1|ASTE
OG0003775	LOC108606982|XP_017853045.1|DBUS	LOC118511181|XP_035909826.1|ASTE
OG0003776	LOC108597352|XP_017839347.1|DBUS	LOC118512003|XP_035911649.1|ASTE
OG0003777	LOC108597177|XP_017839084.1|DBUS	LOC118511982|XP_035911614.1|ASTE
OG0003778	LOC108597344|XP_017839338.1|DBUS	LOC118511985|XP_035911618.1|ASTE
OG0003779	LOC108596721|XP_033148924.1|DBUS	LOC118509704|XP_035906675.1|ASTE
OG0003780	LOC108596298|XP_017837381.1|DBUS	LOC118511955|XP_035911566.1|ASTE
OG0003781	LOC108607422|XP_017853713.1|DBUS	LOC118511969|XP_035911598.1|ASTE
OG0003782	LOC108606288|XP_017851758.1|DBUS	LOC118509625|XP_035906377.1|ASTE
OG0003783	LOC108604746|XP_017849821.1|DBUS	LOC118512889|XP_035913885.1|ASTE
OG0003784	LOC108597338|XP_017839334.1|DBUS	LOC118511975|XP_035911604.1|ASTE
OG0003785	LOC108595273|XP_017835974.1|DBUS	LOC118511956|XP_035911567.1|ASTE
OG0003786	LOC108597306|XP_017839274.1|DBUS	LOC118511948|XP_035911550.1|ASTE
OG0003787	LOC108594648|XP_017835279.1|DBUS	LOC118511987|XP_035911620.1|ASTE
OG0003788	LOC108595422|XP_017836139.1|DBUS	LOC118512243|XP_035912280.1|ASTE
OG0003789	LOC108597149|XP_033151007.1|DBUS	LOC118512237|XP_035912265.1|ASTE
OG0003790	LOC108598448|XP_017840576.1|DBUS	LOC118512234|XP_035912260.1|ASTE
OG0003791	LOC108604056|XP_017848807.1|DBUS	LOC118503298|XP_035892301.1|ASTE
OG0003792	LOC108595431|XP_017836150.1|DBUS	LOC118508552|XP_035904336.1|ASTE
OG0003793	LOC108595244|XP_017835932.1|DBUS	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE
OG0003794	LOC108596804|XP_017838400.1|DBUS	LOC118509619|XP_035906352.1|ASTE
OG0003795	LOC108598231|XP_017840336.2|DBUS, LOC108601075|XP_017844458.2|DBUS	LOC118509678|XP_035906606.1|ASTE
OG0003796	LOC108603035|XP_017846941.1|DBUS	LOC118512890|XP_035913886.1|ASTE
OG0003797	LOC108607566|XP_017853946.2|DBUS	LOC118510965|XP_035909344.1|ASTE
OG0003798	LOC108596072|XP_017836973.1|DBUS	LOC118510964|XP_035909325.1|ASTE
OG0003799	LOC108596188|XP_033149108.1|DBUS	LOC118510960|XP_035909320.1|ASTE
OG0003800	LOC108598591|XP_033150959.1|DBUS	LOC118511031|XP_035909503.1|ASTE
OG0003801	LOC108601987|XP_017845474.1|DBUS	LOC118511038|XP_035909524.1|ASTE
OG0003802	LOC108607965|XP_017854581.1|DBUS	LOC118510085|XP_035907387.1|ASTE
OG0003803	LOC108603032|XP_017846938.1|DBUS	LOC118513404|XP_035914991.1|ASTE
OG0003804	LOC108607845|XP_033150874.1|DBUS	LOC118513385|XP_035914942.1|ASTE
OG0003805	LOC108608504|XP_017855391.2|DBUS	LOC118513382|XP_035914938.1|ASTE
OG0003806	LOC108608345|XP_017855177.1|DBUS	LOC118513384|XP_035914941.1|ASTE
OG0003807	LOC108608498|XP_017855383.1|DBUS	LOC118513376|XP_035914914.1|ASTE
OG0003808	LOC108600041|XP_017842875.1|DBUS	LOC118512701|XP_035913416.1|ASTE
OG0003809	LOC108596334|XP_017837474.1|DBUS	LOC118512711|XP_035913436.1|ASTE
OG0003810	LOC108596273|XP_017837330.1|DBUS	LOC118512720|XP_035913454.1|ASTE
OG0003811	LOC108596626|XP_017838060.1|DBUS	LOC118509637|XP_035906436.1|ASTE
OG0003812	LOC108603305|XP_033150828.1|DBUS	LOC118509854|XP_035906950.1|ASTE
OG0003813	LOC108596546|XP_017837932.2|DBUS	LOC118511803|XP_035911229.1|ASTE
OG0003814	LOC108608051|XP_017854721.1|DBUS	LOC118513299|XP_035914775.1|ASTE
OG0003815	LOC108603492|XP_017847836.1|DBUS	LOC118513306|XP_035914781.1|ASTE
OG0003816	LOC108607982|XP_017854625.1|DBUS	LOC118510567|XP_035908448.1|ASTE
OG0003817	LOC108594434|XP_017835097.1|DBUS	LOC118508929|XP_035904729.1|ASTE
OG0003818	LOC108594523|XP_017835216.2|DBUS	LOC118511105|XP_035909721.1|ASTE
OG0003819	LOC108594404|XP_017835061.2|DBUS	LOC118511125|XP_035909750.1|ASTE
OG0003820	LOC108603354|XP_017847580.1|DBUS	LOC118513529|XP_035915294.1|ASTE
OG0003821	LOC108597655|XP_017839800.1|DBUS	LOC118513589|XP_035915462.1|ASTE
OG0003822	LOC108599977|XP_017842741.2|DBUS	LOC118510619|XP_035908539.1|ASTE
OG0003823	LOC108604281|XP_017849177.1|DBUS	LOC118513229|XP_035914656.1|ASTE
OG0003824	LOC108608405|XP_017855294.1|DBUS	LOC118513536|XP_035915300.1|ASTE
OG0003825	LOC108596844|XP_017838466.2|DBUS	LOC118513528|XP_035915293.1|ASTE
OG0003826	LOC108603310|XP_017847486.1|DBUS	LOC118509164|XP_035905312.1|ASTE
OG0003827	LOC108607271|XP_017853474.1|DBUS	LOC118511112|XP_035909730.1|ASTE
OG0003828	LOC108600728|XP_017843956.2|DBUS	LOC118511095|XP_035909692.1|ASTE
OG0003829	LOC108602702|XP_017846346.2|DBUS	LOC118511078|XP_035909641.1|ASTE
OG0003830	LOC108608116|XP_017854834.1|DBUS	LOC118513541|XP_035915307.1|ASTE
OG0003831	LOC108602900|XP_017846697.1|DBUS	LOC118513950|XP_035916235.1|ASTE
OG0003832	LOC108599248|XP_017841537.2|DBUS	LOC118513929|XP_035916191.1|ASTE
OG0003834	LOC108598705|XP_017840923.1|DBUS	LOC118513986|XP_035916309.1|ASTE
OG0003835	LOC108607906|XP_017854505.1|DBUS	LOC118511274|XP_035910055.1|ASTE
OG0003836	LOC108596262|XP_017837312.2|DBUS	LOC118513569|XP_035915400.1|ASTE
OG0003837	LOC108599542|XP_017841919.1|DBUS	LOC118513562|XP_035915383.1|ASTE
OG0003838	LOC108606378|XP_017851969.1|DBUS	LOC118513544|XP_035915319.1|ASTE
OG0003839	LOC108594372|XP_017835023.2|DBUS	LOC118511047|XP_035909538.1|ASTE
OG0003840	LOC108596114|XP_017837031.1|DBUS	LOC118513391|XP_035914964.1|ASTE
OG0003841	LOC108596234|XP_017837266.1|DBUS	LOC118504141|XP_035894132.1|ASTE
OG0003842	LOC108608019|XP_033150303.1|DBUS	LOC118513850|XP_035916028.1|ASTE
OG0003843	LOC108607506|XP_017853859.2|DBUS	LOC118513668|XP_035915662.1|ASTE
OG0003844	LOC108608525|XP_017855423.1|DBUS	LOC118512211|XP_035912217.1|ASTE
OG0003845	LOC108607246|XP_033150408.1|DBUS	LOC118513215|XP_035914622.1|ASTE
OG0003846	LOC108594453|XP_017835117.1|DBUS	LOC118509331|XP_035905688.1|ASTE
OG0003847	LOC108608077|XP_017854762.1|DBUS	LOC118514278|XP_035916912.1|ASTE
OG0003848	LOC108604241|XP_017849104.1|DBUS	LOC118512641|XP_035913239.1|ASTE
OG0003849	LOC108596926|XP_017838636.1|DBUS	LOC118513616|XP_035915565.1|ASTE
OG0003850	LOC108607747|XP_033150064.1|DBUS	LOC118514711|XP_035917680.1|ASTE
OG0003851	LOC108597499|XP_017839572.1|DBUS	LOC118513998|XP_035916326.1|ASTE
OG0003852	LOC108594420|XP_017835081.1|DBUS	LOC118513882|XP_035916083.1|ASTE
OG0003853	LOC108596450|XP_017837686.1|DBUS	LOC118511080|XP_035909646.1|ASTE
OG0003854	LOC108606704|XP_017837764.1|DBUS	LOC118511099|XP_035909708.1|ASTE
OG0003855	LOC108608068|XP_017854750.1|DBUS	LOC118511097|XP_035909699.1|ASTE
OG0003856	LOC108603179|XP_017847230.1|DBUS	LOC118511124|XP_035909748.1|ASTE
OG0003857	LOC108594221|XP_017834820.1|DBUS	LOC118511056|XP_035909550.1|ASTE
OG0003858	LOC108606309|XP_017851798.1|DBUS	LOC118503887|XP_035893538.1|ASTE
OG0003859	LOC108608228|XP_017854998.1|DBUS	LOC118513419|XP_035915024.1|ASTE
OG0003860	LOC108597759|XP_017839959.1|DBUS	LOC118513415|XP_035915018.1|ASTE
OG0003861	LOC108608175|XP_017854922.1|DBUS	LOC118511727|XP_035911065.1|ASTE
OG0003862	LOC108608067|XP_017854747.2|DBUS	LOC118511601|XP_035910775.1|ASTE
OG0003863	LOC108607695|XP_033150660.1|DBUS	LOC118511597|XP_035910754.1|ASTE
OG0003864	LOC108603170|XP_017847219.1|DBUS	LOC118511596|XP_035910752.1|ASTE
OG0003865	LOC108601944|XP_017845413.1|DBUS	LOC118511594|XP_035910748.1|ASTE
OG0003866	LOC108594531|XP_017835223.1|DBUS	LOC118510604|XP_035908505.1|ASTE
OG0003867	LOC108604412|XP_017849371.2|DBUS	LOC118511591|XP_035910744.1|ASTE
OG0003868	LOC108603153|XP_017847194.1|DBUS, LOC108605869|XP_017851171.1|DBUS	LOC118511651|XP_035910879.1|ASTE
OG0003869	LOC108608528|XP_017855432.1|DBUS	LOC118511232|XP_035909962.1|ASTE
OG0003870	LOC108607861|XP_033150872.1|DBUS	LOC118510105|XP_035907453.1|ASTE
OG0003871	LOC108598868|XP_017841116.1|DBUS	LOC118514607|XP_035917496.1|ASTE
OG0003872	LOC108595390|XP_017836105.1|DBUS	LOC118513421|XP_035915027.1|ASTE
OG0003873	LOC108601356|XP_017844748.1|DBUS	LOC118513427|XP_035915043.1|ASTE
OG0003874	LOC108607690|XP_017854153.1|DBUS	LOC118513426|XP_035915040.1|ASTE
OG0003875	LOC108594264|XP_017834879.2|DBUS	LOC118513430|XP_035915050.1|ASTE
OG0003876	LOC108596732|XP_017838272.1|DBUS	LOC118509271|XP_035905518.1|ASTE
OG0003877	LOC108599865|XP_017842502.1|DBUS	LOC118509068|XP_035905083.1|ASTE
OG0003878	LOC108608227|XP_017854995.1|DBUS	LOC118509074|XP_035905096.1|ASTE
OG0003879	LOC108598831|XP_017841073.1|DBUS	LOC118509078|XP_035905104.1|ASTE
OG0003880	LOC108601004|XP_017844358.2|DBUS	LOC118509086|XP_035905111.1|ASTE
OG0003881	LOC108596784|XP_017838377.1|DBUS	LOC118508992|XP_035904883.1|ASTE
OG0003882	LOC108596369|XP_017837525.1|DBUS	LOC118508986|XP_035904871.1|ASTE
OG0003883	LOC108606845|XP_017852829.1|DBUS	LOC118513450|XP_035915093.1|ASTE
OG0003884	LOC108608144|XP_017854876.2|DBUS	LOC118509843|XP_035906929.1|ASTE
OG0003885	LOC108607741|XP_017854254.1|DBUS	LOC118511761|XP_035911124.1|ASTE
OG0003886	LOC117135046|XP_033150792.1|DBUS	LOC118511759|XP_035911121.1|ASTE
OG0003887	LOC108594515|XP_017835207.2|DBUS	LOC118509280|XP_035905550.1|ASTE
OG0003888	LOC108603555|XP_017847964.1|DBUS	LOC118514107|XP_035916575.1|ASTE
OG0003890	LOC108595049|XP_017835679.1|DBUS	LOC118513505|XP_035915247.1|ASTE
OG0003891	LOC108608181|XP_017854929.2|DBUS	LOC118513504|XP_035915246.1|ASTE
OG0003892	LOC108599454|XP_017841776.1|DBUS	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE
OG0003893	LOC108608374|XP_017855209.1|DBUS	LOC118512026|XP_035911705.1|ASTE
OG0003894	LOC108597427|XP_017839474.1|DBUS	LOC118513228|XP_035914655.1|ASTE
OG0003895	LOC108605898|XP_017851202.1|DBUS	LOC118509230|XP_035905432.1|ASTE
OG0003896	LOC108597431|XP_017839478.1|DBUS	LOC118510122|XP_035907481.1|ASTE
OG0003897	LOC108596299|XP_017837383.1|DBUS	LOC118510127|XP_035907492.1|ASTE
OG0003898	LOC108601133|XP_017844549.1|DBUS	LOC118511617|XP_035910800.1|ASTE
OG0003899	LOC108607717|XP_017854208.1|DBUS	LOC118509146|XP_035905251.1|ASTE
OG0003900	LOC108598016|XP_017840123.1|DBUS	LOC118513726|XP_035915761.1|ASTE
OG0003901	LOC108600734|XP_017843969.1|DBUS	LOC118513725|XP_035915760.1|ASTE
OG0003902	LOC108594316|XP_017834953.1|DBUS	LOC118513721|XP_035915755.1|ASTE
OG0003903	LOC108608534|XP_017855437.1|DBUS	LOC118513723|XP_035915758.1|ASTE
OG0003904	LOC108608533|XP_017855436.2|DBUS	LOC118513722|XP_035915757.1|ASTE
OG0003905	LOC108601494|XP_033150128.1|DBUS	LOC118513717|XP_035915752.1|ASTE
OG0003907	LOC108598889|XP_017841141.1|DBUS	LOC118510996|XP_035909403.1|ASTE
OG0003908	LOC108598898|XP_033150800.1|DBUS	LOC118511002|XP_035909410.1|ASTE
OG0003909	LOC108597646|XP_017839784.1|DBUS	LOC118511020|XP_035909466.1|ASTE
OG0003910	LOC108596815|XP_017838419.1|DBUS	LOC118511021|XP_035909485.1|ASTE
OG0003911	LOC108600111|XP_017842974.2|DBUS	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE
OG0003912	LOC108599039|XP_017841311.2|DBUS	LOC118509057|XP_035905062.1|ASTE
OG0003913	LOC108599582|XP_017842015.1|DBUS	LOC118514571|XP_035917463.1|ASTE
OG0003914	LOC108608315|XP_017855132.1|DBUS	LOC118514558|XP_035917441.1|ASTE
OG0003915	LOC108607009|XP_017853078.1|DBUS	LOC118514587|XP_035917482.1|ASTE
OG0003916	LOC108598403|XP_017840518.1|DBUS	LOC118514580|XP_035917475.1|ASTE
OG0003917	LOC108607464|XP_017853791.1|DBUS	LOC118512505|XP_035912910.1|ASTE
OG0003918	LOC108601184|XP_017844606.1|DBUS	LOC118512525|XP_035912962.1|ASTE
OG0003919	LOC108597704|XP_033148971.1|DBUS	LOC118514555|XP_035917438.1|ASTE
OG0003920	LOC108596871|XP_017838537.1|DBUS	LOC118514557|XP_035917440.1|ASTE
OG0003921	LOC108607987|XP_017854631.2|DBUS	LOC118509138|XP_035905232.1|ASTE
OG0003922	LOC108594492|XP_017835175.1|DBUS	LOC118509141|XP_035905238.1|ASTE
OG0003923	LOC108607355|XP_017853538.1|DBUS	LOC118512549|XP_035913027.1|ASTE
OG0003924	LOC108595358|XP_017836071.1|DBUS	LOC118512551|XP_035913030.1|ASTE
OG0003925	LOC108608009|XP_033149606.1|DBUS	LOC118512557|XP_035913036.1|ASTE
OG0003926	LOC108607482|XP_017853814.1|DBUS	LOC118512564|XP_035913048.1|ASTE
OG0003927	LOC108597652|XP_017839799.1|DBUS	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE
OG0003928	LOC108598146|XP_033150649.1|DBUS, LOC108597574|XP_017839677.2|DBUS	LOC118513781|XP_035915858.1|ASTE
OG0003929	LOC108608455|XP_017855323.1|DBUS	LOC118513767|XP_035915836.1|ASTE
OG0003930	LOC108594220|XP_017834819.1|DBUS	LOC118511770|XP_035911151.1|ASTE
OG0003931	LOC108606773|XP_017852681.1|DBUS	LOC118511768|XP_035911137.1|ASTE
OG0003932	LOC108594676|XP_017835305.1|DBUS	LOC118508974|XP_035904845.1|ASTE
OG0003933	LOC108598203|XP_017840312.1|DBUS	LOC118513746|XP_035915795.1|ASTE
OG0003934	LOC108603043|XP_017846954.1|DBUS	LOC118513750|XP_035915803.1|ASTE
OG0003935	LOC108597372|XP_017839389.1|DBUS	LOC118513758|XP_035915825.1|ASTE
OG0003936	LOC108596838|XP_017838452.1|DBUS	LOC118513757|XP_035915823.1|ASTE
OG0003937	LOC108596353|XP_017837500.1|DBUS	LOC118513769|XP_035915838.1|ASTE
OG0003938	LOC108607950|XP_017854564.2|DBUS	LOC118514676|XP_035917614.1|ASTE
OG0003939	LOC108606424|XP_017852021.1|DBUS	LOC118514677|XP_035917617.1|ASTE
OG0003940	LOC108608286|XP_017855090.1|DBUS	LOC118514680|XP_035917621.1|ASTE
OG0003941	LOC108607949|XP_017854557.1|DBUS	LOC118514684|XP_035917623.1|ASTE
OG0003942	LOC108594530|XP_033148943.1|DBUS	LOC118514697|XP_035917645.1|ASTE
OG0003943	LOC108607658|XP_017854095.1|DBUS	LOC118514152|XP_035916658.1|ASTE
OG0003945	LOC108595586|XP_017836337.1|DBUS	LOC118508472|XP_035904177.1|ASTE
OG0003946	LOC108596267|XP_017837326.1|DBUS	LOC118513834|XP_035915991.1|ASTE
OG0003947	LOC108594442|XP_017835106.2|DBUS	LOC118512443|XP_035912799.1|ASTE
OG0003948	LOC108600922|XP_017844248.1|DBUS	LOC118512586|XP_035913116.1|ASTE
OG0003949	LOC108607798|XP_017854327.1|DBUS	LOC118510631|XP_035908563.1|ASTE
OG0003950	LOC108597322|XP_017839305.1|DBUS	LOC118510643|XP_035908630.1|ASTE
OG0003951	LOC108600369|XP_017843436.2|DBUS	LOC118510646|XP_035908643.1|ASTE
OG0003952	LOC108607776|XP_017854298.1|DBUS	LOC118512662|XP_035913304.1|ASTE
OG0003953	LOC108608462|XP_017855335.1|DBUS	LOC118511569|XP_035910706.1|ASTE
OG0003954	LOC108599067|XP_017841337.2|DBUS	LOC118514466|XP_035917281.1|ASTE
OG0003955	LOC108601355|XP_033149832.1|DBUS	LOC118510010|XP_035907289.1|ASTE
OG0003956	LOC108607898|XP_033150633.1|DBUS	LOC118514659|XP_035917585.1|ASTE
OG0003957	LOC108600860|XP_017844155.1|DBUS	LOC118514667|XP_035917601.1|ASTE
OG0003958	LOC108607003|XP_017853070.1|DBUS	LOC118514671|XP_035917607.1|ASTE
OG0003959	LOC108597271|XP_017839221.1|DBUS	LOC118511782|XP_035911185.1|ASTE
OG0003960	LOC108606392|XP_017851958.1|DBUS	LOC118509304|XP_035905646.1|ASTE
OG0003961	LOC108608215|XP_017854978.1|DBUS	LOC118514548|XP_035917432.1|ASTE
OG0003962	LOC108607479|XP_017853809.1|DBUS	LOC118512473|XP_035912854.1|ASTE
OG0003963	LOC108594395|XP_017835050.2|DBUS	LOC118514634|XP_035917538.1|ASTE
OG0003965	LOC108605554|XP_017850807.1|DBUS	LOC118514652|XP_035917575.1|ASTE
OG0003966	LOC108594261|XP_017834875.2|DBUS	LOC118511797|XP_035911220.1|ASTE
OG0003967	LOC108596573|XP_017837971.1|DBUS	LOC118513597|XP_035915492.1|ASTE
OG0003968	LOC108595107|XP_017835757.1|DBUS	LOC118513595|XP_035915485.1|ASTE
OG0003969	LOC108597050|XP_017838858.1|DBUS	LOC118512533|XP_035912978.1|ASTE
OG0003970	LOC108602337|XP_017845919.1|DBUS	LOC118513282|XP_035914742.1|ASTE
OG0003971	LOC108607474|XP_017853802.1|DBUS	LOC118512593|XP_035913130.1|ASTE
OG0003972	LOC108599531|XP_017841903.2|DBUS	LOC118512596|XP_035913142.1|ASTE
OG0003973	LOC108595626|XP_017836382.1|DBUS	LOC118512600|XP_035913149.1|ASTE
OG0003974	LOC108597777|XP_017839981.1|DBUS	LOC118513698|XP_035915715.1|ASTE
OG0003975	LOC108607835|XP_033150811.1|DBUS	LOC118513705|XP_035915727.1|ASTE
OG0003976	LOC108604358|XP_017849285.1|DBUS	LOC118513369|XP_035914893.1|ASTE
OG0003978	LOC108598736|XP_017840958.1|DBUS	LOC118512631|XP_035913219.1|ASTE
OG0003979	LOC108607790|XP_017854318.2|DBUS	LOC118512618|XP_035913192.1|ASTE
OG0003980	LOC108601801|XP_017845226.1|DBUS	LOC118512615|XP_035913187.1|ASTE
OG0003981	LOC108608328|XP_017855157.1|DBUS	LOC118510865|XP_035909104.1|ASTE
OG0003982	LOC108599645|XP_017842113.2|DBUS	LOC118510046|XP_035907328.1|ASTE
OG0003984	LOC108607853|XP_017854424.2|DBUS	LOC118512594|XP_035913140.1|ASTE
OG0003985	LOC108594418|XP_033150049.1|DBUS	LOC118513318|XP_035914812.1|ASTE
OG0003986	LOC108606004|XP_017851353.1|DBUS	LOC118508830|XP_035904469.1|ASTE
OG0003987	LOC108608013|XP_033150833.1|DBUS	LOC118513221|XP_035914637.1|ASTE
OG0003989	LOC108594394|XP_017835047.1|DBUS	LOC118509296|XP_035905622.1|ASTE
OG0003990	LOC108594486|XP_017835165.2|DBUS	LOC118509289|XP_035905590.1|ASTE
OG0003991	LOC108608173|XP_017854920.2|DBUS	LOC118509285|XP_035905556.1|ASTE
OG0003992	LOC108597003|XP_017838812.2|DBUS	LOC118509172|XP_035905325.1|ASTE
OG0003993	LOC108607489|XP_017853822.1|DBUS	LOC118509173|XP_035905326.1|ASTE
