Orthogroup	DBUS.longest_only	AAEG.longest_only
OG0003830	LOC108608116|XP_017854834.1|DBUS	LOC5572922|XP_001654255.1|AAEG
OG0003831	LOC108602900|XP_017846697.1|DBUS	LOC5572925|XP_001654260.2|AAEG
OG0003832	LOC108599248|XP_017841537.2|DBUS	LOC5572928|XP_001654263.2|AAEG
OG0003834	LOC108598705|XP_017840923.1|DBUS	LOC5574737|XP_021700707.1|AAEG
OG0003835	LOC108607906|XP_017854505.1|DBUS	LOC5571425|XP_021700750.1|AAEG
OG0003836	LOC108596262|XP_017837312.2|DBUS	LOC5566327|XP_001650716.1|AAEG
OG0003837	LOC108599542|XP_017841919.1|DBUS	LOC5574285|XP_021700779.1|AAEG, LOC110681472|XP_021712930.1|AAEG
OG0003838	LOC108606378|XP_017851969.1|DBUS	LOC5570424|XP_001659134.1|AAEG
OG0003839	LOC108594372|XP_017835023.2|DBUS	LOC5570432|XP_001659139.1|AAEG
OG0003840	LOC108596114|XP_017837031.1|DBUS	LOC5572643|XP_001654142.1|AAEG
OG0003841	LOC108596234|XP_017837266.1|DBUS	LOC5572652|XP_001654152.1|AAEG
OG0003842	LOC108608019|XP_033150303.1|DBUS	LOC5572664|XP_021700838.1|AAEG
OG0003843	LOC108607506|XP_017853859.2|DBUS	LOC5565770|XP_021700878.1|AAEG
OG0003844	LOC108608525|XP_017855423.1|DBUS	LOC5565771|XP_001650123.1|AAEG
OG0003845	LOC108607246|XP_033150408.1|DBUS	LOC5565769|XP_021695269.1|AAEG
OG0003846	LOC108594453|XP_017835117.1|DBUS	LOC110680286|XP_021711798.1|AAEG, LOC5565758|XP_021700904.1|AAEG
OG0003847	LOC108608077|XP_017854762.1|DBUS	LOC5565762|XP_021700917.1|AAEG
OG0003848	LOC108604241|XP_017849104.1|DBUS	LOC5564298|XP_021700923.1|AAEG
OG0003849	LOC108596926|XP_017838636.1|DBUS	LOC5565399|XP_001649729.1|AAEG
OG0003850	LOC108607747|XP_033150064.1|DBUS	LOC5565389|XP_001649742.3|AAEG
OG0003851	LOC108597499|XP_017839572.1|DBUS	LOC5569185|XP_001652768.1|AAEG
OG0003852	LOC108594420|XP_017835081.1|DBUS	LOC5564491|XP_001648836.1|AAEG
OG0003853	LOC108596450|XP_017837686.1|DBUS	LOC5564509|XP_021701084.1|AAEG
OG0003854	LOC108606704|XP_017837764.1|DBUS	LOC110680469|XP_021711969.1|AAEG, LOC5566992|XP_001651385.1|AAEG
OG0003855	LOC108608068|XP_017854750.1|DBUS	LOC5566966|XP_021701101.1|AAEG
OG0003856	LOC108603179|XP_017847230.1|DBUS	LOC110676661|XP_021701104.1|AAEG
OG0003857	LOC108594221|XP_017834820.1|DBUS	LOC5566516|XP_021701149.1|AAEG
OG0003858	LOC108606309|XP_017851798.1|DBUS	LOC5577280|XP_021706730.1|AAEG
OG0003859	LOC108608228|XP_017854998.1|DBUS	LOC5575679|XP_021701224.1|AAEG
OG0003860	LOC108597759|XP_017839959.1|DBUS	LOC5577025|XP_001656312.1|AAEG
OG0003861	LOC108608175|XP_017854922.1|DBUS	LOC5574497|XP_001655160.1|AAEG
OG0003862	LOC108608067|XP_017854747.2|DBUS	LOC5574499|XP_001655162.2|AAEG
OG0003863	LOC108607695|XP_033150660.1|DBUS	LOC5574500|XP_021701250.1|AAEG
OG0003864	LOC108603170|XP_017847219.1|DBUS	LOC5574502|XP_001655165.1|AAEG
OG0003865	LOC108601944|XP_017845413.1|DBUS	LOC5574507|XP_021701271.1|AAEG
OG0003866	LOC108594531|XP_017835223.1|DBUS	LOC110673980|XP_021701277.1|AAEG
OG0003867	LOC108604412|XP_017849371.2|DBUS	LOC5578951|XP_001664130.1|AAEG
OG0003868	LOC108603153|XP_017847194.1|DBUS, LOC108605869|XP_017851171.1|DBUS	LOC110681235|XP_021712696.1|AAEG, LOC5568820|XP_021701334.1|AAEG
OG0003869	LOC108608528|XP_017855432.1|DBUS	LOC110681451|XP_021712902.1|AAEG, LOC5568827|XP_001658193.1|AAEG
OG0003870	LOC108607861|XP_033150872.1|DBUS	LOC5564986|XP_021701355.1|AAEG
OG0003871	LOC108598868|XP_017841116.1|DBUS	LOC5564996|XP_001649341.1|AAEG
OG0003872	LOC108595390|XP_017836105.1|DBUS	LOC5568984|XP_001658271.2|AAEG
OG0003873	LOC108601356|XP_017844748.1|DBUS	LOC5568982|XP_001658273.1|AAEG
OG0003874	LOC108607690|XP_017854153.1|DBUS	LOC5568981|XP_021701391.1|AAEG
OG0003875	LOC108594264|XP_017834879.2|DBUS	LOC110676724|XP_021701400.1|AAEG
OG0003876	LOC108596732|XP_017838272.1|DBUS	LOC5578796|XP_001657170.1|AAEG
OG0003877	LOC108599865|XP_017842502.1|DBUS	LOC5578760|XP_001657128.2|AAEG
OG0003878	LOC108608227|XP_017854995.1|DBUS	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG
OG0003879	LOC108598831|XP_017841073.1|DBUS	LOC5578755|XP_001657123.1|AAEG
OG0003880	LOC108601004|XP_017844358.2|DBUS	LOC5578162|XP_021701461.1|AAEG
OG0003881	LOC108596784|XP_017838377.1|DBUS	LOC5574041|XP_021701485.1|AAEG
OG0003882	LOC108596369|XP_017837525.1|DBUS	LOC5574609|XP_021701494.1|AAEG
OG0003883	LOC108606845|XP_017852829.1|DBUS	LOC5570959|XP_001659425.2|AAEG
OG0003884	LOC108608144|XP_017854876.2|DBUS	LOC5577114|XP_021701499.1|AAEG
OG0003885	LOC108607741|XP_017854254.1|DBUS	LOC5577113|XP_001663201.1|AAEG
OG0003886	LOC117135046|XP_033150792.1|DBUS	LOC5577220|XP_001656323.1|AAEG
OG0003887	LOC108594515|XP_017835207.2|DBUS	LOC5564147|XP_021701513.1|AAEG
OG0003888	LOC108603555|XP_017847964.1|DBUS	LOC5578320|XP_021701538.1|AAEG
OG0003890	LOC108595049|XP_017835679.1|DBUS	LOC5579391|XP_001647695.2|AAEG
OG0003891	LOC108608181|XP_017854929.2|DBUS	LOC5569335|XP_001658435.2|AAEG
OG0003892	LOC108599454|XP_017841776.1|DBUS	LOC5569337|XP_001658441.1|AAEG
OG0003893	LOC108608374|XP_017855209.1|DBUS	LOC5580262|XP_001656142.2|AAEG
OG0003894	LOC108597427|XP_017839474.1|DBUS	LOC5580255|XP_001656145.1|AAEG
OG0003895	LOC108605898|XP_017851202.1|DBUS	LOC5564478|XP_021701633.1|AAEG
OG0003896	LOC108597431|XP_017839478.1|DBUS	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG
OG0003897	LOC108596299|XP_017837383.1|DBUS	LOC5574676|XP_001661589.1|AAEG
OG0003898	LOC108601133|XP_017844549.1|DBUS	LOC5565516|XP_001649871.1|AAEG
OG0003899	LOC108607717|XP_017854208.1|DBUS	LOC5572627|XP_001660492.2|AAEG
OG0003900	LOC108598016|XP_017840123.1|DBUS	LOC5566914|XP_021701727.1|AAEG
OG0003901	LOC108600734|XP_017843969.1|DBUS	LOC5566913|XP_001651326.2|AAEG
OG0003902	LOC108594316|XP_017834953.1|DBUS	LOC5566912|XP_021701729.1|AAEG
OG0003903	LOC108608534|XP_017855437.1|DBUS	LOC5566910|XP_021701732.1|AAEG
OG0003904	LOC108608533|XP_017855436.2|DBUS	LOC5566942|XP_021701730.1|AAEG
OG0003905	LOC108601494|XP_033150128.1|DBUS	LOC5566941|XP_001651320.2|AAEG
OG0003906	LOC108595116|XP_017835767.1|DBUS	LOC5577215|XP_001663311.2|AAEG
OG0003907	LOC108598889|XP_017841141.1|DBUS	LOC5577205|XP_001663301.2|AAEG
OG0003908	LOC108598898|XP_033150800.1|DBUS	LOC5578247|XP_001663771.2|AAEG
OG0003909	LOC108597646|XP_017839784.1|DBUS	LOC5573102|XP_021701809.1|AAEG
OG0003910	LOC108596815|XP_017838419.1|DBUS	LOC5573103|XP_001654410.1|AAEG
OG0003911	LOC108600111|XP_017842974.2|DBUS	LOC5571554|XP_001659778.1|AAEG
OG0003912	LOC108599039|XP_017841311.2|DBUS	LOC5571558|XP_001659780.1|AAEG
OG0003913	LOC108599582|XP_017842015.1|DBUS	LOC5579488|XP_021701836.1|AAEG
OG0003914	LOC108608315|XP_017855132.1|DBUS	LOC110676828|XP_021701843.1|AAEG, LOC5569389|XP_001658466.1|AAEG
OG0003915	LOC108607009|XP_017853078.1|DBUS	LOC110680818|XP_021712289.1|AAEG, LOC5569390|XP_001658463.1|AAEG
OG0003916	LOC108598403|XP_017840518.1|DBUS	LOC5578582|XP_001663974.1|AAEG
OG0003917	LOC108607464|XP_017853791.1|DBUS	LOC5574513|XP_001661482.2|AAEG
OG0003918	LOC108601184|XP_017844606.1|DBUS	LOC5564615|XP_001648965.1|AAEG
OG0003919	LOC108597704|XP_033148971.1|DBUS	LOC5565707|XP_021701922.1|AAEG
OG0003920	LOC108596871|XP_017838537.1|DBUS	LOC5577107|XP_021701929.1|AAEG
OG0003921	LOC108607987|XP_017854631.2|DBUS	LOC5577565|XP_021701958.1|AAEG
OG0003922	LOC108594492|XP_017835175.1|DBUS	LOC5564612|XP_021701961.1|AAEG
OG0003923	LOC108607355|XP_017853538.1|DBUS	LOC5569850|XP_001658744.1|AAEG
OG0003924	LOC108595358|XP_017836071.1|DBUS	LOC5569853|XP_001658748.2|AAEG
OG0003925	LOC108608009|XP_033149606.1|DBUS	LOC110676861|XP_021701992.1|AAEG
OG0003926	LOC108607482|XP_017853814.1|DBUS	LOC5569863|XP_001658759.1|AAEG
OG0003927	LOC108597652|XP_017839799.1|DBUS	LOC5579066|XP_001664223.1|AAEG
OG0003928	LOC108598146|XP_033150649.1|DBUS, LOC108597574|XP_017839677.2|DBUS	LOC5563851|XP_001648170.1|AAEG
OG0003929	LOC108608455|XP_017855323.1|DBUS	LOC5573389|XP_001654560.1|AAEG
OG0003930	LOC108594220|XP_017834819.1|DBUS	LOC5573392|XP_001654565.1|AAEG
OG0003931	LOC108606773|XP_017852681.1|DBUS	LOC5573396|XP_021702068.1|AAEG
OG0003932	LOC108594676|XP_017835305.1|DBUS	LOC5573081|XP_021702121.1|AAEG
OG0003933	LOC108598203|XP_017840312.1|DBUS	LOC5567715|XP_021702146.1|AAEG
OG0003934	LOC108603043|XP_017846954.1|DBUS	LOC5568869|XP_021702147.1|AAEG
OG0003935	LOC108597372|XP_017839389.1|DBUS	LOC5567315|XP_001651750.1|AAEG
OG0003936	LOC108596838|XP_017838452.1|DBUS	LOC5567314|XP_001651749.1|AAEG
OG0003937	LOC108596353|XP_017837500.1|DBUS	LOC5570833|XP_021702175.1|AAEG
OG0003938	LOC108607950|XP_017854564.2|DBUS	LOC5570830|XP_021702177.1|AAEG
OG0003939	LOC108606424|XP_017852021.1|DBUS	LOC5570829|XP_021702178.1|AAEG
OG0003940	LOC108608286|XP_017855090.1|DBUS	LOC5570827|XP_001653335.1|AAEG
OG0003941	LOC108607949|XP_017854557.1|DBUS	LOC5570828|XP_001653334.1|AAEG
OG0003942	LOC108594530|XP_033148943.1|DBUS	LOC5565708|XP_021702207.1|AAEG
OG0003943	LOC108607658|XP_017854095.1|DBUS	LOC5580320|XP_021702225.1|AAEG
OG0003945	LOC108595586|XP_017836337.1|DBUS	LOC5577630|XP_001656628.1|AAEG
OG0003946	LOC108596267|XP_017837326.1|DBUS	LOC5575174|XP_021702277.1|AAEG
OG0003947	LOC108594442|XP_017835106.2|DBUS	LOC5575166|XP_021702282.1|AAEG
OG0003948	LOC108600922|XP_017844248.1|DBUS	LOC5575152|XP_001655529.2|AAEG
OG0003949	LOC108607798|XP_017854327.1|DBUS	LOC5575149|XP_021702305.1|AAEG
OG0003950	LOC108597322|XP_017839305.1|DBUS	LOC5566375|XP_021702361.1|AAEG
OG0003951	LOC108600369|XP_017843436.2|DBUS	LOC5566382|XP_021702373.1|AAEG
OG0003952	LOC108607776|XP_017854298.1|DBUS	LOC5569445|XP_001658534.2|AAEG
OG0003953	LOC108608462|XP_017855335.1|DBUS	LOC5569441|XP_021702400.1|AAEG
OG0003954	LOC108599067|XP_017841337.2|DBUS	LOC110675215|XP_021695327.1|AAEG
OG0003955	LOC108601355|XP_033149832.1|DBUS	LOC5577298|XP_021695328.1|AAEG, LOC5577305|XP_021697710.1|AAEG
OG0003956	LOC108607898|XP_033150633.1|DBUS	LOC5572437|XP_021702429.1|AAEG
OG0003957	LOC108600860|XP_017844155.1|DBUS	LOC5572444|XP_021702450.1|AAEG
OG0003958	LOC108607003|XP_017853070.1|DBUS	LOC5572452|XP_001660397.2|AAEG
OG0003959	LOC108597271|XP_017839221.1|DBUS	LOC5565328|XP_021702492.1|AAEG
OG0003960	LOC108606392|XP_017851958.1|DBUS	LOC5565312|XP_001649660.1|AAEG
OG0003961	LOC108608215|XP_017854978.1|DBUS	LOC5565323|XP_001649651.1|AAEG
OG0003962	LOC108607479|XP_017853809.1|DBUS	LOC5565318|XP_001649644.1|AAEG
OG0003963	LOC108594395|XP_017835050.2|DBUS	LOC5566802|XP_001651210.2|AAEG
OG0003965	LOC108605554|XP_017850807.1|DBUS	LOC5576029|XP_021702590.1|AAEG
OG0003966	LOC108594261|XP_017834875.2|DBUS	LOC5576033|XP_001655974.1|AAEG
OG0003967	LOC108596573|XP_017837971.1|DBUS	LOC5564541|XP_021702637.1|AAEG
OG0003968	LOC108595107|XP_017835757.1|DBUS	LOC5564542|XP_021702650.1|AAEG
OG0003969	LOC108597050|XP_017838858.1|DBUS	LOC5579501|XP_021702670.1|AAEG
OG0003970	LOC108602337|XP_017845919.1|DBUS	LOC5566053|XP_001650433.2|AAEG, LOC110680296|XP_021711822.1|AAEG
OG0003971	LOC108607474|XP_017853802.1|DBUS	LOC5577549|XP_021702790.1|AAEG
OG0003972	LOC108599531|XP_017841903.2|DBUS	LOC5577548|XP_001656564.1|AAEG
OG0003973	LOC108595626|XP_017836382.1|DBUS	LOC5577542|XP_001656558.1|AAEG
OG0003974	LOC108597777|XP_017839981.1|DBUS	LOC23687576|XP_011493724.1|AAEG
OG0003975	LOC108607835|XP_033150811.1|DBUS	LOC5577896|XP_021702830.1|AAEG
OG0003976	LOC108604358|XP_017849285.1|DBUS	LOC5580034|XP_001660687.1|AAEG
OG0003978	LOC108598736|XP_017840958.1|DBUS	LOC5573243|XP_001654452.1|AAEG
OG0003979	LOC108607790|XP_017854318.2|DBUS	LOC5573252|XP_001654462.1|AAEG
OG0003980	LOC108601801|XP_017845226.1|DBUS	LOC5573253|XP_001654463.1|AAEG
OG0003981	LOC108608328|XP_017855157.1|DBUS	LOC23687788|XP_011493540.1|AAEG
OG0003982	LOC108599645|XP_017842113.2|DBUS	LOC5573254|XP_021702922.1|AAEG
OG0003983	LOC108606450|XP_017852095.1|DBUS	LOC5573255|XP_001654466.1|AAEG
OG0003984	LOC108607853|XP_017854424.2|DBUS	LOC5579234|XP_021702950.1|AAEG
OG0003985	LOC108594418|XP_033150049.1|DBUS	LOC5579235|XP_021702955.1|AAEG
OG0003986	LOC108606004|XP_017851353.1|DBUS	LOC5564833|XP_021703001.1|AAEG
OG0003987	LOC108608013|XP_033150833.1|DBUS	LOC5564852|XP_021703004.1|AAEG
OG0003989	LOC108594394|XP_017835047.1|DBUS	LOC5569078|XP_021703045.1|AAEG
OG0003990	LOC108594486|XP_017835165.2|DBUS	LOC5567981|XP_001657802.1|AAEG
OG0003991	LOC108608173|XP_017854920.2|DBUS	LOC5567979|XP_021703064.1|AAEG
OG0003992	LOC108597003|XP_017838812.2|DBUS	LOC5567974|XP_001657796.2|AAEG
OG0003993	LOC108607489|XP_017853822.1|DBUS	LOC110675225|XP_021695345.1|AAEG
OG0003994	LOC108602061|XP_017845569.1|DBUS	LOC110677016|XP_021703090.1|AAEG
OG0003995	LOC108595189|XP_017835860.1|DBUS	LOC5572772|XP_001660592.2|AAEG
OG0003996	LOC108595803|XP_017836582.1|DBUS	LOC5573701|XP_001661019.1|AAEG
OG0003997	LOC108603023|XP_017846916.1|DBUS	LOC5573693|XP_001661022.2|AAEG
OG0003998	LOC117134984|XP_033150567.1|DBUS	LOC5568927|XP_021703191.1|AAEG
OG0003999	LOC108600623|XP_017843800.2|DBUS	LOC5568918|XP_001658243.1|AAEG
OG0004000	LOC108605809|XP_017851102.1|DBUS	LOC5573202|XP_001660743.2|AAEG
OG0004001	LOC108597239|XP_017839177.1|DBUS	LOC5573173|XP_021703270.1|AAEG
OG0004002	LOC108596642|XP_017838102.1|DBUS	LOC5573180|XP_001660797.2|AAEG
OG0004003	LOC108607646|XP_017854061.1|DBUS	LOC5578840|XP_021703302.1|AAEG
OG0004004	LOC108607541|XP_017853915.1|DBUS	LOC5578838|XP_001657197.2|AAEG
OG0004005	LOC108596195|XP_017837202.1|DBUS	LOC5578837|XP_021703325.1|AAEG
OG0004006	LOC108607957|XP_017854574.1|DBUS	LOC5573934|XP_001654970.1|AAEG
OG0004007	LOC108608529|XP_017855433.1|DBUS	LOC5573938|XP_001654974.1|AAEG
OG0004008	LOC108606728|XP_017852610.2|DBUS	LOC5573942|XP_021703389.1|AAEG
OG0004009	LOC108599205|XP_017841493.2|DBUS	LOC5569871|XP_001658768.2|AAEG
OG0004010	LOC108608501|XP_033150779.1|DBUS	LOC5575569|XP_021703476.1|AAEG
OG0004011	LOC108600480|XP_017843592.2|DBUS	LOC5575573|XP_001662051.2|AAEG
OG0004012	LOC108602440|XP_017846049.1|DBUS	LOC5575560|XP_021703498.1|AAEG
OG0004013	LOC108607749|XP_017854266.2|DBUS	LOC5566981|XP_021703518.1|AAEG
OG0004014	LOC108601138|XP_017844553.1|DBUS	LOC5566973|XP_001651394.2|AAEG
OG0004015	LOC108608340|XP_017855172.2|DBUS	LOC5566986|XP_001651391.2|AAEG
OG0004016	LOC108608270|XP_017855063.2|DBUS	LOC5568000|XP_021703527.1|AAEG
OG0004017	LOC108608072|XP_017854755.1|DBUS	LOC5568007|XP_001657813.1|AAEG
OG0004018	LOC108597059|XP_017838871.1|DBUS	LOC5568003|XP_001657811.1|AAEG
OG0004019	LOC108607396|XP_033149949.1|DBUS	LOC5572061|XP_001653827.1|AAEG
OG0004020	LOC108608125|XP_017854843.1|DBUS	LOC5565854|XP_001650201.1|AAEG
OG0004021	LOC108607623|XP_017854029.1|DBUS	LOC5565832|XP_001650202.1|AAEG
OG0004022	LOC108597608|XP_033149037.1|DBUS	LOC5565846|XP_001650206.1|AAEG
OG0004023	LOC108594794|XP_017835422.1|DBUS	LOC5565831|XP_021703615.1|AAEG
OG0004024	LOC108598147|XP_017840256.2|DBUS	LOC5565862|XP_021703629.1|AAEG
OG0004025	LOC108597511|XP_017839593.1|DBUS	LOC5573443|XP_001654613.1|AAEG
OG0004026	LOC108607573|XP_017853954.1|DBUS	LOC5573444|XP_021703673.1|AAEG
OG0004027	LOC108595662|XP_017836430.1|DBUS	LOC5569805|XP_001653020.2|AAEG, LOC5569811|XP_001653029.1|AAEG
OG0004028	LOC108596747|XP_017838313.1|DBUS	LOC5575523|XP_001662027.2|AAEG
OG0004029	LOC108598519|XP_017840692.1|DBUS	LOC5575522|XP_021703720.1|AAEG
OG0004030	LOC108596756|XP_017838325.1|DBUS	LOC5564922|XP_001649283.2|AAEG
OG0004031	LOC108601055|XP_033150657.1|DBUS	LOC5564940|XP_021703761.1|AAEG
OG0004032	LOC108596178|XP_017837179.1|DBUS, LOC108605054|XP_033150307.1|DBUS	LOC5570853|XP_021703771.1|AAEG
OG0004033	LOC108608382|XP_017851300.1|DBUS	LOC5570858|XP_001653364.2|AAEG
OG0004034	LOC108608039|XP_017854709.2|DBUS	LOC5565916|XP_001650272.2|AAEG
OG0004035	LOC108607657|XP_017854087.1|DBUS	LOC5565892|XP_001650264.1|AAEG
OG0004036	LOC108608141|XP_017854866.1|DBUS	LOC5565901|XP_001650262.2|AAEG
OG0004037	LOC108608389|XP_017855230.2|DBUS	LOC5565894|XP_021703833.1|AAEG
OG0004038	LOC108602328|XP_017845908.2|DBUS	LOC5565923|XP_001650245.1|AAEG
OG0004039	LOC117135016|XP_033150702.1|DBUS	LOC5569703|XP_001658690.2|AAEG
OG0004040	LOC108596474|XP_017837724.1|DBUS	LOC5569717|XP_021703878.1|AAEG
OG0004042	LOC108601077|XP_017844466.1|DBUS	LOC5568190|XP_001652129.1|AAEG
OG0004043	LOC108594336|XP_017834979.1|DBUS	LOC5568194|XP_001652133.2|AAEG
OG0004044	LOC108605562|XP_017850818.1|DBUS	LOC5568080|XP_021703990.1|AAEG, LOC110680421|XP_021711911.1|AAEG
OG0004045	LOC108608537|XP_017855441.1|DBUS	LOC5568078|XP_001652015.1|AAEG
OG0004046	LOC108608159|XP_017854902.1|DBUS	LOC5568069|XP_001652009.2|AAEG
OG0004047	LOC108596519|XP_017837858.1|DBUS	LOC5568071|XP_001652005.2|AAEG, LOC110680527|XP_021712016.1|AAEG
OG0004048	LOC108594368|XP_017835017.2|DBUS	LOC5568072|XP_021703998.1|AAEG
OG0004049	LOC108608278|XP_017855075.1|DBUS	LOC5567336|XP_001651760.1|AAEG
OG0004050	LOC108607452|XP_017853778.2|DBUS	LOC110677250|XP_021704051.1|AAEG
OG0004051	LOC108606389|XP_017851949.2|DBUS	LOC5569754|XP_021704088.1|AAEG
OG0004052	LOC108607123|XP_017853248.1|DBUS	LOC5568566|XP_021705802.1|AAEG
OG0004053	LOC108595854|XP_017836634.1|DBUS	LOC5568564|XP_001652392.1|AAEG
OG0004054	LOC108608457|XP_017855331.1|DBUS	LOC5568561|XP_001652388.2|AAEG
OG0004055	LOC108602713|XP_017846356.1|DBUS	LOC5563804|XP_001648087.1|AAEG
OG0004056	LOC108604573|XP_017849593.1|DBUS	LOC110678315|XP_021706704.1|AAEG
OG0004057	LOC108599124|XP_017841403.1|DBUS	LOC5567857|XP_001651894.1|AAEG
OG0004058	LOC108599468|XP_017841794.2|DBUS	LOC5570311|XP_001653134.2|AAEG
OG0004059	LOC108604838|XP_017849947.1|DBUS	LOC5570317|XP_001653143.2|AAEG
OG0004060	LOC108603757|XP_017848325.1|DBUS	LOC5571892|XP_001653802.1|AAEG
OG0004061	LOC108606891|XP_017852905.1|DBUS	LOC110680828|XP_021712307.1|AAEG, LOC5571896|XP_021711085.1|AAEG
OG0004062	LOC108598598|XP_017840781.1|DBUS	LOC5571900|XP_021708280.1|AAEG
OG0004063	LOC108605752|XP_017851042.1|DBUS	LOC5570208|XP_001658980.2|AAEG
OG0004064	LOC108598933|XP_017841186.1|DBUS	LOC5570203|XP_021704586.1|AAEG
OG0004065	LOC108596933|XP_017838598.2|DBUS	LOC5570214|XP_021708074.1|AAEG
OG0004066	LOC108596621|XP_017838054.1|DBUS	LOC5570206|XP_001658991.1|AAEG
OG0004067	LOC108605207|XP_017850299.1|DBUS	LOC5570202|XP_001658992.1|AAEG
OG0004068	LOC108602046|XP_017845546.1|DBUS	LOC110678426|XP_021706975.1|AAEG, LOC110680232|XP_021711738.1|AAEG
OG0004069	LOC108603806|XP_017848394.1|DBUS	LOC110680236|XP_021711743.1|AAEG, LOC5570227|XP_021708396.1|AAEG
OG0004070	LOC108599119|XP_017841397.1|DBUS	LOC5572846|XP_001660602.1|AAEG
OG0004071	LOC108600823|XP_017844104.2|DBUS	LOC5572847|XP_001660604.1|AAEG
OG0004072	LOC108600824|XP_017844105.2|DBUS	LOC5572842|XP_021705818.1|AAEG
OG0004073	LOC108605291|XP_017850430.1|DBUS	LOC5564312|XP_001648677.1|AAEG
OG0004074	LOC108597530|XP_017839619.1|DBUS	LOC5564297|XP_001648670.1|AAEG
OG0004075	LOC108596644|XP_017838108.1|DBUS	LOC5564325|XP_021704706.1|AAEG
OG0004076	LOC108596643|XP_017838100.1|DBUS	LOC5570142|XP_021706308.1|AAEG
OG0004077	LOC108605568|XP_017850827.1|DBUS	LOC5570127|XP_021706331.1|AAEG
OG0004078	LOC108604719|XP_017849785.1|DBUS	LOC5568065|XP_001651996.1|AAEG
OG0004079	LOC108605751|XP_017851040.1|DBUS	LOC5568041|XP_001651974.1|AAEG
OG0004080	LOC108597180|XP_017839091.1|DBUS	LOC5575105|XP_001661827.1|AAEG
OG0004081	LOC108596091|XP_017836999.1|DBUS	LOC5575101|XP_021705926.1|AAEG
OG0004082	LOC108607400|XP_017853667.1|DBUS	LOC23687533|XP_011493503.2|AAEG
OG0004083	LOC108603158|XP_017847203.1|DBUS	LOC5572242|XP_001653925.1|AAEG
OG0004084	LOC108599720|XP_033149602.1|DBUS	LOC5572241|XP_021707226.1|AAEG
OG0004085	LOC108601683|XP_017845081.1|DBUS	LOC5576657|XP_001656191.2|AAEG
OG0004086	LOC108601763|XP_017845176.1|DBUS	LOC5578570|XP_021708287.1|AAEG
OG0004087	LOC108606665|XP_017852483.1|DBUS, LOC108595222|XP_033150642.1|DBUS	LOC5577436|XP_001663363.1|AAEG
OG0004088	LOC108601776|XP_017845191.1|DBUS	LOC5571136|XP_001659576.1|AAEG
OG0004089	LOC108606844|XP_017852826.2|DBUS	LOC5571132|XP_001659572.2|AAEG
OG0004090	LOC108602921|XP_017846751.1|DBUS	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG
OG0004091	LOC108601309|XP_017844698.1|DBUS, LOC108602794|XP_017846506.2|DBUS	LOC5574405|XP_001655112.1|AAEG
OG0004092	LOC108606488|XP_017852117.1|DBUS	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG
OG0004095	LOC108604304|XP_017849211.1|DBUS	LOC5568149|XP_001652095.1|AAEG
OG0004096	LOC108602094|XP_017845607.1|DBUS	LOC5568148|XP_021704321.1|AAEG
OG0004097	LOC108598558|XP_017840733.1|DBUS	LOC5575637|XP_021706343.1|AAEG
OG0004098	LOC108599353|XP_017841646.2|DBUS	LOC5575638|XP_001655783.1|AAEG
OG0004099	LOC108603048|XP_017846957.1|DBUS	LOC23687777|XP_021710575.1|AAEG
OG0004100	LOC108602078|XP_017845586.1|DBUS	LOC5570074|XP_001653060.2|AAEG
OG0004101	LOC108604625|XP_017849662.1|DBUS	LOC5570075|XP_021704728.1|AAEG
OG0004102	LOC108603262|XP_017847404.1|DBUS	LOC110677897|XP_021705464.1|AAEG
OG0004103	LOC108604717|XP_017849784.1|DBUS	LOC5570080|XP_001653066.1|AAEG
OG0004104	LOC108602163|XP_017845685.1|DBUS	LOC5570081|XP_021706073.1|AAEG
OG0004105	LOC108599504|XP_017841859.2|DBUS	LOC110680567|XP_021712044.1|AAEG, LOC5574518|XP_021708213.1|AAEG
OG0004106	LOC108598334|XP_017840440.2|DBUS	LOC5573981|XP_001655002.2|AAEG
OG0004107	LOC108600277|XP_017843230.1|DBUS	LOC5573984|XP_001655003.1|AAEG
OG0004108	LOC108604051|XP_017848802.1|DBUS	LOC5573965|XP_001655006.1|AAEG
OG0004109	LOC108602922|XP_017846753.1|DBUS	LOC5573966|XP_001655011.1|AAEG
OG0004110	LOC108598413|XP_017840526.1|DBUS	LOC5573974|XP_001655016.1|AAEG
OG0004111	LOC108603792|XP_017848376.1|DBUS	LOC5573976|XP_001655018.1|AAEG
OG0004112	LOC108601914|XP_017845380.1|DBUS	LOC5566869|XP_001651296.1|AAEG, LOC5566575|XP_021706046.1|AAEG
OG0004113	LOC108606317|XP_017851816.1|DBUS	LOC5566563|XP_021704187.1|AAEG
OG0004114	LOC108607142|XP_017853273.2|DBUS	LOC5566570|XP_001650959.1|AAEG
OG0004115	LOC108606725|XP_017852599.1|DBUS	LOC110681174|XP_021712640.1|AAEG, LOC5566567|XP_021704593.1|AAEG
OG0004116	LOC108601899|XP_017845365.1|DBUS	LOC5564521|XP_021710988.1|AAEG
