Orthogroup	DBUS.longest_only	DMEL.longest_only
OG0006209	LOC108606111|XP_017851453.1|DBUS	PIG-T|NP_572475.1|DMEL
OG0006210	LOC108606200|XP_017851547.1|DBUS	rdgA|NP_001259366.1|DMEL
OG0006211	LOC108596958|XP_017838696.1|DBUS	Acbp1|NP_609187.1|DMEL
OG0006212	LOC108596951|XP_017838683.2|DBUS	Rbsn-5|NP_609186.1|DMEL
OG0006213	LOC108601379|XP_017844767.1|DBUS	CG31516|NP_730784.1|DMEL
OG0006214	LOC108607005|XP_017853071.1|DBUS	CG9921|NP_001259608.1|DMEL
OG0006215	LOC108606328|XP_017851837.1|DBUS	Ubr3|NP_001259317.1|DMEL
OG0006216	LOC108601733|XP_017845143.1|DBUS	Tsp97E|NP_524524.1|DMEL
OG0006217	LOC108607253|XP_017853425.1|DBUS	stas|NP_573225.1|DMEL
OG0006218	LOC108608180|XP_017854928.2|DBUS	tam|NP_476821.1|DMEL
OG0006219	LOC108606291|XP_033150405.1|DBUS	hfw|NP_569933.2|DMEL
OG0006220	LOC108598089|XP_017840192.1|DBUS	CG5589|NP_649009.1|DMEL
OG0006221	LOC108602167|XP_017845689.1|DBUS	spn-F|NP_001263138.1|DMEL
OG0006222	LOC108601931|XP_017845398.1|DBUS	mRpL32|NP_524606.1|DMEL
OG0006223	LOC108605797|XP_017851089.1|DBUS	CG11710|NP_608393.1|DMEL
OG0006224	LOC108606646|XP_017852437.1|DBUS	Zdhhc8|NP_001259382.1|DMEL
OG0006225	LOC108607061|XP_017853163.1|DBUS	Grip|NP_572285.2|DMEL
OG0006226	LOC108597728|XP_017839912.2|DBUS	CG18004|NP_610625.1|DMEL
OG0006227	LOC108605253|XP_017850362.1|DBUS	Kap3|NP_727512.3|DMEL
OG0006228	LOC108595991|XP_017836767.1|DBUS	TBCB|NP_611425.1|DMEL
OG0006229	LOC108607385|XP_017853615.1|DBUS	CaMKII|NP_001162833.1|DMEL
OG0006230	LOC108606370|XP_017851908.1|DBUS	if|NP_523378.2|DMEL
OG0006231	LOC108606590|XP_033150289.1|DBUS	rdgB|NP_001259535.1|DMEL
OG0006232	LOC108606495|XP_017852140.1|DBUS	Lrp4|NP_727914.1|DMEL
OG0006233	LOC108606496|XP_017852144.1|DBUS	Lcch3|NP_996469.1|DMEL
OG0006234	LOC108605180|XP_017850258.1|DBUS	mRpL22|NP_523379.2|DMEL
OG0006235	LOC108605001|XP_017850057.1|DBUS	CG7990|NP_573361.1|DMEL
OG0006236	LOC108607087|XP_017853199.1|DBUS	CG9065|NP_572998.1|DMEL
OG0006237	LOC108605951|XP_017851261.1|DBUS	c12.1|NP_652605.1|DMEL
OG0006238	LOC108606592|XP_017852327.1|DBUS	Traf-like|NP_727976.1|DMEL
OG0006239	LOC108606761|XP_017852661.1|DBUS	CG17168|NP_001015254.1|DMEL
OG0006240	LOC108603923|XP_017848606.1|DBUS	sro|NP_651725.1|DMEL
OG0006241	LOC108605162|XP_017850233.1|DBUS	CG9609|NP_573161.1|DMEL
OG0006242	LOC108606883|XP_017852897.1|DBUS	inaF-D|NP_001096958.1|DMEL
OG0006243	LOC108601698|XP_017845099.1|DBUS	CG8412|NP_649939.1|DMEL
OG0006244	LOC108604587|XP_017849607.1|DBUS	Aduk|NP_731331.1|DMEL
OG0006245	LOC108603272|XP_017847420.1|DBUS	CG34376|NP_732741.1|DMEL
OG0006246	LOC108606039|XP_017851358.1|DBUS, LOC108605098|XP_017850306.1|DBUS	CG18508|NP_652721.1|DMEL
OG0006247	LOC108594895|XP_017835522.1|DBUS	Atg10|NP_001097215.1|DMEL
OG0006248	LOC108603834|XP_017848466.1|DBUS	CG5466|NP_650901.2|DMEL
OG0006249	LOC108608353|XP_017855187.1|DBUS	l_2_k05819|NP_722974.1|DMEL
OG0006250	LOC108607011|XP_017853080.1|DBUS	CG9220|NP_996440.2|DMEL
OG0006251	LOC108604466|XP_017849438.1|DBUS	His2Av|NP_524519.1|DMEL
OG0006252	LOC108604465|XP_017849437.1|DBUS	SPARC|NP_651509.2|DMEL
OG0006253	LOC108606575|XP_017852284.1|DBUS	N|NP_476859.2|DMEL
OG0006254	LOC108604630|XP_017849667.1|DBUS	Cen|NP_610049.1|DMEL
OG0006255	LOC108601981|XP_017845465.1|DBUS	CG17141|NP_651094.2|DMEL
OG0006256	LOC108605770|XP_017851063.1|DBUS	CG9132|NP_996490.1|DMEL
OG0006257	LOC108606298|XP_017851774.1|DBUS	LysRS|NP_727353.1|DMEL
OG0006258	LOC108606109|XP_017851445.2|DBUS	CG10555|NP_572474.2|DMEL
OG0006259	LOC108604226|XP_017849080.1|DBUS	Orc2|NP_731873.1|DMEL
OG0006260	LOC108606853|XP_017852839.2|DBUS	Lst8|NP_572572.1|DMEL
OG0006261	LOC108608530|XP_017855434.1|DBUS	RpL7-like|NP_001097151.1|DMEL
OG0006262	LOC108606679|XP_017852514.1|DBUS	CG2972|NP_572603.1|DMEL
OG0006263	LOC108606553|XP_017852243.1|DBUS	RpL35|NP_572243.1|DMEL
OG0006264	LOC108606440|XP_017852041.1|DBUS	mip130|NP_569958.2|DMEL
OG0006265	LOC108595979|XP_017836755.2|DBUS	sotv|NP_725536.1|DMEL
OG0006266	LOC108605565|XP_017850821.1|DBUS	Edem1|NP_001259152.1|DMEL
OG0006267	LOC108606402|XP_033150429.1|DBUS	Neto|NP_001285211.1|DMEL
OG0006268	LOC108595282|XP_017835984.1|DBUS	mRpS29|NP_523811.1|DMEL
OG0006269	LOC108604150|XP_017848953.1|DBUS	Vps16A|NP_649877.1|DMEL
OG0006270	LOC108604957|XP_017850015.1|DBUS	CG33557|NP_001014730.1|DMEL
OG0006271	LOC108601861|XP_017845306.1|DBUS	Rrp46|NP_650001.2|DMEL
OG0006272	LOC108607122|XP_017853244.1|DBUS	g|NP_524785.2|DMEL
OG0006273	LOC108605448|XP_017850619.1|DBUS	ubl|NP_610239.1|DMEL
OG0006274	LOC108605205|XP_017850296.1|DBUS	Syt12|NP_572878.1|DMEL
OG0006275	LOC108605454|XP_017850628.1|DBUS	CG2701|NP_570025.1|DMEL
OG0006276	LOC108601048|XP_017844429.1|DBUS	Cdc5|NP_612033.1|DMEL
OG0006277	LOC108597685|XP_017839849.1|DBUS	Fancm|NP_650971.2|DMEL
OG0006278	LOC108605528|XP_017850768.1|DBUS	ppk23|NP_001097011.1|DMEL
OG0006279	LOC108606981|XP_017853044.1|DBUS	CG10353|NP_727578.3|DMEL
OG0006280	LOC108606361|XP_033150180.1|DBUS	CG17600|NP_001259778.1|DMEL
OG0006281	LOC108606360|XP_033150250.1|DBUS	CG17598|NP_608468.1|DMEL
OG0006282	LOC108606603|XP_017852352.1|DBUS	Nup205|NP_728308.1|DMEL
OG0006283	LOC108601841|XP_017845275.1|DBUS	PTPMT1|NP_651180.3|DMEL
OG0006284	LOC108599319|XP_017841610.1|DBUS	MED10|NP_648849.3|DMEL
OG0006285	LOC108601237|XP_017844625.1|DBUS	CG9804|NP_649472.1|DMEL
OG0006286	LOC108602002|XP_017845492.1|DBUS	WRNexo|NP_001163646.1|DMEL
OG0006287	LOC108605915|XP_017851220.1|DBUS	BORCS5|NP_572759.1|DMEL
OG0006288	LOC108602006|XP_017845497.1|DBUS	CG15546|NP_651831.1|DMEL
OG0006289	LOC108603989|XP_017848707.1|DBUS	Cpsf73|NP_650738.1|DMEL
OG0006290	LOC108606952|XP_033150516.1|DBUS	Moe|NP_727290.1|DMEL
OG0006291	LOC108599673|XP_017842155.2|DBUS	CG5439|NP_609607.1|DMEL
OG0006292	LOC108605157|XP_017850223.1|DBUS	CG42258|NP_572801.2|DMEL
OG0006293	LOC108600392|XP_017843429.1|DBUS	Pex10|NP_647624.1|DMEL
OG0006294	LOC108606971|XP_017853022.1|DBUS	CG42271|NP_996434.2|DMEL
OG0006295	LOC108605159|XP_017850230.1|DBUS	Cht11|NP_572361.1|DMEL
OG0006296	LOC108606843|XP_017852825.1|DBUS	rictor|NP_573371.1|DMEL
OG0006297	LOC108606492|XP_017852124.2|DBUS	chas|NP_001285381.1|DMEL
OG0006298	LOC108606627|XP_017852402.1|DBUS	Fbxl4|NP_572951.1|DMEL
OG0006299	LOC108605102|XP_033150407.1|DBUS	Tlk|NP_001138153.1|DMEL
OG0006300	LOC108605464|XP_017850638.1|DBUS	Ugalt|NP_001138149.1|DMEL
OG0006301	LOC108606220|XP_017851606.1|DBUS	CG9581|NP_608376.1|DMEL
OG0006302	LOC117134892|XP_033150162.1|DBUS	sev|NP_511114.2|DMEL
OG0006303	LOC108596921|XP_017838628.1|DBUS	Oda|NP_725104.1|DMEL
OG0006304	LOC108604333|XP_017849248.1|DBUS	CG1646|NP_733256.2|DMEL
OG0006305	LOC108604729|XP_017849798.1|DBUS	WASp|NP_651637.1|DMEL
OG0006306	LOC108603187|XP_017847237.1|DBUS	5PtaseI|NP_001138108.1|DMEL
OG0006307	LOC108601747|XP_017845159.1|DBUS	CG42233|NP_651899.2|DMEL
OG0006308	LOC108604946|XP_017850004.1|DBUS	Rcp|NP_996493.1|DMEL
OG0006309	LOC108606526|XP_017852188.1|DBUS	CG4678|NP_001138211.1|DMEL
OG0006310	LOC108604551|XP_017849568.1|DBUS	CG10979|NP_649591.1|DMEL
OG0006311	LOC108605015|XP_017850071.1|DBUS	CG2256|NP_572437.2|DMEL
OG0006313	LOC108607170|XP_017853312.1|DBUS	snz|NP_572421.1|DMEL
OG0006314	LOC117134896|XP_033150168.1|DBUS	Paf-AHalpha|NP_727895.1|DMEL
OG0006315	LOC108603825|XP_017848444.1|DBUS	mesh|NP_001163782.1|DMEL
OG0006316	LOC108594963|XP_017835586.1|DBUS	CG14618|NP_608464.1|DMEL
OG0006317	LOC108607089|XP_017853201.1|DBUS	Rab39|NP_572405.2|DMEL
OG0006318	LOC108605257|XP_017850369.1|DBUS	CG8034|NP_573376.2|DMEL
OG0006319	LOC108595126|XP_017835777.1|DBUS	Vamp7|NP_610524.1|DMEL
OG0006320	LOC108604959|XP_017850018.1|DBUS	CARPB|NP_572581.1|DMEL
OG0006321	LOC108605885|XP_017851187.1|DBUS	fh|NP_511094.1|DMEL
OG0006322	LOC108605100|XP_033150369.1|DBUS	Ir8a|NP_727328.1|DMEL
OG0006323	LOC108605878|XP_017851180.1|DBUS	AlkB|NP_001334682.1|DMEL
OG0006324	LOC108606333|XP_017851846.1|DBUS	wapl|NP_525042.2|DMEL
OG0006325	LOC108601654|XP_017845043.1|DBUS	KaiR1D|NP_650925.1|DMEL
OG0006326	LOC108599036|XP_017841305.1|DBUS	CG7857|NP_648769.2|DMEL
OG0006327	LOC108602173|XP_017845698.1|DBUS	gb|NP_651536.1|DMEL
OG0006328	LOC108602908|XP_017846706.1|DBUS	CG7029|NP_788719.1|DMEL
OG0006329	LOC108606640|XP_017852425.1|DBUS	HDAC4|NP_001259507.1|DMEL
OG0006330	LOC108604158|XP_017848972.1|DBUS	ssh|NP_733063.1|DMEL
OG0006331	LOC108607093|XP_017853207.1|DBUS	xmas|NP_001356948.1|DMEL
OG0006332	LOC108605822|XP_017851117.1|DBUS	CG42237|NP_572855.1|DMEL
OG0006333	LOC108605599|XP_017850864.1|DBUS	Tpst|NP_001259518.1|DMEL
OG0006334	LOC108605172|XP_017850246.1|DBUS	CG14435|NP_572359.2|DMEL
OG0006335	LOC108604738|XP_017849809.1|DBUS	Rassf|NP_651126.3|DMEL
OG0006336	LOC108606225|XP_017851612.1|DBUS	CG15211|NP_001096945.1|DMEL
OG0006337	LOC108606563|XP_017852269.1|DBUS	rtv|NP_572693.1|DMEL
OG0006338	LOC108602382|XP_017845982.1|DBUS	CG14647|NP_649465.6|DMEL
OG0006339	LOC108606368|XP_017851905.1|DBUS	CG8578|NP_573082.1|DMEL
OG0006340	LOC108605496|XP_017850730.1|DBUS	Rab10|NP_523419.1|DMEL
OG0006341	LOC108606470|XP_017852087.1|DBUS	CG1354|NP_001356937.1|DMEL
OG0006342	LOC108607245|XP_017853416.2|DBUS	Sp1|NP_001259388.1|DMEL
OG0006343	LOC108605846|XP_017851143.1|DBUS	btd|NP_511100.1|DMEL
OG0006344	LOC108607063|XP_017853166.1|DBUS	CG13005|NP_573168.1|DMEL
OG0006345	LOC108603134|XP_017847143.1|DBUS	Efa6|NP_001163691.2|DMEL
OG0006346	LOC108604500|XP_017849485.1|DBUS	Cisd2|NP_651684.1|DMEL
OG0006347	LOC108603844|XP_017848482.1|DBUS	jar|NP_001014650.2|DMEL
OG0006348	LOC108605559|XP_017850813.1|DBUS	w|NP_476787.1|DMEL
OG0006349	LOC108606809|XP_017852767.2|DBUS	arm|NP_476666.1|DMEL
OG0006350	LOC108603031|XP_017846935.1|DBUS	Pcd|NP_477360.2|DMEL
OG0006351	LOC108607189|XP_017853337.1|DBUS	Pmp70|NP_608354.1|DMEL
OG0006352	LOC108596099|XP_017837008.1|DBUS	Ciao1|NP_610996.1|DMEL
OG0006353	LOC108602114|XP_017845628.1|DBUS	AdoR|NP_651772.1|DMEL
OG0006354	LOC108604237|XP_017849099.1|DBUS	CG45049|NP_001287471.1|DMEL
OG0006355	LOC108607205|XP_017853359.1|DBUS	LPCAT|NP_001036265.1|DMEL
OG0006356	LOC108605285|XP_017850422.1|DBUS	CG4045|NP_569978.1|DMEL
OG0006357	LOC108605201|XP_017850289.1|DBUS	RhoGAPp190|NP_001259658.1|DMEL
OG0006358	LOC108599642|XP_017842106.1|DBUS	Bgb|NP_001261271.1|DMEL
OG0006359	LOC108603041|XP_017846949.1|DBUS	SerRS-m|NP_524365.1|DMEL
OG0006360	LOC108605800|XP_017851092.1|DBUS	CG14445|NP_001284934.1|DMEL
OG0006361	LOC108602212|XP_017845748.1|DBUS	Ass|NP_649674.1|DMEL
OG0006362	LOC108607102|XP_017853217.1|DBUS	egh|NP_525052.1|DMEL
OG0006363	LOC108606729|XP_017852608.1|DBUS	RhoGAP18B|NP_573352.2|DMEL
OG0006364	LOC108608122|XP_017854844.2|DBUS	Mt2|NP_001036355.1|DMEL
OG0006365	LOC108606898|XP_017852915.2|DBUS	run|NP_523424.2|DMEL
OG0006366	LOC108605969|XP_017851280.1|DBUS	RunxA|NP_001259747.1|DMEL
OG0006367	LOC108605361|XP_017850519.1|DBUS	lz|NP_511099.2|DMEL
OG0006368	LOC108602286|XP_017845852.1|DBUS	jdp|NP_651807.1|DMEL
OG0006369	LOC108602279|XP_017845825.1|DBUS	tmod|NP_001247372.1|DMEL
OG0006370	LOC108605584|XP_017850844.1|DBUS	CG7058|NP_573327.2|DMEL
OG0006371	LOC108602068|XP_017845576.1|DBUS	Cpr100A|NP_651829.1|DMEL
OG0006372	LOC108604628|XP_017849666.1|DBUS	Cpr97Ea|NP_651529.2|DMEL
OG0006373	LOC108605819|XP_017851113.1|DBUS	oc|NP_001356934.1|DMEL
OG0006374	LOC108607117|XP_017853239.1|DBUS	Upf2|NP_572434.1|DMEL
OG0006375	LOC108606929|XP_017852968.1|DBUS	shtd|NP_573025.2|DMEL
OG0006376	LOC108606637|XP_017852422.1|DBUS	c11.1|NP_652606.1|DMEL
OG0006377	LOC108605521|XP_017850760.1|DBUS	CG6617|NP_573315.1|DMEL
OG0006378	LOC108603037|XP_017846944.1|DBUS	Gnpnat|NP_001263081.1|DMEL
OG0006379	LOC108606044|XP_017851380.1|DBUS	CG5541|NP_996437.1|DMEL
OG0006380	LOC108605228|XP_017850327.1|DBUS	CG15912|NP_572168.1|DMEL
OG0006381	LOC108606516|XP_017852175.1|DBUS	l_1_G0007|NP_572947.1|DMEL
OG0006382	LOC108606720|XP_017852591.1|DBUS	lic|NP_477162.1|DMEL
OG0006383	LOC108606565|XP_017852271.1|DBUS	mew|NP_001285196.1|DMEL
OG0006384	LOC108606921|XP_017852952.1|DBUS	REG|NP_572866.1|DMEL
OG0006385	LOC108604016|XP_017848749.1|DBUS	Dcr-1|NP_524453.1|DMEL
OG0006386	LOC108607832|XP_017854380.1|DBUS	Galt|NP_609062.2|DMEL
OG0006387	LOC108602306|XP_017845879.1|DBUS	mRpS18C|NP_524593.1|DMEL
OG0006388	LOC108605131|XP_017850183.1|DBUS	nonC|NP_727132.1|DMEL
OG0006389	LOC108604922|XP_017849980.1|DBUS	mAChR-C|NP_572358.1|DMEL
OG0006390	LOC108602239|XP_017845775.1|DBUS	CG12320|NP_650699.1|DMEL
OG0006391	LOC108604400|XP_017849349.1|DBUS	CG8483|NP_650264.1|DMEL
OG0006392	LOC108607062|XP_017853165.1|DBUS	PGAP1|NP_572245.1|DMEL
OG0006393	LOC108607773|XP_017854292.1|DBUS	CG4278|NP_609790.1|DMEL
OG0006394	LOC108603953|XP_017848635.1|DBUS	Prx3|NP_524387.1|DMEL
OG0006395	LOC108604151|XP_017848954.1|DBUS	TrpRS|NP_524826.1|DMEL
OG0006396	LOC108605355|XP_017850513.1|DBUS	CG14231|NP_608347.1|DMEL
OG0006397	LOC108607247|XP_017853418.1|DBUS	CG2938|NP_570085.1|DMEL
OG0006398	LOC108605218|XP_017850315.1|DBUS	wuho|NP_572307.1|DMEL
OG0006399	LOC108606437|XP_017852038.1|DBUS	CG6299|NP_788906.1|DMEL
OG0006400	LOC108606434|XP_017852035.1|DBUS	CG6294|NP_573026.1|DMEL
OG0006401	LOC108599264|XP_017841549.2|DBUS	CG6865|NP_001246825.1|DMEL
OG0006402	LOC108602798|XP_017846509.1|DBUS	rtet|NP_524429.1|DMEL
OG0006403	LOC108601470|XP_017844858.1|DBUS	dmrt93B|NP_524428.1|DMEL
OG0006404	LOC108603216|XP_017847300.1|DBUS	Lk6|NP_651986.2|DMEL
OG0006405	LOC108600936|XP_017844262.1|DBUS	CG17687|NP_001368937.1|DMEL
OG0006406	LOC108601885|XP_017845348.1|DBUS	CG1951|NP_651655.1|DMEL
OG0006407	LOC108607020|XP_017853094.1|DBUS	CG1785|NP_572502.1|DMEL
OG0006408	LOC108605719|XP_017851001.1|DBUS	Peritrophin-A|NP_523418.1|DMEL
OG0006409	LOC108605731|XP_017851015.1|DBUS	p24-1|NP_572754.1|DMEL
OG0006410	LOC108605703|XP_017850984.1|DBUS	Ubc7|NP_524684.2|DMEL
OG0006411	LOC108605759|XP_017851050.1|DBUS	Lsm12a|NP_572777.2|DMEL
OG0006412	LOC108604583|XP_017849603.1|DBUS	amon|NP_477318.1|DMEL
OG0006413	LOC108604084|XP_017848848.1|DBUS	Yif1|NP_651498.1|DMEL
OG0006414	LOC108601939|XP_017845408.1|DBUS	CG8043|NP_649814.1|DMEL
OG0006415	LOC108606701|XP_017852565.2|DBUS	ZAP3|NP_001245607.1|DMEL
OG0006416	LOC108607236|XP_017853403.1|DBUS	Dok|NP_572391.1|DMEL
OG0006417	LOC108598170|XP_017840278.1|DBUS	Ts|NP_477367.1|DMEL
OG0006418	LOC108606686|XP_017852527.1|DBUS	CG13003|NP_001162779.1|DMEL
OG0006419	LOC108601722|XP_017845128.1|DBUS	CG11334|NP_651868.1|DMEL
OG0006420	LOC108603345|XP_017847565.2|DBUS	tst|NP_524465.1|DMEL
OG0006421	LOC108599430|XP_017841638.2|DBUS	CG7236|NP_608950.3|DMEL
OG0006422	LOC108607939|XP_017854545.2|DBUS	CG11147|NP_608954.1|DMEL
OG0006423	LOC108603059|XP_017846985.1|DBUS	Nop56|NP_651040.3|DMEL
OG0006424	LOC108603062|XP_017846987.1|DBUS	mats|NP_651041.3|DMEL
OG0006425	LOC108603058|XP_017846984.1|DBUS	CG13850|NP_651038.3|DMEL
OG0006426	LOC108603057|XP_017846983.1|DBUS	CG13855|NP_651037.1|DMEL
OG0006427	LOC108601750|XP_017845163.1|DBUS	Sce|NP_477509.1|DMEL
OG0006428	LOC108604131|XP_017848923.1|DBUS	hdly|NP_001097851.1|DMEL
OG0006429	LOC108603154|XP_033150045.1|DBUS	KrT95D|NP_524473.2|DMEL
OG0006430	LOC108598409|XP_017840521.1|DBUS	CG5059|NP_649239.1|DMEL
OG0006431	LOC108604214|XP_017849068.1|DBUS	Cad99C|NP_733314.1|DMEL
OG0006432	LOC108601349|XP_017844736.1|DBUS	cdi|NP_524401.2|DMEL
OG0006433	LOC108603141|XP_017847167.1|DBUS	Pli|NP_001097890.1|DMEL
OG0006434	LOC108607829|XP_017854381.1|DBUS	Hand|NP_609370.2|DMEL
OG0006435	LOC108603394|XP_017847660.1|DBUS	CG31064|NP_001287560.1|DMEL
OG0006436	LOC108598543|XP_017840716.1|DBUS	Rrp45|NP_573163.1|DMEL
OG0006437	LOC108606211|XP_017851577.1|DBUS	up|NP_001259522.1|DMEL
OG0006438	LOC108605734|XP_017851022.1|DBUS	CG13692|NP_608523.1|DMEL
OG0006439	LOC108604143|XP_017848941.1|DBUS	CG10345|NP_650563.2|DMEL
OG0006440	LOC108604144|XP_017848942.1|DBUS	CG14892|NP_650562.1|DMEL
OG0006441	LOC108601415|XP_017844803.1|DBUS	CG10280|NP_001246942.1|DMEL
OG0006442	LOC108601236|XP_017844624.1|DBUS	CG13634|NP_651285.1|DMEL
OG0006443	LOC108603370|XP_017847622.1|DBUS	CG1307|NP_649675.2|DMEL
OG0006444	LOC108604788|XP_017849876.1|DBUS	spn-A|NP_524583.1|DMEL
OG0006445	LOC108605841|XP_017851138.1|DBUS	tw|NP_569858.1|DMEL
OG0006446	LOC108601848|XP_017845284.1|DBUS	dan|NP_001262948.1|DMEL
OG0006447	LOC108601901|XP_017845367.1|DBUS	Bili|NP_651342.3|DMEL
OG0006448	LOC108601823|XP_017845249.1|DBUS	CG5515|NP_651227.2|DMEL
OG0006449	LOC108604163|XP_017848983.1|DBUS	CG13606|NP_001287498.1|DMEL
OG0006450	LOC108607883|XP_017854476.1|DBUS	Sgt|NP_609842.1|DMEL
OG0006451	LOC108606658|XP_017852471.1|DBUS	mei-P26|NP_001356936.1|DMEL
OG0006452	LOC108607863|XP_017854438.1|DBUS	CG11790|NP_651326.1|DMEL
OG0006453	LOC108600853|XP_017844143.1|DBUS	U4-U6-60K|NP_648990.1|DMEL
OG0006454	LOC108606621|XP_017852396.1|DBUS	CG3703|NP_569874.1|DMEL
OG0006455	LOC108603212|XP_017847289.1|DBUS	cpx|NP_001262248.1|DMEL
OG0006456	LOC108604643|XP_017849681.1|DBUS	Vps24|NP_649451.1|DMEL
OG0006457	LOC108601799|XP_017845223.1|DBUS	CG9799|NP_650284.2|DMEL
OG0006458	LOC108598343|XP_033150571.1|DBUS	eEF1delta|NP_609361.1|DMEL
OG0006459	LOC108604783|XP_017849869.1|DBUS	CG5346|NP_651058.1|DMEL
OG0006460	LOC108604647|XP_017849686.1|DBUS	SMC1|NP_651211.2|DMEL
OG0006461	LOC108603476|XP_017847807.1|DBUS	CG3337|NP_650957.1|DMEL
OG0006462	LOC108601331|XP_017844719.1|DBUS	prt|NP_001097887.1|DMEL
OG0006463	LOC108602683|XP_017846314.1|DBUS	CG6118|NP_001097806.1|DMEL
OG0006464	LOC108600847|XP_017844135.1|DBUS	CG5910|NP_649226.1|DMEL
OG0006465	LOC108606499|XP_017852153.1|DBUS	PIG-K|NP_569968.2|DMEL
OG0006466	LOC108605679|XP_017850959.1|DBUS	HLH3B|NP_525055.1|DMEL
OG0006467	LOC108604679|XP_017849724.1|DBUS	ChT|NP_650743.1|DMEL
OG0006468	LOC108604176|XP_017849004.1|DBUS	mRpS24|NP_524476.1|DMEL
OG0006469	LOC108605222|XP_017850320.1|DBUS	parvin|NP_608352.2|DMEL
OG0006470	LOC108600885|XP_017844194.1|DBUS	IleRS-m|NP_648837.2|DMEL
OG0006471	LOC108603551|XP_033150104.1|DBUS	GatB|NP_651217.2|DMEL
OG0006472	LOC108601851|XP_017845290.1|DBUS	CG13607|NP_651215.1|DMEL
OG0006473	LOC108599630|XP_017842087.1|DBUS	Zasp67|NP_648358.2|DMEL
OG0006474	LOC108595538|XP_017836283.1|DBUS	CG15617|NP_611151.1|DMEL
OG0006475	LOC108602070|XP_017845579.1|DBUS	SmD2|NP_649645.1|DMEL
OG0006476	LOC108605111|XP_017850162.1|DBUS	xit|NP_572355.1|DMEL
OG0006477	LOC108600756|XP_017844007.1|DBUS	Ilp7|NP_570070.1|DMEL
OG0006478	LOC108603021|XP_017846907.1|DBUS	AP-1sigma|NP_651198.1|DMEL
OG0006479	LOC108603619|XP_017848060.1|DBUS	CG31140|NP_001262893.1|DMEL
OG0006480	LOC108594680|XP_017835310.1|DBUS	TTLL12|NP_610325.1|DMEL
OG0006481	LOC108594973|XP_017835595.1|DBUS, LOC108608559|XP_017855470.1|DBUS	Ada1-1|NP_723707.1|DMEL, Ada1-2|NP_723703.1|DMEL
OG0006482	LOC108604375|XP_017849318.1|DBUS	yem|NP_001263054.1|DMEL
OG0006483	LOC108603853|XP_017848496.1|DBUS	CG11069|NP_651307.2|DMEL
OG0006484	LOC108603852|XP_017848494.1|DBUS	CG13643|NP_001262937.1|DMEL
OG0006485	LOC108604455|XP_017849424.1|DBUS	nac|NP_649782.1|DMEL
OG0006486	LOC108602319|XP_017845892.1|DBUS	TkR86C|NP_001097741.1|DMEL
OG0006487	LOC108601803|XP_017845228.1|DBUS	TAF1B|NP_649982.1|DMEL
OG0006488	LOC108599922|XP_017842618.1|DBUS	CG42553|NP_612060.2|DMEL
OG0006489	LOC108603293|XP_017847453.1|DBUS	Inx3|NP_524730.1|DMEL
OG0006490	LOC108603966|XP_017848658.1|DBUS	RhoGAP93B|NP_650939.2|DMEL
OG0006491	LOC108608359|XP_017855195.1|DBUS	tos|NP_477145.1|DMEL
OG0006492	LOC108604702|XP_017849751.1|DBUS	CG11000|NP_001097690.1|DMEL
OG0006493	LOC108605261|XP_017850376.1|DBUS	Fim|NP_728074.1|DMEL
OG0006494	LOC108606739|XP_017852623.1|DBUS	Top1|NP_511161.2|DMEL
OG0006495	LOC108605575|XP_017850834.1|DBUS	CG33172|NP_788911.2|DMEL
OG0006496	LOC108604526|XP_017849526.1|DBUS	Tsc1|NP_477415.1|DMEL
OG0006497	LOC108601929|XP_017845395.1|DBUS	Paip2|NP_524334.1|DMEL
OG0006498	LOC108601778|XP_017845194.1|DBUS	CG7381|NP_650242.1|DMEL
OG0006499	LOC108603462|XP_017847784.1|DBUS	CG34347|NP_001368952.1|DMEL
OG0006500	LOC108594485|XP_033149018.1|DBUS	CG4957|NP_609366.2|DMEL
OG0006501	LOC108603047|XP_017846955.1|DBUS	Tpi|NP_788764.1|DMEL
OG0006502	LOC108602075|XP_017845584.1|DBUS	CG31030|NP_001036775.1|DMEL
OG0006503	LOC108604115|XP_017848888.1|DBUS	Mlc2|NP_524586.1|DMEL
OG0006504	LOC108602297|XP_017845867.1|DBUS	CG1983|NP_651776.2|DMEL
OG0006505	LOC108603921|XP_017848602.1|DBUS	Rnb|NP_651726.1|DMEL
OG0006506	LOC108600875|XP_017844177.1|DBUS	CG32022|NP_729403.1|DMEL
OG0006507	LOC108601758|XP_017845171.2|DBUS	Lgr1|NP_524393.2|DMEL
OG0006508	LOC108602473|XP_017846086.1|DBUS	TyrRII|NP_650651.1|DMEL
OG0006509	LOC108605325|XP_017850483.1|DBUS	CG1504|NP_608382.2|DMEL
OG0006510	LOC117134730|XP_033149264.1|DBUS	cwo|NP_524775.1|DMEL
OG0006511	LOC108603155|XP_017847200.1|DBUS	CG31342|NP_001097763.1|DMEL
OG0006512	LOC108601441|XP_017844828.1|DBUS	Nep4|NP_650904.3|DMEL
OG0006513	LOC108602877|XP_017846662.2|DBUS	CtBP|NP_001262522.1|DMEL
OG0006514	LOC108604523|XP_017849521.1|DBUS	EMC6|NP_651320.1|DMEL
OG0006515	LOC108603018|XP_017846904.1|DBUS	CG6005|NP_650771.1|DMEL
OG0006516	LOC108601615|XP_017845003.1|DBUS	CG13627|NP_651279.1|DMEL
