Orthogroup	DBUS.longest_only	CCAP.longest_only
OG0003347	LOC108602425|XP_017846029.1|DBUS	CCAP1982_LOCUS2089|CAD6993273.1|CCAP
OG0003348	LOC108604439|XP_017849405.1|DBUS	CCAP1982_LOCUS3393|CAD6994658.1|CCAP
OG0003350	LOC108601671|XP_017845062.1|DBUS	CCAP1982_LOCUS2667|CAD6993873.1|CCAP
OG0003352	LOC108604616|XP_017849645.1|DBUS	CCAP1982_LOCUS1141|CAD6992273.1|CCAP
OG0003353	LOC108603426|XP_017847722.1|DBUS	CCAP1982_LOCUS2848|CAD6994078.1|CCAP, CCAP1982_LOCUS2849|CAD6994079.1|CCAP, CCAP1982_LOCUS2847|CAD6994077.1|CCAP
OG0003354	LOC108603546|XP_017847951.1|DBUS	CCAP1982_LOCUS1761|CAD6992928.1|CCAP
OG0003358	LOC108601610|XP_033149793.1|DBUS, LOC108596510|XP_017837844.1|DBUS	CCAP1982_LOCUS7669|CAD6999125.1|CCAP
OG0003361	LOC108596141|XP_017837120.2|DBUS	CCAP1982_LOCUS20535|CAD7012455.1|CCAP
OG0003362	LOC108604337|XP_017849250.1|DBUS	CCAP1982_LOCUS1173|CAD6992305.1|CCAP
OG0003363	LOC108604228|XP_017849084.1|DBUS	CCAP1982_LOCUS3061|CAD6994300.1|CCAP
OG0003364	LOC108603567|XP_017847973.1|DBUS	CCAP1982_LOCUS2179|CAD6993361.1|CCAP
OG0003365	LOC108604678|XP_017849722.1|DBUS	CCAP1982_LOCUS209|CAD6991278.1|CCAP, CCAP1982_LOCUS210|CAD6991279.1|CCAP
OG0003366	LOC108599733|XP_017842223.1|DBUS	CCAP1982_LOCUS14323|CAD7005987.1|CCAP
OG0003367	LOC108600535|XP_017843677.1|DBUS	CCAP1982_LOCUS14328|CAD7005992.1|CCAP
OG0003368	LOC108600533|XP_017843675.1|DBUS	CCAP1982_LOCUS12879|CAD7004474.1|CCAP
OG0003369	LOC108604211|XP_017849062.1|DBUS	CCAP1982_LOCUS751|CAD6991853.1|CCAP
OG0003370	LOC108603777|XP_017848358.1|DBUS	CCAP1982_LOCUS1732|CAD6992897.1|CCAP
OG0003373	LOC108602121|XP_017845637.1|DBUS	CCAP1982_LOCUS361|CAD6991435.1|CCAP, CCAP1982_LOCUS360|CAD6991434.1|CCAP
OG0003375	LOC108604180|XP_017849008.1|DBUS	CCAP1982_LOCUS2045|CAD6993226.1|CCAP
OG0003376	LOC108602093|XP_017845606.1|DBUS	CCAP1982_LOCUS2171|CAD6993353.1|CCAP
OG0003377	LOC108603357|XP_017847586.1|DBUS	CCAP1982_LOCUS2173|CAD6993355.1|CCAP
OG0003378	LOC108602260|XP_017845804.1|DBUS	CCAP1982_LOCUS1475|CAD6992627.1|CCAP
OG0003379	LOC108603275|XP_017847423.1|DBUS	CCAP1982_LOCUS2838|CAD6994067.1|CCAP
OG0003380	LOC108602543|XP_017846165.1|DBUS	CCAP1982_LOCUS1419|CAD6992571.1|CCAP
OG0003381	LOC108603340|XP_017847561.1|DBUS	CCAP1982_LOCUS2394|CAD6993583.1|CCAP
OG0003382	LOC108603119|XP_017847123.1|DBUS	CCAP1982_LOCUS2400|CAD6993590.1|CCAP
OG0003383	LOC108602316|XP_017845890.1|DBUS	CCAP1982_LOCUS3350|CAD6994613.1|CCAP
OG0003384	LOC108607744|XP_017854261.1|DBUS	CCAP1982_LOCUS8473|CAD6999968.1|CCAP
OG0003385	LOC108604208|XP_017849058.1|DBUS	CCAP1982_LOCUS2085|CAD6993268.1|CCAP
OG0003386	LOC108602199|XP_017845737.1|DBUS	CCAP1982_LOCUS1625|CAD6992786.1|CCAP
OG0003387	LOC108603637|XP_017848086.1|DBUS	CCAP1982_LOCUS2709|CAD6993918.1|CCAP
OG0003390	LOC108602208|XP_017845744.1|DBUS	CCAP1982_LOCUS1365|CAD6992516.1|CCAP
OG0003391	LOC108603873|XP_017848534.1|DBUS	CCAP1982_LOCUS2561|CAD6993763.1|CCAP, CCAP1982_LOCUS2559|CAD6993760.1|CCAP
OG0003392	LOC108604233|XP_017849090.1|DBUS	CCAP1982_LOCUS3862|CAD6995139.1|CCAP
OG0003393	LOC108604366|XP_017849295.1|DBUS	CCAP1982_LOCUS2532|CAD6993734.1|CCAP
OG0003394	LOC108602238|XP_017845774.1|DBUS	CCAP1982_LOCUS2772|CAD6993989.1|CCAP
OG0003395	LOC108602451|XP_017846063.1|DBUS	CCAP1982_LOCUS2763|CAD6993980.1|CCAP, CCAP1982_LOCUS2762|CAD6993979.1|CCAP
OG0003396	LOC108603700|XP_017848219.1|DBUS	CCAP1982_LOCUS1391|CAD6992542.1|CCAP
OG0003397	LOC108602151|XP_033149829.1|DBUS	CCAP1982_LOCUS3132|CAD6994379.1|CCAP
OG0003398	LOC108602426|XP_017846031.1|DBUS	CCAP1982_LOCUS2219|CAD6993404.1|CCAP
OG0003399	LOC117134691|XP_033149087.1|DBUS	CCAP1982_LOCUS3468|CAD6994735.1|CCAP
OG0003400	LOC108602952|XP_017846790.2|DBUS	CCAP1982_LOCUS3496|CAD6994764.1|CCAP, CCAP1982_LOCUS9004|CAD7000526.1|CCAP
OG0003401	LOC108603365|XP_017847606.1|DBUS	CCAP1982_LOCUS3720|CAD6994989.1|CCAP, CCAP1982_LOCUS3719|CAD6994988.1|CCAP
OG0003402	LOC108601553|XP_017844941.1|DBUS	CCAP1982_LOCUS3740|CAD6995009.1|CCAP
OG0003403	LOC108597267|XP_017839214.1|DBUS	CCAP1982_LOCUS21378|CAD7013307.1|CCAP
OG0003404	LOC108601454|XP_017844840.2|DBUS	CCAP1982_LOCUS1300|CAD6992440.1|CCAP
OG0003405	LOC108597303|XP_017839271.1|DBUS	CCAP1982_LOCUS23291|CAD7015346.1|CCAP
OG0003406	LOC108603435|XP_017847746.1|DBUS	CCAP1982_LOCUS2827|CAD6994055.1|CCAP
OG0003407	LOC108602464|XP_017846077.1|DBUS	CCAP1982_LOCUS2467|CAD6993660.1|CCAP
OG0003408	LOC108603102|XP_017847094.1|DBUS	CCAP1982_LOCUS1798|CAD6992966.1|CCAP
OG0003409	LOC108602892|XP_017846689.1|DBUS	CCAP1982_LOCUS3018|CAD6994257.1|CCAP
OG0003410	LOC108604429|XP_017849389.1|DBUS	CCAP1982_LOCUS3704|CAD6994973.1|CCAP
OG0003411	LOC108602149|XP_017845671.1|DBUS	CCAP1982_LOCUS5091|CAD6996418.1|CCAP
OG0003412	LOC108604487|XP_017849468.1|DBUS	CCAP1982_LOCUS231|CAD6991302.1|CCAP
OG0003413	LOC108601342|XP_017844730.1|DBUS	CCAP1982_LOCUS2307|CAD6993494.1|CCAP
OG0003414	LOC108598534|XP_017840706.2|DBUS	CCAP1982_LOCUS13788|CAD7005427.1|CCAP
OG0003416	LOC108601317|XP_017844705.1|DBUS	CCAP1982_LOCUS80|CAD6991138.1|CCAP
OG0003417	LOC108603242|XP_017847358.1|DBUS	CCAP1982_LOCUS1823|CAD6992992.1|CCAP
OG0003418	LOC108603766|XP_017848341.1|DBUS	CCAP1982_LOCUS3284|CAD6994543.1|CCAP
OG0003419	LOC108602626|XP_033150024.1|DBUS	CCAP1982_LOCUS2789|CAD6994012.1|CCAP
OG0003420	LOC108602625|XP_017846253.1|DBUS	CCAP1982_LOCUS2787|CAD6994010.1|CCAP, CCAP1982_LOCUS2788|CAD6994011.1|CCAP
OG0003421	LOC108602806|XP_017846522.1|DBUS	CCAP1982_LOCUS2391|CAD6993579.1|CCAP
OG0003422	LOC108603505|XP_017847867.1|DBUS	CCAP1982_LOCUS1891|CAD6993061.1|CCAP
OG0003423	LOC108596507|XP_017837836.1|DBUS	CCAP1982_LOCUS23232|CAD7015285.1|CCAP
OG0003424	LOC108602632|XP_017846265.1|DBUS	CCAP1982_LOCUS1988|CAD6993163.1|CCAP
OG0003425	LOC108602351|XP_017845940.1|DBUS	CCAP1982_LOCUS7009|CAD6998409.1|CCAP
OG0003426	LOC108603836|XP_017848469.2|DBUS	CCAP1982_LOCUS2998|CAD6994236.1|CCAP
OG0003427	LOC108603799|XP_017848386.1|DBUS	CCAP1982_LOCUS3011|CAD6994250.1|CCAP
OG0003428	LOC108599625|XP_017842074.1|DBUS	CCAP1982_LOCUS14183|CAD7005839.1|CCAP
OG0003429	LOC108597739|XP_017839929.1|DBUS	CCAP1982_LOCUS22596|CAD7014603.1|CCAP
OG0003430	LOC108607409|XP_017853683.1|DBUS	CCAP1982_LOCUS9736|CAD7001238.1|CCAP, CCAP1982_LOCUS9735|CAD7001237.1|CCAP
OG0003431	LOC108603072|XP_017847032.1|DBUS	CCAP1982_LOCUS674|CAD6991766.1|CCAP
OG0003432	LOC108601822|XP_017845248.1|DBUS	CCAP1982_LOCUS4099|CAD6995381.1|CCAP
OG0003433	LOC108603396|XP_017847667.1|DBUS	CCAP1982_LOCUS3890|CAD6995169.1|CCAP, CCAP1982_LOCUS3891|CAD6995170.1|CCAP
OG0003435	LOC108604276|XP_017849167.1|DBUS	CCAP1982_LOCUS3071|CAD6994314.1|CCAP
OG0003436	LOC108603271|XP_017847418.1|DBUS	CCAP1982_LOCUS2424|CAD6993614.1|CCAP
OG0003437	LOC108603267|XP_017847413.1|DBUS	CCAP1982_LOCUS2425|CAD6993615.1|CCAP
OG0003438	LOC108603270|XP_017847417.1|DBUS	CCAP1982_LOCUS2423|CAD6993613.1|CCAP
OG0003439	LOC108604175|XP_017849003.1|DBUS	CCAP1982_LOCUS1479|CAD6992631.1|CCAP
OG0003440	LOC117134650|XP_033149920.1|DBUS	CCAP1982_LOCUS3675|CAD6994941.1|CCAP, CCAP1982_LOCUS3672|CAD6994938.1|CCAP
OG0003441	LOC108604965|XP_017850027.1|DBUS	CCAP1982_LOCUS5321|CAD6996637.1|CCAP
OG0003442	LOC108601551|XP_017844939.1|DBUS	CCAP1982_LOCUS1258|CAD6992394.1|CCAP
OG0003443	LOC108598808|XP_017841039.1|DBUS	CCAP1982_LOCUS14943|CAD7006637.1|CCAP
OG0003444	LOC117135002|XP_033150651.1|DBUS	CCAP1982_LOCUS14439|CAD7006107.1|CCAP
OG0003447	LOC108607345|XP_017853518.1|DBUS	CCAP1982_LOCUS9834|CAD7001337.1|CCAP
OG0003448	LOC108604634|XP_017849672.1|DBUS	CCAP1982_LOCUS2752|CAD6993967.1|CCAP
OG0003449	LOC108602019|XP_017845511.1|DBUS	CCAP1982_LOCUS3525|CAD6994794.1|CCAP
OG0003450	LOC108602491|XP_017846107.1|DBUS	CCAP1982_LOCUS3696|CAD6994964.1|CCAP
OG0003451	LOC108602797|XP_017846508.1|DBUS	CCAP1982_LOCUS76|CAD6991133.1|CCAP, CCAP1982_LOCUS75|CAD6991132.1|CCAP
OG0003452	LOC108602795|XP_017846505.1|DBUS	CCAP1982_LOCUS73|CAD6991130.1|CCAP
OG0003453	LOC108600700|XP_017843910.1|DBUS	CCAP1982_LOCUS373|CAD6991447.1|CCAP
OG0003454	LOC108594210|XP_017834806.1|DBUS	CCAP1982_LOCUS6391|CAD6997761.1|CCAP
OG0003455	LOC117134687|XP_033149077.1|DBUS	CCAP1982_LOCUS2452|CAD6993642.1|CCAP
OG0003456	LOC108597342|XP_017839336.1|DBUS	CCAP1982_LOCUS23147|CAD7015197.1|CCAP
OG0003457	LOC108602706|XP_017846349.1|DBUS	CCAP1982_LOCUS4329|CAD6995623.1|CCAP
OG0003458	LOC108601728|XP_017845136.1|DBUS	CCAP1982_LOCUS4309|CAD6995602.1|CCAP, CCAP1982_LOCUS4312|CAD6995606.1|CCAP
OG0003459	LOC108603866|XP_017848523.1|DBUS	CCAP1982_LOCUS363|CAD6991437.1|CCAP
OG0003460	LOC108604329|XP_017849244.1|DBUS	CCAP1982_LOCUS4024|CAD6995305.1|CCAP
OG0003461	LOC108603266|XP_017847411.1|DBUS	CCAP1982_LOCUS2426|CAD6993616.1|CCAP
OG0003463	LOC108604278|XP_017849170.1|DBUS	CCAP1982_LOCUS3767|CAD6995037.1|CCAP
OG0003464	LOC108604216|XP_017849070.1|DBUS	CCAP1982_LOCUS2536|CAD6993738.1|CCAP, CCAP1982_LOCUS2533|CAD6993735.1|CCAP
OG0003465	LOC108604347|XP_017849265.1|DBUS	CCAP1982_LOCUS3523|CAD6994792.1|CCAP
OG0003466	LOC108604636|XP_017849674.1|DBUS	CCAP1982_LOCUS4123|CAD6995405.1|CCAP
OG0003467	LOC108603524|XP_017847907.1|DBUS	CCAP1982_LOCUS4096|CAD6995378.1|CCAP
OG0003468	LOC108603765|XP_017848340.1|DBUS	CCAP1982_LOCUS1166|CAD6992298.1|CCAP
OG0003469	LOC108604140|XP_017848939.1|DBUS	CCAP1982_LOCUS2027|CAD6993208.1|CCAP
OG0003470	LOC108602457|XP_017846068.1|DBUS	CCAP1982_LOCUS2015|CAD6993193.1|CCAP
OG0003471	LOC108608360|XP_017855196.1|DBUS	CCAP1982_LOCUS8797|CAD7000311.1|CCAP
OG0003472	LOC108599130|XP_017841411.1|DBUS	CCAP1982_LOCUS6283|CAD6997652.1|CCAP
OG0003473	LOC108594236|XP_017834836.1|DBUS	CCAP1982_LOCUS7925|CAD6999399.1|CCAP
OG0003474	LOC108603686|XP_017848193.1|DBUS	CCAP1982_LOCUS3875|CAD6995154.1|CCAP
OG0003475	LOC108604357|XP_017849281.1|DBUS	CCAP1982_LOCUS2624|CAD6993827.1|CCAP, CCAP1982_LOCUS2625|CAD6993828.1|CCAP
OG0003477	LOC108604189|XP_017849028.1|DBUS	CCAP1982_LOCUS2284|CAD6993472.1|CCAP
OG0003478	LOC108602995|XP_017846877.1|DBUS	CCAP1982_LOCUS3292|CAD6994552.1|CCAP
OG0003479	LOC108601958|XP_017845433.1|DBUS	CCAP1982_LOCUS1053|CAD6992180.1|CCAP
OG0003480	LOC108602486|XP_017846098.1|DBUS	CCAP1982_LOCUS2077|CAD6993260.1|CCAP
OG0003481	LOC108601456|XP_017844842.1|DBUS	CCAP1982_LOCUS2076|CAD6993259.1|CCAP
OG0003482	LOC108603894|XP_017848557.1|DBUS	CCAP1982_LOCUS2075|CAD6993258.1|CCAP, CCAP1982_LOCUS2074|CAD6993257.1|CCAP
OG0003483	LOC108601465|XP_017844852.1|DBUS	CCAP1982_LOCUS2056|CAD6993239.1|CCAP
OG0003484	LOC108602235|XP_017845772.1|DBUS	CCAP1982_LOCUS2209|CAD6993393.1|CCAP
OG0003485	LOC108601393|XP_017844782.1|DBUS	CCAP1982_LOCUS2380|CAD6993568.1|CCAP
OG0003486	LOC108601394|XP_017844783.1|DBUS	CCAP1982_LOCUS2382|CAD6993570.1|CCAP
OG0003487	LOC108604255|XP_017849131.1|DBUS	CCAP1982_LOCUS2529|CAD6993731.1|CCAP
OG0003488	LOC108603598|XP_017848029.1|DBUS	CCAP1982_LOCUS2704|CAD6993913.1|CCAP, CCAP1982_LOCUS2705|CAD6993914.1|CCAP
OG0003489	LOC108603900|XP_017848565.1|DBUS	CCAP1982_LOCUS2593|CAD6993795.1|CCAP
OG0003490	LOC108604477|XP_017849452.1|DBUS	CCAP1982_LOCUS2615|CAD6993818.1|CCAP
OG0003491	LOC108603284|XP_017847440.1|DBUS	CCAP1982_LOCUS2647|CAD6993851.1|CCAP, CCAP1982_LOCUS2650|CAD6993854.1|CCAP
OG0003492	LOC108604759|XP_017849838.1|DBUS	CCAP1982_LOCUS2875|CAD6994106.1|CCAP
OG0003493	LOC108602345|XP_017845928.1|DBUS	CCAP1982_LOCUS1184|CAD6992316.1|CCAP, CCAP1982_LOCUS1183|CAD6992315.1|CCAP
OG0003494	LOC108603092|XP_017847078.1|DBUS	CCAP1982_LOCUS2448|CAD6993638.1|CCAP
OG0003495	LOC108596504|XP_017837832.1|DBUS	CCAP1982_LOCUS7670|CAD6999126.1|CCAP
OG0003496	LOC108602842|XP_017846583.1|DBUS	CCAP1982_LOCUS55|CAD6991108.1|CCAP
OG0003497	LOC108603198|XP_017847268.1|DBUS	CCAP1982_LOCUS1426|CAD6992578.1|CCAP
OG0003498	LOC108603398|XP_017847670.1|DBUS	CCAP1982_LOCUS4163|CAD6995446.1|CCAP
OG0003499	LOC108604563|XP_017849581.1|DBUS	CCAP1982_LOCUS3779|CAD6995053.1|CCAP
OG0003500	LOC108602819|XP_017846542.1|DBUS	CCAP1982_LOCUS12413|CAD7003991.1|CCAP
OG0003501	LOC108602055|XP_017845558.1|DBUS	CCAP1982_LOCUS2344|CAD6993532.1|CCAP, CCAP1982_LOCUS2343|CAD6993531.1|CCAP, CCAP1982_LOCUS2345|CAD6993533.1|CCAP
OG0003502	LOC108601291|XP_017844679.1|DBUS	CCAP1982_LOCUS3909|CAD6995189.1|CCAP
OG0003503	LOC108604733|XP_017849804.1|DBUS	CCAP1982_LOCUS3462|CAD6994729.1|CCAP
OG0003504	LOC108601561|XP_017844949.1|DBUS	CCAP1982_LOCUS2035|CAD6993216.1|CCAP
OG0003505	LOC108602749|XP_017846397.1|DBUS	CCAP1982_LOCUS1286|CAD6992424.1|CCAP, CCAP1982_LOCUS1285|CAD6992423.1|CCAP
OG0003506	LOC108604483|XP_017849461.1|DBUS	CCAP1982_LOCUS1196|CAD6992331.1|CCAP, CCAP1982_LOCUS1195|CAD6992330.1|CCAP
OG0003507	LOC108603414|XP_017847698.1|DBUS	CCAP1982_LOCUS4039|CAD6995321.1|CCAP, CCAP1982_LOCUS4038|CAD6995319.1|CCAP
OG0003508	LOC108598009|XP_033149570.1|DBUS	CCAP1982_LOCUS11383|CAD7002917.1|CCAP
OG0003509	LOC108603276|XP_017847424.1|DBUS	CCAP1982_LOCUS2841|CAD6994070.1|CCAP
OG0003510	LOC108604077|XP_017848836.2|DBUS	CCAP1982_LOCUS7653|CAD6999108.1|CCAP
OG0003511	LOC108603829|XP_017848452.1|DBUS	CCAP1982_LOCUS1325|CAD6992470.1|CCAP
OG0003512	LOC108601871|XP_017845320.1|DBUS	CCAP1982_LOCUS1810|CAD6992979.1|CCAP
OG0003513	LOC108604564|XP_017849582.1|DBUS	CCAP1982_LOCUS4017|CAD6995298.1|CCAP
OG0003514	LOC108602074|XP_017845583.1|DBUS	CCAP1982_LOCUS3515|CAD6994784.1|CCAP
OG0003515	LOC108595089|XP_017835730.1|DBUS	CCAP1982_LOCUS21020|CAD7012921.1|CCAP
OG0003516	LOC108604532|XP_017849535.1|DBUS	CCAP1982_LOCUS2335|CAD6993523.1|CCAP
OG0003517	LOC108601239|XP_033150059.1|DBUS	CCAP1982_LOCUS3547|CAD6994816.1|CCAP
OG0003518	LOC108601550|XP_017844938.1|DBUS	CCAP1982_LOCUS3603|CAD6994868.1|CCAP, CCAP1982_LOCUS3643|CAD6994908.1|CCAP, CCAP1982_LOCUS3602|CAD6994867.1|CCAP
OG0003519	LOC108600358|XP_017843374.2|DBUS	CCAP1982_LOCUS11421|CAD7002957.1|CCAP, CCAP1982_LOCUS11422|CAD7002958.1|CCAP, CCAP1982_LOCUS11423|CAD7002959.1|CCAP
OG0003520	LOC108600448|XP_017843524.2|DBUS	CCAP1982_LOCUS11416|CAD7002952.1|CCAP
OG0003521	LOC108600999|XP_017844353.1|DBUS	CCAP1982_LOCUS11429|CAD7002965.1|CCAP
OG0003522	LOC108598950|XP_017841210.1|DBUS	CCAP1982_LOCUS22624|CAD7014633.1|CCAP, CCAP1982_LOCUS22621|CAD7014630.1|CCAP
OG0003523	LOC108597452|XP_017839510.1|DBUS	CCAP1982_LOCUS7667|CAD6999123.1|CCAP
OG0003524	LOC108606186|XP_017851524.1|DBUS	CCAP1982_LOCUS22854|CAD7014890.1|CCAP
OG0003525	LOC108596241|XP_017837277.1|DBUS	CCAP1982_LOCUS23415|CAD7015476.1|CCAP
OG0003526	LOC108601759|XP_017845172.1|DBUS	CCAP1982_LOCUS11316|CAD7002847.1|CCAP
OG0003527	LOC108597549|XP_017839646.1|DBUS	CCAP1982_LOCUS22626|CAD7014635.1|CCAP
OG0003529	LOC117134985|XP_033150569.1|DBUS	CCAP1982_LOCUS6459|CAD6997835.1|CCAP, CCAP1982_LOCUS6458|CAD6997834.1|CCAP
OG0003530	LOC108599574|XP_017841985.1|DBUS	CCAP1982_LOCUS12403|CAD7003980.1|CCAP
OG0003531	LOC108598769|XP_017840999.1|DBUS	CCAP1982_LOCUS11045|CAD7002557.1|CCAP
OG0003532	LOC108600947|XP_017844280.1|DBUS	CCAP1982_LOCUS13293|CAD7004909.1|CCAP
OG0003533	LOC108598655|XP_017840855.1|DBUS	CCAP1982_LOCUS11069|CAD7002582.1|CCAP
OG0003534	LOC108599631|XP_033149490.1|DBUS	CCAP1982_LOCUS12129|CAD7003692.1|CCAP
OG0003535	LOC108598094|XP_017840198.1|DBUS	CCAP1982_LOCUS11407|CAD7002942.1|CCAP
OG0003536	LOC108597439|XP_017839491.1|DBUS	CCAP1982_LOCUS21804|CAD7013781.1|CCAP
OG0003537	LOC108595223|XP_017835900.1|DBUS	CCAP1982_LOCUS21636|CAD7013581.1|CCAP
OG0003538	LOC108597532|XP_017839621.1|DBUS	CCAP1982_LOCUS21619|CAD7013563.1|CCAP
OG0003539	LOC108597676|XP_017839838.1|DBUS	CCAP1982_LOCUS21613|CAD7013555.1|CCAP
OG0003540	LOC108598545|XP_017840718.1|DBUS	CCAP1982_LOCUS11357|CAD7002888.1|CCAP
OG0003541	LOC108603168|XP_017847214.1|DBUS	CCAP1982_LOCUS3984|CAD6995263.1|CCAP
OG0003542	LOC108596650|XP_017838119.1|DBUS	CCAP1982_LOCUS22394|CAD7014401.1|CCAP
OG0003543	LOC108606737|XP_017852621.1|DBUS	CCAP1982_LOCUS7867|CAD6999340.1|CCAP
OG0003544	LOC108601082|XP_017844472.1|DBUS	CCAP1982_LOCUS12760|CAD7004344.1|CCAP
OG0003545	LOC108601090|XP_017844486.1|DBUS	CCAP1982_LOCUS14146|CAD7005798.1|CCAP
OG0003546	LOC108601052|XP_017844455.1|DBUS	CCAP1982_LOCUS13560|CAD7005200.1|CCAP
OG0003547	LOC108597747|XP_017839943.1|DBUS	CCAP1982_LOCUS22239|CAD7014236.1|CCAP
OG0003548	LOC108596991|XP_017838749.1|DBUS	CCAP1982_LOCUS22755|CAD7014784.1|CCAP
OG0003549	LOC108597628|XP_017839760.1|DBUS	CCAP1982_LOCUS22753|CAD7014782.1|CCAP
OG0003550	LOC108596671|XP_017838168.1|DBUS	CCAP1982_LOCUS22380|CAD7014385.1|CCAP
OG0003551	LOC108596231|XP_017837258.1|DBUS	CCAP1982_LOCUS22614|CAD7014623.1|CCAP
OG0003552	LOC108595701|XP_017836474.1|DBUS	CCAP1982_LOCUS22722|CAD7014745.1|CCAP
OG0003553	LOC108597573|XP_017839673.1|DBUS	CCAP1982_LOCUS22616|CAD7014625.1|CCAP
OG0003554	LOC108600639|XP_017843820.1|DBUS	CCAP1982_LOCUS11950|CAD7003500.1|CCAP
OG0003555	LOC108600479|XP_017843588.2|DBUS	CCAP1982_LOCUS13140|CAD7004747.1|CCAP
OG0003556	LOC108597923|XP_033149419.1|DBUS	CCAP1982_LOCUS11725|CAD7003263.1|CCAP
OG0003557	LOC108600541|XP_017843686.1|DBUS	CCAP1982_LOCUS11727|CAD7003265.1|CCAP
OG0003558	LOC108600233|XP_033149354.1|DBUS	CCAP1982_LOCUS11602|CAD7003140.1|CCAP
OG0003559	LOC108599821|XP_017842410.1|DBUS	CCAP1982_LOCUS11205|CAD7002730.1|CCAP
OG0003560	LOC108599147|XP_017841424.1|DBUS, LOC108598720|XP_017840939.1|DBUS	CCAP1982_LOCUS13143|CAD7004750.1|CCAP
OG0003561	LOC108597104|XP_017838965.1|DBUS	CCAP1982_LOCUS22042|CAD7014036.1|CCAP
OG0003562	LOC108597758|XP_033149151.1|DBUS	CCAP1982_LOCUS22254|CAD7014251.1|CCAP
OG0003563	LOC108602992|XP_017846875.1|DBUS	CCAP1982_LOCUS3245|CAD6994499.1|CCAP
OG0003564	LOC108599773|XP_017842309.1|DBUS	CCAP1982_LOCUS13030|CAD7004635.1|CCAP
OG0003565	LOC108598422|XP_017840538.1|DBUS	CCAP1982_LOCUS13066|CAD7004671.1|CCAP
OG0003566	LOC108603473|XP_017847801.1|DBUS	CCAP1982_LOCUS2783|CAD6994002.1|CCAP
OG0003567	LOC108597252|XP_017839195.1|DBUS	CCAP1982_LOCUS23392|CAD7015451.1|CCAP
OG0003568	LOC108597048|XP_017838851.1|DBUS	CCAP1982_LOCUS22896|CAD7014933.1|CCAP
OG0003569	LOC108600081|XP_017842929.2|DBUS	CCAP1982_LOCUS11485|CAD7003022.1|CCAP
OG0003570	LOC108596905|XP_017838584.1|DBUS	CCAP1982_LOCUS21682|CAD7013635.1|CCAP
OG0003571	LOC108598706|XP_017840920.1|DBUS	CCAP1982_LOCUS12914|CAD7004515.1|CCAP
OG0003572	LOC108597633|XP_017839767.1|DBUS	CCAP1982_LOCUS22108|CAD7014102.1|CCAP
OG0003573	LOC108595181|XP_017835848.1|DBUS	CCAP1982_LOCUS20153|CAD7012051.1|CCAP
OG0003574	LOC108601157|XP_017844576.1|DBUS	CCAP1982_LOCUS13221|CAD7004832.1|CCAP
OG0003575	LOC108600812|XP_017844086.1|DBUS	CCAP1982_LOCUS12171|CAD7003735.1|CCAP
OG0003576	LOC108599759|XP_017842263.1|DBUS	CCAP1982_LOCUS11896|CAD7003442.1|CCAP
OG0003577	LOC108600581|XP_017843742.1|DBUS	CCAP1982_LOCUS14910|CAD7006599.1|CCAP
OG0003578	LOC108600715|XP_017843941.2|DBUS	CCAP1982_LOCUS11839|CAD7003380.1|CCAP
OG0003579	LOC108597138|XP_017839018.1|DBUS	CCAP1982_LOCUS23067|CAD7015115.1|CCAP
OG0003580	LOC108597218|XP_017839148.1|DBUS	CCAP1982_LOCUS19430|CAD7011325.1|CCAP
OG0003581	LOC108599858|XP_033149690.1|DBUS	CCAP1982_LOCUS11518|CAD7003055.1|CCAP
OG0003582	LOC108600501|XP_017843624.1|DBUS	CCAP1982_LOCUS13249|CAD7004864.1|CCAP
OG0003584	LOC108596485|XP_017837753.1|DBUS	CCAP1982_LOCUS21831|CAD7013811.1|CCAP
OG0003586	LOC108607343|XP_017853516.1|DBUS	CCAP1982_LOCUS19527|CAD7011427.1|CCAP
OG0003587	LOC108604316|XP_017849230.1|DBUS	CCAP1982_LOCUS8444|CAD6999931.1|CCAP
OG0003588	LOC108603798|XP_017848384.1|DBUS	CCAP1982_LOCUS1234|CAD6992370.1|CCAP
OG0003589	LOC108596024|XP_017836871.1|DBUS	CCAP1982_LOCUS22779|CAD7014811.1|CCAP
OG0003590	LOC108601007|XP_017844363.2|DBUS	CCAP1982_LOCUS11384|CAD7002918.1|CCAP
OG0003591	LOC108600391|XP_017843427.1|DBUS	CCAP1982_LOCUS12774|CAD7004362.1|CCAP
OG0003592	LOC108600124|XP_017842996.1|DBUS	CCAP1982_LOCUS10792|CAD7002301.1|CCAP
OG0003593	LOC108600045|XP_017842879.1|DBUS	CCAP1982_LOCUS10943|CAD7002454.1|CCAP
OG0003594	LOC108600500|XP_017843623.1|DBUS	CCAP1982_LOCUS12613|CAD7004194.1|CCAP
OG0003595	LOC108594990|XP_017835612.1|DBUS	CCAP1982_LOCUS7244|CAD6998686.1|CCAP
OG0003596	LOC108597035|XP_017838817.1|DBUS	CCAP1982_LOCUS21815|CAD7013794.1|CCAP
OG0003597	LOC108597438|XP_017839489.1|DBUS	CCAP1982_LOCUS21803|CAD7013780.1|CCAP
OG0003598	LOC108600457|XP_017843535.1|DBUS	CCAP1982_LOCUS13311|CAD7004928.1|CCAP
OG0003599	LOC108594843|XP_017835469.2|DBUS	CCAP1982_LOCUS11327|CAD7002857.1|CCAP
