Orthogroup	DBUS.longest_only	AEAL.longest_only
OG0004465	LOC108602609|XP_017846239.2|DBUS	LOC115268032|XP_029731797.1|AEAL, LOC109426011|XP_019556982.1|AEAL
OG0004466	LOC108598306|XP_017840410.2|DBUS	LOC115268054|XP_029731838.1|AEAL, LOC109426010|XP_029731799.1|AEAL
OG0004467	LOC108600561|XP_033149328.1|DBUS	LOC115268036|XP_029731803.1|AEAL, LOC109426000|XP_019556972.2|AEAL
OG0004468	LOC108600560|XP_033149329.1|DBUS	LOC115268059|XP_029731844.1|AEAL, LOC109425999|XP_029731805.1|AEAL
OG0004469	LOC108598599|XP_017840782.1|DBUS	LOC115253480|XP_029731809.1|AEAL, LOC109425994|XP_019556964.2|AEAL
OG0004470	LOC108608569|XP_017855489.1|DBUS	LOC109425964|XP_029731782.1|AEAL
OG0004471	LOC108603788|XP_017848373.1|DBUS	LOC115268074|XP_029731879.1|AEAL
OG0004472	LOC108596034|XP_017836887.1|DBUS	LOC109425848|XP_029733650.1|AEAL, LOC109407584|XP_019536225.2|AEAL
OG0004473	LOC108594885|XP_017835512.1|DBUS	LOC109407683|XP_019536380.2|AEAL, LOC109425756|XP_019556620.2|AEAL
OG0004474	LOC108595496|XP_017836238.1|DBUS	LOC109425843|XP_019556759.1|AEAL
OG0004475	LOC108595205|XP_017835882.1|DBUS	LOC109407579|XP_019536216.2|AEAL
OG0004476	LOC108601523|XP_017844915.1|DBUS	LOC109425839|XP_019556755.2|AEAL
OG0004477	LOC108597733|XP_017839916.1|DBUS	LOC109407511|XP_019536111.2|AEAL, LOC109425770|XP_019556637.2|AEAL, LOC115262227|XP_029720485.1|AEAL
OG0004478	LOC108594718|XP_033149234.1|DBUS	LOC109407507|XP_029720469.1|AEAL, LOC109425740|XP_029720463.1|AEAL, LOC115260063|XP_029716780.1|AEAL
OG0004479	LOC108595262|XP_017835962.1|DBUS	LOC109422033|XP_019552217.2|AEAL
OG0004480	LOC108606113|XP_017851455.1|DBUS	LOC115269546|XP_029734189.1|AEAL, LOC115267579|XP_029730518.1|AEAL, LOC109432994|XP_019564910.2|AEAL, LOC109397715|XP_029734253.1|AEAL
OG0004481	LOC108597307|XP_017839276.1|DBUS	LOC109623237|XP_029729019.1|AEAL
OG0004482	LOC108604451|XP_017849419.1|DBUS	LOC109424758|XP_029717713.1|AEAL, LOC109412946|XP_019542146.2|AEAL, LOC115260965|XP_029718192.1|AEAL
OG0004483	LOC108595526|XP_017836270.1|DBUS	LOC109416617|XP_029718398.1|AEAL, LOC115253696|XP_029719330.1|AEAL, LOC109432825|XP_019564714.1|AEAL, LOC115261571|XP_029719323.1|AEAL
OG0004484	LOC108601492|XP_017844879.1|DBUS	LOC109432394|XP_019564288.2|AEAL
OG0004487	LOC108600630|XP_017843806.1|DBUS	LOC109399289|XP_019527272.2|AEAL
OG0004488	LOC108594610|XP_017835242.1|DBUS	LOC109411164|XP_019540188.2|AEAL
OG0004489	LOC108599527|XP_017841891.1|DBUS	LOC115259426|XP_029715862.1|AEAL, LOC115267468|XP_029730320.1|AEAL
OG0004504	LOC108601664|XP_017845054.1|DBUS	LOC109402166|XP_019530340.1|AEAL, LOC109413239|XP_019542512.1|AEAL
OG0004505	LOC108604247|XP_017849112.1|DBUS	LOC109405385|XP_019533987.2|AEAL, LOC115262914|XP_029721674.1|AEAL
OG0004506	LOC108603565|XP_017847971.1|DBUS	LOC109431065|XP_029709617.1|AEAL, LOC109405380|XP_029709612.1|AEAL
OG0004507	LOC108602255|XP_017845798.1|DBUS	LOC115255634|XP_029709587.1|AEAL, LOC109405368|XP_019533967.2|AEAL
OG0004508	LOC108601774|XP_017845189.1|DBUS	LOC109413201|XP_029710437.1|AEAL
OG0004509	LOC108598406|XP_017840517.2|DBUS	LOC115254882|XP_029708430.1|AEAL, LOC109424931|XP_029710460.1|AEAL
OG0004510	LOC108606219|XP_033150188.1|DBUS	LOC109431113|XP_029718294.1|AEAL, LOC109424970|XP_019555711.2|AEAL
OG0004511	LOC108603610|XP_017848047.1|DBUS	LOC109424976|XP_029718299.1|AEAL, LOC109431121|XP_029711667.1|AEAL
OG0004512	LOC108607391|XP_017853642.1|DBUS	LOC109431102|XP_029710944.1|AEAL, LOC109424942|XP_029710936.1|AEAL
OG0004513	LOC108607333|XP_017853497.1|DBUS	LOC109431135|XP_029710671.1|AEAL, LOC109424991|XP_029710766.1|AEAL
OG0004514	LOC108607397|XP_017853660.1|DBUS	LOC109431133|XP_019562869.2|AEAL, LOC115256400|XP_029710724.1|AEAL
OG0004515	LOC108605378|XP_017850536.1|DBUS	LOC109415543|XP_019544975.2|AEAL, LOC109431129|XP_019562857.2|AEAL
OG0004516	LOC108605175|XP_017850250.1|DBUS	LOC109431151|XP_019562901.1|AEAL, LOC115256867|XP_029711806.1|AEAL, LOC109415554|XP_019544985.2|AEAL
OG0004517	LOC108606675|XP_017852499.1|DBUS	LOC109415631|XP_019545093.2|AEAL, LOC115256859|XP_029711778.1|AEAL, LOC115256858|XP_029711773.1|AEAL
OG0004518	LOC108606583|XP_017852301.2|DBUS	LOC109431108|XP_029711965.1|AEAL, LOC109415781|XP_029710698.1|AEAL
OG0004519	LOC108604499|XP_017849484.1|DBUS	LOC115256333|XP_029710495.1|AEAL, LOC109415826|XP_019545315.2|AEAL
OG0004520	LOC108606339|XP_017851871.1|DBUS	LOC109431170|XP_029713811.1|AEAL, LOC109412257|XP_029710552.1|AEAL
OG0004521	LOC108597191|XP_017839108.1|DBUS	LOC109413491|XP_019542719.2|AEAL
OG0004522	LOC108607161|XP_017853300.1|DBUS	LOC109405109|XP_029711084.1|AEAL, LOC109428335|XP_029708269.1|AEAL
OG0004523	LOC108604162|XP_017848981.1|DBUS	LOC109424768|XP_029732670.1|AEAL, LOC109417230|XP_029710491.1|AEAL
OG0004524	LOC108607219|XP_017853380.1|DBUS	LOC109424763|XP_019555489.2|AEAL, LOC109433658|XP_019565659.2|AEAL
OG0004525	LOC108606375|XP_017851918.1|DBUS	LOC115269331|XP_029733826.1|AEAL, LOC109433644|XP_029711757.1|AEAL, LOC115256817|XP_029711648.1|AEAL
OG0004526	LOC108604944|XP_033150370.1|DBUS	LOC109433653|XP_029710952.1|AEAL, LOC115256444|XP_029710910.1|AEAL, LOC115269330|XP_029733825.1|AEAL
OG0004527	LOC108605465|XP_017850639.1|DBUS	LOC109408933|XP_019537875.2|AEAL
OG0004528	LOC108607240|XP_017853406.1|DBUS	LOC109415233|XP_029712288.1|AEAL, LOC115256449|XP_029710924.1|AEAL, LOC109428359|XP_029710159.1|AEAL
OG0004529	LOC108606334|XP_017851849.1|DBUS	LOC109415218|XP_029710156.1|AEAL, LOC109428368|XP_029711939.1|AEAL
OG0004530	LOC108605699|XP_017850979.1|DBUS	LOC109428405|XP_019559676.1|AEAL
OG0004531	LOC108601623|XP_033150120.1|DBUS	LOC115269148|XP_029733418.1|AEAL, LOC109415184|XP_029711623.1|AEAL
OG0004532	LOC108606740|XP_017852624.1|DBUS	LOC109428432|XP_019559733.2|AEAL, LOC109430513|XP_019562125.2|AEAL
OG0004533	LOC108605986|XP_017851297.1|DBUS	LOC109428439|XP_019559749.2|AEAL, LOC109422148|XP_029729613.1|AEAL
OG0004534	LOC108605630|XP_017850902.1|DBUS	LOC109422171|XP_029716707.1|AEAL, LOC109428462|XP_019559771.2|AEAL
OG0004535	LOC108600093|XP_017842944.2|DBUS	LOC109428466|XP_019559775.2|AEAL, LOC109422176|XP_019552363.2|AEAL
OG0004536	LOC108606620|XP_017852392.1|DBUS	LOC109428467|XP_029711043.1|AEAL
OG0004537	LOC108605249|XP_033150154.1|DBUS	LOC109428468|XP_019559780.2|AEAL
OG0004539	LOC108603493|XP_033150093.1|DBUS	LOC109428481|XP_019559801.2|AEAL
OG0004540	LOC108606998|XP_017853061.1|DBUS	LOC109416895|XP_019546561.2|AEAL
OG0004541	LOC108596289|XP_017837367.1|DBUS	LOC109402643|XP_029710693.1|AEAL
OG0004542	LOC108606784|XP_017852705.1|DBUS	LOC109402631|XP_029711894.1|AEAL
OG0004543	LOC108606939|XP_017852979.1|DBUS	LOC115266730|XP_029729129.1|AEAL, LOC109397909|XP_029710470.1|AEAL, LOC115255700|XP_029709659.1|AEAL
OG0004544	LOC108607037|XP_017853119.1|DBUS	LOC115266727|XP_029729125.1|AEAL, LOC109397861|XP_029711274.1|AEAL, LOC109402681|XP_019530928.2|AEAL
OG0004545	LOC108603884|XP_017848545.1|DBUS	LOC109397913|XP_019525797.2|AEAL
OG0004546	LOC108597533|XP_017839622.1|DBUS	LOC115254576|XP_029708046.1|AEAL, LOC109406970|XP_019535530.2|AEAL
OG0004547	LOC108605633|XP_017850905.1|DBUS	LOC109397885|XP_029710781.1|AEAL
OG0004548	LOC108605288|XP_017850424.1|DBUS	LOC109427493|XP_019558587.2|AEAL
OG0004549	LOC108605241|XP_033150206.1|DBUS	LOC115256334|XP_029710498.1|AEAL, LOC109427501|XP_019558596.2|AEAL
OG0004550	LOC108605577|XP_017850836.1|DBUS	LOC115256503|XP_029711030.1|AEAL, LOC109427529|XP_019558627.2|AEAL
OG0004551	LOC108596483|XP_017837749.1|DBUS	LOC109427530|XP_019558628.2|AEAL, LOC115256491|XP_029711010.1|AEAL
OG0004552	LOC108606535|XP_033150327.1|DBUS	LOC109427533|XP_019558632.2|AEAL, LOC115253670|XP_029711476.1|AEAL
OG0004553	LOC108599489|XP_017841825.2|DBUS	LOC109427538|XP_019558648.2|AEAL, LOC115256344|XP_029710529.1|AEAL
OG0004554	LOC108607028|XP_017853106.1|DBUS	LOC115256331|XP_029710478.1|AEAL, LOC115259454|XP_029715887.1|AEAL, LOC109406861|XP_029716354.1|AEAL
OG0004555	LOC108605903|XP_017851205.1|DBUS	LOC115264498|XP_029724102.1|AEAL, LOC115264502|XP_029724106.1|AEAL, LOC109406869|XP_019535417.2|AEAL
OG0004556	LOC108605645|XP_017850917.1|DBUS	LOC109401876|XP_019530017.2|AEAL, LOC115264817|XP_029724690.1|AEAL
OG0004557	LOC108604938|XP_017849997.1|DBUS	LOC109401938|XP_029724109.1|AEAL, LOC115256740|XP_029711541.1|AEAL
OG0004558	LOC108606362|XP_017851901.1|DBUS	LOC115266763|XP_029729182.1|AEAL, LOC109401894|XP_019530049.2|AEAL
OG0004559	LOC108595309|XP_017836015.1|DBUS, LOC108601842|XP_017845276.1|DBUS	LOC109401913|XP_019530074.1|AEAL
OG0004560	LOC108595217|XP_033150930.1|DBUS	LOC109401877|XP_019530018.2|AEAL, LOC109414697|XP_019544074.2|AEAL
OG0004561	LOC108604819|XP_017849918.1|DBUS	LOC109401939|XP_029709673.1|AEAL
OG0004562	LOC108604764|XP_017849847.1|DBUS	LOC109401916|XP_029729494.1|AEAL, LOC109414691|XP_029709676.1|AEAL
OG0004563	LOC108604398|XP_017849345.1|DBUS	LOC109401933|XP_029709678.1|AEAL
OG0004564	LOC108601536|XP_017844923.1|DBUS	LOC109414688|XP_029709727.1|AEAL, LOC109401947|XP_019530120.2|AEAL
OG0004565	LOC108603105|XP_017847098.1|DBUS	LOC109401895|XP_019530050.2|AEAL, LOC109414684|XP_019544060.2|AEAL
OG0004566	LOC108605474|XP_017850650.1|DBUS	LOC109401889|XP_019530042.2|AEAL
OG0004567	LOC108605666|XP_017850943.1|DBUS	LOC109414702|XP_019544083.1|AEAL, LOC109401886|XP_019530036.1|AEAL
OG0004568	LOC108606480|XP_017852105.1|DBUS	LOC109401828|XP_029709662.1|AEAL, LOC109412089|XP_019541276.2|AEAL, LOC115255725|XP_029709704.1|AEAL
OG0004569	LOC108603717|XP_033149796.1|DBUS	LOC109401821|XP_029733378.1|AEAL
OG0004570	LOC108597328|XP_017839309.1|DBUS	LOC109410340|XP_029733269.1|AEAL
OG0004571	LOC108602394|XP_017845995.1|DBUS, LOC108607192|XP_017853340.1|DBUS	LOC109422038|XP_019552221.2|AEAL
OG0004572	LOC108597362|XP_017839378.1|DBUS	LOC109421972|XP_019552154.2|AEAL
OG0004573	LOC108604440|XP_017849406.1|DBUS	LOC115269048|XP_029733208.1|AEAL, LOC115269053|XP_029733217.1|AEAL
OG0004574	LOC108606011|XP_017851325.1|DBUS	LOC109397204|XP_019525092.1|AEAL, LOC109432080|XP_019563924.1|AEAL, LOC115269045|XP_029733203.1|AEAL
OG0004575	LOC108606991|XP_017853054.1|DBUS	LOC109432078|XP_019563920.2|AEAL, LOC109397198|XP_019525086.2|AEAL, LOC115255924|XP_029709989.1|AEAL
OG0004576	LOC108604655|XP_017849693.1|DBUS	LOC109422035|XP_019552220.2|AEAL, LOC115256583|XP_029711221.1|AEAL
OG0004577	LOC108602550|XP_017846174.2|DBUS	LOC115253973|XP_029711218.1|AEAL, LOC109422031|XP_019552215.2|AEAL
OG0004578	LOC108606561|XP_017852262.1|DBUS	LOC115256723|XP_029711522.1|AEAL, LOC115256872|XP_029711807.1|AEAL, LOC109422006|XP_019552195.1|AEAL
OG0004579	LOC108608324|XP_017855146.1|DBUS	LOC109422002|XP_019552186.2|AEAL, LOC115256372|XP_029710596.1|AEAL, LOC115256408|XP_029710753.1|AEAL
OG0004580	LOC108601390|XP_017844778.1|DBUS	LOC115256565|XP_029711173.1|AEAL, LOC109421993|XP_019552172.1|AEAL
OG0004581	LOC108603038|XP_017846946.1|DBUS	LOC115253977|XP_029711853.1|AEAL, LOC109421991|XP_019552170.2|AEAL
OG0004582	LOC108604722|XP_017849789.1|DBUS	LOC115256501|XP_029711028.1|AEAL, LOC109421987|XP_029710911.1|AEAL
OG0004583	LOC108606788|XP_017852719.1|DBUS	LOC109421974|XP_019552155.2|AEAL
OG0004584	LOC108596096|XP_017837004.1|DBUS	LOC109424617|XP_019555330.2|AEAL
OG0004585	LOC108601920|XP_017845387.1|DBUS	LOC115267313|XP_029730091.1|AEAL, LOC109410178|XP_029710751.1|AEAL, LOC115254483|XP_029707893.1|AEAL
OG0004586	LOC108607056|XP_017853157.1|DBUS	LOC109427434|XP_019558534.2|AEAL
OG0004587	LOC108603660|XP_017848136.1|DBUS	LOC109427430|XP_019558531.2|AEAL
OG0004588	LOC108603690|XP_017848201.1|DBUS	LOC109410149|XP_019539220.2|AEAL, LOC109427431|XP_019558533.1|AEAL
OG0004590	LOC108603628|XP_017848075.1|DBUS	LOC109415362|XP_029710928.1|AEAL, LOC109410132|XP_019539203.2|AEAL
OG0004591	LOC108604450|XP_017849418.1|DBUS	LOC109427410|XP_029709731.1|AEAL, LOC109410127|XP_029710643.1|AEAL
OG0004592	LOC108607248|XP_017853419.1|DBUS	LOC109410125|XP_019539199.2|AEAL, LOC109427406|XP_019558493.2|AEAL
OG0004593	LOC108606442|XP_017852042.1|DBUS	LOC109427404|XP_019558491.2|AEAL, LOC109410124|XP_019539198.2|AEAL
OG0004594	LOC108605133|XP_017850188.1|DBUS	LOC109410168|XP_029710479.1|AEAL, LOC109427393|XP_029721634.1|AEAL
OG0004595	LOC108606816|XP_017852780.1|DBUS	LOC109427376|XP_029711375.1|AEAL, LOC109402076|XP_019530227.1|AEAL
OG0004596	LOC108605016|XP_017850072.1|DBUS	LOC109402062|XP_019530208.2|AEAL, LOC115256494|XP_029711016.1|AEAL, LOC109427350|XP_019558427.2|AEAL
OG0004597	LOC108605849|XP_017851147.1|DBUS	LOC109405090|XP_029710546.1|AEAL
OG0004598	LOC108601107|XP_017844513.1|DBUS	LOC109416544|XP_019546170.1|AEAL
OG0004599	LOC108601312|XP_017844704.1|DBUS	LOC109405092|XP_019533635.3|AEAL
OG0004600	LOC108605639|XP_017850910.1|DBUS	LOC115253969|XP_029710922.1|AEAL, LOC109404899|XP_019533397.2|AEAL, LOC109398409|XP_019526307.2|AEAL
OG0004601	LOC108605056|XP_017850112.1|DBUS	LOC109398413|XP_029710966.1|AEAL, LOC115256555|XP_029711144.1|AEAL, LOC115256472|XP_029710977.1|AEAL
OG0004602	LOC108606116|XP_017851458.1|DBUS	LOC109409421|XP_029710884.1|AEAL
OG0004603	LOC108599845|XP_017842462.1|DBUS	LOC109398427|XP_019526333.2|AEAL, LOC109409430|XP_029711165.1|AEAL
OG0004604	LOC108605324|XP_033150297.1|DBUS, LOC108605988|XP_017851298.1|DBUS	LOC109432713|XP_019564643.2|AEAL, LOC109409435|XP_029711116.1|AEAL
OG0004605	LOC108605396|XP_033150432.1|DBUS	LOC109409458|XP_029710599.1|AEAL, LOC109415314|XP_029711839.1|AEAL
OG0004606	LOC108602928|XP_017846758.1|DBUS	LOC115269543|XP_029734185.1|AEAL
OG0004607	LOC108604937|XP_033150245.1|DBUS	LOC115269558|XP_029734210.1|AEAL
OG0004608	LOC108605196|XP_017850279.1|DBUS	LOC109397699|XP_029709756.1|AEAL, LOC109432974|XP_029734227.1|AEAL
OG0004609	LOC108606556|XP_017852246.1|DBUS	LOC109397575|XP_029709752.1|AEAL, LOC109432996|XP_019564915.1|AEAL
OG0004610	LOC108602285|XP_017845842.1|DBUS	LOC109414063|XP_019543340.1|AEAL, LOC115258019|XP_029713875.1|AEAL
OG0004611	LOC108604370|XP_017849306.1|DBUS	LOC115256091|XP_029710206.1|AEAL, LOC109414076|XP_019543360.2|AEAL
OG0004612	LOC108602025|XP_017845516.1|DBUS	LOC109414078|XP_029710205.1|AEAL
OG0004613	LOC108603045|XP_017846952.1|DBUS	LOC115256088|XP_029710202.1|AEAL, LOC109414080|XP_029710203.1|AEAL
OG0004614	LOC108605653|XP_017850928.1|DBUS	LOC115256083|XP_029710183.1|AEAL, LOC109414084|XP_029710182.1|AEAL
OG0004615	LOC108606500|XP_017852154.1|DBUS	LOC109402224|XP_029729948.1|AEAL, LOC115267190|XP_029729921.1|AEAL
OG0004616	LOC108605155|XP_017850222.1|DBUS	LOC115267212|XP_029729951.1|AEAL, LOC109402238|XP_019530423.2|AEAL
OG0004617	LOC108596937|XP_017838662.1|DBUS	LOC115264440|XP_029723991.1|AEAL, LOC109402203|XP_019530379.2|AEAL
OG0004618	LOC108601358|XP_017844746.1|DBUS	LOC109402240|XP_029729980.1|AEAL
OG0004619	LOC108602898|XP_017846694.1|DBUS	LOC109412997|XP_029730001.1|AEAL, LOC109402249|XP_019530438.2|AEAL
OG0004620	LOC108604030|XP_017848770.1|DBUS	LOC109422877|XP_019553324.2|AEAL, LOC109397600|XP_019525435.2|AEAL
OG0004621	LOC108604041|XP_017848792.1|DBUS	LOC115264457|XP_029724011.1|AEAL, LOC109397594|XP_019525426.2|AEAL
OG0004622	LOC108604611|XP_017849639.1|DBUS	LOC109422942|XP_029717448.1|AEAL
OG0004623	LOC108603030|XP_017846934.1|DBUS	LOC109422944|XP_019553385.2|AEAL, LOC115260596|XP_029717464.1|AEAL
OG0004624	LOC108603449|XP_017847768.1|DBUS	LOC115260579|XP_029717408.1|AEAL, LOC109403575|XP_019531943.2|AEAL, LOC115260587|XP_029717433.1|AEAL
OG0004625	LOC108606478|XP_033150266.1|DBUS	LOC109403571|XP_029717395.1|AEAL, LOC109422964|XP_029717436.1|AEAL, LOC109422965|XP_029717414.1|AEAL
OG0004626	LOC108606655|XP_017852461.1|DBUS	LOC109403559|XP_029717431.1|AEAL, LOC109422974|XP_019553420.2|AEAL
OG0004627	LOC108600033|XP_017842850.1|DBUS	LOC109431907|XP_029727753.1|AEAL
OG0004628	LOC108605758|XP_017851049.1|DBUS	LOC109432381|XP_019564285.2|AEAL, LOC109423019|XP_029708391.1|AEAL
OG0004629	LOC108603025|XP_017846922.1|DBUS	LOC109432372|XP_029717745.1|AEAL, LOC109423065|XP_029708372.1|AEAL
OG0004630	LOC108603697|XP_017848212.1|DBUS	LOC115260688|XP_029717738.1|AEAL, LOC109432365|XP_029708366.1|AEAL
OG0004631	LOC108604148|XP_017848952.1|DBUS	LOC109423081|XP_029715781.1|AEAL
OG0004632	LOC108604147|XP_017848950.1|DBUS	LOC109423080|XP_029715779.1|AEAL
OG0004633	LOC108601755|XP_017845167.1|DBUS	LOC109422814|XP_029717574.1|AEAL, LOC115260617|XP_029717512.1|AEAL, LOC109400927|XP_029734161.1|AEAL
OG0004634	LOC108602824|XP_017846547.1|DBUS	LOC109422789|XP_019553218.1|AEAL, LOC109421811|XP_019551908.2|AEAL
OG0004635	LOC108606616|XP_017852377.1|DBUS	LOC109422805|XP_029734305.1|AEAL, LOC109421813|XP_029717585.1|AEAL, LOC109422806|XP_029717521.1|AEAL
OG0004636	LOC108606467|XP_017852079.1|DBUS	LOC109421820|XP_029717530.1|AEAL, LOC109421825|XP_029717591.1|AEAL, LOC115260621|XP_029717527.1|AEAL
OG0004637	LOC108606814|XP_017852777.1|DBUS	LOC109421840|XP_029717531.1|AEAL, LOC115254049|XP_029717549.1|AEAL, LOC109422772|XP_029717597.1|AEAL
OG0004638	LOC108606840|XP_017850777.1|DBUS	LOC109421845|XP_019551956.2|AEAL, LOC109422769|XP_029717550.1|AEAL
OG0004639	LOC108601820|XP_017845246.1|DBUS	LOC115253490|XP_029718188.1|AEAL, LOC115260964|XP_029718191.1|AEAL, LOC109412944|XP_019542144.2|AEAL, LOC109424738|XP_029717714.1|AEAL
OG0004640	LOC108602364|XP_017845955.1|DBUS	LOC109424678|XP_029717667.1|AEAL, LOC109412960|XP_029717717.1|AEAL, LOC115253539|XP_029718196.1|AEAL
OG0004641	LOC108606435|XP_017852036.1|DBUS	LOC109412116|XP_029707535.1|AEAL, LOC109430970|XP_019562638.1|AEAL
OG0004642	LOC108605585|XP_017850845.1|DBUS	LOC109431342|XP_029717801.1|AEAL, LOC109427778|XP_019558915.2|AEAL, LOC109431343|XP_029717777.1|AEAL
OG0004644	LOC108606609|XP_017852367.1|DBUS	LOC115260500|XP_029717286.1|AEAL, LOC115260702|XP_029717778.1|AEAL, LOC109427777|XP_019558914.2|AEAL
OG0004646	LOC108604373|XP_017849311.1|DBUS	LOC115260711|XP_029717794.1|AEAL, LOC109431350|XP_029717783.1|AEAL, LOC109427769|XP_019558909.1|AEAL
OG0004647	LOC108605884|XP_017851185.1|DBUS	LOC109427763|XP_029717790.1|AEAL, LOC115260720|XP_029717809.1|AEAL, LOC109431337|XP_029717787.1|AEAL
OG0004648	LOC108605520|XP_017850759.1|DBUS	LOC109427765|XP_019558904.1|AEAL, LOC109431360|XP_019563126.1|AEAL, LOC115260710|XP_029717792.1|AEAL
OG0004649	LOC108606042|XP_033150457.1|DBUS, LOC117134951|XP_033150459.1|DBUS	LOC109427740|XP_029717820.1|AEAL
OG0004650	LOC108608316|XP_017855133.1|DBUS	LOC109431403|XP_019563166.2|AEAL
OG0004651	LOC108601993|XP_017845481.1|DBUS	LOC109415596|XP_029717907.1|AEAL
OG0004652	LOC108602760|XP_017846420.1|DBUS	LOC109405950|XP_029728635.1|AEAL, LOC109406924|XP_019535470.2|AEAL
OG0004653	LOC108598281|XP_017840386.2|DBUS	LOC115266518|XP_029728632.1|AEAL, LOC109406930|XP_029729117.1|AEAL
OG0004654	LOC108603140|XP_017847170.2|DBUS	LOC109427357|XP_029733713.1|AEAL
OG0004655	LOC108604491|XP_017849472.1|DBUS	LOC109430902|XP_029707537.1|AEAL, LOC109412100|XP_019541285.1|AEAL
OG0004656	LOC108606352|XP_017851889.1|DBUS	LOC109412106|XP_019541292.2|AEAL, LOC109430936|XP_019562595.1|AEAL
OG0004657	LOC108601471|XP_017844859.1|DBUS	LOC109431799|XP_029733685.1|AEAL
OG0004658	LOC108603065|XP_017847000.1|DBUS	LOC109431355|XP_029718049.1|AEAL, LOC109412148|XP_019541343.2|AEAL
OG0004659	LOC108602085|XP_017845597.1|DBUS	LOC115260868|XP_029718063.1|AEAL, LOC109412161|XP_019541349.2|AEAL
OG0004660	LOC108603885|XP_017848547.1|DBUS	LOC109412185|XP_019541384.2|AEAL
OG0004661	LOC108604010|XP_017848742.1|DBUS	LOC109412190|XP_019541389.2|AEAL
OG0004662	LOC108603313|XP_017847511.1|DBUS	LOC115266711|XP_029729098.1|AEAL, LOC109417107|XP_019546776.1|AEAL
OG0004663	LOC108604953|XP_033150160.1|DBUS	LOC115258273|XP_029714209.1|AEAL, LOC109406368|XP_029714197.1|AEAL
OG0004664	LOC108606858|XP_017852847.1|DBUS	LOC109405301|XP_029714188.1|AEAL, LOC109406359|XP_029714183.1|AEAL, LOC115253625|XP_029714199.1|AEAL
OG0004665	LOC108605651|XP_017850924.1|DBUS	LOC109406383|XP_019535022.2|AEAL, LOC109405312|XP_019533897.1|AEAL
OG0004666	LOC108603776|XP_017848357.1|DBUS	LOC109406364|XP_029714193.1|AEAL, LOC109405308|XP_019533888.2|AEAL
OG0004667	LOC108604599|XP_017849624.1|DBUS	LOC115258263|XP_029714181.1|AEAL, LOC109406360|XP_019535005.1|AEAL, LOC109405302|XP_019533882.1|AEAL
OG0004668	LOC108606822|XP_017852794.1|DBUS	LOC109417984|XP_029715855.1|AEAL, LOC109427604|XP_029716062.1|AEAL
OG0004669	LOC108608386|XP_017855228.1|DBUS	LOC115267263|XP_029730030.1|AEAL, LOC109397228|XP_029730025.1|AEAL, LOC109417206|XP_019546874.2|AEAL
OG0004670	LOC108601729|XP_017845138.1|DBUS	LOC109405497|XP_019534142.1|AEAL
OG0004671	LOC108601949|XP_017845422.1|DBUS	LOC109406996|XP_029713910.1|AEAL
OG0004672	LOC108601271|XP_017844659.1|DBUS	LOC109405653|XP_019534268.2|AEAL
OG0004673	LOC108604761|XP_017849840.1|DBUS	LOC109419673|XP_019549458.2|AEAL
OG0004674	LOC108601660|XP_017845049.1|DBUS	LOC109419344|XP_019549127.1|AEAL, LOC109423126|XP_019553577.1|AEAL
OG0004675	LOC108603118|XP_017847116.1|DBUS	LOC109419263|XP_029707991.1|AEAL, LOC109423128|XP_029732685.1|AEAL
OG0004676	LOC108603442|XP_017847755.1|DBUS	LOC109419090|XP_029707974.1|AEAL, LOC115257151|XP_029712405.1|AEAL
OG0004677	LOC108604367|XP_017849297.1|DBUS	LOC115257176|XP_029712445.1|AEAL, LOC109423205|XP_019553665.1|AEAL
OG0004678	LOC108603580|XP_017848005.1|DBUS	LOC109423207|XP_019553685.2|AEAL, LOC109397277|XP_029712425.1|AEAL
OG0004679	LOC108601348|XP_017844734.1|DBUS	LOC115263685|XP_029722769.1|AEAL
OG0004680	LOC108603872|XP_017848532.1|DBUS	LOC109423516|XP_029736168.1|AEAL, LOC115253450|XP_029722778.1|AEAL
OG0004681	LOC108603595|XP_017848025.1|DBUS	LOC109432154|XP_019564007.2|AEAL
OG0004682	LOC108604718|XP_017849788.1|DBUS	LOC109423465|XP_019553984.1|AEAL
OG0004683	LOC108604559|XP_033150016.1|DBUS, LOC108602104|XP_033149777.1|DBUS	LOC109423494|XP_019554006.1|AEAL
OG0004685	LOC108604402|XP_017849351.1|DBUS	LOC115263728|XP_029722856.1|AEAL, LOC109432175|XP_029722847.1|AEAL
OG0004686	LOC108603857|XP_017848503.1|DBUS	LOC109432157|XP_029722863.1|AEAL, LOC109423474|XP_029722845.1|AEAL
OG0004687	LOC108601756|XP_017845168.1|DBUS	LOC115263846|XP_029723072.1|AEAL
OG0004688	LOC108603096|XP_017847081.1|DBUS	LOC109411581|XP_029712549.1|AEAL
OG0004689	LOC108603458|XP_017847778.1|DBUS	LOC109430264|XP_019561853.2|AEAL
OG0004690	LOC108603367|XP_017847614.1|DBUS	LOC109415553|XP_019544980.2|AEAL
OG0004691	LOC108602818|XP_017846538.1|DBUS	LOC109415549|XP_019544977.2|AEAL
OG0004692	LOC108603182|XP_017847229.1|DBUS	LOC115254112|XP_029722877.1|AEAL, LOC109415546|XP_029722875.1|AEAL
OG0004693	LOC108603639|XP_017848089.1|DBUS	LOC115263733|XP_029722873.1|AEAL, LOC109430297|XP_029722880.1|AEAL
