Orthogroup	DBUS.longest_only	HILL.longest_only
OG0005494	LOC108596249|XP_017837290.1|DBUS	LOC119661402|XP_037926659.1|HILL
OG0005495	LOC108596295|XP_017837375.1|DBUS	LOC119659568|XP_037923649.1|HILL
OG0005496	LOC108604383|XP_017849327.1|DBUS	LOC119647274|XP_037904093.1|HILL
OG0005497	LOC108598833|XP_017841078.1|DBUS	LOC119648029|XP_037905381.1|HILL
OG0005498	LOC108598843|XP_017841090.1|DBUS	LOC119646726|XP_037903234.1|HILL
OG0005499	LOC108607966|XP_017854582.1|DBUS	LOC119647316|XP_037904171.1|HILL
OG0005500	LOC108607967|XP_033148996.1|DBUS	LOC119647318|XP_037904173.1|HILL
OG0005501	LOC108607854|XP_017854425.1|DBUS	LOC119657241|XP_037919987.1|HILL
OG0005502	LOC108607855|XP_017854426.2|DBUS	LOC119646584|XP_037903006.1|HILL
OG0005503	LOC108607644|XP_033150748.1|DBUS, LOC108602912|XP_017846717.1|DBUS	LOC119652351|XP_037912342.1|HILL
OG0005504	LOC108599398|XP_017841699.1|DBUS	LOC119661333|XP_037926563.1|HILL
OG0005506	LOC108607958|XP_017854575.2|DBUS	LOC119647086|XP_037903778.1|HILL
OG0005507	LOC108603744|XP_017848305.1|DBUS	LOC119661140|XP_037926269.1|HILL
OG0005508	LOC108607589|XP_017853978.1|DBUS	LOC119646805|XP_037903326.1|HILL
OG0005509	LOC108598169|XP_017840311.1|DBUS	LOC119651569|XP_037911134.1|HILL
OG0005510	LOC108607510|XP_017853863.2|DBUS	LOC119650815|XP_037909881.1|HILL
OG0005511	LOC108606396|XP_017851964.1|DBUS	LOC119655562|XP_037917421.1|HILL
OG0005512	LOC108604705|XP_017849757.1|DBUS	LOC119651273|XP_037910706.1|HILL
OG0005513	LOC108602788|XP_017846492.1|DBUS	LOC119648193|XP_037905716.1|HILL
OG0005514	LOC108602893|XP_017846691.1|DBUS	LOC119652459|XP_037912551.1|HILL
OG0005515	LOC108596944|XP_017838672.1|DBUS	LOC119654506|XP_037915873.1|HILL
OG0005516	LOC108608339|XP_033150596.1|DBUS	LOC119654500|XP_037915860.1|HILL
OG0005517	LOC108608379|XP_017855217.2|DBUS	LOC119650830|XP_037909895.1|HILL
OG0005518	LOC108596851|XP_017838480.1|DBUS	LOC119646824|XP_037903371.1|HILL
OG0005519	LOC108597497|XP_017839569.1|DBUS	LOC119661119|XP_037926242.1|HILL
OG0005520	LOC108608422|XP_017855274.1|DBUS	LOC119651631|XP_037911223.1|HILL
OG0005521	LOC108601111|XP_017844520.1|DBUS	LOC119655622|XP_037917522.1|HILL
OG0005522	LOC108598073|XP_033149334.1|DBUS	LOC119661285|XP_037926489.1|HILL
OG0005523	LOC108601301|XP_017844114.2|DBUS	LOC119661248|XP_037926415.1|HILL
OG0005524	LOC108608378|XP_017855214.1|DBUS	LOC119646315|XP_037902663.1|HILL
OG0005525	LOC108597519|XP_017839605.2|DBUS	LOC119660839|XP_037925645.1|HILL
OG0005526	LOC108599494|XP_017841833.1|DBUS	LOC119646405|XP_037902777.1|HILL
OG0005528	LOC108599558|XP_017841945.1|DBUS	LOC119661637|XP_037926988.1|HILL
OG0005529	LOC108594436|XP_033149122.1|DBUS	LOC119650714|XP_037909652.1|HILL
OG0005531	LOC108600376|XP_017843405.1|DBUS	LOC119647578|XP_037904513.1|HILL
OG0005532	LOC108607809|XP_017854343.1|DBUS	LOC119653134|XP_037913594.1|HILL
OG0005533	LOC108608041|XP_017854711.2|DBUS	LOC119653843|XP_037914819.1|HILL
OG0005534	LOC108599696|XP_017842182.1|DBUS	LOC119657210|XP_037919948.1|HILL
OG0005535	LOC108607655|XP_017854086.1|DBUS	LOC119647248|XP_037904052.1|HILL
OG0005536	LOC108607729|XP_017854242.2|DBUS	LOC119661379|XP_037926626.1|HILL
OG0005538	LOC108594234|XP_017834835.2|DBUS	LOC119646617|XP_037903051.1|HILL
OG0005539	LOC108596339|XP_017837486.1|DBUS	LOC119646371|XP_037902735.1|HILL
OG0005540	LOC108608463|XP_017855336.1|DBUS	LOC119649400|XP_037907456.1|HILL
OG0005541	LOC108608100|XP_017854797.1|DBUS	LOC119650106|XP_037908558.1|HILL
OG0005542	LOC108599638|XP_017842099.1|DBUS	LOC119660742|XP_037925376.1|HILL
OG0005543	LOC108607524|XP_017853890.1|DBUS	LOC119650693|XP_037909597.1|HILL
OG0005544	LOC108608454|XP_017855322.1|DBUS	LOC119651880|XP_037911624.1|HILL
OG0005545	LOC108607775|XP_017854295.1|DBUS	LOC119646324|XP_037902672.1|HILL
OG0005546	LOC108594296|XP_033150244.1|DBUS	LOC119650636|XP_037909487.1|HILL
OG0005547	LOC108601335|XP_017844726.1|DBUS	LOC119657357|XP_037920161.1|HILL
OG0005548	LOC108607887|XP_017854480.1|DBUS	LOC119661500|XP_037926795.1|HILL
OG0005549	LOC108607891|XP_017854485.1|DBUS	LOC119661209|XP_037926360.1|HILL
OG0005550	LOC108608275|XP_017855071.2|DBUS, LOC117134980|XP_033150554.1|DBUS	LOC119647202|XP_037903946.1|HILL
OG0005551	LOC108597077|XP_017838902.1|DBUS	LOC119650777|XP_037909816.1|HILL
OG0005552	LOC108597627|XP_017839759.1|DBUS	LOC119650770|XP_037909805.1|HILL
OG0005553	LOC108598327|XP_017840436.1|DBUS	LOC119649148|XP_037907090.1|HILL
OG0005554	LOC108596270|XP_033150870.1|DBUS	LOC119647262|XP_037904072.1|HILL
OG0005555	LOC108599853|XP_017842474.1|DBUS	LOC119653258|XP_037917587.1|HILL
OG0005556	LOC108599809|XP_017842382.2|DBUS	LOC119646121|XP_037906169.1|HILL
OG0005557	LOC108602437|XP_017846050.1|DBUS	LOC119655753|XP_037917738.1|HILL
OG0005558	LOC108599770|XP_017842322.2|DBUS	LOC119647302|XP_037904132.1|HILL
OG0005559	LOC108608264|XP_017855047.2|DBUS	LOC119658355|XP_037921645.1|HILL
OG0005560	LOC108607608|XP_017854003.1|DBUS	LOC119650689|XP_037909586.1|HILL
OG0005561	LOC108605614|XP_017850884.1|DBUS	LOC119661303|XP_037926520.1|HILL
OG0005562	LOC108608418|XP_017855265.2|DBUS	LOC119656555|XP_037918859.1|HILL
OG0005563	LOC108607344|XP_017853517.1|DBUS	LOC119660880|XP_037925723.1|HILL
OG0005564	LOC108607472|XP_033149412.1|DBUS	LOC119652983|XP_037913335.1|HILL
OG0005565	LOC108607848|XP_017854418.1|DBUS	LOC119646553|XP_037902959.1|HILL
OG0005566	LOC108607850|XP_017854419.1|DBUS	LOC119661559|XP_037926878.1|HILL
OG0005567	LOC108602257|XP_017845800.1|DBUS	LOC119652047|XP_037911910.1|HILL
OG0005568	LOC108606155|XP_017851499.1|DBUS	LOC119661735|XP_037927129.1|HILL
OG0005569	LOC108599927|XP_033150842.1|DBUS	LOC119651309|XP_037910763.1|HILL
OG0005570	LOC108608023|XP_017854690.1|DBUS	LOC119646448|XP_037902828.1|HILL
OG0005571	LOC108597093|XP_017838945.1|DBUS	LOC119655241|XP_037916954.1|HILL
OG0005572	LOC108597715|XP_017839894.1|DBUS	LOC119657478|XP_037920329.1|HILL
OG0005573	LOC108604081|XP_017848844.1|DBUS	LOC119653788|XP_037914719.1|HILL
OG0005574	LOC108596264|XP_017837310.1|DBUS	LOC119660712|XP_037925283.1|HILL
OG0005575	LOC108602624|XP_017846252.1|DBUS	LOC119659769|XP_037923956.1|HILL
OG0005576	LOC108595996|XP_017836772.1|DBUS	LOC119660947|XP_037925884.1|HILL
OG0005577	LOC108598773|XP_017841002.1|DBUS	LOC119647520|XP_037904416.1|HILL
OG0005578	LOC108598279|XP_033149535.1|DBUS	LOC119649918|XP_037908248.1|HILL
OG0005579	LOC108600856|XP_017844148.1|DBUS	LOC119649919|XP_037908251.1|HILL
OG0005580	LOC108599978|XP_017842737.1|DBUS	LOC119649472|XP_037907557.1|HILL
OG0005581	LOC108606420|XP_017852005.1|DBUS	LOC119653747|XP_037914601.1|HILL
OG0005582	LOC108600956|XP_017844292.1|DBUS	LOC119647557|XP_037904477.1|HILL
OG0005583	LOC108599891|XP_017842568.1|DBUS	LOC119649686|XP_037907876.1|HILL
OG0005584	LOC108597019|XP_017838792.2|DBUS	LOC119654943|XP_037916527.1|HILL
OG0005585	LOC108604676|XP_017849719.1|DBUS	LOC119660026|XP_037924331.1|HILL
OG0005586	LOC108602249|XP_017845789.1|DBUS	LOC119659706|XP_037923887.1|HILL
OG0005587	LOC108595498|XP_017836239.1|DBUS	LOC119660256|XP_037924638.1|HILL
OG0005588	LOC108600694|XP_017843900.1|DBUS	LOC119658763|XP_037922384.1|HILL
OG0005589	LOC108601964|XP_017845439.1|DBUS	LOC119658771|XP_037922395.1|HILL
OG0005590	LOC108595250|XP_017835943.1|DBUS	LOC119657166|XP_037919884.1|HILL
OG0005591	LOC108607194|XP_017853344.1|DBUS	LOC119660300|XP_037924701.1|HILL
OG0005592	LOC108604668|XP_017849709.1|DBUS	LOC119659453|XP_037923466.1|HILL
OG0005593	LOC108600932|XP_017844258.1|DBUS	LOC119650335|XP_037908918.1|HILL
OG0005594	LOC108599561|XP_017841946.1|DBUS	LOC119650334|XP_037908917.1|HILL
OG0005595	LOC108599557|XP_017841940.1|DBUS	LOC119650333|XP_037908916.1|HILL
OG0005596	LOC108600346|XP_017843358.2|DBUS	LOC119649270|XP_037907287.1|HILL
OG0005597	LOC108601950|XP_017845423.1|DBUS	LOC119660153|XP_037924483.1|HILL
OG0005598	LOC108601739|XP_017845148.1|DBUS	LOC119659410|XP_037923410.1|HILL
OG0005599	LOC108596857|XP_017838490.1|DBUS	LOC119652547|XP_037912682.1|HILL
OG0005600	LOC108602232|XP_017845769.1|DBUS	LOC119649115|XP_037907043.1|HILL
OG0005601	LOC108607068|XP_017853174.1|DBUS	LOC119653662|XP_037914420.1|HILL
OG0005602	LOC108602738|XP_017846379.1|DBUS	LOC119660284|XP_037924683.1|HILL
OG0005603	LOC108596617|XP_017838051.1|DBUS	LOC119655015|XP_037916615.1|HILL
OG0005604	LOC108596968|XP_017838705.1|DBUS	LOC119653455|XP_037913992.1|HILL
OG0005605	LOC108596403|XP_033149026.1|DBUS	LOC119653711|XP_037914520.1|HILL
OG0005606	LOC108608506|XP_017855396.2|DBUS	LOC119656843|XP_037919424.1|HILL
OG0005607	LOC108603818|XP_017848434.1|DBUS	LOC119658762|XP_037922383.1|HILL
OG0005608	LOC108604747|XP_017849822.1|DBUS	LOC119660542|XP_037925103.1|HILL
OG0005609	LOC108600271|XP_017843219.1|DBUS	LOC119660853|XP_037925676.1|HILL
OG0005610	LOC108600110|XP_017842970.2|DBUS	LOC119660304|XP_037924706.1|HILL
OG0005611	LOC108599734|XP_017842226.1|DBUS	LOC119647505|XP_037904388.1|HILL
OG0005612	LOC108604485|XP_017849463.1|DBUS	LOC119659154|XP_037923032.1|HILL
OG0005613	LOC108604694|XP_017849740.1|DBUS	LOC119659693|XP_037923876.1|HILL
OG0005614	LOC108604270|XP_017849155.1|DBUS	LOC119659003|XP_037922817.1|HILL
OG0005615	LOC108602402|XP_033149807.1|DBUS	LOC119659598|XP_037923691.1|HILL
OG0005616	LOC108603785|XP_017848369.1|DBUS	LOC119659379|XP_037923368.1|HILL
OG0005617	LOC108604116|XP_017848889.1|DBUS	LOC119659109|XP_037922960.1|HILL
OG0005618	LOC108596509|XP_017837839.1|DBUS	LOC119657815|XP_037920858.1|HILL
OG0005619	LOC108603992|XP_017848711.1|DBUS	LOC119653802|XP_037914748.1|HILL
OG0005620	LOC108606448|XP_017852051.1|DBUS	LOC119653659|XP_037914411.1|HILL
OG0005621	LOC108605289|XP_017850425.1|DBUS	LOC119654208|XP_037915339.1|HILL
OG0005622	LOC108607138|XP_017853264.1|DBUS	LOC119655139|XP_037916802.1|HILL
OG0005623	LOC108606703|XP_017852567.1|DBUS	LOC119655392|XP_037917192.1|HILL
OG0005624	LOC108604037|XP_017848783.1|DBUS	LOC119659714|XP_037923896.1|HILL
OG0005625	LOC108602917|XP_017846741.1|DBUS	LOC119659651|XP_037923786.1|HILL
OG0005626	LOC108605949|XP_017851259.1|DBUS	LOC119660001|XP_037924307.1|HILL
OG0005627	LOC108603253|XP_017847381.1|DBUS	LOC119658810|XP_037922459.1|HILL
OG0005628	LOC108601986|XP_017845470.1|DBUS	LOC119660579|XP_037925160.1|HILL
OG0005629	LOC108597641|XP_017839778.1|DBUS	LOC119651545|XP_037911106.1|HILL
OG0005630	LOC108597087|XP_017838931.1|DBUS	LOC119653390|XP_037913869.1|HILL
OG0005631	LOC108605569|XP_017850825.1|DBUS	LOC119648344|XP_037905967.1|HILL
OG0005632	LOC108605132|XP_017850187.1|DBUS	LOC119653812|XP_037914764.1|HILL
OG0005633	LOC108602866|XP_017846643.1|DBUS	LOC119659603|XP_037923699.1|HILL
OG0005634	LOC108603734|XP_017848272.1|DBUS	LOC119659541|XP_037923613.1|HILL
OG0005635	LOC108607866|XP_017854448.1|DBUS	LOC119660305|XP_037924707.1|HILL
OG0005636	LOC108602966|XP_017846835.1|DBUS	LOC119658587|XP_037921971.1|HILL
OG0005637	LOC108601727|XP_017845135.1|DBUS	LOC119659342|XP_037923314.1|HILL
OG0005638	LOC108597625|XP_017839757.1|DBUS	LOC119653552|XP_037914188.1|HILL
OG0005639	LOC108597196|XP_017839115.1|DBUS	LOC119656286|XP_037918643.1|HILL
OG0005640	LOC108604767|XP_017849850.1|DBUS	LOC119659711|XP_037923893.1|HILL
OG0005641	LOC108605503|XP_017850741.1|DBUS	LOC119654219|XP_037915360.1|HILL
OG0005642	LOC108603223|XP_017847310.1|DBUS	LOC119651564|XP_037911126.1|HILL
OG0005643	LOC108599392|XP_017841688.1|DBUS	LOC119648935|XP_037906777.1|HILL
OG0005644	LOC108599388|XP_017841684.1|DBUS	LOC119648934|XP_037906775.1|HILL
OG0005645	LOC108604950|XP_017850009.1|DBUS	LOC119653720|XP_037914541.1|HILL
OG0005646	LOC108604964|XP_017850023.1|DBUS	LOC119654832|XP_037916332.1|HILL
OG0005647	LOC108595742|XP_017836517.1|DBUS	LOC119649850|XP_037908135.1|HILL
OG0005648	LOC108598460|XP_017840594.1|DBUS	LOC119648255|XP_037905827.1|HILL
OG0005649	LOC108601897|XP_017845362.1|DBUS	LOC119659244|XP_037923152.1|HILL
OG0005650	LOC108604615|XP_017849643.1|DBUS	LOC119659778|XP_037923971.1|HILL
OG0005651	LOC108605527|XP_017850767.2|DBUS	LOC119660132|XP_037924459.1|HILL
OG0005652	LOC108603160|XP_017847204.1|DBUS	LOC119659074|XP_037922914.1|HILL
OG0005653	LOC108602958|XP_017846816.2|DBUS	LOC119653607|XP_037914297.1|HILL
OG0005654	LOC108604698|XP_017849746.1|DBUS	LOC119660374|XP_037924819.1|HILL
OG0005655	LOC108604052|XP_017848804.1|DBUS	LOC119660251|XP_037924634.1|HILL
OG0005656	LOC108601853|XP_017845292.1|DBUS	LOC119659486|XP_037923527.1|HILL
OG0005657	LOC108603438|XP_017847749.1|DBUS	LOC119660540|XP_037925095.1|HILL
OG0005658	LOC108604649|XP_017849688.1|DBUS	LOC119659980|XP_037924277.1|HILL
OG0005659	LOC108603956|XP_017848640.1|DBUS	LOC119659062|XP_037922898.1|HILL
OG0005660	LOC108598106|XP_033149312.1|DBUS	LOC119648213|XP_037905749.1|HILL
OG0005661	LOC108602980|XP_017846855.1|DBUS	LOC119659404|XP_037923403.1|HILL
OG0005662	LOC108601315|XP_017844703.1|DBUS	LOC119659579|XP_037923664.1|HILL
OG0005663	LOC108605929|XP_017851238.1|DBUS	LOC119653508|XP_037914096.1|HILL
OG0005664	LOC108604271|XP_017849157.1|DBUS	LOC119659258|XP_037923178.1|HILL
OG0005665	LOC108603779|XP_017848362.1|DBUS	LOC119658696|XP_037922212.1|HILL
OG0005666	LOC108607039|XP_017853123.1|DBUS	LOC119656146|XP_037918407.1|HILL
OG0005667	LOC108606726|XP_017852603.1|DBUS	LOC119654585|XP_037915971.1|HILL
OG0005668	LOC108599595|XP_017842030.1|DBUS	LOC119648246|XP_037905811.1|HILL
OG0005669	LOC108607444|XP_017853767.1|DBUS	LOC119658940|XP_037922725.1|HILL
OG0005670	LOC108604674|XP_017849714.1|DBUS	LOC119660328|XP_037924734.1|HILL
OG0005671	LOC108601421|XP_017844808.1|DBUS	LOC119660504|XP_037925029.1|HILL
OG0005672	LOC108608047|XP_017854716.1|DBUS	LOC119659521|XP_037923584.1|HILL
OG0005673	LOC108600963|XP_033149563.1|DBUS	LOC119651810|XP_037911529.1|HILL
OG0005674	LOC108598355|XP_033149460.1|DBUS	LOC119659071|XP_037922910.1|HILL
OG0005675	LOC108601829|XP_017845259.1|DBUS	LOC119659160|XP_037923038.1|HILL
OG0005676	LOC108601167|XP_017844588.1|DBUS	LOC119648030|XP_037905383.1|HILL
OG0005677	LOC108597420|XP_017839459.1|DBUS	LOC119658267|XP_037921490.1|HILL
OG0005678	LOC108603352|XP_017847576.1|DBUS	LOC119658732|XP_037922323.1|HILL
OG0005679	LOC108601478|XP_017844866.1|DBUS	LOC119660111|XP_037924424.1|HILL
OG0005680	LOC108608313|XP_017855129.2|DBUS	LOC119650582|XP_037909342.1|HILL
OG0005681	LOC108604120|XP_017848895.1|DBUS	LOC119658950|XP_037922751.1|HILL
OG0005682	LOC108603842|XP_017848480.1|DBUS	LOC119658948|XP_037922748.1|HILL
OG0005683	LOC108606541|XP_017852222.1|DBUS	LOC119655154|XP_037916823.1|HILL
OG0005684	LOC108600109|XP_017842969.2|DBUS	LOC119648067|XP_037905469.1|HILL
OG0005685	LOC108605534|XP_017850776.1|DBUS	LOC119653416|XP_037913913.1|HILL
OG0005686	LOC108602265|XP_017845809.1|DBUS	LOC119659631|XP_037923757.1|HILL
OG0005687	LOC108601126|XP_017844536.1|DBUS	LOC119654443|XP_037915771.1|HILL
OG0005688	LOC108595989|XP_017836766.2|DBUS	LOC119655931|XP_037918041.1|HILL
OG0005690	LOC108601508|XP_033149856.1|DBUS	LOC119654051|XP_037915140.1|HILL
OG0005691	LOC108603794|XP_017848379.2|DBUS	LOC119659560|XP_037923637.1|HILL
OG0005692	LOC108594327|XP_017834966.2|DBUS	LOC119660011|XP_037924318.1|HILL
OG0005693	LOC108598819|XP_017841057.1|DBUS	LOC119658716|XP_037922263.1|HILL
OG0005694	LOC108603728|XP_017848260.1|DBUS	LOC119660213|XP_037924575.1|HILL
OG0005695	LOC108602872|XP_017846649.1|DBUS	LOC119659977|XP_037924271.1|HILL
OG0005696	LOC108602874|XP_017846652.1|DBUS	LOC119659649|XP_037923785.1|HILL
OG0005697	LOC108602863|XP_017846640.1|DBUS	LOC119659700|XP_037923880.1|HILL
OG0005698	LOC108597588|XP_017839696.1|DBUS	LOC119659180|XP_037923066.1|HILL
OG0005699	LOC108604427|XP_017849384.1|DBUS	LOC119660533|XP_037925090.1|HILL
OG0005700	LOC108606937|XP_033150333.1|DBUS	LOC119653506|XP_037914091.1|HILL
OG0005701	LOC108595587|XP_017836338.1|DBUS	LOC119654187|XP_037915309.1|HILL
OG0005702	LOC108605852|XP_017851151.1|DBUS	LOC119655483|XP_037917313.1|HILL
OG0005703	LOC108595266|XP_017835968.1|DBUS	LOC119655998|XP_037918165.1|HILL
OG0005705	LOC108598958|XP_017841217.1|DBUS	LOC119648410|XP_037906088.1|HILL
OG0005706	LOC108603724|XP_017848254.1|DBUS, LOC108599901|XP_017842584.2|DBUS	LOC119659044|XP_037922878.1|HILL
OG0005707	LOC108606657|XP_017852467.1|DBUS	LOC119654235|XP_037915390.1|HILL
OG0005708	LOC108606738|XP_017852622.1|DBUS	LOC119654827|XP_037916323.1|HILL
OG0005709	LOC108601726|XP_017845134.1|DBUS	LOC119659738|XP_037923926.1|HILL
OG0005710	LOC108602804|XP_017846515.1|DBUS	LOC119659210|XP_037923107.1|HILL
OG0005711	LOC108600990|XP_017844342.1|DBUS	LOC119649929|XP_037908276.1|HILL
OG0005712	LOC108608080|XP_017854764.1|DBUS	LOC119649380|XP_037907426.1|HILL
OG0005713	LOC108601754|XP_017845166.1|DBUS	LOC119660589|XP_037925186.1|HILL
OG0005714	LOC108604441|XP_017849408.1|DBUS	LOC119654216|XP_037915357.1|HILL
OG0005715	LOC108603736|XP_017848274.1|DBUS	LOC119660584|XP_037925167.1|HILL
OG0005716	LOC108604156|XP_033149891.1|DBUS	LOC119658727|XP_037922317.1|HILL
OG0005717	LOC108604097|XP_017848868.1|DBUS	LOC119660142|XP_037924470.1|HILL
OG0005718	LOC108604639|XP_017849678.1|DBUS	LOC119659629|XP_037923755.1|HILL
OG0005719	LOC108604185|XP_017849021.1|DBUS	LOC119660422|XP_037924897.1|HILL
OG0005720	LOC108602200|XP_017845738.1|DBUS	LOC119654496|XP_037915848.1|HILL
OG0005721	LOC108604219|XP_017849073.1|DBUS	LOC119659509|XP_037923567.1|HILL
OG0005722	LOC108604785|XP_017849872.1|DBUS	LOC119659534|XP_037923603.1|HILL
OG0005723	LOC108602164|XP_017845686.1|DBUS	LOC119660174|XP_037924508.1|HILL
OG0005724	LOC108596577|XP_017837990.1|DBUS	LOC119654893|XP_037916439.1|HILL
OG0005725	LOC108602020|XP_017845512.1|DBUS	LOC119660299|XP_037924700.1|HILL
OG0005726	LOC108605608|XP_017850874.1|DBUS	LOC119653697|XP_037914500.1|HILL
OG0005727	LOC108603984|XP_017848700.1|DBUS	LOC119659481|XP_037923519.1|HILL
OG0005728	LOC108601676|XP_017845074.1|DBUS	LOC119659113|XP_037922963.1|HILL
OG0005729	LOC108601250|XP_033149890.1|DBUS	LOC119658862|XP_037922546.1|HILL
OG0005730	LOC108601738|XP_017845147.1|DBUS	LOC119660292|XP_037924690.1|HILL
OG0005731	LOC108601737|XP_017845146.1|DBUS	LOC119660107|XP_037924417.1|HILL
OG0005732	LOC108603510|XP_017847876.1|DBUS	LOC119659455|XP_037923468.1|HILL
OG0005733	LOC108603509|XP_017847872.1|DBUS	LOC119659795|XP_037923992.1|HILL
OG0005734	LOC108603746|XP_017848308.1|DBUS	LOC119659826|XP_037924040.1|HILL
OG0005735	LOC108603423|XP_017847713.1|DBUS	LOC119660343|XP_037924757.1|HILL
OG0005736	LOC108603424|XP_017847719.1|DBUS	LOC119659202|XP_037923098.1|HILL
OG0005737	LOC108604442|XP_017849409.1|DBUS	LOC119659229|XP_037923131.1|HILL
OG0005738	LOC108604202|XP_017849045.1|DBUS	LOC119659712|XP_037923894.1|HILL
OG0005739	LOC108604089|XP_017848857.1|DBUS	LOC119659155|XP_037923033.1|HILL
OG0005740	LOC108604754|XP_017849831.1|DBUS	LOC119660000|XP_037924306.1|HILL
OG0005741	LOC108601786|XP_017845201.1|DBUS	LOC119660119|XP_037924441.1|HILL
OG0005742	LOC108601948|XP_017845421.1|DBUS	LOC119660120|XP_037924442.1|HILL
OG0005743	LOC108602044|XP_017845541.1|DBUS	LOC119659368|XP_037923351.1|HILL
OG0005744	LOC108601731|XP_017845141.1|DBUS	LOC119659366|XP_037923350.1|HILL
OG0005745	LOC108602914|XP_017846714.1|DBUS	LOC119658683|XP_037922175.1|HILL
OG0005746	LOC108604623|XP_017849660.1|DBUS	LOC119660166|XP_037924500.1|HILL
OG0005747	LOC108602205|XP_017845741.1|DBUS	LOC119660124|XP_037924444.1|HILL
OG0005748	LOC108601941|XP_017845410.1|DBUS	LOC119658787|XP_037922422.1|HILL
OG0005749	LOC108605148|XP_017850211.1|DBUS	LOC119653591|XP_037914268.1|HILL
OG0005750	LOC108603707|XP_017848236.1|DBUS	LOC119655899|XP_037917982.1|HILL
OG0005751	LOC108599982|XP_017842743.2|DBUS	LOC119653613|XP_037914308.1|HILL
OG0005752	LOC108596915|XP_017838612.1|DBUS	LOC119646287|XP_037902626.1|HILL
OG0005753	LOC108608174|XP_033148916.1|DBUS	LOC119657099|XP_037919786.1|HILL
OG0005754	LOC108596052|XP_017836934.1|DBUS	LOC119654284|XP_037915499.1|HILL
OG0005755	LOC108595153|XP_017835807.1|DBUS	LOC119660358|XP_037924789.1|HILL
OG0005756	LOC108602976|XP_017846850.1|DBUS	LOC119659408|XP_037923408.1|HILL
OG0005757	LOC108602043|XP_017845540.1|DBUS	LOC119659433|XP_037923444.1|HILL
OG0005758	LOC108604096|XP_017848866.1|DBUS	LOC119659176|XP_037923060.1|HILL
OG0005759	LOC108602740|XP_017846380.1|DBUS	LOC119659324|XP_037923279.1|HILL
OG0005760	LOC108601714|XP_017845120.1|DBUS	LOC119659941|XP_037924209.1|HILL
OG0005761	LOC108603973|XP_017848673.1|DBUS	LOC119658867|XP_037922553.1|HILL
OG0005762	LOC108602853|XP_017846616.1|DBUS	LOC119659530|XP_037923595.1|HILL
OG0005763	LOC108597746|XP_017839942.1|DBUS	LOC119661004|XP_037926054.1|HILL
OG0005764	LOC108603514|XP_017847892.1|DBUS	LOC119660498|XP_037925021.1|HILL
OG0005765	LOC108603511|XP_017847878.1|DBUS	LOC119660491|XP_037925006.1|HILL
OG0005766	LOC108603583|XP_017848012.1|DBUS	LOC119659905|XP_037924158.1|HILL
OG0005767	LOC108603491|XP_017847835.1|DBUS	LOC119652001|XP_037911857.1|HILL
OG0005768	LOC108606932|XP_017852972.1|DBUS	LOC119655042|XP_037916651.1|HILL
OG0005769	LOC108603191|XP_017847257.1|DBUS	LOC119661298|XP_037926515.1|HILL
OG0005770	LOC108601646|XP_017845034.1|DBUS	LOC119659120|XP_037922973.1|HILL
OG0005771	LOC108603128|XP_017847137.1|DBUS	LOC119660424|XP_037924900.1|HILL
OG0005772	LOC108603847|XP_017848489.1|DBUS	LOC119659953|XP_037924230.1|HILL
OG0005773	LOC108602488|XP_017846102.1|DBUS	LOC119659207|XP_037923103.1|HILL
OG0005774	LOC108602325|XP_017845901.1|DBUS	LOC119658692|XP_037922205.1|HILL
OG0005775	LOC108600972|XP_017844322.2|DBUS	LOC119650237|XP_037908745.1|HILL
OG0005776	LOC108600906|XP_017844221.1|DBUS	LOC119648156|XP_037905659.1|HILL
OG0005777	LOC108597587|XP_017839699.1|DBUS	LOC119659320|XP_037923273.1|HILL
OG0005778	LOC108602887|XP_017846677.1|DBUS	LOC119658607|XP_037922012.1|HILL
OG0005779	LOC108603893|XP_017848556.1|DBUS	LOC119658568|XP_037921941.1|HILL
OG0005780	LOC108600783|XP_017844041.1|DBUS	LOC119648305|XP_037905898.1|HILL
OG0005781	LOC108600613|XP_017843780.1|DBUS	LOC119649063|XP_037906978.1|HILL
OG0005782	LOC108600740|XP_017843974.1|DBUS	LOC119648248|XP_037905815.1|HILL
OG0005783	LOC108596158|XP_017837152.1|DBUS	LOC119656321|XP_037918705.1|HILL
OG0005784	LOC108601790|XP_017845214.1|DBUS	LOC119659304|XP_037923245.1|HILL
OG0005785	LOC108603959|XP_017848645.1|DBUS	LOC119659270|XP_037923201.1|HILL
OG0005786	LOC108602105|XP_017845618.1|DBUS	LOC119660169|XP_037924503.1|HILL
OG0005787	LOC108604699|XP_017849747.1|DBUS	LOC119660275|XP_037924669.1|HILL
OG0005788	LOC108597534|XP_017839623.1|DBUS	LOC119653672|XP_037914432.1|HILL
OG0005789	LOC108602449|XP_017846059.1|DBUS	LOC119659505|XP_037923561.1|HILL
OG0005790	LOC108603123|XP_017847131.1|DBUS	LOC119653025|XP_037913397.1|HILL
OG0005791	LOC108603841|XP_017848478.1|DBUS	LOC119659782|XP_037923976.1|HILL
OG0005792	LOC108603843|XP_017848481.1|DBUS	LOC119659851|XP_037924082.1|HILL
OG0005793	LOC108601992|XP_017845478.1|DBUS	LOC119660383|XP_037924835.1|HILL
