Orthogroup	DBUS.longest_only	CPIP.longest_only
OG0004634	LOC108602824|XP_017846547.1|DBUS	LOC120429008|XP_039450080.1|CPIP
OG0004635	LOC108606616|XP_017852377.1|DBUS	LOC120429063|XP_039450135.1|CPIP
OG0004636	LOC108606467|XP_017852079.1|DBUS	LOC120426453|XP_039447149.1|CPIP
OG0004637	LOC108606814|XP_017852777.1|DBUS	LOC120429940|XP_039450971.1|CPIP
OG0004638	LOC108606840|XP_017850777.1|DBUS	LOC120424323|XP_039444352.1|CPIP
OG0004639	LOC108601820|XP_017845246.1|DBUS	LOC120423052|XP_039442658.1|CPIP
OG0004640	LOC108602364|XP_017845955.1|DBUS	LOC120423051|XP_039442657.1|CPIP
OG0004641	LOC108606435|XP_017852036.1|DBUS	LOC120428791|XP_039449822.1|CPIP
OG0004642	LOC108605585|XP_017850845.1|DBUS	LOC120425020|XP_039445324.1|CPIP
OG0004643	LOC108602110|XP_017845624.1|DBUS	LOC120425030|XP_039445335.1|CPIP
OG0004644	LOC108606609|XP_017852367.1|DBUS	LOC120425019|XP_039445322.1|CPIP
OG0004646	LOC108604373|XP_017849311.1|DBUS	LOC120430120|XP_039451138.1|CPIP
OG0004647	LOC108605884|XP_017851185.1|DBUS	LOC120429248|XP_039450393.1|CPIP
OG0004648	LOC108605520|XP_017850759.1|DBUS	LOC120430117|XP_039451136.1|CPIP
OG0004649	LOC108606042|XP_033150457.1|DBUS, LOC117134951|XP_033150459.1|DBUS	LOC120419870|XP_039438664.1|CPIP, LOC120418077|XP_039436268.1|CPIP
OG0004650	LOC108608316|XP_017855133.1|DBUS	LOC120418091|XP_039436293.1|CPIP, LOC120419874|XP_039438669.1|CPIP
OG0004651	LOC108601993|XP_017845481.1|DBUS	LOC120425022|XP_039445325.1|CPIP
OG0004652	LOC108602760|XP_017846420.1|DBUS	LOC120425463|XP_039445929.1|CPIP
OG0004653	LOC108598281|XP_017840386.2|DBUS	LOC120425465|XP_039445931.1|CPIP
OG0004654	LOC108603140|XP_017847170.2|DBUS	LOC120425487|XP_039445965.1|CPIP
OG0004655	LOC108604491|XP_017849472.1|DBUS	LOC120428782|XP_039449803.1|CPIP
OG0004656	LOC108606352|XP_017851889.1|DBUS	LOC120428781|XP_039449802.1|CPIP
OG0004657	LOC108601471|XP_017844859.1|DBUS	LOC120428787|XP_039449808.1|CPIP
OG0004658	LOC108603065|XP_017847000.1|DBUS	LOC120423153|XP_039442770.1|CPIP, LOC120431375|XP_039452440.1|CPIP
OG0004659	LOC108602085|XP_017845597.1|DBUS	LOC120431381|XP_039452444.1|CPIP
OG0004660	LOC108603885|XP_017848547.1|DBUS	LOC120429233|XP_039450378.1|CPIP
OG0004661	LOC108604010|XP_017848742.1|DBUS	LOC120429247|XP_039450392.1|CPIP
OG0004662	LOC108603313|XP_017847511.1|DBUS	LOC120424934|XP_039445166.1|CPIP
OG0004663	LOC108604953|XP_033150160.1|DBUS	LOC120424932|XP_039445160.1|CPIP
OG0004664	LOC108606858|XP_017852847.1|DBUS	LOC120424930|XP_039445155.1|CPIP
OG0004665	LOC108605651|XP_017850924.1|DBUS	LOC120424935|XP_039445169.1|CPIP
OG0004666	LOC108603776|XP_017848357.1|DBUS	LOC120419338|XP_039437944.1|CPIP
OG0004667	LOC108604599|XP_017849624.1|DBUS	LOC120431439|XP_039452492.1|CPIP
OG0004668	LOC108606822|XP_017852794.1|DBUS	LOC120431799|XP_039452851.1|CPIP
OG0004669	LOC108608386|XP_017855228.1|DBUS	LOC120428947|XP_039450021.1|CPIP
OG0004670	LOC108601729|XP_017845138.1|DBUS	LOC120427924|XP_039448799.1|CPIP
OG0004671	LOC108601949|XP_017845422.1|DBUS	LOC120424813|XP_039444965.1|CPIP
OG0004672	LOC108601271|XP_017844659.1|DBUS	LOC120429289|XP_039450451.1|CPIP
OG0004673	LOC108604761|XP_017849840.1|DBUS	LOC120430803|XP_039451857.1|CPIP
OG0004674	LOC108601660|XP_017845049.1|DBUS	LOC120425115|XP_039445454.1|CPIP
OG0004675	LOC108603118|XP_017847116.1|DBUS	LOC120425113|XP_039445448.1|CPIP
OG0004676	LOC108603442|XP_017847755.1|DBUS	LOC120430535|XP_039451582.1|CPIP
OG0004677	LOC108604367|XP_017849297.1|DBUS	LOC120425998|XP_039446590.1|CPIP
OG0004678	LOC108603580|XP_017848005.1|DBUS	LOC120426016|XP_039446624.1|CPIP
OG0004679	LOC108601348|XP_017844734.1|DBUS	LOC120417858|XP_039436012.1|CPIP
OG0004680	LOC108603872|XP_017848532.1|DBUS	LOC120421773|XP_039440974.1|CPIP
OG0004681	LOC108603595|XP_017848025.1|DBUS	LOC120423834|XP_039443711.1|CPIP
OG0004682	LOC108604718|XP_017849788.1|DBUS	LOC120423841|XP_039443723.1|CPIP
OG0004683	LOC108604559|XP_033150016.1|DBUS, LOC108602104|XP_033149777.1|DBUS	LOC120423826|XP_039443689.1|CPIP
OG0004685	LOC108604402|XP_017849351.1|DBUS	LOC120431668|XP_039452711.1|CPIP
OG0004686	LOC108603857|XP_017848503.1|DBUS	LOC120418742|XP_039437152.1|CPIP
OG0004687	LOC108601756|XP_017845168.1|DBUS	LOC120417201|XP_039435101.1|CPIP
OG0004689	LOC108603458|XP_017847778.1|DBUS	LOC120417191|XP_039435092.1|CPIP
OG0004690	LOC108603367|XP_017847614.1|DBUS	LOC120420743|XP_039439770.1|CPIP
OG0004691	LOC108602818|XP_017846538.1|DBUS	LOC120420766|XP_039439806.1|CPIP
OG0004692	LOC108603182|XP_017847229.1|DBUS	LOC120420781|XP_039439828.1|CPIP
OG0004693	LOC108603639|XP_017848089.1|DBUS	LOC120420745|XP_039439775.1|CPIP
OG0004694	LOC108604382|XP_017849326.1|DBUS	LOC120425563|XP_039446061.1|CPIP, LOC120423722|XP_039443559.1|CPIP
OG0004695	LOC108603114|XP_033149998.1|DBUS	LOC120428741|XP_039449751.1|CPIP
OG0004696	LOC108601446|XP_017844833.1|DBUS	LOC120427185|XP_039447983.1|CPIP
OG0004697	LOC108605573|XP_017850830.1|DBUS	LOC120430501|XP_039451532.1|CPIP
OG0004698	LOC108605698|XP_017850978.1|DBUS	LOC120421821|XP_039441033.1|CPIP
OG0004699	LOC108603528|XP_017847911.1|DBUS	LOC120422152|XP_039441459.1|CPIP
OG0004700	LOC108601896|XP_017845359.1|DBUS	LOC120416607|XP_039434342.1|CPIP
OG0004701	LOC108602801|XP_017846513.1|DBUS	LOC120415975|XP_039433563.1|CPIP
OG0004702	LOC108603020|XP_017846906.1|DBUS	LOC120429000|XP_039450074.1|CPIP
OG0004703	LOC108602053|XP_017845555.1|DBUS	LOC120428668|XP_039449652.1|CPIP
OG0004704	LOC108603175|XP_017847224.2|DBUS	LOC120428661|XP_039449642.1|CPIP, LOC120427073|XP_039447845.1|CPIP
OG0004705	LOC108603475|XP_017847805.1|DBUS	LOC120427079|XP_039447855.1|CPIP
OG0004706	LOC108600108|XP_017842967.2|DBUS	LOC120431454|XP_039452504.1|CPIP
OG0004707	LOC108604656|XP_017849694.1|DBUS	LOC120424033|XP_039443990.1|CPIP
OG0004708	LOC108604690|XP_017849735.1|DBUS	LOC120424034|XP_039443991.1|CPIP
OG0004709	LOC108601746|XP_017845155.1|DBUS	LOC120426007|XP_039446608.1|CPIP
OG0004710	LOC108603670|XP_033150148.1|DBUS	LOC120426006|XP_039446605.1|CPIP
OG0004711	LOC108601569|XP_017844956.1|DBUS	LOC120422583|XP_039442005.1|CPIP
OG0004712	LOC108601541|XP_033149875.1|DBUS	LOC120422565|XP_039441985.1|CPIP
OG0004713	LOC108604173|XP_017849000.1|DBUS	LOC120431802|XP_039452858.1|CPIP
OG0004714	LOC108603665|XP_017848147.1|DBUS	LOC120431729|XP_039452791.1|CPIP
OG0004715	LOC108607567|XP_017853947.2|DBUS	LOC120430219|XP_039451231.1|CPIP
OG0004716	LOC108601556|XP_017844944.1|DBUS	LOC120425736|XP_039446274.1|CPIP
OG0004717	LOC108607243|XP_033150182.1|DBUS	LOC120418347|XP_039436632.1|CPIP
OG0004718	LOC108608527|XP_017855429.1|DBUS	LOC120418330|XP_039436598.1|CPIP
OG0004719	LOC108604039|XP_017848787.1|DBUS	LOC120427265|XP_039448060.1|CPIP
OG0004720	LOC108602097|XP_017845609.1|DBUS	LOC120427677|XP_039448492.1|CPIP
OG0004721	LOC108603434|XP_017847743.1|DBUS	LOC120418332|XP_039436601.1|CPIP
OG0004722	LOC108601866|XP_017845313.1|DBUS	LOC120418323|XP_039436588.1|CPIP
OG0004723	LOC108599020|XP_017841290.1|DBUS, LOC108605499|XP_017850734.1|DBUS	LOC120428289|XP_039449218.1|CPIP
OG0004724	LOC108604242|XP_017849105.1|DBUS	LOC120418368|XP_039436661.1|CPIP
OG0004725	LOC108604277|XP_017849168.1|DBUS	LOC120418369|XP_039436664.1|CPIP
OG0004726	LOC108603597|XP_017848028.1|DBUS	LOC120418386|XP_039436694.1|CPIP
OG0004727	LOC108603732|XP_017848269.1|DBUS	LOC120426000|XP_039446593.1|CPIP
OG0004728	LOC108604349|XP_017849268.1|DBUS	LOC120426246|XP_039446918.1|CPIP
OG0004729	LOC108605682|XP_017850963.1|DBUS	LOC120431093|XP_039452185.1|CPIP
OG0004730	LOC108600632|XP_017843813.1|DBUS	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP
OG0004731	LOC108601770|XP_017845184.1|DBUS	LOC120427158|XP_039447951.1|CPIP
OG0004732	LOC108601793|XP_017845218.1|DBUS	LOC120427902|XP_039448776.1|CPIP
OG0004733	LOC108604534|XP_017849538.1|DBUS	LOC120427892|XP_039448760.1|CPIP
OG0004734	LOC108604681|XP_017849726.1|DBUS	LOC120427896|XP_039448765.1|CPIP
OG0004735	LOC108603763|XP_017848334.1|DBUS	LOC120416050|XP_039433648.1|CPIP
OG0004736	LOC108603292|XP_017847452.1|DBUS	LOC120414262|XP_039431306.1|CPIP
OG0004737	LOC108602719|XP_017846363.1|DBUS	LOC120424265|XP_039444261.1|CPIP
OG0004738	LOC108604054|XP_017848805.1|DBUS	LOC120424237|XP_039444234.1|CPIP
OG0004739	LOC108603245|XP_017847363.1|DBUS	LOC120424264|XP_039444260.1|CPIP
OG0004740	LOC108602113|XP_017845627.1|DBUS	LOC120428911|XP_039449987.1|CPIP
OG0004741	LOC108603316|XP_017847517.1|DBUS	LOC120428910|XP_039449986.1|CPIP
OG0004742	LOC108607359|XP_017853542.1|DBUS	LOC120425700|XP_039446222.1|CPIP
OG0004744	LOC108596807|XP_017838409.2|DBUS	LOC120423421|XP_039443158.1|CPIP
OG0004745	LOC108601486|XP_017844873.1|DBUS	LOC120428366|XP_039449302.1|CPIP
OG0004746	LOC108603864|XP_017848520.1|DBUS	LOC120429644|XP_039450604.1|CPIP
OG0004747	LOC108603865|XP_017848521.1|DBUS	LOC120432113|XP_039453182.1|CPIP
OG0004748	LOC108603750|XP_017848313.1|DBUS	LOC120427858|XP_039448710.1|CPIP
OG0004749	LOC108603833|XP_017848461.1|DBUS	LOC120414297|XP_039431366.1|CPIP
OG0004750	LOC108602905|XP_017846702.1|DBUS	LOC120426701|XP_039447415.1|CPIP
OG0004751	LOC108603725|XP_017848255.1|DBUS	LOC120426693|XP_039447404.1|CPIP
OG0004752	LOC108604107|XP_017848877.1|DBUS	LOC120426689|XP_039447399.1|CPIP
OG0004753	LOC108603804|XP_017848391.1|DBUS	LOC120426694|XP_039447405.1|CPIP
OG0004754	LOC108602761|XP_017846422.1|DBUS	LOC120426686|XP_039447396.1|CPIP
OG0004755	LOC108601717|XP_017845124.1|DBUS	LOC120426692|XP_039447402.1|CPIP
OG0004756	LOC108601813|XP_017845239.1|DBUS	LOC120426691|XP_039447401.1|CPIP
OG0004757	LOC108602875|XP_017846653.1|DBUS	LOC120430172|XP_039451186.1|CPIP
OG0004758	LOC108604597|XP_017849619.1|DBUS	LOC120427254|XP_039448045.1|CPIP
OG0004759	LOC108604209|XP_017849059.1|DBUS	LOC120427256|XP_039448049.1|CPIP
OG0004760	LOC108602300|XP_017845869.1|DBUS	LOC120427250|XP_039448040.1|CPIP
OG0004761	LOC108604344|XP_017849261.1|DBUS	LOC120428725|XP_039449733.1|CPIP
OG0004762	LOC108607737|XP_017854250.2|DBUS	LOC120421015|XP_039440071.1|CPIP
OG0004763	LOC108601983|XP_017845467.1|DBUS	LOC120421032|XP_039440103.1|CPIP
OG0004766	LOC108604462|XP_017849431.1|DBUS	LOC120425415|XP_039445878.1|CPIP
OG0004767	LOC108603296|XP_017847457.1|DBUS	LOC120421189|XP_039440327.1|CPIP
OG0004768	LOC108604434|XP_017849397.1|DBUS	LOC120425737|XP_039446276.1|CPIP
OG0004769	LOC108603050|XP_017846968.1|DBUS	LOC120423967|XP_039443893.1|CPIP
OG0004770	LOC108603252|XP_017847380.1|DBUS	LOC120423968|XP_039443894.1|CPIP
OG0004771	LOC108602186|XP_017845720.1|DBUS	LOC120423969|XP_039443895.1|CPIP
OG0004773	LOC108603067|XP_017847001.1|DBUS	LOC120425157|XP_039445521.1|CPIP
OG0004774	LOC108603068|XP_017847011.2|DBUS	LOC120426221|XP_039446874.1|CPIP
OG0004775	LOC108602161|XP_017845683.1|DBUS	LOC120426214|XP_039446856.1|CPIP
OG0004776	LOC108597629|XP_017839761.1|DBUS	LOC120426225|XP_039446893.1|CPIP
OG0004777	LOC117135101|XP_033150992.1|DBUS	LOC120427414|XP_039448214.1|CPIP
OG0004779	LOC108603347|XP_017847568.1|DBUS	LOC120427881|XP_039448748.1|CPIP
OG0004780	LOC108603516|XP_017847900.1|DBUS	LOC120427882|XP_039448752.1|CPIP
OG0004781	LOC108602993|XP_033150133.1|DBUS	LOC120421100|XP_039440178.1|CPIP
OG0004782	LOC108604758|XP_017849836.1|DBUS	LOC120416981|XP_039434841.1|CPIP
OG0004783	LOC108606518|XP_017852180.1|DBUS	LOC120416371|XP_039434041.1|CPIP
OG0004784	LOC108602485|XP_017846097.1|DBUS	LOC120432089|XP_039453161.1|CPIP, LOC120428963|XP_039450036.1|CPIP
OG0004785	LOC108602195|XP_017845733.1|DBUS	LOC120430146|XP_039451165.1|CPIP, LOC120430515|XP_039451549.1|CPIP
OG0004786	LOC108602476|XP_017846089.1|DBUS	LOC120429549|XP_039450540.1|CPIP
OG0004787	LOC108601462|XP_017844849.1|DBUS	LOC120428858|XP_039449915.1|CPIP
OG0004788	LOC108602484|XP_017846096.1|DBUS	LOC120428851|XP_039449908.1|CPIP
OG0004789	LOC108601463|XP_017844851.1|DBUS	LOC120428855|XP_039449914.1|CPIP
OG0004790	LOC108601927|XP_017845392.1|DBUS	LOC120425991|XP_039446583.1|CPIP
OG0004791	LOC108603236|XP_017847345.1|DBUS	LOC120425983|XP_039446571.1|CPIP
OG0004792	LOC108603943|XP_017848625.1|DBUS	LOC120432022|XP_039453091.1|CPIP
OG0004793	LOC108603122|XP_017847130.1|DBUS	LOC120431080|XP_039452166.1|CPIP
OG0004794	LOC108604188|XP_017849027.1|DBUS	LOC120424782|XP_039444918.1|CPIP
OG0004795	LOC108603335|XP_017847549.1|DBUS	LOC120430266|XP_039451285.1|CPIP
OG0004796	LOC108603696|XP_017848211.1|DBUS	LOC120422563|XP_039441982.1|CPIP
OG0004797	LOC108602341|XP_033150027.1|DBUS	LOC120422572|XP_039441991.1|CPIP
OG0004798	LOC108603905|XP_017848575.1|DBUS	LOC120422547|XP_039441948.1|CPIP
OG0004799	LOC108603331|XP_017847544.1|DBUS	LOC120429164|XP_039450305.1|CPIP
OG0004800	LOC108601768|XP_017845181.1|DBUS	LOC120431672|XP_039452723.1|CPIP
OG0004801	LOC108601999|XP_017845488.1|DBUS	LOC120424623|XP_039444722.1|CPIP, LOC120424681|XP_039444791.1|CPIP
OG0004802	LOC108602139|XP_017845656.1|DBUS	LOC120432513|XP_039453665.1|CPIP
OG0004803	LOC108602340|XP_017845921.1|DBUS	LOC120430175|XP_039451190.1|CPIP
OG0004804	LOC108603091|XP_017847077.1|DBUS	LOC120430351|XP_039451384.1|CPIP
OG0004805	LOC108601872|XP_017845321.1|DBUS	LOC120429669|XP_039450631.1|CPIP
OG0004806	LOC108606587|XP_017852306.1|DBUS	LOC120421029|XP_039440098.1|CPIP
OG0004807	LOC117134676|XP_033149013.1|DBUS	LOC120421778|XP_039440981.1|CPIP
OG0004808	LOC108601422|XP_017844809.1|DBUS	LOC120427176|XP_039447970.1|CPIP
OG0004809	LOC108603200|XP_017847271.1|DBUS	LOC120423824|XP_039443687.1|CPIP
OG0004810	LOC108603199|XP_017847270.1|DBUS	LOC120423823|XP_039443685.1|CPIP
OG0004811	LOC108600049|XP_017842883.1|DBUS	LOC120423814|XP_039443668.1|CPIP
OG0004812	LOC108601873|XP_017845322.1|DBUS	LOC120423831|XP_039443708.1|CPIP
OG0004814	LOC108604250|XP_017849121.1|DBUS	LOC120431858|XP_039452926.1|CPIP
OG0004815	LOC108607065|XP_017853170.1|DBUS	LOC120417103|XP_039435014.1|CPIP
OG0004816	LOC108605283|XP_017850420.1|DBUS	LOC120417091|XP_039435004.1|CPIP
OG0004817	LOC108605282|XP_017850419.1|DBUS	LOC120417102|XP_039435013.1|CPIP
OG0004818	LOC108604654|XP_017849692.1|DBUS	LOC120425061|XP_039445368.1|CPIP
OG0004819	LOC108604261|XP_017849144.1|DBUS	LOC120425047|XP_039445352.1|CPIP
OG0004820	LOC108604290|XP_017849191.1|DBUS	LOC120425046|XP_039445350.1|CPIP
OG0004821	LOC108604348|XP_017849267.1|DBUS	LOC120425074|XP_039445400.1|CPIP
OG0004822	LOC108603523|XP_017847906.1|DBUS	LOC120425077|XP_039445402.1|CPIP
OG0004823	LOC108603807|XP_017848395.1|DBUS	LOC120425043|XP_039445347.1|CPIP
OG0004824	LOC108603808|XP_033149831.1|DBUS	LOC120425068|XP_039445375.1|CPIP
OG0004825	LOC108607426|XP_017853721.1|DBUS	LOC120422122|XP_039441426.1|CPIP
OG0004826	LOC108604482|XP_017849460.1|DBUS	LOC120420777|XP_039439822.1|CPIP
OG0004827	LOC108601924|XP_017845390.1|DBUS	LOC120420774|XP_039439817.1|CPIP
OG0004828	LOC108603348|XP_017847570.1|DBUS	LOC120420787|XP_039439833.1|CPIP
OG0004829	LOC108604514|XP_017849507.1|DBUS	LOC120414267|XP_039431321.1|CPIP
OG0004830	LOC108602945|XP_017846782.1|DBUS	LOC120423345|XP_039443048.1|CPIP
OG0004831	LOC108600701|XP_017843911.2|DBUS	LOC120418350|XP_039436637.1|CPIP
OG0004832	LOC108603767|XP_017848343.1|DBUS	LOC120432052|XP_039453119.1|CPIP
OG0004833	LOC108601748|XP_017845160.1|DBUS	LOC120423570|XP_039443362.1|CPIP
OG0004834	LOC108603772|XP_017848348.1|DBUS	LOC120431739|XP_039452800.1|CPIP
OG0004835	LOC108601791|XP_017845216.1|DBUS	LOC120432094|XP_039453167.1|CPIP
OG0004840	LOC108602923|XP_017846754.1|DBUS	LOC120427402|XP_039448197.1|CPIP
OG0004841	LOC108599987|XP_017842754.2|DBUS	LOC120425412|XP_039445876.1|CPIP, LOC120425676|XP_039446193.1|CPIP
OG0004842	LOC108602996|XP_017846879.1|DBUS	LOC120425431|XP_039445894.1|CPIP
OG0004843	LOC108603556|XP_017847965.1|DBUS	LOC120422579|XP_039442002.1|CPIP
OG0004844	LOC108602865|XP_017846642.1|DBUS	LOC120425367|XP_039445809.1|CPIP
OG0004845	LOC108603714|XP_017848243.1|DBUS	LOC120425365|XP_039445805.1|CPIP
OG0004846	LOC108600469|XP_017843566.1|DBUS	LOC120425579|XP_039446086.1|CPIP
OG0004847	LOC108608081|XP_017854765.1|DBUS	LOC120418366|XP_039436660.1|CPIP
OG0004850	LOC108602833|XP_017846563.1|DBUS	LOC120427728|XP_039448565.1|CPIP
OG0004851	LOC108601473|XP_033150134.1|DBUS	LOC120427726|XP_039448564.1|CPIP
OG0004852	LOC108602047|XP_033149812.1|DBUS	LOC120427724|XP_039448561.1|CPIP
OG0004853	LOC108595588|XP_017836339.1|DBUS	LOC120430973|XP_039452039.1|CPIP
OG0004854	LOC108599495|XP_017841830.1|DBUS	LOC120427609|XP_039448421.1|CPIP
OG0004855	LOC108598145|XP_017840252.2|DBUS	LOC120427617|XP_039448431.1|CPIP
OG0004856	LOC108599827|XP_017842421.1|DBUS	LOC120423014|XP_039442579.1|CPIP
OG0004857	LOC108599247|XP_017841533.1|DBUS	LOC120425687|XP_039446204.1|CPIP
OG0004858	LOC108600696|XP_017843903.2|DBUS	LOC120423000|XP_039442554.1|CPIP
OG0004859	LOC108600625|XP_017843798.1|DBUS	LOC120423002|XP_039442558.1|CPIP
OG0004860	LOC108598556|XP_017840731.1|DBUS	LOC120422997|XP_039442550.1|CPIP
OG0004861	LOC108600292|XP_017843253.1|DBUS	LOC120422995|XP_039442539.1|CPIP
OG0004862	LOC108599974|XP_033149713.1|DBUS	LOC120417814|XP_039435951.1|CPIP, LOC120424416|XP_039444461.1|CPIP
OG0004863	LOC108600545|XP_017843692.2|DBUS	LOC120421759|XP_039440965.1|CPIP, LOC120421734|XP_039440929.1|CPIP
OG0004864	LOC108600542|XP_017843687.1|DBUS	LOC120421750|XP_039440958.1|CPIP
OG0004865	LOC108604073|XP_017848831.1|DBUS	LOC120421752|XP_039440959.1|CPIP
OG0004866	LOC108600699|XP_017843909.2|DBUS	LOC120421740|XP_039440935.1|CPIP
OG0004867	LOC108597210|XP_017839137.1|DBUS	LOC120416821|XP_039434642.1|CPIP
OG0004868	LOC108596941|XP_017838668.1|DBUS	LOC120421749|XP_039440956.1|CPIP
OG0004869	LOC108596255|XP_017837298.1|DBUS	LOC120425223|XP_039445588.1|CPIP, LOC120422861|XP_039442344.1|CPIP
OG0004870	LOC108597033|XP_017838815.1|DBUS	LOC120422873|XP_039442354.1|CPIP
OG0004871	LOC108597681|XP_017839844.1|DBUS	LOC120422839|XP_039442314.1|CPIP
OG0004872	LOC108596294|XP_017837374.1|DBUS	LOC120417412|XP_039435388.1|CPIP
OG0004873	LOC108602730|XP_017846373.1|DBUS	LOC120424174|XP_039444160.1|CPIP
OG0004874	LOC108603961|XP_017848651.1|DBUS	LOC120424203|XP_039444196.1|CPIP
OG0004875	LOC108606415|XP_017852000.2|DBUS	LOC120424167|XP_039444151.1|CPIP
OG0004876	LOC108607152|XP_017853286.1|DBUS	LOC120424182|XP_039444171.1|CPIP
OG0004877	LOC108601148|XP_017844566.1|DBUS	LOC120429772|XP_039450763.1|CPIP
OG0004878	LOC108595399|XP_017836114.1|DBUS	LOC120417821|XP_039435968.1|CPIP
OG0004879	LOC117135019|XP_033150709.1|DBUS	LOC120417831|XP_039435981.1|CPIP
OG0004880	LOC108600832|XP_017844116.1|DBUS	LOC120417822|XP_039435970.1|CPIP
OG0004881	LOC108600754|XP_017844000.2|DBUS	LOC120417810|XP_039435943.1|CPIP
OG0004882	LOC108601083|XP_017844473.1|DBUS	LOC120417799|XP_039435931.1|CPIP
OG0004883	LOC108599539|XP_017841913.1|DBUS	LOC120417828|XP_039435978.1|CPIP
OG0004884	LOC108596739|XP_017838290.1|DBUS	LOC120424430|XP_039444484.1|CPIP
OG0004885	LOC108594776|XP_017835403.1|DBUS	LOC120422844|XP_039442322.1|CPIP
OG0004886	LOC108596834|XP_017838446.1|DBUS	LOC120422848|XP_039442327.1|CPIP
OG0004887	LOC108595409|XP_017836124.2|DBUS	LOC120422887|XP_039442382.1|CPIP
OG0004888	LOC108596778|XP_017838366.1|DBUS	LOC120422888|XP_039442383.1|CPIP
OG0004889	LOC108597538|XP_033149031.1|DBUS	LOC120427439|XP_039448236.1|CPIP
OG0004890	LOC108597525|XP_017839611.1|DBUS	LOC120427506|XP_039448300.1|CPIP
OG0004891	LOC108605889|XP_017851193.1|DBUS	LOC120427064|XP_039447839.1|CPIP
OG0004892	LOC108597757|XP_017839955.1|DBUS	LOC120419740|XP_039438476.1|CPIP, LOC120427540|XP_039448346.1|CPIP
OG0004893	LOC108595195|XP_017835868.1|DBUS	LOC120419741|XP_039438477.1|CPIP
OG0004894	LOC108595227|XP_017835911.1|DBUS	LOC120419758|XP_039438515.1|CPIP
OG0004895	LOC108597275|XP_017839228.1|DBUS	LOC120419513|XP_039438147.1|CPIP
OG0004896	LOC108595028|XP_017835652.1|DBUS	LOC120419502|XP_039438134.1|CPIP
OG0004897	LOC108597214|XP_017839143.1|DBUS	LOC120419488|XP_039438109.1|CPIP
OG0004898	LOC108596669|XP_017838164.1|DBUS	LOC120429766|XP_039450751.1|CPIP
OG0004899	LOC108596385|XP_017837545.1|DBUS	LOC120417817|XP_039435956.1|CPIP
OG0004900	LOC108597466|XP_017839528.1|DBUS	LOC120430254|XP_039451273.1|CPIP, LOC120419727|XP_039438456.1|CPIP
OG0004901	LOC108595063|XP_017835697.1|DBUS	LOC120419760|XP_039438521.1|CPIP
OG0004902	LOC108598443|XP_017840565.1|DBUS	LOC120419747|XP_039438485.1|CPIP
OG0004903	LOC108596444|XP_017837677.1|DBUS	LOC120419501|XP_039438131.1|CPIP
OG0004904	LOC108603582|XP_017848011.1|DBUS	LOC120426376|XP_039447069.1|CPIP, LOC120423499|XP_039443274.1|CPIP
OG0004905	LOC108596972|XP_017838710.1|DBUS	LOC120423497|XP_039443271.1|CPIP
OG0004906	LOC108598576|XP_017840752.2|DBUS	LOC120426768|XP_039447479.1|CPIP
OG0004907	LOC108598721|XP_017840940.1|DBUS	LOC120417418|XP_039435395.1|CPIP
OG0004908	LOC108600833|XP_033149418.1|DBUS	LOC120423174|XP_039442795.1|CPIP
OG0004909	LOC108600258|XP_017843185.1|DBUS	LOC120416585|XP_039434255.1|CPIP
OG0004910	LOC108600558|XP_017843710.1|DBUS	LOC120416538|XP_039434192.1|CPIP
OG0004911	LOC108594315|XP_017834951.1|DBUS	LOC120416552|XP_039434217.1|CPIP
OG0004912	LOC108598457|XP_017840590.2|DBUS	LOC120426924|XP_039447665.1|CPIP
OG0004913	LOC108595454|XP_017836182.1|DBUS	LOC120422648|XP_039442087.1|CPIP
OG0004914	LOC108597702|XP_017839876.1|DBUS	LOC120422631|XP_039442063.1|CPIP
OG0004915	LOC108597638|XP_017839771.1|DBUS	LOC120422646|XP_039442083.1|CPIP
OG0004916	LOC108594811|XP_017835438.2|DBUS	LOC120422641|XP_039442075.1|CPIP
OG0004917	LOC108599186|XP_017841470.1|DBUS	LOC120422643|XP_039442079.1|CPIP
OG0004918	LOC108599181|XP_017841459.1|DBUS	LOC120422640|XP_039442072.1|CPIP
OG0004919	LOC108603552|XP_017847959.1|DBUS	LOC120422650|XP_039442089.1|CPIP, LOC120431519|XP_039452550.1|CPIP
OG0004920	LOC108598584|XP_017840766.1|DBUS	LOC120431636|XP_039452679.1|CPIP
OG0004921	LOC108599774|XP_017842310.1|DBUS	LOC120431634|XP_039452676.1|CPIP
OG0004922	LOC108599585|XP_017842017.1|DBUS	LOC120418866|XP_039437334.1|CPIP
OG0004923	LOC108600576|XP_017843734.2|DBUS	LOC120424806|XP_039444954.1|CPIP
OG0004924	LOC108598046|XP_017840150.1|DBUS	LOC120427564|XP_039448372.1|CPIP
OG0004925	LOC108597905|XP_033149310.1|DBUS	LOC120412891|XP_039429455.1|CPIP, LOC120431903|XP_039452968.1|CPIP
OG0004926	LOC108599868|XP_017842507.1|DBUS	LOC120412884|XP_039429446.1|CPIP
OG0004927	LOC108599766|XP_017842271.1|DBUS	LOC120412863|XP_039429418.1|CPIP
OG0004928	LOC108596503|XP_017837824.1|DBUS	LOC120429044|XP_039450117.1|CPIP, LOC120422915|XP_039442419.1|CPIP
OG0004929	LOC108600825|XP_017844106.1|DBUS	LOC120426037|XP_039446650.1|CPIP
