Orthogroup	DBUS.longest_only	AALB.longest_only
OG0004141	LOC108597232|XP_033148963.1|DBUS	LOC118456160|XP_035772576.1|AALB
OG0004142	LOC108605566|XP_017850822.1|DBUS	LOC118458018|XP_035776015.1|AALB
OG0004143	LOC108603773|XP_017848349.1|DBUS	LOC118457212|XP_035774478.1|AALB
OG0004144	LOC108608056|XP_017854726.2|DBUS	LOC118457193|XP_035774436.1|AALB
OG0004145	LOC108598970|XP_017841232.1|DBUS	LOC118456973|XP_035774063.1|AALB
OG0004146	LOC108602919|XP_017846745.1|DBUS	LOC118456972|XP_035774061.1|AALB
OG0004147	LOC108599120|XP_017841401.2|DBUS	LOC118459717|XP_035779270.1|AALB
OG0004148	LOC108601410|XP_033149899.1|DBUS	LOC118456655|XP_035773496.1|AALB
OG0004149	LOC108602810|XP_017846527.1|DBUS	LOC118458090|XP_035776144.1|AALB
OG0004150	LOC108603411|XP_017847690.1|DBUS	LOC118457455|XP_035774945.1|AALB
OG0004151	LOC108601780|XP_017845196.1|DBUS	LOC118469053|XP_035796412.1|AALB
OG0004152	LOC108601989|XP_017845472.1|DBUS	LOC118457616|XP_035775223.1|AALB
OG0004153	LOC108597259|XP_017839205.1|DBUS	LOC118468622|XP_035795526.1|AALB
OG0004154	LOC108600212|XP_017843118.1|DBUS	LOC118468620|XP_035795523.1|AALB
OG0004155	LOC108604121|XP_017848896.1|DBUS	LOC118461868|XP_035783583.1|AALB
OG0004156	LOC108602391|XP_017845992.1|DBUS	LOC118460226|XP_035780246.1|AALB
OG0004157	LOC108605269|XP_017850385.1|DBUS	LOC118458728|XP_035777388.1|AALB
OG0004158	LOC108598363|XP_017840472.2|DBUS	LOC118461932|XP_035783699.1|AALB
OG0004159	LOC108602873|XP_017846651.1|DBUS	LOC118461938|XP_035783706.1|AALB
OG0004160	LOC108598467|XP_017840601.1|DBUS	LOC118461930|XP_035783697.1|AALB
OG0004161	LOC108604080|XP_017848838.1|DBUS	LOC118460596|XP_035780915.1|AALB
OG0004162	LOC108604194|XP_017849036.1|DBUS	LOC118461066|XP_035781851.1|AALB
OG0004163	LOC108603919|XP_017848598.1|DBUS	LOC118456539|XP_035773279.1|AALB
OG0004164	LOC108601493|XP_033149897.1|DBUS	LOC118468982|XP_035796266.1|AALB
OG0004165	LOC108596396|XP_017837566.1|DBUS	LOC118468988|XP_035796295.1|AALB
OG0004166	LOC108596755|XP_017838324.1|DBUS	LOC118456565|XP_035773326.1|AALB
OG0004167	LOC108601918|XP_017845385.1|DBUS	LOC118468515|XP_035795246.1|AALB
OG0004168	LOC108604714|XP_017849780.1|DBUS	LOC118457810|XP_035775563.1|AALB
OG0004169	LOC108604969|XP_033150393.1|DBUS	LOC118457485|XP_035775002.1|AALB
OG0004170	LOC108607077|XP_017853187.1|DBUS	LOC118461929|XP_035783696.1|AALB
OG0004171	LOC108606842|XP_017852822.1|DBUS	LOC118461931|XP_035783698.1|AALB
OG0004172	LOC108606702|XP_033150164.1|DBUS	LOC118468451|XP_035795119.1|AALB
OG0004173	LOC108597585|XP_017839694.1|DBUS	LOC118460855|XP_035781454.1|AALB
OG0004174	LOC108597102|XP_017838961.1|DBUS	LOC118460852|XP_035781449.1|AALB
OG0004175	LOC108597204|XP_017839131.1|DBUS	LOC118461398|XP_035782556.1|AALB
OG0004176	LOC108600587|XP_017843750.1|DBUS	LOC118461799|XP_035783435.1|AALB
OG0004177	LOC108601477|XP_017844865.1|DBUS	LOC118460771|XP_035781259.1|AALB
OG0004178	LOC108603323|XP_017847533.2|DBUS	LOC118460712|XP_035781135.1|AALB
OG0004179	LOC108606400|XP_017851972.1|DBUS	LOC118460650|XP_035781007.1|AALB
OG0004180	LOC108603974|XP_017848674.1|DBUS	LOC118457205|XP_035774453.1|AALB
OG0004181	LOC108603344|XP_017847564.2|DBUS	LOC118460051|XP_035779921.1|AALB
OG0004182	LOC108600153|XP_017843039.1|DBUS	LOC118461609|XP_035783028.1|AALB
OG0004183	LOC108600154|XP_017843040.2|DBUS	LOC118461610|XP_035783037.1|AALB
OG0004184	LOC108598490|XP_017840634.1|DBUS	LOC118460872|XP_035781500.1|AALB
OG0004185	LOC108608303|XP_033150682.1|DBUS	LOC118460511|XP_035780768.1|AALB
OG0004186	LOC108606507|XP_017852165.1|DBUS	LOC118460870|XP_035781494.1|AALB
OG0004187	LOC108601915|XP_017845381.1|DBUS	LOC118459040|XP_035777954.1|AALB
OG0004188	LOC108604385|XP_017849330.1|DBUS	LOC118460899|XP_035781534.1|AALB
OG0004189	LOC108601800|XP_017845224.1|DBUS	LOC118461487|XP_035782760.1|AALB
OG0004190	LOC108604600|XP_017849625.1|DBUS	LOC118457405|XP_035774863.1|AALB
OG0004191	LOC108604413|XP_017849368.1|DBUS	LOC118457408|XP_035774869.1|AALB
OG0004192	LOC108604822|XP_017849921.1|DBUS	LOC118460482|XP_035780717.1|AALB
OG0004193	LOC108605826|XP_017851120.2|DBUS	LOC118461071|XP_035781856.1|AALB
OG0004194	LOC108604540|XP_017849547.1|DBUS	LOC118458507|XP_035776967.1|AALB
OG0004195	LOC108606958|XP_017853006.1|DBUS	LOC118458502|XP_035776955.1|AALB
OG0004196	LOC108604168|XP_017848990.1|DBUS	LOC118458499|XP_035776946.1|AALB
OG0004197	LOC108604356|XP_017849280.1|DBUS	LOC118458514|XP_035776978.1|AALB
OG0004198	LOC108595590|XP_033149698.1|DBUS, LOC108604137|XP_017848935.1|DBUS	LOC118457759|XP_035775471.1|AALB
OG0004199	LOC108602888|XP_017846685.1|DBUS	LOC118457390|XP_035774820.1|AALB
OG0004200	LOC108596395|XP_017837565.1|DBUS	LOC118459513|XP_035778849.1|AALB
OG0004201	LOC108602304|XP_017845876.1|DBUS	LOC118459511|XP_035778847.1|AALB
OG0004202	LOC108604236|XP_017849098.1|DBUS	LOC118459517|XP_035778852.1|AALB
OG0004203	LOC108602490|XP_017846104.1|DBUS	LOC118459518|XP_035778854.1|AALB
OG0004204	LOC108599724|XP_017842211.1|DBUS	LOC118461500|XP_035782816.1|AALB
OG0004205	LOC108599534|XP_017841907.2|DBUS	LOC118460426|XP_035780610.1|AALB
OG0004206	LOC108603569|XP_017847975.1|DBUS	LOC118461302|XP_035782380.1|AALB
OG0004207	LOC108603570|XP_017847976.1|DBUS	LOC118461315|XP_035782404.1|AALB
OG0004208	LOC108601839|XP_017845271.1|DBUS	LOC118461313|XP_035782400.1|AALB
OG0004209	LOC108603983|XP_017848699.1|DBUS	LOC118468873|XP_035796052.1|AALB
OG0004210	LOC108603219|XP_017847307.1|DBUS	LOC118459007|XP_035777904.1|AALB
OG0004211	LOC108608440|XP_033150782.1|DBUS	LOC118460371|XP_035780516.1|AALB
OG0004212	LOC108601713|XP_017845117.1|DBUS	LOC118460069|XP_035779961.1|AALB
OG0004213	LOC108603769|XP_017848345.1|DBUS	LOC118457973|XP_035775911.1|AALB
OG0004214	LOC108595329|XP_017836038.1|DBUS	LOC118456645|XP_035773477.1|AALB
OG0004215	LOC108597559|XP_017839657.1|DBUS	LOC118459335|XP_035778497.1|AALB
OG0004216	LOC108598814|XP_017841048.1|DBUS	LOC118461982|XP_035783806.1|AALB
OG0004217	LOC108598525|XP_017840695.1|DBUS	LOC118461981|XP_035783805.1|AALB
OG0004218	LOC108606141|XP_017851483.1|DBUS, LOC108602438|XP_017846047.1|DBUS	LOC118460833|XP_035781389.1|AALB
OG0004219	LOC108604569|XP_017849588.1|DBUS	LOC118468296|XP_035794917.1|AALB
OG0004220	LOC108603052|XP_017846969.1|DBUS	LOC118458457|XP_035776843.1|AALB
OG0004221	LOC108602209|XP_017845745.2|DBUS	LOC118459449|XP_035778743.1|AALB
OG0004222	LOC108602033|XP_017845526.1|DBUS	LOC118459450|XP_035778744.1|AALB
OG0004223	LOC108603436|XP_017847747.1|DBUS	LOC118459823|XP_035779474.1|AALB
OG0004224	LOC108604130|XP_017848919.1|DBUS	LOC118459822|XP_035779471.1|AALB
OG0004225	LOC108605459|XP_017850634.1|DBUS	LOC118459825|XP_035779478.1|AALB
OG0004226	LOC108603531|XP_017847915.1|DBUS	LOC118468794|XP_035795895.1|AALB
OG0004227	LOC108604212|XP_017849063.1|DBUS	LOC118456743|XP_035773688.1|AALB
OG0004228	LOC108604213|XP_017849067.1|DBUS	LOC118457967|XP_035775902.1|AALB
OG0004230	LOC108606559|XP_033150475.1|DBUS	LOC118460091|XP_035780001.1|AALB
OG0004231	LOC108599739|XP_017842236.1|DBUS	LOC118468592|XP_035795439.1|AALB
OG0004232	LOC108599742|XP_017842240.1|DBUS	LOC118468594|XP_035795443.1|AALB
OG0004233	LOC108599741|XP_017842239.1|DBUS	LOC118468593|XP_035795440.1|AALB
OG0004234	LOC108600252|XP_017843177.1|DBUS	LOC118460617|XP_035780952.1|AALB
OG0004235	LOC108605709|XP_017850989.1|DBUS	LOC118458220|XP_035776372.1|AALB
OG0004236	LOC108603591|XP_017848021.1|DBUS	LOC118457709|XP_035775382.1|AALB
OG0004237	LOC108601619|XP_033149821.1|DBUS	LOC118457912|XP_035775802.1|AALB
OG0004238	LOC108603584|XP_017848015.1|DBUS	LOC118461501|XP_035782818.1|AALB
OG0004239	LOC108602786|XP_017846487.1|DBUS	LOC118461504|XP_035782823.1|AALB
OG0004240	LOC108604751|XP_017849827.1|DBUS	LOC118461496|XP_035782813.1|AALB
OG0004241	LOC108602136|XP_017845653.1|DBUS	LOC118458757|XP_035777443.1|AALB
OG0004242	LOC108604002|XP_017848731.1|DBUS	LOC118458758|XP_035777444.1|AALB
OG0004243	LOC108600291|XP_017843251.1|DBUS	LOC118459351|XP_035778527.1|AALB
OG0004244	LOC108601450|XP_017844837.1|DBUS	LOC118459362|XP_035778553.1|AALB
OG0004245	LOC117134806|XP_033149693.1|DBUS, LOC108600092|XP_017842942.1|DBUS	LOC118459361|XP_035778552.1|AALB
OG0004246	LOC108601056|XP_017844436.1|DBUS	LOC118461255|XP_035782263.1|AALB
OG0004247	LOC108605429|XP_017850594.1|DBUS	LOC118459608|XP_035779058.1|AALB
OG0004248	LOC108595764|XP_017836543.1|DBUS	LOC118459611|XP_035779062.1|AALB
OG0004249	LOC108600962|XP_017844305.1|DBUS	LOC118456524|XP_035773261.1|AALB
OG0004250	LOC108597064|XP_017838881.1|DBUS	LOC118456515|XP_035773244.1|AALB
OG0004251	LOC108607025|XP_017853102.2|DBUS	LOC118456508|XP_035773230.1|AALB
OG0004252	LOC108603439|XP_017847752.1|DBUS	LOC118456510|XP_035773237.1|AALB
OG0004253	LOC117134834|XP_033149800.1|DBUS	LOC118458309|XP_035776537.1|AALB
OG0004254	LOC108605224|XP_017850324.1|DBUS	LOC118460179|XP_035780176.1|AALB
OG0004257	LOC108601884|XP_017845347.1|DBUS	LOC118459353|XP_035778530.1|AALB
OG0004258	LOC108601475|XP_033150132.1|DBUS	LOC118458591|XP_035777148.1|AALB
OG0004259	LOC108596468|XP_017837716.1|DBUS	LOC118458594|XP_035777152.1|AALB
OG0004260	LOC108603315|XP_017847512.1|DBUS	LOC118458138|XP_035776219.1|AALB
OG0004261	LOC108603308|XP_017847480.1|DBUS	LOC118458143|XP_035776230.1|AALB
OG0004262	LOC108603797|XP_017848383.2|DBUS	LOC118460021|XP_035779846.1|AALB
OG0004263	LOC108604401|XP_017849350.1|DBUS	LOC118460826|XP_035781362.1|AALB
OG0004264	LOC108603623|XP_017848069.1|DBUS	LOC118461485|XP_035782754.1|AALB
OG0004265	LOC108604752|XP_017849828.1|DBUS	LOC118457290|XP_035774645.1|AALB
OG0004266	LOC108601251|XP_017844640.1|DBUS	LOC118466582|XP_035792035.1|AALB
OG0004267	LOC108602792|XP_017846493.1|DBUS	LOC118466588|XP_035792040.1|AALB
OG0004268	LOC108596600|XP_017838018.1|DBUS	LOC118466380|XP_035791498.1|AALB
OG0004269	LOC108596927|XP_017838637.2|DBUS	LOC118467516|XP_035793964.1|AALB
OG0004270	LOC108597193|XP_017839110.1|DBUS	LOC118464629|XP_035787967.1|AALB
OG0004271	LOC108597546|XP_017839639.1|DBUS	LOC118460020|XP_035779844.1|AALB
OG0004272	LOC108602028|XP_017845520.1|DBUS	LOC118467522|XP_035793977.1|AALB
OG0004274	LOC108605480|XP_017850661.1|DBUS	LOC118467745|XP_035794449.1|AALB
OG0004275	LOC108607258|XP_017853432.1|DBUS	LOC118467221|XP_035793363.1|AALB
OG0004276	LOC108599914|XP_017842601.1|DBUS	LOC118464190|XP_035787241.1|AALB
OG0004278	LOC108606848|XP_017852834.1|DBUS	LOC118466567|XP_035792004.1|AALB
OG0004279	LOC108596574|XP_017837983.1|DBUS	LOC118466565|XP_035792001.1|AALB
OG0004280	LOC108606267|XP_017851721.1|DBUS	LOC118466555|XP_035791972.1|AALB
OG0004281	LOC108595666|XP_017836435.1|DBUS	LOC118463300|XP_035785678.1|AALB
OG0004282	LOC108597487|XP_017839553.1|DBUS	LOC118466844|XP_035792559.1|AALB
OG0004283	LOC108597488|XP_017839554.1|DBUS	LOC118466850|XP_035792571.1|AALB
OG0004284	LOC108607461|XP_017853788.2|DBUS	LOC118466876|XP_035792624.1|AALB
OG0004285	LOC108602634|XP_017846267.1|DBUS	LOC118465681|XP_035790004.1|AALB
OG0004286	LOC108599229|XP_017841515.1|DBUS	LOC118466855|XP_035792576.1|AALB
OG0004287	LOC108598515|XP_017840682.2|DBUS	LOC118466860|XP_035792588.1|AALB
OG0004288	LOC108600782|XP_017844040.1|DBUS	LOC118466862|XP_035792591.1|AALB
OG0004289	LOC108599757|XP_017842260.1|DBUS	LOC118464429|XP_035787685.1|AALB
OG0004290	LOC108595465|XP_017836199.1|DBUS	LOC118465571|XP_035789826.1|AALB
OG0004291	LOC108597520|XP_017839602.1|DBUS	LOC118463564|XP_035786096.1|AALB
OG0004292	LOC108600478|XP_017843585.1|DBUS	LOC118464155|XP_035787175.1|AALB
OG0004293	LOC108599073|XP_017841349.1|DBUS	LOC118464157|XP_035787183.1|AALB
OG0004294	LOC108599533|XP_017841905.1|DBUS	LOC118464851|XP_035788445.1|AALB
OG0004295	LOC108600642|XP_017843823.2|DBUS	LOC118462610|XP_035784334.1|AALB
OG0004296	LOC108600738|XP_017843972.1|DBUS	LOC118462614|XP_035784340.1|AALB
OG0004297	LOC108595622|XP_017836376.1|DBUS	LOC118464096|XP_035787058.1|AALB
OG0004298	LOC108596825|XP_017838431.1|DBUS	LOC118463372|XP_035785788.1|AALB
OG0004299	LOC108596008|XP_017836782.1|DBUS	LOC118465907|XP_035790473.1|AALB
OG0004300	LOC108595178|XP_017835843.1|DBUS	LOC118463731|XP_035786418.1|AALB
OG0004301	LOC108600476|XP_017843582.1|DBUS	LOC118463727|XP_035786414.1|AALB
OG0004302	LOC108597013|XP_017838782.1|DBUS	LOC118463171|XP_035785459.1|AALB
OG0004303	LOC108597186|XP_017839103.2|DBUS	LOC118465667|XP_035789980.1|AALB
OG0004304	LOC108595489|XP_017836229.1|DBUS	LOC118465669|XP_035789983.1|AALB
OG0004305	LOC108596478|XP_017837729.1|DBUS	LOC118465727|XP_035790067.1|AALB
OG0004306	LOC108597674|XP_017839836.1|DBUS	LOC118466737|XP_035792312.1|AALB
OG0004307	LOC108596051|XP_017836933.1|DBUS	LOC118465558|XP_035789800.1|AALB
OG0004308	LOC108595041|XP_017835670.1|DBUS	LOC118465562|XP_035789806.1|AALB
OG0004309	LOC108599121|XP_017841398.1|DBUS	LOC118464421|XP_035787673.1|AALB
OG0004310	LOC108595471|XP_017836208.1|DBUS	LOC118466593|XP_035792048.1|AALB
OG0004311	LOC108599796|XP_017842352.2|DBUS	LOC118466258|XP_035791206.1|AALB
OG0004312	LOC108596766|XP_017838346.1|DBUS	LOC118467659|XP_035794297.1|AALB
OG0004313	LOC108596602|XP_017838022.1|DBUS	LOC118467657|XP_035794290.1|AALB
OG0004314	LOC108596160|XP_017837153.1|DBUS	LOC118467441|XP_035793838.1|AALB
OG0004315	LOC108595279|XP_017835981.1|DBUS	LOC118467447|XP_035793843.1|AALB
OG0004316	LOC108595993|XP_017836769.1|DBUS	LOC118465888|XP_035790432.1|AALB
OG0004317	LOC108595560|XP_017836308.1|DBUS	LOC118467212|XP_035793333.1|AALB
OG0004318	LOC108594846|XP_017835473.1|DBUS	LOC118465500|XP_035789698.1|AALB
OG0004319	LOC108595080|XP_017835720.1|DBUS	LOC118463728|XP_035786415.1|AALB
OG0004320	LOC108603980|XP_017848695.1|DBUS	LOC118467139|XP_035793153.1|AALB
OG0004321	LOC108597774|XP_033149080.1|DBUS	LOC118462661|XP_035784446.1|AALB
OG0004322	LOC108603404|XP_017847681.1|DBUS	LOC118464863|XP_035788470.1|AALB
OG0004323	LOC108598857|XP_033150625.1|DBUS	LOC118466012|XP_035790712.1|AALB
OG0004324	LOC108608521|XP_017855412.1|DBUS	LOC118466016|XP_035790721.1|AALB
OG0004325	LOC108597364|XP_017839377.1|DBUS	LOC118466015|XP_035790720.1|AALB
OG0004326	LOC108597363|XP_017839376.1|DBUS	LOC118463619|XP_035786205.1|AALB
OG0004327	LOC108605649|XP_017850922.1|DBUS	LOC118463083|XP_035785243.1|AALB
OG0004328	LOC108597405|XP_017839440.1|DBUS	LOC118467675|XP_035794336.1|AALB
OG0004329	LOC117135013|XP_033150691.1|DBUS, LOC117135012|XP_033150690.1|DBUS	LOC118463193|XP_035785516.1|AALB
OG0004330	LOC108595367|XP_017836083.1|DBUS	LOC118465586|XP_035789848.1|AALB
OG0004331	LOC108595992|XP_017836768.1|DBUS	LOC118466979|XP_035792786.1|AALB
OG0004332	LOC108598742|XP_017840970.2|DBUS	LOC118464740|XP_035788243.1|AALB
OG0004333	LOC108607894|XP_017854488.2|DBUS	LOC118464739|XP_035788242.1|AALB
OG0004334	LOC108608464|XP_017855338.1|DBUS	LOC118463601|XP_035786153.1|AALB
OG0004335	LOC108595308|XP_017836014.1|DBUS	LOC118466330|XP_035791343.1|AALB
OG0004336	LOC108597680|XP_017839843.2|DBUS	LOC118464331|XP_035787540.1|AALB
OG0004337	LOC108607549|XP_017853926.1|DBUS	LOC118466335|XP_035791347.1|AALB
OG0004338	LOC108598389|XP_017840498.2|DBUS	LOC118463655|XP_035786292.1|AALB
OG0004339	LOC108596392|XP_017837559.1|DBUS	LOC118465481|XP_035789676.1|AALB, LOC118465480|XP_035789675.1|AALB
OG0004340	LOC108594809|XP_017835436.1|DBUS	LOC118465479|XP_035789674.1|AALB
OG0004341	LOC108595292|XP_017835994.1|DBUS	LOC118467825|XP_035794608.1|AALB
OG0004342	LOC108595370|XP_033149115.1|DBUS	LOC118466997|XP_035792813.1|AALB
OG0004343	LOC108597315|XP_033150988.1|DBUS	LOC118466999|XP_035792817.1|AALB
OG0004344	LOC108597708|XP_017839885.1|DBUS	LOC118463703|XP_035786384.1|AALB
OG0004345	LOC108598504|XP_017840668.1|DBUS	LOC118463762|XP_035786469.1|AALB
OG0004346	LOC108595052|XP_017835683.1|DBUS	LOC118463387|XP_035785823.1|AALB
OG0004347	LOC108597110|XP_017838977.1|DBUS	LOC118467707|XP_035794384.1|AALB
OG0004348	LOC108595055|XP_017835688.1|DBUS	LOC118465216|XP_035789100.1|AALB
OG0004349	LOC108597285|XP_017839241.1|DBUS	LOC118466061|XP_035790804.1|AALB
OG0004350	LOC108595789|XP_017836570.1|DBUS	LOC118465515|XP_035789726.1|AALB
OG0004351	LOC108596049|XP_017836925.1|DBUS	LOC118465969|XP_035790614.1|AALB
OG0004352	LOC108604015|XP_017848748.1|DBUS	LOC118466373|XP_035791490.1|AALB
OG0004353	LOC108604072|XP_017848829.2|DBUS	LOC118462561|XP_035784243.1|AALB
OG0004354	LOC108604164|XP_017848986.1|DBUS	LOC118462563|XP_035784245.1|AALB
OG0004355	LOC108602963|XP_017846827.1|DBUS	LOC118462912|XP_035784906.1|AALB
OG0004356	LOC108597665|XP_017839824.1|DBUS	LOC118465163|XP_035789014.1|AALB
OG0004357	LOC108597614|XP_017839741.1|DBUS	LOC118467502|XP_035793945.1|AALB
OG0004358	LOC108596791|XP_017838383.1|DBUS	LOC118463739|XP_035786426.1|AALB
OG0004359	LOC108594656|XP_033149128.1|DBUS	LOC118463560|XP_035786089.1|AALB
OG0004360	LOC108602785|XP_017846486.1|DBUS	LOC118464752|XP_035788264.1|AALB
OG0004361	LOC108604688|XP_017849733.1|DBUS	LOC118458930|XP_035777793.1|AALB
OG0004362	LOC108599924|XP_017842620.1|DBUS	LOC118467395|XP_035793751.1|AALB
OG0004363	LOC108607054|XP_017853155.1|DBUS	LOC118458021|XP_035776019.1|AALB
OG0004364	LOC108596596|XP_017838015.1|DBUS	LOC118464724|XP_035788197.1|AALB
OG0004365	LOC108595769|XP_017836364.2|DBUS	LOC118463923|XP_035786773.1|AALB
OG0004366	LOC108596587|XP_017838007.2|DBUS	LOC118460523|XP_035780795.1|AALB
OG0004367	LOC108598962|XP_017841222.2|DBUS	LOC118467421|XP_035793800.1|AALB
OG0004368	LOC108599052|XP_017841320.2|DBUS	LOC118466028|XP_035790741.1|AALB
OG0004369	LOC108596512|XP_017837842.1|DBUS	LOC118465255|XP_035789168.1|AALB
OG0004370	LOC108595031|XP_017835659.1|DBUS	LOC118466847|XP_035792567.1|AALB
OG0004371	LOC108606452|XP_017852053.1|DBUS	LOC118464346|XP_035787559.1|AALB
OG0004372	LOC108595286|XP_017835987.2|DBUS	LOC118463838|XP_035786633.1|AALB
OG0004373	LOC108595206|XP_017835883.1|DBUS	LOC118462769|XP_035784627.1|AALB
OG0004374	LOC108596518|XP_017837849.1|DBUS	LOC118467533|XP_035793995.1|AALB
OG0004375	LOC108598447|XP_017840574.2|DBUS	LOC118467946|XP_035794808.1|AALB
OG0004376	LOC108600911|XP_017844232.1|DBUS	LOC118464257|XP_035787387.1|AALB
OG0004377	LOC108600273|XP_017843227.1|DBUS	LOC118468386|XP_035795042.1|AALB
OG0004378	LOC108596907|XP_017838592.1|DBUS	LOC118462536|XP_035784190.1|AALB
OG0004379	LOC108595712|XP_017836483.1|DBUS	LOC118465511|XP_035789723.1|AALB
OG0004380	LOC108595478|XP_017836216.1|DBUS	LOC118467542|XP_035794033.1|AALB
OG0004381	LOC108604571|XP_017849591.1|DBUS	LOC118465111|XP_035788950.1|AALB
OG0004382	LOC108596216|XP_017837232.1|DBUS	LOC118464348|XP_035787561.1|AALB
OG0004383	LOC108596030|XP_017836882.1|DBUS	LOC118464352|XP_035787569.1|AALB
OG0004384	LOC108596037|XP_017836891.1|DBUS	LOC118464362|XP_035787580.1|AALB
OG0004385	LOC108596417|XP_017837622.1|DBUS	LOC118464357|XP_035787573.1|AALB
OG0004386	LOC108596842|XP_017838460.1|DBUS	LOC118467263|XP_035793439.1|AALB
OG0004387	LOC108599956|XP_017842696.1|DBUS	LOC118467407|XP_035793774.1|AALB
OG0004388	LOC108597700|XP_017839873.1|DBUS	LOC118465066|XP_035788841.1|AALB
OG0004389	LOC108600747|XP_017843987.1|DBUS	LOC118463571|XP_035786104.1|AALB
OG0004390	LOC108600796|XP_017844059.1|DBUS	LOC118464209|XP_035787272.1|AALB
OG0004391	LOC108595737|XP_017836513.1|DBUS	LOC118466802|XP_035792446.1|AALB
OG0004392	LOC108599505|XP_017841860.2|DBUS	LOC118462785|XP_035784665.1|AALB
OG0004393	LOC108597762|XP_017839964.1|DBUS	LOC118467428|XP_035793807.1|AALB
OG0004394	LOC108597179|XP_017839085.1|DBUS	LOC118467780|XP_035794513.1|AALB
OG0004395	LOC108595598|XP_017836350.1|DBUS	LOC118465050|XP_035788826.1|AALB
OG0004396	LOC108596997|XP_017838759.1|DBUS	LOC118466163|XP_035791032.1|AALB
OG0004397	LOC108595706|XP_017836479.1|DBUS	LOC118466164|XP_035791034.1|AALB
OG0004398	LOC108597092|XP_017838944.1|DBUS	LOC118466167|XP_035791039.1|AALB
OG0004399	LOC108596322|XP_017837433.1|DBUS	LOC118466158|XP_035791025.1|AALB
OG0004400	LOC108603083|XP_017847062.1|DBUS	LOC118467967|XP_035794841.1|AALB
OG0004401	LOC108596610|XP_017838039.1|DBUS	LOC118467966|XP_035794840.1|AALB
OG0004402	LOC108595050|XP_017835681.1|DBUS	LOC118467964|XP_035794839.1|AALB
OG0004403	LOC108596981|XP_017838726.1|DBUS	LOC118467462|XP_035793865.1|AALB
OG0004404	LOC108597098|XP_017838952.1|DBUS	LOC118467099|XP_035793038.1|AALB
OG0004405	LOC108599797|XP_017842353.2|DBUS	LOC118463905|XP_035786728.1|AALB
OG0004406	LOC108600318|XP_017843306.1|DBUS	LOC118466102|XP_035790913.1|AALB
OG0004407	LOC108597705|XP_017839879.1|DBUS	LOC118464234|XP_035787311.1|AALB
OG0004408	LOC108599096|XP_017841375.2|DBUS	LOC118463141|XP_035785397.1|AALB
OG0004409	LOC108607401|XP_017853668.1|DBUS	LOC118463375|XP_035785793.1|AALB
OG0004410	LOC108596641|XP_017838093.1|DBUS	LOC118465665|XP_035789976.1|AALB
OG0004412	LOC108599957|XP_017842697.1|DBUS	LOC118464761|XP_035788273.1|AALB
OG0004413	LOC108596564|XP_017837954.1|DBUS	LOC118462968|XP_035785027.1|AALB
OG0004414	LOC108595505|XP_033149020.1|DBUS	LOC118464205|XP_035787261.1|AALB
OG0004415	LOC108597220|XP_017839150.1|DBUS	LOC118465274|XP_035789204.1|AALB
OG0004416	LOC108596460|XP_017837699.1|DBUS	LOC118465782|XP_035790208.1|AALB
OG0004417	LOC108602293|XP_017845862.1|DBUS	LOC118465778|XP_035790196.1|AALB
OG0004418	LOC108597709|XP_017839887.1|DBUS	LOC118465776|XP_035790183.1|AALB
OG0004419	LOC108596040|XP_017836910.1|DBUS	LOC118463528|XP_035786031.1|AALB, LOC118463798|XP_035786543.1|AALB
OG0004420	LOC108595571|XP_017836320.1|DBUS	LOC118466953|XP_035792746.1|AALB
OG0004421	LOC108598372|XP_017840483.1|DBUS	LOC118466825|XP_035792509.1|AALB
OG0004422	LOC108600299|XP_017843270.1|DBUS	LOC118466718|XP_035792276.1|AALB
OG0004424	LOC108597069|XP_017838888.1|DBUS	LOC118462774|XP_035784639.1|AALB
OG0004425	LOC108600067|XP_017842908.1|DBUS	LOC118462776|XP_035784642.1|AALB
OG0004426	LOC108600050|XP_017842886.1|DBUS	LOC118462778|XP_035784646.1|AALB
OG0004427	LOC108600018|XP_017842824.1|DBUS	LOC118462902|XP_035784893.1|AALB
OG0004428	LOC108604837|XP_017849945.1|DBUS	LOC118463629|XP_035786229.1|AALB
OG0004429	LOC108600672|XP_017843869.2|DBUS	LOC118467252|XP_035793427.1|AALB
OG0004430	LOC108598230|XP_033149326.1|DBUS	LOC118465144|XP_035788976.1|AALB
OG0004431	LOC108602906|XP_017846703.1|DBUS	LOC118465686|XP_035790010.1|AALB
OG0004432	LOC108602904|XP_017846701.1|DBUS	LOC118465678|XP_035790002.1|AALB
OG0004433	LOC108599223|XP_017841507.2|DBUS	LOC118465334|XP_035789371.1|AALB
OG0004434	LOC108597091|XP_017838942.1|DBUS	LOC118461056|XP_035781839.1|AALB
OG0004435	LOC108597584|XP_017839693.1|DBUS	LOC118467926|XP_035794775.1|AALB
OG0004436	LOC108596500|XP_033149123.1|DBUS	LOC118466574|XP_035792013.1|AALB
OG0004437	LOC108595359|XP_017836072.1|DBUS	LOC118465425|XP_035789547.1|AALB
OG0004438	LOC108596098|XP_017837006.1|DBUS	LOC118467297|XP_035793507.1|AALB
OG0004439	LOC108596996|XP_017838758.1|DBUS	LOC118467296|XP_035793506.1|AALB
OG0004440	LOC108597236|XP_017839173.1|DBUS	LOC118465973|XP_035790626.1|AALB
