Orthogroup	DBUS.longest_only	CQUI.longest_only
OG0003506	LOC108604483|XP_017849461.1|DBUS	LOC6035185|XP_001845415.2|CQUI
OG0003507	LOC108603414|XP_017847698.1|DBUS	LOC6035194|XP_038105210.1|CQUI
OG0003508	LOC108598009|XP_033149570.1|DBUS	LOC6037398|XP_038104529.1|CQUI
OG0003509	LOC108603276|XP_017847424.1|DBUS	LOC6032718|XP_038116239.1|CQUI
OG0003510	LOC108604077|XP_017848836.2|DBUS	LOC6033955|XP_038105897.1|CQUI
OG0003511	LOC108603829|XP_017848452.1|DBUS	LOC6033953|XP_038104593.1|CQUI
OG0003513	LOC108604564|XP_017849582.1|DBUS	LOC6040895|XP_038122954.1|CQUI
OG0003514	LOC108602074|XP_017845583.1|DBUS	LOC6040914|XP_038105061.1|CQUI
OG0003515	LOC108595089|XP_017835730.1|DBUS	LOC6037350|XP_001847273.2|CQUI
OG0003516	LOC108604532|XP_017849535.1|DBUS	LOC6037345|XP_038106122.1|CQUI
OG0003517	LOC108601239|XP_033150059.1|DBUS	LOC6032015|XP_038122579.1|CQUI
OG0003518	LOC108601550|XP_017844938.1|DBUS	LOC6032783|XP_001843318.2|CQUI
OG0003519	LOC108600358|XP_017843374.2|DBUS	LOC6032781|XP_038117086.1|CQUI
OG0003520	LOC108600448|XP_017843524.2|DBUS	LOC6032782|XP_001843323.2|CQUI
OG0003521	LOC108600999|XP_017844353.1|DBUS	LOC6032787|XP_038118515.1|CQUI
OG0003522	LOC108598950|XP_017841210.1|DBUS	LOC6032792|XP_001843331.1|CQUI
OG0003523	LOC108597452|XP_017839510.1|DBUS	LOC6048078|XP_001865048.2|CQUI
OG0003524	LOC108606186|XP_017851524.1|DBUS	LOC6032793|XP_001843332.2|CQUI
OG0003525	LOC108596241|XP_017837277.1|DBUS	LOC6032794|XP_001843333.2|CQUI
OG0003527	LOC108597549|XP_017839646.1|DBUS	LOC6032800|XP_038115299.1|CQUI
OG0003529	LOC117134985|XP_033150569.1|DBUS	LOC6032817|XP_038119796.1|CQUI
OG0003530	LOC108599574|XP_017841985.1|DBUS	LOC6032819|XP_001843356.2|CQUI
OG0003531	LOC108598769|XP_017840999.1|DBUS	LOC6032824|XP_001843361.1|CQUI
OG0003532	LOC108600947|XP_017844280.1|DBUS	LOC6032827|XP_001843364.2|CQUI
OG0003533	LOC108598655|XP_017840855.1|DBUS	LOC6031080|XP_001841925.2|CQUI
OG0003534	LOC108599631|XP_033149490.1|DBUS	LOC6031086|XP_038118388.1|CQUI
OG0003535	LOC108598094|XP_017840198.1|DBUS	LOC6054045|XP_038119934.1|CQUI
OG0003536	LOC108597439|XP_017839491.1|DBUS	LOC6042791|XP_038121619.1|CQUI
OG0003537	LOC108595223|XP_017835900.1|DBUS	LOC6048042|XP_001865009.1|CQUI
OG0003538	LOC108597532|XP_017839621.1|DBUS	LOC6041057|XP_038122268.1|CQUI
OG0003539	LOC108597676|XP_017839838.1|DBUS	LOC6041054|XP_038118055.1|CQUI
OG0003540	LOC108598545|XP_017840718.1|DBUS	LOC6041030|XP_001850341.2|CQUI
OG0003541	LOC108603168|XP_017847214.1|DBUS	LOC6031102|XP_038117650.1|CQUI
OG0003542	LOC108596650|XP_017838119.1|DBUS	LOC6031105|XP_038119724.1|CQUI
OG0003543	LOC108606737|XP_017852621.1|DBUS	LOC6031107|XP_001841952.2|CQUI
OG0003544	LOC108601082|XP_017844472.1|DBUS	LOC6031125|XP_038121856.1|CQUI
OG0003545	LOC108601090|XP_017844486.1|DBUS	LOC6050940|XP_038118492.1|CQUI
OG0003546	LOC108601052|XP_017844455.1|DBUS	LOC6043937|XP_038115058.1|CQUI, LOC119765009|XP_038115055.1|CQUI
OG0003547	LOC108597747|XP_017839943.1|DBUS	LOC6045538|XP_038121077.1|CQUI
OG0003548	LOC108596991|XP_017838749.1|DBUS	LOC6045535|XP_038118754.1|CQUI
OG0003549	LOC108597628|XP_017839760.1|DBUS	LOC6045534|XP_001862889.1|CQUI
OG0003550	LOC108596671|XP_017838168.1|DBUS	LOC6041016|XP_001850330.2|CQUI
OG0003551	LOC108596231|XP_017837258.1|DBUS	LOC6031097|XP_001841944.1|CQUI
OG0003552	LOC108595701|XP_017836474.1|DBUS	LOC6043917|XP_001861502.1|CQUI
OG0003553	LOC108597573|XP_017839673.1|DBUS	LOC6043918|XP_001861503.2|CQUI
OG0003554	LOC108600639|XP_017843820.1|DBUS	LOC6043924|XP_001861507.2|CQUI
OG0003555	LOC108600479|XP_017843588.2|DBUS	LOC6054349|XP_038118739.1|CQUI
OG0003556	LOC108597923|XP_033149419.1|DBUS	LOC6050731|XP_038115046.1|CQUI
OG0003557	LOC108600541|XP_017843686.1|DBUS	LOC6050735|XP_001867287.2|CQUI
OG0003558	LOC108600233|XP_033149354.1|DBUS	LOC6039111|XP_038119065.1|CQUI
OG0003559	LOC108599821|XP_017842410.1|DBUS	LOC6039880|XP_038115150.1|CQUI
OG0003560	LOC108599147|XP_017841424.1|DBUS, LOC108598720|XP_017840939.1|DBUS	LOC6052189|XP_038120700.1|CQUI
OG0003561	LOC108597104|XP_017838965.1|DBUS	LOC6043327|XP_038116068.1|CQUI
OG0003562	LOC108597758|XP_033149151.1|DBUS	LOC6043356|XP_038116603.1|CQUI
OG0003563	LOC108602992|XP_017846875.1|DBUS	LOC119770433|XP_038121265.1|CQUI
OG0003564	LOC108599773|XP_017842309.1|DBUS	LOC6047303|XP_001864384.2|CQUI
OG0003565	LOC108598422|XP_017840538.1|DBUS	LOC6040748|XP_001850099.1|CQUI
OG0003566	LOC108603473|XP_017847801.1|DBUS	LOC6040751|XP_038117689.1|CQUI
OG0003567	LOC108597252|XP_017839195.1|DBUS	LOC6040753|XP_038117833.1|CQUI
OG0003568	LOC108597048|XP_017838851.1|DBUS	LOC6035297|XP_038116292.1|CQUI
OG0003569	LOC108600081|XP_017842929.2|DBUS	LOC6035323|XP_038120355.1|CQUI
OG0003570	LOC108596905|XP_017838584.1|DBUS	LOC6041604|XP_038115527.1|CQUI
OG0003571	LOC108598706|XP_017840920.1|DBUS	LOC6030992|XP_001841845.2|CQUI
OG0003572	LOC108597633|XP_017839767.1|DBUS	LOC6030994|XP_038117791.1|CQUI
OG0003573	LOC108595181|XP_017835848.1|DBUS	LOC6047079|XP_038119963.1|CQUI
OG0003574	LOC108601157|XP_017844576.1|DBUS	LOC6031029|XP_001841881.2|CQUI
OG0003575	LOC108600812|XP_017844086.1|DBUS	LOC6031040|XP_038119823.1|CQUI
OG0003576	LOC108599759|XP_017842263.1|DBUS	LOC6034067|XP_038117960.1|CQUI
OG0003577	LOC108600581|XP_017843742.1|DBUS	LOC6034075|XP_038115869.1|CQUI
OG0003578	LOC108600715|XP_017843941.2|DBUS	LOC6031021|XP_001841873.2|CQUI
OG0003579	LOC108597138|XP_017839018.1|DBUS	LOC6031017|XP_001841869.2|CQUI
OG0003580	LOC108597218|XP_017839148.1|DBUS	LOC6031009|XP_038120669.1|CQUI
OG0003581	LOC108599858|XP_033149690.1|DBUS	LOC6031003|XP_038121081.1|CQUI
OG0003582	LOC108600501|XP_017843624.1|DBUS	LOC6044581|XP_038116034.1|CQUI
OG0003583	LOC108597072|XP_017838890.1|DBUS	LOC6053463|XP_038116267.1|CQUI
OG0003584	LOC108596485|XP_017837753.1|DBUS	LOC6039265|XP_001848900.2|CQUI
OG0003585	LOC108599902|XP_017842585.2|DBUS	LOC6039274|XP_038114699.1|CQUI
OG0003586	LOC108607343|XP_017853516.1|DBUS	LOC6044073|XP_001861642.2|CQUI
OG0003587	LOC108604316|XP_017849230.1|DBUS	LOC119769453|XP_038117836.1|CQUI
OG0003588	LOC108603798|XP_017848384.1|DBUS	LOC6047011|XP_038115470.1|CQUI
OG0003589	LOC108596024|XP_017836871.1|DBUS	LOC119770845|XP_038122355.1|CQUI
OG0003590	LOC108601007|XP_017844363.2|DBUS	LOC6044667|XP_038115660.1|CQUI
OG0003591	LOC108600391|XP_017843427.1|DBUS	LOC6044660|XP_038117981.1|CQUI
OG0003592	LOC108600124|XP_017842996.1|DBUS	LOC6042834|XP_001870831.2|CQUI
OG0003593	LOC108600045|XP_017842879.1|DBUS	LOC119768844|XP_038116196.1|CQUI
OG0003594	LOC108600500|XP_017843623.1|DBUS	LOC6045673|XP_001862991.2|CQUI
OG0003595	LOC108594990|XP_017835612.1|DBUS	LOC6047372|XP_038116895.1|CQUI
OG0003596	LOC108597035|XP_017838817.1|DBUS	LOC6047374|XP_038119311.1|CQUI
OG0003597	LOC108597438|XP_017839489.1|DBUS	LOC6047377|XP_001864445.2|CQUI
OG0003598	LOC108600457|XP_017843535.1|DBUS	LOC6048468|XP_001865377.2|CQUI
OG0003599	LOC108594843|XP_017835469.2|DBUS	LOC6038821|XP_001848538.2|CQUI
OG0003600	LOC108599889|XP_017842565.2|DBUS	LOC6038817|XP_038120335.1|CQUI
OG0003601	LOC108595138|XP_017835790.1|DBUS	LOC6043695|XP_001861325.2|CQUI
OG0003602	LOC108596603|XP_017838023.1|DBUS	LOC6043648|XP_038115664.1|CQUI
OG0003603	LOC108599028|XP_017841297.1|DBUS	LOC6040578|XP_038119148.1|CQUI
OG0003604	LOC108607475|XP_017853808.1|DBUS	LOC6040582|XP_038121820.1|CQUI
OG0003605	LOC108603346|XP_017847566.1|DBUS	LOC6044647|XP_001862129.2|CQUI
OG0003606	LOC108595314|XP_017836021.1|DBUS	LOC6044648|XP_038122235.1|CQUI
OG0003608	LOC108598718|XP_017840937.1|DBUS	LOC6042841|XP_001870837.1|CQUI
OG0003609	LOC108597690|XP_017839855.1|DBUS	LOC6039543|XP_001849141.1|CQUI
OG0003610	LOC108598944|XP_017841203.2|DBUS	LOC6039552|XP_001849149.2|CQUI
OG0003611	LOC108606730|XP_017852609.1|DBUS, LOC108600894|XP_033149670.1|DBUS	LOC6048522|XP_038118889.1|CQUI
OG0003612	LOC108595631|XP_017836389.1|DBUS	LOC6048519|XP_001865428.1|CQUI
OG0003613	LOC108595347|XP_017836060.1|DBUS	LOC6043366|XP_001858610.2|CQUI
OG0003614	LOC108595348|XP_017836061.1|DBUS	LOC6043369|XP_001858605.1|CQUI
OG0003615	LOC108596148|XP_017837131.1|DBUS	LOC119770848|XP_038122362.1|CQUI
OG0003616	LOC108595091|XP_017835732.1|DBUS	LOC6036600|XP_001846632.1|CQUI
OG0003617	LOC108596585|XP_017838001.1|DBUS	LOC119768712|XP_038115313.1|CQUI
OG0003618	LOC108596583|XP_017837994.1|DBUS	LOC6041118|XP_038115310.1|CQUI
OG0003619	LOC108596707|XP_017838219.1|DBUS	LOC6053686|XP_038119222.1|CQUI
OG0003620	LOC108597509|XP_017839586.1|DBUS	LOC6048737|XP_001865613.2|CQUI
OG0003621	LOC108600135|XP_017843017.1|DBUS	LOC6040206|XP_001849650.2|CQUI
OG0003622	LOC108600134|XP_017843014.2|DBUS	LOC6040201|XP_001849651.2|CQUI
OG0003623	LOC108597140|XP_017839021.1|DBUS	LOC6042309|XP_001851443.1|CQUI
OG0003624	LOC108596963|XP_017838699.1|DBUS	LOC6037310|XP_038119602.1|CQUI
OG0003625	LOC108595566|XP_017836316.1|DBUS	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI
OG0003626	LOC108597710|XP_017839889.1|DBUS	LOC6048596|XP_038117211.1|CQUI
OG0003627	LOC108596365|XP_017837518.1|DBUS	LOC6048595|XP_001865492.2|CQUI
OG0003628	LOC108597374|XP_017839394.1|DBUS	LOC6048591|XP_038115605.1|CQUI
OG0003629	LOC108596089|XP_017836996.1|DBUS	LOC6048586|XP_038119339.1|CQUI
OG0003630	LOC117135015|XP_033150693.1|DBUS	LOC6048585|XP_038119338.1|CQUI
OG0003631	LOC108600016|XP_017842821.2|DBUS	LOC6044414|XP_038118547.1|CQUI
OG0003632	LOC108599340|XP_017841632.1|DBUS	LOC119769941|XP_038119748.1|CQUI
OG0003633	LOC108597571|XP_017839671.1|DBUS	LOC6041335|XP_001850612.1|CQUI
OG0003635	LOC108600436|XP_017843501.2|DBUS	LOC6039424|XP_038116123.1|CQUI
OG0003636	LOC108594716|XP_017835344.1|DBUS	LOC6041333|XP_001850610.2|CQUI
OG0003637	LOC108596186|XP_017837188.1|DBUS	LOC6041328|XP_038119462.1|CQUI
OG0003638	LOC108598499|XP_017840658.1|DBUS	LOC6037294|XP_038118325.1|CQUI
OG0003639	LOC108607712|XP_017854202.2|DBUS	LOC6037295|XP_001847221.2|CQUI
OG0003640	LOC108594752|XP_017835380.1|DBUS	LOC6050485|XP_038118400.1|CQUI
OG0003641	LOC108596668|XP_017838163.1|DBUS	LOC6036278|XP_038121480.1|CQUI
OG0003642	LOC108597505|XP_017839579.1|DBUS	LOC6036279|XP_001846345.2|CQUI
OG0003643	LOC108597185|XP_017839101.1|DBUS	LOC6036280|XP_001846346.1|CQUI
OG0003644	LOC108597388|XP_017839410.1|DBUS	LOC6036255|XP_038116693.1|CQUI
OG0003645	LOC108600072|XP_017842916.1|DBUS	LOC6036238|XP_001846307.2|CQUI
OG0003646	LOC108600620|XP_017843793.1|DBUS	LOC6036242|XP_038119251.1|CQUI
OG0003647	LOC108601116|XP_017844526.1|DBUS	LOC6036227|XP_001846303.1|CQUI
OG0003648	LOC108603364|XP_033150827.1|DBUS, LOC108608283|XP_017855088.2|DBUS	LOC6045929|XP_038121438.1|CQUI
OG0003651	LOC108604782|XP_017849868.1|DBUS	LOC6039442|XP_038120426.1|CQUI
OG0003652	LOC108599084|XP_017841361.1|DBUS	LOC6050828|XP_001867355.1|CQUI
OG0003653	LOC108600989|XP_017844341.1|DBUS	LOC6048051|XP_038119042.1|CQUI
OG0003654	LOC108599187|XP_017841472.1|DBUS	LOC6048047|XP_001865020.2|CQUI
OG0003655	LOC108607677|XP_017854123.2|DBUS	LOC6049355|XP_001866133.2|CQUI
OG0003656	LOC108598542|XP_017840714.2|DBUS	LOC6052027|XP_038116155.1|CQUI
OG0003657	LOC108598853|XP_017841099.1|DBUS	LOC6041093|XP_001850400.1|CQUI
OG0003658	LOC108604734|XP_017849805.1|DBUS	LOC6041086|XP_001850393.2|CQUI
OG0003659	LOC108598716|XP_017840921.2|DBUS	LOC6041096|XP_038120077.1|CQUI
OG0003660	LOC108600097|XP_017842947.1|DBUS	LOC6043986|XP_038119655.1|CQUI
OG0003661	LOC108599832|XP_033149355.1|DBUS	LOC6047379|XP_038115612.1|CQUI
OG0003662	LOC108600004|XP_017842777.1|DBUS	LOC6050153|XP_001866806.2|CQUI
OG0003663	LOC108598700|XP_017840913.1|DBUS	LOC6036567|XP_001846608.1|CQUI
OG0003664	LOC108600540|XP_017843681.1|DBUS	LOC6036570|XP_038117672.1|CQUI
OG0003667	LOC108600389|XP_033149542.1|DBUS	LOC6041241|XP_038118058.1|CQUI
OG0003668	LOC108594618|XP_033149254.1|DBUS	LOC6050573|XP_038117223.1|CQUI
OG0003669	LOC108595654|XP_017836418.1|DBUS	LOC6052930|XP_001869107.1|CQUI
OG0003670	LOC108595653|XP_017836417.1|DBUS	LOC6052931|XP_001869108.2|CQUI
OG0003671	LOC108596919|XP_017838619.1|DBUS	LOC6037257|XP_038121487.1|CQUI
OG0003672	LOC108604657|XP_017849696.1|DBUS	LOC6037274|XP_001847201.2|CQUI
OG0003673	LOC108596738|XP_017838288.1|DBUS	LOC6037145|XP_038115536.1|CQUI
OG0003674	LOC108597726|XP_017839909.1|DBUS	LOC6037046|XP_038118264.1|CQUI
OG0003676	LOC108596113|XP_017837028.1|DBUS	LOC6037039|XP_038115810.1|CQUI
OG0003677	LOC108602745|XP_017846392.1|DBUS	LOC6036402|XP_001846455.1|CQUI
OG0003678	LOC108600567|XP_033149648.1|DBUS	LOC6036215|XP_038118982.1|CQUI
OG0003679	LOC108600898|XP_017844211.1|DBUS	LOC6036210|XP_001846285.2|CQUI
OG0003680	LOC108595128|XP_033149005.1|DBUS	LOC6036185|XP_038117129.1|CQUI
OG0003683	LOC108596086|XP_017836992.1|DBUS	LOC6047508|XP_001864559.2|CQUI
OG0003684	LOC108600707|XP_017843926.1|DBUS	LOC6035615|XP_001845764.2|CQUI
OG0003685	LOC108598730|XP_017840949.2|DBUS	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI
OG0003686	LOC108597118|XP_017838985.1|DBUS	LOC6033552|XP_038117904.1|CQUI
OG0003687	LOC108596472|XP_017837721.1|DBUS	LOC6033546|XP_038120883.1|CQUI
OG0003688	LOC108595259|XP_017835959.1|DBUS	LOC6033545|XP_001843979.2|CQUI
OG0003689	LOC108600742|XP_017843976.1|DBUS	LOC6033541|XP_038120013.1|CQUI
OG0003690	LOC108598486|XP_017840629.1|DBUS	LOC6033539|XP_001843973.2|CQUI
OG0003691	LOC108598941|XP_017841199.1|DBUS	LOC119770157|XP_038120472.1|CQUI
OG0003692	LOC108596832|XP_017838443.1|DBUS	LOC6038410|XP_001848215.2|CQUI
OG0003693	LOC108599481|XP_017841813.2|DBUS	LOC6038255|XP_038118211.1|CQUI
OG0003694	LOC108600929|XP_017844253.1|DBUS	LOC6038249|XP_038118233.1|CQUI
OG0003695	LOC108599590|XP_017842025.1|DBUS	LOC6054526|XP_038117182.1|CQUI
OG0003696	LOC108595943|XP_017836717.1|DBUS	LOC6040608|XP_001849979.2|CQUI
OG0003697	LOC108596672|XP_017838169.1|DBUS	LOC6036410|XP_038120392.1|CQUI
OG0003698	LOC108598748|XP_017840973.1|DBUS	LOC6036526|XP_001846568.1|CQUI
OG0003699	LOC108597268|XP_033149235.1|DBUS	LOC6035469|XP_038118336.1|CQUI
OG0003700	LOC108597609|XP_017839734.1|DBUS	LOC6035471|XP_038119264.1|CQUI
OG0003701	LOC108598871|XP_017841123.1|DBUS	LOC6035477|XP_001845661.2|CQUI
OG0003702	LOC108598780|XP_017841009.2|DBUS	LOC119770389|XP_038121080.1|CQUI
OG0003703	LOC108598675|XP_017840884.1|DBUS	LOC6042857|XP_038120463.1|CQUI
OG0003704	LOC108599591|XP_017842026.1|DBUS	LOC6042852|XP_001870841.2|CQUI
OG0003705	LOC108596742|XP_017838298.1|DBUS	LOC6041974|XP_038122298.1|CQUI
OG0003706	LOC108598636|XP_017840829.1|DBUS	LOC6040988|XP_038119951.1|CQUI
OG0003707	LOC108600265|XP_017843208.1|DBUS	LOC6040986|XP_038118412.1|CQUI
OG0003708	LOC108598096|XP_033149367.1|DBUS	LOC6040029|XP_038120557.1|CQUI
OG0003709	LOC108596375|XP_017837531.1|DBUS	LOC6040027|XP_038120940.1|CQUI
OG0003710	LOC108596374|XP_017837530.1|DBUS	LOC6054726|XP_038116079.1|CQUI
OG0003711	LOC108600186|XP_017843082.1|DBUS	LOC6035591|XP_001845742.2|CQUI
OG0003712	LOC108597539|XP_017839627.1|DBUS	LOC6035596|XP_038118095.1|CQUI
OG0003713	LOC108597288|XP_017839251.1|DBUS	LOC6035599|XP_001845749.2|CQUI
OG0003714	LOC108597287|XP_017839250.1|DBUS	LOC6035602|XP_038119526.1|CQUI
OG0003715	LOC108599068|XP_017841338.1|DBUS	LOC6047940|XP_001864925.2|CQUI
OG0003716	LOC108600880|XP_017844186.1|DBUS	LOC6034614|XP_038116207.1|CQUI
OG0003717	LOC108598715|XP_017840933.1|DBUS	LOC6034603|XP_001844897.1|CQUI
OG0003718	LOC108600453|XP_017843530.1|DBUS	LOC6034591|XP_001844885.2|CQUI
OG0003719	LOC108598614|XP_017840802.2|DBUS	LOC6050358|XP_001866978.2|CQUI
OG0003720	LOC108606114|XP_017851456.1|DBUS	LOC6047267|XP_038119191.1|CQUI
OG0003721	LOC108597346|XP_017839342.1|DBUS	LOC6047247|XP_001864330.2|CQUI
OG0003722	LOC108600304|XP_017843280.2|DBUS	LOC6035621|XP_038118125.1|CQUI
OG0003723	LOC108598917|XP_017841170.1|DBUS	LOC6051816|XP_001868185.2|CQUI
OG0003724	LOC108600917|XP_017844239.1|DBUS	LOC6054680|XP_038119331.1|CQUI
OG0003725	LOC108600333|XP_017843337.1|DBUS	LOC6040243|XP_038115933.1|CQUI
OG0003726	LOC108600297|XP_017843267.1|DBUS	LOC6047554|XP_001864599.1|CQUI
OG0003727	LOC108599394|XP_033149625.1|DBUS	LOC6036825|XP_038115481.1|CQUI
OG0003728	LOC108603541|XP_017847942.1|DBUS	LOC6048148|XP_038119679.1|CQUI
OG0003729	LOC108599455|XP_017841778.2|DBUS	LOC6048150|XP_038119678.1|CQUI
OG0003730	LOC108600343|XP_017843355.2|DBUS	LOC6042336|XP_038119721.1|CQUI
OG0003731	LOC108601118|XP_017844528.1|DBUS	LOC6045507|XP_001862869.1|CQUI
OG0003732	LOC108600665|XP_017843850.1|DBUS	LOC6044895|XP_038121394.1|CQUI
OG0003733	LOC108600881|XP_017844187.1|DBUS	LOC6044891|XP_001862331.2|CQUI
OG0003734	LOC108600038|XP_017842872.1|DBUS	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI
OG0003735	LOC108597529|XP_017839616.1|DBUS	LOC6037162|XP_038117979.1|CQUI
OG0003736	LOC108595546|XP_017836294.1|DBUS	LOC6037161|XP_001847098.2|CQUI
OG0003737	LOC108596744|XP_017838306.1|DBUS	LOC6037157|XP_001847094.2|CQUI
OG0003738	LOC108596524|XP_017837900.2|DBUS	LOC6043795|XP_038120942.1|CQUI
OG0003739	LOC108597385|XP_017839407.1|DBUS	LOC6043789|XP_038117933.1|CQUI
OG0003740	LOC108596727|XP_017838260.1|DBUS	LOC6043783|XP_001861387.2|CQUI
OG0003741	LOC108598290|XP_017840852.1|DBUS	LOC6043786|XP_001861386.2|CQUI
OG0003742	LOC108600223|XP_017843135.1|DBUS	LOC6043815|XP_001861383.1|CQUI
OG0003743	LOC108597384|XP_017839406.1|DBUS	LOC6033508|XP_038114641.1|CQUI
OG0003744	LOC108595983|XP_017836760.2|DBUS	LOC6033507|XP_001843948.2|CQUI
OG0003745	LOC108597366|XP_017839381.1|DBUS	LOC6033504|XP_001843945.1|CQUI
OG0003746	LOC108597020|XP_017838789.2|DBUS	LOC6033496|XP_038117879.1|CQUI
OG0003747	LOC108598148|XP_033150659.1|DBUS	LOC6033489|XP_038114638.1|CQUI
OG0003748	LOC108599257|XP_017841542.2|DBUS	LOC6033487|XP_038114639.1|CQUI
OG0003749	LOC108601072|XP_017844456.2|DBUS	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI
OG0003750	LOC108598480|XP_017840619.1|DBUS	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI
OG0003751	LOC108600303|XP_033149293.1|DBUS	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI
OG0003752	LOC108600484|XP_017843598.2|DBUS	LOC6033456|XP_038119080.1|CQUI
OG0003753	LOC108601076|XP_017844459.2|DBUS	LOC6033451|XP_001843898.2|CQUI
OG0003754	LOC108600637|XP_017843817.2|DBUS	LOC6033449|XP_038119079.1|CQUI
OG0003755	LOC108598618|XP_017840806.1|DBUS	LOC6050603|XP_038121281.1|CQUI
OG0003756	LOC108597736|XP_017839920.1|DBUS	LOC6050814|XP_001867351.2|CQUI
OG0003757	LOC108595092|XP_017835733.1|DBUS	LOC6036837|XP_038117025.1|CQUI
OG0003758	LOC108596364|XP_017837515.1|DBUS	LOC6030802|XP_038115982.1|CQUI
OG0003759	LOC108599581|XP_017842009.2|DBUS, LOC117134777|XP_033149375.1|DBUS	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI
OG0003760	LOC108597007|XP_017838773.1|DBUS	LOC6030777|XP_038115191.1|CQUI
OG0003761	LOC108598791|XP_017841023.1|DBUS	LOC6030789|XP_001841699.2|CQUI
OG0003762	LOC108598436|XP_017840556.1|DBUS	LOC6030818|XP_038115978.1|CQUI
OG0003763	LOC108598041|XP_033149442.1|DBUS	LOC6030793|XP_038116748.1|CQUI
OG0003764	LOC108598444|XP_033149359.1|DBUS	LOC6030838|XP_038119295.1|CQUI
OG0003765	LOC108603432|XP_017847744.1|DBUS	LOC6030841|XP_001841725.1|CQUI
OG0003766	LOC108605611|XP_017850878.1|DBUS	LOC6030847|XP_038115183.1|CQUI
OG0003767	LOC108597678|XP_017839840.1|DBUS	LOC6030852|XP_001841735.1|CQUI
OG0003768	LOC108594758|XP_017835386.1|DBUS	LOC6030859|XP_038120424.1|CQUI
OG0003769	LOC108596550|XP_017837936.1|DBUS	LOC6030864|XP_001841743.1|CQUI
OG0003770	LOC108607407|XP_017853680.1|DBUS	LOC6030866|XP_038119372.1|CQUI
OG0003771	LOC108600996|XP_033149426.1|DBUS	LOC6030881|XP_001841758.1|CQUI
OG0003772	LOC108599976|XP_017842736.1|DBUS	LOC6030891|XP_001841767.2|CQUI
OG0003773	LOC108595046|XP_017835676.1|DBUS	LOC6030893|XP_038118482.1|CQUI
OG0003775	LOC108606982|XP_017853045.1|DBUS	LOC6050977|XP_038109532.1|CQUI
OG0003776	LOC108597352|XP_017839347.1|DBUS	LOC6052624|XP_038115398.1|CQUI
OG0003777	LOC108597177|XP_017839084.1|DBUS	LOC6052805|XP_038121440.1|CQUI
OG0003778	LOC108597344|XP_017839338.1|DBUS	LOC6030958|XP_001841816.1|CQUI
OG0003779	LOC108596721|XP_033148924.1|DBUS	LOC6030937|XP_038122337.1|CQUI
OG0003780	LOC108596298|XP_017837381.1|DBUS	LOC6031324|XP_001842139.2|CQUI
OG0003781	LOC108607422|XP_017853713.1|DBUS	LOC6053004|XP_038117749.1|CQUI
OG0003782	LOC108606288|XP_017851758.1|DBUS	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI
OG0003783	LOC108604746|XP_017849821.1|DBUS	LOC6052216|XP_038117536.1|CQUI
OG0003784	LOC108597338|XP_017839334.1|DBUS	LOC6041437|XP_038108426.1|CQUI
OG0003785	LOC108595273|XP_017835974.1|DBUS	LOC6048692|XP_001865571.1|CQUI
OG0003786	LOC108597306|XP_017839274.1|DBUS	LOC6054049|XP_038119516.1|CQUI
OG0003787	LOC108594648|XP_017835279.1|DBUS	LOC6049937|XP_001866624.2|CQUI
OG0003789	LOC108597149|XP_033151007.1|DBUS	LOC6054015|XP_038121442.1|CQUI
OG0003790	LOC108598448|XP_017840576.1|DBUS	LOC6040442|XP_001849832.2|CQUI
OG0003791	LOC108604056|XP_017848807.1|DBUS	LOC6041553|XP_001850799.2|CQUI
OG0003792	LOC108595431|XP_017836150.1|DBUS	LOC6041417|XP_038113441.1|CQUI
OG0003793	LOC108595244|XP_017835932.1|DBUS	LOC6041399|XP_001850662.2|CQUI
OG0003794	LOC108596804|XP_017838400.1|DBUS	LOC6041395|XP_001850659.2|CQUI
OG0003795	LOC108598231|XP_017840336.2|DBUS, LOC108601075|XP_017844458.2|DBUS	LOC6041392|XP_038110569.1|CQUI
OG0003796	LOC108603035|XP_017846941.1|DBUS	LOC6041390|XP_001850654.2|CQUI
OG0003797	LOC108607566|XP_017853946.2|DBUS	LOC6051480|XP_001867917.2|CQUI
OG0003798	LOC108596072|XP_017836973.1|DBUS	LOC6051477|XP_038112864.1|CQUI
OG0003799	LOC108596188|XP_033149108.1|DBUS	LOC6053825|XP_001869843.2|CQUI
OG0003800	LOC108598591|XP_033150959.1|DBUS	LOC6031726|XP_001842449.2|CQUI
OG0003801	LOC108601987|XP_017845474.1|DBUS	LOC6041307|XP_038111065.1|CQUI
OG0003802	LOC108607965|XP_017854581.1|DBUS	LOC6041311|XP_001850591.1|CQUI
OG0003803	LOC108603032|XP_017846938.1|DBUS	LOC119767883|XP_038113629.1|CQUI
