Orthogroup	DSUZ.longest_only	HILL.longest_only
OG0005386	LOC108010323|XP_036669484.1|DSUZ	LOC119647233|XP_037904017.1|HILL
OG0005387	LOC108018567|XP_036672913.1|DSUZ	LOC119651414|XP_037910936.1|HILL
OG0005388	LOC108007247|XP_016926378.1|DSUZ	LOC119646258|XP_037902589.1|HILL
OG0005389	LOC108020998|XP_036673218.1|DSUZ	LOC119656938|XP_037919570.1|HILL
OG0005390	LOC108016995|XP_016939434.1|DSUZ	LOC119646335|XP_037902725.1|HILL
OG0005391	LOC108017011|XP_016939465.1|DSUZ	LOC119646511|XP_037902935.1|HILL
OG0005392	LOC108013872|XP_016935370.1|DSUZ	LOC119660997|XP_037926024.1|HILL
OG0005393	LOC108011576|XP_016932235.1|DSUZ	LOC119650629|XP_037909465.1|HILL
OG0005394	LOC108021032|XP_016945011.1|DSUZ	LOC119650089|XP_037908530.1|HILL
OG0005395	LOC108021574|XP_016945845.1|DSUZ	LOC119659737|XP_037923927.1|HILL
OG0005396	LOC108019439|XP_016942756.1|DSUZ	LOC119654364|XP_037915641.1|HILL
OG0005397	LOC108006853|XP_016925905.1|DSUZ	LOC119646847|XP_037903396.1|HILL
OG0005398	LOC108016248|XP_016938360.1|DSUZ	LOC119655264|XP_037916990.1|HILL
OG0005399	LOC108019932|XP_016943532.1|DSUZ	LOC119646246|XP_037902568.1|HILL
OG0005401	LOC108006299|XP_016925264.1|DSUZ	LOC119656809|XP_037919358.1|HILL
OG0005402	LOC108021607|XP_016945892.1|DSUZ	LOC119661647|XP_037927007.1|HILL
OG0005403	LOC108005417|XP_016924178.1|DSUZ	LOC119646621|XP_037903057.1|HILL
OG0005404	LOC108005421|XP_016924191.1|DSUZ	LOC119646943|XP_037903560.1|HILL
OG0005405	LOC108010273|XP_016930623.1|DSUZ	LOC119661428|XP_037926701.1|HILL
OG0005406	LOC108017724|XP_036670043.1|DSUZ	LOC119661331|XP_037926560.1|HILL
OG0005407	LOC108008349|XP_016927667.1|DSUZ	LOC119654173|XP_037915287.1|HILL
OG0005408	LOC108021225|XP_016945313.1|DSUZ	LOC119646556|XP_037902961.1|HILL
OG0005409	LOC108019216|XP_016942500.1|DSUZ	LOC119646889|XP_037903453.1|HILL
OG0005410	LOC108007657|XP_016926872.1|DSUZ	LOC119661774|XP_037927176.1|HILL
OG0005411	LOC108009833|XP_016930012.1|DSUZ	LOC119656478|XP_037918733.1|HILL
OG0005412	LOC108008419|XP_016927754.1|DSUZ	LOC119661694|XP_037927068.1|HILL
OG0005413	LOC108017864|XP_016940510.1|DSUZ	LOC119646464|XP_037902841.1|HILL
OG0005414	LOC108016650|XP_016938847.1|DSUZ	LOC119657952|XP_037921082.1|HILL
OG0005415	LOC108005375|XP_016924122.1|DSUZ	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL
OG0005416	LOC108018175|XP_016941162.1|DSUZ	LOC119660974|XP_037925977.1|HILL
OG0005417	LOC108008594|XP_016927965.1|DSUZ	LOC119650980|XP_037910170.1|HILL
OG0005418	LOC108021037|XP_016945017.1|DSUZ	LOC119650979|XP_037910169.1|HILL
OG0005419	LOC108021188|XP_016945265.1|DSUZ	LOC119651754|XP_037911419.1|HILL
OG0005420	LOC108006905|XP_016925987.2|DSUZ	LOC119652570|XP_037912712.1|HILL
OG0005421	LOC108021719|XP_016946045.1|DSUZ	LOC119652112|XP_037911980.1|HILL
OG0005422	LOC108011225|XP_016931811.1|DSUZ	LOC119655932|XP_037918043.1|HILL
OG0005423	LOC108018739|XP_016941807.1|DSUZ	LOC119652599|XP_037912755.1|HILL
OG0005424	LOC108009616|XP_016929590.1|DSUZ	LOC119656074|XP_037918287.1|HILL
OG0005425	LOC108006305|XP_016925281.1|DSUZ	LOC119658439|XP_037921770.1|HILL
OG0005426	LOC108009152|XP_016928746.1|DSUZ	LOC119649251|XP_037907250.1|HILL
OG0005427	LOC108009280|XP_016928993.1|DSUZ	LOC119653128|XP_037913584.1|HILL
OG0005428	LOC108011883|XP_016932618.1|DSUZ	LOC119661030|XP_037926118.1|HILL
OG0005429	LOC108021099|XP_036670652.1|DSUZ	LOC119651246|XP_037910654.1|HILL
OG0005430	LOC108021100|XP_016945117.1|DSUZ	LOC119651997|XP_037911848.1|HILL
OG0005431	LOC108021653|XP_016945954.1|DSUZ	LOC119652223|XP_037912099.1|HILL
OG0005432	LOC108014216|XP_036678128.1|DSUZ	LOC119651624|XP_037911214.1|HILL
OG0005433	LOC108008730|XP_016928119.1|DSUZ	LOC119646327|XP_037902680.1|HILL
OG0005434	LOC108013745|XP_016935187.1|DSUZ	LOC119651786|XP_037911472.1|HILL
OG0005435	LOC108006140|XP_016925084.2|DSUZ	LOC119651275|XP_037910708.1|HILL
OG0005436	LOC108015861|XP_016937917.1|DSUZ	LOC119651396|XP_037910905.1|HILL
OG0005437	LOC118878588|XP_036677518.1|DSUZ, LOC108020229|XP_036673823.1|DSUZ	LOC119659891|XP_037924141.1|HILL
OG0005438	LOC108020191|XP_016943791.1|DSUZ	LOC119647222|XP_037903981.1|HILL
OG0005439	LOC108018302|XP_016941325.1|DSUZ	LOC119661359|XP_037926596.1|HILL
OG0005440	LOC108020313|XP_016943937.1|DSUZ	LOC119647081|XP_037903766.1|HILL
OG0005441	LOC108011974|XP_016932725.2|DSUZ	LOC119657186|XP_037919908.1|HILL
OG0005442	LOC108007680|XP_016926895.1|DSUZ	LOC119646481|XP_037902862.1|HILL
OG0005443	LOC108021426|XP_016945627.1|DSUZ	LOC119646559|XP_037902965.1|HILL
OG0005444	LOC108020940|XP_016944869.1|DSUZ	LOC119646166|XP_037902470.1|HILL
OG0005445	LOC108009552|XP_016929499.1|DSUZ	LOC119661108|XP_037926232.1|HILL
OG0005447	LOC108004863|XP_016923437.1|DSUZ	LOC119647191|XP_037903930.1|HILL
OG0005448	LOC108017981|XP_016940808.1|DSUZ	LOC119651901|XP_037911654.1|HILL
OG0005449	LOC108019174|XP_016942426.1|DSUZ	LOC119653570|XP_037914226.1|HILL
OG0005450	LOC108014766|XP_016936448.2|DSUZ	LOC119652062|XP_037911930.1|HILL
OG0005452	LOC108010161|XP_016930487.1|DSUZ	LOC119647246|XP_037904048.1|HILL
OG0005453	LOC108011555|XP_036673000.1|DSUZ	LOC119651183|XP_037910542.1|HILL
OG0005454	LOC108014301|XP_016935857.1|DSUZ	LOC119654712|XP_037916163.1|HILL
OG0005455	LOC108008638|XP_016928006.1|DSUZ	LOC119652415|XP_037912461.1|HILL
OG0005456	LOC108021284|XP_016945412.1|DSUZ	LOC119651529|XP_037911089.1|HILL
OG0005457	LOC108013403|XP_016934749.1|DSUZ	LOC119652309|XP_037912248.1|HILL
OG0005458	LOC108021359|XP_016945534.1|DSUZ	LOC119647455|XP_037904317.1|HILL
OG0005459	LOC108021526|XP_016945776.1|DSUZ	LOC119657539|XP_037920413.1|HILL
OG0005460	LOC108015412|XP_016937331.1|DSUZ	LOC119646902|XP_037903498.1|HILL
OG0005461	LOC108021197|XP_016945275.1|DSUZ	LOC119651211|XP_037910590.1|HILL
OG0005462	LOC108021198|XP_016945276.1|DSUZ	LOC119651521|XP_037911079.1|HILL
OG0005463	LOC108013165|XP_016934351.1|DSUZ	LOC119651915|XP_037911672.1|HILL
OG0005464	LOC108010125|XP_016930445.1|DSUZ	LOC119653228|XP_037913743.1|HILL
OG0005465	LOC108013382|XP_016934713.1|DSUZ	LOC119650592|XP_037909367.1|HILL
OG0005466	LOC108021418|XP_016945622.1|DSUZ	LOC119652978|XP_037913316.1|HILL
OG0005467	LOC108005983|XP_016924913.1|DSUZ	LOC119659295|XP_037923235.1|HILL
OG0005468	LOC108017951|XP_016940680.1|DSUZ	LOC119661730|XP_037927125.1|HILL
OG0005469	LOC108005446|XP_016924228.2|DSUZ	LOC119661372|XP_037926618.1|HILL
OG0005470	LOC108018043|XP_016940925.1|DSUZ	LOC119661371|XP_037926617.1|HILL
OG0005471	LOC108018500|XP_036669167.1|DSUZ	LOC119661553|XP_037926871.1|HILL
OG0005472	LOC108019527|XP_016942857.1|DSUZ	LOC119647388|XP_037904207.1|HILL
OG0005473	LOC108021289|XP_016945421.1|DSUZ	LOC119657346|XP_037920151.1|HILL
OG0005474	LOC108021135|XP_016945181.1|DSUZ	LOC119647057|XP_037903741.1|HILL
OG0005475	LOC108021134|XP_016945180.1|DSUZ	LOC119651520|XP_037911082.1|HILL
OG0005476	LOC108019817|XP_016943320.1|DSUZ	LOC119654790|XP_037916266.1|HILL
OG0005477	LOC118877252|XP_036670852.1|DSUZ	LOC119652425|XP_037912476.1|HILL
OG0005478	LOC108021338|XP_016945508.1|DSUZ	LOC119658633|XP_037922084.1|HILL
OG0005479	LOC108021346|XP_016945517.1|DSUZ	LOC119657193|XP_037919929.1|HILL
OG0005480	LOC108021347|XP_016945518.1|DSUZ	LOC119657203|XP_037919941.1|HILL
OG0005481	LOC108021182|XP_016945252.1|DSUZ	LOC119657575|XP_037920472.1|HILL
OG0005482	LOC108019388|XP_016942709.2|DSUZ	LOC119655307|XP_037917068.1|HILL
OG0005483	LOC108011599|XP_016932257.1|DSUZ	LOC119646331|XP_037902683.1|HILL
OG0005484	LOC108005063|XP_016923736.1|DSUZ	LOC119646196|XP_037902507.1|HILL
OG0005485	LOC108019917|XP_036669961.1|DSUZ	LOC119646512|XP_037902895.1|HILL
OG0005486	LOC108017770|XP_016940379.1|DSUZ	LOC119647250|XP_037904056.1|HILL
OG0005487	LOC108021471|XP_016945699.1|DSUZ	LOC119660700|XP_037925267.1|HILL
OG0005488	LOC108021707|XP_016946030.1|DSUZ	LOC119661682|XP_037927049.1|HILL
OG0005489	LOC108021206|XP_016945291.1|DSUZ	LOC119661697|XP_037927071.1|HILL
OG0005490	LOC108007569|XP_016926754.1|DSUZ	LOC119653558|XP_037914202.1|HILL
OG0005491	LOC108016766|XP_036668586.1|DSUZ	LOC119647497|XP_037904384.1|HILL
OG0005492	LOC108007817|XP_016927072.1|DSUZ	LOC119646810|XP_037903339.1|HILL
OG0005493	LOC108008604|XP_016927976.1|DSUZ	LOC119651911|XP_037911665.1|HILL
OG0005494	LOC108009199|XP_016928846.1|DSUZ	LOC119661402|XP_037926659.1|HILL
OG0005495	LOC108008304|XP_016927610.1|DSUZ	LOC119659568|XP_037923649.1|HILL
OG0005496	LOC108019435|XP_016942749.1|DSUZ, LOC108018495|XP_036674080.1|DSUZ	LOC119647274|XP_037904093.1|HILL
OG0005497	LOC108004571|XP_016923001.1|DSUZ	LOC119648029|XP_037905381.1|HILL
OG0005498	LOC108004580|XP_016923013.1|DSUZ	LOC119646726|XP_037903234.1|HILL
OG0005499	LOC108019338|XP_016942650.1|DSUZ	LOC119647316|XP_037904171.1|HILL
OG0005500	LOC108019364|XP_016942678.1|DSUZ	LOC119647318|XP_037904173.1|HILL
OG0005501	LOC108021269|XP_016945388.1|DSUZ	LOC119657241|XP_037919987.1|HILL
OG0005502	LOC108021270|XP_016945390.1|DSUZ	LOC119646584|XP_037903006.1|HILL
OG0005503	LOC108018617|XP_036671614.1|DSUZ	LOC119652351|XP_037912342.1|HILL
OG0005504	LOC108004602|XP_016923034.1|DSUZ	LOC119661333|XP_037926563.1|HILL
OG0005506	LOC108018792|XP_016941869.1|DSUZ	LOC119647086|XP_037903778.1|HILL
OG0005507	LOC108016756|XP_016938996.1|DSUZ	LOC119661140|XP_037926269.1|HILL
OG0005508	LOC108021311|XP_016945455.1|DSUZ	LOC119646805|XP_037903326.1|HILL
OG0005509	LOC108021576|XP_016945847.1|DSUZ	LOC119651569|XP_037911134.1|HILL
OG0005510	LOC108018666|XP_016941728.1|DSUZ	LOC119650815|XP_037909881.1|HILL
OG0005511	LOC108016813|XP_016939103.1|DSUZ	LOC119655562|XP_037917421.1|HILL
OG0005512	LOC108012198|XP_036673084.1|DSUZ	LOC119651273|XP_037910706.1|HILL
OG0005513	LOC108005227|XP_016923907.1|DSUZ	LOC119648193|XP_037905716.1|HILL
OG0005514	LOC108018575|XP_016941620.2|DSUZ	LOC119652459|XP_037912551.1|HILL
OG0005515	LOC108019596|XP_016942927.1|DSUZ	LOC119654506|XP_037915873.1|HILL
OG0005516	LOC108007580|XP_016926765.1|DSUZ	LOC119654500|XP_037915860.1|HILL
OG0005517	LOC108020616|XP_036676447.1|DSUZ	LOC119650830|XP_037909895.1|HILL
OG0005518	LOC108021721|XP_016946046.1|DSUZ	LOC119646824|XP_037903371.1|HILL
OG0005519	LOC108010068|XP_016930371.1|DSUZ	LOC119661119|XP_037926242.1|HILL
OG0005520	LOC108021433|XP_016945639.1|DSUZ	LOC119651631|XP_037911223.1|HILL
OG0005521	LOC108006674|XP_016925706.1|DSUZ	LOC119655622|XP_037917522.1|HILL
OG0005522	LOC108015901|XP_036670458.1|DSUZ	LOC119661285|XP_037926489.1|HILL
OG0005523	LOC108004894|XP_016923469.1|DSUZ	LOC119661248|XP_037926415.1|HILL
OG0005524	LOC108020938|XP_016944861.1|DSUZ	LOC119646315|XP_037902663.1|HILL
OG0005525	LOC108004672|XP_016923148.1|DSUZ	LOC119660839|XP_037925645.1|HILL
OG0005526	LOC108005589|XP_016924382.1|DSUZ	LOC119646405|XP_037902777.1|HILL
OG0005527	LOC108020351|XP_016944022.1|DSUZ	LOC119660986|XP_037925999.1|HILL
OG0005528	LOC108021609|XP_016945893.1|DSUZ	LOC119661637|XP_037926988.1|HILL
OG0005529	LOC108021039|XP_016945020.1|DSUZ	LOC119650714|XP_037909652.1|HILL
OG0005530	LOC108021366|XP_016945544.1|DSUZ	LOC119651714|XP_037911362.1|HILL
OG0005531	LOC108013144|XP_016934319.1|DSUZ	LOC119647578|XP_037904513.1|HILL
OG0005532	LOC108015953|XP_016938027.1|DSUZ	LOC119653134|XP_037913594.1|HILL
OG0005533	LOC108007267|XP_016926398.1|DSUZ	LOC119653843|XP_037914819.1|HILL
OG0005534	LOC108012665|XP_016933581.1|DSUZ	LOC119657210|XP_037919948.1|HILL
OG0005535	LOC108021102|XP_016945120.1|DSUZ	LOC119647248|XP_037904052.1|HILL
OG0005536	LOC108021189|XP_016945266.1|DSUZ	LOC119661379|XP_037926626.1|HILL
OG0005538	LOC108021199|XP_036673963.1|DSUZ	LOC119646617|XP_037903051.1|HILL
OG0005539	LOC108021658|XP_016945959.1|DSUZ	LOC119646371|XP_037902735.1|HILL
OG0005540	LOC108021007|XP_016944968.1|DSUZ	LOC119649400|XP_037907456.1|HILL
OG0005541	LOC108007863|XP_036676299.1|DSUZ, LOC108018960|XP_016942055.2|DSUZ	LOC119650106|XP_037908558.1|HILL
OG0005542	LOC108007162|XP_016926269.1|DSUZ	LOC119660742|XP_037925376.1|HILL
OG0005543	LOC108019677|XP_016943067.1|DSUZ	LOC119650693|XP_037909597.1|HILL
OG0005544	LOC108021244|XP_016945342.1|DSUZ	LOC119651880|XP_037911624.1|HILL
OG0005545	LOC108005962|XP_016924886.1|DSUZ	LOC119646324|XP_037902672.1|HILL
OG0005546	LOC108021029|XP_016945006.1|DSUZ	LOC119650636|XP_037909487.1|HILL
OG0005547	LOC108007981|XP_016927252.1|DSUZ	LOC119657357|XP_037920161.1|HILL
OG0005548	LOC108020986|XP_016944933.1|DSUZ	LOC119661500|XP_037926795.1|HILL
OG0005549	LOC108009943|XP_016930180.1|DSUZ	LOC119661209|XP_037926360.1|HILL
OG0005550	LOC108015178|XP_016936964.1|DSUZ	LOC119647202|XP_037903946.1|HILL
OG0005551	LOC108017796|XP_016940429.1|DSUZ	LOC119650777|XP_037909816.1|HILL
OG0005552	LOC108018197|XP_016941202.1|DSUZ	LOC119650770|XP_037909805.1|HILL
OG0005553	LOC108020212|XP_016943824.1|DSUZ	LOC119649148|XP_037907090.1|HILL
OG0005554	LOC108015277|XP_016937138.1|DSUZ	LOC119647262|XP_037904072.1|HILL
OG0005555	LOC108004978|XP_016923588.1|DSUZ	LOC119653258|XP_037917587.1|HILL
OG0005556	LOC108021169|XP_016945243.1|DSUZ	LOC119646121|XP_037906169.1|HILL
OG0005557	LOC108014653|XP_016936307.1|DSUZ	LOC119655753|XP_037917738.1|HILL
OG0005558	LOC108015211|XP_036676843.1|DSUZ	LOC119647302|XP_037904132.1|HILL
OG0005559	LOC108021023|XP_016944992.1|DSUZ	LOC119658355|XP_037921645.1|HILL
OG0005560	LOC108014616|XP_016936271.1|DSUZ	LOC119650689|XP_037909586.1|HILL
OG0005561	LOC108015015|XP_016936731.2|DSUZ	LOC119661303|XP_037926520.1|HILL
OG0005562	LOC108021043|XP_016945027.1|DSUZ	LOC119656555|XP_037918859.1|HILL
OG0005563	LOC108020418|XP_016944212.1|DSUZ	LOC119660880|XP_037925723.1|HILL
OG0005564	LOC108016823|XP_016939130.1|DSUZ	LOC119652983|XP_037913335.1|HILL
OG0005565	LOC108013860|XP_016935345.1|DSUZ	LOC119646553|XP_037902959.1|HILL
OG0005566	LOC108013864|XP_016935358.1|DSUZ	LOC119661559|XP_037926878.1|HILL
OG0005567	LOC108017295|XP_036673997.1|DSUZ	LOC119652047|XP_037911910.1|HILL
OG0005568	LOC108020959|XP_016944893.1|DSUZ	LOC119661735|XP_037927129.1|HILL
OG0005569	LOC108021551|XP_016945811.1|DSUZ	LOC119651309|XP_037910763.1|HILL
OG0005570	LOC108021207|XP_036673663.1|DSUZ	LOC119646448|XP_037902828.1|HILL
OG0005571	LOC108008265|XP_036669278.1|DSUZ	LOC119655241|XP_037916954.1|HILL
OG0005572	LOC108009312|XP_016929056.1|DSUZ	LOC119657478|XP_037920329.1|HILL
OG0005573	LOC108004982|XP_016923590.2|DSUZ	LOC119653788|XP_037914719.1|HILL
OG0005574	LOC108017920|XP_016940580.1|DSUZ	LOC119660712|XP_037925283.1|HILL
OG0005575	LOC108006779|XP_036674184.1|DSUZ, LOC108012030|XP_016932798.2|DSUZ	LOC119659769|XP_037923956.1|HILL
OG0005576	LOC108009377|XP_016929170.1|DSUZ	LOC119660947|XP_037925884.1|HILL
OG0005577	LOC108014255|XP_016935782.1|DSUZ	LOC119647520|XP_037904416.1|HILL
OG0005578	LOC108014595|XP_036671449.1|DSUZ	LOC119649918|XP_037908248.1|HILL
OG0005579	LOC108014593|XP_016936245.1|DSUZ	LOC119649919|XP_037908251.1|HILL
OG0005580	LOC108012381|XP_016933226.1|DSUZ	LOC119649472|XP_037907557.1|HILL
OG0005581	LOC108021783|XP_036677241.1|DSUZ	LOC119653747|XP_037914601.1|HILL
OG0005582	LOC108017624|XP_016940211.2|DSUZ	LOC119647557|XP_037904477.1|HILL
OG0005583	LOC108012358|XP_016933198.1|DSUZ	LOC119649686|XP_037907876.1|HILL
OG0005584	LOC108018319|XP_016941349.1|DSUZ	LOC119654943|XP_037916527.1|HILL
OG0005585	LOC108017142|XP_016939613.2|DSUZ	LOC119660026|XP_037924331.1|HILL
OG0005586	LOC108016243|XP_016938357.1|DSUZ	LOC119659706|XP_037923887.1|HILL
OG0005587	LOC108021553|XP_016945810.1|DSUZ	LOC119660256|XP_037924638.1|HILL
OG0005588	LOC108014681|XP_036672416.1|DSUZ	LOC119658763|XP_037922384.1|HILL
OG0005589	LOC108011551|XP_016932206.2|DSUZ	LOC119658771|XP_037922395.1|HILL
OG0005590	LOC108017807|XP_016940443.1|DSUZ	LOC119657166|XP_037919884.1|HILL
OG0005591	LOC108013742|XP_016935183.1|DSUZ	LOC119660300|XP_037924701.1|HILL
OG0005592	LOC118877785|XP_036673748.1|DSUZ	LOC119659453|XP_037923466.1|HILL
OG0005593	LOC108013282|XP_016934544.1|DSUZ	LOC119650335|XP_037908918.1|HILL
OG0005594	LOC108005870|XP_016924736.2|DSUZ	LOC119650334|XP_037908917.1|HILL
OG0005595	LOC108005749|XP_036670775.1|DSUZ	LOC119650333|XP_037908916.1|HILL
OG0005596	LOC108012384|XP_016933229.1|DSUZ	LOC119649270|XP_037907287.1|HILL
OG0005597	LOC108006080|XP_036673036.1|DSUZ	LOC119660153|XP_037924483.1|HILL
OG0005598	LOC108015493|XP_016937428.2|DSUZ	LOC119659410|XP_037923410.1|HILL
OG0005599	LOC108009310|XP_016929053.1|DSUZ	LOC119652547|XP_037912682.1|HILL
OG0005600	LOC118877646|XP_036673112.1|DSUZ	LOC119649115|XP_037907043.1|HILL
OG0005601	LOC108013733|XP_016935171.1|DSUZ	LOC119653662|XP_037914420.1|HILL
OG0005602	LOC108014063|XP_016935571.1|DSUZ	LOC119660284|XP_037924683.1|HILL
OG0005603	LOC108017944|XP_016940662.1|DSUZ	LOC119655015|XP_037916615.1|HILL
OG0005604	LOC108009397|XP_016929206.1|DSUZ	LOC119653455|XP_037913992.1|HILL
OG0005605	LOC108009209|XP_016928857.1|DSUZ	LOC119653711|XP_037914520.1|HILL
OG0005606	LOC108021262|XP_016945375.1|DSUZ	LOC119656843|XP_037919424.1|HILL
OG0005607	LOC108010639|XP_016931022.1|DSUZ	LOC119658762|XP_037922383.1|HILL
OG0005608	LOC108010629|XP_016931009.2|DSUZ	LOC119660542|XP_037925103.1|HILL
OG0005609	LOC108007086|XP_036671218.1|DSUZ	LOC119660853|XP_037925676.1|HILL
OG0005610	LOC108013092|XP_016934220.1|DSUZ	LOC119660304|XP_037924706.1|HILL
OG0005611	LOC108007072|XP_036670447.1|DSUZ	LOC119647505|XP_037904388.1|HILL
OG0005612	LOC108007349|XP_036673745.1|DSUZ	LOC119659154|XP_037923032.1|HILL
OG0005613	LOC108004952|XP_016923544.2|DSUZ	LOC119659693|XP_037923876.1|HILL
OG0005614	LOC108011230|XP_036675161.1|DSUZ	LOC119659003|XP_037922817.1|HILL
OG0005615	LOC108010826|XP_016931277.2|DSUZ	LOC119659598|XP_037923691.1|HILL
OG0005616	LOC108011532|XP_036674001.1|DSUZ	LOC119659379|XP_037923368.1|HILL
OG0005617	LOC108016048|XP_016938131.2|DSUZ	LOC119659109|XP_037922960.1|HILL
OG0005618	LOC108008476|XP_016927820.1|DSUZ	LOC119657815|XP_037920858.1|HILL
OG0005619	LOC108014692|XP_016936356.1|DSUZ	LOC119653802|XP_037914748.1|HILL
OG0005620	LOC108012169|XP_036677233.1|DSUZ	LOC119653659|XP_037914411.1|HILL
OG0005621	LOC108014996|XP_016936709.1|DSUZ	LOC119654208|XP_037915339.1|HILL
OG0005622	LOC108015256|XP_016937098.1|DSUZ	LOC119655139|XP_037916802.1|HILL
OG0005623	LOC108016896|XP_016939294.1|DSUZ	LOC119655392|XP_037917192.1|HILL
OG0005624	LOC108017126|XP_036674872.1|DSUZ	LOC119659714|XP_037923896.1|HILL
OG0005625	LOC108014551|XP_036673195.1|DSUZ	LOC119659651|XP_037923786.1|HILL
OG0005626	LOC108021837|XP_016946132.1|DSUZ	LOC119660001|XP_037924307.1|HILL
OG0005627	LOC108019490|XP_016942807.2|DSUZ	LOC119658810|XP_037922459.1|HILL
OG0005628	LOC108006414|XP_016925427.2|DSUZ	LOC119660579|XP_037925160.1|HILL
OG0005629	LOC108009546|XP_016929477.1|DSUZ	LOC119651545|XP_037911106.1|HILL
OG0005630	LOC108009600|XP_036669613.1|DSUZ	LOC119653390|XP_037913869.1|HILL
OG0005631	LOC108021810|XP_016946102.1|DSUZ	LOC119648344|XP_037905967.1|HILL
OG0005632	LOC108005137|XP_016923799.2|DSUZ	LOC119653812|XP_037914764.1|HILL
OG0005633	LOC108018626|XP_016941680.1|DSUZ, LOC118877734|XP_036673619.1|DSUZ	LOC119659603|XP_037923699.1|HILL
OG0005634	LOC108017336|XP_036672942.1|DSUZ	LOC119659541|XP_037923613.1|HILL
OG0005635	LOC108021047|XP_016945040.1|DSUZ	LOC119660305|XP_037924707.1|HILL
OG0005636	LOC108016009|XP_036674940.1|DSUZ	LOC119658587|XP_037921971.1|HILL
OG0005637	LOC108007951|XP_016927210.2|DSUZ	LOC119659342|XP_037923314.1|HILL
OG0005638	LOC108008147|XP_036669305.1|DSUZ	LOC119653552|XP_037914188.1|HILL
OG0005639	LOC108009675|XP_016929697.1|DSUZ	LOC119656286|XP_037918643.1|HILL
OG0005640	LOC108014732|XP_016936395.2|DSUZ	LOC119659711|XP_037923893.1|HILL
OG0005641	LOC108015369|XP_016937275.1|DSUZ	LOC119654219|XP_037915360.1|HILL
OG0005642	LOC108014429|XP_016936033.1|DSUZ	LOC119651564|XP_037911126.1|HILL
OG0005643	LOC108020059|XP_016943647.1|DSUZ	LOC119648935|XP_037906777.1|HILL
OG0005644	LOC108013560|XP_016934965.1|DSUZ	LOC119648934|XP_037906775.1|HILL
OG0005645	LOC108019176|XP_016942429.1|DSUZ	LOC119653720|XP_037914541.1|HILL
OG0005646	LOC108004699|XP_016923198.1|DSUZ	LOC119654832|XP_037916332.1|HILL
OG0005647	LOC108018320|XP_016941351.1|DSUZ	LOC119649850|XP_037908135.1|HILL
OG0005648	LOC108013932|XP_016935429.2|DSUZ	LOC119648255|XP_037905827.1|HILL
OG0005649	LOC108005928|XP_016924827.2|DSUZ	LOC119659244|XP_037923152.1|HILL
OG0005650	LOC108018803|XP_016941879.2|DSUZ	LOC119659778|XP_037923971.1|HILL
OG0005651	LOC108015354|XP_016937254.1|DSUZ	LOC119660132|XP_037924459.1|HILL
OG0005652	LOC108020144|XP_036673592.1|DSUZ	LOC119659074|XP_037922914.1|HILL
OG0005653	LOC108020948|XP_016944876.1|DSUZ	LOC119653607|XP_037914297.1|HILL
OG0005654	LOC118878007|XP_036674924.1|DSUZ, LOC108014152|XP_036674971.1|DSUZ	LOC119660374|XP_037924819.1|HILL
OG0005655	LOC108004921|XP_016923505.2|DSUZ	LOC119660251|XP_037924634.1|HILL
OG0005656	LOC108006434|XP_036673259.1|DSUZ	LOC119659486|XP_037923527.1|HILL
OG0005657	LOC108017449|XP_036674287.1|DSUZ	LOC119660540|XP_037925095.1|HILL
OG0005658	LOC108014205|XP_016935735.2|DSUZ	LOC119659980|XP_037924277.1|HILL
OG0005659	LOC108012123|XP_036674338.1|DSUZ	LOC119659062|XP_037922898.1|HILL
OG0005660	LOC108005633|XP_016924433.2|DSUZ	LOC119648213|XP_037905749.1|HILL
OG0005661	LOC108017473|XP_036674278.1|DSUZ	LOC119659404|XP_037923403.1|HILL
OG0005662	LOC108011681|XP_016932371.2|DSUZ	LOC119659579|XP_037923664.1|HILL
OG0005663	LOC108021829|XP_016946123.1|DSUZ	LOC119653508|XP_037914096.1|HILL
OG0005664	LOC108014433|XP_036673314.1|DSUZ	LOC119659258|XP_037923178.1|HILL
OG0005665	LOC108014046|XP_036675274.1|DSUZ	LOC119658696|XP_037922212.1|HILL
OG0005666	LOC108015265|XP_016937110.1|DSUZ	LOC119656146|XP_037918407.1|HILL
OG0005667	LOC108018867|XP_016941944.2|DSUZ	LOC119654585|XP_037915971.1|HILL
OG0005668	LOC108020136|XP_036670848.1|DSUZ	LOC119648246|XP_037905811.1|HILL
OG0005669	LOC108019063|XP_016942190.1|DSUZ	LOC119658940|XP_037922725.1|HILL
OG0005670	LOC108004984|XP_036674404.1|DSUZ	LOC119660328|XP_037924734.1|HILL
OG0005671	LOC108013891|XP_016935386.2|DSUZ	LOC119660504|XP_037925029.1|HILL
OG0005672	LOC108021000|XP_016944956.1|DSUZ	LOC119659521|XP_037923584.1|HILL
OG0005673	LOC108012873|XP_016933851.1|DSUZ	LOC119651810|XP_037911529.1|HILL
OG0005674	LOC108013128|XP_036672101.1|DSUZ	LOC119659071|XP_037922910.1|HILL
OG0005675	LOC108014552|XP_016936185.1|DSUZ	LOC119659160|XP_037923038.1|HILL
OG0005676	LOC108014463|XP_016936074.2|DSUZ	LOC119648030|XP_037905383.1|HILL
OG0005677	LOC108018228|XP_016941236.1|DSUZ	LOC119658267|XP_037921490.1|HILL
