Orthogroup	DSUZ.longest_only	DALB.longest_only
OG0006571	LOC108012184|XP_016932968.2|DSUZ	LOC117573402|XP_034112495.1|DALB
OG0006572	LOC108010930|XP_016931425.2|DSUZ	LOC117574101|XP_034113632.1|DALB
OG0006573	LOC108016014|XP_016938096.2|DSUZ	LOC117575316|XP_034115361.1|DALB
OG0006574	LOC108020568|XP_036673006.1|DSUZ	LOC117574697|XP_034114501.1|DALB
OG0006575	LOC108010732|XP_016931150.1|DSUZ	LOC117575980|XP_034116355.1|DALB
OG0006576	LOC108017314|XP_036673971.1|DSUZ	LOC117573721|XP_034112981.1|DALB
OG0006577	LOC108006481|XP_016925493.2|DSUZ	LOC117576813|XP_034117773.1|DALB
OG0006578	LOC108017316|XP_036673970.1|DSUZ	LOC117573720|XP_034112979.1|DALB
OG0006579	LOC108016319|XP_016938444.1|DSUZ	LOC117566155|XP_034101535.1|DALB
OG0006580	LOC108020817|XP_016944684.1|DSUZ	LOC117575105|XP_034115098.1|DALB
OG0006581	LOC118878054|XP_036675130.1|DSUZ	LOC117576934|XP_034117969.1|DALB
OG0006582	LOC118877622|XP_036672935.1|DSUZ	LOC117576855|XP_034117839.1|DALB
OG0006583	LOC108020823|XP_016944691.2|DSUZ	LOC117576026|XP_034116426.1|DALB
OG0006584	LOC108021339|XP_016945505.1|DSUZ	LOC117563254|XP_034097363.1|DALB
OG0006585	LOC108014575|XP_016936221.1|DSUZ	LOC117578391|XP_034119727.1|DALB
OG0006586	LOC108015509|XP_016937455.1|DSUZ	LOC117576595|XP_034117375.1|DALB
OG0006587	LOC108015504|XP_016937450.2|DSUZ	LOC117576591|XP_034117369.1|DALB
OG0006588	LOC108019997|XP_036673769.1|DSUZ	LOC117575625|XP_034115792.1|DALB
OG0006589	LOC108013979|XP_036674880.1|DSUZ	LOC117576891|XP_034117919.1|DALB
OG0006590	LOC108011071|XP_036674879.1|DSUZ	LOC117575430|XP_034115525.1|DALB
OG0006591	LOC108013005|XP_016934080.1|DSUZ	LOC117567279|XP_034103036.1|DALB
OG0006592	LOC108013909|XP_016935403.1|DSUZ	LOC117575774|XP_034116032.1|DALB
OG0006593	LOC108013908|XP_016935401.2|DSUZ	LOC117575773|XP_034116030.1|DALB
OG0006594	LOC108012476|XP_016933362.1|DSUZ	LOC117570261|XP_034107663.1|DALB
OG0006595	LOC108009927|XP_036669474.1|DSUZ	LOC117567504|XP_034103426.1|DALB
OG0006596	LOC108018093|XP_016940986.1|DSUZ	LOC117567380|XP_034103216.1|DALB
OG0006597	LOC108013181|XP_016934371.1|DSUZ	LOC117567851|XP_034103996.1|DALB
OG0006598	LOC108008801|XP_016928197.1|DSUZ	LOC117565440|XP_034100422.1|DALB
OG0006599	LOC108014098|XP_016935611.2|DSUZ	LOC117566849|XP_034102333.1|DALB
OG0006600	LOC108005848|XP_036670631.1|DSUZ	LOC117567645|XP_034103642.1|DALB
OG0006601	LOC108012490|XP_016933388.1|DSUZ	LOC117567950|XP_034104140.1|DALB
OG0006602	LOC108012492|XP_016933389.1|DSUZ	LOC117567951|XP_034104141.1|DALB
OG0006603	LOC108013453|XP_016934819.1|DSUZ	LOC117567948|XP_034104138.1|DALB
OG0006604	LOC108014008|XP_016935507.2|DSUZ	LOC117571601|XP_034109708.1|DALB
OG0006605	LOC108004554|XP_016922974.1|DSUZ	LOC117567143|XP_034102850.1|DALB
OG0006606	LOC108013491|XP_016934862.1|DSUZ	LOC117566931|XP_034102444.1|DALB
OG0006607	LOC108013348|XP_016934649.1|DSUZ	LOC117567316|XP_034103098.1|DALB
OG0006608	LOC108011239|XP_016931832.2|DSUZ	LOC117576573|XP_034117334.1|DALB
OG0006610	LOC108014679|XP_016936335.2|DSUZ	LOC117570862|XP_034108635.1|DALB
OG0006611	LOC108013440|XP_016934801.1|DSUZ	LOC117570335|XP_034107776.1|DALB
OG0006612	LOC108012568|XP_016933471.1|DSUZ	LOC117568122|XP_034104418.1|DALB
OG0006613	LOC108012489|XP_016933387.1|DSUZ	LOC117571289|XP_034109249.1|DALB
OG0006614	LOC108013568|XP_016934979.1|DSUZ	LOC117568286|XP_034104691.1|DALB
OG0006615	LOC108013553|XP_016934954.1|DSUZ	LOC117568285|XP_034104690.1|DALB
OG0006616	LOC108012245|XP_016933033.2|DSUZ	LOC117572292|XP_034110892.1|DALB
OG0006617	LOC108015547|XP_016937513.2|DSUZ	LOC117572036|XP_034110486.1|DALB
OG0006618	LOC108012943|XP_016933970.1|DSUZ	LOC117572308|XP_034110928.1|DALB
OG0006619	LOC108013103|XP_016934240.1|DSUZ	LOC117567342|XP_034103160.1|DALB
OG0006620	LOC108013519|XP_016934903.1|DSUZ	LOC117569932|XP_034107182.1|DALB
OG0006621	LOC108005878|XP_016924747.1|DSUZ	LOC117572705|XP_034111653.1|DALB
OG0006622	LOC108013299|XP_016934575.1|DSUZ	LOC117570023|XP_034107331.1|DALB
OG0006623	LOC108013509|XP_016934885.2|DSUZ	LOC117569586|XP_034106706.1|DALB
OG0006624	LOC108018055|XP_016940933.1|DSUZ	LOC117566892|XP_034102398.1|DALB
OG0006625	LOC108018058|XP_036670039.1|DSUZ	LOC117566899|XP_034102406.1|DALB
OG0006627	LOC108019708|XP_016943094.1|DSUZ	LOC117572651|XP_034111522.1|DALB
OG0006628	LOC108019706|XP_016943090.1|DSUZ	LOC117572106|XP_034110614.1|DALB
OG0006629	LOC108009590|XP_016929551.1|DSUZ	LOC117572515|XP_034111260.1|DALB
OG0006630	LOC108008717|XP_036669430.1|DSUZ	LOC117569018|XP_034105897.1|DALB
OG0006631	LOC108006845|XP_016925884.1|DSUZ	LOC117570356|XP_034107817.1|DALB
OG0006632	LOC108019725|XP_016943133.1|DSUZ	LOC117570429|XP_034107975.1|DALB
OG0006633	LOC108013357|XP_016934664.1|DSUZ	LOC117571098|XP_034108971.1|DALB
OG0006634	LOC108021080|XP_016945086.1|DSUZ	LOC117566051|XP_034101397.1|DALB
OG0006635	LOC108020221|XP_016943832.1|DSUZ	LOC117563927|XP_034098389.1|DALB
OG0006636	LOC108005213|XP_016923891.1|DSUZ	LOC117576566|XP_034117301.1|DALB
OG0006637	LOC108013289|XP_016934549.1|DSUZ	LOC117568050|XP_034104287.1|DALB
OG0006638	LOC108009893|XP_016930101.1|DSUZ	LOC117566596|XP_034102029.1|DALB
OG0006639	LOC108009167|XP_016928784.1|DSUZ	LOC117572337|XP_034110968.1|DALB
OG0006640	LOC108019912|XP_016943502.1|DSUZ	LOC117568641|XP_034105323.1|DALB
OG0006641	LOC108009380|XP_036669554.1|DSUZ	LOC117570684|XP_034108375.1|DALB
OG0006642	LOC108009620|XP_016929597.2|DSUZ	LOC117571005|XP_034108846.1|DALB
OG0006643	LOC108009141|XP_016928734.1|DSUZ	LOC117572737|XP_034111704.1|DALB
OG0006644	LOC108007029|XP_016926124.2|DSUZ	LOC117569007|XP_034105885.1|DALB
OG0006645	LOC108020950|XP_016944877.1|DSUZ	LOC117563684|XP_034098006.1|DALB
OG0006646	LOC108009114|XP_016928674.1|DSUZ	LOC117571925|XP_034110298.1|DALB
OG0006647	LOC108018119|XP_016941047.1|DSUZ	LOC117567674|XP_034103687.1|DALB
OG0006648	LOC108012707|XP_016933624.1|DSUZ	LOC117568464|XP_034105032.1|DALB
OG0006649	LOC108009613|XP_016929588.1|DSUZ	LOC117571164|XP_034109068.1|DALB
OG0006650	LOC108018004|XP_016940845.1|DSUZ	LOC117572192|XP_034110736.1|DALB
OG0006651	LOC108012969|XP_016934021.2|DSUZ	LOC117571834|XP_034110105.1|DALB
OG0006652	LOC108014088|XP_016935596.2|DSUZ	LOC117567534|XP_034103471.1|DALB
OG0006653	LOC108012948|XP_036670792.1|DSUZ	LOC117568110|XP_034104392.1|DALB
OG0006654	LOC108013576|XP_016934993.1|DSUZ	LOC117568910|XP_034105706.1|DALB
OG0006655	LOC108007138|XP_016926233.1|DSUZ	LOC117567718|XP_034103768.1|DALB
OG0006656	LOC108005888|XP_016924766.1|DSUZ	LOC117568604|XP_034105252.1|DALB
OG0006657	LOC108009854|XP_016930041.1|DSUZ	LOC117568327|XP_034104800.1|DALB
OG0006658	LOC108011869|XP_036670750.1|DSUZ	LOC117568432|XP_034104985.1|DALB
OG0006659	LOC108011870|XP_016932600.2|DSUZ	LOC117568134|XP_034104433.1|DALB
OG0006660	LOC108012622|XP_036671612.1|DSUZ	LOC117569741|XP_034106914.1|DALB
OG0006661	LOC108013194|XP_016934391.1|DSUZ	LOC117568239|XP_034104608.1|DALB
OG0006662	LOC108021035|XP_016945014.1|DSUZ	LOC117563505|XP_034097770.1|DALB
OG0006663	LOC108013408|XP_016934755.1|DSUZ	LOC117569526|XP_034106617.1|DALB
OG0006664	LOC108020490|XP_016944309.1|DSUZ	LOC117576931|XP_034117965.1|DALB
OG0006665	LOC108012800|XP_016933721.1|DSUZ	LOC117569687|XP_034106827.1|DALB
OG0006666	LOC108008591|XP_016927959.1|DSUZ	LOC117568331|XP_034104804.1|DALB
OG0006667	LOC108012371|XP_016933215.1|DSUZ	LOC117568108|XP_034104390.1|DALB
OG0006668	LOC108019698|XP_036670117.1|DSUZ	LOC117570059|XP_034107385.1|DALB
OG0006669	LOC108005809|XP_036671997.1|DSUZ	LOC117567094|XP_034102765.1|DALB
OG0006670	LOC108005776|XP_016924594.1|DSUZ	LOC117571088|XP_034108963.1|DALB
OG0006671	LOC108005874|XP_016924742.2|DSUZ	LOC117572288|XP_034110887.1|DALB
OG0006672	LOC108012911|XP_036671851.1|DSUZ	LOC117572016|XP_034110440.1|DALB
OG0006673	LOC108012543|XP_016936079.1|DSUZ	LOC117567303|XP_034103079.1|DALB
OG0006674	LOC108012890|XP_016933880.1|DSUZ	LOC117568656|XP_034105344.1|DALB
OG0006675	LOC108020027|XP_016943602.1|DSUZ	LOC117571837|XP_034110115.1|DALB
OG0006676	LOC108005793|XP_016924611.1|DSUZ	LOC117569092|XP_034106001.1|DALB
OG0006677	LOC108012963|XP_016934005.1|DSUZ	LOC117569506|XP_034106579.1|DALB
OG0006678	LOC108012843|XP_016933798.1|DSUZ	LOC117571822|XP_034110084.1|DALB
OG0006679	LOC108013602|XP_016935028.1|DSUZ	LOC117567821|XP_034103953.1|DALB
OG0006680	LOC108015456|XP_036675295.1|DSUZ	LOC117573585|XP_034112767.1|DALB
OG0006681	LOC108005873|XP_036670742.1|DSUZ	LOC117572286|XP_034110885.1|DALB
OG0006682	LOC108011447|XP_036671494.1|DSUZ	LOC117572287|XP_034110886.1|DALB
OG0006683	LOC108011431|XP_036672089.1|DSUZ	LOC117570299|XP_034107715.1|DALB
OG0006684	LOC108012962|XP_016934003.1|DSUZ	LOC117569503|XP_034106577.1|DALB
OG0006685	LOC108009946|XP_016930181.1|DSUZ	LOC117572131|XP_034110656.1|DALB
OG0006686	LOC108013010|XP_016934086.1|DSUZ	LOC117570459|XP_034108007.1|DALB
OG0006687	LOC108004856|XP_016923426.1|DSUZ	LOC117576639|XP_034117460.1|DALB
OG0006688	LOC108012520|XP_016933421.1|DSUZ	LOC117569758|XP_034106941.1|DALB
OG0006689	LOC108013503|XP_016934878.1|DSUZ	LOC117572534|XP_034111290.1|DALB
OG0006690	LOC108019990|XP_036673826.1|DSUZ, LOC118878590|XP_036677523.1|DSUZ	LOC117575686|XP_034115886.1|DALB
OG0006691	LOC108012985|XP_036670392.1|DSUZ	LOC117571574|XP_034109678.1|DALB
OG0006692	LOC108013354|XP_016934661.1|DSUZ	LOC117570671|XP_034108360.1|DALB
OG0006693	LOC108007161|XP_016926267.1|DSUZ	LOC117567519|XP_034103455.1|DALB
OG0006694	LOC108016914|XP_016939324.2|DSUZ	LOC117573384|XP_034112508.1|DALB
OG0006695	LOC108012350|XP_016933191.1|DSUZ	LOC117571509|XP_034109572.1|DALB
OG0006696	LOC108016099|XP_036677466.1|DSUZ	LOC117564844|XP_034099668.1|DALB
OG0006697	LOC108013157|XP_016934338.1|DSUZ	LOC117569139|XP_034106058.1|DALB
OG0006698	LOC108005641|XP_016924444.2|DSUZ	LOC117572687|XP_034111623.1|DALB
OG0006699	LOC108007102|XP_036671478.1|DSUZ	LOC117567045|XP_034102647.1|DALB
OG0006700	LOC108013207|XP_016934412.1|DSUZ	LOC117571047|XP_034108906.1|DALB
OG0006701	LOC108008434|XP_016927772.1|DSUZ	LOC117568232|XP_034104597.1|DALB
OG0006702	LOC108012856|XP_016933811.1|DSUZ	LOC117570389|XP_034107893.1|DALB
OG0006703	LOC108006670|XP_036671758.1|DSUZ	LOC117569563|XP_034106672.1|DALB
OG0006704	LOC108006671|XP_016925698.1|DSUZ	LOC117569567|XP_034106680.1|DALB
OG0006705	LOC108009477|XP_016929346.1|DSUZ	LOC117566643|XP_034102076.1|DALB
OG0006706	LOC108010248|XP_016930591.1|DSUZ	LOC117569800|XP_034107004.1|DALB
OG0006707	LOC108010016|XP_016930300.1|DSUZ	LOC117571578|XP_034109681.1|DALB
OG0006708	LOC108015004|XP_016936720.1|DSUZ	LOC117577540|XP_034118259.1|DALB
OG0006709	LOC108005160|XP_016923824.1|DSUZ	LOC117563859|XP_034098327.1|DALB
OG0006710	LOC108013141|XP_036670409.1|DSUZ	LOC117569581|XP_034106696.1|DALB
OG0006711	LOC108012225|XP_036670408.1|DSUZ	LOC117571063|XP_034108922.1|DALB
OG0006712	LOC108012321|XP_036671005.1|DSUZ	LOC117566340|XP_034101704.1|DALB
OG0006713	LOC108013297|XP_016934574.1|DSUZ	LOC117569871|XP_034107102.1|DALB
OG0006714	LOC108013295|XP_016934572.1|DSUZ	LOC117569870|XP_034107101.1|DALB
OG0006715	LOC108013400|XP_016934743.1|DSUZ	LOC117566932|XP_034102445.1|DALB
OG0006716	LOC108020892|XP_016944791.1|DSUZ	LOC117566140|XP_034101514.1|DALB
OG0006717	LOC108011738|XP_016932451.2|DSUZ	LOC117570252|XP_034107655.1|DALB
OG0006718	LOC108011759|XP_016932479.1|DSUZ	LOC117567572|XP_034103534.1|DALB
OG0006719	LOC108006843|XP_016925882.1|DSUZ	LOC117571667|XP_034109798.1|DALB
OG0006720	LOC108019418|XP_036672148.1|DSUZ	LOC117571857|XP_034110143.1|DALB
OG0006721	LOC108013424|XP_016934777.1|DSUZ	LOC117570092|XP_034107429.1|DALB
OG0006722	LOC108011308|XP_036672013.1|DSUZ	LOC117569425|XP_034106475.1|DALB
OG0006723	LOC108021388|XP_016945575.1|DSUZ	LOC117565038|XP_034099877.1|DALB
OG0006724	LOC108011496|XP_036673950.1|DSUZ	LOC117573908|XP_034113307.1|DALB
OG0006725	LOC108011490|XP_016932128.2|DSUZ	LOC117575575|XP_034115730.1|DALB
OG0006726	LOC108017498|XP_016940041.1|DSUZ	LOC117574337|XP_034114049.1|DALB
OG0006727	LOC108011533|XP_036673969.1|DSUZ	LOC117575573|XP_034115728.1|DALB
OG0006729	LOC108009253|XP_016928924.1|DSUZ	LOC117568036|XP_034104269.1|DALB
OG0006730	LOC108009251|XP_016928922.1|DSUZ	LOC117568035|XP_034104268.1|DALB
OG0006731	LOC108020951|XP_016944882.1|DSUZ	LOC117563258|XP_034097371.1|DALB
OG0006732	LOC108012615|XP_016933524.1|DSUZ	LOC117567957|XP_034104150.1|DALB
OG0006733	LOC108012625|XP_016933536.1|DSUZ	LOC117571635|XP_034109751.1|DALB
OG0006734	LOC108013285|XP_016934547.1|DSUZ	LOC117571387|XP_034109397.1|DALB
OG0006735	LOC108013185|XP_016934375.1|DSUZ	LOC117572555|XP_034111318.1|DALB
OG0006736	LOC108014462|XP_016936073.1|DSUZ	LOC117567305|XP_034103081.1|DALB
OG0006737	LOC108004796|XP_016923337.1|DSUZ	LOC117567952|XP_034104142.1|DALB
OG0006738	LOC108019854|XP_016943386.1|DSUZ	LOC117568964|XP_034105813.1|DALB
OG0006739	LOC108011442|XP_016932067.1|DSUZ	LOC117571199|XP_034109134.1|DALB
OG0006740	LOC108013276|XP_016934536.1|DSUZ	LOC117568288|XP_034104696.1|DALB
OG0006741	LOC108013275|XP_016934534.1|DSUZ	LOC117568284|XP_034104689.1|DALB
OG0006742	LOC108014584|XP_016936233.2|DSUZ	LOC117575000|XP_034114966.1|DALB
OG0006743	LOC108020911|XP_016944822.1|DSUZ	LOC117564121|XP_034098669.1|DALB
OG0006744	LOC108013430|XP_016934783.1|DSUZ	LOC117567512|XP_034103446.1|DALB
OG0006745	LOC108007373|XP_036673756.1|DSUZ	LOC117573826|XP_034113144.1|DALB
OG0006746	LOC108013239|XP_016934465.1|DSUZ	LOC117568262|XP_034104639.1|DALB
OG0006747	LOC108013508|XP_016934884.1|DSUZ	LOC117569969|XP_034107237.1|DALB
OG0006748	LOC108015322|XP_016937207.1|DSUZ	LOC117571576|XP_034109683.1|DALB
OG0006749	LOC108013250|XP_016934486.1|DSUZ	LOC117569966|XP_034107230.1|DALB
OG0006750	LOC108005188|XP_016923861.1|DSUZ	LOC117564195|XP_034098763.1|DALB
OG0006752	LOC108011842|XP_016932569.1|DSUZ	LOC117569799|XP_034107003.1|DALB
OG0006753	LOC108011860|XP_016932589.2|DSUZ	LOC117572367|XP_034111025.1|DALB
OG0006754	LOC108012930|XP_016933953.1|DSUZ	LOC117569752|XP_034106934.1|DALB
OG0006755	LOC108013417|XP_016934764.1|DSUZ	LOC117568917|XP_034105718.1|DALB
OG0006756	LOC108013580|XP_036671533.1|DSUZ	LOC117569743|XP_034106919.1|DALB
OG0006757	LOC108012698|XP_016933615.1|DSUZ	LOC117569765|XP_034106950.1|DALB
OG0006758	LOC108013150|XP_016934329.1|DSUZ	LOC117566947|XP_034102471.1|DALB
OG0006759	LOC108013148|XP_016934325.1|DSUZ	LOC117566946|XP_034102469.1|DALB
OG0006760	LOC108012304|XP_036671039.1|DSUZ	LOC117570959|XP_034108791.1|DALB
OG0006761	LOC108014356|XP_016935930.1|DSUZ	LOC117575347|XP_034115403.1|DALB
OG0006762	LOC108015221|XP_016937052.1|DSUZ	LOC117576853|XP_034117841.1|DALB
OG0006763	LOC108018245|XP_016941261.1|DSUZ	LOC117572715|XP_034111669.1|DALB
OG0006764	LOC108009413|XP_016929222.1|DSUZ	LOC117572152|XP_034110682.1|DALB
OG0006765	LOC108018233|XP_016941248.1|DSUZ	LOC117572716|XP_034111670.1|DALB
OG0006766	LOC108011046|XP_016931593.1|DSUZ	LOC117572750|XP_034111717.1|DALB
OG0006767	LOC108013513|XP_016934894.1|DSUZ	LOC117570338|XP_034107784.1|DALB
OG0006768	LOC108013512|XP_016934889.1|DSUZ	LOC117570337|XP_034107780.1|DALB
OG0006769	LOC108012399|XP_016933248.1|DSUZ	LOC117570175|XP_034107542.1|DALB
OG0006770	LOC108011416|XP_036670966.1|DSUZ	LOC117570095|XP_034107438.1|DALB
OG0006772	LOC108009066|XP_016928567.1|DSUZ	LOC117571246|XP_034109191.1|DALB
OG0006773	LOC108007152|XP_016926244.1|DSUZ	LOC117572269|XP_034110863.1|DALB
OG0006774	LOC108010678|XP_016931072.2|DSUZ	LOC117567650|XP_034103652.1|DALB
OG0006775	LOC108006821|XP_036671799.1|DSUZ	LOC117567190|XP_034102907.1|DALB
OG0006776	LOC108011858|XP_016932587.2|DSUZ	LOC117568690|XP_034105391.1|DALB
OG0006777	LOC118877375|XP_036671806.1|DSUZ	LOC117568692|XP_034105393.1|DALB
OG0006778	LOC108012573|XP_016933477.2|DSUZ	LOC117568757|XP_034105482.1|DALB
OG0006779	LOC108012814|XP_016933742.1|DSUZ	LOC117572597|XP_034111397.1|DALB
OG0006780	LOC108005828|XP_036671246.1|DSUZ	LOC117569141|XP_034106062.1|DALB
OG0006781	LOC108013362|XP_016934674.1|DSUZ	LOC117568121|XP_034104416.1|DALB
OG0006782	LOC108012905|XP_016933905.1|DSUZ	LOC117568090|XP_034104359.1|DALB
OG0006783	LOC108017934|XP_016940616.1|DSUZ	LOC117572421|XP_034111099.1|DALB
OG0006784	LOC108020205|XP_016943806.1|DSUZ	LOC117567363|XP_034103194.1|DALB
OG0006785	LOC108010042|XP_016930340.1|DSUZ	LOC117571975|XP_034110371.1|DALB
OG0006786	LOC108018169|XP_016941153.1|DSUZ	LOC117570530|XP_034108126.1|DALB
OG0006787	LOC108010708|XP_016931110.1|DSUZ	LOC117567589|XP_034103561.1|DALB
OG0006788	LOC108010710|XP_016931114.2|DSUZ	LOC117567593|XP_034103568.1|DALB
OG0006789	LOC108005309|XP_016924008.1|DSUZ	LOC117567358|XP_034103191.1|DALB
OG0006790	LOC108021517|XP_016945763.1|DSUZ	LOC117564695|XP_034099459.1|DALB
OG0006791	LOC108012915|XP_016933926.1|DSUZ	LOC117567084|XP_034102730.1|DALB
OG0006792	LOC108012542|XP_016933446.1|DSUZ	LOC117567243|XP_034102982.1|DALB
OG0006793	LOC108012493|XP_016933390.1|DSUZ	LOC117572299|XP_034110902.1|DALB
OG0006794	LOC108018160|XP_016941125.1|DSUZ	LOC117572204|XP_034110760.1|DALB
OG0006795	LOC108011832|XP_036671169.1|DSUZ	LOC117566390|XP_034101789.1|DALB
OG0006796	LOC118877356|XP_036671707.1|DSUZ	LOC117571459|XP_034109501.1|DALB
OG0006798	LOC108012808|XP_016933735.1|DSUZ	LOC117572520|XP_034111271.1|DALB
OG0006799	LOC108012972|XP_016934025.1|DSUZ	LOC117571497|XP_034109554.1|DALB
OG0006800	LOC108012920|XP_016933933.1|DSUZ	LOC117571927|XP_034110300.1|DALB
OG0006801	LOC108015038|XP_016936759.1|DSUZ	LOC117578247|XP_034119558.1|DALB
OG0006802	LOC108018116|XP_016941031.1|DSUZ	LOC117568600|XP_034105242.1|DALB
OG0006803	LOC108008841|XP_016928235.1|DSUZ	LOC117572431|XP_034111148.1|DALB
OG0006804	LOC108012376|XP_016933220.1|DSUZ	LOC117567285|XP_034103044.1|DALB
OG0006805	LOC108019867|XP_016943412.1|DSUZ	LOC117572689|XP_034111624.1|DALB
OG0006806	LOC108018834|XP_036670913.1|DSUZ	LOC117567910|XP_034104079.1|DALB
OG0006807	LOC108010674|XP_016931065.2|DSUZ	LOC117569558|XP_034106665.1|DALB
OG0006808	LOC108008290|XP_016927590.1|DSUZ	LOC117568860|XP_034105638.1|DALB
OG0006809	LOC108007121|XP_036670456.1|DSUZ	LOC117571487|XP_034109544.1|DALB
OG0006810	LOC108007483|XP_036671100.1|DSUZ	LOC117568066|XP_034104315.1|DALB
OG0006811	LOC108020310|XP_016943931.1|DSUZ	LOC117575336|XP_034115384.1|DALB
OG0006812	LOC108013397|XP_016934739.2|DSUZ	LOC117572069|XP_034110540.1|DALB
OG0006813	LOC108017512|XP_016940065.1|DSUZ	LOC117572519|XP_034111266.1|DALB
OG0006814	LOC108013230|XP_016934448.1|DSUZ	LOC117571572|XP_034109673.1|DALB
OG0006815	LOC108007183|XP_016926308.2|DSUZ	LOC117568758|XP_034105483.1|DALB
OG0006816	LOC108007069|XP_036671033.1|DSUZ	LOC117572176|XP_034110718.1|DALB
OG0006817	LOC108012645|XP_016933560.1|DSUZ	LOC117569880|XP_034107110.1|DALB
OG0006818	LOC108012334|XP_016933122.2|DSUZ	LOC117572505|XP_034111248.1|DALB
OG0006819	LOC108010672|XP_016931062.1|DSUZ	LOC117567510|XP_034103442.1|DALB
OG0006820	LOC108010663|XP_016931052.2|DSUZ	LOC117568023|XP_034104243.1|DALB
OG0006821	LOC108021136|XP_016945182.1|DSUZ	LOC117564130|XP_034098681.1|DALB
OG0006822	LOC108008384|XP_016927716.1|DSUZ	LOC117570133|XP_034107489.1|DALB
OG0006823	LOC108006681|XP_016925708.1|DSUZ	LOC117571134|XP_034109027.1|DALB
OG0006824	LOC108012527|XP_016933430.1|DSUZ	LOC117568904|XP_034105699.1|DALB
OG0006825	LOC108006698|XP_036671583.1|DSUZ	LOC117567619|XP_034103601.1|DALB
OG0006826	LOC108019472|XP_036671978.1|DSUZ	LOC117567375|XP_034103209.1|DALB
OG0006827	LOC108017108|XP_016939555.1|DSUZ	LOC117575261|XP_034115287.1|DALB
OG0006828	LOC108021688|XP_016946001.1|DSUZ	LOC117565590|XP_034100680.1|DALB
OG0006829	LOC108011423|XP_016932037.2|DSUZ	LOC117569875|XP_034107104.1|DALB
OG0006830	LOC108013007|XP_016934083.1|DSUZ	LOC117568986|XP_034105848.1|DALB
OG0006831	LOC108012349|XP_016933189.1|DSUZ	LOC117571507|XP_034109569.1|DALB
OG0006832	LOC108013558|XP_016934961.1|DSUZ	LOC117569919|XP_034107156.1|DALB
OG0006833	LOC108013107|XP_016934243.1|DSUZ	LOC117570477|XP_034108052.1|DALB
OG0006834	LOC108018576|XP_016941622.1|DSUZ	LOC117568153|XP_034104461.1|DALB
OG0006835	LOC108012849|XP_016933804.1|DSUZ	LOC117566878|XP_034102378.1|DALB
OG0006836	LOC108012558|XP_016933460.1|DSUZ	LOC117571368|XP_034109374.1|DALB
OG0006837	LOC108020066|XP_016943654.1|DSUZ	LOC117567598|XP_034103574.1|DALB
OG0006838	LOC108012992|XP_016934052.1|DSUZ	LOC117569319|XP_034106334.1|DALB
OG0006839	LOC108020062|XP_016943650.1|DSUZ	LOC117571615|XP_034109727.1|DALB
OG0006840	LOC108021104|XP_016945123.1|DSUZ	LOC117563362|XP_034097548.1|DALB
OG0006841	LOC108019503|XP_036670736.1|DSUZ	LOC117569400|XP_034106426.1|DALB
OG0006842	LOC108011800|XP_036671963.1|DSUZ	LOC117570916|XP_034108715.1|DALB
OG0006843	LOC108016670|XP_016938875.1|DSUZ	LOC117577909|XP_034118797.1|DALB
OG0006844	LOC108020557|XP_016944390.2|DSUZ	LOC117575647|XP_034115820.1|DALB
OG0006845	LOC108006851|XP_016925892.1|DSUZ	LOC117567487|XP_034103408.1|DALB
OG0006846	LOC108012474|XP_016933355.1|DSUZ	LOC117570931|XP_034108750.1|DALB
OG0006847	LOC108013452|XP_016934818.2|DSUZ	LOC117569078|XP_034105984.1|DALB
OG0006848	LOC108008617|XP_016927987.1|DSUZ	LOC117570100|XP_034107447.1|DALB
OG0006849	LOC108013473|XP_016934844.1|DSUZ	LOC117569014|XP_034105892.1|DALB
OG0006850	LOC108013497|XP_036671323.1|DSUZ	LOC117571397|XP_034109410.1|DALB
OG0006851	LOC108013573|XP_036671569.1|DSUZ	LOC117572015|XP_034110438.1|DALB
OG0006852	LOC108009815|XP_016929985.1|DSUZ	LOC117567628|XP_034103612.1|DALB
OG0006853	LOC108012720|XP_016933638.1|DSUZ	LOC117572091|XP_034110578.1|DALB
OG0006854	LOC108008362|XP_016927688.1|DSUZ	LOC117570820|XP_034108573.1|DALB
OG0006855	LOC108011732|XP_036670946.1|DSUZ	LOC117567397|XP_034103245.1|DALB
OG0006856	LOC108017990|XP_036670217.1|DSUZ	LOC117567089|XP_034102738.1|DALB
OG0006857	LOC108005676|XP_036668867.1|DSUZ	LOC117566655|XP_034102090.1|DALB
OG0006858	LOC108007589|XP_036670872.1|DSUZ	LOC117570352|XP_034107802.1|DALB
OG0006859	LOC108009065|XP_016928564.1|DSUZ	LOC117566925|XP_034102435.1|DALB
OG0006860	LOC108009252|XP_016928923.1|DSUZ	LOC117568856|XP_034105626.1|DALB
OG0006861	LOC108019865|XP_016943406.1|DSUZ	LOC117571074|XP_034108936.1|DALB
OG0006862	LOC108013499|XP_016934871.1|DSUZ	LOC117569636|XP_034106766.1|DALB
OG0006863	LOC108010427|XP_016930776.1|DSUZ	LOC117578093|XP_034119154.1|DALB
OG0006864	LOC108019785|XP_016943266.1|DSUZ	LOC117566821|XP_034102275.1|DALB
OG0006865	LOC108014859|XP_036674439.1|DSUZ	LOC117575671|XP_034115849.1|DALB
OG0006866	LOC108010058|XP_016930359.1|DSUZ	LOC117566691|XP_034102129.1|DALB
