Orthogroup	DSUZ.longest_only	BCOP.longest_only
OG0004057	LOC108012235|XP_016933021.2|DSUZ	LOC119068915|XP_037028676.1|BCOP
OG0004058	LOC108007167|XP_016926276.1|DSUZ	LOC119072725|XP_037033897.1|BCOP
OG0004059	LOC118877568|XP_036672684.1|DSUZ, LOC108014873|XP_036674945.1|DSUZ	LOC119074734|XP_037036897.1|BCOP
OG0004060	LOC108006050|XP_036674318.1|DSUZ	LOC119084501|XP_037050415.1|BCOP
OG0004061	LOC108005118|XP_036676952.1|DSUZ	LOC119075241|XP_037037531.1|BCOP
OG0004062	LOC108013433|XP_016934789.1|DSUZ	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP
OG0004063	LOC108016928|XP_016939345.1|DSUZ	LOC119073988|XP_037035800.1|BCOP
OG0004064	LOC108013775|XP_016935226.1|DSUZ	LOC119079891|XP_037043872.1|BCOP
OG0004065	LOC108009082|XP_036669330.1|DSUZ	LOC119085542|XP_037051850.1|BCOP
OG0004066	LOC108009020|XP_016928481.1|DSUZ	LOC119085498|XP_037051808.1|BCOP
OG0004067	LOC108005467|XP_016924251.1|DSUZ	LOC119071950|XP_037032977.1|BCOP
OG0004068	LOC108016374|XP_016938507.2|DSUZ	LOC119085721|XP_037052064.1|BCOP, LOC119074473|XP_037036510.1|BCOP
OG0004069	LOC108016372|XP_036672952.1|DSUZ	LOC119074472|XP_037036509.1|BCOP
OG0004070	LOC108011805|XP_016932532.2|DSUZ	LOC119067750|XP_037026774.1|BCOP
OG0004071	LOC108013405|XP_016934748.1|DSUZ	LOC119077773|XP_037040977.1|BCOP
OG0004072	LOC108013406|XP_016934750.1|DSUZ	LOC119077775|XP_037040980.1|BCOP
OG0004073	LOC108016901|XP_016939306.1|DSUZ	LOC119073845|XP_037035583.1|BCOP
OG0004074	LOC108010034|XP_016930329.1|DSUZ	LOC119082860|XP_037048417.1|BCOP
OG0004075	LOC108019731|XP_016943146.1|DSUZ	LOC119072244|XP_037033319.1|BCOP
OG0004076	LOC108019729|XP_016943138.1|DSUZ	LOC119066171|XP_037024363.1|BCOP
OG0004077	LOC108011941|XP_016932679.1|DSUZ	LOC119067377|XP_037026196.1|BCOP
OG0004078	LOC108014064|XP_016935572.2|DSUZ	LOC119076887|XP_037039786.1|BCOP
OG0004079	LOC108021818|XP_016946111.1|DSUZ	LOC119077638|XP_037040754.1|BCOP
OG0004080	LOC108018185|XP_016941178.1|DSUZ	LOC119085856|XP_037052262.1|BCOP
OG0004081	LOC108009316|XP_016929066.1|DSUZ	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP
OG0004082	LOC108008096|XP_016927374.2|DSUZ	LOC119076714|XP_037039527.1|BCOP
OG0004083	LOC108015778|XP_016937820.1|DSUZ	LOC119078791|XP_037042399.1|BCOP
OG0004084	LOC108010673|XP_036672163.1|DSUZ	LOC119076804|XP_037039664.1|BCOP
OG0004085	LOC108015676|XP_016937677.2|DSUZ	LOC119085738|XP_037052104.1|BCOP
OG0004086	LOC108020143|XP_036673589.1|DSUZ	LOC119081628|XP_037046574.1|BCOP
OG0004087	LOC108004650|XP_016923089.1|DSUZ	LOC119076013|XP_037038499.1|BCOP
OG0004088	LOC108016162|XP_036675519.1|DSUZ	LOC119068153|XP_037027519.1|BCOP
OG0004089	LOC108004686|XP_036676989.1|DSUZ	LOC119085200|XP_037051443.1|BCOP
OG0004090	LOC108017588|XP_036673426.1|DSUZ	LOC119074294|XP_037036205.1|BCOP
OG0004091	LOC108014162|XP_016935685.1|DSUZ	LOC119073779|XP_037035353.1|BCOP
OG0004092	LOC108016899|XP_016939300.1|DSUZ	LOC119075018|XP_037037321.1|BCOP
OG0004094	LOC108018943|XP_016942030.1|DSUZ	LOC119074513|XP_037036570.1|BCOP
OG0004095	LOC108007249|XP_016926376.2|DSUZ	LOC119077702|XP_037040871.1|BCOP
OG0004096	LOC108020158|XP_016943748.1|DSUZ	LOC119080038|XP_037044125.1|BCOP
OG0004097	LOC108011256|XP_016931852.2|DSUZ	LOC119084221|XP_037050015.1|BCOP
OG0004098	LOC108015682|XP_016937688.2|DSUZ	LOC119084218|XP_037050009.1|BCOP
OG0004099	LOC108005934|XP_036674985.1|DSUZ	LOC119074972|XP_037037266.1|BCOP
OG0004100	LOC108005921|XP_036675128.1|DSUZ	LOC119076730|XP_037039538.1|BCOP
OG0004101	LOC108007314|XP_016926450.2|DSUZ	LOC119082202|XP_037047531.1|BCOP
OG0004102	LOC108005925|XP_036675122.1|DSUZ	LOC119076731|XP_037039542.1|BCOP
OG0004103	LOC118878100|XP_036675335.1|DSUZ	LOC119068568|XP_037028108.1|BCOP
OG0004104	LOC108007800|XP_036674608.1|DSUZ	LOC119084002|XP_037049709.1|BCOP
OG0004105	LOC108013774|XP_016935225.1|DSUZ	LOC119076006|XP_037038481.1|BCOP
OG0004106	LOC108006890|XP_016925965.2|DSUZ	LOC119074390|XP_037036404.1|BCOP
OG0004107	LOC108013603|XP_016935029.1|DSUZ	LOC119074389|XP_037036403.1|BCOP
OG0004108	LOC108011494|XP_016932133.2|DSUZ	LOC119074849|XP_037037058.1|BCOP
OG0004109	LOC108017589|XP_036673427.1|DSUZ	LOC119070070|XP_037030266.1|BCOP
OG0004110	LOC118878966|XP_036677828.1|DSUZ, LOC108007432|XP_016926578.1|DSUZ	LOC119084405|XP_037050267.1|BCOP
OG0004111	LOC108019977|XP_036674272.1|DSUZ	LOC119084347|XP_037050183.1|BCOP
OG0004112	LOC108014078|XP_036675532.1|DSUZ	LOC119071187|XP_037031856.1|BCOP
OG0004113	LOC108011229|XP_016931821.1|DSUZ	LOC119071145|XP_037031772.1|BCOP
OG0004114	LOC108019069|XP_036675846.1|DSUZ	LOC119077606|XP_037040715.1|BCOP
OG0004115	LOC108019066|XP_016942196.1|DSUZ	LOC119077613|XP_037040725.1|BCOP
OG0004116	LOC108019983|XP_016943557.2|DSUZ	LOC119082208|XP_037047548.1|BCOP
OG0004117	LOC108011394|XP_016932003.2|DSUZ	LOC119076786|XP_037039641.1|BCOP
OG0004118	LOC108009190|XP_016928830.1|DSUZ	LOC119081904|XP_037047032.1|BCOP
OG0004119	LOC108018590|XP_016941638.2|DSUZ	LOC119071602|XP_037032448.1|BCOP
OG0004120	LOC108006433|XP_016925445.2|DSUZ	LOC119084834|XP_037050818.1|BCOP
OG0004122	LOC108004913|XP_016923488.1|DSUZ	LOC119084349|XP_037050186.1|BCOP
OG0004123	LOC118877993|XP_036674831.1|DSUZ, LOC108014871|XP_036672560.1|DSUZ	LOC119074601|XP_037036747.1|BCOP
OG0004124	LOC108005134|XP_036676977.1|DSUZ	LOC119074769|XP_037036933.1|BCOP
OG0004125	LOC108019308|XP_016942617.1|DSUZ	LOC119076777|XP_037039628.1|BCOP
OG0004126	LOC108019299|XP_036675331.1|DSUZ	LOC119076780|XP_037039631.1|BCOP
OG0004127	LOC108021165|XP_016945236.1|DSUZ, LOC108010872|XP_016931342.1|DSUZ	LOC119068131|XP_037027488.1|BCOP
OG0004128	LOC108012046|XP_036675499.1|DSUZ, LOC108012048|XP_016932817.1|DSUZ	LOC119077982|XP_037041258.1|BCOP
OG0004129	LOC108009373|XP_016929166.1|DSUZ	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP
OG0004130	LOC108015841|XP_036675779.1|DSUZ	LOC119076894|XP_037039795.1|BCOP
OG0004131	LOC108014804|XP_036673550.1|DSUZ	LOC119076701|XP_037039508.1|BCOP
OG0004132	LOC108007107|XP_036671564.1|DSUZ	LOC119084158|XP_037049904.1|BCOP
OG0004133	LOC108021247|XP_016945349.1|DSUZ	LOC119076485|XP_037039165.1|BCOP
OG0004134	LOC108006630|XP_036673211.1|DSUZ	LOC119071548|XP_037032349.1|BCOP
OG0004135	LOC108014325|XP_036674777.1|DSUZ, LOC108006127|XP_036672500.1|DSUZ	LOC119077844|XP_037041058.1|BCOP
OG0004136	LOC108016363|XP_016938485.2|DSUZ, LOC118878075|XP_036675202.1|DSUZ	LOC119077670|XP_037040809.1|BCOP
OG0004137	LOC108008807|XP_016928201.1|DSUZ	LOC119074117|XP_037035979.1|BCOP
OG0004138	LOC108005630|XP_016924430.2|DSUZ	LOC119074347|XP_037036337.1|BCOP
OG0004139	LOC108019097|XP_016942279.1|DSUZ	LOC119074341|XP_037036329.1|BCOP
OG0004140	LOC108016635|XP_016938821.1|DSUZ	LOC119071454|XP_037032201.1|BCOP
OG0004141	LOC108009696|XP_016929743.1|DSUZ	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP
OG0004142	LOC108005167|XP_016923831.1|DSUZ	LOC119074583|XP_037036711.1|BCOP
OG0004143	LOC108018671|XP_036672665.1|DSUZ, LOC118878658|XP_036677593.1|DSUZ	LOC119077905|XP_037041173.1|BCOP
OG0004144	LOC108021608|XP_016945897.1|DSUZ	LOC119077842|XP_037041056.1|BCOP
OG0004145	LOC108013199|XP_016934397.1|DSUZ	LOC119073999|XP_037035827.1|BCOP
OG0004146	LOC108014582|XP_016936231.2|DSUZ	LOC119076775|XP_037039625.1|BCOP
OG0004147	LOC108021412|XP_016945612.1|DSUZ	LOC119073948|XP_037035733.1|BCOP
OG0004148	LOC108008055|XP_036672771.1|DSUZ	LOC119084368|XP_037050212.1|BCOP
OG0004149	LOC108016359|XP_036672767.1|DSUZ, LOC118878050|XP_036675116.1|DSUZ	LOC119084384|XP_037050241.1|BCOP
OG0004150	LOC108004905|XP_016923479.2|DSUZ	LOC119083220|XP_037048784.1|BCOP
OG0004151	LOC108010848|XP_016931309.2|DSUZ	LOC119085321|XP_037051597.1|BCOP
OG0004152	LOC108016263|XP_036675172.1|DSUZ	LOC119076165|XP_037038745.1|BCOP
OG0004153	LOC108009545|XP_016929476.1|DSUZ	LOC119067484|XP_037026384.1|BCOP
OG0004154	LOC108014335|XP_016935902.1|DSUZ	LOC119067808|XP_037026856.1|BCOP
OG0004155	LOC108014583|XP_016936232.2|DSUZ	LOC119075894|XP_037038366.1|BCOP
OG0004156	LOC108014156|XP_036674026.1|DSUZ	LOC119067292|XP_037026077.1|BCOP
OG0004157	LOC108015288|XP_016937150.1|DSUZ	LOC119068913|XP_037028671.1|BCOP
OG0004158	LOC108012587|XP_016933493.1|DSUZ	LOC119084131|XP_037049877.1|BCOP
OG0004159	LOC108007939|XP_016927199.1|DSUZ	LOC119076874|XP_037039778.1|BCOP
OG0004160	LOC108013243|XP_016934479.1|DSUZ	LOC119082221|XP_037047570.1|BCOP
OG0004161	LOC108008024|XP_016927296.2|DSUZ, LOC108012127|XP_036674211.1|DSUZ	LOC119070675|XP_037031013.1|BCOP
OG0004162	LOC108016436|XP_016938576.2|DSUZ	LOC119077700|XP_037040867.1|BCOP
OG0004163	LOC108010597|XP_016930975.2|DSUZ	LOC119084103|XP_037049852.1|BCOP
OG0004164	LOC108011645|XP_036673661.1|DSUZ	LOC119075714|XP_037038133.1|BCOP
OG0004165	LOC108009797|XP_016929948.1|DSUZ	LOC119076866|XP_037039768.1|BCOP
OG0004166	LOC108010063|XP_016930365.1|DSUZ	LOC119068770|XP_037028423.1|BCOP
OG0004167	LOC108007048|XP_016926144.2|DSUZ	LOC119084395|XP_037050255.1|BCOP
OG0004168	LOC108011524|XP_036673992.1|DSUZ	LOC119084400|XP_037050262.1|BCOP
OG0004169	LOC108004767|XP_036677071.1|DSUZ	LOC119075869|XP_037038324.1|BCOP
OG0004170	LOC108004637|XP_016923075.1|DSUZ	LOC119075877|XP_037038335.1|BCOP
OG0004171	LOC108021822|XP_016946114.1|DSUZ	LOC119075874|XP_037038333.1|BCOP
OG0004172	LOC108006308|XP_016925286.1|DSUZ	LOC119075946|XP_037038404.1|BCOP
OG0004173	LOC108008609|XP_016927979.1|DSUZ	LOC119071958|XP_037032985.1|BCOP
OG0004174	LOC108019735|XP_016943153.1|DSUZ	LOC119071903|XP_037032910.1|BCOP
OG0004175	LOC108010187|XP_016930519.1|DSUZ	LOC119071787|XP_037032743.1|BCOP
OG0004176	LOC108013278|XP_016934538.1|DSUZ	LOC119085409|XP_037051711.1|BCOP
OG0004177	LOC108014157|XP_036673967.1|DSUZ	LOC119083046|XP_037048562.1|BCOP
OG0004178	LOC118878142|XP_036675685.1|DSUZ, LOC108012034|XP_036674138.1|DSUZ	LOC119076806|XP_037039672.1|BCOP
OG0004179	LOC108016847|XP_016939196.1|DSUZ	LOC119078074|XP_037041425.1|BCOP
OG0004180	LOC108015591|XP_036672538.1|DSUZ	LOC119070257|XP_037030419.1|BCOP
OG0004181	LOC108011897|XP_016932635.2|DSUZ	LOC119066937|XP_037025549.1|BCOP
OG0004182	LOC108013269|XP_016934520.1|DSUZ	LOC119070100|XP_037030314.1|BCOP
OG0004184	LOC108011874|XP_016932608.1|DSUZ	LOC119084284|XP_037050105.1|BCOP
OG0004185	LOC108011970|XP_016932719.1|DSUZ	LOC119075607|XP_037037979.1|BCOP
OG0004186	LOC108016779|XP_016939034.1|DSUZ	LOC119076706|XP_037039517.1|BCOP
OG0004187	LOC108019282|XP_016942585.1|DSUZ	LOC119076096|XP_037038646.1|BCOP
OG0004188	LOC108011515|XP_016932160.2|DSUZ	LOC119073151|XP_037034351.1|BCOP
OG0004189	LOC108011487|XP_016932125.2|DSUZ	LOC119073215|XP_037034423.1|BCOP
OG0004190	LOC108018438|XP_036675070.1|DSUZ	LOC119074308|XP_037036251.1|BCOP
OG0004191	LOC108017122|XP_016939574.1|DSUZ	LOC119074667|XP_037036844.1|BCOP
OG0004192	LOC118877582|XP_036672743.1|DSUZ	LOC119074603|XP_037036750.1|BCOP
OG0004193	LOC108018862|XP_016941940.2|DSUZ	LOC119073406|XP_037034740.1|BCOP
OG0004194	LOC108018634|XP_016941690.2|DSUZ	LOC119084017|XP_037049725.1|BCOP
OG0004195	LOC108005361|XP_016924099.1|DSUZ	LOC119074847|XP_037037056.1|BCOP
OG0004196	LOC108007210|XP_036674223.1|DSUZ	LOC119075873|XP_037038330.1|BCOP
OG0004197	LOC108010644|XP_016931032.2|DSUZ	LOC119076687|XP_037039486.1|BCOP
OG0004198	LOC108013800|XP_016935263.2|DSUZ	LOC119083010|XP_037048539.1|BCOP
OG0004199	LOC108012176|XP_036673811.1|DSUZ	LOC119068722|XP_037028348.1|BCOP
OG0004200	LOC108008268|XP_016927546.2|DSUZ	LOC119071893|XP_037032889.1|BCOP
OG0004201	LOC108007243|XP_036674210.1|DSUZ	LOC119084702|XP_037050674.1|BCOP
OG0004202	LOC108005978|XP_036673130.1|DSUZ	LOC119076094|XP_037038644.1|BCOP
OG0004203	LOC108014810|XP_036673551.1|DSUZ	LOC119076145|XP_037038718.1|BCOP
OG0004204	LOC108011384|XP_016931992.2|DSUZ	LOC119084827|XP_037050803.1|BCOP
OG0004205	LOC108013367|XP_016934675.1|DSUZ	LOC119078311|XP_037041712.1|BCOP
OG0004206	LOC108005058|XP_016923686.1|DSUZ, LOC118877681|XP_036673281.1|DSUZ	LOC119067713|XP_037026726.1|BCOP
OG0004207	LOC108005045|XP_016923672.1|DSUZ, LOC108005027|XP_016923651.2|DSUZ	LOC119075905|XP_037038377.1|BCOP
OG0004208	LOC108010608|XP_016930989.2|DSUZ	LOC119073278|XP_037034555.1|BCOP
OG0004209	LOC108011486|XP_016932124.2|DSUZ	LOC119067979|XP_037027220.1|BCOP
OG0004210	LOC108014418|XP_036672830.1|DSUZ	LOC119078714|XP_037042285.1|BCOP
OG0004211	LOC108020206|XP_016943813.1|DSUZ	LOC119072661|XP_037033814.1|BCOP
OG0004212	LOC108017493|XP_016940033.1|DSUZ	LOC119085786|XP_037052207.1|BCOP, LOC119077923|XP_037041199.1|BCOP
OG0004213	LOC108018520|XP_016941562.2|DSUZ	LOC119078042|XP_037041352.1|BCOP
OG0004214	LOC108008399|XP_016927733.1|DSUZ	LOC119071514|XP_037032284.1|BCOP
OG0004215	LOC108018068|XP_016940953.1|DSUZ	LOC119066063|XP_037024233.1|BCOP
OG0004216	LOC108012461|XP_016933338.1|DSUZ	LOC119084419|XP_037050288.1|BCOP
OG0004217	LOC108012392|XP_016933239.1|DSUZ	LOC119084415|XP_037050278.1|BCOP
OG0004218	LOC108016656|XP_016938854.1|DSUZ	LOC119076868|XP_037039771.1|BCOP
OG0004219	LOC108007984|XP_016927253.2|DSUZ	LOC119082203|XP_037047532.1|BCOP
OG0004220	LOC108014568|XP_036673373.1|DSUZ	LOC119084161|XP_037049909.1|BCOP
OG0004221	LOC108014420|XP_016936020.1|DSUZ	LOC119074651|XP_037036824.1|BCOP
OG0004222	LOC108014340|XP_036673846.1|DSUZ	LOC119074678|XP_037036857.1|BCOP
OG0004223	LOC108019288|XP_016942592.2|DSUZ	LOC119074429|XP_037036451.1|BCOP
OG0004224	LOC108016274|XP_036674891.1|DSUZ	LOC119068839|XP_037028539.1|BCOP
OG0004225	LOC108018921|XP_016942002.1|DSUZ	LOC119073154|XP_037034350.1|BCOP, LOC119073155|XP_037034352.1|BCOP
OG0004226	LOC108004949|XP_036673726.1|DSUZ	LOC119083011|XP_037048540.1|BCOP
OG0004227	LOC108014802|XP_036673548.1|DSUZ	LOC119066742|XP_037025264.1|BCOP
OG0004228	LOC108014803|XP_036673547.1|DSUZ	LOC119074799|XP_037036971.1|BCOP
OG0004229	LOC108018028|XP_016940883.1|DSUZ	LOC119071411|XP_037032184.1|BCOP
OG0004230	LOC108018855|XP_036675743.1|DSUZ	LOC119074842|XP_037037043.1|BCOP
OG0004231	LOC108010758|XP_036671504.1|DSUZ	LOC119068352|XP_037027815.1|BCOP
OG0004232	LOC108020018|XP_036671506.1|DSUZ	LOC119067142|XP_037025838.1|BCOP
OG0004233	LOC108020032|XP_016943610.1|DSUZ	LOC119066880|XP_037025463.1|BCOP
OG0004234	LOC108020043|XP_016943625.1|DSUZ	LOC119067155|XP_037025846.1|BCOP
OG0004235	LOC108015137|XP_016936893.1|DSUZ	LOC119069083|XP_037028861.1|BCOP
OG0004236	LOC108018623|XP_036673577.1|DSUZ	LOC119083057|XP_037048573.1|BCOP
OG0004237	LOC108019326|XP_036675077.1|DSUZ	LOC119075773|XP_037038219.1|BCOP
OG0004238	LOC108007383|XP_036675549.1|DSUZ	LOC119078029|XP_037041336.1|BCOP
OG0004239	LOC108014422|XP_016936022.2|DSUZ	LOC119084042|XP_037049770.1|BCOP
OG0004240	LOC108006952|XP_016926046.1|DSUZ	LOC119077967|XP_037041244.1|BCOP
OG0004241	LOC108018521|XP_016941563.2|DSUZ	LOC119081063|XP_037045674.1|BCOP, LOC119075628|XP_037038002.1|BCOP
OG0004242	LOC108011559|XP_016932216.2|DSUZ	LOC119073077|XP_037034284.1|BCOP, LOC119082173|XP_037047483.1|BCOP
OG0004243	LOC108014474|XP_016936091.2|DSUZ	LOC119075836|XP_037038283.1|BCOP
OG0004244	LOC108018636|XP_016941693.2|DSUZ	LOC119074658|XP_037036832.1|BCOP
OG0004245	LOC108013227|XP_016934445.1|DSUZ	LOC119072040|XP_037033054.1|BCOP
OG0004246	LOC108014501|XP_036670619.1|DSUZ	LOC119075612|XP_037037983.1|BCOP
OG0004247	LOC108016603|XP_016938782.1|DSUZ	LOC119083553|XP_037049166.1|BCOP
OG0004248	LOC108010198|XP_016930531.1|DSUZ	LOC119072378|XP_037033477.1|BCOP
OG0004249	LOC108013122|XP_016934286.1|DSUZ	LOC119081049|XP_037045649.1|BCOP
OG0004250	LOC108021233|XP_016945331.1|DSUZ	LOC119083469|XP_037049087.1|BCOP
OG0004251	LOC108016845|XP_036676220.1|DSUZ	LOC119074552|XP_037036627.1|BCOP
OG0004252	LOC108017489|XP_016940026.2|DSUZ	LOC119076947|XP_037039894.1|BCOP
OG0004253	LOC108018549|XP_016941591.2|DSUZ	LOC119081443|XP_037046272.1|BCOP, LOC119081446|XP_037046275.1|BCOP
OG0004254	LOC108014993|XP_016936704.1|DSUZ	LOC119068614|XP_037028169.1|BCOP
OG0004255	LOC108008532|XP_036668798.1|DSUZ	LOC119074925|XP_037037214.1|BCOP
OG0004256	LOC108008247|XP_036669602.1|DSUZ	LOC119079133|XP_037042856.1|BCOP, LOC119079064|XP_037042767.1|BCOP, LOC119074400|XP_037036416.1|BCOP, LOC119085383|XP_037051664.1|BCOP
OG0004257	LOC108015481|XP_016937400.2|DSUZ	LOC119066253|XP_037024484.1|BCOP
OG0004258	LOC108005016|XP_036673279.1|DSUZ	LOC119068934|XP_037028696.1|BCOP
OG0004259	LOC108017959|XP_016940717.1|DSUZ	LOC119085355|XP_037051626.1|BCOP
OG0004260	LOC108013793|XP_036675142.1|DSUZ	LOC119074318|XP_037036271.1|BCOP
OG0004261	LOC108016232|XP_036674894.1|DSUZ	LOC119068882|XP_037028638.1|BCOP
OG0004262	LOC108006403|XP_016925414.1|DSUZ	LOC119082214|XP_037047558.1|BCOP
OG0004263	LOC108010757|XP_036672648.1|DSUZ	LOC119075754|XP_037038186.1|BCOP
OG0004264	LOC108016089|XP_036674788.1|DSUZ	LOC119068390|XP_037027846.1|BCOP
OG0004265	LOC108017115|XP_016939565.1|DSUZ	LOC119078172|XP_037041541.1|BCOP
OG0004266	LOC118877689|XP_036673343.1|DSUZ	LOC119076566|XP_037039249.1|BCOP
OG0004267	LOC118877948|XP_036674583.1|DSUZ	LOC119076155|XP_037038734.1|BCOP
OG0004268	LOC108009776|XP_016929896.1|DSUZ	LOC119085216|XP_037051421.1|BCOP
OG0004269	LOC108009658|XP_016929666.1|DSUZ	LOC119082024|XP_037047238.1|BCOP
OG0004270	LOC108017927|XP_016940607.1|DSUZ	LOC119066521|XP_037024934.1|BCOP
OG0004271	LOC108019797|XP_016943287.1|DSUZ	LOC119072187|XP_037033242.1|BCOP
OG0004272	LOC108006027|XP_016924959.1|DSUZ	LOC119070660|XP_037030985.1|BCOP
OG0004273	LOC108018720|XP_016941781.2|DSUZ	LOC119068159|XP_037027531.1|BCOP
OG0004274	LOC108019088|XP_016942251.1|DSUZ	LOC119069310|XP_037029256.1|BCOP
OG0004275	LOC108005339|XP_016924064.1|DSUZ	LOC119084039|XP_037049766.1|BCOP
OG0004276	LOC118877373|XP_036671804.1|DSUZ	LOC119084224|XP_037050017.1|BCOP
OG0004277	LOC108010692|XP_036671996.1|DSUZ	LOC119079729|XP_037043689.1|BCOP, LOC119076156|XP_037038736.1|BCOP, LOC119077954|XP_037041217.1|BCOP
OG0004278	LOC108005182|XP_016923855.2|DSUZ	LOC119074894|XP_037037135.1|BCOP
OG0004279	LOC108021497|XP_016945733.1|DSUZ	LOC119076857|XP_037039757.1|BCOP
OG0004280	LOC108004656|XP_016923102.1|DSUZ	LOC119076402|XP_037039016.1|BCOP
OG0004281	LOC108019891|XP_016943459.1|DSUZ	LOC119071733|XP_037032659.1|BCOP
OG0004282	LOC108010039|XP_016930336.1|DSUZ	LOC119075286|XP_037037569.1|BCOP
OG0004283	LOC108010040|XP_016930338.1|DSUZ	LOC119072058|XP_037033130.1|BCOP
OG0004284	LOC108015428|XP_016937354.1|DSUZ	LOC119071064|XP_037031591.1|BCOP
OG0004285	LOC108017501|XP_016940046.2|DSUZ	LOC119068484|XP_037027989.1|BCOP
OG0004286	LOC108010702|XP_016931101.1|DSUZ	LOC119074235|XP_037036152.1|BCOP
OG0004287	LOC108010696|XP_016931093.1|DSUZ	LOC119072078|XP_037033124.1|BCOP
OG0004288	LOC108010698|XP_016931097.1|DSUZ	LOC119074231|XP_037036145.1|BCOP
OG0004289	LOC108011050|XP_036670707.1|DSUZ	LOC119071632|XP_037032485.1|BCOP
OG0004290	LOC108008520|XP_016927879.1|DSUZ	LOC119071203|XP_037031886.1|BCOP
OG0004291	LOC108008367|XP_016927694.1|DSUZ	LOC119082360|XP_037047772.1|BCOP
OG0004292	LOC108005887|XP_016924764.1|DSUZ	LOC119071255|XP_037031994.1|BCOP
OG0004293	LOC108006635|XP_016925659.2|DSUZ	LOC119083288|XP_037048875.1|BCOP
OG0004294	LOC108010910|XP_036671209.1|DSUZ	LOC119078303|XP_037041700.1|BCOP
OG0004295	LOC108013431|XP_016934785.1|DSUZ	LOC119066823|XP_037025371.1|BCOP
OG0004296	LOC108013460|XP_016934827.1|DSUZ	LOC119066002|XP_037024114.1|BCOP
OG0004297	LOC108008547|XP_036669482.1|DSUZ	LOC119082350|XP_037047763.1|BCOP
OG0004298	LOC108019853|XP_016943385.1|DSUZ	LOC119074244|XP_037036164.1|BCOP
OG0004299	LOC108019601|XP_036670009.1|DSUZ	LOC119082791|XP_037048280.1|BCOP
OG0004300	LOC108010199|XP_016930532.1|DSUZ	LOC119071694|XP_037032577.1|BCOP
OG0004301	LOC108005755|XP_016924571.2|DSUZ	LOC119066451|XP_037024847.1|BCOP
OG0004302	LOC108009097|XP_016928650.1|DSUZ	LOC119071225|XP_037031934.1|BCOP
OG0004303	LOC108009636|XP_016929619.1|DSUZ	LOC119066851|XP_037025413.1|BCOP
OG0004304	LOC108008508|XP_016927864.1|DSUZ	LOC119078290|XP_037041675.1|BCOP
OG0004305	LOC108019755|XP_016943195.1|DSUZ	LOC119085103|XP_037051244.1|BCOP
OG0004306	LOC108010131|XP_016930448.1|DSUZ	LOC119080620|XP_037044919.1|BCOP
OG0004307	LOC108018204|XP_016941210.1|DSUZ	LOC119070087|XP_037030295.1|BCOP
OG0004308	LOC108018194|XP_016941195.1|DSUZ	LOC119078996|XP_037042656.1|BCOP
OG0004309	LOC108012582|XP_016933486.1|DSUZ	LOC119071381|XP_037032138.1|BCOP
OG0004310	LOC108019851|XP_016943379.1|DSUZ	LOC119079699|XP_037043652.1|BCOP
OG0004311	LOC108006230|XP_016925157.1|DSUZ	LOC119071155|XP_037031800.1|BCOP
OG0004312	LOC108010208|XP_016930541.1|DSUZ	LOC119078246|XP_037041616.1|BCOP
OG0004313	LOC108019837|XP_016943355.2|DSUZ	LOC119078231|XP_037041585.1|BCOP
OG0004314	LOC108009176|XP_016928799.1|DSUZ	LOC119071132|XP_037031713.1|BCOP
OG0004315	LOC108009859|XP_016930048.1|DSUZ	LOC119074203|XP_037036095.1|BCOP
OG0004316	LOC108010218|XP_016930551.1|DSUZ	LOC119072084|XP_037033136.1|BCOP
OG0004317	LOC108019621|XP_016942991.1|DSUZ	LOC119071221|XP_037031929.1|BCOP
OG0004318	LOC108009596|XP_016929557.1|DSUZ	LOC119079012|XP_037042672.1|BCOP
OG0004319	LOC108019886|XP_016943447.1|DSUZ	LOC119066636|XP_037025095.1|BCOP
OG0004320	LOC118877626|XP_036672981.1|DSUZ, LOC108020510|XP_036678111.1|DSUZ	LOC119083474|XP_037049088.1|BCOP
OG0004321	LOC108018118|XP_016941043.1|DSUZ	LOC119066930|XP_037025538.1|BCOP, LOC119084369|XP_037050216.1|BCOP
OG0004322	LOC108020282|XP_016943898.2|DSUZ, LOC118879027|XP_036677903.1|DSUZ	LOC119067228|XP_037025976.1|BCOP
OG0004323	LOC108012815|XP_016933744.1|DSUZ	LOC119066661|XP_037025133.1|BCOP
OG0004324	LOC108021215|XP_016945302.1|DSUZ	LOC119066663|XP_037025138.1|BCOP
OG0004325	LOC108010149|XP_016930473.1|DSUZ	LOC119071806|XP_037032767.1|BCOP
OG0004326	LOC108010148|XP_016930472.1|DSUZ	LOC119078748|XP_037042344.1|BCOP
OG0004327	LOC108019181|XP_016942439.1|DSUZ	LOC119073828|XP_037035526.1|BCOP
OG0004328	LOC108008678|XP_016928060.1|DSUZ	LOC119074172|XP_037036067.1|BCOP
OG0004329	LOC108009315|XP_016929061.1|DSUZ	LOC119079572|XP_037043448.1|BCOP
OG0004330	LOC108008489|XP_016927838.1|DSUZ	LOC119082104|XP_037047368.1|BCOP
