Orthogroup	DSUZ.longest_only	CQUI.longest_only
OG0005011	LOC108009134|XP_016928727.1|DSUZ	LOC6037315|XP_038115551.1|CQUI
OG0005012	LOC108012430|XP_016933283.1|DSUZ	LOC6052708|XP_001868935.2|CQUI
OG0005013	LOC108011544|XP_016932200.2|DSUZ	LOC6044826|XP_038117755.1|CQUI
OG0005014	LOC108012994|XP_016934056.1|DSUZ	LOC6044836|XP_001862283.1|CQUI
OG0005015	LOC108005857|XP_036671145.1|DSUZ	LOC6051592|XP_001868010.2|CQUI
OG0005016	LOC118877382|XP_036671846.1|DSUZ	LOC6038609|XP_038118944.1|CQUI
OG0005017	LOC108012345|XP_016933182.1|DSUZ	LOC6037297|XP_038114771.1|CQUI
OG0005018	LOC108013041|XP_016934138.1|DSUZ	LOC6037303|XP_001847229.2|CQUI
OG0005019	LOC108007499|XP_016926671.2|DSUZ	LOC6037304|XP_001847230.1|CQUI
OG0005020	LOC108009513|XP_016929421.1|DSUZ	LOC6050486|XP_038120893.1|CQUI
OG0005021	LOC108006752|XP_016925796.1|DSUZ	LOC6036268|XP_038119928.1|CQUI
OG0005022	LOC108012410|XP_016933260.1|DSUZ	LOC6036263|XP_001846330.2|CQUI
OG0005023	LOC108008630|XP_016928000.1|DSUZ	LOC6036264|XP_038115842.1|CQUI
OG0005024	LOC108013251|XP_016934490.1|DSUZ	LOC6036261|XP_001846328.2|CQUI
OG0005025	LOC108013529|XP_016934915.1|DSUZ	LOC6036240|XP_001846309.2|CQUI
OG0005026	LOC108012403|XP_016933252.1|DSUZ	LOC6036244|XP_038121384.1|CQUI
OG0005027	LOC108011816|XP_036671031.1|DSUZ	LOC6036233|XP_038121295.1|CQUI
OG0005028	LOC108018679|XP_016941740.2|DSUZ	LOC6045930|XP_001863207.2|CQUI
OG0005029	LOC108004810|XP_016923367.1|DSUZ	LOC6045920|XP_001863201.2|CQUI
OG0005030	LOC108012927|XP_016933951.1|DSUZ	LOC6040216|XP_038119880.1|CQUI
OG0005031	LOC108013353|XP_016934659.1|DSUZ	LOC6040213|XP_038117752.1|CQUI
OG0005032	LOC108012606|XP_016933515.1|DSUZ	LOC6039452|XP_038117304.1|CQUI
OG0005033	LOC108011407|XP_036670700.1|DSUZ	LOC6039439|XP_038117909.1|CQUI
OG0005034	LOC108011408|XP_036671054.1|DSUZ	LOC6045462|XP_038119624.1|CQUI
OG0005035	LOC108013175|XP_016934361.1|DSUZ	LOC6049109|XP_001865920.2|CQUI
OG0005036	LOC108013183|XP_016934373.1|DSUZ	LOC6049110|XP_001865922.2|CQUI
OG0005037	LOC108013069|XP_016934177.1|DSUZ	LOC6049111|XP_038120273.1|CQUI
OG0005038	LOC108011872|XP_016932603.1|DSUZ	LOC6041092|XP_038116136.1|CQUI
OG0005039	LOC108021344|XP_016945515.1|DSUZ	LOC6041078|XP_038119620.1|CQUI
OG0005040	LOC108013142|XP_016934317.1|DSUZ	LOC6041089|XP_038118648.1|CQUI
OG0005041	LOC108013077|XP_016934186.1|DSUZ	LOC6043984|XP_038121891.1|CQUI
OG0005042	LOC108012478|XP_016933364.1|DSUZ	LOC6043982|XP_038121313.1|CQUI
OG0005043	LOC108009772|XP_016929890.1|DSUZ	LOC6043975|XP_001861555.2|CQUI
OG0005044	LOC108009769|XP_016929887.1|DSUZ	LOC6043973|XP_038118148.1|CQUI
OG0005045	LOC108008640|XP_016928009.1|DSUZ	LOC6043971|XP_001861551.1|CQUI
OG0005046	LOC108017883|XP_016940535.1|DSUZ	LOC6043966|XP_001861546.1|CQUI
OG0005047	LOC108011745|XP_016932459.1|DSUZ	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI
OG0005048	LOC108011733|XP_036671728.1|DSUZ	LOC6043964|XP_038119506.1|CQUI
OG0005049	LOC108013003|XP_016934077.2|DSUZ	LOC119768748|XP_038115634.1|CQUI
OG0005050	LOC108009103|XP_016928657.1|DSUZ	LOC6050302|XP_038115618.1|CQUI
OG0005051	LOC108013098|XP_016934231.1|DSUZ	LOC6050157|XP_001866807.2|CQUI
OG0005052	LOC108012560|XP_016933464.1|DSUZ	LOC6050152|XP_038115639.1|CQUI
OG0005053	LOC108020354|XP_016944040.1|DSUZ	LOC6036573|XP_001846610.2|CQUI
OG0005057	LOC108005826|XP_036670940.1|DSUZ	LOC6041258|XP_038116376.1|CQUI
OG0005058	LOC108014460|XP_036671441.1|DSUZ	LOC6041261|XP_038117457.1|CQUI
OG0005059	LOC108008427|XP_016927765.1|DSUZ	LOC6044170|XP_038122016.1|CQUI
OG0005060	LOC108009482|XP_016929357.1|DSUZ	LOC6044171|XP_038115936.1|CQUI
OG0005061	LOC108005904|XP_016924800.1|DSUZ	LOC6049748|XP_001866458.2|CQUI
OG0005062	LOC108018021|XP_016940869.1|DSUZ	LOC6051819|XP_038121089.1|CQUI
OG0005063	LOC108007465|XP_016926626.1|DSUZ	LOC6044013|XP_038121383.1|CQUI
OG0005064	LOC108014684|XP_016936347.1|DSUZ	LOC6037286|XP_001847212.2|CQUI
OG0005065	LOC108017919|XP_016940578.1|DSUZ	LOC6048327|XP_038118967.1|CQUI
OG0005067	LOC108010244|XP_016930587.1|DSUZ	LOC6037144|XP_038120186.1|CQUI
OG0005068	LOC108007548|XP_016926730.2|DSUZ	LOC6037049|XP_001847010.1|CQUI
OG0005069	LOC108019782|XP_016943262.1|DSUZ	LOC6037041|XP_038115812.1|CQUI
OG0005070	LOC108007264|XP_016926392.1|DSUZ	LOC6047528|XP_038121907.1|CQUI
OG0005071	LOC108014492|XP_036672186.1|DSUZ	LOC6054513|XP_038114831.1|CQUI
OG0005072	LOC108015251|XP_016937093.1|DSUZ	LOC6036533|XP_001846578.2|CQUI
OG0005073	LOC108018219|XP_016941227.1|DSUZ	LOC6036535|XP_038121266.1|CQUI
OG0005074	LOC108012908|XP_016933915.1|DSUZ	LOC6036544|XP_038121792.1|CQUI
OG0005075	LOC108008681|XP_016928064.1|DSUZ	LOC6036276|XP_038117547.1|CQUI
OG0005076	LOC108008325|XP_016927637.1|DSUZ	LOC6036274|XP_038117548.1|CQUI
OG0005078	LOC108011839|XP_036671970.1|DSUZ	LOC6031918|XP_038114633.1|CQUI
OG0005079	LOC108009106|XP_016928665.1|DSUZ	LOC6036188|XP_038116591.1|CQUI
OG0005080	LOC108007126|XP_016926219.1|DSUZ	LOC6033569|XP_001843998.2|CQUI
OG0005081	LOC108017739|XP_016940337.1|DSUZ	LOC6033555|XP_038119394.1|CQUI
OG0005082	LOC108017675|XP_016940271.2|DSUZ	LOC6033536|XP_038122025.1|CQUI
OG0005083	LOC108013720|XP_016935149.1|DSUZ	LOC6033535|XP_001843970.2|CQUI
OG0005084	LOC108013381|XP_016934696.1|DSUZ	LOC6038416|XP_038122250.1|CQUI
OG0005085	LOC108013935|XP_016935434.2|DSUZ	LOC6038412|XP_038120978.1|CQUI
OG0005086	LOC108018208|XP_016941214.1|DSUZ	LOC6038411|XP_038118992.1|CQUI
OG0005087	LOC108013214|XP_016934421.1|DSUZ	LOC6038405|XP_038114899.1|CQUI
OG0005088	LOC108010005|XP_016930282.1|DSUZ	LOC6038385|XP_038121178.1|CQUI
OG0005089	LOC108010004|XP_016930281.1|DSUZ	LOC6038260|XP_038118216.1|CQUI
OG0005090	LOC108009764|XP_016929880.1|DSUZ	LOC6051933|XP_038110339.1|CQUI
OG0005091	LOC108019863|XP_036670199.1|DSUZ	LOC6038240|XP_038118214.1|CQUI
OG0005092	LOC108006834|XP_016925871.1|DSUZ, LOC108005647|XP_036677386.1|DSUZ	LOC6038873|XP_001848572.2|CQUI
OG0005093	LOC108005842|XP_016924679.1|DSUZ	LOC6038875|XP_038122071.1|CQUI
OG0005094	LOC108015840|XP_036671964.1|DSUZ	LOC6040611|XP_038115659.1|CQUI
OG0005095	LOC108009327|XP_016929087.1|DSUZ	LOC6040617|XP_038115780.1|CQUI
OG0005096	LOC108021536|XP_016945790.1|DSUZ	LOC6040626|XP_001849994.1|CQUI
OG0005097	LOC108008378|XP_016927709.1|DSUZ	LOC6036430|XP_038119003.1|CQUI
OG0005098	LOC108009977|XP_016930236.1|DSUZ	LOC6036428|XP_038118364.1|CQUI
OG0005099	LOC108008910|XP_016928306.1|DSUZ	LOC6036413|XP_038119504.1|CQUI
OG0005100	LOC108008661|XP_016928039.1|DSUZ	LOC6036412|XP_001846465.2|CQUI
OG0005101	LOC108005029|XP_016923653.2|DSUZ, LOC118877676|XP_036673253.1|DSUZ	LOC6036404|XP_001846457.1|CQUI
OG0005102	LOC108009788|XP_016929919.1|DSUZ	LOC6035467|XP_038118332.1|CQUI
OG0005103	LOC108007265|XP_016926393.1|DSUZ	LOC6035478|XP_001845662.2|CQUI
OG0005104	LOC108010030|XP_016930325.1|DSUZ	LOC6050895|XP_001867416.1|CQUI
OG0005105	LOC108012755|XP_016933678.1|DSUZ	LOC6042843|XP_001853591.2|CQUI
OG0005106	LOC108012318|XP_036671222.1|DSUZ	LOC6041987|XP_038117711.1|CQUI
OG0005107	LOC108007112|XP_016926203.1|DSUZ	LOC6041984|XP_038114808.1|CQUI
OG0005108	LOC108009342|XP_016929119.1|DSUZ	LOC6041972|XP_001851147.2|CQUI
OG0005109	LOC108004691|XP_016923188.1|DSUZ	LOC6049627|XP_038120187.1|CQUI
OG0005110	LOC108005642|XP_016924445.2|DSUZ	LOC6041010|XP_001850325.2|CQUI
OG0005111	LOC108011454|XP_016932087.1|DSUZ	LOC6040982|XP_001850303.2|CQUI
OG0005112	LOC108012379|XP_016933223.1|DSUZ	LOC6040981|XP_001850302.2|CQUI
OG0005113	LOC118877325|XP_036671497.1|DSUZ	LOC6040983|XP_038119327.1|CQUI
OG0005114	LOC108012435|XP_016933290.1|DSUZ	LOC6031301|XP_001842121.2|CQUI
OG0005115	LOC108021628|XP_016945924.1|DSUZ	LOC6040026|XP_038121352.1|CQUI
OG0005116	LOC108006669|XP_036671609.1|DSUZ	LOC6033575|XP_038116391.1|CQUI
OG0005117	LOC108016777|XP_016939032.1|DSUZ	LOC6033582|XP_038119328.1|CQUI
OG0005118	LOC108021466|XP_016945687.1|DSUZ	LOC6033583|XP_001844011.2|CQUI
OG0005119	LOC108017972|XP_036670120.1|DSUZ	LOC6047935|XP_038115214.1|CQUI
OG0005120	LOC108013542|XP_016934933.1|DSUZ	LOC6034650|XP_038117323.1|CQUI
OG0005121	LOC108020758|XP_036670654.1|DSUZ	LOC6034619|XP_001844911.2|CQUI
OG0005122	LOC108011263|XP_016931858.1|DSUZ	LOC6034613|XP_038119711.1|CQUI
OG0005123	LOC108015539|XP_036670396.1|DSUZ	LOC6034608|XP_001844900.2|CQUI
OG0005124	LOC108006797|XP_036670684.1|DSUZ	LOC6034597|XP_038120146.1|CQUI
OG0005125	LOC108006684|XP_036671602.1|DSUZ	LOC6034595|XP_038120135.1|CQUI
OG0005126	LOC108012344|XP_016933181.1|DSUZ	LOC6034586|XP_001844881.2|CQUI
OG0005127	LOC108012876|XP_016933853.1|DSUZ	LOC6034572|XP_038120155.1|CQUI
OG0005128	LOC108007642|XP_036669904.1|DSUZ	LOC6048528|XP_001865431.2|CQUI
OG0005129	LOC108013485|XP_016934857.1|DSUZ	LOC6050361|XP_038121486.1|CQUI
OG0005130	LOC108012842|XP_016933797.1|DSUZ	LOC119770387|XP_038121078.1|CQUI
OG0005131	LOC108005762|XP_036671026.1|DSUZ	LOC6043145|XP_038117608.1|CQUI
OG0005132	LOC108007731|XP_016926972.1|DSUZ	LOC6051820|XP_001868182.1|CQUI
OG0005133	LOC108007125|XP_036672015.1|DSUZ	LOC6050837|XP_038120361.1|CQUI
OG0005134	LOC108011737|XP_036671259.1|DSUZ	LOC6053181|XP_038118094.1|CQUI
OG0005135	LOC108013244|XP_016934480.1|DSUZ	LOC6040246|XP_038121871.1|CQUI
OG0005136	LOC108013402|XP_016934745.1|DSUZ	LOC6047556|XP_038118186.1|CQUI
OG0005137	LOC108020162|XP_016943753.2|DSUZ	LOC6040230|XP_038118121.1|CQUI
OG0005138	LOC118877399|XP_036671954.1|DSUZ	LOC6045922|XP_001863197.1|CQUI
OG0005139	LOC108013312|XP_016934593.1|DSUZ	LOC6054772|XP_038118912.1|CQUI
OG0005140	LOC108021483|XP_016945717.1|DSUZ	LOC6052506|XP_001868761.1|CQUI
OG0005141	LOC108009498|XP_016929382.1|DSUZ	LOC6053153|XP_038117252.1|CQUI
OG0005142	LOC108013544|XP_016934938.1|DSUZ	LOC6036833|XP_001846824.2|CQUI
OG0005143	LOC108013117|XP_016934263.1|DSUZ	LOC6048137|XP_001865101.2|CQUI
OG0005144	LOC108012666|XP_016933582.1|DSUZ	LOC6048136|XP_038121356.1|CQUI
OG0005145	LOC108013557|XP_016934960.1|DSUZ	LOC6045374|XP_001865099.1|CQUI
OG0005146	LOC108013106|XP_016934242.1|DSUZ	LOC6048154|XP_038120768.1|CQUI
OG0005147	LOC108013108|XP_016934246.1|DSUZ	LOC6046866|XP_038120770.1|CQUI
OG0005148	LOC108013407|XP_016934753.1|DSUZ	LOC6042326|XP_038116062.1|CQUI
OG0005149	LOC108009501|XP_016929391.1|DSUZ	LOC6042328|XP_038115815.1|CQUI
OG0005150	LOC108018839|XP_016941915.1|DSUZ	LOC6042337|XP_001851465.2|CQUI
OG0005151	LOC108020067|XP_016943655.1|DSUZ	LOC6045499|XP_001862861.1|CQUI
OG0005152	LOC108020064|XP_016943652.1|DSUZ	LOC6042340|XP_038121484.1|CQUI
OG0005153	LOC108020060|XP_016943649.1|DSUZ	LOC6045506|XP_038114837.1|CQUI
OG0005154	LOC108020053|XP_036670530.1|DSUZ	LOC6044906|XP_038115199.1|CQUI
OG0005155	LOC108012420|XP_016933269.1|DSUZ	LOC6037186|XP_038119754.1|CQUI
OG0005156	LOC108018403|XP_016941449.1|DSUZ	LOC6037163|XP_001847100.1|CQUI
OG0005157	LOC108009579|XP_016929534.1|DSUZ	LOC6037152|XP_038114887.1|CQUI
OG0005158	LOC108013119|XP_016934278.1|DSUZ	LOC6035490|XP_038115157.1|CQUI
OG0005159	LOC108019465|XP_016942781.2|DSUZ	LOC6035487|XP_001845668.1|CQUI
OG0005160	LOC108015548|XP_036671770.1|DSUZ	LOC6035479|XP_038118863.1|CQUI
OG0005161	LOC108009935|XP_016930165.1|DSUZ	LOC6043802|XP_038119579.1|CQUI
OG0005162	LOC108014995|XP_016936708.1|DSUZ	LOC6043791|XP_001861392.2|CQUI
OG0005163	LOC108007448|XP_016926599.1|DSUZ	LOC6033516|XP_038116265.1|CQUI
OG0005164	LOC108013516|XP_016934899.1|DSUZ	LOC6033486|XP_038119447.1|CQUI
OG0005165	LOC108018060|XP_016940944.1|DSUZ	LOC6033464|XP_038119075.1|CQUI
OG0005166	LOC108016249|XP_016938361.2|DSUZ	LOC6052584|XP_038119667.1|CQUI
OG0005167	LOC108016256|XP_016938367.1|DSUZ	LOC6052583|XP_001868823.2|CQUI
OG0005168	LOC108006850|XP_036672382.1|DSUZ	LOC6050599|XP_038118914.1|CQUI
OG0005169	LOC108011873|XP_016932606.2|DSUZ	LOC6052233|XP_038115875.1|CQUI
OG0005170	LOC108011828|XP_036671629.1|DSUZ	LOC6052228|XP_001868526.2|CQUI
OG0005171	LOC108011841|XP_016932568.1|DSUZ	LOC6052229|XP_001868527.2|CQUI
OG0005172	LOC108010168|XP_016930500.1|DSUZ	LOC6050816|XP_038118180.1|CQUI
OG0005173	LOC108017969|XP_016940755.1|DSUZ	LOC6053984|XP_001869972.2|CQUI
OG0005174	LOC108010269|XP_016930619.1|DSUZ	LOC6036836|XP_001846827.2|CQUI
OG0005175	LOC108009629|XP_016929607.1|DSUZ	LOC6030833|XP_038115984.1|CQUI
OG0005176	LOC108019927|XP_016943526.1|DSUZ	LOC6030790|XP_038116008.1|CQUI
OG0005177	LOC108010090|XP_016930398.1|DSUZ	LOC6030788|XP_038115994.1|CQUI
OG0005178	LOC108012436|XP_016933291.1|DSUZ	LOC6030819|XP_001841687.2|CQUI
OG0005179	LOC108012829|XP_016933778.1|DSUZ	LOC6030806|XP_001841695.2|CQUI
OG0005180	LOC108012939|XP_016933964.1|DSUZ	LOC6030843|XP_001841727.2|CQUI
OG0005181	LOC108006273|XP_016925212.1|DSUZ	LOC6030846|XP_038115184.1|CQUI
OG0005182	LOC108009496|XP_016929378.1|DSUZ	LOC6030849|XP_038114778.1|CQUI
OG0005183	LOC108009816|XP_016929986.1|DSUZ	LOC6030853|XP_038121172.1|CQUI
OG0005184	LOC108009644|XP_016929635.1|DSUZ	LOC6030855|XP_038114565.1|CQUI
OG0005185	LOC108009895|XP_016930102.1|DSUZ	LOC6030857|XP_001841739.2|CQUI
OG0005186	LOC108008482|XP_016927830.1|DSUZ	LOC6030862|XP_038119644.1|CQUI
OG0005189	LOC108015225|XP_036676079.1|DSUZ	LOC119768798|XP_038115958.1|CQUI
OG0005191	LOC108007380|XP_036673755.1|DSUZ	LOC6051822|XP_038115401.1|CQUI
OG0005192	LOC108009334|XP_036669142.1|DSUZ	LOC6042901|XP_038115665.1|CQUI
OG0005193	LOC108009326|XP_016929085.1|DSUZ	LOC6042894|XP_038116234.1|CQUI
OG0005194	LOC108010157|XP_016930482.1|DSUZ	LOC6030941|XP_038116018.1|CQUI
OG0005195	LOC108017930|XP_016940612.1|DSUZ	LOC6030939|XP_001841801.2|CQUI
OG0005196	LOC108005802|XP_016924621.1|DSUZ	LOC6042982|XP_038111849.1|CQUI
OG0005197	LOC108008374|XP_016927703.1|DSUZ	LOC6030936|XP_038119062.1|CQUI
OG0005198	LOC108007283|XP_036671632.1|DSUZ	LOC6030933|XP_038119635.1|CQUI
OG0005199	LOC108018230|XP_016941241.1|DSUZ	LOC119770639|XP_038121828.1|CQUI
OG0005200	LOC108009672|XP_016929692.1|DSUZ	LOC6045730|XP_001863038.1|CQUI
OG0005201	LOC108008300|XP_016927601.1|DSUZ	LOC6053185|XP_038117002.1|CQUI
OG0005202	LOC108010146|XP_016930470.1|DSUZ	LOC6044309|XP_001861839.2|CQUI
OG0005203	LOC108009124|XP_016928700.1|DSUZ	LOC6048111|XP_038110579.1|CQUI
OG0005204	LOC108021313|XP_016945456.1|DSUZ	LOC6041408|XP_001850671.2|CQUI
OG0005205	LOC108021266|XP_016945383.1|DSUZ	LOC6041406|XP_001850669.2|CQUI
OG0005206	LOC108010160|XP_016930486.1|DSUZ	LOC6051787|XP_001868159.2|CQUI
OG0005207	LOC108009980|XP_016930243.1|DSUZ	LOC6046469|XP_038108912.1|CQUI
OG0005208	LOC108008201|XP_036669255.1|DSUZ	LOC6046463|XP_001863656.2|CQUI
OG0005209	LOC108021409|XP_016945605.1|DSUZ	LOC6046464|XP_038109979.1|CQUI
OG0005210	LOC108021155|XP_036670104.1|DSUZ	LOC6046465|XP_038114366.1|CQUI
OG0005211	LOC118879234|XP_036678020.1|DSUZ, LOC108007453|XP_016926608.2|DSUZ	LOC6048636|XP_038109044.1|CQUI
OG0005213	LOC108015253|XP_016937094.1|DSUZ	LOC6041305|XP_001850585.1|CQUI
OG0005214	LOC108011942|XP_016932680.1|DSUZ	LOC6041316|XP_038113615.1|CQUI
OG0005215	LOC108021464|XP_016945683.1|DSUZ	LOC6041317|XP_038113616.1|CQUI
OG0005216	LOC108019699|XP_016943086.1|DSUZ	LOC6041324|XP_001850603.1|CQUI
OG0005217	LOC108018053|XP_016940936.1|DSUZ	LOC6032431|XP_038106100.1|CQUI
OG0005218	LOC108019129|XP_016942356.1|DSUZ	LOC6032434|XP_038108060.1|CQUI
OG0005219	LOC108010048|XP_016930347.1|DSUZ	LOC6032437|XP_001843034.2|CQUI
OG0005220	LOC108013011|XP_016934088.1|DSUZ	LOC6032438|XP_001843035.1|CQUI
OG0005221	LOC108005726|XP_016924545.1|DSUZ	LOC6032440|XP_038109223.1|CQUI
OG0005222	LOC108013483|XP_016934858.1|DSUZ	LOC6032445|XP_038111243.1|CQUI
OG0005223	LOC108021085|XP_016945095.1|DSUZ	LOC6032464|XP_001843057.1|CQUI
OG0005224	LOC108007872|XP_036669109.1|DSUZ	LOC6032489|XP_038106041.1|CQUI
OG0005225	LOC108021385|XP_016945571.1|DSUZ	LOC6038603|XP_001848380.1|CQUI, LOC119769461|XP_038117900.1|CQUI
OG0005226	LOC108011971|XP_016932720.2|DSUZ	LOC6034105|XP_038113260.1|CQUI
OG0005227	LOC108021596|XP_016945878.1|DSUZ	LOC119767894|XP_038113700.1|CQUI
OG0005228	LOC108021518|XP_016945767.1|DSUZ	LOC6034101|XP_001844474.1|CQUI
OG0005229	LOC108021008|XP_016944973.1|DSUZ	LOC6034118|XP_038113399.1|CQUI
OG0005230	LOC108018342|XP_016941375.1|DSUZ	LOC6038322|XP_038119425.1|CQUI, LOC6034122|XP_038109338.1|CQUI
OG0005231	LOC108004968|XP_016923561.1|DSUZ	LOC6034134|XP_001844499.2|CQUI
OG0005232	LOC108021140|XP_016945189.1|DSUZ	LOC6034142|XP_001844503.2|CQUI
OG0005233	LOC108006441|XP_016925458.1|DSUZ	LOC6034148|XP_001844507.1|CQUI
OG0005234	LOC108021577|XP_016945849.1|DSUZ	LOC6037887|XP_001847753.1|CQUI
OG0005235	LOC108020929|XP_016944841.1|DSUZ	LOC6036688|XP_038112310.1|CQUI
OG0005236	LOC108007467|XP_016926635.1|DSUZ	LOC6036685|XP_001846691.2|CQUI
OG0005237	LOC108021480|XP_016945711.1|DSUZ	LOC6036684|XP_038109375.1|CQUI
OG0005238	LOC108012165|XP_016932951.1|DSUZ	LOC6036678|XP_001846686.2|CQUI
OG0005239	LOC108021474|XP_016945702.1|DSUZ	LOC6046042|XP_038111302.1|CQUI
OG0005240	LOC108021263|XP_016945377.1|DSUZ	LOC6034151|XP_001844510.1|CQUI
OG0005241	LOC108021034|XP_016945012.1|DSUZ	LOC6034152|XP_038114275.1|CQUI
OG0005242	LOC108005843|XP_016924683.1|DSUZ	LOC6034155|XP_038113567.1|CQUI
OG0005243	LOC108020978|XP_036677034.1|DSUZ	LOC6043210|XP_038108301.1|CQUI
OG0005244	LOC108008075|XP_036672516.1|DSUZ	LOC6043206|XP_038110714.1|CQUI
OG0005245	LOC108017127|XP_036674874.1|DSUZ	LOC6043205|XP_001857545.2|CQUI
OG0005246	LOC108020958|XP_016944894.2|DSUZ	LOC6043204|XP_001857534.2|CQUI
OG0005247	LOC108009791|XP_016929940.1|DSUZ	LOC6043215|XP_001857520.2|CQUI
OG0005248	LOC108004880|XP_036673962.1|DSUZ	LOC6032931|XP_001843451.2|CQUI
OG0005249	LOC108018611|XP_016941662.2|DSUZ	LOC6032936|XP_038110322.1|CQUI
OG0005250	LOC108017481|XP_016940075.1|DSUZ	LOC6032942|XP_038113467.1|CQUI
OG0005251	LOC108020999|XP_016944955.1|DSUZ	LOC6032963|XP_038109704.1|CQUI
OG0005252	LOC108017922|XP_016940588.1|DSUZ	LOC6050968|XP_038106067.1|CQUI
OG0005253	LOC108014531|XP_016936166.1|DSUZ	LOC6041619|XP_038109608.1|CQUI
OG0005254	LOC108009384|XP_016929187.1|DSUZ	LOC6041625|XP_001850856.2|CQUI
OG0005255	LOC108021530|XP_016945781.1|DSUZ	LOC6041626|XP_001850857.2|CQUI
OG0005256	LOC108015732|XP_016937759.1|DSUZ	LOC6041634|XP_038111814.1|CQUI
OG0005257	LOC108021625|XP_016945920.1|DSUZ	LOC6041633|XP_001850863.2|CQUI
OG0005258	LOC108021484|XP_016945714.1|DSUZ	LOC6036170|XP_038112094.1|CQUI
OG0005259	LOC108020663|XP_016944517.1|DSUZ	LOC6036150|XP_038111104.1|CQUI
OG0005260	LOC108020675|XP_016944537.1|DSUZ	LOC6036141|XP_001846233.2|CQUI
OG0005261	LOC108021281|XP_016945408.1|DSUZ	LOC6036182|XP_001846229.2|CQUI
OG0005262	LOC108015193|XP_016937005.1|DSUZ	LOC6050506|XP_038110292.1|CQUI
OG0005263	LOC108020969|XP_036675270.1|DSUZ	LOC6031316|XP_038108340.1|CQUI
OG0005264	LOC108012201|XP_016932988.1|DSUZ	LOC6031319|XP_001842132.2|CQUI
OG0005265	LOC108021038|XP_016945018.1|DSUZ	LOC6031342|XP_038106174.1|CQUI
OG0005266	LOC108020931|XP_016944847.1|DSUZ	LOC6037371|XP_001847294.2|CQUI
OG0005267	LOC108021176|XP_016945247.1|DSUZ	LOC6045648|XP_038110344.1|CQUI
OG0005268	LOC108021175|XP_016945246.1|DSUZ	LOC6045645|XP_038110330.1|CQUI
OG0005269	LOC108021144|XP_016945200.2|DSUZ	LOC6032427|XP_038110264.1|CQUI
OG0005270	LOC108021655|XP_016945956.1|DSUZ	LOC6041476|XP_038113543.1|CQUI
OG0005271	LOC108020975|XP_016944914.1|DSUZ	LOC6041475|XP_038108825.1|CQUI
OG0005272	LOC108021242|XP_016945340.1|DSUZ	LOC6041481|XP_001850733.2|CQUI
OG0005273	LOC108010562|XP_016930933.1|DSUZ	LOC6037064|XP_038113932.1|CQUI
OG0005274	LOC108021152|XP_016945212.1|DSUZ	LOC6037060|XP_038108033.1|CQUI
OG0005275	LOC108018075|XP_016940969.1|DSUZ	LOC6037067|XP_038108285.1|CQUI
OG0005276	LOC108021547|XP_036673922.1|DSUZ	LOC6037085|XP_038111841.1|CQUI
OG0005277	LOC108005899|XP_016924786.1|DSUZ	LOC6053835|XP_038110246.1|CQUI
OG0005278	LOC108009864|XP_016930053.1|DSUZ	LOC6053834|XP_038110247.1|CQUI
OG0005279	LOC108007641|XP_016926851.1|DSUZ	LOC6043315|XP_001870930.1|CQUI
OG0005280	LOC108021362|XP_016945541.1|DSUZ	LOC6031966|XP_001842642.2|CQUI
OG0005281	LOC108005596|XP_016924425.2|DSUZ	LOC6031380|XP_038111462.1|CQUI
OG0005282	LOC108004870|XP_016923443.1|DSUZ	LOC6031374|XP_038107873.1|CQUI
OG0005283	LOC108015775|XP_016937807.2|DSUZ	LOC6031373|XP_038108269.1|CQUI
OG0005284	LOC108017116|XP_016939568.1|DSUZ	LOC6031363|XP_038108741.1|CQUI
OG0005285	LOC108005655|XP_016924463.1|DSUZ	LOC6031362|XP_001842174.2|CQUI
OG0005286	LOC108017230|XP_016939719.1|DSUZ	LOC6031355|XP_038107533.1|CQUI
OG0005287	LOC108017208|XP_016939698.1|DSUZ	LOC6031351|XP_038110921.1|CQUI
OG0005288	LOC108017847|XP_036668583.1|DSUZ	LOC6037381|XP_038112114.1|CQUI
OG0005289	LOC108014223|XP_036677309.1|DSUZ, LOC108015948|XP_016938020.2|DSUZ	LOC6037382|XP_038113883.1|CQUI
OG0005290	LOC108016287|XP_016938410.1|DSUZ	LOC6037392|XP_001847310.2|CQUI
OG0005291	LOC108006089|XP_016925028.1|DSUZ	LOC6038515|XP_001848306.2|CQUI
OG0005292	LOC108020707|XP_016944567.1|DSUZ	LOC6038513|XP_038108928.1|CQUI
OG0005293	LOC108013570|XP_016934985.1|DSUZ	LOC6038504|XP_038112930.1|CQUI
OG0005294	LOC108021223|XP_016945315.1|DSUZ	LOC6041498|XP_001850749.2|CQUI
OG0005295	LOC108017173|XP_036668702.1|DSUZ	LOC6041488|XP_038108224.1|CQUI
OG0005296	LOC108007994|XP_036675006.1|DSUZ	LOC6038297|XP_038114400.1|CQUI
OG0005297	LOC108021600|XP_016945883.1|DSUZ	LOC6051283|XP_038110274.1|CQUI
OG0005298	LOC108021069|XP_016945070.1|DSUZ	LOC6044548|XP_001862044.2|CQUI
OG0005299	LOC108015446|XP_036675424.1|DSUZ	LOC6044555|XP_001862054.1|CQUI
OG0005300	LOC108004705|XP_016923207.1|DSUZ	LOC6044556|XP_001862055.1|CQUI
OG0005301	LOC108019425|XP_016942739.1|DSUZ	LOC6044586|XP_038109636.1|CQUI
