Orthogroup	DSUZ.longest_only	CCAP.longest_only
OG0004351	LOC108019749|XP_016943180.1|DSUZ	CCAP1982_LOCUS19464|CAD7011362.1|CCAP
OG0004352	LOC108011631|XP_016932309.1|DSUZ	CCAP1982_LOCUS2753|CAD6993968.1|CCAP
OG0004353	LOC108012021|XP_016932788.2|DSUZ	CCAP1982_LOCUS2747|CAD6993962.1|CCAP
OG0004354	LOC108006416|XP_016925429.2|DSUZ	CCAP1982_LOCUS2751|CAD6993966.1|CCAP
OG0004355	LOC108020091|XP_036678140.1|DSUZ, LOC108016060|XP_036675204.1|DSUZ	CCAP1982_LOCUS5165|CAD6996496.1|CCAP, CCAP1982_LOCUS5164|CAD6996495.1|CCAP
OG0004356	LOC108019857|XP_016943389.2|DSUZ	CCAP1982_LOCUS20165|CAD7012063.1|CCAP
OG0004358	LOC108009849|XP_016930035.1|DSUZ	CCAP1982_LOCUS21032|CAD7012936.1|CCAP
OG0004359	LOC108018029|XP_036669752.1|DSUZ	CCAP1982_LOCUS21069|CAD7012978.1|CCAP
OG0004360	LOC108020730|XP_016944591.1|DSUZ	CCAP1982_LOCUS11657|CAD7003195.1|CCAP
OG0004361	LOC108006035|XP_016924967.1|DSUZ	CCAP1982_LOCUS124|CAD6991186.1|CCAP
OG0004362	LOC108012400|XP_016933249.1|DSUZ	CCAP1982_LOCUS11528|CAD7003065.1|CCAP
OG0004364	LOC108019632|XP_016943004.1|DSUZ	CCAP1982_LOCUS19437|CAD7011332.1|CCAP
OG0004365	LOC108009932|XP_016930163.1|DSUZ	CCAP1982_LOCUS20373|CAD7012277.1|CCAP
OG0004366	LOC108021499|XP_016945736.1|DSUZ	CCAP1982_LOCUS7487|CAD6998941.1|CCAP
OG0004367	LOC108005794|XP_016924612.1|DSUZ	CCAP1982_LOCUS13679|CAD7005319.1|CCAP
OG0004368	LOC108007703|XP_016926932.1|DSUZ	CCAP1982_LOCUS14639|CAD7006317.1|CCAP
OG0004369	LOC108019741|XP_016943163.1|DSUZ	CCAP1982_LOCUS21012|CAD7012913.1|CCAP
OG0004370	LOC108009997|XP_016930270.1|DSUZ	CCAP1982_LOCUS20189|CAD7012089.1|CCAP, CCAP1982_LOCUS20190|CAD7012090.1|CCAP
OG0004371	LOC108004736|XP_016923250.1|DSUZ	CCAP1982_LOCUS19661|CAD7011573.1|CCAP, CCAP1982_LOCUS19662|CAD7011574.1|CCAP
OG0004372	LOC108008140|XP_036669413.1|DSUZ	CCAP1982_LOCUS19495|CAD7011395.1|CCAP
OG0004373	LOC108011574|XP_016932233.2|DSUZ	CCAP1982_LOCUS19403|CAD7011296.1|CCAP
OG0004374	LOC108009074|XP_036669343.1|DSUZ	CCAP1982_LOCUS20457|CAD7012363.1|CCAP
OG0004375	LOC108005913|XP_016924811.2|DSUZ	CCAP1982_LOCUS11837|CAD7003378.1|CCAP
OG0004377	LOC108013531|XP_016934917.1|DSUZ	CCAP1982_LOCUS12327|CAD7003898.1|CCAP
OG0004378	LOC108009634|XP_036668959.1|DSUZ	CCAP1982_LOCUS19863|CAD7011751.1|CCAP, CCAP1982_LOCUS19864|CAD7011752.1|CCAP
OG0004379	LOC108009820|XP_016929992.1|DSUZ	CCAP1982_LOCUS20371|CAD7012275.1|CCAP
OG0004380	LOC108019630|XP_016943001.1|DSUZ	CCAP1982_LOCUS20249|CAD7012152.1|CCAP
OG0004381	LOC108014750|XP_036673810.1|DSUZ, LOC118878587|XP_036677516.1|DSUZ	CCAP1982_LOCUS4217|CAD6995504.1|CCAP
OG0004382	LOC108009228|XP_016928880.1|DSUZ	CCAP1982_LOCUS20042|CAD7011930.1|CCAP
OG0004383	LOC108010193|XP_016930524.1|DSUZ	CCAP1982_LOCUS19729|CAD7011642.1|CCAP
OG0004384	LOC108009415|XP_016929232.1|DSUZ	CCAP1982_LOCUS19730|CAD7011643.1|CCAP
OG0004385	LOC108009972|XP_016930224.1|DSUZ	CCAP1982_LOCUS20855|CAD7012751.1|CCAP
OG0004387	LOC108013235|XP_036670718.1|DSUZ	CCAP1982_LOCUS13885|CAD7005525.1|CCAP
OG0004388	LOC108008659|XP_016928036.1|DSUZ	CCAP1982_LOCUS19651|CAD7011563.1|CCAP
OG0004389	LOC108020068|XP_016943657.1|DSUZ	CCAP1982_LOCUS19654|CAD7011566.1|CCAP
OG0004390	LOC108013779|XP_036670933.1|DSUZ	CCAP1982_LOCUS14312|CAD7005974.1|CCAP
OG0004392	LOC108013767|XP_036671108.1|DSUZ	CCAP1982_LOCUS14089|CAD7005738.1|CCAP
OG0004393	LOC108019911|XP_016943501.1|DSUZ	CCAP1982_LOCUS22784|CAD7014817.1|CCAP
OG0004394	LOC108018184|XP_016941174.1|DSUZ	CCAP1982_LOCUS22426|CAD7014430.1|CCAP
OG0004396	LOC108010722|XP_016931133.1|DSUZ, LOC118876748|XP_036677785.1|DSUZ	CCAP1982_LOCUS20306|CAD7012205.1|CCAP
OG0004397	LOC108019798|XP_016943289.1|DSUZ	CCAP1982_LOCUS20303|CAD7012202.1|CCAP
OG0004399	LOC108018178|XP_016941166.1|DSUZ	CCAP1982_LOCUS7247|CAD6998689.1|CCAP
OG0004400	LOC108007971|XP_016927230.1|DSUZ	CCAP1982_LOCUS19676|CAD7011587.1|CCAP
OG0004401	LOC108010236|XP_016930578.1|DSUZ	CCAP1982_LOCUS20171|CAD7012071.1|CCAP
OG0004402	LOC108010065|XP_016930367.1|DSUZ	CCAP1982_LOCUS20178|CAD7012078.1|CCAP
OG0004403	LOC108009408|XP_016929217.1|DSUZ	CCAP1982_LOCUS21088|CAD7012998.1|CCAP
OG0004404	LOC108010967|XP_016931474.2|DSUZ	CCAP1982_LOCUS21047|CAD7012953.1|CCAP
OG0004405	LOC108006224|XP_036671549.1|DSUZ	CCAP1982_LOCUS13954|CAD7005595.1|CCAP
OG0004406	LOC108012998|XP_016934066.1|DSUZ	CCAP1982_LOCUS14498|CAD7006172.1|CCAP
OG0004407	LOC108018001|XP_016940840.1|DSUZ	CCAP1982_LOCUS19761|CAD7011676.1|CCAP
OG0004408	LOC108012590|XP_016933498.1|DSUZ	CCAP1982_LOCUS13584|CAD7005224.1|CCAP
OG0004409	LOC108020356|XP_016944043.1|DSUZ	CCAP1982_LOCUS10604|CAD7002116.1|CCAP
OG0004410	LOC108009056|XP_016928550.1|DSUZ	CCAP1982_LOCUS19649|CAD7011561.1|CCAP
OG0004411	LOC108007457|XP_016926614.1|DSUZ	CCAP1982_LOCUS13878|CAD7005518.1|CCAP
OG0004412	LOC108007456|XP_016926613.2|DSUZ	CCAP1982_LOCUS13877|CAD7005517.1|CCAP
OG0004413	LOC108010190|XP_016930522.1|DSUZ	CCAP1982_LOCUS20509|CAD7012425.1|CCAP
OG0004414	LOC108008491|XP_016927840.1|DSUZ	CCAP1982_LOCUS21094|CAD7013005.1|CCAP
OG0004415	LOC108009718|XP_016929769.1|DSUZ	CCAP1982_LOCUS19883|CAD7011771.1|CCAP
OG0004416	LOC108018216|XP_016941223.1|DSUZ	CCAP1982_LOCUS20291|CAD7012189.1|CCAP
OG0004417	LOC108017287|XP_016939793.2|DSUZ	CCAP1982_LOCUS2831|CAD6994059.1|CCAP
OG0004418	LOC108018089|XP_036669805.1|DSUZ	CCAP1982_LOCUS19614|CAD7011525.1|CCAP
OG0004419	LOC108019577|XP_036669809.1|DSUZ	CCAP1982_LOCUS19600|CAD7011504.1|CCAP
OG0004420	LOC108019641|XP_016943014.1|DSUZ	CCAP1982_LOCUS20312|CAD7012213.1|CCAP
OG0004421	LOC108010500|XP_016930861.2|DSUZ	CCAP1982_LOCUS14175|CAD7005831.1|CCAP
OG0004422	LOC108004799|XP_016923340.1|DSUZ	CCAP1982_LOCUS13244|CAD7004859.1|CCAP
OG0004423	LOC108009322|XP_016929082.1|DSUZ	CCAP1982_LOCUS20382|CAD7012286.1|CCAP
OG0004424	LOC108009745|XP_016929829.1|DSUZ	CCAP1982_LOCUS19754|CAD7011668.1|CCAP
OG0004425	LOC108013071|XP_036672113.1|DSUZ	CCAP1982_LOCUS13686|CAD7005326.1|CCAP
OG0004426	LOC108013193|XP_016934390.1|DSUZ	CCAP1982_LOCUS14037|CAD7005685.1|CCAP
OG0004427	LOC108014020|XP_016935519.2|DSUZ	CCAP1982_LOCUS14259|CAD7005921.1|CCAP
OG0004428	LOC118877935|XP_036674466.1|DSUZ, LOC108017549|XP_016940116.1|DSUZ	CCAP1982_LOCUS1200|CAD6992336.1|CCAP
OG0004429	LOC108005279|XP_016923962.1|DSUZ	CCAP1982_LOCUS8599|CAD7000101.1|CCAP
OG0004430	LOC108013270|XP_016934526.1|DSUZ	CCAP1982_LOCUS14673|CAD7006351.1|CCAP
OG0004431	LOC108018571|XP_016941616.2|DSUZ	CCAP1982_LOCUS3017|CAD6994256.1|CCAP
OG0004432	LOC108018569|XP_016941614.2|DSUZ	CCAP1982_LOCUS3016|CAD6994255.1|CCAP
OG0004433	LOC108017616|XP_036671718.1|DSUZ	CCAP1982_LOCUS13534|CAD7005174.1|CCAP
OG0004434	LOC108019661|XP_016943041.1|DSUZ	CCAP1982_LOCUS20304|CAD7012203.1|CCAP
OG0004435	LOC108010314|XP_016930699.1|DSUZ	CCAP1982_LOCUS19428|CAD7011323.1|CCAP
OG0004436	LOC108009712|XP_016929758.2|DSUZ	CCAP1982_LOCUS21153|CAD7013075.1|CCAP, CCAP1982_LOCUS21152|CAD7013074.1|CCAP
OG0004437	LOC108008690|XP_016928073.1|DSUZ	CCAP1982_LOCUS21158|CAD7013081.1|CCAP
OG0004438	LOC108010107|XP_016930417.1|DSUZ	CCAP1982_LOCUS20396|CAD7012300.1|CCAP
OG0004439	LOC108010105|XP_016930415.1|DSUZ	CCAP1982_LOCUS20273|CAD7012171.1|CCAP, CCAP1982_LOCUS20274|CAD7012172.1|CCAP
OG0004440	LOC108009061|XP_016928555.1|DSUZ	CCAP1982_LOCUS23019|CAD7015063.1|CCAP
OG0004442	LOC108009822|XP_016929995.1|DSUZ	CCAP1982_LOCUS10050|CAD7001556.1|CCAP
OG0004443	LOC108013466|XP_016934831.1|DSUZ	CCAP1982_LOCUS13307|CAD7004924.1|CCAP
OG0004444	LOC108008453|XP_016927795.1|DSUZ	CCAP1982_LOCUS19916|CAD7011806.1|CCAP
OG0004445	LOC108008406|XP_016927741.1|DSUZ	CCAP1982_LOCUS20499|CAD7012413.1|CCAP
OG0004446	LOC108012160|XP_016932943.2|DSUZ	CCAP1982_LOCUS3652|CAD6994918.1|CCAP
OG0004447	LOC108020626|XP_016944466.2|DSUZ	CCAP1982_LOCUS14437|CAD7006105.1|CCAP
OG0004449	LOC108017673|XP_036671331.1|DSUZ	CCAP1982_LOCUS14678|CAD7006356.1|CCAP
OG0004450	LOC108009211|XP_016928860.1|DSUZ	CCAP1982_LOCUS20032|CAD7011920.1|CCAP
OG0004451	LOC108010142|XP_016930465.1|DSUZ	CCAP1982_LOCUS20147|CAD7012045.1|CCAP
OG0004452	LOC108008461|XP_016927804.1|DSUZ	CCAP1982_LOCUS20150|CAD7012048.1|CCAP
OG0004453	LOC108006186|XP_016925112.1|DSUZ	CCAP1982_LOCUS19680|CAD7011591.1|CCAP
OG0004454	LOC108019250|XP_036673836.1|DSUZ	CCAP1982_LOCUS5157|CAD6996488.1|CCAP
OG0004457	LOC108014489|XP_036670625.1|DSUZ	CCAP1982_LOCUS13442|CAD7005078.1|CCAP
OG0004458	LOC108010714|XP_016931117.2|DSUZ	CCAP1982_LOCUS14001|CAD7005643.1|CCAP, CCAP1982_LOCUS14004|CAD7005646.1|CCAP
OG0004459	LOC108020840|XP_036672156.1|DSUZ	CCAP1982_LOCUS13690|CAD7005330.1|CCAP
OG0004460	LOC108013131|XP_016934299.1|DSUZ	CCAP1982_LOCUS12030|CAD7003581.1|CCAP
OG0004461	LOC108019507|XP_016942825.2|DSUZ	CCAP1982_LOCUS13905|CAD7005545.1|CCAP
OG0004462	LOC108020733|XP_016944596.2|DSUZ, LOC108016343|XP_036672124.1|DSUZ	CCAP1982_LOCUS13571|CAD7005211.1|CCAP
OG0004463	LOC108007697|XP_016926923.2|DSUZ	CCAP1982_LOCUS13756|CAD7005396.1|CCAP
OG0004465	LOC118877541|XP_036672492.1|DSUZ, LOC108020711|XP_036671374.1|DSUZ	CCAP1982_LOCUS1606|CAD6992765.1|CCAP
OG0004466	LOC118877345|XP_036671624.1|DSUZ, LOC108020756|XP_036672489.1|DSUZ	CCAP1982_LOCUS14570|CAD7006244.1|CCAP
OG0004467	LOC108006228|XP_036670763.1|DSUZ	CCAP1982_LOCUS13984|CAD7005626.1|CCAP
OG0004468	LOC108006225|XP_016925153.2|DSUZ	CCAP1982_LOCUS13983|CAD7005625.1|CCAP
OG0004469	LOC108011381|XP_016931987.2|DSUZ	CCAP1982_LOCUS13398|CAD7005026.1|CCAP
OG0004470	LOC108021465|XP_016945686.1|DSUZ	CCAP1982_LOCUS8253|CAD6999727.1|CCAP
OG0004471	LOC108006445|XP_036672974.1|DSUZ	CCAP1982_LOCUS3738|CAD6995007.1|CCAP
OG0004472	LOC108008329|XP_016927643.1|DSUZ	CCAP1982_LOCUS20359|CAD7012263.1|CCAP
OG0004473	LOC108008152|XP_016927430.1|DSUZ	CCAP1982_LOCUS21035|CAD7012939.1|CCAP
OG0004474	LOC108008526|XP_016927884.1|DSUZ	CCAP1982_LOCUS21033|CAD7012937.1|CCAP
OG0004475	LOC108011573|XP_016932230.1|DSUZ	CCAP1982_LOCUS19402|CAD7011295.1|CCAP
OG0004477	LOC108019604|XP_016942971.1|DSUZ	CCAP1982_LOCUS20802|CAD7012695.1|CCAP
OG0004478	LOC108008821|XP_016928215.1|DSUZ	CCAP1982_LOCUS19606|CAD7011516.1|CCAP
OG0004479	LOC108017791|XP_016940424.1|DSUZ	CCAP1982_LOCUS20506|CAD7012422.1|CCAP
OG0004481	LOC108008599|XP_016927967.1|DSUZ	CCAP1982_LOCUS7208|CAD6998637.1|CCAP
OG0004482	LOC108018265|XP_036675586.1|DSUZ	CCAP1982_LOCUS1748|CAD6992915.1|CCAP, CCAP1982_LOCUS1747|CAD6992914.1|CCAP
OG0004483	LOC108010290|XP_016930649.1|DSUZ	CCAP1982_LOCUS20502|CAD7012416.1|CCAP
OG0004484	LOC108016032|XP_016938116.1|DSUZ, LOC108016033|XP_016938117.1|DSUZ	CCAP1982_LOCUS4678|CAD6995967.1|CCAP
OG0004487	LOC108006820|XP_036671801.1|DSUZ	CCAP1982_LOCUS11505|CAD7003042.1|CCAP
OG0004488	LOC108017679|XP_016940277.1|DSUZ, LOC108017680|XP_016940278.1|DSUZ	CCAP1982_LOCUS22292|CAD7014290.1|CCAP, CCAP1982_LOCUS22291|CAD7014289.1|CCAP
OG0004490	LOC108019608|XP_016942976.1|DSUZ	CCAP1982_LOCUS21583|CAD7013523.1|CCAP
OG0004492	LOC108011064|XP_016931616.1|DSUZ	CCAP1982_LOCUS13562|CAD7005202.1|CCAP
OG0004494	LOC108007055|XP_036673012.1|DSUZ	CCAP1982_LOCUS282|CAD6991352.1|CCAP
OG0004495	LOC108014386|XP_036673193.1|DSUZ	CCAP1982_LOCUS3895|CAD6995174.1|CCAP, CCAP1982_LOCUS3894|CAD6995173.1|CCAP, CCAP1982_LOCUS3896|CAD6995175.1|CCAP
OG0004497	LOC108008121|XP_016927399.1|DSUZ, LOC108008786|XP_016928173.1|DSUZ	CCAP1982_LOCUS23058|CAD7015105.1|CCAP, CCAP1982_LOCUS23059|CAD7015106.1|CCAP
OG0004504	LOC108014505|XP_016936132.1|DSUZ	CCAP1982_LOCUS4126|CAD6995408.1|CCAP
OG0004505	LOC108017206|XP_036674303.1|DSUZ	CCAP1982_LOCUS1442|CAD6992593.1|CCAP
OG0004506	LOC108014823|XP_016936510.1|DSUZ	CCAP1982_LOCUS3919|CAD6995200.1|CCAP
OG0004507	LOC108016019|XP_016938103.1|DSUZ	CCAP1982_LOCUS1261|CAD6992397.1|CCAP
OG0004508	LOC108018341|XP_036675432.1|DSUZ	CCAP1982_LOCUS3637|CAD6994902.1|CCAP, CCAP1982_LOCUS3634|CAD6994899.1|CCAP
OG0004511	LOC108006610|XP_036673215.1|DSUZ	CCAP1982_LOCUS2442|CAD6993632.1|CCAP
OG0004512	LOC108020382|XP_016944125.1|DSUZ	CCAP1982_LOCUS9854|CAD7001356.1|CCAP
OG0004513	LOC108020407|XP_016944190.1|DSUZ	CCAP1982_LOCUS9560|CAD7001088.1|CCAP
OG0004514	LOC108020372|XP_016944093.1|DSUZ	CCAP1982_LOCUS10096|CAD7001602.1|CCAP
OG0004519	LOC108014785|XP_036674298.1|DSUZ	CCAP1982_LOCUS36|CAD6991088.1|CCAP
OG0004523	LOC108015738|XP_036675276.1|DSUZ	CCAP1982_LOCUS3346|CAD6994609.1|CCAP
OG0004531	LOC108020498|XP_036673137.1|DSUZ	CCAP1982_LOCUS2148|CAD6993332.1|CCAP
OG0004535	LOC108005634|XP_016924435.1|DSUZ	CCAP1982_LOCUS13345|CAD7004967.1|CCAP
OG0004538	LOC108010015|XP_016930295.1|DSUZ	CCAP1982_LOCUS21889|CAD7013872.1|CCAP
OG0004539	LOC108007805|XP_036674463.1|DSUZ	CCAP1982_LOCUS3115|CAD6994361.1|CCAP
OG0004541	LOC108008229|XP_036669042.1|DSUZ	CCAP1982_LOCUS21023|CAD7012926.1|CCAP
OG0004545	LOC118877635|XP_036673030.1|DSUZ	CCAP1982_LOCUS3186|CAD6994435.1|CCAP
OG0004546	LOC108019877|XP_016943436.1|DSUZ	CCAP1982_LOCUS22253|CAD7014250.1|CCAP
OG0004550	LOC108018944|XP_016942031.1|DSUZ	CCAP1982_LOCUS5352|CAD6996668.1|CCAP
OG0004553	LOC108013116|XP_016934262.1|DSUZ	CCAP1982_LOCUS11235|CAD7002761.1|CCAP
OG0004556	LOC108015353|XP_016937253.1|DSUZ	CCAP1982_LOCUS9255|CAD7000780.1|CCAP
OG0004559	LOC108007842|XP_016927094.2|DSUZ	CCAP1982_LOCUS3867|CAD6995146.1|CCAP
OG0004560	LOC108014482|XP_016936101.1|DSUZ	CCAP1982_LOCUS4128|CAD6995411.1|CCAP
OG0004561	LOC108014622|XP_036674413.1|DSUZ, LOC108006762|XP_036675445.1|DSUZ	CCAP1982_LOCUS2043|CAD6993224.1|CCAP
OG0004562	LOC108005982|XP_016924912.2|DSUZ	CCAP1982_LOCUS776|CAD6991885.1|CCAP
OG0004563	LOC108006428|XP_036673460.1|DSUZ	CCAP1982_LOCUS4917|CAD6996232.1|CCAP
OG0004564	LOC108015581|XP_036672851.1|DSUZ	CCAP1982_LOCUS102|CAD6991162.1|CCAP
OG0004565	LOC108015723|XP_036674060.1|DSUZ	CCAP1982_LOCUS1797|CAD6992965.1|CCAP
OG0004569	LOC108011641|XP_036673644.1|DSUZ	CCAP1982_LOCUS1664|CAD6992826.1|CCAP
OG0004570	LOC108009344|XP_016929121.1|DSUZ	CCAP1982_LOCUS21554|CAD7013494.1|CCAP
OG0004573	LOC108005696|XP_016924512.2|DSUZ	CCAP1982_LOCUS3394|CAD6994659.1|CCAP
OG0004576	LOC108006111|XP_016925046.1|DSUZ	CCAP1982_LOCUS1658|CAD6992819.1|CCAP
OG0004577	LOC108010995|XP_016931506.1|DSUZ, LOC108017546|XP_016940112.1|DSUZ	CCAP1982_LOCUS1199|CAD6992335.1|CCAP
OG0004579	LOC108018151|XP_016941126.1|DSUZ	CCAP1982_LOCUS6923|CAD6998315.1|CCAP
OG0004580	LOC108018307|XP_036674750.1|DSUZ	CCAP1982_LOCUS2352|CAD6993540.1|CCAP
OG0004581	LOC108014479|XP_036673226.1|DSUZ	CCAP1982_LOCUS2223|CAD6993408.1|CCAP
OG0004582	LOC108012141|XP_036675529.1|DSUZ	CCAP1982_LOCUS1771|CAD6992938.1|CCAP
OG0004585	LOC108015499|XP_016937441.1|DSUZ	CCAP1982_LOCUS2137|CAD6993321.1|CCAP
OG0004587	LOC108010858|XP_036675684.1|DSUZ	CCAP1982_LOCUS3339|CAD6994601.1|CCAP
OG0004588	LOC108010864|XP_016931330.1|DSUZ	CCAP1982_LOCUS3344|CAD6994606.1|CCAP
OG0004590	LOC108015495|XP_036675266.1|DSUZ	CCAP1982_LOCUS3189|CAD6994438.1|CCAP
OG0004591	LOC108015503|XP_036675379.1|DSUZ	CCAP1982_LOCUS3193|CAD6994442.1|CCAP
OG0004598	LOC108005624|XP_016924423.1|DSUZ	CCAP1982_LOCUS12410|CAD7003988.1|CCAP
OG0004599	LOC108021677|XP_016945981.1|DSUZ	CCAP1982_LOCUS11923|CAD7003470.1|CCAP
OG0004606	LOC108015584|XP_036672605.1|DSUZ	CCAP1982_LOCUS91|CAD6991150.1|CCAP
OG0004610	LOC108017257|XP_036675280.1|DSUZ	CCAP1982_LOCUS1859|CAD6993023.1|CCAP
OG0004611	LOC108017267|XP_036675391.1|DSUZ	CCAP1982_LOCUS1128|CAD6992259.1|CCAP
OG0004612	LOC108017238|XP_016939723.1|DSUZ	CCAP1982_LOCUS1129|CAD6992262.1|CCAP
OG0004613	LOC108014478|XP_036673225.1|DSUZ	CCAP1982_LOCUS2221|CAD6993406.1|CCAP
OG0004617	LOC108021318|XP_016945470.1|DSUZ	CCAP1982_LOCUS8004|CAD6999480.1|CCAP
OG0004618	LOC108016072|XP_016938154.1|DSUZ	CCAP1982_LOCUS31|CAD6991083.1|CCAP
OG0004619	LOC108018577|XP_016941624.2|DSUZ	CCAP1982_LOCUS1835|CAD6993000.1|CCAP
OG0004620	LOC108013832|XP_016935303.2|DSUZ	CCAP1982_LOCUS1046|CAD6992171.1|CCAP
OG0004621	LOC108016509|XP_016938672.1|DSUZ	CCAP1982_LOCUS362|CAD6991436.1|CCAP
OG0004622	LOC118877720|XP_036673538.1|DSUZ, LOC108020301|XP_036677883.1|DSUZ	CCAP1982_LOCUS1877|CAD6993045.1|CCAP
OG0004623	LOC108007561|XP_016926742.1|DSUZ	CCAP1982_LOCUS1607|CAD6992766.1|CCAP
OG0004627	LOC108020014|XP_036671456.1|DSUZ	CCAP1982_LOCUS12745|CAD7004326.1|CCAP
OG0004629	LOC108015605|XP_036674076.1|DSUZ	CCAP1982_LOCUS1775|CAD6992942.1|CCAP
OG0004630	LOC108015489|XP_036675387.1|DSUZ	CCAP1982_LOCUS2124|CAD6993307.1|CCAP
OG0004632	LOC108020298|XP_036677879.1|DSUZ	CCAP1982_LOCUS2110|CAD6993295.1|CCAP
OG0004633	LOC108007556|XP_036674613.1|DSUZ	CCAP1982_LOCUS1609|CAD6992768.1|CCAP
OG0004634	LOC108014317|XP_016935878.1|DSUZ	CCAP1982_LOCUS1610|CAD6992769.1|CCAP
OG0004639	LOC118878108|XP_036675402.1|DSUZ	CCAP1982_LOCUS3414|CAD6994679.1|CCAP
OG0004640	LOC108016126|XP_036675469.1|DSUZ	CCAP1982_LOCUS3419|CAD6994684.1|CCAP
OG0004643	LOC108018547|XP_016941589.1|DSUZ	CCAP1982_LOCUS4249|CAD6995538.1|CCAP
OG0004646	LOC108012161|XP_016932944.1|DSUZ	CCAP1982_LOCUS3651|CAD6994917.1|CCAP
OG0004651	LOC118876778|XP_036673143.1|DSUZ	CCAP1982_LOCUS3048|CAD6994287.1|CCAP, CCAP1982_LOCUS3046|CAD6994285.1|CCAP
OG0004652	LOC108017448|XP_036674156.1|DSUZ	CCAP1982_LOCUS2775|CAD6993993.1|CCAP
OG0004653	LOC108007768|XP_036671105.1|DSUZ	CCAP1982_LOCUS14289|CAD7005951.1|CCAP
OG0004654	LOC108008045|XP_016927321.1|DSUZ	CCAP1982_LOCUS6977|CAD6998377.1|CCAP
OG0004655	LOC108014741|XP_016936411.2|DSUZ	CCAP1982_LOCUS3443|CAD6994710.1|CCAP
OG0004657	LOC108018392|XP_016941434.2|DSUZ	CCAP1982_LOCUS68|CAD6991123.1|CCAP, CCAP1982_LOCUS67|CAD6991122.1|CCAP
OG0004658	LOC108007389|XP_036673059.1|DSUZ	CCAP1982_LOCUS3655|CAD6994922.1|CCAP
OG0004659	LOC108015827|XP_036674738.1|DSUZ	CCAP1982_LOCUS4005|CAD6995286.1|CCAP
OG0004660	LOC118877633|XP_036673028.1|DSUZ	CCAP1982_LOCUS3701|CAD6994970.1|CCAP
OG0004661	LOC108016104|XP_016938192.2|DSUZ	CCAP1982_LOCUS3041|CAD6994280.1|CCAP
OG0004666	LOC108010586|XP_016930961.2|DSUZ	CCAP1982_LOCUS1731|CAD6992896.1|CCAP
OG0004670	LOC108011762|XP_036675256.1|DSUZ	CCAP1982_LOCUS90|CAD6991148.1|CCAP
OG0004671	LOC108018680|XP_016941741.1|DSUZ	CCAP1982_LOCUS2509|CAD6993703.1|CCAP
OG0004672	LOC108014629|XP_036674405.1|DSUZ, LOC108006764|XP_036675439.1|DSUZ	CCAP1982_LOCUS2039|CAD6993220.1|CCAP
OG0004673	LOC108010807|XP_036675622.1|DSUZ	CCAP1982_LOCUS5124|CAD6996452.1|CCAP
OG0004674	LOC108019534|XP_016942862.2|DSUZ	CCAP1982_LOCUS2397|CAD6993586.1|CCAP
OG0004675	LOC108019528|XP_036673197.1|DSUZ	CCAP1982_LOCUS2401|CAD6993591.1|CCAP
OG0004676	LOC108015820|XP_016937874.1|DSUZ	CCAP1982_LOCUS3368|CAD6994633.1|CCAP
OG0004677	LOC108015776|XP_016937815.2|DSUZ	CCAP1982_LOCUS2684|CAD6993891.1|CCAP
OG0004678	LOC108015779|XP_036673282.1|DSUZ	CCAP1982_LOCUS2683|CAD6993890.1|CCAP
OG0004679	LOC108014150|XP_016935670.2|DSUZ	CCAP1982_LOCUS1367|CAD6992518.1|CCAP
OG0004680	LOC108020786|XP_036674151.1|DSUZ	CCAP1982_LOCUS2560|CAD6993761.1|CCAP
OG0004681	LOC108006504|XP_016925516.2|DSUZ	CCAP1982_LOCUS2511|CAD6993705.1|CCAP
OG0004682	LOC108012116|XP_016932892.1|DSUZ	CCAP1982_LOCUS8207|CAD6999677.1|CCAP
OG0004683	LOC108018485|XP_016941531.1|DSUZ	CCAP1982_LOCUS2421|CAD6993611.1|CCAP
OG0004684	LOC108010590|XP_016930964.2|DSUZ	CCAP1982_LOCUS1441|CAD6992592.1|CCAP
OG0004685	LOC108010737|XP_036674206.1|DSUZ	CCAP1982_LOCUS2531|CAD6993733.1|CCAP
OG0004686	LOC108018448|XP_016941495.2|DSUZ	CCAP1982_LOCUS2334|CAD6993521.1|CCAP
OG0004687	LOC108010728|XP_036674527.1|DSUZ	CCAP1982_LOCUS2485|CAD6993679.1|CCAP, CCAP1982_LOCUS2483|CAD6993677.1|CCAP
OG0004688	LOC108010923|XP_036674742.1|DSUZ	CCAP1982_LOCUS4260|CAD6995549.1|CCAP
OG0004689	LOC108007853|XP_036674139.1|DSUZ	CCAP1982_LOCUS1804|CAD6992973.1|CCAP, CCAP1982_LOCUS1803|CAD6992972.1|CCAP
OG0004690	LOC108015989|XP_016938067.2|DSUZ	CCAP1982_LOCUS3063|CAD6994302.1|CCAP
OG0004691	LOC118877939|XP_036674512.1|DSUZ	CCAP1982_LOCUS1485|CAD6992639.1|CCAP
OG0004692	LOC108015557|XP_036674724.1|DSUZ	CCAP1982_LOCUS1323|CAD6992467.1|CCAP
OG0004693	LOC108012209|XP_036674723.1|DSUZ	CCAP1982_LOCUS1315|CAD6992459.1|CCAP
OG0004694	LOC108017669|XP_036673318.1|DSUZ	CCAP1982_LOCUS11231|CAD7002757.1|CCAP
OG0004695	LOC108019531|XP_036673231.1|DSUZ	CCAP1982_LOCUS2714|CAD6993926.1|CCAP
