Orthogroup	AEAL.longest_only	DANA.longest_only
OG0003269	LOC115256416|XP_029710784.1|AEAL, LOC109433659|XP_019565660.2|AEAL, LOC109403485|XP_029733838.1|AEAL	LOC6506010|XP_001964774.1|DANA
OG0003270	LOC109403484|XP_029709640.1|AEAL, LOC109433643|XP_029732664.1|AEAL, LOC115256584|XP_029711222.1|AEAL	LOC6507254|XP_001956379.2|DANA
OG0003271	LOC109433627|XP_029711905.1|AEAL, LOC115269286|XP_029733725.1|AEAL, LOC115253530|XP_029712302.1|AEAL	LOC6505492|XP_001966266.1|DANA
OG0003272	LOC109408929|XP_019537867.2|AEAL	LOC6505169|XP_032307965.1|DANA
OG0003273	LOC115256437|XP_029710873.1|AEAL, LOC109415225|XP_019544658.1|AEAL, LOC109428364|XP_029712290.1|AEAL	LOC6494334|XP_001960513.2|DANA
OG0003274	LOC109428415|XP_029711694.1|AEAL	LOC6505079|XP_014760283.2|DANA
OG0003275	LOC109428420|XP_019559715.2|AEAL	LOC6504573|XP_032309292.1|DANA
OG0003276	LOC115262976|XP_029721779.1|AEAL, LOC109430516|XP_029729608.1|AEAL, LOC109428431|XP_019559732.2|AEAL	LOC6501273|XP_014766973.1|DANA
OG0003277	LOC109428441|XP_019559751.1|AEAL, LOC109422150|XP_019552339.2|AEAL	LOC6502505|XP_001961270.1|DANA
OG0003278	LOC109422175|XP_029716706.1|AEAL, LOC109428465|XP_019559774.2|AEAL	LOC26514331|XP_014767272.1|DANA
OG0003279	LOC109428527|XP_029711307.1|AEAL, LOC109422178|XP_019552365.2|AEAL	LOC6502305|XP_032309404.1|DANA
OG0003280	LOC109428528|XP_029711042.1|AEAL, LOC109422103|XP_029716710.1|AEAL	LOC6499462|XP_001954586.2|DANA
OG0003281	LOC115256775|XP_029711589.1|AEAL, LOC109428554|XP_019559880.2|AEAL	LOC6499481|XP_001954548.1|DANA
OG0003282	LOC109428491|XP_029711710.1|AEAL, LOC115256839|XP_029711716.1|AEAL, LOC109415174|XP_029721798.1|AEAL	LOC6502101|XP_001966209.2|DANA
OG0003283	LOC109430087|XP_019561665.2|AEAL, LOC115256456|XP_029710942.1|AEAL	LOC6498289|XP_001962470.2|DANA
OG0003284	LOC115256499|XP_029711027.1|AEAL, LOC109428518|XP_019559859.1|AEAL, LOC109430095|XP_019561675.1|AEAL	LOC6503807|XP_001963705.1|DANA
OG0003285	LOC115257276|XP_029712581.1|AEAL, LOC109416816|XP_029712663.1|AEAL, LOC109398231|XP_029714864.1|AEAL	LOC6499385|XP_001954738.1|DANA
OG0003286	LOC109402603|XP_029708404.1|AEAL, LOC109406602|XP_029710634.1|AEAL	LOC6501338|XP_032307623.1|DANA
OG0003287	LOC109406612|XP_019535246.2|AEAL	LOC6507923|XP_001956610.1|DANA
OG0003288	LOC109402605|XP_029734100.1|AEAL, LOC115260002|XP_029716696.1|AEAL, LOC109406624|XP_029710565.1|AEAL	LOC6499946|XP_001953578.2|DANA
OG0003289	LOC109402694|XP_019530941.2|AEAL	LOC6494186|XP_001960806.1|DANA
OG0003290	LOC109402691|XP_029711466.1|AEAL	LOC6500990|XP_001954307.2|DANA
OG0003291	LOC109427495|XP_019558591.2|AEAL	LOC6506231|XP_001958299.2|DANA
OG0003292	LOC115264856|XP_029724749.1|AEAL, LOC109427513|XP_019558611.1|AEAL, LOC115264857|XP_029724750.1|AEAL	LOC6503748|XP_001963813.1|DANA
OG0003293	LOC109398935|XP_029710527.1|AEAL	LOC6503553|XP_001964170.1|DANA
OG0003294	LOC115256427|XP_029710830.1|AEAL, LOC115269132|XP_029733399.1|AEAL, LOC109427531|XP_019558629.2|AEAL	LOC6494532|XP_032306262.1|DANA
OG0003295	LOC115253655|XP_029711942.1|AEAL, LOC109427536|XP_019558639.2|AEAL	LOC6503690|XP_032308386.1|DANA
OG0003296	LOC109427485|XP_019558580.1|AEAL, LOC115256667|XP_029711400.1|AEAL, LOC115256413|XP_029710772.1|AEAL	LOC116654585|XP_032305855.1|DANA
OG0003297	LOC115256327|XP_029710462.1|AEAL, LOC109427546|XP_019558659.2|AEAL, LOC115269373|XP_029733900.1|AEAL	LOC6499922|XP_032307191.1|DANA
OG0003299	LOC109414694|XP_029729492.1|AEAL, LOC109401899|XP_029709670.1|AEAL	LOC6500326|XP_001952978.1|DANA
OG0003300	LOC109414692|XP_029729379.1|AEAL, LOC109401902|XP_029709674.1|AEAL, LOC109414693|XP_029709675.1|AEAL	LOC6500911|XP_001954151.1|DANA
OG0003301	LOC109414683|XP_019544059.2|AEAL, LOC115253951|XP_029709680.1|AEAL, LOC109401932|XP_019530104.2|AEAL	LOC6495503|XP_001958990.2|DANA
OG0003302	LOC109414682|XP_019544058.2|AEAL, LOC115255719|XP_029709683.1|AEAL	LOC6503527|XP_032308764.1|DANA
OG0003303	LOC115255705|XP_029709665.1|AEAL, LOC109412090|XP_019541277.2|AEAL, LOC109401829|XP_019529987.2|AEAL	LOC6495669|XP_001959351.1|DANA
OG0003304	LOC109404698|XP_019533165.2|AEAL, LOC109397196|XP_029733240.1|AEAL	LOC6501512|XP_001955397.1|DANA
OG0003305	LOC115256880|XP_029711832.1|AEAL, LOC115267409|XP_029730248.1|AEAL, LOC109422084|XP_029710561.1|AEAL, LOC115267410|XP_029730249.1|AEAL	LOC6498794|XP_001967269.1|DANA
OG0003306	LOC109422123|XP_019552300.2|AEAL	LOC6496641|XP_001961315.1|DANA
OG0003307	LOC109422088|XP_029711529.1|AEAL, LOC109432604|XP_029712534.1|AEAL	LOC6493577|XP_001958031.2|DANA
OG0003308	LOC115269056|XP_029733220.1|AEAL, LOC115269054|XP_029733219.1|AEAL, LOC109422144|XP_019552331.2|AEAL	LOC6497839|XP_001961549.1|DANA
OG0003309	LOC109432582|XP_029709986.1|AEAL, LOC109432584|XP_029708426.1|AEAL, LOC109397189|XP_029733308.1|AEAL, LOC115269105|XP_029733367.1|AEAL	LOC6504384|XP_014759451.1|DANA
OG0003310	LOC109421968|XP_019552150.2|AEAL	LOC6501974|XP_001966796.1|DANA, LOC6501975|XP_001966797.1|DANA
OG0003311	LOC115256389|XP_029710659.1|AEAL, LOC109422032|XP_019552216.2|AEAL	LOC6499651|XP_001954213.1|DANA
OG0003312	LOC109421967|XP_019552149.1|AEAL, LOC115256482|XP_029710991.1|AEAL	LOC6500915|XP_001954156.1|DANA
OG0003313	LOC115256363|XP_029710570.1|AEAL, LOC115256369|XP_029710594.1|AEAL, LOC109422003|XP_019552188.2|AEAL	LOC6504851|XP_001966451.1|DANA
OG0003314	LOC115256368|XP_029710593.1|AEAL, LOC109422000|XP_019552184.2|AEAL	LOC6495717|XP_001959430.2|DANA
OG0003315	LOC115256426|XP_029710826.1|AEAL, LOC109421999|XP_029712683.1|AEAL, LOC115253965|XP_029710694.1|AEAL	LOC6504960|XP_032307845.1|DANA
OG0003316	LOC109424615|XP_029710645.1|AEAL	LOC6499396|XP_001954721.1|DANA
OG0003317	LOC109427460|XP_019558558.2|AEAL, LOC115256595|XP_029711261.1|AEAL	LOC6500902|XP_001954132.1|DANA
OG0003318	LOC115260102|XP_029716831.1|AEAL, LOC109622444|XP_029711722.1|AEAL	LOC6499929|XP_032306814.1|DANA
OG0003319	LOC115256716|XP_029711514.1|AEAL, LOC109427441|XP_029710743.1|AEAL, LOC115267308|XP_029730088.1|AEAL	LOC6500982|XP_014766835.1|DANA
OG0003320	LOC115254486|XP_029707896.1|AEAL, LOC109410157|XP_029710577.1|AEAL	LOC6501190|XP_001954727.1|DANA
OG0003321	LOC109427436|XP_029707898.1|AEAL, LOC109410155|XP_019539224.2|AEAL	LOC6501192|XP_014766924.1|DANA
OG0003322	LOC109427435|XP_019558535.2|AEAL	LOC6499388|XP_001954734.1|DANA
OG0003323	LOC109402083|XP_029710796.1|AEAL	LOC6508749|XP_001964244.1|DANA
OG0003324	LOC115256898|XP_029711901.1|AEAL, LOC109409500|XP_029710931.1|AEAL	LOC6504672|XP_032309002.1|DANA
OG0003325	LOC109409431|XP_029711745.1|AEAL	LOC6499357|XP_014766031.1|DANA
OG0003326	LOC115253971|XP_029710982.1|AEAL, LOC109409440|XP_019538431.1|AEAL, LOC109432697|XP_019564623.2|AEAL	LOC6504985|XP_001965687.1|DANA
OG0003327	LOC109409476|XP_019538474.2|AEAL, LOC109397635|XP_029736267.1|AEAL	LOC6503258|XP_032308039.1|DANA
OG0003328	LOC109397641|XP_019525476.2|AEAL, LOC109409489|XP_019538484.2|AEAL	LOC6504606|XP_001966538.1|DANA
OG0003329	LOC109409490|XP_029736246.1|AEAL, LOC109397632|XP_029736252.1|AEAL	LOC6496555|XP_032307082.1|DANA, LOC6499480|XP_001954552.2|DANA
OG0003330	LOC109397655|XP_019525495.2|AEAL, LOC115271003|XP_029736233.1|AEAL	LOC6507762|XP_001956298.1|DANA
OG0003331	LOC109397688|XP_019525532.2|AEAL, LOC109432959|XP_019564855.2|AEAL, LOC115269562|XP_029734233.1|AEAL	LOC6504499|XP_032308243.1|DANA
OG0003332	LOC115255771|XP_029709753.1|AEAL, LOC109433007|XP_019564930.2|AEAL	LOC6502324|XP_001967154.1|DANA
OG0003333	LOC109398579|XP_029734213.1|AEAL, LOC109413007|XP_029734265.1|AEAL	LOC6505571|XP_001964676.3|DANA
OG0003334	LOC115256111|XP_029710227.1|AEAL, LOC109414077|XP_019543361.1|AEAL	LOC6501414|XP_001955202.1|DANA
OG0003335	LOC109414079|XP_019543364.2|AEAL, LOC115256087|XP_029710200.1|AEAL	LOC6500264|XP_001952912.1|DANA
OG0003336	LOC115267232|XP_029729988.1|AEAL, LOC109412998|XP_019542216.2|AEAL	LOC6499739|XP_001954022.1|DANA
OG0003337	LOC109422938|XP_019553379.2|AEAL	LOC6499397|XP_032306217.1|DANA
OG0003338	LOC109422941|XP_029717449.1|AEAL	LOC6500898|XP_001954126.1|DANA
OG0003339	LOC109422970|XP_019553415.2|AEAL, LOC109403580|XP_019531948.2|AEAL	LOC6506001|XP_001964760.1|DANA
OG0003340	LOC109403573|XP_019531939.2|AEAL, LOC109422971|XP_029717388.1|AEAL	LOC6505527|XP_014760697.1|DANA
OG0003341	LOC115260562|XP_029717339.1|AEAL, LOC109422981|XP_029717384.1|AEAL, LOC115260569|XP_029717365.1|AEAL	LOC6505209|XP_001965551.1|DANA
OG0003342	LOC115260566|XP_029717362.1|AEAL, LOC109422989|XP_029717349.1|AEAL, LOC109405330|XP_019533927.2|AEAL	LOC6502120|XP_001966170.2|DANA
OG0003343	LOC109422898|XP_029717951.1|AEAL	LOC6495749|XP_032309454.1|DANA, LOC6496049|XP_032310858.1|DANA
OG0003344	LOC109401483|XP_029725334.1|AEAL	LOC6497082|XP_001962792.1|DANA
OG0003345	LOC109423058|XP_029717757.1|AEAL, LOC109432362|XP_029708382.1|AEAL	LOC6501815|XP_001966869.2|DANA
OG0003346	LOC109423070|XP_019553539.1|AEAL, LOC115254034|XP_029715777.1|AEAL, LOC109432374|XP_019564276.2|AEAL	LOC6499704|XP_001954096.1|DANA
OG0003347	LOC115254235|XP_029734153.1|AEAL, LOC109400930|XP_019528964.2|AEAL, LOC109422823|XP_019553259.2|AEAL	LOC6499697|XP_001954112.1|DANA
OG0003348	LOC115260615|XP_029717507.1|AEAL, LOC115255932|XP_029710010.1|AEAL, LOC109422820|XP_029717567.1|AEAL	LOC6500878|XP_001954090.1|DANA
OG0003349	LOC109421834|XP_029717592.1|AEAL, LOC109422780|XP_029717543.1|AEAL, LOC115253777|XP_029717528.1|AEAL	LOC6501826|XP_001966854.1|DANA
OG0003350	LOC109421835|XP_029717534.1|AEAL	LOC6500807|XP_032309972.1|DANA
OG0003351	LOC109422770|XP_019553188.1|AEAL, LOC109421844|XP_019551955.1|AEAL	LOC6504571|XP_001966604.1|DANA
OG0003352	LOC109421883|XP_019552003.2|AEAL	LOC6505554|XP_014760703.1|DANA
OG0003353	LOC109425028|XP_029717637.1|AEAL, LOC109418573|XP_029717678.1|AEAL	LOC6499854|XP_032305905.1|DANA
OG0003354	LOC109424980|XP_029717646.1|AEAL, LOC115260676|XP_029717687.1|AEAL	LOC6505948|XP_001964664.2|DANA
OG0003355	LOC109418672|XP_029712152.1|AEAL, LOC115260679|XP_029717693.1|AEAL, LOC109424901|XP_029717651.1|AEAL	LOC6501896|XP_032308303.1|DANA
OG0003356	LOC109412954|XP_029717703.1|AEAL, LOC109424872|XP_029717659.1|AEAL	LOC6502254|XP_001966090.1|DANA
OG0003357	LOC115254051|XP_029717660.1|AEAL, LOC109412952|XP_019542158.2|AEAL	LOC6502252|XP_001966088.1|DANA
OG0003358	LOC109427766|XP_029717789.1|AEAL, LOC109431339|XP_019563101.1|AEAL	LOC6497618|XP_001961701.1|DANA
OG0003359	LOC109427746|XP_029717818.1|AEAL, LOC109431388|XP_019563150.1|AEAL	LOC6504428|XP_032308108.1|DANA
OG0003360	LOC109427738|XP_029717321.1|AEAL, LOC109431372|XP_029717823.1|AEAL	LOC6504741|XP_032309051.1|DANA
OG0003361	LOC115258121|XP_029714021.1|AEAL, LOC115258120|XP_029714020.1|AEAL	LOC6494579|XP_032306425.1|DANA
OG0003362	LOC109431465|XP_029717900.1|AEAL	LOC6500273|XP_001952897.1|DANA
OG0003363	LOC109431491|XP_029717901.1|AEAL	LOC6505726|XP_014760774.2|DANA, LOC6501376|XP_014767013.2|DANA
OG0003364	LOC109406946|XP_029729113.1|AEAL, LOC109405944|XP_019534538.2|AEAL	LOC6500317|XP_001952962.1|DANA
OG0003365	LOC109405947|XP_029729118.1|AEAL, LOC109406925|XP_029728626.1|AEAL	LOC6500501|XP_001953354.1|DANA
OG0003366	LOC109431089|XP_029707527.1|AEAL, LOC109412124|XP_029733688.1|AEAL	LOC6493677|XP_001958214.2|DANA
OG0003367	LOC109431378|XP_029718067.1|AEAL, LOC109412153|XP_029718056.1|AEAL	LOC6493641|XP_001958149.1|DANA
OG0003368	LOC109412183|XP_019541382.2|AEAL	LOC6493640|XP_001958146.1|DANA
OG0003369	LOC109431675|XP_029717911.1|AEAL	LOC6500105|XP_001953217.2|DANA
OG0003370	LOC115258289|XP_029714231.1|AEAL, LOC109405306|XP_019533886.1|AEAL, LOC109406365|XP_019535009.2|AEAL	LOC6505836|XP_001964459.2|DANA
OG0003371	LOC109416337|XP_029710160.1|AEAL, LOC109426538|XP_029725061.1|AEAL, LOC109416319|XP_019545903.2|AEAL	LOC6503143|XP_001963515.1|DANA
OG0003372	LOC109405639|XP_019534252.1|AEAL	LOC6494015|XP_001961145.1|DANA
OG0003373	LOC109406906|XP_029713908.1|AEAL	LOC6505814|XP_001964421.1|DANA
OG0003374	LOC109405633|XP_029712329.1|AEAL	LOC6504066|XP_032308538.1|DANA
OG0003375	LOC109405641|XP_029712341.1|AEAL	LOC6500300|XP_001952927.2|DANA
OG0003376	LOC109623012|XP_019933028.1|AEAL, LOC109419648|XP_019549422.1|AEAL	LOC6500244|XP_001952953.1|DANA
OG0003377	LOC109622744|XP_029712317.1|AEAL, LOC115257104|XP_029712319.1|AEAL	LOC6500241|XP_032306378.1|DANA
OG0003378	LOC109622746|XP_029712333.1|AEAL	LOC6500782|XP_001953910.1|DANA
OG0003379	LOC109419559|XP_019549320.2|AEAL	LOC6499360|XP_001954796.1|DANA
OG0003380	LOC109423118|XP_029708021.1|AEAL, LOC109419486|XP_029733622.1|AEAL	LOC6499366|XP_001954784.1|DANA
OG0003381	LOC109423123|XP_019553575.2|AEAL, LOC109419373|XP_019549152.2|AEAL	LOC6498640|XP_001963223.1|DANA
OG0003382	LOC109423127|XP_029732680.1|AEAL, LOC109419299|XP_029707993.1|AEAL	LOC6501470|XP_032310461.1|DANA
OG0003383	LOC109423138|XP_029733678.1|AEAL, LOC115269264|XP_029733677.1|AEAL, LOC109419141|XP_019548912.2|AEAL	LOC6501196|XP_001954742.1|DANA
OG0003384	LOC115257160|XP_029712415.1|AEAL, LOC109397301|XP_019525177.1|AEAL, LOC109423202|XP_029729628.1|AEAL	LOC6507521|XP_001965391.1|DANA
OG0003385	LOC115253627|XP_029707962.1|AEAL, LOC109397295|XP_029729623.1|AEAL, LOC109423203|XP_029712438.1|AEAL, LOC115254528|XP_029707941.1|AEAL	LOC6501614|XP_001955597.1|DANA
OG0003386	LOC109397307|XP_019525182.2|AEAL, LOC115266664|XP_029729048.1|AEAL, LOC115254705|XP_029708235.1|AEAL	LOC6499785|XP_001953922.1|DANA
OG0003387	LOC115266637|XP_029729005.1|AEAL, LOC109397288|XP_029707948.1|AEAL	LOC6501465|XP_001955307.1|DANA
OG0003388	LOC109423215|XP_019553697.2|AEAL, LOC115254534|XP_029707947.1|AEAL, LOC109397294|XP_019525161.2|AEAL, LOC115254710|XP_029708242.1|AEAL	LOC6504496|XP_001967011.1|DANA
OG0003389	LOC109397253|XP_019525122.2|AEAL, LOC115263817|XP_029723055.1|AEAL	LOC6495843|XP_001959692.2|DANA
OG0003390	LOC109397252|XP_019525121.2|AEAL, LOC109423239|XP_029722773.1|AEAL	LOC6501368|XP_001955089.1|DANA
OG0003391	LOC109423518|XP_029736178.1|AEAL, LOC109430199|XP_029722780.1|AEAL	LOC6499678|XP_001954165.1|DANA
OG0003392	LOC109432122|XP_019563951.2|AEAL	LOC6500710|XP_001953775.1|DANA
OG0003393	LOC109425428|XP_029722844.1|AEAL, LOC115254111|XP_029722811.1|AEAL, LOC109432127|XP_029722866.1|AEAL	LOC6505535|XP_014760698.1|DANA
OG0003394	LOC115266412|XP_029728504.1|AEAL, LOC109432203|XP_019564074.2|AEAL	LOC6501372|XP_001955096.1|DANA
OG0003395	LOC109432198|XP_029722813.1|AEAL, LOC115263717|XP_029722820.1|AEAL	LOC6501375|XP_001955102.1|DANA
OG0003396	LOC115263724|XP_029722841.1|AEAL, LOC109425439|XP_029722816.1|AEAL	LOC6501358|XP_001955065.3|DANA
OG0003397	LOC109430300|XP_019561899.2|AEAL	LOC6501052|XP_001954464.1|DANA
OG0003399	LOC109415542|XP_019544970.2|AEAL, LOC109430272|XP_019561866.1|AEAL	LOC6500668|XP_001953688.1|DANA
OG0003400	LOC115263745|XP_029722893.1|AEAL	LOC6500679|XP_014766669.1|DANA
OG0003401	LOC109430344|XP_029722946.1|AEAL, LOC109400126|XP_029722721.1|AEAL	LOC6500852|XP_032310222.1|DANA
OG0003402	LOC115263864|XP_029723077.1|AEAL, LOC109400044|XP_019528058.2|AEAL	LOC6500848|XP_032305605.1|DANA
OG0003403	LOC109400110|XP_019528139.2|AEAL, LOC115263758|XP_029722950.1|AEAL	LOC6494107|XP_001960961.1|DANA
OG0003404	LOC109400086|XP_019528100.2|AEAL, LOC109621549|XP_019931159.2|AEAL	LOC6499667|XP_001954187.1|DANA
OG0003405	LOC115254374|XP_029707731.1|AEAL, LOC115253922|XP_029707598.1|AEAL, LOC109621612|XP_019931246.2|AEAL	LOC6496612|XP_001961259.1|DANA
OG0003406	LOC115254348|XP_029707644.1|AEAL, LOC109621625|XP_019931262.1|AEAL, LOC109400082|XP_019528095.1|AEAL	LOC6501633|XP_001955646.1|DANA
OG0003407	LOC109621546|XP_019931157.2|AEAL, LOC109400083|XP_019528096.1|AEAL, LOC115253921|XP_029707588.1|AEAL	LOC6498936|XP_001955645.1|DANA
OG0003408	LOC109400091|XP_029707599.1|AEAL, LOC109621583|XP_029707642.1|AEAL	LOC6500904|XP_001954137.1|DANA
OG0003409	LOC109400079|XP_029707603.1|AEAL, LOC115254378|XP_029707734.1|AEAL, LOC109621244|XP_029707638.1|AEAL	LOC6499743|XP_032305687.1|DANA
OG0003410	LOC109621585|XP_019931209.1|AEAL, LOC115260390|XP_029717209.1|AEAL, LOC109400102|XP_019528129.1|AEAL	LOC6500857|XP_014766762.1|DANA
OG0003411	LOC109621636|XP_019931280.2|AEAL, LOC109400138|XP_019528171.3|AEAL	LOC6505820|XP_001964432.2|DANA
OG0003412	LOC109621621|XP_019931255.1|AEAL, LOC115254360|XP_029707691.1|AEAL, LOC109400054|XP_019528071.1|AEAL	LOC6499066|XP_001955372.1|DANA
OG0003413	LOC109430399|XP_019562006.2|AEAL, LOC109408863|XP_019537776.2|AEAL	LOC6499615|XP_001954289.1|DANA
OG0003414	LOC109430389|XP_029713498.1|AEAL, LOC109413279|XP_029716795.1|AEAL	LOC6507814|XP_001956403.1|DANA
OG0003415	LOC115257486|XP_029712975.1|AEAL, LOC109415404|XP_029712945.1|AEAL	LOC6504276|XP_032308836.1|DANA
OG0003416	LOC109410084|XP_019539164.2|AEAL, LOC109415407|XP_019544818.1|AEAL	LOC6499294|XP_001954928.1|DANA
OG0003417	LOC109430221|XP_029713177.1|AEAL, LOC115257652|XP_029713353.1|AEAL	LOC6499055|XP_001955400.1|DANA
OG0003418	LOC109430213|XP_019561805.1|AEAL	LOC6505649|XP_001964531.1|DANA
OG0003419	LOC109430448|XP_019562064.2|AEAL	LOC6498838|XP_032312277.1|DANA
OG0003420	LOC109432139|XP_019563987.2|AEAL	LOC6501714|XP_001955835.3|DANA
OG0003421	LOC115257764|XP_029713568.1|AEAL, LOC109432155|XP_029712801.1|AEAL, LOC109430218|XP_029713567.1|AEAL	LOC6505933|XP_014760849.2|DANA
OG0003422	LOC109432186|XP_029712835.1|AEAL, LOC109430195|XP_019561791.2|AEAL	LOC6505588|XP_001964641.1|DANA
OG0003423	LOC109430732|XP_019562355.2|AEAL, LOC109429788|XP_029726717.1|AEAL	LOC6494530|XP_001960164.2|DANA
OG0003424	LOC115258060|XP_029713923.1|AEAL, LOC109430740|XP_029712940.1|AEAL, LOC109429762|XP_019561295.2|AEAL	LOC6499814|XP_001953857.1|DANA
OG0003425	LOC115261525|XP_029719205.1|AEAL, LOC109416149|XP_019545667.2|AEAL	LOC6500249|XP_001952942.1|DANA
OG0003426	LOC109430716|XP_019562332.2|AEAL	LOC6500649|XP_001953647.1|DANA
OG0003427	LOC115257536|XP_029713122.1|AEAL, LOC109430742|XP_029736351.1|AEAL, LOC109429542|XP_019561066.2|AEAL	LOC6499908|XP_001953656.1|DANA
OG0003428	LOC109425382|XP_019556180.2|AEAL	LOC6507861|XP_001956484.1|DANA
OG0003429	LOC109399865|XP_019527899.1|AEAL	LOC6495918|XP_001959853.1|DANA
OG0003430	LOC115267041|XP_029729687.1|AEAL, LOC109399837|XP_029729699.1|AEAL	LOC6501810|XP_001967403.2|DANA
OG0003431	LOC109415614|XP_029716225.1|AEAL, LOC115254040|XP_029716429.1|AEAL	LOC6498890|XP_001955735.1|DANA
OG0003432	LOC115259608|XP_029716202.1|AEAL, LOC109416956|XP_019546618.2|AEAL	LOC6498910|XP_001955692.1|DANA
OG0003433	LOC115259484|XP_029715943.1|AEAL, LOC109416949|XP_029715904.1|AEAL, LOC109402365|XP_029716296.1|AEAL	LOC6499023|XP_032311498.1|DANA
OG0003434	LOC109417286|XP_019546936.2|AEAL	LOC6503923|XP_001963855.2|DANA
OG0003435	LOC109623050|XP_019933068.2|AEAL	LOC6501333|XP_001955010.3|DANA
OG0003436	LOC109417729|XP_029716291.1|AEAL, LOC109400487|XP_029716107.1|AEAL	LOC6500188|XP_001953053.1|DANA
OG0003437	LOC109400476|XP_029716101.1|AEAL, LOC115259649|XP_029716288.1|AEAL	LOC6500361|XP_014766511.1|DANA
OG0003438	LOC109417722|XP_019547377.1|AEAL, LOC115259650|XP_029716290.1|AEAL	LOC6500362|XP_001953054.1|DANA
OG0003439	LOC109400499|XP_019528560.2|AEAL	LOC6498907|XP_001955697.1|DANA
OG0003440	LOC109400406|XP_019528463.2|AEAL	LOC6500286|XP_032310096.1|DANA
OG0003441	LOC109400405|XP_019528462.1|AEAL, LOC115269841|XP_029734480.1|AEAL	LOC6497828|XP_001961531.1|DANA
OG0003442	LOC109400398|XP_019528452.2|AEAL	LOC6499380|XP_001954748.1|DANA
OG0003443	LOC115259545|XP_029716076.1|AEAL, LOC115268780|XP_029732805.1|AEAL	LOC6506880|XP_001957071.1|DANA
OG0003444	LOC109411850|XP_019541006.2|AEAL, LOC115259468|XP_029715903.1|AEAL, LOC115268775|XP_029732801.1|AEAL	LOC6493701|XP_001958264.3|DANA
OG0003445	LOC115259607|XP_029716201.1|AEAL, LOC109412733|XP_029715916.1|AEAL, LOC109411853|XP_029716240.1|AEAL	LOC6501880|XP_001966749.2|DANA
OG0003446	LOC109411857|XP_029716413.1|AEAL, LOC115259782|XP_029716434.1|AEAL, LOC115259769|XP_029716420.1|AEAL	LOC6495015|XP_032312008.1|DANA
OG0003448	LOC109412720|XP_019541885.1|AEAL, LOC109411863|XP_019541027.1|AEAL	LOC6500064|XP_001953292.1|DANA
OG0003449	LOC109412718|XP_019541881.2|AEAL, LOC109411867|XP_019541032.2|AEAL	LOC6500692|XP_001953733.1|DANA
OG0003450	LOC109411869|XP_029728536.1|AEAL, LOC109412717|XP_019541877.2|AEAL	LOC6507296|XP_032311346.1|DANA, LOC6499501|XP_001954499.1|DANA
OG0003451	LOC109399056|XP_019527032.2|AEAL, LOC109425245|XP_029733740.1|AEAL	LOC6499291|XP_001954932.1|DANA
OG0003452	LOC109425246|XP_029715833.1|AEAL	LOC6501290|XP_001954933.1|DANA
OG0003453	LOC109412297|XP_019541480.2|AEAL	LOC6506502|XP_001957758.1|DANA
OG0003454	LOC109425251|XP_019556046.2|AEAL	LOC6497804|XP_001961480.1|DANA
OG0003455	LOC109412287|XP_019541474.2|AEAL	LOC6500308|XP_001952940.1|DANA
OG0003456	LOC109622983|XP_029716575.1|AEAL	LOC6495663|XP_014763430.1|DANA
OG0003457	LOC115254039|XP_029716329.1|AEAL, LOC115259538|XP_029716064.1|AEAL, LOC109622981|XP_029722654.1|AEAL, LOC109398996|XP_029712623.1|AEAL	LOC6498873|XP_032312221.1|DANA
OG0003458	LOC109429337|XP_029715922.1|AEAL	LOC6500951|XP_032308928.1|DANA
OG0003459	LOC115259429|XP_029715864.1|AEAL, LOC109401051|XP_029716110.1|AEAL	LOC6505702|XP_001964425.1|DANA
OG0003460	LOC109400928|XP_019528966.2|AEAL, LOC109429316|XP_019560767.2|AEAL	LOC6499775|XP_001953943.1|DANA
OG0003461	LOC109397184|XP_029716349.1|AEAL, LOC109414950|XP_029716284.1|AEAL	LOC6500190|XP_001953051.3|DANA
OG0003462	LOC115257007|XP_029712098.1|AEAL, LOC109397148|XP_019525036.2|AEAL, LOC109400723|XP_029716304.1|AEAL	LOC6493328|XP_001957534.1|DANA
OG0003463	LOC109412597|XP_029716093.1|AEAL, LOC109433466|XP_029724004.1|AEAL, LOC115259542|XP_029716068.1|AEAL	LOC6498958|XP_001955607.1|DANA
OG0003464	LOC109398209|XP_029716409.1|AEAL, LOC109429342|XP_029716478.1|AEAL	LOC6499681|XP_001954159.2|DANA
OG0003465	LOC115259414|XP_029715832.1|AEAL, LOC109429294|XP_019560731.2|AEAL	LOC6499872|XP_001953732.1|DANA
OG0003466	LOC109429300|XP_029716517.1|AEAL, LOC109398223|XP_029715909.1|AEAL	LOC6501539|XP_001955445.1|DANA
OG0003467	LOC109429310|XP_019560761.2|AEAL, LOC109400876|XP_019528909.2|AEAL	LOC6500293|XP_001952901.1|DANA
OG0003468	LOC109398473|XP_029716195.1|AEAL, LOC115259613|XP_029716218.1|AEAL, LOC109622685|XP_019932666.2|AEAL	LOC6500287|XP_001952891.1|DANA
OG0003469	LOC109621513|XP_019931115.1|AEAL	LOC6501585|XP_001955523.1|DANA
OG0003470	LOC115259742|XP_029716385.1|AEAL, LOC109398475|XP_029716384.1|AEAL, LOC115259710|XP_029716352.1|AEAL	LOC6501549|XP_001955458.3|DANA
OG0003471	LOC109403740|XP_019532155.2|AEAL, LOC109424318|XP_019554958.2|AEAL	LOC6497879|XP_001961634.1|DANA
