Orthogroup	AEAL.longest_only	DPSE.longest_only
OG0004363	LOC109401294|XP_019529337.2|AEAL, LOC109623302|XP_019933367.2|AEAL, LOC115262712|XP_029721257.1|AEAL	LOC6901715|XP_002134383.2|DPSE
OG0004364	LOC109623290|XP_019933349.2|AEAL, LOC109401196|XP_019529216.2|AEAL	LOC4804163|XP_001360767.2|DPSE
OG0004365	LOC109401307|XP_019529355.2|AEAL, LOC109623270|XP_019933327.2|AEAL	LOC4805531|XP_033233259.1|DPSE
OG0004366	LOC109401171|XP_019529196.2|AEAL	LOC4817248|XP_001356741.2|DPSE
OG0004367	LOC109401170|XP_019529195.2|AEAL	LOC4813963|XP_001354122.1|DPSE
OG0004368	LOC109413631|XP_019542890.2|AEAL, LOC109426881|XP_019557986.2|AEAL	LOC4812910|XP_015042798.1|DPSE
OG0004369	LOC109623365|XP_029721176.1|AEAL, LOC115262804|XP_029721556.1|AEAL	LOC6898133|XP_002138212.3|DPSE
OG0004370	LOC109426927|XP_019558034.2|AEAL	LOC6903885|XP_015035086.2|DPSE
OG0004371	LOC109623344|XP_019933445.2|AEAL, LOC109426940|XP_019558052.2|AEAL	LOC4815515|XP_001355400.2|DPSE
OG0004372	LOC109426942|XP_029711985.1|AEAL, LOC109623345|XP_029721151.1|AEAL	LOC6899068|XP_002138992.3|DPSE
OG0004373	LOC109427036|XP_029720832.1|AEAL	LOC6898039|XP_002138127.1|DPSE
OG0004374	LOC115262655|XP_029721058.1|AEAL, LOC109424724|XP_029721538.1|AEAL	LOC6898302|XP_033234382.1|DPSE
OG0004375	LOC109424717|XP_019555420.2|AEAL	LOC4812588|XP_001352683.1|DPSE
OG0004376	LOC115262650|XP_029721030.1|AEAL, LOC109424672|XP_019555385.2|AEAL	LOC4812785|XP_001353530.4|DPSE
OG0004377	LOC109412040|XP_019541227.2|AEAL	LOC4812801|XP_001353710.1|DPSE
OG0004378	LOC109424624|XP_029721018.1|AEAL	LOC4804456|XP_015039967.2|DPSE
OG0004379	LOC109412057|XP_019541247.1|AEAL	LOC4805533|XP_001361921.1|DPSE
OG0004380	LOC109421945|XP_019552128.1|AEAL, LOC109408610|XP_019537481.2|AEAL	LOC4805079|XP_001361541.2|DPSE
OG0004381	LOC109421941|XP_019552122.2|AEAL	LOC6897452|XP_002137600.3|DPSE
OG0004382	LOC109421918|XP_019552043.2|AEAL, LOC109432635|XP_029721002.1|AEAL	LOC4803682|XP_001360359.3|DPSE
OG0004383	LOC109421916|XP_029721005.1|AEAL, LOC109432717|XP_019564647.2|AEAL	LOC4803652|XP_001360335.3|DPSE
OG0004384	LOC109421917|XP_019552042.2|AEAL, LOC109432652|XP_019564560.2|AEAL	LOC6898168|XP_002138246.1|DPSE
OG0004386	LOC109421901|XP_029730706.1|AEAL, LOC115267702|XP_029730713.1|AEAL	LOC4804352|XP_001360926.4|DPSE
OG0004387	LOC109408779|XP_019537710.2|AEAL, LOC109432665|XP_029730729.1|AEAL	LOC4812345|XP_001352895.3|DPSE
OG0004388	LOC109408775|XP_029730724.1|AEAL, LOC109408774|XP_029730737.1|AEAL, LOC109432710|XP_029730740.1|AEAL	LOC6898184|XP_002138255.2|DPSE
OG0004389	LOC109408773|XP_029730756.1|AEAL, LOC109432681|XP_029730735.1|AEAL	LOC4812637|XP_001353027.3|DPSE
OG0004390	LOC109408802|XP_029729301.1|AEAL, LOC109408804|XP_029730773.1|AEAL	LOC6900498|XP_015042850.2|DPSE
OG0004391	LOC109408797|XP_029731969.1|AEAL	LOC4804950|XP_033234305.1|DPSE
OG0004392	LOC109408724|XP_029730812.1|AEAL, LOC109428932|XP_029714034.1|AEAL	LOC6900296|XP_015044093.2|DPSE
OG0004393	LOC109408720|XP_029730819.1|AEAL	LOC4803758|XP_001360422.3|DPSE
OG0004394	LOC109408712|XP_019537620.2|AEAL, LOC109428919|XP_029730824.1|AEAL	LOC4803782|XP_033234787.1|DPSE
OG0004395	LOC109414910|XP_019544304.1|AEAL, LOC109428906|XP_029730833.1|AEAL	LOC4805160|XP_033234484.1|DPSE
OG0004396	LOC109428905|XP_019560290.1|AEAL	LOC4804825|XP_001361327.2|DPSE
OG0004397	LOC109414907|XP_019544301.1|AEAL	LOC4804168|XP_001360772.1|DPSE
OG0004398	LOC109414924|XP_029715552.1|AEAL	LOC4804167|XP_033234806.1|DPSE
OG0004399	LOC109414902|XP_019544293.2|AEAL	LOC4804590|XP_001361126.1|DPSE
OG0004400	LOC109414895|XP_019544284.2|AEAL	LOC4803005|XP_001359810.2|DPSE
OG0004401	LOC109428885|XP_029730895.1|AEAL	LOC6903654|XP_002136817.3|DPSE
OG0004402	LOC109416887|XP_019546528.2|AEAL	LOC4803391|XP_001357531.2|DPSE
OG0004403	LOC109411435|XP_029730852.1|AEAL, LOC109428863|XP_029714137.1|AEAL	LOC4803961|XP_001360599.3|DPSE
OG0004404	LOC109428854|XP_019560230.2|AEAL, LOC115267759|XP_029730858.1|AEAL	LOC4805668|XP_001362029.3|DPSE
OG0004405	LOC109428850|XP_029731977.1|AEAL, LOC115262973|XP_029721775.1|AEAL, LOC115267766|XP_029730879.1|AEAL	LOC6900425|XP_002134816.2|DPSE
OG0004406	LOC115267811|XP_029731034.1|AEAL	LOC6900111|XP_015043797.2|DPSE
OG0004407	LOC109397002|XP_029730682.1|AEAL, LOC109432250|XP_029731033.1|AEAL	LOC4805040|XP_001361505.2|DPSE
OG0004408	LOC115260975|XP_029718203.1|AEAL, LOC109432267|XP_019564145.2|AEAL	LOC4813544|XP_001353602.2|DPSE
OG0004409	LOC109397081|XP_029730986.1|AEAL, LOC109432288|XP_029730908.1|AEAL	LOC4811843|XP_001382223.3|DPSE
OG0004410	LOC109397034|XP_029730956.1|AEAL, LOC109409848|XP_019538879.2|AEAL	LOC4803996|XP_001360627.3|DPSE
OG0004411	LOC109397047|XP_019524913.2|AEAL, LOC115260033|XP_029716727.1|AEAL	LOC4812403|XP_001352893.3|DPSE
OG0004412	LOC109397121|XP_029730931.1|AEAL, LOC115267794|XP_029730954.1|AEAL	LOC4812030|XP_001352892.3|DPSE
OG0004413	LOC109409855|XP_029730919.1|AEAL, LOC115267792|XP_029730950.1|AEAL	LOC4803509|XP_001360222.3|DPSE
OG0004414	LOC115267815|XP_029731054.1|AEAL, LOC109409861|XP_029730941.1|AEAL	LOC6898447|XP_002138490.1|DPSE
OG0004415	LOC109399100|XP_019527085.2|AEAL	LOC4804016|XP_001360646.3|DPSE
OG0004416	LOC109399103|XP_019527092.1|AEAL, LOC109409916|XP_029731073.1|AEAL	LOC6903879|XP_002136630.1|DPSE
OG0004417	LOC115267819|XP_029731071.1|AEAL, LOC109409917|XP_019538983.2|AEAL	LOC4800429|XP_001357707.2|DPSE
OG0004418	LOC109409918|XP_029731057.1|AEAL, LOC109399095|XP_029731087.1|AEAL	LOC4804372|XP_001360945.4|DPSE
OG0004419	LOC109409926|XP_029731121.1|AEAL	LOC4805074|XP_004444386.2|DPSE
OG0004420	LOC109399132|XP_019527116.2|AEAL	LOC4803382|XP_001360089.3|DPSE
OG0004421	LOC109399618|XP_019527654.1|AEAL	LOC4813743|XP_001353962.1|DPSE
OG0004422	LOC109399624|XP_029732182.1|AEAL, LOC115268277|XP_029732183.1|AEAL, LOC109400800|XP_019528844.1|AEAL	LOC4813793|XP_001353790.1|DPSE
OG0004423	LOC109399609|XP_019527642.2|AEAL, LOC109397727|XP_019525618.2|AEAL	LOC4804093|XP_001360711.2|DPSE
OG0004424	LOC109400309|XP_029709871.1|AEAL, LOC115253442|XP_029708104.1|AEAL	LOC4805609|XP_004444553.3|DPSE
OG0004425	LOC109399667|XP_019527717.2|AEAL, LOC115253929|XP_029708105.1|AEAL	LOC4812230|XP_001352985.2|DPSE
OG0004426	LOC109400763|XP_019528839.2|AEAL, LOC109399670|XP_019527721.1|AEAL, LOC115255830|XP_029709878.1|AEAL	LOC4812275|XP_001352978.1|DPSE
OG0004427	LOC109399671|XP_019527722.2|AEAL	LOC4812597|XP_001353018.2|DPSE
OG0004428	LOC109418987|XP_019548767.2|AEAL	LOC4802009|XP_015037539.1|DPSE
OG0004429	LOC109410578|XP_029731275.1|AEAL, LOC109421149|XP_019551190.2|AEAL	LOC4818078|XP_033236275.1|DPSE
OG0004430	LOC109426536|XP_029731324.1|AEAL, LOC109408362|XP_029731305.1|AEAL	LOC6900366|XP_033238229.1|DPSE
OG0004431	LOC115255987|XP_029710066.1|AEAL, LOC109408357|XP_019537200.2|AEAL, LOC109426517|XP_019557593.2|AEAL	LOC4800992|XP_001358167.3|DPSE
OG0004432	LOC115255988|XP_029710067.1|AEAL, LOC109408356|XP_019537199.2|AEAL	LOC4800993|XP_001358168.4|DPSE
OG0004433	LOC109426509|XP_029710089.1|AEAL, LOC109426469|XP_029710075.1|AEAL, LOC115255993|XP_029710072.1|AEAL	LOC4813685|XP_001353520.3|DPSE
OG0004434	LOC109408984|XP_029710065.1|AEAL, LOC115255996|XP_029710078.1|AEAL, LOC109426471|XP_019557535.2|AEAL	LOC4804166|XP_001360770.2|DPSE
OG0004435	LOC109402144|XP_019530316.2|AEAL, LOC109426455|XP_029731377.1|AEAL	LOC4804139|XP_001360745.2|DPSE
OG0004437	LOC109426437|XP_019557489.2|AEAL	LOC4804623|XP_001361156.2|DPSE
OG0004438	LOC109426436|XP_019557488.2|AEAL	LOC4803654|XP_001360337.1|DPSE
OG0004439	LOC109404008|XP_019532418.2|AEAL	LOC4803956|XP_001360594.2|DPSE
OG0004440	LOC109426432|XP_019557485.1|AEAL	LOC4803995|XP_001360626.1|DPSE
OG0004441	LOC109403403|XP_019531777.2|AEAL	LOC4817531|XP_001356946.1|DPSE
OG0004442	LOC109403309|XP_019531661.2|AEAL	LOC4805398|XP_001361803.2|DPSE
OG0004443	LOC109621792|XP_029731528.1|AEAL, LOC109403180|XP_029731396.1|AEAL	LOC4813288|XP_001353362.2|DPSE
OG0004444	LOC109622181|XP_029731549.1|AEAL	LOC6898393|XP_002138440.1|DPSE
OG0004445	LOC109403341|XP_029731570.1|AEAL, LOC115267963|XP_029731665.1|AEAL	LOC4804320|XP_015039809.2|DPSE
OG0004446	LOC109403355|XP_029718009.1|AEAL, LOC109410760|XP_019539830.2|AEAL, LOC115267936|XP_029731573.1|AEAL	LOC4800332|XP_001357580.2|DPSE
OG0004447	LOC109403361|XP_019531721.1|AEAL	LOC4801793|XP_001358830.1|DPSE
OG0004448	LOC109410759|XP_019539828.2|AEAL	LOC4804682|XP_001361203.1|DPSE
OG0004449	LOC109403358|XP_019531716.2|AEAL	LOC4813142|XP_015042830.1|DPSE
OG0004450	LOC109410628|XP_019539695.2|AEAL, LOC109433539|XP_019565523.2|AEAL	LOC4803667|XP_001360350.3|DPSE
OG0004451	LOC109410656|XP_029731642.1|AEAL	LOC4803662|XP_001360345.2|DPSE
OG0004452	LOC109433480|XP_019565446.2|AEAL, LOC109410661|XP_029731648.1|AEAL	LOC4804939|XP_001361421.1|DPSE
OG0004453	LOC109410657|XP_029710257.1|AEAL, LOC109433478|XP_029731645.1|AEAL	LOC4804157|XP_001360763.4|DPSE
OG0004454	LOC115267992|XP_029731731.1|AEAL, LOC109621455|XP_019931040.2|AEAL, LOC115269469|XP_029734107.1|AEAL	LOC4802591|XP_001359484.2|DPSE
OG0004455	LOC115268196|XP_029732109.1|AEAL, LOC109621475|XP_019931063.2|AEAL, LOC115255967|XP_029710053.1|AEAL, LOC109621486|XP_019931074.2|AEAL	LOC4813918|XP_001353129.2|DPSE
OG0004456	LOC109621461|XP_019931046.2|AEAL	LOC6901406|XP_002134092.2|DPSE
OG0004457	LOC109621480|XP_019931068.2|AEAL, LOC115255970|XP_029710055.1|AEAL	LOC4813501|XP_015043308.2|DPSE
OG0004458	LOC109621471|XP_029731745.1|AEAL	LOC4812059|XP_033241150.1|DPSE
OG0004459	LOC109621434|XP_029731746.1|AEAL	LOC6900833|XP_015043386.2|DPSE
OG0004460	LOC109621452|XP_019931037.2|AEAL, LOC115268004|XP_029731751.1|AEAL	LOC4813487|XP_001353799.1|DPSE
OG0004461	LOC115268044|XP_029731818.1|AEAL, LOC109426051|XP_019557038.2|AEAL	LOC4813832|XP_001353159.3|DPSE
OG0004462	LOC109426027|XP_019557004.2|AEAL	LOC4811859|XP_001352920.2|DPSE
OG0004463	LOC115268050|XP_029731829.1|AEAL, LOC109426022|XP_019556995.2|AEAL	LOC4812476|XP_015043538.2|DPSE
OG0004464	LOC115253524|XP_029731832.1|AEAL, LOC109426021|XP_029723094.1|AEAL, LOC115268030|XP_029731788.1|AEAL	LOC6900231|XP_015043996.2|DPSE
OG0004465	LOC115268032|XP_029731797.1|AEAL, LOC109426011|XP_019556982.1|AEAL	LOC6903406|XP_002132285.3|DPSE
OG0004466	LOC115268054|XP_029731838.1|AEAL, LOC109426010|XP_029731799.1|AEAL	LOC4812299|XP_001352915.4|DPSE
OG0004467	LOC115268036|XP_029731803.1|AEAL, LOC109426000|XP_019556972.2|AEAL	LOC4812888|XP_001353532.2|DPSE
OG0004468	LOC115268059|XP_029731844.1|AEAL, LOC109425999|XP_029731805.1|AEAL	LOC4813828|XP_001353533.1|DPSE
OG0004469	LOC115253480|XP_029731809.1|AEAL, LOC109425994|XP_019556964.2|AEAL	LOC4813341|XP_001353148.4|DPSE
OG0004470	LOC109425964|XP_029731782.1|AEAL	LOC4817650|XP_033236239.1|DPSE
OG0004471	LOC115268074|XP_029731879.1|AEAL	LOC6897221|XP_002137393.2|DPSE
OG0004472	LOC109425848|XP_029733650.1|AEAL, LOC109407584|XP_019536225.2|AEAL	LOC4805129|XP_001361583.1|DPSE
OG0004473	LOC109407683|XP_019536380.2|AEAL, LOC109425756|XP_019556620.2|AEAL	LOC26533012|XP_015039837.2|DPSE
OG0004474	LOC109425843|XP_019556759.1|AEAL	LOC4804358|XP_001360932.1|DPSE
OG0004475	LOC109407579|XP_019536216.2|AEAL	LOC6898040|XP_002138128.2|DPSE
OG0004476	LOC109425839|XP_019556755.2|AEAL	LOC6901451|XP_002134137.3|DPSE, LOC6902592|XP_002133120.2|DPSE
OG0004477	LOC109407511|XP_019536111.2|AEAL, LOC109425770|XP_019556637.2|AEAL, LOC115262227|XP_029720485.1|AEAL	LOC4803573|XP_001360280.2|DPSE
OG0004478	LOC109407507|XP_029720469.1|AEAL, LOC109425740|XP_029720463.1|AEAL, LOC115260063|XP_029716780.1|AEAL	LOC4803876|XP_033234240.1|DPSE
OG0004479	LOC109422033|XP_019552217.2|AEAL	LOC117183718|XP_033234498.1|DPSE
OG0004480	LOC115269546|XP_029734189.1|AEAL, LOC115267579|XP_029730518.1|AEAL, LOC109432994|XP_019564910.2|AEAL, LOC109397715|XP_029734253.1|AEAL	LOC4815780|XP_001355732.1|DPSE
OG0004481	LOC109623237|XP_029729019.1|AEAL	LOC6898433|XP_002138475.1|DPSE
OG0004482	LOC109424758|XP_029717713.1|AEAL, LOC109412946|XP_019542146.2|AEAL, LOC115260965|XP_029718192.1|AEAL	LOC4800315|XP_001357593.3|DPSE
OG0004483	LOC109416617|XP_029718398.1|AEAL, LOC115253696|XP_029719330.1|AEAL, LOC109432825|XP_019564714.1|AEAL, LOC115261571|XP_029719323.1|AEAL	LOC4803518|XP_001360231.3|DPSE
OG0004484	LOC109432394|XP_019564288.2|AEAL	LOC4802303|XP_001359246.2|DPSE
OG0004487	LOC109399289|XP_019527272.2|AEAL	LOC4811890|XP_015043560.1|DPSE
OG0004488	LOC109411164|XP_019540188.2|AEAL	LOC6898094|XP_002138176.2|DPSE
OG0004489	LOC115259426|XP_029715862.1|AEAL, LOC115267468|XP_029730320.1|AEAL	LOC4812498|XP_001352764.2|DPSE
OG0004504	LOC109402166|XP_019530340.1|AEAL, LOC109413239|XP_019542512.1|AEAL	LOC6899762|XP_033241751.1|DPSE
OG0004505	LOC109405385|XP_019533987.2|AEAL, LOC115262914|XP_029721674.1|AEAL	LOC4801633|XP_015037330.1|DPSE
OG0004506	LOC109431065|XP_029709617.1|AEAL, LOC109405380|XP_029709612.1|AEAL	LOC4801096|XP_001358247.2|DPSE
OG0004507	LOC115255634|XP_029709587.1|AEAL, LOC109405368|XP_019533967.2|AEAL	LOC4801879|XP_001358902.2|DPSE
OG0004508	LOC109413201|XP_029710437.1|AEAL	LOC6897149|XP_002137329.3|DPSE
OG0004509	LOC115254882|XP_029708430.1|AEAL, LOC109424931|XP_029710460.1|AEAL	LOC4813813|XP_001353906.2|DPSE
OG0004510	LOC109431113|XP_029718294.1|AEAL, LOC109424970|XP_019555711.2|AEAL	LOC4815877|XP_033238737.1|DPSE
OG0004511	LOC109424976|XP_029718299.1|AEAL, LOC109431121|XP_029711667.1|AEAL	LOC6897159|XP_002137339.3|DPSE
OG0004512	LOC109431102|XP_029710944.1|AEAL, LOC109424942|XP_029710936.1|AEAL	LOC4811803|XP_001352367.4|DPSE
OG0004513	LOC109431135|XP_029710671.1|AEAL, LOC109424991|XP_029710766.1|AEAL	LOC4811847|XP_033237202.1|DPSE
OG0004514	LOC109431133|XP_019562869.2|AEAL, LOC115256400|XP_029710724.1|AEAL	LOC4811775|XP_015044540.2|DPSE
OG0004515	LOC109415543|XP_019544975.2|AEAL, LOC109431129|XP_019562857.2|AEAL	LOC4814705|XP_001354886.3|DPSE
OG0004516	LOC109431151|XP_019562901.1|AEAL, LOC115256867|XP_029711806.1|AEAL, LOC109415554|XP_019544985.2|AEAL	LOC4816007|XP_001355366.3|DPSE
OG0004517	LOC109415631|XP_019545093.2|AEAL, LOC115256859|XP_029711778.1|AEAL, LOC115256858|XP_029711773.1|AEAL	LOC4815147|XP_015041801.2|DPSE
OG0004518	LOC109431108|XP_029711965.1|AEAL, LOC109415781|XP_029710698.1|AEAL	LOC6899742|XP_033239916.1|DPSE
OG0004519	LOC115256333|XP_029710495.1|AEAL, LOC109415826|XP_019545315.2|AEAL	LOC4800464|XP_001357735.1|DPSE
OG0004520	LOC109431170|XP_029713811.1|AEAL, LOC109412257|XP_029710552.1|AEAL	LOC4811677|XP_033240401.1|DPSE
OG0004521	LOC109413491|XP_019542719.2|AEAL	LOC4804832|XP_001361331.3|DPSE
OG0004522	LOC109405109|XP_029711084.1|AEAL, LOC109428335|XP_029708269.1|AEAL	LOC4814882|XP_001354987.3|DPSE
OG0004523	LOC109424768|XP_029732670.1|AEAL, LOC109417230|XP_029710491.1|AEAL	LOC4800351|XP_001357563.3|DPSE
OG0004524	LOC109424763|XP_019555489.2|AEAL, LOC109433658|XP_019565659.2|AEAL	LOC4815346|XP_001354546.2|DPSE
OG0004525	LOC115269331|XP_029733826.1|AEAL, LOC109433644|XP_029711757.1|AEAL, LOC115256817|XP_029711648.1|AEAL	LOC4815021|XP_001354593.1|DPSE
OG0004526	LOC109433653|XP_029710952.1|AEAL, LOC115256444|XP_029710910.1|AEAL, LOC115269330|XP_029733825.1|AEAL	LOC6901544|XP_033238110.1|DPSE
OG0004527	LOC109408933|XP_019537875.2|AEAL	LOC4815120|XP_001354638.1|DPSE
OG0004528	LOC109415233|XP_029712288.1|AEAL, LOC115256449|XP_029710924.1|AEAL, LOC109428359|XP_029710159.1|AEAL	LOC4814470|XP_001355032.1|DPSE
OG0004529	LOC109415218|XP_029710156.1|AEAL, LOC109428368|XP_029711939.1|AEAL	LOC4816068|XP_015041015.1|DPSE
OG0004530	LOC109428405|XP_019559676.1|AEAL	LOC4815058|XP_015041561.1|DPSE
OG0004531	LOC115269148|XP_029733418.1|AEAL, LOC109415184|XP_029711623.1|AEAL	LOC4801670|XP_001358722.5|DPSE
OG0004532	LOC109428432|XP_019559733.2|AEAL, LOC109430513|XP_019562125.2|AEAL	LOC4814791|XP_033240376.1|DPSE
OG0004533	LOC109428439|XP_019559749.2|AEAL, LOC109422148|XP_029729613.1|AEAL	LOC4815749|XP_001355678.4|DPSE
OG0004534	LOC109422171|XP_029716707.1|AEAL, LOC109428462|XP_019559771.2|AEAL	LOC6899833|XP_033239229.1|DPSE
OG0004535	LOC109428466|XP_019559775.2|AEAL, LOC109422176|XP_019552363.2|AEAL	LOC4812029|XP_001352584.3|DPSE
OG0004536	LOC109428467|XP_029711043.1|AEAL	LOC6901646|XP_015041931.2|DPSE
OG0004537	LOC109428468|XP_019559780.2|AEAL	LOC4815485|XP_001355578.2|DPSE
OG0004539	LOC109428481|XP_019559801.2|AEAL	LOC4800298|XP_015038647.1|DPSE
OG0004540	LOC109416895|XP_019546561.2|AEAL	LOC4815156|XP_015041749.2|DPSE
OG0004541	LOC109402643|XP_029710693.1|AEAL	LOC4804150|XP_015039642.2|DPSE
OG0004542	LOC109402631|XP_029711894.1|AEAL	LOC4815980|XP_015041308.1|DPSE
OG0004543	LOC115266730|XP_029729129.1|AEAL, LOC109397909|XP_029710470.1|AEAL, LOC115255700|XP_029709659.1|AEAL	LOC4815610|XP_033240636.1|DPSE
OG0004544	LOC115266727|XP_029729125.1|AEAL, LOC109397861|XP_029711274.1|AEAL, LOC109402681|XP_019530928.2|AEAL	LOC6901405|XP_033237733.1|DPSE
OG0004545	LOC109397913|XP_019525797.2|AEAL	LOC4801736|XP_001358779.1|DPSE
OG0004546	LOC115254576|XP_029708046.1|AEAL, LOC109406970|XP_019535530.2|AEAL	LOC4803539|XP_001360249.2|DPSE
OG0004547	LOC109397885|XP_029710781.1|AEAL	LOC4814587|XP_001354523.3|DPSE
OG0004548	LOC109427493|XP_019558587.2|AEAL	LOC4815305|XP_001355011.2|DPSE
OG0004549	LOC115256334|XP_029710498.1|AEAL, LOC109427501|XP_019558596.2|AEAL	LOC6901853|XP_033239805.1|DPSE
OG0004550	LOC115256503|XP_029711030.1|AEAL, LOC109427529|XP_019558627.2|AEAL	LOC6901962|XP_015041029.2|DPSE
OG0004551	LOC109427530|XP_019558628.2|AEAL, LOC115256491|XP_029711010.1|AEAL	LOC4804625|XP_001361157.1|DPSE
OG0004552	LOC109427533|XP_019558632.2|AEAL, LOC115253670|XP_029711476.1|AEAL	LOC6901115|XP_033238589.1|DPSE
OG0004553	LOC109427538|XP_019558648.2|AEAL, LOC115256344|XP_029710529.1|AEAL	LOC4812729|XP_001353108.2|DPSE
OG0004554	LOC115256331|XP_029710478.1|AEAL, LOC115259454|XP_029715887.1|AEAL, LOC109406861|XP_029716354.1|AEAL	LOC4815353|XP_001354647.4|DPSE
OG0004555	LOC115264498|XP_029724102.1|AEAL, LOC115264502|XP_029724106.1|AEAL, LOC109406869|XP_019535417.2|AEAL	LOC4815316|XP_001354648.3|DPSE
OG0004556	LOC109401876|XP_019530017.2|AEAL, LOC115264817|XP_029724690.1|AEAL	LOC4814453|XP_001355116.3|DPSE
OG0004557	LOC109401938|XP_029724109.1|AEAL, LOC115256740|XP_029711541.1|AEAL	LOC6901796|XP_033240123.1|DPSE
OG0004558	LOC115266763|XP_029729182.1|AEAL, LOC109401894|XP_019530049.2|AEAL	LOC4815864|XP_033237589.1|DPSE
OG0004559	LOC109401913|XP_019530074.1|AEAL	LOC4801563|XP_001358635.2|DPSE
OG0004560	LOC109401877|XP_019530018.2|AEAL, LOC109414697|XP_019544074.2|AEAL	LOC26532752|XP_033238945.1|DPSE
OG0004561	LOC109401939|XP_029709673.1|AEAL	LOC4801368|XP_001358475.3|DPSE
OG0004562	LOC109401916|XP_029729494.1|AEAL, LOC109414691|XP_029709676.1|AEAL	LOC4800943|XP_001358127.2|DPSE
OG0004563	LOC109401933|XP_029709678.1|AEAL	LOC4801257|XP_001358380.3|DPSE
OG0004564	LOC109414688|XP_029709727.1|AEAL, LOC109401947|XP_019530120.2|AEAL	LOC4803083|XP_001359882.2|DPSE
OG0004565	LOC109401895|XP_019530050.2|AEAL, LOC109414684|XP_019544060.2|AEAL	LOC4801067|XP_001358229.2|DPSE
OG0004566	LOC109401889|XP_019530042.2|AEAL	LOC4814695|XP_001354864.2|DPSE
OG0004567	LOC109414702|XP_019544083.1|AEAL, LOC109401886|XP_019530036.1|AEAL	LOC4815711|XP_001355551.1|DPSE
OG0004568	LOC109401828|XP_029709662.1|AEAL, LOC109412089|XP_019541276.2|AEAL, LOC115255725|XP_029709704.1|AEAL	LOC4815534|XP_001355429.4|DPSE
OG0004569	LOC109401821|XP_029733378.1|AEAL	LOC4802738|XP_001359601.3|DPSE
OG0004570	LOC109410340|XP_029733269.1|AEAL	LOC4803819|XP_001360474.3|DPSE
OG0004571	LOC109422038|XP_019552221.2|AEAL	LOC4814237|XP_001354365.1|DPSE
OG0004572	LOC109421972|XP_019552154.2|AEAL	LOC4817577|XP_001356982.2|DPSE
OG0004573	LOC115269048|XP_029733208.1|AEAL, LOC115269053|XP_029733217.1|AEAL	LOC4801428|XP_015037248.2|DPSE
OG0004574	LOC109397204|XP_019525092.1|AEAL, LOC109432080|XP_019563924.1|AEAL, LOC115269045|XP_029733203.1|AEAL	LOC6901462|XP_015041718.2|DPSE
OG0004575	LOC109432078|XP_019563920.2|AEAL, LOC109397198|XP_019525086.2|AEAL, LOC115255924|XP_029709989.1|AEAL	LOC4814746|XP_001354844.3|DPSE
OG0004576	LOC109422035|XP_019552220.2|AEAL, LOC115256583|XP_029711221.1|AEAL	LOC4801816|XP_001358849.1|DPSE
OG0004577	LOC115253973|XP_029711218.1|AEAL, LOC109422031|XP_019552215.2|AEAL	LOC4802010|XP_001359015.1|DPSE
OG0004578	LOC115256723|XP_029711522.1|AEAL, LOC115256872|XP_029711807.1|AEAL, LOC109422006|XP_019552195.1|AEAL	LOC4814894|XP_001354708.2|DPSE
OG0004579	LOC109422002|XP_019552186.2|AEAL, LOC115256372|XP_029710596.1|AEAL, LOC115256408|XP_029710753.1|AEAL	LOC6903014|XP_033236468.1|DPSE
OG0004580	LOC115256565|XP_029711173.1|AEAL, LOC109421993|XP_019552172.1|AEAL	LOC6897130|XP_002137311.1|DPSE
OG0004581	LOC115253977|XP_029711853.1|AEAL, LOC109421991|XP_019552170.2|AEAL	LOC4801524|XP_001358600.1|DPSE
OG0004582	LOC115256501|XP_029711028.1|AEAL, LOC109421987|XP_029710911.1|AEAL	LOC4800323|XP_001357586.4|DPSE
OG0004583	LOC109421974|XP_019552155.2|AEAL	LOC6901210|XP_033240662.1|DPSE
OG0004584	LOC109424617|XP_019555330.2|AEAL	LOC4805232|XP_001361669.3|DPSE
OG0004585	LOC115267313|XP_029730091.1|AEAL, LOC109410178|XP_029710751.1|AEAL, LOC115254483|XP_029707893.1|AEAL	LOC4800261|XP_015038545.1|DPSE
OG0004586	LOC109427434|XP_019558534.2|AEAL	LOC4814562|XP_001354908.3|DPSE
OG0004587	LOC109427430|XP_019558531.2|AEAL	LOC4800346|XP_001357567.3|DPSE
OG0004588	LOC109410149|XP_019539220.2|AEAL, LOC109427431|XP_019558533.1|AEAL	LOC4800348|XP_001357565.1|DPSE
OG0004589	LOC115253813|XP_029707907.1|AEAL, LOC109427426|XP_029711094.1|AEAL	LOC4815852|XP_033240883.1|DPSE
OG0004590	LOC109415362|XP_029710928.1|AEAL, LOC109410132|XP_019539203.2|AEAL	LOC4800996|XP_033233142.1|DPSE
OG0004591	LOC109427410|XP_029709731.1|AEAL, LOC109410127|XP_029710643.1|AEAL	LOC4800998|XP_001358173.3|DPSE
OG0004592	LOC109410125|XP_019539199.2|AEAL, LOC109427406|XP_019558493.2|AEAL	LOC4814877|XP_001354823.2|DPSE
OG0004593	LOC109427404|XP_019558491.2|AEAL, LOC109410124|XP_019539198.2|AEAL	LOC4815024|XP_001354805.2|DPSE
OG0004594	LOC109410168|XP_029710479.1|AEAL, LOC109427393|XP_029721634.1|AEAL	LOC4814196|XP_015042390.2|DPSE
OG0004595	LOC109427376|XP_029711375.1|AEAL, LOC109402076|XP_019530227.1|AEAL	LOC4814720|XP_001355202.1|DPSE
