Orthogroup	AEAL.longest_only	DBIA.longest_only
OG0003330	LOC109397655|XP_019525495.2|AEAL, LOC115271003|XP_029736233.1|AEAL	LOC108034922|XP_016965667.1|DBIA
OG0003331	LOC109397688|XP_019525532.2|AEAL, LOC109432959|XP_019564855.2|AEAL, LOC115269562|XP_029734233.1|AEAL	LOC108033185|XP_016962916.1|DBIA
OG0003332	LOC115255771|XP_029709753.1|AEAL, LOC109433007|XP_019564930.2|AEAL	LOC108025827|XP_016951971.1|DBIA
OG0003333	LOC109398579|XP_029734213.1|AEAL, LOC109413007|XP_029734265.1|AEAL	LOC108025275|XP_016951129.1|DBIA
OG0003334	LOC115256111|XP_029710227.1|AEAL, LOC109414077|XP_019543361.1|AEAL	LOC108027037|XP_016953726.1|DBIA
OG0003335	LOC109414079|XP_019543364.2|AEAL, LOC115256087|XP_029710200.1|AEAL	LOC108024756|XP_016950354.1|DBIA
OG0003336	LOC115267232|XP_029729988.1|AEAL, LOC109412998|XP_019542216.2|AEAL	LOC108031568|XP_016960615.1|DBIA
OG0003337	LOC109422938|XP_019553379.2|AEAL	LOC108026328|XP_016952711.1|DBIA
OG0003338	LOC109422941|XP_029717449.1|AEAL	LOC108023587|XP_016948678.1|DBIA
OG0003339	LOC109422970|XP_019553415.2|AEAL, LOC109403580|XP_019531948.2|AEAL	LOC108026353|XP_016952749.1|DBIA
OG0003340	LOC109403573|XP_019531939.2|AEAL, LOC109422971|XP_029717388.1|AEAL	LOC108026042|XP_016952225.1|DBIA
OG0003341	LOC115260562|XP_029717339.1|AEAL, LOC109422981|XP_029717384.1|AEAL, LOC115260569|XP_029717365.1|AEAL	LOC108023491|XP_016948508.1|DBIA
OG0003342	LOC115260566|XP_029717362.1|AEAL, LOC109422989|XP_029717349.1|AEAL, LOC109405330|XP_019533927.2|AEAL	LOC108023552|XP_016948618.1|DBIA
OG0003343	LOC109422898|XP_029717951.1|AEAL	LOC108025725|XP_016951781.1|DBIA
OG0003344	LOC109401483|XP_029725334.1|AEAL	LOC108032591|XP_016961992.1|DBIA
OG0003345	LOC109423058|XP_029717757.1|AEAL, LOC109432362|XP_029708382.1|AEAL	LOC108027589|XP_016954596.1|DBIA
OG0003346	LOC109423070|XP_019553539.1|AEAL, LOC115254034|XP_029715777.1|AEAL, LOC109432374|XP_019564276.2|AEAL	LOC108024180|XP_016949498.1|DBIA
OG0003347	LOC115254235|XP_029734153.1|AEAL, LOC109400930|XP_019528964.2|AEAL, LOC109422823|XP_019553259.2|AEAL	LOC108023550|XP_016948619.1|DBIA
OG0003348	LOC115260615|XP_029717507.1|AEAL, LOC115255932|XP_029710010.1|AEAL, LOC109422820|XP_029717567.1|AEAL	LOC108024583|XP_016950076.1|DBIA
OG0003349	LOC109421834|XP_029717592.1|AEAL, LOC109422780|XP_029717543.1|AEAL, LOC115253777|XP_029717528.1|AEAL	LOC108035547|XP_016966705.1|DBIA
OG0003350	LOC109421835|XP_029717534.1|AEAL	LOC108031693|XP_016960838.1|DBIA
OG0003351	LOC109422770|XP_019553188.1|AEAL, LOC109421844|XP_019551955.1|AEAL	LOC108023594|XP_016948686.1|DBIA
OG0003352	LOC109421883|XP_019552003.2|AEAL	LOC108025412|XP_016951383.1|DBIA
OG0003353	LOC109425028|XP_029717637.1|AEAL, LOC109418573|XP_029717678.1|AEAL	LOC108023212|XP_016947972.1|DBIA
OG0003354	LOC109424980|XP_029717646.1|AEAL, LOC115260676|XP_029717687.1|AEAL	LOC108025310|XP_016951200.1|DBIA
OG0003355	LOC109418672|XP_029712152.1|AEAL, LOC115260679|XP_029717693.1|AEAL, LOC109424901|XP_029717651.1|AEAL	LOC108035776|XP_016966974.1|DBIA
OG0003356	LOC109412954|XP_029717703.1|AEAL, LOC109424872|XP_029717659.1|AEAL	LOC108023958|XP_016949152.1|DBIA
OG0003357	LOC115254051|XP_029717660.1|AEAL, LOC109412952|XP_019542158.2|AEAL	LOC108026621|XP_016953122.1|DBIA, LOC108036210|XP_016967694.1|DBIA
OG0003358	LOC109427766|XP_029717789.1|AEAL, LOC109431339|XP_019563101.1|AEAL	LOC108033451|XP_016963272.1|DBIA
OG0003359	LOC109427746|XP_029717818.1|AEAL, LOC109431388|XP_019563150.1|AEAL	LOC108033152|XP_016962867.1|DBIA
OG0003360	LOC109427738|XP_029717321.1|AEAL, LOC109431372|XP_029717823.1|AEAL	LOC108026086|XP_016952277.1|DBIA
OG0003361	LOC115258121|XP_029714021.1|AEAL, LOC115258120|XP_029714020.1|AEAL	LOC108026622|XP_016953123.1|DBIA
OG0003362	LOC109431465|XP_029717900.1|AEAL	LOC108023874|XP_016949043.1|DBIA
OG0003363	LOC109431491|XP_029717901.1|AEAL	LOC108031810|XP_016961022.1|DBIA
OG0003364	LOC109406946|XP_029729113.1|AEAL, LOC109405944|XP_019534538.2|AEAL	LOC108024777|XP_016950382.1|DBIA
OG0003365	LOC109405947|XP_029729118.1|AEAL, LOC109406925|XP_029728626.1|AEAL	LOC108032914|XP_016962467.1|DBIA
OG0003366	LOC109431089|XP_029707527.1|AEAL, LOC109412124|XP_029733688.1|AEAL	LOC108028499|XP_016955863.1|DBIA
OG0003367	LOC109431378|XP_029718067.1|AEAL, LOC109412153|XP_029718056.1|AEAL	LOC108035929|XP_016967208.1|DBIA
OG0003368	LOC109412183|XP_019541382.2|AEAL	LOC108035927|XP_016967205.1|DBIA
OG0003369	LOC109431675|XP_029717911.1|AEAL	LOC108027315|XP_016954203.1|DBIA
OG0003370	LOC115258289|XP_029714231.1|AEAL, LOC109405306|XP_019533886.1|AEAL, LOC109406365|XP_019535009.2|AEAL	LOC108031093|XP_016959789.1|DBIA
OG0003371	LOC109416337|XP_029710160.1|AEAL, LOC109426538|XP_029725061.1|AEAL, LOC109416319|XP_019545903.2|AEAL	LOC108025913|XP_016952087.1|DBIA
OG0003372	LOC109405639|XP_019534252.1|AEAL	LOC108030315|XP_016958643.1|DBIA
OG0003373	LOC109406906|XP_029713908.1|AEAL	LOC108025440|XP_016951424.1|DBIA
OG0003374	LOC109405633|XP_029712329.1|AEAL	LOC108031443|XP_016960403.1|DBIA
OG0003375	LOC109405641|XP_029712341.1|AEAL	LOC108024544|XP_016950001.1|DBIA
OG0003376	LOC109623012|XP_019933028.1|AEAL, LOC109419648|XP_019549422.1|AEAL	LOC108025524|XP_016951538.1|DBIA
OG0003377	LOC109622744|XP_029712317.1|AEAL, LOC115257104|XP_029712319.1|AEAL	LOC108025202|XP_016951014.1|DBIA
OG0003378	LOC109622746|XP_029712333.1|AEAL	LOC108024359|XP_016949752.1|DBIA
OG0003379	LOC109419559|XP_019549320.2|AEAL	LOC108031634|XP_016960730.1|DBIA
OG0003380	LOC109423118|XP_029708021.1|AEAL, LOC109419486|XP_029733622.1|AEAL	LOC108031287|XP_016960019.1|DBIA
OG0003381	LOC109423123|XP_019553575.2|AEAL, LOC109419373|XP_019549152.2|AEAL	LOC108033307|XP_016963069.1|DBIA
OG0003382	LOC109423127|XP_029732680.1|AEAL, LOC109419299|XP_029707993.1|AEAL	LOC108024615|XP_016950130.1|DBIA
OG0003383	LOC109423138|XP_029733678.1|AEAL, LOC115269264|XP_029733677.1|AEAL, LOC109419141|XP_019548912.2|AEAL	LOC108032047|XP_016961349.1|DBIA
OG0003384	LOC115257160|XP_029712415.1|AEAL, LOC109397301|XP_019525177.1|AEAL, LOC109423202|XP_029729628.1|AEAL	LOC108029261|XP_016956946.1|DBIA
OG0003385	LOC115253627|XP_029707962.1|AEAL, LOC109397295|XP_029729623.1|AEAL, LOC109423203|XP_029712438.1|AEAL, LOC115254528|XP_029707941.1|AEAL	LOC108031726|XP_016960885.1|DBIA
OG0003386	LOC109397307|XP_019525182.2|AEAL, LOC115266664|XP_029729048.1|AEAL, LOC115254705|XP_029708235.1|AEAL	LOC108031774|XP_016960972.1|DBIA
OG0003387	LOC115266637|XP_029729005.1|AEAL, LOC109397288|XP_029707948.1|AEAL	LOC108024623|XP_016950150.1|DBIA
OG0003388	LOC109423215|XP_019553697.2|AEAL, LOC115254534|XP_029707947.1|AEAL, LOC109397294|XP_019525161.2|AEAL, LOC115254710|XP_029708242.1|AEAL	LOC108033191|XP_016962923.1|DBIA
OG0003389	LOC109397253|XP_019525122.2|AEAL, LOC115263817|XP_029723055.1|AEAL	LOC108022185|XP_016946526.1|DBIA
OG0003390	LOC109397252|XP_019525121.2|AEAL, LOC109423239|XP_029722773.1|AEAL	LOC108031117|XP_016959817.1|DBIA
OG0003391	LOC109423518|XP_029736178.1|AEAL, LOC109430199|XP_029722780.1|AEAL	LOC108024619|XP_016950146.1|DBIA
OG0003392	LOC109432122|XP_019563951.2|AEAL	LOC108023344|XP_016948178.1|DBIA
OG0003393	LOC109425428|XP_029722844.1|AEAL, LOC115254111|XP_029722811.1|AEAL, LOC109432127|XP_029722866.1|AEAL	LOC108026294|XP_016952649.1|DBIA
OG0003394	LOC115266412|XP_029728504.1|AEAL, LOC109432203|XP_019564074.2|AEAL	LOC108027036|XP_016953725.1|DBIA
OG0003395	LOC109432198|XP_029722813.1|AEAL, LOC115263717|XP_029722820.1|AEAL	LOC108027045|XP_016953735.1|DBIA
OG0003396	LOC115263724|XP_029722841.1|AEAL, LOC109425439|XP_029722816.1|AEAL	LOC108024625|XP_016950153.1|DBIA
OG0003397	LOC109430300|XP_019561899.2|AEAL	LOC108032177|XP_016961520.1|DBIA
OG0003399	LOC109415542|XP_019544970.2|AEAL, LOC109430272|XP_019561866.1|AEAL	LOC108026009|XP_016952189.1|DBIA
OG0003400	LOC115263745|XP_029722893.1|AEAL	LOC108026262|XP_016952608.1|DBIA
OG0003401	LOC109430344|XP_029722946.1|AEAL, LOC109400126|XP_029722721.1|AEAL	LOC108031378|XP_016960213.1|DBIA
OG0003402	LOC115263864|XP_029723077.1|AEAL, LOC109400044|XP_019528058.2|AEAL	LOC108031341|XP_016960094.1|DBIA
OG0003403	LOC109400110|XP_019528139.2|AEAL, LOC115263758|XP_029722950.1|AEAL	LOC108022762|XP_016947356.1|DBIA
OG0003404	LOC109400086|XP_019528100.2|AEAL, LOC109621549|XP_019931159.2|AEAL	LOC108031507|XP_016960505.1|DBIA
OG0003405	LOC115254374|XP_029707731.1|AEAL, LOC115253922|XP_029707598.1|AEAL, LOC109621612|XP_019931246.2|AEAL	LOC108036664|XP_016968435.1|DBIA
OG0003406	LOC115254348|XP_029707644.1|AEAL, LOC109621625|XP_019931262.1|AEAL, LOC109400082|XP_019528095.1|AEAL	LOC108024565|XP_016950049.1|DBIA
OG0003407	LOC109621546|XP_019931157.2|AEAL, LOC109400083|XP_019528096.1|AEAL, LOC115253921|XP_029707588.1|AEAL	LOC108024372|XP_016949764.1|DBIA
OG0003408	LOC109400091|XP_029707599.1|AEAL, LOC109621583|XP_029707642.1|AEAL	LOC108031987|XP_016961271.1|DBIA
OG0003409	LOC109400079|XP_029707603.1|AEAL, LOC115254378|XP_029707734.1|AEAL, LOC109621244|XP_029707638.1|AEAL	LOC108031724|XP_016960882.1|DBIA
OG0003410	LOC109621585|XP_019931209.1|AEAL, LOC115260390|XP_029717209.1|AEAL, LOC109400102|XP_019528129.1|AEAL	LOC108031817|XP_016961033.1|DBIA
OG0003411	LOC109621636|XP_019931280.2|AEAL, LOC109400138|XP_019528171.3|AEAL	LOC108024379|XP_016949772.1|DBIA
OG0003412	LOC109621621|XP_019931255.1|AEAL, LOC115254360|XP_029707691.1|AEAL, LOC109400054|XP_019528071.1|AEAL	LOC108025478|XP_016951480.1|DBIA
OG0003413	LOC109430399|XP_019562006.2|AEAL, LOC109408863|XP_019537776.2|AEAL	LOC108024938|XP_016950628.1|DBIA
OG0003414	LOC109430389|XP_029713498.1|AEAL, LOC109413279|XP_029716795.1|AEAL	LOC108034541|XP_016964956.1|DBIA
OG0003415	LOC115257486|XP_029712975.1|AEAL, LOC109415404|XP_029712945.1|AEAL	LOC108025927|XP_016952109.1|DBIA
OG0003416	LOC109410084|XP_019539164.2|AEAL, LOC109415407|XP_019544818.1|AEAL	LOC108027410|XP_016954338.1|DBIA
OG0003417	LOC109430221|XP_029713177.1|AEAL, LOC115257652|XP_029713353.1|AEAL	LOC108024527|XP_016949981.1|DBIA
OG0003418	LOC109430213|XP_019561805.1|AEAL	LOC108031662|XP_016960787.1|DBIA
OG0003419	LOC109430448|XP_019562064.2|AEAL	LOC108027352|XP_016954260.1|DBIA
OG0003420	LOC109432139|XP_019563987.2|AEAL	LOC108027250|XP_016954093.1|DBIA
OG0003421	LOC115257764|XP_029713568.1|AEAL, LOC109432155|XP_029712801.1|AEAL, LOC109430218|XP_029713567.1|AEAL	LOC108026317|XP_016952694.1|DBIA
OG0003422	LOC109432186|XP_029712835.1|AEAL, LOC109430195|XP_019561791.2|AEAL	LOC108026297|XP_016952667.1|DBIA
OG0003423	LOC109430732|XP_019562355.2|AEAL, LOC109429788|XP_029726717.1|AEAL	LOC108022670|XP_016947230.1|DBIA
OG0003424	LOC115258060|XP_029713923.1|AEAL, LOC109430740|XP_029712940.1|AEAL, LOC109429762|XP_019561295.2|AEAL	LOC108026241|XP_016952567.1|DBIA
OG0003425	LOC115261525|XP_029719205.1|AEAL, LOC109416149|XP_019545667.2|AEAL	LOC108031262|XP_016959990.1|DBIA
OG0003426	LOC109430716|XP_019562332.2|AEAL	LOC108031386|XP_016960239.1|DBIA
OG0003427	LOC115257536|XP_029713122.1|AEAL, LOC109430742|XP_029736351.1|AEAL, LOC109429542|XP_019561066.2|AEAL	LOC108032121|XP_016961443.1|DBIA
OG0003428	LOC109425382|XP_019556180.2|AEAL	LOC108028028|XP_016955154.1|DBIA
OG0003429	LOC109399865|XP_019527899.1|AEAL	LOC108022470|XP_016946909.1|DBIA
OG0003430	LOC115267041|XP_029729687.1|AEAL, LOC109399837|XP_029729699.1|AEAL	LOC108024914|XP_016950600.1|DBIA
OG0003431	LOC109415614|XP_029716225.1|AEAL, LOC115254040|XP_029716429.1|AEAL	LOC108032905|XP_016962447.1|DBIA
OG0003432	LOC115259608|XP_029716202.1|AEAL, LOC109416956|XP_019546618.2|AEAL	LOC108026315|XP_016952691.1|DBIA
OG0003433	LOC115259484|XP_029715943.1|AEAL, LOC109416949|XP_029715904.1|AEAL, LOC109402365|XP_029716296.1|AEAL	LOC108025376|XP_016951334.1|DBIA
OG0003434	LOC109417286|XP_019546936.2|AEAL	LOC108026266|XP_016952618.1|DBIA
OG0003435	LOC109623050|XP_019933068.2|AEAL	LOC108025350|XP_016951299.1|DBIA
OG0003436	LOC109417729|XP_029716291.1|AEAL, LOC109400487|XP_029716107.1|AEAL	LOC108027308|XP_016954191.1|DBIA
OG0003437	LOC109400476|XP_029716101.1|AEAL, LOC115259649|XP_029716288.1|AEAL	LOC108027307|XP_016954189.1|DBIA
OG0003438	LOC109417722|XP_019547377.1|AEAL, LOC115259650|XP_029716290.1|AEAL	LOC108027338|XP_016954241.1|DBIA
OG0003439	LOC109400499|XP_019528560.2|AEAL	LOC108026463|XP_016952893.1|DBIA
OG0003440	LOC109400406|XP_019528463.2|AEAL	LOC108023859|XP_016948996.1|DBIA
OG0003441	LOC109400405|XP_019528462.1|AEAL, LOC115269841|XP_029734480.1|AEAL	LOC108032470|XP_016961782.1|DBIA
OG0003442	LOC109400398|XP_019528452.2|AEAL	LOC108031260|XP_016959987.1|DBIA
OG0003443	LOC115259545|XP_029716076.1|AEAL, LOC115268780|XP_029732805.1|AEAL	LOC108035296|XP_016966353.1|DBIA
OG0003444	LOC109411850|XP_019541006.2|AEAL, LOC115259468|XP_029715903.1|AEAL, LOC115268775|XP_029732801.1|AEAL	LOC108028803|XP_016956275.1|DBIA
OG0003445	LOC115259607|XP_029716201.1|AEAL, LOC109412733|XP_029715916.1|AEAL, LOC109411853|XP_029716240.1|AEAL	LOC108023407|XP_016948354.1|DBIA
OG0003446	LOC109411857|XP_029716413.1|AEAL, LOC115259782|XP_029716434.1|AEAL, LOC115259769|XP_029716420.1|AEAL	LOC108025815|XP_016951952.1|DBIA
OG0003447	LOC115259463|XP_029715897.1|AEAL, LOC115259458|XP_029715892.1|AEAL	LOC108035667|XP_016966867.1|DBIA
OG0003448	LOC109412720|XP_019541885.1|AEAL, LOC109411863|XP_019541027.1|AEAL	LOC108024991|XP_016950734.1|DBIA
OG0003449	LOC109412718|XP_019541881.2|AEAL, LOC109411867|XP_019541032.2|AEAL	LOC108031460|XP_016960388.1|DBIA
OG0003450	LOC109411869|XP_029728536.1|AEAL, LOC109412717|XP_019541877.2|AEAL	LOC108026445|XP_016952871.1|DBIA
OG0003451	LOC109399056|XP_019527032.2|AEAL, LOC109425245|XP_029733740.1|AEAL	LOC108027333|XP_016954234.1|DBIA
OG0003452	LOC109425246|XP_029715833.1|AEAL	LOC108027379|XP_016954299.1|DBIA
OG0003453	LOC109412297|XP_019541480.2|AEAL	LOC108028091|XP_016955224.1|DBIA
OG0003454	LOC109425251|XP_019556046.2|AEAL	LOC108027894|XP_016955001.1|DBIA
OG0003455	LOC109412287|XP_019541474.2|AEAL	LOC108031971|XP_016961254.1|DBIA
OG0003456	LOC109622983|XP_029716575.1|AEAL	LOC108026753|XP_016953371.1|DBIA
OG0003457	LOC115254039|XP_029716329.1|AEAL, LOC115259538|XP_029716064.1|AEAL, LOC109622981|XP_029722654.1|AEAL, LOC109398996|XP_029712623.1|AEAL	LOC108032936|XP_016962497.1|DBIA
OG0003458	LOC109429337|XP_029715922.1|AEAL	LOC108025500|XP_016951505.1|DBIA
OG0003459	LOC115259429|XP_029715864.1|AEAL, LOC109401051|XP_029716110.1|AEAL	LOC108025332|XP_016951249.1|DBIA
OG0003460	LOC109400928|XP_019528966.2|AEAL, LOC109429316|XP_019560767.2|AEAL	LOC108031780|XP_016960983.1|DBIA
OG0003461	LOC109397184|XP_029716349.1|AEAL, LOC109414950|XP_029716284.1|AEAL	LOC108027217|XP_016954033.1|DBIA
OG0003462	LOC115257007|XP_029712098.1|AEAL, LOC109397148|XP_019525036.2|AEAL, LOC109400723|XP_029716304.1|AEAL	LOC108034487|XP_016964881.1|DBIA
OG0003463	LOC109412597|XP_029716093.1|AEAL, LOC109433466|XP_029724004.1|AEAL, LOC115259542|XP_029716068.1|AEAL	LOC108031823|XP_016961042.1|DBIA
OG0003464	LOC109398209|XP_029716409.1|AEAL, LOC109429342|XP_029716478.1|AEAL	LOC108024731|XP_016950317.1|DBIA
OG0003465	LOC115259414|XP_029715832.1|AEAL, LOC109429294|XP_019560731.2|AEAL	LOC108031462|XP_016960390.1|DBIA
OG0003466	LOC109429300|XP_029716517.1|AEAL, LOC109398223|XP_029715909.1|AEAL	LOC108031962|XP_016961240.1|DBIA
OG0003467	LOC109429310|XP_019560761.2|AEAL, LOC109400876|XP_019528909.2|AEAL	LOC108024598|XP_016950098.1|DBIA
OG0003468	LOC109398473|XP_029716195.1|AEAL, LOC115259613|XP_029716218.1|AEAL, LOC109622685|XP_019932666.2|AEAL	LOC108023894|XP_016949068.1|DBIA
OG0003469	LOC109621513|XP_019931115.1|AEAL	LOC108025451|XP_016951440.1|DBIA
OG0003470	LOC115259742|XP_029716385.1|AEAL, LOC109398475|XP_029716384.1|AEAL, LOC115259710|XP_029716352.1|AEAL	LOC108032143|XP_016961469.1|DBIA
OG0003471	LOC109403740|XP_019532155.2|AEAL, LOC109424318|XP_019554958.2|AEAL	LOC108033760|XP_016963821.1|DBIA
OG0003472	LOC109432552|XP_029727009.1|AEAL, LOC115265513|XP_029726850.1|AEAL	LOC108034466|XP_016964842.1|DBIA
OG0003473	LOC109417121|XP_019546790.2|AEAL, LOC115259523|XP_029716016.1|AEAL	LOC108033855|XP_016963979.1|DBIA
OG0003474	LOC109621294|XP_029707892.1|AEAL, LOC115259612|XP_029716212.1|AEAL, LOC109408324|XP_029716233.1|AEAL	LOC108031527|XP_016960544.1|DBIA
OG0003475	LOC109408315|XP_029715907.1|AEAL	LOC108031613|XP_016960697.1|DBIA
OG0003476	LOC109416866|XP_029719614.1|AEAL, LOC109623092|XP_019933120.2|AEAL	LOC108036029|XP_016967457.1|DBIA
OG0003477	LOC109421110|XP_019551130.2|AEAL, LOC109413893|XP_019543160.2|AEAL	LOC108031740|XP_016960924.1|DBIA
OG0003478	LOC109408842|XP_029733119.1|AEAL, LOC109421121|XP_029732766.1|AEAL, LOC115255941|XP_029710036.1|AEAL	LOC108031689|XP_016960827.1|DBIA
OG0003479	LOC109408857|XP_019537772.2|AEAL, LOC109421099|XP_029719624.1|AEAL	LOC108031099|XP_016959798.1|DBIA
OG0003480	LOC109623021|XP_019933041.1|AEAL, LOC109409089|XP_019538040.2|AEAL	LOC108027068|XP_016953768.1|DBIA
OG0003481	LOC109409090|XP_019538041.2|AEAL, LOC109623022|XP_019933042.2|AEAL	LOC108027087|XP_016953792.1|DBIA
OG0003482	LOC115257820|XP_029713635.1|AEAL, LOC109409083|XP_029713269.1|AEAL	LOC108027442|XP_016954380.1|DBIA
OG0003483	LOC115267377|XP_029730227.1|AEAL, LOC109414760|XP_019544132.2|AEAL, LOC109403605|XP_029730225.1|AEAL	LOC108027152|XP_016953862.1|DBIA
OG0003484	LOC109414745|XP_029730212.1|AEAL, LOC109430016|XP_029730217.1|AEAL	LOC108032142|XP_016961467.1|DBIA
OG0003485	LOC115267390|XP_029730234.1|AEAL, LOC109416385|XP_019545971.2|AEAL, LOC115267396|XP_029730240.1|AEAL, LOC109430023|XP_019561582.2|AEAL	LOC108023013|XP_016947738.1|DBIA
OG0003486	LOC109429993|XP_029730233.1|AEAL, LOC115267394|XP_029730238.1|AEAL, LOC115267387|XP_029730232.1|AEAL	LOC108023815|XP_016948953.1|DBIA
OG0003487	LOC109430040|XP_029730170.1|AEAL, LOC109416365|XP_029730160.1|AEAL	LOC108026466|XP_016952896.1|DBIA
OG0003488	LOC115269317|XP_029733784.1|AEAL, LOC109408282|XP_029714170.1|AEAL	LOC108024672|XP_016950229.1|DBIA
OG0003489	LOC109411496|XP_029723446.1|AEAL, LOC109415932|XP_029723435.1|AEAL, LOC115260434|XP_029717250.1|AEAL	LOC108031605|XP_016960675.1|DBIA
OG0003490	LOC109411495|XP_029723434.1|AEAL, LOC109414891|XP_029723444.1|AEAL	LOC108031885|XP_016961138.1|DBIA
OG0003491	LOC109400229|XP_029723422.1|AEAL	LOC108024824|XP_016950442.1|DBIA
OG0003492	LOC115253615|XP_029729288.1|AEAL, LOC109398360|XP_029723398.1|AEAL, LOC109398559|XP_029723396.1|AEAL	LOC108024736|XP_016950321.1|DBIA
OG0003493	LOC109423553|XP_019554086.2|AEAL	LOC108032196|XP_016961540.1|DBIA
OG0003494	LOC109423587|XP_029723281.1|AEAL, LOC115264094|XP_029723276.1|AEAL, LOC109402405|XP_029723285.1|AEAL	LOC108024963|XP_016950690.1|DBIA
OG0003495	LOC109402406|XP_019530625.2|AEAL, LOC109405461|XP_029717983.1|AEAL, LOC115254057|XP_029717984.1|AEAL	LOC108034164|XP_016964459.1|DBIA
OG0003496	LOC109405465|XP_019534099.1|AEAL, LOC109402435|XP_029718000.1|AEAL	LOC108031328|XP_016960068.1|DBIA
OG0003497	LOC109402431|XP_019530655.2|AEAL	LOC108031967|XP_016961245.1|DBIA
OG0003498	LOC109405450|XP_019534062.2|AEAL, LOC115257286|XP_029712600.1|AEAL	LOC108024078|XP_016949342.1|DBIA
OG0003499	LOC109405454|XP_029712583.1|AEAL, LOC109402419|XP_029729891.1|AEAL	LOC108031882|XP_016961136.1|DBIA
OG0003500	LOC109405408|XP_029710129.1|AEAL, LOC115257293|XP_029712614.1|AEAL	LOC108033399|XP_016963208.1|DBIA
OG0003501	LOC109405420|XP_029733819.1|AEAL	LOC108032180|XP_016961524.1|DBIA
OG0003502	LOC109416093|XP_029723481.1|AEAL, LOC109621772|XP_029723472.1|AEAL	LOC108032053|XP_016961357.1|DBIA
OG0003503	LOC109416070|XP_019545582.2|AEAL, LOC115260996|XP_029718227.1|AEAL, LOC109402926|XP_029723510.1|AEAL	LOC108024659|XP_016950209.1|DBIA
OG0003504	LOC115264192|XP_029723512.1|AEAL, LOC109416069|XP_029723497.1|AEAL	LOC108026193|XP_016952472.1|DBIA
OG0003505	LOC109415698|XP_029723536.1|AEAL, LOC109406394|XP_029723857.1|AEAL	LOC108031438|XP_016960356.1|DBIA
OG0003506	LOC109424851|XP_029723560.1|AEAL, LOC109414593|XP_019543966.2|AEAL	LOC108027325|XP_016954221.1|DBIA
OG0003507	LOC115264210|XP_029723564.1|AEAL	LOC108031208|XP_016959932.1|DBIA
OG0003508	LOC109414613|XP_019543989.2|AEAL	LOC108034876|XP_016965569.1|DBIA
OG0003509	LOC109404192|XP_019532558.2|AEAL	LOC108031927|XP_016961193.1|DBIA
OG0003510	LOC109417255|XP_029720353.1|AEAL	LOC108024642|XP_016950180.1|DBIA
OG0003511	LOC109417418|XP_029720346.1|AEAL	LOC108024386|XP_016949782.1|DBIA
OG0003512	LOC109406224|XP_019534823.2|AEAL	LOC108024825|XP_016950443.1|DBIA
OG0003513	LOC109403856|XP_019532299.2|AEAL, LOC109406217|XP_019534815.2|AEAL	LOC108024716|XP_016950297.1|DBIA
OG0003514	LOC109403858|XP_019532303.2|AEAL, LOC115264228|XP_029723619.1|AEAL	LOC108032251|XP_016961605.1|DBIA
OG0003515	LOC109432053|XP_019563898.2|AEAL, LOC109404016|XP_019532424.2|AEAL	LOC108030355|XP_016958711.1|DBIA
OG0003516	LOC109404007|XP_019532414.2|AEAL, LOC109432042|XP_019563888.2|AEAL	LOC108031824|XP_016961044.1|DBIA
OG0003517	LOC109405212|XP_019533784.1|AEAL	LOC108024361|XP_016949757.1|DBIA
OG0003518	LOC109409653|XP_019538659.2|AEAL	LOC108027439|XP_016954377.1|DBIA
OG0003519	LOC109409662|XP_019538676.2|AEAL	LOC108035199|XP_016966184.1|DBIA
OG0003520	LOC115265366|XP_029725981.1|AEAL, LOC109409658|XP_029725979.1|AEAL	LOC108035271|XP_016966319.1|DBIA
OG0003521	LOC109417298|XP_029725991.1|AEAL, LOC109417297|XP_029725996.1|AEAL	LOC108035364|XP_016966451.1|DBIA
OG0003522	LOC109409672|XP_019538693.2|AEAL, LOC109406062|XP_019534684.2|AEAL	LOC108023106|XP_016947861.1|DBIA
OG0003523	LOC115265371|XP_029726006.1|AEAL, LOC109406057|XP_019534677.2|AEAL	LOC108034173|XP_016964472.1|DBIA
OG0003524	LOC109409677|XP_029726008.1|AEAL, LOC109406067|XP_029725973.1|AEAL	LOC108023288|XP_016948068.1|DBIA
OG0003525	LOC109409680|XP_019538699.2|AEAL, LOC109406056|XP_019534676.2|AEAL	LOC108036334|XP_016967858.1|DBIA
OG0003526	LOC109409789|XP_019538838.2|AEAL, LOC115265375|XP_029726013.1|AEAL	LOC108025161|XP_016950926.1|DBIA
OG0003527	LOC109406058|XP_029726016.1|AEAL, LOC109409687|XP_029725968.1|AEAL	LOC108030150|XP_016958359.1|DBIA
OG0003529	LOC109409700|XP_019538723.2|AEAL	LOC108034571|XP_016964994.1|DBIA
OG0003530	LOC109411447|XP_019540510.1|AEAL	LOC108028375|XP_016955658.1|DBIA
OG0003531	LOC109409711|XP_019538749.2|AEAL, LOC109411460|XP_019540529.2|AEAL	LOC108025538|XP_016951555.1|DBIA
OG0003532	LOC109409715|XP_019538752.1|AEAL	LOC108035002|XP_016965833.1|DBIA
OG0003533	LOC109621711|XP_019931407.2|AEAL	LOC108030713|XP_016959247.1|DBIA
OG0003534	LOC115258397|XP_029714348.1|AEAL, LOC109621718|XP_029726171.1|AEAL	LOC108035346|XP_016966424.1|DBIA
OG0003535	LOC109621710|XP_019931406.2|AEAL	LOC108035322|XP_016966386.1|DBIA
