Orthogroup	AEAL.longest_only	ASTE.longest_only
OG0004007	LOC109421317|XP_019551369.2|AEAL, LOC109621801|XP_019931479.1|AEAL	LOC118514303|XP_035916976.1|ASTE
OG0004008	LOC115265537|XP_029726947.1|AEAL, LOC109421313|XP_029708025.1|AEAL	LOC118513467|XP_035915136.1|ASTE
OG0004009	LOC115264471|XP_029724053.1|AEAL, LOC109621840|XP_019931574.2|AEAL, LOC115265544|XP_029726975.1|AEAL	LOC118512975|XP_035914100.1|ASTE
OG0004010	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL	LOC118514522|XP_035917385.1|ASTE
OG0004011	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL	LOC118511696|XP_035910997.1|ASTE
OG0004012	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL	LOC118511699|XP_035911001.1|ASTE
OG0004013	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL	LOC118512484|XP_035912872.1|ASTE
OG0004014	LOC109402499|XP_019530728.2|AEAL	LOC118512477|XP_035912859.1|ASTE
OG0004015	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL	LOC118512465|XP_035912828.1|ASTE
OG0004016	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL	LOC118509274|XP_035905521.1|ASTE
OG0004017	LOC109402496|XP_019530725.2|AEAL	LOC118513621|XP_035915570.1|ASTE
OG0004018	LOC109402524|XP_019530766.2|AEAL	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE
OG0004019	LOC109402297|XP_019530500.2|AEAL	LOC118513205|XP_035914597.1|ASTE
OG0004020	LOC109402598|XP_019530846.2|AEAL	LOC118509950|XP_035907174.1|ASTE
OG0004021	LOC109402578|XP_019530809.2|AEAL	LOC118511810|XP_035911243.1|ASTE
OG0004022	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL	LOC118514098|XP_035916531.1|ASTE
OG0004023	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL	LOC118514054|XP_035916440.1|ASTE
OG0004024	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL	LOC118512622|XP_035913195.1|ASTE
OG0004025	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL	LOC118510835|XP_035909054.1|ASTE
OG0004026	LOC109406541|XP_029719839.1|AEAL, LOC109429655|XP_019561201.2|AEAL, LOC115262110|XP_029719989.1|AEAL	LOC118510831|XP_035909043.1|ASTE
OG0004027	LOC109622647|XP_029719977.1|AEAL, LOC109429639|XP_019561185.2|AEAL	LOC118510804|XP_035909012.1|ASTE
OG0004028	LOC109429621|XP_019561163.2|AEAL	LOC118510800|XP_035909005.1|ASTE
OG0004029	LOC109429613|XP_019561152.2|AEAL, LOC115254170|XP_029728575.1|AEAL	LOC118510786|XP_035908976.1|ASTE
OG0004030	LOC109408552|XP_029719950.1|AEAL, LOC109429589|XP_029724785.1|AEAL	LOC118510773|XP_035908933.1|ASTE
OG0004031	LOC109429575|XP_029719928.1|AEAL, LOC109426476|XP_029708022.1|AEAL	LOC118510759|XP_035908896.1|ASTE
OG0004032	LOC115262090|XP_029719924.1|AEAL, LOC109429571|XP_019561096.1|AEAL, LOC115262082|XP_029719895.1|AEAL	LOC118510753|XP_035908891.1|ASTE
OG0004033	LOC109429981|XP_029719907.1|AEAL, LOC109429564|XP_019561090.2|AEAL	LOC118510742|XP_035908866.1|ASTE
OG0004034	LOC109429914|XP_029720090.1|AEAL, LOC115254173|XP_029728606.1|AEAL, LOC115266498|XP_029728607.1|AEAL	LOC118514072|XP_035916491.1|ASTE
OG0004035	LOC109429541|XP_029720095.1|AEAL	LOC118514048|XP_035916432.1|ASTE
OG0004036	LOC109429539|XP_019561055.1|AEAL	LOC118514045|XP_035916424.1|ASTE
OG0004037	LOC109429896|XP_029720102.1|AEAL	LOC118514119|XP_035916591.1|ASTE
OG0004038	LOC109429888|XP_019561425.2|AEAL, LOC109415440|XP_019544854.2|AEAL	LOC118514085|XP_035916511.1|ASTE
OG0004039	LOC109415447|XP_019544869.2|AEAL	LOC118514092|XP_035916517.1|ASTE
OG0004040	LOC115262139|XP_029720124.1|AEAL, LOC109398300|XP_029736062.1|AEAL	LOC118513203|XP_035914593.1|ASTE
OG0004041	LOC109429949|XP_029720126.1|AEAL, LOC109398316|XP_019526208.2|AEAL	LOC118513683|XP_035915681.1|ASTE
OG0004043	LOC109429811|XP_019561340.2|AEAL, LOC109398305|XP_019526197.2|AEAL	LOC118514115|XP_035916584.1|ASTE
OG0004044	LOC115262165|XP_029720254.1|AEAL, LOC109411680|XP_029720320.1|AEAL	LOC118510722|XP_035908824.1|ASTE
OG0004045	LOC109404613|XP_019533062.1|AEAL, LOC109411685|XP_019540799.1|AEAL	LOC118510727|XP_035908832.1|ASTE
OG0004046	LOC109404616|XP_029720329.1|AEAL, LOC109411682|XP_029720256.1|AEAL	LOC118510719|XP_035908819.1|ASTE
OG0004047	LOC109411692|XP_029720332.1|AEAL, LOC115262164|XP_029720247.1|AEAL	LOC118510718|XP_035908818.1|ASTE
OG0004048	LOC109404624|XP_029720335.1|AEAL, LOC109411693|XP_029720245.1|AEAL	LOC118510716|XP_035908813.1|ASTE
OG0004049	LOC109420649|XP_019550607.2|AEAL	LOC118510686|XP_035908746.1|ASTE
OG0004050	LOC109411730|XP_019540859.2|AEAL	LOC118510679|XP_035908735.1|ASTE
OG0004052	LOC115262003|XP_029719803.1|AEAL, LOC109411216|XP_029720390.1|AEAL	LOC118512199|XP_035912196.1|ASTE
OG0004053	LOC115262192|XP_029720394.1|AEAL, LOC109411218|XP_019540261.2|AEAL	LOC118505769|XP_035897905.1|ASTE
OG0004054	LOC109411221|XP_019540272.2|AEAL, LOC115262196|XP_029720400.1|AEAL	LOC118512731|XP_035913484.1|ASTE
OG0004055	LOC109411233|XP_019540289.2|AEAL	LOC118505757|XP_035897867.1|ASTE
OG0004056	LOC115262209|XP_029720409.1|AEAL, LOC109411235|XP_019540292.2|AEAL	LOC118505755|XP_035897865.1|ASTE
OG0004058	LOC115257194|XP_029712484.1|AEAL, LOC109414156|XP_029707881.1|AEAL	LOC118507577|XP_035902123.1|ASTE
OG0004059	LOC109426369|XP_019557387.2|AEAL, LOC109414149|XP_019543468.2|AEAL	LOC118506590|XP_035899840.1|ASTE
OG0004060	LOC109432359|XP_019564282.2|AEAL, LOC109426363|XP_019557374.2|AEAL	LOC118511894|XP_035911417.1|ASTE
OG0004061	LOC115266292|XP_029728133.1|AEAL, LOC115258087|XP_029713952.1|AEAL, LOC109426358|XP_029707851.1|AEAL	LOC118506572|XP_035899807.1|ASTE
OG0004062	LOC109623216|XP_029707850.1|AEAL, LOC115258105|XP_029713987.1|AEAL	LOC118506649|XP_035899943.1|ASTE
OG0004063	LOC115254458|XP_029707845.1|AEAL, LOC109405004|XP_029713999.1|AEAL	LOC118506643|XP_035899924.1|ASTE
OG0004064	LOC109426347|XP_029732921.1|AEAL, LOC109404856|XP_029707844.1|AEAL, LOC115254001|XP_029713998.1|AEAL	LOC118506641|XP_035899916.1|ASTE
OG0004065	LOC109405867|XP_019534504.2|AEAL, LOC109426339|XP_029714006.1|AEAL, LOC115268883|XP_029732930.1|AEAL	LOC118506635|XP_035899897.1|ASTE
OG0004066	LOC109426338|XP_029707834.1|AEAL, LOC109406105|XP_029714011.1|AEAL, LOC115268878|XP_029732917.1|AEAL	LOC118506632|XP_035899896.1|ASTE
OG0004067	LOC109426335|XP_029707832.1|AEAL, LOC115253517|XP_029713977.1|AEAL	LOC118506626|XP_035899890.1|ASTE
OG0004068	LOC109426326|XP_019557327.2|AEAL, LOC109406988|XP_019535584.2|AEAL, LOC115254448|XP_029707822.1|AEAL	LOC118506624|XP_035899886.1|ASTE
OG0004069	LOC115268888|XP_029732938.1|AEAL, LOC109426325|XP_029707821.1|AEAL, LOC109407084|XP_029714013.1|AEAL	LOC118506625|XP_035899887.1|ASTE
OG0004070	LOC109425458|XP_019556273.1|AEAL, LOC115254441|XP_029707802.1|AEAL	LOC118506604|XP_035899864.1|ASTE
OG0004071	LOC115254440|XP_029707801.1|AEAL, LOC109425461|XP_019556275.2|AEAL	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE
OG0004072	LOC109421739|XP_019551814.2|AEAL, LOC109425465|XP_019556279.2|AEAL	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE
OG0004073	LOC115253926|XP_029707795.1|AEAL, LOC109421742|XP_019551818.2|AEAL	LOC118505616|XP_035897569.1|ASTE
OG0004074	LOC115255671|XP_029709634.1|AEAL, LOC109421749|XP_019551830.2|AEAL	LOC118505617|XP_035897570.1|ASTE
OG0004075	LOC115268726|XP_029732728.1|AEAL, LOC109421757|XP_029707768.1|AEAL	LOC118504463|XP_035894856.1|ASTE
OG0004077	LOC109423086|XP_019553574.2|AEAL	LOC118517551|XP_035919684.1|ASTE
OG0004078	LOC109421797|XP_019551891.1|AEAL	LOC118517542|XP_035919674.1|ASTE
OG0004079	LOC109422010|XP_029732697.1|AEAL	LOC118517524|XP_035919646.1|ASTE
OG0004080	LOC115254093|XP_029720722.1|AEAL, LOC109418249|XP_019547952.1|AEAL	LOC118504862|XP_035895791.1|ASTE
OG0004081	LOC109418256|XP_029720668.1|AEAL	LOC118505285|XP_035896759.1|ASTE
OG0004082	LOC109418264|XP_019547971.2|AEAL	LOC118505657|XP_035897641.1|ASTE
OG0004083	LOC109418266|XP_019547973.1|AEAL	LOC118505659|XP_035897643.1|ASTE
OG0004084	LOC109428051|XP_029720543.1|AEAL, LOC109418273|XP_029720505.1|AEAL	LOC118505660|XP_035897645.1|ASTE
OG0004085	LOC115269019|XP_029733152.1|AEAL, LOC109428072|XP_029719870.1|AEAL, LOC109418294|XP_029720364.1|AEAL	LOC118505682|XP_035897708.1|ASTE
OG0004086	LOC109427272|XP_029721173.1|AEAL, LOC115262638|XP_029720945.1|AEAL, LOC109418335|XP_029721184.1|AEAL	LOC118504924|XP_035895902.1|ASTE
OG0004087	LOC109418408|XP_019548139.2|AEAL, LOC109426123|XP_019557102.2|AEAL, LOC115263945|XP_029723112.1|AEAL	LOC118506727|XP_035900157.1|ASTE
OG0004088	LOC115270953|XP_029736166.1|AEAL, LOC109426164|XP_019557143.2|AEAL, LOC109418435|XP_029708057.1|AEAL	LOC118502764|XP_035891241.1|ASTE
OG0004089	LOC109418441|XP_029722640.1|AEAL, LOC109426169|XP_029722111.1|AEAL, LOC115263243|XP_029722142.1|AEAL	LOC118505535|XP_035897343.1|ASTE
OG0004090	LOC115263195|XP_029722015.1|AEAL, LOC109418452|XP_029722575.1|AEAL	LOC118505503|XP_035897264.1|ASTE
OG0004092	LOC109419225|XP_029723312.1|AEAL, LOC115261847|XP_029719620.1|AEAL, LOC115261846|XP_029719619.1|AEAL	LOC118505513|XP_035897305.1|ASTE
OG0004093	LOC115264458|XP_029724018.1|AEAL, LOC115264409|XP_029723935.1|AEAL, LOC109419301|XP_029733180.1|AEAL, LOC115258115|XP_029714016.1|AEAL, LOC115264460|XP_029724030.1|AEAL, LOC109419298|XP_019549081.2|AEAL, LOC109426104|XP_029733176.1|AEAL, LOC115264415|XP_029723944.1|AEAL, LOC115269028|XP_029733179.1|AEAL, LOC115260634|XP_029717564.1|AEAL, LOC115260645|XP_029717595.1|AEAL, LOC109430928|XP_019562953.2|AEAL, LOC109419183|XP_029714014.1|AEAL, LOC115263236|XP_029722156.1|AEAL, LOC115269027|XP_029733171.1|AEAL, LOC109415886|XP_029712529.1|AEAL, LOC109419264|XP_019549063.2|AEAL	LOC118507031|XP_035900873.1|ASTE, LOC118507032|XP_035900874.1|ASTE, LOC118507030|XP_035900872.1|ASTE
OG0004094	LOC115264368|XP_029723886.1|AEAL, LOC109419295|XP_029723980.1|AEAL, LOC109426108|XP_019557077.2|AEAL	LOC118517189|XP_035919022.1|ASTE, LOC118505289|XP_035896767.1|ASTE
OG0004095	LOC115264542|XP_029724154.1|AEAL, LOC109415474|XP_019544896.2|AEAL, LOC109429477|XP_029724528.1|AEAL	LOC118504505|XP_035894925.1|ASTE
OG0004096	LOC115264543|XP_029724161.1|AEAL, LOC115264679|XP_029724520.1|AEAL, LOC109415475|XP_019544898.2|AEAL	LOC118504495|XP_035894911.1|ASTE
OG0004097	LOC109429495|XP_029724775.1|AEAL, LOC109415717|XP_029724375.1|AEAL	LOC118507624|XP_035902239.1|ASTE
OG0004098	LOC109415716|XP_029724372.1|AEAL, LOC109429496|XP_019561001.1|AEAL	LOC118507620|XP_035902231.1|ASTE
OG0004099	LOC109429511|XP_029724640.1|AEAL	LOC118507116|XP_035901013.1|ASTE
OG0004100	LOC115260571|XP_029717369.1|AEAL, LOC115264901|XP_029724797.1|AEAL, LOC115264726|XP_029724614.1|AEAL, LOC109431768|XP_029724811.1|AEAL	LOC118507121|XP_035901019.1|ASTE
OG0004101	LOC109402951|XP_029724840.1|AEAL, LOC109431763|XP_019563579.2|AEAL	LOC118507123|XP_035901024.1|ASTE
OG0004102	LOC109402890|XP_029724817.1|AEAL, LOC109431761|XP_029724819.1|AEAL, LOC115264930|XP_029724912.1|AEAL	LOC118507136|XP_035901059.1|ASTE
OG0004103	LOC109431766|XP_019563581.1|AEAL, LOC109402854|XP_019531143.1|AEAL, LOC115254142|XP_029724930.1|AEAL	LOC118507135|XP_035901057.1|ASTE
OG0004104	LOC109431755|XP_029724853.1|AEAL, LOC109431757|XP_029724899.1|AEAL	LOC118507137|XP_035901060.1|ASTE
OG0004105	LOC109410438|XP_029725942.1|AEAL, LOC115265216|XP_029725356.1|AEAL	LOC118505647|XP_035897622.1|ASTE
OG0004106	LOC109410447|XP_029725829.1|AEAL, LOC115253963|XP_029710422.1|AEAL	LOC118504714|XP_035895444.1|ASTE
OG0004107	LOC109401476|XP_019529591.2|AEAL, LOC109410444|XP_019539545.2|AEAL	LOC118504704|XP_035895430.1|ASTE
OG0004108	LOC109410451|XP_019539552.2|AEAL, LOC115254151|XP_029725774.1|AEAL	LOC118504697|XP_035895418.1|ASTE
OG0004109	LOC109410458|XP_029726025.1|AEAL, LOC109401464|XP_019529573.2|AEAL	LOC118504699|XP_035895421.1|ASTE
OG0004110	LOC109401487|XP_019529605.1|AEAL, LOC109410461|XP_019539565.1|AEAL	LOC118504700|XP_035895422.1|ASTE
OG0004111	LOC109401488|XP_019529606.1|AEAL, LOC109410418|XP_019539512.2|AEAL	LOC118504576|XP_035895110.1|ASTE
OG0004112	LOC109411327|XP_029726479.1|AEAL	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE
OG0004113	LOC109427073|XP_029726701.1|AEAL, LOC109411330|XP_019540401.1|AEAL, LOC115254152|XP_029726542.1|AEAL, LOC115266496|XP_029728600.1|AEAL	LOC118504955|XP_035895968.1|ASTE
OG0004114	LOC115253766|XP_029726751.1|AEAL, LOC109411332|XP_029726563.1|AEAL, LOC115254171|XP_029728598.1|AEAL, LOC109427070|XP_029726694.1|AEAL	LOC118517584|XP_035919752.1|ASTE
OG0004115	LOC115265500|XP_029726775.1|AEAL, LOC109427067|XP_029728593.1|AEAL, LOC109411336|XP_029726860.1|AEAL	LOC118517578|XP_035919727.1|ASTE
OG0004116	LOC109399736|XP_029727138.1|AEAL, LOC115265547|XP_029726997.1|AEAL	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE
OG0004117	LOC109399745|XP_019527808.2|AEAL	LOC118506503|XP_035899611.1|ASTE
OG0004118	LOC109413689|XP_019542954.1|AEAL	LOC118505320|XP_035896858.1|ASTE
OG0004119	LOC109413671|XP_019542925.1|AEAL	LOC118517516|XP_035919634.1|ASTE
OG0004120	LOC109413666|XP_019542916.2|AEAL	LOC118503648|XP_035893057.1|ASTE
OG0004121	LOC109415651|XP_029727703.1|AEAL	LOC118505521|XP_035897314.1|ASTE
OG0004122	LOC115266789|XP_029729244.1|AEAL, LOC109427018|XP_019558113.2|AEAL	LOC118505496|XP_035897249.1|ASTE
OG0004123	LOC109400190|XP_029728421.1|AEAL, LOC109427092|XP_029728413.1|AEAL	LOC118505466|XP_035897168.1|ASTE
OG0004124	LOC109402022|XP_029723019.1|AEAL, LOC115254113|XP_029723011.1|AEAL, LOC109399720|XP_019527778.2|AEAL	LOC118506654|XP_035899961.1|ASTE
OG0004125	LOC109413708|XP_029736141.1|AEAL, LOC109402032|XP_029736155.1|AEAL, LOC115265550|XP_029727005.1|AEAL	LOC118506292|XP_035899117.1|ASTE
OG0004126	LOC109402027|XP_029736153.1|AEAL, LOC109413707|XP_029736142.1|AEAL	LOC118503650|XP_035893062.1|ASTE
OG0004127	LOC109413884|XP_019543154.1|AEAL, LOC115270930|XP_029736136.1|AEAL	LOC118507726|XP_035902573.1|ASTE
OG0004130	LOC115266491|XP_029728590.1|AEAL, LOC109401337|XP_029723222.1|AEAL, LOC115266370|XP_029728459.1|AEAL	LOC118506342|XP_035899218.1|ASTE
OG0004131	LOC109423854|XP_029728972.1|AEAL, LOC115254178|XP_029728886.1|AEAL, LOC109415775|XP_029712096.1|AEAL	LOC118502610|XP_035890870.1|ASTE
OG0004132	LOC115266633|XP_029729003.1|AEAL, LOC115266602|XP_029728911.1|AEAL, LOC109415326|XP_029728992.1|AEAL	LOC118502608|XP_035890866.1|ASTE
OG0004133	LOC109415340|XP_019544772.2|AEAL, LOC109423651|XP_029729312.1|AEAL	LOC118502604|XP_035890861.1|ASTE
OG0004134	LOC109415343|XP_029729170.1|AEAL, LOC109423625|XP_029729323.1|AEAL	LOC118502589|XP_035890833.1|ASTE
OG0004135	LOC109416221|XP_029712373.1|AEAL, LOC109411737|XP_029729367.1|AEAL	LOC118508524|XP_035904276.1|ASTE
OG0004136	LOC109425542|XP_019556334.2|AEAL	LOC118517519|XP_035919641.1|ASTE
OG0004137	LOC109425545|XP_019556336.2|AEAL, LOC109411295|XP_019540375.2|AEAL	LOC118507016|XP_035900846.1|ASTE
OG0004138	LOC115267015|XP_029729647.1|AEAL, LOC115267156|XP_029729858.1|AEAL, LOC109411254|XP_019540322.2|AEAL, LOC109425595|XP_019556385.2|AEAL	LOC118507025|XP_035900868.1|ASTE
OG0004139	LOC115267146|XP_029729851.1|AEAL, LOC109411846|XP_019541005.2|AEAL, LOC115267088|XP_029729807.1|AEAL, LOC109425549|XP_029729655.1|AEAL	LOC118507024|XP_035900867.1|ASTE
OG0004140	LOC109411109|XP_019540104.2|AEAL, LOC109410905|XP_019539967.2|AEAL	LOC118507062|XP_035900933.1|ASTE
OG0004141	LOC115258977|XP_029715341.1|AEAL, LOC109410943|XP_029718449.1|AEAL	LOC118504344|XP_035894598.1|ASTE
OG0004142	LOC109400860|XP_019528890.2|AEAL, LOC109415487|XP_029731028.1|AEAL	LOC118507677|XP_035902360.1|ASTE
OG0004143	LOC109416752|XP_029731221.1|AEAL	LOC118508546|XP_035904328.1|ASTE
OG0004145	LOC115269174|XP_029733442.1|AEAL, LOC115267956|XP_029731633.1|AEAL, LOC109414654|XP_019544041.2|AEAL	LOC118507764|XP_035902674.1|ASTE
OG0004146	LOC109414620|XP_029733448.1|AEAL, LOC109423423|XP_029731724.1|AEAL, LOC115267959|XP_029731660.1|AEAL	LOC118507113|XP_035901008.1|ASTE
OG0004147	LOC109430482|XP_029732153.1|AEAL	LOC118504360|XP_035894645.1|ASTE
OG0004148	LOC109405762|XP_029732655.1|AEAL, LOC109430416|XP_029718974.1|AEAL	LOC118504589|XP_035895136.1|ASTE
OG0004149	LOC115261482|XP_029719049.1|AEAL, LOC109430493|XP_029732712.1|AEAL	LOC118504602|XP_035895159.1|ASTE
OG0004150	LOC109433375|XP_019565352.2|AEAL, LOC109405764|XP_029718046.1|AEAL	LOC118506521|XP_035899651.1|ASTE
OG0004151	LOC109399310|XP_029732940.1|AEAL	LOC118508253|XP_035903759.1|ASTE, LOC118515266|XP_035917847.1|ASTE
OG0004152	LOC115268859|XP_029732894.1|AEAL, LOC109433396|XP_029719130.1|AEAL	LOC118508264|XP_035903788.1|ASTE
OG0004153	LOC109399354|XP_019527338.2|AEAL, LOC109433368|XP_019565338.2|AEAL	LOC118508270|XP_035903804.1|ASTE
OG0004154	LOC115268812|XP_029732848.1|AEAL, LOC109399346|XP_029716624.1|AEAL, LOC109433363|XP_019565331.2|AEAL	LOC118508273|XP_035903807.1|ASTE
OG0004155	LOC115266708|XP_029729091.1|AEAL	LOC118503212|XP_035892095.1|ASTE
OG0004156	LOC109622122|XP_019931896.2|AEAL	LOC118503217|XP_035892103.1|ASTE
OG0004157	LOC109433314|XP_019565293.1|AEAL, LOC109622087|XP_019931870.2|AEAL	LOC118503219|XP_035892105.1|ASTE
OG0004158	LOC109413927|XP_019543203.2|AEAL, LOC109622097|XP_019931876.2|AEAL	LOC118504761|XP_035895582.1|ASTE
OG0004159	LOC109622070|XP_019931853.2|AEAL, LOC109413926|XP_019543202.1|AEAL	LOC118504763|XP_035895584.1|ASTE
OG0004160	LOC115269506|XP_029734149.1|AEAL, LOC115269073|XP_029733263.1|AEAL	LOC118504765|XP_035895588.1|ASTE
OG0004161	LOC115253636|XP_029734303.1|AEAL, LOC109405035|XP_029733993.1|AEAL	LOC118502359|XP_035890461.1|ASTE
OG0004162	LOC109405024|XP_019533550.3|AEAL	LOC118505833|XP_035898081.1|ASTE
OG0004163	LOC109405017|XP_029733750.1|AEAL, LOC109430363|XP_029734135.1|AEAL, LOC115269491|XP_029734132.1|AEAL	LOC118502781|XP_035891271.1|ASTE
OG0004164	LOC115269209|XP_029733576.1|AEAL, LOC109400375|XP_029715540.1|AEAL, LOC109432406|XP_029733668.1|AEAL	LOC118506718|XP_035900124.1|ASTE
OG0004165	LOC109405985|XP_019534588.2|AEAL	LOC118505389|XP_035896993.1|ASTE
OG0004166	LOC109405990|XP_019534595.2|AEAL	LOC118506148|XP_035898794.1|ASTE
OG0004167	LOC109622355|XP_029717058.1|AEAL, LOC109405987|XP_029734490.1|AEAL	LOC118503707|XP_035893163.1|ASTE
OG0004168	LOC109622350|XP_029734584.1|AEAL, LOC109406696|XP_029717052.1|AEAL	LOC118507092|XP_035900974.1|ASTE
OG0004169	LOC109622374|XP_029734602.1|AEAL, LOC109406680|XP_029734623.1|AEAL	LOC118506210|XP_035898920.1|ASTE
OG0004170	LOC109419331|XP_029734702.1|AEAL, LOC109408468|XP_029734899.1|AEAL	LOC118504764|XP_035895585.1|ASTE
OG0004171	LOC109408466|XP_019537348.2|AEAL, LOC109419334|XP_029734884.1|AEAL	LOC118504766|XP_035895589.1|ASTE
OG0004172	LOC109419345|XP_029734848.1|AEAL, LOC115270038|XP_029734850.1|AEAL, LOC109408491|XP_029734795.1|AEAL	LOC118507665|XP_035902334.1|ASTE
OG0004174	LOC109419391|XP_029708111.1|AEAL, LOC109408430|XP_029735279.1|AEAL	LOC118503265|XP_035892202.1|ASTE
OG0004175	LOC115270196|XP_029735300.1|AEAL, LOC109408428|XP_029708115.1|AEAL	LOC118508551|XP_035904334.1|ASTE
OG0004176	LOC109408418|XP_029735447.1|AEAL, LOC115270313|XP_029735567.1|AEAL, LOC109401061|XP_029735014.1|AEAL	LOC118502587|XP_035890831.1|ASTE
OG0004177	LOC109408473|XP_029719607.1|AEAL	LOC118508525|XP_035904286.1|ASTE
OG0004178	LOC109424105|XP_029735957.1|AEAL, LOC109408393|XP_029736050.1|AEAL	LOC118507703|XP_035902468.1|ASTE
OG0004179	LOC109416303|XP_019545892.2|AEAL	LOC118503010|XP_035891719.1|ASTE
OG0004180	LOC109426213|XP_029736388.1|AEAL, LOC109424061|XP_029707540.1|AEAL	LOC118502987|XP_035891672.1|ASTE
OG0004181	LOC109424044|XP_019554651.2|AEAL	LOC118506967|XP_035900695.1|ASTE
OG0004182	LOC115266041|XP_029727736.1|AEAL, LOC109424025|XP_029716627.1|AEAL, LOC109416416|XP_029727699.1|AEAL	LOC118505695|XP_035897728.1|ASTE
OG0004183	LOC109416418|XP_029707565.1|AEAL, LOC115253773|XP_029727757.1|AEAL, LOC109424024|XP_029727704.1|AEAL, LOC115266042|XP_029727737.1|AEAL	LOC118505696|XP_035897734.1|ASTE
OG0004184	LOC115260117|XP_029716882.1|AEAL, LOC109431912|XP_019563763.1|AEAL, LOC115266049|XP_029727755.1|AEAL	LOC118507627|XP_035902241.1|ASTE
OG0004185	LOC115260118|XP_029716883.1|AEAL, LOC109431911|XP_019563762.2|AEAL, LOC109404389|XP_019532777.2|AEAL	LOC118514121|XP_035916600.1|ASTE
OG0004186	LOC109431924|XP_019563774.2|AEAL, LOC109404391|XP_019532779.1|AEAL	LOC118507590|XP_035902146.1|ASTE
OG0004187	LOC109431897|XP_029727959.1|AEAL	LOC118507583|XP_035902137.1|ASTE
OG0004188	LOC109431910|XP_029727781.1|AEAL, LOC109404398|XP_029727816.1|AEAL	LOC118507705|XP_035902489.1|ASTE
OG0004189	LOC109404399|XP_019532792.2|AEAL, LOC115266073|XP_029727828.1|AEAL	LOC118507711|XP_035902499.1|ASTE
OG0004190	LOC109431926|XP_029727855.1|AEAL, LOC115266070|XP_029727811.1|AEAL, LOC109404423|XP_029727833.1|AEAL	LOC118507723|XP_035902567.1|ASTE
OG0004191	LOC109431925|XP_019563776.2|AEAL, LOC115266075|XP_029727835.1|AEAL, LOC109404422|XP_019532842.2|AEAL	LOC118507725|XP_035902571.1|ASTE
OG0004192	LOC109431838|XP_029727839.1|AEAL, LOC115266081|XP_029727852.1|AEAL	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE
OG0004194	LOC109431794|XP_019563605.2|AEAL	LOC118508426|XP_035904095.1|ASTE
OG0004195	LOC109431864|XP_019563674.2|AEAL, LOC115266095|XP_029727882.1|AEAL	LOC118507941|XP_035903152.1|ASTE
OG0004196	LOC109431874|XP_029727919.1|AEAL, LOC109422744|XP_029712667.1|AEAL	LOC118507939|XP_035903147.1|ASTE
OG0004197	LOC109422742|XP_019553166.2|AEAL	LOC118507950|XP_035903168.1|ASTE
OG0004198	LOC109412317|XP_019541510.2|AEAL, LOC109422712|XP_019553123.1|AEAL	LOC118502650|XP_035890992.1|ASTE
OG0004199	LOC115271063|XP_029736360.1|AEAL, LOC109422690|XP_029727930.1|AEAL	LOC118506988|XP_035900753.1|ASTE
OG0004200	LOC109401131|XP_019529154.2|AEAL, LOC109422686|XP_029727939.1|AEAL	LOC118502793|XP_035891288.1|ASTE
OG0004201	LOC109422685|XP_029727938.1|AEAL, LOC109401132|XP_019529155.2|AEAL	LOC118502795|XP_035891295.1|ASTE
OG0004202	LOC109422682|XP_019553086.1|AEAL, LOC109401134|XP_019529159.2|AEAL	LOC118502799|XP_035891306.1|ASTE
OG0004203	LOC109422552|XP_029727977.1|AEAL, LOC109401140|XP_019529163.1|AEAL	LOC118502800|XP_035891307.1|ASTE
OG0004204	LOC109422672|XP_029727948.1|AEAL, LOC115260172|XP_029716941.1|AEAL, LOC109401133|XP_019529156.2|AEAL	LOC118506925|XP_035900618.1|ASTE
OG0004205	LOC109402770|XP_029736370.1|AEAL, LOC109422549|XP_019552893.2|AEAL	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE
OG0004206	LOC109422649|XP_019553037.2|AEAL, LOC109402824|XP_029716861.1|AEAL	LOC118506558|XP_035899771.1|ASTE
