Orthogroup	AEAL.longest_only	DSUP.longest_only
OG0004683	LOC109423494|XP_019554006.1|AEAL	LOC119558427|XP_037727909.1|DSUP
OG0004684	LOC109432161|XP_029722854.1|AEAL, LOC109423478|XP_029722810.1|AEAL	LOC119560961|XP_037730640.1|DSUP
OG0004685	LOC115263728|XP_029722856.1|AEAL, LOC109432175|XP_029722847.1|AEAL	LOC119547568|XP_037710400.1|DSUP
OG0004686	LOC109432157|XP_029722863.1|AEAL, LOC109423474|XP_029722845.1|AEAL	LOC119545824|XP_037707650.1|DSUP
OG0004687	LOC115263846|XP_029723072.1|AEAL	LOC119563182|XP_037732381.1|DSUP
OG0004688	LOC109411581|XP_029712549.1|AEAL	LOC119560016|XP_037729233.1|DSUP
OG0004689	LOC109430264|XP_019561853.2|AEAL	LOC119545809|XP_037707620.1|DSUP
OG0004690	LOC109415553|XP_019544980.2|AEAL	LOC119559760|XP_037728759.1|DSUP
OG0004691	LOC109415549|XP_019544977.2|AEAL	LOC119546826|XP_037709349.1|DSUP
OG0004692	LOC115254112|XP_029722877.1|AEAL, LOC109415546|XP_029722875.1|AEAL	LOC119563170|XP_037732364.1|DSUP
OG0004693	LOC115263733|XP_029722873.1|AEAL, LOC109430297|XP_029722880.1|AEAL	LOC119563169|XP_037732362.1|DSUP
OG0004694	LOC109430292|XP_019561887.2|AEAL	LOC119561018|XP_037730773.1|DSUP
OG0004695	LOC109430330|XP_019561929.2|AEAL	LOC119545978|XP_037707887.1|DSUP
OG0004696	LOC109400074|XP_029707577.1|AEAL, LOC115254306|XP_029707575.1|AEAL	LOC119551823|XP_037717317.1|DSUP
OG0004697	LOC109400093|XP_029707589.1|AEAL, LOC115254371|XP_029707723.1|AEAL	LOC119557566|XP_037726278.1|DSUP
OG0004698	LOC109621570|XP_029707690.1|AEAL, LOC115260227|XP_029717019.1|AEAL	LOC119557478|XP_037726174.1|DSUP
OG0004699	LOC109408864|XP_029722986.1|AEAL, LOC109430402|XP_029736325.1|AEAL	LOC119563126|XP_037732302.1|DSUP
OG0004700	LOC109430374|XP_019561977.2|AEAL	LOC119560333|XP_037729651.1|DSUP
OG0004701	LOC109405114|XP_029713445.1|AEAL, LOC109415406|XP_019544817.1|AEAL	LOC119560615|XP_037730080.1|DSUP
OG0004702	LOC109430369|XP_019561976.2|AEAL, LOC109432116|XP_019563944.2|AEAL	LOC119545751|XP_037707513.1|DSUP
OG0004703	LOC109432163|XP_019564028.2|AEAL, LOC109430322|XP_019561917.2|AEAL	LOC119563406|XP_037732700.1|DSUP
OG0004704	LOC109432136|XP_029713565.1|AEAL	LOC119549605|XP_037713700.1|DSUP
OG0004705	LOC109432169|XP_019564033.1|AEAL	LOC119560815|XP_037730387.1|DSUP
OG0004706	LOC109430725|XP_019562344.2|AEAL	LOC119552557|XP_037718104.1|DSUP
OG0004707	LOC109429924|XP_029726712.1|AEAL, LOC109430717|XP_029713495.1|AEAL, LOC115258129|XP_029714030.1|AEAL	LOC119546445|XP_037708647.1|DSUP
OG0004708	LOC109430726|XP_019562347.2|AEAL, LOC109429877|XP_029726713.1|AEAL	LOC119560522|XP_037729925.1|DSUP
OG0004709	LOC109429711|XP_019561266.1|AEAL	LOC119560710|XP_037730246.1|DSUP
OG0004710	LOC109429690|XP_019561241.2|AEAL	LOC119549294|XP_037713184.1|DSUP
OG0004711	LOC109430702|XP_019562316.2|AEAL	LOC119551936|XP_037717528.1|DSUP
OG0004712	LOC109429559|XP_029713231.1|AEAL	LOC119559863|XP_037728898.1|DSUP
OG0004713	LOC109399965|XP_029716302.1|AEAL	LOC119563442|XP_037732765.1|DSUP
OG0004714	LOC109399943|XP_019527941.2|AEAL	LOC119562870|XP_037731911.1|DSUP
OG0004715	LOC109399934|XP_019527934.2|AEAL	LOC119548182|XP_037711225.1|DSUP
OG0004716	LOC109399937|XP_019527936.2|AEAL	LOC119548449|XP_037711644.1|DSUP
OG0004717	LOC109399828|XP_029729666.1|AEAL, LOC115261613|XP_029719373.1|AEAL, LOC109425278|XP_029729667.1|AEAL	LOC119557636|XP_037726398.1|DSUP
OG0004718	LOC115267060|XP_029729750.1|AEAL, LOC109425282|XP_029729725.1|AEAL	LOC119547202|XP_037709874.1|DSUP
OG0004719	LOC109416910|XP_029716318.1|AEAL, LOC109415610|XP_029715921.1|AEAL	LOC119548263|XP_037711339.1|DSUP
OG0004720	LOC109416915|XP_029707542.1|AEAL, LOC109415606|XP_029733872.1|AEAL	LOC119549221|XP_037713032.1|DSUP
OG0004721	LOC109402364|XP_019530575.2|AEAL	LOC119563173|XP_037732368.1|DSUP
OG0004722	LOC109425506|XP_019556301.2|AEAL	LOC119563068|XP_037732211.1|DSUP
OG0004723	LOC109417290|XP_019546940.2|AEAL	LOC119556324|XP_037724340.1|DSUP
OG0004724	LOC109411406|XP_019540468.2|AEAL, LOC109621318|XP_029714163.1|AEAL	LOC119560870|XP_037730470.1|DSUP
OG0004725	LOC109400488|XP_019528547.2|AEAL	LOC119545728|XP_037707475.1|DSUP
OG0004726	LOC109400449|XP_019528499.2|AEAL, LOC109623043|XP_029716138.1|AEAL	LOC119557542|XP_037726247.1|DSUP
OG0004727	LOC109417756|XP_029716061.1|AEAL	LOC119558965|XP_037728072.1|DSUP
OG0004728	LOC109417783|XP_019547485.2|AEAL	LOC119560663|XP_037730160.1|DSUP
OG0004729	LOC109622449|XP_019932334.1|AEAL	LOC119558024|XP_037727079.1|DSUP
OG0004730	LOC109400471|XP_019528523.2|AEAL	LOC119546656|XP_037709039.1|DSUP
OG0004731	LOC109399863|XP_019527897.2|AEAL	LOC119560240|XP_037729531.1|DSUP
OG0004732	LOC115261826|XP_029719596.1|AEAL, LOC109400408|XP_019528466.2|AEAL	LOC119559843|XP_037728868.1|DSUP
OG0004733	LOC115253495|XP_029716004.1|AEAL, LOC109400409|XP_029719595.1|AEAL	LOC119559822|XP_037728844.1|DSUP
OG0004734	LOC109400417|XP_019528473.2|AEAL	LOC119559883|XP_037728948.1|DSUP
OG0004735	LOC109412725|XP_029716046.1|AEAL, LOC109411862|XP_029715849.1|AEAL	LOC119545828|XP_037707654.1|DSUP
OG0004736	LOC109412719|XP_029716200.1|AEAL, LOC109411881|XP_029716340.1|AEAL	LOC119545711|XP_037707438.1|DSUP
OG0004737	LOC115259641|XP_029716277.1|AEAL, LOC115266455|XP_029728546.1|AEAL	LOC119560792|XP_037730349.1|DSUP
OG0004738	LOC109411873|XP_019541043.2|AEAL	LOC119560006|XP_037729208.1|DSUP
OG0004739	LOC109399052|XP_019527028.2|AEAL	LOC119561787|XP_037731197.1|DSUP
OG0004740	LOC109419801|XP_019549637.2|AEAL	LOC119551923|XP_037717485.1|DSUP
OG0004741	LOC109425329|XP_029716095.1|AEAL, LOC109419800|XP_029716211.1|AEAL	LOC119561086|XP_037730885.1|DSUP
OG0004742	LOC109425333|XP_029716077.1|AEAL	LOC119552740|XP_037718478.1|DSUP
OG0004743	LOC109398981|XP_019526977.2|AEAL, LOC109425533|XP_019556327.2|AEAL, LOC115259597|XP_029716178.1|AEAL	LOC119560552|XP_037729992.1|DSUP
OG0004744	LOC109399011|XP_019527001.2|AEAL	LOC119546578|XP_037708908.1|DSUP
OG0004745	LOC109399006|XP_019526995.3|AEAL, LOC109621524|XP_029716474.1|AEAL	LOC119559811|XP_037728824.1|DSUP
OG0004746	LOC109429325|XP_019560772.2|AEAL, LOC109401130|XP_029715975.1|AEAL	LOC119553449|XP_037719781.1|DSUP
OG0004747	LOC109401009|XP_029715976.1|AEAL, LOC109429326|XP_029716098.1|AEAL	LOC119553464|XP_037719798.1|DSUP
OG0004748	LOC109400937|XP_029715856.1|AEAL, LOC115258000|XP_029713856.1|AEAL	LOC119548583|XP_037711834.1|DSUP
OG0004749	LOC109407348|XP_029716394.1|AEAL, LOC109397172|XP_029716395.1|AEAL	LOC119551204|XP_037716369.1|DSUP
OG0004750	LOC109397080|XP_019524953.2|AEAL, LOC115258008|XP_029713866.1|AEAL	LOC119560355|XP_037729687.1|DSUP
OG0004751	LOC109400791|XP_019528840.2|AEAL, LOC109397058|XP_019524928.2|AEAL	LOC119555657|XP_037723169.1|DSUP
OG0004752	LOC109412573|XP_029715968.1|AEAL, LOC109412574|XP_029716398.1|AEAL, LOC109397046|XP_029715967.1|AEAL	LOC119559814|XP_037728833.1|DSUP
OG0004753	LOC109412575|XP_029715962.1|AEAL, LOC109396999|XP_029715960.1|AEAL	LOC119563497|XP_037732865.1|DSUP
OG0004754	LOC109396991|XP_029715956.1|AEAL, LOC115259492|XP_029715957.1|AEAL	LOC119551392|XP_037716650.1|DSUP
OG0004755	LOC109412580|XP_019541749.1|AEAL, LOC109433633|XP_029716008.1|AEAL	LOC119547839|XP_037710800.1|DSUP
OG0004756	LOC109433628|XP_019565624.2|AEAL, LOC109412581|XP_019541752.2|AEAL	LOC119547822|XP_037710776.1|DSUP
OG0004757	LOC109412588|XP_029715987.1|AEAL, LOC109433581|XP_029715838.1|AEAL	LOC119563361|XP_037732640.1|DSUP
OG0004758	LOC109412593|XP_029716511.1|AEAL, LOC109433522|XP_029716532.1|AEAL	LOC119560206|XP_037729497.1|DSUP
OG0004759	LOC109433508|XP_029716002.1|AEAL, LOC109412594|XP_029715949.1|AEAL	LOC119560979|XP_037730681.1|DSUP
OG0004760	LOC115259666|XP_029716309.1|AEAL, LOC109412596|XP_029716351.1|AEAL	LOC119559798|XP_037728809.1|DSUP
OG0004761	LOC109398214|XP_029715851.1|AEAL, LOC109429345|XP_029715835.1|AEAL	LOC119563335|XP_037732608.1|DSUP, LOC119559283|XP_037728284.1|DSUP
OG0004762	LOC115259829|XP_029716516.1|AEAL, LOC109429298|XP_029716367.1|AEAL	LOC119547119|XP_037709757.1|DSUP
OG0004763	LOC109429302|XP_029716121.1|AEAL	LOC119560967|XP_037730658.1|DSUP
OG0004764	LOC109400906|XP_029715905.1|AEAL, LOC109429314|XP_029716005.1|AEAL	LOC119560827|XP_037730401.1|DSUP
OG0004765	LOC115259481|XP_029715926.1|AEAL, LOC109622683|XP_029715941.1|AEAL, LOC109398465|XP_019526387.2|AEAL	LOC119548818|XP_037712345.1|DSUP
OG0004767	LOC109424333|XP_029715834.1|AEAL, LOC109417131|XP_029716387.1|AEAL	LOC119559758|XP_037728757.1|DSUP
OG0004768	LOC115266268|XP_029728106.1|AEAL, LOC109424328|XP_019554971.2|AEAL	LOC119560833|XP_037730408.1|DSUP
OG0004769	LOC115259826|XP_029716493.1|AEAL, LOC109417126|XP_019546794.2|AEAL	LOC119547826|XP_037710777.1|DSUP
OG0004770	LOC109417128|XP_019546798.1|AEAL, LOC115259527|XP_029716042.1|AEAL	LOC119553282|XP_037719524.1|DSUP
OG0004771	LOC109424322|XP_019554963.2|AEAL, LOC109417122|XP_019546791.2|AEAL	LOC119545754|XP_037707524.1|DSUP
OG0004772	LOC109414930|XP_019544324.2|AEAL	LOC119560262|XP_037729554.1|DSUP
OG0004773	LOC109623079|XP_019933098.2|AEAL, LOC109408323|XP_019537146.2|AEAL	LOC119559554|XP_037728520.1|DSUP
OG0004774	LOC109621271|XP_029716063.1|AEAL	LOC119559570|XP_037728522.1|DSUP
OG0004775	LOC109623083|XP_019933112.2|AEAL	LOC119561025|XP_037730778.1|DSUP
OG0004776	LOC109623087|XP_029716190.1|AEAL, LOC109408313|XP_029716220.1|AEAL	LOC119552143|XP_037717867.1|DSUP
OG0004777	LOC109416865|XP_019546508.1|AEAL	LOC119560778|XP_037730331.1|DSUP
OG0004778	LOC109421097|XP_019551126.2|AEAL, LOC109413907|XP_029717071.1|AEAL	LOC119548491|XP_037711694.1|DSUP
OG0004779	LOC109421118|XP_029710033.1|AEAL, LOC109413900|XP_029710027.1|AEAL	LOC119559738|XP_037728725.1|DSUP
OG0004780	LOC109413902|XP_029710031.1|AEAL, LOC115253956|XP_029709996.1|AEAL	LOC119546988|XP_037709571.1|DSUP
OG0004781	LOC115255939|XP_029710035.1|AEAL, LOC109431331|XP_029710032.1|AEAL, LOC109421088|XP_029707937.1|AEAL	LOC119560003|XP_037729205.1|DSUP
OG0004782	LOC109408854|XP_019537769.2|AEAL, LOC115254738|XP_029708277.1|AEAL	LOC119549188|XP_037712948.1|DSUP
OG0004783	LOC109408850|XP_019537766.1|AEAL, LOC115253989|XP_029712744.1|AEAL	LOC119557886|XP_037726816.1|DSUP
OG0004784	LOC109623017|XP_029713478.1|AEAL	LOC119560364|XP_037729697.1|DSUP
OG0004785	LOC109411179|XP_019540198.1|AEAL	LOC119560468|XP_037729855.1|DSUP
OG0004786	LOC109417095|XP_019546766.2|AEAL	LOC119560113|XP_037729390.1|DSUP
OG0004787	LOC109414779|XP_029730222.1|AEAL, LOC109414780|XP_029730223.1|AEAL	LOC119560942|XP_037730608.1|DSUP
OG0004788	LOC109403597|XP_019531963.2|AEAL	LOC119560913|XP_037730542.1|DSUP
OG0004789	LOC109403606|XP_019531971.2|AEAL	LOC119560738|XP_037730280.1|DSUP
OG0004790	LOC109414758|XP_029730134.1|AEAL, LOC109403613|XP_019531975.1|AEAL	LOC119553583|XP_037719963.1|DSUP
OG0004791	LOC109414765|XP_029730136.1|AEAL, LOC109403598|XP_029730151.1|AEAL	LOC119554145|XP_037720853.1|DSUP
OG0004792	LOC109414772|XP_019544143.2|AEAL, LOC109403587|XP_029714038.1|AEAL	LOC119560873|XP_037730475.1|DSUP
OG0004793	LOC109403594|XP_029730146.1|AEAL, LOC115258135|XP_029714039.1|AEAL	LOC119545661|XP_037707315.1|DSUP
OG0004794	LOC109430021|XP_019561577.2|AEAL	LOC119559850|XP_037728883.1|DSUP
OG0004795	LOC109430025|XP_029730186.1|AEAL, LOC109416352|XP_029730208.1|AEAL	LOC119546728|XP_037709150.1|DSUP
OG0004796	LOC109430035|XP_029730177.1|AEAL, LOC115253499|XP_029730193.1|AEAL	LOC119559987|XP_037729174.1|DSUP
OG0004797	LOC109416363|XP_019545945.2|AEAL	LOC119560031|XP_037729256.1|DSUP
OG0004798	LOC115267352|XP_029730159.1|AEAL, LOC109430041|XP_019561612.2|AEAL	LOC119555817|XP_037723366.1|DSUP
OG0004799	LOC109430044|XP_029730167.1|AEAL, LOC109416369|XP_029730155.1|AEAL	LOC119560469|XP_037729856.1|DSUP
OG0004800	LOC109415297|XP_029733753.1|AEAL, LOC115253603|XP_029733747.1|AEAL	LOC119560783|XP_037730337.1|DSUP
OG0004801	LOC115264146|XP_029723386.1|AEAL, LOC109398572|XP_029723357.1|AEAL	LOC119547257|XP_037709968.1|DSUP
OG0004802	LOC115266510|XP_029728620.1|AEAL, LOC115265092|XP_029725168.1|AEAL, LOC109423610|XP_019554129.2|AEAL	LOC119559772|XP_037728780.1|DSUP
OG0004803	LOC109423600|XP_019554124.2|AEAL	LOC119563538|XP_037732952.1|DSUP
OG0004804	LOC115264097|XP_029723282.1|AEAL, LOC109402404|XP_029723269.1|AEAL	LOC119560834|XP_037730413.1|DSUP
OG0004805	LOC109423574|XP_029723260.1|AEAL	LOC119545713|XP_037707443.1|DSUP
OG0004806	LOC115254059|XP_029717997.1|AEAL, LOC109423547|XP_029732775.1|AEAL, LOC109402451|XP_019530684.2|AEAL	LOC119556209|XP_037724097.1|DSUP
OG0004807	LOC109405476|XP_019534109.2|AEAL, LOC115268757|XP_029732778.1|AEAL, LOC109402452|XP_019530686.2|AEAL	LOC119563253|XP_037732495.1|DSUP
OG0004808	LOC109423536|XP_019554065.2|AEAL	LOC119560463|XP_037729851.1|DSUP
OG0004809	LOC109402436|XP_029712617.1|AEAL	LOC119563354|XP_037732632.1|DSUP
OG0004810	LOC109402450|XP_029712588.1|AEAL, LOC109405477|XP_029731215.1|AEAL	LOC119552796|XP_037718560.1|DSUP
OG0004811	LOC109402427|XP_019530648.2|AEAL, LOC109405451|XP_019534063.2|AEAL	LOC119552858|XP_037718666.1|DSUP
OG0004812	LOC109405447|XP_029712597.1|AEAL, LOC109402403|XP_029729894.1|AEAL	LOC119562904|XP_037731972.1|DSUP
OG0004813	LOC109621885|XP_029712592.1|AEAL, LOC109405424|XP_029716587.1|AEAL	LOC119562892|XP_037731937.1|DSUP
OG0004814	LOC109411503|XP_029723468.1|AEAL, LOC109415922|XP_029723447.1|AEAL	LOC119559888|XP_037728954.1|DSUP
OG0004815	LOC115264317|XP_029723851.1|AEAL, LOC115264181|XP_029723475.1|AEAL	LOC119555962|XP_037723609.1|DSUP
OG0004816	LOC115258261|XP_029714180.1|AEAL, LOC109416113|XP_029723867.1|AEAL, LOC109407164|XP_029723853.1|AEAL	LOC119558102|XP_037727243.1|DSUP
OG0004817	LOC109621773|XP_019931451.2|AEAL, LOC115258259|XP_029714178.1|AEAL, LOC115264342|XP_029723868.1|AEAL	LOC119558101|XP_037727242.1|DSUP
OG0004818	LOC109402949|XP_019531234.1|AEAL, LOC115264189|XP_029723498.1|AEAL	LOC119560498|XP_037729897.1|DSUP
OG0004819	LOC109416071|XP_019545584.2|AEAL, LOC109402946|XP_019531230.2|AEAL	LOC119554275|XP_037721058.1|DSUP
OG0004820	LOC109402945|XP_019531229.2|AEAL, LOC109416103|XP_019545618.2|AEAL	LOC119560591|XP_037730044.1|DSUP
OG0004821	LOC109416068|XP_029723487.1|AEAL, LOC115264191|XP_029723511.1|AEAL	LOC119545721|XP_037707468.1|DSUP
OG0004822	LOC109416062|XP_029723516.1|AEAL	LOC119549314|XP_037713220.1|DSUP
OG0004823	LOC109416059|XP_029723519.1|AEAL	LOC119560528|XP_037729935.1|DSUP
OG0004824	LOC109416057|XP_019545563.2|AEAL	LOC119560529|XP_037729945.1|DSUP
OG0004825	LOC109406391|XP_019535029.2|AEAL, LOC109423646|XP_019554187.2|AEAL	LOC119562574|XP_037731750.1|DSUP
OG0004826	LOC109424850|XP_019555592.2|AEAL, LOC109414596|XP_019543968.2|AEAL	LOC119561039|XP_037730795.1|DSUP
OG0004827	LOC109414597|XP_029723559.1|AEAL, LOC115254116|XP_029723565.1|AEAL	LOC119560444|XP_037729818.1|DSUP
OG0004828	LOC109414601|XP_019543974.1|AEAL, LOC115264207|XP_029723556.1|AEAL	LOC119555463|XP_037722800.1|DSUP
OG0004829	LOC109414614|XP_019543990.2|AEAL	LOC119560684|XP_037730190.1|DSUP
OG0004830	LOC109424809|XP_029723582.1|AEAL	LOC119561051|XP_037730811.1|DSUP
OG0004831	LOC109404191|XP_019532557.2|AEAL	LOC119552882|XP_037718713.1|DSUP
OG0004832	LOC109413335|XP_029723609.1|AEAL, LOC109432030|XP_029723676.1|AEAL	LOC119560860|XP_037730456.1|DSUP
OG0004833	LOC109412838|XP_019541996.2|AEAL	LOC119560701|XP_037730216.1|DSUP
OG0004835	LOC109406231|XP_029732509.1|AEAL	LOC119563357|XP_037732634.1|DSUP
OG0004836	LOC115268551|XP_029732501.1|AEAL, LOC109403852|XP_019532296.2|AEAL	LOC119549451|XP_037713478.1|DSUP
OG0004837	LOC109403860|XP_019532305.2|AEAL, LOC115268549|XP_029732500.1|AEAL	LOC119554789|XP_037721764.1|DSUP
OG0004838	LOC115259221|XP_029715608.1|AEAL, LOC109403871|XP_029723256.1|AEAL	LOC119551640|XP_037717002.1|DSUP
OG0004839	LOC109403870|XP_019532315.2|AEAL	LOC119563077|XP_037732227.1|DSUP
OG0004840	LOC109432063|XP_019563909.2|AEAL	LOC119553067|XP_037719124.1|DSUP
OG0004841	LOC109432065|XP_019563910.2|AEAL	LOC119548371|XP_037711517.1|DSUP
OG0004842	LOC109432067|XP_029723599.1|AEAL, LOC109404037|XP_019532451.2|AEAL	LOC119563404|XP_037732698.1|DSUP
OG0004843	LOC115264236|XP_029723671.1|AEAL, LOC109432069|XP_019563915.2|AEAL	LOC119545781|XP_037707578.1|DSUP
OG0004844	LOC109405196|XP_019533751.2|AEAL	LOC119559341|XP_037728317.1|DSUP, LOC119548206|XP_037711268.1|DSUP
OG0004845	LOC109405203|XP_019542030.2|AEAL	LOC119559806|XP_037728817.1|DSUP
OG0004846	LOC109412868|XP_019542053.2|AEAL	LOC119546072|XP_037708075.1|DSUP
OG0004847	LOC109412869|XP_019542054.2|AEAL	LOC119546070|XP_037708069.1|DSUP
OG0004848	LOC109405199|XP_029720372.1|AEAL, LOC109412873|XP_029724721.1|AEAL	LOC119553563|XP_037719940.1|DSUP
OG0004849	LOC109412871|XP_029724720.1|AEAL	LOC119545991|XP_037707908.1|DSUP
OG0004850	LOC109406960|XP_019535512.1|AEAL	LOC119561072|XP_037730850.1|DSUP
OG0004851	LOC109406961|XP_019535514.2|AEAL	LOC119560163|XP_037729449.1|DSUP
OG0004852	LOC109406956|XP_029720379.1|AEAL	LOC119560030|XP_037729253.1|DSUP
OG0004853	LOC109409683|XP_019538702.2|AEAL, LOC115265374|XP_029726012.1|AEAL	LOC119551303|XP_037716526.1|DSUP
OG0004854	LOC109409716|XP_029719737.1|AEAL, LOC109411464|XP_029726056.1|AEAL	LOC119555330|XP_037722589.1|DSUP
OG0004855	LOC109409724|XP_019538762.2|AEAL	LOC119553132|XP_037719253.1|DSUP
OG0004856	LOC109432284|XP_019564161.2|AEAL, LOC109409767|XP_019538821.2|AEAL	LOC119555368|XP_037722634.1|DSUP
OG0004857	LOC109621687|XP_029726151.1|AEAL	LOC119553770|XP_037720304.1|DSUP
OG0004858	LOC109404753|XP_029726155.1|AEAL, LOC109621303|XP_029719711.1|AEAL	LOC119553632|XP_037720031.1|DSUP
OG0004859	LOC109621845|XP_019931583.1|AEAL	LOC119554425|XP_037721246.1|DSUP
OG0004860	LOC109418058|XP_019547759.1|AEAL	LOC119554579|XP_037721487.1|DSUP
OG0004861	LOC109413045|XP_029726160.1|AEAL	LOC119554106|XP_037720784.1|DSUP
OG0004862	LOC109413053|XP_029726172.1|AEAL	LOC119555611|XP_037723037.1|DSUP
OG0004863	LOC109621317|XP_029726176.1|AEAL	LOC119552891|XP_037718732.1|DSUP
OG0004864	LOC115265400|XP_029726177.1|AEAL, LOC109621713|XP_029716582.1|AEAL	LOC119554251|XP_037721017.1|DSUP
OG0004865	LOC115259930|XP_029716584.1|AEAL, LOC109410370|XP_019539464.3|AEAL	LOC119562981|XP_037732087.1|DSUP
OG0004866	LOC109410161|XP_029719617.1|AEAL, LOC109407831|XP_029726188.1|AEAL	LOC119553756|XP_037720288.1|DSUP
OG0004867	LOC109407830|XP_019536538.2|AEAL	LOC119551979|XP_037717622.1|DSUP
OG0004868	LOC109410129|XP_019539204.2|AEAL	LOC119559432|XP_037728459.1|DSUP
OG0004869	LOC109407818|XP_019536526.2|AEAL	LOC119551631|XP_037716983.1|DSUP
OG0004870	LOC109410018|XP_019539105.2|AEAL	LOC119551415|XP_037716683.1|DSUP
OG0004871	LOC109409922|XP_029726200.1|AEAL	LOC119550933|XP_037715885.1|DSUP
OG0004872	LOC109407728|XP_019536424.1|AEAL	LOC119551457|XP_037716733.1|DSUP
OG0004873	LOC109622565|XP_019932521.2|AEAL	LOC119546539|XP_037708809.1|DSUP
OG0004874	LOC109622584|XP_019932534.2|AEAL	LOC119557152|XP_037725674.1|DSUP
OG0004875	LOC109409527|XP_029726247.1|AEAL	LOC119557830|XP_037726717.1|DSUP
OG0004876	LOC109409423|XP_019538414.2|AEAL	LOC119558352|XP_037727779.1|DSUP
OG0004877	LOC109622535|XP_019932474.2|AEAL	LOC119554874|XP_037721887.1|DSUP
OG0004878	LOC109622527|XP_029726277.1|AEAL, LOC109409117|XP_019538074.2|AEAL	LOC119551561|XP_037716887.1|DSUP
OG0004879	LOC115265418|XP_029726285.1|AEAL, LOC109409016|XP_029716652.1|AEAL	LOC119551902|XP_037717444.1|DSUP
OG0004880	LOC109622521|XP_029716648.1|AEAL, LOC109408985|XP_019537931.2|AEAL	LOC119553969|XP_037720601.1|DSUP
OG0004881	LOC109408976|XP_019537919.2|AEAL, LOC115265419|XP_029726291.1|AEAL	LOC119553218|XP_037719404.1|DSUP
OG0004882	LOC109408924|XP_019537864.1|AEAL, LOC109622402|XP_029716669.1|AEAL	LOC119554460|XP_037721299.1|DSUP
OG0004883	LOC109408908|XP_029716667.1|AEAL, LOC115265421|XP_029726294.1|AEAL	LOC119552483|XP_037718010.1|DSUP
OG0004884	LOC109408687|XP_029726312.1|AEAL	LOC119552054|XP_037717730.1|DSUP
OG0004885	LOC109408572|XP_019537445.2|AEAL, LOC109622494|XP_019932396.2|AEAL	LOC119551291|XP_037716497.1|DSUP
OG0004886	LOC109622491|XP_019932392.2|AEAL	LOC119550862|XP_037715767.1|DSUP
OG0004887	LOC109408528|XP_019537395.2|AEAL	LOC119551837|XP_037717335.1|DSUP
OG0004888	LOC109622488|XP_019932386.2|AEAL	LOC119552077|XP_037717780.1|DSUP
OG0004889	LOC109622343|XP_019932159.2|AEAL	LOC119550414|XP_037715003.1|DSUP
OG0004890	LOC109423549|XP_029726385.1|AEAL	LOC119550017|XP_037714369.1|DSUP
OG0004891	LOC109423541|XP_019554073.2|AEAL	LOC119557851|XP_037726765.1|DSUP
OG0004892	LOC109423281|XP_019553751.1|AEAL	LOC119550989|XP_037715955.1|DSUP
OG0004893	LOC109423260|XP_019553739.2|AEAL	LOC119550998|XP_037715975.1|DSUP
OG0004894	LOC109423345|XP_019553837.1|AEAL	LOC119551557|XP_037716880.1|DSUP
OG0004895	LOC115261961|XP_029719749.1|AEAL, LOC109423341|XP_029726421.1|AEAL	LOC119549835|XP_037714042.1|DSUP
OG0004896	LOC115265442|XP_029726431.1|AEAL, LOC109423336|XP_019553823.2|AEAL	LOC119549906|XP_037714148.1|DSUP
OG0004897	LOC109423332|XP_019553820.2|AEAL, LOC115261957|XP_029719739.1|AEAL	LOC119550519|XP_037715156.1|DSUP
OG0004898	LOC109423328|XP_019553812.1|AEAL	LOC119550405|XP_037714991.1|DSUP
OG0004899	LOC109423324|XP_019553800.2|AEAL	LOC119550960|XP_037715916.1|DSUP
OG0004900	LOC109423322|XP_019553797.2|AEAL	LOC119550515|XP_037715151.1|DSUP
OG0004901	LOC109423316|XP_019553793.2|AEAL	LOC119551648|XP_037717010.1|DSUP
OG0004902	LOC115254506|XP_029707904.1|AEAL, LOC109423312|XP_029726451.1|AEAL	LOC119552998|XP_037718945.1|DSUP
OG0004903	LOC109423308|XP_019553784.2|AEAL	LOC119549139|XP_037712840.1|DSUP
OG0004904	LOC109423296|XP_019553766.2|AEAL	LOC119552153|XP_037717890.1|DSUP
OG0004905	LOC109423295|XP_019553764.1|AEAL	LOC119550135|XP_037714562.1|DSUP
OG0004906	LOC115261689|XP_029719435.1|AEAL, LOC109623149|XP_019933195.2|AEAL	LOC119553208|XP_037719390.1|DSUP
OG0004907	LOC109623416|XP_019933519.2|AEAL	LOC119554862|XP_037721872.1|DSUP
OG0004908	LOC109623129|XP_019933171.2|AEAL, LOC115263508|XP_029722604.1|AEAL	LOC119553831|XP_037720392.1|DSUP
OG0004909	LOC109623121|XP_029726493.1|AEAL	LOC119552735|XP_037718422.1|DSUP
OG0004910	LOC109623120|XP_019933159.2|AEAL, LOC115265455|XP_029726496.1|AEAL	LOC119552734|XP_037718421.1|DSUP
OG0004911	LOC109623113|XP_019933141.1|AEAL	LOC119553697|XP_037720181.1|DSUP
OG0004912	LOC109399262|XP_019527246.2|AEAL	LOC119553209|XP_037719394.1|DSUP
OG0004913	LOC109429053|XP_019560435.2|AEAL	LOC119550006|XP_037714356.1|DSUP
OG0004914	LOC109429046|XP_019560427.2|AEAL	LOC119551607|XP_037716942.1|DSUP
OG0004915	LOC109399247|XP_019560422.1|AEAL	LOC119550719|XP_037715541.1|DSUP
OG0004916	LOC109429040|XP_029726543.1|AEAL	LOC119551187|XP_037716317.1|DSUP
OG0004917	LOC109399230|XP_019527209.2|AEAL	LOC119552504|XP_037718042.1|DSUP
