Orthogroup	AEAL.longest_only	DSER.longest_only
OG0004816	LOC115258261|XP_029714180.1|AEAL, LOC109416113|XP_029723867.1|AEAL, LOC109407164|XP_029723853.1|AEAL	LOC110184389|XP_020808554.1|DSER
OG0004817	LOC109621773|XP_019931451.2|AEAL, LOC115258259|XP_029714178.1|AEAL, LOC115264342|XP_029723868.1|AEAL	LOC110184450|XP_020808648.1|DSER
OG0004818	LOC109402949|XP_019531234.1|AEAL, LOC115264189|XP_029723498.1|AEAL	LOC110186427|XP_020811268.1|DSER
OG0004819	LOC109416071|XP_019545584.2|AEAL, LOC109402946|XP_019531230.2|AEAL	LOC110191321|XP_020817803.1|DSER
OG0004820	LOC109402945|XP_019531229.2|AEAL, LOC109416103|XP_019545618.2|AEAL	LOC110188591|XP_020814013.1|DSER
OG0004821	LOC109416068|XP_029723487.1|AEAL, LOC115264191|XP_029723511.1|AEAL	LOC110176476|XP_020798496.1|DSER
OG0004822	LOC109416062|XP_029723516.1|AEAL	LOC110176412|XP_020798410.1|DSER
OG0004823	LOC109416059|XP_029723519.1|AEAL	LOC110191324|XP_020817810.1|DSER
OG0004824	LOC109416057|XP_019545563.2|AEAL	LOC110191325|XP_020817818.1|DSER
OG0004825	LOC109406391|XP_019535029.2|AEAL, LOC109423646|XP_019554187.2|AEAL	LOC110185480|XP_020810013.1|DSER
OG0004826	LOC109424850|XP_019555592.2|AEAL, LOC109414596|XP_019543968.2|AEAL	LOC110191033|XP_020817411.1|DSER
OG0004827	LOC109414597|XP_029723559.1|AEAL, LOC115254116|XP_029723565.1|AEAL	LOC110187713|XP_020812809.1|DSER
OG0004828	LOC109414601|XP_019543974.1|AEAL, LOC115264207|XP_029723556.1|AEAL	LOC110186417|XP_020811256.1|DSER
OG0004829	LOC109414614|XP_019543990.2|AEAL	LOC110191170|XP_020817589.1|DSER
OG0004830	LOC109424809|XP_029723582.1|AEAL	LOC110191406|XP_020817923.1|DSER
OG0004831	LOC109404191|XP_019532557.2|AEAL	LOC110184750|XP_020809039.1|DSER
OG0004832	LOC109413335|XP_029723609.1|AEAL, LOC109432030|XP_029723676.1|AEAL	LOC110186489|XP_020811335.1|DSER
OG0004833	LOC109412838|XP_019541996.2|AEAL	LOC110177119|XP_020799324.1|DSER
OG0004835	LOC109406231|XP_029732509.1|AEAL	LOC110184707|XP_020808986.1|DSER
OG0004836	LOC115268551|XP_029732501.1|AEAL, LOC109403852|XP_019532296.2|AEAL	LOC110191102|XP_020817507.1|DSER
OG0004837	LOC109403860|XP_019532305.2|AEAL, LOC115268549|XP_029732500.1|AEAL	LOC110176693|XP_020798783.1|DSER
OG0004838	LOC115259221|XP_029715608.1|AEAL, LOC109403871|XP_029723256.1|AEAL	LOC110189028|XP_020814650.1|DSER
OG0004839	LOC109403870|XP_019532315.2|AEAL	LOC110189012|XP_020814627.1|DSER
OG0004840	LOC109432063|XP_019563909.2|AEAL	LOC110186170|XP_020810883.1|DSER
OG0004841	LOC109432065|XP_019563910.2|AEAL	LOC110185777|XP_020810438.1|DSER
OG0004842	LOC109432067|XP_029723599.1|AEAL, LOC109404037|XP_019532451.2|AEAL	LOC110186540|XP_020811403.1|DSER
OG0004843	LOC115264236|XP_029723671.1|AEAL, LOC109432069|XP_019563915.2|AEAL	LOC110187834|XP_020812972.1|DSER
OG0004844	LOC109405196|XP_019533751.2|AEAL	LOC110182617|XP_020806341.1|DSER
OG0004845	LOC109405203|XP_019542030.2|AEAL	LOC110188379|XP_020813754.1|DSER
OG0004846	LOC109412868|XP_019542053.2|AEAL	LOC110176969|XP_020799135.1|DSER
OG0004847	LOC109412869|XP_019542054.2|AEAL	LOC110176968|XP_020799134.1|DSER
OG0004848	LOC109405199|XP_029720372.1|AEAL, LOC109412873|XP_029724721.1|AEAL	LOC110191016|XP_020817392.1|DSER
OG0004849	LOC109412871|XP_029724720.1|AEAL	LOC110184983|XP_020809295.1|DSER
OG0004850	LOC109406960|XP_019535512.1|AEAL	LOC110177183|XP_020799434.1|DSER
OG0004851	LOC109406961|XP_019535514.2|AEAL	LOC110177153|XP_020799394.1|DSER
OG0004852	LOC109406956|XP_029720379.1|AEAL	LOC110191797|XP_020818406.1|DSER
OG0004853	LOC109409683|XP_019538702.2|AEAL, LOC115265374|XP_029726012.1|AEAL	LOC110179338|XP_020802501.1|DSER
OG0004854	LOC109409716|XP_029719737.1|AEAL, LOC109411464|XP_029726056.1|AEAL	LOC110187503|XP_020812559.1|DSER
OG0004855	LOC109409724|XP_019538762.2|AEAL	LOC110181264|XP_020804630.1|DSER
OG0004856	LOC109432284|XP_019564161.2|AEAL, LOC109409767|XP_019538821.2|AEAL	LOC110189121|XP_020814755.1|DSER
OG0004857	LOC109621687|XP_029726151.1|AEAL	LOC110188890|XP_020814468.1|DSER
OG0004858	LOC109404753|XP_029726155.1|AEAL, LOC109621303|XP_029719711.1|AEAL	LOC110189090|XP_020814722.1|DSER
OG0004859	LOC109621845|XP_019931583.1|AEAL	LOC110189063|XP_020814691.1|DSER
OG0004860	LOC109418058|XP_019547759.1|AEAL	LOC110188854|XP_020814420.1|DSER
OG0004861	LOC109413045|XP_029726160.1|AEAL	LOC110190440|XP_020816585.1|DSER
OG0004862	LOC109413053|XP_029726172.1|AEAL	LOC110190563|XP_020816796.1|DSER
OG0004863	LOC109621317|XP_029726176.1|AEAL	LOC110176141|XP_020798037.1|DSER
OG0004864	LOC115265400|XP_029726177.1|AEAL, LOC109621713|XP_029716582.1|AEAL	LOC110183562|XP_020807522.1|DSER
OG0004865	LOC115259930|XP_029716584.1|AEAL, LOC109410370|XP_019539464.3|AEAL	LOC110177324|XP_020799656.1|DSER
OG0004866	LOC109410161|XP_029719617.1|AEAL, LOC109407831|XP_029726188.1|AEAL	LOC110187494|XP_020812548.1|DSER
OG0004867	LOC109407830|XP_019536538.2|AEAL	LOC110178393|XP_020801189.1|DSER
OG0004868	LOC109410129|XP_019539204.2|AEAL	LOC110189540|XP_020815330.1|DSER
OG0004869	LOC109407818|XP_019536526.2|AEAL	LOC110189729|XP_020815580.1|DSER
OG0004870	LOC109410018|XP_019539105.2|AEAL	LOC110189269|XP_020814943.1|DSER
OG0004871	LOC109409922|XP_029726200.1|AEAL	LOC110179352|XP_020802526.1|DSER
OG0004872	LOC109407728|XP_019536424.1|AEAL	LOC110184041|XP_020808075.1|DSER
OG0004873	LOC109622565|XP_019932521.2|AEAL	LOC110177042|XP_020799218.1|DSER
OG0004874	LOC109622584|XP_019932534.2|AEAL	LOC110176547|XP_020798597.1|DSER
OG0004875	LOC109409527|XP_029726247.1|AEAL	LOC110179460|XP_020802678.1|DSER
OG0004876	LOC109409423|XP_019538414.2|AEAL	LOC110179578|XP_020802828.1|DSER
OG0004877	LOC109622535|XP_019932474.2|AEAL	LOC110179016|XP_020802017.1|DSER
OG0004878	LOC109622527|XP_029726277.1|AEAL, LOC109409117|XP_019538074.2|AEAL	LOC110191892|XP_020818540.1|DSER
OG0004879	LOC115265418|XP_029726285.1|AEAL, LOC109409016|XP_029716652.1|AEAL	LOC110191611|XP_020818157.1|DSER
OG0004880	LOC109622521|XP_029716648.1|AEAL, LOC109408985|XP_019537931.2|AEAL	LOC110190184|XP_020816191.1|DSER
OG0004881	LOC109408976|XP_019537919.2|AEAL, LOC115265419|XP_029726291.1|AEAL	LOC110178783|XP_020801688.1|DSER
OG0004882	LOC109408924|XP_019537864.1|AEAL, LOC109622402|XP_029716669.1|AEAL	LOC110186790|XP_020811730.1|DSER
OG0004883	LOC109408908|XP_029716667.1|AEAL, LOC115265421|XP_029726294.1|AEAL	LOC110185317|XP_020809741.1|DSER
OG0004884	LOC109408687|XP_029726312.1|AEAL	LOC110176883|XP_020799020.1|DSER
OG0004885	LOC109408572|XP_019537445.2|AEAL, LOC109622494|XP_019932396.2|AEAL	LOC110177645|XP_020800121.1|DSER
OG0004886	LOC109622491|XP_019932392.2|AEAL	LOC110178516|XP_020801326.1|DSER
OG0004887	LOC109408528|XP_019537395.2|AEAL	LOC110191592|XP_020818135.1|DSER
OG0004888	LOC109622488|XP_019932386.2|AEAL	LOC110184106|XP_020808155.1|DSER
OG0004889	LOC109622343|XP_019932159.2|AEAL	LOC110180690|XP_020804066.1|DSER
OG0004890	LOC109423549|XP_029726385.1|AEAL	LOC110182540|XP_020806274.1|DSER
OG0004891	LOC109423541|XP_019554073.2|AEAL	LOC110177616|XP_020800080.1|DSER, LOC110181537|XP_020804977.1|DSER
OG0004892	LOC109423281|XP_019553751.1|AEAL	LOC110189536|XP_020815325.1|DSER
OG0004893	LOC109423260|XP_019553739.2|AEAL	LOC110180818|XP_020804158.1|DSER
OG0004894	LOC109423345|XP_019553837.1|AEAL	LOC110189383|XP_020815090.1|DSER
OG0004895	LOC115261961|XP_029719749.1|AEAL, LOC109423341|XP_029726421.1|AEAL	LOC110181104|XP_020804434.1|DSER
OG0004896	LOC115265442|XP_029726431.1|AEAL, LOC109423336|XP_019553823.2|AEAL	LOC110178457|XP_020801251.1|DSER
OG0004897	LOC109423332|XP_019553820.2|AEAL, LOC115261957|XP_029719739.1|AEAL	LOC110178497|XP_020801303.1|DSER
OG0004898	LOC109423328|XP_019553812.1|AEAL	LOC110178008|XP_020800680.1|DSER
OG0004899	LOC109423324|XP_019553800.2|AEAL	LOC110191466|XP_020817978.1|DSER
OG0004900	LOC109423322|XP_019553797.2|AEAL	LOC110178002|XP_020800661.1|DSER
OG0004901	LOC109423316|XP_019553793.2|AEAL	LOC110177987|XP_020800642.1|DSER
OG0004902	LOC115254506|XP_029707904.1|AEAL, LOC109423312|XP_029726451.1|AEAL	LOC110177579|XP_020800017.1|DSER
OG0004903	LOC109423308|XP_019553784.2|AEAL	LOC110184403|XP_020808627.1|DSER
OG0004904	LOC109423296|XP_019553766.2|AEAL	LOC110191308|XP_020817780.1|DSER
OG0004905	LOC109423295|XP_019553764.1|AEAL	LOC110191580|XP_020818122.1|DSER
OG0004906	LOC115261689|XP_029719435.1|AEAL, LOC109623149|XP_019933195.2|AEAL	LOC110190799|XP_020817101.1|DSER
OG0004907	LOC109623416|XP_019933519.2|AEAL	LOC110187105|XP_020812174.1|DSER
OG0004908	LOC109623129|XP_019933171.2|AEAL, LOC115263508|XP_029722604.1|AEAL	LOC110189997|XP_020815954.1|DSER
OG0004909	LOC115253550|XP_029722605.1|AEAL, LOC109623121|XP_029726493.1|AEAL	LOC110189838|XP_020815697.1|DSER
OG0004910	LOC109623120|XP_019933159.2|AEAL, LOC115265455|XP_029726496.1|AEAL	LOC110189961|XP_020815908.1|DSER
OG0004911	LOC109623113|XP_019933141.1|AEAL	LOC110186773|XP_020811705.1|DSER
OG0004912	LOC109399262|XP_019527246.2|AEAL	LOC110190804|XP_020817111.1|DSER
OG0004913	LOC109429053|XP_019560435.2|AEAL	LOC110182911|XP_020806731.1|DSER
OG0004914	LOC109429046|XP_019560427.2|AEAL	LOC110182905|XP_020806722.1|DSER
OG0004915	LOC109399247|XP_019560422.1|AEAL	LOC110178700|XP_020801563.1|DSER
OG0004916	LOC109429040|XP_029726543.1|AEAL	LOC110188351|XP_020813758.1|DSER
OG0004917	LOC109399230|XP_019527209.2|AEAL	LOC110190793|XP_020817092.1|DSER
OG0004918	LOC109399232|XP_029726552.1|AEAL	LOC110190791|XP_020817088.1|DSER
OG0004919	LOC109399231|XP_029726559.1|AEAL	LOC110186253|XP_020810993.1|DSER
OG0004920	LOC109429027|XP_019560401.2|AEAL	LOC110189933|XP_020815876.1|DSER
OG0004921	LOC109429026|XP_019560399.2|AEAL	LOC110190347|XP_020816406.1|DSER
OG0004922	LOC109399154|XP_029726571.1|AEAL, LOC115266777|XP_029729209.1|AEAL	LOC110190340|XP_020816398.1|DSER
OG0004923	LOC109413976|XP_019543253.1|AEAL	LOC110183580|XP_020807550.1|DSER
OG0004924	LOC109413994|XP_019543266.2|AEAL	LOC110184789|XP_020809087.1|DSER
OG0004925	LOC109413958|XP_019543233.2|AEAL	LOC110178615|XP_020801459.1|DSER
OG0004926	LOC109413954|XP_029726594.1|AEAL, LOC109399195|XP_019527175.2|AEAL	LOC110178777|XP_020801678.1|DSER
OG0004927	LOC109419975|XP_029726604.1|AEAL, LOC109622845|XP_029712003.1|AEAL	LOC110190462|XP_020816622.1|DSER
OG0004928	LOC115265479|XP_029726623.1|AEAL	LOC110184115|XP_020808170.1|DSER
OG0004929	LOC109414821|XP_019544204.2|AEAL	LOC110184494|XP_020808707.1|DSER
OG0004930	LOC109418071|XP_019544235.2|AEAL	LOC110178232|XP_020800941.1|DSER
OG0004931	LOC109418080|XP_019547798.2|AEAL	LOC110182865|XP_020806667.1|DSER
OG0004932	LOC109406442|XP_019535080.2|AEAL	LOC110178806|XP_020801720.1|DSER
OG0004933	LOC109406441|XP_019535079.1|AEAL	LOC110187091|XP_020812192.1|DSER
OG0004934	LOC109418085|XP_019547804.1|AEAL	LOC110191521|XP_020818048.1|DSER
OG0004935	LOC109418094|XP_029726740.1|AEAL	LOC110189712|XP_020815560.1|DSER
OG0004936	LOC109406455|XP_029716548.1|AEAL, LOC109419618|XP_029726741.1|AEAL	LOC110190084|XP_020816048.1|DSER
OG0004937	LOC109413160|XP_029716556.1|AEAL, LOC109418100|XP_019547833.2|AEAL	LOC110184711|XP_020808990.1|DSER
OG0004938	LOC109412894|XP_019542098.2|AEAL	LOC110189115|XP_020814748.1|DSER
OG0004939	LOC109418134|XP_029726785.1|AEAL	LOC110190178|XP_020816185.1|DSER
OG0004940	LOC109418868|XP_029726704.1|AEAL	LOC110190152|XP_020816148.1|DSER
OG0004941	LOC109412628|XP_029726702.1|AEAL, LOC115266191|XP_029728017.1|AEAL	LOC110190521|XP_020816714.1|DSER
OG0004942	LOC109418918|XP_029726700.1|AEAL	LOC110176204|XP_020798124.1|DSER
OG0004943	LOC109407772|XP_029728013.1|AEAL, LOC109418922|XP_029726698.1|AEAL	LOC110190469|XP_020816637.1|DSER
OG0004944	LOC109418903|XP_019548673.2|AEAL	LOC110188817|XP_020814356.1|DSER
OG0004945	LOC109397683|XP_029709771.1|AEAL, LOC109418955|XP_019548721.1|AEAL	LOC110189775|XP_020815658.1|DSER
OG0004946	LOC109398511|XP_029709793.1|AEAL, LOC109418899|XP_029733554.1|AEAL	LOC110190203|XP_020816212.1|DSER
OG0004947	LOC109418991|XP_029733542.1|AEAL, LOC109398041|XP_029709803.1|AEAL	LOC110177611|XP_020800069.1|DSER
OG0004948	LOC115255812|XP_029709854.1|AEAL, LOC109398050|XP_029733463.1|AEAL	LOC110177633|XP_020800106.1|DSER
OG0004949	LOC109418994|XP_019548771.2|AEAL	LOC110177566|XP_020799997.1|DSER
OG0004950	LOC109398092|XP_029733539.1|AEAL, LOC109418996|XP_019548773.1|AEAL	LOC110178790|XP_020801702.1|DSER
OG0004951	LOC109419725|XP_029733534.1|AEAL, LOC109398102|XP_029709807.1|AEAL	LOC110188669|XP_020814125.1|DSER
OG0004952	LOC109419723|XP_019549535.2|AEAL, LOC115269203|XP_029733533.1|AEAL	LOC110187300|XP_020812350.1|DSER
OG0004953	LOC109419716|XP_019549531.2|AEAL, LOC109398159|XP_019526037.1|AEAL	LOC110190588|XP_020816840.1|DSER
OG0004954	LOC109398218|XP_019526090.2|AEAL, LOC109419709|XP_019549524.2|AEAL	LOC110190547|XP_020816756.1|DSER
OG0004955	LOC109622114|XP_019931889.2|AEAL	LOC110178750|XP_020801641.1|DSER
OG0004956	LOC109419687|XP_029733474.1|AEAL	LOC110178010|XP_020800682.1|DSER
OG0004957	LOC109411811|XP_019540962.2|AEAL, LOC115265357|XP_029725931.1|AEAL	LOC110182785|XP_020806570.1|DSER
OG0004958	LOC109410022|XP_029725914.1|AEAL, LOC115265343|XP_029725873.1|AEAL	LOC110187255|XP_020812307.1|DSER
OG0004959	LOC109419641|XP_019549410.1|AEAL, LOC109410021|XP_019539106.1|AEAL	LOC110187179|XP_020812240.1|DSER
OG0004960	LOC109419667|XP_029725912.1|AEAL, LOC109410019|XP_029725871.1|AEAL	LOC110186890|XP_020811852.1|DSER
OG0004961	LOC109410017|XP_019539101.2|AEAL, LOC109419666|XP_019549444.2|AEAL	LOC110189392|XP_020815100.1|DSER
OG0004962	LOC109419661|XP_019549440.2|AEAL, LOC109410012|XP_029725868.1|AEAL	LOC110190171|XP_020816177.1|DSER
OG0004963	LOC109419625|XP_029725256.1|AEAL	LOC110185186|XP_020809562.1|DSER
OG0004964	LOC109420228|XP_019550107.2|AEAL	LOC110190501|XP_020816676.1|DSER
OG0004965	LOC109397318|XP_019525193.2|AEAL, LOC109420244|XP_019550127.1|AEAL	LOC110190818|XP_020817129.1|DSER
OG0004966	LOC109420246|XP_019550128.1|AEAL, LOC115254150|XP_029725760.1|AEAL	LOC110190817|XP_020817127.1|DSER
OG0004967	LOC115254149|XP_029725756.1|AEAL, LOC109420257|XP_029725775.1|AEAL	LOC110189731|XP_020815584.1|DSER
OG0004968	LOC109420278|XP_029725669.1|AEAL, LOC115265303|XP_029725670.1|AEAL	LOC110189953|XP_020815901.1|DSER
OG0004969	LOC109397359|XP_019525230.1|AEAL, LOC109420281|XP_029725666.1|AEAL	LOC110178529|XP_020801344.1|DSER
OG0004970	LOC109420282|XP_019550157.2|AEAL, LOC109397360|XP_029725672.1|AEAL	LOC110190121|XP_020816098.1|DSER
OG0004971	LOC115265305|XP_029725673.1|AEAL, LOC109397368|XP_029725663.1|AEAL	LOC110190122|XP_020816099.1|DSER
OG0004972	LOC109397363|XP_029725680.1|AEAL, LOC109420286|XP_019550165.1|AEAL	LOC110190585|XP_020816837.1|DSER
OG0004973	LOC109416473|XP_019546092.2|AEAL	LOC110178748|XP_020801639.1|DSER
OG0004974	LOC109416467|XP_019546075.2|AEAL	LOC110187466|XP_020812515.1|DSER
OG0004975	LOC109406428|XP_029725743.1|AEAL, LOC109402594|XP_029725715.1|AEAL	LOC110183583|XP_020807555.1|DSER
OG0004976	LOC109406421|XP_029727541.1|AEAL, LOC109417268|XP_019546926.2|AEAL	LOC110183665|XP_020807656.1|DSER
OG0004977	LOC109417063|XP_019546727.2|AEAL	LOC110176889|XP_020799033.1|DSER
OG0004978	LOC109415739|XP_019545214.2|AEAL, LOC109416976|XP_019546637.2|AEAL	LOC110189706|XP_020815539.1|DSER
OG0004979	LOC109427362|XP_019558450.2|AEAL, LOC109414739|XP_029727537.1|AEAL	LOC110190752|XP_020817033.1|DSER
OG0004980	LOC109406578|XP_029725596.1|AEAL	LOC110176220|XP_020798158.1|DSER
OG0004981	LOC109410532|XP_019539613.2|AEAL	LOC110185310|XP_020809723.1|DSER
OG0004982	LOC109426566|XP_029725601.1|AEAL	LOC110185289|XP_020809697.1|DSER
OG0004983	LOC109426572|XP_019557647.2|AEAL	LOC110190474|XP_020816643.1|DSER
OG0004984	LOC109426575|XP_019557653.2|AEAL	LOC110178739|XP_020801626.1|DSER
OG0004985	LOC109426597|XP_019557676.2|AEAL	LOC110190903|XP_020817222.1|DSER
OG0004986	LOC109426600|XP_019557679.2|AEAL	LOC110178945|XP_020801903.1|DSER
OG0004987	LOC109410517|XP_029725621.1|AEAL	LOC110190291|XP_020816329.1|DSER
OG0004988	LOC109426646|XP_019557716.2|AEAL	LOC110190904|XP_020817224.1|DSER
OG0004989	LOC109426647|XP_019557717.2|AEAL	LOC110190292|XP_020816335.1|DSER
OG0004990	LOC109426667|XP_029725561.1|AEAL	LOC110179241|XP_020802353.1|DSER
OG0004991	LOC109417815|XP_019547534.1|AEAL	LOC110177831|XP_020800434.1|DSER
OG0004992	LOC109417617|XP_019547208.1|AEAL	LOC110177832|XP_020800436.1|DSER
OG0004993	LOC109426788|XP_019557865.2|AEAL, LOC109426733|XP_019557818.2|AEAL	LOC110181266|XP_020804631.1|DSER
OG0004994	LOC109426821|XP_029725421.1|AEAL, LOC115265247|XP_029725406.1|AEAL	LOC110186919|XP_020811904.1|DSER
OG0004995	LOC115265238|XP_029725380.1|AEAL, LOC109426825|XP_029725415.1|AEAL, LOC109417868|XP_029725404.1|AEAL	LOC110183723|XP_020807730.1|DSER
OG0004996	LOC109426827|XP_029725403.1|AEAL, LOC109417869|XP_029725414.1|AEAL	LOC110190594|XP_020816846.1|DSER
OG0004997	LOC109426834|XP_019557927.2|AEAL	LOC110188928|XP_020814512.1|DSER
OG0004998	LOC109426843|XP_019557937.2|AEAL	LOC110177823|XP_020800372.1|DSER
OG0004999	LOC109417959|XP_019547649.2|AEAL	LOC110189101|XP_020814737.1|DSER
OG0005000	LOC109417965|XP_019547656.2|AEAL	LOC110189260|XP_020814933.1|DSER
OG0005001	LOC109417966|XP_029725386.1|AEAL	LOC110189057|XP_020814685.1|DSER
OG0005002	LOC109417976|XP_029732517.1|AEAL	LOC110191813|XP_020818426.1|DSER
OG0005003	LOC109622784|XP_029732391.1|AEAL, LOC109417991|XP_029732383.1|AEAL	LOC110183632|XP_020807609.1|DSER
OG0005004	LOC109417993|XP_029732392.1|AEAL, LOC109621931|XP_029732385.1|AEAL	LOC110189306|XP_020815005.1|DSER
OG0005005	LOC109418009|XP_029732422.1|AEAL	LOC110190370|XP_020816441.1|DSER
OG0005006	LOC109406017|XP_019534610.2|AEAL	LOC110187438|XP_020812489.1|DSER
OG0005007	LOC109406018|XP_029732423.1|AEAL	LOC110185237|XP_020809630.1|DSER
OG0005008	LOC109406007|XP_029732494.1|AEAL	LOC110178632|XP_020801477.1|DSER
OG0005009	LOC115259321|XP_029715717.1|AEAL, LOC109406008|XP_019534606.1|AEAL	LOC110190177|XP_020816184.1|DSER
OG0005010	LOC109408975|XP_019537954.2|AEAL	LOC110179020|XP_020802024.1|DSER
OG0005011	LOC109416999|XP_019546659.2|AEAL	LOC110191657|XP_020818213.1|DSER
OG0005012	LOC109407978|XP_029735152.1|AEAL, LOC109403653|XP_019532012.2|AEAL	LOC110190231|XP_020816251.1|DSER
OG0005013	LOC109407961|XP_029735093.1|AEAL, LOC115270140|XP_029735100.1|AEAL	LOC110186937|XP_020811926.1|DSER
OG0005014	LOC109408081|XP_029707738.1|AEAL, LOC109403635|XP_019531996.2|AEAL, LOC115270955|XP_029736180.1|AEAL	LOC110190638|XP_020816893.1|DSER
OG0005015	LOC109403649|XP_019532007.1|AEAL	LOC110178985|XP_020801958.1|DSER
OG0005016	LOC109407939|XP_029716751.1|AEAL, LOC115268456|XP_029732300.1|AEAL	LOC110190677|XP_020816942.1|DSER
OG0005017	LOC109407929|XP_029732313.1|AEAL, LOC109413857|XP_029732311.1|AEAL	LOC110190829|XP_020817146.1|DSER
OG0005018	LOC109413860|XP_029732334.1|AEAL, LOC109407928|XP_029732332.1|AEAL	LOC110179420|XP_020802608.1|DSER
OG0005019	LOC109407943|XP_019536685.2|AEAL, LOC109413837|XP_019543107.2|AEAL	LOC110190813|XP_020817122.1|DSER
OG0005020	LOC109407993|XP_029735119.1|AEAL	LOC110178535|XP_020801357.1|DSER
OG0005021	LOC109408006|XP_029735223.1|AEAL, LOC109405155|XP_029735129.1|AEAL	LOC110183351|XP_020807265.1|DSER
OG0005022	LOC109408009|XP_019536767.2|AEAL, LOC109405166|XP_019533731.2|AEAL	LOC110177557|XP_020799988.1|DSER
OG0005023	LOC109405153|XP_029735216.1|AEAL, LOC109408010|XP_019536769.2|AEAL	LOC110179435|XP_020802674.1|DSER
OG0005024	LOC109405160|XP_029735144.1|AEAL, LOC109408013|XP_029735212.1|AEAL	LOC110177585|XP_020800028.1|DSER
OG0005025	LOC109408032|XP_019536803.2|AEAL, LOC109405146|XP_019533707.2|AEAL	LOC110190657|XP_020816916.1|DSER
OG0005026	LOC109408026|XP_019536797.2|AEAL, LOC109405169|XP_019533735.2|AEAL	LOC110189066|XP_020814695.1|DSER
OG0005027	LOC115269717|XP_029734399.1|AEAL, LOC109408062|XP_029734491.1|AEAL	LOC110183626|XP_020807602.1|DSER
OG0005028	LOC109414881|XP_019544271.2|AEAL	LOC110188694|XP_020814161.1|DSER
OG0005029	LOC115270152|XP_029735166.1|AEAL, LOC109414875|XP_029735177.1|AEAL	LOC110185175|XP_020809552.1|DSER
OG0005030	LOC109410794|XP_019539876.2|AEAL	LOC110178809|XP_020801728.1|DSER
OG0005031	LOC109410789|XP_029735050.1|AEAL	LOC110176679|XP_020798775.1|DSER, LOC110185165|XP_020809529.1|DSER
OG0005032	LOC115254797|XP_029708338.1|AEAL, LOC109410801|XP_019539880.2|AEAL	LOC110190129|XP_020816112.1|DSER
OG0005033	LOC109413501|XP_029735058.1|AEAL, LOC109410770|XP_019539840.2|AEAL	LOC110176235|XP_020798191.1|DSER
OG0005034	LOC109410769|XP_019539839.2|AEAL, LOC115270125|XP_029735059.1|AEAL	LOC110176242|XP_020798200.1|DSER
OG0005035	LOC109413506|XP_019542737.2|AEAL, LOC109404949|XP_019533449.1|AEAL	LOC110190005|XP_020815963.1|DSER
OG0005036	LOC115269689|XP_029734378.1|AEAL, LOC109413515|XP_029735026.1|AEAL	LOC110188872|XP_020814445.1|DSER
OG0005037	LOC109404945|XP_019533445.2|AEAL, LOC109413505|XP_019542734.2|AEAL	LOC110190633|XP_020816887.1|DSER
OG0005038	LOC115267257|XP_029730018.1|AEAL, LOC109404555|XP_029729557.1|AEAL	LOC110177608|XP_020800066.1|DSER
OG0005039	LOC109400646|XP_029734930.1|AEAL	LOC110185652|XP_020810268.1|DSER
OG0005040	LOC115270050|XP_029734874.1|AEAL, LOC109404584|XP_029734933.1|AEAL	LOC110189847|XP_020815716.1|DSER
OG0005041	LOC109404596|XP_019533044.2|AEAL, LOC109400697|XP_019528736.2|AEAL	LOC110190172|XP_020816178.1|DSER
OG0005042	LOC109400667|XP_019528702.2|AEAL, LOC109404590|XP_029734864.1|AEAL	LOC110185333|XP_020809768.1|DSER
OG0005043	LOC109400660|XP_029734860.1|AEAL	LOC110179195|XP_020802268.1|DSER
OG0005044	LOC109399409|XP_019527392.1|AEAL	LOC110179193|XP_020802266.1|DSER
OG0005045	LOC109399426|XP_019527413.2|AEAL	LOC110179222|XP_020802316.1|DSER
OG0005046	LOC109400696|XP_019528735.1|AEAL, LOC115270044|XP_029734853.1|AEAL	LOC110189635|XP_020815438.1|DSER
OG0005047	LOC109399407|XP_019527389.2|AEAL, LOC109400680|XP_029734845.1|AEAL	LOC110190541|XP_020816747.1|DSER
OG0005048	LOC115270037|XP_029734849.1|AEAL, LOC109400677|XP_019528719.1|AEAL	LOC110190497|XP_020816672.1|DSER
OG0005049	LOC115269636|XP_029734330.1|AEAL, LOC109400761|XP_029734834.1|AEAL	LOC110189936|XP_020815880.1|DSER
OG0005050	LOC109400724|XP_019528760.2|AEAL	LOC110177732|XP_020800243.1|DSER
OG0005051	LOC109400737|XP_019528779.2|AEAL, LOC109399412|XP_019527395.2|AEAL	LOC110189971|XP_020815919.1|DSER
OG0005052	LOC109399435|XP_019527423.2|AEAL, LOC115270030|XP_029734822.1|AEAL	LOC110189973|XP_020815922.1|DSER
OG0005053	LOC109400740|XP_019528781.2|AEAL, LOC109399413|XP_019527396.2|AEAL	LOC110177885|XP_020800509.1|DSER
OG0005054	LOC115270028|XP_029734805.1|AEAL, LOC115259400|XP_029715807.1|AEAL, LOC109402732|XP_029734786.1|AEAL	LOC110184659|XP_020808920.1|DSER
OG0005055	LOC115270009|XP_029734790.1|AEAL, LOC109414213|XP_019543555.2|AEAL, LOC109402708|XP_019530952.2|AEAL, LOC115270005|XP_029734783.1|AEAL	LOC110180099|XP_020803381.1|DSER
OG0005056	LOC109402703|XP_029734780.1|AEAL, LOC109414208|XP_029734775.1|AEAL	LOC110176887|XP_020799031.1|DSER
OG0005057	LOC109403226|XP_029734736.1|AEAL	LOC110176739|XP_020798842.1|DSER
