Orthogroup	AEAL.longest_only	DERE.longest_only
OG0003698	LOC109431664|XP_019563456.1|AEAL	LOC6545977|XP_001972186.1|DERE
OG0003699	LOC109431667|XP_019563463.1|AEAL	LOC6548257|XP_026836880.1|DERE
OG0003700	LOC109431726|XP_019563545.2|AEAL, LOC109430974|XP_019562640.2|AEAL	LOC6548406|XP_001976672.1|DERE
OG0003701	LOC115267491|XP_029730367.1|AEAL, LOC109430884|XP_019562516.2|AEAL, LOC109431638|XP_019563412.2|AEAL	LOC6542295|XP_001970231.1|DERE
OG0003702	LOC109430959|XP_019562624.2|AEAL, LOC109431724|XP_019563542.2|AEAL	LOC6545536|XP_001972704.1|DERE
OG0003703	LOC109398071|XP_029719544.1|AEAL, LOC115267488|XP_029730365.1|AEAL, LOC109431692|XP_029730424.1|AEAL	LOC6543761|XP_001971355.1|DERE
OG0003704	LOC115254185|XP_029730332.1|AEAL, LOC109398105|XP_019526012.2|AEAL	LOC6543614|XP_001972945.1|DERE
OG0003706	LOC115253461|XP_029730579.1|AEAL	LOC6544633|XP_001972023.1|DERE
OG0003707	LOC115267613|XP_029730602.1|AEAL, LOC109398096|XP_029712460.1|AEAL, LOC109426171|XP_029730574.1|AEAL	LOC6545577|XP_026833103.1|DERE
OG0003709	LOC109426388|XP_019557438.2|AEAL, LOC109398042|XP_019525944.2|AEAL	LOC6546620|XP_001975836.1|DERE
OG0003710	LOC109398053|XP_019525957.2|AEAL, LOC109399439|XP_029730557.1|AEAL	LOC6546619|XP_001975835.1|DERE
OG0003711	LOC115267592|XP_029730542.1|AEAL, LOC109399521|XP_019527516.2|AEAL	LOC6545571|XP_001973350.1|DERE
OG0003712	LOC109399518|XP_019527512.2|AEAL	LOC6549330|XP_001975630.1|DERE
OG0003713	LOC109399457|XP_019527439.2|AEAL	LOC6547471|XP_001974923.3|DERE
OG0003714	LOC109399522|XP_019527517.2|AEAL	LOC6547472|XP_001974924.1|DERE
OG0003715	LOC115270359|XP_029735736.1|AEAL, LOC109399534|XP_019527530.1|AEAL, LOC109404381|XP_029736042.1|AEAL	LOC6545720|XP_001971673.1|DERE
OG0003717	LOC115269771|XP_029734445.1|AEAL, LOC109404370|XP_029735764.1|AEAL, LOC109403134|XP_019531420.1|AEAL	LOC6543937|XP_001973027.1|DERE
OG0003718	LOC109403047|XP_019531319.2|AEAL, LOC115270344|XP_029735683.1|AEAL, LOC109404272|XP_019532652.2|AEAL	LOC6544397|XP_001971698.1|DERE
OG0003719	LOC115259994|XP_029716690.1|AEAL, LOC109403070|XP_019531353.2|AEAL, LOC115270391|XP_029735810.1|AEAL	LOC6545532|XP_001972700.1|DERE
OG0003720	LOC109403044|XP_029735710.1|AEAL, LOC109408667|XP_029735822.1|AEAL	LOC6549934|XP_001978682.1|DERE
OG0003721	LOC109408666|XP_029735836.1|AEAL	LOC6546679|XP_001974506.1|DERE
OG0003722	LOC109408636|XP_029734598.1|AEAL, LOC109622175|XP_029735865.1|AEAL	LOC6544050|XP_026833936.1|DERE
OG0003723	LOC115257235|XP_029712532.1|AEAL, LOC115259976|XP_029716631.1|AEAL, LOC109412497|XP_029735869.1|AEAL	LOC6545818|XP_026833845.1|DERE
OG0003724	LOC115270400|XP_029735880.1|AEAL, LOC115257996|XP_029713850.1|AEAL, LOC109420812|XP_019550806.2|AEAL, LOC109412507|XP_019541670.1|AEAL	LOC6544668|XP_001972005.1|DERE
OG0003725	LOC109412519|XP_019541686.2|AEAL, LOC115253999|XP_029713820.1|AEAL	LOC6545307|XP_015013931.1|DERE
OG0003726	LOC115270405|XP_029735889.1|AEAL, LOC109412524|XP_019541692.1|AEAL, LOC115253997|XP_029713796.1|AEAL	LOC6544333|XP_001971984.1|DERE
OG0003727	LOC109420859|XP_019550879.1|AEAL, LOC109411066|XP_019540048.1|AEAL	LOC6543538|XP_026833274.1|DERE
OG0003728	LOC115253425|XP_029735941.1|AEAL, LOC109401008|XP_019529021.1|AEAL	LOC6553264|XP_001980154.1|DERE
OG0003729	LOC109420863|XP_029735936.1|AEAL, LOC109401007|XP_019529017.2|AEAL	LOC6545941|XP_015013528.1|DERE
OG0003730	LOC115262859|XP_029721598.1|AEAL, LOC109422486|XP_029735994.1|AEAL	LOC6546372|XP_015013466.1|DERE
OG0003731	LOC109428663|XP_019560020.2|AEAL	LOC6543751|XP_001971869.1|DERE
OG0003732	LOC115269764|XP_029734443.1|AEAL, LOC109424300|XP_019554945.2|AEAL, LOC109428669|XP_019560028.1|AEAL	LOC6544010|XP_001972329.1|DERE
OG0003733	LOC115253601|XP_029735646.1|AEAL, LOC109424298|XP_029736006.1|AEAL	LOC6545690|XP_015013560.1|DERE
OG0003734	LOC109428701|XP_019560057.2|AEAL	LOC6545237|XP_026833317.1|DERE
OG0003735	LOC109428707|XP_019560073.2|AEAL	LOC6547988|XP_001976490.1|DERE
OG0003736	LOC115261863|XP_029719647.1|AEAL, LOC109424273|XP_019554909.2|AEAL	LOC6547016|XP_001974703.1|DERE
OG0003737	LOC109428710|XP_019560076.2|AEAL, LOC109424270|XP_019554905.2|AEAL	LOC6548467|XP_001975186.1|DERE
OG0003738	LOC115270220|XP_029735339.1|AEAL, LOC115270244|XP_029735370.1|AEAL, LOC109430682|XP_029735340.1|AEAL	LOC6547342|XP_001976295.2|DERE
OG0003739	LOC115270239|XP_029735366.1|AEAL, LOC109417488|XP_029735332.1|AEAL, LOC115270216|XP_029735335.1|AEAL	LOC6543353|XP_026834682.1|DERE
OG0003740	LOC115270238|XP_029735364.1|AEAL, LOC109430667|XP_029735343.1|AEAL	LOC6543061|XP_001970620.1|DERE
OG0003741	LOC109417485|XP_029734415.1|AEAL, LOC109430665|XP_029735363.1|AEAL, LOC115270223|XP_029735344.1|AEAL	LOC6545691|XP_026832590.1|DERE
OG0003742	LOC109430675|XP_019562301.2|AEAL, LOC115270230|XP_029735347.1|AEAL, LOC115270233|XP_029735349.1|AEAL	LOC6544988|XP_001973280.1|DERE
OG0003743	LOC109430611|XP_029735410.1|AEAL, LOC109423808|XP_019554385.2|AEAL	LOC6541356|XP_001970541.2|DERE
OG0003744	LOC109423807|XP_019554384.2|AEAL, LOC115270277|XP_029735443.1|AEAL	LOC6541178|XP_001970618.1|DERE
OG0003745	LOC109430610|XP_019562218.1|AEAL, LOC109423804|XP_019554381.1|AEAL	LOC6546543|XP_001975908.1|DERE
OG0003746	LOC109423802|XP_029735451.1|AEAL, LOC115270263|XP_029735392.1|AEAL, LOC115270262|XP_029735387.1|AEAL	LOC6547658|XP_015012206.1|DERE
OG0003747	LOC115270261|XP_029735386.1|AEAL, LOC109423795|XP_029735452.1|AEAL, LOC109430650|XP_029735382.1|AEAL	LOC6545027|XP_001972523.1|DERE
OG0003748	LOC109430643|XP_029735454.1|AEAL, LOC115270260|XP_029735385.1|AEAL, LOC115270257|XP_029735383.1|AEAL	LOC6545025|XP_001972521.2|DERE
OG0003749	LOC109423789|XP_019554360.2|AEAL, LOC109430603|XP_029735463.1|AEAL	LOC6544598|XP_001972518.1|DERE
OG0003750	LOC109423788|XP_029735533.1|AEAL, LOC109430626|XP_029735465.1|AEAL	LOC6545024|XP_001972520.1|DERE
OG0003751	LOC115270285|XP_029735467.1|AEAL, LOC109430602|XP_029735530.1|AEAL	LOC6544597|XP_026833321.1|DERE
OG0003752	LOC115253605|XP_029735492.1|AEAL, LOC109423771|XP_029735520.1|AEAL	LOC6543912|XP_015014018.1|DERE
OG0003753	LOC109430631|XP_019562265.2|AEAL, LOC109423768|XP_019554319.2|AEAL	LOC6544847|XP_001971537.1|DERE
OG0003754	LOC109430596|XP_019562198.2|AEAL	LOC6544849|XP_026832494.1|DERE
OG0003755	LOC109423759|XP_029735583.1|AEAL, LOC109414264|XP_029735540.1|AEAL	LOC6543908|XP_001972979.2|DERE
OG0003756	LOC109423749|XP_019554297.2|AEAL, LOC109414255|XP_019543613.2|AEAL	LOC6541655|XP_001970840.1|DERE
OG0003757	LOC109423656|XP_029716693.1|AEAL, LOC115265104|XP_029725197.1|AEAL, LOC109414242|XP_029725199.1|AEAL	LOC6548434|XP_001976686.1|DERE
OG0003758	LOC109423725|XP_019554257.2|AEAL	LOC6547295|XP_026835729.1|DERE
OG0003759	LOC109414220|XP_029715598.1|AEAL	LOC6545866|XP_015013378.1|DERE
OG0003760	LOC109423709|XP_019554234.2|AEAL	LOC6546763|XP_026835817.1|DERE
OG0003761	LOC109410293|XP_029736348.1|AEAL, LOC109426265|XP_029734279.1|AEAL	LOC6545809|XP_026833841.1|DERE
OG0003762	LOC109410291|XP_029734272.1|AEAL, LOC109426262|XP_029736343.1|AEAL	LOC6545807|XP_026833838.1|DERE
OG0003763	LOC109426252|XP_029736342.1|AEAL, LOC109410282|XP_029734271.1|AEAL	LOC6545186|XP_015013862.1|DERE
OG0003764	LOC109411085|XP_029716719.1|AEAL, LOC115266546|XP_029728688.1|AEAL, LOC109410274|XP_029728679.1|AEAL	LOC6545280|XP_026833412.1|DERE
OG0003765	LOC109410273|XP_019539361.1|AEAL, LOC115266547|XP_029728690.1|AEAL, LOC109411086|XP_029716716.1|AEAL	LOC6540924|XP_001969579.1|DERE
OG0003766	LOC109411089|XP_019540075.2|AEAL, LOC109410268|XP_029728719.1|AEAL	LOC6551198|XP_001976930.1|DERE
OG0003767	LOC109411096|XP_029728724.1|AEAL	LOC6546598|XP_001975486.1|DERE
OG0003768	LOC109408165|XP_029728713.1|AEAL, LOC109411103|XP_029728741.1|AEAL	LOC6547170|XP_001976087.1|DERE
OG0003769	LOC109408168|XP_019536953.2|AEAL, LOC109411110|XP_019540107.2|AEAL	LOC6547175|XP_001976092.1|DERE
OG0003770	LOC115253858|XP_029729055.1|AEAL, LOC109411112|XP_029728708.1|AEAL, LOC109408169|XP_029728752.1|AEAL	LOC6555886|XP_026839005.1|DERE
OG0003771	LOC109408185|XP_029728833.1|AEAL, LOC109411123|XP_029728765.1|AEAL	LOC6545803|XP_026832446.1|DERE
OG0003772	LOC109408194|XP_019536977.1|AEAL, LOC109411129|XP_019540128.1|AEAL, LOC115260064|XP_029716784.1|AEAL	LOC6545051|XP_001971558.1|DERE
OG0003773	LOC109408195|XP_029716783.1|AEAL, LOC109411128|XP_029728829.1|AEAL, LOC115266566|XP_029728769.1|AEAL	LOC6541781|XP_001969126.1|DERE
OG0003774	LOC109408198|XP_029728773.1|AEAL, LOC109411133|XP_029728821.1|AEAL	LOC6541329|XP_001969130.2|DERE
OG0003775	LOC109411151|XP_029728790.1|AEAL	LOC6550496|XP_001977811.1|DERE
OG0003776	LOC109408233|XP_019537037.1|AEAL	LOC6542901|XP_001970707.1|DERE
OG0003777	LOC109408913|XP_029728819.1|AEAL, LOC109418469|XP_019548225.1|AEAL	LOC6543163|XP_026834672.1|DERE
OG0003778	LOC109408915|XP_019537847.1|AEAL	LOC6546872|XP_026836453.1|DERE
OG0003779	LOC109416489|XP_019546108.1|AEAL, LOC115266688|XP_029729072.1|AEAL	LOC6547397|XP_026836672.1|DERE
OG0003780	LOC109414974|XP_019544363.1|AEAL	LOC6548134|XP_001975226.1|DERE
OG0003781	LOC109415144|XP_019544573.1|AEAL, LOC115266634|XP_029729002.1|AEAL	LOC6555811|XP_026839220.1|DERE
OG0003782	LOC115266695|XP_029729081.1|AEAL, LOC109415137|XP_029728937.1|AEAL, LOC109414982|XP_029728943.1|AEAL	LOC6555776|XP_026837512.1|DERE
OG0003783	LOC115266621|XP_029728984.1|AEAL	LOC6554389|XP_001981512.1|DERE
OG0003784	LOC109415103|XP_019544508.2|AEAL, LOC109415011|XP_029728993.1|AEAL	LOC6541054|XP_001970365.1|DERE
OG0003785	LOC109417245|XP_019546902.1|AEAL	LOC6542057|XP_001970846.1|DERE
OG0003786	LOC109407036|XP_019535598.2|AEAL	LOC6547042|XP_001974631.1|DERE
OG0003787	LOC109407042|XP_019535609.1|AEAL	LOC26526511|XP_015012812.1|DERE
OG0003788	LOC115268570|XP_029732540.1|AEAL, LOC115268572|XP_029732545.1|AEAL, LOC115253885|XP_029732544.1|AEAL, LOC109425646|XP_029716921.1|AEAL	LOC6548054|XP_001976515.1|DERE
OG0003789	LOC109398163|XP_029732839.1|AEAL	LOC6542774|XP_015014611.1|DERE
OG0003790	LOC109415369|XP_029732830.1|AEAL	LOC6544492|XP_001971475.1|DERE
OG0003791	LOC109416672|XP_029732853.1|AEAL	LOC6553082|XP_015009447.1|DERE
OG0003792	LOC109411530|XP_029709936.1|AEAL, LOC109421725|XP_029709933.1|AEAL	LOC6546783|XP_001974557.1|DERE
OG0003793	LOC109414483|XP_019543873.2|AEAL	LOC6548436|XP_001976688.1|DERE
OG0003794	LOC109414495|XP_029728236.1|AEAL, LOC109421421|XP_019551451.2|AEAL	LOC6546699|XP_001974515.1|DERE
OG0003795	LOC109421368|XP_029728239.1|AEAL, LOC109414477|XP_029728207.1|AEAL	LOC6545746|XP_026833117.1|DERE
OG0003796	LOC109414474|XP_019543857.2|AEAL, LOC109622271|XP_029728251.1|AEAL, LOC115266316|XP_029728179.1|AEAL	LOC6554537|XP_001981322.1|DERE
OG0003797	LOC109622542|XP_029728129.1|AEAL, LOC109414444|XP_029728153.1|AEAL, LOC115266333|XP_029728287.1|AEAL	LOC6540643|XP_026834100.1|DERE
OG0003798	LOC109414441|XP_029728289.1|AEAL, LOC115266296|XP_029728138.1|AEAL, LOC109621322|XP_029728144.1|AEAL	LOC6542264|XP_001969194.1|DERE
OG0003799	LOC109414437|XP_019543798.2|AEAL, LOC109622537|XP_019932476.2|AEAL	LOC6547479|XP_001976275.3|DERE
OG0003800	LOC109428283|XP_019559559.2|AEAL, LOC109404735|XP_019533206.1|AEAL	LOC6540613|XP_001968891.1|DERE
OG0003801	LOC109428273|XP_029728468.1|AEAL, LOC115266345|XP_029728321.1|AEAL	LOC6549118|XP_026836834.1|DERE
OG0003802	LOC109428266|XP_019559544.1|AEAL, LOC115256043|XP_029710154.1|AEAL	LOC6548914|XP_001974181.1|DERE
OG0003803	LOC109428268|XP_019559548.1|AEAL, LOC109427835|XP_019558963.1|AEAL	LOC6554539|XP_001981324.1|DERE
OG0003804	LOC115266350|XP_029728342.1|AEAL, LOC109427931|XP_029710135.1|AEAL	LOC6540582|XP_001968896.2|DERE
OG0003805	LOC115266367|XP_029728442.1|AEAL, LOC109428250|XP_029728443.1|AEAL, LOC109427929|XP_019559121.1|AEAL	LOC6542178|XP_001968121.2|DERE
OG0003806	LOC115266368|XP_029728445.1|AEAL, LOC109427928|XP_029728462.1|AEAL, LOC109428249|XP_029728352.1|AEAL	LOC6542882|XP_001970825.2|DERE
OG0003807	LOC109428240|XP_029728363.1|AEAL, LOC109427921|XP_029728463.1|AEAL, LOC115253791|XP_029728467.1|AEAL	LOC6540681|XP_026834284.1|DERE
OG0003808	LOC109428200|XP_029728408.1|AEAL	LOC6546218|XP_026832627.1|DERE
OG0003809	LOC109428199|XP_029728418.1|AEAL	LOC6549325|XP_001974330.1|DERE
OG0003810	LOC109428182|XP_029734295.1|AEAL, LOC109427875|XP_029728439.1|AEAL	LOC6548640|XP_015012696.1|DERE
OG0003811	LOC109424312|XP_029714951.1|AEAL, LOC115253500|XP_029714941.1|AEAL	LOC6547651|XP_001974809.1|DERE
OG0003812	LOC109433229|XP_029714793.1|AEAL	LOC6540971|XP_015015239.1|DERE
OG0003813	LOC115258561|XP_029714601.1|AEAL, LOC109622900|XP_019932916.2|AEAL, LOC115258584|XP_029714685.1|AEAL	LOC6542509|XP_026835510.1|DERE
OG0003814	LOC115258139|XP_029714042.1|AEAL, LOC109622883|XP_019932895.2|AEAL	LOC6541280|XP_026835143.1|DERE
OG0003815	LOC109622879|XP_019932889.2|AEAL	LOC6553691|XP_001979421.1|DERE
OG0003816	LOC109622869|XP_019932879.2|AEAL, LOC115258071|XP_029713941.1|AEAL	LOC26526813|XP_015012858.1|DERE
OG0003817	LOC115257997|XP_029713854.1|AEAL, LOC109622865|XP_019932874.1|AEAL, LOC115258453|XP_029714414.1|AEAL	LOC6543129|XP_001969306.1|DERE
OG0003818	LOC109420076|XP_029713587.1|AEAL	LOC6549261|XP_026836063.1|DERE
OG0003819	LOC109420074|XP_019549923.2|AEAL	LOC6543202|XP_001968629.1|DERE
OG0003820	LOC109412012|XP_019541201.1|AEAL, LOC109407925|XP_019536663.1|AEAL	LOC6552454|XP_026838044.1|DERE
OG0003821	LOC109412028|XP_019541220.1|AEAL, LOC115262435|XP_029720698.1|AEAL	LOC6549332|XP_001975632.1|DERE
OG0003822	LOC109401083|XP_019529107.2|AEAL, LOC109400993|XP_019529001.2|AEAL	LOC6541728|XP_001970013.1|DERE
OG0003823	LOC109401074|XP_029713111.1|AEAL	LOC6541988|XP_001968329.1|DERE
OG0003824	LOC109412398|XP_019541585.1|AEAL	LOC6549313|XP_001974235.1|DERE
OG0003825	LOC109412374|XP_019541573.2|AEAL	LOC6543485|XP_001969213.1|DERE
OG0003826	LOC109432871|XP_019564776.1|AEAL	LOC113564153|XP_026835561.1|DERE, LOC6540701|XP_001968793.1|DERE
OG0003827	LOC115257191|XP_029712477.1|AEAL, LOC109401356|XP_019529412.2|AEAL	LOC6541390|XP_001969301.2|DERE
OG0003828	LOC109432873|XP_029712478.1|AEAL, LOC109401369|XP_019529434.2|AEAL	LOC6542825|XP_001969304.1|DERE
OG0003829	LOC109401410|XP_029715894.1|AEAL, LOC109432882|XP_029715868.1|AEAL, LOC115257192|XP_029712482.1|AEAL	LOC6543505|XP_001969524.1|DERE
OG0003830	LOC109432904|XP_019564816.2|AEAL, LOC115255619|XP_029709570.1|AEAL	LOC6548858|XP_001974046.1|DERE
OG0003831	LOC109432894|XP_019564805.1|AEAL, LOC109401397|XP_029711610.1|AEAL	LOC6555419|XP_001982338.1|DERE
OG0003832	LOC109401416|XP_029715795.1|AEAL, LOC109432910|XP_029711998.1|AEAL	LOC6542522|XP_026835452.1|DERE
OG0003833	LOC109432900|XP_029715796.1|AEAL, LOC109401376|XP_029712018.1|AEAL	LOC6542944|XP_001970073.1|DERE
OG0003834	LOC109401434|XP_029712112.1|AEAL, LOC109404654|XP_019533126.1|AEAL	LOC6542457|XP_026834467.1|DERE
OG0003836	LOC109411290|XP_019540361.2|AEAL	LOC6549444|XP_001974309.2|DERE
OG0003837	LOC109433149|XP_029715686.1|AEAL, LOC109411306|XP_029711295.1|AEAL	LOC6549405|XP_001974311.1|DERE
OG0003838	LOC109433046|XP_019564970.2|AEAL	LOC6542875|XP_026834917.1|DERE
OG0003839	LOC115254285|XP_029707545.1|AEAL, LOC109433111|XP_019565049.1|AEAL	LOC6541608|XP_001969625.2|DERE
OG0003840	LOC109420154|XP_019550024.1|AEAL	LOC6543358|XP_001970538.1|DERE
OG0003841	LOC109420934|XP_029710395.1|AEAL, LOC109433097|XP_029710961.1|AEAL	LOC6542466|XP_001968421.1|DERE
OG0003842	LOC109420405|XP_029710801.1|AEAL	LOC6542606|XP_001969882.1|DERE
OG0003843	LOC109621961|XP_029724968.1|AEAL, LOC109415051|XP_029724925.1|AEAL	LOC6540962|XP_026835150.1|DERE
OG0003844	LOC115264941|XP_029724966.1|AEAL, LOC109415049|XP_019544448.1|AEAL, LOC115264931|XP_029724923.1|AEAL	LOC6541766|XP_015014427.1|DERE
OG0003845	LOC109415048|XP_029724917.1|AEAL, LOC109621959|XP_029730036.1|AEAL, LOC109621958|XP_029724960.1|AEAL	LOC6541960|XP_026834826.1|DERE
OG0003846	LOC109621288|XP_019931703.2|AEAL, LOC109404208|XP_019931499.2|AEAL	LOC6541220|XP_026834341.1|DERE
OG0003847	LOC109622032|XP_029725027.1|AEAL, LOC109404214|XP_019532593.2|AEAL	LOC6541654|XP_001969267.2|DERE
OG0003848	LOC109431002|XP_029724880.1|AEAL, LOC115253628|XP_029724856.1|AEAL, LOC109404231|XP_029724937.1|AEAL	LOC6552235|XP_001979800.1|DERE
OG0003849	LOC109400287|XP_029725038.1|AEAL	LOC6541932|XP_001969045.3|DERE
OG0003850	LOC109400335|XP_029724841.1|AEAL	LOC6543498|XP_001969541.1|DERE
OG0003851	LOC109425155|XP_029724812.1|AEAL	LOC6547091|XP_001974930.1|DERE
OG0003852	LOC109429416|XP_019560914.2|AEAL	LOC6543196|XP_026835216.1|DERE
OG0003853	LOC109425132|XP_019555903.2|AEAL	LOC6548754|XP_015012306.1|DERE
OG0003854	LOC109425125|XP_019555867.2|AEAL, LOC109429389|XP_029729527.1|AEAL	LOC6547747|XP_001976256.1|DERE
OG0003855	LOC109429387|XP_029729528.1|AEAL, LOC109425124|XP_029729521.1|AEAL	LOC6547617|XP_001976254.3|DERE
OG0003856	LOC109425079|XP_029729545.1|AEAL, LOC109429386|XP_019560841.2|AEAL	LOC6542996|XP_026834946.1|DERE
OG0003857	LOC109409625|XP_029729470.1|AEAL, LOC109409624|XP_029729489.1|AEAL	LOC6541627|XP_001969029.1|DERE
OG0003858	LOC109403338|XP_029731472.1|AEAL	LOC6550348|XP_026837576.1|DERE
OG0003859	LOC115262903|XP_029721651.1|AEAL, LOC109409334|XP_029715037.1|AEAL, LOC109419092|XP_029729388.1|AEAL	LOC6549260|XP_026837018.1|DERE
OG0003860	LOC109409327|XP_029714843.1|AEAL, LOC109419097|XP_029721650.1|AEAL	LOC6546550|XP_001974564.1|DERE
OG0003861	LOC109419116|XP_019548882.2|AEAL, LOC115258678|XP_029714858.1|AEAL, LOC109409312|XP_019538302.2|AEAL	LOC6543341|XP_001968453.1|DERE
OG0003862	LOC109419117|XP_019548883.2|AEAL, LOC109409311|XP_019538301.2|AEAL	LOC6541881|XP_015014482.1|DERE
OG0003863	LOC109419118|XP_029714850.1|AEAL, LOC115258752|XP_029714992.1|AEAL	LOC6543165|XP_001969281.1|DERE
OG0003864	LOC109409309|XP_029714608.1|AEAL, LOC115258744|XP_029714969.1|AEAL, LOC109419517|XP_019549273.2|AEAL	LOC6542107|XP_015015015.1|DERE
OG0003865	LOC109409304|XP_029714570.1|AEAL, LOC115258768|XP_029715027.1|AEAL, LOC109419519|XP_029718147.1|AEAL	LOC6554312|XP_001981743.1|DERE
OG0003866	LOC115258594|XP_029714709.1|AEAL, LOC109409300|XP_019538287.2|AEAL, LOC109419523|XP_029714816.1|AEAL	LOC6549051|XP_026836703.1|DERE
OG0003867	LOC115254061|XP_029718113.1|AEAL, LOC109409279|XP_029714431.1|AEAL	LOC26526993|XP_015012893.1|DERE
OG0003868	LOC109419602|XP_019549378.2|AEAL	LOC6542023|XP_001969454.2|DERE
OG0003869	LOC109397554|XP_019525401.2|AEAL	LOC6542846|XP_001968554.1|DERE
OG0003870	LOC109397513|XP_029715285.1|AEAL, LOC115253549|XP_029715461.1|AEAL	LOC6549289|XP_015012073.1|DERE
OG0003871	LOC109397526|XP_029714707.1|AEAL, LOC109622825|XP_029714687.1|AEAL	LOC6541804|XP_001969753.1|DERE
OG0003872	LOC109397534|XP_019525381.1|AEAL, LOC109622811|XP_019932812.1|AEAL, LOC115258687|XP_029714872.1|AEAL	LOC6546735|XP_001974528.1|DERE
OG0003873	LOC109397538|XP_019525385.3|AEAL, LOC115254017|XP_029714789.1|AEAL, LOC109621501|XP_019931091.2|AEAL	LOC6548786|XP_001974065.1|DERE
OG0003874	LOC109621236|XP_029721604.1|AEAL, LOC115258681|XP_029714863.1|AEAL, LOC109397569|XP_029714519.1|AEAL	LOC6548903|XP_026837113.1|DERE
OG0003875	LOC109397563|XP_019525407.2|AEAL, LOC115262870|XP_029721603.1|AEAL, LOC109622806|XP_019932806.2|AEAL	LOC6543210|XP_026834326.1|DERE
OG0003876	LOC109404395|XP_019532791.2|AEAL	LOC6543423|XP_001968304.1|DERE
OG0003877	LOC109404942|XP_029714790.1|AEAL, LOC109398645|XP_019526576.2|AEAL	LOC6542063|XP_001968994.3|DERE
OG0003878	LOC109404731|XP_019533203.2|AEAL, LOC109398621|XP_019526546.2|AEAL	LOC6549259|XP_015012068.1|DERE
OG0003879	LOC109404765|XP_019533253.2|AEAL	LOC26527079|XP_015014392.1|DERE
OG0003880	LOC109398650|XP_029714781.1|AEAL, LOC115258609|XP_029714759.1|AEAL, LOC109404828|XP_029714754.1|AEAL	LOC6543786|XP_026833061.1|DERE
OG0003881	LOC115258637|XP_029714797.1|AEAL, LOC109398726|XP_029714690.1|AEAL, LOC109406705|XP_029714548.1|AEAL	LOC6548566|XP_001976638.1|DERE
OG0003882	LOC115258883|XP_029715183.1|AEAL, LOC109406808|XP_029715067.1|AEAL	LOC6542053|XP_026834763.1|DERE
OG0003883	LOC115258619|XP_029714769.1|AEAL, LOC115258472|XP_029714448.1|AEAL, LOC115258462|XP_029714433.1|AEAL, LOC109406828|XP_029715284.1|AEAL	LOC6550310|XP_026838319.1|DERE
OG0003884	LOC109406857|XP_029723183.1|AEAL, LOC109398692|XP_019526609.2|AEAL	LOC6540931|XP_001969582.1|DERE
OG0003885	LOC109406886|XP_029714904.1|AEAL, LOC109398718|XP_029723169.1|AEAL, LOC115257348|XP_029712674.1|AEAL	LOC6540878|XP_001970032.1|DERE
OG0003886	LOC109398687|XP_019526606.1|AEAL, LOC115264010|XP_029723184.1|AEAL	LOC6540879|XP_001970031.2|DERE
OG0003887	LOC109406991|XP_029709881.1|AEAL, LOC109398712|XP_029723182.1|AEAL, LOC115254227|XP_029733875.1|AEAL	LOC6542611|XP_001968422.2|DERE
OG0003888	LOC109407203|XP_029714672.1|AEAL, LOC109405865|XP_029716570.1|AEAL	LOC6555133|XP_015008857.1|DERE
OG0003889	LOC109414293|XP_019543652.2|AEAL	LOC6541027|XP_001968259.1|DERE
OG0003890	LOC115258711|XP_029714928.1|AEAL, LOC109414321|XP_019543684.2|AEAL, LOC109407252|XP_019535804.1|AEAL	LOC6546472|XP_001971753.1|DERE
OG0003891	LOC109407253|XP_029714712.1|AEAL, LOC109414322|XP_029714803.1|AEAL, LOC115258947|XP_029715325.1|AEAL	LOC6542239|XP_001969575.1|DERE
OG0003892	LOC115253843|XP_029714507.1|AEAL, LOC109414325|XP_029715332.1|AEAL, LOC109407257|XP_029714596.1|AEAL	LOC6543770|XP_001971198.1|DERE
OG0003893	LOC109414334|XP_029714877.1|AEAL, LOC115258667|XP_029714844.1|AEAL	LOC6549648|XP_001974253.1|DERE
OG0003894	LOC109414337|XP_019543700.1|AEAL, LOC115253734|XP_029714760.1|AEAL, LOC109424218|XP_029714555.1|AEAL	LOC6542684|XP_001969976.1|DERE
OG0003895	LOC109420917|XP_029714882.1|AEAL, LOC109412677|XP_029720670.1|AEAL, LOC115267671|XP_029730685.1|AEAL	LOC6547649|XP_001974983.1|DERE
OG0003896	LOC109412669|XP_029720663.1|AEAL, LOC115253569|XP_029730689.1|AEAL	LOC6547646|XP_015012205.2|DERE
OG0003897	LOC109420922|XP_029730693.1|AEAL, LOC115262418|XP_029720662.1|AEAL	LOC6548150|XP_001975224.1|DERE
OG0003898	LOC115262409|XP_029720646.1|AEAL, LOC109412698|XP_019541865.2|AEAL, LOC109420904|XP_019550932.1|AEAL	LOC6549155|XP_001974284.2|DERE
OG0003899	LOC109420973|XP_029714739.1|AEAL, LOC109428463|XP_029714738.1|AEAL	LOC6540774|XP_001968175.1|DERE
OG0003900	LOC109428851|XP_029715312.1|AEAL, LOC109421018|XP_029714617.1|AEAL	LOC6542964|XP_026834033.1|DERE
OG0003901	LOC115264813|XP_029724669.1|AEAL, LOC115258597|XP_029714710.1|AEAL	LOC6542768|XP_001969028.1|DERE
OG0003902	LOC109428855|XP_019560237.2|AEAL, LOC115264812|XP_029724667.1|AEAL, LOC109421019|XP_029714866.1|AEAL	LOC6541494|XP_026834581.1|DERE
OG0003903	LOC109428884|XP_029724668.1|AEAL, LOC109421022|XP_029715226.1|AEAL	LOC6542137|XP_001969675.1|DERE
