Orthogroup	AEAL.longest_only	DVIR.longest_only
OG0003940	LOC109417493|XP_019547118.2|AEAL, LOC109419950|XP_029708930.1|AEAL, LOC115253435|XP_029715583.1|AEAL	LOC6629219|XP_002051939.1|DVIR
OG0003941	LOC109417504|XP_029708929.1|AEAL, LOC109419921|XP_019549744.2|AEAL	LOC6628139|XP_002052307.1|DVIR
OG0003942	LOC109419928|XP_029708934.1|AEAL, LOC109420729|XP_029708907.1|AEAL	LOC6628427|XP_002051866.1|DVIR
OG0003943	LOC109420722|XP_029708888.1|AEAL, LOC109419889|XP_029715704.1|AEAL, LOC109419887|XP_019549721.1|AEAL	LOC6627681|XP_002051738.1|DVIR
OG0003944	LOC109420700|XP_019550697.1|AEAL, LOC115255131|XP_029708864.1|AEAL, LOC115255129|XP_029708862.1|AEAL, LOC109414276|XP_019543644.1|AEAL	LOC6628313|XP_002052737.1|DVIR
OG0003945	LOC109420692|XP_019550676.2|AEAL	LOC6625871|XP_002050791.1|DVIR
OG0003946	LOC115264418|XP_029723946.1|AEAL	LOC6633993|XP_002057660.1|DVIR
OG0003947	LOC109420675|XP_029708744.1|AEAL	LOC6633914|XP_002057648.1|DVIR
OG0003948	LOC115255104|XP_029708759.1|AEAL, LOC109420665|XP_019550630.1|AEAL	LOC6628216|XP_002052702.1|DVIR
OG0003949	LOC109420662|XP_029708760.1|AEAL	LOC6628217|XP_032294242.1|DVIR
OG0003950	LOC109420653|XP_019550566.2|AEAL, LOC115268896|XP_029732957.1|AEAL	LOC6627581|XP_002051394.1|DVIR
OG0003951	LOC109429459|XP_029708734.1|AEAL, LOC109420651|XP_029708811.1|AEAL	LOC6627575|XP_002051388.1|DVIR
OG0003952	LOC109420642|XP_029708741.1|AEAL	LOC6629228|XP_002051254.1|DVIR
OG0003953	LOC115255088|XP_029708733.1|AEAL, LOC109407734|XP_029708721.1|AEAL	LOC6627646|XP_002052497.1|DVIR
OG0003954	LOC109420549|XP_029718263.1|AEAL, LOC115255079|XP_029708713.1|AEAL, LOC115261045|XP_029718265.1|AEAL	LOC6623948|XP_032290472.1|DVIR
OG0003956	LOC109417064|XP_029708693.1|AEAL	LOC6628651|XP_032293968.1|DVIR
OG0003957	LOC109407366|XP_029709427.1|AEAL	LOC6624077|XP_002046872.1|DVIR
OG0003958	LOC115255429|XP_029709420.1|AEAL, LOC109407439|XP_019536033.1|AEAL, LOC115255067|XP_029708689.1|AEAL, LOC109420522|XP_019550436.2|AEAL	LOC6631912|XP_032296272.1|DVIR
OG0003959	LOC109419740|XP_029708595.1|AEAL	LOC6635895|XP_032291824.1|DVIR
OG0003960	LOC115255041|XP_029708627.1|AEAL, LOC109419761|XP_019549584.2|AEAL	LOC6631312|XP_002055055.1|DVIR
OG0003961	LOC109419770|XP_029732975.1|AEAL, LOC109398247|XP_029708618.1|AEAL	LOC6628451|XP_002051654.1|DVIR
OG0003962	LOC109419773|XP_029708623.1|AEAL, LOC109398260|XP_029708577.1|AEAL	LOC6628421|XP_002051860.1|DVIR
OG0003963	LOC109402097|XP_029708554.1|AEAL, LOC115254980|XP_029708532.1|AEAL	LOC6634118|XP_002057719.1|DVIR
OG0003964	LOC115254972|XP_029708523.1|AEAL, LOC115254988|XP_029708538.1|AEAL, LOC109402112|XP_019530281.2|AEAL	LOC6628377|XP_002052629.2|DVIR
OG0003965	LOC109431811|XP_029708486.1|AEAL	LOC6628038|XP_032294399.1|DVIR
OG0003966	LOC109431818|XP_029722655.1|AEAL, LOC109431824|XP_029708481.1|AEAL	LOC6627489|XP_002051294.1|DVIR
OG0003967	LOC115253821|XP_029708456.1|AEAL, LOC109427547|XP_019558664.1|AEAL	LOC6627040|XP_032292667.1|DVIR
OG0003968	LOC115254943|XP_029708461.1|AEAL, LOC109427597|XP_019558734.1|AEAL	LOC6624770|XP_015030110.1|DVIR
OG0003969	LOC115262467|XP_029720735.1|AEAL, LOC109427761|XP_029732789.1|AEAL	LOC6625897|XP_002050118.1|DVIR
OG0003970	LOC115266821|XP_029729280.1|AEAL, LOC109430180|XP_019561779.2|AEAL	LOC6627771|XP_002052833.2|DVIR
OG0003971	LOC109430170|XP_029727435.1|AEAL, LOC115264870|XP_029724762.1|AEAL	LOC6629057|XP_002052385.2|DVIR
OG0003972	LOC109430172|XP_029724763.1|AEAL	LOC6622070|XP_032290704.1|DVIR
OG0003973	LOC109432568|XP_019564457.2|AEAL	LOC6627255|XP_015029603.1|DVIR
OG0003974	LOC109427579|XP_019558702.2|AEAL, LOC109432750|XP_029727426.1|AEAL	LOC6624826|XP_002049565.1|DVIR
OG0003975	LOC109621234|XP_029715767.1|AEAL, LOC109427584|XP_019558713.3|AEAL	LOC6633982|XP_032293461.1|DVIR
OG0003976	LOC109416254|XP_019545817.2|AEAL	LOC6633934|XP_002057604.1|DVIR
OG0003977	LOC109423962|XP_019554577.2|AEAL	LOC6634323|XP_002057676.1|DVIR
OG0003978	LOC109416259|XP_029727378.1|AEAL	LOC6622411|XP_002047494.1|DVIR
OG0003979	LOC109430997|XP_029727668.1|AEAL, LOC115265622|XP_029727339.1|AEAL, LOC109423947|XP_019554557.2|AEAL	LOC6635665|XP_002059200.1|DVIR
OG0003980	LOC109423944|XP_029727337.1|AEAL, LOC115265635|XP_029727366.1|AEAL, LOC109430987|XP_029727350.1|AEAL	LOC6630103|XP_002053696.1|DVIR
OG0003981	LOC109423943|XP_019554553.1|AEAL, LOC115265634|XP_029727364.1|AEAL, LOC109430988|XP_029727334.1|AEAL	LOC6635668|XP_002059203.1|DVIR
OG0003982	LOC109423941|XP_019554552.2|AEAL, LOC115265626|XP_029727351.1|AEAL, LOC109431003|XP_019562672.2|AEAL	LOC6634291|XP_002057443.2|DVIR
OG0003983	LOC109430999|XP_029727330.1|AEAL, LOC109423940|XP_019554551.2|AEAL, LOC115265632|XP_029727361.1|AEAL	LOC6634147|XP_002057624.1|DVIR
OG0003984	LOC109404786|XP_029727252.1|AEAL, LOC109423912|XP_029727289.1|AEAL	LOC6628463|XP_002051538.1|DVIR
OG0003985	LOC109404787|XP_029727285.1|AEAL, LOC109423910|XP_029727246.1|AEAL	LOC26531443|XP_015028934.1|DVIR
OG0003986	LOC109621623|XP_029727210.1|AEAL, LOC115265605|XP_029727223.1|AEAL	LOC6628630|XP_002052572.3|DVIR
OG0003987	LOC109621667|XP_029727222.1|AEAL	LOC6628629|XP_002052571.1|DVIR
OG0003988	LOC115268897|XP_029732958.1|AEAL, LOC109421661|XP_029727198.1|AEAL	LOC6628886|XP_032294612.1|DVIR
OG0003989	LOC109421657|XP_019551725.2|AEAL	LOC6629207|XP_002052626.1|DVIR
OG0003990	LOC109407327|XP_019535865.1|AEAL	LOC6628516|XP_002051502.1|DVIR
OG0003991	LOC109421643|XP_029727141.1|AEAL	LOC6627371|XP_002052137.2|DVIR
OG0003992	LOC109407320|XP_019535859.2|AEAL	LOC6627310|XP_032294184.1|DVIR
OG0003993	LOC109407357|XP_029727136.1|AEAL	LOC6629020|XP_032294296.1|DVIR
OG0003994	LOC109407309|XP_019535844.2|AEAL, LOC109421627|XP_029727164.1|AEAL	LOC6630222|XP_002054796.1|DVIR
OG0003995	LOC109409185|XP_019538155.2|AEAL, LOC115265574|XP_029727068.1|AEAL	LOC6625759|XP_002048725.1|DVIR
OG0003996	LOC109421490|XP_019551529.2|AEAL	LOC6626966|XP_002048709.2|DVIR
OG0003997	LOC109409178|XP_019538144.1|AEAL	LOC6628702|XP_032294206.1|DVIR
OG0003998	LOC109409124|XP_029727084.1|AEAL	LOC26530690|XP_015028841.1|DVIR
OG0003999	LOC109421519|XP_019551574.2|AEAL	LOC6627484|XP_002051289.1|DVIR
OG0004000	LOC109622955|XP_029717234.1|AEAL, LOC109421499|XP_019551536.3|AEAL	LOC6635549|XP_002059096.3|DVIR
OG0004001	LOC109421448|XP_019551486.2|AEAL, LOC109432535|XP_019564410.2|AEAL	LOC6635313|XP_002058848.1|DVIR
OG0004002	LOC109432548|XP_019564435.1|AEAL, LOC115265515|XP_029726863.1|AEAL	LOC6634007|XP_002057828.1|DVIR
OG0004003	LOC109432543|XP_029726887.1|AEAL, LOC109421420|XP_029727031.1|AEAL	LOC6629211|XP_032293490.1|DVIR
OG0004004	LOC115265568|XP_029727045.1|AEAL, LOC109432566|XP_029726900.1|AEAL	LOC6627675|XP_032294624.1|DVIR
OG0004005	LOC109432539|XP_029726902.1|AEAL, LOC109421413|XP_029727046.1|AEAL	LOC6628032|XP_032294620.1|DVIR
OG0004006	LOC109427815|XP_029727057.1|AEAL, LOC109421321|XP_019551373.2|AEAL	LOC6627495|XP_002052203.1|DVIR
OG0004007	LOC109421317|XP_019551369.2|AEAL, LOC109621801|XP_019931479.1|AEAL	LOC6628232|XP_002051802.1|DVIR
OG0004008	LOC115265537|XP_029726947.1|AEAL, LOC109421313|XP_029708025.1|AEAL	LOC6628720|XP_032293914.1|DVIR
OG0004009	LOC115264471|XP_029724053.1|AEAL, LOC109621840|XP_019931574.2|AEAL, LOC115265544|XP_029726975.1|AEAL	LOC6627351|XP_002051962.1|DVIR
OG0004010	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL	LOC6633974|XP_015025272.1|DVIR
OG0004011	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL	LOC6634064|XP_002057866.2|DVIR
OG0004012	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL	LOC6631213|XP_002053956.1|DVIR
OG0004013	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL	LOC6634048|XP_002057501.1|DVIR
OG0004014	LOC109402499|XP_019530728.2|AEAL	LOC6622581|XP_002047981.1|DVIR
OG0004015	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL	LOC6629102|XP_002051686.1|DVIR
OG0004016	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL	LOC6633887|XP_002057420.1|DVIR
OG0004017	LOC109402496|XP_019530725.2|AEAL	LOC6635699|XP_002059272.1|DVIR
OG0004018	LOC109402524|XP_019530766.2|AEAL	LOC6636399|XP_002059968.1|DVIR
OG0004019	LOC109402297|XP_019530500.2|AEAL	LOC6629162|XP_002052365.1|DVIR
OG0004020	LOC109402598|XP_019530846.2|AEAL	LOC6627321|XP_002051697.1|DVIR
OG0004021	LOC109402578|XP_019530809.2|AEAL	LOC6627316|XP_002051692.1|DVIR
OG0004022	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL	LOC6627831|XP_002051755.1|DVIR
OG0004023	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL	LOC6626136|XP_032293155.1|DVIR
OG0004024	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL	LOC6627567|XP_032294440.1|DVIR
OG0004025	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL	LOC6629090|XP_002052437.1|DVIR
OG0004026	LOC109406541|XP_029719839.1|AEAL, LOC109429655|XP_019561201.2|AEAL, LOC115262110|XP_029719989.1|AEAL	LOC6628501|XP_002051836.1|DVIR
OG0004027	LOC109622647|XP_029719977.1|AEAL, LOC109429639|XP_019561185.2|AEAL	LOC6627144|XP_002048956.2|DVIR
OG0004028	LOC109429621|XP_019561163.2|AEAL	LOC6634242|XP_015025340.1|DVIR
OG0004029	LOC109429613|XP_019561152.2|AEAL, LOC115254170|XP_029728575.1|AEAL	LOC6634378|XP_002057572.1|DVIR
OG0004030	LOC109408552|XP_029719950.1|AEAL, LOC109429589|XP_029724785.1|AEAL	LOC6625543|XP_002049978.2|DVIR
OG0004031	LOC109429575|XP_029719928.1|AEAL, LOC109426476|XP_029708022.1|AEAL	LOC6628238|XP_015028267.2|DVIR
OG0004032	LOC115262090|XP_029719924.1|AEAL, LOC109429571|XP_019561096.1|AEAL, LOC115262082|XP_029719895.1|AEAL	LOC6633906|XP_002057599.1|DVIR
OG0004033	LOC109429981|XP_029719907.1|AEAL, LOC109429564|XP_019561090.2|AEAL	LOC6633960|XP_002057762.1|DVIR
OG0004034	LOC109429914|XP_029720090.1|AEAL, LOC115254173|XP_029728606.1|AEAL, LOC115266498|XP_029728607.1|AEAL	LOC6635694|XP_032294552.1|DVIR
OG0004035	LOC109429541|XP_029720095.1|AEAL	LOC6627683|XP_015028243.1|DVIR
OG0004036	LOC109429539|XP_019561055.1|AEAL	LOC6628556|XP_002052182.1|DVIR
OG0004037	LOC109429896|XP_029720102.1|AEAL	LOC6627365|XP_002051672.1|DVIR
OG0004038	LOC109429888|XP_019561425.2|AEAL, LOC109415440|XP_019544854.2|AEAL	LOC6629046|XP_002052884.1|DVIR
OG0004039	LOC109415447|XP_019544869.2|AEAL	LOC6628873|XP_015028417.1|DVIR
OG0004040	LOC115262139|XP_029720124.1|AEAL, LOC109398300|XP_029736062.1|AEAL	LOC6627234|XP_002050179.3|DVIR
OG0004041	LOC109429949|XP_029720126.1|AEAL, LOC109398316|XP_019526208.2|AEAL	LOC6631409|XP_002055418.1|DVIR
OG0004042	LOC109429814|XP_019561343.1|AEAL, LOC109398330|XP_019526229.1|AEAL	LOC6623626|XP_002046841.3|DVIR
OG0004043	LOC109429811|XP_019561340.2|AEAL, LOC109398305|XP_019526197.2|AEAL	LOC6629242|XP_002052618.1|DVIR
OG0004044	LOC115262165|XP_029720254.1|AEAL, LOC109411680|XP_029720320.1|AEAL	LOC6634611|XP_032296424.1|DVIR
OG0004045	LOC109404613|XP_019533062.1|AEAL, LOC109411685|XP_019540799.1|AEAL	LOC6627756|XP_002051129.1|DVIR
OG0004046	LOC109404616|XP_029720329.1|AEAL, LOC109411682|XP_029720256.1|AEAL	LOC6627852|XP_032294239.1|DVIR
OG0004047	LOC109411692|XP_029720332.1|AEAL, LOC115262164|XP_029720247.1|AEAL	LOC6628953|XP_002052356.1|DVIR
OG0004048	LOC109404624|XP_029720335.1|AEAL, LOC109411693|XP_029720245.1|AEAL	LOC6635711|XP_002059260.1|DVIR
OG0004049	LOC109420649|XP_019550607.2|AEAL	LOC6628760|XP_002051900.1|DVIR
OG0004050	LOC109411730|XP_019540859.2|AEAL	LOC6627934|XP_002052659.1|DVIR
OG0004051	LOC109411839|XP_019540995.2|AEAL	LOC6628857|XP_002051243.2|DVIR
OG0004052	LOC115262003|XP_029719803.1|AEAL, LOC109411216|XP_029720390.1|AEAL	LOC6633602|XP_002056998.2|DVIR
OG0004053	LOC115262192|XP_029720394.1|AEAL, LOC109411218|XP_019540261.2|AEAL	LOC6636493|XP_002059855.1|DVIR, LOC116651405|XP_032293571.1|DVIR
OG0004054	LOC109411221|XP_019540272.2|AEAL, LOC115262196|XP_029720400.1|AEAL	LOC6627584|XP_002052815.1|DVIR
OG0004055	LOC109411233|XP_019540289.2|AEAL	LOC6631251|XP_002053049.2|DVIR
OG0004056	LOC115262209|XP_029720409.1|AEAL, LOC109411235|XP_019540292.2|AEAL	LOC6634972|XP_002058719.2|DVIR
OG0004058	LOC115257194|XP_029712484.1|AEAL, LOC109414156|XP_029707881.1|AEAL	LOC6622076|XP_002046974.1|DVIR
OG0004059	LOC109426369|XP_019557387.2|AEAL, LOC109414149|XP_019543468.2|AEAL	LOC6632863|XP_002056674.1|DVIR
OG0004060	LOC109432359|XP_019564282.2|AEAL, LOC109426363|XP_019557374.2|AEAL	LOC6629722|XP_002053602.1|DVIR
OG0004061	LOC115266292|XP_029728133.1|AEAL, LOC115258087|XP_029713952.1|AEAL, LOC109426358|XP_029707851.1|AEAL	LOC6633410|XP_002056903.3|DVIR
OG0004062	LOC109623216|XP_029707850.1|AEAL, LOC115258105|XP_029713987.1|AEAL	LOC6622391|XP_002046544.1|DVIR
OG0004063	LOC115254458|XP_029707845.1|AEAL, LOC109405004|XP_029713999.1|AEAL, LOC115262404|XP_029720645.1|AEAL	LOC6633880|XP_002057391.1|DVIR
OG0004064	LOC109426347|XP_029732921.1|AEAL, LOC109404856|XP_029707844.1|AEAL, LOC115254001|XP_029713998.1|AEAL	LOC6622748|XP_032290848.1|DVIR
OG0004065	LOC109405867|XP_019534504.2|AEAL, LOC109426339|XP_029714006.1|AEAL, LOC115268883|XP_029732930.1|AEAL	LOC6627079|XP_032292711.1|DVIR
OG0004066	LOC109426338|XP_029707834.1|AEAL, LOC109406105|XP_029714011.1|AEAL, LOC115268878|XP_029732917.1|AEAL	LOC6626624|XP_002049700.1|DVIR
OG0004067	LOC109426335|XP_029707832.1|AEAL, LOC115253517|XP_029713977.1|AEAL	LOC6634811|XP_002058137.1|DVIR
OG0004068	LOC109426326|XP_019557327.2|AEAL, LOC109406988|XP_019535584.2|AEAL, LOC115254448|XP_029707822.1|AEAL	LOC6629814|XP_002053183.1|DVIR
OG0004069	LOC115268888|XP_029732938.1|AEAL, LOC109426325|XP_029707821.1|AEAL, LOC109407084|XP_029714013.1|AEAL	LOC6629815|XP_002053184.1|DVIR
OG0004070	LOC109425458|XP_019556273.1|AEAL, LOC115254441|XP_029707802.1|AEAL	LOC6624713|XP_002046557.1|DVIR
OG0004071	LOC115254440|XP_029707801.1|AEAL, LOC109425461|XP_019556275.2|AEAL	LOC6624085|XP_002047871.1|DVIR
OG0004072	LOC109421739|XP_019551814.2|AEAL, LOC109425465|XP_019556279.2|AEAL	LOC6624186|XP_002047870.1|DVIR
OG0004073	LOC115253926|XP_029707795.1|AEAL, LOC109421742|XP_019551818.2|AEAL	LOC6634479|XP_002058156.1|DVIR
OG0004074	LOC115255671|XP_029709634.1|AEAL, LOC109421749|XP_019551830.2|AEAL	LOC6626295|XP_002050071.2|DVIR
OG0004075	LOC115268726|XP_029732728.1|AEAL, LOC109421757|XP_029707768.1|AEAL	LOC6625152|XP_002048926.1|DVIR
OG0004077	LOC109423086|XP_019553574.2|AEAL	LOC6627795|XP_032294397.1|DVIR
OG0004078	LOC109421797|XP_019551891.1|AEAL	LOC6630934|XP_002053487.1|DVIR
OG0004079	LOC109422010|XP_029732697.1|AEAL	LOC6631638|XP_002055141.1|DVIR
OG0004080	LOC115254093|XP_029720722.1|AEAL, LOC109418249|XP_019547952.1|AEAL	LOC6625863|XP_002050856.1|DVIR
OG0004081	LOC109418256|XP_029720668.1|AEAL	LOC6626090|XP_015029751.1|DVIR
OG0004082	LOC109418264|XP_019547971.2|AEAL	LOC6636260|XP_002059729.2|DVIR
OG0004083	LOC109418266|XP_019547973.1|AEAL	LOC26530673|XP_015027817.1|DVIR
OG0004084	LOC109428051|XP_029720543.1|AEAL, LOC109418273|XP_029720505.1|AEAL	LOC6622796|XP_002047543.2|DVIR
OG0004085	LOC115269019|XP_029733152.1|AEAL, LOC109428072|XP_029719870.1|AEAL, LOC109418294|XP_029720364.1|AEAL	LOC6630667|XP_002053446.1|DVIR
OG0004086	LOC109427272|XP_029721173.1|AEAL, LOC115262638|XP_029720945.1|AEAL, LOC109418335|XP_029721184.1|AEAL	LOC6633065|XP_002055954.1|DVIR
OG0004087	LOC109418408|XP_019548139.2|AEAL, LOC109426123|XP_019557102.2|AEAL, LOC115263945|XP_029723112.1|AEAL	LOC6633487|XP_002057346.1|DVIR
OG0004088	LOC115270953|XP_029736166.1|AEAL, LOC109426164|XP_019557143.2|AEAL, LOC109418435|XP_029708057.1|AEAL	LOC6629758|XP_002053900.1|DVIR
OG0004089	LOC109418441|XP_029722640.1|AEAL, LOC109426169|XP_029722111.1|AEAL, LOC115263243|XP_029722142.1|AEAL	LOC6631695|XP_032295551.1|DVIR
OG0004090	LOC115263195|XP_029722015.1|AEAL, LOC109418452|XP_029722575.1|AEAL	LOC6630623|XP_002053297.2|DVIR
OG0004091	LOC109419214|XP_019548966.2|AEAL	LOC6629582|XP_002054874.1|DVIR
OG0004092	LOC109419225|XP_029723312.1|AEAL, LOC115261847|XP_029719620.1|AEAL, LOC115261846|XP_029719619.1|AEAL	LOC6633310|XP_032289112.1|DVIR
OG0004094	LOC115264368|XP_029723886.1|AEAL, LOC109419295|XP_029723980.1|AEAL, LOC109426108|XP_019557077.2|AEAL	LOC6633695|XP_002057290.1|DVIR
OG0004095	LOC115264542|XP_029724154.1|AEAL, LOC109415474|XP_019544896.2|AEAL, LOC109429477|XP_029724528.1|AEAL	LOC6632578|XP_002056743.2|DVIR
OG0004096	LOC115264543|XP_029724161.1|AEAL, LOC115264679|XP_029724520.1|AEAL, LOC109415475|XP_019544898.2|AEAL	LOC6633066|XP_002055955.1|DVIR
OG0004097	LOC109429495|XP_029724775.1|AEAL, LOC109415717|XP_029724375.1|AEAL	LOC116650466|XP_032290022.1|DVIR, LOC116649858|XP_032288965.1|DVIR, LOC6622593|XP_002048441.1|DVIR
OG0004098	LOC109415716|XP_029724372.1|AEAL, LOC109429496|XP_019561001.1|AEAL	LOC6623549|XP_002048214.1|DVIR
OG0004099	LOC109429511|XP_029724640.1|AEAL	LOC6632396|XP_032289515.1|DVIR
OG0004100	LOC115260571|XP_029717369.1|AEAL, LOC115264901|XP_029724797.1|AEAL, LOC115264726|XP_029724614.1|AEAL, LOC109431768|XP_029724811.1|AEAL	LOC6632638|XP_002056639.1|DVIR
OG0004101	LOC109402951|XP_029724840.1|AEAL, LOC109431763|XP_019563579.2|AEAL	LOC6632640|XP_002056641.2|DVIR
OG0004102	LOC109402890|XP_029724817.1|AEAL, LOC109431761|XP_029724819.1|AEAL, LOC115264930|XP_029724912.1|AEAL	LOC6632641|XP_002056642.1|DVIR
OG0004103	LOC109431766|XP_019563581.1|AEAL, LOC109402854|XP_019531143.1|AEAL, LOC115254142|XP_029724930.1|AEAL	LOC6630932|XP_002053485.1|DVIR
OG0004104	LOC109431755|XP_029724853.1|AEAL, LOC109431757|XP_029724899.1|AEAL	LOC26531646|XP_032291509.1|DVIR
OG0004105	LOC109410438|XP_029725942.1|AEAL, LOC115265216|XP_029725356.1|AEAL	LOC6622145|XP_002047690.1|DVIR
OG0004106	LOC109410447|XP_029725829.1|AEAL, LOC115253963|XP_029710422.1|AEAL	LOC6624465|XP_002047617.1|DVIR
OG0004107	LOC109401476|XP_019529591.2|AEAL, LOC109410444|XP_019539545.2|AEAL	LOC6624159|XP_002046617.3|DVIR
OG0004108	LOC109410451|XP_019539552.2|AEAL, LOC115254151|XP_029725774.1|AEAL	LOC6630273|XP_002053702.1|DVIR
OG0004109	LOC109410458|XP_029726025.1|AEAL, LOC109401464|XP_019529573.2|AEAL	LOC6630624|XP_002053298.1|DVIR
OG0004110	LOC109401487|XP_019529605.1|AEAL, LOC109410461|XP_019539565.1|AEAL	LOC6622082|XP_002047707.1|DVIR
OG0004111	LOC109401488|XP_019529606.1|AEAL, LOC109410418|XP_019539512.2|AEAL	LOC6632982|XP_032289728.1|DVIR
OG0004112	LOC109411327|XP_029726479.1|AEAL	LOC6630017|XP_002053410.1|DVIR
OG0004113	LOC109427073|XP_029726701.1|AEAL, LOC109411330|XP_019540401.1|AEAL, LOC115254152|XP_029726542.1|AEAL, LOC115266496|XP_029728600.1|AEAL	LOC6634646|XP_002058297.2|DVIR
OG0004114	LOC115253766|XP_029726751.1|AEAL, LOC109411332|XP_029726563.1|AEAL, LOC115254171|XP_029728598.1|AEAL, LOC109427070|XP_029726694.1|AEAL	LOC6633259|XP_032296634.1|DVIR
OG0004115	LOC115265500|XP_029726775.1|AEAL, LOC109427067|XP_029728593.1|AEAL, LOC109411336|XP_029726860.1|AEAL	LOC6633262|XP_032296558.1|DVIR
OG0004116	LOC109399736|XP_029727138.1|AEAL, LOC115265547|XP_029726997.1|AEAL	LOC6632977|XP_032289727.1|DVIR
OG0004117	LOC109399745|XP_019527808.2|AEAL	LOC6628110|XP_002052015.1|DVIR
OG0004118	LOC109413689|XP_019542954.1|AEAL	LOC6625049|XP_032293099.1|DVIR
OG0004119	LOC109413671|XP_019542925.1|AEAL	LOC6632093|XP_002055508.2|DVIR, LOC6629395|XP_002053575.1|DVIR
OG0004120	LOC109413666|XP_019542916.2|AEAL	LOC6630095|XP_002053688.1|DVIR
OG0004121	LOC109415651|XP_029727703.1|AEAL	LOC6636554|XP_002060058.2|DVIR
OG0004122	LOC115266789|XP_029729244.1|AEAL, LOC109427018|XP_019558113.2|AEAL	LOC6630206|XP_002053709.1|DVIR
OG0004123	LOC109400190|XP_029728421.1|AEAL, LOC109427092|XP_029728413.1|AEAL	LOC6629319|XP_032291413.1|DVIR
OG0004124	LOC109402022|XP_029723019.1|AEAL, LOC115254113|XP_029723011.1|AEAL, LOC109399720|XP_019527778.2|AEAL	LOC6633831|XP_032296563.1|DVIR
OG0004125	LOC109413708|XP_029736141.1|AEAL, LOC109402032|XP_029736155.1|AEAL, LOC115265550|XP_029727005.1|AEAL	LOC6633072|XP_002056144.1|DVIR
OG0004126	LOC109402027|XP_029736153.1|AEAL, LOC109413707|XP_029736142.1|AEAL	LOC6633016|XP_002056137.1|DVIR
OG0004127	LOC109413884|XP_019543154.1|AEAL, LOC115270930|XP_029736136.1|AEAL	LOC6634287|XP_002057754.1|DVIR
OG0004130	LOC115266491|XP_029728590.1|AEAL, LOC109401337|XP_029723222.1|AEAL, LOC115266370|XP_029728459.1|AEAL	LOC6631380|XP_002055652.2|DVIR
OG0004131	LOC109423854|XP_029728972.1|AEAL, LOC115254178|XP_029728886.1|AEAL, LOC109415775|XP_029712096.1|AEAL	LOC6630330|XP_002053351.2|DVIR
OG0004132	LOC115266633|XP_029729003.1|AEAL, LOC115266602|XP_029728911.1|AEAL, LOC109415326|XP_029728992.1|AEAL	LOC6622293|XP_002047240.2|DVIR
OG0004133	LOC109415340|XP_019544772.2|AEAL, LOC109423651|XP_029729312.1|AEAL	LOC6628927|XP_002052350.1|DVIR
OG0004134	LOC109415343|XP_029729170.1|AEAL, LOC109423625|XP_029729323.1|AEAL	LOC6636748|XP_002060209.2|DVIR
OG0004135	LOC109416221|XP_029712373.1|AEAL, LOC109411737|XP_029729367.1|AEAL	LOC6631260|XP_032293583.1|DVIR
OG0004136	LOC109425542|XP_019556334.2|AEAL	LOC6632856|XP_002056667.1|DVIR
OG0004137	LOC109425545|XP_019556336.2|AEAL, LOC109411295|XP_019540375.2|AEAL	LOC6625715|XP_002051047.1|DVIR
OG0004138	LOC115267015|XP_029729647.1|AEAL, LOC115267156|XP_029729858.1|AEAL, LOC109411254|XP_019540322.2|AEAL, LOC109425595|XP_019556385.2|AEAL	LOC6624069|XP_002046261.1|DVIR
OG0004139	LOC115267146|XP_029729851.1|AEAL, LOC109411846|XP_019541005.2|AEAL, LOC115267088|XP_029729807.1|AEAL, LOC109425549|XP_029729655.1|AEAL	LOC6635602|XP_032296137.1|DVIR
OG0004140	LOC109411109|XP_019540104.2|AEAL, LOC109410905|XP_019539967.2|AEAL	LOC26531548|XP_015023613.2|DVIR
OG0004141	LOC115258977|XP_029715341.1|AEAL, LOC109410943|XP_029718449.1|AEAL	LOC6626031|XP_015029419.1|DVIR
OG0004142	LOC109400860|XP_019528890.2|AEAL, LOC109415487|XP_029731028.1|AEAL	LOC6633276|XP_002057135.1|DVIR
OG0004143	LOC109416752|XP_029731221.1|AEAL	LOC6630788|XP_002054822.2|DVIR
OG0004144	LOC109423452|XP_029731476.1|AEAL, LOC109414743|XP_019544121.1|AEAL	LOC6629151|XP_002052445.2|DVIR
OG0004145	LOC115269174|XP_029733442.1|AEAL, LOC115267956|XP_029731633.1|AEAL, LOC109414654|XP_019544041.2|AEAL	LOC6623917|XP_002046871.2|DVIR
