Orthogroup	AEAL.longest_only	DYAK.longest_only
OG0003804	LOC115266350|XP_029728342.1|AEAL, LOC109427931|XP_029710135.1|AEAL	LOC6528252|XP_015054445.2|DYAK
OG0003805	LOC115266367|XP_029728442.1|AEAL, LOC109428250|XP_029728443.1|AEAL, LOC109427929|XP_019559121.1|AEAL	LOC6526255|XP_002087377.2|DYAK
OG0003806	LOC115266368|XP_029728445.1|AEAL, LOC109427928|XP_029728462.1|AEAL, LOC109428249|XP_029728352.1|AEAL	LOC6539123|XP_015045297.1|DYAK
OG0003807	LOC109428240|XP_029728363.1|AEAL, LOC109427921|XP_029728463.1|AEAL, LOC115253791|XP_029728467.1|AEAL	LOC6528084|XP_002089151.1|DYAK
OG0003808	LOC109428200|XP_029728408.1|AEAL	LOC6534300|XP_039229671.1|DYAK
OG0003809	LOC109428199|XP_029728418.1|AEAL	LOC6529634|XP_002090628.1|DYAK
OG0003810	LOC109428182|XP_029734295.1|AEAL, LOC109427875|XP_029728439.1|AEAL	LOC6532072|XP_015051686.2|DYAK
OG0003811	LOC109424312|XP_029714951.1|AEAL, LOC115253500|XP_029714941.1|AEAL	LOC6530944|XP_002091785.1|DYAK
OG0003812	LOC109433229|XP_029714793.1|AEAL	LOC6526267|XP_039226605.1|DYAK
OG0003813	LOC115258561|XP_029714601.1|AEAL, LOC109622900|XP_019932916.2|AEAL, LOC115258584|XP_029714685.1|AEAL	LOC6527920|XP_002088988.2|DYAK
OG0003814	LOC115258139|XP_029714042.1|AEAL, LOC109622883|XP_019932895.2|AEAL	LOC6527387|XP_002088479.1|DYAK
OG0003815	LOC109622879|XP_019932889.2|AEAL	LOC26535327|XP_015044848.2|DYAK
OG0003816	LOC109622869|XP_019932879.2|AEAL, LOC115258071|XP_029713941.1|AEAL	LOC6529722|XP_002090715.2|DYAK
OG0003817	LOC115257997|XP_029713854.1|AEAL, LOC109622865|XP_019932874.1|AEAL, LOC115258453|XP_029714414.1|AEAL	LOC6527861|XP_002088933.1|DYAK
OG0003818	LOC109420076|XP_029713587.1|AEAL	LOC6529627|XP_002090621.2|DYAK
OG0003819	LOC109420074|XP_019549923.2|AEAL	LOC6526782|XP_002087885.1|DYAK
OG0003820	LOC109412012|XP_019541201.1|AEAL, LOC109407925|XP_019536663.1|AEAL	LOC6536311|XP_002096895.1|DYAK
OG0003821	LOC109412028|XP_019541220.1|AEAL, LOC115262435|XP_029720698.1|AEAL	LOC6530386|XP_002091312.1|DYAK
OG0003822	LOC109401083|XP_019529107.2|AEAL, LOC109400993|XP_019529001.2|AEAL	LOC6527094|XP_002088187.1|DYAK
OG0003823	LOC109401074|XP_029713111.1|AEAL	LOC6526465|XP_002087584.1|DYAK
OG0003824	LOC109412398|XP_019541585.1|AEAL	LOC6529731|XP_002090724.1|DYAK
OG0003825	LOC109412374|XP_019541573.2|AEAL	LOC6527753|XP_002088833.1|DYAK
OG0003826	LOC109432871|XP_019564776.1|AEAL	LOC6528160|XP_002089225.1|DYAK
OG0003827	LOC115257191|XP_029712477.1|AEAL, LOC109401356|XP_019529412.2|AEAL	LOC6527855|XP_002088927.1|DYAK
OG0003828	LOC109432873|XP_029712478.1|AEAL, LOC109401369|XP_019529434.2|AEAL	LOC6527859|XP_002088931.1|DYAK
OG0003829	LOC109401410|XP_029715894.1|AEAL, LOC109432882|XP_029715868.1|AEAL, LOC115257192|XP_029712482.1|AEAL	LOC6528215|XP_002089277.1|DYAK
OG0003830	LOC109432904|XP_019564816.2|AEAL, LOC115255619|XP_029709570.1|AEAL	LOC6529224|XP_002090231.1|DYAK
OG0003831	LOC109432894|XP_019564805.1|AEAL, LOC109401397|XP_029711610.1|AEAL	LOC6537681|XP_002098226.1|DYAK
OG0003832	LOC109401416|XP_029715795.1|AEAL, LOC109432910|XP_029711998.1|AEAL	LOC6527032|XP_002088126.1|DYAK
OG0003833	LOC109432900|XP_029715796.1|AEAL, LOC109401376|XP_029712018.1|AEAL	LOC6527030|XP_002088124.1|DYAK
OG0003834	LOC109401434|XP_029712112.1|AEAL, LOC109404654|XP_019533126.1|AEAL	LOC6527015|XP_002088110.1|DYAK
OG0003836	LOC109411290|XP_019540361.2|AEAL	LOC6529656|XP_002090649.2|DYAK
OG0003837	LOC109433149|XP_029715686.1|AEAL, LOC109411306|XP_029711295.1|AEAL	LOC6529654|XP_002090647.1|DYAK
OG0003838	LOC109433046|XP_019564970.2|AEAL	LOC6526743|XP_002087846.1|DYAK
OG0003839	LOC115254285|XP_029707545.1|AEAL, LOC109433111|XP_019565049.1|AEAL	LOC6527504|XP_002088594.2|DYAK
OG0003840	LOC109420154|XP_019550024.1|AEAL	LOC6528513|XP_002089559.1|DYAK
OG0003841	LOC109420934|XP_029710395.1|AEAL, LOC109433097|XP_029710961.1|AEAL	LOC6526577|XP_002087685.1|DYAK
OG0003842	LOC109420405|XP_029710801.1|AEAL	LOC6527224|XP_002088318.1|DYAK
OG0003843	LOC109621961|XP_029724968.1|AEAL, LOC109415051|XP_029724925.1|AEAL	LOC6527570|XP_002088660.1|DYAK
OG0003844	LOC115264941|XP_029724966.1|AEAL, LOC109415049|XP_019544448.1|AEAL, LOC115264931|XP_029724923.1|AEAL	LOC6527502|XP_015053106.1|DYAK
OG0003845	LOC109415048|XP_029724917.1|AEAL, LOC109621959|XP_029730036.1|AEAL, LOC109621958|XP_029724960.1|AEAL	LOC6529034|XP_002090065.2|DYAK
OG0003846	LOC109621288|XP_019931703.2|AEAL, LOC109404208|XP_019931499.2|AEAL	LOC6527879|XP_015053839.1|DYAK
OG0003847	LOC109622032|XP_029725027.1|AEAL, LOC109404214|XP_019532593.2|AEAL	LOC6527821|XP_015053822.1|DYAK
OG0003848	LOC109431002|XP_029724880.1|AEAL, LOC115253628|XP_029724856.1|AEAL, LOC109404231|XP_029724937.1|AEAL	LOC6536660|XP_002097232.1|DYAK
OG0003849	LOC109400287|XP_029725038.1|AEAL	LOC6528920|XP_002089952.2|DYAK
OG0003850	LOC109400335|XP_029724841.1|AEAL	LOC6528196|XP_002089259.1|DYAK
OG0003851	LOC109425155|XP_029724812.1|AEAL	LOC6530775|XP_002091663.1|DYAK
OG0003852	LOC109429416|XP_019560914.2|AEAL	LOC6526527|XP_002087637.1|DYAK
OG0003853	LOC109425132|XP_019555903.2|AEAL	LOC6531497|XP_015051352.1|DYAK
OG0003854	LOC109425125|XP_019555867.2|AEAL, LOC109429389|XP_029729527.1|AEAL	LOC6529517|XP_002090519.1|DYAK
OG0003855	LOC109429387|XP_029729528.1|AEAL, LOC109425124|XP_029729521.1|AEAL	LOC6529519|XP_002090521.3|DYAK
OG0003856	LOC109425079|XP_029729545.1|AEAL, LOC109429386|XP_019560841.2|AEAL	LOC6527234|XP_039227273.1|DYAK
OG0003857	LOC109409625|XP_029729470.1|AEAL, LOC109409624|XP_029729489.1|AEAL	LOC6528936|XP_002089968.1|DYAK
OG0003858	LOC109403338|XP_029731472.1|AEAL	LOC6525187|XP_015046146.2|DYAK
OG0003859	LOC115262903|XP_029721651.1|AEAL, LOC109409334|XP_029715037.1|AEAL, LOC109419092|XP_029729388.1|AEAL	LOC6529628|XP_002090622.1|DYAK
OG0003860	LOC109409327|XP_029714843.1|AEAL, LOC109419097|XP_029721650.1|AEAL	LOC6531208|XP_002092036.1|DYAK
OG0003861	LOC109419116|XP_019548882.2|AEAL, LOC115258678|XP_029714858.1|AEAL, LOC109409312|XP_019538302.2|AEAL	LOC6526608|XP_002087716.1|DYAK
OG0003862	LOC109419117|XP_019548883.2|AEAL, LOC109409311|XP_019538301.2|AEAL	LOC6527130|XP_039226244.1|DYAK
OG0003863	LOC109419118|XP_029714850.1|AEAL, LOC115258752|XP_029714992.1|AEAL	LOC6527835|XP_002088908.1|DYAK
OG0003864	LOC109409309|XP_029714608.1|AEAL, LOC115258744|XP_029714969.1|AEAL, LOC109419517|XP_019549273.2|AEAL	LOC6527834|XP_002088907.1|DYAK
OG0003865	LOC109409304|XP_029714570.1|AEAL, LOC115258768|XP_029715027.1|AEAL, LOC109419519|XP_029718147.1|AEAL	LOC6538458|XP_002098982.1|DYAK
OG0003866	LOC115258594|XP_029714709.1|AEAL, LOC109409300|XP_019538287.2|AEAL, LOC109419523|XP_029714816.1|AEAL	LOC6529215|XP_039228170.1|DYAK
OG0003867	LOC115254061|XP_029718113.1|AEAL, LOC109409279|XP_029714431.1|AEAL	LOC26535728|XP_015045201.1|DYAK
OG0003868	LOC109419602|XP_019549378.2|AEAL	LOC6528019|XP_002089086.1|DYAK
OG0003869	LOC109397554|XP_019525401.2|AEAL	LOC6526715|XP_002087818.1|DYAK
OG0003870	LOC109397513|XP_029715285.1|AEAL, LOC115253549|XP_029715461.1|AEAL	LOC6529585|XP_039229132.1|DYAK
OG0003871	LOC109397526|XP_029714707.1|AEAL, LOC109622825|XP_029714687.1|AEAL	LOC6527366|XP_002088458.1|DYAK
OG0003872	LOC109397534|XP_019525381.1|AEAL, LOC109622811|XP_019932812.1|AEAL, LOC115258687|XP_029714872.1|AEAL	LOC6531263|XP_002092072.1|DYAK
OG0003873	LOC109397538|XP_019525385.3|AEAL, LOC115254017|XP_029714789.1|AEAL, LOC109621501|XP_019931091.2|AEAL	LOC6529244|XP_002090250.1|DYAK
OG0003874	LOC109621236|XP_029721604.1|AEAL, LOC115258681|XP_029714863.1|AEAL, LOC109397569|XP_029714519.1|AEAL	LOC6529221|XP_039228872.1|DYAK
OG0003875	LOC109397563|XP_019525407.2|AEAL, LOC115262870|XP_029721603.1|AEAL, LOC109622806|XP_019932806.2|AEAL	LOC6527971|XP_002089038.1|DYAK
OG0003876	LOC109404395|XP_019532791.2|AEAL	LOC6526437|XP_002087556.1|DYAK
OG0003877	LOC109404942|XP_029714790.1|AEAL, LOC109398645|XP_019526576.2|AEAL	LOC6528975|XP_002090007.1|DYAK
OG0003878	LOC109404731|XP_019533203.2|AEAL, LOC109398621|XP_019526546.2|AEAL	LOC6529629|XP_015052087.1|DYAK
OG0003879	LOC109404765|XP_019533253.2|AEAL	LOC26535413|XP_015049206.1|DYAK
OG0003880	LOC109398650|XP_029714781.1|AEAL, LOC115258609|XP_029714759.1|AEAL, LOC109404828|XP_029714754.1|AEAL	LOC6533639|XP_002094346.3|DYAK
OG0003881	LOC115258637|XP_029714797.1|AEAL, LOC109398726|XP_029714690.1|AEAL, LOC109406705|XP_029714548.1|AEAL	LOC6532083|XP_002092860.1|DYAK
OG0003882	LOC115258883|XP_029715183.1|AEAL, LOC109406808|XP_029715067.1|AEAL	LOC6529107|XP_015054179.1|DYAK
OG0003883	LOC115258619|XP_029714769.1|AEAL, LOC115258472|XP_029714448.1|AEAL, LOC115258462|XP_029714433.1|AEAL, LOC109406828|XP_029715284.1|AEAL	LOC6525349|XP_002101185.1|DYAK
OG0003884	LOC109406857|XP_029723183.1|AEAL, LOC109398692|XP_019526609.2|AEAL	LOC6527547|XP_002088637.1|DYAK
OG0003885	LOC109406886|XP_029714904.1|AEAL, LOC109398718|XP_029723169.1|AEAL, LOC115257348|XP_029712674.1|AEAL	LOC6527073|XP_002088166.1|DYAK
OG0003886	LOC109398687|XP_019526606.1|AEAL, LOC115264010|XP_029723184.1|AEAL	LOC6527074|XP_002088167.2|DYAK
OG0003887	LOC109406991|XP_029709881.1|AEAL, LOC109398712|XP_029723182.1|AEAL, LOC115254227|XP_029733875.1|AEAL	LOC6526578|XP_002087686.1|DYAK
OG0003888	LOC109407203|XP_029714672.1|AEAL, LOC109405865|XP_029716570.1|AEAL	LOC6537778|XP_002098319.2|DYAK
OG0003889	LOC109414293|XP_019543652.2|AEAL	LOC6526396|XP_002087515.1|DYAK
OG0003890	LOC115258711|XP_029714928.1|AEAL, LOC109414321|XP_019543684.2|AEAL, LOC109407252|XP_019535804.1|AEAL	LOC6532822|XP_002093559.1|DYAK
OG0003891	LOC109407253|XP_029714712.1|AEAL, LOC109414322|XP_029714803.1|AEAL, LOC115258947|XP_029715325.1|AEAL	LOC6527553|XP_002088643.1|DYAK
OG0003892	LOC115253843|XP_029714507.1|AEAL, LOC109414325|XP_029715332.1|AEAL, LOC109407257|XP_029714596.1|AEAL	LOC6532444|XP_002093191.1|DYAK
OG0003893	LOC109414334|XP_029714877.1|AEAL, LOC115258667|XP_029714844.1|AEAL	LOC6529712|XP_002090705.1|DYAK
OG0003894	LOC109414337|XP_019543700.1|AEAL, LOC115253734|XP_029714760.1|AEAL, LOC109424218|XP_029714555.1|AEAL	LOC6527132|XP_002088226.1|DYAK
OG0003895	LOC109420917|XP_029714882.1|AEAL, LOC109412677|XP_029720670.1|AEAL, LOC115267671|XP_029730685.1|AEAL	LOC6530719|XP_002091610.1|DYAK
OG0003896	LOC109412669|XP_029720663.1|AEAL, LOC115253569|XP_029730689.1|AEAL	LOC6530722|XP_002091613.2|DYAK
OG0003897	LOC109420922|XP_029730693.1|AEAL, LOC115262418|XP_029720662.1|AEAL	LOC6531650|XP_002092447.1|DYAK
OG0003898	LOC115262409|XP_029720646.1|AEAL, LOC109412698|XP_019541865.2|AEAL, LOC109420904|XP_019550932.1|AEAL	LOC6529681|XP_002090674.2|DYAK
OG0003899	LOC109420973|XP_029714739.1|AEAL, LOC109428463|XP_029714738.1|AEAL	LOC6526310|XP_002087432.1|DYAK
OG0003900	LOC109428851|XP_029715312.1|AEAL, LOC109421018|XP_029714617.1|AEAL	LOC6526376|XP_002087495.1|DYAK
OG0003901	LOC115264813|XP_029724669.1|AEAL, LOC115258597|XP_029714710.1|AEAL	LOC6528937|XP_002089969.1|DYAK
OG0003902	LOC109428855|XP_019560237.2|AEAL, LOC115264812|XP_029724667.1|AEAL, LOC109421019|XP_029714866.1|AEAL	LOC6526982|XP_002088078.1|DYAK
OG0003903	LOC109428884|XP_029724668.1|AEAL, LOC109421022|XP_029715226.1|AEAL	LOC6527449|XP_002088541.1|DYAK
OG0003904	LOC109421021|XP_019551052.2|AEAL, LOC109428872|XP_019560259.2|AEAL	LOC6527450|XP_002088542.1|DYAK
OG0003905	LOC115258550|XP_029714567.1|AEAL, LOC109428908|XP_029724672.1|AEAL	LOC6538657|XP_002099177.1|DYAK
OG0003906	LOC109429119|XP_029732633.1|AEAL, LOC115258794|XP_029715076.1|AEAL, LOC109421055|XP_029715031.1|AEAL	LOC6531589|XP_002092387.1|DYAK
OG0003907	LOC115253502|XP_029710045.1|AEAL, LOC109421066|XP_019551104.2|AEAL, LOC109429208|XP_019560646.2|AEAL	LOC6526357|XP_002087479.1|DYAK
OG0003908	LOC109421041|XP_019551075.2|AEAL, LOC109429228|XP_019560675.1|AEAL, LOC115258570|XP_029714616.1|AEAL	LOC6526358|XP_002087480.1|DYAK
OG0003909	LOC109405615|XP_029714537.1|AEAL	LOC6529322|XP_039228886.1|DYAK
OG0003910	LOC109416534|XP_019546157.2|AEAL	LOC6536021|XP_002096636.2|DYAK
OG0003911	LOC115258629|XP_029714791.1|AEAL, LOC109405693|XP_019534298.2|AEAL	LOC6526872|XP_002087972.1|DYAK
OG0003912	LOC115258509|XP_029714490.1|AEAL, LOC109410195|XP_029714495.1|AEAL, LOC109405687|XP_029715299.1|AEAL	LOC6528986|XP_002090018.1|DYAK
OG0003913	LOC109410247|XP_029714497.1|AEAL, LOC115267403|XP_029730244.1|AEAL, LOC109405692|XP_029715109.1|AEAL	LOC6527542|XP_015053096.1|DYAK
OG0003914	LOC115258891|XP_029715206.1|AEAL, LOC109417528|XP_029714594.1|AEAL, LOC109410214|XP_019539282.2|AEAL	LOC6527246|XP_002088340.1|DYAK
OG0003915	LOC115258892|XP_029715207.1|AEAL, LOC109417526|XP_019547142.1|AEAL, LOC109410208|XP_019539278.2|AEAL	LOC26536316|XP_015046301.1|DYAK
OG0003916	LOC115263023|XP_029721814.1|AEAL, LOC109417537|XP_019547158.1|AEAL, LOC115266747|XP_029729140.1|AEAL	LOC6528929|XP_002089961.1|DYAK
OG0003917	LOC115255418|XP_029709396.1|AEAL, LOC109410237|XP_029709514.1|AEAL, LOC109417635|XP_029709389.1|AEAL	LOC6528151|XP_002089217.3|DYAK
OG0003918	LOC115256961|XP_029712032.1|AEAL, LOC109417653|XP_019547251.1|AEAL, LOC109622148|XP_019931925.2|AEAL	LOC6527328|XP_002088420.1|DYAK
OG0003919	LOC109417552|XP_029709331.1|AEAL, LOC109622156|XP_029709321.1|AEAL	LOC6526685|XP_002087791.1|DYAK
OG0003920	LOC109622778|XP_019932769.1|AEAL, LOC109417667|XP_019547262.1|AEAL	LOC6531293|XP_002092097.1|DYAK
OG0003921	LOC109417683|XP_029709282.1|AEAL, LOC109622172|XP_029709292.1|AEAL, LOC115255395|XP_029709319.1|AEAL	LOC6530324|XP_002091251.1|DYAK
OG0003922	LOC115255381|XP_029709289.1|AEAL, LOC109417684|XP_019547290.2|AEAL, LOC115255376|XP_029709278.1|AEAL	LOC6527236|XP_002088330.1|DYAK
OG0003923	LOC109416842|XP_029709256.1|AEAL, LOC109417690|XP_029709238.1|AEAL, LOC115253945|XP_029709236.1|AEAL	LOC6523719|XP_002099594.1|DYAK
OG0003924	LOC115255371|XP_029709252.1|AEAL, LOC109417692|XP_029709234.1|AEAL, LOC115255370|XP_029709251.1|AEAL	LOC6529982|XP_002090928.1|DYAK
OG0003925	LOC115253783|XP_029709222.1|AEAL, LOC115253661|XP_029709195.1|AEAL, LOC109417703|XP_019547331.2|AEAL	LOC6527597|XP_002088685.1|DYAK
OG0003926	LOC115255337|XP_029709214.1|AEAL, LOC109417708|XP_019547338.1|AEAL, LOC115253943|XP_029709207.1|AEAL	LOC6527590|XP_002088678.1|DYAK
OG0003927	LOC109417719|XP_029709183.1|AEAL	LOC6526525|XP_002087635.1|DYAK
OG0003928	LOC109420032|XP_019549889.2|AEAL	LOC6527754|XP_002088834.1|DYAK
OG0003929	LOC109417750|XP_019547423.2|AEAL, LOC109420019|XP_029709139.1|AEAL, LOC115255486|XP_029709471.1|AEAL	LOC6527242|XP_002088336.1|DYAK
OG0003930	LOC109417755|XP_029709134.1|AEAL, LOC115255270|XP_029709092.1|AEAL, LOC109420015|XP_029709122.1|AEAL	LOC6527001|XP_002088097.1|DYAK
OG0003931	LOC109420008|XP_029709083.1|AEAL, LOC115253941|XP_029709125.1|AEAL, LOC109417759|XP_029709111.1|AEAL	LOC6527049|XP_015053589.1|DYAK
OG0003932	LOC109419403|XP_029709065.1|AEAL	LOC6528676|XP_002089718.1|DYAK
OG0003933	LOC115255210|XP_029709013.1|AEAL, LOC109397495|XP_029709001.1|AEAL, LOC115255185|XP_029708979.1|AEAL	LOC6526867|XP_002087967.1|DYAK
OG0003934	LOC115254897|XP_029708439.1|AEAL, LOC109397497|XP_029708435.1|AEAL, LOC115254896|XP_029708438.1|AEAL	LOC6527776|XP_002088849.1|DYAK
OG0003935	LOC109419966|XP_019549800.2|AEAL, LOC115255188|XP_029708989.1|AEAL	LOC6531496|XP_002092295.1|DYAK
OG0003936	LOC115254894|XP_029708437.1|AEAL, LOC109419967|XP_019549802.1|AEAL	LOC6531495|XP_002092294.1|DYAK
OG0003937	LOC109419957|XP_029708955.1|AEAL	LOC6528503|XP_002089549.2|DYAK
OG0003938	LOC109419953|XP_029708954.1|AEAL, LOC109417546|XP_029715584.1|AEAL, LOC115255463|XP_029709447.1|AEAL	LOC6527604|XP_039227710.1|DYAK
OG0003939	LOC109417517|XP_019547143.2|AEAL, LOC115255169|XP_029708950.1|AEAL, LOC109419951|XP_029708931.1|AEAL	LOC6528175|XP_002089238.1|DYAK
OG0003940	LOC109417493|XP_019547118.2|AEAL, LOC109419950|XP_029708930.1|AEAL, LOC115253435|XP_029715583.1|AEAL	LOC6527610|XP_002088698.1|DYAK
OG0003941	LOC109417504|XP_029708929.1|AEAL, LOC109419921|XP_019549744.2|AEAL	LOC6527607|XP_002088695.1|DYAK
OG0003942	LOC109419928|XP_029708934.1|AEAL, LOC109420729|XP_029708907.1|AEAL	LOC6526890|XP_002087990.1|DYAK
OG0003943	LOC109420722|XP_029708888.1|AEAL, LOC109419889|XP_029715704.1|AEAL, LOC109419887|XP_019549721.1|AEAL	LOC120320426|XP_039227717.1|DYAK
OG0003944	LOC109420700|XP_019550697.1|AEAL, LOC115255131|XP_029708864.1|AEAL, LOC115255129|XP_029708862.1|AEAL, LOC109414276|XP_019543644.1|AEAL	LOC6527380|XP_002088472.1|DYAK
OG0003945	LOC109420692|XP_019550676.2|AEAL	LOC6531849|XP_002092636.1|DYAK
OG0003946	LOC115264418|XP_029723946.1|AEAL	LOC6529697|XP_002090690.1|DYAK
OG0003947	LOC109420675|XP_029708744.1|AEAL	LOC6529686|XP_002090679.1|DYAK
OG0003948	LOC115255104|XP_029708759.1|AEAL, LOC109420665|XP_019550630.1|AEAL	LOC6529451|XP_002090453.1|DYAK
OG0003949	LOC109420662|XP_029708760.1|AEAL	LOC6529449|XP_039228971.1|DYAK
OG0003950	LOC109420653|XP_019550566.2|AEAL, LOC115268896|XP_029732957.1|AEAL	LOC6528072|XP_002089139.1|DYAK
OG0003951	LOC109429459|XP_029708734.1|AEAL, LOC109420651|XP_029708811.1|AEAL	LOC6528078|XP_039226842.1|DYAK
OG0003952	LOC109420642|XP_029708741.1|AEAL	LOC6527260|XP_002088354.3|DYAK
OG0003953	LOC115255088|XP_029708733.1|AEAL, LOC109407734|XP_029708721.1|AEAL	LOC6527021|XP_002088116.1|DYAK
OG0003954	LOC109420549|XP_029718263.1|AEAL, LOC115255079|XP_029708713.1|AEAL, LOC115261045|XP_029718265.1|AEAL	LOC6532944|XP_002093679.1|DYAK
OG0003956	LOC109417064|XP_029708693.1|AEAL	LOC6529582|XP_002090576.2|DYAK
OG0003957	LOC109407366|XP_029709427.1|AEAL	LOC6532742|XP_002093484.1|DYAK
OG0003958	LOC115255429|XP_029709420.1|AEAL, LOC109407439|XP_019536033.1|AEAL, LOC115255067|XP_029708689.1|AEAL, LOC109420522|XP_019550436.2|AEAL	LOC6524956|XP_039228288.1|DYAK
OG0003959	LOC109419740|XP_029708595.1|AEAL	LOC6530736|XP_039228087.1|DYAK
OG0003960	LOC115255041|XP_029708627.1|AEAL, LOC109419761|XP_019549584.2|AEAL	LOC6526210|XP_002102019.1|DYAK
OG0003961	LOC109419770|XP_029732975.1|AEAL, LOC109398247|XP_029708618.1|AEAL	LOC6526900|XP_015053224.1|DYAK
OG0003962	LOC109419773|XP_029708623.1|AEAL, LOC109398260|XP_029708577.1|AEAL	LOC6527585|XP_002088673.1|DYAK
OG0003963	LOC109402097|XP_029708554.1|AEAL, LOC115254980|XP_029708532.1|AEAL	LOC6529667|XP_002090660.2|DYAK
OG0003964	LOC115254972|XP_029708523.1|AEAL, LOC115254988|XP_029708538.1|AEAL, LOC109402112|XP_019530281.2|AEAL	LOC6526721|XP_002087824.1|DYAK
OG0003965	LOC109431811|XP_029708486.1|AEAL	LOC6527653|XP_002088739.3|DYAK
OG0003966	LOC109431818|XP_029722655.1|AEAL, LOC109431824|XP_029708481.1|AEAL	LOC6539081|XP_002085972.1|DYAK
OG0003967	LOC115253821|XP_029708456.1|AEAL, LOC109427547|XP_019558664.1|AEAL	LOC6530617|XP_039228237.1|DYAK
OG0003968	LOC115254943|XP_029708461.1|AEAL, LOC109427597|XP_019558734.1|AEAL	LOC6530619|XP_015052724.1|DYAK
OG0003969	LOC115262467|XP_029720735.1|AEAL, LOC109427761|XP_029732789.1|AEAL	LOC6531654|XP_002092451.1|DYAK
OG0003970	LOC115266821|XP_029729280.1|AEAL, LOC109430180|XP_019561779.2|AEAL	LOC6526307|XP_039226362.1|DYAK
OG0003971	LOC109430170|XP_029727435.1|AEAL, LOC115264870|XP_029724762.1|AEAL	LOC6528003|XP_015054482.1|DYAK
OG0003972	LOC109430172|XP_029724763.1|AEAL	LOC6534168|XP_002094852.2|DYAK
OG0003973	LOC109432568|XP_019564457.2|AEAL	LOC6532129|XP_002092905.1|DYAK
OG0003974	LOC109427579|XP_019558702.2|AEAL, LOC109432750|XP_029727426.1|AEAL	LOC6530200|XP_002091138.1|DYAK
OG0003975	LOC109621234|XP_029715767.1|AEAL, LOC109427584|XP_019558713.3|AEAL	LOC6527798|XP_002088871.2|DYAK
OG0003976	LOC109416254|XP_019545817.2|AEAL	LOC6529726|XP_002090719.1|DYAK
OG0003977	LOC109423962|XP_019554577.2|AEAL	LOC6527496|XP_002088586.1|DYAK
OG0003978	LOC109416259|XP_029727378.1|AEAL	LOC6534971|XP_039230934.1|DYAK
OG0003979	LOC109430997|XP_029727668.1|AEAL, LOC115265622|XP_029727339.1|AEAL, LOC109423947|XP_019554557.2|AEAL	LOC6527144|XP_002088238.1|DYAK
OG0003980	LOC109423944|XP_029727337.1|AEAL, LOC115265635|XP_029727366.1|AEAL, LOC109430987|XP_029727350.1|AEAL	LOC6537211|XP_002097769.1|DYAK
OG0003981	LOC109423943|XP_019554553.1|AEAL, LOC115265634|XP_029727364.1|AEAL, LOC109430988|XP_029727334.1|AEAL	LOC6527384|XP_002088476.1|DYAK
OG0003982	LOC109423941|XP_019554552.2|AEAL, LOC115265626|XP_029727351.1|AEAL, LOC109431003|XP_019562672.2|AEAL	LOC6529713|XP_002090706.3|DYAK
OG0003983	LOC109430999|XP_029727330.1|AEAL, LOC109423940|XP_019554551.2|AEAL, LOC115265632|XP_029727361.1|AEAL	LOC6528974|XP_002090006.1|DYAK
OG0003984	LOC109404786|XP_029727252.1|AEAL, LOC109423912|XP_029727289.1|AEAL	LOC6529660|XP_002090653.1|DYAK
OG0003985	LOC109404787|XP_029727285.1|AEAL, LOC109423910|XP_029727246.1|AEAL	LOC26535909|XP_015052935.1|DYAK
OG0003986	LOC109621623|XP_029727210.1|AEAL, LOC115265605|XP_029727223.1|AEAL	LOC6526958|XP_039226315.1|DYAK
OG0003987	LOC109621667|XP_029727222.1|AEAL	LOC6526957|XP_002088053.1|DYAK
OG0003988	LOC115268897|XP_029732958.1|AEAL, LOC109421661|XP_029727198.1|AEAL	LOC6527580|XP_002088668.3|DYAK
OG0003989	LOC109421657|XP_019551725.2|AEAL	LOC6527356|XP_002088448.1|DYAK
OG0003990	LOC109407327|XP_019535865.1|AEAL	LOC6529040|XP_002090071.1|DYAK
OG0003991	LOC109421643|XP_029727141.1|AEAL	LOC6526839|XP_002087939.1|DYAK
OG0003992	LOC109407320|XP_019535859.2|AEAL	LOC6526835|XP_002087935.1|DYAK
OG0003993	LOC109407357|XP_029727136.1|AEAL	LOC6526820|XP_039227098.1|DYAK
OG0003994	LOC109407309|XP_019535844.2|AEAL, LOC109421627|XP_029727164.1|AEAL	LOC6538110|XP_002098645.1|DYAK
OG0003995	LOC109409185|XP_019538155.2|AEAL, LOC115265574|XP_029727068.1|AEAL	LOC6529983|XP_002090929.1|DYAK
OG0003996	LOC109421490|XP_019551529.2|AEAL	LOC6528670|XP_002089712.1|DYAK
OG0003997	LOC109409178|XP_019538144.1|AEAL	LOC6526954|XP_002088050.1|DYAK
OG0003998	LOC109409124|XP_029727084.1|AEAL	LOC120320444|XP_039227248.1|DYAK
OG0003999	LOC109421519|XP_019551574.2|AEAL	LOC6540023|XP_002086892.2|DYAK
OG0004000	LOC109622955|XP_029717234.1|AEAL, LOC109421499|XP_019551536.3|AEAL	LOC6525266|XP_002101102.1|DYAK
OG0004001	LOC109421448|XP_019551486.2|AEAL, LOC109432535|XP_019564410.2|AEAL	LOC6531966|XP_002092752.1|DYAK
OG0004002	LOC109432548|XP_019564435.1|AEAL, LOC115265515|XP_029726863.1|AEAL	LOC6529800|XP_002090784.1|DYAK
OG0004003	LOC109432543|XP_029726887.1|AEAL, LOC109421420|XP_029727031.1|AEAL	LOC6527252|XP_015053157.1|DYAK
