Orthogroup	AEAL.longest_only	DSAN.longest_only
OG0003180	LOC109421913|XP_029721011.1|AEAL	LOC120445318|XP_039481574.1|DSAN
OG0003181	LOC109432700|XP_019564627.2|AEAL	LOC120445372|XP_039481688.1|DSAN
OG0003182	LOC109432675|XP_029730721.1|AEAL, LOC115267706|XP_029730720.1|AEAL, LOC109401962|XP_029730707.1|AEAL	LOC120446279|XP_039483099.1|DSAN
OG0003183	LOC109432682|XP_029730767.1|AEAL, LOC109408765|XP_029723902.1|AEAL	LOC120444612|XP_039480327.1|DSAN
OG0003184	LOC109408753|XP_019537679.2|AEAL, LOC109432693|XP_019564620.2|AEAL	LOC120449592|XP_039488089.1|DSAN
OG0003185	LOC109428902|XP_019560283.2|AEAL	LOC120447147|XP_039484527.1|DSAN
OG0003186	LOC115261071|XP_029718306.1|AEAL, LOC109428878|XP_019560261.2|AEAL	LOC120446359|XP_039483224.1|DSAN
OG0003187	LOC109416897|XP_019546550.2|AEAL	LOC120454517|XP_039495818.1|DSAN
OG0003188	LOC109432289|XP_029730675.1|AEAL, LOC115253557|XP_029731026.1|AEAL	LOC120454520|XP_039495820.1|DSAN
OG0003189	LOC109397131|XP_019525015.2|AEAL	LOC120447952|XP_039485573.1|DSAN
OG0003190	LOC109409866|XP_019538921.2|AEAL	LOC120447101|XP_039484446.1|DSAN
OG0003191	LOC109399117|XP_019527110.2|AEAL	LOC120448970|XP_039487165.1|DSAN
OG0003192	LOC109399561|XP_029731165.1|AEAL, LOC115254195|XP_029731186.1|AEAL, LOC109400776|XP_029731188.1|AEAL	LOC120449254|XP_039487567.1|DSAN
OG0003193	LOC109399579|XP_029731203.1|AEAL, LOC109398778|XP_029731214.1|AEAL	LOC120450531|XP_039489557.1|DSAN
OG0003194	LOC109399662|XP_029731247.1|AEAL	LOC120448708|XP_039486802.1|DSAN
OG0003195	LOC109410560|XP_019539636.1|AEAL, LOC109421160|XP_019551199.1|AEAL	LOC120454222|XP_039495256.1|DSAN
OG0003196	LOC109421159|XP_019551197.2|AEAL, LOC109410559|XP_019539635.2|AEAL	LOC120448787|XP_039486912.1|DSAN
OG0003197	LOC109408337|XP_029731315.1|AEAL, LOC115267878|XP_029731307.1|AEAL, LOC115253497|XP_029721701.1|AEAL	LOC120450375|XP_039489297.1|DSAN
OG0003198	LOC109426530|XP_029731334.1|AEAL, LOC109408340|XP_029731338.1|AEAL	LOC120444166|XP_039479692.1|DSAN
OG0003199	LOC109426511|XP_019557580.2|AEAL, LOC109408992|XP_029710070.1|AEAL, LOC115256017|XP_029710115.1|AEAL	LOC120449318|XP_039487648.1|DSAN
OG0003200	LOC115267895|XP_029731364.1|AEAL	LOC120458730|XP_039502417.1|DSAN
OG0003201	LOC109402136|XP_029731379.1|AEAL, LOC115268328|XP_029732218.1|AEAL	LOC120447022|XP_039484276.1|DSAN
OG0003202	LOC109426404|XP_019557458.2|AEAL	LOC120448365|XP_039486267.1|DSAN
OG0003203	LOC109621323|XP_019932036.2|AEAL	LOC120446447|XP_039483362.1|DSAN
OG0003204	LOC109621320|XP_029731503.1|AEAL, LOC109431564|XP_029709642.1|AEAL, LOC115267911|XP_029731411.1|AEAL	LOC120454500|XP_039495786.1|DSAN
OG0003205	LOC109622230|XP_029731408.1|AEAL, LOC109431576|XP_019563357.2|AEAL	LOC120444983|XP_039480944.1|DSAN
OG0003206	LOC115268156|XP_029732060.1|AEAL, LOC109622216|XP_019932013.2|AEAL, LOC109431601|XP_029728073.1|AEAL	LOC120445531|XP_039481932.1|DSAN
OG0003207	LOC109621240|XP_019932005.2|AEAL, LOC109403171|XP_029731390.1|AEAL	LOC120454555|XP_039495879.1|DSAN
OG0003208	LOC109622212|XP_029731532.1|AEAL	LOC120448868|XP_039487015.1|DSAN
OG0003209	LOC109410756|XP_019539825.2|AEAL	LOC120445930|XP_039482525.1|DSAN
OG0003210	LOC109410611|XP_019539678.2|AEAL, LOC109410727|XP_029731606.1|AEAL	LOC120450736|XP_039489789.1|DSAN
OG0003211	LOC109410722|XP_019539786.2|AEAL, LOC109410613|XP_029731607.1|AEAL	LOC120446644|XP_039483649.1|DSAN
OG0003212	LOC115267945|XP_029731610.1|AEAL	LOC120452189|XP_039492234.1|DSAN
OG0003213	LOC109410636|XP_019539702.2|AEAL	LOC120446972|XP_039484177.1|DSAN
OG0003214	LOC115256126|XP_029710241.1|AEAL, LOC109410643|XP_029731620.1|AEAL	LOC120444815|XP_039480698.1|DSAN
OG0003215	LOC109410645|XP_019539723.1|AEAL, LOC115256125|XP_029710240.1|AEAL, LOC109433500|XP_029710242.1|AEAL	LOC120444609|XP_039480320.1|DSAN
OG0003216	LOC109410650|XP_029731634.1|AEAL	LOC120444736|XP_039480600.1|DSAN
OG0003217	LOC109426040|XP_019557024.2|AEAL	LOC120457678|XP_039501105.1|DSAN
OG0003218	LOC115268057|XP_029731842.1|AEAL, LOC109426004|XP_019556975.2|AEAL	LOC120448853|XP_039486994.1|DSAN
OG0003219	LOC109425996|XP_019556967.2|AEAL, LOC115268038|XP_029731807.1|AEAL	LOC120449253|XP_039487566.1|DSAN
OG0003220	LOC109407637|XP_029731784.1|AEAL, LOC109407636|XP_029731876.1|AEAL	LOC120444694|XP_039480494.1|DSAN
OG0003221	LOC109425944|XP_019556894.2|AEAL, LOC115259233|XP_029715625.1|AEAL	LOC120456070|XP_039498593.1|DSAN
OG0003222	LOC109425936|XP_029731902.1|AEAL, LOC109407615|XP_029732260.1|AEAL	LOC120458672|XP_039502342.1|DSAN
OG0003223	LOC109407582|XP_029720486.1|AEAL, LOC109425845|XP_029731953.1|AEAL, LOC115253866|XP_029733648.1|AEAL	LOC120445984|XP_039482650.1|DSAN
OG0003224	LOC109425768|XP_029720458.1|AEAL, LOC115262225|XP_029720471.1|AEAL, LOC109407509|XP_029720477.1|AEAL	LOC120445777|XP_039482313.1|DSAN
OG0003225	LOC115258942|XP_029715323.1|AEAL, LOC115259168|XP_029715544.1|AEAL, LOC115256216|XP_029710341.1|AEAL, LOC115266439|XP_029728529.1|AEAL	LOC120452612|XP_039492848.1|DSAN
OG0003250	LOC109413227|XP_029729867.1|AEAL, LOC109402164|XP_019530338.2|AEAL, LOC115267166|XP_029729868.1|AEAL	LOC120454680|XP_039496130.1|DSAN
OG0003251	LOC109413228|XP_019542500.2|AEAL, LOC115267165|XP_029729866.1|AEAL	LOC120452868|XP_039493247.1|DSAN
OG0003252	LOC109413224|XP_019542495.2|AEAL, LOC109405393|XP_019533999.2|AEAL, LOC115267169|XP_029729872.1|AEAL	LOC120451599|XP_039491353.1|DSAN
OG0003253	LOC109431066|XP_019562748.2|AEAL	LOC120450789|XP_039489886.1|DSAN
OG0003254	LOC109430080|XP_029713348.1|AEAL, LOC109430752|XP_029712847.1|AEAL, LOC109431063|XP_019562745.2|AEAL, LOC109405395|XP_019534000.2|AEAL	LOC120453453|XP_039494102.1|DSAN
OG0003255	LOC115259203|XP_029715578.1|AEAL, LOC115255661|XP_029709625.1|AEAL, LOC109405341|XP_019533940.2|AEAL	LOC120451069|XP_039490362.1|DSAN
OG0003256	LOC109397825|XP_019525700.2|AEAL, LOC115255622|XP_029709572.1|AEAL, LOC109405346|XP_019533945.2|AEAL	LOC120452084|XP_039492082.1|DSAN
OG0003257	LOC109413204|XP_029710438.1|AEAL, LOC109424928|XP_029708429.1|AEAL	LOC120456239|XP_039498856.1|DSAN
OG0003258	LOC109424954|XP_029710511.1|AEAL	LOC120455669|XP_039497998.1|DSAN
OG0003259	LOC109431073|XP_019562761.2|AEAL	LOC120457339|XP_039500782.1|DSAN
OG0003260	LOC109431120|XP_019562845.2|AEAL, LOC115261062|XP_029718295.1|AEAL	LOC120456339|XP_039499046.1|DSAN
OG0003261	LOC109431086|XP_029718298.1|AEAL, LOC109424975|XP_019555719.2|AEAL	LOC120452332|XP_039492430.1|DSAN
OG0003262	LOC109431125|XP_029711855.1|AEAL, LOC115256842|XP_029711723.1|AEAL	LOC120451456|XP_039491067.1|DSAN
OG0003263	LOC109415659|XP_029711785.1|AEAL, LOC109431127|XP_019562856.2|AEAL, LOC115256345|XP_029710531.1|AEAL, LOC115254562|XP_029708032.1|AEAL	LOC120456778|XP_039499719.1|DSAN
OG0003264	LOC115256402|XP_029710735.1|AEAL, LOC109415811|XP_019545292.2|AEAL	LOC120457372|XP_039500841.1|DSAN
OG0003265	LOC109431172|XP_019562925.2|AEAL	LOC120458035|XP_039501476.1|DSAN
OG0003266	LOC109424773|XP_029711192.1|AEAL, LOC109417220|XP_029711195.1|AEAL	LOC120449313|XP_039487682.1|DSAN
OG0003267	LOC109433651|XP_029732668.1|AEAL, LOC115256879|XP_029711830.1|AEAL, LOC109424767|XP_029715509.1|AEAL	LOC120456507|XP_039499309.1|DSAN
OG0003268	LOC115255675|XP_029709637.1|AEAL, LOC115256633|XP_029711327.1|AEAL, LOC109433660|XP_029733839.1|AEAL	LOC120454178|XP_039495192.1|DSAN
OG0003269	LOC115256416|XP_029710784.1|AEAL, LOC109433659|XP_019565660.2|AEAL, LOC109403485|XP_029733838.1|AEAL	LOC120451228|XP_039490648.1|DSAN
OG0003270	LOC109403484|XP_029709640.1|AEAL, LOC109433643|XP_029732664.1|AEAL, LOC115256584|XP_029711222.1|AEAL	LOC120449674|XP_039488207.1|DSAN
OG0003271	LOC109433627|XP_029711905.1|AEAL, LOC115269286|XP_029733725.1|AEAL, LOC115253530|XP_029712302.1|AEAL	LOC120454819|XP_039496203.1|DSAN
OG0003272	LOC109408929|XP_019537867.2|AEAL	LOC120456809|XP_039499780.1|DSAN
OG0003273	LOC115256437|XP_029710873.1|AEAL, LOC109415225|XP_019544658.1|AEAL, LOC109428364|XP_029712290.1|AEAL	LOC120447112|XP_039484467.1|DSAN
OG0003274	LOC109428415|XP_029711694.1|AEAL	LOC120456059|XP_039498576.1|DSAN
OG0003275	LOC109428420|XP_019559715.2|AEAL	LOC120455569|XP_039497867.1|DSAN
OG0003276	LOC115262976|XP_029721779.1|AEAL, LOC109430516|XP_029729608.1|AEAL, LOC109428431|XP_019559732.2|AEAL	LOC120453732|XP_039494496.1|DSAN
OG0003277	LOC109428441|XP_019559751.1|AEAL, LOC109422150|XP_019552339.2|AEAL	LOC120445492|XP_039481871.1|DSAN
OG0003278	LOC109422175|XP_029716706.1|AEAL, LOC109428465|XP_019559774.2|AEAL	LOC120454350|XP_039495502.1|DSAN
OG0003279	LOC109428527|XP_029711307.1|AEAL, LOC109422178|XP_019552365.2|AEAL	LOC120455506|XP_039497704.1|DSAN
OG0003280	LOC109428528|XP_029711042.1|AEAL, LOC109422103|XP_029716710.1|AEAL	LOC120452398|XP_039492550.1|DSAN
OG0003281	LOC115256775|XP_029711589.1|AEAL, LOC109428554|XP_019559880.2|AEAL	LOC120452915|XP_039493312.1|DSAN
OG0003282	LOC109428491|XP_029711710.1|AEAL, LOC115256839|XP_029711716.1|AEAL, LOC109415174|XP_029721798.1|AEAL	LOC120456674|XP_039499560.1|DSAN
OG0003283	LOC109430087|XP_019561665.2|AEAL, LOC115256456|XP_029710942.1|AEAL	LOC120445404|XP_039481753.1|DSAN
OG0003284	LOC115256499|XP_029711027.1|AEAL, LOC109428518|XP_019559859.1|AEAL, LOC109430095|XP_019561675.1|AEAL	LOC120455582|XP_039497887.1|DSAN
OG0003285	LOC115257276|XP_029712581.1|AEAL, LOC109416816|XP_029712663.1|AEAL, LOC109398231|XP_029714864.1|AEAL	LOC120452258|XP_039492321.1|DSAN
OG0003286	LOC109402603|XP_029708404.1|AEAL, LOC109406602|XP_029710634.1|AEAL	LOC120454274|XP_039495372.1|DSAN
OG0003287	LOC109406612|XP_019535246.2|AEAL	LOC120447550|XP_039484934.1|DSAN
OG0003288	LOC109402605|XP_029734100.1|AEAL, LOC115260002|XP_029716696.1|AEAL, LOC109406624|XP_029710565.1|AEAL	LOC120454314|XP_039495446.1|DSAN
OG0003289	LOC109402694|XP_019530941.2|AEAL	LOC120445507|XP_039481899.1|DSAN
OG0003290	LOC109402691|XP_029711466.1|AEAL	LOC120451604|XP_039491370.1|DSAN
OG0003291	LOC109427495|XP_019558591.2|AEAL	LOC120450542|XP_039489578.1|DSAN
OG0003292	LOC115264856|XP_029724749.1|AEAL, LOC109427513|XP_019558611.1|AEAL, LOC115264857|XP_029724750.1|AEAL	LOC120455938|XP_039498400.1|DSAN
OG0003293	LOC109398935|XP_029710527.1|AEAL	LOC120455855|XP_039498260.1|DSAN
OG0003294	LOC115256427|XP_029710830.1|AEAL, LOC115269132|XP_029733399.1|AEAL, LOC109427531|XP_019558629.2|AEAL	LOC120445176|XP_039481323.1|DSAN
OG0003295	LOC115253655|XP_029711942.1|AEAL, LOC109427536|XP_019558639.2|AEAL	LOC120457277|XP_039500640.1|DSAN
OG0003296	LOC109427485|XP_019558580.1|AEAL, LOC115256667|XP_029711400.1|AEAL, LOC115256413|XP_029710772.1|AEAL	LOC120450815|XP_039489925.1|DSAN
OG0003297	LOC115256327|XP_029710462.1|AEAL, LOC109427546|XP_019558659.2|AEAL, LOC115269373|XP_029733900.1|AEAL	LOC120451668|XP_039491477.1|DSAN
OG0003299	LOC109414694|XP_029729492.1|AEAL, LOC109401899|XP_029709670.1|AEAL	LOC120451705|XP_039491539.1|DSAN
OG0003300	LOC109414692|XP_029729379.1|AEAL, LOC109401902|XP_029709674.1|AEAL, LOC109414693|XP_029709675.1|AEAL	LOC120451602|XP_039491367.1|DSAN
OG0003301	LOC109414683|XP_019544059.2|AEAL, LOC115253951|XP_029709680.1|AEAL, LOC109401932|XP_019530104.2|AEAL	LOC120444351|XP_039479867.1|DSAN
OG0003302	LOC109414682|XP_019544058.2|AEAL, LOC115255719|XP_029709683.1|AEAL	LOC120455119|XP_039496944.1|DSAN
OG0003303	LOC115255705|XP_029709665.1|AEAL, LOC109412090|XP_019541277.2|AEAL, LOC109401829|XP_019529987.2|AEAL	LOC120446097|XP_039482824.1|DSAN
OG0003304	LOC109404698|XP_019533165.2|AEAL, LOC109397196|XP_029733240.1|AEAL	LOC120453079|XP_039493540.1|DSAN
OG0003305	LOC115256880|XP_029711832.1|AEAL, LOC115267409|XP_029730248.1|AEAL, LOC109422084|XP_029710561.1|AEAL, LOC115267410|XP_029730249.1|AEAL	LOC120457048|XP_039500153.1|DSAN
OG0003306	LOC109422123|XP_019552300.2|AEAL	LOC120457666|XP_039501097.1|DSAN
OG0003307	LOC109422088|XP_029711529.1|AEAL, LOC109432604|XP_029712534.1|AEAL	LOC120456105|XP_039498644.1|DSAN
OG0003308	LOC115269056|XP_029733220.1|AEAL, LOC115269054|XP_029733219.1|AEAL, LOC109422144|XP_019552331.2|AEAL	LOC120443908|XP_039479269.1|DSAN
OG0003309	LOC109432582|XP_029709986.1|AEAL, LOC109432584|XP_029708426.1|AEAL, LOC109397189|XP_029733308.1|AEAL, LOC115269105|XP_029733367.1|AEAL	LOC120457087|XP_039500200.1|DSAN
OG0003310	LOC109421968|XP_019552150.2|AEAL	LOC120456876|XP_039499906.1|DSAN
OG0003311	LOC115256389|XP_029710659.1|AEAL, LOC109422032|XP_019552216.2|AEAL	LOC120452091|XP_039492099.1|DSAN
OG0003312	LOC109421967|XP_019552149.1|AEAL, LOC115256482|XP_029710991.1|AEAL	LOC120451638|XP_039491432.1|DSAN
OG0003313	LOC115256363|XP_029710570.1|AEAL, LOC115256369|XP_029710594.1|AEAL, LOC109422003|XP_019552188.2|AEAL	LOC120456743|XP_039499667.1|DSAN
OG0003314	LOC115256368|XP_029710593.1|AEAL, LOC109422000|XP_019552184.2|AEAL	LOC120444796|XP_039480678.1|DSAN
OG0003315	LOC115256426|XP_029710826.1|AEAL, LOC109421999|XP_029712683.1|AEAL, LOC115253965|XP_029710694.1|AEAL	LOC120456319|XP_039499012.1|DSAN
OG0003316	LOC109424615|XP_029710645.1|AEAL	LOC120453947|XP_039494826.1|DSAN
OG0003317	LOC109427460|XP_019558558.2|AEAL, LOC115256595|XP_029711261.1|AEAL	LOC120454095|XP_039495040.1|DSAN
OG0003318	LOC115260102|XP_029716831.1|AEAL, LOC109622444|XP_029711722.1|AEAL	LOC120454448|XP_039495691.1|DSAN
OG0003319	LOC115256716|XP_029711514.1|AEAL, LOC109427441|XP_029710743.1|AEAL, LOC115267308|XP_029730088.1|AEAL	LOC120452331|XP_039492425.1|DSAN
OG0003320	LOC115254486|XP_029707896.1|AEAL, LOC109410157|XP_029710577.1|AEAL	LOC120454578|XP_039495916.1|DSAN
OG0003321	LOC109427436|XP_029707898.1|AEAL, LOC109410155|XP_019539224.2|AEAL	LOC120453187|XP_039493687.1|DSAN
OG0003322	LOC109427435|XP_019558535.2|AEAL	LOC120452100|XP_039492110.1|DSAN
OG0003323	LOC109402083|XP_029710796.1|AEAL	LOC120456270|XP_039498932.1|DSAN
OG0003324	LOC115256898|XP_029711901.1|AEAL, LOC109409500|XP_029710931.1|AEAL	LOC120456364|XP_039499098.1|DSAN
OG0003325	LOC109409431|XP_029711745.1|AEAL	LOC120451774|XP_039491639.1|DSAN
OG0003326	LOC115253971|XP_029710982.1|AEAL, LOC109409440|XP_019538431.1|AEAL, LOC109432697|XP_019564623.2|AEAL	LOC120455150|XP_039496989.1|DSAN
OG0003327	LOC109409476|XP_019538474.2|AEAL, LOC109397635|XP_029736267.1|AEAL	LOC120454877|XP_039496378.1|DSAN
OG0003328	LOC109397641|XP_019525476.2|AEAL, LOC109409489|XP_019538484.2|AEAL	LOC120457397|XP_039500901.1|DSAN
OG0003329	LOC109409490|XP_029736246.1|AEAL, LOC109397632|XP_029736252.1|AEAL	LOC120452466|XP_039492631.1|DSAN
OG0003330	LOC109397655|XP_019525495.2|AEAL, LOC115271003|XP_029736233.1|AEAL	LOC120450223|XP_039489034.1|DSAN
OG0003331	LOC109397688|XP_019525532.2|AEAL, LOC109432959|XP_019564855.2|AEAL, LOC115269562|XP_029734233.1|AEAL	LOC120456923|XP_039499996.1|DSAN
OG0003332	LOC115255771|XP_029709753.1|AEAL, LOC109433007|XP_019564930.2|AEAL	LOC120455814|XP_039498208.1|DSAN
OG0003333	LOC109398579|XP_029734213.1|AEAL, LOC109413007|XP_029734265.1|AEAL	LOC120452916|XP_039493313.1|DSAN
OG0003334	LOC115256111|XP_029710227.1|AEAL, LOC109414077|XP_019543361.1|AEAL	LOC120453691|XP_039494446.1|DSAN
OG0003335	LOC109414079|XP_019543364.2|AEAL, LOC115256087|XP_029710200.1|AEAL	LOC120452144|XP_039492168.1|DSAN
OG0003336	LOC115267232|XP_029729988.1|AEAL, LOC109412998|XP_019542216.2|AEAL	LOC120453074|XP_039493534.1|DSAN
OG0003337	LOC109422938|XP_019553379.2|AEAL	LOC120454550|XP_039495865.1|DSAN
OG0003338	LOC109422941|XP_029717449.1|AEAL	LOC120451971|XP_039491931.1|DSAN
OG0003339	LOC109422970|XP_019553415.2|AEAL, LOC109403580|XP_019531948.2|AEAL	LOC120450887|XP_039490061.1|DSAN
OG0003340	LOC109403573|XP_019531939.2|AEAL, LOC109422971|XP_029717388.1|AEAL	LOC120450889|XP_039490063.1|DSAN
OG0003341	LOC115260562|XP_029717339.1|AEAL, LOC109422981|XP_029717384.1|AEAL, LOC115260569|XP_029717365.1|AEAL	LOC120456936|XP_039500010.1|DSAN
OG0003342	LOC115260566|XP_029717362.1|AEAL, LOC109422989|XP_029717349.1|AEAL, LOC109405330|XP_019533927.2|AEAL	LOC120455600|XP_039497909.1|DSAN
OG0003343	LOC109422898|XP_029717951.1|AEAL	LOC120455272|XP_039497212.1|DSAN
OG0003344	LOC109401483|XP_029725334.1|AEAL	LOC120443823|XP_039479146.1|DSAN
OG0003345	LOC109423058|XP_029717757.1|AEAL, LOC109432362|XP_029708382.1|AEAL	LOC120455044|XP_039496826.1|DSAN
OG0003346	LOC109423070|XP_019553539.1|AEAL, LOC115254034|XP_029715777.1|AEAL, LOC109432374|XP_019564276.2|AEAL	LOC120453264|XP_039493820.1|DSAN
OG0003347	LOC115254235|XP_029734153.1|AEAL, LOC109400930|XP_019528964.2|AEAL, LOC109422823|XP_019553259.2|AEAL	LOC120452974|XP_039493404.1|DSAN
OG0003348	LOC115260615|XP_029717507.1|AEAL, LOC115255932|XP_029710010.1|AEAL, LOC109422820|XP_029717567.1|AEAL	LOC120451314|XP_039490818.1|DSAN
OG0003349	LOC109421834|XP_029717592.1|AEAL, LOC109422780|XP_029717543.1|AEAL, LOC115253777|XP_029717528.1|AEAL	LOC120449013|XP_039487225.1|DSAN
OG0003350	LOC109421835|XP_029717534.1|AEAL	LOC120452000|XP_039491967.1|DSAN
OG0003351	LOC109422770|XP_019553188.1|AEAL, LOC109421844|XP_019551955.1|AEAL	LOC120457413|XP_039500945.1|DSAN
OG0003352	LOC109421883|XP_019552003.2|AEAL	LOC120452493|XP_039492675.1|DSAN
OG0003353	LOC109425028|XP_029717637.1|AEAL, LOC109418573|XP_029717678.1|AEAL	LOC120450729|XP_039489770.1|DSAN
OG0003354	LOC109424980|XP_029717646.1|AEAL, LOC115260676|XP_029717687.1|AEAL	LOC120451179|XP_039490553.1|DSAN
OG0003355	LOC109418672|XP_029712152.1|AEAL, LOC115260679|XP_029717693.1|AEAL, LOC109424901|XP_029717651.1|AEAL	LOC120455151|XP_039496991.1|DSAN
OG0003356	LOC109412954|XP_029717703.1|AEAL, LOC109424872|XP_029717659.1|AEAL	LOC120456179|XP_039498783.1|DSAN
OG0003357	LOC115254051|XP_029717660.1|AEAL, LOC109412952|XP_019542158.2|AEAL	LOC120456140|XP_039498700.1|DSAN
OG0003358	LOC109427766|XP_029717789.1|AEAL, LOC109431339|XP_019563101.1|AEAL	LOC120444475|XP_039480088.1|DSAN
OG0003359	LOC109427746|XP_029717818.1|AEAL, LOC109431388|XP_019563150.1|AEAL	LOC120455159|XP_039497004.1|DSAN
OG0003360	LOC109427738|XP_029717321.1|AEAL, LOC109431372|XP_029717823.1|AEAL	LOC120456064|XP_039498588.1|DSAN
OG0003361	LOC115258121|XP_029714021.1|AEAL, LOC115258120|XP_029714020.1|AEAL	LOC120444486|XP_039480125.1|DSAN
OG0003362	LOC109431465|XP_029717900.1|AEAL	LOC120452363|XP_039492486.1|DSAN
OG0003363	LOC109431491|XP_029717901.1|AEAL	LOC120451777|XP_039491648.1|DSAN
OG0003364	LOC109406946|XP_029729113.1|AEAL, LOC109405944|XP_019534538.2|AEAL	LOC120451221|XP_039490635.1|DSAN
OG0003365	LOC109405947|XP_029729118.1|AEAL, LOC109406925|XP_029728626.1|AEAL	LOC120452306|XP_039492385.1|DSAN
OG0003366	LOC109431089|XP_029707527.1|AEAL, LOC109412124|XP_029733688.1|AEAL	LOC120449854|XP_039488448.1|DSAN
OG0003367	LOC109431378|XP_029718067.1|AEAL, LOC109412153|XP_029718056.1|AEAL	LOC120448045|XP_039485723.1|DSAN
OG0003368	LOC109412183|XP_019541382.2|AEAL	LOC120448043|XP_039485721.1|DSAN
OG0003369	LOC109431675|XP_029717911.1|AEAL	LOC120453450|XP_039494096.1|DSAN
OG0003370	LOC115258289|XP_029714231.1|AEAL, LOC109405306|XP_019533886.1|AEAL, LOC109406365|XP_019535009.2|AEAL	LOC120450920|XP_039490118.1|DSAN
OG0003371	LOC109416337|XP_029710160.1|AEAL, LOC109426538|XP_029725061.1|AEAL, LOC109416319|XP_019545903.2|AEAL	LOC120456493|XP_039499294.1|DSAN
OG0003372	LOC109405639|XP_019534252.1|AEAL	LOC120446131|XP_039482890.1|DSAN
OG0003373	LOC109406906|XP_029713908.1|AEAL	LOC120451641|XP_039491436.1|DSAN
OG0003374	LOC109405633|XP_029712329.1|AEAL	LOC120457140|XP_039500330.1|DSAN
OG0003375	LOC109405641|XP_029712341.1|AEAL	LOC120452421|XP_039492575.1|DSAN
OG0003376	LOC109623012|XP_019933028.1|AEAL, LOC109419648|XP_019549422.1|AEAL	LOC120453152|XP_039493642.1|DSAN
OG0003377	LOC109622744|XP_029712317.1|AEAL, LOC115257104|XP_029712319.1|AEAL	LOC120454482|XP_039495749.1|DSAN
OG0003378	LOC109622746|XP_029712333.1|AEAL	LOC120453535|XP_039494220.1|DSAN
OG0003379	LOC109419559|XP_019549320.2|AEAL	LOC120453743|XP_039494510.1|DSAN
OG0003380	LOC109423118|XP_029708021.1|AEAL, LOC109419486|XP_029733622.1|AEAL	LOC120452291|XP_039492360.1|DSAN
OG0003381	LOC109423123|XP_019553575.2|AEAL, LOC109419373|XP_019549152.2|AEAL	LOC120443854|XP_039479154.1|DSAN
OG0003382	LOC109423127|XP_029732680.1|AEAL, LOC109419299|XP_029707993.1|AEAL	LOC120451093|XP_039490418.1|DSAN
OG0003383	LOC109423138|XP_029733678.1|AEAL, LOC115269264|XP_029733677.1|AEAL, LOC109419141|XP_019548912.2|AEAL	LOC120451420|XP_039491026.1|DSAN
OG0003384	LOC115257160|XP_029712415.1|AEAL, LOC109397301|XP_019525177.1|AEAL, LOC109423202|XP_029729628.1|AEAL	LOC120458104|XP_039501567.1|DSAN
OG0003385	LOC115253627|XP_029707962.1|AEAL, LOC109397295|XP_029729623.1|AEAL, LOC109423203|XP_029712438.1|AEAL, LOC115254528|XP_029707941.1|AEAL	LOC120454195|XP_039495219.1|DSAN
OG0003386	LOC109397307|XP_019525182.2|AEAL, LOC115266664|XP_029729048.1|AEAL, LOC115254705|XP_029708235.1|AEAL	LOC120451752|XP_039491611.1|DSAN
OG0003387	LOC115266637|XP_029729005.1|AEAL, LOC109397288|XP_029707948.1|AEAL	LOC120453363|XP_039493970.1|DSAN
OG0003388	LOC109423215|XP_019553697.2|AEAL, LOC115254534|XP_029707947.1|AEAL, LOC109397294|XP_019525161.2|AEAL, LOC115254710|XP_029708242.1|AEAL	LOC120455551|XP_039497826.1|DSAN
OG0003389	LOC109397253|XP_019525122.2|AEAL, LOC115263817|XP_029723055.1|AEAL	LOC120445090|XP_039481152.1|DSAN
OG0003390	LOC109397252|XP_019525121.2|AEAL, LOC109423239|XP_029722773.1|AEAL	LOC120453838|XP_039494666.1|DSAN
OG0003391	LOC109423518|XP_029736178.1|AEAL, LOC109430199|XP_029722780.1|AEAL	LOC120452755|XP_039493071.1|DSAN
OG0003392	LOC109432122|XP_019563951.2|AEAL	LOC120452753|XP_039493065.1|DSAN
OG0003393	LOC109425428|XP_029722844.1|AEAL, LOC115254111|XP_029722811.1|AEAL, LOC109432127|XP_029722866.1|AEAL	LOC120451096|XP_039490435.1|DSAN
OG0003394	LOC115266412|XP_029728504.1|AEAL, LOC109432203|XP_019564074.2|AEAL	LOC120453915|XP_039494784.1|DSAN
OG0003395	LOC109432198|XP_029722813.1|AEAL, LOC115263717|XP_029722820.1|AEAL	LOC120451942|XP_039491896.1|DSAN
OG0003396	LOC115263724|XP_029722841.1|AEAL, LOC109425439|XP_029722816.1|AEAL	LOC120454615|XP_039496012.1|DSAN
OG0003397	LOC109430300|XP_019561899.2|AEAL	LOC120452153|XP_039492177.1|DSAN
OG0003399	LOC109415542|XP_019544970.2|AEAL, LOC109430272|XP_019561866.1|AEAL	LOC120453677|XP_039494426.1|DSAN
OG0003400	LOC115263745|XP_029722893.1|AEAL	LOC120451913|XP_039491856.1|DSAN
OG0003401	LOC109430344|XP_029722946.1|AEAL, LOC109400126|XP_029722721.1|AEAL	LOC120454709|XP_039496188.1|DSAN
OG0003402	LOC115263864|XP_029723077.1|AEAL, LOC109400044|XP_019528058.2|AEAL	LOC120453374|XP_039493982.1|DSAN
OG0003403	LOC109400110|XP_019528139.2|AEAL, LOC115263758|XP_029722950.1|AEAL	LOC120444649|XP_039480410.1|DSAN
OG0003404	LOC109400086|XP_019528100.2|AEAL, LOC109621549|XP_019931159.2|AEAL	LOC120453905|XP_039494770.1|DSAN
