Orthogroup	AEAL.longest_only	BTRY.longest_only
OG0004215	LOC109406567|XP_029718583.1|AEAL	LOC120771306|XP_039955175.1|BTRY
OG0004216	LOC115261322|XP_029718600.1|AEAL, LOC109413055|XP_029718611.1|AEAL	LOC120778070|XP_039965695.1|BTRY
OG0004217	LOC109413060|XP_029718617.1|AEAL, LOC109403310|XP_029718599.1|AEAL	LOC120778790|XP_039966723.1|BTRY
OG0004218	LOC109414120|XP_019543409.2|AEAL	LOC120772159|XP_039956530.1|BTRY
OG0004219	LOC115261353|XP_029718687.1|AEAL, LOC109414140|XP_029709951.1|AEAL	LOC120782851|XP_039971317.1|BTRY
OG0004220	LOC109417341|XP_029709958.1|AEAL, LOC109398814|XP_029718694.1|AEAL	LOC120782777|XP_039971182.1|BTRY
OG0004221	LOC109429210|XP_019560644.2|AEAL, LOC115271060|XP_029736350.1|AEAL	LOC120782605|XP_039970902.1|BTRY
OG0004222	LOC109398780|XP_019526716.2|AEAL, LOC115261617|XP_029719379.1|AEAL	LOC120781347|XP_039969488.1|BTRY
OG0004223	LOC109429203|XP_029718760.1|AEAL	LOC120768857|XP_039951549.1|BTRY
OG0004224	LOC109398846|XP_029718763.1|AEAL	LOC120782309|XP_039970463.1|BTRY
OG0004225	LOC109398850|XP_029718765.1|AEAL	LOC120773950|XP_039959109.1|BTRY
OG0004226	LOC109429179|XP_029718816.1|AEAL, LOC109398796|XP_029718780.1|AEAL	LOC120779071|XP_039967144.1|BTRY
OG0004227	LOC109429174|XP_029736197.1|AEAL, LOC109398772|XP_029718788.1|AEAL, LOC115261383|XP_029718823.1|AEAL	LOC120778848|XP_039966813.1|BTRY
OG0004228	LOC109429172|XP_029736196.1|AEAL, LOC115261385|XP_029718826.1|AEAL, LOC109398873|XP_029718793.1|AEAL	LOC120775392|XP_039961490.1|BTRY
OG0004230	LOC109398784|XP_029718846.1|AEAL, LOC109429154|XP_029718848.1|AEAL	LOC120775159|XP_039961131.1|BTRY
OG0004231	LOC109429142|XP_029730075.1|AEAL, LOC109409023|XP_029718852.1|AEAL, LOC115254067|XP_029718866.1|AEAL	LOC120778069|XP_039965693.1|BTRY
OG0004232	LOC109409022|XP_029718868.1|AEAL, LOC115253599|XP_029718857.1|AEAL, LOC109429140|XP_029730073.1|AEAL	LOC120777349|XP_039964534.1|BTRY
OG0004233	LOC115267298|XP_029730071.1|AEAL, LOC109429138|XP_029718855.1|AEAL, LOC109409021|XP_019537976.1|AEAL	LOC120777348|XP_039964532.1|BTRY
OG0004234	LOC109429125|XP_019560519.2|AEAL, LOC115261401|XP_029718875.1|AEAL, LOC109409010|XP_019537961.1|AEAL	LOC120777650|XP_039965036.1|BTRY
OG0004235	LOC115254068|XP_029718878.1|AEAL, LOC109429123|XP_019560517.2|AEAL	LOC120766999|XP_039948743.1|BTRY
OG0004236	LOC115260272|XP_029717070.1|AEAL, LOC109429092|XP_019560474.2|AEAL, LOC115261462|XP_029718997.1|AEAL	LOC120778123|XP_039965764.1|BTRY
OG0004237	LOC115264877|XP_029724774.1|AEAL	LOC120782810|XP_039971223.1|BTRY
OG0004238	LOC109427220|XP_019558274.1|AEAL, LOC115257312|XP_029712633.1|AEAL, LOC115261429|XP_029718939.1|AEAL	LOC120782468|XP_039970695.1|BTRY
OG0004239	LOC115269131|XP_029733398.1|AEAL, LOC115261428|XP_029718937.1|AEAL, LOC109427223|XP_019558278.2|AEAL	LOC120768635|XP_039951338.1|BTRY
OG0004240	LOC115254070|XP_029718933.1|AEAL, LOC109427231|XP_019558282.2|AEAL	LOC120782626|XP_039970965.1|BTRY
OG0004241	LOC109411603|XP_019540707.2|AEAL, LOC109427236|XP_019558301.2|AEAL	LOC120782358|XP_039970531.1|BTRY
OG0004242	LOC109411605|XP_019540709.2|AEAL, LOC115261445|XP_029718970.1|AEAL	LOC120766400|XP_039947782.1|BTRY
OG0004243	LOC115261419|XP_029718915.1|AEAL, LOC109427244|XP_019558307.2|AEAL	LOC120779142|XP_039967282.1|BTRY
OG0004244	LOC115259227|XP_029715619.1|AEAL, LOC115261418|XP_029718914.1|AEAL, LOC109411613|XP_019540714.2|AEAL	LOC120782236|XP_039970337.1|BTRY
OG0004245	LOC115261444|XP_029718966.1|AEAL, LOC109411616|XP_019540716.1|AEAL	LOC120777029|XP_039964074.1|BTRY
OG0004246	LOC115260361|XP_029717155.1|AEAL	LOC120777581|XP_039964928.1|BTRY
OG0004247	LOC115260371|XP_029717175.1|AEAL, LOC109411637|XP_029717197.1|AEAL	LOC120775526|XP_039961680.1|BTRY
OG0004248	LOC115261159|XP_029718376.1|AEAL, LOC109428146|XP_019559375.2|AEAL	LOC120772695|XP_039957369.1|BTRY
OG0004249	LOC109404495|XP_019532930.1|AEAL, LOC115254078|XP_029719069.1|AEAL, LOC109406325|XP_029719037.1|AEAL	LOC120778844|XP_039966801.1|BTRY
OG0004250	LOC109406320|XP_029719031.1|AEAL, LOC115261489|XP_029719066.1|AEAL, LOC109404491|XP_019532927.2|AEAL	LOC120773534|XP_039958424.1|BTRY
OG0004251	LOC109406300|XP_029719026.1|AEAL, LOC109404468|XP_029719056.1|AEAL, LOC115253606|XP_029719112.1|AEAL	LOC120776091|XP_039962501.1|BTRY
OG0004252	LOC115261474|XP_029719025.1|AEAL, LOC109406317|XP_019534957.2|AEAL, LOC115261483|XP_029719053.1|AEAL, LOC109404484|XP_029719123.1|AEAL	LOC120782270|XP_039970393.1|BTRY
OG0004253	LOC109406308|XP_029719133.1|AEAL, LOC109404466|XP_029719044.1|AEAL	LOC120766653|XP_039948218.1|BTRY
OG0004254	LOC109404509|XP_019532953.1|AEAL, LOC109406294|XP_029719138.1|AEAL	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY
OG0004255	LOC109416180|XP_019545704.2|AEAL	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY
OG0004256	LOC109416625|XP_029719262.1|AEAL, LOC115261555|XP_029719286.1|AEAL, LOC109432834|XP_029719288.1|AEAL	LOC120770175|XP_039953324.1|BTRY
OG0004257	LOC115261547|XP_029719259.1|AEAL, LOC109416623|XP_029719278.1|AEAL, LOC109432832|XP_029719281.1|AEAL	LOC120772200|XP_039956600.1|BTRY
OG0004258	LOC115253901|XP_029719297.1|AEAL, LOC109432842|XP_029719299.1|AEAL, LOC109416622|XP_029719258.1|AEAL	LOC120782823|XP_039971271.1|BTRY
OG0004259	LOC109432843|XP_029719256.1|AEAL, LOC115261657|XP_029719420.1|AEAL, LOC109416621|XP_029719300.1|AEAL	LOC120770860|XP_039954409.1|BTRY
OG0004261	LOC109401442|XP_029710320.1|AEAL	LOC120782372|XP_039970543.1|BTRY
OG0004262	LOC109411908|XP_029733109.1|AEAL, LOC109406243|XP_019534847.2|AEAL	LOC120782714|XP_039971069.1|BTRY
OG0004263	LOC109411919|XP_029733058.1|AEAL	LOC120766462|XP_039947925.1|BTRY
OG0004264	LOC109411929|XP_019541121.1|AEAL	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY
OG0004265	LOC109411954|XP_019541154.2|AEAL	LOC120782190|XP_039970267.1|BTRY
OG0004266	LOC109417145|XP_019546812.2|AEAL, LOC109411959|XP_029730101.1|AEAL	LOC120778114|XP_039965755.1|BTRY
OG0004267	LOC109411962|XP_019541166.1|AEAL	LOC120782871|XP_039971348.1|BTRY
OG0004268	LOC109411974|XP_019541180.2|AEAL	LOC120771841|XP_039956018.1|BTRY
OG0004269	LOC109424541|XP_029734023.1|AEAL, LOC115269143|XP_029733414.1|AEAL, LOC109428752|XP_029734054.1|AEAL	LOC120770185|XP_039953344.1|BTRY
OG0004270	LOC109424535|XP_019555258.1|AEAL, LOC115269435|XP_029734059.1|AEAL, LOC115269426|XP_029734016.1|AEAL	LOC120781289|XP_039969419.1|BTRY
OG0004271	LOC109424531|XP_019555249.2|AEAL, LOC109428760|XP_029734011.1|AEAL	LOC120769976|XP_039952985.1|BTRY
OG0004272	LOC115269425|XP_029734009.1|AEAL, LOC109424529|XP_019555247.1|AEAL, LOC115269446|XP_029734071.1|AEAL	LOC120782811|XP_039971224.1|BTRY
OG0004273	LOC115253801|XP_029734010.1|AEAL, LOC109424527|XP_019555245.2|AEAL, LOC109428766|XP_019560145.2|AEAL	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY
OG0004274	LOC109424520|XP_029734003.1|AEAL, LOC109428772|XP_029734075.1|AEAL, LOC115269444|XP_029734068.1|AEAL	LOC120773420|XP_039958229.1|BTRY
OG0004275	LOC109397774|XP_029733980.1|AEAL, LOC109428796|XP_029733953.1|AEAL	LOC120773397|XP_039958180.1|BTRY
OG0004276	LOC109409115|XP_029719808.1|AEAL	LOC120777309|XP_039964482.1|BTRY
OG0004277	LOC109400458|XP_029709763.1|AEAL, LOC109405224|XP_029724623.1|AEAL, LOC109400483|XP_019528544.2|AEAL, LOC115264547|XP_029724200.1|AEAL, LOC109405252|XP_019533834.1|AEAL	LOC120777804|XP_039965271.1|BTRY
OG0004278	LOC109405317|XP_019533903.2|AEAL, LOC115264539|XP_029724148.1|AEAL	LOC120774372|XP_039959901.1|BTRY
OG0004279	LOC109399334|XP_019527320.2|AEAL	LOC120768932|XP_039951648.1|BTRY
OG0004280	LOC109405701|XP_029724211.1|AEAL, LOC109399236|XP_029724152.1|AEAL	LOC120774500|XP_039960105.1|BTRY, LOC120774501|XP_039960114.1|BTRY
OG0004281	LOC109401609|XP_019529730.2|AEAL, LOC109398916|XP_019526915.2|AEAL	LOC120771682|XP_039955745.1|BTRY
OG0004282	LOC109398913|XP_029724257.1|AEAL, LOC109401571|XP_019529690.1|AEAL	LOC120771170|XP_039954991.1|BTRY
OG0004283	LOC109401579|XP_019529698.1|AEAL, LOC109398914|XP_019526913.1|AEAL	LOC120771171|XP_039954992.1|BTRY
OG0004284	LOC115264587|XP_029724300.1|AEAL, LOC109431999|XP_029724299.1|AEAL, LOC109431299|XP_019563061.2|AEAL	LOC120777665|XP_039965055.1|BTRY
OG0004285	LOC109432019|XP_019563869.2|AEAL, LOC115264573|XP_029724269.1|AEAL	LOC120767019|XP_039948785.1|BTRY
OG0004286	LOC115264574|XP_029724277.1|AEAL, LOC109431973|XP_019563815.2|AEAL	LOC120778758|XP_039966669.1|BTRY
OG0004287	LOC109431303|XP_019563064.2|AEAL, LOC109432003|XP_029724295.1|AEAL, LOC115264575|XP_029724279.1|AEAL	LOC120777956|XP_039965506.1|BTRY
OG0004288	LOC109431318|XP_029724292.1|AEAL, LOC115264576|XP_029724280.1|AEAL, LOC109407711|XP_019536409.1|AEAL	LOC120777584|XP_039964933.1|BTRY
OG0004289	LOC109420097|XP_029724381.1|AEAL, LOC109409392|XP_029724377.1|AEAL	LOC120776776|XP_039963685.1|BTRY
OG0004290	LOC115264664|XP_029724470.1|AEAL, LOC109415896|XP_029716602.1|AEAL, LOC115264640|XP_029724399.1|AEAL	LOC120772742|XP_039957436.1|BTRY
OG0004291	LOC115264688|XP_029724531.1|AEAL, LOC109401549|XP_029724517.1|AEAL, LOC109402894|XP_019531174.1|AEAL	LOC120772924|XP_039957758.1|BTRY
OG0004292	LOC115264678|XP_029724514.1|AEAL, LOC109401541|XP_029724477.1|AEAL, LOC115264690|XP_029724533.1|AEAL	LOC120776824|XP_039963778.1|BTRY
OG0004293	LOC109401550|XP_029724508.1|AEAL, LOC109402893|XP_029724536.1|AEAL, LOC115253686|XP_029724479.1|AEAL	LOC120779188|XP_039967384.1|BTRY
OG0004294	LOC109402895|XP_029724489.1|AEAL, LOC109411821|XP_029724500.1|AEAL, LOC115253721|XP_029724545.1|AEAL	LOC120777931|XP_039965447.1|BTRY
OG0004295	LOC115264671|XP_029724492.1|AEAL, LOC109402885|XP_029724551.1|AEAL	LOC120778000|XP_039965593.1|BTRY
OG0004296	LOC115264784|XP_029724658.1|AEAL, LOC109402897|XP_029724495.1|AEAL, LOC109411830|XP_029724650.1|AEAL	LOC120777341|XP_039964527.1|BTRY
OG0004297	LOC109422249|XP_019552408.1|AEAL, LOC109621771|XP_019931449.1|AEAL	LOC120772053|XP_039956364.1|BTRY
OG0004298	LOC115264696|XP_029724560.1|AEAL, LOC109422261|XP_019552420.2|AEAL	LOC120772525|XP_039957123.1|BTRY
OG0004299	LOC109422269|XP_029716618.1|AEAL, LOC115259956|XP_029716614.1|AEAL	LOC120772369|XP_039956872.1|BTRY
OG0004300	LOC109403273|XP_019531622.1|AEAL, LOC115257427|XP_029712869.1|AEAL, LOC109418814|XP_019548586.1|AEAL	LOC120771365|XP_039955258.1|BTRY
OG0004301	LOC109418813|XP_019548585.2|AEAL, LOC109403267|XP_019531607.2|AEAL	LOC120776821|XP_039963775.1|BTRY
OG0004302	LOC109405820|XP_029713860.1|AEAL, LOC109418843|XP_019548623.2|AEAL	LOC120770944|XP_039954589.1|BTRY
OG0004303	LOC109420300|XP_029713114.1|AEAL, LOC109420330|XP_029713105.1|AEAL	LOC120770381|XP_039953735.1|BTRY
OG0004304	LOC109420331|XP_029712781.1|AEAL, LOC109401674|XP_029713549.1|AEAL	LOC120770839|XP_039954367.1|BTRY
OG0004305	LOC109401632|XP_029713294.1|AEAL, LOC115257360|XP_029712706.1|AEAL	LOC120771821|XP_039955974.1|BTRY
OG0004306	LOC109402271|XP_019530466.2|AEAL, LOC109433177|XP_029712907.1|AEAL, LOC115257895|XP_029713737.1|AEAL	LOC120770581|XP_039954095.1|BTRY
OG0004307	LOC109433168|XP_029712910.1|AEAL, LOC109402264|XP_029713704.1|AEAL	LOC120771086|XP_039954845.1|BTRY
OG0004308	LOC115257779|XP_029713594.1|AEAL, LOC109402280|XP_029713589.1|AEAL, LOC109433180|XP_019565131.1|AEAL	LOC120770899|XP_039954501.1|BTRY
OG0004309	LOC109403475|XP_019531850.1|AEAL, LOC109400009|XP_019528021.1|AEAL	LOC120776841|XP_039963801.1|BTRY
OG0004310	LOC109424498|XP_029708332.1|AEAL	LOC120770827|XP_039954346.1|BTRY
OG0004311	LOC109422398|XP_019552721.2|AEAL	LOC120777897|XP_039965402.1|BTRY
OG0004312	LOC109422395|XP_019552717.1|AEAL, LOC109424491|XP_019555195.2|AEAL	LOC120771089|XP_039954849.1|BTRY
OG0004313	LOC109422393|XP_029733169.1|AEAL, LOC109424490|XP_029719557.1|AEAL	LOC120770426|XP_039953810.1|BTRY
OG0004314	LOC109422375|XP_029729565.1|AEAL	LOC120770018|XP_039953048.1|BTRY
OG0004315	LOC109422372|XP_019552665.1|AEAL, LOC109424464|XP_019555143.1|AEAL	LOC120772081|XP_039956412.1|BTRY
OG0004316	LOC109422371|XP_029729575.1|AEAL, LOC109424465|XP_029716860.1|AEAL	LOC120770946|XP_039954593.1|BTRY
OG0004317	LOC109422364|XP_029729578.1|AEAL, LOC109424460|XP_029716838.1|AEAL	LOC120772564|XP_039957185.1|BTRY
OG0004319	LOC109422333|XP_019552566.2|AEAL	LOC120771768|XP_039955888.1|BTRY
OG0004320	LOC109424458|XP_019555135.2|AEAL, LOC109422362|XP_029716858.1|AEAL	LOC120770554|XP_039954061.1|BTRY
OG0004321	LOC109418701|XP_019548476.2|AEAL, LOC109415943|XP_019545447.2|AEAL	LOC120768911|XP_039951612.1|BTRY
OG0004322	LOC109415941|XP_019545444.2|AEAL	LOC120766483|XP_039947960.1|BTRY
OG0004323	LOC109412921|XP_019542113.1|AEAL, LOC109418690|XP_029716790.1|AEAL	LOC120774028|XP_039959258.1|BTRY
OG0004324	LOC109412922|XP_019542116.2|AEAL, LOC109418691|XP_019548456.2|AEAL	LOC120769562|XP_039952550.1|BTRY
OG0004325	LOC109418686|XP_019548442.2|AEAL, LOC109412912|XP_019542108.2|AEAL	LOC120772609|XP_039957258.1|BTRY
OG0004326	LOC109418674|XP_029719584.1|AEAL, LOC109414804|XP_029729563.1|AEAL	LOC120772728|XP_039957423.1|BTRY
OG0004327	LOC109405258|XP_019533835.1|AEAL	LOC120774885|XP_039960675.1|BTRY
OG0004328	LOC109405249|XP_019533832.1|AEAL	LOC120774981|XP_039960818.1|BTRY
OG0004329	LOC109410095|XP_029713119.1|AEAL, LOC109418595|XP_029712748.1|AEAL	LOC120771130|XP_039954920.1|BTRY
OG0004330	LOC109418576|XP_019548332.2|AEAL	LOC120772468|XP_039957040.1|BTRY
OG0004331	LOC109418567|XP_019548319.2|AEAL	LOC120770072|XP_039953135.1|BTRY
OG0004332	LOC109413116|XP_019542378.2|AEAL	LOC120768961|XP_039951688.1|BTRY
OG0004333	LOC109413104|XP_019542357.2|AEAL, LOC115253990|XP_029712760.1|AEAL, LOC109418539|XP_019548290.2|AEAL	LOC120767900|XP_039950179.1|BTRY
OG0004334	LOC115257602|XP_029713262.1|AEAL, LOC109413094|XP_029713107.1|AEAL	LOC120769141|XP_039951947.1|BTRY
OG0004335	LOC109413092|XP_029713252.1|AEAL, LOC109418534|XP_019548279.2|AEAL	LOC120771060|XP_039954800.1|BTRY
OG0004336	LOC109413089|XP_019542330.2|AEAL, LOC115257444|XP_029712894.1|AEAL	LOC120772604|XP_039957252.1|BTRY
OG0004337	LOC109418514|XP_029713278.1|AEAL, LOC109413087|XP_019542325.2|AEAL	LOC120767441|XP_039949438.1|BTRY
OG0004338	LOC109413081|XP_029713090.1|AEAL, LOC115253778|XP_029713430.1|AEAL, LOC115257693|XP_029713421.1|AEAL	LOC120772097|XP_039956437.1|BTRY
OG0004339	LOC109418506|XP_019548254.1|AEAL, LOC109413079|XP_019542292.2|AEAL	LOC120770524|XP_039954001.1|BTRY
OG0004340	LOC109418505|XP_019548253.2|AEAL, LOC109413078|XP_019542291.2|AEAL	LOC120770523|XP_039953999.1|BTRY
OG0004341	LOC109413070|XP_029713418.1|AEAL	LOC120770019|XP_039953051.1|BTRY
OG0004342	LOC109418486|XP_019548235.2|AEAL	LOC120771802|XP_039955938.1|BTRY
OG0004343	LOC109621516|XP_029712725.1|AEAL	LOC120770895|XP_039954495.1|BTRY
OG0004344	LOC109398506|XP_029721520.1|AEAL, LOC109417365|XP_029713261.1|AEAL	LOC120771908|XP_039956125.1|BTRY
OG0004345	LOC109431048|XP_029721522.1|AEAL, LOC109407799|XP_019536504.2|AEAL	LOC120772179|XP_039956561.1|BTRY
OG0004346	LOC109431029|XP_029719456.1|AEAL, LOC115262774|XP_029721507.1|AEAL	LOC120771602|XP_039955616.1|BTRY
OG0004347	LOC109431042|XP_029721502.1|AEAL	LOC120771408|XP_039955316.1|BTRY
OG0004348	LOC109431061|XP_019562742.2|AEAL, LOC109433407|XP_029721480.1|AEAL	LOC120772844|XP_039957593.1|BTRY
OG0004349	LOC109433031|XP_029708337.1|AEAL, LOC109425809|XP_029721454.1|AEAL	LOC120771131|XP_039954921.1|BTRY
OG0004350	LOC109433228|XP_029720861.1|AEAL, LOC109425687|XP_029730481.1|AEAL, LOC115259643|XP_029716279.1|AEAL, LOC115262760|XP_029721447.1|AEAL	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY
OG0004351	LOC109413546|XP_029721413.1|AEAL, LOC109425656|XP_029721419.1|AEAL	LOC120770338|XP_039953667.1|BTRY
OG0004352	LOC109407902|XP_019536629.2|AEAL, LOC109413553|XP_019542781.2|AEAL	LOC120768792|XP_039951485.1|BTRY
OG0004353	LOC115253717|XP_029721409.1|AEAL, LOC109407901|XP_029721429.1|AEAL	LOC120782450|XP_039970672.1|BTRY
OG0004354	LOC109413556|XP_019542787.1|AEAL, LOC109407906|XP_029716865.1|AEAL, LOC115262757|XP_029721432.1|AEAL	LOC120769903|XP_039952970.1|BTRY
OG0004355	LOC109401254|XP_019529267.2|AEAL	LOC120768803|XP_039951492.1|BTRY
OG0004356	LOC109413586|XP_029715512.1|AEAL, LOC109401260|XP_029721393.1|AEAL	LOC120770322|XP_039953639.1|BTRY
OG0004357	LOC109413612|XP_029721382.1|AEAL, LOC109401274|XP_029721572.1|AEAL	LOC120772646|XP_039957306.1|BTRY
OG0004358	LOC115262721|XP_029721271.1|AEAL, LOC109401245|XP_029721381.1|AEAL	LOC120772407|XP_039956937.1|BTRY
OG0004359	LOC109413626|XP_029721351.1|AEAL, LOC109401264|XP_029721266.1|AEAL	LOC120773084|XP_039957972.1|BTRY
OG0004360	LOC109401244|XP_019529257.2|AEAL, LOC115262714|XP_029721262.1|AEAL, LOC115262706|XP_029721241.1|AEAL, LOC109623317|XP_019933392.2|AEAL	LOC120776823|XP_039963777.1|BTRY
OG0004361	LOC109623311|XP_019933384.2|AEAL, LOC115262699|XP_029721220.1|AEAL, LOC109401316|XP_019529365.2|AEAL	LOC120782678|XP_039971000.1|BTRY
OG0004362	LOC109623308|XP_019933379.2|AEAL, LOC115262594|XP_029720852.1|AEAL, LOC109401195|XP_019529215.2|AEAL	LOC120778454|XP_039966183.1|BTRY
OG0004363	LOC109401294|XP_019529337.2|AEAL, LOC109623302|XP_019933367.2|AEAL, LOC115262712|XP_029721257.1|AEAL	LOC120775507|XP_039961649.1|BTRY
OG0004364	LOC109623290|XP_019933349.2|AEAL, LOC109401196|XP_019529216.2|AEAL	LOC120770304|XP_039953605.1|BTRY
OG0004365	LOC109401307|XP_019529355.2|AEAL, LOC109623270|XP_019933327.2|AEAL	LOC120770931|XP_039954570.1|BTRY
OG0004366	LOC109401171|XP_019529196.2|AEAL	LOC120768933|XP_039951649.1|BTRY
OG0004367	LOC109401170|XP_019529195.2|AEAL	LOC120776670|XP_039963478.1|BTRY
OG0004368	LOC109413631|XP_019542890.2|AEAL, LOC109426881|XP_019557986.2|AEAL	LOC120778704|XP_039966598.1|BTRY
OG0004369	LOC109623365|XP_029721176.1|AEAL, LOC115262804|XP_029721556.1|AEAL	LOC120772428|XP_039956974.1|BTRY
OG0004370	LOC109426927|XP_019558034.2|AEAL	LOC120771186|XP_039955011.1|BTRY
OG0004371	LOC109623344|XP_019933445.2|AEAL, LOC109426940|XP_019558052.2|AEAL	LOC120770493|XP_039953947.1|BTRY
OG0004372	LOC109426942|XP_029711985.1|AEAL, LOC109623345|XP_029721151.1|AEAL	LOC120771080|XP_039954835.1|BTRY
OG0004373	LOC109427036|XP_029720832.1|AEAL	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY
OG0004374	LOC115262655|XP_029721058.1|AEAL, LOC109424724|XP_029721538.1|AEAL	LOC120770728|XP_039954242.1|BTRY
OG0004375	LOC109424717|XP_019555420.2|AEAL	LOC120778942|XP_039966935.1|BTRY
OG0004376	LOC115262650|XP_029721030.1|AEAL, LOC109424672|XP_019555385.2|AEAL	LOC120777940|XP_039965475.1|BTRY
OG0004377	LOC109412040|XP_019541227.2|AEAL	LOC120778475|XP_039966225.1|BTRY
OG0004378	LOC109424624|XP_029721018.1|AEAL	LOC120770968|XP_039954633.1|BTRY
OG0004379	LOC109412057|XP_019541247.1|AEAL	LOC120770379|XP_039953733.1|BTRY
OG0004380	LOC109421945|XP_019552128.1|AEAL, LOC109408610|XP_019537481.2|AEAL	LOC120772384|XP_039956908.1|BTRY
OG0004381	LOC109421941|XP_019552122.2|AEAL	LOC120776797|XP_039963724.1|BTRY
OG0004382	LOC109421918|XP_019552043.2|AEAL, LOC109432635|XP_029721002.1|AEAL	LOC120770651|XP_039954181.1|BTRY
OG0004383	LOC109421916|XP_029721005.1|AEAL, LOC109432717|XP_019564647.2|AEAL	LOC120772684|XP_039957355.1|BTRY
OG0004384	LOC109421917|XP_019552042.2|AEAL, LOC109432652|XP_019564560.2|AEAL	LOC120770971|XP_039954640.1|BTRY
OG0004386	LOC109421901|XP_029730706.1|AEAL, LOC115267702|XP_029730713.1|AEAL	LOC120771907|XP_039956124.1|BTRY
OG0004387	LOC109408779|XP_019537710.2|AEAL, LOC109432665|XP_029730729.1|AEAL	LOC120776356|XP_039962847.1|BTRY
OG0004388	LOC109408775|XP_029730724.1|AEAL, LOC109408774|XP_029730737.1|AEAL, LOC109432710|XP_029730740.1|AEAL	LOC120772546|XP_039957161.1|BTRY
OG0004389	LOC109408773|XP_029730756.1|AEAL, LOC109432681|XP_029730735.1|AEAL	LOC120770496|XP_039953953.1|BTRY
OG0004390	LOC109408802|XP_029729301.1|AEAL, LOC109408804|XP_029730773.1|AEAL	LOC120779186|XP_039967382.1|BTRY
OG0004391	LOC109408797|XP_029731969.1|AEAL	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY
OG0004392	LOC109408724|XP_029730812.1|AEAL, LOC109428932|XP_029714034.1|AEAL	LOC120777073|XP_039964134.1|BTRY
OG0004393	LOC109408720|XP_029730819.1|AEAL	LOC120771663|XP_039955712.1|BTRY
OG0004394	LOC109408712|XP_019537620.2|AEAL, LOC109428919|XP_029730824.1|AEAL	LOC120772522|XP_039957119.1|BTRY
OG0004395	LOC109414910|XP_019544304.1|AEAL, LOC109428906|XP_029730833.1|AEAL	LOC120770734|XP_039954257.1|BTRY
OG0004396	LOC109428905|XP_019560290.1|AEAL	LOC120771149|XP_039954951.1|BTRY
OG0004397	LOC109414907|XP_019544301.1|AEAL	LOC120772001|XP_039956291.1|BTRY
OG0004398	LOC109414924|XP_029715552.1|AEAL	LOC120772002|XP_039956292.1|BTRY
OG0004399	LOC109414902|XP_019544293.2|AEAL	LOC120771004|XP_039954698.1|BTRY
OG0004400	LOC109414895|XP_019544284.2|AEAL	LOC120772562|XP_039957183.1|BTRY
OG0004401	LOC109428885|XP_029730895.1|AEAL	LOC120772036|XP_039956341.1|BTRY
OG0004402	LOC109416887|XP_019546528.2|AEAL	LOC120771639|XP_039955673.1|BTRY
OG0004403	LOC109411435|XP_029730852.1|AEAL, LOC109428863|XP_029714137.1|AEAL	LOC120770090|XP_039953173.1|BTRY
OG0004404	LOC109428854|XP_019560230.2|AEAL, LOC115267759|XP_029730858.1|AEAL	LOC120772835|XP_039957578.1|BTRY
OG0004405	LOC109428850|XP_029731977.1|AEAL, LOC115262973|XP_029721775.1|AEAL, LOC115267766|XP_029730879.1|AEAL	LOC120777672|XP_039965065.1|BTRY
OG0004406	LOC115267811|XP_029731034.1|AEAL	LOC120776618|XP_039963347.1|BTRY
OG0004407	LOC109397002|XP_029730682.1|AEAL, LOC109432250|XP_029731033.1|AEAL	LOC120771447|XP_039955387.1|BTRY
OG0004408	LOC115260975|XP_029718203.1|AEAL, LOC109432267|XP_019564145.2|AEAL	LOC120778708|XP_039966603.1|BTRY
OG0004409	LOC109397081|XP_029730986.1|AEAL, LOC109432288|XP_029730908.1|AEAL	LOC120779735|XP_039968044.1|BTRY
OG0004410	LOC109397034|XP_029730956.1|AEAL, LOC109409848|XP_019538879.2|AEAL	LOC120769988|XP_039953003.1|BTRY
OG0004411	LOC109397047|XP_019524913.2|AEAL, LOC115260033|XP_029716727.1|AEAL	LOC120776916|XP_039963921.1|BTRY
OG0004412	LOC109397121|XP_029730931.1|AEAL, LOC115267794|XP_029730954.1|AEAL	LOC120776914|XP_039963918.1|BTRY
OG0004413	LOC109409855|XP_029730919.1|AEAL, LOC115267792|XP_029730950.1|AEAL	LOC120772134|XP_039956486.1|BTRY
OG0004414	LOC115267815|XP_029731054.1|AEAL, LOC109409861|XP_029730941.1|AEAL	LOC120771140|XP_039954942.1|BTRY
OG0004415	LOC109399100|XP_019527085.2|AEAL	LOC120770255|XP_039953492.1|BTRY
OG0004416	LOC109399103|XP_019527092.1|AEAL, LOC109409916|XP_029731073.1|AEAL	LOC120771085|XP_039954844.1|BTRY
OG0004417	LOC115267819|XP_029731071.1|AEAL, LOC109409917|XP_019538983.2|AEAL	LOC120782286|XP_039970423.1|BTRY
