Orthogroup	AEAL.longest_only	DHYD.longest_only
OG0003048	LOC109409590|XP_029732487.1|AEAL, LOC109430464|XP_029732604.1|AEAL	LOC111601200|XP_023173457.1|DHYD
OG0003049	LOC109405766|XP_029732586.1|AEAL, LOC109430495|XP_019562105.1|AEAL	LOC111598317|XP_023169281.1|DHYD
OG0003050	LOC109399319|XP_019527303.2|AEAL	LOC111595611|XP_030078686.1|DHYD
OG0003051	LOC109622069|XP_019931852.2|AEAL, LOC109413925|XP_019543201.2|AEAL	LOC111597384|XP_023167814.2|DHYD
OG0003052	LOC109405050|XP_029712023.1|AEAL, LOC109622061|XP_029734335.1|AEAL, LOC115254232|XP_029734042.1|AEAL	LOC111599588|XP_023171030.2|DHYD
OG0003053	LOC109416440|XP_019546045.2|AEAL, LOC109622371|XP_029729812.1|AEAL, LOC115258213|XP_029714160.1|AEAL	LOC111602715|XP_023175727.1|DHYD
OG0003054	LOC109416447|XP_029734402.1|AEAL, LOC109416435|XP_029729798.1|AEAL	LOC111602734|XP_023175748.2|DHYD
OG0003055	LOC109419338|XP_029734767.1|AEAL, LOC109408461|XP_029734763.1|AEAL	LOC111605570|XP_023179916.2|DHYD
OG0003056	LOC109408449|XP_029735147.1|AEAL	LOC111600225|XP_023172019.1|DHYD
OG0003057	LOC109419388|XP_019549166.2|AEAL	LOC111593403|XP_023161896.2|DHYD
OG0003058	LOC115254638|XP_029708114.1|AEAL, LOC109401056|XP_029735331.1|AEAL	LOC111592747|XP_023160915.2|DHYD
OG0003059	LOC115261751|XP_029719494.1|AEAL, LOC115270237|XP_029735365.1|AEAL, LOC109401047|XP_029735397.1|AEAL, LOC109408424|XP_029735354.1|AEAL	LOC111598418|XP_023169464.2|DHYD
OG0003060	LOC115270295|XP_029735522.1|AEAL, LOC109401041|XP_019529064.1|AEAL, LOC109408507|XP_019537382.2|AEAL	LOC111600019|XP_023171696.2|DHYD
OG0003061	LOC109416429|XP_019546032.2|AEAL, LOC115266125|XP_029727955.1|AEAL, LOC115266122|XP_029727952.1|AEAL	LOC111598463|XP_023169491.1|DHYD
OG0003062	LOC109416413|XP_019546023.2|AEAL, LOC109424020|XP_029727761.1|AEAL	LOC111600748|XP_023172795.2|DHYD, LOC115483777|XP_030081879.1|DHYD
OG0003063	LOC109423975|XP_029727793.1|AEAL, LOC109416407|XP_029727751.1|AEAL	LOC111596651|XP_023166717.2|DHYD
OG0003064	LOC109404400|XP_029727829.1|AEAL, LOC109431914|XP_019563765.2|AEAL, LOC115266062|XP_029727782.1|AEAL	LOC111594643|XP_023163844.1|DHYD
OG0003065	LOC109431857|XP_019563660.2|AEAL	LOC111594724|XP_023163923.1|DHYD
OG0003066	LOC109422756|XP_029727921.1|AEAL, LOC109431878|XP_029727880.1|AEAL	LOC111605450|XP_023179734.1|DHYD, LOC115483098|XP_030080067.1|DHYD
OG0003067	LOC109431861|XP_029727926.1|AEAL, LOC109422735|XP_029727912.1|AEAL	LOC111604586|XP_023178461.2|DHYD
OG0003068	LOC109422557|XP_029727965.1|AEAL, LOC109412332|XP_029727973.1|AEAL, LOC115264862|XP_029724757.1|AEAL	LOC111592014|XP_023159772.1|DHYD, LOC111592041|XP_023159805.1|DHYD
OG0003069	LOC115266182|XP_029728010.1|AEAL, LOC109401128|XP_029736386.1|AEAL, LOC109422687|XP_029727937.1|AEAL	LOC111597120|XP_023167448.2|DHYD
OG0003070	LOC115269024|XP_029733168.1|AEAL, LOC109401127|XP_029727944.1|AEAL, LOC109422678|XP_029736390.1|AEAL	LOC115483010|XP_030079560.1|DHYD, LOC111600394|XP_030081054.1|DHYD
OG0003071	LOC109402842|XP_029736412.1|AEAL, LOC115260159|XP_029716925.1|AEAL	LOC111601044|XP_023173226.2|DHYD
OG0003072	LOC109422651|XP_019553042.2|AEAL, LOC109402832|XP_029736416.1|AEAL	LOC111599687|XP_023171160.2|DHYD
OG0003073	LOC115254042|XP_029716866.1|AEAL, LOC109402807|XP_029736419.1|AEAL	LOC111599656|XP_023171109.1|DHYD
OG0003074	LOC115271077|XP_029736375.1|AEAL, LOC115265119|XP_029725213.1|AEAL, LOC109422630|XP_029736441.1|AEAL, LOC109402802|XP_029725217.1|AEAL	LOC111603937|XP_023177534.2|DHYD
OG0003075	LOC109402816|XP_029712184.1|AEAL, LOC115259223|XP_029715611.1|AEAL, LOC109422598|XP_029712235.1|AEAL	LOC111598544|XP_023169604.2|DHYD
OG0003076	LOC109406132|XP_029718420.1|AEAL, LOC109401764|XP_019529900.2|AEAL	LOC111599826|XP_023171385.2|DHYD
OG0003077	LOC109398951|XP_029724781.1|AEAL, LOC109403710|XP_029718544.1|AEAL, LOC115261297|XP_029718553.1|AEAL	LOC111601330|XP_030081625.1|DHYD
OG0003078	LOC109415058|XP_029718622.1|AEAL, LOC115261340|XP_029718649.1|AEAL	LOC111595225|XP_023164617.2|DHYD
OG0003079	LOC109415069|XP_029718659.1|AEAL	LOC111593341|XP_030078722.1|DHYD
OG0003080	LOC109414133|XP_029718683.1|AEAL, LOC115255903|XP_029709953.1|AEAL	LOC111603012|XP_023176186.1|DHYD
OG0003081	LOC109414144|XP_019543463.2|AEAL, LOC115255901|XP_029709950.1|AEAL	LOC111603000|XP_023176166.1|DHYD
OG0003082	LOC109414138|XP_029718684.1|AEAL	LOC111600280|XP_023172097.2|DHYD
OG0003083	LOC109398883|XP_029716800.1|AEAL, LOC109429229|XP_029718733.1|AEAL	LOC111602998|XP_023176162.2|DHYD
OG0003084	LOC109398831|XP_029718654.1|AEAL, LOC115261364|XP_029718749.1|AEAL	LOC111603603|XP_030080710.1|DHYD
OG0003085	LOC109429211|XP_029718755.1|AEAL, LOC109398783|XP_029718657.1|AEAL	LOC111603628|XP_023177064.2|DHYD
OG0003086	LOC115269335|XP_029733840.1|AEAL, LOC115261615|XP_029719376.1|AEAL, LOC109398792|XP_029718757.1|AEAL	LOC111593318|XP_030078706.1|DHYD
OG0003087	LOC109398819|XP_029718810.1|AEAL, LOC109429189|XP_029718771.1|AEAL	LOC111604446|XP_030080030.1|DHYD
OG0003088	LOC109429115|XP_019560507.1|AEAL, LOC115261469|XP_029719015.1|AEAL	LOC111593620|XP_023162257.1|DHYD
OG0003089	LOC109429106|XP_019560493.2|AEAL	LOC111602641|XP_023175571.2|DHYD
OG0003090	LOC109429096|XP_019560481.2|AEAL, LOC115253804|XP_029719004.1|AEAL	LOC111595237|XP_023164642.2|DHYD
OG0003091	LOC109427221|XP_019558276.2|AEAL, LOC115261471|XP_029719020.1|AEAL	LOC111601304|XP_023173587.2|DHYD
OG0003092	LOC115261158|XP_029718374.1|AEAL, LOC109427222|XP_019558277.1|AEAL, LOC115261447|XP_029718977.1|AEAL	LOC111593324|XP_023161801.2|DHYD
OG0003093	LOC109411627|XP_019540732.1|AEAL, LOC115261413|XP_029718898.1|AEAL, LOC109427261|XP_019558338.2|AEAL	LOC111595633|XP_023165210.1|DHYD
OG0003094	LOC115260376|XP_029717198.1|AEAL, LOC109411636|XP_029717195.1|AEAL, LOC109428132|XP_029717148.1|AEAL, LOC115261433|XP_029718946.1|AEAL	LOC111593469|XP_023161999.1|DHYD
OG0003095	LOC109406880|XP_019535433.2|AEAL	LOC111603352|XP_023176666.2|DHYD
OG0003096	LOC109404504|XP_029719033.1|AEAL, LOC115261509|XP_029719107.1|AEAL	LOC111593566|XP_023162196.2|DHYD
OG0003097	LOC109406301|XP_029719121.1|AEAL, LOC109404470|XP_029719027.1|AEAL, LOC115254076|XP_029719062.1|AEAL	LOC111592494|XP_023160484.2|DHYD
OG0003098	LOC115261523|XP_029719199.1|AEAL, LOC109416160|XP_019545678.1|AEAL, LOC109404975|XP_019533504.1|AEAL, LOC115261539|XP_029719243.1|AEAL	LOC111596780|XP_023166901.1|DHYD
OG0003099	LOC115261552|XP_029719267.1|AEAL, LOC109432847|XP_029719296.1|AEAL	LOC111602958|XP_023176098.1|DHYD
OG0003100	LOC115271118|XP_029736462.1|AEAL, LOC115268934|XP_029733000.1|AEAL, LOC109419441|XP_029733001.1|AEAL, LOC109416703|XP_019546309.2|AEAL	LOC111598126|XP_023168954.1|DHYD
OG0003101	LOC109411960|XP_029730099.1|AEAL, LOC109417146|XP_029730102.1|AEAL	LOC111604646|XP_023178560.2|DHYD
OG0003102	LOC109417150|XP_019546821.2|AEAL	LOC111593314|XP_023161778.1|DHYD
OG0003103	LOC109417153|XP_029730108.1|AEAL	LOC111593609|XP_030078672.1|DHYD
OG0003104	LOC115253431|XP_029734044.1|AEAL, LOC109428748|XP_029734029.1|AEAL, LOC109424547|XP_029733410.1|AEAL	LOC111592292|XP_023160163.2|DHYD
OG0003105	LOC115253471|XP_029734026.1|AEAL, LOC109428751|XP_029733411.1|AEAL, LOC115269432|XP_029734049.1|AEAL	LOC111605321|XP_023179553.1|DHYD
OG0003106	LOC115269396|XP_029733934.1|AEAL, LOC115255858|XP_029709904.1|AEAL, LOC109428811|XP_029733926.1|AEAL	LOC115483804|XP_030081984.1|DHYD
OG0003107	LOC109428780|XP_019560170.2|AEAL, LOC109397745|XP_029733995.1|AEAL, LOC115253889|XP_029718208.1|AEAL	LOC111603014|XP_030079694.1|DHYD, LOC115483037|XP_030079691.1|DHYD
OG0003108	LOC115257227|XP_029712525.1|AEAL, LOC109397767|XP_029718207.1|AEAL, LOC109428788|XP_029733989.1|AEAL, LOC115269406|XP_029733946.1|AEAL	LOC111599446|XP_023170869.2|DHYD
OG0003109	LOC115254229|XP_029733942.1|AEAL, LOC109397781|XP_029718209.1|AEAL, LOC109428784|XP_029733991.1|AEAL	LOC111594989|XP_023164257.1|DHYD
OG0003111	LOC109405485|XP_019534121.2|AEAL	LOC111594251|XP_023163232.1|DHYD
OG0003112	LOC109399345|XP_019527329.1|AEAL, LOC109405627|XP_029724162.1|AEAL	LOC111602975|XP_023176133.1|DHYD
OG0003114	LOC109398915|XP_029724253.1|AEAL, LOC109401589|XP_029724217.1|AEAL	LOC111597074|XP_023167372.2|DHYD
OG0003115	LOC115264566|XP_029724258.1|AEAL, LOC109398923|XP_029724215.1|AEAL, LOC109432017|XP_029712563.1|AEAL	LOC111597123|XP_023167450.2|DHYD
OG0003116	LOC109432005|XP_029724260.1|AEAL	LOC111597042|XP_023167324.1|DHYD
OG0003117	LOC109431316|XP_019563080.1|AEAL, LOC115254128|XP_029724301.1|AEAL, LOC109432018|XP_019563868.1|AEAL	LOC111599413|XP_023170829.1|DHYD
OG0003118	LOC115264580|XP_029724293.1|AEAL, LOC109431971|XP_029724296.1|AEAL, LOC115264721|XP_029724602.1|AEAL	LOC111592780|XP_023160951.2|DHYD
OG0003119	LOC109431291|XP_019563050.2|AEAL, LOC109407710|XP_019536408.2|AEAL, LOC115258247|XP_029714176.1|AEAL	LOC111592769|XP_023160939.2|DHYD
OG0003120	LOC109431233|XP_029724333.1|AEAL, LOC109420153|XP_029724383.1|AEAL	LOC111593723|XP_030081417.1|DHYD
OG0003121	LOC115253851|XP_029724460.1|AEAL, LOC109412636|XP_029724401.1|AEAL	LOC111605398|XP_023179669.2|DHYD
OG0003122	LOC115264689|XP_029724532.1|AEAL, LOC109401533|XP_019529647.1|AEAL, LOC109402878|XP_029724516.1|AEAL	LOC111597061|XP_023167355.1|DHYD
OG0003123	LOC109411829|XP_019540988.2|AEAL, LOC115264673|XP_029724496.1|AEAL, LOC109402892|XP_029724558.1|AEAL	LOC111604408|XP_023178232.1|DHYD
OG0003124	LOC109418759|XP_019548531.1|AEAL	LOC111599708|XP_023171207.1|DHYD
OG0003125	LOC115257497|XP_029713007.1|AEAL, LOC115257814|XP_029713628.1|AEAL, LOC109418806|XP_029713002.1|AEAL	LOC111603324|XP_030080928.1|DHYD
OG0003126	LOC109405805|XP_029713570.1|AEAL	LOC111601215|XP_030078579.1|DHYD
OG0003127	LOC109418819|XP_019548593.1|AEAL	LOC111601260|XP_023173534.1|DHYD
OG0003128	LOC109418830|XP_019548610.2|AEAL	LOC111604687|XP_023178623.2|DHYD
OG0003129	LOC109405813|XP_029713863.1|AEAL, LOC109418842|XP_029712917.1|AEAL	LOC111597914|XP_023168623.1|DHYD
OG0003130	LOC109401666|XP_019529790.2|AEAL, LOC109418848|XP_019548631.1|AEAL, LOC115268668|XP_029732640.1|AEAL	LOC111593504|XP_023162055.2|DHYD
OG0003131	LOC109401678|XP_019529810.2|AEAL, LOC109420336|XP_019550201.2|AEAL	LOC111605283|XP_023179495.2|DHYD
OG0003132	LOC109420376|XP_029712921.1|AEAL, LOC115260235|XP_029717021.1|AEAL, LOC115260240|XP_029717028.1|AEAL	LOC111599884|XP_023171475.1|DHYD
OG0003133	LOC109402337|XP_019530549.1|AEAL, LOC115271038|XP_029736323.1|AEAL	LOC111600079|XP_023171787.1|DHYD
OG0003134	LOC109402332|XP_019530543.2|AEAL	LOC111599683|XP_023171156.2|DHYD
OG0003135	LOC109413566|XP_019542797.2|AEAL	LOC111592276|XP_023160144.1|DHYD
OG0003136	LOC115255686|XP_029709647.1|AEAL, LOC109433206|XP_029713160.1|AEAL, LOC109402290|XP_029713044.1|AEAL	LOC111596873|XP_023167087.2|DHYD
OG0003137	LOC115257623|XP_029713304.1|AEAL, LOC109433170|XP_019565110.1|AEAL, LOC109402265|XP_019530459.1|AEAL	LOC111592129|XP_023159933.1|DHYD
OG0003138	LOC109402277|XP_029713038.1|AEAL, LOC115257440|XP_029712884.1|AEAL, LOC109433178|XP_029713727.1|AEAL	LOC111600087|XP_023171795.2|DHYD
OG0003139	LOC115257454|XP_029712911.1|AEAL, LOC115257479|XP_029712965.1|AEAL, LOC109403413|XP_029712879.1|AEAL	LOC111597311|XP_023167705.2|DHYD
OG0003140	LOC109403397|XP_019531767.1|AEAL, LOC115257388|XP_029712785.1|AEAL, LOC115260806|XP_029717967.1|AEAL	LOC111593980|XP_023162842.2|DHYD, LOC115482820|XP_030078843.1|DHYD
OG0003141	LOC109422443|XP_019552776.2|AEAL, LOC115257748|XP_029713525.1|AEAL, LOC109400003|XP_019528009.2|AEAL	LOC111597939|XP_023168663.1|DHYD
OG0003142	LOC109417180|XP_029713532.1|AEAL, LOC109422440|XP_029713517.1|AEAL, LOC109422425|XP_029713377.1|AEAL	LOC111592529|XP_023160555.2|DHYD
OG0003143	LOC109424485|XP_019555177.2|AEAL	LOC111599790|XP_023171333.2|DHYD, LOC111597390|XP_023167822.2|DHYD
OG0003144	LOC109422342|XP_029708206.1|AEAL, LOC115253760|XP_029708174.1|AEAL	LOC111600095|XP_023171803.2|DHYD
OG0003145	LOC115254695|XP_029708223.1|AEAL, LOC109422349|XP_019552618.2|AEAL	LOC111596995|XP_023167261.2|DHYD
OG0003146	LOC115268111|XP_029731999.1|AEAL, LOC109418706|XP_029713176.1|AEAL	LOC111603329|XP_023176642.2|DHYD
OG0003147	LOC115257797|XP_029713611.1|AEAL, LOC109412930|XP_029712810.1|AEAL	LOC111604288|XP_023178072.2|DHYD
OG0003148	LOC109418696|XP_019548467.2|AEAL, LOC115257556|XP_029713170.1|AEAL	LOC111605687|XP_023180126.1|DHYD
OG0003149	LOC115257397|XP_029712812.1|AEAL, LOC109418695|XP_029712705.1|AEAL, LOC109412927|XP_029712839.1|AEAL	LOC111605304|XP_023179529.1|DHYD
OG0003150	LOC109418688|XP_029713766.1|AEAL, LOC109412916|XP_029713401.1|AEAL	LOC111599734|XP_023171253.2|DHYD
OG0003151	LOC109418670|XP_019548429.2|AEAL	LOC111595821|XP_023165494.2|DHYD
OG0003152	LOC109418569|XP_019548320.1|AEAL	LOC111597036|XP_023167317.1|DHYD
OG0003153	LOC109418562|XP_019548315.1|AEAL	LOC111602586|XP_023175511.2|DHYD
OG0003154	LOC109413113|XP_029715543.1|AEAL, LOC109418548|XP_019548302.2|AEAL	LOC111602947|XP_023176075.2|DHYD
OG0003155	LOC109413091|XP_029713503.1|AEAL, LOC109418478|XP_029713609.1|AEAL	LOC111597135|XP_023167464.2|DHYD
OG0003156	LOC109418511|XP_029713431.1|AEAL, LOC115253712|XP_029713419.1|AEAL	LOC111595413|XP_023164893.2|DHYD
OG0003157	LOC109418503|XP_029713735.1|AEAL	LOC111599106|XP_023170425.2|DHYD
OG0003158	LOC109398509|XP_019526438.2|AEAL	LOC111594678|XP_023163862.1|DHYD
OG0003159	LOC109411566|XP_019540652.1|AEAL	LOC111593188|XP_023161594.2|DHYD
OG0003160	LOC109411563|XP_019540646.2|AEAL	LOC111593175|XP_023161553.1|DHYD
OG0003161	LOC109407800|XP_019536505.1|AEAL	LOC111600046|XP_023171739.1|DHYD
OG0003162	LOC109433429|XP_019565405.2|AEAL	LOC111597096|XP_023167405.2|DHYD
OG0003163	LOC109401281|XP_019529314.2|AEAL, LOC115259140|XP_029715514.1|AEAL, LOC115262729|XP_029721340.1|AEAL	LOC111605637|XP_023180062.1|DHYD
OG0003164	LOC109413595|XP_019542831.2|AEAL, LOC115262728|XP_029721334.1|AEAL	LOC111604352|XP_023178185.1|DHYD
OG0003165	LOC115262740|XP_029721358.1|AEAL	LOC111599700|XP_023171193.2|DHYD
OG0003166	LOC115262739|XP_029721356.1|AEAL, LOC109401300|XP_019529346.2|AEAL	LOC111601276|XP_023173561.2|DHYD
OG0003167	LOC109401275|XP_019529303.2|AEAL, LOC109623320|XP_029721199.1|AEAL	LOC111597962|XP_023168694.2|DHYD
OG0003168	LOC109623318|XP_019933393.2|AEAL, LOC115262812|XP_029721567.1|AEAL, LOC109401292|XP_029712578.1|AEAL	LOC111604791|XP_023178773.2|DHYD
OG0003169	LOC109401194|XP_019529214.1|AEAL, LOC115268680|XP_029732646.1|AEAL, LOC109623310|XP_019933383.1|AEAL, LOC115262700|XP_029721221.1|AEAL	LOC111594699|XP_023163888.1|DHYD
OG0003170	LOC109623299|XP_029721232.1|AEAL, LOC115253553|XP_029721255.1|AEAL, LOC109401184|XP_029732647.1|AEAL	LOC111599722|XP_023171233.2|DHYD
OG0003171	LOC109401271|XP_019529298.2|AEAL, LOC109623296|XP_029721563.1|AEAL	LOC111597100|XP_023167410.2|DHYD
OG0003172	LOC115259561|XP_029716120.1|AEAL, LOC109623281|XP_029712111.1|AEAL	LOC111602759|XP_023175782.1|DHYD
OG0003173	LOC109426925|XP_019558030.2|AEAL	LOC111604874|XP_023178877.1|DHYD
OG0003174	LOC109621264|XP_019932557.1|AEAL, LOC109404280|XP_029721136.1|AEAL	LOC111603404|XP_023176740.1|DHYD
OG0003175	LOC115262651|XP_029721040.1|AEAL, LOC109397407|XP_029721031.1|AEAL, LOC109412763|XP_029721041.1|AEAL	LOC111597996|XP_023168751.1|DHYD
OG0003176	LOC109424711|XP_029721107.1|AEAL	LOC111599322|XP_023170706.1|DHYD
OG0003177	LOC115253433|XP_029720878.1|AEAL, LOC115262626|XP_029720900.1|AEAL, LOC109424648|XP_029720879.1|AEAL	LOC111598021|XP_023168801.1|DHYD
OG0003178	LOC115262627|XP_029720901.1|AEAL, LOC109412062|XP_029720880.1|AEAL	LOC111599705|XP_023171203.1|DHYD
OG0003179	LOC109421920|XP_019552045.1|AEAL, LOC109432708|XP_019564636.2|AEAL	LOC111597947|XP_023168677.1|DHYD
OG0003180	LOC109421913|XP_029721011.1|AEAL	LOC111592195|XP_023160030.2|DHYD
OG0003181	LOC109432700|XP_019564627.2|AEAL	LOC111597988|XP_023168734.2|DHYD
OG0003182	LOC109432675|XP_029730721.1|AEAL, LOC115267706|XP_029730720.1|AEAL, LOC109401962|XP_029730707.1|AEAL	LOC111597028|XP_023167305.2|DHYD
OG0003183	LOC109432682|XP_029730767.1|AEAL, LOC109408765|XP_029723902.1|AEAL	LOC111599694|XP_023171182.1|DHYD
OG0003184	LOC109408753|XP_019537679.2|AEAL, LOC109432693|XP_019564620.2|AEAL	LOC111592793|XP_023160968.1|DHYD
OG0003185	LOC109428902|XP_019560283.2|AEAL	LOC111597072|XP_023167369.1|DHYD
OG0003186	LOC115261071|XP_029718306.1|AEAL, LOC109428878|XP_019560261.2|AEAL	LOC111599983|XP_030081028.1|DHYD
OG0003187	LOC109416897|XP_019546550.2|AEAL	LOC111601158|XP_023173403.2|DHYD
OG0003188	LOC109432289|XP_029730675.1|AEAL, LOC115253557|XP_029731026.1|AEAL	LOC111601356|XP_023173655.2|DHYD
OG0003189	LOC109397131|XP_019525015.2|AEAL	LOC111605693|XP_023180136.2|DHYD
OG0003190	LOC109409866|XP_019538921.2|AEAL	LOC111604372|XP_030082043.1|DHYD
OG0003191	LOC109399117|XP_019527110.2|AEAL	LOC111595102|XP_023164436.2|DHYD
OG0003192	LOC109399561|XP_029731165.1|AEAL, LOC115254195|XP_029731186.1|AEAL, LOC109400776|XP_029731188.1|AEAL	LOC111600965|XP_023173116.2|DHYD, LOC115483749|XP_030081858.1|DHYD
OG0003193	LOC109399579|XP_029731203.1|AEAL, LOC109398778|XP_029731214.1|AEAL	LOC111599196|XP_023170553.1|DHYD
OG0003194	LOC109399662|XP_029731247.1|AEAL	LOC111604293|XP_023178087.1|DHYD, LOC111603908|XP_023177496.1|DHYD
OG0003195	LOC109410560|XP_019539636.1|AEAL, LOC109421160|XP_019551199.1|AEAL	LOC111604924|XP_023178940.1|DHYD
OG0003196	LOC109421159|XP_019551197.2|AEAL, LOC109410559|XP_019539635.2|AEAL	LOC111604437|XP_023178270.1|DHYD
OG0003197	LOC109408337|XP_029731315.1|AEAL, LOC115267878|XP_029731307.1|AEAL, LOC115253497|XP_029721701.1|AEAL	LOC111599825|XP_023171382.2|DHYD
OG0003198	LOC109426530|XP_029731334.1|AEAL, LOC109408340|XP_029731338.1|AEAL	LOC111605040|XP_023179144.2|DHYD
OG0003199	LOC109426511|XP_019557580.2|AEAL, LOC109408992|XP_029710070.1|AEAL, LOC115256017|XP_029710115.1|AEAL	LOC111596509|XP_030081146.1|DHYD
OG0003200	LOC115267895|XP_029731364.1|AEAL	LOC111593935|XP_023162786.1|DHYD
OG0003201	LOC109402136|XP_029731379.1|AEAL, LOC115268328|XP_029732218.1|AEAL	LOC111594650|XP_030078585.1|DHYD
OG0003202	LOC109426404|XP_019557458.2|AEAL	LOC111601689|XP_023174166.2|DHYD
OG0003203	LOC109621323|XP_019932036.2|AEAL	LOC111602545|XP_030081949.1|DHYD
OG0003204	LOC109621320|XP_029731503.1|AEAL, LOC109431564|XP_029709642.1|AEAL, LOC115267911|XP_029731411.1|AEAL	LOC111600855|XP_023172936.2|DHYD
OG0003205	LOC109622230|XP_029731408.1|AEAL, LOC109431576|XP_019563357.2|AEAL	LOC111600059|XP_023171756.2|DHYD
OG0003206	LOC115268156|XP_029732060.1|AEAL, LOC109622216|XP_019932013.2|AEAL, LOC109431601|XP_029728073.1|AEAL	LOC111593183|XP_023161560.2|DHYD
OG0003207	LOC109621240|XP_019932005.2|AEAL, LOC109403171|XP_029731390.1|AEAL	LOC111598330|XP_023169298.2|DHYD
OG0003208	LOC109622212|XP_029731532.1|AEAL	LOC111595288|XP_023164709.2|DHYD
OG0003209	LOC109410756|XP_019539825.2|AEAL	LOC111600147|XP_023171897.2|DHYD
OG0003210	LOC109410611|XP_019539678.2|AEAL, LOC109410727|XP_029731606.1|AEAL	LOC111601305|XP_023173589.1|DHYD
OG0003211	LOC109410722|XP_019539786.2|AEAL, LOC109410613|XP_029731607.1|AEAL	LOC111602555|XP_023175477.2|DHYD
OG0003212	LOC115267945|XP_029731610.1|AEAL	LOC111601484|XP_023173840.2|DHYD
OG0003213	LOC109410636|XP_019539702.2|AEAL	LOC111597951|XP_023168681.1|DHYD
OG0003214	LOC115256126|XP_029710241.1|AEAL, LOC109410643|XP_029731620.1|AEAL	LOC111597916|XP_030081188.1|DHYD
OG0003215	LOC109410645|XP_019539723.1|AEAL, LOC115256125|XP_029710240.1|AEAL, LOC109433500|XP_029710242.1|AEAL	LOC111597980|XP_023168723.1|DHYD
OG0003216	LOC109410650|XP_029731634.1|AEAL	LOC111597917|XP_023168627.2|DHYD
OG0003217	LOC109426040|XP_019557024.2|AEAL	LOC111596386|XP_023166360.2|DHYD
OG0003218	LOC115268057|XP_029731842.1|AEAL, LOC109426004|XP_019556975.2|AEAL	LOC115483743|XP_030081852.1|DHYD, LOC111600962|XP_023173112.2|DHYD
OG0003219	LOC109425996|XP_019556967.2|AEAL, LOC115268038|XP_029731807.1|AEAL	LOC115483744|XP_030081853.1|DHYD, LOC111600921|XP_023173052.2|DHYD
OG0003220	LOC109407637|XP_029731784.1|AEAL, LOC109407636|XP_029731876.1|AEAL	LOC111595756|XP_023165397.1|DHYD
OG0003221	LOC109425944|XP_019556894.2|AEAL, LOC115259233|XP_029715625.1|AEAL	LOC111603181|XP_023176432.2|DHYD
OG0003222	LOC109425936|XP_029731902.1|AEAL, LOC109407615|XP_029732260.1|AEAL	LOC111596388|XP_023166361.2|DHYD
OG0003223	LOC109407582|XP_029720486.1|AEAL, LOC109425845|XP_029731953.1|AEAL, LOC115253866|XP_029733648.1|AEAL	LOC111595507|XP_023165047.2|DHYD
OG0003224	LOC109425768|XP_029720458.1|AEAL, LOC115262225|XP_029720471.1|AEAL, LOC109407509|XP_029720477.1|AEAL	LOC111595403|XP_023164880.1|DHYD
OG0003225	LOC115258942|XP_029715323.1|AEAL, LOC115259168|XP_029715544.1|AEAL, LOC115256216|XP_029710341.1|AEAL, LOC115266439|XP_029728529.1|AEAL	LOC111592077|XP_023159865.2|DHYD
OG0003250	LOC109413227|XP_029729867.1|AEAL, LOC109402164|XP_019530338.2|AEAL, LOC115267166|XP_029729868.1|AEAL	LOC111598357|XP_023169336.1|DHYD
OG0003251	LOC109413228|XP_019542500.2|AEAL, LOC115267165|XP_029729866.1|AEAL	LOC111596180|XP_023166052.1|DHYD
OG0003252	LOC109413224|XP_019542495.2|AEAL, LOC109405393|XP_019533999.2|AEAL, LOC115267169|XP_029729872.1|AEAL	LOC111595897|XP_030080576.1|DHYD
OG0003253	LOC109431066|XP_019562748.2|AEAL	LOC111602619|XP_023175549.1|DHYD
OG0003254	LOC109430080|XP_029713348.1|AEAL, LOC109430752|XP_029712847.1|AEAL, LOC109431063|XP_019562745.2|AEAL, LOC109405395|XP_019534000.2|AEAL	LOC111603634|XP_023177072.2|DHYD
OG0003255	LOC115259203|XP_029715578.1|AEAL, LOC115255661|XP_029709625.1|AEAL, LOC109405341|XP_019533940.2|AEAL	LOC111598589|XP_023169671.2|DHYD
OG0003256	LOC109397825|XP_019525700.2|AEAL, LOC115255622|XP_029709572.1|AEAL, LOC109405346|XP_019533945.2|AEAL	LOC111599618|XP_023171078.1|DHYD
OG0003257	LOC109413204|XP_029710438.1|AEAL, LOC109424928|XP_029708429.1|AEAL	LOC111601812|XP_023174384.2|DHYD
OG0003258	LOC109424954|XP_029710511.1|AEAL	LOC111603095|XP_023176323.1|DHYD
OG0003259	LOC109431073|XP_019562761.2|AEAL	LOC115482966|XP_030079345.1|DHYD, LOC111598440|XP_023169450.2|DHYD
OG0003260	LOC109431120|XP_019562845.2|AEAL, LOC115261062|XP_029718295.1|AEAL	LOC111595369|XP_023164823.2|DHYD
OG0003261	LOC109431086|XP_029718298.1|AEAL, LOC109424975|XP_019555719.2|AEAL	LOC111605505|XP_023179823.1|DHYD
OG0003262	LOC109431125|XP_029711855.1|AEAL, LOC115256842|XP_029711723.1|AEAL	LOC111601533|XP_023173933.2|DHYD
OG0003263	LOC109415659|XP_029711785.1|AEAL, LOC109431127|XP_019562856.2|AEAL, LOC115256345|XP_029710531.1|AEAL, LOC115254562|XP_029708032.1|AEAL	LOC111605337|XP_023179579.2|DHYD
OG0003264	LOC115256402|XP_029710735.1|AEAL, LOC109415811|XP_019545292.2|AEAL	LOC111593028|XP_023161357.1|DHYD
OG0003265	LOC109431172|XP_019562925.2|AEAL	LOC111600367|XP_023172212.2|DHYD
