Orthogroup	AEAL.longest_only	SLEB.longest_only
OG0004720	LOC109416915|XP_029707542.1|AEAL, LOC109415606|XP_029733872.1|AEAL	LOC115621393|XP_030370895.1|SLEB
OG0004721	LOC109402364|XP_019530575.2|AEAL	LOC115621794|XP_030371427.1|SLEB
OG0004722	LOC109425506|XP_019556301.2|AEAL	LOC115621848|XP_030371520.1|SLEB
OG0004723	LOC109417290|XP_019546940.2|AEAL	LOC115627052|XP_030378456.1|SLEB
OG0004724	LOC109411406|XP_019540468.2|AEAL, LOC109621318|XP_029714163.1|AEAL	LOC115625206|XP_030376035.1|SLEB
OG0004725	LOC109400488|XP_019528547.2|AEAL	LOC115625308|XP_030376187.1|SLEB
OG0004726	LOC109400449|XP_019528499.2|AEAL, LOC109623043|XP_029716138.1|AEAL	LOC115620335|XP_030369392.1|SLEB
OG0004727	LOC109417756|XP_029716061.1|AEAL	LOC115621656|XP_030371221.1|SLEB
OG0004728	LOC109417783|XP_019547485.2|AEAL	LOC115621223|XP_030370669.1|SLEB
OG0004729	LOC109622449|XP_019932334.1|AEAL	LOC115633327|XP_030386620.1|SLEB
OG0004730	LOC109400471|XP_019528523.2|AEAL	LOC115629010|XP_030381160.1|SLEB
OG0004731	LOC109399863|XP_019527897.2|AEAL	LOC115621065|XP_030370450.1|SLEB
OG0004732	LOC115261826|XP_029719596.1|AEAL, LOC109400408|XP_019528466.2|AEAL	LOC115629445|XP_030381762.1|SLEB
OG0004733	LOC115253495|XP_029716004.1|AEAL, LOC109400409|XP_029719595.1|AEAL	LOC115621171|XP_030370594.1|SLEB
OG0004734	LOC109400417|XP_019528473.2|AEAL	LOC115621140|XP_030370557.1|SLEB
OG0004735	LOC109412725|XP_029716046.1|AEAL, LOC109411862|XP_029715849.1|AEAL	LOC115621953|XP_030371660.1|SLEB
OG0004736	LOC109412719|XP_029716200.1|AEAL, LOC109411881|XP_029716340.1|AEAL	LOC115621738|XP_030371328.1|SLEB
OG0004737	LOC115259641|XP_029716277.1|AEAL, LOC115266455|XP_029728546.1|AEAL	LOC115620358|XP_030369422.1|SLEB
OG0004738	LOC109411873|XP_019541043.2|AEAL	LOC115621153|XP_030370571.1|SLEB
OG0004739	LOC109399052|XP_019527028.2|AEAL	LOC115620594|XP_030369764.1|SLEB
OG0004740	LOC109419801|XP_019549637.2|AEAL	LOC115621244|XP_030370695.1|SLEB
OG0004741	LOC109425329|XP_029716095.1|AEAL, LOC109419800|XP_029716211.1|AEAL	LOC115621731|XP_030371321.1|SLEB
OG0004742	LOC109425333|XP_029716077.1|AEAL	LOC115628004|XP_030379771.1|SLEB
OG0004743	LOC109398981|XP_019526977.2|AEAL, LOC109425533|XP_019556327.2|AEAL, LOC115259597|XP_029716178.1|AEAL	LOC115620646|XP_030369854.1|SLEB
OG0004744	LOC109399011|XP_019527001.2|AEAL	LOC115631748|XP_030384444.1|SLEB
OG0004745	LOC109399006|XP_019526995.3|AEAL, LOC109621524|XP_029716474.1|AEAL	LOC115624125|XP_030374580.1|SLEB
OG0004746	LOC109429325|XP_019560772.2|AEAL, LOC109401130|XP_029715975.1|AEAL	LOC115625197|XP_030376024.1|SLEB
OG0004747	LOC109401009|XP_029715976.1|AEAL, LOC109429326|XP_029716098.1|AEAL	LOC115625198|XP_030376025.1|SLEB
OG0004748	LOC109400937|XP_029715856.1|AEAL, LOC115258000|XP_029713856.1|AEAL	LOC115625126|XP_030375900.1|SLEB
OG0004749	LOC109407348|XP_029716394.1|AEAL, LOC109397172|XP_029716395.1|AEAL	LOC115620771|XP_030370037.1|SLEB
OG0004750	LOC109397080|XP_019524953.2|AEAL, LOC115258008|XP_029713866.1|AEAL	LOC115620903|XP_030370251.1|SLEB
OG0004751	LOC109400791|XP_019528840.2|AEAL, LOC109397058|XP_019524928.2|AEAL	LOC115621097|XP_030370494.1|SLEB
OG0004752	LOC109412573|XP_029715968.1|AEAL, LOC109412574|XP_029716398.1|AEAL, LOC109397046|XP_029715967.1|AEAL	LOC115621554|XP_030371083.1|SLEB
OG0004753	LOC109412575|XP_029715962.1|AEAL, LOC109396999|XP_029715960.1|AEAL	LOC115621891|XP_030371579.1|SLEB
OG0004754	LOC109396991|XP_029715956.1|AEAL, LOC115259492|XP_029715957.1|AEAL	LOC115621669|XP_030371240.1|SLEB
OG0004755	LOC109412580|XP_019541749.1|AEAL, LOC109433633|XP_029716008.1|AEAL	LOC115620311|XP_030369357.1|SLEB
OG0004756	LOC109433628|XP_019565624.2|AEAL, LOC109412581|XP_019541752.2|AEAL	LOC115620310|XP_030369356.1|SLEB
OG0004757	LOC109412588|XP_029715987.1|AEAL, LOC109433581|XP_029715838.1|AEAL	LOC115621906|XP_030371596.1|SLEB
OG0004758	LOC109412593|XP_029716511.1|AEAL, LOC109433522|XP_029716532.1|AEAL	LOC115623515|XP_030373755.1|SLEB
OG0004759	LOC109433508|XP_029716002.1|AEAL, LOC109412594|XP_029715949.1|AEAL	LOC115621308|XP_030370780.1|SLEB
OG0004760	LOC115259666|XP_029716309.1|AEAL, LOC109412596|XP_029716351.1|AEAL	LOC115629456|XP_030381781.1|SLEB
OG0004761	LOC109398214|XP_029715851.1|AEAL, LOC109429345|XP_029715835.1|AEAL	LOC115621168|XP_030370590.1|SLEB
OG0004762	LOC115259829|XP_029716516.1|AEAL, LOC109429298|XP_029716367.1|AEAL	LOC115631323|XP_030383902.1|SLEB
OG0004763	LOC109429302|XP_029716121.1|AEAL	LOC115620918|XP_030370275.1|SLEB
OG0004764	LOC109400906|XP_029715905.1|AEAL, LOC109429314|XP_029716005.1|AEAL	LOC115621753|XP_030371347.1|SLEB
OG0004765	LOC115259481|XP_029715926.1|AEAL, LOC109622683|XP_029715941.1|AEAL, LOC109398465|XP_019526387.2|AEAL	LOC115625455|XP_030376363.1|SLEB
OG0004767	LOC109424333|XP_029715834.1|AEAL, LOC109417131|XP_029716387.1|AEAL	LOC115621964|XP_030371672.1|SLEB
OG0004768	LOC115266268|XP_029728106.1|AEAL, LOC109424328|XP_019554971.2|AEAL	LOC115621405|XP_030370908.1|SLEB
OG0004769	LOC115259826|XP_029716493.1|AEAL, LOC109417126|XP_019546794.2|AEAL	LOC115625962|XP_030377064.1|SLEB
OG0004770	LOC109417128|XP_019546798.1|AEAL, LOC115259527|XP_029716042.1|AEAL	LOC115623550|XP_030373801.1|SLEB
OG0004771	LOC109424322|XP_019554963.2|AEAL, LOC109417122|XP_019546791.2|AEAL	LOC115620534|XP_030369664.1|SLEB
OG0004772	LOC109414930|XP_019544324.2|AEAL	LOC115620399|XP_030369473.1|SLEB
OG0004773	LOC109623079|XP_019933098.2|AEAL, LOC109408323|XP_019537146.2|AEAL	LOC115622029|XP_030371748.1|SLEB
OG0004774	LOC109621271|XP_029716063.1|AEAL	LOC115622030|XP_030371749.1|SLEB
OG0004775	LOC109623083|XP_019933112.2|AEAL	LOC115621063|XP_030370448.1|SLEB
OG0004776	LOC109623087|XP_029716190.1|AEAL, LOC109408313|XP_029716220.1|AEAL	LOC115624343|XP_030374858.1|SLEB
OG0004777	LOC109416865|XP_019546508.1|AEAL	LOC115628658|XP_030380686.1|SLEB
OG0004778	LOC109421097|XP_019551126.2|AEAL, LOC109413907|XP_029717071.1|AEAL	LOC115625858|XP_030376927.1|SLEB
OG0004779	LOC109421118|XP_029710033.1|AEAL, LOC109413900|XP_029710027.1|AEAL	LOC115620317|XP_030369369.1|SLEB
OG0004780	LOC109413902|XP_029710031.1|AEAL, LOC115253956|XP_029709996.1|AEAL	LOC115628543|XP_030380564.1|SLEB
OG0004781	LOC115255939|XP_029710035.1|AEAL, LOC109431331|XP_029710032.1|AEAL, LOC109421088|XP_029707937.1|AEAL	LOC115621835|XP_030371504.1|SLEB
OG0004782	LOC109408854|XP_019537769.2|AEAL, LOC115254738|XP_029708277.1|AEAL	LOC115621391|XP_030370891.1|SLEB
OG0004783	LOC109408850|XP_019537766.1|AEAL, LOC115253989|XP_029712744.1|AEAL	LOC115629641|XP_030382003.1|SLEB
OG0004784	LOC109623017|XP_029713478.1|AEAL	LOC115621830|XP_030371498.1|SLEB
OG0004785	LOC109411179|XP_019540198.1|AEAL	LOC115621648|XP_030371209.1|SLEB
OG0004786	LOC109417095|XP_019546766.2|AEAL	LOC115625640|XP_030376629.1|SLEB, LOC115621711|XP_030371280.1|SLEB
OG0004787	LOC109414779|XP_029730222.1|AEAL, LOC109414780|XP_029730223.1|AEAL	LOC115621972|XP_030371682.1|SLEB
OG0004788	LOC109403597|XP_019531963.2|AEAL	LOC115621682|XP_030371252.1|SLEB, LOC115625644|XP_030376630.1|SLEB
OG0004789	LOC109403606|XP_019531971.2|AEAL	LOC115621971|XP_030371681.1|SLEB
OG0004790	LOC109414758|XP_029730134.1|AEAL, LOC109403613|XP_019531975.1|AEAL	LOC115625359|XP_030376254.1|SLEB
OG0004791	LOC109414765|XP_029730136.1|AEAL, LOC109403598|XP_029730151.1|AEAL	LOC115621099|XP_030370497.1|SLEB
OG0004792	LOC109414772|XP_019544143.2|AEAL, LOC109403587|XP_029714038.1|AEAL	LOC115622017|XP_030371733.1|SLEB
OG0004793	LOC109403594|XP_029730146.1|AEAL, LOC115258135|XP_029714039.1|AEAL	LOC115621712|XP_030371281.1|SLEB
OG0004794	LOC109430021|XP_019561577.2|AEAL	LOC115625091|XP_030375850.1|SLEB
OG0004795	LOC109430025|XP_029730186.1|AEAL, LOC109416352|XP_029730208.1|AEAL	LOC115620852|XP_030370156.1|SLEB
OG0004796	LOC109430035|XP_029730177.1|AEAL, LOC115253499|XP_029730193.1|AEAL	LOC115621349|XP_030370831.1|SLEB
OG0004797	LOC109416363|XP_019545945.2|AEAL	LOC115625211|XP_030376041.1|SLEB
OG0004798	LOC115267352|XP_029730159.1|AEAL, LOC109430041|XP_019561612.2|AEAL	LOC115621252|XP_030370706.1|SLEB
OG0004799	LOC109430044|XP_029730167.1|AEAL, LOC109416369|XP_029730155.1|AEAL	LOC115620553|XP_030369699.1|SLEB
OG0004800	LOC109415297|XP_029733753.1|AEAL, LOC115253603|XP_029733747.1|AEAL	LOC115620712|XP_030369947.1|SLEB
OG0004801	LOC115264146|XP_029723386.1|AEAL, LOC109398572|XP_029723357.1|AEAL	LOC115623646|XP_030373952.1|SLEB
OG0004802	LOC115266510|XP_029728620.1|AEAL, LOC115265092|XP_029725168.1|AEAL, LOC109423610|XP_019554129.2|AEAL	LOC115622033|XP_030371759.1|SLEB
OG0004803	LOC109423600|XP_019554124.2|AEAL	LOC115621969|XP_030371676.1|SLEB, LOC115630246|XP_030382649.1|SLEB
OG0004804	LOC115264097|XP_029723282.1|AEAL, LOC109402404|XP_029723269.1|AEAL	LOC115625586|XP_030376556.1|SLEB
OG0004805	LOC109423574|XP_029723260.1|AEAL	LOC115625119|XP_030375888.1|SLEB
OG0004806	LOC115254059|XP_029717997.1|AEAL, LOC109423547|XP_029732775.1|AEAL, LOC109402451|XP_019530684.2|AEAL	LOC115629681|XP_030382063.1|SLEB
OG0004807	LOC109405476|XP_019534109.2|AEAL, LOC115268757|XP_029732778.1|AEAL, LOC109402452|XP_019530686.2|AEAL	LOC115628103|XP_030379944.1|SLEB
OG0004808	LOC109423536|XP_019554065.2|AEAL	LOC115625194|XP_030376020.1|SLEB
OG0004809	LOC109402436|XP_029712617.1|AEAL	LOC115620773|XP_030370041.1|SLEB
OG0004810	LOC109402450|XP_029712588.1|AEAL, LOC109405477|XP_029731215.1|AEAL	LOC115621396|XP_030370897.1|SLEB
OG0004811	LOC109402427|XP_019530648.2|AEAL, LOC109405451|XP_019534063.2|AEAL	LOC115633863|XP_030387215.1|SLEB
OG0004812	LOC109405447|XP_029712597.1|AEAL, LOC109402403|XP_029729894.1|AEAL	LOC115625216|XP_030376047.1|SLEB
OG0004813	LOC109621885|XP_029712592.1|AEAL, LOC109405424|XP_029716587.1|AEAL	LOC115621362|XP_030370846.1|SLEB
OG0004814	LOC109411503|XP_029723468.1|AEAL, LOC109415922|XP_029723447.1|AEAL	LOC115620806|XP_030370090.1|SLEB
OG0004815	LOC115264317|XP_029723851.1|AEAL, LOC115264181|XP_029723475.1|AEAL	LOC115629356|XP_030381669.1|SLEB
OG0004816	LOC115258261|XP_029714180.1|AEAL, LOC109416113|XP_029723867.1|AEAL, LOC109407164|XP_029723853.1|AEAL	LOC115630205|XP_030382633.1|SLEB
OG0004817	LOC109621773|XP_019931451.2|AEAL, LOC115258259|XP_029714178.1|AEAL, LOC115264342|XP_029723868.1|AEAL	LOC115630199|XP_030382627.1|SLEB
OG0004818	LOC109402949|XP_019531234.1|AEAL, LOC115264189|XP_029723498.1|AEAL	LOC115620440|XP_030369527.1|SLEB
OG0004819	LOC109416071|XP_019545584.2|AEAL, LOC109402946|XP_019531230.2|AEAL	LOC115620632|XP_030369822.1|SLEB
OG0004820	LOC109402945|XP_019531229.2|AEAL, LOC109416103|XP_019545618.2|AEAL	LOC115625362|XP_030376259.1|SLEB
OG0004821	LOC109416068|XP_029723487.1|AEAL, LOC115264191|XP_029723511.1|AEAL	LOC115621017|XP_030370397.1|SLEB
OG0004822	LOC109416062|XP_029723516.1|AEAL	LOC115621912|XP_030371606.1|SLEB
OG0004823	LOC109416059|XP_029723519.1|AEAL	LOC115620741|XP_030369988.1|SLEB
OG0004824	LOC109416057|XP_019545563.2|AEAL	LOC115620743|XP_030369996.1|SLEB
OG0004825	LOC109406391|XP_019535029.2|AEAL, LOC109423646|XP_019554187.2|AEAL	LOC115628015|XP_030379804.1|SLEB
OG0004826	LOC109424850|XP_019555592.2|AEAL, LOC109414596|XP_019543968.2|AEAL	LOC115625581|XP_030376546.1|SLEB
OG0004827	LOC109414597|XP_029723559.1|AEAL, LOC115254116|XP_029723565.1|AEAL	LOC115621174|XP_030370598.1|SLEB
OG0004828	LOC109414601|XP_019543974.1|AEAL, LOC115264207|XP_029723556.1|AEAL	LOC115621798|XP_030371436.1|SLEB
OG0004829	LOC109414614|XP_019543990.2|AEAL	LOC115620486|XP_030369579.1|SLEB
OG0004830	LOC109424809|XP_029723582.1|AEAL	LOC115622047|XP_030371779.1|SLEB
OG0004831	LOC109404191|XP_019532557.2|AEAL	LOC115632103|XP_030384945.1|SLEB
OG0004832	LOC109413335|XP_029723609.1|AEAL, LOC109432030|XP_029723676.1|AEAL	LOC115620790|XP_030370070.1|SLEB
OG0004833	LOC109412838|XP_019541996.2|AEAL	LOC115625041|XP_030375749.1|SLEB
OG0004835	LOC109406231|XP_029732509.1|AEAL	LOC115621052|XP_030370432.1|SLEB
OG0004836	LOC115268551|XP_029732501.1|AEAL, LOC109403852|XP_019532296.2|AEAL	LOC115620950|XP_030370325.1|SLEB
OG0004837	LOC109403860|XP_019532305.2|AEAL, LOC115268549|XP_029732500.1|AEAL	LOC115633941|XP_030387319.1|SLEB
OG0004838	LOC115259221|XP_029715608.1|AEAL, LOC109403871|XP_029723256.1|AEAL	LOC115628780|XP_030380853.1|SLEB
OG0004839	LOC109403870|XP_019532315.2|AEAL	LOC115628776|XP_030380847.1|SLEB
OG0004840	LOC109432063|XP_019563909.2|AEAL	LOC115625097|XP_030375855.1|SLEB
OG0004841	LOC109432065|XP_019563910.2|AEAL	LOC115626387|XP_030377606.1|SLEB
OG0004842	LOC109432067|XP_029723599.1|AEAL, LOC109404037|XP_019532451.2|AEAL	LOC115621146|XP_030370562.1|SLEB
OG0004843	LOC115264236|XP_029723671.1|AEAL, LOC109432069|XP_019563915.2|AEAL	LOC115620601|XP_030369774.1|SLEB
OG0004844	LOC109405196|XP_019533751.2|AEAL	LOC115626766|XP_030378083.1|SLEB
OG0004845	LOC109405203|XP_019542030.2|AEAL	LOC115623358|XP_030373503.1|SLEB
OG0004846	LOC109412868|XP_019542053.2|AEAL	LOC115623229|XP_030373337.1|SLEB
OG0004847	LOC109412869|XP_019542054.2|AEAL	LOC115631988|XP_030384774.1|SLEB
OG0004848	LOC109405199|XP_029720372.1|AEAL, LOC109412873|XP_029724721.1|AEAL	LOC115620205|XP_030369200.1|SLEB
OG0004849	LOC109412871|XP_029724720.1|AEAL	LOC115631947|XP_030384661.1|SLEB
OG0004850	LOC109406960|XP_019535512.1|AEAL	LOC115629444|XP_030381757.1|SLEB
OG0004851	LOC109406961|XP_019535514.2|AEAL	LOC115629450|XP_030381774.1|SLEB
OG0004852	LOC109406956|XP_029720379.1|AEAL	LOC115623605|XP_030373880.1|SLEB
OG0004853	LOC109409683|XP_019538702.2|AEAL, LOC115265374|XP_029726012.1|AEAL	LOC115629423|XP_030381742.1|SLEB
OG0004854	LOC109409716|XP_029719737.1|AEAL, LOC109411464|XP_029726056.1|AEAL	LOC115633142|XP_030386409.1|SLEB
OG0004855	LOC109409724|XP_019538762.2|AEAL	LOC115632767|XP_030385876.1|SLEB
OG0004856	LOC109432284|XP_019564161.2|AEAL, LOC109409767|XP_019538821.2|AEAL	LOC115633150|XP_030386420.1|SLEB
OG0004857	LOC109621687|XP_029726151.1|AEAL	LOC115632979|XP_030386150.1|SLEB
OG0004858	LOC109404753|XP_029726155.1|AEAL, LOC109621303|XP_029719711.1|AEAL	LOC115632096|XP_030384938.1|SLEB
OG0004859	LOC109621845|XP_019931583.1|AEAL	LOC115632392|XP_030385382.1|SLEB
OG0004860	LOC109418058|XP_019547759.1|AEAL	LOC115632123|XP_030384987.1|SLEB
OG0004861	LOC109413045|XP_029726160.1|AEAL	LOC115622892|XP_030372854.1|SLEB
OG0004862	LOC109413053|XP_029726172.1|AEAL	LOC115623112|XP_030373179.1|SLEB
OG0004863	LOC109621317|XP_029726176.1|AEAL	LOC115628376|XP_030380315.1|SLEB
OG0004864	LOC115265400|XP_029726177.1|AEAL, LOC109621713|XP_029716582.1|AEAL	LOC115622244|XP_030372001.1|SLEB
OG0004865	LOC115259930|XP_029716584.1|AEAL, LOC109410370|XP_019539464.3|AEAL	LOC115620769|XP_030370034.1|SLEB
OG0004866	LOC109410161|XP_029719617.1|AEAL, LOC109407831|XP_029726188.1|AEAL	LOC115632494|XP_030385531.1|SLEB
OG0004867	LOC109407830|XP_019536538.2|AEAL	LOC115619999|XP_030368948.1|SLEB
OG0004868	LOC109410129|XP_019539204.2|AEAL	LOC115620001|XP_030368950.1|SLEB
OG0004869	LOC109407818|XP_019536526.2|AEAL	LOC115633848|XP_030387200.1|SLEB
OG0004870	LOC109410018|XP_019539105.2|AEAL	LOC115621242|XP_030370697.1|SLEB
OG0004871	LOC109409922|XP_029726200.1|AEAL	LOC115619982|XP_030368882.1|SLEB
OG0004872	LOC109407728|XP_019536424.1|AEAL	LOC115634788|XP_030388556.1|SLEB
OG0004873	LOC109622565|XP_019932521.2|AEAL	LOC115631089|XP_030383597.1|SLEB
OG0004874	LOC109622584|XP_019932534.2|AEAL	LOC115623752|XP_030374146.1|SLEB
OG0004875	LOC109409527|XP_029726247.1|AEAL	LOC115628767|XP_030380842.1|SLEB
OG0004876	LOC109409423|XP_019538414.2|AEAL	LOC115627085|XP_030378495.1|SLEB
OG0004877	LOC109622535|XP_019932474.2|AEAL	LOC115627860|XP_030379581.1|SLEB
OG0004878	LOC109622527|XP_029726277.1|AEAL, LOC109409117|XP_019538074.2|AEAL	LOC115633649|XP_030386951.1|SLEB
OG0004879	LOC115265418|XP_029726285.1|AEAL, LOC109409016|XP_029716652.1|AEAL	LOC115633632|XP_030386930.1|SLEB
OG0004880	LOC109622521|XP_029716648.1|AEAL, LOC109408985|XP_019537931.2|AEAL	LOC115633865|XP_030387220.1|SLEB
OG0004881	LOC109408976|XP_019537919.2|AEAL, LOC115265419|XP_029726291.1|AEAL	LOC115624674|XP_030375331.1|SLEB
OG0004882	LOC109408924|XP_019537864.1|AEAL, LOC109622402|XP_029716669.1|AEAL	LOC115633149|XP_030386419.1|SLEB
OG0004883	LOC109408908|XP_029716667.1|AEAL, LOC115265421|XP_029726294.1|AEAL	LOC115632404|XP_030385399.1|SLEB
OG0004884	LOC109408687|XP_029726312.1|AEAL	LOC115634744|XP_030388491.1|SLEB
OG0004885	LOC109408572|XP_019537445.2|AEAL, LOC109622494|XP_019932396.2|AEAL	LOC115633799|XP_030387142.1|SLEB
OG0004886	LOC109622491|XP_019932392.2|AEAL	LOC115631349|XP_030383929.1|SLEB
OG0004887	LOC109408528|XP_019537395.2|AEAL	LOC115624215|XP_030374687.1|SLEB, LOC115632114|XP_030384971.1|SLEB
OG0004888	LOC109622488|XP_019932386.2|AEAL	LOC115634508|XP_030388134.1|SLEB
OG0004889	LOC109622343|XP_019932159.2|AEAL	LOC115620329|XP_030369397.1|SLEB
OG0004890	LOC109423549|XP_029726385.1|AEAL	LOC115627797|XP_030379488.1|SLEB
OG0004891	LOC109423541|XP_019554073.2|AEAL	LOC115629265|XP_030381549.1|SLEB
OG0004892	LOC109423281|XP_019553751.1|AEAL	LOC115633970|XP_030387351.1|SLEB
OG0004893	LOC109423260|XP_019553739.2|AEAL	LOC115629944|XP_030382452.1|SLEB
OG0004894	LOC109423345|XP_019553837.1|AEAL	LOC115634805|XP_030388577.1|SLEB
OG0004895	LOC115261961|XP_029719749.1|AEAL, LOC109423341|XP_029726421.1|AEAL	LOC115633311|XP_030386604.1|SLEB
OG0004896	LOC115265442|XP_029726431.1|AEAL, LOC109423336|XP_019553823.2|AEAL	LOC115626833|XP_030378177.1|SLEB
OG0004897	LOC109423332|XP_019553820.2|AEAL, LOC115261957|XP_029719739.1|AEAL	LOC115624567|XP_030375159.1|SLEB
OG0004898	LOC109423328|XP_019553812.1|AEAL	LOC115619989|XP_030368922.1|SLEB
OG0004899	LOC109423324|XP_019553800.2|AEAL	LOC115619944|XP_030368831.1|SLEB
OG0004900	LOC109423322|XP_019553797.2|AEAL	LOC115628005|XP_030379787.1|SLEB
OG0004901	LOC109423316|XP_019553793.2|AEAL	LOC115628933|XP_030381069.1|SLEB
OG0004902	LOC115254506|XP_029707904.1|AEAL, LOC109423312|XP_029726451.1|AEAL	LOC115622200|XP_030371954.1|SLEB
OG0004903	LOC109423308|XP_019553784.2|AEAL	LOC115634353|XP_030387871.1|SLEB
OG0004904	LOC109423296|XP_019553766.2|AEAL	LOC115620239|XP_030369246.1|SLEB
OG0004905	LOC109423295|XP_019553764.1|AEAL	LOC115620009|XP_030368968.1|SLEB
OG0004906	LOC115261689|XP_029719435.1|AEAL, LOC109623149|XP_019933195.2|AEAL	LOC115632445|XP_030385451.1|SLEB
OG0004907	LOC109623416|XP_019933519.2|AEAL	LOC115632385|XP_030385374.1|SLEB
OG0004908	LOC109623129|XP_019933171.2|AEAL, LOC115263508|XP_029722604.1|AEAL	LOC115632334|XP_030385299.1|SLEB
OG0004909	LOC109623121|XP_029726493.1|AEAL	LOC115633072|XP_030386303.1|SLEB
OG0004910	LOC109623120|XP_019933159.2|AEAL, LOC115265455|XP_029726496.1|AEAL	LOC115633071|XP_030386301.1|SLEB
OG0004911	LOC109623113|XP_019933141.1|AEAL	LOC115632917|XP_030386068.1|SLEB, LOC115626804|XP_030378134.1|SLEB
OG0004912	LOC109399262|XP_019527246.2|AEAL	LOC115632563|XP_030385641.1|SLEB
OG0004913	LOC109429053|XP_019560435.2|AEAL	LOC115620003|XP_030368951.1|SLEB
OG0004914	LOC109429046|XP_019560427.2|AEAL	LOC115623750|XP_030374148.1|SLEB
OG0004915	LOC109399247|XP_019560422.1|AEAL	LOC115624590|XP_030375192.1|SLEB
OG0004916	LOC109429040|XP_029726543.1|AEAL	LOC115620053|XP_030369046.1|SLEB
OG0004917	LOC109399230|XP_019527209.2|AEAL	LOC115624975|XP_030375687.1|SLEB
OG0004918	LOC109399232|XP_029726552.1|AEAL	LOC115624972|XP_030375683.1|SLEB
OG0004919	LOC109399231|XP_029726559.1|AEAL	LOC115621374|XP_030370861.1|SLEB
OG0004920	LOC109429027|XP_019560401.2|AEAL	LOC115623162|XP_030373237.1|SLEB
OG0004921	LOC109429026|XP_019560399.2|AEAL	LOC115628223|XP_030380079.1|SLEB
OG0004922	LOC109399154|XP_029726571.1|AEAL, LOC115266777|XP_029729209.1|AEAL	LOC115633155|XP_030386425.1|SLEB
OG0004923	LOC109413976|XP_019543253.1|AEAL	LOC115625669|XP_030376664.1|SLEB, LOC115624792|XP_030375495.1|SLEB
OG0004924	LOC109413994|XP_019543266.2|AEAL	LOC115632679|XP_030385772.1|SLEB
OG0004925	LOC109413958|XP_019543233.2|AEAL	LOC115632171|XP_030385060.1|SLEB
OG0004926	LOC109413954|XP_029726594.1|AEAL, LOC109399195|XP_019527175.2|AEAL	LOC115623059|XP_030373098.1|SLEB
OG0004927	LOC109419975|XP_029726604.1|AEAL, LOC109622845|XP_029712003.1|AEAL	LOC115632977|XP_030386148.1|SLEB
OG0004928	LOC115265479|XP_029726623.1|AEAL	LOC115634361|XP_030387940.1|SLEB
OG0004929	LOC109414821|XP_019544204.2|AEAL	LOC115628308|XP_030380218.1|SLEB
OG0004930	LOC109418071|XP_019544235.2|AEAL	LOC115624604|XP_030375213.1|SLEB
OG0004931	LOC109418080|XP_019547798.2|AEAL	LOC115623097|XP_030373166.1|SLEB
OG0004932	LOC109406442|XP_019535080.2|AEAL	LOC115632714|XP_030385816.1|SLEB
OG0004933	LOC109406441|XP_019535079.1|AEAL	LOC115628443|XP_030380421.1|SLEB
OG0004934	LOC109418085|XP_019547804.1|AEAL	LOC115633957|XP_030387335.1|SLEB
OG0004935	LOC109418094|XP_029726740.1|AEAL	LOC115620019|XP_030368983.1|SLEB
OG0004936	LOC109406455|XP_029716548.1|AEAL, LOC109419618|XP_029726741.1|AEAL	LOC115622742|XP_030372649.1|SLEB
OG0004937	LOC109413160|XP_029716556.1|AEAL, LOC109418100|XP_019547833.2|AEAL	LOC115632386|XP_030385375.1|SLEB
OG0004938	LOC109412894|XP_019542098.2|AEAL	LOC115622824|XP_030372759.1|SLEB
OG0004939	LOC109418134|XP_029726785.1|AEAL	LOC115633722|XP_030387048.1|SLEB, LOC115633745|XP_030387078.1|SLEB
OG0004940	LOC109418868|XP_029726704.1|AEAL	LOC115623825|XP_030374233.1|SLEB
OG0004941	LOC109412628|XP_029726702.1|AEAL, LOC115266191|XP_029728017.1|AEAL	LOC115632715|XP_030385818.1|SLEB
OG0004942	LOC109418918|XP_029726700.1|AEAL	LOC115622719|XP_030372619.1|SLEB
OG0004943	LOC109407772|XP_029728013.1|AEAL, LOC109418922|XP_029726698.1|AEAL	LOC115622485|XP_030372291.1|SLEB
OG0004944	LOC109418903|XP_019548673.2|AEAL	LOC115622588|XP_030372443.1|SLEB
OG0004945	LOC109397683|XP_029709771.1|AEAL, LOC109418955|XP_019548721.1|AEAL	LOC115625172|XP_030375991.1|SLEB
OG0004946	LOC109398511|XP_029709793.1|AEAL, LOC109418899|XP_029733554.1|AEAL	LOC115628180|XP_030380027.1|SLEB
OG0004947	LOC109418991|XP_029733542.1|AEAL, LOC109398041|XP_029709803.1|AEAL	LOC115628241|XP_030380114.1|SLEB
OG0004948	LOC115255812|XP_029709854.1|AEAL, LOC109398050|XP_029733463.1|AEAL	LOC115628411|XP_030380359.1|SLEB
OG0004949	LOC109418994|XP_019548771.2|AEAL	LOC115628362|XP_030380299.1|SLEB
OG0004950	LOC109398092|XP_029733539.1|AEAL, LOC109418996|XP_019548773.1|AEAL	LOC115632909|XP_030386059.1|SLEB
OG0004951	LOC109419725|XP_029733534.1|AEAL, LOC109398102|XP_029709807.1|AEAL	LOC115621224|XP_030370670.1|SLEB
OG0004952	LOC109419723|XP_019549535.2|AEAL, LOC115269203|XP_029733533.1|AEAL	LOC115632666|XP_030385760.1|SLEB
OG0004953	LOC109419716|XP_019549531.2|AEAL, LOC109398159|XP_019526037.1|AEAL	LOC115632183|XP_030385077.1|SLEB
