Orthogroup	AEAL.longest_only	DMIR.longest_only
OG0004575	LOC109432078|XP_019563920.2|AEAL, LOC109397198|XP_019525086.2|AEAL, LOC115255924|XP_029709989.1|AEAL	LOC108164615|XP_017155944.1|DMIR
OG0004576	LOC109422035|XP_019552220.2|AEAL, LOC115256583|XP_029711221.1|AEAL	LOC108157398|XP_017144926.1|DMIR
OG0004577	LOC115253973|XP_029711218.1|AEAL, LOC109422031|XP_019552215.2|AEAL	LOC108157159|XP_017144558.1|DMIR
OG0004578	LOC115256723|XP_029711522.1|AEAL, LOC115256872|XP_029711807.1|AEAL, LOC109422006|XP_019552195.1|AEAL	LOC108158934|XP_017147235.1|DMIR
OG0004579	LOC109422002|XP_019552186.2|AEAL, LOC115256372|XP_029710596.1|AEAL, LOC115256408|XP_029710753.1|AEAL	LOC108162269|XP_017152409.1|DMIR
OG0004580	LOC115256565|XP_029711173.1|AEAL, LOC109421993|XP_019552172.1|AEAL	LOC108154633|XP_017140445.2|DMIR
OG0004581	LOC115253977|XP_029711853.1|AEAL, LOC109421991|XP_019552170.2|AEAL	LOC108155737|XP_017142242.1|DMIR
OG0004582	LOC115256501|XP_029711028.1|AEAL, LOC109421987|XP_029710911.1|AEAL	LOC108156425|XP_017143366.1|DMIR
OG0004583	LOC109421974|XP_019552155.2|AEAL	LOC108153862|XP_017139460.1|DMIR
OG0004584	LOC109424617|XP_019555330.2|AEAL	LOC117192962|XP_033253575.1|DMIR, LOC108160544|XP_017150096.1|DMIR
OG0004585	LOC115267313|XP_029730091.1|AEAL, LOC109410178|XP_029710751.1|AEAL, LOC115254483|XP_029707893.1|AEAL	LOC108157471|XP_017145039.1|DMIR
OG0004586	LOC109427434|XP_019558534.2|AEAL	LOC108160728|XP_017150441.1|DMIR
OG0004587	LOC109427430|XP_019558531.2|AEAL	LOC108154617|XP_017140427.1|DMIR
OG0004588	LOC109410149|XP_019539220.2|AEAL, LOC109427431|XP_019558533.1|AEAL	LOC108154627|XP_017140438.1|DMIR
OG0004589	LOC115253813|XP_029707907.1|AEAL, LOC109427426|XP_029711094.1|AEAL	LOC108157604|XP_017145225.1|DMIR
OG0004590	LOC109415362|XP_029710928.1|AEAL, LOC109410132|XP_019539203.2|AEAL	LOC108156457|XP_033244165.1|DMIR
OG0004591	LOC109427410|XP_029709731.1|AEAL, LOC109410127|XP_029710643.1|AEAL	LOC108155910|XP_017142545.1|DMIR
OG0004592	LOC109410125|XP_019539199.2|AEAL, LOC109427406|XP_019558493.2|AEAL	LOC108154479|XP_017140258.1|DMIR
OG0004593	LOC109427404|XP_019558491.2|AEAL, LOC109410124|XP_019539198.2|AEAL	LOC108153391|XP_033243042.1|DMIR
OG0004594	LOC109410168|XP_029710479.1|AEAL, LOC109427393|XP_029721634.1|AEAL	LOC108151874|XP_017136257.1|DMIR
OG0004595	LOC109427376|XP_029711375.1|AEAL, LOC109402076|XP_019530227.1|AEAL	LOC108162813|XP_017153218.1|DMIR
OG0004596	LOC109402062|XP_019530208.2|AEAL, LOC115256494|XP_029711016.1|AEAL, LOC109427350|XP_019558427.2|AEAL	LOC108165049|XP_017156580.1|DMIR
OG0004597	LOC109405090|XP_029710546.1|AEAL	LOC108154855|XP_017140768.1|DMIR
OG0004598	LOC109416544|XP_019546170.1|AEAL	LOC108152624|XP_017137587.1|DMIR
OG0004599	LOC109405092|XP_019533635.3|AEAL	LOC108162794|XP_017153185.1|DMIR
OG0004600	LOC115253969|XP_029710922.1|AEAL, LOC109404899|XP_019533397.2|AEAL, LOC109398409|XP_019526307.2|AEAL	LOC108152994|XP_017138222.1|DMIR
OG0004601	LOC109398413|XP_029710966.1|AEAL, LOC115256555|XP_029711144.1|AEAL, LOC115256472|XP_029710977.1|AEAL	LOC108165094|XP_017156635.1|DMIR
OG0004602	LOC109409421|XP_029710884.1|AEAL	LOC108158878|XP_017147125.1|DMIR
OG0004603	LOC109398427|XP_019526333.2|AEAL, LOC109409430|XP_029711165.1|AEAL	LOC108162768|XP_017153144.1|DMIR
OG0004604	LOC109432713|XP_019564643.2|AEAL, LOC109409435|XP_029711116.1|AEAL	LOC108164977|XP_017156483.1|DMIR
OG0004605	LOC109409458|XP_029710599.1|AEAL, LOC109415314|XP_029711839.1|AEAL	LOC108154696|XP_017140538.1|DMIR
OG0004606	LOC115269543|XP_029734185.1|AEAL	LOC108155889|XP_017142518.1|DMIR
OG0004607	LOC115269558|XP_029734210.1|AEAL	LOC108158011|XP_017145653.1|DMIR
OG0004608	LOC109397699|XP_029709756.1|AEAL, LOC109432974|XP_029734227.1|AEAL	LOC108159784|XP_033241981.1|DMIR
OG0004609	LOC109397575|XP_029709752.1|AEAL, LOC109432996|XP_019564915.1|AEAL	LOC108162984|XP_017153482.1|DMIR
OG0004610	LOC109414063|XP_019543340.1|AEAL, LOC115258019|XP_029713875.1|AEAL	LOC108155698|XP_033244189.1|DMIR
OG0004611	LOC115256091|XP_029710206.1|AEAL, LOC109414076|XP_019543360.2|AEAL	LOC108156662|XP_033244896.1|DMIR
OG0004612	LOC109414078|XP_029710205.1|AEAL	LOC108156663|XP_017143768.1|DMIR
OG0004613	LOC115256088|XP_029710202.1|AEAL, LOC109414080|XP_029710203.1|AEAL	LOC108155739|XP_017142244.1|DMIR
OG0004614	LOC115256083|XP_029710183.1|AEAL, LOC109414084|XP_029710182.1|AEAL	LOC108153036|XP_017138279.1|DMIR
OG0004615	LOC109402224|XP_029729948.1|AEAL, LOC115267190|XP_029729921.1|AEAL	LOC108160864|XP_017150618.1|DMIR
OG0004616	LOC115267212|XP_029729951.1|AEAL, LOC109402238|XP_019530423.2|AEAL	LOC108157718|XP_017145379.1|DMIR
OG0004617	LOC115264440|XP_029723991.1|AEAL, LOC109402203|XP_019530379.2|AEAL	LOC108163478|XP_017154272.1|DMIR
OG0004618	LOC109402240|XP_029729980.1|AEAL	LOC108155074|XP_017141156.1|DMIR
OG0004619	LOC109412997|XP_029730001.1|AEAL, LOC109402249|XP_019530438.2|AEAL	LOC108156244|XP_017143082.1|DMIR
OG0004620	LOC109422877|XP_019553324.2|AEAL, LOC109397600|XP_019525435.2|AEAL	LOC108156238|XP_017143075.1|DMIR
OG0004621	LOC115264457|XP_029724011.1|AEAL, LOC109397594|XP_019525426.2|AEAL	LOC108156855|XP_017144069.1|DMIR
OG0004622	LOC109422942|XP_029717448.1|AEAL	LOC108157449|XP_017144995.1|DMIR
OG0004623	LOC109422944|XP_019553385.2|AEAL, LOC115260596|XP_029717464.1|AEAL	LOC108156106|XP_017142890.1|DMIR
OG0004624	LOC115260579|XP_029717408.1|AEAL, LOC109403575|XP_019531943.2|AEAL, LOC115260587|XP_029717433.1|AEAL	LOC108155964|XP_017142629.1|DMIR
OG0004625	LOC109403571|XP_029717395.1|AEAL, LOC109422964|XP_029717436.1|AEAL, LOC109422965|XP_029717414.1|AEAL	LOC108163638|XP_017154541.1|DMIR
OG0004626	LOC109403559|XP_029717431.1|AEAL, LOC109422974|XP_019553420.2|AEAL	LOC108154618|XP_033253593.1|DMIR
OG0004627	LOC109431907|XP_029727753.1|AEAL	LOC108152140|XP_017136727.1|DMIR
OG0004628	LOC109432381|XP_019564285.2|AEAL, LOC109423019|XP_029708391.1|AEAL	LOC108153705|XP_017139319.1|DMIR
OG0004629	LOC109432372|XP_029717745.1|AEAL, LOC109423065|XP_029708372.1|AEAL	LOC108157482|XP_033244993.1|DMIR
OG0004630	LOC115260688|XP_029717738.1|AEAL, LOC109432365|XP_029708366.1|AEAL	LOC108155973|XP_017142648.1|DMIR
OG0004631	LOC109423081|XP_029715781.1|AEAL	LOC108156873|XP_017144090.1|DMIR
OG0004632	LOC109423080|XP_029715779.1|AEAL	LOC108156871|XP_033244936.1|DMIR
OG0004633	LOC109422814|XP_029717574.1|AEAL, LOC115260617|XP_029717512.1|AEAL, LOC109400927|XP_029734161.1|AEAL	LOC108156103|XP_017142887.1|DMIR
OG0004634	LOC109422789|XP_019553218.1|AEAL, LOC109421811|XP_019551908.2|AEAL	LOC108156070|XP_017142843.1|DMIR
OG0004635	LOC109422805|XP_029734305.1|AEAL, LOC109421813|XP_029717585.1|AEAL, LOC109422806|XP_029717521.1|AEAL	LOC108161021|XP_017150820.1|DMIR
OG0004636	LOC109421820|XP_029717530.1|AEAL, LOC109421825|XP_029717591.1|AEAL, LOC115260621|XP_029717527.1|AEAL	LOC108156992|XP_017144277.1|DMIR
OG0004637	LOC109421840|XP_029717531.1|AEAL, LOC115254049|XP_029717549.1|AEAL, LOC109422772|XP_029717597.1|AEAL	LOC108150748|XP_033255795.1|DMIR
OG0004638	LOC109421845|XP_019551956.2|AEAL, LOC109422769|XP_029717550.1|AEAL	LOC108157220|XP_017144670.1|DMIR
OG0004639	LOC115253490|XP_029718188.1|AEAL, LOC115260964|XP_029718191.1|AEAL, LOC109412944|XP_019542144.2|AEAL, LOC109424738|XP_029717714.1|AEAL	LOC108154300|XP_017140043.1|DMIR
OG0004640	LOC109424678|XP_029717667.1|AEAL, LOC109412960|XP_029717717.1|AEAL, LOC115253539|XP_029718196.1|AEAL	LOC108154323|XP_017140071.1|DMIR
OG0004641	LOC109412116|XP_029707535.1|AEAL, LOC109430970|XP_019562638.1|AEAL	LOC108164848|XP_017156265.1|DMIR
OG0004642	LOC109431342|XP_029717801.1|AEAL, LOC109427778|XP_019558915.2|AEAL, LOC109431343|XP_029717777.1|AEAL	LOC108151122|XP_017135035.1|DMIR
OG0004644	LOC115260500|XP_029717286.1|AEAL, LOC115260702|XP_029717778.1|AEAL, LOC109427777|XP_019558914.2|AEAL	LOC108162216|XP_017152326.1|DMIR
OG0004645	LOC115260718|XP_029717803.1|AEAL, LOC115260703|XP_029717779.1|AEAL	LOC108163402|XP_017154155.1|DMIR
OG0004646	LOC115260711|XP_029717794.1|AEAL, LOC109431350|XP_029717783.1|AEAL, LOC109427769|XP_019558909.1|AEAL	LOC108157116|XP_017144486.1|DMIR
OG0004647	LOC109427763|XP_029717790.1|AEAL, LOC115260720|XP_029717809.1|AEAL, LOC109431337|XP_029717787.1|AEAL	LOC108164064|XP_017155141.1|DMIR
OG0004648	LOC109427765|XP_019558904.1|AEAL, LOC109431360|XP_019563126.1|AEAL, LOC115260710|XP_029717792.1|AEAL	LOC108159958|XP_017149120.1|DMIR
OG0004649	LOC109427740|XP_029717820.1|AEAL	LOC108154673|XP_017140506.1|DMIR
OG0004650	LOC109431403|XP_019563166.2|AEAL	LOC108161639|XP_017151430.1|DMIR
OG0004651	LOC109415596|XP_029717907.1|AEAL	LOC108157500|XP_017145089.1|DMIR
OG0004652	LOC109405950|XP_029728635.1|AEAL, LOC109406924|XP_019535470.2|AEAL	LOC108156114|XP_017142901.1|DMIR
OG0004653	LOC115266518|XP_029728632.1|AEAL, LOC109406930|XP_029729117.1|AEAL	LOC108151641|XP_017135836.1|DMIR
OG0004654	LOC109427357|XP_029733713.1|AEAL	LOC108162071|XP_017152107.1|DMIR
OG0004655	LOC109430902|XP_029707537.1|AEAL, LOC109412100|XP_019541285.1|AEAL	LOC108156750|XP_017143900.1|DMIR
OG0004656	LOC109412106|XP_019541292.2|AEAL, LOC109430936|XP_019562595.1|AEAL	LOC108164027|XP_017155095.1|DMIR
OG0004657	LOC109431799|XP_029733685.1|AEAL	LOC108154332|XP_017140083.1|DMIR
OG0004658	LOC109431355|XP_029718049.1|AEAL, LOC109412148|XP_019541343.2|AEAL	LOC108155746|XP_017142264.1|DMIR
OG0004659	LOC115260868|XP_029718063.1|AEAL, LOC109412161|XP_019541349.2|AEAL	LOC108156868|XP_017144085.1|DMIR
OG0004660	LOC109412185|XP_019541384.2|AEAL	LOC108156001|XP_017142690.1|DMIR
OG0004661	LOC109412190|XP_019541389.2|AEAL	LOC108155583|XP_017141978.1|DMIR
OG0004662	LOC115266711|XP_029729098.1|AEAL, LOC109417107|XP_019546776.1|AEAL	LOC117193058|XP_033253682.1|DMIR, LOC108154136|XP_017139761.1|DMIR
OG0004663	LOC115258273|XP_029714209.1|AEAL, LOC109406368|XP_029714197.1|AEAL	LOC108165035|XP_017156560.1|DMIR
OG0004664	LOC109405301|XP_029714188.1|AEAL, LOC109406359|XP_029714183.1|AEAL, LOC115253625|XP_029714199.1|AEAL	LOC108158095|XP_017145754.1|DMIR
OG0004665	LOC109406383|XP_019535022.2|AEAL, LOC109405312|XP_019533897.1|AEAL	LOC108165190|XP_017156751.1|DMIR
OG0004666	LOC109406364|XP_029714193.1|AEAL, LOC109405308|XP_019533888.2|AEAL	LOC108155368|XP_017141621.1|DMIR
OG0004667	LOC115258263|XP_029714181.1|AEAL, LOC109406360|XP_019535005.1|AEAL, LOC109405302|XP_019533882.1|AEAL	LOC108156554|XP_017143564.1|DMIR
OG0004668	LOC109417984|XP_029715855.1|AEAL, LOC109427604|XP_029716062.1|AEAL	LOC108164950|XP_017156431.1|DMIR
OG0004669	LOC115267263|XP_029730030.1|AEAL, LOC109397228|XP_029730025.1|AEAL, LOC109417206|XP_019546874.2|AEAL	LOC108162020|XP_017152002.1|DMIR
OG0004670	LOC109405497|XP_019534142.1|AEAL	LOC108156520|XP_017143514.1|DMIR
OG0004671	LOC109406996|XP_029713910.1|AEAL	LOC108154247|XP_017139971.1|DMIR
OG0004672	LOC109405653|XP_019534268.2|AEAL	LOC108156405|XP_017143334.1|DMIR
OG0004673	LOC109419673|XP_019549458.2|AEAL	LOC108156660|XP_017143763.1|DMIR
OG0004674	LOC109419344|XP_019549127.1|AEAL, LOC109423126|XP_019553577.1|AEAL	LOC108157637|XP_017145270.1|DMIR
OG0004675	LOC109419263|XP_029707991.1|AEAL, LOC109423128|XP_029732685.1|AEAL	LOC108156649|XP_017143749.1|DMIR
OG0004676	LOC109419090|XP_029707974.1|AEAL, LOC115257151|XP_029712405.1|AEAL	LOC108157370|XP_017144884.1|DMIR
OG0004677	LOC115257176|XP_029712445.1|AEAL, LOC109423205|XP_019553665.1|AEAL	LOC108154882|XP_017140813.1|DMIR
OG0004678	LOC109423207|XP_019553685.2|AEAL, LOC109397277|XP_029712425.1|AEAL	LOC108154878|XP_017140806.1|DMIR
OG0004679	LOC115263685|XP_029722769.1|AEAL	LOC108157697|XP_033245841.1|DMIR
OG0004680	LOC109423516|XP_029736168.1|AEAL, LOC115253450|XP_029722778.1|AEAL	LOC108155172|XP_017141328.1|DMIR
OG0004681	LOC109432154|XP_019564007.2|AEAL	LOC108156687|XP_017143817.1|DMIR
OG0004682	LOC109423465|XP_019553984.1|AEAL	LOC108163406|XP_017154159.1|DMIR
OG0004683	LOC109423494|XP_019554006.1|AEAL	LOC108155996|XP_017142682.1|DMIR
OG0004684	LOC109432161|XP_029722854.1|AEAL, LOC109423478|XP_029722810.1|AEAL	LOC108155004|XP_017141041.1|DMIR
OG0004685	LOC115263728|XP_029722856.1|AEAL, LOC109432175|XP_029722847.1|AEAL	LOC108156394|XP_017143308.1|DMIR
OG0004686	LOC109432157|XP_029722863.1|AEAL, LOC109423474|XP_029722845.1|AEAL	LOC108156827|XP_017144019.1|DMIR
OG0004687	LOC115263846|XP_029723072.1|AEAL	LOC108157097|XP_017144451.1|DMIR
OG0004688	LOC109411581|XP_029712549.1|AEAL	LOC108156189|XP_017143009.1|DMIR
OG0004689	LOC109430264|XP_019561853.2|AEAL	LOC108155632|XP_017142059.1|DMIR
OG0004690	LOC109415553|XP_019544980.2|AEAL	LOC108155595|XP_017142003.1|DMIR
OG0004691	LOC109415549|XP_019544977.2|AEAL	LOC108155025|XP_017141069.1|DMIR
OG0004692	LOC115254112|XP_029722877.1|AEAL, LOC109415546|XP_029722875.1|AEAL	LOC108155569|XP_017141955.1|DMIR
OG0004693	LOC115263733|XP_029722873.1|AEAL, LOC109430297|XP_029722880.1|AEAL	LOC108155357|XP_017141609.1|DMIR
OG0004694	LOC109430292|XP_019561887.2|AEAL	LOC108156684|XP_017143812.1|DMIR
OG0004695	LOC109430330|XP_019561929.2|AEAL	LOC108156756|XP_017143906.1|DMIR
OG0004696	LOC109400074|XP_029707577.1|AEAL, LOC115254306|XP_029707575.1|AEAL	LOC108154317|XP_017140065.1|DMIR
OG0004697	LOC109400093|XP_029707589.1|AEAL, LOC115254371|XP_029707723.1|AEAL	LOC117186126|XP_033242165.1|DMIR
OG0004698	LOC109621570|XP_029707690.1|AEAL, LOC115260227|XP_029717019.1|AEAL	LOC108156334|XP_017143223.1|DMIR
OG0004699	LOC109408864|XP_029722986.1|AEAL, LOC109430402|XP_029736325.1|AEAL	LOC108157012|XP_017144304.1|DMIR
OG0004700	LOC109430374|XP_019561977.2|AEAL	LOC108156897|XP_017144128.1|DMIR
OG0004701	LOC109405114|XP_029713445.1|AEAL, LOC109415406|XP_019544817.1|AEAL	LOC108155684|XP_033245038.1|DMIR
OG0004702	LOC109430369|XP_019561976.2|AEAL, LOC109432116|XP_019563944.2|AEAL	LOC108156134|XP_017142935.1|DMIR
OG0004703	LOC109432163|XP_019564028.2|AEAL, LOC109430322|XP_019561917.2|AEAL	LOC108157641|XP_017145275.1|DMIR
OG0004704	LOC109432136|XP_029713565.1|AEAL	LOC108155956|XP_017142609.1|DMIR
OG0004705	LOC109432169|XP_019564033.1|AEAL	LOC108154248|XP_017139972.1|DMIR
OG0004706	LOC109430725|XP_019562344.2|AEAL	LOC108165490|XP_017157033.1|DMIR
OG0004707	LOC109429924|XP_029726712.1|AEAL, LOC109430717|XP_029713495.1|AEAL, LOC115258129|XP_029714030.1|AEAL	LOC108161907|XP_017151796.1|DMIR
OG0004708	LOC109430726|XP_019562347.2|AEAL, LOC109429877|XP_029726713.1|AEAL	LOC108154849|XP_017140754.1|DMIR
OG0004709	LOC109429711|XP_019561266.1|AEAL	LOC108155545|XP_017141913.1|DMIR
OG0004710	LOC109429690|XP_019561241.2|AEAL	LOC108155038|XP_017141092.1|DMIR
OG0004711	LOC109430702|XP_019562316.2|AEAL	LOC108156049|XP_017142810.2|DMIR
OG0004712	LOC109429559|XP_029713231.1|AEAL	LOC108155482|XP_017141795.1|DMIR
OG0004713	LOC109399965|XP_029716302.1|AEAL	LOC108156368|XP_017143261.1|DMIR
OG0004714	LOC109399943|XP_019527941.2|AEAL	LOC117186929|XP_033244177.1|DMIR, LOC108154703|XP_017140542.2|DMIR
OG0004715	LOC109399934|XP_019527934.2|AEAL	LOC108161675|XP_017151471.1|DMIR
OG0004716	LOC109399937|XP_019527936.2|AEAL	LOC108156632|XP_017143719.1|DMIR
OG0004717	LOC109399828|XP_029729666.1|AEAL, LOC115261613|XP_029719373.1|AEAL, LOC109425278|XP_029729667.1|AEAL	LOC108163424|XP_017154222.2|DMIR
OG0004718	LOC115267060|XP_029729750.1|AEAL, LOC109425282|XP_029729725.1|AEAL	LOC108163535|XP_017154377.1|DMIR
OG0004719	LOC109416910|XP_029716318.1|AEAL, LOC109415610|XP_029715921.1|AEAL	LOC108156307|XP_033244397.1|DMIR
OG0004720	LOC109416915|XP_029707542.1|AEAL, LOC109415606|XP_029733872.1|AEAL	LOC108156118|XP_017142912.1|DMIR
OG0004721	LOC109402364|XP_019530575.2|AEAL	LOC108155092|XP_017141203.1|DMIR
OG0004722	LOC109425506|XP_019556301.2|AEAL	LOC108156870|XP_017144087.1|DMIR
OG0004723	LOC109417290|XP_019546940.2|AEAL	LOC108155046|XP_017141111.1|DMIR
OG0004724	LOC109411406|XP_019540468.2|AEAL, LOC109621318|XP_029714163.1|AEAL	LOC108156360|XP_017143253.2|DMIR
OG0004725	LOC109400488|XP_019528547.2|AEAL	LOC108156048|XP_017142809.1|DMIR
OG0004726	LOC109400449|XP_019528499.2|AEAL, LOC109623043|XP_029716138.1|AEAL	LOC108156644|XP_017143735.1|DMIR
OG0004727	LOC109417756|XP_029716061.1|AEAL	LOC108157211|XP_033245305.1|DMIR
OG0004728	LOC109417783|XP_019547485.2|AEAL	LOC108154244|XP_017139967.1|DMIR
OG0004729	LOC109622449|XP_019932334.1|AEAL	LOC108164870|XP_017156305.1|DMIR
OG0004730	LOC109400471|XP_019528523.2|AEAL	LOC108163621|XP_017154509.1|DMIR
OG0004731	LOC109399863|XP_019527897.2|AEAL	LOC108156401|XP_017143328.1|DMIR
OG0004732	LOC115261826|XP_029719596.1|AEAL, LOC109400408|XP_019528466.2|AEAL	LOC108157475|XP_017145043.2|DMIR
OG0004733	LOC115253495|XP_029716004.1|AEAL, LOC109400409|XP_029719595.1|AEAL	LOC108156363|XP_017143255.1|DMIR
OG0004734	LOC109400417|XP_019528473.2|AEAL	LOC108155986|XP_017142667.2|DMIR
OG0004735	LOC109412725|XP_029716046.1|AEAL, LOC109411862|XP_029715849.1|AEAL	LOC108157236|XP_017144686.1|DMIR
OG0004736	LOC109412719|XP_029716200.1|AEAL, LOC109411881|XP_029716340.1|AEAL	LOC108155243|XP_017141422.1|DMIR
OG0004737	LOC115259641|XP_029716277.1|AEAL, LOC115266455|XP_029728546.1|AEAL	LOC108157516|XP_017145107.1|DMIR
OG0004738	LOC109411873|XP_019541043.2|AEAL	LOC108157329|XP_017144834.1|DMIR
OG0004739	LOC109399052|XP_019527028.2|AEAL	LOC108154671|XP_017140501.1|DMIR
OG0004740	LOC109419801|XP_019549637.2|AEAL	LOC108157849|XP_017145542.1|DMIR
OG0004741	LOC109425329|XP_029716095.1|AEAL, LOC109419800|XP_029716211.1|AEAL	LOC108154636|XP_017140448.1|DMIR
OG0004742	LOC109425333|XP_029716077.1|AEAL	LOC108164398|XP_017155513.1|DMIR
OG0004743	LOC109398981|XP_019526977.2|AEAL, LOC109425533|XP_019556327.2|AEAL, LOC115259597|XP_029716178.1|AEAL	LOC108156623|XP_017143668.1|DMIR
OG0004744	LOC109399011|XP_019527001.2|AEAL	LOC108163381|XP_017154124.1|DMIR
OG0004745	LOC109399006|XP_019526995.3|AEAL, LOC109621524|XP_029716474.1|AEAL	LOC108156410|XP_017143344.1|DMIR
OG0004746	LOC109429325|XP_019560772.2|AEAL, LOC109401130|XP_029715975.1|AEAL	LOC108155820|XP_017142397.1|DMIR
OG0004747	LOC109401009|XP_029715976.1|AEAL, LOC109429326|XP_029716098.1|AEAL	LOC108155821|XP_017142399.1|DMIR
OG0004748	LOC109400937|XP_029715856.1|AEAL, LOC115258000|XP_029713856.1|AEAL	LOC108155586|XP_017141984.1|DMIR
OG0004749	LOC109407348|XP_029716394.1|AEAL, LOC109397172|XP_029716395.1|AEAL	LOC108155589|XP_033244126.1|DMIR
OG0004750	LOC109397080|XP_019524953.2|AEAL, LOC115258008|XP_029713866.1|AEAL	LOC108156246|XP_017143084.1|DMIR
OG0004751	LOC109400791|XP_019528840.2|AEAL, LOC109397058|XP_019524928.2|AEAL	LOC108155121|XP_033245624.1|DMIR
OG0004752	LOC109412573|XP_029715968.1|AEAL, LOC109412574|XP_029716398.1|AEAL, LOC109397046|XP_029715967.1|AEAL	LOC108154384|XP_017140137.1|DMIR
OG0004753	LOC109412575|XP_029715962.1|AEAL, LOC109396999|XP_029715960.1|AEAL	LOC108154720|XP_017140570.1|DMIR
OG0004754	LOC109396991|XP_029715956.1|AEAL, LOC115259492|XP_029715957.1|AEAL	LOC108154900|XP_017140838.1|DMIR
OG0004755	LOC109412580|XP_019541749.1|AEAL, LOC109433633|XP_029716008.1|AEAL	LOC108156547|XP_017143554.1|DMIR
OG0004756	LOC109433628|XP_019565624.2|AEAL, LOC109412581|XP_019541752.2|AEAL	LOC108156545|XP_017143550.1|DMIR
OG0004757	LOC109412588|XP_029715987.1|AEAL, LOC109433581|XP_029715838.1|AEAL	LOC108154167|XP_017139817.2|DMIR
OG0004758	LOC109412593|XP_029716511.1|AEAL, LOC109433522|XP_029716532.1|AEAL	LOC108156617|XP_017143660.1|DMIR
OG0004759	LOC109433508|XP_029716002.1|AEAL, LOC109412594|XP_029715949.1|AEAL	LOC108156205|XP_017143029.1|DMIR
OG0004760	LOC115259666|XP_029716309.1|AEAL, LOC109412596|XP_029716351.1|AEAL	LOC108156081|XP_033244137.1|DMIR
OG0004761	LOC109398214|XP_029715851.1|AEAL, LOC109429345|XP_029715835.1|AEAL	LOC108155250|XP_017141431.1|DMIR
OG0004762	LOC115259829|XP_029716516.1|AEAL, LOC109429298|XP_029716367.1|AEAL	LOC108162684|XP_017153021.1|DMIR
OG0004763	LOC109429302|XP_029716121.1|AEAL	LOC108157031|XP_017144333.1|DMIR
OG0004764	LOC109400906|XP_029715905.1|AEAL, LOC109429314|XP_029716005.1|AEAL	LOC108155473|XP_017141785.1|DMIR
OG0004765	LOC115259481|XP_029715926.1|AEAL, LOC109622683|XP_029715941.1|AEAL, LOC109398465|XP_019526387.2|AEAL	LOC108156990|XP_017144271.1|DMIR
OG0004767	LOC109424333|XP_029715834.1|AEAL, LOC109417131|XP_029716387.1|AEAL	LOC108155516|XP_017141846.1|DMIR
OG0004768	LOC115266268|XP_029728106.1|AEAL, LOC109424328|XP_019554971.2|AEAL	LOC108155515|XP_017141844.1|DMIR
OG0004769	LOC115259826|XP_029716493.1|AEAL, LOC109417126|XP_019546794.2|AEAL	LOC108162239|XP_017152364.1|DMIR
OG0004770	LOC109417128|XP_019546798.1|AEAL, LOC115259527|XP_029716042.1|AEAL	LOC108155800|XP_017142370.1|DMIR
OG0004771	LOC109424322|XP_019554963.2|AEAL, LOC109417122|XP_019546791.2|AEAL	LOC108154060|XP_033245899.1|DMIR
OG0004772	LOC109414930|XP_019544324.2|AEAL	LOC108156449|XP_017143396.1|DMIR
OG0004773	LOC109623079|XP_019933098.2|AEAL, LOC109408323|XP_019537146.2|AEAL	LOC108154186|XP_017139850.1|DMIR
OG0004774	LOC109621271|XP_029716063.1|AEAL	LOC108154187|XP_033244757.1|DMIR
OG0004775	LOC109623083|XP_019933112.2|AEAL	LOC108156616|XP_033244733.1|DMIR
OG0004776	LOC109623087|XP_029716190.1|AEAL, LOC109408313|XP_029716220.1|AEAL	LOC108159369|XP_017148085.1|DMIR
OG0004777	LOC109416865|XP_019546508.1|AEAL	LOC108154165|XP_017139816.1|DMIR
OG0004778	LOC109421097|XP_019551126.2|AEAL, LOC109413907|XP_029717071.1|AEAL	LOC108162631|XP_017152943.2|DMIR
OG0004779	LOC109421118|XP_029710033.1|AEAL, LOC109413900|XP_029710027.1|AEAL	LOC108154674|XP_033244412.1|DMIR
OG0004780	LOC109413902|XP_029710031.1|AEAL, LOC115253956|XP_029709996.1|AEAL	LOC108163949|XP_017154979.1|DMIR
OG0004781	LOC115255939|XP_029710035.1|AEAL, LOC109431331|XP_029710032.1|AEAL, LOC109421088|XP_029707937.1|AEAL	LOC108156622|XP_033245430.1|DMIR
OG0004782	LOC109408854|XP_019537769.2|AEAL, LOC115254738|XP_029708277.1|AEAL	LOC108156116|XP_017142905.1|DMIR
OG0004783	LOC109408850|XP_019537766.1|AEAL, LOC115253989|XP_029712744.1|AEAL	LOC108157265|XP_017144739.1|DMIR
OG0004784	LOC109623017|XP_029713478.1|AEAL	LOC108157239|XP_017144698.1|DMIR
OG0004785	LOC109411179|XP_019540198.1|AEAL	LOC108157856|XP_017145551.1|DMIR
OG0004786	LOC109417095|XP_019546766.2|AEAL	LOC108154581|XP_017140372.1|DMIR
OG0004787	LOC109414779|XP_029730222.1|AEAL, LOC109414780|XP_029730223.1|AEAL	LOC108154663|XP_017140489.1|DMIR
OG0004788	LOC109403597|XP_019531963.2|AEAL	LOC108154513|XP_017140302.1|DMIR
OG0004789	LOC109403606|XP_019531971.2|AEAL	LOC108153925|XP_017139509.1|DMIR
OG0004790	LOC109414758|XP_029730134.1|AEAL, LOC109403613|XP_019531975.1|AEAL	LOC108157208|XP_017144646.1|DMIR
OG0004791	LOC109414765|XP_029730136.1|AEAL, LOC109403598|XP_029730151.1|AEAL	LOC108155750|XP_017142271.1|DMIR
