Orthogroup	AEAL.longest_only	DGUA.longest_only
OG0004328	LOC109405249|XP_019533832.1|AEAL	LOC117591985|XP_034141318.1|DGUA
OG0004330	LOC109418576|XP_019548332.2|AEAL	LOC117591959|XP_034141284.1|DGUA
OG0004331	LOC109418567|XP_019548319.2|AEAL	LOC117590132|XP_034138399.1|DGUA
OG0004332	LOC109413116|XP_019542378.2|AEAL	LOC117587696|XP_034134483.1|DGUA
OG0004333	LOC109413104|XP_019542357.2|AEAL, LOC115253990|XP_029712760.1|AEAL, LOC109418539|XP_019548290.2|AEAL	LOC117584700|XP_034129627.1|DGUA
OG0004334	LOC115257602|XP_029713262.1|AEAL, LOC109413094|XP_029713107.1|AEAL	LOC117582256|XP_034125761.1|DGUA
OG0004335	LOC109413092|XP_029713252.1|AEAL, LOC109418534|XP_019548279.2|AEAL	LOC117580164|XP_034122378.1|DGUA
OG0004336	LOC109413089|XP_019542330.2|AEAL, LOC115257444|XP_029712894.1|AEAL	LOC117578785|XP_034120387.1|DGUA
OG0004337	LOC109418514|XP_029713278.1|AEAL, LOC109413087|XP_019542325.2|AEAL	LOC117581787|XP_034125107.1|DGUA
OG0004338	LOC109413081|XP_029713090.1|AEAL, LOC115253778|XP_029713430.1|AEAL, LOC115257693|XP_029713421.1|AEAL	LOC117580024|XP_034122139.1|DGUA
OG0004339	LOC109418506|XP_019548254.1|AEAL, LOC109413079|XP_019542292.2|AEAL	LOC117590950|XP_034139893.1|DGUA
OG0004340	LOC109418505|XP_019548253.2|AEAL, LOC109413078|XP_019542291.2|AEAL	LOC117590942|XP_034139881.1|DGUA
OG0004341	LOC109413070|XP_029713418.1|AEAL	LOC117592640|XP_034142474.1|DGUA
OG0004342	LOC109418486|XP_019548235.2|AEAL	LOC117590820|XP_034139683.1|DGUA
OG0004343	LOC109621516|XP_029712725.1|AEAL	LOC117586494|XP_034132484.1|DGUA
OG0004344	LOC109398506|XP_029721520.1|AEAL, LOC109417365|XP_029713261.1|AEAL	LOC117586711|XP_034132876.1|DGUA
OG0004345	LOC109431048|XP_029721522.1|AEAL, LOC109407799|XP_019536504.2|AEAL	LOC117591087|XP_034140079.1|DGUA
OG0004346	LOC109431029|XP_029719456.1|AEAL, LOC115262774|XP_029721507.1|AEAL	LOC117592192|XP_034141691.1|DGUA
OG0004347	LOC109431042|XP_029721502.1|AEAL	LOC117592193|XP_034141693.1|DGUA
OG0004348	LOC109431061|XP_019562742.2|AEAL, LOC109433407|XP_029721480.1|AEAL	LOC117592324|XP_034141894.1|DGUA
OG0004349	LOC109433031|XP_029708337.1|AEAL, LOC109425809|XP_029721454.1|AEAL	LOC117582765|XP_034126624.1|DGUA
OG0004350	LOC109433228|XP_029720861.1|AEAL, LOC109425687|XP_029730481.1|AEAL, LOC115259643|XP_029716279.1|AEAL, LOC115262760|XP_029721447.1|AEAL	LOC117585137|XP_034130360.1|DGUA
OG0004351	LOC109413546|XP_029721413.1|AEAL, LOC109425656|XP_029721419.1|AEAL	LOC117589761|XP_034137843.1|DGUA
OG0004352	LOC109407902|XP_019536629.2|AEAL, LOC109413553|XP_019542781.2|AEAL	LOC117589998|XP_034138171.1|DGUA
OG0004353	LOC115253717|XP_029721409.1|AEAL, LOC109407901|XP_029721429.1|AEAL	LOC117583077|XP_034127144.1|DGUA
OG0004354	LOC109413556|XP_019542787.1|AEAL, LOC109407906|XP_029716865.1|AEAL, LOC115262757|XP_029721432.1|AEAL	LOC117583815|XP_034128290.1|DGUA
OG0004355	LOC109401254|XP_019529267.2|AEAL	LOC117585884|XP_034131526.1|DGUA
OG0004356	LOC109413586|XP_029715512.1|AEAL, LOC109401260|XP_029721393.1|AEAL	LOC117588336|XP_034135439.1|DGUA
OG0004357	LOC109413612|XP_029721382.1|AEAL, LOC109401274|XP_029721572.1|AEAL	LOC117585065|XP_034130222.1|DGUA
OG0004358	LOC115262721|XP_029721271.1|AEAL, LOC109401245|XP_029721381.1|AEAL	LOC117582351|XP_034125898.1|DGUA
OG0004359	LOC109413626|XP_029721351.1|AEAL, LOC109401264|XP_029721266.1|AEAL	LOC117592379|XP_034141975.1|DGUA
OG0004360	LOC109401244|XP_019529257.2|AEAL, LOC115262714|XP_029721262.1|AEAL, LOC115262706|XP_029721241.1|AEAL, LOC109623317|XP_019933392.2|AEAL	LOC117579554|XP_034121364.1|DGUA
OG0004361	LOC109623311|XP_019933384.2|AEAL, LOC115262699|XP_029721220.1|AEAL, LOC109401316|XP_019529365.2|AEAL	LOC117585118|XP_034130332.1|DGUA
OG0004362	LOC109623308|XP_019933379.2|AEAL, LOC115262594|XP_029720852.1|AEAL, LOC109401195|XP_019529215.2|AEAL	LOC117589298|XP_034136982.1|DGUA
OG0004363	LOC109401294|XP_019529337.2|AEAL, LOC109623302|XP_019933367.2|AEAL, LOC115262712|XP_029721257.1|AEAL	LOC117588469|XP_034135651.1|DGUA
OG0004364	LOC109623290|XP_019933349.2|AEAL, LOC109401196|XP_019529216.2|AEAL	LOC117592335|XP_034141919.1|DGUA
OG0004365	LOC109401307|XP_019529355.2|AEAL, LOC109623270|XP_019933327.2|AEAL	LOC117578776|XP_034120373.1|DGUA
OG0004366	LOC109401171|XP_019529196.2|AEAL	LOC117582461|XP_034126078.1|DGUA
OG0004367	LOC109401170|XP_019529195.2|AEAL	LOC117589431|XP_034137259.1|DGUA
OG0004368	LOC109413631|XP_019542890.2|AEAL, LOC109426881|XP_019557986.2|AEAL	LOC117589014|XP_034136528.1|DGUA
OG0004369	LOC109623365|XP_029721176.1|AEAL, LOC115262804|XP_029721556.1|AEAL	LOC117592529|XP_034142278.1|DGUA
OG0004370	LOC109426927|XP_019558034.2|AEAL	LOC117584436|XP_034129242.1|DGUA
OG0004371	LOC109623344|XP_019933445.2|AEAL, LOC109426940|XP_019558052.2|AEAL	LOC117590812|XP_034139669.1|DGUA
OG0004372	LOC109426942|XP_029711985.1|AEAL, LOC109623345|XP_029721151.1|AEAL	LOC117592375|XP_034141965.1|DGUA
OG0004373	LOC109427036|XP_029720832.1|AEAL	LOC117592692|XP_034142551.1|DGUA
OG0004374	LOC115262655|XP_029721058.1|AEAL, LOC109424724|XP_029721538.1|AEAL	LOC117589093|XP_034136625.1|DGUA
OG0004375	LOC109424717|XP_019555420.2|AEAL	LOC117580304|XP_034122685.1|DGUA
OG0004376	LOC115262650|XP_029721030.1|AEAL, LOC109424672|XP_019555385.2|AEAL	LOC117579768|XP_034121713.1|DGUA
OG0004377	LOC109412040|XP_019541227.2|AEAL	LOC117579343|XP_034121060.1|DGUA
OG0004378	LOC109424624|XP_029721018.1|AEAL	LOC117579919|XP_034121952.1|DGUA
OG0004379	LOC109412057|XP_019541247.1|AEAL	LOC117579149|XP_034120801.1|DGUA
OG0004380	LOC109421945|XP_019552128.1|AEAL, LOC109408610|XP_019537481.2|AEAL	LOC117582699|XP_034126499.1|DGUA
OG0004381	LOC109421941|XP_019552122.2|AEAL	LOC117585816|XP_034131436.1|DGUA
OG0004382	LOC109421918|XP_019552043.2|AEAL, LOC109432635|XP_029721002.1|AEAL	LOC117578747|XP_034120321.1|DGUA
OG0004383	LOC109421916|XP_029721005.1|AEAL, LOC109432717|XP_019564647.2|AEAL	LOC117591796|XP_034140994.1|DGUA
OG0004384	LOC109421917|XP_019552042.2|AEAL, LOC109432652|XP_019564560.2|AEAL	LOC117591804|XP_034141004.1|DGUA
OG0004386	LOC109421901|XP_029730706.1|AEAL, LOC115267702|XP_029730713.1|AEAL	LOC117578850|XP_034120528.1|DGUA
OG0004387	LOC109408779|XP_019537710.2|AEAL, LOC109432665|XP_029730729.1|AEAL	LOC117579671|XP_034121546.1|DGUA
OG0004388	LOC109408775|XP_029730724.1|AEAL, LOC109408774|XP_029730737.1|AEAL, LOC109432710|XP_029730740.1|AEAL	LOC117580740|XP_034123312.1|DGUA
OG0004389	LOC109408773|XP_029730756.1|AEAL, LOC109432681|XP_029730735.1|AEAL	LOC117579220|XP_034120884.1|DGUA
OG0004390	LOC109408802|XP_029729301.1|AEAL, LOC109408804|XP_029730773.1|AEAL	LOC117587020|XP_034133323.1|DGUA
OG0004391	LOC109408797|XP_029731969.1|AEAL	LOC117592381|XP_034141986.1|DGUA
OG0004392	LOC109408724|XP_029730812.1|AEAL, LOC109428932|XP_029714034.1|AEAL	LOC117591747|XP_034140949.1|DGUA, LOC117580259|XP_034122583.1|DGUA
OG0004393	LOC109408720|XP_029730819.1|AEAL	LOC117592579|XP_034142366.1|DGUA
OG0004394	LOC109408712|XP_019537620.2|AEAL, LOC109428919|XP_029730824.1|AEAL	LOC117578531|XP_034119983.1|DGUA
OG0004395	LOC109414910|XP_019544304.1|AEAL, LOC109428906|XP_029730833.1|AEAL	LOC117582946|XP_034126949.1|DGUA
OG0004396	LOC109428905|XP_019560290.1|AEAL	LOC117590827|XP_034139696.1|DGUA
OG0004397	LOC109414907|XP_019544301.1|AEAL	LOC117592336|XP_034141921.1|DGUA
OG0004398	LOC109414924|XP_029715552.1|AEAL	LOC117592341|XP_034141925.1|DGUA
OG0004399	LOC109414902|XP_019544293.2|AEAL	LOC117585919|XP_034131616.1|DGUA
OG0004400	LOC109414895|XP_019544284.2|AEAL	LOC117585943|XP_034131607.1|DGUA
OG0004401	LOC109428885|XP_029730895.1|AEAL	LOC117581382|XP_034124415.1|DGUA
OG0004402	LOC109416887|XP_019546528.2|AEAL	LOC117584381|XP_034129126.1|DGUA
OG0004403	LOC109411435|XP_029730852.1|AEAL, LOC109428863|XP_029714137.1|AEAL	LOC117592438|XP_034142082.1|DGUA
OG0004404	LOC109428854|XP_019560230.2|AEAL, LOC115267759|XP_029730858.1|AEAL	LOC117589449|XP_034137289.1|DGUA
OG0004405	LOC109428850|XP_029731977.1|AEAL, LOC115262973|XP_029721775.1|AEAL, LOC115267766|XP_029730879.1|AEAL	LOC117587026|XP_034133338.1|DGUA
OG0004406	LOC115267811|XP_029731034.1|AEAL	LOC117580105|XP_034122261.1|DGUA
OG0004407	LOC109397002|XP_029730682.1|AEAL, LOC109432250|XP_029731033.1|AEAL	LOC117578779|XP_034120378.1|DGUA
OG0004408	LOC115260975|XP_029718203.1|AEAL, LOC109432267|XP_019564145.2|AEAL	LOC117579186|XP_034120846.1|DGUA
OG0004409	LOC109397081|XP_029730986.1|AEAL, LOC109432288|XP_029730908.1|AEAL	LOC117590606|XP_034139279.1|DGUA
OG0004410	LOC109397034|XP_029730956.1|AEAL, LOC109409848|XP_019538879.2|AEAL	LOC117578836|XP_034120501.1|DGUA
OG0004411	LOC109397047|XP_019524913.2|AEAL, LOC115260033|XP_029716727.1|AEAL	LOC117579501|XP_034121294.1|DGUA
OG0004412	LOC109397121|XP_029730931.1|AEAL, LOC115267794|XP_029730954.1|AEAL	LOC117579500|XP_034121293.1|DGUA
OG0004413	LOC109409855|XP_029730919.1|AEAL, LOC115267792|XP_029730950.1|AEAL	LOC117578417|XP_034119770.1|DGUA
OG0004414	LOC115267815|XP_029731054.1|AEAL, LOC109409861|XP_029730941.1|AEAL	LOC117591843|XP_034141100.1|DGUA
OG0004415	LOC109399100|XP_019527085.2|AEAL	LOC117592140|XP_034141586.1|DGUA
OG0004416	LOC109399103|XP_019527092.1|AEAL, LOC109409916|XP_029731073.1|AEAL	LOC117578680|XP_034120198.1|DGUA
OG0004417	LOC115267819|XP_029731071.1|AEAL, LOC109409917|XP_019538983.2|AEAL	LOC117583342|XP_034127495.1|DGUA
OG0004418	LOC109409918|XP_029731057.1|AEAL, LOC109399095|XP_029731087.1|AEAL	LOC117584938|XP_034129992.1|DGUA
OG0004419	LOC109409926|XP_029731121.1|AEAL	LOC117580255|XP_034122597.1|DGUA
OG0004420	LOC109399132|XP_019527116.2|AEAL	LOC117592683|XP_034142539.1|DGUA
OG0004421	LOC109399618|XP_019527654.1|AEAL	LOC117579817|XP_034121799.1|DGUA
OG0004422	LOC109399624|XP_029732182.1|AEAL, LOC115268277|XP_029732183.1|AEAL, LOC109400800|XP_019528844.1|AEAL	LOC117589191|XP_034136808.1|DGUA
OG0004423	LOC109399609|XP_019527642.2|AEAL, LOC109397727|XP_019525618.2|AEAL	LOC117586218|XP_034132049.1|DGUA
OG0004424	LOC109400309|XP_029709871.1|AEAL, LOC115253442|XP_029708104.1|AEAL	LOC117582154|XP_034125640.1|DGUA
OG0004425	LOC109399667|XP_019527717.2|AEAL, LOC115253929|XP_029708105.1|AEAL	LOC117580547|XP_034123035.1|DGUA
OG0004426	LOC109400763|XP_019528839.2|AEAL, LOC109399670|XP_019527721.1|AEAL, LOC115255830|XP_029709878.1|AEAL	LOC117580192|XP_034122444.1|DGUA
OG0004427	LOC109399671|XP_019527722.2|AEAL	LOC117580401|XP_034122837.1|DGUA
OG0004428	LOC109418987|XP_019548767.2|AEAL	LOC117589614|XP_034137582.1|DGUA
OG0004429	LOC109410578|XP_029731275.1|AEAL, LOC109421149|XP_019551190.2|AEAL	LOC117584477|XP_034129292.1|DGUA
OG0004430	LOC109426536|XP_029731324.1|AEAL, LOC109408362|XP_029731305.1|AEAL	LOC117579163|XP_034120813.1|DGUA
OG0004431	LOC115255987|XP_029710066.1|AEAL, LOC109408357|XP_019537200.2|AEAL, LOC109426517|XP_019557593.2|AEAL	LOC117584971|XP_034130060.1|DGUA
OG0004432	LOC115255988|XP_029710067.1|AEAL, LOC109408356|XP_019537199.2|AEAL	LOC117584970|XP_034130059.1|DGUA
OG0004433	LOC109426509|XP_029710089.1|AEAL, LOC109426469|XP_029710075.1|AEAL, LOC115255993|XP_029710072.1|AEAL	LOC117579721|XP_034121605.1|DGUA
OG0004434	LOC109408984|XP_029710065.1|AEAL, LOC115255996|XP_029710078.1|AEAL, LOC109426471|XP_019557535.2|AEAL	LOC117592338|XP_034141923.1|DGUA
OG0004435	LOC109402144|XP_019530316.2|AEAL, LOC109426455|XP_029731377.1|AEAL	LOC117590451|XP_034138967.1|DGUA
OG0004437	LOC109426437|XP_019557489.2|AEAL	LOC117591862|XP_034141122.1|DGUA
OG0004438	LOC109426436|XP_019557488.2|AEAL	LOC117591799|XP_034140999.1|DGUA
OG0004439	LOC109404008|XP_019532418.2|AEAL	LOC117578731|XP_034120285.1|DGUA
OG0004440	LOC109426432|XP_019557485.1|AEAL	LOC117578869|XP_034120554.1|DGUA
OG0004441	LOC109403403|XP_019531777.2|AEAL	LOC117582625|XP_034126391.1|DGUA
OG0004442	LOC109403309|XP_019531661.2|AEAL	LOC117580988|XP_034123679.1|DGUA
OG0004443	LOC109621792|XP_029731528.1|AEAL, LOC109403180|XP_029731396.1|AEAL	LOC117579112|XP_034120730.1|DGUA
OG0004444	LOC109622181|XP_029731549.1|AEAL	LOC117579754|XP_034121718.1|DGUA
OG0004445	LOC109403341|XP_029731570.1|AEAL, LOC115267963|XP_029731665.1|AEAL	LOC117591257|XP_034140338.1|DGUA
OG0004446	LOC109403355|XP_029718009.1|AEAL, LOC109410760|XP_019539830.2|AEAL, LOC115267936|XP_029731573.1|AEAL	LOC117583539|XP_034127786.1|DGUA
OG0004447	LOC109403361|XP_019531721.1|AEAL	LOC117585359|XP_034130697.1|DGUA
OG0004448	LOC109410759|XP_019539828.2|AEAL	LOC117578872|XP_034120557.1|DGUA
OG0004449	LOC109403358|XP_019531716.2|AEAL	LOC117587319|XP_034133841.1|DGUA
OG0004450	LOC109410628|XP_019539695.2|AEAL, LOC109433539|XP_019565523.2|AEAL	LOC117582413|XP_034125997.1|DGUA
OG0004451	LOC109410656|XP_029731642.1|AEAL	LOC117591687|XP_034140905.1|DGUA
OG0004452	LOC109433480|XP_019565446.2|AEAL, LOC109410661|XP_029731648.1|AEAL	LOC117590626|XP_034139331.1|DGUA
OG0004453	LOC109410657|XP_029710257.1|AEAL, LOC109433478|XP_029731645.1|AEAL	LOC117578567|XP_034120034.1|DGUA
OG0004454	LOC115267992|XP_029731731.1|AEAL, LOC109621455|XP_019931040.2|AEAL, LOC115269469|XP_029734107.1|AEAL	LOC117586381|XP_034132302.1|DGUA
OG0004455	LOC115268196|XP_029732109.1|AEAL, LOC109621475|XP_019931063.2|AEAL, LOC115255967|XP_029710053.1|AEAL, LOC109621486|XP_019931074.2|AEAL	LOC117591262|XP_034140342.1|DGUA
OG0004456	LOC109621461|XP_019931046.2|AEAL	LOC117590822|XP_034139682.1|DGUA
OG0004457	LOC109621480|XP_019931068.2|AEAL, LOC115255970|XP_029710055.1|AEAL	LOC117579115|XP_034120735.1|DGUA
OG0004458	LOC109621471|XP_029731745.1|AEAL	LOC117579551|XP_034121360.1|DGUA
OG0004459	LOC109621434|XP_029731746.1|AEAL	LOC117579300|XP_034120998.1|DGUA
OG0004460	LOC109621452|XP_019931037.2|AEAL, LOC115268004|XP_029731751.1|AEAL	LOC117589404|XP_034137220.1|DGUA
OG0004461	LOC115268044|XP_029731818.1|AEAL, LOC109426051|XP_019557038.2|AEAL	LOC117579729|XP_034121617.1|DGUA
OG0004462	LOC109426027|XP_019557004.2|AEAL	LOC117579102|XP_034120715.1|DGUA
OG0004463	LOC115268050|XP_029731829.1|AEAL, LOC109426022|XP_019556995.2|AEAL	LOC117579948|XP_034121998.1|DGUA
OG0004464	LOC115253524|XP_029731832.1|AEAL, LOC109426021|XP_029723094.1|AEAL, LOC115268030|XP_029731788.1|AEAL	LOC117579753|XP_034121665.1|DGUA
OG0004465	LOC115268032|XP_029731797.1|AEAL, LOC109426011|XP_019556982.1|AEAL	LOC117587900|XP_034134769.1|DGUA
OG0004466	LOC115268054|XP_029731838.1|AEAL, LOC109426010|XP_029731799.1|AEAL	LOC117579723|XP_034121610.1|DGUA
OG0004467	LOC115268036|XP_029731803.1|AEAL, LOC109426000|XP_019556972.2|AEAL	LOC117579387|XP_034121148.1|DGUA
OG0004468	LOC115268059|XP_029731844.1|AEAL, LOC109425999|XP_029731805.1|AEAL	LOC117579997|XP_034122085.1|DGUA
OG0004469	LOC115253480|XP_029731809.1|AEAL, LOC109425994|XP_019556964.2|AEAL	LOC117591272|XP_034140358.1|DGUA
OG0004470	LOC109425964|XP_029731782.1|AEAL	LOC117582557|XP_034126276.1|DGUA
OG0004471	LOC115268074|XP_029731879.1|AEAL	LOC117583310|XP_034127444.1|DGUA
OG0004472	LOC109425848|XP_029733650.1|AEAL, LOC109407584|XP_019536225.2|AEAL	LOC117578685|XP_034120208.1|DGUA
OG0004473	LOC109407683|XP_019536380.2|AEAL, LOC109425756|XP_019556620.2|AEAL	LOC117592617|XP_034142393.1|DGUA
OG0004474	LOC109425843|XP_019556759.1|AEAL	LOC117591947|XP_034141255.1|DGUA
OG0004475	LOC109407579|XP_019536216.2|AEAL	LOC117592675|XP_034142527.1|DGUA
OG0004476	LOC109425839|XP_019556755.2|AEAL	LOC117590229|XP_034138589.1|DGUA, LOC117587925|XP_034134803.1|DGUA
OG0004477	LOC109407511|XP_019536111.2|AEAL, LOC109425770|XP_019556637.2|AEAL, LOC115262227|XP_029720485.1|AEAL	LOC117584188|XP_034128850.1|DGUA
OG0004478	LOC109407507|XP_029720469.1|AEAL, LOC109425740|XP_029720463.1|AEAL, LOC115260063|XP_029716780.1|AEAL	LOC117579582|XP_034121413.1|DGUA
OG0004479	LOC109422033|XP_019552217.2|AEAL	LOC117592563|XP_034142333.1|DGUA
OG0004480	LOC115269546|XP_029734189.1|AEAL, LOC115267579|XP_029730518.1|AEAL, LOC109432994|XP_019564910.2|AEAL, LOC109397715|XP_029734253.1|AEAL	LOC117591009|XP_034139985.1|DGUA
OG0004481	LOC109623237|XP_029729019.1|AEAL	LOC117580201|XP_034122481.1|DGUA
OG0004482	LOC109424758|XP_029717713.1|AEAL, LOC109412946|XP_019542146.2|AEAL, LOC115260965|XP_029718192.1|AEAL	LOC117583533|XP_034127778.1|DGUA
OG0004483	LOC109416617|XP_029718398.1|AEAL, LOC115253696|XP_029719330.1|AEAL, LOC109432825|XP_019564714.1|AEAL, LOC115261571|XP_029719323.1|AEAL	LOC117591743|XP_034140948.1|DGUA
OG0004484	LOC109432394|XP_019564288.2|AEAL	LOC117586328|XP_034132210.1|DGUA
OG0004487	LOC109399289|XP_019527272.2|AEAL	LOC117587259|XP_034133724.1|DGUA
OG0004488	LOC109411164|XP_019540188.2|AEAL	LOC117592132|XP_034141569.1|DGUA
OG0004489	LOC115259426|XP_029715862.1|AEAL, LOC115267468|XP_029730320.1|AEAL	LOC117579531|XP_034121339.1|DGUA
OG0004504	LOC109402166|XP_019530340.1|AEAL, LOC109413239|XP_019542512.1|AEAL	LOC117590090|XP_034138323.1|DGUA
OG0004505	LOC109405385|XP_019533987.2|AEAL, LOC115262914|XP_029721674.1|AEAL	LOC117589549|XP_034137446.1|DGUA
OG0004506	LOC109431065|XP_029709617.1|AEAL, LOC109405380|XP_029709612.1|AEAL	LOC117583681|XP_034128046.1|DGUA
OG0004507	LOC115255634|XP_029709587.1|AEAL, LOC109405368|XP_019533967.2|AEAL	LOC117582745|XP_034126576.1|DGUA
OG0004508	LOC109413201|XP_029710437.1|AEAL	LOC117583307|XP_034127442.1|DGUA
OG0004509	LOC115254882|XP_029708430.1|AEAL, LOC109424931|XP_029710460.1|AEAL	LOC117579843|XP_034121831.1|DGUA
OG0004510	LOC109431113|XP_029718294.1|AEAL, LOC109424970|XP_019555711.2|AEAL	LOC117580700|XP_034123231.1|DGUA
OG0004511	LOC109424976|XP_029718299.1|AEAL, LOC109431121|XP_029711667.1|AEAL	LOC117582785|XP_034126654.1|DGUA
OG0004512	LOC109431102|XP_029710944.1|AEAL, LOC109424942|XP_029710936.1|AEAL	LOC117590679|XP_034139452.1|DGUA
OG0004513	LOC109431135|XP_029710671.1|AEAL, LOC109424991|XP_029710766.1|AEAL	LOC117590667|XP_034139424.1|DGUA
OG0004514	LOC109431133|XP_019562869.2|AEAL, LOC115256400|XP_029710724.1|AEAL	LOC117590654|XP_034139392.1|DGUA
OG0004515	LOC109415543|XP_019544975.2|AEAL, LOC109431129|XP_019562857.2|AEAL	LOC117588599|XP_034135894.1|DGUA
OG0004516	LOC109431151|XP_019562901.1|AEAL, LOC115256867|XP_029711806.1|AEAL, LOC109415554|XP_019544985.2|AEAL	LOC117581465|XP_034124574.1|DGUA
OG0004517	LOC109415631|XP_019545093.2|AEAL, LOC115256859|XP_029711778.1|AEAL, LOC115256858|XP_029711773.1|AEAL	LOC117590255|XP_034138617.1|DGUA
OG0004518	LOC109431108|XP_029711965.1|AEAL, LOC109415781|XP_029710698.1|AEAL	LOC117588266|XP_034135292.1|DGUA
OG0004519	LOC115256333|XP_029710495.1|AEAL, LOC109415826|XP_019545315.2|AEAL	LOC117582958|XP_034126959.1|DGUA
OG0004520	LOC109431170|XP_029713811.1|AEAL, LOC109412257|XP_029710552.1|AEAL	LOC117588539|XP_034135798.1|DGUA
OG0004521	LOC109413491|XP_019542719.2|AEAL	LOC117583372|XP_034127548.1|DGUA
OG0004522	LOC109405109|XP_029711084.1|AEAL, LOC109428335|XP_029708269.1|AEAL	LOC117590203|XP_034138546.1|DGUA
OG0004523	LOC109424768|XP_029732670.1|AEAL, LOC109417230|XP_029710491.1|AEAL	LOC117583573|XP_034127843.1|DGUA
OG0004524	LOC109424763|XP_019555489.2|AEAL, LOC109433658|XP_019565659.2|AEAL	LOC117591154|XP_034140161.1|DGUA
OG0004525	LOC115269331|XP_029733826.1|AEAL, LOC109433644|XP_029711757.1|AEAL, LOC115256817|XP_029711648.1|AEAL	LOC117581558|XP_034124781.1|DGUA
OG0004526	LOC109433653|XP_029710952.1|AEAL, LOC115256444|XP_029710910.1|AEAL, LOC115269330|XP_029733825.1|AEAL	LOC117590568|XP_034139199.1|DGUA
OG0004527	LOC109408933|XP_019537875.2|AEAL	LOC117588292|XP_034135363.1|DGUA
OG0004528	LOC109415233|XP_029712288.1|AEAL, LOC115256449|XP_029710924.1|AEAL, LOC109428359|XP_029710159.1|AEAL	LOC117588472|XP_034135655.1|DGUA
OG0004529	LOC109415218|XP_029710156.1|AEAL, LOC109428368|XP_029711939.1|AEAL	LOC117581093|XP_034123872.1|DGUA
OG0004530	LOC109428405|XP_019559676.1|AEAL	LOC117581332|XP_034124342.1|DGUA
OG0004531	LOC115269148|XP_029733418.1|AEAL, LOC109415184|XP_029711623.1|AEAL	LOC117589871|XP_034138032.1|DGUA
OG0004532	LOC109428432|XP_019559733.2|AEAL, LOC109430513|XP_019562125.2|AEAL	LOC117580704|XP_034123245.1|DGUA
OG0004533	LOC109428439|XP_019559749.2|AEAL, LOC109422148|XP_029729613.1|AEAL	LOC117590955|XP_034139895.1|DGUA
OG0004534	LOC109422171|XP_029716707.1|AEAL, LOC109428462|XP_019559771.2|AEAL	LOC117588723|XP_034136074.1|DGUA
OG0004535	LOC109428466|XP_019559775.2|AEAL, LOC109422176|XP_019552363.2|AEAL	LOC117589252|XP_034136917.1|DGUA
OG0004536	LOC109428467|XP_029711043.1|AEAL	LOC117588771|XP_034136144.1|DGUA
OG0004537	LOC109428468|XP_019559780.2|AEAL	LOC117588504|XP_034135717.1|DGUA
OG0004539	LOC109428481|XP_019559801.2|AEAL	LOC117585324|XP_034130651.1|DGUA
OG0004540	LOC109416895|XP_019546561.2|AEAL	LOC117590941|XP_034139874.1|DGUA
OG0004541	LOC109402643|XP_029710693.1|AEAL	LOC117586881|XP_034133083.1|DGUA
OG0004542	LOC109402631|XP_029711894.1|AEAL	LOC117590235|XP_034138597.1|DGUA
OG0004543	LOC115266730|XP_029729129.1|AEAL, LOC109397909|XP_029710470.1|AEAL, LOC115255700|XP_029709659.1|AEAL	LOC117590474|XP_034139020.1|DGUA
OG0004544	LOC115266727|XP_029729125.1|AEAL, LOC109397861|XP_029711274.1|AEAL, LOC109402681|XP_019530928.2|AEAL	LOC117590564|XP_034139196.1|DGUA
OG0004545	LOC109397913|XP_019525797.2|AEAL	LOC117585739|XP_034131276.1|DGUA
OG0004546	LOC115254576|XP_029708046.1|AEAL, LOC109406970|XP_019535530.2|AEAL	LOC117583230|XP_034127379.1|DGUA
OG0004547	LOC109397885|XP_029710781.1|AEAL	LOC117591502|XP_034140690.1|DGUA
OG0004548	LOC109427493|XP_019558587.2|AEAL	LOC117590452|XP_034138963.1|DGUA
OG0004549	LOC115256334|XP_029710498.1|AEAL, LOC109427501|XP_019558596.2|AEAL	LOC117588798|XP_034136202.1|DGUA
OG0004550	LOC115256503|XP_029711030.1|AEAL, LOC109427529|XP_019558627.2|AEAL	LOC117581222|XP_034124092.1|DGUA
OG0004551	LOC109427530|XP_019558628.2|AEAL, LOC115256491|XP_029711010.1|AEAL	LOC117578764|XP_034120360.1|DGUA
OG0004552	LOC109427533|XP_019558632.2|AEAL, LOC115253670|XP_029711476.1|AEAL	LOC117590761|XP_034139591.1|DGUA
OG0004553	LOC109427538|XP_019558648.2|AEAL, LOC115256344|XP_029710529.1|AEAL	LOC117579982|XP_034122052.1|DGUA
OG0004554	LOC115256331|XP_029710478.1|AEAL, LOC115259454|XP_029715887.1|AEAL, LOC109406861|XP_029716354.1|AEAL	LOC117588341|XP_034135442.1|DGUA
OG0004555	LOC115264498|XP_029724102.1|AEAL, LOC115264502|XP_029724106.1|AEAL, LOC109406869|XP_019535417.2|AEAL	LOC117588549|XP_034135821.1|DGUA
OG0004556	LOC109401876|XP_019530017.2|AEAL, LOC115264817|XP_029724690.1|AEAL	LOC117588775|XP_034136155.1|DGUA
OG0004557	LOC109401938|XP_029724109.1|AEAL, LOC115256740|XP_029711541.1|AEAL	LOC117580876|XP_034123516.1|DGUA, LOC117580827|XP_034123439.1|DGUA
OG0004558	LOC115266763|XP_029729182.1|AEAL, LOC109401894|XP_019530049.2|AEAL	LOC117581368|XP_034124394.1|DGUA
OG0004559	LOC109401913|XP_019530074.1|AEAL	LOC117585291|XP_034130610.1|DGUA
