Orthogroup	AEAL.longest_only	AALB.longest_only
OG0003626	LOC115268486|XP_029732361.1|AEAL, LOC109417011|XP_029732376.1|AEAL, LOC109410597|XP_029732458.1|AEAL	LOC118464468|XP_035787770.1|AALB
OG0003627	LOC109410687|XP_019539789.2|AEAL, LOC109417012|XP_019546684.1|AEAL	LOC118464466|XP_035787767.1|AALB
OG0003628	LOC109410968|XP_029732357.1|AEAL, LOC109407910|XP_029732459.1|AEAL	LOC118467591|XP_035794150.1|AALB
OG0003629	LOC109411602|XP_019540741.2|AEAL, LOC115268529|XP_029732474.1|AEAL	LOC118465427|XP_035789549.1|AALB
OG0003630	LOC109407914|XP_019536645.2|AEAL	LOC118465596|XP_035789857.1|AALB
OG0003631	LOC109407922|XP_029723163.1|AEAL, LOC109412412|XP_029732347.1|AEAL	LOC118464826|XP_035788395.1|AALB
OG0003632	LOC109408067|XP_029732472.1|AEAL	LOC118463981|XP_035786886.1|AALB, LOC118463950|XP_035786820.1|AALB, LOC118465543|XP_035789763.1|AALB
OG0003633	LOC109403672|XP_019532045.2|AEAL, LOC109407976|XP_029735112.1|AEAL	LOC118463061|XP_035785209.1|AALB
OG0003634	LOC115269844|XP_029734484.1|AEAL, LOC109407956|XP_019536703.1|AEAL, LOC109403660|XP_029707739.1|AEAL, LOC115270956|XP_029736182.1|AEAL	LOC118463068|XP_035785220.1|AALB
OG0003635	LOC109403644|XP_029732272.1|AEAL, LOC115259332|XP_029715722.1|AEAL, LOC109407948|XP_029716772.1|AEAL	LOC118464836|XP_035788407.1|AALB
OG0003636	LOC109407947|XP_019536690.2|AEAL, LOC109413832|XP_019543103.2|AEAL	LOC118463062|XP_035785210.1|AALB
OG0003637	LOC109413841|XP_029732297.1|AEAL, LOC109407940|XP_029716747.1|AEAL	LOC118464763|XP_035788275.1|AALB
OG0003638	LOC115268462|XP_029732328.1|AEAL, LOC109413849|XP_029716764.1|AEAL, LOC109407933|XP_029732330.1|AEAL	LOC118467152|XP_035793184.1|AALB
OG0003639	LOC115268464|XP_029732339.1|AEAL, LOC109413878|XP_019543146.2|AEAL, LOC109408071|XP_029716739.1|AEAL	LOC118467156|XP_035793193.1|AALB
OG0003640	LOC109403658|XP_019532022.2|AEAL	LOC118462649|XP_035784391.1|AALB
OG0003641	LOC109405156|XP_019533721.1|AEAL	LOC118466290|XP_035791269.1|AALB
OG0003642	LOC109405147|XP_019533709.1|AEAL	LOC118466291|XP_035791271.1|AALB
OG0003643	LOC109405141|XP_019533694.1|AEAL	LOC118466293|XP_035791273.1|AALB
OG0003644	LOC109405136|XP_019533679.1|AEAL, LOC115270165|XP_029735253.1|AEAL	LOC118466150|XP_035791013.1|AALB
OG0003645	LOC109408031|XP_019536801.2|AEAL, LOC109405159|XP_019533725.2|AEAL	LOC118466406|XP_035791567.1|AALB
OG0003646	LOC109405161|XP_019533727.2|AEAL, LOC109408028|XP_019536798.2|AEAL	LOC118466403|XP_035791564.1|AALB
OG0003647	LOC109405170|XP_029735242.1|AEAL, LOC109408092|XP_029734393.1|AEAL	LOC118466415|XP_035791583.1|AALB
OG0003648	LOC109413462|XP_019542682.2|AEAL	LOC118463547|XP_035786062.1|AALB, LOC118463548|XP_035786063.1|AALB
OG0003649	LOC109413469|XP_029735169.1|AEAL, LOC115270154|XP_029735176.1|AEAL	LOC118467093|XP_035793031.1|AALB
OG0003650	LOC115270153|XP_029735175.1|AEAL, LOC109414873|XP_019544258.2|AEAL	LOC118467084|XP_035793017.1|AALB
OG0003651	LOC109410771|XP_029735091.1|AEAL, LOC115253633|XP_029735036.1|AEAL, LOC109413499|XP_019542726.2|AEAL	LOC118465000|XP_035788740.1|AALB
OG0003652	LOC115269681|XP_029734371.1|AEAL, LOC109404947|XP_019533447.1|AEAL, LOC109413507|XP_019542738.1|AEAL	LOC118464213|XP_035787277.1|AALB
OG0003653	LOC115253900|XP_029734944.1|AEAL, LOC109404937|XP_029734970.1|AEAL	LOC118466938|XP_035792727.1|AALB
OG0003654	LOC109404952|XP_019533453.2|AEAL	LOC118467201|XP_035793308.1|AALB
OG0003655	LOC109404953|XP_019533455.2|AEAL	LOC118467200|XP_035793307.1|AALB
OG0003656	LOC109400594|XP_029734964.1|AEAL	LOC118467196|XP_035793302.1|AALB
OG0003657	LOC115257303|XP_029712626.1|AEAL, LOC109400618|XP_019528653.2|AEAL, LOC115266979|XP_029729561.1|AEAL	LOC118467706|XP_035794383.1|AALB
OG0003658	LOC109400648|XP_019528679.2|AEAL, LOC115270052|XP_029734877.1|AEAL	LOC118465603|XP_035789871.1|AALB
OG0003659	LOC109400686|XP_029734923.1|AEAL, LOC115270049|XP_029734866.1|AEAL	LOC118464833|XP_035788402.1|AALB
OG0003660	LOC109404578|XP_029734924.1|AEAL, LOC109400644|XP_019528673.2|AEAL	LOC118466261|XP_035791209.1|AALB
OG0003661	LOC109399373|XP_029734839.1|AEAL, LOC115270016|XP_029734792.1|AEAL, LOC109400699|XP_029717242.1|AEAL	LOC118463077|XP_035785231.1|AALB
OG0003662	LOC115270021|XP_029734793.1|AEAL, LOC109399422|XP_019527409.1|AEAL, LOC115270022|XP_029734794.1|AEAL	LOC118464773|XP_035788295.1|AALB
OG0003663	LOC109399419|XP_029734821.1|AEAL, LOC115254244|XP_029734796.1|AEAL, LOC109400751|XP_029718261.1|AEAL	LOC118467758|XP_035794479.1|AALB
OG0003664	LOC109399361|XP_029734797.1|AEAL, LOC109400749|XP_029734820.1|AEAL	LOC118467753|XP_035794467.1|AALB
OG0003665	LOC109402743|XP_019531000.2|AEAL, LOC115270008|XP_029734789.1|AEAL	LOC118464272|XP_035787427.1|AALB
OG0003666	LOC109402723|XP_019530962.2|AEAL	LOC118466836|XP_035792537.1|AALB
OG0003667	LOC109403224|XP_019531530.2|AEAL	LOC118466732|XP_035792308.1|AALB
OG0003668	LOC109422748|XP_029734630.1|AEAL, LOC109425701|XP_029734632.1|AEAL	LOC118463986|XP_035786900.1|AALB
OG0003669	LOC109422586|XP_019552938.1|AEAL	LOC118464145|XP_035787143.1|AALB
OG0003670	LOC109422580|XP_019552924.1|AEAL	LOC118464143|XP_035787141.1|AALB
OG0003671	LOC109422492|XP_029725082.1|AEAL, LOC109425721|XP_029721754.1|AEAL	LOC118463962|XP_035786840.1|AALB
OG0003672	LOC109422401|XP_019552732.1|AEAL, LOC109425736|XP_019556607.1|AEAL	LOC118466816|XP_035792498.1|AALB
OG0003673	LOC109430552|XP_019562169.2|AEAL	LOC118466308|XP_035791312.1|AALB
OG0003674	LOC109430546|XP_019562157.1|AEAL	LOC118467187|XP_035793282.1|AALB
OG0003675	LOC109430543|XP_019562154.1|AEAL	LOC118467189|XP_035793289.1|AALB
OG0003676	LOC109430541|XP_029708298.1|AEAL	LOC118467181|XP_035793257.1|AALB
OG0003677	LOC115256971|XP_029712049.1|AEAL, LOC109622629|XP_019932590.1|AEAL, LOC109415867|XP_029712058.1|AEAL	LOC118466130|XP_035790973.1|AALB
OG0003678	LOC109406024|XP_019534634.2|AEAL, LOC109403780|XP_029722474.1|AEAL	LOC118467642|XP_035794261.1|AALB
OG0003679	LOC109406096|XP_019534703.2|AEAL, LOC109403784|XP_019532223.2|AEAL	LOC118464681|XP_035788097.1|AALB
OG0003680	LOC109406206|XP_029722421.1|AEAL, LOC115263310|XP_029722419.1|AEAL, LOC109403778|XP_029722386.1|AEAL	LOC118464254|XP_035787383.1|AALB
OG0003681	LOC115263302|XP_029722368.1|AEAL, LOC109403811|XP_029721845.1|AEAL, LOC109406324|XP_029722258.1|AEAL	LOC118467352|XP_035793628.1|AALB
OG0003682	LOC115263301|XP_029722366.1|AEAL, LOC109403802|XP_019532246.2|AEAL, LOC115263270|XP_029722266.1|AEAL	LOC118467748|XP_035794451.1|AALB
OG0003683	LOC109406409|XP_029722269.1|AEAL, LOC115262474|XP_029720748.1|AEAL	LOC118464407|XP_035787655.1|AALB
OG0003684	LOC109416444|XP_019546052.2|AEAL, LOC109407432|XP_019536016.2|AEAL	LOC118467083|XP_035793015.1|AALB
OG0003685	LOC109407419|XP_029722331.1|AEAL	LOC118466185|XP_035791075.1|AALB
OG0003686	LOC109407413|XP_029722252.1|AEAL, LOC115263293|XP_029722310.1|AEAL	LOC118466184|XP_035791071.1|AALB
OG0003687	LOC109407407|XP_029721909.1|AEAL, LOC115263138|XP_029721923.1|AEAL	LOC118467335|XP_035793584.1|AALB
OG0003688	LOC109416209|XP_019545749.2|AEAL, LOC109407408|XP_029722303.1|AEAL	LOC118467336|XP_035793586.1|AALB
OG0003689	LOC109416088|XP_029722186.1|AEAL, LOC109407396|XP_019535950.2|AEAL	LOC118467004|XP_035792839.1|AALB
OG0003690	LOC109416078|XP_029722299.1|AEAL, LOC109407395|XP_019535949.2|AEAL	LOC118467003|XP_035792836.1|AALB
OG0003691	LOC109415975|XP_029722193.1|AEAL, LOC115263251|XP_029722172.1|AEAL	LOC118465187|XP_035789049.1|AALB
OG0003692	LOC109419418|XP_019549203.2|AEAL	LOC118465047|XP_035788823.1|AALB
OG0003693	LOC109424158|XP_029722022.1|AEAL, LOC109430828|XP_029722008.1|AEAL	LOC118463611|XP_035786184.1|AALB
OG0003694	LOC109424156|XP_029722012.1|AEAL, LOC109430835|XP_029722049.1|AEAL	LOC118467900|XP_035794713.1|AALB
OG0003695	LOC115263202|XP_029722041.1|AEAL, LOC115263201|XP_029722040.1|AEAL, LOC109430820|XP_019562450.2|AEAL	LOC118463425|XP_035785881.1|AALB
OG0003696	LOC109430919|XP_019562572.1|AEAL	LOC118462943|XP_035784974.1|AALB
OG0003697	LOC115261070|XP_029718304.1|AEAL, LOC109431629|XP_029730385.1|AEAL	LOC118466958|XP_035792753.1|AALB
OG0003698	LOC109431664|XP_019563456.1|AEAL	LOC118463273|XP_035785642.1|AALB
OG0003699	LOC109431667|XP_019563463.1|AEAL	LOC118466488|XP_035791781.1|AALB
OG0003700	LOC109431726|XP_019563545.2|AEAL, LOC109430974|XP_019562640.2|AEAL	LOC118462605|XP_035784328.1|AALB
OG0003701	LOC115267491|XP_029730367.1|AEAL, LOC109430884|XP_019562516.2|AEAL, LOC109431638|XP_019563412.2|AEAL	LOC118466967|XP_035792772.1|AALB
OG0003702	LOC109430959|XP_019562624.2|AEAL, LOC109431724|XP_019563542.2|AEAL	LOC118466964|XP_035792768.1|AALB
OG0003703	LOC109398071|XP_029719544.1|AEAL, LOC115267488|XP_029730365.1|AEAL, LOC109431692|XP_029730424.1|AEAL	LOC118463669|XP_035786319.1|AALB
OG0003704	LOC115254185|XP_029730332.1|AEAL, LOC109398105|XP_019526012.2|AEAL	LOC118463667|XP_035786317.1|AALB
OG0003706	LOC115253461|XP_029730579.1|AEAL	LOC118463403|XP_035785844.1|AALB
OG0003707	LOC115267613|XP_029730602.1|AEAL, LOC109398096|XP_029712460.1|AEAL, LOC109426171|XP_029730574.1|AEAL	LOC118462487|XP_035784087.1|AALB
OG0003708	LOC109397997|XP_029730561.1|AEAL, LOC115267587|XP_029730534.1|AEAL	LOC118467266|XP_035793441.1|AALB
OG0003709	LOC109426388|XP_019557438.2|AEAL, LOC109398042|XP_019525944.2|AEAL	LOC118464636|XP_035787975.1|AALB
OG0003710	LOC109398053|XP_019525957.2|AEAL, LOC109399439|XP_029730557.1|AEAL	LOC118462640|XP_035784380.1|AALB
OG0003711	LOC115267592|XP_029730542.1|AEAL, LOC109399521|XP_019527516.2|AEAL	LOC118463308|XP_035785686.1|AALB
OG0003712	LOC109399518|XP_019527512.2|AEAL	LOC118464427|XP_035787683.1|AALB
OG0003713	LOC109399457|XP_019527439.2|AEAL	LOC118463939|XP_035786800.1|AALB
OG0003714	LOC109399522|XP_019527517.2|AEAL	LOC118463938|XP_035786799.1|AALB
OG0003715	LOC115270359|XP_029735736.1|AEAL, LOC109399534|XP_019527530.1|AEAL, LOC109404381|XP_029736042.1|AEAL	LOC118464577|XP_035787913.1|AALB
OG0003717	LOC115269771|XP_029734445.1|AEAL, LOC109404370|XP_029735764.1|AEAL, LOC109403134|XP_019531420.1|AEAL	LOC118466725|XP_035792289.1|AALB
OG0003718	LOC109403047|XP_019531319.2|AEAL, LOC115270344|XP_029735683.1|AEAL, LOC109404272|XP_019532652.2|AEAL	LOC118466423|XP_035791596.1|AALB
OG0003719	LOC115259994|XP_029716690.1|AEAL, LOC109403070|XP_019531353.2|AEAL, LOC115270391|XP_029735810.1|AEAL	LOC118463130|XP_035785380.1|AALB
OG0003720	LOC109403044|XP_029735710.1|AEAL, LOC109408667|XP_029735822.1|AEAL	LOC118465613|XP_035789883.1|AALB
OG0003721	LOC109408666|XP_029735836.1|AEAL	LOC118465616|XP_035789890.1|AALB
OG0003722	LOC109408636|XP_029734598.1|AEAL, LOC109622175|XP_029735865.1|AEAL	LOC118464082|XP_035787032.1|AALB
OG0003723	LOC115257235|XP_029712532.1|AEAL, LOC115259976|XP_029716631.1|AEAL, LOC109412497|XP_029735869.1|AEAL	LOC118464092|XP_035787050.1|AALB
OG0003724	LOC115270400|XP_029735880.1|AEAL, LOC115257996|XP_029713850.1|AEAL, LOC109420812|XP_019550806.2|AEAL, LOC109412507|XP_019541670.1|AEAL	LOC118467599|XP_035794178.1|AALB
OG0003725	LOC109412519|XP_019541686.2|AEAL, LOC115253999|XP_029713820.1|AEAL	LOC118466222|XP_035791146.1|AALB
OG0003726	LOC115270405|XP_029735889.1|AEAL, LOC109412524|XP_019541692.1|AEAL, LOC115253997|XP_029713796.1|AEAL	LOC118466220|XP_035791140.1|AALB
OG0003727	LOC109420859|XP_019550879.1|AEAL, LOC109411066|XP_019540048.1|AEAL	LOC118464713|XP_035788140.1|AALB
OG0003728	LOC115253425|XP_029735941.1|AEAL, LOC109401008|XP_019529021.1|AEAL	LOC118464313|XP_035787502.1|AALB
OG0003729	LOC109420863|XP_029735936.1|AEAL, LOC109401007|XP_019529017.2|AEAL	LOC118464982|XP_035788707.1|AALB, LOC118464305|XP_035787486.1|AALB
OG0003730	LOC115262859|XP_029721598.1|AEAL, LOC109422486|XP_029735994.1|AEAL	LOC118467261|XP_035793437.1|AALB
OG0003731	LOC109428663|XP_019560020.2|AEAL	LOC118467074|XP_035793002.1|AALB
OG0003732	LOC115269764|XP_029734443.1|AEAL, LOC109424300|XP_019554945.2|AEAL, LOC109428669|XP_019560028.1|AEAL	LOC118467901|XP_035794718.1|AALB
OG0003733	LOC115253601|XP_029735646.1|AEAL, LOC109424298|XP_029736006.1|AEAL	LOC118467898|XP_035794709.1|AALB
OG0003734	LOC109428701|XP_019560057.2|AEAL	LOC118466443|XP_035791645.1|AALB
OG0003735	LOC109428707|XP_019560073.2|AEAL	LOC118465755|XP_035790151.1|AALB
OG0003736	LOC115261863|XP_029719647.1|AEAL, LOC109424273|XP_019554909.2|AEAL	LOC118465769|XP_035790177.1|AALB
OG0003737	LOC109428710|XP_019560076.2|AEAL, LOC109424270|XP_019554905.2|AEAL	LOC118465760|XP_035790157.1|AALB
OG0003739	LOC115270239|XP_029735366.1|AEAL, LOC109417488|XP_029735332.1|AEAL, LOC115270216|XP_029735335.1|AEAL	LOC118463094|XP_035785269.1|AALB
OG0003740	LOC115270238|XP_029735364.1|AEAL, LOC109430667|XP_029735343.1|AEAL	LOC118463095|XP_035785271.1|AALB
OG0003741	LOC109417485|XP_029734415.1|AEAL, LOC109430665|XP_029735363.1|AEAL, LOC115270223|XP_029735344.1|AEAL	LOC118463097|XP_035785276.1|AALB
OG0003742	LOC109430675|XP_019562301.2|AEAL, LOC115270230|XP_029735347.1|AEAL, LOC115270233|XP_029735349.1|AEAL	LOC118464124|XP_035787110.1|AALB
OG0003743	LOC109430611|XP_029735410.1|AEAL, LOC109423808|XP_019554385.2|AEAL	LOC118467680|XP_035794344.1|AALB
OG0003744	LOC109423807|XP_019554384.2|AEAL, LOC115270277|XP_029735443.1|AEAL	LOC118467682|XP_035794346.1|AALB
OG0003745	LOC109430610|XP_019562218.1|AEAL, LOC109423804|XP_019554381.1|AEAL	LOC118467684|XP_035794348.1|AALB
OG0003746	LOC109423802|XP_029735451.1|AEAL, LOC115270263|XP_029735392.1|AEAL, LOC115270262|XP_029735387.1|AEAL	LOC118466242|XP_035791185.1|AALB
OG0003747	LOC115270261|XP_029735386.1|AEAL, LOC109423795|XP_029735452.1|AEAL, LOC109430650|XP_029735382.1|AEAL	LOC118466247|XP_035791192.1|AALB
OG0003748	LOC109430643|XP_029735454.1|AEAL, LOC115270260|XP_029735385.1|AEAL, LOC115270257|XP_029735383.1|AEAL	LOC118466244|XP_035791187.1|AALB
OG0003749	LOC109423789|XP_019554360.2|AEAL, LOC109430603|XP_029735463.1|AEAL	LOC118466246|XP_035791191.1|AALB
OG0003750	LOC109423788|XP_029735533.1|AEAL, LOC109430626|XP_029735465.1|AEAL	LOC118466250|XP_035791195.1|AALB
OG0003751	LOC115270285|XP_029735467.1|AEAL, LOC109430602|XP_029735530.1|AEAL	LOC118466283|XP_035791256.1|AALB
OG0003752	LOC115253605|XP_029735492.1|AEAL, LOC109423771|XP_029735520.1|AEAL	LOC118465649|XP_035789955.1|AALB
OG0003753	LOC109430631|XP_019562265.2|AEAL, LOC109423768|XP_019554319.2|AEAL	LOC118465654|XP_035789962.1|AALB
OG0003754	LOC109430596|XP_019562198.2|AEAL	LOC118465648|XP_035789954.1|AALB
OG0003755	LOC109423759|XP_029735583.1|AEAL, LOC109414264|XP_029735540.1|AEAL	LOC118463860|XP_035786662.1|AALB
OG0003756	LOC109423749|XP_019554297.2|AEAL, LOC109414255|XP_019543613.2|AEAL	LOC118466940|XP_035792732.1|AALB
OG0003757	LOC109423656|XP_029716693.1|AEAL, LOC115265104|XP_029725197.1|AEAL, LOC109414242|XP_029725199.1|AEAL	LOC118466138|XP_035790982.1|AALB
OG0003758	LOC109423725|XP_019554257.2|AEAL	LOC118467355|XP_035793641.1|AALB
OG0003759	LOC109414220|XP_029715598.1|AEAL	LOC118466073|XP_035790830.1|AALB
OG0003760	LOC109423709|XP_019554234.2|AEAL	LOC118466075|XP_035790843.1|AALB
OG0003761	LOC109410293|XP_029736348.1|AEAL, LOC109426265|XP_029734279.1|AEAL	LOC118467078|XP_035793008.1|AALB
OG0003762	LOC109410291|XP_029734272.1|AEAL, LOC109426262|XP_029736343.1|AEAL	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB
OG0003763	LOC109426252|XP_029736342.1|AEAL, LOC109410282|XP_029734271.1|AEAL	LOC118464295|XP_035787470.1|AALB
OG0003764	LOC109411085|XP_029716719.1|AEAL, LOC115266546|XP_029728688.1|AEAL, LOC109410274|XP_029728679.1|AEAL	LOC118466354|XP_035791382.1|AALB
OG0003765	LOC109410273|XP_019539361.1|AEAL, LOC115266547|XP_029728690.1|AEAL, LOC109411086|XP_029716716.1|AEAL	LOC118466754|XP_035792347.1|AALB
OG0003766	LOC109411089|XP_019540075.2|AEAL, LOC109410268|XP_029728719.1|AEAL	LOC118466752|XP_035792342.1|AALB
OG0003767	LOC109411096|XP_029728724.1|AEAL	LOC118466357|XP_035791408.1|AALB
OG0003768	LOC109408165|XP_029728713.1|AEAL, LOC109411103|XP_029728741.1|AEAL	LOC118463951|XP_035786822.1|AALB
OG0003769	LOC109408168|XP_019536953.2|AEAL, LOC109411110|XP_019540107.2|AEAL	LOC118463633|XP_035786246.1|AALB
OG0003770	LOC115253858|XP_029729055.1|AEAL, LOC109411112|XP_029728708.1|AEAL, LOC109408169|XP_029728752.1|AEAL	LOC118462635|XP_035784375.1|AALB
OG0003771	LOC109408185|XP_029728833.1|AEAL, LOC109411123|XP_029728765.1|AEAL	LOC118466829|XP_035792519.1|AALB
OG0003772	LOC109408194|XP_019536977.1|AEAL, LOC109411129|XP_019540128.1|AEAL, LOC115260064|XP_029716784.1|AEAL	LOC118467304|XP_035793521.1|AALB
OG0003773	LOC109408195|XP_029716783.1|AEAL, LOC109411128|XP_029728829.1|AEAL, LOC115266566|XP_029728769.1|AEAL	LOC118467302|XP_035793515.1|AALB
OG0003774	LOC109408198|XP_029728773.1|AEAL, LOC109411133|XP_029728821.1|AEAL	LOC118467798|XP_035794564.1|AALB
OG0003775	LOC109411151|XP_029728790.1|AEAL	LOC118468440|XP_035795095.1|AALB
OG0003776	LOC109408233|XP_019537037.1|AEAL	LOC118464736|XP_035788231.1|AALB
OG0003777	LOC109408913|XP_029728819.1|AEAL, LOC109418469|XP_019548225.1|AEAL	LOC118466911|XP_035792669.1|AALB
OG0003778	LOC109408915|XP_019537847.1|AEAL	LOC118464027|XP_035786976.1|AALB
OG0003779	LOC109416489|XP_019546108.1|AEAL, LOC115266688|XP_029729072.1|AEAL	LOC118465806|XP_035790269.1|AALB
OG0003780	LOC109414974|XP_019544363.1|AEAL	LOC118465900|XP_035790445.1|AALB
OG0003781	LOC109415144|XP_019544573.1|AEAL, LOC115266634|XP_029729002.1|AEAL	LOC118465902|XP_035790447.1|AALB
OG0003782	LOC115266695|XP_029729081.1|AEAL, LOC109415137|XP_029728937.1|AEAL, LOC109414982|XP_029728943.1|AEAL	LOC118466339|XP_035791359.1|AALB
OG0003783	LOC115266621|XP_029728984.1|AEAL	LOC118467165|XP_035793216.1|AALB
OG0003784	LOC109415103|XP_019544508.2|AEAL, LOC109415011|XP_029728993.1|AEAL	LOC118463866|XP_035786676.1|AALB
OG0003785	LOC109417245|XP_019546902.1|AEAL	LOC118463574|XP_035786108.1|AALB
OG0003786	LOC109407036|XP_019535598.2|AEAL	LOC118464198|XP_035787250.1|AALB
OG0003787	LOC109407042|XP_019535609.1|AEAL	LOC118464200|XP_035787252.1|AALB
OG0003788	LOC115268570|XP_029732540.1|AEAL, LOC115268572|XP_029732545.1|AEAL, LOC115253885|XP_029732544.1|AEAL, LOC109425646|XP_029716921.1|AEAL	LOC118464396|XP_035787639.1|AALB
OG0003789	LOC109398163|XP_029732839.1|AEAL	LOC118464393|XP_035787633.1|AALB
OG0003790	LOC109415369|XP_029732830.1|AEAL	LOC118464404|XP_035787651.1|AALB
OG0003791	LOC109416672|XP_029732853.1|AEAL	LOC118461453|XP_035782675.1|AALB
OG0003792	LOC109411530|XP_029709936.1|AEAL, LOC109421725|XP_029709933.1|AEAL	LOC118461399|XP_035782557.1|AALB
OG0003793	LOC109414483|XP_019543873.2|AEAL	LOC118460015|XP_035779839.1|AALB
OG0003794	LOC109414495|XP_029728236.1|AEAL, LOC109421421|XP_019551451.2|AEAL	LOC118464505|XP_035787834.1|AALB
OG0003795	LOC109421368|XP_029728239.1|AEAL, LOC109414477|XP_029728207.1|AEAL	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB
OG0003796	LOC109414474|XP_019543857.2|AEAL, LOC109622271|XP_029728251.1|AEAL, LOC115266316|XP_029728179.1|AEAL	LOC118467168|XP_035793226.1|AALB
OG0003797	LOC109622542|XP_029728129.1|AEAL, LOC109414444|XP_029728153.1|AEAL, LOC115266333|XP_029728287.1|AEAL	LOC118459879|XP_035779565.1|AALB
OG0003798	LOC109414441|XP_029728289.1|AEAL, LOC115266296|XP_029728138.1|AEAL, LOC109621322|XP_029728144.1|AEAL	LOC118459882|XP_035779572.1|AALB
OG0003799	LOC109414437|XP_019543798.2|AEAL, LOC109622537|XP_019932476.2|AEAL	LOC118457992|XP_035775952.1|AALB
OG0003800	LOC109428283|XP_019559559.2|AEAL, LOC109404735|XP_019533206.1|AEAL	LOC118456736|XP_035773679.1|AALB
OG0003801	LOC109428273|XP_029728468.1|AEAL, LOC115266345|XP_029728321.1|AEAL	LOC118458226|XP_035776386.1|AALB
OG0003802	LOC109428266|XP_019559544.1|AEAL, LOC115256043|XP_029710154.1|AEAL	LOC118468511|XP_035795241.1|AALB
OG0003803	LOC109428268|XP_019559548.1|AEAL, LOC109427835|XP_019558963.1|AEAL	LOC118468791|XP_035795892.1|AALB
OG0003804	LOC115266350|XP_029728342.1|AEAL, LOC109427931|XP_029710135.1|AEAL	LOC118468943|XP_035796175.1|AALB
OG0003805	LOC115266367|XP_029728442.1|AEAL, LOC109428250|XP_029728443.1|AEAL, LOC109427929|XP_019559121.1|AEAL	LOC118468940|XP_035796168.1|AALB
OG0003806	LOC115266368|XP_029728445.1|AEAL, LOC109427928|XP_029728462.1|AEAL, LOC109428249|XP_029728352.1|AEAL	LOC118468942|XP_035796173.1|AALB
OG0003807	LOC109428240|XP_029728363.1|AEAL, LOC109427921|XP_029728463.1|AEAL, LOC115253791|XP_029728467.1|AEAL	LOC118467305|XP_035793526.1|AALB
OG0003808	LOC109428200|XP_029728408.1|AEAL	LOC118460858|XP_035781457.1|AALB
OG0003809	LOC109428199|XP_029728418.1|AEAL	LOC118461847|XP_035783525.1|AALB
OG0003810	LOC109428182|XP_029734295.1|AEAL, LOC109427875|XP_029728439.1|AEAL	LOC118458955|XP_035777829.1|AALB
OG0003811	LOC109424312|XP_029714951.1|AEAL, LOC115253500|XP_029714941.1|AEAL	LOC118462591|XP_035784297.1|AALB
OG0003812	LOC109433229|XP_029714793.1|AEAL	LOC118456167|XP_035772593.1|AALB
OG0003813	LOC115258561|XP_029714601.1|AEAL, LOC109622900|XP_019932916.2|AEAL, LOC115258584|XP_029714685.1|AEAL	LOC118457969|XP_035775903.1|AALB
OG0003814	LOC115258139|XP_029714042.1|AEAL, LOC109622883|XP_019932895.2|AEAL	LOC118457739|XP_035775442.1|AALB
OG0003815	LOC109622879|XP_019932889.2|AEAL	LOC118457743|XP_035775448.1|AALB
OG0003816	LOC109622869|XP_019932879.2|AEAL, LOC115258071|XP_029713941.1|AEAL	LOC118461879|XP_035783609.1|AALB
OG0003817	LOC115257997|XP_029713854.1|AEAL, LOC109622865|XP_019932874.1|AEAL, LOC115258453|XP_029714414.1|AEAL	LOC118457510|XP_035775044.1|AALB
OG0003819	LOC109420074|XP_019549923.2|AEAL	LOC118462908|XP_035784901.1|AALB
OG0003820	LOC109412012|XP_019541201.1|AEAL, LOC109407925|XP_019536663.1|AEAL	LOC118468215|XP_035794903.1|AALB
OG0003821	LOC109412028|XP_019541220.1|AEAL, LOC115262435|XP_029720698.1|AEAL	LOC118458371|XP_035776659.1|AALB
OG0003822	LOC109401083|XP_019529107.2|AEAL, LOC109400993|XP_019529001.2|AEAL	LOC118457153|XP_035774371.1|AALB
OG0003823	LOC109401074|XP_029713111.1|AEAL	LOC118457866|XP_035775658.1|AALB
OG0003824	LOC109412398|XP_019541585.1|AEAL	LOC118456884|XP_035773896.1|AALB
OG0003825	LOC109412374|XP_019541573.2|AEAL	LOC118456837|XP_035773826.1|AALB
OG0003826	LOC109432871|XP_019564776.1|AEAL	LOC118458379|XP_035776678.1|AALB
OG0003827	LOC115257191|XP_029712477.1|AEAL, LOC109401356|XP_019529412.2|AEAL	LOC118460075|XP_035779983.1|AALB
OG0003828	LOC109432873|XP_029712478.1|AEAL, LOC109401369|XP_019529434.2|AEAL	LOC118460074|XP_035779981.1|AALB
OG0003829	LOC109401410|XP_029715894.1|AEAL, LOC109432882|XP_029715868.1|AEAL, LOC115257192|XP_029712482.1|AEAL	LOC118460071|XP_035779963.1|AALB
OG0003830	LOC109432904|XP_019564816.2|AEAL, LOC115255619|XP_029709570.1|AEAL	LOC118456966|XP_035774053.1|AALB
OG0003831	LOC109432894|XP_019564805.1|AEAL, LOC109401397|XP_029711610.1|AEAL	LOC118456777|XP_035773745.1|AALB
OG0003832	LOC109401416|XP_029715795.1|AEAL, LOC109432910|XP_029711998.1|AEAL	LOC118459790|XP_035779409.1|AALB
OG0003833	LOC109432900|XP_029715796.1|AEAL, LOC109401376|XP_029712018.1|AEAL	LOC118459044|XP_035777961.1|AALB, LOC118459791|XP_035779412.1|AALB
