Orthogroup	AEAL.longest_only	DMEL.longest_only
OG0003934	LOC115254897|XP_029708439.1|AEAL, LOC109397497|XP_029708435.1|AEAL, LOC115254896|XP_029708438.1|AEAL	Trs23|NP_609247.1|DMEL
OG0003935	LOC109419966|XP_019549800.2|AEAL, LOC115255188|XP_029708989.1|AEAL	CG8370|NP_611073.2|DMEL
OG0003936	LOC115254894|XP_029708437.1|AEAL, LOC109419967|XP_019549802.1|AEAL	Ufc1|NP_611074.1|DMEL
OG0003937	LOC109419957|XP_029708955.1|AEAL	CG14764|NP_788283.1|DMEL
OG0003938	LOC109419953|XP_029708954.1|AEAL, LOC109417546|XP_029715584.1|AEAL, LOC115255463|XP_029709447.1|AEAL	CG34126|NP_001260066.1|DMEL
OG0003939	LOC109417517|XP_019547143.2|AEAL, LOC115255169|XP_029708950.1|AEAL, LOC109419951|XP_029708931.1|AEAL	CG7742|NP_608913.1|DMEL
OG0003940	LOC109417493|XP_019547118.2|AEAL, LOC109419950|XP_029708930.1|AEAL, LOC115253435|XP_029715583.1|AEAL	mRpL28|NP_608887.1|DMEL
OG0003941	LOC109417504|XP_029708929.1|AEAL, LOC109419921|XP_019549744.2|AEAL	CG8891|NP_608890.1|DMEL
OG0003942	LOC109419928|XP_029708934.1|AEAL, LOC109420729|XP_029708907.1|AEAL	spz3|NP_609160.2|DMEL
OG0003943	LOC109420722|XP_029708888.1|AEAL, LOC109419889|XP_029715704.1|AEAL, LOC109419887|XP_019549721.1|AEAL	CG31917|NP_608895.1|DMEL
OG0003944	LOC109420700|XP_019550697.1|AEAL, LOC115255131|XP_029708864.1|AEAL, LOC115255129|XP_029708862.1|AEAL, LOC109414276|XP_019543644.1|AEAL	CG5446|NP_609565.1|DMEL
OG0003945	LOC109420692|XP_019550676.2|AEAL	levy|NP_611805.1|DMEL
OG0003946	LOC115264418|XP_029723946.1|AEAL	fon|NP_609959.1|DMEL
OG0003947	LOC109420675|XP_029708744.1|AEAL	pigeon|NP_476946.1|DMEL
OG0003948	LOC115255104|XP_029708759.1|AEAL, LOC109420665|XP_019550630.1|AEAL	mEFTs|NP_609847.1|DMEL
OG0003949	LOC109420662|XP_029708760.1|AEAL	Dhc36C|NP_001369131.1|DMEL
OG0003950	LOC109420653|XP_019550566.2|AEAL, LOC115268896|XP_029732957.1|AEAL	mtm|NP_523489.1|DMEL
OG0003951	LOC109429459|XP_029708734.1|AEAL, LOC109420651|XP_029708811.1|AEAL	CG9098|NP_608979.2|DMEL
OG0003952	LOC109420642|XP_029708741.1|AEAL	Ppt2|NP_609500.1|DMEL
OG0003953	LOC115255088|XP_029708733.1|AEAL, LOC109407734|XP_029708721.1|AEAL	l_2_k09022|NP_609079.2|DMEL
OG0003954	LOC109420549|XP_029718263.1|AEAL, LOC115255079|XP_029708713.1|AEAL, LOC115261045|XP_029718265.1|AEAL	CG1273|NP_647883.1|DMEL
OG0003956	LOC109417064|XP_029708693.1|AEAL	kon|NP_609881.3|DMEL
OG0003957	LOC109407366|XP_029709427.1|AEAL	CG13671|NP_648202.1|DMEL
OG0003958	LOC115255429|XP_029709420.1|AEAL, LOC109407439|XP_019536033.1|AEAL, LOC115255067|XP_029708689.1|AEAL, LOC109420522|XP_019550436.2|AEAL	CG9919|NP_573119.1|DMEL
OG0003959	LOC109419740|XP_029708595.1|AEAL	Ipk1|NP_001097387.1|DMEL
OG0003960	LOC115255041|XP_029708627.1|AEAL, LOC109419761|XP_019549584.2|AEAL	tilB|NP_608460.1|DMEL
OG0003961	LOC109419770|XP_029732975.1|AEAL, LOC109398247|XP_029708618.1|AEAL	CG7115|NP_609154.1|DMEL
OG0003962	LOC109419773|XP_029708623.1|AEAL, LOC109398260|XP_029708577.1|AEAL	Rpn11|NP_608905.1|DMEL
OG0003963	LOC109402097|XP_029708554.1|AEAL, LOC115254980|XP_029708532.1|AEAL	CG10702|NP_724157.1|DMEL
OG0003964	LOC115254972|XP_029708523.1|AEAL, LOC115254988|XP_029708538.1|AEAL, LOC109402112|XP_019530281.2|AEAL	Snx1|NP_608777.1|DMEL
OG0003965	LOC109431811|XP_029708486.1|AEAL	Bsg|NP_723346.2|DMEL
OG0003966	LOC109431818|XP_029722655.1|AEAL, LOC109431824|XP_029708481.1|AEAL	CG17683|NP_001036428.1|DMEL
OG0003967	LOC115253821|XP_029708456.1|AEAL, LOC109427547|XP_019558664.1|AEAL	MESK2|NP_995914.1|DMEL
OG0003968	LOC115254943|XP_029708461.1|AEAL, LOC109427597|XP_019558734.1|AEAL	Fkbp14|NP_001246448.1|DMEL
OG0003969	LOC115262467|XP_029720735.1|AEAL, LOC109427761|XP_029732789.1|AEAL	cnk|NP_725671.1|DMEL
OG0003970	LOC115266821|XP_029729280.1|AEAL, LOC109430180|XP_019561779.2|AEAL	BBS8|NP_608524.1|DMEL
OG0003971	LOC109430170|XP_029727435.1|AEAL, LOC115264870|XP_029724762.1|AEAL	CYLD|NP_723554.1|DMEL
OG0003972	LOC109430172|XP_029724763.1|AEAL	sstn|NP_648745.1|DMEL
OG0003973	LOC109432568|XP_019564457.2|AEAL	Atf-2|NP_001033973.1|DMEL
OG0003974	LOC109427579|XP_019558702.2|AEAL, LOC109432750|XP_029727426.1|AEAL	RpIII128|NP_523706.1|DMEL
OG0003975	LOC109621234|XP_029715767.1|AEAL, LOC109427584|XP_019558713.3|AEAL	CG34398|NP_001097127.1|DMEL
OG0003976	LOC109416254|XP_019545817.2|AEAL	CG10166|NP_609980.1|DMEL
OG0003977	LOC109423962|XP_019554577.2|AEAL	ND-B22|NP_609642.1|DMEL
OG0003978	LOC109416259|XP_029727378.1|AEAL	rept|NP_524156.1|DMEL
OG0003979	LOC109430997|XP_029727668.1|AEAL, LOC115265622|XP_029727339.1|AEAL, LOC109423947|XP_019554557.2|AEAL	CG6094|NP_609416.1|DMEL
OG0003980	LOC109423944|XP_029727337.1|AEAL, LOC115265635|XP_029727366.1|AEAL, LOC109430987|XP_029727350.1|AEAL	CG4338|NP_650441.1|DMEL
OG0003981	LOC109423943|XP_019554553.1|AEAL, LOC115265634|XP_029727364.1|AEAL, LOC109430988|XP_029727334.1|AEAL	eRF3|NP_477259.1|DMEL
OG0003982	LOC109423941|XP_019554552.2|AEAL, LOC115265626|XP_029727351.1|AEAL, LOC109431003|XP_019562672.2|AEAL	CG10026|NP_609968.3|DMEL
OG0003983	LOC109430999|XP_029727330.1|AEAL, LOC109423940|XP_019554551.2|AEAL, LOC115265632|XP_029727361.1|AEAL	CG31826|NP_001260473.1|DMEL
OG0003984	LOC109404786|XP_029727252.1|AEAL, LOC109423912|XP_029727289.1|AEAL	Acn|NP_609935.1|DMEL
OG0003985	LOC109404787|XP_029727285.1|AEAL, LOC109423910|XP_029727246.1|AEAL	CG10492|NP_001097179.1|DMEL
OG0003986	LOC109621623|XP_029727210.1|AEAL, LOC115265605|XP_029727223.1|AEAL	Wnt10|NP_609109.3|DMEL
OG0003987	LOC109621667|XP_029727222.1|AEAL	ninaC|NP_523503.2|DMEL
OG0003988	LOC115268897|XP_029732958.1|AEAL, LOC109421661|XP_029727198.1|AEAL	CG4230|NP_001260087.1|DMEL
OG0003989	LOC109421657|XP_019551725.2|AEAL	ThrRS|NP_723725.1|DMEL
OG0003990	LOC109407327|XP_019535865.1|AEAL	Su_H_|NP_476868.1|DMEL
OG0003991	LOC109421643|XP_029727141.1|AEAL	ine|NP_477012.1|DMEL
OG0003992	LOC109407320|XP_019535859.2|AEAL	CG15443|NP_608839.1|DMEL
OG0003993	LOC109407357|XP_029727136.1|AEAL	CG15431|NP_608831.1|DMEL
OG0003994	LOC109407309|XP_019535844.2|AEAL, LOC109421627|XP_029727164.1|AEAL	beta4GalNAcTB|NP_651657.1|DMEL
OG0003995	LOC109409185|XP_019538155.2|AEAL, LOC115265574|XP_029727068.1|AEAL	CG4679|NP_610854.1|DMEL
OG0003996	LOC109421490|XP_019551529.2|AEAL	CG13748|NP_610430.1|DMEL
OG0003997	LOC109409178|XP_019538144.1|AEAL	CG5160|NP_609112.1|DMEL
OG0003998	LOC109409124|XP_029727084.1|AEAL	Nipped-B|NP_001036451.1|DMEL
OG0003999	LOC109421519|XP_019551574.2|AEAL	Spf45|NP_001036426.1|DMEL
OG0004000	LOC109622955|XP_029717234.1|AEAL, LOC109421499|XP_019551536.3|AEAL	Uros1|NP_572507.1|DMEL
OG0004001	LOC109421448|XP_019551486.2|AEAL, LOC109432535|XP_019564410.2|AEAL	IntS1|NP_611875.1|DMEL
OG0004002	LOC109432548|XP_019564435.1|AEAL, LOC115265515|XP_029726863.1|AEAL	mRpS18B|NP_523606.1|DMEL
OG0004003	LOC109432543|XP_029726887.1|AEAL, LOC109421420|XP_029727031.1|AEAL	Ca-beta|NP_001260375.1|DMEL
OG0004004	LOC115265568|XP_029727045.1|AEAL, LOC109432566|XP_029726900.1|AEAL	PGAP5|NP_609191.1|DMEL
OG0004005	LOC109432539|XP_029726902.1|AEAL, LOC109421413|XP_029727046.1|AEAL	Oscillin|NP_608938.1|DMEL
OG0004006	LOC109427815|XP_029727057.1|AEAL, LOC109421321|XP_019551373.2|AEAL	CG2614|NP_610045.1|DMEL
OG0004007	LOC109421317|XP_019551369.2|AEAL, LOC109621801|XP_019931479.1|AEAL	CG9662|NP_001259997.1|DMEL
OG0004008	LOC115265537|XP_029726947.1|AEAL, LOC109421313|XP_029708025.1|AEAL	kis|NP_001137761.1|DMEL
OG0004009	LOC115264471|XP_029724053.1|AEAL, LOC109621840|XP_019931574.2|AEAL, LOC115265544|XP_029726975.1|AEAL	Eogt|NP_608678.1|DMEL
OG0004010	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL	CenG1A|NP_723849.1|DMEL
OG0004011	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL	ics|NP_609665.2|DMEL
OG0004012	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL	sit|NP_651063.1|DMEL
OG0004013	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL	bgm|NP_524698.1|DMEL
OG0004014	LOC109402499|XP_019530728.2|AEAL	GlyRS|NP_730022.1|DMEL
OG0004015	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL	CG16974|NP_609610.2|DMEL
OG0004016	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL	GATAd|NP_609383.2|DMEL
OG0004017	LOC109402496|XP_019530725.2|AEAL	Tps1|NP_608827.1|DMEL
OG0004018	LOC109402524|XP_019530766.2|AEAL	Pgant3|NP_610256.1|DMEL
OG0004019	LOC109402297|XP_019530500.2|AEAL	Rhau|NP_610056.1|DMEL
OG0004020	LOC109402598|XP_019530846.2|AEAL	SerRS|NP_608743.2|DMEL
OG0004021	LOC109402578|XP_019530809.2|AEAL	CG3542|NP_608738.1|DMEL
OG0004022	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL	heix|NP_523581.1|DMEL
OG0004023	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL	CG15905|NP_611436.2|DMEL
OG0004024	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL	Trpgamma|NP_001137830.2|DMEL
OG0004025	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL	Fkbp59|NP_524895.2|DMEL
OG0004026	LOC109406541|XP_029719839.1|AEAL, LOC109429655|XP_019561201.2|AEAL, LOC115262110|XP_029719989.1|AEAL	aop|NP_722766.1|DMEL
OG0004027	LOC109622647|XP_029719977.1|AEAL, LOC109429639|XP_019561185.2|AEAL	CG33680|NP_001027448.1|DMEL
OG0004028	LOC109429621|XP_019561163.2|AEAL	obst-E|NP_723116.1|DMEL
OG0004029	LOC109429613|XP_019561152.2|AEAL, LOC115254170|XP_029728575.1|AEAL	Agpat2|NP_609231.2|DMEL
OG0004030	LOC109408552|XP_029719950.1|AEAL, LOC109429589|XP_029724785.1|AEAL	Stoml2|NP_001261161.1|DMEL
OG0004031	LOC109429575|XP_029719928.1|AEAL, LOC109426476|XP_029708022.1|AEAL	CG17211|NP_609552.1|DMEL
OG0004032	LOC115262090|XP_029719924.1|AEAL, LOC109429571|XP_019561096.1|AEAL, LOC115262082|XP_029719895.1|AEAL	cta|NP_001036421.1|DMEL
OG0004033	LOC109429981|XP_029719907.1|AEAL, LOC109429564|XP_019561090.2|AEAL	CG5853|NP_788019.1|DMEL
OG0004034	LOC109429914|XP_029720090.1|AEAL, LOC115254173|XP_029728606.1|AEAL, LOC115266498|XP_029728607.1|AEAL	CG10600|NP_001137839.1|DMEL
OG0004035	LOC109429541|XP_029720095.1|AEAL	Rtnl1|NP_001162875.1|DMEL
OG0004036	LOC109429539|XP_019561055.1|AEAL	Syt1|NP_523460.2|DMEL
OG0004037	LOC109429896|XP_029720102.1|AEAL	Tor|NP_001260427.1|DMEL
OG0004038	LOC109429888|XP_019561425.2|AEAL, LOC109415440|XP_019544854.2|AEAL	dbe|NP_477240.1|DMEL
OG0004039	LOC109415447|XP_019544869.2|AEAL	eys|NP_001259924.2|DMEL
OG0004040	LOC115262139|XP_029720124.1|AEAL, LOC109398300|XP_029736062.1|AEAL	CG13531|NP_611726.1|DMEL
OG0004041	LOC109429949|XP_029720126.1|AEAL, LOC109398316|XP_019526208.2|AEAL	Larp7|NP_524795.2|DMEL
OG0004042	LOC109429814|XP_019561343.1|AEAL, LOC109398330|XP_019526229.1|AEAL	CG8549|NP_648057.2|DMEL
OG0004043	LOC109429811|XP_019561340.2|AEAL, LOC109398305|XP_019526197.2|AEAL	EMC3|NP_609444.1|DMEL
OG0004044	LOC115262165|XP_029720254.1|AEAL, LOC109411680|XP_029720320.1|AEAL	Hira|NP_572401.2|DMEL
OG0004045	LOC109404613|XP_019533062.1|AEAL, LOC109411685|XP_019540799.1|AEAL	ATPsynG|NP_001036353.1|DMEL
OG0004046	LOC109404616|XP_029720329.1|AEAL, LOC109411682|XP_029720256.1|AEAL	Ets21C|NP_523445.1|DMEL
OG0004047	LOC109411692|XP_029720332.1|AEAL, LOC115262164|XP_029720247.1|AEAL	Tom70|NP_609536.1|DMEL
OG0004048	LOC109404624|XP_029720335.1|AEAL, LOC109411693|XP_029720245.1|AEAL	CG3036|NP_608873.1|DMEL
OG0004049	LOC109420649|XP_019550607.2|AEAL	CG33635|NP_001027215.1|DMEL
OG0004050	LOC109411730|XP_019540859.2|AEAL	CG10431|NP_609924.2|DMEL
OG0004051	LOC109411839|XP_019540995.2|AEAL	Dlg5|NP_609505.1|DMEL
OG0004052	LOC115262003|XP_029719803.1|AEAL, LOC109411216|XP_029720390.1|AEAL	CG15373|NP_001097013.2|DMEL
OG0004053	LOC115262192|XP_029720394.1|AEAL, LOC109411218|XP_019540261.2|AEAL	Vhl|NP_524986.1|DMEL
OG0004054	LOC109411221|XP_019540272.2|AEAL, LOC115262196|XP_029720400.1|AEAL	IFT46|NP_609890.2|DMEL
OG0004055	LOC109411233|XP_019540289.2|AEAL	CG12420|NP_649985.1|DMEL
OG0004056	LOC115262209|XP_029720409.1|AEAL, LOC109411235|XP_019540292.2|AEAL	CG14636|NP_001036655.1|DMEL
OG0004058	LOC115257194|XP_029712484.1|AEAL, LOC109414156|XP_029707881.1|AEAL	Girdin|NP_647780.1|DMEL
OG0004059	LOC109426369|XP_019557387.2|AEAL, LOC109414149|XP_019543468.2|AEAL	DNApol-alpha180|NP_536736.2|DMEL
OG0004060	LOC109432359|XP_019564282.2|AEAL, LOC109426363|XP_019557374.2|AEAL	CG17726|NP_650054.2|DMEL
OG0004061	LOC115266292|XP_029728133.1|AEAL, LOC115258087|XP_029713952.1|AEAL, LOC109426358|XP_029707851.1|AEAL	CG1578|NP_001285140.1|DMEL
OG0004062	LOC109623216|XP_029707850.1|AEAL, LOC115258105|XP_029713987.1|AEAL	Rap1|NP_476857.1|DMEL
OG0004063	LOC115254458|XP_029707845.1|AEAL, LOC109405004|XP_029713999.1|AEAL, LOC115262404|XP_029720645.1|AEAL	tko|NP_001245490.1|DMEL
OG0004064	LOC109426347|XP_029732921.1|AEAL, LOC109404856|XP_029707844.1|AEAL, LOC115254001|XP_029713998.1|AEAL	elgi|NP_648816.1|DMEL
OG0004065	LOC109405867|XP_019534504.2|AEAL, LOC109426339|XP_029714006.1|AEAL, LOC115268883|XP_029732930.1|AEAL	Vrp1|NP_001097406.1|DMEL
OG0004066	LOC109426338|XP_029707834.1|AEAL, LOC109406105|XP_029714011.1|AEAL, LOC115268878|XP_029732917.1|AEAL	Blos1|NP_725401.2|DMEL
OG0004067	LOC109426335|XP_029707832.1|AEAL, LOC115253517|XP_029713977.1|AEAL	FucT6|NP_572740.1|DMEL
OG0004068	LOC109426326|XP_019557327.2|AEAL, LOC109406988|XP_019535584.2|AEAL, LOC115254448|XP_029707822.1|AEAL	Mst85C|NP_477476.1|DMEL
OG0004069	LOC115268888|XP_029732938.1|AEAL, LOC109426325|XP_029707821.1|AEAL, LOC109407084|XP_029714013.1|AEAL	Kdm2|NP_649864.2|DMEL
OG0004070	LOC109425458|XP_019556273.1|AEAL, LOC115254441|XP_029707802.1|AEAL	Gr63a|NP_001137883.1|DMEL
OG0004071	LOC115254440|XP_029707801.1|AEAL, LOC109425461|XP_019556275.2|AEAL	Srp68|NP_648273.1|DMEL
OG0004072	LOC109421739|XP_019551814.2|AEAL, LOC109425465|XP_019556279.2|AEAL	CG5644|NP_648274.1|DMEL
OG0004073	LOC115253926|XP_029707795.1|AEAL, LOC109421742|XP_019551818.2|AEAL	CG7772|NP_573257.1|DMEL
OG0004074	LOC115255671|XP_029709634.1|AEAL, LOC109421749|XP_019551830.2|AEAL	dnr1|NP_001261137.1|DMEL
OG0004075	LOC115268726|XP_029732728.1|AEAL, LOC109421757|XP_029707768.1|AEAL	cbs|NP_610875.1|DMEL
OG0004077	LOC109423086|XP_019553574.2|AEAL	poe|NP_476986.1|DMEL
OG0004078	LOC109421797|XP_019551891.1|AEAL	Sld5|NP_651457.1|DMEL
OG0004079	LOC109422010|XP_029732697.1|AEAL	CG9657|NP_572397.1|DMEL
OG0004080	LOC115254093|XP_029720722.1|AEAL, LOC109418249|XP_019547952.1|AEAL	RpS15|NP_611136.1|DMEL
OG0004081	LOC109418256|XP_029720668.1|AEAL	Pcf11|NP_610999.4|DMEL
OG0004082	LOC109418264|XP_019547971.2|AEAL	CG4038|NP_477043.1|DMEL
OG0004083	LOC109418266|XP_019547973.1|AEAL	LSm3|NP_732931.1|DMEL
OG0004084	LOC109428051|XP_029720543.1|AEAL, LOC109418273|XP_029720505.1|AEAL	ash1|NP_524160.2|DMEL
OG0004085	LOC115269019|XP_029733152.1|AEAL, LOC109428072|XP_029719870.1|AEAL, LOC109418294|XP_029720364.1|AEAL	CG10324|NP_650571.2|DMEL
OG0004086	LOC109427272|XP_029721173.1|AEAL, LOC115262638|XP_029720945.1|AEAL, LOC109418335|XP_029721184.1|AEAL	TTLL6B|NP_651549.1|DMEL
OG0004087	LOC109418408|XP_019548139.2|AEAL, LOC109426123|XP_019557102.2|AEAL, LOC115263945|XP_029723112.1|AEAL	CG1582|NP_572663.1|DMEL
OG0004088	LOC115270953|XP_029736166.1|AEAL, LOC109426164|XP_019557143.2|AEAL, LOC109418435|XP_029708057.1|AEAL	CAH9|NP_651535.1|DMEL
OG0004089	LOC109418441|XP_029722640.1|AEAL, LOC109426169|XP_029722111.1|AEAL, LOC115263243|XP_029722142.1|AEAL	CHES-1-like|NP_996362.2|DMEL
OG0004090	LOC115263195|XP_029722015.1|AEAL, LOC109418452|XP_029722575.1|AEAL	BRWD3|NP_732982.1|DMEL
OG0004091	LOC109419214|XP_019548966.2|AEAL	CG6974|NP_650414.1|DMEL
OG0004092	LOC109419225|XP_029723312.1|AEAL, LOC115261847|XP_029719620.1|AEAL, LOC115261846|XP_029719619.1|AEAL	Setd3|NP_727144.1|DMEL
OG0004094	LOC115264368|XP_029723886.1|AEAL, LOC109419295|XP_029723980.1|AEAL, LOC109426108|XP_019557077.2|AEAL	CG6414|NP_570089.1|DMEL
OG0004095	LOC115264542|XP_029724154.1|AEAL, LOC109415474|XP_019544896.2|AEAL, LOC109429477|XP_029724528.1|AEAL	CG14721|NP_650110.3|DMEL
OG0004096	LOC115264543|XP_029724161.1|AEAL, LOC115264679|XP_029724520.1|AEAL, LOC109415475|XP_019544898.2|AEAL	pll|NP_476971.1|DMEL
OG0004097	LOC109429495|XP_029724775.1|AEAL, LOC109415717|XP_029724375.1|AEAL	ste14|NP_648623.1|DMEL
OG0004098	LOC109415716|XP_029724372.1|AEAL, LOC109429496|XP_019561001.1|AEAL	CG14905|NP_650569.1|DMEL
OG0004099	LOC109429511|XP_029724640.1|AEAL	ctrip|NP_649496.3|DMEL
OG0004100	LOC115260571|XP_029717369.1|AEAL, LOC115264901|XP_029724797.1|AEAL, LOC115264726|XP_029724614.1|AEAL, LOC109431768|XP_029724811.1|AEAL	opa|NP_001368991.1|DMEL
OG0004101	LOC109402951|XP_029724840.1|AEAL, LOC109431763|XP_019563579.2|AEAL	Gnf1|NP_001014605.1|DMEL
OG0004102	LOC109402890|XP_029724817.1|AEAL, LOC109431761|XP_029724819.1|AEAL, LOC115264930|XP_029724912.1|AEAL	Cdep|NP_001097685.2|DMEL
OG0004103	LOC109431766|XP_019563581.1|AEAL, LOC109402854|XP_019531143.1|AEAL, LOC115254142|XP_029724930.1|AEAL	Vps2|NP_651455.1|DMEL
OG0004104	LOC109431755|XP_029724853.1|AEAL, LOC109431757|XP_029724899.1|AEAL	CG4374|NP_651146.2|DMEL
OG0004105	LOC109410438|XP_029725942.1|AEAL, LOC115265216|XP_029725356.1|AEAL	l_3_72Ab|NP_648818.3|DMEL
OG0004106	LOC109410447|XP_029725829.1|AEAL, LOC115253963|XP_029710422.1|AEAL	Arv1|NP_730651.1|DMEL
OG0004107	LOC109401476|XP_019529591.2|AEAL, LOC109410444|XP_019539545.2|AEAL	ProRS-m|NP_647737.1|DMEL
OG0004108	LOC109410451|XP_019539552.2|AEAL, LOC115254151|XP_029725774.1|AEAL	Set|NP_650438.2|DMEL
OG0004109	LOC109410458|XP_029726025.1|AEAL, LOC109401464|XP_019529573.2|AEAL	CG5728|NP_651245.1|DMEL
OG0004110	LOC109401487|XP_019529605.1|AEAL, LOC109410461|XP_019539565.1|AEAL	RpLP0|NP_524211.1|DMEL
OG0004111	LOC109401488|XP_019529606.1|AEAL, LOC109410418|XP_019539512.2|AEAL	CG5028|NP_001097922.1|DMEL
OG0004112	LOC109411327|XP_029726479.1|AEAL	CG6154|NP_733146.2|DMEL
OG0004113	LOC109427073|XP_029726701.1|AEAL, LOC109411330|XP_019540401.1|AEAL, LOC115254152|XP_029726542.1|AEAL, LOC115266496|XP_029728600.1|AEAL	Sep1|NP_523430.1|DMEL
OG0004114	LOC115253766|XP_029726751.1|AEAL, LOC109411332|XP_029726563.1|AEAL, LOC115254171|XP_029728598.1|AEAL, LOC109427070|XP_029726694.1|AEAL	Snx27|NP_727023.1|DMEL
OG0004115	LOC115265500|XP_029726775.1|AEAL, LOC109427067|XP_029728593.1|AEAL, LOC109411336|XP_029726860.1|AEAL	AdamTS-B|NP_572247.2|DMEL
OG0004116	LOC109399736|XP_029727138.1|AEAL, LOC115265547|XP_029726997.1|AEAL	RASSF8|NP_651411.1|DMEL
OG0004117	LOC109399745|XP_019527808.2|AEAL	CG7379|NP_650656.1|DMEL
OG0004118	LOC109413689|XP_019542954.1|AEAL	Rab4|NP_523777.1|DMEL
OG0004119	LOC109413671|XP_019542925.1|AEAL	Cbp20|NP_524396.1|DMEL
OG0004120	LOC109413666|XP_019542916.2|AEAL	ear|NP_001262595.1|DMEL
OG0004121	LOC109415651|XP_029727703.1|AEAL	CG13707|NP_001246634.1|DMEL
OG0004122	LOC115266789|XP_029729244.1|AEAL, LOC109427018|XP_019558113.2|AEAL	mRpS10|NP_524355.2|DMEL
OG0004123	LOC109400190|XP_029728421.1|AEAL, LOC109427092|XP_029728413.1|AEAL	E2f1|NP_001262809.1|DMEL
OG0004124	LOC109402022|XP_029723019.1|AEAL, LOC115254113|XP_029723011.1|AEAL, LOC109399720|XP_019527778.2|AEAL	hep|NP_001368982.1|DMEL
OG0004125	LOC109413708|XP_029736141.1|AEAL, LOC109402032|XP_029736155.1|AEAL, LOC115265550|XP_029727005.1|AEAL	RpL32|NP_733339.1|DMEL
OG0004126	LOC109402027|XP_029736153.1|AEAL, LOC109413707|XP_029736142.1|AEAL	Axn|NP_733336.1|DMEL
OG0004127	LOC109413884|XP_019543154.1|AEAL, LOC115270930|XP_029736136.1|AEAL	RpL13|NP_523530.1|DMEL
OG0004130	LOC115266491|XP_029728590.1|AEAL, LOC109401337|XP_029723222.1|AEAL, LOC115266370|XP_029728459.1|AEAL	Dop2R|NP_001014758.2|DMEL
OG0004131	LOC109423854|XP_029728972.1|AEAL, LOC115254178|XP_029728886.1|AEAL, LOC109415775|XP_029712096.1|AEAL	CG5916|NP_650524.1|DMEL
OG0004132	LOC115266633|XP_029729003.1|AEAL, LOC115266602|XP_029728911.1|AEAL, LOC109415326|XP_029728992.1|AEAL	CG2162|NP_001163332.2|DMEL
OG0004133	LOC109415340|XP_019544772.2|AEAL, LOC109423651|XP_029729312.1|AEAL	Hacd1|NP_609534.1|DMEL
OG0004134	LOC109415343|XP_029729170.1|AEAL, LOC109423625|XP_029729323.1|AEAL	Ythdf|NP_651322.1|DMEL
OG0004135	LOC109416221|XP_029712373.1|AEAL, LOC109411737|XP_029729367.1|AEAL	cic|NP_001262755.1|DMEL
OG0004136	LOC109425542|XP_019556334.2|AEAL	Pbp95|NP_649760.1|DMEL
OG0004137	LOC109425545|XP_019556336.2|AEAL, LOC109411295|XP_019540375.2|AEAL	Pdrg1|NP_610538.1|DMEL
OG0004138	LOC115267015|XP_029729647.1|AEAL, LOC115267156|XP_029729858.1|AEAL, LOC109411254|XP_019540322.2|AEAL, LOC109425595|XP_019556385.2|AEAL	Smn|NP_524112.1|DMEL
OG0004139	LOC115267146|XP_029729851.1|AEAL, LOC109411846|XP_019541005.2|AEAL, LOC115267088|XP_029729807.1|AEAL, LOC109425549|XP_029729655.1|AEAL	CG10793|NP_570054.2|DMEL
OG0004140	LOC109411109|XP_019540104.2|AEAL, LOC109410905|XP_019539967.2|AEAL	CG4593|NP_572377.2|DMEL
OG0004141	LOC115258977|XP_029715341.1|AEAL, LOC109410943|XP_029718449.1|AEAL	side-VIII|NP_001097382.2|DMEL
OG0004142	LOC109400860|XP_019528890.2|AEAL, LOC109415487|XP_029731028.1|AEAL	Coq8|NP_572836.1|DMEL
OG0004143	LOC109416752|XP_029731221.1|AEAL	Aos1|NP_650198.1|DMEL
OG0004144	LOC109423452|XP_029731476.1|AEAL, LOC109414743|XP_019544121.1|AEAL	Srp54|NP_477347.1|DMEL
OG0004145	LOC115269174|XP_029733442.1|AEAL, LOC115267956|XP_029731633.1|AEAL, LOC109414654|XP_019544041.2|AEAL	Sbp2|NP_648204.1|DMEL
OG0004146	LOC109414620|XP_029733448.1|AEAL, LOC109423423|XP_029731724.1|AEAL, LOC115267959|XP_029731660.1|AEAL	Hmt-1|NP_650503.1|DMEL
OG0004147	LOC109430482|XP_029732153.1|AEAL	CG4709|NP_609331.1|DMEL
OG0004148	LOC109405762|XP_029732655.1|AEAL, LOC109430416|XP_029718974.1|AEAL	CG14395|NP_650222.2|DMEL
