Orthogroup	AEAL.longest_only	DSUB.longest_only
OG0003827	LOC115257191|XP_029712477.1|AEAL, LOC109401356|XP_019529412.2|AEAL	LOC117902036|XP_034668990.1|DSUB
OG0003828	LOC109432873|XP_029712478.1|AEAL, LOC109401369|XP_019529434.2|AEAL	LOC117902034|XP_034668985.1|DSUB
OG0003829	LOC109401410|XP_029715894.1|AEAL, LOC109432882|XP_029715868.1|AEAL, LOC115257192|XP_029712482.1|AEAL	LOC117902714|XP_034670167.1|DSUB
OG0003830	LOC109432904|XP_019564816.2|AEAL, LOC115255619|XP_029709570.1|AEAL	LOC117900201|XP_034666354.1|DSUB
OG0003831	LOC109432894|XP_019564805.1|AEAL, LOC109401397|XP_029711610.1|AEAL	LOC117899141|XP_034664839.1|DSUB
OG0003832	LOC109401416|XP_029715795.1|AEAL, LOC109432910|XP_029711998.1|AEAL	LOC117901850|XP_034668690.1|DSUB
OG0003833	LOC109432900|XP_029715796.1|AEAL, LOC109401376|XP_029712018.1|AEAL	LOC117900683|XP_034667020.1|DSUB
OG0003834	LOC109401434|XP_029712112.1|AEAL, LOC109404654|XP_019533126.1|AEAL	LOC117900125|XP_034666240.1|DSUB, LOC117899967|XP_034666013.1|DSUB
OG0003836	LOC109411290|XP_019540361.2|AEAL	LOC117901240|XP_034667807.1|DSUB
OG0003837	LOC109433149|XP_029715686.1|AEAL, LOC109411306|XP_029711295.1|AEAL	LOC117901237|XP_034667802.1|DSUB
OG0003838	LOC109433046|XP_019564970.2|AEAL	LOC117900515|XP_034666802.1|DSUB
OG0003839	LOC115254285|XP_029707545.1|AEAL, LOC109433111|XP_019565049.1|AEAL	LOC117900237|XP_034666417.1|DSUB
OG0003840	LOC109420154|XP_019550024.1|AEAL	LOC117891613|XP_034653041.1|DSUB
OG0003841	LOC109420934|XP_029710395.1|AEAL, LOC109433097|XP_029710961.1|AEAL	LOC117901357|XP_034667958.1|DSUB
OG0003842	LOC109420405|XP_029710801.1|AEAL	LOC117902161|XP_034669191.1|DSUB
OG0003843	LOC109621961|XP_029724968.1|AEAL, LOC109415051|XP_029724925.1|AEAL	LOC117902125|XP_034669142.1|DSUB
OG0003844	LOC115264941|XP_029724966.1|AEAL, LOC109415049|XP_019544448.1|AEAL, LOC115264931|XP_029724923.1|AEAL	LOC117900047|XP_034666130.1|DSUB
OG0003845	LOC109415048|XP_029724917.1|AEAL, LOC109621959|XP_029730036.1|AEAL, LOC109621958|XP_029724960.1|AEAL	LOC117901079|XP_034667583.1|DSUB
OG0003846	LOC109621288|XP_019931703.2|AEAL, LOC109404208|XP_019931499.2|AEAL	LOC117900450|XP_034666711.1|DSUB
OG0003847	LOC109622032|XP_029725027.1|AEAL, LOC109404214|XP_019532593.2|AEAL	LOC117901506|XP_034668167.1|DSUB
OG0003848	LOC109431002|XP_029724880.1|AEAL, LOC115253628|XP_029724856.1|AEAL, LOC109404231|XP_029724937.1|AEAL	LOC117896559|XP_034660852.1|DSUB
OG0003849	LOC109400287|XP_029725038.1|AEAL	LOC117892033|XP_034653848.1|DSUB
OG0003850	LOC109400335|XP_029724841.1|AEAL	LOC117901661|XP_034668391.1|DSUB
OG0003851	LOC109425155|XP_029724812.1|AEAL	LOC117892265|XP_034654275.1|DSUB
OG0003852	LOC109429416|XP_019560914.2|AEAL	LOC117900235|XP_034666415.1|DSUB
OG0003853	LOC109425132|XP_019555903.2|AEAL	LOC117890457|XP_034651191.1|DSUB
OG0003854	LOC109425125|XP_019555867.2|AEAL, LOC109429389|XP_029729527.1|AEAL	LOC117901514|XP_034668176.1|DSUB
OG0003855	LOC109429387|XP_029729528.1|AEAL, LOC109425124|XP_029729521.1|AEAL	LOC117902767|XP_034670251.1|DSUB
OG0003856	LOC109425079|XP_029729545.1|AEAL, LOC109429386|XP_019560841.2|AEAL	LOC117900713|XP_034667065.1|DSUB
OG0003857	LOC109409625|XP_029729470.1|AEAL, LOC109409624|XP_029729489.1|AEAL	LOC117900336|XP_034666565.1|DSUB
OG0003858	LOC109403338|XP_029731472.1|AEAL	LOC117903561|XP_034671655.1|DSUB
OG0003859	LOC115262903|XP_029721651.1|AEAL, LOC109409334|XP_029715037.1|AEAL, LOC109419092|XP_029729388.1|AEAL	LOC117900214|XP_034666387.1|DSUB
OG0003860	LOC109409327|XP_029714843.1|AEAL, LOC109419097|XP_029721650.1|AEAL	LOC117891711|XP_034653196.1|DSUB
OG0003861	LOC109419116|XP_019548882.2|AEAL, LOC115258678|XP_029714858.1|AEAL, LOC109409312|XP_019538302.2|AEAL	LOC117902654|XP_034670073.1|DSUB
OG0003862	LOC109419117|XP_019548883.2|AEAL, LOC109409311|XP_019538301.2|AEAL	LOC117901714|XP_034668482.1|DSUB
OG0003863	LOC109419118|XP_029714850.1|AEAL, LOC115258752|XP_029714992.1|AEAL	LOC117902417|XP_034669659.1|DSUB
OG0003864	LOC109409309|XP_029714608.1|AEAL, LOC115258744|XP_029714969.1|AEAL, LOC109419517|XP_019549273.2|AEAL	LOC117901687|XP_034668420.1|DSUB
OG0003865	LOC109409304|XP_029714570.1|AEAL, LOC115258768|XP_029715027.1|AEAL, LOC109419519|XP_029718147.1|AEAL	LOC117899467|XP_034665374.1|DSUB
OG0003866	LOC115258594|XP_029714709.1|AEAL, LOC109409300|XP_019538287.2|AEAL, LOC109419523|XP_029714816.1|AEAL	LOC117902027|XP_034668977.1|DSUB
OG0003867	LOC115254061|XP_029718113.1|AEAL, LOC109409279|XP_029714431.1|AEAL	LOC117900530|XP_034666820.1|DSUB
OG0003868	LOC109419602|XP_019549378.2|AEAL	LOC117902381|XP_034669591.1|DSUB
OG0003869	LOC109397554|XP_019525401.2|AEAL	LOC117900715|XP_034667070.1|DSUB
OG0003870	LOC109397513|XP_029715285.1|AEAL, LOC115253549|XP_029715461.1|AEAL	LOC117902698|XP_034670133.1|DSUB
OG0003871	LOC109397526|XP_029714707.1|AEAL, LOC109622825|XP_029714687.1|AEAL	LOC117901542|XP_034668224.1|DSUB
OG0003872	LOC109397534|XP_019525381.1|AEAL, LOC109622811|XP_019932812.1|AEAL, LOC115258687|XP_029714872.1|AEAL	LOC117891406|XP_034652743.1|DSUB
OG0003873	LOC109397538|XP_019525385.3|AEAL, LOC115254017|XP_029714789.1|AEAL, LOC109621501|XP_019931091.2|AEAL	LOC117899959|XP_034666005.1|DSUB
OG0003874	LOC109621236|XP_029721604.1|AEAL, LOC115258681|XP_029714863.1|AEAL, LOC109397569|XP_029714519.1|AEAL	LOC117901434|XP_034668068.1|DSUB
OG0003875	LOC109397563|XP_019525407.2|AEAL, LOC115262870|XP_029721603.1|AEAL, LOC109622806|XP_019932806.2|AEAL	LOC117901889|XP_034668742.1|DSUB
OG0003876	LOC109404395|XP_019532791.2|AEAL	LOC117900179|XP_034666315.1|DSUB
OG0003877	LOC109404942|XP_029714790.1|AEAL, LOC109398645|XP_019526576.2|AEAL	LOC117900190|XP_034666330.1|DSUB
OG0003878	LOC109404731|XP_019533203.2|AEAL, LOC109398621|XP_019526546.2|AEAL	LOC117900973|XP_034667448.1|DSUB
OG0003879	LOC109404765|XP_019533253.2|AEAL	LOC117892915|XP_034655119.1|DSUB
OG0003880	LOC109398650|XP_029714781.1|AEAL, LOC115258609|XP_029714759.1|AEAL, LOC109404828|XP_029714754.1|AEAL	LOC117893803|XP_034656438.1|DSUB
OG0003881	LOC115258637|XP_029714797.1|AEAL, LOC109398726|XP_029714690.1|AEAL, LOC109406705|XP_029714548.1|AEAL	LOC117892053|XP_034653872.1|DSUB
OG0003882	LOC115258883|XP_029715183.1|AEAL, LOC109406808|XP_029715067.1|AEAL	LOC117892507|XP_034654677.1|DSUB
OG0003883	LOC115258619|XP_029714769.1|AEAL, LOC115258472|XP_029714448.1|AEAL, LOC115258462|XP_029714433.1|AEAL, LOC109406828|XP_029715284.1|AEAL	LOC117896241|XP_034660289.1|DSUB
OG0003884	LOC109406857|XP_029723183.1|AEAL, LOC109398692|XP_019526609.2|AEAL	LOC117902435|XP_034669708.1|DSUB
OG0003885	LOC109406886|XP_029714904.1|AEAL, LOC109398718|XP_029723169.1|AEAL, LOC115257348|XP_029712674.1|AEAL	LOC117901682|XP_034668416.1|DSUB
OG0003886	LOC109398687|XP_019526606.1|AEAL, LOC115264010|XP_029723184.1|AEAL	LOC117901679|XP_034668413.1|DSUB
OG0003887	LOC109406991|XP_029709881.1|AEAL, LOC109398712|XP_029723182.1|AEAL, LOC115254227|XP_029733875.1|AEAL	LOC117901329|XP_034667929.1|DSUB
OG0003888	LOC109407203|XP_029714672.1|AEAL, LOC109405865|XP_029716570.1|AEAL	LOC117898817|XP_034664370.1|DSUB
OG0003889	LOC109414293|XP_019543652.2|AEAL	LOC117901619|XP_034668337.1|DSUB
OG0003890	LOC115258711|XP_029714928.1|AEAL, LOC109414321|XP_019543684.2|AEAL, LOC109407252|XP_019535804.1|AEAL	LOC117894912|XP_034658099.1|DSUB
OG0003891	LOC109407253|XP_029714712.1|AEAL, LOC109414322|XP_029714803.1|AEAL, LOC115258947|XP_029715325.1|AEAL	LOC117902455|XP_034669743.1|DSUB
OG0003892	LOC115253843|XP_029714507.1|AEAL, LOC109414325|XP_029715332.1|AEAL, LOC109407257|XP_029714596.1|AEAL	LOC117893565|XP_034656126.1|DSUB
OG0003893	LOC109414334|XP_029714877.1|AEAL, LOC115258667|XP_029714844.1|AEAL	LOC117902662|XP_034670081.1|DSUB
OG0003894	LOC109414337|XP_019543700.1|AEAL, LOC115253734|XP_029714760.1|AEAL, LOC109424218|XP_029714555.1|AEAL	LOC117902311|XP_034669485.1|DSUB
OG0003895	LOC109420917|XP_029714882.1|AEAL, LOC109412677|XP_029720670.1|AEAL, LOC115267671|XP_029730685.1|AEAL	LOC117889952|XP_034650398.1|DSUB
OG0003896	LOC109412669|XP_029720663.1|AEAL, LOC115253569|XP_029730689.1|AEAL	LOC117890709|XP_034651627.1|DSUB
OG0003897	LOC109420922|XP_029730693.1|AEAL, LOC115262418|XP_029720662.1|AEAL	LOC117890744|XP_034651690.1|DSUB
OG0003898	LOC115262409|XP_029720646.1|AEAL, LOC109412698|XP_019541865.2|AEAL, LOC109420904|XP_019550932.1|AEAL	LOC117902290|XP_034669459.1|DSUB
OG0003899	LOC109420973|XP_029714739.1|AEAL, LOC109428463|XP_029714738.1|AEAL	LOC117902479|XP_034669781.1|DSUB
OG0003900	LOC109428851|XP_029715312.1|AEAL, LOC109421018|XP_029714617.1|AEAL	LOC117902740|XP_034670208.1|DSUB
OG0003901	LOC115264813|XP_029724669.1|AEAL, LOC115258597|XP_029714710.1|AEAL	LOC117900243|XP_034666422.1|DSUB
OG0003902	LOC109428855|XP_019560237.2|AEAL, LOC115264812|XP_029724667.1|AEAL, LOC109421019|XP_029714866.1|AEAL	LOC117900238|XP_034666418.1|DSUB
OG0003903	LOC109428884|XP_029724668.1|AEAL, LOC109421022|XP_029715226.1|AEAL	LOC117900334|XP_034666563.1|DSUB
OG0003904	LOC109421021|XP_019551052.2|AEAL, LOC109428872|XP_019560259.2|AEAL	LOC117900333|XP_034666562.1|DSUB
OG0003905	LOC115258550|XP_029714567.1|AEAL, LOC109428908|XP_029724672.1|AEAL	LOC117899524|XP_034665475.1|DSUB
OG0003906	LOC109429119|XP_029732633.1|AEAL, LOC115258794|XP_029715076.1|AEAL, LOC109421055|XP_029715031.1|AEAL	LOC117891040|XP_034652100.1|DSUB
OG0003907	LOC115253502|XP_029710045.1|AEAL, LOC109421066|XP_019551104.2|AEAL, LOC109429208|XP_019560646.2|AEAL	LOC117900823|XP_034667221.1|DSUB
OG0003908	LOC109421041|XP_019551075.2|AEAL, LOC109429228|XP_019560675.1|AEAL, LOC115258570|XP_029714616.1|AEAL	LOC117900826|XP_034667225.1|DSUB
OG0003909	LOC109405615|XP_029714537.1|AEAL	LOC117891544|XP_034652946.1|DSUB
OG0003910	LOC109416534|XP_019546157.2|AEAL	LOC117902076|XP_034669062.1|DSUB
OG0003911	LOC115258629|XP_029714791.1|AEAL, LOC109405693|XP_019534298.2|AEAL	LOC117900722|XP_034667081.1|DSUB
OG0003912	LOC115258509|XP_029714490.1|AEAL, LOC109410195|XP_029714495.1|AEAL, LOC109405687|XP_029715299.1|AEAL	LOC117901761|XP_034668540.1|DSUB
OG0003913	LOC109410247|XP_029714497.1|AEAL, LOC115267403|XP_029730244.1|AEAL, LOC109405692|XP_029715109.1|AEAL	LOC117902102|XP_034669096.1|DSUB
OG0003914	LOC115258891|XP_029715206.1|AEAL, LOC109417528|XP_029714594.1|AEAL, LOC109410214|XP_019539282.2|AEAL	LOC117900464|XP_034666730.1|DSUB
OG0003915	LOC115258892|XP_029715207.1|AEAL, LOC109417526|XP_019547142.1|AEAL, LOC109410208|XP_019539278.2|AEAL	LOC117893965|XP_034656660.1|DSUB
OG0003916	LOC115263023|XP_029721814.1|AEAL, LOC109417537|XP_019547158.1|AEAL, LOC115266747|XP_029729140.1|AEAL	LOC117902064|XP_034669030.1|DSUB
OG0003917	LOC115255418|XP_029709396.1|AEAL, LOC109410237|XP_029709514.1|AEAL, LOC109417635|XP_029709389.1|AEAL	LOC117900107|XP_034666221.1|DSUB
OG0003918	LOC115256961|XP_029712032.1|AEAL, LOC109417653|XP_019547251.1|AEAL, LOC109622148|XP_019931925.2|AEAL	LOC117901789|XP_034668590.1|DSUB
OG0003919	LOC109417552|XP_029709331.1|AEAL, LOC109622156|XP_029709321.1|AEAL	LOC117900611|XP_034666923.1|DSUB
OG0003920	LOC109622778|XP_019932769.1|AEAL, LOC109417667|XP_019547262.1|AEAL	LOC117891834|XP_034653476.1|DSUB
OG0003921	LOC109417683|XP_029709282.1|AEAL, LOC109622172|XP_029709292.1|AEAL, LOC115255395|XP_029709319.1|AEAL	LOC117901389|XP_034668014.1|DSUB
OG0003922	LOC115255381|XP_029709289.1|AEAL, LOC109417684|XP_019547290.2|AEAL, LOC115255376|XP_029709278.1|AEAL	LOC117900458|XP_034666722.1|DSUB
OG0003923	LOC109416842|XP_029709256.1|AEAL, LOC109417690|XP_029709238.1|AEAL, LOC115253945|XP_029709236.1|AEAL	LOC117902993|XP_034670600.1|DSUB
OG0003924	LOC115255371|XP_029709252.1|AEAL, LOC109417692|XP_029709234.1|AEAL, LOC115255370|XP_029709251.1|AEAL	LOC117890234|XP_034650863.1|DSUB
OG0003925	LOC115253783|XP_029709222.1|AEAL, LOC115253661|XP_029709195.1|AEAL, LOC109417703|XP_019547331.2|AEAL	LOC117899977|XP_034666028.1|DSUB
OG0003926	LOC115255337|XP_029709214.1|AEAL, LOC109417708|XP_019547338.1|AEAL, LOC115253943|XP_029709207.1|AEAL	LOC117902718|XP_034670174.1|DSUB
OG0003927	LOC109417719|XP_029709183.1|AEAL	LOC117900935|XP_034667392.1|DSUB
OG0003928	LOC109420032|XP_019549889.2|AEAL	LOC117900265|XP_034666465.1|DSUB
OG0003929	LOC109417750|XP_019547423.2|AEAL, LOC109420019|XP_029709139.1|AEAL, LOC115255486|XP_029709471.1|AEAL	LOC117900457|XP_034666720.1|DSUB
OG0003930	LOC109417755|XP_029709134.1|AEAL, LOC115255270|XP_029709092.1|AEAL, LOC109420015|XP_029709122.1|AEAL	LOC117902609|XP_034670012.1|DSUB
OG0003931	LOC109420008|XP_029709083.1|AEAL, LOC115253941|XP_029709125.1|AEAL, LOC109417759|XP_029709111.1|AEAL	LOC117902595|XP_034669987.1|DSUB
OG0003932	LOC109419403|XP_029709065.1|AEAL	LOC117891413|XP_034652751.1|DSUB
OG0003933	LOC115255210|XP_029709013.1|AEAL, LOC109397495|XP_029709001.1|AEAL, LOC115255185|XP_029708979.1|AEAL	LOC117902429|XP_034669686.1|DSUB
OG0003934	LOC115254897|XP_029708439.1|AEAL, LOC109397497|XP_029708435.1|AEAL, LOC115254896|XP_029708438.1|AEAL	LOC117900643|XP_034666965.1|DSUB
OG0003935	LOC109419966|XP_019549800.2|AEAL, LOC115255188|XP_029708989.1|AEAL	LOC117890455|XP_034651183.1|DSUB
OG0003936	LOC115254894|XP_029708437.1|AEAL, LOC109419967|XP_019549802.1|AEAL	LOC117890469|XP_034651215.1|DSUB
OG0003937	LOC109419957|XP_029708955.1|AEAL	LOC117892366|XP_034654468.1|DSUB
OG0003938	LOC109419953|XP_029708954.1|AEAL, LOC109417546|XP_029715584.1|AEAL, LOC115255463|XP_029709447.1|AEAL	LOC117902213|XP_034669323.1|DSUB
OG0003939	LOC109417517|XP_019547143.2|AEAL, LOC115255169|XP_029708950.1|AEAL, LOC109419951|XP_029708931.1|AEAL	LOC117901944|XP_034668807.1|DSUB
OG0003940	LOC109417493|XP_019547118.2|AEAL, LOC109419950|XP_029708930.1|AEAL, LOC115253435|XP_029715583.1|AEAL	LOC117902222|XP_034669346.1|DSUB
OG0003941	LOC109417504|XP_029708929.1|AEAL, LOC109419921|XP_019549744.2|AEAL	LOC117902227|XP_034669351.1|DSUB
OG0003942	LOC109419928|XP_029708934.1|AEAL, LOC109420729|XP_029708907.1|AEAL	LOC117901612|XP_034668322.1|DSUB
OG0003943	LOC109420722|XP_029708888.1|AEAL, LOC109419889|XP_029715704.1|AEAL, LOC109419887|XP_019549721.1|AEAL	LOC117902229|XP_034669354.1|DSUB
OG0003944	LOC109420700|XP_019550697.1|AEAL, LOC115255131|XP_029708864.1|AEAL, LOC115255129|XP_029708862.1|AEAL, LOC109414276|XP_019543644.1|AEAL	LOC117900904|XP_034667354.1|DSUB
OG0003945	LOC109420692|XP_019550676.2|AEAL	LOC117889981|XP_034650453.1|DSUB
OG0003946	LOC115264418|XP_029723946.1|AEAL	LOC117901299|XP_034667894.1|DSUB
OG0003947	LOC109420675|XP_029708744.1|AEAL	LOC117901422|XP_034668049.1|DSUB
OG0003948	LOC115255104|XP_029708759.1|AEAL, LOC109420665|XP_019550630.1|AEAL	LOC117901468|XP_034668121.1|DSUB
OG0003949	LOC109420662|XP_029708760.1|AEAL	LOC117901462|XP_034668106.1|DSUB
OG0003950	LOC109420653|XP_019550566.2|AEAL, LOC115268896|XP_029732957.1|AEAL	LOC117901718|XP_034668485.1|DSUB
OG0003951	LOC109429459|XP_029708734.1|AEAL, LOC109420651|XP_029708811.1|AEAL	LOC117902114|XP_034669119.1|DSUB
OG0003952	LOC109420642|XP_029708741.1|AEAL	LOC117901533|XP_034668213.1|DSUB
OG0003953	LOC115255088|XP_029708733.1|AEAL, LOC109407734|XP_029708721.1|AEAL	LOC117902565|XP_034669898.1|DSUB
OG0003954	LOC109420549|XP_029718263.1|AEAL, LOC115255079|XP_029708713.1|AEAL, LOC115261045|XP_029718265.1|AEAL	LOC117894293|XP_034657144.1|DSUB
OG0003956	LOC109417064|XP_029708693.1|AEAL	LOC117900485|XP_034666760.1|DSUB
OG0003957	LOC109407366|XP_029709427.1|AEAL	LOC117894617|XP_034657667.1|DSUB
OG0003958	LOC115255429|XP_029709420.1|AEAL, LOC109407439|XP_019536033.1|AEAL, LOC115255067|XP_029708689.1|AEAL, LOC109420522|XP_019550436.2|AEAL	LOC117894089|XP_034656853.1|DSUB
OG0003959	LOC109419740|XP_029708595.1|AEAL	LOC117890627|XP_034651467.1|DSUB
OG0003960	LOC115255041|XP_029708627.1|AEAL, LOC109419761|XP_019549584.2|AEAL	LOC117890239|XP_034650877.1|DSUB
OG0003961	LOC109419770|XP_029732975.1|AEAL, LOC109398247|XP_029708618.1|AEAL	LOC117902587|XP_034669977.1|DSUB
OG0003962	LOC109419773|XP_029708623.1|AEAL, LOC109398260|XP_029708577.1|AEAL	LOC117901025|XP_034667519.1|DSUB
OG0003963	LOC109402097|XP_029708554.1|AEAL, LOC115254980|XP_029708532.1|AEAL	LOC117901858|XP_034668703.1|DSUB
OG0003964	LOC115254972|XP_029708523.1|AEAL, LOC115254988|XP_029708538.1|AEAL, LOC109402112|XP_019530281.2|AEAL	LOC117900432|XP_034666693.1|DSUB
OG0003965	LOC109431811|XP_029708486.1|AEAL	LOC117902159|XP_034669189.1|DSUB
OG0003966	LOC109431818|XP_029722655.1|AEAL, LOC109431824|XP_029708481.1|AEAL	LOC117901861|XP_034668707.1|DSUB
OG0003967	LOC115253821|XP_029708456.1|AEAL, LOC109427547|XP_019558664.1|AEAL	LOC117891808|XP_034653382.1|DSUB
OG0003968	LOC115254943|XP_029708461.1|AEAL, LOC109427597|XP_019558734.1|AEAL	LOC117890285|XP_034650938.1|DSUB
OG0003969	LOC115262467|XP_029720735.1|AEAL, LOC109427761|XP_029732789.1|AEAL	LOC117890808|XP_034651774.1|DSUB
OG0003970	LOC115266821|XP_029729280.1|AEAL, LOC109430180|XP_019561779.2|AEAL	LOC117902476|XP_034669776.1|DSUB
OG0003971	LOC109430170|XP_029727435.1|AEAL, LOC115264870|XP_029724762.1|AEAL	LOC117902329|XP_034669512.1|DSUB
OG0003972	LOC109430172|XP_029724763.1|AEAL	LOC117893209|XP_034655628.1|DSUB
OG0003973	LOC109432568|XP_019564457.2|AEAL	LOC117891962|XP_034653725.1|DSUB
OG0003974	LOC109427579|XP_019558702.2|AEAL, LOC109432750|XP_029727426.1|AEAL	LOC117890162|XP_034650749.1|DSUB
OG0003975	LOC109621234|XP_029715767.1|AEAL, LOC109427584|XP_019558713.3|AEAL	LOC117902118|XP_034669127.1|DSUB
OG0003976	LOC109416254|XP_019545817.2|AEAL	LOC117900394|XP_034666639.1|DSUB
OG0003977	LOC109423962|XP_019554577.2|AEAL	LOC117902245|XP_034669381.1|DSUB
OG0003978	LOC109416259|XP_029727378.1|AEAL	LOC117895753|XP_034659516.1|DSUB
OG0003979	LOC109430997|XP_029727668.1|AEAL, LOC115265622|XP_029727339.1|AEAL, LOC109423947|XP_019554557.2|AEAL	LOC117900006|XP_034666071.1|DSUB
OG0003980	LOC109423944|XP_029727337.1|AEAL, LOC115265635|XP_029727366.1|AEAL, LOC109430987|XP_029727350.1|AEAL	LOC117896524|XP_034660785.1|DSUB
OG0003981	LOC109423943|XP_019554553.1|AEAL, LOC115265634|XP_029727364.1|AEAL, LOC109430988|XP_029727334.1|AEAL	LOC117901702|XP_034668458.1|DSUB
OG0003982	LOC109423941|XP_019554552.2|AEAL, LOC115265626|XP_029727351.1|AEAL, LOC109431003|XP_019562672.2|AEAL	LOC117902664|XP_034670084.1|DSUB
OG0003983	LOC109430999|XP_029727330.1|AEAL, LOC109423940|XP_019554551.2|AEAL, LOC115265632|XP_029727361.1|AEAL	LOC117900192|XP_034666333.1|DSUB
OG0003984	LOC109404786|XP_029727252.1|AEAL, LOC109423912|XP_029727289.1|AEAL	LOC117901233|XP_034667796.1|DSUB
OG0003985	LOC109404787|XP_029727285.1|AEAL, LOC109423910|XP_029727246.1|AEAL	LOC117900623|XP_034666942.1|DSUB
OG0003986	LOC109621623|XP_029727210.1|AEAL, LOC115265605|XP_029727223.1|AEAL	LOC117900550|XP_034666844.1|DSUB
OG0003987	LOC109621667|XP_029727222.1|AEAL	LOC117900301|XP_034666506.1|DSUB
OG0003988	LOC115268897|XP_029732958.1|AEAL, LOC109421661|XP_029727198.1|AEAL	LOC117900551|XP_034666845.1|DSUB
OG0003989	LOC109421657|XP_019551725.2|AEAL	LOC117900429|XP_034666690.1|DSUB
OG0003990	LOC109407327|XP_019535865.1|AEAL	LOC117900325|XP_034666546.1|DSUB
OG0003991	LOC109421643|XP_029727141.1|AEAL	LOC117902349|XP_034669550.1|DSUB
OG0003992	LOC109407320|XP_019535859.2|AEAL	LOC117902087|XP_034669071.1|DSUB
OG0003993	LOC109407357|XP_029727136.1|AEAL	LOC117900888|XP_034667310.1|DSUB
OG0003994	LOC109407309|XP_019535844.2|AEAL, LOC109421627|XP_029727164.1|AEAL	LOC117896966|XP_034661401.1|DSUB
OG0003995	LOC109409185|XP_019538155.2|AEAL, LOC115265574|XP_029727068.1|AEAL	LOC117890864|XP_034651842.1|DSUB
OG0003996	LOC109421490|XP_019551529.2|AEAL	LOC117891128|XP_034652223.1|DSUB
OG0003997	LOC109409178|XP_019538144.1|AEAL	LOC117900424|XP_034666679.1|DSUB
OG0003998	LOC109409124|XP_029727084.1|AEAL	LOC117899978|XP_034666029.1|DSUB
OG0003999	LOC109421519|XP_019551574.2|AEAL	LOC117901862|XP_034668709.1|DSUB
OG0004000	LOC109622955|XP_029717234.1|AEAL, LOC109421499|XP_019551536.3|AEAL	LOC117903165|XP_034670901.1|DSUB
OG0004001	LOC109421448|XP_019551486.2|AEAL, LOC109432535|XP_019564410.2|AEAL	LOC117889869|XP_034650268.1|DSUB
OG0004002	LOC109432548|XP_019564435.1|AEAL, LOC115265515|XP_029726863.1|AEAL	LOC117902635|XP_034670048.1|DSUB
OG0004003	LOC109432543|XP_029726887.1|AEAL, LOC109421420|XP_029727031.1|AEAL	LOC117902568|XP_034669917.1|DSUB
OG0004004	LOC115265568|XP_029727045.1|AEAL, LOC109432566|XP_029726900.1|AEAL	LOC117902797|XP_034670306.1|DSUB
OG0004005	LOC109432539|XP_029726902.1|AEAL, LOC109421413|XP_029727046.1|AEAL	LOC117900109|XP_034666223.1|DSUB
OG0004006	LOC109427815|XP_029727057.1|AEAL, LOC109421321|XP_019551373.2|AEAL	LOC117901596|XP_034668300.1|DSUB
OG0004007	LOC109421317|XP_019551369.2|AEAL, LOC109621801|XP_019931479.1|AEAL	LOC117900718|XP_034667072.1|DSUB
OG0004008	LOC115265537|XP_029726947.1|AEAL, LOC109421313|XP_029708025.1|AEAL	LOC117902012|XP_034668951.1|DSUB
OG0004009	LOC115264471|XP_029724053.1|AEAL, LOC109621840|XP_019931574.2|AEAL, LOC115265544|XP_029726975.1|AEAL	LOC117901490|XP_034668149.1|DSUB
OG0004010	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL	LOC117902126|XP_034669144.1|DSUB
OG0004011	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL	LOC117901756|XP_034668534.1|DSUB
OG0004012	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL	LOC117896309|XP_034660424.1|DSUB
OG0004013	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL	LOC117900063|XP_034666158.1|DSUB
OG0004014	LOC109402499|XP_019530728.2|AEAL	LOC117893207|XP_034655624.1|DSUB
OG0004015	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL	LOC117900205|XP_034666370.1|DSUB
OG0004016	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL	LOC117901134|XP_034667667.1|DSUB
OG0004017	LOC109402496|XP_019530725.2|AEAL	LOC117902365|XP_034669571.1|DSUB
OG0004018	LOC109402524|XP_019530766.2|AEAL	LOC117892316|XP_034654360.1|DSUB
OG0004019	LOC109402297|XP_019530500.2|AEAL	LOC117900602|XP_034666905.1|DSUB
OG0004020	LOC109402598|XP_019530846.2|AEAL	LOC117900027|XP_034666105.1|DSUB
OG0004021	LOC109402578|XP_019530809.2|AEAL	LOC117900613|XP_034666926.1|DSUB
OG0004022	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL	LOC117902061|XP_034669024.1|DSUB
OG0004023	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL	LOC117891529|XP_034652921.1|DSUB
OG0004024	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL	LOC117901856|XP_034668699.1|DSUB
OG0004025	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL	LOC117900037|XP_034666117.1|DSUB
