Orthogroup	AEAL.longest_only	DFIC.longest_only
OG0004792	LOC109414772|XP_019544143.2|AEAL, LOC109403587|XP_029714038.1|AEAL	LOC108087929|XP_017041005.1|DFIC
OG0004793	LOC109403594|XP_029730146.1|AEAL, LOC115258135|XP_029714039.1|AEAL	LOC108088394|XP_017041632.1|DFIC
OG0004794	LOC109430021|XP_019561577.2|AEAL	LOC108092075|XP_017047039.1|DFIC
OG0004795	LOC109430025|XP_029730186.1|AEAL, LOC109416352|XP_029730208.1|AEAL	LOC108087242|XP_017040027.1|DFIC
OG0004796	LOC109430035|XP_029730177.1|AEAL, LOC115253499|XP_029730193.1|AEAL	LOC108088023|XP_017041136.1|DFIC
OG0004797	LOC109416363|XP_019545945.2|AEAL	LOC108099623|XP_017058735.1|DFIC
OG0004798	LOC115267352|XP_029730159.1|AEAL, LOC109430041|XP_019561612.2|AEAL	LOC108086550|XP_017038977.1|DFIC
OG0004799	LOC109430044|XP_029730167.1|AEAL, LOC109416369|XP_029730155.1|AEAL	LOC108099455|XP_017058485.1|DFIC
OG0004800	LOC109415297|XP_029733753.1|AEAL, LOC115253603|XP_029733747.1|AEAL	LOC108092187|XP_017047202.1|DFIC
OG0004801	LOC115264146|XP_029723386.1|AEAL, LOC109398572|XP_029723357.1|AEAL	LOC108095994|XP_017052827.1|DFIC
OG0004802	LOC115266510|XP_029728620.1|AEAL, LOC115265092|XP_029725168.1|AEAL, LOC109423610|XP_019554129.2|AEAL	LOC108093367|XP_017048877.1|DFIC
OG0004803	LOC109423600|XP_019554124.2|AEAL	LOC108102285|XP_017062522.1|DFIC
OG0004804	LOC115264097|XP_029723282.1|AEAL, LOC109402404|XP_029723269.1|AEAL	LOC108098516|XP_017056969.1|DFIC
OG0004805	LOC109423574|XP_029723260.1|AEAL	LOC108099434|XP_017058457.1|DFIC
OG0004806	LOC115254059|XP_029717997.1|AEAL, LOC109423547|XP_029732775.1|AEAL, LOC109402451|XP_019530684.2|AEAL	LOC108095566|XP_017052202.1|DFIC
OG0004807	LOC109405476|XP_019534109.2|AEAL, LOC115268757|XP_029732778.1|AEAL, LOC109402452|XP_019530686.2|AEAL	LOC108095946|XP_017052772.1|DFIC
OG0004808	LOC109423536|XP_019554065.2|AEAL	LOC108098816|XP_017057459.1|DFIC
OG0004809	LOC109402436|XP_029712617.1|AEAL	LOC108093326|XP_017048806.1|DFIC
OG0004810	LOC109402450|XP_029712588.1|AEAL, LOC109405477|XP_029731215.1|AEAL	LOC108093291|XP_017048757.1|DFIC
OG0004811	LOC109402427|XP_019530648.2|AEAL, LOC109405451|XP_019534063.2|AEAL	LOC108100554|XP_017060014.1|DFIC
OG0004812	LOC109405447|XP_029712597.1|AEAL, LOC109402403|XP_029729894.1|AEAL	LOC108099314|XP_017058197.1|DFIC
OG0004813	LOC109621885|XP_029712592.1|AEAL, LOC109405424|XP_029716587.1|AEAL	LOC108087327|XP_017040147.1|DFIC
OG0004814	LOC109411503|XP_029723468.1|AEAL, LOC109415922|XP_029723447.1|AEAL	LOC108098887|XP_017057562.1|DFIC
OG0004815	LOC115264317|XP_029723851.1|AEAL, LOC115264181|XP_029723475.1|AEAL	LOC108097247|XP_017054914.1|DFIC
OG0004816	LOC115258261|XP_029714180.1|AEAL, LOC109416113|XP_029723867.1|AEAL, LOC109407164|XP_029723853.1|AEAL	LOC108088680|XP_017042108.1|DFIC
OG0004817	LOC109621773|XP_019931451.2|AEAL, LOC115258259|XP_029714178.1|AEAL, LOC115264342|XP_029723868.1|AEAL	LOC108088679|XP_017042107.1|DFIC
OG0004818	LOC109402949|XP_019531234.1|AEAL, LOC115264189|XP_029723498.1|AEAL	LOC108097614|XP_017055513.1|DFIC
OG0004819	LOC109416071|XP_019545584.2|AEAL, LOC109402946|XP_019531230.2|AEAL	LOC108091655|XP_017046454.1|DFIC
OG0004820	LOC109402945|XP_019531229.2|AEAL, LOC109416103|XP_019545618.2|AEAL	LOC108098928|XP_017057622.1|DFIC
OG0004821	LOC109416068|XP_029723487.1|AEAL, LOC115264191|XP_029723511.1|AEAL	LOC108088530|XP_017041862.1|DFIC
OG0004822	LOC109416062|XP_029723516.1|AEAL	LOC108092029|XP_017046958.1|DFIC
OG0004823	LOC109416059|XP_029723519.1|AEAL	LOC108092086|XP_017047060.1|DFIC
OG0004824	LOC109416057|XP_019545563.2|AEAL	LOC108092088|XP_017047066.1|DFIC
OG0004825	LOC109406391|XP_019535029.2|AEAL, LOC109423646|XP_019554187.2|AEAL	LOC108095039|XP_017051419.1|DFIC
OG0004826	LOC109424850|XP_019555592.2|AEAL, LOC109414596|XP_019543968.2|AEAL	LOC108091785|XP_017046632.1|DFIC
OG0004827	LOC109414597|XP_029723559.1|AEAL, LOC115254116|XP_029723565.1|AEAL	LOC108098607|XP_017057159.1|DFIC
OG0004828	LOC109414601|XP_019543974.1|AEAL, LOC115264207|XP_029723556.1|AEAL	LOC108087295|XP_017040094.1|DFIC
OG0004829	LOC109414614|XP_019543990.2|AEAL	LOC108092174|XP_017047185.1|DFIC
OG0004830	LOC109424809|XP_029723582.1|AEAL	LOC108087888|XP_017040955.1|DFIC
OG0004831	LOC109404191|XP_019532557.2|AEAL	LOC108093227|XP_017048686.1|DFIC
OG0004832	LOC109413335|XP_029723609.1|AEAL, LOC109432030|XP_029723676.1|AEAL	LOC108088076|XP_017041216.1|DFIC
OG0004833	LOC109412838|XP_019541996.2|AEAL	LOC108090135|XP_017044164.1|DFIC
OG0004835	LOC109406231|XP_029732509.1|AEAL	LOC108087354|XP_017040184.1|DFIC
OG0004836	LOC115268551|XP_029732501.1|AEAL, LOC109403852|XP_019532296.2|AEAL	LOC108091656|XP_017046455.1|DFIC
OG0004837	LOC109403860|XP_019532305.2|AEAL, LOC115268549|XP_029732500.1|AEAL	LOC108096394|XP_017053450.1|DFIC
OG0004838	LOC115259221|XP_029715608.1|AEAL, LOC109403871|XP_029723256.1|AEAL	LOC108098804|XP_017057434.1|DFIC
OG0004839	LOC109403870|XP_019532315.2|AEAL	LOC108098864|XP_017057531.1|DFIC
OG0004840	LOC109432063|XP_019563909.2|AEAL	LOC108092147|XP_017047151.1|DFIC
OG0004841	LOC109432065|XP_019563910.2|AEAL	LOC108101745|XP_017061695.1|DFIC
OG0004842	LOC109432067|XP_029723599.1|AEAL, LOC109404037|XP_019532451.2|AEAL	LOC108086600|XP_017039060.1|DFIC
OG0004843	LOC115264236|XP_029723671.1|AEAL, LOC109432069|XP_019563915.2|AEAL	LOC108087173|XP_017039905.1|DFIC
OG0004844	LOC109405196|XP_019533751.2|AEAL	LOC108100906|XP_017060509.1|DFIC
OG0004845	LOC109405203|XP_019542030.2|AEAL	LOC108090168|XP_017044229.1|DFIC
OG0004846	LOC109412868|XP_019542053.2|AEAL	LOC108092443|XP_017047513.1|DFIC
OG0004847	LOC109412869|XP_019542054.2|AEAL	LOC108092441|XP_017047511.1|DFIC
OG0004848	LOC109405199|XP_029720372.1|AEAL, LOC109412873|XP_029724721.1|AEAL	LOC108097641|XP_017055563.1|DFIC
OG0004849	LOC109412871|XP_029724720.1|AEAL	LOC108092646|XP_017047781.1|DFIC
OG0004850	LOC109406960|XP_019535512.1|AEAL	LOC108089089|XP_017042687.1|DFIC
OG0004851	LOC109406961|XP_019535514.2|AEAL	LOC108089079|XP_017042674.1|DFIC
OG0004852	LOC109406956|XP_029720379.1|AEAL	LOC108091831|XP_017046698.1|DFIC
OG0004853	LOC109409683|XP_019538702.2|AEAL, LOC115265374|XP_029726012.1|AEAL	LOC108087795|XP_017040827.1|DFIC
OG0004854	LOC109409716|XP_029719737.1|AEAL, LOC109411464|XP_029726056.1|AEAL	LOC108089526|XP_017043345.1|DFIC
OG0004855	LOC109409724|XP_019538762.2|AEAL	LOC108100664|XP_017060166.1|DFIC
OG0004856	LOC109432284|XP_019564161.2|AEAL, LOC109409767|XP_019538821.2|AEAL	LOC108096222|XP_017053098.1|DFIC
OG0004857	LOC109621687|XP_029726151.1|AEAL	LOC108100630|XP_017060122.1|DFIC
OG0004858	LOC109404753|XP_029726155.1|AEAL, LOC109621303|XP_029719711.1|AEAL	LOC108096298|XP_017053263.1|DFIC
OG0004859	LOC109621845|XP_019931583.1|AEAL	LOC108096402|XP_017053462.1|DFIC
OG0004860	LOC109418058|XP_019547759.1|AEAL	LOC108099208|XP_017058073.1|DFIC
OG0004861	LOC109413045|XP_029726160.1|AEAL	LOC108087486|XP_017040352.1|DFIC
OG0004862	LOC109413053|XP_029726172.1|AEAL	LOC108087473|XP_017040338.1|DFIC
OG0004863	LOC109621317|XP_029726176.1|AEAL	LOC108093155|XP_017048590.1|DFIC
OG0004864	LOC115265400|XP_029726177.1|AEAL, LOC109621713|XP_029716582.1|AEAL	LOC108100599|XP_017060071.1|DFIC
OG0004865	LOC115259930|XP_029716584.1|AEAL, LOC109410370|XP_019539464.3|AEAL	LOC108095955|XP_017052784.1|DFIC
OG0004866	LOC109410161|XP_029719617.1|AEAL, LOC109407831|XP_029726188.1|AEAL	LOC108089447|XP_017043176.1|DFIC
OG0004867	LOC109407830|XP_019536538.2|AEAL	LOC108093846|XP_017049669.1|DFIC
OG0004868	LOC109410129|XP_019539204.2|AEAL	LOC108091133|XP_017045654.1|DFIC
OG0004869	LOC109407818|XP_019536526.2|AEAL	LOC108094249|XP_017050197.1|DFIC
OG0004870	LOC109410018|XP_019539105.2|AEAL	LOC108094256|XP_017050207.1|DFIC
OG0004871	LOC109409922|XP_029726200.1|AEAL	LOC108101922|XP_017061988.1|DFIC
OG0004872	LOC109407728|XP_019536424.1|AEAL	LOC108090788|XP_017045124.1|DFIC
OG0004873	LOC109622565|XP_019932521.2|AEAL	LOC108092735|XP_017047953.1|DFIC
OG0004874	LOC109622584|XP_019932534.2|AEAL	LOC108095716|XP_017052379.1|DFIC
OG0004875	LOC109409527|XP_029726247.1|AEAL	LOC108087586|XP_017040506.1|DFIC
OG0004876	LOC109409423|XP_019538414.2|AEAL	LOC108097022|XP_017054528.1|DFIC
OG0004877	LOC109622535|XP_019932474.2|AEAL	LOC108100163|XP_017059415.1|DFIC
OG0004878	LOC109622527|XP_029726277.1|AEAL, LOC109409117|XP_019538074.2|AEAL	LOC108101546|XP_017061427.1|DFIC
OG0004879	LOC115265418|XP_029726285.1|AEAL, LOC109409016|XP_029716652.1|AEAL	LOC108090795|XP_017045131.1|DFIC
OG0004880	LOC109622521|XP_029716648.1|AEAL, LOC109408985|XP_019537931.2|AEAL	LOC108088839|XP_017042301.1|DFIC
OG0004881	LOC109408976|XP_019537919.2|AEAL, LOC115265419|XP_029726291.1|AEAL	LOC108093181|XP_017048625.1|DFIC
OG0004882	LOC109408924|XP_019537864.1|AEAL, LOC109622402|XP_029716669.1|AEAL	LOC108089595|XP_017043442.1|DFIC
OG0004883	LOC109408908|XP_029716667.1|AEAL, LOC115265421|XP_029726294.1|AEAL	LOC108099202|XP_017058066.1|DFIC
OG0004884	LOC109408687|XP_029726312.1|AEAL	LOC108101822|XP_017061784.1|DFIC
OG0004885	LOC109408572|XP_019537445.2|AEAL, LOC109622494|XP_019932396.2|AEAL	LOC108096629|XP_017053867.1|DFIC
OG0004886	LOC109622491|XP_019932392.2|AEAL	LOC108093920|XP_017049776.1|DFIC
OG0004887	LOC109408528|XP_019537395.2|AEAL	LOC108090565|XP_017044795.1|DFIC
OG0004888	LOC109622488|XP_019932386.2|AEAL	LOC108095175|XP_017051629.1|DFIC
OG0004889	LOC109622343|XP_019932159.2|AEAL	LOC108090732|XP_017045044.1|DFIC
OG0004890	LOC109423549|XP_029726385.1|AEAL	LOC108101872|XP_017061897.1|DFIC
OG0004891	LOC109423541|XP_019554073.2|AEAL	LOC108095623|XP_017052279.1|DFIC
OG0004892	LOC109423281|XP_019553751.1|AEAL	LOC108096959|XP_017054416.1|DFIC
OG0004893	LOC109423260|XP_019553739.2|AEAL	LOC108096605|XP_017053801.1|DFIC
OG0004894	LOC109423345|XP_019553837.1|AEAL	LOC108096742|XP_017054082.1|DFIC
OG0004895	LOC115261961|XP_029719749.1|AEAL, LOC109423341|XP_029726421.1|AEAL	LOC108087688|XP_017040684.1|DFIC
OG0004896	LOC115265442|XP_029726431.1|AEAL, LOC109423336|XP_019553823.2|AEAL	LOC108087843|XP_017040906.1|DFIC
OG0004897	LOC109423332|XP_019553820.2|AEAL, LOC115261957|XP_029719739.1|AEAL	LOC108087860|XP_017040931.1|DFIC
OG0004898	LOC109423328|XP_019553812.1|AEAL	LOC108093741|XP_017049495.1|DFIC
OG0004899	LOC109423324|XP_019553800.2|AEAL	LOC108086440|XP_017038840.1|DFIC
OG0004900	LOC109423322|XP_019553797.2|AEAL	LOC108093966|XP_017049861.1|DFIC
OG0004901	LOC109423316|XP_019553793.2|AEAL	LOC108094062|XP_017049990.1|DFIC
OG0004902	LOC115254506|XP_029707904.1|AEAL, LOC109423312|XP_029726451.1|AEAL	LOC108100541|XP_017059993.1|DFIC
OG0004903	LOC109423308|XP_019553784.2|AEAL	LOC108096754|XP_017054102.1|DFIC
OG0004904	LOC109423296|XP_019553766.2|AEAL	LOC108087133|XP_017039820.1|DFIC
OG0004905	LOC109423295|XP_019553764.1|AEAL	LOC108101554|XP_017061438.1|DFIC
OG0004906	LOC115261689|XP_029719435.1|AEAL, LOC109623149|XP_019933195.2|AEAL	LOC108096353|XP_017053391.1|DFIC
OG0004907	LOC109623416|XP_019933519.2|AEAL	LOC108089591|XP_017043437.1|DFIC
OG0004908	LOC109623129|XP_019933171.2|AEAL, LOC115263508|XP_029722604.1|AEAL	LOC108093160|XP_017048596.1|DFIC
OG0004909	LOC115253550|XP_029722605.1|AEAL, LOC109623121|XP_029726493.1|AEAL	LOC108088233|XP_017041431.1|DFIC
OG0004910	LOC109623120|XP_019933159.2|AEAL, LOC115265455|XP_029726496.1|AEAL	LOC108088231|XP_017041429.1|DFIC
OG0004911	LOC109623113|XP_019933141.1|AEAL	LOC108099186|XP_017058042.1|DFIC
OG0004912	LOC109399262|XP_019527246.2|AEAL	LOC108096354|XP_017053392.1|DFIC
OG0004913	LOC109429053|XP_019560435.2|AEAL	LOC108094841|XP_017051132.1|DFIC
OG0004914	LOC109429046|XP_019560427.2|AEAL	LOC108094839|XP_017051125.1|DFIC
OG0004915	LOC109399247|XP_019560422.1|AEAL	LOC108101904|XP_017061963.1|DFIC
OG0004916	LOC109429040|XP_029726543.1|AEAL	LOC108090559|XP_017044790.1|DFIC
OG0004917	LOC109399230|XP_019527209.2|AEAL	LOC108087512|XP_017040403.1|DFIC
OG0004918	LOC109399232|XP_029726552.1|AEAL	LOC108087511|XP_017040397.1|DFIC
OG0004919	LOC109399231|XP_029726559.1|AEAL	LOC108100765|XP_017060293.1|DFIC
OG0004920	LOC109429027|XP_019560401.2|AEAL	LOC108100374|XP_017059711.1|DFIC
OG0004921	LOC109429026|XP_019560399.2|AEAL	LOC108088242|XP_017041442.1|DFIC
OG0004922	LOC109399154|XP_029726571.1|AEAL, LOC115266777|XP_029729209.1|AEAL	LOC108088942|XP_017042454.1|DFIC
OG0004923	LOC109413976|XP_019543253.1|AEAL	LOC108100446|XP_017059860.1|DFIC
OG0004924	LOC109413994|XP_019543266.2|AEAL	LOC108093051|XP_017048448.1|DFIC
OG0004925	LOC109413958|XP_019543233.2|AEAL	LOC108100661|XP_017060161.1|DFIC
OG0004926	LOC109413954|XP_029726594.1|AEAL, LOC109399195|XP_019527175.2|AEAL	LOC108093273|XP_017048742.1|DFIC
OG0004927	LOC109419975|XP_029726604.1|AEAL, LOC109622845|XP_029712003.1|AEAL	LOC108096245|XP_017053173.1|DFIC
OG0004928	LOC115265479|XP_029726623.1|AEAL	LOC108095159|XP_017051596.1|DFIC
OG0004929	LOC109414821|XP_019544204.2|AEAL	LOC108098986|XP_017057693.1|DFIC
OG0004930	LOC109418071|XP_019544235.2|AEAL	LOC108093749|XP_017049505.1|DFIC
OG0004931	LOC109418080|XP_019547798.2|AEAL	LOC108094958|XP_017051311.1|DFIC
OG0004932	LOC109406442|XP_019535080.2|AEAL	LOC108099144|XP_017057976.1|DFIC
OG0004933	LOC109406441|XP_019535079.1|AEAL	LOC108090560|XP_017044791.1|DFIC
OG0004934	LOC109418085|XP_019547804.1|AEAL	LOC108090984|XP_017045429.1|DFIC
OG0004935	LOC109418094|XP_029726740.1|AEAL	LOC108086305|XP_017038686.1|DFIC
OG0004936	LOC109406455|XP_029716548.1|AEAL, LOC109419618|XP_029726741.1|AEAL	LOC108096373|XP_017053414.1|DFIC
OG0004937	LOC109413160|XP_029716556.1|AEAL, LOC109418100|XP_019547833.2|AEAL	LOC108093191|XP_017048640.1|DFIC
OG0004938	LOC109412894|XP_019542098.2|AEAL	LOC108096220|XP_017053094.1|DFIC
OG0004939	LOC109418134|XP_029726785.1|AEAL	LOC108088291|XP_017041509.1|DFIC
OG0004940	LOC109418868|XP_029726704.1|AEAL	LOC108088325|XP_017041552.1|DFIC
OG0004941	LOC109412628|XP_029726702.1|AEAL, LOC115266191|XP_029728017.1|AEAL	LOC108089393|XP_017043065.1|DFIC
OG0004942	LOC109418918|XP_029726700.1|AEAL	LOC108099872|XP_017059009.1|DFIC
OG0004943	LOC109407772|XP_029728013.1|AEAL, LOC109418922|XP_029726698.1|AEAL	LOC108089034|XP_017042620.1|DFIC
OG0004944	LOC109418903|XP_019548673.2|AEAL	LOC108099121|XP_017057944.1|DFIC
OG0004945	LOC109397683|XP_029709771.1|AEAL, LOC109418955|XP_019548721.1|AEAL	LOC108094328|XP_017050367.1|DFIC
OG0004946	LOC109398511|XP_029709793.1|AEAL, LOC109418899|XP_029733554.1|AEAL	LOC108088892|XP_017042380.1|DFIC
OG0004947	LOC109418991|XP_029733542.1|AEAL, LOC109398041|XP_029709803.1|AEAL	LOC108100400|XP_017059773.1|DFIC
OG0004948	LOC115255812|XP_029709854.1|AEAL, LOC109398050|XP_029733463.1|AEAL	LOC108100244|XP_017059509.1|DFIC
OG0004949	LOC109418994|XP_019548771.2|AEAL	LOC108100319|XP_017059614.1|DFIC
OG0004950	LOC109398092|XP_029733539.1|AEAL, LOC109418996|XP_019548773.1|AEAL	LOC108099107|XP_017057920.1|DFIC
OG0004951	LOC109419725|XP_029733534.1|AEAL, LOC109398102|XP_029709807.1|AEAL	LOC108088488|XP_017041796.1|DFIC
OG0004952	LOC109419723|XP_019549535.2|AEAL, LOC115269203|XP_029733533.1|AEAL	LOC108089635|XP_017043489.1|DFIC
OG0004953	LOC109419716|XP_019549531.2|AEAL, LOC109398159|XP_019526037.1|AEAL	LOC108089578|XP_017043423.1|DFIC
OG0004954	LOC109398218|XP_019526090.2|AEAL, LOC109419709|XP_019549524.2|AEAL	LOC108089613|XP_017043464.1|DFIC
OG0004955	LOC109622114|XP_019931889.2|AEAL	LOC108093080|XP_017048490.1|DFIC
OG0004956	LOC109419687|XP_029733474.1|AEAL	LOC108093695|XP_017049365.1|DFIC
OG0004957	LOC109411811|XP_019540962.2|AEAL, LOC115265357|XP_029725931.1|AEAL	LOC108099152|XP_017057986.1|DFIC
OG0004958	LOC109410022|XP_029725914.1|AEAL, LOC115265343|XP_029725873.1|AEAL	LOC108089316|XP_017042981.1|DFIC
OG0004959	LOC109419641|XP_019549410.1|AEAL, LOC109410021|XP_019539106.1|AEAL	LOC108089482|XP_017043246.1|DFIC
OG0004960	LOC109419667|XP_029725912.1|AEAL, LOC109410019|XP_029725871.1|AEAL	LOC108089480|XP_017043244.1|DFIC
OG0004961	LOC109410017|XP_019539101.2|AEAL, LOC109419666|XP_019549444.2|AEAL	LOC108096930|XP_017054372.1|DFIC
OG0004962	LOC109419661|XP_019549440.2|AEAL, LOC109410012|XP_029725868.1|AEAL	LOC108093199|XP_017048650.1|DFIC
OG0004963	LOC109419625|XP_029725256.1|AEAL	LOC108088302|XP_017041520.1|DFIC
OG0004964	LOC109420228|XP_019550107.2|AEAL	LOC108087533|XP_017040427.1|DFIC
OG0004965	LOC109397318|XP_019525193.2|AEAL, LOC109420244|XP_019550127.1|AEAL	LOC108089442|XP_017043168.1|DFIC
OG0004966	LOC109420246|XP_019550128.1|AEAL, LOC115254150|XP_029725760.1|AEAL	LOC108089514|XP_017043326.1|DFIC
OG0004967	LOC115254149|XP_029725756.1|AEAL, LOC109420257|XP_029725775.1|AEAL	LOC108094253|XP_017050202.1|DFIC
OG0004968	LOC109420278|XP_029725669.1|AEAL, LOC115265303|XP_029725670.1|AEAL	LOC108096351|XP_017053389.1|DFIC
OG0004969	LOC109397359|XP_019525230.1|AEAL, LOC109420281|XP_029725666.1|AEAL	LOC108093657|XP_017049321.1|DFIC
OG0004970	LOC109420282|XP_019550157.2|AEAL, LOC109397360|XP_029725672.1|AEAL	LOC108096350|XP_017053388.1|DFIC
OG0004971	LOC115265305|XP_029725673.1|AEAL, LOC109397368|XP_029725663.1|AEAL	LOC108096405|XP_017053465.1|DFIC
OG0004972	LOC109397363|XP_029725680.1|AEAL, LOC109420286|XP_019550165.1|AEAL	LOC108089462|XP_017043197.1|DFIC
OG0004973	LOC109416473|XP_019546092.2|AEAL	LOC108099089|XP_017057895.1|DFIC
OG0004974	LOC109416467|XP_019546075.2|AEAL	LOC108089593|XP_017043440.1|DFIC
OG0004975	LOC109406428|XP_029725743.1|AEAL, LOC109402594|XP_029725715.1|AEAL	LOC108100448|XP_017059861.1|DFIC
OG0004976	LOC109406421|XP_029727541.1|AEAL, LOC109417268|XP_019546926.2|AEAL	LOC108099395|XP_017058392.1|DFIC
OG0004977	LOC109417063|XP_019546727.2|AEAL	LOC108087743|XP_017040754.1|DFIC
OG0004978	LOC109415739|XP_019545214.2|AEAL, LOC109416976|XP_019546637.2|AEAL	LOC108086308|XP_017038698.1|DFIC
OG0004979	LOC109427362|XP_019558450.2|AEAL, LOC109414739|XP_029727537.1|AEAL	LOC108088964|XP_017042471.1|DFIC
OG0004980	LOC109406578|XP_029725596.1|AEAL	LOC108096398|XP_017053458.1|DFIC
OG0004981	LOC109410532|XP_019539613.2|AEAL	LOC108088264|XP_017041470.1|DFIC
OG0004982	LOC109426566|XP_029725601.1|AEAL	LOC108088320|XP_017041545.1|DFIC
OG0004983	LOC109426572|XP_019557647.2|AEAL	LOC108087571|XP_017040490.1|DFIC
OG0004984	LOC109426575|XP_019557653.2|AEAL	LOC108093219|XP_017048676.1|DFIC
OG0004985	LOC109426597|XP_019557676.2|AEAL	LOC108100261|XP_017059527.1|DFIC
OG0004986	LOC109426600|XP_019557679.2|AEAL	LOC108099921|XP_017059079.1|DFIC
OG0004987	LOC109410517|XP_029725621.1|AEAL	LOC108089463|XP_017043198.1|DFIC
OG0004988	LOC109426646|XP_019557716.2|AEAL	LOC108100262|XP_017059531.1|DFIC
OG0004989	LOC109426647|XP_019557717.2|AEAL	LOC108089519|XP_017043335.1|DFIC
OG0004990	LOC109426667|XP_029725561.1|AEAL	LOC108095202|XP_017051698.1|DFIC
OG0004991	LOC109417815|XP_019547534.1|AEAL	LOC108087665|XP_017040644.1|DFIC
OG0004992	LOC109417617|XP_019547208.1|AEAL	LOC108087666|XP_017040646.1|DFIC
OG0004993	LOC109426788|XP_019557865.2|AEAL, LOC109426733|XP_019557818.2|AEAL	LOC108089310|XP_017042976.1|DFIC
OG0004994	LOC109426821|XP_029725421.1|AEAL, LOC115265247|XP_029725406.1|AEAL	LOC108099198|XP_017058061.1|DFIC
OG0004995	LOC115265238|XP_029725380.1|AEAL, LOC109426825|XP_029725415.1|AEAL, LOC109417868|XP_029725404.1|AEAL	LOC108099546|XP_017058614.1|DFIC
OG0004996	LOC109426827|XP_029725403.1|AEAL, LOC109417869|XP_029725414.1|AEAL	LOC108093839|XP_017049662.1|DFIC
OG0004997	LOC109426834|XP_019557927.2|AEAL	LOC108093724|XP_017049423.1|DFIC
OG0004998	LOC109426843|XP_019557937.2|AEAL	LOC108101845|XP_017061853.1|DFIC
OG0004999	LOC109417959|XP_019547649.2|AEAL	LOC108088977|XP_017042508.1|DFIC
OG0005000	LOC109417965|XP_019547656.2|AEAL	LOC108096516|XP_017053634.1|DFIC
OG0005001	LOC109417966|XP_029725386.1|AEAL	LOC108096388|XP_017053442.1|DFIC
OG0005002	LOC109417976|XP_029732517.1|AEAL	LOC108088020|XP_017041123.1|DFIC
OG0005003	LOC109622784|XP_029732391.1|AEAL, LOC109417991|XP_029732383.1|AEAL	LOC108089018|XP_017042592.1|DFIC
OG0005004	LOC109417993|XP_029732392.1|AEAL, LOC109621931|XP_029732385.1|AEAL	LOC108093238|XP_017048701.1|DFIC
OG0005005	LOC109418009|XP_029732422.1|AEAL	LOC108088269|XP_017041476.1|DFIC
OG0005006	LOC109406017|XP_019534610.2|AEAL	LOC108100605|XP_017060081.1|DFIC
OG0005007	LOC109406018|XP_029732423.1|AEAL	LOC108099923|XP_017059081.1|DFIC
OG0005008	LOC109406007|XP_029732494.1|AEAL	LOC108100672|XP_017060177.1|DFIC
OG0005009	LOC115259321|XP_029715717.1|AEAL, LOC109406008|XP_019534606.1|AEAL	LOC108099754|XP_017058873.1|DFIC
OG0005010	LOC109408975|XP_019537954.2|AEAL	LOC108100167|XP_017059419.1|DFIC
OG0005011	LOC109416999|XP_019546659.2|AEAL	LOC108090741|XP_017045053.1|DFIC
OG0005012	LOC109407978|XP_029735152.1|AEAL, LOC109403653|XP_019532012.2|AEAL	LOC108093257|XP_017048722.1|DFIC
OG0005013	LOC109407961|XP_029735093.1|AEAL, LOC115270140|XP_029735100.1|AEAL	LOC108099410|XP_017058414.1|DFIC
OG0005014	LOC109408081|XP_029707738.1|AEAL, LOC109403635|XP_019531996.2|AEAL, LOC115270955|XP_029736180.1|AEAL	LOC108087505|XP_017040392.1|DFIC
OG0005015	LOC109403649|XP_019532007.1|AEAL	LOC108100515|XP_017059960.1|DFIC
OG0005016	LOC109407939|XP_029716751.1|AEAL, LOC115268456|XP_029732300.1|AEAL	LOC108089574|XP_017043420.1|DFIC
OG0005017	LOC109407929|XP_029732313.1|AEAL, LOC109413857|XP_029732311.1|AEAL	LOC108089019|XP_017042593.1|DFIC
OG0005018	LOC109413860|XP_029732334.1|AEAL, LOC109407928|XP_029732332.1|AEAL	LOC108099595|XP_017058699.1|DFIC
OG0005019	LOC109407943|XP_019536685.2|AEAL, LOC109413837|XP_019543107.2|AEAL	LOC108089516|XP_017043330.1|DFIC
OG0005020	LOC109407993|XP_029735119.1|AEAL	LOC108090989|XP_017045435.1|DFIC
OG0005021	LOC109408006|XP_029735223.1|AEAL, LOC109405155|XP_029735129.1|AEAL	LOC108089181|XP_017042805.1|DFIC
OG0005022	LOC109408009|XP_019536767.2|AEAL, LOC109405166|XP_019533731.2|AEAL	LOC108100479|XP_017059901.1|DFIC
OG0005023	LOC109405153|XP_029735216.1|AEAL, LOC109408010|XP_019536769.2|AEAL	LOC108090654|XP_017044921.1|DFIC
OG0005024	LOC109405160|XP_029735144.1|AEAL, LOC109408013|XP_029735212.1|AEAL	LOC108100372|XP_017059706.1|DFIC
OG0005025	LOC109408032|XP_019536803.2|AEAL, LOC109405146|XP_019533707.2|AEAL	LOC108096343|XP_017053379.1|DFIC
OG0005026	LOC109408026|XP_019536797.2|AEAL, LOC109405169|XP_019533735.2|AEAL	LOC108096360|XP_017053397.1|DFIC
OG0005027	LOC115269717|XP_029734399.1|AEAL, LOC109408062|XP_029734491.1|AEAL	LOC108099768|XP_017058889.1|DFIC
OG0005028	LOC109414881|XP_019544271.2|AEAL	LOC108087992|XP_017041085.1|DFIC
OG0005029	LOC115270152|XP_029735166.1|AEAL, LOC109414875|XP_029735177.1|AEAL	LOC108099853|XP_017058988.1|DFIC
OG0005030	LOC109410794|XP_019539876.2|AEAL	LOC108099116|XP_017057935.1|DFIC
