Orthogroup	AEAL.longest_only	DBUS.longest_only
OG0004042	LOC109429814|XP_019561343.1|AEAL, LOC109398330|XP_019526229.1|AEAL	LOC108601077|XP_017844466.1|DBUS
OG0004043	LOC109429811|XP_019561340.2|AEAL, LOC109398305|XP_019526197.2|AEAL	LOC108594336|XP_017834979.1|DBUS
OG0004044	LOC115262165|XP_029720254.1|AEAL, LOC109411680|XP_029720320.1|AEAL	LOC108605562|XP_017850818.1|DBUS
OG0004045	LOC109404613|XP_019533062.1|AEAL, LOC109411685|XP_019540799.1|AEAL	LOC108608537|XP_017855441.1|DBUS
OG0004046	LOC109404616|XP_029720329.1|AEAL, LOC109411682|XP_029720256.1|AEAL	LOC108608159|XP_017854902.1|DBUS
OG0004047	LOC109411692|XP_029720332.1|AEAL, LOC115262164|XP_029720247.1|AEAL	LOC108596519|XP_017837858.1|DBUS
OG0004048	LOC109404624|XP_029720335.1|AEAL, LOC109411693|XP_029720245.1|AEAL	LOC108594368|XP_017835017.2|DBUS
OG0004049	LOC109420649|XP_019550607.2|AEAL	LOC108608278|XP_017855075.1|DBUS
OG0004050	LOC109411730|XP_019540859.2|AEAL	LOC108607452|XP_017853778.2|DBUS
OG0004051	LOC109411839|XP_019540995.2|AEAL	LOC108606389|XP_017851949.2|DBUS
OG0004052	LOC115262003|XP_029719803.1|AEAL, LOC109411216|XP_029720390.1|AEAL	LOC108607123|XP_017853248.1|DBUS
OG0004053	LOC115262192|XP_029720394.1|AEAL, LOC109411218|XP_019540261.2|AEAL	LOC108595854|XP_017836634.1|DBUS
OG0004054	LOC109411221|XP_019540272.2|AEAL, LOC115262196|XP_029720400.1|AEAL	LOC108608457|XP_017855331.1|DBUS
OG0004055	LOC109411233|XP_019540289.2|AEAL	LOC108602713|XP_017846356.1|DBUS
OG0004056	LOC115262209|XP_029720409.1|AEAL, LOC109411235|XP_019540292.2|AEAL	LOC108604573|XP_017849593.1|DBUS
OG0004058	LOC115257194|XP_029712484.1|AEAL, LOC109414156|XP_029707881.1|AEAL	LOC108599468|XP_017841794.2|DBUS
OG0004059	LOC109426369|XP_019557387.2|AEAL, LOC109414149|XP_019543468.2|AEAL	LOC108604838|XP_017849947.1|DBUS
OG0004060	LOC109432359|XP_019564282.2|AEAL, LOC109426363|XP_019557374.2|AEAL	LOC108603757|XP_017848325.1|DBUS
OG0004061	LOC115266292|XP_029728133.1|AEAL, LOC115258087|XP_029713952.1|AEAL, LOC109426358|XP_029707851.1|AEAL	LOC108606891|XP_017852905.1|DBUS
OG0004062	LOC109623216|XP_029707850.1|AEAL, LOC115258105|XP_029713987.1|AEAL	LOC108598598|XP_017840781.1|DBUS
OG0004063	LOC115254458|XP_029707845.1|AEAL, LOC109405004|XP_029713999.1|AEAL, LOC115262404|XP_029720645.1|AEAL	LOC108605752|XP_017851042.1|DBUS
OG0004064	LOC109426347|XP_029732921.1|AEAL, LOC109404856|XP_029707844.1|AEAL, LOC115254001|XP_029713998.1|AEAL	LOC108598933|XP_017841186.1|DBUS
OG0004065	LOC109405867|XP_019534504.2|AEAL, LOC109426339|XP_029714006.1|AEAL, LOC115268883|XP_029732930.1|AEAL	LOC108596933|XP_017838598.2|DBUS
OG0004066	LOC109426338|XP_029707834.1|AEAL, LOC109406105|XP_029714011.1|AEAL, LOC115268878|XP_029732917.1|AEAL	LOC108596621|XP_017838054.1|DBUS
OG0004067	LOC109426335|XP_029707832.1|AEAL, LOC115253517|XP_029713977.1|AEAL	LOC108605207|XP_017850299.1|DBUS
OG0004068	LOC109426326|XP_019557327.2|AEAL, LOC109406988|XP_019535584.2|AEAL, LOC115254448|XP_029707822.1|AEAL	LOC108602046|XP_017845546.1|DBUS
OG0004069	LOC115268888|XP_029732938.1|AEAL, LOC109426325|XP_029707821.1|AEAL, LOC109407084|XP_029714013.1|AEAL	LOC108603806|XP_017848394.1|DBUS
OG0004070	LOC109425458|XP_019556273.1|AEAL, LOC115254441|XP_029707802.1|AEAL	LOC108599119|XP_017841397.1|DBUS
OG0004071	LOC115254440|XP_029707801.1|AEAL, LOC109425461|XP_019556275.2|AEAL	LOC108600823|XP_017844104.2|DBUS
OG0004072	LOC109421739|XP_019551814.2|AEAL, LOC109425465|XP_019556279.2|AEAL	LOC108600824|XP_017844105.2|DBUS
OG0004073	LOC115253926|XP_029707795.1|AEAL, LOC109421742|XP_019551818.2|AEAL	LOC108605291|XP_017850430.1|DBUS
OG0004074	LOC115255671|XP_029709634.1|AEAL, LOC109421749|XP_019551830.2|AEAL	LOC108597530|XP_017839619.1|DBUS
OG0004075	LOC115268726|XP_029732728.1|AEAL, LOC109421757|XP_029707768.1|AEAL	LOC108596644|XP_017838108.1|DBUS
OG0004077	LOC109423086|XP_019553574.2|AEAL	LOC108605568|XP_017850827.1|DBUS
OG0004078	LOC109421797|XP_019551891.1|AEAL	LOC108604719|XP_017849785.1|DBUS
OG0004079	LOC109422010|XP_029732697.1|AEAL	LOC108605751|XP_017851040.1|DBUS
OG0004080	LOC115254093|XP_029720722.1|AEAL, LOC109418249|XP_019547952.1|AEAL	LOC108597180|XP_017839091.1|DBUS
OG0004081	LOC109418256|XP_029720668.1|AEAL	LOC108596091|XP_017836999.1|DBUS
OG0004082	LOC109418264|XP_019547971.2|AEAL	LOC108607400|XP_017853667.1|DBUS
OG0004083	LOC109418266|XP_019547973.1|AEAL	LOC108603158|XP_017847203.1|DBUS
OG0004084	LOC109428051|XP_029720543.1|AEAL, LOC109418273|XP_029720505.1|AEAL	LOC108599720|XP_033149602.1|DBUS
OG0004085	LOC115269019|XP_029733152.1|AEAL, LOC109428072|XP_029719870.1|AEAL, LOC109418294|XP_029720364.1|AEAL	LOC108601683|XP_017845081.1|DBUS
OG0004086	LOC109427272|XP_029721173.1|AEAL, LOC115262638|XP_029720945.1|AEAL, LOC109418335|XP_029721184.1|AEAL	LOC108601763|XP_017845176.1|DBUS
OG0004087	LOC109418408|XP_019548139.2|AEAL, LOC109426123|XP_019557102.2|AEAL, LOC115263945|XP_029723112.1|AEAL	LOC108606665|XP_017852483.1|DBUS, LOC108595222|XP_033150642.1|DBUS
OG0004088	LOC115270953|XP_029736166.1|AEAL, LOC109426164|XP_019557143.2|AEAL, LOC109418435|XP_029708057.1|AEAL	LOC108601776|XP_017845191.1|DBUS
OG0004089	LOC109418441|XP_029722640.1|AEAL, LOC109426169|XP_029722111.1|AEAL, LOC115263243|XP_029722142.1|AEAL	LOC108606844|XP_017852826.2|DBUS
OG0004090	LOC115263195|XP_029722015.1|AEAL, LOC109418452|XP_029722575.1|AEAL	LOC108602921|XP_017846751.1|DBUS
OG0004091	LOC109419214|XP_019548966.2|AEAL	LOC108601309|XP_017844698.1|DBUS, LOC108602794|XP_017846506.2|DBUS
OG0004092	LOC109419225|XP_029723312.1|AEAL, LOC115261847|XP_029719620.1|AEAL, LOC115261846|XP_029719619.1|AEAL	LOC108606488|XP_017852117.1|DBUS
OG0004095	LOC115264542|XP_029724154.1|AEAL, LOC109415474|XP_019544896.2|AEAL, LOC109429477|XP_029724528.1|AEAL	LOC108604304|XP_017849211.1|DBUS
OG0004096	LOC115264543|XP_029724161.1|AEAL, LOC115264679|XP_029724520.1|AEAL, LOC109415475|XP_019544898.2|AEAL	LOC108602094|XP_017845607.1|DBUS
OG0004097	LOC109429495|XP_029724775.1|AEAL, LOC109415717|XP_029724375.1|AEAL	LOC108598558|XP_017840733.1|DBUS
OG0004098	LOC109415716|XP_029724372.1|AEAL, LOC109429496|XP_019561001.1|AEAL	LOC108599353|XP_017841646.2|DBUS
OG0004099	LOC109429511|XP_029724640.1|AEAL	LOC108603048|XP_017846957.1|DBUS
OG0004100	LOC115260571|XP_029717369.1|AEAL, LOC115264901|XP_029724797.1|AEAL, LOC115264726|XP_029724614.1|AEAL, LOC109431768|XP_029724811.1|AEAL	LOC108602078|XP_017845586.1|DBUS
OG0004101	LOC109402951|XP_029724840.1|AEAL, LOC109431763|XP_019563579.2|AEAL	LOC108604625|XP_017849662.1|DBUS
OG0004102	LOC109402890|XP_029724817.1|AEAL, LOC109431761|XP_029724819.1|AEAL, LOC115264930|XP_029724912.1|AEAL	LOC108603262|XP_017847404.1|DBUS
OG0004103	LOC109431766|XP_019563581.1|AEAL, LOC109402854|XP_019531143.1|AEAL, LOC115254142|XP_029724930.1|AEAL	LOC108604717|XP_017849784.1|DBUS
OG0004104	LOC109431755|XP_029724853.1|AEAL, LOC109431757|XP_029724899.1|AEAL	LOC108602163|XP_017845685.1|DBUS
OG0004105	LOC109410438|XP_029725942.1|AEAL, LOC115265216|XP_029725356.1|AEAL	LOC108599504|XP_017841859.2|DBUS
OG0004106	LOC109410447|XP_029725829.1|AEAL, LOC115253963|XP_029710422.1|AEAL	LOC108598334|XP_017840440.2|DBUS
OG0004107	LOC109401476|XP_019529591.2|AEAL, LOC109410444|XP_019539545.2|AEAL	LOC108600277|XP_017843230.1|DBUS
OG0004108	LOC109410451|XP_019539552.2|AEAL, LOC115254151|XP_029725774.1|AEAL	LOC108604051|XP_017848802.1|DBUS
OG0004109	LOC109410458|XP_029726025.1|AEAL, LOC109401464|XP_019529573.2|AEAL	LOC108602922|XP_017846753.1|DBUS
OG0004110	LOC109401487|XP_019529605.1|AEAL, LOC109410461|XP_019539565.1|AEAL	LOC108598413|XP_017840526.1|DBUS
OG0004111	LOC109401488|XP_019529606.1|AEAL, LOC109410418|XP_019539512.2|AEAL	LOC108603792|XP_017848376.1|DBUS
OG0004112	LOC109411327|XP_029726479.1|AEAL	LOC108601914|XP_017845380.1|DBUS
OG0004113	LOC109427073|XP_029726701.1|AEAL, LOC109411330|XP_019540401.1|AEAL, LOC115254152|XP_029726542.1|AEAL, LOC115266496|XP_029728600.1|AEAL	LOC108606317|XP_017851816.1|DBUS
OG0004114	LOC115253766|XP_029726751.1|AEAL, LOC109411332|XP_029726563.1|AEAL, LOC115254171|XP_029728598.1|AEAL, LOC109427070|XP_029726694.1|AEAL	LOC108607142|XP_017853273.2|DBUS
OG0004115	LOC115265500|XP_029726775.1|AEAL, LOC109427067|XP_029728593.1|AEAL, LOC109411336|XP_029726860.1|AEAL	LOC108606725|XP_017852599.1|DBUS
OG0004116	LOC109399736|XP_029727138.1|AEAL, LOC115265547|XP_029726997.1|AEAL	LOC108601899|XP_017845365.1|DBUS
OG0004117	LOC109399745|XP_019527808.2|AEAL	LOC108601794|XP_017845219.1|DBUS, LOC108604941|XP_033150263.1|DBUS
OG0004118	LOC109413689|XP_019542954.1|AEAL	LOC108595408|XP_017836122.1|DBUS
OG0004119	LOC109413671|XP_019542925.1|AEAL	LOC108603251|XP_017847379.1|DBUS
OG0004120	LOC109413666|XP_019542916.2|AEAL	LOC108604507|XP_017849498.1|DBUS
OG0004121	LOC109415651|XP_029727703.1|AEAL	LOC108599139|XP_017841416.1|DBUS
OG0004122	LOC115266789|XP_029729244.1|AEAL, LOC109427018|XP_019558113.2|AEAL	LOC108601998|XP_017845486.1|DBUS
OG0004123	LOC109400190|XP_029728421.1|AEAL, LOC109427092|XP_029728413.1|AEAL	LOC108604076|XP_017848834.1|DBUS
OG0004124	LOC109402022|XP_029723019.1|AEAL, LOC115254113|XP_029723011.1|AEAL, LOC109399720|XP_019527778.2|AEAL	LOC108606719|XP_017852588.1|DBUS
OG0004125	LOC109413708|XP_029736141.1|AEAL, LOC109402032|XP_029736155.1|AEAL, LOC115265550|XP_029727005.1|AEAL	LOC108604392|XP_017849339.1|DBUS
OG0004126	LOC109402027|XP_029736153.1|AEAL, LOC109413707|XP_029736142.1|AEAL	LOC108604354|XP_017849277.1|DBUS
OG0004127	LOC109413884|XP_019543154.1|AEAL, LOC115270930|XP_029736136.1|AEAL	LOC108599154|XP_017841433.1|DBUS
OG0004130	LOC115266491|XP_029728590.1|AEAL, LOC109401337|XP_029723222.1|AEAL, LOC115266370|XP_029728459.1|AEAL	LOC108607218|XP_017853375.1|DBUS
OG0004131	LOC109423854|XP_029728972.1|AEAL, LOC115254178|XP_029728886.1|AEAL, LOC109415775|XP_029712096.1|AEAL	LOC108602202|XP_017845740.1|DBUS
OG0004132	LOC115266633|XP_029729003.1|AEAL, LOC115266602|XP_029728911.1|AEAL, LOC109415326|XP_029728992.1|AEAL	LOC108601145|XP_017844562.1|DBUS
OG0004133	LOC109415340|XP_019544772.2|AEAL, LOC109423651|XP_029729312.1|AEAL	LOC108594446|XP_017835109.1|DBUS
OG0004134	LOC109415343|XP_029729170.1|AEAL, LOC109423625|XP_029729323.1|AEAL	LOC108603184|XP_017847234.1|DBUS
OG0004135	LOC109416221|XP_029712373.1|AEAL, LOC109411737|XP_029729367.1|AEAL	LOC108603188|XP_033150035.1|DBUS
OG0004136	LOC109425542|XP_019556334.2|AEAL	LOC108602808|XP_017846526.1|DBUS
OG0004137	LOC109425545|XP_019556336.2|AEAL, LOC109411295|XP_019540375.2|AEAL	LOC108595915|XP_017836695.1|DBUS
OG0004138	LOC115267015|XP_029729647.1|AEAL, LOC115267156|XP_029729858.1|AEAL, LOC109411254|XP_019540322.2|AEAL, LOC109425595|XP_019556385.2|AEAL	LOC108599996|XP_017842764.1|DBUS
OG0004139	LOC115267146|XP_029729851.1|AEAL, LOC109411846|XP_019541005.2|AEAL, LOC115267088|XP_029729807.1|AEAL, LOC109425549|XP_029729655.1|AEAL	LOC108606233|XP_017851654.1|DBUS
OG0004140	LOC109411109|XP_019540104.2|AEAL, LOC109410905|XP_019539967.2|AEAL	LOC108605981|XP_017851293.1|DBUS
OG0004141	LOC115258977|XP_029715341.1|AEAL, LOC109410943|XP_029718449.1|AEAL	LOC108597232|XP_033148963.1|DBUS
OG0004142	LOC109400860|XP_019528890.2|AEAL, LOC109415487|XP_029731028.1|AEAL	LOC108605566|XP_017850822.1|DBUS
OG0004143	LOC109416752|XP_029731221.1|AEAL	LOC108603773|XP_017848349.1|DBUS
OG0004144	LOC109423452|XP_029731476.1|AEAL, LOC109414743|XP_019544121.1|AEAL	LOC108608056|XP_017854726.2|DBUS
OG0004145	LOC115269174|XP_029733442.1|AEAL, LOC115267956|XP_029731633.1|AEAL, LOC109414654|XP_019544041.2|AEAL	LOC108598970|XP_017841232.1|DBUS
OG0004146	LOC109414620|XP_029733448.1|AEAL, LOC109423423|XP_029731724.1|AEAL, LOC115267959|XP_029731660.1|AEAL	LOC108602919|XP_017846745.1|DBUS
OG0004147	LOC109430482|XP_029732153.1|AEAL	LOC108599120|XP_017841401.2|DBUS
OG0004148	LOC109405762|XP_029732655.1|AEAL, LOC109430416|XP_029718974.1|AEAL	LOC108601410|XP_033149899.1|DBUS
OG0004149	LOC115261482|XP_029719049.1|AEAL, LOC109430493|XP_029732712.1|AEAL	LOC108602810|XP_017846527.1|DBUS
OG0004150	LOC109433375|XP_019565352.2|AEAL, LOC109405764|XP_029718046.1|AEAL	LOC108603411|XP_017847690.1|DBUS
OG0004151	LOC109399310|XP_029732940.1|AEAL	LOC108601780|XP_017845196.1|DBUS
OG0004152	LOC115268859|XP_029732894.1|AEAL, LOC109433396|XP_029719130.1|AEAL	LOC108601989|XP_017845472.1|DBUS
OG0004153	LOC109399354|XP_019527338.2|AEAL, LOC109433368|XP_019565338.2|AEAL	LOC108597259|XP_017839205.1|DBUS
OG0004154	LOC115268812|XP_029732848.1|AEAL, LOC109399346|XP_029716624.1|AEAL, LOC109433363|XP_019565331.2|AEAL	LOC108600212|XP_017843118.1|DBUS
OG0004155	LOC115266708|XP_029729091.1|AEAL	LOC108604121|XP_017848896.1|DBUS
OG0004156	LOC109622122|XP_019931896.2|AEAL	LOC108602391|XP_017845992.1|DBUS
OG0004157	LOC109433314|XP_019565293.1|AEAL, LOC109622087|XP_019931870.2|AEAL	LOC108605269|XP_017850385.1|DBUS
OG0004158	LOC109413927|XP_019543203.2|AEAL, LOC109622097|XP_019931876.2|AEAL	LOC108598363|XP_017840472.2|DBUS
OG0004159	LOC109622070|XP_019931853.2|AEAL, LOC109413926|XP_019543202.1|AEAL	LOC108602873|XP_017846651.1|DBUS
OG0004160	LOC115269506|XP_029734149.1|AEAL, LOC115269073|XP_029733263.1|AEAL	LOC108598467|XP_017840601.1|DBUS
OG0004161	LOC115253636|XP_029734303.1|AEAL, LOC109405035|XP_029733993.1|AEAL	LOC108604080|XP_017848838.1|DBUS
OG0004162	LOC109405024|XP_019533550.3|AEAL	LOC108604194|XP_017849036.1|DBUS
OG0004163	LOC109405017|XP_029733750.1|AEAL, LOC109430363|XP_029734135.1|AEAL, LOC115269491|XP_029734132.1|AEAL	LOC108603919|XP_017848598.1|DBUS
OG0004164	LOC115269209|XP_029733576.1|AEAL, LOC109400375|XP_029715540.1|AEAL, LOC109432406|XP_029733668.1|AEAL	LOC108601493|XP_033149897.1|DBUS
OG0004165	LOC109405985|XP_019534588.2|AEAL	LOC108596396|XP_017837566.1|DBUS
OG0004166	LOC109405990|XP_019534595.2|AEAL	LOC108596755|XP_017838324.1|DBUS
OG0004167	LOC109622355|XP_029717058.1|AEAL, LOC109405987|XP_029734490.1|AEAL	LOC108601918|XP_017845385.1|DBUS
OG0004168	LOC109622350|XP_029734584.1|AEAL, LOC109406696|XP_029717052.1|AEAL	LOC108604714|XP_017849780.1|DBUS
OG0004169	LOC109622374|XP_029734602.1|AEAL, LOC109406680|XP_029734623.1|AEAL	LOC108604969|XP_033150393.1|DBUS
OG0004170	LOC109419331|XP_029734702.1|AEAL, LOC109408468|XP_029734899.1|AEAL	LOC108607077|XP_017853187.1|DBUS
OG0004171	LOC109408466|XP_019537348.2|AEAL, LOC109419334|XP_029734884.1|AEAL	LOC108606842|XP_017852822.1|DBUS
OG0004172	LOC109419345|XP_029734848.1|AEAL, LOC115270038|XP_029734850.1|AEAL, LOC109408491|XP_029734795.1|AEAL	LOC108606702|XP_033150164.1|DBUS
OG0004173	LOC109408510|XP_019537385.2|AEAL	LOC108597585|XP_017839694.1|DBUS
OG0004174	LOC109419391|XP_029708111.1|AEAL, LOC109408430|XP_029735279.1|AEAL	LOC108597102|XP_017838961.1|DBUS
OG0004175	LOC115270196|XP_029735300.1|AEAL, LOC109408428|XP_029708115.1|AEAL	LOC108597204|XP_017839131.1|DBUS
OG0004176	LOC109408418|XP_029735447.1|AEAL, LOC115270313|XP_029735567.1|AEAL, LOC109401061|XP_029735014.1|AEAL	LOC108600587|XP_017843750.1|DBUS
OG0004177	LOC109408473|XP_029719607.1|AEAL, LOC109424112|XP_029719594.1|AEAL	LOC108601477|XP_017844865.1|DBUS
OG0004178	LOC109424105|XP_029735957.1|AEAL, LOC109408393|XP_029736050.1|AEAL	LOC108603323|XP_017847533.2|DBUS
OG0004179	LOC109416303|XP_019545892.2|AEAL	LOC108606400|XP_017851972.1|DBUS
OG0004180	LOC109426213|XP_029736388.1|AEAL, LOC109424061|XP_029707540.1|AEAL	LOC108603974|XP_017848674.1|DBUS
OG0004181	LOC109424044|XP_019554651.2|AEAL	LOC108603344|XP_017847564.2|DBUS
OG0004182	LOC115266041|XP_029727736.1|AEAL, LOC109424025|XP_029716627.1|AEAL, LOC109416416|XP_029727699.1|AEAL	LOC108600153|XP_017843039.1|DBUS
OG0004183	LOC109416418|XP_029707565.1|AEAL, LOC115253773|XP_029727757.1|AEAL, LOC109424024|XP_029727704.1|AEAL, LOC115266042|XP_029727737.1|AEAL	LOC108600154|XP_017843040.2|DBUS
OG0004184	LOC115260117|XP_029716882.1|AEAL, LOC109431912|XP_019563763.1|AEAL, LOC115266049|XP_029727755.1|AEAL	LOC108598490|XP_017840634.1|DBUS
OG0004185	LOC115260118|XP_029716883.1|AEAL, LOC109431911|XP_019563762.2|AEAL, LOC109404389|XP_019532777.2|AEAL	LOC108608303|XP_033150682.1|DBUS
OG0004186	LOC109431924|XP_019563774.2|AEAL, LOC109404391|XP_019532779.1|AEAL	LOC108606507|XP_017852165.1|DBUS
OG0004187	LOC109431897|XP_029727959.1|AEAL	LOC108601915|XP_017845381.1|DBUS
OG0004188	LOC109431910|XP_029727781.1|AEAL, LOC109404398|XP_029727816.1|AEAL	LOC108604385|XP_017849330.1|DBUS
OG0004189	LOC109404399|XP_019532792.2|AEAL, LOC115266073|XP_029727828.1|AEAL	LOC108601800|XP_017845224.1|DBUS
OG0004190	LOC109431926|XP_029727855.1|AEAL, LOC115266070|XP_029727811.1|AEAL, LOC109404423|XP_029727833.1|AEAL	LOC108604600|XP_017849625.1|DBUS
OG0004191	LOC109431925|XP_019563776.2|AEAL, LOC115266075|XP_029727835.1|AEAL, LOC109404422|XP_019532842.2|AEAL	LOC108604413|XP_017849368.1|DBUS
OG0004192	LOC109431838|XP_029727839.1|AEAL, LOC115266081|XP_029727852.1|AEAL	LOC108604822|XP_017849921.1|DBUS
OG0004194	LOC109431794|XP_019563605.2|AEAL	LOC108604540|XP_017849547.1|DBUS
OG0004195	LOC109431864|XP_019563674.2|AEAL, LOC115266095|XP_029727882.1|AEAL	LOC108606958|XP_017853006.1|DBUS
OG0004196	LOC109431874|XP_029727919.1|AEAL, LOC109422744|XP_029712667.1|AEAL	LOC108604168|XP_017848990.1|DBUS
OG0004197	LOC109422742|XP_019553166.2|AEAL	LOC108604356|XP_017849280.1|DBUS
OG0004198	LOC109412317|XP_019541510.2|AEAL, LOC109422712|XP_019553123.1|AEAL	LOC108595590|XP_033149698.1|DBUS, LOC108604137|XP_017848935.1|DBUS
OG0004199	LOC115271063|XP_029736360.1|AEAL, LOC109422690|XP_029727930.1|AEAL	LOC108602888|XP_017846685.1|DBUS
OG0004200	LOC109401131|XP_019529154.2|AEAL, LOC109422686|XP_029727939.1|AEAL	LOC108596395|XP_017837565.1|DBUS
OG0004201	LOC109422685|XP_029727938.1|AEAL, LOC109401132|XP_019529155.2|AEAL	LOC108602304|XP_017845876.1|DBUS
OG0004202	LOC109422682|XP_019553086.1|AEAL, LOC109401134|XP_019529159.2|AEAL	LOC108604236|XP_017849098.1|DBUS
OG0004203	LOC109422552|XP_029727977.1|AEAL, LOC109401140|XP_019529163.1|AEAL	LOC108602490|XP_017846104.1|DBUS
OG0004204	LOC109422672|XP_029727948.1|AEAL, LOC115260172|XP_029716941.1|AEAL, LOC109401133|XP_019529156.2|AEAL	LOC108599724|XP_017842211.1|DBUS
OG0004205	LOC109402770|XP_029736370.1|AEAL, LOC109422549|XP_019552893.2|AEAL	LOC108599534|XP_017841907.2|DBUS
OG0004206	LOC109422649|XP_019553037.2|AEAL, LOC109402824|XP_029716861.1|AEAL	LOC108603569|XP_017847975.1|DBUS
OG0004207	LOC109402830|XP_019531108.2|AEAL, LOC109422648|XP_019553036.2|AEAL	LOC108603570|XP_017847976.1|DBUS
OG0004208	LOC109422647|XP_029736420.1|AEAL, LOC109402837|XP_029716848.1|AEAL	LOC108601839|XP_017845271.1|DBUS
OG0004209	LOC115271088|XP_029736428.1|AEAL, LOC109422642|XP_019553028.1|AEAL, LOC109402799|XP_019531058.2|AEAL	LOC108603983|XP_017848699.1|DBUS
OG0004210	LOC109402788|XP_029712208.1|AEAL, LOC109422608|XP_019552960.1|AEAL	LOC108603219|XP_017847307.1|DBUS
OG0004211	LOC109422605|XP_029712214.1|AEAL, LOC109402785|XP_029712205.1|AEAL	LOC108608440|XP_033150782.1|DBUS
OG0004212	LOC109406147|XP_019534752.1|AEAL	LOC108601713|XP_017845117.1|DBUS
OG0004213	LOC109403729|XP_029718518.1|AEAL, LOC115261288|XP_029718529.1|AEAL	LOC108603769|XP_017848345.1|DBUS
OG0004214	LOC109403717|XP_019532124.1|AEAL	LOC108595329|XP_017836038.1|DBUS
OG0004215	LOC109406567|XP_029718583.1|AEAL	LOC108597559|XP_017839657.1|DBUS
OG0004216	LOC115261322|XP_029718600.1|AEAL, LOC109413055|XP_029718611.1|AEAL	LOC108598814|XP_017841048.1|DBUS
OG0004217	LOC109413060|XP_029718617.1|AEAL, LOC109403310|XP_029718599.1|AEAL	LOC108598525|XP_017840695.1|DBUS
OG0004218	LOC109414120|XP_019543409.2|AEAL	LOC108606141|XP_017851483.1|DBUS, LOC108602438|XP_017846047.1|DBUS
OG0004219	LOC115261353|XP_029718687.1|AEAL, LOC109414140|XP_029709951.1|AEAL	LOC108604569|XP_017849588.1|DBUS
OG0004220	LOC109417341|XP_029709958.1|AEAL, LOC109398814|XP_029718694.1|AEAL	LOC108603052|XP_017846969.1|DBUS
OG0004221	LOC109429210|XP_019560644.2|AEAL, LOC115271060|XP_029736350.1|AEAL	LOC108602209|XP_017845745.2|DBUS
OG0004222	LOC109398780|XP_019526716.2|AEAL, LOC115261617|XP_029719379.1|AEAL	LOC108602033|XP_017845526.1|DBUS
OG0004223	LOC109429203|XP_029718760.1|AEAL	LOC108603436|XP_017847747.1|DBUS
OG0004224	LOC109398846|XP_029718763.1|AEAL	LOC108604130|XP_017848919.1|DBUS
OG0004225	LOC109398850|XP_029718765.1|AEAL	LOC108605459|XP_017850634.1|DBUS
OG0004226	LOC109429179|XP_029718816.1|AEAL, LOC109398796|XP_029718780.1|AEAL	LOC108603531|XP_017847915.1|DBUS
OG0004227	LOC109429174|XP_029736197.1|AEAL, LOC109398772|XP_029718788.1|AEAL, LOC115261383|XP_029718823.1|AEAL	LOC108604212|XP_017849063.1|DBUS
OG0004228	LOC109429172|XP_029736196.1|AEAL, LOC115261385|XP_029718826.1|AEAL, LOC109398873|XP_029718793.1|AEAL	LOC108604213|XP_017849067.1|DBUS
OG0004230	LOC109398784|XP_029718846.1|AEAL, LOC109429154|XP_029718848.1|AEAL	LOC108606559|XP_033150475.1|DBUS
OG0004231	LOC109429142|XP_029730075.1|AEAL, LOC109409023|XP_029718852.1|AEAL, LOC115254067|XP_029718866.1|AEAL	LOC108599739|XP_017842236.1|DBUS
OG0004232	LOC109409022|XP_029718868.1|AEAL, LOC115253599|XP_029718857.1|AEAL, LOC109429140|XP_029730073.1|AEAL	LOC108599742|XP_017842240.1|DBUS
OG0004233	LOC115267298|XP_029730071.1|AEAL, LOC109429138|XP_029718855.1|AEAL, LOC109409021|XP_019537976.1|AEAL	LOC108599741|XP_017842239.1|DBUS
OG0004234	LOC109429125|XP_019560519.2|AEAL, LOC115261401|XP_029718875.1|AEAL, LOC109409010|XP_019537961.1|AEAL	LOC108600252|XP_017843177.1|DBUS
OG0004235	LOC115254068|XP_029718878.1|AEAL, LOC109429123|XP_019560517.2|AEAL	LOC108605709|XP_017850989.1|DBUS
OG0004236	LOC115260272|XP_029717070.1|AEAL, LOC109429092|XP_019560474.2|AEAL, LOC115261462|XP_029718997.1|AEAL	LOC108603591|XP_017848021.1|DBUS
OG0004237	LOC109411671|XP_029718991.1|AEAL, LOC109427198|XP_019558253.2|AEAL, LOC115264877|XP_029724774.1|AEAL	LOC108601619|XP_033149821.1|DBUS
OG0004238	LOC109427220|XP_019558274.1|AEAL, LOC115257312|XP_029712633.1|AEAL, LOC115261429|XP_029718939.1|AEAL	LOC108603584|XP_017848015.1|DBUS
OG0004239	LOC115269131|XP_029733398.1|AEAL, LOC115261428|XP_029718937.1|AEAL, LOC109427223|XP_019558278.2|AEAL	LOC108602786|XP_017846487.1|DBUS
OG0004240	LOC115254070|XP_029718933.1|AEAL, LOC109427231|XP_019558282.2|AEAL	LOC108604751|XP_017849827.1|DBUS
OG0004241	LOC109411603|XP_019540707.2|AEAL, LOC109427236|XP_019558301.2|AEAL	LOC108602136|XP_017845653.1|DBUS
OG0004242	LOC109411605|XP_019540709.2|AEAL, LOC115261445|XP_029718970.1|AEAL	LOC108604002|XP_017848731.1|DBUS
OG0004243	LOC115261419|XP_029718915.1|AEAL, LOC109427244|XP_019558307.2|AEAL	LOC108600291|XP_017843251.1|DBUS
