Orthogroup	ASTE.longest_only	DANA.longest_only
OG0003661	LOC118510216|XP_035907670.1|ASTE	LOC6493120|XP_032310574.1|DANA
OG0003662	LOC118513272|XP_035914732.1|ASTE	LOC6493048|XP_001956950.1|DANA
OG0003663	LOC118511399|XP_035910327.1|ASTE	LOC6506632|XP_032310700.1|DANA
OG0003664	LOC118511390|XP_035910302.1|ASTE	LOC6493310|XP_014764324.1|DANA
OG0003665	LOC118509733|XP_035906755.1|ASTE	LOC6495637|XP_001959271.1|DANA
OG0003666	LOC118509612|XP_035906315.1|ASTE	LOC6493934|XP_032311499.1|DANA
OG0003667	LOC118509621|XP_035906359.1|ASTE	LOC6492999|XP_032310813.1|DANA
OG0003668	LOC118511332|XP_035910156.1|ASTE	LOC6504183|XP_032311493.1|DANA
OG0003669	LOC118511546|XP_035910647.1|ASTE	LOC6493952|XP_001961258.1|DANA
OG0003670	LOC118511544|XP_035910644.1|ASTE	LOC6496611|XP_001961257.1|DANA
OG0003671	LOC118510273|XP_035907769.1|ASTE	LOC6495913|XP_032305960.1|DANA
OG0003672	LOC118510287|XP_035907796.1|ASTE	LOC6500217|XP_001953003.1|DANA
OG0003673	LOC118514330|XP_035917022.1|ASTE	LOC6495170|XP_014763183.1|DANA
OG0003674	LOC118511255|XP_035909998.1|ASTE	LOC6494149|XP_032306138.1|DANA
OG0003675	LOC118509878|XP_035907010.1|ASTE	LOC6496491|XP_001961006.1|DANA
OG0003676	LOC118509875|XP_035906997.1|ASTE	LOC6494087|XP_032305947.1|DANA
OG0003678	LOC118512843|XP_035913788.1|ASTE	LOC6507042|XP_001956767.3|DANA
OG0003679	LOC118512857|XP_035913833.1|ASTE	LOC6492967|XP_001956762.1|DANA
OG0003680	LOC118511376|XP_035910263.1|ASTE	LOC6494539|XP_001960141.1|DANA
OG0003681	LOC118512283|XP_035912398.1|ASTE	LOC6494364|XP_001960455.1|DANA
OG0003682	LOC118512252|XP_035912298.1|ASTE	LOC6500735|XP_001953814.1|DANA
OG0003683	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE	LOC6494840|XP_001959567.2|DANA
OG0003684	LOC118512876|XP_035913862.1|ASTE	LOC6507293|XP_001956299.1|DANA
OG0003685	LOC118512255|XP_035912301.1|ASTE	LOC6493018|XP_014764189.2|DANA
OG0003686	LOC118512019|XP_035911691.1|ASTE	LOC6494435|XP_001960317.1|DANA
OG0003687	LOC118512808|XP_035913653.1|ASTE	LOC6494529|XP_001960166.1|DANA
OG0003688	LOC118512809|XP_035913654.1|ASTE	LOC6494767|XP_001959709.1|DANA
OG0003689	LOC118512815|XP_035913673.1|ASTE	LOC6506092|XP_001958572.1|DANA
OG0003690	LOC118512816|XP_035913674.1|ASTE	LOC6507865|XP_001956488.1|DANA
OG0003691	LOC118512820|XP_035913688.1|ASTE	LOC6493241|XP_001957340.1|DANA
OG0003692	LOC118509716|XP_035906696.1|ASTE	LOC6496517|XP_001961054.1|DANA
OG0003693	LOC118512229|XP_035912244.1|ASTE	LOC6493438|XP_001957749.1|DANA
OG0003694	LOC118514241|XP_035916838.1|ASTE	LOC6507021|XP_001956807.1|DANA
OG0003695	LOC118508937|XP_035904739.1|ASTE	LOC6506941|XP_001956943.1|DANA
OG0003696	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE	LOC6495955|XP_001959928.1|DANA
OG0003697	LOC118513184|XP_035914543.1|ASTE	LOC6495626|XP_014763381.1|DANA
OG0003698	LOC118509763|XP_035906787.1|ASTE	LOC6507286|XP_014765136.1|DANA
OG0003699	LOC118509780|XP_035906812.1|ASTE	LOC6496465|XP_014763845.1|DANA
OG0003700	LOC118509693|XP_035906650.1|ASTE	LOC6496183|XP_001960391.1|DANA
OG0003701	LOC118509771|XP_035906802.1|ASTE	LOC6497397|XP_001962167.2|DANA
OG0003702	LOC118509761|XP_035906785.1|ASTE	LOC6507224|XP_001956440.1|DANA
OG0003703	LOC118511882|XP_035911400.1|ASTE	LOC6506906|XP_001957024.1|DANA
OG0003704	LOC118511878|XP_035911394.1|ASTE	LOC6506943|XP_001956941.1|DANA
OG0003705	LOC118512306|XP_035912430.1|ASTE	LOC6496494|XP_032306200.1|DANA
OG0003706	LOC118512867|XP_035913848.1|ASTE	LOC6493315|XP_001957508.1|DANA
OG0003707	LOC118512871|XP_035913855.1|ASTE	LOC6507079|XP_014765057.1|DANA
OG0003708	LOC118510150|XP_035907547.1|ASTE	LOC6493190|XP_001957231.1|DANA
OG0003709	LOC118513269|XP_035914729.1|ASTE	LOC6495775|XP_001959546.1|DANA
OG0003710	LOC118513464|XP_035915133.1|ASTE	LOC6494855|XP_001959547.1|DANA
OG0003711	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE	LOC6506346|XP_001958061.1|DANA
OG0003712	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE	LOC6496345|XP_001960734.1|DANA
OG0003713	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE	LOC6495038|XP_001959192.1|DANA
OG0003714	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE	LOC6495607|XP_001959191.1|DANA
OG0003715	LOC118514619|XP_035917509.1|ASTE	LOC6493160|XP_001957169.1|DANA
OG0003716	LOC118509406|XP_035905864.1|ASTE	LOC6506697|XP_001957398.1|DANA
OG0003717	LOC118508827|XP_035904465.1|ASTE	LOC6493379|XP_001957641.1|DANA
OG0003718	LOC118509911|XP_035907083.1|ASTE	LOC6507728|XP_001956230.1|DANA
OG0003719	LOC118509552|XP_035906196.1|ASTE	LOC6507219|XP_001956444.2|DANA
OG0003720	LOC118511283|XP_035910070.1|ASTE	LOC6504511|XP_001967048.2|DANA
OG0003721	LOC118511286|XP_035910084.1|ASTE	LOC6494765|XP_001959717.1|DANA
OG0003722	LOC118511319|XP_035910125.1|ASTE	LOC6493522|XP_001957919.2|DANA
OG0003723	LOC118511312|XP_035910119.1|ASTE	LOC6507761|XP_001956295.1|DANA
OG0003724	LOC118512266|XP_035912339.1|ASTE	LOC6493323|XP_001957525.2|DANA
OG0003725	LOC118514229|XP_035916821.1|ASTE	LOC6493301|XP_032310104.1|DANA
OG0003726	LOC118514244|XP_035916844.1|ASTE	LOC6493336|XP_001957546.1|DANA
OG0003728	LOC118508855|XP_035904501.1|ASTE	LOC6505698|XP_001964435.1|DANA
OG0003729	LOC118508850|XP_035904495.1|ASTE	LOC6507589|XP_032310255.1|DANA
OG0003730	LOC118510262|XP_035907740.1|ASTE	LOC6493110|XP_032310182.1|DANA
OG0003731	LOC118509402|XP_035905856.1|ASTE	LOC6507681|XP_001956136.1|DANA
OG0003732	LOC118509392|XP_035905832.1|ASTE	LOC6493495|XP_001957863.1|DANA
OG0003733	LOC118509391|XP_035905831.1|ASTE	LOC6492936|XP_032309812.1|DANA
OG0003734	LOC118510094|XP_035907404.1|ASTE	LOC6507387|XP_001956108.1|DANA
OG0003735	LOC118509242|XP_035905449.1|ASTE	LOC6494914|XP_001959431.1|DANA
OG0003736	LOC118509248|XP_035905475.1|ASTE	LOC6495786|XP_001959579.1|DANA
OG0003737	LOC118509243|XP_035905450.1|ASTE	LOC6495868|XP_001959750.2|DANA
OG0003738	LOC118511844|XP_035911280.1|ASTE	LOC6496377|XP_001960790.1|DANA
OG0003739	LOC118511845|XP_035911282.1|ASTE	LOC6494066|XP_001961043.1|DANA
OG0003740	LOC118511849|XP_035911287.1|ASTE	LOC6496512|XP_001961049.1|DANA
OG0003741	LOC118511853|XP_035911292.1|ASTE	LOC6507090|XP_001956686.1|DANA
OG0003742	LOC118511851|XP_035911290.1|ASTE	LOC6506292|XP_001958187.1|DANA
OG0003743	LOC118511517|XP_035910593.1|ASTE	LOC6496489|XP_032305950.1|DANA
OG0003744	LOC118511521|XP_035910602.1|ASTE	LOC6496511|XP_001961047.1|DANA
OG0003745	LOC118511524|XP_035910605.1|ASTE	LOC6495362|XP_001958667.1|DANA
OG0003746	LOC118511518|XP_035910599.1|ASTE	LOC6495069|XP_032306220.1|DANA
OG0003747	LOC118511527|XP_035910609.1|ASTE	LOC6507444|XP_001956004.1|DANA
OG0003748	LOC118511526|XP_035910608.1|ASTE	LOC6507616|XP_001956006.2|DANA
OG0003749	LOC118511530|XP_035910612.1|ASTE	LOC6507443|XP_001956009.1|DANA
OG0003750	LOC118509365|XP_035905781.1|ASTE	LOC6507617|XP_001956007.1|DANA
OG0003751	LOC118509646|XP_035906447.1|ASTE	LOC6507619|XP_001956010.2|DANA
OG0003752	LOC118510333|XP_035907884.1|ASTE	LOC6493361|XP_032309706.1|DANA
OG0003753	LOC118510374|XP_035907992.1|ASTE	LOC6493754|XP_001958376.1|DANA
OG0003754	LOC118510329|XP_035907875.1|ASTE	LOC6493755|XP_001958378.1|DANA
OG0003755	LOC118510348|XP_035907934.1|ASTE	LOC6493359|XP_001957594.2|DANA
OG0003756	LOC118511333|XP_035910158.1|ASTE	LOC6501741|XP_001967137.2|DANA
OG0003757	LOC118511344|XP_035910191.1|ASTE	LOC6494398|XP_001960403.1|DANA
OG0003758	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE	LOC6494978|XP_014763094.1|DANA
OG0003759	LOC118513144|XP_035914463.1|ASTE	LOC6506968|XP_001956904.2|DANA
OG0003760	LOC118513151|XP_035914485.1|ASTE	LOC6496078|XP_032307154.1|DANA
OG0003761	LOC118513153|XP_035914493.1|ASTE	LOC6506960|XP_001956916.1|DANA
OG0003762	LOC118513156|XP_035914495.1|ASTE	LOC6506961|XP_001956914.1|DANA
OG0003763	LOC118513165|XP_035914505.1|ASTE	LOC6506158|XP_014764646.2|DANA
OG0003764	LOC118513181|XP_035914534.1|ASTE	LOC6506155|XP_032309670.1|DANA
OG0003765	LOC118513179|XP_035914533.1|ASTE	LOC6497086|XP_001962787.1|DANA
OG0003766	LOC118513172|XP_035914517.1|ASTE	LOC6503060|XP_001963347.1|DANA
OG0003767	LOC118513190|XP_035914571.1|ASTE	LOC6505282|XP_001964826.1|DANA
OG0003768	LOC118511408|XP_035910358.1|ASTE	LOC6495394|XP_032306623.1|DANA
OG0003769	LOC118511406|XP_035910353.1|ASTE	LOC6495392|XP_001958741.1|DANA
OG0003770	LOC118511404|XP_035910330.1|ASTE	LOC6503326|XP_032311971.1|DANA
OG0003771	LOC118511417|XP_035910385.1|ASTE	LOC6507326|XP_001956242.1|DANA
OG0003772	LOC118510382|XP_035908021.1|ASTE	LOC6506225|XP_001958312.1|DANA
OG0003773	LOC118510354|XP_035907948.1|ASTE	LOC6496403|XP_001960840.1|DANA
OG0003774	LOC118512915|XP_035913951.1|ASTE	LOC6494434|XP_001960318.2|DANA
OG0003775	LOC118511181|XP_035909826.1|ASTE	LOC6502981|XP_032308889.1|DANA
OG0003776	LOC118512003|XP_035911649.1|ASTE	LOC6495991|XP_001959994.1|DANA
OG0003777	LOC118511982|XP_035911614.1|ASTE	LOC6494079|XP_001961017.1|DANA
OG0003778	LOC118511985|XP_035911618.1|ASTE	LOC6495246|XP_032306005.1|DANA
OG0003779	LOC118509704|XP_035906675.1|ASTE	LOC6495039|XP_001959187.1|DANA
OG0003780	LOC118511955|XP_035911566.1|ASTE	LOC6494648|XP_001959938.1|DANA
OG0003781	LOC118511969|XP_035911598.1|ASTE	LOC6505454|XP_032311737.1|DANA
OG0003782	LOC118509625|XP_035906377.1|ASTE	LOC6504678|XP_032309013.1|DANA
OG0003783	LOC118512889|XP_035913885.1|ASTE	LOC6501466|XP_001955309.1|DANA
OG0003784	LOC118511975|XP_035911604.1|ASTE	LOC6495557|XP_001959100.1|DANA
OG0003785	LOC118511956|XP_035911567.1|ASTE	LOC6493888|XP_014762450.1|DANA
OG0003786	LOC118511948|XP_035911550.1|ASTE	LOC6495625|XP_032306336.1|DANA
OG0003787	LOC118511987|XP_035911620.1|ASTE	LOC6494996|XP_001959250.1|DANA
OG0003788	LOC118512243|XP_035912280.1|ASTE	LOC6494904|XP_001959456.1|DANA
OG0003789	LOC118512237|XP_035912265.1|ASTE	LOC6494562|XP_014762849.1|DANA
OG0003790	LOC118512234|XP_035912260.1|ASTE	LOC6493442|XP_001957761.2|DANA
OG0003791	LOC118503298|XP_035892301.1|ASTE	LOC6499449|XP_001954619.2|DANA
OG0003792	LOC118508552|XP_035904336.1|ASTE	LOC6496076|XP_001960169.1|DANA
OG0003793	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE	LOC6496188|XP_001960405.1|DANA
OG0003794	LOC118509619|XP_035906352.1|ASTE	LOC6494758|XP_001959727.1|DANA
OG0003795	LOC118509678|XP_035906606.1|ASTE	LOC26514008|XP_001956389.1|DANA
OG0003796	LOC118512890|XP_035913886.1|ASTE	LOC6505520|XP_001964773.1|DANA
OG0003797	LOC118510965|XP_035909344.1|ASTE	LOC6497702|XP_001961534.1|DANA
OG0003798	LOC118510964|XP_035909325.1|ASTE	LOC6495319|XP_001958637.1|DANA
OG0003799	LOC118510960|XP_035909320.1|ASTE	LOC6496094|XP_001960211.3|DANA
OG0003800	LOC118511031|XP_035909503.1|ASTE	LOC6497703|XP_001961528.1|DANA
OG0003801	LOC118511038|XP_035909524.1|ASTE	LOC6497268|XP_014761601.1|DANA
OG0003802	LOC118510085|XP_035907387.1|ASTE	LOC6498263|XP_001962422.1|DANA
OG0003803	LOC118513404|XP_035914991.1|ASTE	LOC6506008|XP_001964771.1|DANA
OG0003804	LOC118513385|XP_035914942.1|ASTE	LOC6497822|XP_001961520.2|DANA
OG0003805	LOC118513382|XP_035914938.1|ASTE	LOC6497860|XP_001961585.2|DANA
OG0003806	LOC118513384|XP_035914941.1|ASTE	LOC6499006|XP_014760133.1|DANA
OG0003807	LOC118513376|XP_035914914.1|ASTE	LOC6497118|XP_032311272.1|DANA
OG0003808	LOC118512701|XP_035913416.1|ASTE	LOC6494363|XP_032306685.1|DANA, LOC6506533|XP_014764804.2|DANA
OG0003809	LOC118512711|XP_035913436.1|ASTE	LOC6498070|XP_001962016.1|DANA
OG0003810	LOC118512720|XP_035913454.1|ASTE	LOC6496468|XP_001960965.1|DANA
OG0003811	LOC118509637|XP_035906436.1|ASTE	LOC6495192|XP_032307078.1|DANA
OG0003812	LOC118509854|XP_035906950.1|ASTE	LOC6503404|XP_032311389.1|DANA
OG0003813	LOC118511803|XP_035911229.1|ASTE	LOC6496981|XP_001963002.1|DANA
OG0003814	LOC118513299|XP_035914775.1|ASTE	LOC6497027|XP_001962901.1|DANA
OG0003815	LOC118513306|XP_035914781.1|ASTE	LOC6501110|XP_032305881.1|DANA
OG0003816	LOC118510567|XP_035908448.1|ASTE	LOC6497070|XP_001962812.2|DANA
OG0003817	LOC118508929|XP_035904729.1|ASTE	LOC6504664|XP_001964879.1|DANA
OG0003818	LOC118511105|XP_035909721.1|ASTE	LOC6503375|XP_001965343.1|DANA
OG0003819	LOC118511125|XP_035909750.1|ASTE	LOC6507274|XP_001965340.1|DANA
OG0003820	LOC118513529|XP_035915294.1|ASTE	LOC6499374|XP_001954762.1|DANA
OG0003821	LOC118513589|XP_035915462.1|ASTE	LOC6496344|XP_032306565.1|DANA
OG0003822	LOC118510619|XP_035908539.1|ASTE	LOC6497344|XP_001962280.1|DANA
OG0003823	LOC118513229|XP_035914656.1|ASTE	LOC6498674|XP_001963296.1|DANA
OG0003824	LOC118513536|XP_035915300.1|ASTE	LOC6497075|XP_001962803.1|DANA
OG0003825	LOC118513528|XP_035915293.1|ASTE	LOC6497193|XP_001962581.1|DANA
OG0003826	LOC118509164|XP_035905312.1|ASTE	LOC6498323|XP_001962543.1|DANA
OG0003827	LOC118511112|XP_035909730.1|ASTE	LOC6505389|XP_001964875.1|DANA
OG0003828	LOC118511095|XP_035909692.1|ASTE	LOC6505399|XP_001964877.1|DANA
OG0003829	LOC118511078|XP_035909641.1|ASTE	LOC6498407|XP_001962736.1|DANA
OG0003830	LOC118513541|XP_035915307.1|ASTE	LOC6497148|XP_001962664.2|DANA
OG0003831	LOC118513950|XP_035916235.1|ASTE	LOC6499744|XP_001954015.1|DANA
OG0003832	LOC118513929|XP_035916191.1|ASTE	LOC6498234|XP_001962357.1|DANA
OG0003833	LOC118513960|XP_035916252.1|ASTE	LOC6497303|XP_032307723.1|DANA
OG0003834	LOC118513986|XP_035916309.1|ASTE	LOC6497297|XP_001962373.1|DANA
OG0003835	LOC118511274|XP_035910055.1|ASTE	LOC6497795|XP_014761824.1|DANA
OG0003836	LOC118513569|XP_035915400.1|ASTE	LOC6498031|XP_001961931.2|DANA
OG0003837	LOC118513562|XP_035915383.1|ASTE	LOC6497511|XP_001961933.1|DANA
OG0003838	LOC118513544|XP_035915319.1|ASTE	LOC6498056|XP_001961982.1|DANA
OG0003839	LOC118511047|XP_035909538.1|ASTE	LOC6504334|XP_032311162.1|DANA
OG0003840	LOC118513391|XP_035914964.1|ASTE	LOC6496490|XP_001961004.1|DANA
OG0003841	LOC118504141|XP_035894132.1|ASTE	LOC6503306|XP_001967580.1|DANA
OG0003842	LOC118513850|XP_035916028.1|ASTE	LOC6498646|XP_001963233.1|DANA
OG0003843	LOC118513668|XP_035915662.1|ASTE	LOC6498418|XP_001962765.1|DANA
OG0003844	LOC118512211|XP_035912217.1|ASTE	LOC6504335|XP_014760430.1|DANA
OG0003845	LOC118513215|XP_035914622.1|ASTE	LOC6497166|XP_032311349.1|DANA
OG0003846	LOC118509331|XP_035905688.1|ASTE	LOC6505435|XP_014760497.1|DANA
OG0003847	LOC118514278|XP_035916912.1|ASTE	LOC6505342|XP_014760475.1|DANA
OG0003848	LOC118512641|XP_035913239.1|ASTE	LOC6499913|XP_001953645.3|DANA
OG0003849	LOC118513616|XP_035915565.1|ASTE	LOC6496602|XP_001961230.1|DANA
OG0003850	LOC118514711|XP_035917680.1|ASTE	LOC6498411|XP_032311133.1|DANA
OG0003851	LOC118513998|XP_035916326.1|ASTE	LOC6495040|XP_001959185.1|DANA
OG0003852	LOC118513882|XP_035916083.1|ASTE	LOC6498109|XP_001962094.2|DANA
OG0003853	LOC118511080|XP_035909646.1|ASTE	LOC6496171|XP_014763646.1|DANA
OG0003854	LOC118511099|XP_035909708.1|ASTE	LOC6498171|XP_001962227.1|DANA
OG0003855	LOC118511097|XP_035909699.1|ASTE	LOC6498170|XP_001962226.3|DANA
OG0003856	LOC118511124|XP_035909748.1|ASTE	LOC6497060|XP_032311295.1|DANA
OG0003857	LOC118511056|XP_035909550.1|ASTE	LOC6504393|XP_001964966.1|DANA
OG0003858	LOC118503887|XP_035893538.1|ASTE	LOC6502906|XP_032311795.1|DANA
OG0003859	LOC118513419|XP_035915024.1|ASTE	LOC6507285|XP_001965344.1|DANA
OG0003860	LOC118513415|XP_035915018.1|ASTE	LOC6502519|XP_014763917.1|DANA
OG0003861	LOC118511727|XP_035911065.1|ASTE	LOC6496724|XP_001967334.1|DANA
OG0003862	LOC118511601|XP_035910775.1|ASTE	LOC6497328|XP_014761648.1|DANA
OG0003863	LOC118511597|XP_035910754.1|ASTE	LOC6505366|XP_032311167.1|DANA
OG0003864	LOC118511596|XP_035910752.1|ASTE	LOC6504729|XP_001964858.1|DANA
OG0003865	LOC118511594|XP_035910748.1|ASTE	LOC6499570|XP_001954361.1|DANA
OG0003866	LOC118510604|XP_035908505.1|ASTE	LOC6497158|XP_001962651.1|DANA
OG0003867	LOC118511591|XP_035910744.1|ASTE	LOC26514973|XP_014760160.1|DANA
OG0003868	LOC118511651|XP_035910879.1|ASTE	LOC6498573|XP_001963095.1|DANA
OG0003869	LOC118511232|XP_035909962.1|ASTE	LOC6497010|XP_001962932.1|DANA
OG0003870	LOC118510105|XP_035907453.1|ASTE	LOC6497659|XP_001961619.3|DANA
OG0003871	LOC118514607|XP_035917496.1|ASTE	LOC6498484|XP_001962920.2|DANA
OG0003872	LOC118513421|XP_035915027.1|ASTE	LOC6494210|XP_001960745.2|DANA
OG0003873	LOC118513427|XP_035915043.1|ASTE	LOC6497969|XP_001961817.1|DANA
OG0003874	LOC118513426|XP_035915040.1|ASTE	LOC6498374|XP_032311006.1|DANA
OG0003875	LOC118513430|XP_035915050.1|ASTE	LOC6496962|XP_032311352.1|DANA
OG0003876	LOC118509271|XP_035905518.1|ASTE	LOC6496864|XP_001963250.1|DANA
OG0003877	LOC118509068|XP_035905083.1|ASTE	LOC6497789|XP_001961455.1|DANA
OG0003878	LOC118509074|XP_035905096.1|ASTE	LOC6503372|XP_014760384.1|DANA
OG0003879	LOC118509078|XP_035905104.1|ASTE	LOC6507552|XP_001955903.1|DANA
OG0003880	LOC118509086|XP_035905111.1|ASTE	LOC6506451|XP_001957856.1|DANA
OG0003881	LOC118508992|XP_035904883.1|ASTE	LOC6495836|XP_001959682.1|DANA
OG0003882	LOC118508986|XP_035904871.1|ASTE	LOC6493894|XP_014762453.1|DANA
OG0003883	LOC118513450|XP_035915093.1|ASTE	LOC6503668|XP_001963966.1|DANA
OG0003884	LOC118509843|XP_035906929.1|ASTE	LOC6497084|XP_001962790.1|DANA
OG0003885	LOC118511761|XP_035911124.1|ASTE	LOC6496998|XP_001962960.1|DANA
OG0003886	LOC118511759|XP_035911121.1|ASTE	LOC6498504|XP_001962961.2|DANA
OG0003887	LOC118509280|XP_035905550.1|ASTE	LOC6503289|XP_001967578.3|DANA
OG0003888	LOC118514107|XP_035916575.1|ASTE	LOC6501630|XP_001955640.1|DANA
OG0003889	LOC118512466|XP_035912835.1|ASTE	LOC6497551|XP_001961840.1|DANA
OG0003890	LOC118513505|XP_035915247.1|ASTE	LOC6506842|XP_001957136.1|DANA
OG0003891	LOC118513504|XP_035915246.1|ASTE	LOC6497088|XP_001962784.1|DANA
OG0003892	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE	LOC6507463|XP_001955962.1|DANA
OG0003893	LOC118512026|XP_035911705.1|ASTE	LOC6498438|XP_001962822.1|DANA
OG0003894	LOC118513228|XP_035914655.1|ASTE	LOC6498597|XP_001963131.1|DANA
OG0003895	LOC118509230|XP_035905432.1|ASTE	LOC6495578|XP_001959134.1|DANA
OG0003896	LOC118510122|XP_035907481.1|ASTE	LOC6495067|XP_001959137.1|DANA
OG0003897	LOC118510127|XP_035907492.1|ASTE	LOC6494647|XP_001959940.1|DANA
OG0003898	LOC118511617|XP_035910800.1|ASTE	LOC6498018|XP_001961902.1|DANA
OG0003899	LOC118509146|XP_035905251.1|ASTE	LOC6503358|XP_001965366.1|DANA
OG0003900	LOC118513726|XP_035915761.1|ASTE	LOC6503785|XP_001965247.2|DANA
OG0003901	LOC118513725|XP_035915760.1|ASTE	LOC6505557|XP_001964965.1|DANA
OG0003902	LOC118513721|XP_035915755.1|ASTE	LOC6503458|XP_001965313.1|DANA
OG0003903	LOC118513723|XP_035915758.1|ASTE	LOC6497051|XP_001962847.1|DANA
OG0003904	LOC118513722|XP_035915757.1|ASTE	LOC6498451|XP_001962848.1|DANA
OG0003905	LOC118513717|XP_035915752.1|ASTE	LOC6501542|XP_001955449.1|DANA
OG0003907	LOC118510996|XP_035909403.1|ASTE	LOC6497892|XP_001961660.1|DANA
OG0003908	LOC118511002|XP_035909410.1|ASTE	LOC6497893|XP_001961661.1|DANA
OG0003909	LOC118511020|XP_035909466.1|ASTE	LOC6495285|XP_032306358.1|DANA
OG0003910	LOC118511021|XP_035909485.1|ASTE	LOC6500073|XP_001953272.1|DANA
OG0003911	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE	LOC6506159|XP_001965123.1|DANA
OG0003912	LOC118509057|XP_035905062.1|ASTE	LOC6496704|XP_001967347.1|DANA
OG0003913	LOC118514571|XP_035917463.1|ASTE	LOC6504365|XP_032310985.1|DANA
OG0003914	LOC118514558|XP_035917441.1|ASTE	LOC6497053|XP_001962844.1|DANA
OG0003915	LOC118514587|XP_035917482.1|ASTE	LOC6503066|XP_032308938.1|DANA
OG0003916	LOC118514580|XP_035917475.1|ASTE	LOC6498140|XP_001962160.1|DANA
OG0003917	LOC118512505|XP_035912910.1|ASTE	LOC6497220|XP_001962533.3|DANA
OG0003918	LOC118512525|XP_035912962.1|ASTE	LOC6497950|XP_001961783.1|DANA
OG0003919	LOC118514555|XP_035917438.1|ASTE	LOC6503309|XP_032309225.1|DANA
OG0003920	LOC118514557|XP_035917440.1|ASTE	LOC6495851|XP_001959710.1|DANA
OG0003921	LOC118509138|XP_035905232.1|ASTE	LOC6497376|XP_001962211.2|DANA
OG0003922	LOC118509141|XP_035905238.1|ASTE	LOC6498446|XP_001962834.2|DANA
OG0003923	LOC118512549|XP_035913027.1|ASTE	LOC6506026|XP_001966650.1|DANA
OG0003924	LOC118512551|XP_035913030.1|ASTE	LOC6496520|XP_001961060.1|DANA
OG0003925	LOC118512557|XP_035913036.1|ASTE	LOC6498516|XP_032310932.1|DANA
OG0003926	LOC118512564|XP_035913048.1|ASTE	LOC6496986|XP_001962992.1|DANA
OG0003927	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE	LOC6497430|XP_001962097.1|DANA
OG0003928	LOC118513781|XP_035915858.1|ASTE	LOC6498340|XP_032307749.1|DANA
OG0003929	LOC118513767|XP_035915836.1|ASTE	LOC6497056|XP_001962840.2|DANA
OG0003930	LOC118511770|XP_035911151.1|ASTE	LOC6498246|XP_001962388.1|DANA
OG0003931	LOC118511768|XP_035911137.1|ASTE	LOC6497279|XP_014761610.1|DANA
OG0003932	LOC118508974|XP_035904845.1|ASTE	LOC6495571|XP_014763357.1|DANA
OG0003933	LOC118513746|XP_035915795.1|ASTE	LOC6497240|XP_014761576.1|DANA
OG0003934	LOC118513750|XP_035915803.1|ASTE	LOC6498347|XP_001962595.1|DANA
OG0003935	LOC118513758|XP_035915825.1|ASTE	LOC6494417|XP_001960368.1|DANA
OG0003936	LOC118513757|XP_035915823.1|ASTE	LOC6496170|XP_001960367.1|DANA
OG0003937	LOC118513769|XP_035915838.1|ASTE	LOC6494092|XP_001960993.1|DANA
OG0003938	LOC118514676|XP_035917614.1|ASTE	LOC6498514|XP_032311261.1|DANA
OG0003939	LOC118514677|XP_035917617.1|ASTE	LOC6498329|XP_001962555.1|DANA
OG0003940	LOC118514680|XP_035917621.1|ASTE	LOC6506298|XP_001965149.1|DANA
OG0003941	LOC118514684|XP_035917623.1|ASTE	LOC6496992|XP_001962975.1|DANA
OG0003942	LOC118514697|XP_035917645.1|ASTE	LOC6505480|XP_001964937.2|DANA
OG0003943	LOC118514152|XP_035916658.1|ASTE	LOC6498520|XP_001962987.1|DANA
OG0003944	LOC118513354|XP_035914879.1|ASTE	LOC6498480|XP_001962909.1|DANA
OG0003945	LOC118508472|XP_035904177.1|ASTE	LOC6495906|XP_001959832.1|DANA
OG0003946	LOC118513834|XP_035915991.1|ASTE	LOC6498012|XP_014761929.1|DANA
OG0003947	LOC118512443|XP_035912799.1|ASTE	LOC6497528|XP_001961899.1|DANA
OG0003948	LOC118512586|XP_035913116.1|ASTE	LOC6497909|XP_001961696.1|DANA
OG0003949	LOC118510631|XP_035908563.1|ASTE	LOC6497620|XP_001961694.2|DANA
OG0003950	LOC118510643|XP_035908630.1|ASTE	LOC6497111|XP_001962732.1|DANA
OG0003951	LOC118510646|XP_035908643.1|ASTE	LOC6497115|XP_014761520.1|DANA, LOC116656028|XP_032311056.1|DANA
OG0003952	LOC118512662|XP_035913304.1|ASTE	LOC6497589|XP_001961755.3|DANA
OG0003953	LOC118511569|XP_035910706.1|ASTE	LOC6498240|XP_001962368.1|DANA
OG0003954	LOC118514466|XP_035917281.1|ASTE	LOC6507683|XP_001956142.1|DANA
