Orthogroup	ASTE.longest_only	DMAU.longest_only
OG0004610	LOC118517483|XP_035919571.1|ASTE	LOC117143347|XP_033163905.1|DMAU
OG0004611	LOC118517622|XP_035919821.1|ASTE	LOC117144301|XP_033165298.1|DMAU
OG0004612	LOC118517659|XP_035919917.1|ASTE	LOC117144706|XP_033165936.1|DMAU
OG0004613	LOC118506999|XP_035900781.1|ASTE	LOC117143275|XP_033163745.1|DMAU
OG0004614	LOC118502805|XP_035891329.1|ASTE	LOC117148069|XP_033171157.1|DMAU
OG0004615	LOC118507366|XP_035901683.1|ASTE	LOC117148708|XP_033172145.1|DMAU
OG0004616	LOC118516420|XP_035918180.1|ASTE, LOC118509548|XP_035906191.1|ASTE	LOC117146956|XP_033169509.1|DMAU
OG0004617	LOC118508112|XP_035903501.1|ASTE	LOC117143218|XP_033163661.1|DMAU
OG0004619	LOC118517451|XP_035919498.1|ASTE	LOC117144083|XP_033164989.1|DMAU
OG0004620	LOC118516429|XP_035918198.1|ASTE	LOC117142392|XP_033162229.1|DMAU
OG0004621	LOC118510544|XP_035908406.1|ASTE	LOC117145938|XP_033167707.1|DMAU
OG0004622	LOC118511488|XP_035910535.1|ASTE	LOC117144586|XP_033165751.1|DMAU
OG0004623	LOC118512617|XP_035913191.1|ASTE	LOC117145624|XP_033167233.1|DMAU
OG0004624	LOC118517474|XP_035919546.1|ASTE	LOC117145027|XP_033166419.1|DMAU
OG0004625	LOC118505940|XP_035898359.1|ASTE	LOC117147042|XP_033169665.1|DMAU
OG0004626	LOC118504916|XP_035895884.1|ASTE	LOC117147269|XP_033169985.1|DMAU
OG0004627	LOC118507611|XP_035902181.1|ASTE	LOC117141960|XP_033161631.1|DMAU
OG0004628	LOC118509744|XP_035906771.1|ASTE	LOC117148782|XP_033172278.1|DMAU
OG0004629	LOC118502814|XP_035891357.1|ASTE	LOC117142575|XP_033162533.1|DMAU
OG0004630	LOC118502796|XP_035891300.1|ASTE	LOC117143214|XP_033163653.1|DMAU
OG0004632	LOC118510112|XP_035907469.1|ASTE	LOC117142883|XP_033163047.1|DMAU
OG0004634	LOC118504570|XP_035895083.1|ASTE	LOC117145374|XP_033166889.1|DMAU
OG0004635	LOC118517407|XP_035919374.1|ASTE	LOC117148112|XP_033171221.1|DMAU
OG0004636	LOC118503995|XP_035893840.1|ASTE	LOC117148214|XP_033171394.1|DMAU
OG0004637	LOC118508235|XP_035903740.1|ASTE	LOC117147844|XP_033170798.1|DMAU
OG0004639	LOC118517374|XP_035919286.1|ASTE	LOC117143445|XP_033164044.1|DMAU
OG0004640	LOC118517376|XP_035919288.1|ASTE	LOC117144683|XP_033165896.1|DMAU
OG0004641	LOC118506482|XP_035899557.1|ASTE	LOC117146772|XP_033169184.1|DMAU
OG0004642	LOC118511999|XP_035911634.1|ASTE	LOC117141022|XP_033160186.1|DMAU
OG0004644	LOC118513350|XP_035914875.1|ASTE	LOC117146654|XP_033168880.1|DMAU
OG0004645	LOC118510337|XP_035907895.1|ASTE	LOC117150324|XP_033173053.1|DMAU
OG0004646	LOC118510689|XP_035908758.1|ASTE	LOC117142322|XP_033162124.1|DMAU
OG0004647	LOC118503353|XP_035892438.1|ASTE	LOC117147199|XP_033169899.1|DMAU
OG0004648	LOC118512472|XP_035912853.1|ASTE	LOC117148802|XP_033172308.1|DMAU
OG0004649	LOC118503454|XP_035892622.1|ASTE	LOC117148276|XP_033171480.1|DMAU
OG0004650	LOC118517116|XP_035918873.1|ASTE, LOC118513792|XP_035915871.1|ASTE	LOC117150594|XP_033173443.1|DMAU
OG0004651	LOC118517480|XP_035919554.1|ASTE	LOC117145066|XP_033166471.1|DMAU
OG0004652	LOC118505560|XP_035897404.1|ASTE	LOC117142369|XP_033162186.1|DMAU
OG0004653	LOC118506470|XP_035899540.1|ASTE	LOC117142078|XP_033161850.1|DMAU
OG0004654	LOC118505567|XP_035897417.1|ASTE	LOC117150328|XP_033173063.1|DMAU
OG0004655	LOC118506486|XP_035899559.1|ASTE	LOC117143899|XP_033164696.1|DMAU
OG0004656	LOC118506479|XP_035899552.1|ASTE	LOC117147187|XP_033169880.1|DMAU
OG0004657	LOC118506494|XP_035899581.1|ASTE	LOC117145443|XP_033166992.1|DMAU
OG0004658	LOC118508281|XP_035903815.1|ASTE	LOC117145929|XP_033167693.1|DMAU
OG0004659	LOC118508291|XP_035903829.1|ASTE	LOC117145536|XP_033167122.1|DMAU
OG0004660	LOC118505236|XP_035896668.1|ASTE	LOC117143837|XP_033164579.1|DMAU
OG0004661	LOC118504446|XP_035894831.1|ASTE	LOC117145556|XP_033167149.1|DMAU
OG0004662	LOC118506392|XP_035899332.1|ASTE	LOC117143710|XP_033164400.1|DMAU
OG0004664	LOC118504548|XP_035895043.1|ASTE	LOC117146657|XP_033168885.1|DMAU
OG0004665	LOC118504552|XP_035895053.1|ASTE	LOC117148927|XP_033172540.1|DMAU
OG0004666	LOC118512031|XP_035911716.1|ASTE	LOC117142478|XP_033162386.1|DMAU
OG0004667	LOC118505608|XP_035897533.1|ASTE	LOC117146058|XP_033167889.1|DMAU
OG0004668	LOC118504550|XP_035895046.1|ASTE	LOC117148060|XP_033171142.1|DMAU
OG0004669	LOC118504549|XP_035895045.1|ASTE	LOC117140812|XP_033159810.1|DMAU
OG0004670	LOC118506364|XP_035899276.1|ASTE	LOC117143295|XP_033163782.1|DMAU
OG0004671	LOC118504138|XP_035894128.1|ASTE	LOC117145471|XP_033167036.1|DMAU
OG0004672	LOC118505603|XP_035897524.1|ASTE	LOC117142716|XP_033162767.1|DMAU
OG0004673	LOC118508285|XP_035903818.1|ASTE	LOC117142298|XP_033162076.1|DMAU
OG0004674	LOC118505590|XP_035897460.1|ASTE	LOC117145155|XP_033166588.1|DMAU
OG0004675	LOC118505589|XP_035897459.1|ASTE	LOC117142689|XP_033162737.1|DMAU
OG0004676	LOC118502734|XP_035891189.1|ASTE	LOC117142956|XP_033163172.1|DMAU
OG0004677	LOC118508492|XP_035904212.1|ASTE	LOC117145949|XP_033167721.1|DMAU
OG0004678	LOC118508482|XP_035904191.1|ASTE	LOC117142971|XP_033163209.1|DMAU
OG0004679	LOC118502920|XP_035891548.1|ASTE	LOC117144407|XP_033165436.1|DMAU
OG0004680	LOC118506377|XP_035899300.1|ASTE	LOC117144182|XP_033165117.1|DMAU
OG0004681	LOC118506806|XP_035900350.1|ASTE	LOC117143523|XP_033164137.1|DMAU
OG0004682	LOC118508306|XP_035903857.1|ASTE	LOC117139349|XP_033157492.1|DMAU
OG0004683	LOC118508296|XP_035903838.1|ASTE	LOC117143442|XP_033164041.1|DMAU
OG0004684	LOC118504302|XP_035894492.1|ASTE	LOC117145009|XP_033166393.1|DMAU
OG0004685	LOC118507554|XP_035902035.1|ASTE	LOC117143029|XP_033163306.1|DMAU
OG0004686	LOC118502964|XP_035891621.1|ASTE	LOC117143395|XP_033163975.1|DMAU
OG0004687	LOC118507546|XP_035902019.1|ASTE	LOC117144117|XP_033165027.1|DMAU
OG0004688	LOC118504372|XP_035894671.1|ASTE	LOC117144606|XP_033165789.1|DMAU
OG0004689	LOC118505417|XP_035897064.1|ASTE	LOC117145825|XP_033167516.1|DMAU
OG0004690	LOC118502542|XP_035890708.1|ASTE	LOC117145721|XP_033167357.1|DMAU
OG0004691	LOC118502543|XP_035890711.1|ASTE	LOC117142402|XP_033162240.1|DMAU
OG0004692	LOC118502546|XP_035890715.1|ASTE	LOC117142597|XP_033162564.1|DMAU
OG0004693	LOC118502547|XP_035890716.1|ASTE	LOC117144050|XP_033164912.1|DMAU
OG0004694	LOC118504987|XP_035896047.1|ASTE	LOC117143971|XP_033164797.1|DMAU
OG0004695	LOC118505113|XP_035896308.1|ASTE	LOC117143059|XP_033163402.1|DMAU
OG0004696	LOC118506783|XP_035900289.1|ASTE	LOC117144983|XP_033166343.1|DMAU
OG0004697	LOC118508448|XP_035904137.1|ASTE	LOC117147727|XP_033170618.1|DMAU
OG0004698	LOC118517174|XP_035918975.1|ASTE, LOC118505254|XP_035896703.1|ASTE	LOC117147596|XP_033170436.1|DMAU
OG0004699	LOC118503593|XP_035892939.1|ASTE	LOC117144814|XP_033166081.1|DMAU
OG0004700	LOC118508001|XP_035903267.1|ASTE	LOC117143842|XP_033164587.1|DMAU
OG0004701	LOC118507481|XP_035901882.1|ASTE	LOC117142964|XP_033163184.1|DMAU
OG0004702	LOC118504478|XP_035894882.1|ASTE	LOC117142813|XP_033162918.1|DMAU
OG0004703	LOC118507527|XP_035901986.1|ASTE	LOC117145071|XP_033166477.1|DMAU
OG0004704	LOC118507850|XP_035902874.1|ASTE	LOC117145453|XP_033167013.1|DMAU
OG0004705	LOC118503571|XP_035892898.1|ASTE	LOC117143041|XP_033163375.1|DMAU
OG0004706	LOC118505064|XP_035896236.1|ASTE, LOC118517192|XP_035919031.1|ASTE	LOC117139174|XP_033157227.1|DMAU
OG0004707	LOC118502839|XP_035891414.1|ASTE	LOC117137238|XP_033154494.1|DMAU
OG0004708	LOC118504903|XP_035895864.1|ASTE	LOC117142569|XP_033162525.1|DMAU
OG0004709	LOC118503568|XP_035892883.1|ASTE	LOC117144660|XP_033165852.1|DMAU
OG0004710	LOC118503563|XP_035892865.1|ASTE	LOC117146084|XP_033167924.1|DMAU
OG0004711	LOC118502868|XP_035891468.1|ASTE	LOC117144973|XP_033166329.1|DMAU
OG0004712	LOC118502848|XP_035891441.1|ASTE	LOC117142905|XP_033163078.1|DMAU
OG0004713	LOC118503370|XP_035892457.1|ASTE	LOC117142811|XP_033162911.1|DMAU
OG0004714	LOC118503374|XP_035892464.1|ASTE	LOC117142948|XP_033163158.1|DMAU
OG0004715	LOC118513692|XP_035915709.1|ASTE	LOC117140708|XP_033159667.1|DMAU
OG0004716	LOC118508573|XP_035904367.1|ASTE	LOC117143682|XP_033164357.1|DMAU
OG0004717	LOC118502710|XP_035891148.1|ASTE	LOC117148592|XP_033171961.1|DMAU
OG0004718	LOC118502711|XP_035891151.1|ASTE	LOC117151061|XP_033174182.1|DMAU
OG0004719	LOC118506355|XP_035899257.1|ASTE	LOC117142854|XP_033162985.1|DMAU
OG0004720	LOC118506356|XP_035899260.1|ASTE	LOC117146120|XP_033168008.1|DMAU
OG0004721	LOC118507522|XP_035901976.1|ASTE	LOC117145528|XP_033167112.1|DMAU
OG0004722	LOC118502694|XP_035891103.1|ASTE	LOC117145381|XP_033166905.1|DMAU
OG0004723	LOC118504977|XP_035896013.1|ASTE	LOC117148503|XP_033171796.1|DMAU
OG0004724	LOC118504974|XP_035896001.1|ASTE	LOC117144910|XP_033166236.1|DMAU
OG0004725	LOC118505011|XP_035896092.1|ASTE	LOC117142416|XP_033162260.1|DMAU
OG0004726	LOC118507877|XP_035902981.1|ASTE	LOC117142514|XP_033162443.1|DMAU
OG0004727	LOC118506905|XP_035900585.1|ASTE	LOC117144720|XP_033165949.1|DMAU
OG0004728	LOC118506915|XP_035900603.1|ASTE	LOC117144029|XP_033164880.1|DMAU
OG0004729	LOC118504280|XP_035894448.1|ASTE	LOC117146759|XP_033169146.1|DMAU
OG0004730	LOC118512956|XP_035914072.1|ASTE	LOC117138867|XP_033156864.1|DMAU
OG0004731	LOC118506465|XP_035899532.1|ASTE	LOC117143299|XP_033163795.1|DMAU
OG0004732	LOC118503288|XP_035892270.1|ASTE	LOC117144580|XP_033165746.1|DMAU
OG0004733	LOC118503287|XP_035892269.1|ASTE	LOC117143306|XP_033163806.1|DMAU
OG0004734	LOC118503283|XP_035892263.1|ASTE	LOC117144264|XP_033165255.1|DMAU
OG0004735	LOC118502670|XP_035891035.1|ASTE	LOC117142622|XP_033162599.1|DMAU
OG0004736	LOC118503296|XP_035892283.1|ASTE	LOC117144530|XP_033165645.1|DMAU
OG0004737	LOC118503612|XP_035892980.1|ASTE	LOC117145511|XP_033167091.1|DMAU
OG0004738	LOC118503026|XP_035891743.1|ASTE	LOC117144079|XP_033164984.1|DMAU
OG0004739	LOC118503032|XP_035891756.1|ASTE	LOC117145075|XP_033166483.1|DMAU
OG0004740	LOC118505250|XP_035896696.1|ASTE	LOC117145450|XP_033167009.1|DMAU
OG0004741	LOC118505177|XP_035896523.1|ASTE	LOC117145981|XP_033167779.1|DMAU
OG0004742	LOC118505139|XP_035896381.1|ASTE	LOC117146327|XP_033168296.1|DMAU
OG0004743	LOC118506918|XP_035900607.1|ASTE	LOC117143103|XP_033163475.1|DMAU
OG0004744	LOC118506876|XP_035900513.1|ASTE	LOC117141563|XP_033160965.1|DMAU
OG0004745	LOC118505848|XP_035898115.1|ASTE	LOC117142800|XP_033162898.1|DMAU
OG0004746	LOC118503461|XP_035892639.1|ASTE	LOC117145933|XP_033167699.1|DMAU
OG0004747	LOC118503465|XP_035892644.1|ASTE	LOC117145935|XP_033167702.1|DMAU
OG0004748	LOC118504716|XP_035895446.1|ASTE	LOC117145931|XP_033167695.1|DMAU
OG0004749	LOC118507891|XP_035903022.1|ASTE	LOC117145876|XP_033167591.1|DMAU
OG0004750	LOC118502406|XP_035890522.1|ASTE	LOC117144087|XP_033164992.1|DMAU
OG0004751	LOC118503464|XP_035892643.1|ASTE	LOC117143456|XP_033164058.1|DMAU
OG0004752	LOC118506451|XP_035899483.1|ASTE	LOC117143891|XP_033164684.1|DMAU
OG0004753	LOC118506449|XP_035899479.1|ASTE	LOC117142315|XP_033162112.1|DMAU
OG0004754	LOC118506448|XP_035899478.1|ASTE	LOC117144650|XP_033165840.1|DMAU
OG0004755	LOC118508494|XP_035904220.1|ASTE	LOC117142645|XP_033162642.1|DMAU
OG0004756	LOC118508493|XP_035904219.1|ASTE	LOC117142642|XP_033162639.1|DMAU
OG0004757	LOC118502820|XP_035891378.1|ASTE	LOC117145425|XP_033166962.1|DMAU
OG0004758	LOC118505400|XP_035897025.1|ASTE	LOC117142232|XP_033161974.1|DMAU
OG0004759	LOC118505403|XP_035897031.1|ASTE	LOC117142864|XP_033163017.1|DMAU
OG0004760	LOC118506441|XP_035899468.1|ASTE	LOC117143340|XP_033163894.1|DMAU
OG0004761	LOC118504902|XP_035895861.1|ASTE	LOC117144224|XP_033165174.1|DMAU
OG0004762	LOC118502548|XP_035890722.1|ASTE	LOC117135332|XP_033151424.1|DMAU
OG0004763	LOC118507875|XP_035902976.1|ASTE	LOC117143355|XP_033163919.1|DMAU
OG0004764	LOC118507866|XP_035902965.1|ASTE	LOC117144619|XP_033165805.1|DMAU
OG0004765	LOC118507874|XP_035902974.1|ASTE	LOC117145454|XP_033167014.1|DMAU
OG0004766	LOC118507852|XP_035902878.1|ASTE	LOC117142281|XP_033162054.1|DMAU
OG0004767	LOC118502861|XP_035891462.1|ASTE	LOC117143044|XP_033163378.1|DMAU
OG0004768	LOC118506894|XP_035900566.1|ASTE	LOC117143043|XP_033163377.1|DMAU
OG0004769	LOC118506921|XP_035900611.1|ASTE	LOC117135701|XP_033152006.1|DMAU
OG0004770	LOC118506956|XP_035900669.1|ASTE	LOC117144005|XP_033164851.1|DMAU
OG0004771	LOC118506938|XP_035900649.1|ASTE	LOC117142545|XP_033162486.1|DMAU
OG0004772	LOC118517614|XP_035919803.1|ASTE	LOC117144119|XP_033165030.1|DMAU
OG0004773	LOC118506458|XP_035899513.1|ASTE	LOC117144052|XP_033164914.1|DMAU
OG0004774	LOC118506454|XP_035899485.1|ASTE	LOC117144053|XP_033164916.1|DMAU
OG0004775	LOC118506459|XP_035899514.1|ASTE	LOC117142336|XP_033162142.1|DMAU
OG0004776	LOC118504291|XP_035894480.1|ASTE	LOC117138681|XP_033156827.1|DMAU
OG0004777	LOC118502751|XP_035891210.1|ASTE	LOC117141386|XP_033160692.1|DMAU
OG0004778	LOC118504447|XP_035894833.1|ASTE	LOC117140321|XP_033159064.1|DMAU
OG0004779	LOC118504445|XP_035894825.1|ASTE	LOC117142588|XP_033162551.1|DMAU
OG0004780	LOC118504448|XP_035894834.1|ASTE	LOC117135325|XP_033151414.1|DMAU
OG0004781	LOC118504436|XP_035894770.1|ASTE	LOC117145306|XP_033166790.1|DMAU
OG0004782	LOC118508309|XP_035903860.1|ASTE	LOC117146118|XP_033168002.1|DMAU
OG0004783	LOC118508315|XP_035903876.1|ASTE, LOC118516636|XP_035918507.1|ASTE	LOC117146798|XP_033169229.1|DMAU
OG0004784	LOC118507921|XP_035903114.1|ASTE	LOC117144136|XP_033165053.1|DMAU
OG0004785	LOC118502942|XP_035891586.1|ASTE	LOC117145219|XP_033166681.1|DMAU
OG0004786	LOC118502940|XP_035891584.1|ASTE	LOC117144819|XP_033166092.1|DMAU
OG0004787	LOC118502422|XP_035890542.1|ASTE	LOC117144207|XP_033165147.1|DMAU
OG0004788	LOC118502937|XP_035891581.1|ASTE	LOC117145032|XP_033166426.1|DMAU
OG0004789	LOC118502938|XP_035891582.1|ASTE	LOC117145033|XP_033166428.1|DMAU
OG0004790	LOC118502930|XP_035891569.1|ASTE	LOC117143317|XP_033163852.1|DMAU
OG0004791	LOC118502923|XP_035891554.1|ASTE	LOC117143153|XP_033163543.1|DMAU
OG0004792	LOC118502925|XP_035891556.1|ASTE	LOC117146110|XP_033167986.1|DMAU
OG0004793	LOC118506373|XP_035899291.1|ASTE	LOC117145746|XP_033167399.1|DMAU
OG0004794	LOC118504689|XP_035895401.1|ASTE	LOC117142743|XP_033162805.1|DMAU
OG0004795	LOC118506786|XP_035900295.1|ASTE	LOC117142433|XP_033162285.1|DMAU
OG0004796	LOC118507511|XP_035901944.1|ASTE	LOC117143287|XP_033163759.1|DMAU
OG0004797	LOC118507515|XP_035901962.1|ASTE	LOC117143908|XP_033164708.1|DMAU
OG0004798	LOC118502965|XP_035891622.1|ASTE	LOC117145734|XP_033167385.1|DMAU
OG0004799	LOC118507901|XP_035903048.1|ASTE	LOC117143562|XP_033164197.1|DMAU
OG0004800	LOC118504402|XP_035894722.1|ASTE	LOC117145035|XP_033166431.1|DMAU
OG0004801	LOC118504831|XP_035895728.1|ASTE	LOC117145901|XP_033167643.1|DMAU
OG0004802	LOC118507495|XP_035901917.1|ASTE	LOC117144677|XP_033165891.1|DMAU
OG0004803	LOC118506358|XP_035899264.1|ASTE	LOC117144574|XP_033165718.1|DMAU
OG0004804	LOC118503122|XP_035891961.1|ASTE	LOC117143045|XP_033163379.1|DMAU
OG0004805	LOC118505542|XP_035897364.1|ASTE	LOC117143085|XP_033163451.1|DMAU
OG0004806	LOC118505238|XP_035896671.1|ASTE	LOC117146773|XP_033169185.1|DMAU
OG0004807	LOC118507518|XP_035901971.1|ASTE	LOC117145994|XP_033167799.1|DMAU
OG0004808	LOC118516455|XP_035918244.1|ASTE, LOC118505108|XP_035896303.1|ASTE	LOC117143221|XP_033163660.1|DMAU
OG0004809	LOC118507817|XP_035902787.1|ASTE	LOC117143580|XP_033164219.1|DMAU
OG0004810	LOC118507816|XP_035902785.1|ASTE	LOC117145273|XP_033166751.1|DMAU
OG0004811	LOC118504489|XP_035894901.1|ASTE	LOC117139206|XP_033157268.1|DMAU
OG0004812	LOC118507691|XP_035902386.1|ASTE	LOC117145766|XP_033167432.1|DMAU
OG0004813	LOC118507474|XP_035901872.1|ASTE	LOC117143898|XP_033164694.1|DMAU
OG0004814	LOC118505038|XP_035896169.1|ASTE	LOC117142696|XP_033162744.1|DMAU
OG0004815	LOC118507731|XP_035902581.1|ASTE	LOC117148544|XP_033171868.1|DMAU
OG0004816	LOC118503574|XP_035892901.1|ASTE	LOC117146565|XP_033168755.1|DMAU
OG0004817	LOC118507964|XP_035903186.1|ASTE	LOC117146564|XP_033168754.1|DMAU
OG0004818	LOC118511920|XP_035911451.1|ASTE	LOC117143879|XP_033164656.1|DMAU
OG0004819	LOC118511918|XP_035911449.1|ASTE	LOC117142266|XP_033162023.1|DMAU
OG0004820	LOC118511917|XP_035911448.1|ASTE	LOC117143975|XP_033164803.1|DMAU
OG0004821	LOC118511914|XP_035911439.1|ASTE	LOC117142539|XP_033162478.1|DMAU
OG0004822	LOC118511928|XP_035911490.1|ASTE	LOC117145971|XP_033167765.1|DMAU
OG0004823	LOC118510414|XP_035908071.1|ASTE	LOC117142746|XP_033162808.1|DMAU
OG0004824	LOC118513706|XP_035915730.1|ASTE	LOC117142747|XP_033162816.1|DMAU
OG0004825	LOC118511986|XP_035911619.1|ASTE	LOC117146330|XP_033168313.1|DMAU
OG0004826	LOC118511970|XP_035911600.1|ASTE	LOC117143857|XP_033164612.1|DMAU
OG0004827	LOC118511972|XP_035911602.1|ASTE	LOC117143452|XP_033164052.1|DMAU
OG0004828	LOC118511979|XP_035911611.1|ASTE	LOC117142589|XP_033162552.1|DMAU
OG0004829	LOC118502960|XP_035891616.1|ASTE	LOC117143918|XP_033164724.1|DMAU
OG0004830	LOC118502992|XP_035891685.1|ASTE	LOC117142876|XP_033163038.1|DMAU
OG0004831	LOC118503119|XP_035891957.1|ASTE	LOC117139507|XP_033157754.1|DMAU
OG0004832	LOC118506820|XP_035900401.1|ASTE	LOC117146009|XP_033167820.1|DMAU
OG0004833	LOC118505425|XP_035897080.1|ASTE	LOC117144158|XP_033165081.1|DMAU
OG0004834	LOC118517170|XP_035918965.1|ASTE, LOC118505223|XP_035896643.1|ASTE	LOC117143558|XP_033164191.1|DMAU
OG0004835	LOC118517168|XP_035918958.1|ASTE, LOC118505214|XP_035896620.1|ASTE	LOC117145320|XP_033166805.1|DMAU
OG0004836	LOC118504295|XP_035894484.1|ASTE	LOC117145674|XP_033167298.1|DMAU
OG0004837	LOC118503765|XP_035893327.1|ASTE	LOC117141452|XP_033160796.1|DMAU
OG0004838	LOC118506919|XP_035900608.1|ASTE	LOC117143866|XP_033164623.1|DMAU
OG0004839	LOC118506907|XP_035900590.1|ASTE	LOC117143671|XP_033164343.1|DMAU
OG0004840	LOC118509343|XP_035905748.1|ASTE	LOC117145043|XP_033166443.1|DMAU
OG0004841	LOC118508582|XP_035904380.1|ASTE	LOC117143641|XP_033164314.1|DMAU
OG0004842	LOC118504662|XP_035895338.1|ASTE	LOC117145384|XP_033166909.1|DMAU
OG0004843	LOC118503118|XP_035891956.1|ASTE	LOC117146072|XP_033167906.1|DMAU
OG0004844	LOC118504427|XP_035894759.1|ASTE	LOC117150239|XP_033172924.1|DMAU
OG0004845	LOC118504426|XP_035894756.1|ASTE	LOC117142791|XP_033162881.1|DMAU
OG0004846	LOC118504685|XP_035895392.1|ASTE	LOC117150340|XP_033173079.1|DMAU
OG0004847	LOC118505042|XP_035896187.1|ASTE	LOC117150336|XP_033173075.1|DMAU
OG0004848	LOC118502863|XP_035891464.1|ASTE	LOC117143894|XP_033164689.1|DMAU
OG0004850	LOC118507772|XP_035902695.1|ASTE	LOC117144511|XP_033165593.1|DMAU
OG0004851	LOC118507770|XP_035902684.1|ASTE	LOC117145372|XP_033166887.1|DMAU
OG0004852	LOC118507778|XP_035902704.1|ASTE	LOC117143349|XP_033163911.1|DMAU
OG0004853	LOC118511467|XP_035910478.1|ASTE	LOC117137962|XP_033155624.1|DMAU
OG0004854	LOC118510172|XP_035907582.1|ASTE	LOC117139802|XP_033158314.1|DMAU
OG0004855	LOC118510182|XP_035907597.1|ASTE	LOC117141257|XP_033160517.1|DMAU
OG0004856	LOC118513116|XP_035914408.1|ASTE	LOC117140543|XP_033159425.1|DMAU
OG0004857	LOC118513137|XP_035914455.1|ASTE	LOC117141055|XP_033160232.1|DMAU
OG0004858	LOC118514418|XP_035917197.1|ASTE	LOC117140263|XP_033158975.1|DMAU
OG0004859	LOC118514419|XP_035917201.1|ASTE	LOC117139619|XP_033157963.1|DMAU
OG0004860	LOC118514426|XP_035917221.1|ASTE	LOC117140975|XP_033160114.1|DMAU
OG0004861	LOC118514421|XP_035917210.1|ASTE	LOC117138971|XP_033156912.1|DMAU
OG0004863	LOC118512171|XP_035912150.1|ASTE	LOC117140924|XP_033160007.1|DMAU
OG0004864	LOC118512178|XP_035912157.1|ASTE	LOC117139413|XP_033157581.1|DMAU
OG0004865	LOC118512177|XP_035912156.1|ASTE	LOC117142953|XP_033163169.1|DMAU
OG0004866	LOC118508915|XP_035904670.1|ASTE	LOC117139766|XP_033158254.1|DMAU
OG0004867	LOC118512966|XP_035914085.1|ASTE	LOC117137865|XP_033155473.1|DMAU
OG0004868	LOC118512954|XP_035914068.1|ASTE	LOC117136468|XP_033153291.1|DMAU
OG0004869	LOC118510596|XP_035908494.1|ASTE	LOC117136171|XP_033152804.1|DMAU
OG0004870	LOC118510600|XP_035908500.1|ASTE	LOC117136174|XP_033152807.1|DMAU
OG0004871	LOC118512068|XP_035911847.1|ASTE	LOC117136830|XP_033153800.1|DMAU
OG0004872	LOC118503195|XP_035892070.1|ASTE	LOC117137813|XP_033155383.1|DMAU
OG0004873	LOC118512194|XP_035912189.1|ASTE	LOC117138054|XP_033155769.1|DMAU
OG0004874	LOC118512195|XP_035912190.1|ASTE	LOC117144798|XP_033166065.1|DMAU
OG0004875	LOC118512180|XP_035912160.1|ASTE	LOC117148615|XP_033171993.1|DMAU
OG0004876	LOC118512182|XP_035912165.1|ASTE	LOC117146350|XP_033168392.1|DMAU
OG0004877	LOC118517007|XP_035918741.1|ASTE, LOC118508918|XP_035904673.1|ASTE	LOC117139117|XP_033157151.1|DMAU
OG0004878	LOC118508896|XP_035904625.1|ASTE	LOC117138207|XP_033156032.1|DMAU
OG0004879	LOC118512041|XP_035911746.1|ASTE	LOC117137750|XP_033155247.1|DMAU
OG0004880	LOC118512113|XP_035911981.1|ASTE	LOC117141980|XP_033161680.1|DMAU
OG0004881	LOC118512054|XP_035911798.1|ASTE	LOC117139795|XP_033158301.1|DMAU
OG0004883	LOC118512082|XP_035911934.1|ASTE	LOC117141302|XP_033160573.1|DMAU
OG0004884	LOC118512044|XP_035911760.1|ASTE	LOC117137848|XP_033155441.1|DMAU
OG0004885	LOC118512091|XP_035911948.1|ASTE	LOC117137766|XP_033155277.1|DMAU
OG0004886	LOC118512089|XP_035911946.1|ASTE	LOC117137736|XP_033155208.1|DMAU
OG0004887	LOC118512122|XP_035911993.1|ASTE	LOC117138469|XP_033156489.1|DMAU
OG0004888	LOC118512043|XP_035911756.1|ASTE	LOC117138629|XP_033156734.1|DMAU
OG0004889	LOC118514168|XP_035916722.1|ASTE	LOC117137373|XP_033154666.1|DMAU
OG0004890	LOC118512098|XP_035911957.1|ASTE	LOC117135664|XP_033151946.1|DMAU
OG0004891	LOC118514247|XP_035916853.1|ASTE	LOC117148161|XP_033171287.1|DMAU
OG0004892	LOC118512079|XP_035911911.1|ASTE	LOC117137534|XP_033154912.1|DMAU
OG0004893	LOC118508873|XP_035904569.1|ASTE	LOC117135972|XP_033152471.1|DMAU
OG0004894	LOC118508880|XP_035904586.1|ASTE	LOC117137242|XP_033154495.1|DMAU
OG0004895	LOC118508874|XP_035904570.1|ASTE	LOC117136483|XP_033153313.1|DMAU
OG0004896	LOC118508877|XP_035904578.1|ASTE	LOC117137023|XP_033154111.1|DMAU
OG0004897	LOC118508871|XP_035904567.1|ASTE	LOC117137250|XP_033154501.1|DMAU
OG0004898	LOC118508867|XP_035904547.1|ASTE	LOC117138450|XP_033156455.1|DMAU
OG0004899	LOC118508863|XP_035904516.1|ASTE	LOC117138127|XP_033155882.1|DMAU
OG0004900	LOC118511450|XP_035910443.1|ASTE	LOC117136324|XP_033153069.1|DMAU
OG0004901	LOC118513313|XP_035914794.1|ASTE	LOC117137227|XP_033154475.1|DMAU
OG0004902	LOC118510474|XP_035908234.1|ASTE	LOC117139773|XP_033158269.1|DMAU
OG0004903	LOC118508904|XP_035904656.1|ASTE	LOC117135865|XP_033152285.1|DMAU
OG0004904	LOC118510147|XP_035907532.1|ASTE	LOC117142973|XP_033163214.1|DMAU
OG0004905	LOC118510149|XP_035907539.1|ASTE	LOC117138480|XP_033156500.1|DMAU
