Orthogroup	ASTE.longest_only	DFIC.longest_only
OG0004318	LOC118503447|XP_035892605.1|ASTE	LOC108090854|XP_017045222.1|DFIC
OG0004319	LOC118503931|XP_035893670.1|ASTE	LOC108096878|XP_017054301.1|DFIC
OG0004320	LOC118503915|XP_035893605.1|ASTE	LOC108099477|XP_017058522.1|DFIC
OG0004321	LOC118505977|XP_035898425.1|ASTE	LOC108100969|XP_017060609.1|DFIC
OG0004322	LOC118504151|XP_035894169.1|ASTE	LOC108087381|XP_017040210.1|DFIC
OG0004323	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE	LOC108100582|XP_017060050.1|DFIC
OG0004324	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE	LOC108089943|XP_017043922.1|DFIC
OG0004325	LOC118506064|XP_035898610.1|ASTE	LOC108096895|XP_017054329.1|DFIC
OG0004326	LOC118506046|XP_035898570.1|ASTE	LOC108096894|XP_017054328.1|DFIC
OG0004327	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE	LOC108094691|XP_017050905.1|DFIC
OG0004328	LOC118508201|XP_035903661.1|ASTE	LOC108087712|XP_017040721.1|DFIC
OG0004329	LOC118508191|XP_035903645.1|ASTE	LOC108090796|XP_017045133.1|DFIC
OG0004330	LOC118508180|XP_035903631.1|ASTE	LOC108094073|XP_017050003.1|DFIC
OG0004331	LOC118508172|XP_035903614.1|ASTE	LOC108090705|XP_017044987.1|DFIC
OG0004332	LOC118505308|XP_035896838.1|ASTE	LOC108101247|XP_017060992.1|DFIC
OG0004333	LOC118505331|XP_035896872.1|ASTE	LOC108098246|XP_017056524.1|DFIC
OG0004334	LOC118508439|XP_035904111.1|ASTE	LOC108100910|XP_017060513.1|DFIC
OG0004335	LOC118503942|XP_035893712.1|ASTE	LOC108094251|XP_017050199.1|DFIC
OG0004336	LOC118507608|XP_035902177.1|ASTE	LOC108094885|XP_017051209.1|DFIC
OG0004337	LOC118503951|XP_035893730.1|ASTE	LOC108092722|XP_017047940.1|DFIC
OG0004338	LOC118507290|XP_035901537.1|ASTE	LOC108096271|XP_017053222.1|DFIC
OG0004339	LOC118507339|XP_035901620.1|ASTE	LOC108086726|XP_017039241.1|DFIC
OG0004340	LOC118507327|XP_035901609.1|ASTE	LOC108086725|XP_017039240.1|DFIC
OG0004341	LOC118507318|XP_035901599.1|ASTE	LOC108096921|XP_017054361.1|DFIC
OG0004342	LOC118517641|XP_035919850.1|ASTE	LOC108095230|XP_017051739.1|DFIC
OG0004343	LOC118517640|XP_035919846.1|ASTE	LOC108095224|XP_017051730.1|DFIC
OG0004344	LOC118505868|XP_035898178.1|ASTE	LOC108090905|XP_017045310.1|DFIC
OG0004345	LOC118506029|XP_035898539.1|ASTE	LOC108094391|XP_017050445.1|DFIC
OG0004346	LOC118506027|XP_035898533.1|ASTE	LOC108101917|XP_017061982.1|DFIC
OG0004347	LOC118506026|XP_035898532.1|ASTE	LOC108101883|XP_017061915.1|DFIC
OG0004348	LOC118507441|XP_035901815.1|ASTE	LOC108090648|XP_017044915.1|DFIC
OG0004349	LOC118503536|XP_035892815.1|ASTE	LOC108090721|XP_017045013.1|DFIC
OG0004350	LOC118503956|XP_035893737.1|ASTE	LOC108093980|XP_017049878.1|DFIC
OG0004351	LOC118505941|XP_035898355.1|ASTE	LOC108096642|XP_017053895.1|DFIC
OG0004352	LOC118512424|XP_035912721.1|ASTE	LOC108098573|XP_017057096.1|DFIC
OG0004353	LOC118517723|XP_035920067.1|ASTE	LOC108095920|XP_017052741.1|DFIC
OG0004354	LOC118517726|XP_035920070.1|ASTE	LOC108097468|XP_017055233.1|DFIC
OG0004355	LOC118512369|XP_035912606.1|ASTE	LOC108091780|XP_017046622.1|DFIC
OG0004356	LOC118507362|XP_035901670.1|ASTE	LOC108087799|XP_017040833.1|DFIC
OG0004357	LOC118505922|XP_035898308.1|ASTE	LOC108094006|XP_017049922.1|DFIC
OG0004358	LOC118503413|XP_035892540.1|ASTE	LOC108087720|XP_017040729.1|DFIC
OG0004359	LOC118504848|XP_035895752.1|ASTE	LOC108095158|XP_017051589.1|DFIC
OG0004360	LOC118507581|XP_035902130.1|ASTE	LOC108088346|XP_017041581.1|DFIC
OG0004361	LOC118510943|XP_035909272.1|ASTE	LOC108087298|XP_017040099.1|DFIC
OG0004362	LOC118510093|XP_035907403.1|ASTE	LOC108100108|XP_017059348.1|DFIC
OG0004363	LOC118505210|XP_035896611.1|ASTE	LOC108095576|XP_017052216.1|DFIC
OG0004364	LOC118507214|XP_035901206.1|ASTE	LOC108087782|XP_017040802.1|DFIC
OG0004365	LOC118506305|XP_035899146.1|ASTE	LOC108095210|XP_017051709.1|DFIC
OG0004366	LOC118514129|XP_035916609.1|ASTE	LOC108091455|XP_017046144.1|DFIC
OG0004367	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE	LOC108100147|XP_017059390.1|DFIC
OG0004368	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE	LOC108088775|XP_017042218.1|DFIC
OG0004369	LOC118507154|XP_035901085.1|ASTE	LOC108101517|XP_017061367.1|DFIC
OG0004370	LOC118507255|XP_035901435.1|ASTE	LOC108090427|XP_017044586.1|DFIC
OG0004371	LOC118504107|XP_035894087.1|ASTE	LOC108091192|XP_017045761.1|DFIC
OG0004372	LOC118504078|XP_035894035.1|ASTE	LOC108101942|XP_017062016.1|DFIC
OG0004373	LOC118504116|XP_035894100.1|ASTE	LOC108087377|XP_017040208.1|DFIC
OG0004374	LOC118505919|XP_035898281.1|ASTE	LOC108093727|XP_017049427.1|DFIC
OG0004375	LOC118505929|XP_035898328.1|ASTE	LOC108089614|XP_017043465.1|DFIC
OG0004376	LOC118507167|XP_035901124.1|ASTE	LOC108100697|XP_017060208.1|DFIC
OG0004377	LOC118512381|XP_035912644.1|ASTE	LOC108087570|XP_017040489.1|DFIC
OG0004378	LOC118507234|XP_035901373.1|ASTE	LOC108101830|XP_017061826.1|DFIC
OG0004379	LOC118508153|XP_035903583.1|ASTE	LOC108095213|XP_017051713.1|DFIC
OG0004380	LOC118505918|XP_035898280.1|ASTE	LOC108090443|XP_017044613.1|DFIC
OG0004381	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE	LOC108097631|XP_017055551.1|DFIC
OG0004382	LOC118507418|XP_035901777.1|ASTE	LOC108086729|XP_017039245.1|DFIC
OG0004383	LOC118507420|XP_035901779.1|ASTE	LOC108093811|XP_017049613.1|DFIC
OG0004384	LOC118507423|XP_035901786.1|ASTE	LOC108093883|XP_017049727.1|DFIC
OG0004385	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE	LOC108094039|XP_017049961.1|DFIC
OG0004386	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE	LOC108087731|XP_017040740.1|DFIC
OG0004387	LOC118503043|XP_035891769.1|ASTE	LOC108095436|XP_017052035.1|DFIC
OG0004388	LOC118506276|XP_035899083.1|ASTE	LOC108086775|XP_017039309.1|DFIC
OG0004389	LOC118506216|XP_035898930.1|ASTE	LOC108100553|XP_017060013.1|DFIC
OG0004390	LOC118508023|XP_035903305.1|ASTE	LOC108096381|XP_017053425.1|DFIC
OG0004391	LOC118505281|XP_035896745.1|ASTE	LOC108094785|XP_017051048.1|DFIC
OG0004392	LOC118508082|XP_035903438.1|ASTE	LOC108096288|XP_017053248.1|DFIC
OG0004393	LOC118504896|XP_035895850.1|ASTE	LOC108087820|XP_017040877.1|DFIC
OG0004394	LOC118517677|XP_035919969.1|ASTE	LOC108090528|XP_017044736.1|DFIC
OG0004395	LOC118517696|XP_035920012.1|ASTE	LOC108094789|XP_017051050.1|DFIC
OG0004396	LOC118517689|XP_035919993.1|ASTE	LOC108096387|XP_017053481.1|DFIC
OG0004397	LOC118517691|XP_035920003.1|ASTE	LOC108087784|XP_017040804.1|DFIC
OG0004398	LOC118517698|XP_035920015.1|ASTE	LOC108087789|XP_017040811.1|DFIC
OG0004399	LOC118506350|XP_035899232.1|ASTE	LOC108093702|XP_017049381.1|DFIC
OG0004400	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE	LOC108099448|XP_017058475.1|DFIC
OG0004401	LOC118506232|XP_035898973.1|ASTE	LOC108090971|XP_017045414.1|DFIC
OG0004402	LOC118508394|XP_035904039.1|ASTE	LOC108090939|XP_017045364.1|DFIC
OG0004403	LOC118503312|XP_035892329.1|ASTE	LOC108086682|XP_017039164.1|DFIC
OG0004404	LOC118506213|XP_035898924.1|ASTE	LOC108095028|XP_017051391.1|DFIC
OG0004405	LOC118507243|XP_035901389.1|ASTE	LOC108100490|XP_017059913.1|DFIC
OG0004406	LOC118505992|XP_035898458.1|ASTE	LOC108095423|XP_017052017.1|DFIC
OG0004407	LOC118504726|XP_035895460.1|ASTE	LOC108090355|XP_017044469.1|DFIC
OG0004408	LOC118507332|XP_035901614.1|ASTE	LOC108095479|XP_017052083.1|DFIC
OG0004409	LOC118512349|XP_035912536.1|ASTE	LOC108095061|XP_017051467.1|DFIC
OG0004410	LOC118504747|XP_035895529.1|ASTE	LOC108093863|XP_017049692.1|DFIC
OG0004411	LOC118512393|XP_035912663.1|ASTE	LOC108093594|XP_017049209.1|DFIC
OG0004412	LOC118512373|XP_035912616.1|ASTE	LOC108093593|XP_017049208.1|DFIC
OG0004413	LOC118512374|XP_035912618.1|ASTE	LOC108090910|XP_017045321.1|DFIC
OG0004414	LOC118512365|XP_035912583.1|ASTE	LOC108090987|XP_017045432.1|DFIC
OG0004415	LOC118504844|XP_035895745.1|ASTE	LOC108093940|XP_017049814.1|DFIC
OG0004416	LOC118507759|XP_035902669.1|ASTE	LOC108093954|XP_017049843.1|DFIC
OG0004417	LOC118503200|XP_035892078.1|ASTE	LOC108099620|XP_017058732.1|DFIC
OG0004418	LOC118506196|XP_035898885.1|ASTE	LOC108096703|XP_017054026.1|DFIC
OG0004419	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE	LOC108090259|XP_017044356.1|DFIC
OG0004420	LOC118504158|XP_035894184.1|ASTE	LOC108096521|XP_017053639.1|DFIC
OG0004421	LOC118504171|XP_035894207.1|ASTE	LOC108099956|XP_017059124.1|DFIC
OG0004422	LOC118517666|XP_035919938.1|ASTE	LOC108099766|XP_017058884.1|DFIC
OG0004423	LOC118505989|XP_035898448.1|ASTE	LOC108093710|XP_017049397.1|DFIC
OG0004424	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE	LOC108101927|XP_017061999.1|DFIC
OG0004425	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE	LOC108100435|XP_017059843.1|DFIC
OG0004426	LOC118503239|XP_035892141.1|ASTE	LOC108100558|XP_017060020.1|DFIC
OG0004427	LOC118503166|XP_035892023.1|ASTE	LOC108096349|XP_017053386.1|DFIC
OG0004428	LOC118503172|XP_035892036.1|ASTE	LOC108100310|XP_017059605.1|DFIC, LOC108091578|XP_017046344.1|DFIC
OG0004429	LOC118517294|XP_035919173.1|ASTE, LOC118506280|XP_035899090.1|ASTE	LOC108089993|XP_017043984.1|DFIC
OG0004430	LOC118503695|XP_035893138.1|ASTE	LOC108087498|XP_017040383.1|DFIC
OG0004431	LOC118506204|XP_035898905.1|ASTE	LOC108099378|XP_017058360.1|DFIC
OG0004432	LOC118506202|XP_035898903.1|ASTE	LOC108099374|XP_017058356.1|DFIC
OG0004433	LOC118505880|XP_035898210.1|ASTE	LOC108088912|XP_017042413.1|DFIC
OG0004434	LOC118502742|XP_035891200.1|ASTE	LOC108087786|XP_017040808.1|DFIC
OG0004435	LOC118507377|XP_035901715.1|ASTE	LOC108094934|XP_017051282.1|DFIC
OG0004436	LOC118504221|XP_035894321.1|ASTE	LOC108093683|XP_017049352.1|DFIC
OG0004437	LOC118516473|XP_035918284.1|ASTE, LOC118505886|XP_035898224.1|ASTE	LOC108095254|XP_017051770.1|DFIC
OG0004438	LOC118503075|XP_035891845.1|ASTE	LOC108093814|XP_017049618.1|DFIC
OG0004439	LOC118503074|XP_035891844.1|ASTE	LOC108086690|XP_017039174.1|DFIC
OG0004440	LOC118503071|XP_035891838.1|ASTE	LOC108093865|XP_017049694.1|DFIC
OG0004441	LOC118503906|XP_035893591.1|ASTE	LOC108094113|XP_017050023.1|DFIC
OG0004442	LOC118503880|XP_035893526.1|ASTE	LOC108093617|XP_017049242.1|DFIC
OG0004443	LOC118507204|XP_035901180.1|ASTE	LOC108089500|XP_017043293.1|DFIC
OG0004444	LOC118506122|XP_035898741.1|ASTE	LOC108093757|XP_017049514.1|DFIC
OG0004445	LOC118506108|XP_035898687.1|ASTE	LOC108090883|XP_017045274.1|DFIC
OG0004446	LOC118506107|XP_035898686.1|ASTE	LOC108086820|XP_017039352.1|DFIC
OG0004447	LOC118504160|XP_035894186.1|ASTE	LOC108091858|XP_017046727.1|DFIC
OG0004448	LOC118516524|XP_035918352.1|ASTE, LOC118506085|XP_035898657.1|ASTE	LOC108093642|XP_017049290.1|DFIC
OG0004449	LOC118503493|XP_035892707.1|ASTE	LOC108096418|XP_017053487.1|DFIC
OG0004450	LOC118503046|XP_035891773.1|ASTE	LOC108086716|XP_017039223.1|DFIC
OG0004451	LOC118504205|XP_035894283.1|ASTE	LOC108086732|XP_017039251.1|DFIC
OG0004452	LOC118504206|XP_035894288.1|ASTE	LOC108094956|XP_017051308.1|DFIC
OG0004453	LOC118504209|XP_035894290.1|ASTE	LOC108093868|XP_017049698.1|DFIC
OG0004454	LOC118505896|XP_035898244.1|ASTE	LOC108087971|XP_017041059.1|DFIC
OG0004455	LOC118503495|XP_035892713.1|ASTE	LOC108096455|XP_017053551.1|DFIC
OG0004456	LOC118503496|XP_035892714.1|ASTE	LOC108092927|XP_017048279.1|DFIC
OG0004457	LOC118503497|XP_035892715.1|ASTE	LOC108100725|XP_017060250.1|DFIC
OG0004458	LOC118503076|XP_035891846.1|ASTE	LOC108100474|XP_017059893.1|DFIC
OG0004459	LOC118503079|XP_035891851.1|ASTE	LOC108089557|XP_017043388.1|DFIC
OG0004460	LOC118508046|XP_035903391.1|ASTE	LOC108099943|XP_017059107.1|DFIC
OG0004461	LOC118503336|XP_035892393.1|ASTE	LOC108096383|XP_017053429.1|DFIC
OG0004462	LOC118503343|XP_035892405.1|ASTE	LOC108088279|XP_017041490.1|DFIC
OG0004463	LOC118503350|XP_035892423.1|ASTE	LOC108088785|XP_017042235.1|DFIC
OG0004464	LOC118503335|XP_035892392.1|ASTE	LOC108095435|XP_017052033.1|DFIC
OG0004465	LOC118503854|XP_035893461.1|ASTE	LOC108088321|XP_017041546.1|DFIC
OG0004466	LOC118503847|XP_035893449.1|ASTE	LOC108088339|XP_017041574.1|DFIC
OG0004467	LOC118503839|XP_035893440.1|ASTE	LOC108100591|XP_017060060.1|DFIC
OG0004468	LOC118503835|XP_035893437.1|ASTE	LOC108100590|XP_017060059.1|DFIC
OG0004469	LOC118503828|XP_035893424.1|ASTE	LOC108096433|XP_017053512.1|DFIC
OG0004470	LOC118503781|XP_035893349.1|ASTE	LOC108095083|XP_017051500.1|DFIC
OG0004471	LOC118503773|XP_035893336.1|ASTE	LOC108099494|XP_017058544.1|DFIC
OG0004472	LOC118506136|XP_035898765.1|ASTE	LOC108090840|XP_017045199.1|DFIC
OG0004473	LOC118506130|XP_035898757.1|ASTE	LOC108087604|XP_017040532.1|DFIC
OG0004474	LOC118506127|XP_035898754.1|ASTE	LOC108087757|XP_017040776.1|DFIC
OG0004475	LOC118506126|XP_035898753.1|ASTE	LOC108087376|XP_017040207.1|DFIC
OG0004476	LOC118508881|XP_035904587.1|ASTE	LOC108093389|XP_017048897.1|DFIC
OG0004477	LOC118503739|XP_035893259.1|ASTE	LOC108101586|XP_017061486.1|DFIC
OG0004478	LOC118503734|XP_035893243.1|ASTE	LOC108086771|XP_017039306.1|DFIC
OG0004479	LOC118505293|XP_035896786.1|ASTE	LOC108090725|XP_017045026.1|DFIC
OG0004480	LOC118517488|XP_035919577.1|ASTE	LOC108098099|XP_017056298.1|DFIC
OG0004481	LOC118511988|XP_035911621.1|ASTE	LOC108090460|XP_017044641.1|DFIC
OG0004482	LOC118517372|XP_035919284.1|ASTE	LOC108086872|XP_017039423.1|DFIC
OG0004483	LOC118507439|XP_035901810.1|ASTE	LOC108090899|XP_017045299.1|DFIC
OG0004484	LOC118502435|XP_035890556.1|ASTE	LOC108091776|XP_017046612.1|DFIC
OG0004485	LOC118513932|XP_035916196.1|ASTE	LOC108097119|XP_017054700.1|DFIC
OG0004486	LOC118503530|XP_035892809.1|ASTE	LOC108094014|XP_017049930.1|DFIC
OG0004487	LOC118509838|XP_035906923.1|ASTE	LOC108099961|XP_017059138.1|DFIC
OG0004488	LOC118512905|XP_035913923.1|ASTE	LOC108094285|XP_017050267.1|DFIC, LOC108094280|XP_017050263.1|DFIC, LOC108094286|XP_017050268.1|DFIC
OG0004504	LOC118512851|XP_035913814.1|ASTE	LOC108099996|XP_017059185.1|DFIC
OG0004505	LOC118504954|XP_035895970.1|ASTE	LOC108092161|XP_017047172.1|DFIC
OG0004506	LOC118505903|XP_035898253.1|ASTE	LOC108088468|XP_017041742.1|DFIC
OG0004507	LOC118507824|XP_035902819.1|ASTE	LOC108091835|XP_017046704.1|DFIC
OG0004508	LOC118505151|XP_035896426.1|ASTE	LOC108095925|XP_017052748.1|DFIC
OG0004509	LOC118509882|XP_035907014.1|ASTE	LOC108100393|XP_017059740.1|DFIC
OG0004510	LOC118510438|XP_035908116.1|ASTE	LOC108095309|XP_017051866.1|DFIC
OG0004511	LOC118503740|XP_035893265.1|ASTE	LOC108095821|XP_017052589.1|DFIC
OG0004512	LOC118509647|XP_035906461.1|ASTE	LOC108095023|XP_017051379.1|DFIC
OG0004513	LOC118509547|XP_035906194.1|ASTE	LOC108095037|XP_017051414.1|DFIC
OG0004514	LOC118509504|XP_035906059.1|ASTE	LOC108095018|XP_017051371.1|DFIC
OG0004515	LOC118505960|XP_035898391.1|ASTE, LOC118505966|XP_035898405.1|ASTE	LOC108097664|XP_017055600.1|DFIC
OG0004516	LOC118506369|XP_035899289.1|ASTE	LOC108091250|XP_017045853.1|DFIC
OG0004517	LOC118516111|XP_035917992.1|ASTE	LOC108088601|XP_017041958.1|DFIC
OG0004518	LOC118511362|XP_035910221.1|ASTE	LOC108094624|XP_017050796.1|DFIC
OG0004519	LOC118503877|XP_035893523.1|ASTE	LOC108086579|XP_017039025.1|DFIC
OG0004520	LOC118506911|XP_035900602.1|ASTE	LOC108094686|XP_017050897.1|DFIC
OG0004521	LOC118514364|XP_035917098.1|ASTE	LOC108091136|XP_017045659.1|DFIC
OG0004522	LOC118505531|XP_035897338.1|ASTE, LOC118507443|XP_035901821.1|ASTE	LOC108088709|XP_017042141.1|DFIC
OG0004523	LOC118517498|XP_035919598.1|ASTE	LOC108086835|XP_017039371.1|DFIC
OG0004524	LOC118517453|XP_035919503.1|ASTE	LOC108097008|XP_017054496.1|DFIC
OG0004525	LOC118505287|XP_035896765.1|ASTE	LOC108097558|XP_017055427.1|DFIC
OG0004526	LOC118505219|XP_035896634.1|ASTE	LOC108095313|XP_017051871.1|DFIC
OG0004527	LOC118511411|XP_035910361.1|ASTE	LOC108097203|XP_017054838.1|DFIC
OG0004528	LOC118517511|XP_035919629.1|ASTE	LOC108097488|XP_017055281.1|DFIC
OG0004529	LOC118505741|XP_035897831.1|ASTE	LOC108092862|XP_017048184.1|DFIC
OG0004530	LOC118509983|XP_035907257.1|ASTE, LOC118516190|XP_035918001.1|ASTE	LOC108098131|XP_017056342.1|DFIC
OG0004531	LOC118515705|XP_035917943.1|ASTE	LOC108099672|XP_017058799.1|DFIC
OG0004532	LOC118511449|XP_035910453.1|ASTE	LOC108094637|XP_017050817.1|DFIC
OG0004533	LOC118505536|XP_035897354.1|ASTE	LOC108095581|XP_017052226.1|DFIC
OG0004534	LOC118506860|XP_035900483.1|ASTE	LOC108090455|XP_017044636.1|DFIC
OG0004535	LOC118502977|XP_035891687.1|ASTE	LOC108089378|XP_017043047.1|DFIC
OG0004536	LOC118505862|XP_035898142.1|ASTE	LOC108094411|XP_017050469.1|DFIC
OG0004537	LOC118510444|XP_035908136.1|ASTE	LOC108092958|XP_017048330.1|DFIC
OG0004538	LOC118512077|XP_035911908.1|ASTE	LOC108087708|XP_017040714.1|DFIC
OG0004539	LOC118510196|XP_035907616.1|ASTE	LOC108093338|XP_017048823.1|DFIC
OG0004540	LOC118510111|XP_035907467.1|ASTE	LOC108091224|XP_017045818.1|DFIC
OG0004541	LOC118503260|XP_035892197.1|ASTE	LOC108093769|XP_017049527.1|DFIC
OG0004542	LOC118503252|XP_035892187.1|ASTE	LOC108088702|XP_017042132.1|DFIC
OG0004543	LOC118510647|XP_035908651.1|ASTE	LOC108095335|XP_017051905.1|DFIC
OG0004544	LOC118510456|XP_035908184.1|ASTE	LOC108092948|XP_017048308.1|DFIC
OG0004545	LOC118503842|XP_035893444.1|ASTE	LOC108099273|XP_017058141.1|DFIC
OG0004546	LOC118502909|XP_035891525.1|ASTE	LOC108087781|XP_017040801.1|DFIC
OG0004547	LOC118509602|XP_035906290.1|ASTE, LOC118516338|XP_035918042.1|ASTE, LOC118509917|XP_035907121.1|ASTE	LOC108097106|XP_017054664.1|DFIC
OG0004548	LOC118517711|XP_035920053.1|ASTE	LOC108094332|XP_017050374.1|DFIC
OG0004549	LOC118509186|XP_035905351.1|ASTE	LOC108092892|XP_017048227.1|DFIC
OG0004550	LOC118512559|XP_035913045.1|ASTE	LOC108098127|XP_017056337.1|DFIC
OG0004551	LOC118510381|XP_035908020.1|ASTE	LOC108094882|XP_017051206.1|DFIC
OG0004552	LOC118512793|XP_035913610.1|ASTE	LOC108091086|XP_017045579.1|DFIC
OG0004553	LOC118512729|XP_035913482.1|ASTE	LOC108089025|XP_017042599.1|DFIC
OG0004554	LOC118503097|XP_035891892.1|ASTE	LOC108097190|XP_017054823.1|DFIC
OG0004555	LOC118503082|XP_035891861.1|ASTE	LOC108097389|XP_017055134.1|DFIC
OG0004556	LOC118510616|XP_035908535.1|ASTE	LOC108087595|XP_017040518.1|DFIC
OG0004558	LOC118507057|XP_035900916.1|ASTE	LOC108100915|XP_017060518.1|DFIC
OG0004559	LOC118505786|XP_035897994.1|ASTE	LOC108087151|XP_017039855.1|DFIC
OG0004560	LOC118511620|XP_035910815.1|ASTE	LOC108101009|XP_017060661.1|DFIC
OG0004561	LOC118508577|XP_035904378.1|ASTE	LOC108091985|XP_017046886.1|DFIC
OG0004562	LOC118517460|XP_035919515.1|ASTE	LOC108095975|XP_017052808.1|DFIC
OG0004563	LOC118517454|XP_035919505.1|ASTE	LOC108097010|XP_017054501.1|DFIC
OG0004564	LOC118517455|XP_035919506.1|ASTE	LOC108101014|XP_017060667.1|DFIC
OG0004565	LOC118512656|XP_035913272.1|ASTE	LOC108098851|XP_017057502.1|DFIC
OG0004566	LOC118517468|XP_035919534.1|ASTE	LOC108095543|XP_017052161.1|DFIC
OG0004567	LOC118512884|XP_035913882.1|ASTE	LOC108098083|XP_017056274.1|DFIC
OG0004568	LOC118512263|XP_035912332.1|ASTE	LOC108097306|XP_017055011.1|DFIC
OG0004569	LOC118502844|XP_035891433.1|ASTE	LOC108098556|XP_017057050.1|DFIC
OG0004570	LOC118517452|XP_035919499.1|ASTE	LOC108090429|XP_017044589.1|DFIC
OG0004571	LOC118505158|XP_035896449.1|ASTE	LOC108088701|XP_017042130.1|DFIC
OG0004572	LOC118510341|XP_035907909.1|ASTE	LOC108101279|XP_017061061.1|DFIC
OG0004573	LOC118517366|XP_035919277.1|ASTE	LOC108087244|XP_017040029.1|DFIC
OG0004574	LOC118502582|XP_035890817.1|ASTE	LOC108097033|XP_017054541.1|DFIC
OG0004575	LOC118510256|XP_035907737.1|ASTE	LOC108097300|XP_017055004.1|DFIC
OG0004576	LOC118505368|XP_035896966.1|ASTE	LOC108097616|XP_017055515.1|DFIC
OG0004577	LOC118503476|XP_035892672.1|ASTE	LOC108092077|XP_017047042.1|DFIC
OG0004578	LOC118517508|XP_035919623.1|ASTE	LOC108091222|XP_017045814.1|DFIC
OG0004580	LOC118506950|XP_035900661.1|ASTE	LOC108087335|XP_017040158.1|DFIC
OG0004581	LOC118511142|XP_035909804.1|ASTE	LOC108097111|XP_017054680.1|DFIC
OG0004582	LOC118512391|XP_035912703.1|ASTE	LOC108086844|XP_017039383.1|DFIC
OG0004583	LOC118504324|XP_035894549.1|ASTE	LOC108097601|XP_017055497.1|DFIC
OG0004584	LOC118509702|XP_035906672.1|ASTE	LOC108086770|XP_017039305.1|DFIC
OG0004585	LOC118517378|XP_035919294.1|ASTE	LOC108088508|XP_017041830.1|DFIC
OG0004586	LOC118517502|XP_035919608.1|ASTE	LOC108101774|XP_017061737.1|DFIC
OG0004587	LOC118508911|XP_035904668.1|ASTE	LOC108086854|XP_017039397.1|DFIC
OG0004588	LOC118504096|XP_035894072.1|ASTE	LOC108086853|XP_017039396.1|DFIC
OG0004589	LOC118510994|XP_035909405.1|ASTE	LOC108100922|XP_017060530.1|DFIC
OG0004590	LOC118504772|XP_035895598.1|ASTE	LOC108088434|XP_017041694.1|DFIC
OG0004591	LOC118504725|XP_035895463.1|ASTE	LOC108088513|XP_017041839.1|DFIC
OG0004592	LOC118517305|XP_035919186.1|ASTE	LOC108097594|XP_017055480.1|DFIC
OG0004593	LOC118517316|XP_035919192.1|ASTE	LOC108097529|XP_017055363.1|DFIC
OG0004594	LOC118507656|XP_035902366.1|ASTE	LOC108097507|XP_017055308.1|DFIC
OG0004595	LOC118508283|XP_035903861.1|ASTE	LOC108094708|XP_017050934.1|DFIC
OG0004596	LOC118507892|XP_035903027.1|ASTE	LOC108092817|XP_017048081.1|DFIC
OG0004597	LOC118507125|XP_035901029.1|ASTE	LOC108093587|XP_017049204.1|DFIC
OG0004598	LOC118507880|XP_035902984.1|ASTE, LOC118504638|XP_035895259.1|ASTE	LOC108089428|XP_017043124.1|DFIC
OG0004599	LOC118513893|XP_035916100.1|ASTE	LOC108092510|XP_017047617.1|DFIC
OG0004600	LOC118507283|XP_035901510.1|ASTE	LOC108101705|XP_017061631.1|DFIC
OG0004601	LOC118507350|XP_035901654.1|ASTE	LOC108101711|XP_017061639.1|DFIC
OG0004602	LOC118511311|XP_035910117.1|ASTE	LOC108097776|XP_017055792.1|DFIC
OG0004603	LOC118508968|XP_035904816.1|ASTE	LOC108091573|XP_017046340.1|DFIC
OG0004604	LOC118504793|XP_035895665.1|ASTE	LOC108088693|XP_017042123.1|DFIC
OG0004605	LOC118517359|XP_035919266.1|ASTE	LOC108097421|XP_017055174.1|DFIC
OG0004606	LOC118517445|XP_035919472.1|ASTE	LOC108101095|XP_017060796.1|DFIC
OG0004607	LOC118511252|XP_035909997.1|ASTE	LOC108091277|XP_017045880.1|DFIC
OG0004608	LOC118508972|XP_035904846.1|ASTE, LOC118506529|XP_035899682.1|ASTE	LOC108095307|XP_017051856.1|DFIC
OG0004609	LOC118504417|XP_035894748.1|ASTE	LOC108097715|XP_017055695.1|DFIC
OG0004610	LOC118517483|XP_035919571.1|ASTE	LOC108099547|XP_017058611.1|DFIC
OG0004611	LOC118517622|XP_035919821.1|ASTE	LOC108099559|XP_017058634.1|DFIC
OG0004612	LOC118517659|XP_035919917.1|ASTE	LOC108099631|XP_017058749.1|DFIC
OG0004613	LOC118506999|XP_035900781.1|ASTE	LOC108097131|XP_017054719.1|DFIC
