Orthogroup	ASTE.longest_only	DNOV.longest_only
OG0003788	LOC118512243|XP_035912280.1|ASTE	LOC115771833|XP_030573578.1|DNOV
OG0003789	LOC118512237|XP_035912265.1|ASTE	LOC115771381|XP_030572929.1|DNOV
OG0003790	LOC118512234|XP_035912260.1|ASTE	LOC115762787|XP_030560999.1|DNOV
OG0003791	LOC118503298|XP_035892301.1|ASTE	LOC115764683|XP_030563731.1|DNOV
OG0003792	LOC118508552|XP_035904336.1|ASTE	LOC115759384|XP_030556174.1|DNOV
OG0003793	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE	LOC115762114|XP_030560078.1|DNOV
OG0003794	LOC118509619|XP_035906352.1|ASTE	LOC115765487|XP_030564944.1|DNOV
OG0003795	LOC118509678|XP_035906606.1|ASTE	LOC115770472|XP_030571614.1|DNOV
OG0003796	LOC118512890|XP_035913886.1|ASTE	LOC115764916|XP_030564079.1|DNOV
OG0003797	LOC118510965|XP_035909344.1|ASTE	LOC115769291|XP_030569878.1|DNOV
OG0003798	LOC118510964|XP_035909325.1|ASTE	LOC115762162|XP_030560139.1|DNOV
OG0003799	LOC118510960|XP_035909320.1|ASTE	LOC115758416|XP_030554928.1|DNOV
OG0003800	LOC118511031|XP_035909503.1|ASTE	LOC115763472|XP_030561917.1|DNOV
OG0003801	LOC118511038|XP_035909524.1|ASTE	LOC115763525|XP_030561989.1|DNOV
OG0003802	LOC118510085|XP_035907387.1|ASTE	LOC115763014|XP_030561263.1|DNOV
OG0003803	LOC118513404|XP_035914991.1|ASTE	LOC115764890|XP_030564036.1|DNOV
OG0003804	LOC118513385|XP_035914942.1|ASTE	LOC115763323|XP_030561683.1|DNOV
OG0003805	LOC118513382|XP_035914938.1|ASTE	LOC115765559|XP_030565056.1|DNOV
OG0003806	LOC118513384|XP_035914941.1|ASTE	LOC115759818|XP_030556770.1|DNOV
OG0003807	LOC118513376|XP_035914914.1|ASTE	LOC115759191|XP_030555928.1|DNOV
OG0003808	LOC118512701|XP_035913416.1|ASTE	LOC115771048|XP_030572449.1|DNOV
OG0003809	LOC118512711|XP_035913436.1|ASTE	LOC115759763|XP_030556678.1|DNOV
OG0003810	LOC118512720|XP_035913454.1|ASTE	LOC115757683|XP_030553884.1|DNOV
OG0003811	LOC118509637|XP_035906436.1|ASTE	LOC115758490|XP_030555035.1|DNOV
OG0003812	LOC118509854|XP_035906950.1|ASTE	LOC115759247|XP_030556007.1|DNOV
OG0003813	LOC118511803|XP_035911229.1|ASTE	LOC115759777|XP_030556703.1|DNOV
OG0003814	LOC118513299|XP_035914775.1|ASTE	LOC115765493|XP_030564960.1|DNOV
OG0003815	LOC118513306|XP_035914781.1|ASTE	LOC115771923|XP_030573681.1|DNOV
OG0003816	LOC118510567|XP_035908448.1|ASTE	LOC115769296|XP_030569883.1|DNOV
OG0003817	LOC118508929|XP_035904729.1|ASTE	LOC115763478|XP_030561924.1|DNOV
OG0003818	LOC118511105|XP_035909721.1|ASTE	LOC115758367|XP_030554815.1|DNOV
OG0003819	LOC118511125|XP_035909750.1|ASTE	LOC115759295|XP_030556057.1|DNOV
OG0003820	LOC118513529|XP_035915294.1|ASTE	LOC115766123|XP_030565804.1|DNOV
OG0003821	LOC118513589|XP_035915462.1|ASTE	LOC115759328|XP_030556103.1|DNOV
OG0003822	LOC118510619|XP_035908539.1|ASTE	LOC115758869|XP_030555521.1|DNOV
OG0003823	LOC118513229|XP_035914656.1|ASTE	LOC115759887|XP_030556862.1|DNOV
OG0003824	LOC118513536|XP_035915300.1|ASTE	LOC115763572|XP_030562051.1|DNOV
OG0003825	LOC118513528|XP_035915293.1|ASTE	LOC115763497|XP_030561952.1|DNOV
OG0003826	LOC118509164|XP_035905312.1|ASTE	LOC115760186|XP_030557275.1|DNOV
OG0003827	LOC118511112|XP_035909730.1|ASTE	LOC115763422|XP_030561841.1|DNOV
OG0003828	LOC118511095|XP_035909692.1|ASTE	LOC115763351|XP_030561729.1|DNOV
OG0003829	LOC118511078|XP_035909641.1|ASTE	LOC115769173|XP_030569738.1|DNOV
OG0003830	LOC118513541|XP_035915307.1|ASTE	LOC115758717|XP_030555330.1|DNOV
OG0003831	LOC118513950|XP_035916235.1|ASTE	LOC115761521|XP_030559152.1|DNOV
OG0003832	LOC118513929|XP_035916191.1|ASTE	LOC115759192|XP_030555929.1|DNOV
OG0003833	LOC118513960|XP_035916252.1|ASTE	LOC115759194|XP_030555933.1|DNOV
OG0003834	LOC118513986|XP_035916309.1|ASTE	LOC115759883|XP_030556858.1|DNOV
OG0003835	LOC118511274|XP_035910055.1|ASTE	LOC115763353|XP_030561734.1|DNOV
OG0003836	LOC118513569|XP_035915400.1|ASTE	LOC115758339|XP_030554773.1|DNOV
OG0003837	LOC118513562|XP_035915383.1|ASTE	LOC115759149|XP_030555862.1|DNOV
OG0003838	LOC118513544|XP_035915319.1|ASTE	LOC115759975|XP_030556988.1|DNOV
OG0003839	LOC118511047|XP_035909538.1|ASTE	LOC115769207|XP_030569774.1|DNOV
OG0003840	LOC118513391|XP_035914964.1|ASTE	LOC115762074|XP_030560027.1|DNOV
OG0003841	LOC118504141|XP_035894132.1|ASTE	LOC115758340|XP_030554774.1|DNOV
OG0003842	LOC118513850|XP_035916028.1|ASTE	LOC115763142|XP_030561452.1|DNOV
OG0003843	LOC118513668|XP_035915662.1|ASTE	LOC115769311|XP_030569901.1|DNOV
OG0003844	LOC118512211|XP_035912217.1|ASTE	LOC115763582|XP_030562062.1|DNOV
OG0003845	LOC118513215|XP_035914622.1|ASTE	LOC115759120|XP_030555823.1|DNOV
OG0003846	LOC118509331|XP_035905688.1|ASTE	LOC115763343|XP_030561714.1|DNOV
OG0003847	LOC118514278|XP_035916912.1|ASTE	LOC115763252|XP_030561590.1|DNOV
OG0003848	LOC118512641|XP_035913239.1|ASTE	LOC115771618|XP_030573256.1|DNOV
OG0003849	LOC118513616|XP_035915565.1|ASTE	LOC115761318|XP_030558914.1|DNOV
OG0003850	LOC118514711|XP_035917680.1|ASTE	LOC115769211|XP_030569781.1|DNOV
OG0003851	LOC118513998|XP_035916326.1|ASTE	LOC115762075|XP_030560024.1|DNOV
OG0003852	LOC118513882|XP_035916083.1|ASTE	LOC115760305|XP_030557453.1|DNOV
OG0003853	LOC118511080|XP_035909646.1|ASTE	LOC115761011|XP_030558481.1|DNOV
OG0003854	LOC118511099|XP_035909708.1|ASTE	LOC115758573|XP_030555147.1|DNOV
OG0003855	LOC118511097|XP_035909699.1|ASTE	LOC115758413|XP_030554921.1|DNOV, LOC115758412|XP_030554920.1|DNOV
OG0003856	LOC118511124|XP_035909748.1|ASTE	LOC115759261|XP_030556023.1|DNOV
OG0003857	LOC118511056|XP_035909550.1|ASTE	LOC115765476|XP_030564916.1|DNOV
OG0003858	LOC118503887|XP_035893538.1|ASTE	LOC115769128|XP_030569694.1|DNOV
OG0003859	LOC118513419|XP_035915024.1|ASTE	LOC115758782|XP_030555413.1|DNOV
OG0003860	LOC118513415|XP_035915018.1|ASTE	LOC115762283|XP_030560307.1|DNOV
OG0003861	LOC118511727|XP_035911065.1|ASTE	LOC115763424|XP_030561843.1|DNOV
OG0003862	LOC118511601|XP_035910775.1|ASTE	LOC115758680|XP_030555280.1|DNOV
OG0003863	LOC118511597|XP_035910754.1|ASTE	LOC115763085|XP_030561376.1|DNOV
OG0003864	LOC118511596|XP_035910752.1|ASTE	LOC115763205|XP_030561530.1|DNOV
OG0003865	LOC118511594|XP_035910748.1|ASTE	LOC115759555|XP_030556377.1|DNOV
OG0003866	LOC118510604|XP_035908505.1|ASTE	LOC115763084|XP_030561374.1|DNOV
OG0003867	LOC118511591|XP_035910744.1|ASTE	LOC115759980|XP_030556993.1|DNOV
OG0003868	LOC118511651|XP_035910879.1|ASTE	LOC115768693|XP_030569240.1|DNOV
OG0003869	LOC118511232|XP_035909962.1|ASTE	LOC115759103|XP_030555801.1|DNOV
OG0003870	LOC118510105|XP_035907453.1|ASTE	LOC115767709|XP_030567863.1|DNOV
OG0003871	LOC118514607|XP_035917496.1|ASTE	LOC115758643|XP_030555239.1|DNOV
OG0003872	LOC118513421|XP_035915027.1|ASTE	LOC115761558|XP_030559206.1|DNOV
OG0003873	LOC118513427|XP_035915043.1|ASTE	LOC115768546|XP_030569014.1|DNOV
OG0003874	LOC118513426|XP_035915040.1|ASTE	LOC115763095|XP_030561392.1|DNOV
OG0003875	LOC118513430|XP_035915050.1|ASTE	LOC115763341|XP_030561710.1|DNOV
OG0003876	LOC118509271|XP_035905518.1|ASTE	LOC115758550|XP_030555107.1|DNOV
OG0003877	LOC118509068|XP_035905083.1|ASTE	LOC115763402|XP_030561812.1|DNOV
OG0003878	LOC118509074|XP_035905096.1|ASTE	LOC115758595|XP_030555175.1|DNOV
OG0003879	LOC118509078|XP_035905104.1|ASTE	LOC115762567|XP_030560710.1|DNOV
OG0003880	LOC118509086|XP_035905111.1|ASTE	LOC115770455|XP_030571593.1|DNOV
OG0003881	LOC118508992|XP_035904883.1|ASTE	LOC115760519|XP_030557747.1|DNOV
OG0003882	LOC118508986|XP_035904871.1|ASTE	LOC115762061|XP_030560007.1|DNOV
OG0003883	LOC118513450|XP_035915093.1|ASTE	LOC115765359|XP_030564734.1|DNOV
OG0003884	LOC118509843|XP_035906929.1|ASTE	LOC115769316|XP_030569910.1|DNOV
OG0003885	LOC118511761|XP_035911124.1|ASTE	LOC115763047|XP_030561331.1|DNOV
OG0003886	LOC118511759|XP_035911121.1|ASTE	LOC115763043|XP_030561324.1|DNOV
OG0003887	LOC118509280|XP_035905550.1|ASTE	LOC115758341|XP_030554775.1|DNOV
OG0003888	LOC118514107|XP_035916575.1|ASTE	LOC115761618|XP_030559306.1|DNOV
OG0003889	LOC118512466|XP_035912835.1|ASTE	LOC115758628|XP_030555223.1|DNOV
OG0003890	LOC118513505|XP_035915247.1|ASTE	LOC115771071|XP_030572483.1|DNOV
OG0003891	LOC118513504|XP_035915246.1|ASTE	LOC115769294|XP_030569880.1|DNOV
OG0003893	LOC118512026|XP_035911705.1|ASTE	LOC115769228|XP_030569800.1|DNOV
OG0003894	LOC118513228|XP_035914655.1|ASTE	LOC115763060|XP_030561346.1|DNOV
OG0003895	LOC118509230|XP_035905432.1|ASTE	LOC115765385|XP_030564770.1|DNOV
OG0003896	LOC118510122|XP_035907481.1|ASTE	LOC115758471|XP_030555011.1|DNOV
OG0003897	LOC118510127|XP_035907492.1|ASTE	LOC115759997|XP_030557015.1|DNOV
OG0003898	LOC118511617|XP_035910800.1|ASTE	LOC115763322|XP_030561682.1|DNOV
OG0003899	LOC118509146|XP_035905251.1|ASTE	LOC115765924|XP_030565531.1|DNOV, LOC115765925|XP_030565532.1|DNOV
OG0003900	LOC118513726|XP_035915761.1|ASTE	LOC115765988|XP_030565612.1|DNOV
OG0003901	LOC118513725|XP_035915760.1|ASTE	LOC115765471|XP_030564911.1|DNOV
OG0003902	LOC118513721|XP_035915755.1|ASTE	LOC115765468|XP_030564907.1|DNOV
OG0003903	LOC118513723|XP_035915758.1|ASTE	LOC115758446|XP_030554970.1|DNOV
OG0003904	LOC118513722|XP_035915757.1|ASTE	LOC115758445|XP_030554969.1|DNOV
OG0003905	LOC118513717|XP_035915752.1|ASTE	LOC115761836|XP_030559677.1|DNOV
OG0003907	LOC118510996|XP_035909403.1|ASTE	LOC115765900|XP_030565502.1|DNOV
OG0003908	LOC118511002|XP_035909410.1|ASTE	LOC115765902|XP_030565505.1|DNOV
OG0003909	LOC118511020|XP_035909466.1|ASTE	LOC115762230|XP_030560227.1|DNOV
OG0003910	LOC118511021|XP_035909485.1|ASTE	LOC115762234|XP_030560236.1|DNOV
OG0003911	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE	LOC115768541|XP_030569007.1|DNOV
OG0003912	LOC118509057|XP_035905062.1|ASTE	LOC115763054|XP_030561339.1|DNOV
OG0003913	LOC118514571|XP_035917463.1|ASTE	LOC115769264|XP_030569834.1|DNOV
OG0003915	LOC118514587|XP_035917482.1|ASTE	LOC115768977|XP_030569553.1|DNOV
OG0003916	LOC118514580|XP_035917475.1|ASTE	LOC115758403|XP_030554911.1|DNOV
OG0003917	LOC118512505|XP_035912910.1|ASTE	LOC115765915|XP_030565521.1|DNOV
OG0003918	LOC118512525|XP_035912962.1|ASTE	LOC115760199|XP_030557291.1|DNOV
OG0003919	LOC118514555|XP_035917438.1|ASTE	LOC115758788|XP_030555418.1|DNOV
OG0003920	LOC118514557|XP_035917440.1|ASTE	LOC115762144|XP_030560115.1|DNOV
OG0003921	LOC118509138|XP_035905232.1|ASTE	LOC115763203|XP_030561528.1|DNOV
OG0003922	LOC118509141|XP_035905238.1|ASTE	LOC115758844|XP_030555484.1|DNOV
OG0003923	LOC118512549|XP_035913027.1|ASTE	LOC115766718|XP_030566514.1|DNOV
OG0003924	LOC118512551|XP_035913030.1|ASTE	LOC115760626|XP_030557937.1|DNOV
OG0003925	LOC118512557|XP_035913036.1|ASTE	LOC115758610|XP_030555201.1|DNOV
OG0003926	LOC118512564|XP_035913048.1|ASTE	LOC115758431|XP_030554947.1|DNOV
OG0003927	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE	LOC115760182|XP_030557271.1|DNOV
OG0003928	LOC118513781|XP_035915858.1|ASTE	LOC115759860|XP_030556824.1|DNOV
OG0003929	LOC118513767|XP_035915836.1|ASTE	LOC115759203|XP_030555949.1|DNOV
OG0003930	LOC118511770|XP_035911151.1|ASTE	LOC115760084|XP_030557128.1|DNOV
OG0003931	LOC118511768|XP_035911137.1|ASTE	LOC115759783|XP_030556711.1|DNOV
OG0003932	LOC118508974|XP_035904845.1|ASTE	LOC115760724|XP_030558058.1|DNOV
OG0003933	LOC118513746|XP_035915795.1|ASTE	LOC115768558|XP_030569031.1|DNOV
OG0003934	LOC118513750|XP_035915803.1|ASTE	LOC115758962|XP_030555625.1|DNOV
OG0003935	LOC118513758|XP_035915825.1|ASTE	LOC115760879|XP_030558301.1|DNOV
OG0003936	LOC118513757|XP_035915823.1|ASTE	LOC115760748|XP_030558085.1|DNOV
OG0003937	LOC118513769|XP_035915838.1|ASTE	LOC115762244|XP_030560249.1|DNOV
OG0003938	LOC118514676|XP_035917614.1|ASTE	LOC115759758|XP_030556667.1|DNOV
OG0003939	LOC118514677|XP_035917617.1|ASTE	LOC115758530|XP_030555081.1|DNOV
OG0003940	LOC118514680|XP_035917621.1|ASTE	LOC115758518|XP_030555071.1|DNOV
OG0003941	LOC118514684|XP_035917623.1|ASTE	LOC115760082|XP_030557124.1|DNOV
OG0003942	LOC118514697|XP_035917645.1|ASTE	LOC115758712|XP_030555321.1|DNOV
OG0003943	LOC118514152|XP_035916658.1|ASTE	LOC115758332|XP_030554762.1|DNOV
OG0003944	LOC118513354|XP_035914879.1|ASTE	LOC115759916|XP_030556909.1|DNOV
OG0003945	LOC118508472|XP_035904177.1|ASTE	LOC115760644|XP_030557966.1|DNOV
OG0003946	LOC118513834|XP_035915991.1|ASTE	LOC115763474|XP_030561918.1|DNOV
OG0003947	LOC118512443|XP_035912799.1|ASTE	LOC115763496|XP_030561949.1|DNOV
OG0003948	LOC118512586|XP_035913116.1|ASTE	LOC115760276|XP_030557407.1|DNOV
OG0003949	LOC118510631|XP_035908563.1|ASTE	LOC115760272|XP_030557402.1|DNOV
OG0003950	LOC118510643|XP_035908630.1|ASTE	LOC115758927|XP_030555585.1|DNOV
OG0003951	LOC118510646|XP_035908643.1|ASTE	LOC115759197|XP_030555936.1|DNOV
OG0003952	LOC118512662|XP_035913304.1|ASTE	LOC115758570|XP_030555142.1|DNOV
OG0003953	LOC118511569|XP_035910706.1|ASTE	LOC115760259|XP_030557381.1|DNOV
OG0003954	LOC118514466|XP_035917281.1|ASTE	LOC115762821|XP_030561042.1|DNOV
OG0003955	LOC118510010|XP_035907289.1|ASTE	LOC115763097|XP_030561395.1|DNOV
OG0003956	LOC118514659|XP_035917585.1|ASTE	LOC115767700|XP_030567853.1|DNOV
OG0003957	LOC118514667|XP_035917601.1|ASTE	LOC115770988|XP_030572339.1|DNOV
OG0003958	LOC118514671|XP_035917607.1|ASTE	LOC115766412|XP_030566191.1|DNOV
OG0003959	LOC118511782|XP_035911185.1|ASTE	LOC115762225|XP_030560220.1|DNOV
OG0003960	LOC118509304|XP_035905646.1|ASTE	LOC115767836|XP_030568038.1|DNOV
OG0003961	LOC118514548|XP_035917432.1|ASTE	LOC115758801|XP_030555435.1|DNOV
OG0003962	LOC118512473|XP_035912854.1|ASTE	LOC115758432|XP_030554948.1|DNOV
OG0003963	LOC118514634|XP_035917538.1|ASTE	LOC115763456|XP_030561888.1|DNOV
OG0003964	LOC118514641|XP_035917557.1|ASTE	LOC115760165|XP_030557245.1|DNOV
OG0003965	LOC118514652|XP_035917575.1|ASTE	LOC115760123|XP_030557181.1|DNOV
OG0003966	LOC118511797|XP_035911220.1|ASTE	LOC115758466|XP_030554999.1|DNOV
OG0003967	LOC118513597|XP_035915492.1|ASTE	LOC115760555|XP_030557812.1|DNOV
OG0003968	LOC118513595|XP_035915485.1|ASTE	LOC115761017|XP_030558492.1|DNOV
OG0003969	LOC118512533|XP_035912978.1|ASTE	LOC115759959|XP_030556965.1|DNOV
OG0003970	LOC118513282|XP_035914742.1|ASTE	LOC115765888|XP_030565489.1|DNOV
OG0003971	LOC118512593|XP_035913130.1|ASTE	LOC115759756|XP_030556658.1|DNOV
OG0003972	LOC118512596|XP_035913142.1|ASTE	LOC115770536|XP_030571700.1|DNOV
OG0003973	LOC118512600|XP_035913149.1|ASTE	LOC115762115|XP_030560079.1|DNOV
OG0003974	LOC118513698|XP_035915715.1|ASTE	LOC115758011|XP_030554367.1|DNOV
OG0003975	LOC118513705|XP_035915727.1|ASTE	LOC115763086|XP_030561384.1|DNOV
OG0003976	LOC118513369|XP_035914893.1|ASTE	LOC115763448|XP_030561877.1|DNOV
OG0003977	LOC118513370|XP_035914894.1|ASTE	LOC115763513|XP_030561971.1|DNOV
OG0003978	LOC118512631|XP_035913219.1|ASTE	LOC115769808|XP_030570636.1|DNOV
OG0003979	LOC118512618|XP_035913192.1|ASTE	LOC115765453|XP_030564877.1|DNOV
OG0003980	LOC118512615|XP_035913187.1|ASTE	LOC115766241|XP_030565964.1|DNOV, LOC115766056|XP_030565697.1|DNOV
OG0003981	LOC118510865|XP_035909104.1|ASTE	LOC115765568|XP_030565072.1|DNOV
OG0003982	LOC118510046|XP_035907328.1|ASTE	LOC115769232|XP_030569804.1|DNOV
OG0003984	LOC118512594|XP_035913140.1|ASTE	LOC115759146|XP_030555858.1|DNOV
OG0003985	LOC118513318|XP_035914812.1|ASTE	LOC115759145|XP_030555857.1|DNOV
OG0003986	LOC118508830|XP_035904469.1|ASTE	LOC115760153|XP_030557224.1|DNOV
OG0003987	LOC118513221|XP_035914637.1|ASTE	LOC115759774|XP_030556701.1|DNOV
OG0003988	LOC118513341|XP_035914858.1|ASTE	LOC115758889|XP_030555545.1|DNOV
OG0003989	LOC118509296|XP_035905622.1|ASTE	LOC115760164|XP_030557241.1|DNOV
OG0003990	LOC118509289|XP_035905590.1|ASTE	LOC115759052|XP_030555736.1|DNOV
OG0003991	LOC118509285|XP_035905556.1|ASTE	LOC115763344|XP_030561716.1|DNOV
OG0003992	LOC118509172|XP_035905325.1|ASTE	LOC115763106|XP_030561409.1|DNOV
OG0003993	LOC118509173|XP_035905326.1|ASTE	LOC115760106|XP_030557158.1|DNOV
OG0003994	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE	LOC115764635|XP_030563664.1|DNOV
OG0003995	LOC118509956|XP_035907215.1|ASTE	LOC115760624|XP_030557934.1|DNOV
OG0003996	LOC118508821|XP_035904458.1|ASTE	LOC115760944|XP_030558385.1|DNOV
OG0003997	LOC118513628|XP_035915584.1|ASTE	LOC115759906|XP_030556891.1|DNOV
OG0003998	LOC118510877|XP_035909134.1|ASTE	LOC115759715|XP_030556576.1|DNOV
OG0003999	LOC118510876|XP_035909133.1|ASTE	LOC115758711|XP_030555320.1|DNOV
OG0004000	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE	LOC115767290|XP_030567382.1|DNOV
OG0004001	LOC118513804|XP_035915900.1|ASTE	LOC115760484|XP_030557684.1|DNOV
OG0004002	LOC118513827|XP_035915959.1|ASTE	LOC115763015|XP_030561266.1|DNOV
OG0004003	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE	LOC115758556|XP_030555115.1|DNOV
OG0004004	LOC118510870|XP_035909119.1|ASTE	LOC115758768|XP_030555391.1|DNOV
OG0004005	LOC118510871|XP_035909120.1|ASTE	LOC115765955|XP_030565563.1|DNOV
OG0004006	LOC118514289|XP_035916931.1|ASTE	LOC115762983|XP_030561225.1|DNOV
OG0004007	LOC118514303|XP_035916976.1|ASTE	LOC115759104|XP_030555802.1|DNOV
OG0004008	LOC118513467|XP_035915136.1|ASTE	LOC115758370|XP_030554819.1|DNOV
OG0004009	LOC118512975|XP_035914100.1|ASTE	LOC115758502|XP_030555048.1|DNOV
OG0004010	LOC118514522|XP_035917385.1|ASTE	LOC115769300|XP_030569887.1|DNOV
OG0004011	LOC118511696|XP_035910997.1|ASTE	LOC115763171|XP_030561485.1|DNOV
OG0004012	LOC118511699|XP_035911001.1|ASTE	LOC115772102|XP_030573927.1|DNOV
OG0004013	LOC118512484|XP_035912872.1|ASTE	LOC115769260|XP_030569830.1|DNOV
OG0004014	LOC118512477|XP_035912859.1|ASTE	LOC115770187|XP_030571208.1|DNOV
OG0004015	LOC118512465|XP_035912828.1|ASTE	LOC115758443|XP_030554963.1|DNOV
OG0004016	LOC118509274|XP_035905521.1|ASTE	LOC115763962|XP_030562620.1|DNOV
OG0004017	LOC118513621|XP_035915570.1|ASTE	LOC115765903|XP_030565506.1|DNOV
OG0004018	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE	LOC115762490|XP_030560586.1|DNOV
OG0004019	LOC118513205|XP_035914597.1|ASTE	LOC115759779|XP_030556706.1|DNOV
OG0004020	LOC118509950|XP_035907174.1|ASTE	LOC115758863|XP_030555512.1|DNOV
OG0004021	LOC118511810|XP_035911243.1|ASTE	LOC115759023|XP_030555695.1|DNOV
OG0004022	LOC118514098|XP_035916531.1|ASTE	LOC115758402|XP_030554909.1|DNOV
OG0004023	LOC118514054|XP_035916440.1|ASTE	LOC115767424|XP_030567560.1|DNOV
OG0004024	LOC118512622|XP_035913195.1|ASTE	LOC115760042|XP_030557070.1|DNOV
OG0004025	LOC118510835|XP_035909054.1|ASTE	LOC115760072|XP_030557111.1|DNOV
OG0004026	LOC118510831|XP_035909043.1|ASTE	LOC115759037|XP_030555719.1|DNOV
OG0004027	LOC118510804|XP_035909012.1|ASTE	LOC115764448|XP_030563317.1|DNOV
OG0004028	LOC118510800|XP_035909005.1|ASTE	LOC115763494|XP_030561946.1|DNOV
OG0004029	LOC118510786|XP_035908976.1|ASTE	LOC115763413|XP_030561825.1|DNOV
OG0004030	LOC118510773|XP_035908933.1|ASTE	LOC115758024|XP_030554393.1|DNOV
OG0004031	LOC118510759|XP_035908896.1|ASTE	LOC115759252|XP_030556013.1|DNOV
OG0004032	LOC118510753|XP_035908891.1|ASTE	LOC115763610|XP_030562098.1|DNOV
OG0004033	LOC118510742|XP_035908866.1|ASTE	LOC115763586|XP_030562065.1|DNOV
OG0004034	LOC118514072|XP_035916491.1|ASTE	LOC115766011|XP_030565643.1|DNOV
OG0004035	LOC118514048|XP_035916432.1|ASTE	LOC115758395|XP_030554888.1|DNOV
OG0004036	LOC118514045|XP_035916424.1|ASTE	LOC115763138|XP_030561442.1|DNOV
OG0004037	LOC118514119|XP_035916591.1|ASTE	LOC115758858|XP_030555506.1|DNOV
OG0004038	LOC118514085|XP_035916511.1|ASTE	LOC115765911|XP_030565517.1|DNOV
OG0004039	LOC118514092|XP_035916517.1|ASTE	LOC115759955|XP_030556958.1|DNOV
OG0004040	LOC118513203|XP_035914593.1|ASTE	LOC115759544|XP_030556362.1|DNOV
OG0004041	LOC118513683|XP_035915681.1|ASTE	LOC115765274|XP_030564624.1|DNOV
OG0004043	LOC118514115|XP_035916584.1|ASTE	LOC115760093|XP_030557137.1|DNOV
OG0004044	LOC118510722|XP_035908824.1|ASTE	LOC115768816|XP_030569374.1|DNOV
OG0004045	LOC118510727|XP_035908832.1|ASTE	LOC115763023|XP_030561281.1|DNOV
OG0004046	LOC118510719|XP_035908819.1|ASTE	LOC115765843|XP_030565429.1|DNOV
OG0004047	LOC118510718|XP_035908818.1|ASTE	LOC115759836|XP_030556789.1|DNOV
OG0004048	LOC118510716|XP_035908813.1|ASTE	LOC115768560|XP_030569034.1|DNOV
OG0004049	LOC118510686|XP_035908746.1|ASTE	LOC115758952|XP_030555611.1|DNOV
OG0004050	LOC118510679|XP_035908735.1|ASTE	LOC115759797|XP_030556738.1|DNOV
OG0004052	LOC118512199|XP_035912196.1|ASTE	LOC115766816|XP_030566711.1|DNOV
OG0004053	LOC118505769|XP_035897905.1|ASTE	LOC115762252|XP_030560264.1|DNOV
OG0004054	LOC118512731|XP_035913484.1|ASTE	LOC115767719|XP_030567884.1|DNOV
OG0004055	LOC118505757|XP_035897867.1|ASTE	LOC115761830|XP_030559632.1|DNOV
OG0004056	LOC118505755|XP_035897865.1|ASTE	LOC115764772|XP_030563872.1|DNOV
OG0004057	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE	LOC115769089|XP_030569663.1|DNOV
OG0004058	LOC118507577|XP_035902123.1|ASTE	LOC115769349|XP_030569976.1|DNOV
OG0004059	LOC118506590|XP_035899840.1|ASTE	LOC115763835|XP_030562454.1|DNOV
OG0004060	LOC118511894|XP_035911417.1|ASTE	LOC115765776|XP_030565308.1|DNOV
OG0004061	LOC118506572|XP_035899807.1|ASTE	LOC115766869|XP_030566789.1|DNOV
OG0004062	LOC118506649|XP_035899943.1|ASTE	LOC115767661|XP_030567809.1|DNOV
OG0004063	LOC118506643|XP_035899924.1|ASTE	LOC115766392|XP_030566164.1|DNOV
OG0004064	LOC118506641|XP_035899916.1|ASTE	LOC115771407|XP_030572967.1|DNOV
OG0004065	LOC118506635|XP_035899897.1|ASTE	LOC115758714|XP_030555357.1|DNOV
OG0004066	LOC118506632|XP_035899896.1|ASTE	LOC115764227|XP_030563005.1|DNOV
OG0004067	LOC118506626|XP_035899890.1|ASTE	LOC115768751|XP_030569299.1|DNOV
OG0004068	LOC118506624|XP_035899886.1|ASTE	LOC115770940|XP_030572260.1|DNOV
OG0004069	LOC118506625|XP_035899887.1|ASTE	LOC115770931|XP_030572248.1|DNOV
OG0004070	LOC118506604|XP_035899864.1|ASTE	LOC115767150|XP_030567181.1|DNOV
OG0004071	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE	LOC115770439|XP_030571573.1|DNOV
OG0004072	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE	LOC115770332|XP_030571430.1|DNOV
OG0004073	LOC118505616|XP_035897569.1|ASTE	LOC115768169|XP_030568527.1|DNOV
OG0004074	LOC118505617|XP_035897570.1|ASTE	LOC115761527|XP_030559162.1|DNOV
OG0004075	LOC118504463|XP_035894856.1|ASTE	LOC115764573|XP_030563571.1|DNOV
OG0004076	LOC118508347|XP_035903927.1|ASTE	LOC115764572|XP_030563563.1|DNOV
OG0004077	LOC118517551|XP_035919684.1|ASTE	LOC115759870|XP_030556840.1|DNOV
OG0004078	LOC118517542|XP_035919674.1|ASTE	LOC115765728|XP_030565251.1|DNOV
