Orthogroup	ASTE.longest_only	DERE.longest_only
OG0003826	LOC118509164|XP_035905312.1|ASTE	LOC113564153|XP_026835561.1|DERE, LOC6540701|XP_001968793.1|DERE
OG0003827	LOC118511112|XP_035909730.1|ASTE	LOC6541390|XP_001969301.2|DERE
OG0003828	LOC118511095|XP_035909692.1|ASTE	LOC6542825|XP_001969304.1|DERE
OG0003829	LOC118511078|XP_035909641.1|ASTE	LOC6543505|XP_001969524.1|DERE
OG0003830	LOC118513541|XP_035915307.1|ASTE	LOC6548858|XP_001974046.1|DERE
OG0003831	LOC118513950|XP_035916235.1|ASTE	LOC6555419|XP_001982338.1|DERE
OG0003832	LOC118513929|XP_035916191.1|ASTE	LOC6542522|XP_026835452.1|DERE
OG0003833	LOC118513960|XP_035916252.1|ASTE	LOC6542944|XP_001970073.1|DERE
OG0003834	LOC118513986|XP_035916309.1|ASTE	LOC6542457|XP_026834467.1|DERE
OG0003835	LOC118511274|XP_035910055.1|ASTE	LOC6541824|XP_001968984.2|DERE
OG0003836	LOC118513569|XP_035915400.1|ASTE	LOC6549444|XP_001974309.2|DERE
OG0003837	LOC118513562|XP_035915383.1|ASTE	LOC6549405|XP_001974311.1|DERE
OG0003838	LOC118513544|XP_035915319.1|ASTE	LOC6542875|XP_026834917.1|DERE
OG0003839	LOC118511047|XP_035909538.1|ASTE	LOC6541608|XP_001969625.2|DERE
OG0003840	LOC118513391|XP_035914964.1|ASTE	LOC6543358|XP_001970538.1|DERE
OG0003841	LOC118504141|XP_035894132.1|ASTE	LOC6542466|XP_001968421.1|DERE
OG0003842	LOC118513850|XP_035916028.1|ASTE	LOC6542606|XP_001969882.1|DERE
OG0003843	LOC118513668|XP_035915662.1|ASTE	LOC6540962|XP_026835150.1|DERE
OG0003844	LOC118512211|XP_035912217.1|ASTE	LOC6541766|XP_015014427.1|DERE
OG0003845	LOC118513215|XP_035914622.1|ASTE	LOC6541960|XP_026834826.1|DERE
OG0003846	LOC118509331|XP_035905688.1|ASTE	LOC6541220|XP_026834341.1|DERE
OG0003847	LOC118514278|XP_035916912.1|ASTE	LOC6541654|XP_001969267.2|DERE
OG0003848	LOC118512641|XP_035913239.1|ASTE	LOC6552235|XP_001979800.1|DERE
OG0003849	LOC118513616|XP_035915565.1|ASTE	LOC6541932|XP_001969045.3|DERE
OG0003850	LOC118514711|XP_035917680.1|ASTE	LOC6543498|XP_001969541.1|DERE
OG0003851	LOC118513998|XP_035916326.1|ASTE	LOC6547091|XP_001974930.1|DERE
OG0003852	LOC118513882|XP_035916083.1|ASTE	LOC6543196|XP_026835216.1|DERE
OG0003853	LOC118511080|XP_035909646.1|ASTE	LOC6548754|XP_015012306.1|DERE
OG0003854	LOC118511099|XP_035909708.1|ASTE	LOC6547747|XP_001976256.1|DERE
OG0003855	LOC118511097|XP_035909699.1|ASTE	LOC6547617|XP_001976254.3|DERE
OG0003856	LOC118511124|XP_035909748.1|ASTE	LOC6542996|XP_026834946.1|DERE
OG0003857	LOC118511056|XP_035909550.1|ASTE	LOC6541627|XP_001969029.1|DERE
OG0003858	LOC118503887|XP_035893538.1|ASTE	LOC6550348|XP_026837576.1|DERE
OG0003859	LOC118513419|XP_035915024.1|ASTE	LOC6549260|XP_026837018.1|DERE
OG0003860	LOC118513415|XP_035915018.1|ASTE	LOC6546550|XP_001974564.1|DERE
OG0003861	LOC118511727|XP_035911065.1|ASTE	LOC6543341|XP_001968453.1|DERE
OG0003862	LOC118511601|XP_035910775.1|ASTE	LOC6541881|XP_015014482.1|DERE
OG0003863	LOC118511597|XP_035910754.1|ASTE	LOC6543165|XP_001969281.1|DERE
OG0003864	LOC118511596|XP_035910752.1|ASTE	LOC6542107|XP_015015015.1|DERE
OG0003865	LOC118511594|XP_035910748.1|ASTE	LOC6554312|XP_001981743.1|DERE
OG0003866	LOC118510604|XP_035908505.1|ASTE	LOC6549051|XP_026836703.1|DERE
OG0003867	LOC118511591|XP_035910744.1|ASTE	LOC26526993|XP_015012893.1|DERE
OG0003868	LOC118511651|XP_035910879.1|ASTE	LOC6542023|XP_001969454.2|DERE
OG0003869	LOC118511232|XP_035909962.1|ASTE	LOC6542846|XP_001968554.1|DERE
OG0003870	LOC118510105|XP_035907453.1|ASTE	LOC6549289|XP_015012073.1|DERE
OG0003871	LOC118514607|XP_035917496.1|ASTE	LOC6541804|XP_001969753.1|DERE
OG0003872	LOC118513421|XP_035915027.1|ASTE	LOC6546735|XP_001974528.1|DERE
OG0003873	LOC118513427|XP_035915043.1|ASTE	LOC6548786|XP_001974065.1|DERE
OG0003874	LOC118513426|XP_035915040.1|ASTE	LOC6548903|XP_026837113.1|DERE
OG0003875	LOC118513430|XP_035915050.1|ASTE	LOC6543210|XP_026834326.1|DERE
OG0003876	LOC118509271|XP_035905518.1|ASTE	LOC6543423|XP_001968304.1|DERE
OG0003877	LOC118509068|XP_035905083.1|ASTE	LOC6542063|XP_001968994.3|DERE
OG0003878	LOC118509074|XP_035905096.1|ASTE	LOC6549259|XP_015012068.1|DERE
OG0003879	LOC118509078|XP_035905104.1|ASTE	LOC26527079|XP_015014392.1|DERE
OG0003880	LOC118509086|XP_035905111.1|ASTE	LOC6543786|XP_026833061.1|DERE
OG0003881	LOC118508992|XP_035904883.1|ASTE	LOC6548566|XP_001976638.1|DERE
OG0003882	LOC118508986|XP_035904871.1|ASTE	LOC6542053|XP_026834763.1|DERE
OG0003883	LOC118513450|XP_035915093.1|ASTE	LOC6550310|XP_026838319.1|DERE
OG0003884	LOC118509843|XP_035906929.1|ASTE	LOC6540931|XP_001969582.1|DERE
OG0003885	LOC118511761|XP_035911124.1|ASTE	LOC6540878|XP_001970032.1|DERE
OG0003886	LOC118511759|XP_035911121.1|ASTE	LOC6540879|XP_001970031.2|DERE
OG0003887	LOC118509280|XP_035905550.1|ASTE	LOC6542611|XP_001968422.2|DERE
OG0003888	LOC118514107|XP_035916575.1|ASTE	LOC6555133|XP_015008857.1|DERE
OG0003889	LOC118512466|XP_035912835.1|ASTE	LOC6541027|XP_001968259.1|DERE
OG0003890	LOC118513505|XP_035915247.1|ASTE	LOC6546472|XP_001971753.1|DERE
OG0003891	LOC118513504|XP_035915246.1|ASTE	LOC6542239|XP_001969575.1|DERE
OG0003892	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE	LOC6543770|XP_001971198.1|DERE
OG0003893	LOC118512026|XP_035911705.1|ASTE	LOC6549648|XP_001974253.1|DERE
OG0003894	LOC118513228|XP_035914655.1|ASTE	LOC6542684|XP_001969976.1|DERE
OG0003895	LOC118509230|XP_035905432.1|ASTE	LOC6547649|XP_001974983.1|DERE
OG0003896	LOC118510122|XP_035907481.1|ASTE	LOC6547646|XP_015012205.2|DERE
OG0003897	LOC118510127|XP_035907492.1|ASTE	LOC6548150|XP_001975224.1|DERE
OG0003898	LOC118511617|XP_035910800.1|ASTE	LOC6549155|XP_001974284.2|DERE
OG0003899	LOC118509146|XP_035905251.1|ASTE	LOC6540774|XP_001968175.1|DERE
OG0003900	LOC118513726|XP_035915761.1|ASTE	LOC6542964|XP_026834033.1|DERE
OG0003901	LOC118513725|XP_035915760.1|ASTE	LOC6542768|XP_001969028.1|DERE
OG0003902	LOC118513721|XP_035915755.1|ASTE	LOC6541494|XP_026834581.1|DERE
OG0003903	LOC118513723|XP_035915758.1|ASTE	LOC6542137|XP_001969675.1|DERE
OG0003904	LOC118513722|XP_035915757.1|ASTE	LOC6543130|XP_001969676.1|DERE
OG0003905	LOC118513717|XP_035915752.1|ASTE	LOC6554488|XP_001981933.1|DERE
OG0003907	LOC118510996|XP_035909403.1|ASTE	LOC6543143|XP_001968223.2|DERE
OG0003908	LOC118511002|XP_035909410.1|ASTE	LOC6543357|XP_001968224.2|DERE
OG0003909	LOC118511020|XP_035909466.1|ASTE	LOC6547245|XP_001976131.1|DERE
OG0003910	LOC118511021|XP_035909485.1|ASTE	LOC6553313|XP_001979210.1|DERE
OG0003911	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE	LOC6543406|XP_001968719.1|DERE
OG0003912	LOC118509057|XP_035905062.1|ASTE	LOC6542471|XP_001968982.1|DERE
OG0003913	LOC118514571|XP_035917463.1|ASTE	LOC6540737|XP_015014424.1|DERE
OG0003914	LOC118514558|XP_035917441.1|ASTE	LOC6543116|XP_001969859.1|DERE
OG0003915	LOC118514587|XP_035917482.1|ASTE	LOC26527051|XP_026837507.1|DERE
OG0003916	LOC118514580|XP_035917475.1|ASTE	LOC6541814|XP_001969036.2|DERE
OG0003917	LOC118512505|XP_035912910.1|ASTE	LOC6540683|XP_001968806.3|DERE
OG0003918	LOC118512525|XP_035912962.1|ASTE	LOC6541581|XP_001969789.1|DERE
OG0003919	LOC118514555|XP_035917438.1|ASTE	LOC6541020|XP_001968529.1|DERE
OG0003920	LOC118514557|XP_035917440.1|ASTE	LOC6546659|XP_001974502.1|DERE
OG0003921	LOC118509138|XP_035905232.1|ASTE	LOC6548883|XP_026836841.1|DERE
OG0003922	LOC118509141|XP_035905238.1|ASTE	LOC6542726|XP_001969869.1|DERE
OG0003923	LOC118512549|XP_035913027.1|ASTE	LOC6555818|XP_001982735.1|DERE
OG0003924	LOC118512551|XP_035913030.1|ASTE	LOC6549357|XP_001975786.1|DERE
OG0003925	LOC118512557|XP_035913036.1|ASTE	LOC6540695|XP_026834023.1|DERE
OG0003926	LOC118512564|XP_035913048.1|ASTE	LOC6540592|XP_001968762.1|DERE
OG0003927	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE	LOC6542993|XP_001968372.1|DERE
OG0003928	LOC118513781|XP_035915858.1|ASTE	LOC6543307|XP_001969214.1|DERE
OG0003929	LOC118513767|XP_035915836.1|ASTE	LOC6541978|XP_001969863.1|DERE
OG0003930	LOC118511770|XP_035911151.1|ASTE	LOC6542007|XP_001970101.1|DERE
OG0003931	LOC118511768|XP_035911137.1|ASTE	LOC6541087|XP_026834775.1|DERE
OG0003932	LOC118508974|XP_035904845.1|ASTE	LOC6543217|XP_015014578.1|DERE
OG0003933	LOC118513746|XP_035915795.1|ASTE	LOC6543509|XP_001968714.1|DERE
OG0003934	LOC118513750|XP_035915803.1|ASTE	LOC6543093|XP_001969228.1|DERE
OG0003935	LOC118513758|XP_035915825.1|ASTE	LOC6548753|XP_001975438.1|DERE
OG0003936	LOC118513757|XP_035915823.1|ASTE	LOC6548752|XP_001975437.1|DERE
OG0003937	LOC118513769|XP_035915838.1|ASTE	LOC6541761|XP_001970545.1|DERE
OG0003938	LOC118514676|XP_035917614.1|ASTE	LOC6540624|XP_026834604.1|DERE
OG0003939	LOC118514677|XP_035917617.1|ASTE	LOC6540658|XP_001968780.1|DERE
OG0003940	LOC118514680|XP_035917621.1|ASTE	LOC6540753|XP_001968743.1|DERE
OG0003941	LOC118514684|XP_035917623.1|ASTE	LOC6540873|XP_001968746.1|DERE
OG0003942	LOC118514697|XP_035917645.1|ASTE	LOC6542356|XP_001970211.1|DERE
OG0003943	LOC118514152|XP_035916658.1|ASTE	LOC6540610|XP_001968751.1|DERE
OG0003944	LOC118513354|XP_035914879.1|ASTE	LOC6542202|XP_001969741.1|DERE
OG0003945	LOC118508472|XP_035904177.1|ASTE	LOC6547882|XP_001976426.1|DERE
OG0003946	LOC118513834|XP_035915991.1|ASTE	LOC6549446|XP_001974268.1|DERE
OG0003947	LOC118512443|XP_035912799.1|ASTE	LOC6549151|XP_001974280.1|DERE
OG0003948	LOC118512586|XP_035913116.1|ASTE	LOC6549249|XP_001974434.1|DERE
OG0003949	LOC118510631|XP_035908563.1|ASTE	LOC6549247|XP_001974432.2|DERE
OG0003950	LOC118510643|XP_035908630.1|ASTE	LOC6543455|XP_001969509.1|DERE
OG0003951	LOC118510646|XP_035908643.1|ASTE	LOC6540664|XP_001968878.1|DERE
OG0003952	LOC118512662|XP_035913304.1|ASTE	LOC6541752|XP_001969844.1|DERE
OG0003953	LOC118511569|XP_035910706.1|ASTE	LOC6542728|XP_001970081.1|DERE
OG0003954	LOC118514466|XP_035917281.1|ASTE	LOC6543826|XP_001971876.1|DERE
OG0003955	LOC118510010|XP_035907289.1|ASTE	LOC6542845|XP_001969477.2|DERE
OG0003956	LOC118514659|XP_035917585.1|ASTE	LOC6549290|XP_026835699.1|DERE
OG0003957	LOC118514667|XP_035917601.1|ASTE	LOC6544775|XP_001971681.2|DERE, LOC113563875|XP_026832334.1|DERE, LOC6544777|XP_001971683.1|DERE
OG0003958	LOC118514671|XP_035917607.1|ASTE	LOC6550556|XP_015011240.1|DERE
OG0003959	LOC118511782|XP_035911185.1|ASTE	LOC6547608|XP_001974968.2|DERE
OG0003960	LOC118509304|XP_035905646.1|ASTE	LOC6549689|XP_001978722.1|DERE
OG0003961	LOC118514548|XP_035917432.1|ASTE	LOC6541187|XP_026835167.1|DERE
OG0003962	LOC118512473|XP_035912854.1|ASTE	LOC6540700|XP_001968767.1|DERE
OG0003963	LOC118514634|XP_035917538.1|ASTE	LOC6549378|XP_001974298.1|DERE
OG0003964	LOC118514641|XP_035917557.1|ASTE	LOC6542499|XP_001968560.1|DERE
OG0003965	LOC118514652|XP_035917575.1|ASTE	LOC6542018|XP_026835315.1|DERE
OG0003966	LOC118511797|XP_035911220.1|ASTE	LOC6548517|XP_026838687.1|DERE
OG0003967	LOC118513597|XP_035915492.1|ASTE	LOC6547977|XP_026837090.1|DERE
OG0003968	LOC118513595|XP_035915485.1|ASTE	LOC6547975|XP_026835688.1|DERE
OG0003969	LOC118512533|XP_035912978.1|ASTE	LOC6548136|XP_001975228.1|DERE
OG0003970	LOC118513282|XP_035914742.1|ASTE	LOC6540789|XP_001968172.1|DERE
OG0003971	LOC118512593|XP_035913130.1|ASTE	LOC6541256|XP_026835152.1|DERE
OG0003972	LOC118512596|XP_035913142.1|ASTE	LOC6545901|XP_001972793.2|DERE
OG0003973	LOC118512600|XP_035913149.1|ASTE	LOC6548433|XP_001976685.1|DERE
OG0003974	LOC118513698|XP_035915715.1|ASTE	LOC6546924|XP_001975995.1|DERE
OG0003975	LOC118513705|XP_035915727.1|ASTE	LOC6542747|XP_026834251.1|DERE
OG0003976	LOC118513369|XP_035914893.1|ASTE	LOC6549201|XP_001974240.1|DERE
OG0003977	LOC118513370|XP_035914894.1|ASTE	LOC6541146|XP_001969633.1|DERE
OG0003978	LOC118512631|XP_035913219.1|ASTE	LOC6545255|XP_001973312.1|DERE
OG0003979	LOC118512618|XP_035913192.1|ASTE	LOC6541570|XP_001969963.1|DERE
OG0003980	LOC118512615|XP_035913187.1|ASTE	LOC6553166|XP_001980026.1|DERE
OG0003981	LOC118510865|XP_035909104.1|ASTE	LOC6541665|XP_001969736.1|DERE
OG0003982	LOC118510046|XP_035907328.1|ASTE	LOC6549647|XP_026836840.1|DERE
OG0003984	LOC118512594|XP_035913140.1|ASTE	LOC6549440|XP_001974305.1|DERE
OG0003985	LOC118513318|XP_035914812.1|ASTE	LOC26527013|XP_015012897.1|DERE
OG0003986	LOC118508830|XP_035904469.1|ASTE	LOC6543046|XP_001970146.2|DERE
OG0003987	LOC118513221|XP_035914637.1|ASTE	LOC6542815|XP_015014508.1|DERE
OG0003988	LOC118513341|XP_035914858.1|ASTE	LOC6540642|XP_026834780.1|DERE
OG0003989	LOC118509296|XP_035905622.1|ASTE	LOC6542524|XP_001969762.1|DERE
OG0003990	LOC118509289|XP_035905590.1|ASTE	LOC6543402|XP_001968934.1|DERE
OG0003991	LOC118509285|XP_035905556.1|ASTE	LOC6543525|XP_026834628.1|DERE
OG0003992	LOC118509172|XP_035905325.1|ASTE	LOC6543458|XP_026835349.1|DERE
OG0003993	LOC118509173|XP_035905326.1|ASTE	LOC6540639|XP_001968669.1|DERE
OG0003994	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE	LOC6555036|XP_001981407.1|DERE
OG0003995	LOC118509956|XP_035907215.1|ASTE	LOC6549358|XP_001975787.1|DERE
OG0003996	LOC118508821|XP_035904458.1|ASTE	LOC6540744|XP_001970391.1|DERE
OG0003997	LOC118513628|XP_035915584.1|ASTE	LOC6542108|XP_026834060.1|DERE
OG0003998	LOC118510877|XP_035909134.1|ASTE	LOC6549208|XP_026838706.1|DERE
OG0003999	LOC118510876|XP_035909133.1|ASTE	LOC6549207|XP_001973867.3|DERE, LOC6556163|XP_001983016.2|DERE
OG0004000	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE	LOC6549940|XP_001977398.1|DERE
OG0004001	LOC118513804|XP_035915900.1|ASTE	LOC6548120|XP_001976534.1|DERE
OG0004002	LOC118513827|XP_035915959.1|ASTE	LOC6548910|XP_001974177.1|DERE
OG0004003	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE	LOC6542646|XP_015014465.1|DERE
OG0004004	LOC118510870|XP_035909119.1|ASTE	LOC6541592|XP_015014534.1|DERE
OG0004005	LOC118510871|XP_035909120.1|ASTE	LOC6542550|XP_026835178.1|DERE
OG0004006	LOC118514289|XP_035916931.1|ASTE	LOC6548889|XP_001974131.1|DERE
OG0004007	LOC118514303|XP_035916976.1|ASTE	LOC6542632|XP_001968553.1|DERE
OG0004008	LOC118513467|XP_035915136.1|ASTE	LOC6540871|XP_026835282.1|DERE
OG0004009	LOC118512975|XP_035914100.1|ASTE	LOC6542811|XP_001968407.1|DERE
OG0004010	LOC118514522|XP_035917385.1|ASTE	LOC6540778|XP_015014961.1|DERE
OG0004011	LOC118511696|XP_035910997.1|ASTE	LOC6540773|XP_026835083.1|DERE
OG0004012	LOC118511699|XP_035911001.1|ASTE	LOC6555116|XP_001982258.1|DERE
OG0004013	LOC118512484|XP_035912872.1|ASTE	LOC6543450|XP_001969538.1|DERE
OG0004014	LOC118512477|XP_035912859.1|ASTE	LOC6545902|XP_001972794.2|DERE
OG0004015	LOC118512465|XP_035912828.1|ASTE	LOC6541621|XP_001969673.1|DERE
OG0004016	LOC118509274|XP_035905521.1|ASTE	LOC6542151|XP_026834019.1|DERE
OG0004017	LOC118513621|XP_035915570.1|ASTE	LOC6541991|XP_001968664.1|DERE
OG0004018	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE	LOC6541899|XP_001970676.1|DERE
OG0004019	LOC118513205|XP_035914597.1|ASTE	LOC6546914|XP_001974117.1|DERE
OG0004020	LOC118509950|XP_035907174.1|ASTE	LOC6541030|XP_026834736.1|DERE
OG0004021	LOC118511810|XP_035911243.1|ASTE	LOC6541675|XP_001968509.1|DERE
OG0004022	LOC118514098|XP_035916531.1|ASTE	LOC6541993|XP_026834665.1|DERE
OG0004023	LOC118514054|XP_035916440.1|ASTE	LOC6547495|XP_001974837.2|DERE
OG0004024	LOC118512622|XP_035913195.1|ASTE	LOC6547500|XP_015011566.1|DERE
OG0004025	LOC118510835|XP_035909054.1|ASTE	LOC6542614|XP_001969353.1|DERE
OG0004026	LOC118510831|XP_035909043.1|ASTE	LOC6541292|XP_026835019.1|DERE
OG0004027	LOC118510804|XP_035909012.1|ASTE	LOC26526704|XP_026835908.1|DERE
OG0004028	LOC118510800|XP_035909005.1|ASTE	LOC6540788|XP_001968843.1|DERE
OG0004029	LOC118510786|XP_035908976.1|ASTE	LOC6542883|XP_026835043.1|DERE
OG0004030	LOC118510773|XP_035908933.1|ASTE	LOC6548008|XP_015012673.1|DERE
OG0004031	LOC118510759|XP_035908896.1|ASTE	LOC6541463|XP_001969758.1|DERE
OG0004032	LOC118510753|XP_035908891.1|ASTE	LOC6548622|XP_001973862.1|DERE
OG0004033	LOC118510742|XP_035908866.1|ASTE	LOC6541469|XP_026835443.1|DERE
OG0004034	LOC118514072|XP_035916491.1|ASTE	LOC6549263|XP_015012069.1|DERE
OG0004035	LOC118514048|XP_035916432.1|ASTE	LOC6540684|XP_001968750.1|DERE
OG0004036	LOC118514045|XP_035916424.1|ASTE	LOC6542418|XP_026834288.1|DERE
OG0004037	LOC118514119|XP_035916591.1|ASTE	LOC6541133|XP_001969692.1|DERE
OG0004038	LOC118514085|XP_035916511.1|ASTE	LOC6543024|XP_001968227.1|DERE
OG0004039	LOC118514092|XP_035916517.1|ASTE	LOC6542857|XP_001968399.2|DERE
OG0004040	LOC118513203|XP_035914593.1|ASTE	LOC6547540|XP_001976306.1|DERE
OG0004041	LOC118513683|XP_035915681.1|ASTE	LOC6549820|XP_001977343.1|DERE
OG0004043	LOC118514115|XP_035916584.1|ASTE	LOC6542326|XP_001969929.1|DERE
OG0004044	LOC118510722|XP_035908824.1|ASTE	LOC6551628|XP_001978558.1|DERE
OG0004045	LOC118510727|XP_035908832.1|ASTE	LOC6541762|XP_001969890.1|DERE
OG0004046	LOC118510719|XP_035908819.1|ASTE	LOC6540769|XP_001968184.1|DERE
OG0004047	LOC118510718|XP_035908818.1|ASTE	LOC6541813|XP_001969780.1|DERE
OG0004048	LOC118510716|XP_035908813.1|ASTE	LOC113564084|XP_026834657.1|DERE, LOC6543510|XP_001968725.1|DERE
OG0004049	LOC118510686|XP_035908746.1|ASTE	LOC6541071|XP_001968133.1|DERE
OG0004050	LOC118510679|XP_035908735.1|ASTE	LOC6549343|XP_001974323.2|DERE
OG0004052	LOC118512199|XP_035912196.1|ASTE	LOC6550055|XP_026838061.1|DERE
OG0004053	LOC118505769|XP_035897905.1|ASTE	LOC6547113|XP_001976104.1|DERE
OG0004054	LOC118512731|XP_035913484.1|ASTE	LOC6549297|XP_026836201.1|DERE
OG0004055	LOC118505757|XP_035897867.1|ASTE	LOC6552057|XP_001980693.1|DERE
OG0004056	LOC118505755|XP_035897865.1|ASTE	LOC6552019|XP_001978784.1|DERE
OG0004057	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE	LOC6545759|XP_001973403.1|DERE
OG0004058	LOC118507577|XP_035902123.1|ASTE	LOC6543747|XP_001971706.1|DERE
OG0004059	LOC118506590|XP_035899840.1|ASTE	LOC6553408|XP_001979261.1|DERE
OG0004060	LOC118511894|XP_035911417.1|ASTE	LOC6551827|XP_026832110.1|DERE
OG0004061	LOC118506572|XP_035899807.1|ASTE	LOC6551260|XP_026838839.1|DERE
OG0004062	LOC118506649|XP_035899943.1|ASTE	LOC6546030|XP_026832399.1|DERE
OG0004063	LOC118506643|XP_035899924.1|ASTE	LOC6555605|XP_001982657.1|DERE
OG0004064	LOC118506641|XP_035899916.1|ASTE	LOC6544884|XP_001973148.1|DERE
OG0004065	LOC118506635|XP_035899897.1|ASTE	LOC6548170|XP_015011794.1|DERE
OG0004066	LOC118506632|XP_035899896.1|ASTE	LOC6549165|XP_001975615.1|DERE
OG0004067	LOC118506626|XP_035899890.1|ASTE	LOC6551324|XP_001977089.1|DERE
OG0004068	LOC118506624|XP_035899886.1|ASTE	LOC6552451|XP_001980869.1|DERE
OG0004069	LOC118506625|XP_035899887.1|ASTE	LOC6552450|XP_026831791.1|DERE
OG0004070	LOC118506604|XP_035899864.1|ASTE	LOC6546235|XP_001971793.3|DERE
OG0004071	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE	LOC6545149|XP_001971579.1|DERE
OG0004072	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE	LOC6545148|XP_001971578.3|DERE
OG0004073	LOC118505616|XP_035897569.1|ASTE	LOC6550217|XP_001977612.2|DERE
OG0004074	LOC118505617|XP_035897570.1|ASTE	LOC6546694|XP_001974510.3|DERE
OG0004075	LOC118504463|XP_035894856.1|ASTE	LOC6549642|XP_001975760.1|DERE
OG0004076	LOC118508347|XP_035903927.1|ASTE	LOC6549644|XP_015012463.1|DERE
OG0004077	LOC118517551|XP_035919684.1|ASTE	LOC6542776|XP_001970234.1|DERE
OG0004078	LOC118517542|XP_035919674.1|ASTE	LOC6554406|XP_001981702.1|DERE
OG0004079	LOC118517524|XP_035919646.1|ASTE	LOC6554499|XP_015008983.1|DERE, LOC6551464|XP_001978545.1|DERE
OG0004080	LOC118504862|XP_035895791.1|ASTE	LOC6548428|XP_001975339.1|DERE
OG0004081	LOC118505285|XP_035896759.1|ASTE	LOC6549106|XP_026836589.1|DERE
OG0004082	LOC118505657|XP_035897641.1|ASTE	LOC6547817|XP_001975004.1|DERE
OG0004083	LOC118505659|XP_035897643.1|ASTE	LOC6555006|XP_001982061.2|DERE
OG0004084	LOC118505660|XP_035897645.1|ASTE	LOC6545341|XP_001973356.2|DERE
OG0004085	LOC118505682|XP_035897708.1|ASTE	LOC6552490|XP_001979839.1|DERE
OG0004086	LOC118504924|XP_035895902.1|ASTE	LOC6554686|XP_001981566.3|DERE
OG0004087	LOC118506727|XP_035900157.1|ASTE	LOC6551497|XP_001977192.1|DERE
OG0004088	LOC118502764|XP_035891241.1|ASTE, LOC118502890|XP_035891501.1|ASTE	LOC6554907|XP_001981592.1|DERE
OG0004089	LOC118505535|XP_035897343.1|ASTE	LOC6551626|XP_026837544.1|DERE
OG0004090	LOC118505503|XP_035897264.1|ASTE	LOC6554842|XP_001982006.1|DERE
OG0004092	LOC118505513|XP_035897305.1|ASTE	LOC6551552|XP_001978500.1|DERE
OG0004095	LOC118504505|XP_035894925.1|ASTE	LOC6553822|XP_001980517.2|DERE
OG0004096	LOC118504495|XP_035894911.1|ASTE	LOC6554685|XP_026831829.1|DERE
OG0004097	LOC118507624|XP_035902239.1|ASTE	LOC6544938|XP_001972613.1|DERE
OG0004098	LOC118507620|XP_035902231.1|ASTE	LOC6552494|XP_001979843.1|DERE
OG0004099	LOC118507116|XP_035901013.1|ASTE	LOC6551758|XP_026832016.1|DERE
OG0004100	LOC118507121|XP_035901019.1|ASTE	LOC6552101|XP_001978871.1|DERE
OG0004101	LOC118507123|XP_035901024.1|ASTE	LOC6552336|XP_001978873.1|DERE
OG0004102	LOC118507136|XP_035901059.1|ASTE	LOC6552337|XP_015009549.1|DERE
OG0004103	LOC118507135|XP_035901057.1|ASTE	LOC6554408|XP_001981704.1|DERE
OG0004104	LOC118507137|XP_035901060.1|ASTE	LOC6554444|XP_001982142.2|DERE
OG0004105	LOC118505647|XP_035897622.1|ASTE	LOC6544886|XP_001973150.1|DERE
OG0004106	LOC118504714|XP_035895444.1|ASTE	LOC6543881|XP_001973640.1|DERE
OG0004107	LOC118504704|XP_035895430.1|ASTE	LOC6546136|XP_001971302.1|DERE
OG0004108	LOC118504697|XP_035895418.1|ASTE	LOC6553161|XP_026831963.1|DERE
OG0004109	LOC118504699|XP_035895421.1|ASTE	LOC6554832|XP_001982005.1|DERE
OG0004110	LOC118504700|XP_035895422.1|ASTE	LOC6544290|XP_001973718.1|DERE
OG0004111	LOC118504576|XP_035895110.1|ASTE	LOC6554575|XP_001981763.1|DERE
OG0004112	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE	LOC6554133|XP_015008990.1|DERE
OG0004113	LOC118504955|XP_035895968.1|ASTE	LOC6549950|XP_001978689.1|DERE
OG0004114	LOC118517584|XP_035919752.1|ASTE	LOC6551294|XP_001977000.1|DERE
OG0004115	LOC118517578|XP_035919727.1|ASTE	LOC6551292|XP_026838559.1|DERE
OG0004116	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE	LOC6554580|XP_001981768.1|DERE
OG0004117	LOC118506503|XP_035899611.1|ASTE	LOC6552060|XP_001979716.1|DERE
OG0004118	LOC118505320|XP_035896858.1|ASTE	LOC6546744|XP_001974537.1|DERE
OG0004119	LOC118517516|XP_035919634.1|ASTE	LOC6551744|XP_001979694.1|DERE
OG0004120	LOC118503648|XP_035893057.1|ASTE	LOC6553047|XP_001980035.3|DERE
