Orthogroup	ASTE.longest_only	AEAL.longest_only
OG0003784	LOC118511975|XP_035911604.1|ASTE	LOC109415103|XP_019544508.2|AEAL, LOC109415011|XP_029728993.1|AEAL
OG0003785	LOC118511956|XP_035911567.1|ASTE	LOC109417245|XP_019546902.1|AEAL
OG0003786	LOC118511948|XP_035911550.1|ASTE	LOC109407036|XP_019535598.2|AEAL
OG0003787	LOC118511987|XP_035911620.1|ASTE	LOC109407042|XP_019535609.1|AEAL
OG0003788	LOC118512243|XP_035912280.1|ASTE	LOC115268570|XP_029732540.1|AEAL, LOC115268572|XP_029732545.1|AEAL, LOC115253885|XP_029732544.1|AEAL, LOC109425646|XP_029716921.1|AEAL
OG0003789	LOC118512237|XP_035912265.1|ASTE	LOC109398163|XP_029732839.1|AEAL
OG0003790	LOC118512234|XP_035912260.1|ASTE	LOC109415369|XP_029732830.1|AEAL
OG0003791	LOC118503298|XP_035892301.1|ASTE	LOC109416672|XP_029732853.1|AEAL
OG0003792	LOC118508552|XP_035904336.1|ASTE	LOC109411530|XP_029709936.1|AEAL, LOC109421725|XP_029709933.1|AEAL
OG0003793	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE	LOC109414483|XP_019543873.2|AEAL
OG0003794	LOC118509619|XP_035906352.1|ASTE	LOC109414495|XP_029728236.1|AEAL, LOC109421421|XP_019551451.2|AEAL
OG0003795	LOC118509678|XP_035906606.1|ASTE	LOC109421368|XP_029728239.1|AEAL, LOC109414477|XP_029728207.1|AEAL
OG0003796	LOC118512890|XP_035913886.1|ASTE	LOC109414474|XP_019543857.2|AEAL, LOC109622271|XP_029728251.1|AEAL, LOC115266316|XP_029728179.1|AEAL
OG0003797	LOC118510965|XP_035909344.1|ASTE	LOC109622542|XP_029728129.1|AEAL, LOC109414444|XP_029728153.1|AEAL, LOC115266333|XP_029728287.1|AEAL
OG0003798	LOC118510964|XP_035909325.1|ASTE	LOC109414441|XP_029728289.1|AEAL, LOC115266296|XP_029728138.1|AEAL, LOC109621322|XP_029728144.1|AEAL
OG0003799	LOC118510960|XP_035909320.1|ASTE	LOC109414437|XP_019543798.2|AEAL, LOC109622537|XP_019932476.2|AEAL
OG0003800	LOC118511031|XP_035909503.1|ASTE	LOC109428283|XP_019559559.2|AEAL, LOC109404735|XP_019533206.1|AEAL
OG0003801	LOC118511038|XP_035909524.1|ASTE	LOC109428273|XP_029728468.1|AEAL, LOC115266345|XP_029728321.1|AEAL
OG0003802	LOC118510085|XP_035907387.1|ASTE	LOC109428266|XP_019559544.1|AEAL, LOC115256043|XP_029710154.1|AEAL
OG0003803	LOC118513404|XP_035914991.1|ASTE	LOC109428268|XP_019559548.1|AEAL, LOC109427835|XP_019558963.1|AEAL
OG0003804	LOC118513385|XP_035914942.1|ASTE	LOC115266350|XP_029728342.1|AEAL, LOC109427931|XP_029710135.1|AEAL
OG0003805	LOC118513382|XP_035914938.1|ASTE	LOC115266367|XP_029728442.1|AEAL, LOC109428250|XP_029728443.1|AEAL, LOC109427929|XP_019559121.1|AEAL
OG0003806	LOC118513384|XP_035914941.1|ASTE	LOC115266368|XP_029728445.1|AEAL, LOC109427928|XP_029728462.1|AEAL, LOC109428249|XP_029728352.1|AEAL
OG0003807	LOC118513376|XP_035914914.1|ASTE	LOC109428240|XP_029728363.1|AEAL, LOC109427921|XP_029728463.1|AEAL, LOC115253791|XP_029728467.1|AEAL
OG0003808	LOC118512701|XP_035913416.1|ASTE	LOC109428200|XP_029728408.1|AEAL
OG0003809	LOC118512711|XP_035913436.1|ASTE	LOC109428199|XP_029728418.1|AEAL
OG0003810	LOC118512720|XP_035913454.1|ASTE	LOC109428182|XP_029734295.1|AEAL, LOC109427875|XP_029728439.1|AEAL
OG0003811	LOC118509637|XP_035906436.1|ASTE	LOC109424312|XP_029714951.1|AEAL, LOC115253500|XP_029714941.1|AEAL
OG0003812	LOC118509854|XP_035906950.1|ASTE	LOC109433229|XP_029714793.1|AEAL
OG0003813	LOC118511803|XP_035911229.1|ASTE	LOC115258561|XP_029714601.1|AEAL, LOC109622900|XP_019932916.2|AEAL, LOC115258584|XP_029714685.1|AEAL
OG0003814	LOC118513299|XP_035914775.1|ASTE	LOC115258139|XP_029714042.1|AEAL, LOC109622883|XP_019932895.2|AEAL
OG0003815	LOC118513306|XP_035914781.1|ASTE	LOC109622879|XP_019932889.2|AEAL
OG0003816	LOC118510567|XP_035908448.1|ASTE	LOC109622869|XP_019932879.2|AEAL, LOC115258071|XP_029713941.1|AEAL
OG0003817	LOC118508929|XP_035904729.1|ASTE	LOC115257997|XP_029713854.1|AEAL, LOC109622865|XP_019932874.1|AEAL, LOC115258453|XP_029714414.1|AEAL
OG0003818	LOC118511105|XP_035909721.1|ASTE	LOC109420076|XP_029713587.1|AEAL
OG0003819	LOC118511125|XP_035909750.1|ASTE	LOC109420074|XP_019549923.2|AEAL
OG0003820	LOC118513529|XP_035915294.1|ASTE	LOC109412012|XP_019541201.1|AEAL, LOC109407925|XP_019536663.1|AEAL
OG0003821	LOC118513589|XP_035915462.1|ASTE	LOC109412028|XP_019541220.1|AEAL, LOC115262435|XP_029720698.1|AEAL
OG0003822	LOC118510619|XP_035908539.1|ASTE	LOC109401083|XP_019529107.2|AEAL, LOC109400993|XP_019529001.2|AEAL
OG0003823	LOC118513229|XP_035914656.1|ASTE	LOC109401074|XP_029713111.1|AEAL
OG0003824	LOC118513536|XP_035915300.1|ASTE	LOC109412398|XP_019541585.1|AEAL
OG0003825	LOC118513528|XP_035915293.1|ASTE	LOC109412374|XP_019541573.2|AEAL
OG0003826	LOC118509164|XP_035905312.1|ASTE	LOC109432871|XP_019564776.1|AEAL
OG0003827	LOC118511112|XP_035909730.1|ASTE	LOC115257191|XP_029712477.1|AEAL, LOC109401356|XP_019529412.2|AEAL
OG0003828	LOC118511095|XP_035909692.1|ASTE	LOC109432873|XP_029712478.1|AEAL, LOC109401369|XP_019529434.2|AEAL
OG0003829	LOC118511078|XP_035909641.1|ASTE	LOC109401410|XP_029715894.1|AEAL, LOC109432882|XP_029715868.1|AEAL, LOC115257192|XP_029712482.1|AEAL
OG0003830	LOC118513541|XP_035915307.1|ASTE	LOC109432904|XP_019564816.2|AEAL, LOC115255619|XP_029709570.1|AEAL
OG0003831	LOC118513950|XP_035916235.1|ASTE	LOC109432894|XP_019564805.1|AEAL, LOC109401397|XP_029711610.1|AEAL
OG0003832	LOC118513929|XP_035916191.1|ASTE	LOC109401416|XP_029715795.1|AEAL, LOC109432910|XP_029711998.1|AEAL
OG0003833	LOC118513960|XP_035916252.1|ASTE	LOC109432900|XP_029715796.1|AEAL, LOC109401376|XP_029712018.1|AEAL
OG0003834	LOC118513986|XP_035916309.1|ASTE	LOC109401434|XP_029712112.1|AEAL, LOC109404654|XP_019533126.1|AEAL
OG0003836	LOC118513569|XP_035915400.1|ASTE	LOC109411290|XP_019540361.2|AEAL
OG0003837	LOC118513562|XP_035915383.1|ASTE	LOC109433149|XP_029715686.1|AEAL, LOC109411306|XP_029711295.1|AEAL
OG0003838	LOC118513544|XP_035915319.1|ASTE	LOC109433046|XP_019564970.2|AEAL
OG0003839	LOC118511047|XP_035909538.1|ASTE	LOC115254285|XP_029707545.1|AEAL, LOC109433111|XP_019565049.1|AEAL
OG0003840	LOC118513391|XP_035914964.1|ASTE	LOC109420154|XP_019550024.1|AEAL
OG0003841	LOC118504141|XP_035894132.1|ASTE	LOC109420934|XP_029710395.1|AEAL, LOC109433097|XP_029710961.1|AEAL
OG0003842	LOC118513850|XP_035916028.1|ASTE	LOC109420405|XP_029710801.1|AEAL
OG0003843	LOC118513668|XP_035915662.1|ASTE	LOC109621961|XP_029724968.1|AEAL, LOC109415051|XP_029724925.1|AEAL
OG0003844	LOC118512211|XP_035912217.1|ASTE	LOC115264941|XP_029724966.1|AEAL, LOC109415049|XP_019544448.1|AEAL, LOC115264931|XP_029724923.1|AEAL
OG0003845	LOC118513215|XP_035914622.1|ASTE	LOC109415048|XP_029724917.1|AEAL, LOC109621959|XP_029730036.1|AEAL, LOC109621958|XP_029724960.1|AEAL
OG0003846	LOC118509331|XP_035905688.1|ASTE	LOC109621288|XP_019931703.2|AEAL, LOC109404208|XP_019931499.2|AEAL
OG0003847	LOC118514278|XP_035916912.1|ASTE	LOC109622032|XP_029725027.1|AEAL, LOC109404214|XP_019532593.2|AEAL
OG0003848	LOC118512641|XP_035913239.1|ASTE	LOC109431002|XP_029724880.1|AEAL, LOC115253628|XP_029724856.1|AEAL, LOC109404231|XP_029724937.1|AEAL
OG0003849	LOC118513616|XP_035915565.1|ASTE	LOC109400287|XP_029725038.1|AEAL
OG0003850	LOC118514711|XP_035917680.1|ASTE	LOC109400335|XP_029724841.1|AEAL
OG0003851	LOC118513998|XP_035916326.1|ASTE	LOC109425155|XP_029724812.1|AEAL
OG0003852	LOC118513882|XP_035916083.1|ASTE	LOC109429416|XP_019560914.2|AEAL
OG0003853	LOC118511080|XP_035909646.1|ASTE	LOC109425132|XP_019555903.2|AEAL
OG0003854	LOC118511099|XP_035909708.1|ASTE	LOC109425125|XP_019555867.2|AEAL, LOC109429389|XP_029729527.1|AEAL
OG0003855	LOC118511097|XP_035909699.1|ASTE	LOC109429387|XP_029729528.1|AEAL, LOC109425124|XP_029729521.1|AEAL
OG0003856	LOC118511124|XP_035909748.1|ASTE	LOC109425079|XP_029729545.1|AEAL, LOC109429386|XP_019560841.2|AEAL
OG0003857	LOC118511056|XP_035909550.1|ASTE	LOC109409625|XP_029729470.1|AEAL, LOC109409624|XP_029729489.1|AEAL
OG0003858	LOC118511645|XP_035910865.1|ASTE	LOC109413726|XP_029729451.1|AEAL
OG0003858	LOC118503887|XP_035893538.1|ASTE	LOC109403338|XP_029731472.1|AEAL
OG0003859	LOC118513419|XP_035915024.1|ASTE	LOC115262903|XP_029721651.1|AEAL, LOC109409334|XP_029715037.1|AEAL, LOC109419092|XP_029729388.1|AEAL
OG0003860	LOC118513415|XP_035915018.1|ASTE	LOC109409327|XP_029714843.1|AEAL, LOC109419097|XP_029721650.1|AEAL
OG0003861	LOC118511727|XP_035911065.1|ASTE	LOC109419116|XP_019548882.2|AEAL, LOC115258678|XP_029714858.1|AEAL, LOC109409312|XP_019538302.2|AEAL
OG0003862	LOC118511601|XP_035910775.1|ASTE	LOC109419117|XP_019548883.2|AEAL, LOC109409311|XP_019538301.2|AEAL
OG0003863	LOC118511597|XP_035910754.1|ASTE	LOC109419118|XP_029714850.1|AEAL, LOC115258752|XP_029714992.1|AEAL
OG0003864	LOC118511596|XP_035910752.1|ASTE	LOC109409309|XP_029714608.1|AEAL, LOC115258744|XP_029714969.1|AEAL, LOC109419517|XP_019549273.2|AEAL
OG0003865	LOC118511594|XP_035910748.1|ASTE	LOC109409304|XP_029714570.1|AEAL, LOC115258768|XP_029715027.1|AEAL, LOC109419519|XP_029718147.1|AEAL
OG0003866	LOC118510604|XP_035908505.1|ASTE	LOC115258594|XP_029714709.1|AEAL, LOC109409300|XP_019538287.2|AEAL, LOC109419523|XP_029714816.1|AEAL
OG0003867	LOC118511591|XP_035910744.1|ASTE	LOC115254061|XP_029718113.1|AEAL, LOC109409279|XP_029714431.1|AEAL
OG0003868	LOC118511651|XP_035910879.1|ASTE	LOC109419602|XP_019549378.2|AEAL
OG0003869	LOC118511232|XP_035909962.1|ASTE	LOC109397554|XP_019525401.2|AEAL
OG0003870	LOC118510105|XP_035907453.1|ASTE	LOC109397513|XP_029715285.1|AEAL, LOC115253549|XP_029715461.1|AEAL
OG0003871	LOC118514607|XP_035917496.1|ASTE	LOC109397526|XP_029714707.1|AEAL, LOC109622825|XP_029714687.1|AEAL
OG0003872	LOC118513421|XP_035915027.1|ASTE	LOC109397534|XP_019525381.1|AEAL, LOC109622811|XP_019932812.1|AEAL, LOC115258687|XP_029714872.1|AEAL
OG0003873	LOC118513427|XP_035915043.1|ASTE	LOC109397538|XP_019525385.3|AEAL, LOC115254017|XP_029714789.1|AEAL, LOC109621501|XP_019931091.2|AEAL
OG0003874	LOC118513426|XP_035915040.1|ASTE	LOC109621236|XP_029721604.1|AEAL, LOC115258681|XP_029714863.1|AEAL, LOC109397569|XP_029714519.1|AEAL
OG0003875	LOC118513430|XP_035915050.1|ASTE	LOC109397563|XP_019525407.2|AEAL, LOC115262870|XP_029721603.1|AEAL, LOC109622806|XP_019932806.2|AEAL
OG0003876	LOC118509271|XP_035905518.1|ASTE	LOC109404395|XP_019532791.2|AEAL
OG0003877	LOC118509068|XP_035905083.1|ASTE	LOC109404942|XP_029714790.1|AEAL, LOC109398645|XP_019526576.2|AEAL
OG0003878	LOC118509074|XP_035905096.1|ASTE	LOC109404731|XP_019533203.2|AEAL, LOC109398621|XP_019526546.2|AEAL
OG0003879	LOC118509078|XP_035905104.1|ASTE	LOC109404765|XP_019533253.2|AEAL
OG0003880	LOC118509086|XP_035905111.1|ASTE	LOC109398650|XP_029714781.1|AEAL, LOC115258609|XP_029714759.1|AEAL, LOC109404828|XP_029714754.1|AEAL
OG0003881	LOC118508992|XP_035904883.1|ASTE	LOC115258637|XP_029714797.1|AEAL, LOC109398726|XP_029714690.1|AEAL, LOC109406705|XP_029714548.1|AEAL
OG0003882	LOC118508986|XP_035904871.1|ASTE	LOC115258883|XP_029715183.1|AEAL, LOC109406808|XP_029715067.1|AEAL
OG0003883	LOC118513450|XP_035915093.1|ASTE	LOC115258619|XP_029714769.1|AEAL, LOC115258472|XP_029714448.1|AEAL, LOC115258462|XP_029714433.1|AEAL, LOC109406828|XP_029715284.1|AEAL
OG0003884	LOC118509843|XP_035906929.1|ASTE	LOC109406857|XP_029723183.1|AEAL, LOC109398692|XP_019526609.2|AEAL
OG0003885	LOC118511761|XP_035911124.1|ASTE	LOC109406886|XP_029714904.1|AEAL, LOC109398718|XP_029723169.1|AEAL, LOC115257348|XP_029712674.1|AEAL
OG0003886	LOC118511759|XP_035911121.1|ASTE	LOC109398687|XP_019526606.1|AEAL, LOC115264010|XP_029723184.1|AEAL
OG0003887	LOC118509280|XP_035905550.1|ASTE	LOC109406991|XP_029709881.1|AEAL, LOC109398712|XP_029723182.1|AEAL, LOC115254227|XP_029733875.1|AEAL
OG0003888	LOC118514107|XP_035916575.1|ASTE	LOC109407203|XP_029714672.1|AEAL, LOC109405865|XP_029716570.1|AEAL
OG0003889	LOC118512466|XP_035912835.1|ASTE	LOC109414293|XP_019543652.2|AEAL
OG0003890	LOC118513505|XP_035915247.1|ASTE	LOC115258711|XP_029714928.1|AEAL, LOC109414321|XP_019543684.2|AEAL, LOC109407252|XP_019535804.1|AEAL
OG0003891	LOC118513504|XP_035915246.1|ASTE	LOC109407253|XP_029714712.1|AEAL, LOC109414322|XP_029714803.1|AEAL, LOC115258947|XP_029715325.1|AEAL
OG0003892	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE	LOC115253843|XP_029714507.1|AEAL, LOC109414325|XP_029715332.1|AEAL, LOC109407257|XP_029714596.1|AEAL
OG0003893	LOC118512026|XP_035911705.1|ASTE	LOC109414334|XP_029714877.1|AEAL, LOC115258667|XP_029714844.1|AEAL
OG0003894	LOC118513228|XP_035914655.1|ASTE	LOC109414337|XP_019543700.1|AEAL, LOC115253734|XP_029714760.1|AEAL, LOC109424218|XP_029714555.1|AEAL
OG0003895	LOC118509230|XP_035905432.1|ASTE	LOC109420917|XP_029714882.1|AEAL, LOC109412677|XP_029720670.1|AEAL, LOC115267671|XP_029730685.1|AEAL
OG0003896	LOC118510122|XP_035907481.1|ASTE	LOC109412669|XP_029720663.1|AEAL, LOC115253569|XP_029730689.1|AEAL
OG0003897	LOC118510127|XP_035907492.1|ASTE	LOC109420922|XP_029730693.1|AEAL, LOC115262418|XP_029720662.1|AEAL
OG0003898	LOC118511617|XP_035910800.1|ASTE	LOC115262409|XP_029720646.1|AEAL, LOC109412698|XP_019541865.2|AEAL, LOC109420904|XP_019550932.1|AEAL
OG0003899	LOC118509146|XP_035905251.1|ASTE	LOC109420973|XP_029714739.1|AEAL, LOC109428463|XP_029714738.1|AEAL
OG0003900	LOC118513726|XP_035915761.1|ASTE	LOC109428851|XP_029715312.1|AEAL, LOC109421018|XP_029714617.1|AEAL
OG0003901	LOC118513725|XP_035915760.1|ASTE	LOC115264813|XP_029724669.1|AEAL, LOC115258597|XP_029714710.1|AEAL
OG0003902	LOC118513721|XP_035915755.1|ASTE	LOC109428855|XP_019560237.2|AEAL, LOC115264812|XP_029724667.1|AEAL, LOC109421019|XP_029714866.1|AEAL
OG0003903	LOC118513723|XP_035915758.1|ASTE	LOC109428884|XP_029724668.1|AEAL, LOC109421022|XP_029715226.1|AEAL
OG0003904	LOC118513722|XP_035915757.1|ASTE	LOC109421021|XP_019551052.2|AEAL, LOC109428872|XP_019560259.2|AEAL
OG0003905	LOC118513717|XP_035915752.1|ASTE	LOC115258550|XP_029714567.1|AEAL, LOC109428908|XP_029724672.1|AEAL
OG0003907	LOC118510996|XP_035909403.1|ASTE	LOC115253502|XP_029710045.1|AEAL, LOC109421066|XP_019551104.2|AEAL, LOC109429208|XP_019560646.2|AEAL
OG0003908	LOC118511002|XP_035909410.1|ASTE	LOC109421041|XP_019551075.2|AEAL, LOC109429228|XP_019560675.1|AEAL, LOC115258570|XP_029714616.1|AEAL
OG0003909	LOC118511020|XP_035909466.1|ASTE	LOC109405615|XP_029714537.1|AEAL
OG0003910	LOC118511021|XP_035909485.1|ASTE	LOC109416534|XP_019546157.2|AEAL
OG0003911	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE	LOC115258629|XP_029714791.1|AEAL, LOC109405693|XP_019534298.2|AEAL
OG0003912	LOC118509057|XP_035905062.1|ASTE	LOC115258509|XP_029714490.1|AEAL, LOC109410195|XP_029714495.1|AEAL, LOC109405687|XP_029715299.1|AEAL
OG0003913	LOC118514571|XP_035917463.1|ASTE	LOC109410247|XP_029714497.1|AEAL, LOC115267403|XP_029730244.1|AEAL, LOC109405692|XP_029715109.1|AEAL
OG0003914	LOC118514558|XP_035917441.1|ASTE	LOC115258891|XP_029715206.1|AEAL, LOC109417528|XP_029714594.1|AEAL, LOC109410214|XP_019539282.2|AEAL
OG0003915	LOC118514587|XP_035917482.1|ASTE	LOC115258892|XP_029715207.1|AEAL, LOC109417526|XP_019547142.1|AEAL, LOC109410208|XP_019539278.2|AEAL
OG0003916	LOC118514580|XP_035917475.1|ASTE	LOC115263023|XP_029721814.1|AEAL, LOC109417537|XP_019547158.1|AEAL, LOC115266747|XP_029729140.1|AEAL
OG0003917	LOC118512505|XP_035912910.1|ASTE	LOC115255418|XP_029709396.1|AEAL, LOC109410237|XP_029709514.1|AEAL, LOC109417635|XP_029709389.1|AEAL
OG0003918	LOC118512525|XP_035912962.1|ASTE	LOC115256961|XP_029712032.1|AEAL, LOC109417653|XP_019547251.1|AEAL, LOC109622148|XP_019931925.2|AEAL
OG0003919	LOC118514555|XP_035917438.1|ASTE	LOC109417552|XP_029709331.1|AEAL, LOC109622156|XP_029709321.1|AEAL
OG0003920	LOC118514557|XP_035917440.1|ASTE	LOC109622778|XP_019932769.1|AEAL, LOC109417667|XP_019547262.1|AEAL
OG0003921	LOC118509138|XP_035905232.1|ASTE	LOC109417683|XP_029709282.1|AEAL, LOC109622172|XP_029709292.1|AEAL, LOC115255395|XP_029709319.1|AEAL
OG0003922	LOC118509141|XP_035905238.1|ASTE	LOC115255381|XP_029709289.1|AEAL, LOC109417684|XP_019547290.2|AEAL, LOC115255376|XP_029709278.1|AEAL
OG0003923	LOC118512549|XP_035913027.1|ASTE	LOC109416842|XP_029709256.1|AEAL, LOC109417690|XP_029709238.1|AEAL, LOC115253945|XP_029709236.1|AEAL
OG0003924	LOC118512551|XP_035913030.1|ASTE	LOC115255371|XP_029709252.1|AEAL, LOC109417692|XP_029709234.1|AEAL, LOC115255370|XP_029709251.1|AEAL
OG0003925	LOC118512557|XP_035913036.1|ASTE	LOC115253783|XP_029709222.1|AEAL, LOC115253661|XP_029709195.1|AEAL, LOC109417703|XP_019547331.2|AEAL
OG0003926	LOC118512564|XP_035913048.1|ASTE	LOC115255337|XP_029709214.1|AEAL, LOC109417708|XP_019547338.1|AEAL, LOC115253943|XP_029709207.1|AEAL
OG0003927	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE	LOC109417719|XP_029709183.1|AEAL
OG0003928	LOC118513781|XP_035915858.1|ASTE	LOC109420032|XP_019549889.2|AEAL
OG0003929	LOC118513767|XP_035915836.1|ASTE	LOC109417750|XP_019547423.2|AEAL, LOC109420019|XP_029709139.1|AEAL, LOC115255486|XP_029709471.1|AEAL
OG0003930	LOC118511770|XP_035911151.1|ASTE	LOC109417755|XP_029709134.1|AEAL, LOC115255270|XP_029709092.1|AEAL, LOC109420015|XP_029709122.1|AEAL
OG0003931	LOC118511768|XP_035911137.1|ASTE	LOC109420008|XP_029709083.1|AEAL, LOC115253941|XP_029709125.1|AEAL, LOC109417759|XP_029709111.1|AEAL
OG0003932	LOC118508974|XP_035904845.1|ASTE	LOC109419403|XP_029709065.1|AEAL
OG0003933	LOC118513746|XP_035915795.1|ASTE	LOC115255210|XP_029709013.1|AEAL, LOC109397495|XP_029709001.1|AEAL, LOC115255185|XP_029708979.1|AEAL
OG0003934	LOC118513750|XP_035915803.1|ASTE	LOC115254897|XP_029708439.1|AEAL, LOC109397497|XP_029708435.1|AEAL, LOC115254896|XP_029708438.1|AEAL
OG0003935	LOC118513758|XP_035915825.1|ASTE	LOC109419966|XP_019549800.2|AEAL, LOC115255188|XP_029708989.1|AEAL
OG0003936	LOC118513757|XP_035915823.1|ASTE	LOC115254894|XP_029708437.1|AEAL, LOC109419967|XP_019549802.1|AEAL
OG0003937	LOC118513769|XP_035915838.1|ASTE	LOC109419957|XP_029708955.1|AEAL
OG0003938	LOC118514676|XP_035917614.1|ASTE	LOC109419953|XP_029708954.1|AEAL, LOC109417546|XP_029715584.1|AEAL, LOC115255463|XP_029709447.1|AEAL
OG0003939	LOC118514677|XP_035917617.1|ASTE	LOC109417517|XP_019547143.2|AEAL, LOC115255169|XP_029708950.1|AEAL, LOC109419951|XP_029708931.1|AEAL
OG0003940	LOC118514680|XP_035917621.1|ASTE	LOC109417493|XP_019547118.2|AEAL, LOC109419950|XP_029708930.1|AEAL, LOC115253435|XP_029715583.1|AEAL
OG0003941	LOC118514684|XP_035917623.1|ASTE	LOC109417504|XP_029708929.1|AEAL, LOC109419921|XP_019549744.2|AEAL
OG0003942	LOC118514697|XP_035917645.1|ASTE	LOC109419928|XP_029708934.1|AEAL, LOC109420729|XP_029708907.1|AEAL
OG0003943	LOC118514152|XP_035916658.1|ASTE	LOC109420722|XP_029708888.1|AEAL, LOC109419889|XP_029715704.1|AEAL, LOC109419887|XP_019549721.1|AEAL
OG0003944	LOC118513354|XP_035914879.1|ASTE	LOC109420700|XP_019550697.1|AEAL, LOC115255131|XP_029708864.1|AEAL, LOC115255129|XP_029708862.1|AEAL, LOC109414276|XP_019543644.1|AEAL
OG0003945	LOC118508472|XP_035904177.1|ASTE	LOC109420692|XP_019550676.2|AEAL
OG0003946	LOC118513834|XP_035915991.1|ASTE	LOC115264418|XP_029723946.1|AEAL
OG0003947	LOC118512443|XP_035912799.1|ASTE	LOC109420675|XP_029708744.1|AEAL
OG0003948	LOC118512586|XP_035913116.1|ASTE	LOC115255104|XP_029708759.1|AEAL, LOC109420665|XP_019550630.1|AEAL
OG0003949	LOC118510631|XP_035908563.1|ASTE	LOC109420662|XP_029708760.1|AEAL
OG0003950	LOC118510643|XP_035908630.1|ASTE	LOC109420653|XP_019550566.2|AEAL, LOC115268896|XP_029732957.1|AEAL
OG0003951	LOC118510646|XP_035908643.1|ASTE	LOC109429459|XP_029708734.1|AEAL, LOC109420651|XP_029708811.1|AEAL
OG0003952	LOC118512662|XP_035913304.1|ASTE	LOC109420642|XP_029708741.1|AEAL
OG0003953	LOC118511569|XP_035910706.1|ASTE	LOC115255088|XP_029708733.1|AEAL, LOC109407734|XP_029708721.1|AEAL
OG0003954	LOC118514466|XP_035917281.1|ASTE	LOC109420549|XP_029718263.1|AEAL, LOC115255079|XP_029708713.1|AEAL, LOC115261045|XP_029718265.1|AEAL
OG0003956	LOC118514659|XP_035917585.1|ASTE	LOC109417064|XP_029708693.1|AEAL
OG0003957	LOC118514667|XP_035917601.1|ASTE	LOC109407366|XP_029709427.1|AEAL
OG0003958	LOC118514671|XP_035917607.1|ASTE	LOC115255429|XP_029709420.1|AEAL, LOC109407439|XP_019536033.1|AEAL, LOC115255067|XP_029708689.1|AEAL, LOC109420522|XP_019550436.2|AEAL
OG0003959	LOC118511782|XP_035911185.1|ASTE	LOC109419740|XP_029708595.1|AEAL
OG0003960	LOC118509304|XP_035905646.1|ASTE	LOC115255041|XP_029708627.1|AEAL, LOC109419761|XP_019549584.2|AEAL
OG0003961	LOC118514548|XP_035917432.1|ASTE	LOC109419770|XP_029732975.1|AEAL, LOC109398247|XP_029708618.1|AEAL
OG0003962	LOC118512473|XP_035912854.1|ASTE	LOC109419773|XP_029708623.1|AEAL, LOC109398260|XP_029708577.1|AEAL
OG0003963	LOC118514634|XP_035917538.1|ASTE	LOC109402097|XP_029708554.1|AEAL, LOC115254980|XP_029708532.1|AEAL
OG0003964	LOC118514641|XP_035917557.1|ASTE	LOC115254972|XP_029708523.1|AEAL, LOC115254988|XP_029708538.1|AEAL, LOC109402112|XP_019530281.2|AEAL
OG0003965	LOC118514652|XP_035917575.1|ASTE	LOC109431811|XP_029708486.1|AEAL
OG0003966	LOC118511797|XP_035911220.1|ASTE	LOC109431818|XP_029722655.1|AEAL, LOC109431824|XP_029708481.1|AEAL
OG0003967	LOC118513597|XP_035915492.1|ASTE	LOC115253821|XP_029708456.1|AEAL, LOC109427547|XP_019558664.1|AEAL
OG0003968	LOC118513595|XP_035915485.1|ASTE	LOC115254943|XP_029708461.1|AEAL, LOC109427597|XP_019558734.1|AEAL
OG0003969	LOC118512533|XP_035912978.1|ASTE	LOC115262467|XP_029720735.1|AEAL, LOC109427761|XP_029732789.1|AEAL
OG0003970	LOC118513282|XP_035914742.1|ASTE	LOC115266821|XP_029729280.1|AEAL, LOC109430180|XP_019561779.2|AEAL
OG0003971	LOC118512593|XP_035913130.1|ASTE	LOC109430170|XP_029727435.1|AEAL, LOC115264870|XP_029724762.1|AEAL
OG0003972	LOC118512596|XP_035913142.1|ASTE	LOC109430172|XP_029724763.1|AEAL
OG0003973	LOC118512600|XP_035913149.1|ASTE	LOC109432568|XP_019564457.2|AEAL
OG0003974	LOC118513698|XP_035915715.1|ASTE	LOC109427579|XP_019558702.2|AEAL, LOC109432750|XP_029727426.1|AEAL
OG0003975	LOC118513705|XP_035915727.1|ASTE	LOC109621234|XP_029715767.1|AEAL, LOC109427584|XP_019558713.3|AEAL
OG0003976	LOC118513369|XP_035914893.1|ASTE	LOC109416254|XP_019545817.2|AEAL
OG0003977	LOC118513370|XP_035914894.1|ASTE	LOC109423962|XP_019554577.2|AEAL
OG0003978	LOC118512631|XP_035913219.1|ASTE	LOC109416259|XP_029727378.1|AEAL
OG0003979	LOC118512618|XP_035913192.1|ASTE	LOC109430997|XP_029727668.1|AEAL, LOC115265622|XP_029727339.1|AEAL, LOC109423947|XP_019554557.2|AEAL
OG0003980	LOC118512615|XP_035913187.1|ASTE	LOC109423944|XP_029727337.1|AEAL, LOC115265635|XP_029727366.1|AEAL, LOC109430987|XP_029727350.1|AEAL
OG0003981	LOC118510865|XP_035909104.1|ASTE	LOC109423943|XP_019554553.1|AEAL, LOC115265634|XP_029727364.1|AEAL, LOC109430988|XP_029727334.1|AEAL
