Orthogroup	ASTE.longest_only	DBUS.longest_only
OG0003428	LOC118502715|XP_035891159.1|ASTE	LOC108599625|XP_017842074.1|DBUS
OG0003429	LOC118502913|XP_035891531.1|ASTE	LOC108597739|XP_017839929.1|DBUS
OG0003430	LOC118507795|XP_035902741.1|ASTE	LOC108607409|XP_017853683.1|DBUS
OG0003431	LOC118510940|XP_035909270.1|ASTE	LOC108603072|XP_017847032.1|DBUS
OG0003432	LOC118505445|XP_035897136.1|ASTE	LOC108601822|XP_017845248.1|DBUS
OG0003433	LOC118502755|XP_035891214.1|ASTE	LOC108603396|XP_017847667.1|DBUS
OG0003434	LOC118504975|XP_035896004.1|ASTE	LOC108605662|XP_017850938.1|DBUS
OG0003435	LOC118507885|XP_035903010.1|ASTE	LOC108604276|XP_017849167.1|DBUS
OG0003436	LOC118507648|XP_035902306.1|ASTE	LOC108603271|XP_017847418.1|DBUS
OG0003437	LOC118507644|XP_035902297.1|ASTE	LOC108603267|XP_017847413.1|DBUS
OG0003438	LOC118505013|XP_035896095.1|ASTE	LOC108603270|XP_017847417.1|DBUS
OG0003439	LOC118506940|XP_035900651.1|ASTE, LOC118506939|XP_035900650.1|ASTE	LOC108604175|XP_017849003.1|DBUS
OG0003440	LOC118502699|XP_035891120.1|ASTE	LOC117134650|XP_033149920.1|DBUS
OG0003441	LOC118503295|XP_035892282.1|ASTE	LOC108604965|XP_017850027.1|DBUS
OG0003442	LOC118503285|XP_035892266.1|ASTE	LOC108601551|XP_017844939.1|DBUS
OG0003443	LOC118503279|XP_035892250.1|ASTE	LOC108598808|XP_017841039.1|DBUS
OG0003444	LOC118503037|XP_035891763.1|ASTE	LOC117135002|XP_033150651.1|DBUS
OG0003445	LOC118503029|XP_035891747.1|ASTE	LOC108606390|XP_017851947.1|DBUS
OG0003446	LOC118504286|XP_035894455.1|ASTE	LOC108605485|XP_017850668.1|DBUS
OG0003447	LOC118502453|XP_035890575.1|ASTE	LOC108607345|XP_017853518.1|DBUS
OG0003448	LOC118503301|XP_035892306.1|ASTE	LOC108604634|XP_017849672.1|DBUS
OG0003449	LOC118503299|XP_035892303.1|ASTE	LOC108602019|XP_017845511.1|DBUS
OG0003450	LOC118503302|XP_035892307.1|ASTE	LOC108602491|XP_017846107.1|DBUS
OG0003451	LOC118503031|XP_035891754.1|ASTE	LOC108602797|XP_017846508.1|DBUS
OG0003452	LOC118503028|XP_035891746.1|ASTE	LOC108602795|XP_017846505.1|DBUS
OG0003453	LOC118506943|XP_035900653.1|ASTE	LOC108600700|XP_017843910.1|DBUS
OG0003454	LOC118503276|XP_035892247.1|ASTE	LOC108594210|XP_017834806.1|DBUS
OG0003455	LOC118506892|XP_035900562.1|ASTE	LOC117134687|XP_033149077.1|DBUS
OG0003456	LOC118506877|XP_035900514.1|ASTE	LOC108597342|XP_017839336.1|DBUS
OG0003457	LOC118506872|XP_035900503.1|ASTE	LOC108602706|XP_017846349.1|DBUS
OG0003458	LOC118506869|XP_035900498.1|ASTE	LOC108601728|XP_017845136.1|DBUS
OG0003459	LOC118507189|XP_035901155.1|ASTE	LOC108603866|XP_017848523.1|DBUS
OG0003460	LOC118507905|XP_035903053.1|ASTE	LOC108604329|XP_017849244.1|DBUS
OG0003461	LOC118507882|XP_035903004.1|ASTE	LOC108603266|XP_017847411.1|DBUS
OG0003462	LOC118507902|XP_035903050.1|ASTE	LOC108598899|XP_017841145.2|DBUS
OG0003463	LOC118506444|XP_035899472.1|ASTE	LOC108604278|XP_017849170.1|DBUS
OG0003464	LOC118507910|XP_035903095.1|ASTE	LOC108604216|XP_017849070.1|DBUS
OG0003465	LOC118504905|XP_035895867.1|ASTE	LOC108604347|XP_017849265.1|DBUS
OG0003466	LOC118507876|XP_035902980.1|ASTE	LOC108604636|XP_017849674.1|DBUS
OG0003467	LOC118507871|XP_035902971.1|ASTE	LOC108603524|XP_017847907.1|DBUS
OG0003468	LOC118507865|XP_035902964.1|ASTE	LOC108603765|XP_017848340.1|DBUS
OG0003469	LOC118517619|XP_035919809.1|ASTE	LOC108604140|XP_017848939.1|DBUS
OG0003470	LOC118507829|XP_035902820.1|ASTE	LOC108602457|XP_017846068.1|DBUS
OG0003471	LOC118507837|XP_035902845.1|ASTE	LOC108608360|XP_017855196.1|DBUS
OG0003472	LOC118513812|XP_035915933.1|ASTE	LOC108599130|XP_017841411.1|DBUS
OG0003473	LOC118505176|XP_035896521.1|ASTE	LOC108594236|XP_017834836.1|DBUS
OG0003474	LOC118506460|XP_035899515.1|ASTE	LOC108603686|XP_017848193.1|DBUS
OG0003475	LOC118504287|XP_035894458.1|ASTE	LOC108604357|XP_017849281.1|DBUS
OG0003476	LOC118502700|XP_035891127.1|ASTE	LOC108607380|XP_033150518.1|DBUS
OG0003477	LOC118504690|XP_035895403.1|ASTE	LOC108604189|XP_017849028.1|DBUS
OG0003478	LOC118504437|XP_035894782.1|ASTE	LOC108602995|XP_017846877.1|DBUS
OG0003479	LOC118508302|XP_035903849.1|ASTE	LOC108601958|XP_017845433.1|DBUS
OG0003480	LOC118503229|XP_035892121.1|ASTE	LOC108602486|XP_017846098.1|DBUS
OG0003481	LOC118503228|XP_035892120.1|ASTE	LOC108601456|XP_017844842.1|DBUS
OG0003482	LOC118503227|XP_035892119.1|ASTE	LOC108603894|XP_017848557.1|DBUS
OG0003483	LOC118502931|XP_035891570.1|ASTE	LOC108601465|XP_017844852.1|DBUS
OG0003484	LOC118515297|XP_035917866.1|ASTE, LOC118506371|XP_035899286.1|ASTE	LOC108602235|XP_017845772.1|DBUS
OG0003485	LOC118506797|XP_035900312.1|ASTE	LOC108601393|XP_017844782.1|DBUS
OG0003486	LOC118502439|XP_035890560.1|ASTE	LOC108601394|XP_017844783.1|DBUS
OG0003487	LOC118502966|XP_035891623.1|ASTE	LOC108604255|XP_017849131.1|DBUS
OG0003488	LOC118507997|XP_035903261.1|ASTE	LOC108603598|XP_017848029.1|DBUS
OG0003489	LOC118507570|XP_035902088.1|ASTE	LOC108603900|XP_017848565.1|DBUS
OG0003490	LOC118517182|XP_035918987.1|ASTE, LOC118504678|XP_035895377.1|ASTE	LOC108604477|XP_017849452.1|DBUS
OG0003491	LOC118505146|XP_035896410.1|ASTE	LOC108603284|XP_017847440.1|DBUS
OG0003492	LOC118505235|XP_035896662.1|ASTE	LOC108604759|XP_017849838.1|DBUS
OG0003493	LOC118506361|XP_035899268.1|ASTE	LOC108602345|XP_017845928.1|DBUS
OG0003494	LOC118503112|XP_035891944.1|ASTE	LOC108603092|XP_017847078.1|DBUS
OG0003495	LOC118507842|XP_035902864.1|ASTE	LOC108596504|XP_017837832.1|DBUS
OG0003496	LOC118507849|XP_035902873.1|ASTE	LOC108602842|XP_017846583.1|DBUS
OG0003497	LOC118507814|XP_035902777.1|ASTE	LOC108603198|XP_017847268.1|DBUS
OG0003498	LOC118508379|XP_035904008.1|ASTE	LOC108603398|XP_017847670.1|DBUS
OG0003499	LOC118503462|XP_035892640.1|ASTE	LOC108604563|XP_017849581.1|DBUS
OG0003500	LOC118505442|XP_035897132.1|ASTE	LOC108602819|XP_017846542.1|DBUS
OG0003501	LOC118507480|XP_035901881.1|ASTE	LOC108602055|XP_017845558.1|DBUS
OG0003502	LOC118517709|XP_035920046.1|ASTE	LOC108601291|XP_017844679.1|DBUS
OG0003503	LOC118511915|XP_035911444.1|ASTE	LOC108604733|XP_017849804.1|DBUS
OG0003504	LOC118509112|XP_035905175.1|ASTE	LOC108601561|XP_017844949.1|DBUS
OG0003505	LOC118511923|XP_035911455.1|ASTE	LOC108602749|XP_017846397.1|DBUS
OG0003506	LOC118511953|XP_035911556.1|ASTE	LOC108604483|XP_017849461.1|DBUS
OG0003507	LOC118511940|XP_035911530.1|ASTE	LOC108603414|XP_017847698.1|DBUS
OG0003508	LOC118502947|XP_035891590.1|ASTE	LOC108598009|XP_033149570.1|DBUS
OG0003509	LOC118506817|XP_035900397.1|ASTE	LOC108603276|XP_017847424.1|DBUS
OG0003510	LOC118502833|XP_035891402.1|ASTE	LOC108604077|XP_017848836.2|DBUS
OG0003511	LOC118502821|XP_035891380.1|ASTE	LOC108603829|XP_017848452.1|DBUS
OG0003512	LOC118517175|XP_035918976.1|ASTE, LOC118505195|XP_035896560.1|ASTE	LOC108601871|XP_017845320.1|DBUS
OG0003513	LOC118507802|XP_035902753.1|ASTE	LOC108604564|XP_017849582.1|DBUS
OG0003514	LOC118503189|XP_035892063.1|ASTE	LOC108602074|XP_017845583.1|DBUS
OG0003515	LOC118508579|XP_035904376.1|ASTE	LOC108595089|XP_017835730.1|DBUS
OG0003516	LOC118502952|XP_035891602.1|ASTE	LOC108604532|XP_017849535.1|DBUS
OG0003517	LOC118507742|XP_035902636.1|ASTE	LOC108601239|XP_033150059.1|DBUS
OG0003518	LOC118507782|XP_035902709.1|ASTE	LOC108601550|XP_017844938.1|DBUS
OG0003519	LOC118512121|XP_035911992.1|ASTE	LOC108600358|XP_017843374.2|DBUS
OG0003520	LOC118512047|XP_035911772.1|ASTE	LOC108600448|XP_017843524.2|DBUS
OG0003521	LOC118512087|XP_035911943.1|ASTE	LOC108600999|XP_017844353.1|DBUS
OG0003522	LOC118511457|XP_035910451.1|ASTE	LOC108598950|XP_017841210.1|DBUS
OG0003523	LOC118511455|XP_035910449.1|ASTE	LOC108597452|XP_017839510.1|DBUS
OG0003524	LOC118511459|XP_035910454.1|ASTE	LOC108606186|XP_017851524.1|DBUS
OG0003525	LOC118511462|XP_035910456.1|ASTE	LOC108596241|XP_017837277.1|DBUS
OG0003526	LOC118511469|XP_035910480.1|ASTE	LOC108601759|XP_017845172.1|DBUS
OG0003527	LOC118511471|XP_035910485.1|ASTE	LOC108597549|XP_017839646.1|DBUS
OG0003529	LOC118511485|XP_035910530.1|ASTE	LOC117134985|XP_033150569.1|DBUS
OG0003530	LOC118511487|XP_035910532.1|ASTE	LOC108599574|XP_017841985.1|DBUS
OG0003531	LOC118511495|XP_035910547.1|ASTE	LOC108598769|XP_017840999.1|DBUS
OG0003532	LOC118510169|XP_035907577.1|ASTE	LOC108600947|XP_017844280.1|DBUS
OG0003533	LOC118514423|XP_035917219.1|ASTE	LOC108598655|XP_017840855.1|DBUS
OG0003534	LOC118514432|XP_035917227.1|ASTE	LOC108599631|XP_033149490.1|DBUS
OG0003535	LOC118509834|XP_035906918.1|ASTE	LOC108598094|XP_017840198.1|DBUS
OG0003536	LOC118512962|XP_035914081.1|ASTE	LOC108597439|XP_017839491.1|DBUS
OG0003537	LOC118512208|XP_035912214.1|ASTE	LOC108595223|XP_017835900.1|DBUS
OG0003538	LOC118512190|XP_035912176.1|ASTE	LOC108597532|XP_017839621.1|DBUS
OG0003539	LOC118512192|XP_035912180.1|ASTE	LOC108597676|XP_017839838.1|DBUS
OG0003540	LOC118512183|XP_035912166.1|ASTE	LOC108598545|XP_017840718.1|DBUS
OG0003541	LOC118508921|XP_035904677.1|ASTE, LOC118517014|XP_035918750.1|ASTE	LOC108603168|XP_017847214.1|DBUS
OG0003542	LOC118508908|XP_035904662.1|ASTE	LOC108596650|XP_017838119.1|DBUS
OG0003543	LOC118508895|XP_035904624.1|ASTE	LOC108606737|XP_017852621.1|DBUS
OG0003544	LOC118512086|XP_035911942.1|ASTE	LOC108601082|XP_017844472.1|DBUS
OG0003545	LOC118512107|XP_035911972.1|ASTE	LOC108601090|XP_017844486.1|DBUS
OG0003546	LOC118517006|XP_035918740.1|ASTE, LOC118513603|XP_035915533.1|ASTE	LOC108601052|XP_017844455.1|DBUS
OG0003547	LOC118508876|XP_035904575.1|ASTE	LOC108597747|XP_017839943.1|DBUS
OG0003548	LOC118508870|XP_035904555.1|ASTE	LOC108596991|XP_017838749.1|DBUS
OG0003549	LOC118508882|XP_035904588.1|ASTE	LOC108597628|XP_017839760.1|DBUS
OG0003550	LOC118508885|XP_035904607.1|ASTE	LOC108596671|XP_017838168.1|DBUS
OG0003551	LOC118508862|XP_035904515.1|ASTE	LOC108596231|XP_017837258.1|DBUS
OG0003552	LOC118512023|XP_035911701.1|ASTE	LOC108595701|XP_017836474.1|DBUS
OG0003553	LOC118512022|XP_035911699.1|ASTE	LOC108597573|XP_017839673.1|DBUS
OG0003554	LOC118510475|XP_035908236.1|ASTE	LOC108600639|XP_017843820.1|DBUS
OG0003555	LOC118509020|XP_035904938.1|ASTE	LOC108600479|XP_017843588.2|DBUS
OG0003556	LOC118509603|XP_035906291.1|ASTE	LOC108597923|XP_033149419.1|DBUS
OG0003557	LOC118509607|XP_035906308.1|ASTE	LOC108600541|XP_017843686.1|DBUS
OG0003558	LOC118511268|XP_035910037.1|ASTE	LOC108600233|XP_033149354.1|DBUS
OG0003559	LOC118511499|XP_035910556.1|ASTE	LOC108599821|XP_017842410.1|DBUS
OG0003560	LOC118508914|XP_035904669.1|ASTE	LOC108599147|XP_017841424.1|DBUS, LOC108598720|XP_017840939.1|DBUS
OG0003561	LOC118511244|XP_035909977.1|ASTE, LOC118516928|XP_035918667.1|ASTE	LOC108597104|XP_017838965.1|DBUS
OG0003562	LOC118509093|XP_035905136.1|ASTE, LOC118516920|XP_035918655.1|ASTE	LOC108597758|XP_033149151.1|DBUS
OG0003563	LOC118510136|XP_035907507.1|ASTE, LOC118516927|XP_035918666.1|ASTE	LOC108602992|XP_017846875.1|DBUS
OG0003564	LOC118509108|XP_035905170.1|ASTE, LOC118516897|XP_035918636.1|ASTE	LOC108599773|XP_017842309.1|DBUS
OG0003565	LOC118510559|XP_035908435.1|ASTE	LOC108598422|XP_017840538.1|DBUS
OG0003566	LOC118509922|XP_035907130.1|ASTE	LOC108603473|XP_017847801.1|DBUS
OG0003567	LOC118509512|XP_035906091.1|ASTE	LOC108597252|XP_017839195.1|DBUS
OG0003568	LOC118511369|XP_035910240.1|ASTE	LOC108597048|XP_017838851.1|DBUS
OG0003569	LOC118517271|XP_035919137.1|ASTE, LOC118510247|XP_035907727.1|ASTE	LOC108600081|XP_017842929.2|DBUS
OG0003570	LOC118509626|XP_035906391.1|ASTE	LOC108596905|XP_017838584.1|DBUS
OG0003571	LOC118509641|XP_035906441.1|ASTE	LOC108598706|XP_017840920.1|DBUS
OG0003572	LOC118512944|XP_035914044.1|ASTE	LOC108597633|XP_017839767.1|DBUS
OG0003573	LOC118512995|XP_035914144.1|ASTE	LOC108595181|XP_017835848.1|DBUS
OG0003574	LOC118516850|XP_035918602.1|ASTE, LOC118510500|XP_035908296.1|ASTE	LOC108601157|XP_017844576.1|DBUS
OG0003575	LOC118510495|XP_035908282.1|ASTE	LOC108600812|XP_017844086.1|DBUS
OG0003576	LOC118509244|XP_035905451.1|ASTE	LOC108599759|XP_017842263.1|DBUS
OG0003577	LOC118510540|XP_035908390.1|ASTE	LOC108600581|XP_017843742.1|DBUS
OG0003578	LOC118512201|XP_035912200.1|ASTE	LOC108600715|XP_017843941.2|DBUS
OG0003579	LOC118512198|XP_035912195.1|ASTE	LOC108597138|XP_017839018.1|DBUS
OG0003580	LOC118510518|XP_035908342.1|ASTE	LOC108597218|XP_017839148.1|DBUS
OG0003581	LOC118510521|XP_035908353.1|ASTE	LOC108599858|XP_033149690.1|DBUS
OG0003582	LOC118510469|XP_035908220.1|ASTE	LOC108600501|XP_017843624.1|DBUS
OG0003583	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE	LOC108597072|XP_017838890.1|DBUS
OG0003584	LOC118512090|XP_035911947.1|ASTE	LOC108596485|XP_017837753.1|DBUS
OG0003585	LOC118512129|XP_035912029.1|ASTE	LOC108599902|XP_017842585.2|DBUS
OG0003586	LOC118512139|XP_035912050.1|ASTE	LOC108607343|XP_017853516.1|DBUS
OG0003587	LOC118512150|XP_035912079.1|ASTE	LOC108604316|XP_017849230.1|DBUS
OG0003588	LOC118512159|XP_035912100.1|ASTE	LOC108603798|XP_017848384.1|DBUS
OG0003589	LOC118508833|XP_035904472.1|ASTE	LOC108596024|XP_017836871.1|DBUS
OG0003590	LOC118510454|XP_035908179.1|ASTE	LOC108601007|XP_017844363.2|DBUS
OG0003591	LOC118510449|XP_035908143.1|ASTE	LOC108600391|XP_017843427.1|DBUS
OG0003592	LOC118509943|XP_035907168.1|ASTE	LOC108600124|XP_017842996.1|DBUS
OG0003593	LOC118509539|XP_035906164.1|ASTE	LOC108600045|XP_017842879.1|DBUS
OG0003594	LOC118512679|XP_035913355.1|ASTE, LOC118512680|XP_035913356.1|ASTE	LOC108600500|XP_017843623.1|DBUS
OG0003595	LOC118512692|XP_035913378.1|ASTE	LOC108594990|XP_017835612.1|DBUS
OG0003596	LOC118509433|XP_035905915.1|ASTE	LOC108597035|XP_017838817.1|DBUS
OG0003597	LOC118510552|XP_035908419.1|ASTE	LOC108597438|XP_017839489.1|DBUS
OG0003598	LOC118512745|XP_035913524.1|ASTE	LOC108600457|XP_017843535.1|DBUS
OG0003599	LOC118512752|XP_035913534.1|ASTE, LOC118516388|XP_035918146.1|ASTE	LOC108594843|XP_017835469.2|DBUS
OG0003600	LOC118513087|XP_035914349.1|ASTE	LOC108599889|XP_017842565.2|DBUS
OG0003601	LOC118513037|XP_035914211.1|ASTE	LOC108595138|XP_017835790.1|DBUS
OG0003602	LOC118510268|XP_035907759.1|ASTE	LOC108596603|XP_017838023.1|DBUS
OG0003603	LOC118509496|XP_035906043.1|ASTE	LOC108599028|XP_017841297.1|DBUS
OG0003604	LOC118509499|XP_035906050.1|ASTE	LOC108607475|XP_017853808.1|DBUS
OG0003605	LOC118505337|XP_035896884.1|ASTE	LOC108603346|XP_017847566.1|DBUS
OG0003606	LOC118509930|XP_035907152.1|ASTE	LOC108595314|XP_017836021.1|DBUS
OG0003608	LOC118510071|XP_035907357.1|ASTE	LOC108598718|XP_017840937.1|DBUS
OG0003609	LOC118509532|XP_035906145.1|ASTE	LOC108597690|XP_017839855.1|DBUS
OG0003610	LOC118509526|XP_035906129.1|ASTE	LOC108598944|XP_017841203.2|DBUS
OG0003611	LOC118512931|XP_035913982.1|ASTE	LOC108606730|XP_017852609.1|DBUS, LOC108600894|XP_033149670.1|DBUS
OG0003612	LOC118509729|XP_035906744.1|ASTE	LOC108595631|XP_017836389.1|DBUS
OG0003613	LOC118509758|XP_035906781.1|ASTE	LOC108595347|XP_017836060.1|DBUS
OG0003614	LOC118509770|XP_035906801.1|ASTE	LOC108595348|XP_017836061.1|DBUS
OG0003615	LOC118509895|XP_035907035.1|ASTE	LOC108596148|XP_017837131.1|DBUS
OG0003616	LOC118511422|XP_035910398.1|ASTE	LOC108595091|XP_017835732.1|DBUS
OG0003617	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE	LOC108596585|XP_017838001.1|DBUS
OG0003618	LOC118511426|XP_035910405.1|ASTE	LOC108596583|XP_017837994.1|DBUS
OG0003619	LOC118512840|XP_035913786.1|ASTE	LOC108596707|XP_017838219.1|DBUS
OG0003620	LOC118512836|XP_035913781.1|ASTE	LOC108597509|XP_017839586.1|DBUS
OG0003621	LOC118512802|XP_035913634.1|ASTE	LOC108600135|XP_017843017.1|DBUS
OG0003622	LOC118512800|XP_035913631.1|ASTE	LOC108600134|XP_017843014.2|DBUS
OG0003623	LOC118510416|XP_035908078.1|ASTE	LOC108597140|XP_017839021.1|DBUS
OG0003624	LOC118511439|XP_035910429.1|ASTE	LOC108596963|XP_017838699.1|DBUS
OG0003625	LOC118511437|XP_035910425.1|ASTE	LOC108595566|XP_017836316.1|DBUS
OG0003626	LOC118514209|XP_035916795.1|ASTE	LOC108597710|XP_017839889.1|DBUS
OG0003627	LOC118512834|XP_035913778.1|ASTE	LOC108596365|XP_017837518.1|DBUS
OG0003628	LOC118510546|XP_035908407.1|ASTE	LOC108597374|XP_017839394.1|DBUS
OG0003629	LOC118514242|XP_035916840.1|ASTE	LOC108596089|XP_017836996.1|DBUS
OG0003630	LOC118514228|XP_035916820.1|ASTE	LOC117135015|XP_033150693.1|DBUS
OG0003631	LOC118514252|XP_035916859.1|ASTE	LOC108600016|XP_017842821.2|DBUS
OG0003632	LOC118512313|XP_035912457.1|ASTE	LOC108599340|XP_017841632.1|DBUS
OG0003633	LOC118511570|XP_035910707.1|ASTE	LOC108597571|XP_017839671.1|DBUS
OG0003634	LOC118509443|XP_035905944.1|ASTE	LOC108598535|XP_017840707.1|DBUS
OG0003635	LOC118510366|XP_035907968.1|ASTE	LOC108600436|XP_017843501.2|DBUS
OG0003636	LOC118511520|XP_035910601.1|ASTE	LOC108594716|XP_017835344.1|DBUS
OG0003637	LOC118510477|XP_035908246.1|ASTE	LOC108596186|XP_017837188.1|DBUS
OG0003638	LOC118512897|XP_035913902.1|ASTE	LOC108598499|XP_017840658.1|DBUS
OG0003639	LOC118512899|XP_035913907.1|ASTE	LOC108607712|XP_017854202.2|DBUS
OG0003640	LOC118511377|XP_035910264.1|ASTE	LOC108594752|XP_017835380.1|DBUS
OG0003641	LOC118509741|XP_035906764.1|ASTE	LOC108596668|XP_017838163.1|DBUS
OG0003642	LOC118509762|XP_035906786.1|ASTE	LOC108597505|XP_017839579.1|DBUS
OG0003643	LOC118509772|XP_035906804.1|ASTE	LOC108597185|XP_017839101.1|DBUS
OG0003644	LOC118512794|XP_035913609.1|ASTE	LOC108597388|XP_017839410.1|DBUS
OG0003645	LOC118513487|XP_035915203.1|ASTE	LOC108600072|XP_017842916.1|DBUS
OG0003646	LOC118513484|XP_035915197.1|ASTE	LOC108600620|XP_017843793.1|DBUS
OG0003647	LOC118511263|XP_035910027.1|ASTE	LOC108601116|XP_017844526.1|DBUS
OG0003648	LOC118514452|XP_035917262.1|ASTE	LOC108603364|XP_033150827.1|DBUS, LOC108608283|XP_017855088.2|DBUS
OG0003649	LOC118511447|XP_035910441.1|ASTE	LOC108602259|XP_017845803.1|DBUS
OG0003650	LOC118511444|XP_035910437.1|ASTE	LOC108605894|XP_017851199.1|DBUS
OG0003651	LOC118514396|XP_035917170.1|ASTE	LOC108604782|XP_017849868.1|DBUS
OG0003652	LOC118510225|XP_035907683.1|ASTE	LOC108599084|XP_017841361.1|DBUS
OG0003653	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE	LOC108600989|XP_017844341.1|DBUS
OG0003654	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE	LOC108599187|XP_017841472.1|DBUS
OG0003655	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE	LOC108607677|XP_017854123.2|DBUS
OG0003656	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE	LOC108598542|XP_017840714.2|DBUS
OG0003657	LOC118512888|XP_035913883.1|ASTE	LOC108598853|XP_017841099.1|DBUS
OG0003658	LOC118514261|XP_035916870.1|ASTE	LOC108604734|XP_017849805.1|DBUS
OG0003659	LOC118514253|XP_035916860.1|ASTE	LOC108598716|XP_017840921.2|DBUS
OG0003660	LOC118510302|XP_035907822.1|ASTE	LOC108600097|XP_017842947.1|DBUS
OG0003661	LOC118510216|XP_035907670.1|ASTE	LOC108599832|XP_033149355.1|DBUS
OG0003662	LOC118513272|XP_035914732.1|ASTE	LOC108600004|XP_017842777.1|DBUS
OG0003663	LOC118511399|XP_035910327.1|ASTE	LOC108598700|XP_017840913.1|DBUS
OG0003664	LOC118511390|XP_035910302.1|ASTE	LOC108600540|XP_017843681.1|DBUS
OG0003665	LOC118509733|XP_035906755.1|ASTE	LOC108595553|XP_017836302.1|DBUS
OG0003666	LOC118509612|XP_035906315.1|ASTE	LOC108597600|XP_017839711.1|DBUS
OG0003667	LOC118509621|XP_035906359.1|ASTE	LOC108600389|XP_033149542.1|DBUS
OG0003668	LOC118511332|XP_035910156.1|ASTE	LOC108594618|XP_033149254.1|DBUS
OG0003669	LOC118511546|XP_035910647.1|ASTE	LOC108595654|XP_017836418.1|DBUS
OG0003670	LOC118511544|XP_035910644.1|ASTE	LOC108595653|XP_017836417.1|DBUS
OG0003671	LOC118510273|XP_035907769.1|ASTE	LOC108596919|XP_017838619.1|DBUS
OG0003672	LOC118510287|XP_035907796.1|ASTE	LOC108604657|XP_017849696.1|DBUS
OG0003673	LOC118514330|XP_035917022.1|ASTE	LOC108596738|XP_017838288.1|DBUS
OG0003674	LOC118511255|XP_035909998.1|ASTE	LOC108597726|XP_017839909.1|DBUS
OG0003675	LOC118509878|XP_035907010.1|ASTE	LOC108596116|XP_017837033.1|DBUS
OG0003676	LOC118509875|XP_035906997.1|ASTE	LOC108596113|XP_017837028.1|DBUS
OG0003677	LOC118509452|XP_035905964.1|ASTE	LOC108602745|XP_017846392.1|DBUS
OG0003678	LOC118512843|XP_035913788.1|ASTE	LOC108600567|XP_033149648.1|DBUS
OG0003679	LOC118512857|XP_035913833.1|ASTE	LOC108600898|XP_017844211.1|DBUS
OG0003680	LOC118511376|XP_035910263.1|ASTE	LOC108595128|XP_033149005.1|DBUS
OG0003683	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE	LOC108596086|XP_017836992.1|DBUS
OG0003684	LOC118512876|XP_035913862.1|ASTE	LOC108600707|XP_017843926.1|DBUS
OG0003685	LOC118512255|XP_035912301.1|ASTE	LOC108598730|XP_017840949.2|DBUS
OG0003686	LOC118512019|XP_035911691.1|ASTE	LOC108597118|XP_017838985.1|DBUS
OG0003687	LOC118512808|XP_035913653.1|ASTE	LOC108596472|XP_017837721.1|DBUS
OG0003688	LOC118512809|XP_035913654.1|ASTE	LOC108595259|XP_017835959.1|DBUS
OG0003689	LOC118512815|XP_035913673.1|ASTE	LOC108600742|XP_017843976.1|DBUS
OG0003690	LOC118512816|XP_035913674.1|ASTE	LOC108598486|XP_017840629.1|DBUS
OG0003691	LOC118512820|XP_035913688.1|ASTE	LOC108598941|XP_017841199.1|DBUS
OG0003692	LOC118509716|XP_035906696.1|ASTE	LOC108596832|XP_017838443.1|DBUS
OG0003693	LOC118512229|XP_035912244.1|ASTE	LOC108599481|XP_017841813.2|DBUS
OG0003694	LOC118514241|XP_035916838.1|ASTE	LOC108600929|XP_017844253.1|DBUS
OG0003695	LOC118508937|XP_035904739.1|ASTE	LOC108599590|XP_017842025.1|DBUS
OG0003696	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE	LOC108595943|XP_017836717.1|DBUS
OG0003697	LOC118513184|XP_035914543.1|ASTE	LOC108596672|XP_017838169.1|DBUS
OG0003698	LOC118509763|XP_035906787.1|ASTE	LOC108598748|XP_017840973.1|DBUS
OG0003699	LOC118509780|XP_035906812.1|ASTE	LOC108597268|XP_033149235.1|DBUS
OG0003700	LOC118509693|XP_035906650.1|ASTE	LOC108597609|XP_017839734.1|DBUS
OG0003701	LOC118509771|XP_035906802.1|ASTE	LOC108598871|XP_017841123.1|DBUS
OG0003702	LOC118509761|XP_035906785.1|ASTE	LOC108598780|XP_017841009.2|DBUS
OG0003703	LOC118511882|XP_035911400.1|ASTE	LOC108598675|XP_017840884.1|DBUS
OG0003704	LOC118511878|XP_035911394.1|ASTE	LOC108599591|XP_017842026.1|DBUS
OG0003705	LOC118512306|XP_035912430.1|ASTE	LOC108596742|XP_017838298.1|DBUS
OG0003706	LOC118512867|XP_035913848.1|ASTE	LOC108598636|XP_017840829.1|DBUS
OG0003707	LOC118512871|XP_035913855.1|ASTE	LOC108600265|XP_017843208.1|DBUS
OG0003708	LOC118510150|XP_035907547.1|ASTE	LOC108598096|XP_033149367.1|DBUS
OG0003709	LOC118513269|XP_035914729.1|ASTE	LOC108596375|XP_017837531.1|DBUS
OG0003710	LOC118513464|XP_035915133.1|ASTE	LOC108596374|XP_017837530.1|DBUS
