Orthogroup	ASTE.longest_only	CPIP.longest_only
OG0005291	LOC118511579|XP_035910723.1|ASTE	LOC120422712|XP_039442174.1|CPIP
OG0005292	LOC118513663|XP_035915650.1|ASTE	LOC120422502|XP_039441894.1|CPIP
OG0005293	LOC118512209|XP_035912215.1|ASTE	LOC120423260|XP_039442929.1|CPIP
OG0005294	LOC118509332|XP_035905692.1|ASTE	LOC120422731|XP_039442207.1|CPIP
OG0005295	LOC118509335|XP_035905695.1|ASTE	LOC120423216|XP_039442862.1|CPIP
OG0005296	LOC118513543|XP_035915313.1|ASTE	LOC120414732|XP_039431971.1|CPIP
OG0005297	LOC118509046|XP_035905014.1|ASTE	LOC120414734|XP_039431978.1|CPIP
OG0005298	LOC118513312|XP_035914793.1|ASTE	LOC120424907|XP_039445134.1|CPIP
OG0005299	LOC118509059|XP_035905064.1|ASTE	LOC120422900|XP_039442398.1|CPIP
OG0005300	LOC118513389|XP_035914959.1|ASTE	LOC120422899|XP_039442397.1|CPIP
OG0005301	LOC118511720|XP_035911041.1|ASTE	LOC120417356|XP_039435294.1|CPIP
OG0005302	LOC118514002|XP_035916331.1|ASTE	LOC120417353|XP_039435290.1|CPIP
OG0005303	LOC118513881|XP_035916082.1|ASTE	LOC120413136|XP_039429775.1|CPIP
OG0005304	LOC118513880|XP_035916081.1|ASTE	LOC120413139|XP_039429780.1|CPIP
OG0005305	LOC118511079|XP_035909645.1|ASTE	LOC120431576|XP_039452622.1|CPIP
OG0005306	LOC118511102|XP_035909715.1|ASTE	LOC120424961|XP_039445249.1|CPIP
OG0005307	LOC118511129|XP_035909755.1|ASTE	LOC120424962|XP_039445250.1|CPIP
OG0005308	LOC118511081|XP_035909651.1|ASTE	LOC120416294|XP_039433944.1|CPIP
OG0005309	LOC118511084|XP_035909657.1|ASTE	LOC120416300|XP_039433953.1|CPIP
OG0005310	LOC118510084|XP_035907386.1|ASTE	LOC120416323|XP_039433979.1|CPIP
OG0005311	LOC118514027|XP_035916395.1|ASTE	LOC120416324|XP_039433980.1|CPIP
OG0005312	LOC118511052|XP_035909544.1|ASTE	LOC120416299|XP_039433952.1|CPIP
OG0005313	LOC118511638|XP_035910844.1|ASTE	LOC120413114|XP_039429755.1|CPIP
OG0005314	LOC118513911|XP_035916145.1|ASTE	LOC120413088|XP_039429728.1|CPIP
OG0005315	LOC118513956|XP_035916245.1|ASTE, LOC118517203|XP_035919051.1|ASTE	LOC120413084|XP_039429723.1|CPIP
OG0005316	LOC118514028|XP_035916398.1|ASTE	LOC120413119|XP_039429762.1|CPIP
OG0005317	LOC118514015|XP_035916378.1|ASTE	LOC120413085|XP_039429725.1|CPIP
OG0005319	LOC118511753|XP_035911111.1|ASTE	LOC120428542|XP_039449508.1|CPIP
OG0005320	LOC118511754|XP_035911112.1|ASTE	LOC120428544|XP_039449510.1|CPIP
OG0005321	LOC118513412|XP_035915013.1|ASTE	LOC120418946|XP_039437418.1|CPIP
OG0005322	LOC118510081|XP_035907382.1|ASTE	LOC120427588|XP_039448404.1|CPIP
OG0005323	LOC118511592|XP_035910745.1|ASTE	LOC120428509|XP_039449459.1|CPIP
OG0005324	LOC118510608|XP_035908513.1|ASTE	LOC120428265|XP_039449196.1|CPIP
OG0005325	LOC118510607|XP_035908511.1|ASTE	LOC120428207|XP_039449121.1|CPIP
OG0005326	LOC118510609|XP_035908515.1|ASTE	LOC120427994|XP_039448893.1|CPIP
OG0005327	LOC118510614|XP_035908524.1|ASTE	LOC120428594|XP_039449554.1|CPIP
OG0005328	LOC118513399|XP_035914972.1|ASTE	LOC120425905|XP_039446458.1|CPIP
OG0005329	LOC118509136|XP_035905229.1|ASTE	LOC120425915|XP_039446469.1|CPIP
OG0005330	LOC118509134|XP_035905227.1|ASTE	LOC120425914|XP_039446468.1|CPIP
OG0005331	LOC118511234|XP_035909964.1|ASTE	LOC120414748|XP_039431998.1|CPIP
OG0005332	LOC118511230|XP_035909958.1|ASTE	LOC120414772|XP_039432020.1|CPIP
OG0005333	LOC118514608|XP_035917497.1|ASTE	LOC120429763|XP_039450750.1|CPIP
OG0005334	LOC118511661|XP_035910902.1|ASTE	LOC120430192|XP_039451207.1|CPIP
OG0005335	LOC118511665|XP_035910910.1|ASTE	LOC120427331|XP_039448114.1|CPIP
OG0005336	LOC118511640|XP_035910854.1|ASTE	LOC120427330|XP_039448113.1|CPIP
OG0005337	LOC118513418|XP_035915023.1|ASTE	LOC120424365|XP_039444394.1|CPIP
OG0005338	LOC118513425|XP_035915032.1|ASTE	LOC120418429|XP_039436742.1|CPIP
OG0005339	LOC118513438|XP_035915071.1|ASTE	LOC120418426|XP_039436738.1|CPIP
OG0005340	LOC118513442|XP_035915077.1|ASTE	LOC120418399|XP_039436707.1|CPIP
OG0005341	LOC118512455|XP_035912814.1|ASTE	LOC120418414|XP_039436728.1|CPIP
OG0005342	LOC118508999|XP_035904896.1|ASTE	LOC120418406|XP_039436716.1|CPIP
OG0005343	LOC118509006|XP_035904914.1|ASTE	LOC120418412|XP_039436724.1|CPIP
OG0005345	LOC118509083|XP_035905109.1|ASTE	LOC120420804|XP_039439859.1|CPIP
OG0005346	LOC118511611|XP_035910794.1|ASTE	LOC120420160|XP_039439062.1|CPIP
OG0005347	LOC118511676|XP_035910930.1|ASTE	LOC120420574|XP_039439591.1|CPIP
OG0005348	LOC118511667|XP_035910912.1|ASTE	LOC120419662|XP_039438363.1|CPIP
OG0005349	LOC118511663|XP_035910905.1|ASTE	LOC120420052|XP_039438900.1|CPIP
OG0005350	LOC118511647|XP_035910874.1|ASTE	LOC120420253|XP_039439184.1|CPIP
OG0005351	LOC118512444|XP_035912801.1|ASTE	LOC120420234|XP_039439160.1|CPIP
OG0005352	LOC118513406|XP_035914995.1|ASTE	LOC120420360|XP_039439298.1|CPIP
OG0005353	LOC118512647|XP_035913256.1|ASTE	LOC120420071|XP_039438932.1|CPIP
OG0005354	LOC118512657|XP_035913282.1|ASTE	LOC120420475|XP_039439450.1|CPIP
OG0005355	LOC118512448|XP_035912805.1|ASTE	LOC120420606|XP_039439620.1|CPIP
OG0005356	LOC118512462|XP_035912825.1|ASTE	LOC120420683|XP_039439716.1|CPIP
OG0005357	LOC118512456|XP_035912816.1|ASTE	LOC120420642|XP_039439658.1|CPIP
OG0005358	LOC118513445|XP_035915081.1|ASTE	LOC120420656|XP_039439683.1|CPIP
OG0005359	LOC118508998|XP_035904895.1|ASTE	LOC120427825|XP_039448687.1|CPIP
OG0005360	LOC118513443|XP_035915078.1|ASTE	LOC120428341|XP_039449277.1|CPIP
OG0005361	LOC118513506|XP_035915248.1|ASTE	LOC120427756|XP_039448603.1|CPIP
OG0005362	LOC118513292|XP_035914758.1|ASTE	LOC120428483|XP_039449431.1|CPIP
OG0005363	LOC118511787|XP_035911198.1|ASTE	LOC120429755|XP_039450737.1|CPIP
OG0005365	LOC118511621|XP_035910812.1|ASTE	LOC120424089|XP_039444037.1|CPIP
OG0005366	LOC118511607|XP_035910783.1|ASTE	LOC120420601|XP_039439608.1|CPIP
OG0005367	LOC118509150|XP_035905259.1|ASTE	LOC120421944|XP_039441184.1|CPIP
OG0005368	LOC118509151|XP_035905267.1|ASTE	LOC120421947|XP_039441191.1|CPIP
OG0005369	LOC118509148|XP_035905255.1|ASTE	LOC120421950|XP_039441194.1|CPIP
OG0005370	LOC118509149|XP_035905256.1|ASTE	LOC120421948|XP_039441192.1|CPIP
OG0005371	LOC118509147|XP_035905253.1|ASTE	LOC120421953|XP_039441198.1|CPIP
OG0005372	LOC118508801|XP_035904413.1|ASTE	LOC120423469|XP_039443228.1|CPIP
OG0005373	LOC118513901|XP_035916116.1|ASTE	LOC120422507|XP_039441896.1|CPIP
OG0005374	LOC118513735|XP_035915783.1|ASTE	LOC120415493|XP_039432996.1|CPIP
OG0005375	LOC118513732|XP_035915778.1|ASTE	LOC120415470|XP_039432964.1|CPIP
OG0005376	LOC118513727|XP_035915771.1|ASTE	LOC120415465|XP_039432953.1|CPIP
OG0005377	LOC118510993|XP_035909401.1|ASTE	LOC120416080|XP_039433691.1|CPIP
OG0005378	LOC118511006|XP_035909416.1|ASTE	LOC120419619|XP_039438297.1|CPIP
OG0005379	LOC118511008|XP_035909421.1|ASTE	LOC120420170|XP_039439073.1|CPIP
OG0005380	LOC118511010|XP_035909424.1|ASTE	LOC120420028|XP_039438865.1|CPIP
OG0005381	LOC118511017|XP_035909439.1|ASTE	LOC120425343|XP_039445770.1|CPIP
OG0005382	LOC118511018|XP_035909447.1|ASTE	LOC120425342|XP_039445769.1|CPIP
OG0005383	LOC118509157|XP_035905293.1|ASTE	LOC120412784|XP_039429305.1|CPIP
OG0005384	LOC118514589|XP_035917484.1|ASTE	LOC120423646|XP_039443453.1|CPIP
OG0005385	LOC118514510|XP_035917344.1|ASTE	LOC120430376|XP_039451409.1|CPIP
OG0005386	LOC118514526|XP_035917393.1|ASTE	LOC120423131|XP_039442745.1|CPIP
OG0005387	LOC118508995|XP_035904887.1|ASTE	LOC120423139|XP_039442753.1|CPIP
OG0005388	LOC118512506|XP_035912911.1|ASTE	LOC120420894|XP_039439949.1|CPIP
OG0005389	LOC118512518|XP_035912952.1|ASTE	LOC120424369|XP_039444399.1|CPIP
OG0005391	LOC118512566|XP_035913050.1|ASTE	LOC120415466|XP_039432958.1|CPIP
OG0005392	LOC118512571|XP_035913081.1|ASTE	LOC120415459|XP_039432947.1|CPIP
OG0005393	LOC118510086|XP_035907390.1|ASTE	LOC120415487|XP_039432988.1|CPIP
OG0005394	LOC118511218|XP_035909925.1|ASTE	LOC120419191|XP_039437795.1|CPIP
OG0005395	LOC118514704|XP_035917666.1|ASTE	LOC120419178|XP_039437771.1|CPIP
OG0005396	LOC118509155|XP_035905279.1|ASTE	LOC120413569|XP_039430382.1|CPIP
OG0005397	LOC118509158|XP_035905299.1|ASTE	LOC120413572|XP_039430392.1|CPIP
OG0005398	LOC118513775|XP_035915845.1|ASTE	LOC120415972|XP_039433555.1|CPIP
OG0005399	LOC118508965|XP_035904802.1|ASTE	LOC120416801|XP_039434612.1|CPIP
OG0005401	LOC118513740|XP_035915790.1|ASTE	LOC120416097|XP_039433714.1|CPIP
OG0005402	LOC118513751|XP_035915804.1|ASTE	LOC120416067|XP_039433667.1|CPIP
OG0005403	LOC118513748|XP_035915801.1|ASTE	LOC120416107|XP_039433724.1|CPIP
OG0005404	LOC118513747|XP_035915799.1|ASTE	LOC120416075|XP_039433678.1|CPIP
OG0005405	LOC118513759|XP_035915826.1|ASTE	LOC120416265|XP_039433903.1|CPIP
OG0005406	LOC118513763|XP_035915829.1|ASTE	LOC120416289|XP_039433937.1|CPIP
OG0005407	LOC118513765|XP_035915834.1|ASTE, LOC118515269|XP_035917855.1|ASTE	LOC120426123|XP_039446761.1|CPIP
OG0005408	LOC118514683|XP_035917622.1|ASTE	LOC120427959|XP_039448847.1|CPIP
OG0005409	LOC118514699|XP_035917654.1|ASTE	LOC120426235|XP_039446905.1|CPIP
OG0005410	LOC118514154|XP_035916660.1|ASTE	LOC120419849|XP_039438621.1|CPIP
OG0005411	LOC118513365|XP_035914889.1|ASTE	LOC120419833|XP_039438601.1|CPIP
OG0005412	LOC118513368|XP_035914892.1|ASTE	LOC120419856|XP_039438627.1|CPIP
OG0005413	LOC118514583|XP_035917479.1|ASTE	LOC120427333|XP_039448117.1|CPIP
OG0005414	LOC118512532|XP_035912977.1|ASTE	LOC120430187|XP_039451201.1|CPIP
OG0005415	LOC118511687|XP_035910963.1|ASTE	LOC120412802|XP_039429331.1|CPIP, LOC120427601|XP_039448407.1|CPIP
OG0005416	LOC118512578|XP_035913095.1|ASTE	LOC120413506|XP_039430297.1|CPIP
OG0005417	LOC118510635|XP_035908572.1|ASTE	LOC120413546|XP_039430360.1|CPIP
OG0005418	LOC118510642|XP_035908628.1|ASTE	LOC120416603|XP_039434331.1|CPIP
OG0005419	LOC118510649|XP_035908657.1|ASTE	LOC120416608|XP_039434340.1|CPIP
OG0005420	LOC118514276|XP_035916910.1|ASTE	LOC120416878|XP_039434706.1|CPIP
OG0005421	LOC118509811|XP_035906855.1|ASTE	LOC120429030|XP_039450100.1|CPIP
OG0005422	LOC118514674|XP_035917610.1|ASTE	LOC120416019|XP_039433609.1|CPIP
OG0005423	LOC118511774|XP_035911156.1|ASTE	LOC120416770|XP_039434560.1|CPIP
OG0005424	LOC118511781|XP_035911183.1|ASTE	LOC120416773|XP_039434568.1|CPIP
OG0005425	LOC118511783|XP_035911193.1|ASTE	LOC120423458|XP_039443214.1|CPIP
OG0005426	LOC118514525|XP_035917392.1|ASTE	LOC120426936|XP_039447684.1|CPIP
OG0005427	LOC118514635|XP_035917539.1|ASTE	LOC120419850|XP_039438622.1|CPIP
OG0005428	LOC118514633|XP_035917533.1|ASTE	LOC120418602|XP_039436979.1|CPIP
OG0005429	LOC118514637|XP_035917544.1|ASTE	LOC120418619|XP_039436996.1|CPIP
OG0005430	LOC118514638|XP_035917546.1|ASTE	LOC120418614|XP_039436993.1|CPIP
OG0005431	LOC118509321|XP_035905677.1|ASTE	LOC120422779|XP_039442248.1|CPIP
OG0005432	LOC118514569|XP_035917462.1|ASTE	LOC120430857|XP_039451917.1|CPIP
OG0005433	LOC118508947|XP_035904754.1|ASTE	LOC120430854|XP_039451912.1|CPIP, LOC120431311|XP_039452378.1|CPIP
OG0005434	LOC118513587|XP_035915449.1|ASTE	LOC120428121|XP_039449040.1|CPIP
OG0005435	LOC118513591|XP_035915465.1|ASTE	LOC120428129|XP_039449045.1|CPIP, LOC120424572|XP_039444673.1|CPIP
OG0005436	LOC118513590|XP_035915464.1|ASTE	LOC120424571|XP_039444672.1|CPIP
OG0005437	LOC118514533|XP_035917407.1|ASTE	LOC120424556|XP_039444657.1|CPIP
OG0005438	LOC118511690|XP_035910982.1|ASTE	LOC120412790|XP_039429313.1|CPIP
OG0005439	LOC118514584|XP_035917480.1|ASTE	LOC120412822|XP_039429363.1|CPIP
OG0005440	LOC118514505|XP_035917333.1|ASTE	LOC120412793|XP_039429318.1|CPIP
OG0005441	LOC118513276|XP_035914734.1|ASTE	LOC120415706|XP_039433234.1|CPIP
OG0005442	LOC118513287|XP_035914752.1|ASTE	LOC120415708|XP_039433236.1|CPIP
OG0005443	LOC118513285|XP_035914746.1|ASTE	LOC120415702|XP_039433227.1|CPIP
OG0005444	LOC118509226|XP_035905425.1|ASTE	LOC120422039|XP_039441298.1|CPIP
OG0005445	LOC118513251|XP_035914705.1|ASTE	LOC120423095|XP_039442707.1|CPIP
OG0005446	LOC118513261|XP_035914717.1|ASTE	LOC120423098|XP_039442711.1|CPIP
OG0005447	LOC118512607|XP_035913171.1|ASTE	LOC120432457|XP_039453608.1|CPIP
OG0005448	LOC118512603|XP_035913165.1|ASTE	LOC120415562|XP_039433068.1|CPIP
OG0005449	LOC118513691|XP_035915704.1|ASTE	LOC120415537|XP_039433034.1|CPIP
OG0005450	LOC118513695|XP_035915712.1|ASTE	LOC120415547|XP_039433051.1|CPIP
OG0005451	LOC118513455|XP_035915109.1|ASTE	LOC120426583|XP_039447306.1|CPIP
OG0005452	LOC118513216|XP_035914629.1|ASTE	LOC120421131|XP_039440226.1|CPIP
OG0005453	LOC118508807|XP_035904426.1|ASTE	LOC120421141|XP_039440256.1|CPIP
OG0005455	LOC118510045|XP_035907326.1|ASTE	LOC120422384|XP_039441728.1|CPIP
OG0005456	LOC118510852|XP_035909078.1|ASTE	LOC120422409|XP_039441760.1|CPIP
OG0005457	LOC118510853|XP_035909079.1|ASTE	LOC120422402|XP_039441753.1|CPIP
OG0005458	LOC118510847|XP_035909071.1|ASTE	LOC120412474|XP_039428896.1|CPIP, LOC120418384|XP_039436697.1|CPIP
OG0005459	LOC118510844|XP_035909064.1|ASTE	LOC120432446|XP_039453598.1|CPIP
OG0005460	LOC118509826|XP_035906889.1|ASTE	LOC120423983|XP_039443914.1|CPIP
OG0005461	LOC118513332|XP_035914839.1|ASTE	LOC120415522|XP_039433013.1|CPIP
OG0005462	LOC118513348|XP_035914870.1|ASTE	LOC120415523|XP_039433014.1|CPIP
OG0005463	LOC118513347|XP_035914869.1|ASTE	LOC120415553|XP_039433060.1|CPIP
OG0005464	LOC118513314|XP_035914795.1|ASTE	LOC120415552|XP_039433059.1|CPIP
OG0005465	LOC118513264|XP_035914721.1|ASTE	LOC120415536|XP_039433031.1|CPIP
OG0005466	LOC118513262|XP_035914718.1|ASTE	LOC120423112|XP_039442724.1|CPIP
OG0005467	LOC118513222|XP_035914641.1|ASTE	LOC120424988|XP_039445292.1|CPIP
OG0005468	LOC118508958|XP_035904779.1|ASTE	LOC120425240|XP_039445608.1|CPIP
OG0005469	LOC118508963|XP_035904799.1|ASTE	LOC120413844|XP_039430733.1|CPIP
OG0005470	LOC118508962|XP_035904796.1|ASTE	LOC120413843|XP_039430732.1|CPIP
OG0005471	LOC118514159|XP_035916692.1|ASTE	LOC120413863|XP_039430760.1|CPIP
OG0005472	LOC118514160|XP_035916693.1|ASTE	LOC120413867|XP_039430768.1|CPIP
OG0005473	LOC118513335|XP_035914847.1|ASTE	LOC120413862|XP_039430759.1|CPIP
OG0005474	LOC118509299|XP_035905640.1|ASTE	LOC120412493|XP_039428922.1|CPIP, LOC120417635|XP_039435684.1|CPIP
OG0005475	LOC118512591|XP_035913123.1|ASTE	LOC120417623|XP_039435674.1|CPIP, LOC120412459|XP_039428863.1|CPIP
OG0005476	LOC118509302|XP_035905644.1|ASTE	LOC120417679|XP_039435749.1|CPIP, LOC120412461|XP_039428869.1|CPIP
OG0005477	LOC118509290|XP_035905597.1|ASTE	LOC120412476|XP_039428899.1|CPIP, LOC120418268|XP_039436524.1|CPIP
OG0005478	LOC118509284|XP_035905555.1|ASTE	LOC120418344|XP_039436634.1|CPIP, LOC120412495|XP_039428924.1|CPIP
OG0005479	LOC118509171|XP_035905324.1|ASTE	LOC120412450|XP_039428847.1|CPIP, LOC120418224|XP_039436453.1|CPIP
OG0005480	LOC118509283|XP_035905554.1|ASTE	LOC120418299|XP_039436566.1|CPIP, LOC120412451|XP_039428849.1|CPIP
OG0005481	LOC118509175|XP_035905333.1|ASTE	LOC120422403|XP_039441754.1|CPIP
OG0005482	LOC118509183|XP_035905342.1|ASTE	LOC120422390|XP_039441734.1|CPIP
OG0005483	LOC118509184|XP_035905345.1|ASTE	LOC120422417|XP_039441766.1|CPIP
OG0005484	LOC118517247|XP_035919113.1|ASTE, LOC118509200|XP_035905363.1|ASTE	LOC120429678|XP_039450642.1|CPIP
OG0005485	LOC118509959|XP_035907220.1|ASTE	LOC120419015|XP_039437516.1|CPIP
OG0005486	LOC118508809|XP_035904438.1|ASTE	LOC120414559|XP_039431710.1|CPIP
OG0005487	LOC118513651|XP_035915629.1|ASTE	LOC120417744|XP_039435834.1|CPIP, LOC120419916|XP_039438715.1|CPIP
OG0005488	LOC118513654|XP_035915632.1|ASTE	LOC120417740|XP_039435832.1|CPIP, LOC120419915|XP_039438714.1|CPIP
OG0005489	LOC118509883|XP_035907016.1|ASTE	LOC120418725|XP_039437134.1|CPIP
OG0005490	LOC118509880|XP_035907012.1|ASTE	LOC120418723|XP_039437132.1|CPIP
OG0005491	LOC118510883|XP_035909145.1|ASTE	LOC120432460|XP_039453610.1|CPIP
OG0005492	LOC118510881|XP_035909141.1|ASTE	LOC120432413|XP_039453546.1|CPIP
OG0005493	LOC118510873|XP_035909128.1|ASTE	LOC120432415|XP_039453549.1|CPIP
OG0005495	LOC118513796|XP_035915875.1|ASTE	LOC120427067|XP_039447840.1|CPIP
OG0005496	LOC118513817|XP_035915941.1|ASTE	LOC120421176|XP_039440305.1|CPIP
OG0005497	LOC118513821|XP_035915949.1|ASTE	LOC120421171|XP_039440299.1|CPIP
OG0005498	LOC118513830|XP_035915966.1|ASTE	LOC120421159|XP_039440285.1|CPIP
OG0005499	LOC118513806|XP_035915902.1|ASTE	LOC120425292|XP_039445692.1|CPIP
OG0005500	LOC118513829|XP_035915965.1|ASTE	LOC120425293|XP_039445693.1|CPIP
OG0005501	LOC118513820|XP_035915948.1|ASTE	LOC120425299|XP_039445697.1|CPIP
OG0005502	LOC118513822|XP_035915950.1|ASTE	LOC120425301|XP_039445700.1|CPIP
OG0005503	LOC118513807|XP_035915903.1|ASTE	LOC120419661|XP_039438355.1|CPIP
OG0005504	LOC118510065|XP_035907348.1|ASTE	LOC120425518|XP_039446001.1|CPIP
OG0005505	LOC118512967|XP_035914086.1|ASTE	LOC120426899|XP_039447644.1|CPIP, LOC120426895|XP_039447634.1|CPIP, LOC120429920|XP_039450948.1|CPIP, LOC120429909|XP_039450937.1|CPIP, LOC120429908|XP_039450936.1|CPIP, LOC120426881|XP_039447617.1|CPIP, LOC120429921|XP_039450949.1|CPIP
OG0005506	LOC118514287|XP_035916923.1|ASTE	LOC120426882|XP_039447618.1|CPIP
OG0005507	LOC118513473|XP_035915159.1|ASTE	LOC120426891|XP_039447629.1|CPIP
OG0005508	LOC118509887|XP_035907022.1|ASTE	LOC120423101|XP_039442713.1|CPIP
OG0005509	LOC118509886|XP_035907021.1|ASTE	LOC120423107|XP_039442720.1|CPIP
OG0005510	LOC118508817|XP_035904451.1|ASTE	LOC120415520|XP_039433011.1|CPIP
OG0005511	LOC118511697|XP_035910998.1|ASTE	LOC120421300|XP_039440424.1|CPIP
OG0005512	LOC118511698|XP_035910999.1|ASTE	LOC120421298|XP_039440422.1|CPIP
OG0005513	LOC118512483|XP_035912871.1|ASTE	LOC120414572|XP_039431743.1|CPIP
OG0005514	LOC118512478|XP_035912861.1|ASTE	LOC120414546|XP_039431693.1|CPIP
OG0005515	LOC118515243|XP_035917820.1|ASTE, LOC118509278|XP_035905547.1|ASTE	LOC120414563|XP_039431717.1|CPIP
OG0005516	LOC118515242|XP_035917819.1|ASTE, LOC118509277|XP_035905546.1|ASTE	LOC120414562|XP_039431716.1|CPIP
OG0005517	LOC118510103|XP_035907444.1|ASTE	LOC120414557|XP_039431704.1|CPIP
OG0005518	LOC118513502|XP_035915239.1|ASTE, LOC118517150|XP_035918904.1|ASTE	LOC120419466|XP_039438085.1|CPIP
OG0005519	LOC118513210|XP_035914616.1|ASTE	LOC120432440|XP_039453592.1|CPIP
OG0005520	LOC118511806|XP_035911235.1|ASTE	LOC120432428|XP_039453573.1|CPIP
OG0005521	LOC118510218|XP_035907675.1|ASTE	LOC120420526|XP_039439530.1|CPIP
OG0005522	LOC118514037|XP_035916412.1|ASTE	LOC120420487|XP_039439466.1|CPIP
OG0005523	LOC118514052|XP_035916438.1|ASTE	LOC120420529|XP_039439534.1|CPIP
OG0005524	LOC118512610|XP_035913176.1|ASTE	LOC120413895|XP_039430805.1|CPIP, LOC120420513|XP_039439499.1|CPIP
OG0005525	LOC118512616|XP_035913188.1|ASTE	LOC120420515|XP_039439510.1|CPIP, LOC120413899|XP_039430810.1|CPIP
OG0005526	LOC118510833|XP_035909052.1|ASTE	LOC120413818|XP_039430707.1|CPIP
OG0005527	LOC118510834|XP_035909053.1|ASTE	LOC120413820|XP_039430709.1|CPIP
OG0005528	LOC118510815|XP_035909027.1|ASTE	LOC120413854|XP_039430744.1|CPIP
OG0005529	LOC118510794|XP_035908992.1|ASTE	LOC120417376|XP_039435331.1|CPIP
OG0005530	LOC118510777|XP_035908939.1|ASTE	LOC120417912|XP_039436085.1|CPIP
OG0005531	LOC118510769|XP_035908922.1|ASTE	LOC120423397|XP_039443124.1|CPIP
OG0005532	LOC118510765|XP_035908912.1|ASTE	LOC120423392|XP_039443112.1|CPIP
OG0005533	LOC118510755|XP_035908893.1|ASTE	LOC120425171|XP_039445539.1|CPIP
OG0005534	LOC118504853|XP_035895758.1|ASTE	LOC120412481|XP_039428906.1|CPIP, LOC120418162|XP_039436397.1|CPIP
OG0005535	LOC118514040|XP_035916417.1|ASTE	LOC120417533|XP_039435553.1|CPIP, LOC120412462|XP_039428870.1|CPIP
OG0005536	LOC118503114|XP_035891947.1|ASTE	LOC120417954|XP_039436122.1|CPIP, LOC120412500|XP_039428933.1|CPIP
OG0005537	LOC118514494|XP_035917318.1|ASTE, LOC118505156|XP_035896442.1|ASTE	LOC120417571|XP_039435613.1|CPIP, LOC120412507|XP_039428943.1|CPIP
OG0005538	LOC118514123|XP_035916601.1|ASTE	LOC120426275|XP_039446954.1|CPIP
OG0005539	LOC118514088|XP_035916514.1|ASTE	LOC120426277|XP_039446956.1|CPIP
OG0005540	LOC118514095|XP_035916525.1|ASTE	LOC120420511|XP_039439497.1|CPIP
OG0005541	LOC118514078|XP_035916499.1|ASTE	LOC120426270|XP_039446946.1|CPIP
OG0005542	LOC118514093|XP_035916519.1|ASTE	LOC120420495|XP_039439479.1|CPIP
OG0005543	LOC118513686|XP_035915684.1|ASTE	LOC120423981|XP_039443908.1|CPIP
OG0005544	LOC118513315|XP_035914796.1|ASTE	LOC120423982|XP_039443913.1|CPIP
OG0005545	LOC118509994|XP_035907270.1|ASTE	LOC120418722|XP_039437129.1|CPIP
OG0005546	LOC118514039|XP_035916416.1|ASTE	LOC120418697|XP_039437096.1|CPIP
OG0005547	LOC118508913|XP_035904666.1|ASTE	LOC120418703|XP_039437104.1|CPIP
OG0005548	LOC118514073|XP_035916492.1|ASTE	LOC120418696|XP_039437095.1|CPIP
OG0005549	LOC118511694|XP_035910987.1|ASTE	LOC120418718|XP_039437125.1|CPIP
OG0005550	LOC118514104|XP_035916567.1|ASTE	LOC120412674|XP_039429174.1|CPIP
OG0005551	LOC118514111|XP_035916580.1|ASTE	LOC120412676|XP_039429178.1|CPIP
OG0005552	LOC118514105|XP_035916572.1|ASTE	LOC120412675|XP_039429176.1|CPIP
OG0005553	LOC118514060|XP_035916458.1|ASTE	LOC120412479|XP_039428904.1|CPIP
OG0005554	LOC118514067|XP_035916472.1|ASTE	LOC120417311|XP_039435199.1|CPIP
OG0005555	LOC118514069|XP_035916487.1|ASTE	LOC120417310|XP_039435195.1|CPIP
OG0005556	LOC118514068|XP_035916486.1|ASTE	LOC120417293|XP_039435178.1|CPIP
OG0005557	LOC118510731|XP_035908837.1|ASTE	LOC120417312|XP_039435209.1|CPIP
OG0005558	LOC118514066|XP_035916466.1|ASTE	LOC120417290|XP_039435175.1|CPIP
OG0005559	LOC118510721|XP_035908823.1|ASTE	LOC120417284|XP_039435169.1|CPIP
OG0005560	LOC118510730|XP_035908835.1|ASTE	LOC120417288|XP_039435172.1|CPIP
OG0005561	LOC118510720|XP_035908821.1|ASTE	LOC120417301|XP_039435187.1|CPIP
OG0005562	LOC118510717|XP_035908815.1|ASTE	LOC120427088|XP_039447869.1|CPIP
OG0005563	LOC118510707|XP_035908800.1|ASTE	LOC120419047|XP_039437546.1|CPIP
OG0005564	LOC118510703|XP_035908788.1|ASTE	LOC120419076|XP_039437595.1|CPIP
OG0005565	LOC118510702|XP_035908786.1|ASTE	LOC120419060|XP_039437567.1|CPIP
OG0005566	LOC118503794|XP_035893378.1|ASTE	LOC120419081|XP_039437599.1|CPIP
OG0005567	LOC118510701|XP_035908783.1|ASTE	LOC120419080|XP_039437598.1|CPIP
OG0005568	LOC118510671|XP_035908712.1|ASTE	LOC120419050|XP_039437550.1|CPIP
OG0005569	LOC118510685|XP_035908744.1|ASTE	LOC120419071|XP_039437589.1|CPIP
OG0005570	LOC118514133|XP_035916611.1|ASTE	LOC120429840|XP_039450839.1|CPIP
OG0005571	LOC118506593|XP_035899846.1|ASTE	LOC120414327|XP_039431401.1|CPIP
OG0005572	LOC118506595|XP_035899849.1|ASTE	LOC120425774|XP_039446320.1|CPIP
OG0005573	LOC118505759|XP_035897870.1|ASTE	LOC120426559|XP_039447259.1|CPIP
OG0005574	LOC118505766|XP_035897897.1|ASTE	LOC120426581|XP_039447304.1|CPIP
