Orthogroup	ASTE.longest_only	DGUA.longest_only
OG0004974	LOC118513094|XP_035914388.1|ASTE	LOC117579170|XP_034120824.1|DGUA
OG0004975	LOC118509426|XP_035905907.1|ASTE	LOC117579594|XP_034121419.1|DGUA
OG0004976	LOC118509425|XP_035905906.1|ASTE	LOC117587445|XP_034134020.1|DGUA
OG0004977	LOC118510274|XP_035907781.1|ASTE	LOC117592030|XP_034141383.1|DGUA
OG0004978	LOC118509481|XP_035906026.1|ASTE	LOC117587488|XP_034134153.1|DGUA
OG0004979	LOC118509497|XP_035906048.1|ASTE	LOC117586820|XP_034132991.1|DGUA
OG0004980	LOC118509932|XP_035907155.1|ASTE	LOC117591241|XP_034140308.1|DGUA
OG0004981	LOC118510069|XP_035907354.1|ASTE	LOC117579967|XP_034122032.1|DGUA
OG0004982	LOC118510068|XP_035907353.1|ASTE	LOC117580321|XP_034122708.1|DGUA
OG0004983	LOC118510070|XP_035907356.1|ASTE	LOC117579344|XP_034121061.1|DGUA
OG0004984	LOC118509939|XP_035907163.1|ASTE	LOC117589046|XP_034136564.1|DGUA
OG0004985	LOC118509528|XP_035906138.1|ASTE	LOC117579527|XP_034121331.1|DGUA
OG0004986	LOC118509525|XP_035906128.1|ASTE	LOC117579453|XP_034121232.1|DGUA
OG0004987	LOC118509523|XP_035906122.1|ASTE	LOC117589222|XP_034136861.1|DGUA
OG0004988	LOC118509529|XP_035906142.1|ASTE	LOC117579528|XP_034121334.1|DGUA
OG0004989	LOC118510323|XP_035907863.1|ASTE	LOC117589428|XP_034137255.1|DGUA
OG0004990	LOC118509787|XP_035906824.1|ASTE	LOC117584346|XP_034129073.1|DGUA
OG0004991	LOC118509894|XP_035907034.1|ASTE	LOC117592621|XP_034142433.1|DGUA
OG0004992	LOC118509898|XP_035907040.1|ASTE	LOC117592701|XP_034142563.1|DGUA
OG0004993	LOC118516421|XP_035918181.1|ASTE, LOC118509549|XP_035906192.1|ASTE	LOC117580145|XP_034122345.1|DGUA
OG0004995	LOC118512826|XP_035913698.1|ASTE	LOC117587130|XP_034133521.1|DGUA
OG0004996	LOC118512801|XP_035913632.1|ASTE	LOC117587325|XP_034133848.1|DGUA
OG0004997	LOC118511548|XP_035910650.1|ASTE	LOC117592413|XP_034142044.1|DGUA
OG0004998	LOC118509666|XP_035906543.1|ASTE	LOC117588070|XP_034135027.1|DGUA
OG0004999	LOC118510409|XP_035908060.1|ASTE	LOC117589113|XP_034136681.1|DGUA
OG0005000	LOC118512887|XP_035913881.1|ASTE	LOC117591838|XP_034141095.1|DGUA
OG0005001	LOC118512213|XP_035912221.1|ASTE	LOC117589307|XP_034136994.1|DGUA
OG0005002	LOC118509593|XP_035906266.1|ASTE	LOC117586648|XP_034132773.1|DGUA
OG0005003	LOC118510389|XP_035908037.1|ASTE	LOC117589430|XP_034137258.1|DGUA
OG0005004	LOC118510346|XP_035907932.1|ASTE	LOC117587069|XP_034133404.1|DGUA
OG0005005	LOC118511388|XP_035910300.1|ASTE	LOC117579644|XP_034121515.1|DGUA
OG0005006	LOC118510408|XP_035908059.1|ASTE	LOC117589323|XP_034137054.1|DGUA
OG0005007	LOC118510410|XP_035908061.1|ASTE	LOC117586997|XP_034133288.1|DGUA
OG0005008	LOC118509624|XP_035906376.1|ASTE	LOC117587241|XP_034133701.1|DGUA
OG0005009	LOC118509781|XP_035906814.1|ASTE	LOC117588982|XP_034136462.1|DGUA
OG0005010	LOC118511436|XP_035910424.1|ASTE	LOC117579373|XP_034121132.1|DGUA
OG0005011	LOC118511435|XP_035910419.1|ASTE	LOC117578561|XP_034120025.1|DGUA
OG0005012	LOC118510364|XP_035907966.1|ASTE	LOC117579096|XP_034120710.1|DGUA
OG0005013	LOC118509807|XP_035906842.1|ASTE	LOC117586590|XP_034132656.1|DGUA
OG0005014	LOC118509446|XP_035905953.1|ASTE	LOC117580396|XP_034122829.1|DGUA
OG0005015	LOC118509436|XP_035905938.1|ASTE	LOC117580459|XP_034122924.1|DGUA
OG0005016	LOC118510481|XP_035908254.1|ASTE	LOC117579826|XP_034121811.1|DGUA
OG0005017	LOC118511868|XP_035911361.1|ASTE	LOC117586920|XP_034133163.1|DGUA
OG0005018	LOC118510553|XP_035908420.1|ASTE	LOC117587478|XP_034134099.1|DGUA
OG0005019	LOC118511443|XP_035910436.1|ASTE	LOC117588874|XP_034136271.1|DGUA
OG0005020	LOC118512898|XP_035913906.1|ASTE	LOC117585262|XP_034130572.1|DGUA
OG0005021	LOC118509461|XP_035905975.1|ASTE	LOC117584652|XP_034129571.1|DGUA
OG0005022	LOC118509519|XP_035906114.1|ASTE	LOC117579796|XP_034121755.1|DGUA
OG0005023	LOC118514203|XP_035916789.1|ASTE	LOC117592279|XP_034141833.1|DGUA
OG0005024	LOC118512791|XP_035913604.1|ASTE	LOC117587104|XP_034133488.1|DGUA
OG0005025	LOC118513490|XP_035915206.1|ASTE	LOC117579266|XP_034120953.1|DGUA
OG0005026	LOC118513491|XP_035915207.1|ASTE	LOC117589312|XP_034137001.1|DGUA
OG0005027	LOC118511240|XP_035909973.1|ASTE	LOC117587375|XP_034133915.1|DGUA
OG0005028	LOC118514448|XP_035917257.1|ASTE	LOC117583604|XP_034127889.1|DGUA
OG0005029	LOC118508851|XP_035904497.1|ASTE	LOC117586940|XP_034133198.1|DGUA
OG0005030	LOC118514447|XP_035917256.1|ASTE	LOC117588992|XP_034136488.1|DGUA
OG0005031	LOC118512806|XP_035913642.1|ASTE	LOC117579219|XP_034120879.1|DGUA
OG0005032	LOC118514388|XP_035917158.1|ASTE	LOC117586849|XP_034133034.1|DGUA
OG0005033	LOC118514366|XP_035917103.1|ASTE	LOC117579618|XP_034121461.1|DGUA
OG0005034	LOC118514402|XP_035917176.1|ASTE	LOC117579620|XP_034121466.1|DGUA
OG0005035	LOC118514385|XP_035917156.1|ASTE	LOC117587304|XP_034133788.1|DGUA
OG0005036	LOC118510221|XP_035907680.1|ASTE	LOC117589126|XP_034136700.1|DGUA
OG0005037	LOC118510220|XP_035907677.1|ASTE	LOC117580034|XP_034122153.1|DGUA
OG0005038	LOC118512882|XP_035913877.1|ASTE	LOC117589138|XP_034136715.1|DGUA
OG0005039	LOC118514348|XP_035917060.1|ASTE	LOC117581736|XP_034125008.1|DGUA
OG0005040	LOC118514258|XP_035916867.1|ASTE	LOC117587178|XP_034133585.1|DGUA
OG0005041	LOC118514343|XP_035917054.1|ASTE	LOC117579467|XP_034121246.1|DGUA
OG0005042	LOC118510547|XP_035908410.1|ASTE	LOC117587080|XP_034133438.1|DGUA
OG0005043	LOC118510549|XP_035908413.1|ASTE	LOC117586069|XP_034131813.1|DGUA
OG0005044	LOC118510299|XP_035907816.1|ASTE	LOC117586051|XP_034131789.1|DGUA
OG0005045	LOC118517269|XP_035919135.1|ASTE, LOC118510241|XP_035907702.1|ASTE	LOC117579899|XP_034121965.1|DGUA
OG0005046	LOC118510239|XP_035907699.1|ASTE	LOC117585346|XP_034130684.1|DGUA
OG0005047	LOC118510231|XP_035907690.1|ASTE	LOC117586894|XP_034133129.1|DGUA
OG0005048	LOC118510236|XP_035907694.1|ASTE	LOC117586899|XP_034133134.1|DGUA
OG0005049	LOC118514378|XP_035917137.1|ASTE	LOC117587302|XP_034133786.1|DGUA
OG0005050	LOC118503738|XP_035893247.1|ASTE	LOC117592629|XP_034142461.1|DGUA
OG0005051	LOC118514376|XP_035917136.1|ASTE	LOC117586847|XP_034133033.1|DGUA
OG0005052	LOC118513271|XP_035914731.1|ASTE	LOC117586852|XP_034133038.1|DGUA
OG0005053	LOC118511389|XP_035910301.1|ASTE	LOC117587706|XP_034134501.1|DGUA
OG0005054	LOC118509665|XP_035906538.1|ASTE	LOC117588885|XP_034136315.1|DGUA
OG0005055	LOC118509769|XP_035906799.1|ASTE	LOC117591410|XP_034140554.1|DGUA
OG0005056	LOC118509633|XP_035906417.1|ASTE	LOC117588035|XP_034134976.1|DGUA
OG0005057	LOC118513054|XP_035914256.1|ASTE	LOC117579226|XP_034120891.1|DGUA
OG0005058	LOC118513057|XP_035914278.1|ASTE	LOC117579092|XP_034120705.1|DGUA
OG0005059	LOC118512674|XP_035913334.1|ASTE	LOC117578646|XP_034120153.1|DGUA
OG0005060	LOC118512669|XP_035913315.1|ASTE	LOC117578643|XP_034120149.1|DGUA
OG0005061	LOC118514344|XP_035917056.1|ASTE	LOC117584263|XP_034128963.1|DGUA
OG0005062	LOC118511320|XP_035910131.1|ASTE	LOC117592562|XP_034142328.1|DGUA
OG0005063	LOC118511542|XP_035910642.1|ASTE	LOC117591933|XP_034141233.1|DGUA
OG0005064	LOC118512917|XP_035913959.1|ASTE	LOC117587411|XP_034133961.1|DGUA
OG0005065	LOC118514339|XP_035917047.1|ASTE	LOC117588986|XP_034136477.1|DGUA
OG0005066	LOC118514338|XP_035917043.1|ASTE	LOC117578533|XP_034119991.1|DGUA
OG0005067	LOC118514329|XP_035917019.1|ASTE	LOC117590426|XP_034138973.1|DGUA
OG0005068	LOC118510100|XP_035907424.1|ASTE	LOC117580371|XP_034122794.1|DGUA
OG0005069	LOC118509876|XP_035907001.1|ASTE	LOC117582881|XP_034126849.1|DGUA
OG0005070	LOC118510168|XP_035907572.1|ASTE	LOC117578717|XP_034120261.1|DGUA
OG0005071	LOC118509518|XP_035906113.1|ASTE	LOC117580081|XP_034122221.1|DGUA
OG0005072	LOC118509449|XP_035905960.1|ASTE	LOC117588673|XP_034136007.1|DGUA
OG0005073	LOC118514349|XP_035917061.1|ASTE	LOC117592178|XP_034141669.1|DGUA
OG0005074	LOC118510338|XP_035907891.1|ASTE	LOC117589169|XP_034136771.1|DGUA
OG0005075	LOC118509450|XP_035905961.1|ASTE	LOC117579080|XP_034120683.1|DGUA
OG0005076	LOC118509451|XP_035905962.1|ASTE	LOC117583166|XP_034127255.1|DGUA
OG0005078	LOC118509802|XP_035906833.1|ASTE, LOC118509801|XP_035906832.1|ASTE	LOC117589399|XP_034137209.1|DGUA
OG0005079	LOC118512227|XP_035912236.1|ASTE	LOC117592200|XP_034141699.1|DGUA
OG0005080	LOC118514353|XP_035917068.1|ASTE	LOC117579051|XP_034120638.1|DGUA
OG0005081	LOC118512018|XP_035911690.1|ASTE	LOC117578443|XP_034119857.1|DGUA
OG0005082	LOC118512821|XP_035913689.1|ASTE	LOC117587317|XP_034133839.1|DGUA
OG0005083	LOC118512822|XP_035913690.1|ASTE	LOC117582333|XP_034125876.1|DGUA
OG0005084	LOC118511857|XP_035911297.1|ASTE	LOC117580095|XP_034122244.1|DGUA
OG0005085	LOC118511856|XP_035911295.1|ASTE	LOC117579497|XP_034121291.1|DGUA
OG0005086	LOC118509708|XP_035906682.1|ASTE	LOC117578602|XP_034120083.1|DGUA
OG0005087	LOC118510437|XP_035908107.1|ASTE	LOC117589346|XP_034137094.1|DGUA
OG0005088	LOC118511272|XP_035910052.1|ASTE	LOC117583143|XP_034127227.1|DGUA
OG0005089	LOC118511271|XP_035910050.1|ASTE	LOC117583099|XP_034127173.1|DGUA
OG0005090	LOC118504203|XP_035894276.1|ASTE	LOC117591694|XP_034140911.1|DGUA
OG0005091	LOC118504604|XP_035895171.1|ASTE	LOC117578742|XP_034120298.1|DGUA
OG0005092	LOC118511905|XP_035911434.1|ASTE	LOC117579858|XP_034121861.1|DGUA
OG0005093	LOC118511900|XP_035911425.1|ASTE	LOC117580457|XP_034122919.1|DGUA
OG0005094	LOC118513138|XP_035914456.1|ASTE	LOC117588846|XP_034136232.1|DGUA
OG0005095	LOC118514369|XP_035917117.1|ASTE	LOC117582474|XP_034126113.1|DGUA
OG0005096	LOC118514211|XP_035916800.1|ASTE	LOC117584587|XP_034129455.1|DGUA
OG0005097	LOC118514179|XP_035916742.1|ASTE	LOC117592550|XP_034142315.1|DGUA
OG0005098	LOC118514177|XP_035916740.1|ASTE	LOC117578690|XP_034120216.1|DGUA
OG0005099	LOC118508939|XP_035904741.1|ASTE	LOC117586657|XP_034132794.1|DGUA
OG0005100	LOC118508938|XP_035904740.1|ASTE	LOC117586624|XP_034132728.1|DGUA
OG0005101	LOC118513189|XP_035914570.1|ASTE	LOC117586288|XP_034132132.1|DGUA
OG0005102	LOC118509628|XP_035906398.1|ASTE	LOC117578577|XP_034120090.1|DGUA
OG0005103	LOC118509660|XP_035906517.1|ASTE	LOC117578716|XP_034120259.1|DGUA
OG0005104	LOC118509779|XP_035906811.1|ASTE	LOC117587965|XP_034134864.1|DGUA
OG0005105	LOC118510326|XP_035907864.1|ASTE	LOC117589446|XP_034137281.1|DGUA
OG0005106	LOC118510336|XP_035907887.1|ASTE	LOC117580359|XP_034122782.1|DGUA
OG0005107	LOC118510320|XP_035907856.1|ASTE	LOC117579605|XP_034121431.1|DGUA
OG0005108	LOC118512311|XP_035912455.1|ASTE	LOC117592549|XP_034142314.1|DGUA
OG0005109	LOC118506437|XP_035899457.1|ASTE	LOC117588482|XP_034135673.1|DGUA
OG0005110	LOC118512299|XP_035912423.1|ASTE	LOC117589072|XP_034136595.1|DGUA
OG0005111	LOC118512868|XP_035913849.1|ASTE	LOC117587369|XP_034133907.1|DGUA
OG0005112	LOC118512866|XP_035913847.1|ASTE	LOC117586945|XP_034133205.1|DGUA
OG0005113	LOC118512870|XP_035913853.1|ASTE	LOC117587372|XP_034133911.1|DGUA
OG0005114	LOC118509371|XP_035905796.1|ASTE	LOC117589160|XP_034136754.1|DGUA
OG0005115	LOC118514611|XP_035917499.1|ASTE	LOC117584766|XP_034129758.1|DGUA
OG0005116	LOC118514221|XP_035916812.1|ASTE	LOC117588860|XP_034136253.1|DGUA
OG0005117	LOC118513293|XP_035914760.1|ASTE	LOC117580734|XP_034123296.1|DGUA
OG0005118	LOC118509920|XP_035907123.1|ASTE	LOC117588110|XP_034135073.1|DGUA
OG0005119	LOC118509915|XP_035907089.1|ASTE	LOC117592165|XP_034141628.1|DGUA
OG0005120	LOC118510890|XP_035909168.1|ASTE	LOC117587296|XP_034133776.1|DGUA
OG0005121	LOC118510889|XP_035909167.1|ASTE	LOC117579880|XP_034121906.1|DGUA
OG0005122	LOC118510167|XP_035907571.1|ASTE	LOC117579713|XP_034121598.1|DGUA
OG0005123	LOC118509822|XP_035906877.1|ASTE	LOC117579034|XP_034120611.1|DGUA
OG0005124	LOC118511248|XP_035909989.1|ASTE	LOC117588863|XP_034136257.1|DGUA
OG0005125	LOC118511269|XP_035910047.1|ASTE	LOC117588856|XP_034136247.1|DGUA
OG0005126	LOC118509908|XP_035907059.1|ASTE	LOC117586919|XP_034133161.1|DGUA
OG0005127	LOC118510581|XP_035908466.1|ASTE	LOC117586931|XP_034133185.1|DGUA
OG0005128	LOC118509564|XP_035906213.1|ASTE, LOC118516423|XP_035918187.1|ASTE	LOC117578490|XP_034119918.1|DGUA
OG0005129	LOC118509557|XP_035906204.1|ASTE	LOC117580191|XP_034122442.1|DGUA
OG0005130	LOC118511280|XP_035910067.1|ASTE	LOC117579109|XP_034120725.1|DGUA
OG0005131	LOC118511300|XP_035910102.1|ASTE	LOC117579411|XP_034121181.1|DGUA
OG0005132	LOC118510485|XP_035908259.1|ASTE	LOC117587097|XP_034133466.1|DGUA
OG0005133	LOC118512833|XP_035913761.1|ASTE	LOC117579904|XP_034121931.1|DGUA
OG0005134	LOC118514217|XP_035916806.1|ASTE	LOC117589347|XP_034137101.1|DGUA
OG0005135	LOC118514243|XP_035916842.1|ASTE	LOC117587124|XP_034133515.1|DGUA
OG0005136	LOC118512697|XP_035913404.1|ASTE	LOC117587116|XP_034133501.1|DGUA
OG0005137	LOC118513481|XP_035915173.1|ASTE	LOC117583613|XP_034127942.1|DGUA
OG0005138	LOC118513492|XP_035915208.1|ASTE	LOC117579166|XP_034120818.1|DGUA
OG0005139	LOC118514374|XP_035917129.1|ASTE	LOC117587416|XP_034133965.1|DGUA
OG0005140	LOC118514391|XP_035917165.1|ASTE	LOC117584770|XP_034129763.1|DGUA
OG0005141	LOC118511552|XP_035910664.1|ASTE	LOC117592410|XP_034142036.1|DGUA
OG0005142	LOC118512968|XP_035914088.1|ASTE	LOC117579990|XP_034122076.1|DGUA
OG0005143	LOC118509469|XP_035905990.1|ASTE	LOC117579986|XP_034122057.1|DGUA
OG0005144	LOC118509470|XP_035905997.1|ASTE	LOC117579993|XP_034122079.1|DGUA
OG0005145	LOC118509473|XP_035906001.1|ASTE	LOC117579989|XP_034122075.1|DGUA
OG0005146	LOC118509476|XP_035906009.1|ASTE	LOC117586807|XP_034132970.1|DGUA
OG0005147	LOC118509477|XP_035906010.1|ASTE	LOC117586811|XP_034132976.1|DGUA
OG0005148	LOC118510266|XP_035907755.1|ASTE	LOC117579261|XP_034120945.1|DGUA
OG0005149	LOC118510265|XP_035907753.1|ASTE	LOC117592578|XP_034142356.1|DGUA
OG0005150	LOC118514239|XP_035916835.1|ASTE	LOC117589103|XP_034136646.1|DGUA
OG0005151	LOC118509399|XP_035905850.1|ASTE	LOC117579405|XP_034121175.1|DGUA
OG0005152	LOC118509454|XP_035905967.1|ASTE	LOC117579442|XP_034121221.1|DGUA
OG0005153	LOC118509396|XP_035905843.1|ASTE	LOC117580257|XP_034122581.1|DGUA
OG0005154	LOC118509395|XP_035905838.1|ASTE	LOC117580254|XP_034122574.1|DGUA
OG0005155	LOC118509430|XP_035905912.1|ASTE	LOC117587274|XP_034133746.1|DGUA
OG0005156	LOC118509241|XP_035905448.1|ASTE	LOC117585117|XP_034130331.1|DGUA
OG0005157	LOC118514328|XP_035917006.1|ASTE	LOC117592388|XP_034141993.1|DGUA
OG0005158	LOC118511817|XP_035911250.1|ASTE	LOC117587327|XP_034133850.1|DGUA
OG0005159	LOC118511820|XP_035911253.1|ASTE	LOC117589081|XP_034136608.1|DGUA
OG0005160	LOC118511832|XP_035911268.1|ASTE	LOC117587005|XP_034133306.1|DGUA
OG0005161	LOC118511835|XP_035911273.1|ASTE	LOC117591297|XP_034140393.1|DGUA
OG0005163	LOC118511854|XP_035911293.1|ASTE	LOC117580250|XP_034122562.1|DGUA
OG0005164	LOC118511529|XP_035910611.1|ASTE	LOC117579650|XP_034121522.1|DGUA
OG0005165	LOC118510406|XP_035908050.1|ASTE	LOC117583461|XP_034127696.1|DGUA
OG0005166	LOC118510355|XP_035907949.1|ASTE	LOC117585728|XP_034131261.1|DGUA
OG0005167	LOC118510394|XP_035908043.1|ASTE	LOC117585733|XP_034131269.1|DGUA
OG0005168	LOC118510339|XP_035907903.1|ASTE	LOC117587035|XP_034133356.1|DGUA
OG0005169	LOC118510385|XP_035908029.1|ASTE	LOC117587096|XP_034133465.1|DGUA
OG0005170	LOC118510361|XP_035907962.1|ASTE	LOC117587092|XP_034133455.1|DGUA
OG0005171	LOC118510372|XP_035907990.1|ASTE	LOC117587403|XP_034133951.1|DGUA
OG0005172	LOC118511342|XP_035910182.1|ASTE	LOC117579037|XP_034120622.1|DGUA
OG0005173	LOC118511346|XP_035910193.1|ASTE	LOC117578457|XP_034119872.1|DGUA
OG0005174	LOC118511348|XP_035910197.1|ASTE	LOC117591948|XP_034141252.1|DGUA
OG0005175	LOC118509381|XP_035905814.1|ASTE, LOC118517326|XP_035919199.1|ASTE	LOC117579617|XP_034121448.1|DGUA
OG0005176	LOC118513142|XP_035914461.1|ASTE	LOC117590726|XP_034139529.1|DGUA
OG0005177	LOC118516431|XP_035918202.1|ASTE, LOC118509570|XP_035906224.1|ASTE	LOC117579655|XP_034121532.1|DGUA
OG0005178	LOC118513143|XP_035914462.1|ASTE	LOC117589330|XP_034137069.1|DGUA
OG0005179	LOC118509942|XP_035907167.1|ASTE	LOC117580209|XP_034122493.1|DGUA
OG0005180	LOC118513176|XP_035914529.1|ASTE	LOC117579523|XP_034121323.1|DGUA
OG0005181	LOC118513173|XP_035914518.1|ASTE	LOC117590363|XP_034138798.1|DGUA
OG0005182	LOC118513182|XP_035914538.1|ASTE	LOC117578821|XP_034120466.1|DGUA
OG0005183	LOC118513188|XP_035914569.1|ASTE	LOC117591837|XP_034141092.1|DGUA
OG0005184	LOC118509674|XP_035906572.1|ASTE	LOC117592461|XP_034142178.1|DGUA
OG0005185	LOC118511412|XP_035910365.1|ASTE	LOC117588480|XP_034135674.1|DGUA
OG0005186	LOC118511407|XP_035910354.1|ASTE	LOC117578496|XP_034119921.1|DGUA
OG0005187	LOC118512906|XP_035913924.1|ASTE	LOC117578433|XP_034119787.1|DGUA
OG0005188	LOC118509701|XP_035906671.1|ASTE	LOC117584867|XP_034129911.1|DGUA
OG0005189	LOC118510957|XP_035909308.1|ASTE	LOC117590448|XP_034138959.1|DGUA
OG0005190	LOC118509697|XP_035906658.1|ASTE	LOC117589269|XP_034136949.1|DGUA
OG0005191	LOC118512005|XP_035911657.1|ASTE	LOC117586256|XP_034132088.1|DGUA
OG0005192	LOC118511996|XP_035911628.1|ASTE	LOC117586136|XP_034131923.1|DGUA
OG0005193	LOC118512010|XP_035911667.1|ASTE	LOC117591076|XP_034140081.1|DGUA
OG0005194	LOC118509656|XP_035906505.1|ASTE	LOC117592172|XP_034141666.1|DGUA
OG0005195	LOC118509747|XP_035906770.1|ASTE	LOC117584795|XP_034129807.1|DGUA
OG0005196	LOC118509658|XP_035906511.1|ASTE	LOC117586944|XP_034133204.1|DGUA
OG0005197	LOC118509667|XP_035906545.1|ASTE	LOC117592146|XP_034141599.1|DGUA
OG0005198	LOC118509682|XP_035906618.1|ASTE	LOC117587021|XP_034133326.1|DGUA
OG0005199	LOC118511961|XP_035911576.1|ASTE	LOC117588118|XP_034135087.1|DGUA
OG0005200	LOC118511954|XP_035911565.1|ASTE	LOC117591904|XP_034141183.1|DGUA
OG0005201	LOC118512242|XP_035912275.1|ASTE	LOC117583399|XP_034127578.1|DGUA
OG0005202	LOC118512238|XP_035912271.1|ASTE	LOC117590575|XP_034139211.1|DGUA
OG0005203	LOC118504533|XP_035894971.1|ASTE	LOC117592113|XP_034141529.1|DGUA
OG0005204	LOC118511194|XP_035909859.1|ASTE, LOC118517342|XP_035919220.1|ASTE	LOC117587790|XP_034134626.1|DGUA
OG0005205	LOC118511189|XP_035909849.1|ASTE, LOC118517345|XP_035919230.1|ASTE	LOC117582070|XP_034125518.1|DGUA
OG0005206	LOC118511881|XP_035911398.1|ASTE	LOC117591987|XP_034141321.1|DGUA
OG0005207	LOC118510972|XP_035909357.1|ASTE	LOC117578887|XP_034120577.1|DGUA
OG0005208	LOC118510968|XP_035909352.1|ASTE	LOC117583388|XP_034127566.1|DGUA
OG0005209	LOC118510967|XP_035909351.1|ASTE	LOC117591530|XP_034140712.1|DGUA
OG0005210	LOC118510966|XP_035909345.1|ASTE	LOC117591536|XP_034140719.1|DGUA
OG0005211	LOC118511204|XP_035909877.1|ASTE	LOC117579243|XP_034120916.1|DGUA
OG0005212	LOC118511121|XP_035909746.1|ASTE	LOC117592370|XP_034141962.1|DGUA
OG0005213	LOC118511036|XP_035909520.1|ASTE	LOC117581612|XP_034124866.1|DGUA
OG0005214	LOC118513662|XP_035915648.1|ASTE	LOC117581849|XP_034125196.1|DGUA
OG0005215	LOC118513390|XP_035914960.1|ASTE	LOC117582607|XP_034126367.1|DGUA
OG0005216	LOC118513401|XP_035914977.1|ASTE	LOC117587649|XP_034134429.1|DGUA
OG0005217	LOC118513378|XP_035914921.1|ASTE	LOC117587635|XP_034134394.1|DGUA
OG0005218	LOC118513371|XP_035914895.1|ASTE	LOC117588046|XP_034134987.1|DGUA
OG0005219	LOC118512451|XP_035912809.1|ASTE	LOC117583706|XP_034128086.1|DGUA
OG0005220	LOC118513922|XP_035916182.1|ASTE	LOC117587014|XP_034133315.1|DGUA
OG0005221	LOC118513955|XP_035916244.1|ASTE	LOC117587867|XP_034134725.1|DGUA
OG0005222	LOC118513907|XP_035916125.1|ASTE	LOC117584561|XP_034129414.1|DGUA
OG0005223	LOC118512700|XP_035913415.1|ASTE	LOC117588199|XP_034135222.1|DGUA
OG0005224	LOC118512724|XP_035913465.1|ASTE	LOC117584447|XP_034129255.1|DGUA
OG0005225	LOC118511739|XP_035911082.1|ASTE	LOC117584258|XP_034128954.1|DGUA
OG0005226	LOC118511725|XP_035911056.1|ASTE	LOC117581856|XP_034125205.1|DGUA
OG0005227	LOC118511731|XP_035911070.1|ASTE	LOC117584672|XP_034129592.1|DGUA
OG0005228	LOC118511729|XP_035911068.1|ASTE	LOC117584669|XP_034129588.1|DGUA
OG0005229	LOC118511108|XP_035909725.1|ASTE	LOC117582447|XP_034126056.1|DGUA
OG0005230	LOC118513669|XP_035915663.1|ASTE	LOC117582503|XP_034126179.1|DGUA
OG0005231	LOC118512660|XP_035913302.1|ASTE	LOC117582348|XP_034125890.1|DGUA
OG0005232	LOC118512226|XP_035912235.1|ASTE	LOC117584073|XP_034128708.1|DGUA
OG0005233	LOC118513840|XP_035916010.1|ASTE	LOC117591534|XP_034140717.1|DGUA
OG0005234	LOC118512028|XP_035911712.1|ASTE	LOC117587836|XP_034134689.1|DGUA
OG0005235	LOC118508933|XP_035904734.1|ASTE	LOC117582051|XP_034125486.1|DGUA
OG0005236	LOC118508932|XP_035904733.1|ASTE	LOC117581738|XP_034125011.1|DGUA
OG0005237	LOC118508928|XP_035904727.1|ASTE	LOC117581737|XP_034125009.1|DGUA
OG0005238	LOC118508931|XP_035904732.1|ASTE	LOC117582531|XP_034126227.1|DGUA
OG0005239	LOC118511096|XP_035909698.1|ASTE	LOC117582353|XP_034125899.1|DGUA
OG0005240	LOC118511101|XP_035909714.1|ASTE	LOC117584797|XP_034129806.1|DGUA
OG0005241	LOC118511074|XP_035909626.1|ASTE	LOC117582077|XP_034125524.1|DGUA
OG0005242	LOC118511114|XP_035909732.1|ASTE	LOC117584786|XP_034129790.1|DGUA
OG0005243	LOC118511088|XP_035909667.1|ASTE	LOC117582446|XP_034126053.1|DGUA
OG0005244	LOC118513938|XP_035916215.1|ASTE	LOC117583576|XP_034127846.1|DGUA
OG0005245	LOC118513923|XP_035916184.1|ASTE	LOC117586405|XP_034132331.1|DGUA
OG0005246	LOC118513959|XP_035916251.1|ASTE	LOC117582639|XP_034126411.1|DGUA
OG0005247	LOC118513561|XP_035915382.1|ASTE	LOC117591978|XP_034141304.1|DGUA
OG0005248	LOC118511628|XP_035910830.1|ASTE	LOC117586666|XP_034132804.1|DGUA
OG0005249	LOC118510632|XP_035908564.1|ASTE	LOC117585218|XP_034130501.1|DGUA
OG0005250	LOC118510621|XP_035908542.1|ASTE	LOC117587953|XP_034134847.1|DGUA
OG0005251	LOC118511561|XP_035910689.1|ASTE	LOC117584648|XP_034129563.1|DGUA
OG0005252	LOC118511210|XP_035909887.1|ASTE	LOC117587998|XP_034134903.1|DGUA
OG0005253	LOC118514518|XP_035917377.1|ASTE	LOC117584599|XP_034129493.1|DGUA
OG0005254	LOC118513531|XP_035915296.1|ASTE	LOC117584632|XP_034129546.1|DGUA
OG0005255	LOC118513532|XP_035915297.1|ASTE	LOC117584630|XP_034129545.1|DGUA
OG0005256	LOC118509159|XP_035905300.1|ASTE	LOC117588170|XP_034135172.1|DGUA
OG0005257	LOC118509050|XP_035905029.1|ASTE, LOC118516611|XP_035918478.1|ASTE	LOC117587963|XP_034134862.1|DGUA
OG0005258	LOC118514705|XP_035917671.1|ASTE	LOC117588185|XP_034135195.1|DGUA
OG0005259	LOC118513585|XP_035915446.1|ASTE	LOC117584057|XP_034128689.1|DGUA
OG0005260	LOC118513539|XP_035915305.1|ASTE	LOC117584060|XP_034128692.1|DGUA
OG0005261	LOC118513537|XP_035915302.1|ASTE	LOC117584276|XP_034128984.1|DGUA
OG0005262	LOC118513988|XP_035916312.1|ASTE	LOC117582411|XP_034125992.1|DGUA
OG0005263	LOC118513912|XP_035916146.1|ASTE	LOC117584627|XP_034129540.1|DGUA
