Orthogroup	ASTE.longest_only	DHYD.longest_only
OG0005029	LOC118508851|XP_035904497.1|ASTE	LOC111601054|XP_023173238.2|DHYD
OG0005030	LOC118514447|XP_035917256.1|ASTE	LOC111600511|XP_023172407.1|DHYD
OG0005031	LOC118512806|XP_035913642.1|ASTE	LOC111592969|XP_023161229.2|DHYD
OG0005032	LOC118514388|XP_035917158.1|ASTE	LOC111594361|XP_023163392.1|DHYD
OG0005033	LOC118514366|XP_035917103.1|ASTE	LOC111593094|XP_030078950.1|DHYD
OG0005034	LOC118514402|XP_035917176.1|ASTE	LOC111593106|XP_030081422.1|DHYD
OG0005035	LOC118514385|XP_035917156.1|ASTE	LOC111594380|XP_023163412.2|DHYD
OG0005036	LOC118510221|XP_035907680.1|ASTE	LOC111602923|XP_023176038.1|DHYD
OG0005037	LOC118510220|XP_035907677.1|ASTE	LOC111603741|XP_023177226.1|DHYD
OG0005038	LOC118512882|XP_035913877.1|ASTE	LOC111594858|XP_023164105.1|DHYD
OG0005039	LOC118514348|XP_035917060.1|ASTE	LOC111599068|XP_023170359.2|DHYD
OG0005040	LOC118514258|XP_035916867.1|ASTE	LOC111601647|XP_023174096.2|DHYD
OG0005041	LOC118514343|XP_035917054.1|ASTE	LOC111597516|XP_023168053.2|DHYD
OG0005042	LOC118510547|XP_035908410.1|ASTE	LOC111604763|XP_023178729.2|DHYD
OG0005043	LOC118510549|XP_035908413.1|ASTE	LOC111597956|XP_023168688.1|DHYD
OG0005044	LOC118510299|XP_035907816.1|ASTE	LOC111597952|XP_023168682.2|DHYD
OG0005045	LOC118517269|XP_035919135.1|ASTE, LOC118510241|XP_035907702.1|ASTE	LOC111597999|XP_023168755.1|DHYD
OG0005046	LOC118510239|XP_035907699.1|ASTE	LOC111602369|XP_023175151.1|DHYD
OG0005047	LOC118510231|XP_035907690.1|ASTE	LOC111595072|XP_023164396.2|DHYD
OG0005048	LOC118510236|XP_035907694.1|ASTE	LOC111595074|XP_023164399.1|DHYD
OG0005049	LOC118514378|XP_035917137.1|ASTE	LOC111594384|XP_023163419.2|DHYD
OG0005050	LOC118503738|XP_035893247.1|ASTE	LOC111602187|XP_023174915.2|DHYD
OG0005051	LOC118514376|XP_035917136.1|ASTE	LOC111594356|XP_023163383.1|DHYD
OG0005052	LOC118513271|XP_035914731.1|ASTE	LOC111594357|XP_023163384.1|DHYD
OG0005053	LOC118511389|XP_035910301.1|ASTE	LOC111594673|XP_023163851.2|DHYD
OG0005054	LOC118509665|XP_035906538.1|ASTE	LOC111592254|XP_023160103.1|DHYD
OG0005055	LOC118509769|XP_035906799.1|ASTE	LOC111605046|XP_023179153.1|DHYD
OG0005056	LOC118509633|XP_035906417.1|ASTE	LOC111597656|XP_023168246.2|DHYD
OG0005057	LOC118513054|XP_035914256.1|ASTE	LOC115482742|XP_030079282.1|DHYD, LOC111593200|XP_023161592.2|DHYD
OG0005058	LOC118513057|XP_035914278.1|ASTE	LOC111601742|XP_023174233.1|DHYD
OG0005059	LOC118512674|XP_035913334.1|ASTE	LOC111593949|XP_023162808.1|DHYD
OG0005060	LOC118512669|XP_035913315.1|ASTE	LOC111593840|XP_023162648.1|DHYD
OG0005061	LOC118514344|XP_035917056.1|ASTE	LOC111596293|XP_023166217.2|DHYD
OG0005062	LOC118511320|XP_035910131.1|ASTE	LOC111600141|XP_030081193.1|DHYD
OG0005063	LOC118511542|XP_035910642.1|ASTE	LOC111604100|XP_023177768.2|DHYD
OG0005064	LOC118512917|XP_035913959.1|ASTE	LOC111595098|XP_023164432.1|DHYD
OG0005065	LOC118514339|XP_035917047.1|ASTE	LOC111604189|XP_023177912.2|DHYD
OG0005066	LOC118514338|XP_035917043.1|ASTE	LOC111596624|XP_023166678.1|DHYD
OG0005067	LOC118514329|XP_035917019.1|ASTE	LOC111600898|XP_023173005.2|DHYD
OG0005068	LOC118510100|XP_035907424.1|ASTE	LOC111599276|XP_023170642.1|DHYD
OG0005069	LOC118509876|XP_035907001.1|ASTE	LOC111595622|XP_023165197.1|DHYD
OG0005070	LOC118510168|XP_035907572.1|ASTE	LOC111600038|XP_023171724.2|DHYD
OG0005071	LOC118509518|XP_035906113.1|ASTE	LOC111592798|XP_023160972.1|DHYD
OG0005072	LOC118509449|XP_035905960.1|ASTE	LOC111601946|XP_023174570.1|DHYD
OG0005073	LOC118514349|XP_035917061.1|ASTE	LOC111602226|XP_023174974.1|DHYD
OG0005074	LOC118510338|XP_035907891.1|ASTE	LOC111603043|XP_023176249.2|DHYD
OG0005075	LOC118509450|XP_035905961.1|ASTE	LOC111593577|XP_023162210.2|DHYD
OG0005076	LOC118509451|XP_035905962.1|ASTE	LOC111599915|XP_023171512.1|DHYD
OG0005078	LOC118509802|XP_035906833.1|ASTE, LOC118509801|XP_035906832.1|ASTE	LOC111601586|XP_023174008.2|DHYD
OG0005079	LOC118512227|XP_035912236.1|ASTE	LOC111605381|XP_023179636.2|DHYD
OG0005080	LOC118514353|XP_035917068.1|ASTE	LOC111597541|XP_023168098.2|DHYD
OG0005081	LOC118512018|XP_035911690.1|ASTE	LOC111593878|XP_023162711.2|DHYD
OG0005082	LOC118512821|XP_035913689.1|ASTE	LOC111593527|XP_023162088.1|DHYD
OG0005083	LOC118512822|XP_035913690.1|ASTE	LOC111602872|XP_023175966.1|DHYD
OG0005084	LOC118511857|XP_035911297.1|ASTE	LOC111604409|XP_023178233.2|DHYD
OG0005085	LOC118511856|XP_035911295.1|ASTE	LOC111604415|XP_023178238.1|DHYD
OG0005086	LOC118509708|XP_035906682.1|ASTE	LOC111599947|XP_023171567.1|DHYD
OG0005087	LOC118510437|XP_035908107.1|ASTE	LOC111598681|XP_030081435.1|DHYD
OG0005088	LOC118511272|XP_035910052.1|ASTE	LOC111599953|XP_023171593.1|DHYD
OG0005089	LOC118511271|XP_035910050.1|ASTE	LOC111599951|XP_023171590.2|DHYD
OG0005090	LOC118504203|XP_035894276.1|ASTE	LOC111593733|XP_023162490.2|DHYD
OG0005091	LOC118504604|XP_035895171.1|ASTE	LOC111605230|XP_023179427.1|DHYD
OG0005092	LOC118511905|XP_035911434.1|ASTE	LOC111595042|XP_023164335.1|DHYD
OG0005093	LOC118511900|XP_035911425.1|ASTE	LOC111604457|XP_023178303.1|DHYD
OG0005094	LOC118513138|XP_035914456.1|ASTE	LOC111601607|XP_023174040.2|DHYD
OG0005095	LOC118514369|XP_035917117.1|ASTE	LOC111604487|XP_030081073.1|DHYD
OG0005096	LOC118514211|XP_035916800.1|ASTE	LOC111602231|XP_023174980.1|DHYD
OG0005097	LOC118514179|XP_035916742.1|ASTE	LOC111592520|XP_023160539.1|DHYD
OG0005098	LOC118514177|XP_035916740.1|ASTE	LOC111604125|XP_023177808.1|DHYD
OG0005099	LOC118508939|XP_035904741.1|ASTE	LOC111593797|XP_023162586.1|DHYD
OG0005100	LOC118508938|XP_035904740.1|ASTE	LOC111593793|XP_023162580.1|DHYD
OG0005101	LOC118513189|XP_035914570.1|ASTE	LOC111601470|XP_023173824.2|DHYD
OG0005102	LOC118509628|XP_035906398.1|ASTE	LOC111592947|XP_023161196.2|DHYD
OG0005103	LOC118509660|XP_035906517.1|ASTE	LOC111600088|XP_023171796.2|DHYD
OG0005104	LOC118509779|XP_035906811.1|ASTE	LOC111603960|XP_023177563.2|DHYD
OG0005105	LOC118510326|XP_035907864.1|ASTE	LOC111605188|XP_023179354.2|DHYD
OG0005106	LOC118510336|XP_035907887.1|ASTE	LOC111597452|XP_023167949.2|DHYD
OG0005107	LOC118510320|XP_035907856.1|ASTE	LOC111601706|XP_023174193.2|DHYD
OG0005108	LOC118512311|XP_035912455.1|ASTE	LOC111592532|XP_023160581.1|DHYD
OG0005109	LOC118506437|XP_035899457.1|ASTE	LOC111603124|XP_023176365.2|DHYD
OG0005110	LOC118512299|XP_035912423.1|ASTE	LOC111592431|XP_023160383.2|DHYD
OG0005111	LOC118512868|XP_035913849.1|ASTE	LOC111605648|XP_023180078.2|DHYD
OG0005112	LOC118512866|XP_035913847.1|ASTE	LOC111595378|XP_023164842.2|DHYD
OG0005113	LOC118512870|XP_035913853.1|ASTE	LOC111605650|XP_023180080.1|DHYD
OG0005114	LOC118509371|XP_035905796.1|ASTE	LOC111598671|XP_023169796.2|DHYD
OG0005115	LOC118514611|XP_035917499.1|ASTE	LOC111603530|XP_030079278.1|DHYD
OG0005116	LOC118514221|XP_035916812.1|ASTE	LOC111605640|XP_023180069.2|DHYD
OG0005117	LOC118513293|XP_035914760.1|ASTE	LOC111593404|XP_023161892.2|DHYD
OG0005118	LOC118509920|XP_035907123.1|ASTE	LOC111603572|XP_023176994.1|DHYD
OG0005119	LOC118509915|XP_035907089.1|ASTE	LOC111600901|XP_023173012.2|DHYD
OG0005120	LOC118510890|XP_035909168.1|ASTE	LOC111596514|XP_023166546.2|DHYD
OG0005121	LOC118510889|XP_035909167.1|ASTE	LOC111605080|XP_023179181.2|DHYD
OG0005122	LOC118510167|XP_035907571.1|ASTE	LOC111594913|XP_023164168.1|DHYD
OG0005123	LOC118509822|XP_035906877.1|ASTE	LOC111593535|XP_023162106.1|DHYD
OG0005124	LOC118511248|XP_035909989.1|ASTE	LOC111605631|XP_023180053.2|DHYD
OG0005125	LOC118511269|XP_035910047.1|ASTE	LOC111605629|XP_023180050.2|DHYD
OG0005126	LOC118509908|XP_035907059.1|ASTE	LOC111601552|XP_023173962.2|DHYD
OG0005127	LOC118510581|XP_035908466.1|ASTE	LOC111603053|XP_023176274.1|DHYD
OG0005128	LOC118509564|XP_035906213.1|ASTE, LOC118516423|XP_035918187.1|ASTE	LOC111595723|XP_030080919.1|DHYD
OG0005129	LOC118509557|XP_035906204.1|ASTE	LOC111596656|XP_023166728.1|DHYD
OG0005130	LOC118511280|XP_035910067.1|ASTE	LOC111605728|XP_023180188.2|DHYD
OG0005131	LOC118511300|XP_035910102.1|ASTE	LOC111593223|XP_030081118.1|DHYD
OG0005132	LOC118510485|XP_035908259.1|ASTE	LOC111597560|XP_023168126.1|DHYD
OG0005133	LOC118512833|XP_035913761.1|ASTE	LOC111604486|XP_023178342.1|DHYD
OG0005134	LOC118514217|XP_035916806.1|ASTE	LOC111595139|XP_023164478.2|DHYD
OG0005135	LOC118514243|XP_035916842.1|ASTE	LOC111596944|XP_023167167.2|DHYD
OG0005136	LOC118512697|XP_035913404.1|ASTE	LOC111596957|XP_023167183.1|DHYD
OG0005137	LOC118513481|XP_035915173.1|ASTE	LOC111595899|XP_030080665.1|DHYD
OG0005138	LOC118513492|XP_035915208.1|ASTE	LOC111593096|XP_023161461.1|DHYD
OG0005139	LOC118514374|XP_035917129.1|ASTE	LOC111596942|XP_023167164.1|DHYD
OG0005140	LOC118514391|XP_035917165.1|ASTE	LOC111601863|XP_023174472.1|DHYD
OG0005141	LOC118511552|XP_035910664.1|ASTE	LOC111594014|XP_023162880.2|DHYD
OG0005142	LOC118512968|XP_035914088.1|ASTE	LOC111597769|XP_023168395.1|DHYD
OG0005143	LOC118509469|XP_035905990.1|ASTE	LOC111605204|XP_023179379.1|DHYD
OG0005144	LOC118509470|XP_035905997.1|ASTE	LOC111605190|XP_023179357.2|DHYD
OG0005145	LOC118509473|XP_035906001.1|ASTE	LOC111605163|XP_023179316.1|DHYD
OG0005146	LOC118509476|XP_035906009.1|ASTE	LOC111598787|XP_023169970.2|DHYD
OG0005147	LOC118509477|XP_035906010.1|ASTE	LOC111598789|XP_023169973.1|DHYD
OG0005148	LOC118510266|XP_035907755.1|ASTE	LOC111595131|XP_023164470.2|DHYD
OG0005149	LOC118510265|XP_035907753.1|ASTE	LOC111597676|XP_023168270.2|DHYD
OG0005150	LOC118514239|XP_035916835.1|ASTE	LOC111604658|XP_023178582.1|DHYD
OG0005151	LOC118509399|XP_035905850.1|ASTE	LOC111597426|XP_023167892.1|DHYD
OG0005152	LOC118509454|XP_035905967.1|ASTE	LOC111597421|XP_023167885.1|DHYD
OG0005153	LOC118509396|XP_035905843.1|ASTE	LOC111597417|XP_023167881.2|DHYD
OG0005154	LOC118509395|XP_035905838.1|ASTE	LOC111597423|XP_023167888.2|DHYD
OG0005155	LOC118509430|XP_035905912.1|ASTE	LOC111601062|XP_023173251.2|DHYD
OG0005156	LOC118509241|XP_035905448.1|ASTE	LOC111598497|XP_023169524.2|DHYD
OG0005157	LOC118514328|XP_035917006.1|ASTE	LOC111593759|XP_023162537.2|DHYD
OG0005158	LOC118511817|XP_035911250.1|ASTE	LOC111598070|XP_023168872.2|DHYD
OG0005159	LOC118511820|XP_035911253.1|ASTE	LOC111592455|XP_023160412.1|DHYD
OG0005160	LOC118511832|XP_035911268.1|ASTE	LOC111601067|XP_023173258.1|DHYD
OG0005161	LOC118511835|XP_035911273.1|ASTE	LOC111600767|XP_030080991.1|DHYD
OG0005163	LOC118511854|XP_035911293.1|ASTE	LOC111597630|XP_023168199.1|DHYD
OG0005164	LOC118511529|XP_035910611.1|ASTE	LOC111598763|XP_023169943.2|DHYD
OG0005165	LOC118510406|XP_035908050.1|ASTE	LOC111592153|XP_023159969.2|DHYD
OG0005166	LOC118510355|XP_035907949.1|ASTE	LOC111604898|XP_030078630.1|DHYD
OG0005167	LOC118510394|XP_035908043.1|ASTE	LOC111604932|XP_023178970.1|DHYD
OG0005168	LOC118510339|XP_035907903.1|ASTE	LOC111603728|XP_023177207.2|DHYD
OG0005169	LOC118510385|XP_035908029.1|ASTE	LOC111597520|XP_023168061.1|DHYD
OG0005170	LOC118510361|XP_035907962.1|ASTE	LOC111597478|XP_023167995.1|DHYD
OG0005171	LOC118510372|XP_035907990.1|ASTE	LOC111597529|XP_023168074.2|DHYD
OG0005172	LOC118511342|XP_035910182.1|ASTE	LOC111593574|XP_023162203.2|DHYD
OG0005173	LOC118511346|XP_035910193.1|ASTE	LOC111599931|XP_023171548.2|DHYD
OG0005174	LOC118511348|XP_035910197.1|ASTE	LOC111594117|XP_023163044.1|DHYD
OG0005175	LOC118509381|XP_035905814.1|ASTE, LOC118517326|XP_035919199.1|ASTE	LOC111603837|XP_023177371.1|DHYD
OG0005176	LOC118513142|XP_035914461.1|ASTE	LOC111604157|XP_023177852.1|DHYD
OG0005177	LOC118516431|XP_035918202.1|ASTE, LOC118509570|XP_035906224.1|ASTE	LOC111603815|XP_023177340.2|DHYD
OG0005178	LOC118513143|XP_035914462.1|ASTE	LOC111601664|XP_023174116.2|DHYD
OG0005179	LOC118509942|XP_035907167.1|ASTE	LOC111605175|XP_023179337.1|DHYD
OG0005180	LOC118513176|XP_035914529.1|ASTE	LOC111602916|XP_023176029.2|DHYD
OG0005181	LOC118513173|XP_035914518.1|ASTE	LOC111594063|XP_023162958.1|DHYD
OG0005182	LOC118513182|XP_035914538.1|ASTE	LOC111599964|XP_030079711.1|DHYD
OG0005183	LOC118513188|XP_035914569.1|ASTE	LOC111599047|XP_023170335.1|DHYD
OG0005184	LOC118509674|XP_035906572.1|ASTE	LOC111599169|XP_023170521.2|DHYD
OG0005185	LOC118511412|XP_035910365.1|ASTE	LOC111604192|XP_023177915.1|DHYD
OG0005186	LOC118511407|XP_035910354.1|ASTE	LOC111604461|XP_030081094.1|DHYD
OG0005187	LOC118512906|XP_035913924.1|ASTE	LOC111599959|XP_023171603.2|DHYD
OG0005188	LOC118509701|XP_035906671.1|ASTE	LOC111602313|XP_023175084.2|DHYD
OG0005189	LOC118510957|XP_035909308.1|ASTE	LOC111593035|XP_023161369.2|DHYD
OG0005190	LOC118509697|XP_035906658.1|ASTE	LOC111603055|XP_023176280.2|DHYD
OG0005191	LOC118512005|XP_035911657.1|ASTE	LOC111602959|XP_023176100.1|DHYD
OG0005192	LOC118511996|XP_035911628.1|ASTE	LOC111597675|XP_030080933.1|DHYD
OG0005193	LOC118512010|XP_035911667.1|ASTE	LOC111593876|XP_023162708.1|DHYD
OG0005194	LOC118509656|XP_035906505.1|ASTE	LOC111602099|XP_023174802.2|DHYD
OG0005195	LOC118509747|XP_035906770.1|ASTE	LOC111604181|XP_023177897.1|DHYD
OG0005196	LOC118509658|XP_035906511.1|ASTE	LOC111592296|XP_023160168.2|DHYD
OG0005197	LOC118509667|XP_035906545.1|ASTE	LOC111600619|XP_023172589.2|DHYD, LOC115483359|XP_030080903.1|DHYD
OG0005198	LOC118509682|XP_035906618.1|ASTE	LOC111595383|XP_023164850.1|DHYD
OG0005199	LOC118511961|XP_035911576.1|ASTE	LOC111600740|XP_023172786.1|DHYD
OG0005200	LOC118511954|XP_035911565.1|ASTE	LOC111600572|XP_023172525.1|DHYD
OG0005201	LOC118512242|XP_035912275.1|ASTE	LOC111605387|XP_023179647.1|DHYD
OG0005202	LOC118512238|XP_035912271.1|ASTE	LOC111604164|XP_023177870.2|DHYD
OG0005203	LOC118504533|XP_035894971.1|ASTE	LOC111593753|XP_030081271.1|DHYD
OG0005204	LOC118511194|XP_035909859.1|ASTE, LOC118517342|XP_035919220.1|ASTE	LOC111602328|XP_023175098.2|DHYD
OG0005205	LOC118511189|XP_035909849.1|ASTE, LOC118517345|XP_035919230.1|ASTE	LOC111599370|XP_023170774.2|DHYD
OG0005206	LOC118511881|XP_035911398.1|ASTE	LOC111605286|XP_023179499.2|DHYD
OG0005207	LOC118510972|XP_035909357.1|ASTE	LOC111604602|XP_023178483.2|DHYD
OG0005208	LOC118510968|XP_035909352.1|ASTE	LOC111593892|XP_023162727.1|DHYD
OG0005209	LOC118510967|XP_035909351.1|ASTE	LOC111598930|XP_023170173.2|DHYD
OG0005210	LOC118510966|XP_035909345.1|ASTE	LOC111598965|XP_030080529.1|DHYD
OG0005211	LOC118511204|XP_035909877.1|ASTE	LOC111599757|XP_023171279.2|DHYD
OG0005212	LOC118511121|XP_035909746.1|ASTE	LOC111600620|XP_023172590.1|DHYD, LOC115483360|XP_030080904.1|DHYD
OG0005213	LOC118511036|XP_035909520.1|ASTE	LOC111597247|XP_023167615.2|DHYD
OG0005214	LOC118513662|XP_035915648.1|ASTE	LOC111594955|XP_023164220.2|DHYD
OG0005215	LOC118513390|XP_035914960.1|ASTE	LOC111601922|XP_023174545.1|DHYD
OG0005216	LOC118513401|XP_035914977.1|ASTE	LOC111592547|XP_023160604.2|DHYD
OG0005217	LOC118513378|XP_035914921.1|ASTE	LOC111592504|XP_023160495.2|DHYD
OG0005218	LOC118513371|XP_035914895.1|ASTE	LOC111597215|XP_023167554.2|DHYD
OG0005219	LOC118512451|XP_035912809.1|ASTE	LOC111599935|XP_023171550.2|DHYD
OG0005220	LOC118513922|XP_035916182.1|ASTE	LOC111603714|XP_023177186.2|DHYD
OG0005221	LOC118513955|XP_035916244.1|ASTE	LOC111593168|XP_030080026.1|DHYD
OG0005222	LOC118513907|XP_035916125.1|ASTE	LOC111603519|XP_030079207.1|DHYD
OG0005223	LOC118512700|XP_035913415.1|ASTE	LOC111592552|XP_030079046.1|DHYD
OG0005224	LOC118512724|XP_035913465.1|ASTE	LOC111599501|XP_023170938.2|DHYD
OG0005225	LOC118511739|XP_035911082.1|ASTE	LOC111603907|XP_023177495.2|DHYD
OG0005226	LOC118511725|XP_035911056.1|ASTE	LOC111595764|XP_030080276.1|DHYD
OG0005227	LOC118511731|XP_035911070.1|ASTE	LOC111602478|XP_023175308.1|DHYD
OG0005228	LOC118511729|XP_035911068.1|ASTE	LOC111602541|XP_023175440.2|DHYD
OG0005229	LOC118511108|XP_035909725.1|ASTE	LOC111599069|XP_023170361.1|DHYD
OG0005230	LOC118513669|XP_035915663.1|ASTE	LOC111602444|XP_023175270.2|DHYD
OG0005231	LOC118512660|XP_035913302.1|ASTE	LOC111596009|XP_023165796.1|DHYD
OG0005232	LOC118512226|XP_035912235.1|ASTE	LOC111592500|XP_030079563.1|DHYD
OG0005233	LOC118513840|XP_035916010.1|ASTE	LOC111598985|XP_023170254.1|DHYD
OG0005234	LOC118512028|XP_035911712.1|ASTE	LOC111594689|XP_023163876.1|DHYD
OG0005235	LOC118508933|XP_035904734.1|ASTE	LOC111595786|XP_023165439.1|DHYD
OG0005236	LOC118508932|XP_035904733.1|ASTE	LOC111599150|XP_023170488.1|DHYD
OG0005237	LOC118508928|XP_035904727.1|ASTE	LOC111599081|XP_023170381.1|DHYD
OG0005238	LOC118508931|XP_035904732.1|ASTE	LOC111599152|XP_023170490.1|DHYD
OG0005239	LOC118511096|XP_035909698.1|ASTE	LOC111594228|XP_023163196.2|DHYD
OG0005240	LOC118511101|XP_035909714.1|ASTE	LOC111603914|XP_023177505.1|DHYD
OG0005241	LOC118511074|XP_035909626.1|ASTE	LOC111599151|XP_030080319.1|DHYD
OG0005242	LOC118511114|XP_035909732.1|ASTE	LOC111600926|XP_023173061.1|DHYD
OG0005243	LOC118511088|XP_035909667.1|ASTE	LOC111599189|XP_023170544.2|DHYD
OG0005244	LOC118513938|XP_035916215.1|ASTE	LOC111598339|XP_023169311.2|DHYD
OG0005245	LOC118513923|XP_035916184.1|ASTE	LOC111598634|XP_023169746.2|DHYD
OG0005246	LOC118513959|XP_035916251.1|ASTE	LOC111599089|XP_023170397.2|DHYD
OG0005247	LOC118513561|XP_035915382.1|ASTE	LOC111603799|XP_023177316.1|DHYD
OG0005248	LOC118511628|XP_035910830.1|ASTE	LOC111593396|XP_030079399.1|DHYD
OG0005249	LOC118510632|XP_035908564.1|ASTE	LOC111601372|XP_023173679.1|DHYD
OG0005250	LOC118510621|XP_035908542.1|ASTE	LOC111594280|XP_023163290.2|DHYD
OG0005251	LOC118511561|XP_035910689.1|ASTE	LOC111594406|XP_023163446.2|DHYD
OG0005252	LOC118511210|XP_035909887.1|ASTE	LOC111600170|XP_023171934.2|DHYD
OG0005253	LOC118514518|XP_035917377.1|ASTE	LOC111605567|XP_023179909.2|DHYD
OG0005254	LOC118513531|XP_035915296.1|ASTE	LOC111594111|XP_023163037.2|DHYD
OG0005255	LOC118513532|XP_035915297.1|ASTE	LOC111594110|XP_023163036.2|DHYD
OG0005256	LOC118509159|XP_035905300.1|ASTE	LOC111594703|XP_023163892.1|DHYD
OG0005257	LOC118509050|XP_035905029.1|ASTE, LOC118516611|XP_035918478.1|ASTE	LOC111600420|XP_023172274.2|DHYD
OG0005258	LOC118514705|XP_035917671.1|ASTE	LOC111600359|XP_023172201.2|DHYD, LOC115483406|XP_030081057.1|DHYD
OG0005259	LOC118513585|XP_035915446.1|ASTE	LOC111600446|XP_023172309.2|DHYD
OG0005260	LOC118513539|XP_035915305.1|ASTE	LOC111600448|XP_023172313.1|DHYD
OG0005261	LOC118513537|XP_035915302.1|ASTE	LOC111592625|XP_023160728.1|DHYD
OG0005262	LOC118513988|XP_035916312.1|ASTE	LOC111603885|XP_023177471.2|DHYD
OG0005263	LOC118513912|XP_035916146.1|ASTE	LOC111594095|XP_023163015.1|DHYD
OG0005264	LOC118513958|XP_035916249.1|ASTE	LOC111601423|XP_023173766.2|DHYD, LOC115482813|XP_030078837.1|DHYD
OG0005265	LOC118510582|XP_035908467.1|ASTE	LOC111594755|XP_030079144.1|DHYD
OG0005266	LOC118513223|XP_035914643.1|ASTE	LOC111600622|XP_023172596.2|DHYD
OG0005267	LOC118513516|XP_035915268.1|ASTE	LOC111596063|XP_023165880.1|DHYD
OG0005268	LOC118513515|XP_035915267.1|ASTE	LOC111596061|XP_023165878.2|DHYD
OG0005269	LOC118513524|XP_035915279.1|ASTE	LOC111596104|XP_030080303.1|DHYD
OG0005270	LOC118513567|XP_035915389.1|ASTE	LOC111592542|XP_023160592.1|DHYD
OG0005271	LOC118513560|XP_035915376.1|ASTE	LOC111599000|XP_023170278.1|DHYD
OG0005272	LOC118513563|XP_035915384.1|ASTE	LOC111598944|XP_023170190.2|DHYD
OG0005273	LOC118513558|XP_035915373.1|ASTE	LOC111598950|XP_023170201.2|DHYD
OG0005274	LOC118513556|XP_035915371.1|ASTE	LOC111592534|XP_023160585.2|DHYD
OG0005275	LOC118513554|XP_035915343.1|ASTE	LOC111603951|XP_023177550.2|DHYD
OG0005276	LOC118513548|XP_035915327.1|ASTE	LOC111600909|XP_023173038.2|DHYD
OG0005277	LOC118513546|XP_035915325.1|ASTE	LOC111601942|XP_023174568.2|DHYD
OG0005278	LOC118513547|XP_035915326.1|ASTE	LOC111602143|XP_023174860.2|DHYD
OG0005279	LOC118511042|XP_035909529.1|ASTE	LOC111596353|XP_023166313.2|DHYD
OG0005280	LOC118513913|XP_035916147.1|ASTE	LOC111599049|XP_030080243.1|DHYD
OG0005281	LOC118513861|XP_035916054.1|ASTE	LOC111599319|XP_023170701.2|DHYD
OG0005282	LOC118513851|XP_035916029.1|ASTE	LOC111603032|XP_023176230.2|DHYD
OG0005283	LOC118513852|XP_035916036.1|ASTE	LOC111602687|XP_023175676.1|DHYD
OG0005284	LOC118511091|XP_035909677.1|ASTE	LOC111599055|XP_023170344.1|DHYD
OG0005285	LOC118511762|XP_035911125.1|ASTE	LOC111599054|XP_023170342.2|DHYD
OG0005286	LOC118513969|XP_035916286.1|ASTE	LOC111599217|XP_023170583.1|DHYD
OG0005287	LOC118513925|XP_035916186.1|ASTE	LOC111599216|XP_023170582.2|DHYD
OG0005288	LOC118511068|XP_035909569.1|ASTE	LOC111601409|XP_023173740.1|DHYD
OG0005289	LOC118511058|XP_035909560.1|ASTE	LOC111594399|XP_023163434.2|DHYD
OG0005290	LOC118511059|XP_035909562.1|ASTE	LOC111603593|XP_023177019.1|DHYD
OG0005291	LOC118511579|XP_035910723.1|ASTE	LOC111592600|XP_023160692.2|DHYD
OG0005292	LOC118513663|XP_035915650.1|ASTE	LOC111592550|XP_023160605.2|DHYD
OG0005293	LOC118512209|XP_035912215.1|ASTE	LOC111598961|XP_023170215.2|DHYD
OG0005294	LOC118509332|XP_035905692.1|ASTE	LOC111602448|XP_023175276.1|DHYD
OG0005295	LOC118509335|XP_035905695.1|ASTE	LOC111592643|XP_030079130.1|DHYD
OG0005296	LOC118513543|XP_035915313.1|ASTE	LOC111600835|XP_023172907.2|DHYD
OG0005297	LOC118509046|XP_035905014.1|ASTE	LOC111603966|XP_023177574.2|DHYD
OG0005298	LOC118513312|XP_035914793.1|ASTE	LOC111594691|XP_023163879.1|DHYD
OG0005299	LOC118509059|XP_035905064.1|ASTE	LOC111600236|XP_030080625.1|DHYD
OG0005300	LOC118513389|XP_035914959.1|ASTE	LOC111591989|XP_023159716.2|DHYD
OG0005301	LOC118511720|XP_035911041.1|ASTE	LOC111603746|XP_023177239.2|DHYD
OG0005302	LOC118514002|XP_035916331.1|ASTE	LOC111600585|XP_023172540.2|DHYD
OG0005303	LOC118513881|XP_035916082.1|ASTE	LOC111599368|XP_030079229.1|DHYD
OG0005304	LOC118513880|XP_035916081.1|ASTE	LOC111594351|XP_023163379.2|DHYD
OG0005305	LOC118511079|XP_035909645.1|ASTE	LOC111602142|XP_023174859.2|DHYD
OG0005306	LOC118511102|XP_035909715.1|ASTE	LOC111602522|XP_023175374.1|DHYD
OG0005307	LOC118511129|XP_035909755.1|ASTE	LOC111595188|XP_023164539.1|DHYD
OG0005308	LOC118511081|XP_035909651.1|ASTE	LOC111596129|XP_023165968.1|DHYD
OG0005309	LOC118511084|XP_035909657.1|ASTE	LOC111596130|XP_023165971.2|DHYD
OG0005310	LOC118510084|XP_035907386.1|ASTE	LOC111596225|XP_023166110.1|DHYD
OG0005311	LOC118514027|XP_035916395.1|ASTE	LOC111595858|XP_023165541.2|DHYD
OG0005312	LOC118511052|XP_035909544.1|ASTE	LOC111605510|XP_023179830.2|DHYD
OG0005313	LOC118511638|XP_035910844.1|ASTE	LOC111594667|XP_023163839.2|DHYD
OG0005314	LOC118513911|XP_035916145.1|ASTE	LOC111601192|XP_030080283.1|DHYD
