Orthogroup	ASTE.longest_only	HILL.longest_only
OG0005490	LOC118509880|XP_035907012.1|ASTE	LOC119653558|XP_037914202.1|HILL
OG0005491	LOC118510883|XP_035909145.1|ASTE	LOC119647497|XP_037904384.1|HILL
OG0005492	LOC118510881|XP_035909141.1|ASTE	LOC119646810|XP_037903339.1|HILL
OG0005493	LOC118510873|XP_035909128.1|ASTE	LOC119651911|XP_037911665.1|HILL
OG0005494	LOC118513788|XP_035915865.1|ASTE	LOC119661402|XP_037926659.1|HILL
OG0005495	LOC118513796|XP_035915875.1|ASTE	LOC119659568|XP_037923649.1|HILL
OG0005496	LOC118513817|XP_035915941.1|ASTE	LOC119647274|XP_037904093.1|HILL
OG0005497	LOC118513821|XP_035915949.1|ASTE	LOC119648029|XP_037905381.1|HILL
OG0005498	LOC118513830|XP_035915966.1|ASTE	LOC119646726|XP_037903234.1|HILL
OG0005499	LOC118513806|XP_035915902.1|ASTE	LOC119647316|XP_037904171.1|HILL
OG0005500	LOC118513829|XP_035915965.1|ASTE	LOC119647318|XP_037904173.1|HILL
OG0005501	LOC118513820|XP_035915948.1|ASTE	LOC119657241|XP_037919987.1|HILL
OG0005502	LOC118513822|XP_035915950.1|ASTE	LOC119646584|XP_037903006.1|HILL
OG0005503	LOC118513807|XP_035915903.1|ASTE	LOC119652351|XP_037912342.1|HILL
OG0005504	LOC118510065|XP_035907348.1|ASTE	LOC119661333|XP_037926563.1|HILL
OG0005506	LOC118514287|XP_035916923.1|ASTE	LOC119647086|XP_037903778.1|HILL
OG0005507	LOC118513473|XP_035915159.1|ASTE	LOC119661140|XP_037926269.1|HILL
OG0005508	LOC118509887|XP_035907022.1|ASTE	LOC119646805|XP_037903326.1|HILL
OG0005509	LOC118509886|XP_035907021.1|ASTE	LOC119651569|XP_037911134.1|HILL
OG0005510	LOC118508817|XP_035904451.1|ASTE	LOC119650815|XP_037909881.1|HILL
OG0005511	LOC118511697|XP_035910998.1|ASTE	LOC119655562|XP_037917421.1|HILL
OG0005512	LOC118511698|XP_035910999.1|ASTE	LOC119651273|XP_037910706.1|HILL
OG0005513	LOC118512483|XP_035912871.1|ASTE	LOC119648193|XP_037905716.1|HILL
OG0005514	LOC118512478|XP_035912861.1|ASTE	LOC119652459|XP_037912551.1|HILL
OG0005515	LOC118515243|XP_035917820.1|ASTE, LOC118509278|XP_035905547.1|ASTE	LOC119654506|XP_037915873.1|HILL
OG0005516	LOC118515242|XP_035917819.1|ASTE, LOC118509277|XP_035905546.1|ASTE	LOC119654500|XP_037915860.1|HILL
OG0005517	LOC118510103|XP_035907444.1|ASTE	LOC119650830|XP_037909895.1|HILL
OG0005518	LOC118513502|XP_035915239.1|ASTE, LOC118517150|XP_035918904.1|ASTE	LOC119646824|XP_037903371.1|HILL
OG0005519	LOC118513210|XP_035914616.1|ASTE	LOC119661119|XP_037926242.1|HILL
OG0005520	LOC118511806|XP_035911235.1|ASTE	LOC119651631|XP_037911223.1|HILL
OG0005521	LOC118510218|XP_035907675.1|ASTE	LOC119655622|XP_037917522.1|HILL
OG0005522	LOC118514037|XP_035916412.1|ASTE	LOC119661285|XP_037926489.1|HILL
OG0005523	LOC118514052|XP_035916438.1|ASTE	LOC119661248|XP_037926415.1|HILL
OG0005524	LOC118512610|XP_035913176.1|ASTE	LOC119646315|XP_037902663.1|HILL
OG0005525	LOC118512616|XP_035913188.1|ASTE	LOC119660839|XP_037925645.1|HILL
OG0005526	LOC118510833|XP_035909052.1|ASTE	LOC119646405|XP_037902777.1|HILL
OG0005527	LOC118510834|XP_035909053.1|ASTE	LOC119660986|XP_037925999.1|HILL
OG0005528	LOC118510815|XP_035909027.1|ASTE	LOC119661637|XP_037926988.1|HILL
OG0005529	LOC118510794|XP_035908992.1|ASTE	LOC119650714|XP_037909652.1|HILL
OG0005530	LOC118510777|XP_035908939.1|ASTE	LOC119651714|XP_037911362.1|HILL
OG0005531	LOC118510769|XP_035908922.1|ASTE	LOC119647578|XP_037904513.1|HILL
OG0005532	LOC118510765|XP_035908912.1|ASTE	LOC119653134|XP_037913594.1|HILL
OG0005533	LOC118510755|XP_035908893.1|ASTE	LOC119653843|XP_037914819.1|HILL
OG0005534	LOC118504853|XP_035895758.1|ASTE	LOC119657210|XP_037919948.1|HILL
OG0005535	LOC118514040|XP_035916417.1|ASTE	LOC119647248|XP_037904052.1|HILL
OG0005536	LOC118503114|XP_035891947.1|ASTE	LOC119661379|XP_037926626.1|HILL
OG0005538	LOC118514123|XP_035916601.1|ASTE	LOC119646617|XP_037903051.1|HILL
OG0005539	LOC118514088|XP_035916514.1|ASTE	LOC119646371|XP_037902735.1|HILL
OG0005540	LOC118514095|XP_035916525.1|ASTE	LOC119649400|XP_037907456.1|HILL
OG0005541	LOC118514078|XP_035916499.1|ASTE	LOC119650106|XP_037908558.1|HILL
OG0005542	LOC118514093|XP_035916519.1|ASTE	LOC119660742|XP_037925376.1|HILL
OG0005543	LOC118513686|XP_035915684.1|ASTE	LOC119650693|XP_037909597.1|HILL
OG0005544	LOC118513315|XP_035914796.1|ASTE	LOC119651880|XP_037911624.1|HILL
OG0005545	LOC118509994|XP_035907270.1|ASTE	LOC119646324|XP_037902672.1|HILL
OG0005546	LOC118514039|XP_035916416.1|ASTE	LOC119650636|XP_037909487.1|HILL
OG0005547	LOC118508913|XP_035904666.1|ASTE	LOC119657357|XP_037920161.1|HILL
OG0005548	LOC118514073|XP_035916492.1|ASTE	LOC119661500|XP_037926795.1|HILL
OG0005549	LOC118511694|XP_035910987.1|ASTE	LOC119661209|XP_037926360.1|HILL
OG0005550	LOC118514104|XP_035916567.1|ASTE	LOC119647202|XP_037903946.1|HILL
OG0005551	LOC118514111|XP_035916580.1|ASTE	LOC119650777|XP_037909816.1|HILL
OG0005552	LOC118514105|XP_035916572.1|ASTE	LOC119650770|XP_037909805.1|HILL
OG0005553	LOC118514060|XP_035916458.1|ASTE	LOC119649148|XP_037907090.1|HILL
OG0005554	LOC118514067|XP_035916472.1|ASTE	LOC119647262|XP_037904072.1|HILL
OG0005555	LOC118514069|XP_035916487.1|ASTE	LOC119653258|XP_037917587.1|HILL
OG0005556	LOC118514068|XP_035916486.1|ASTE	LOC119646121|XP_037906169.1|HILL
OG0005557	LOC118510731|XP_035908837.1|ASTE	LOC119655753|XP_037917738.1|HILL
OG0005558	LOC118514066|XP_035916466.1|ASTE	LOC119647302|XP_037904132.1|HILL
OG0005559	LOC118510721|XP_035908823.1|ASTE	LOC119658355|XP_037921645.1|HILL
OG0005560	LOC118510730|XP_035908835.1|ASTE	LOC119650689|XP_037909586.1|HILL
OG0005561	LOC118510720|XP_035908821.1|ASTE	LOC119661303|XP_037926520.1|HILL
OG0005562	LOC118510717|XP_035908815.1|ASTE	LOC119656555|XP_037918859.1|HILL
OG0005563	LOC118510707|XP_035908800.1|ASTE	LOC119660880|XP_037925723.1|HILL
OG0005564	LOC118510703|XP_035908788.1|ASTE	LOC119652983|XP_037913335.1|HILL
OG0005565	LOC118510702|XP_035908786.1|ASTE	LOC119646553|XP_037902959.1|HILL
OG0005566	LOC118503794|XP_035893378.1|ASTE	LOC119661559|XP_037926878.1|HILL
OG0005567	LOC118510701|XP_035908783.1|ASTE	LOC119652047|XP_037911910.1|HILL
OG0005568	LOC118510671|XP_035908712.1|ASTE	LOC119661735|XP_037927129.1|HILL
OG0005569	LOC118510685|XP_035908744.1|ASTE	LOC119651309|XP_037910763.1|HILL
OG0005570	LOC118514133|XP_035916611.1|ASTE	LOC119646448|XP_037902828.1|HILL
OG0005571	LOC118506593|XP_035899846.1|ASTE	LOC119655241|XP_037916954.1|HILL
OG0005572	LOC118506595|XP_035899849.1|ASTE	LOC119657478|XP_037920329.1|HILL
OG0005573	LOC118505759|XP_035897870.1|ASTE	LOC119653788|XP_037914719.1|HILL
OG0005574	LOC118505766|XP_035897897.1|ASTE	LOC119660712|XP_037925283.1|HILL
OG0005575	LOC118510505|XP_035908304.1|ASTE	LOC119659769|XP_037923956.1|HILL
OG0005576	LOC118505752|XP_035897862.1|ASTE, LOC118517026|XP_035918783.1|ASTE	LOC119660947|XP_037925884.1|HILL
OG0005577	LOC118505853|XP_035898125.1|ASTE	LOC119647520|XP_037904416.1|HILL
OG0005578	LOC118505849|XP_035898116.1|ASTE	LOC119649918|XP_037908248.1|HILL
OG0005579	LOC118505852|XP_035898124.1|ASTE	LOC119649919|XP_037908251.1|HILL
OG0005580	LOC118507595|XP_035902155.1|ASTE	LOC119649472|XP_037907557.1|HILL
OG0005581	LOC118503505|XP_035892742.1|ASTE	LOC119653747|XP_037914601.1|HILL
OG0005582	LOC118507580|XP_035902129.1|ASTE	LOC119647557|XP_037904477.1|HILL
OG0005583	LOC118507597|XP_035902158.1|ASTE	LOC119649686|XP_037907876.1|HILL
OG0005584	LOC118506637|XP_035899910.1|ASTE	LOC119654943|XP_037916527.1|HILL
OG0005585	LOC118506621|XP_035899883.1|ASTE	LOC119660026|XP_037924331.1|HILL
OG0005586	LOC118506618|XP_035899879.1|ASTE	LOC119659706|XP_037923887.1|HILL
OG0005587	LOC118506619|XP_035899880.1|ASTE	LOC119660256|XP_037924638.1|HILL
OG0005588	LOC118506614|XP_035899872.1|ASTE	LOC119658763|XP_037922384.1|HILL
OG0005589	LOC118505068|XP_035896244.1|ASTE	LOC119658771|XP_037922395.1|HILL
OG0005590	LOC118505055|XP_035896225.1|ASTE	LOC119657166|XP_037919884.1|HILL
OG0005591	LOC118505037|XP_035896167.1|ASTE	LOC119660300|XP_037924701.1|HILL
OG0005592	LOC118505060|XP_035896229.1|ASTE	LOC119659453|XP_037923466.1|HILL
OG0005593	LOC118506603|XP_035899862.1|ASTE	LOC119650335|XP_037908918.1|HILL
OG0005594	LOC118506602|XP_035899861.1|ASTE	LOC119650334|XP_037908917.1|HILL
OG0005595	LOC118506596|XP_035899850.1|ASTE	LOC119650333|XP_037908916.1|HILL
OG0005596	LOC118506608|XP_035899868.1|ASTE	LOC119649270|XP_037907287.1|HILL
OG0005597	LOC118505609|XP_035897535.1|ASTE	LOC119660153|XP_037924483.1|HILL
OG0005598	LOC118508369|XP_035903988.1|ASTE	LOC119659410|XP_037923410.1|HILL
OG0005599	LOC118502507|XP_035890642.1|ASTE	LOC119652547|XP_037912682.1|HILL
OG0005600	LOC118505654|XP_035897634.1|ASTE	LOC119649115|XP_037907043.1|HILL
OG0005601	LOC118505836|XP_035898086.1|ASTE	LOC119653662|XP_037914420.1|HILL
OG0005602	LOC118504860|XP_035895789.1|ASTE	LOC119660284|XP_037924683.1|HILL
OG0005603	LOC118517569|XP_035919708.1|ASTE	LOC119655015|XP_037916615.1|HILL
OG0005604	LOC118517556|XP_035919690.1|ASTE	LOC119653455|XP_037913992.1|HILL
OG0005605	LOC118505648|XP_035897623.1|ASTE	LOC119653711|XP_037914520.1|HILL
OG0005606	LOC118505661|XP_035897656.1|ASTE	LOC119656843|XP_037919424.1|HILL
OG0005607	LOC118505684|XP_035897712.1|ASTE	LOC119658762|XP_037922383.1|HILL
OG0005608	LOC118505674|XP_035897699.1|ASTE	LOC119660542|XP_037925103.1|HILL
OG0005609	LOC118505687|XP_035897714.1|ASTE	LOC119660853|XP_037925676.1|HILL
OG0005610	LOC118508362|XP_035903976.1|ASTE	LOC119660304|XP_037924706.1|HILL
OG0005611	LOC118506329|XP_035899185.1|ASTE	LOC119647505|XP_037904388.1|HILL
OG0005612	LOC118504244|XP_035894359.1|ASTE	LOC119659154|XP_037923032.1|HILL
OG0005613	LOC118505823|XP_035898065.1|ASTE	LOC119659693|XP_037923876.1|HILL
OG0005614	LOC118505819|XP_035898058.1|ASTE	LOC119659003|XP_037922817.1|HILL
OG0005615	LOC118504926|XP_035895905.1|ASTE	LOC119659598|XP_037923691.1|HILL
OG0005616	LOC118504928|XP_035895914.1|ASTE	LOC119659379|XP_037923368.1|HILL
OG0005617	LOC118504923|XP_035895901.1|ASTE	LOC119659109|XP_037922960.1|HILL
OG0005618	LOC118504931|XP_035895917.1|ASTE	LOC119657815|XP_037920858.1|HILL
OG0005619	LOC118517053|XP_035918794.1|ASTE, LOC118508326|XP_035903890.1|ASTE	LOC119653802|XP_037914748.1|HILL
OG0005620	LOC118504574|XP_035895109.1|ASTE	LOC119653659|XP_037914411.1|HILL
OG0005621	LOC118505524|XP_035897328.1|ASTE	LOC119654208|XP_037915339.1|HILL
OG0005622	LOC118505523|XP_035897327.1|ASTE	LOC119655139|XP_037916802.1|HILL
OG0005623	LOC118505540|XP_035897356.1|ASTE	LOC119655392|XP_037917192.1|HILL
OG0005624	LOC118505530|XP_035897333.1|ASTE	LOC119659714|XP_037923896.1|HILL
OG0005625	LOC118505529|XP_035897332.1|ASTE	LOC119659651|XP_037923786.1|HILL
OG0005626	LOC118505520|XP_035897313.1|ASTE	LOC119660001|XP_037924307.1|HILL
OG0005627	LOC118506748|XP_035900219.1|ASTE	LOC119658810|XP_037922459.1|HILL
OG0005628	LOC118506744|XP_035900216.1|ASTE	LOC119660579|XP_037925160.1|HILL
OG0005629	LOC118506741|XP_035900193.1|ASTE	LOC119651545|XP_037911106.1|HILL
OG0005630	LOC118506737|XP_035900176.1|ASTE	LOC119653390|XP_037913869.1|HILL
OG0005631	LOC118507653|XP_035902315.1|ASTE	LOC119648344|XP_037905967.1|HILL
OG0005632	LOC118507642|XP_035902295.1|ASTE	LOC119653812|XP_037914764.1|HILL
OG0005633	LOC118517561|XP_035919696.1|ASTE	LOC119659603|XP_037923699.1|HILL
OG0005634	LOC118505716|XP_035897786.1|ASTE, LOC118505702|XP_035897743.1|ASTE	LOC119659541|XP_037923613.1|HILL
OG0005635	LOC118508363|XP_035903977.1|ASTE	LOC119660305|XP_037924707.1|HILL
OG0005636	LOC118505509|XP_035897287.1|ASTE	LOC119658587|XP_037921971.1|HILL
OG0005637	LOC118506746|XP_035900218.1|ASTE	LOC119659342|XP_037923314.1|HILL
OG0005638	LOC118506750|XP_035900225.1|ASTE	LOC119653552|XP_037914188.1|HILL
OG0005640	LOC118508520|XP_035904268.1|ASTE	LOC119659711|XP_037923893.1|HILL
OG0005641	LOC118507099|XP_035900992.1|ASTE, LOC118517188|XP_035919017.1|ASTE	LOC119654219|XP_037915360.1|HILL
OG0005642	LOC118505127|XP_035896337.1|ASTE	LOC119651564|XP_037911126.1|HILL
OG0005643	LOC118504816|XP_035895713.1|ASTE	LOC119648935|XP_037906777.1|HILL
OG0005644	LOC118504815|XP_035895712.1|ASTE	LOC119648934|XP_037906775.1|HILL
OG0005645	LOC118504492|XP_035894904.1|ASTE	LOC119653720|XP_037914541.1|HILL
OG0005646	LOC118504494|XP_035894910.1|ASTE	LOC119654832|XP_037916332.1|HILL
OG0005647	LOC118507628|XP_035902242.1|ASTE	LOC119649850|XP_037908135.1|HILL
OG0005648	LOC118507623|XP_035902238.1|ASTE	LOC119648255|XP_037905827.1|HILL
OG0005649	LOC118505343|XP_035896894.1|ASTE	LOC119659244|XP_037923152.1|HILL
OG0005650	LOC118507118|XP_035901016.1|ASTE	LOC119659778|XP_037923971.1|HILL
OG0005651	LOC118507124|XP_035901025.1|ASTE	LOC119660132|XP_037924459.1|HILL
OG0005652	LOC118517554|XP_035919686.1|ASTE	LOC119659074|XP_037922914.1|HILL
OG0005653	LOC118504705|XP_035895431.1|ASTE	LOC119653607|XP_037914297.1|HILL
OG0005654	LOC118506442|XP_035899469.1|ASTE	LOC119660374|XP_037924819.1|HILL
OG0005655	LOC118504698|XP_035895419.1|ASTE	LOC119660251|XP_037924634.1|HILL
OG0005656	LOC118504695|XP_035895408.1|ASTE	LOC119659486|XP_037923527.1|HILL
OG0005657	LOC118505506|XP_035897276.1|ASTE	LOC119660540|XP_037925095.1|HILL
OG0005658	LOC118517217|XP_035919092.1|ASTE, LOC118504571|XP_035895081.1|ASTE	LOC119659980|XP_037924277.1|HILL
OG0005659	LOC118506600|XP_035899859.1|ASTE	LOC119659062|XP_037922898.1|HILL
OG0005660	LOC118503580|XP_035892913.1|ASTE	LOC119648213|XP_037905749.1|HILL
OG0005661	LOC118502707|XP_035891144.1|ASTE	LOC119659404|XP_037923403.1|HILL, LOC119658991|XP_037922799.1|HILL
OG0005662	LOC118502673|XP_035891052.1|ASTE	LOC119659579|XP_037923664.1|HILL
OG0005663	LOC118504956|XP_035895969.1|ASTE	LOC119653508|XP_037914096.1|HILL
OG0005664	LOC118504934|XP_035895921.1|ASTE	LOC119659258|XP_037923178.1|HILL
OG0005665	LOC118504943|XP_035895934.1|ASTE	LOC119658696|XP_037922212.1|HILL
OG0005666	LOC118517581|XP_035919740.1|ASTE	LOC119656146|XP_037918407.1|HILL
OG0005667	LOC118517579|XP_035919731.1|ASTE	LOC119654585|XP_037915971.1|HILL
OG0005668	LOC118506516|XP_035899635.1|ASTE	LOC119648246|XP_037905811.1|HILL
OG0005669	LOC118506501|XP_035899592.1|ASTE	LOC119658940|XP_037922725.1|HILL
OG0005670	LOC118505184|XP_035896532.1|ASTE	LOC119660328|XP_037924734.1|HILL
OG0005671	LOC118503021|XP_035891738.1|ASTE	LOC119660504|XP_037925029.1|HILL
OG0005672	LOC118506274|XP_035899080.1|ASTE	LOC119659521|XP_037923584.1|HILL
OG0005673	LOC118505126|XP_035896336.1|ASTE, LOC118517193|XP_035919036.1|ASTE	LOC119651810|XP_037911529.1|HILL
OG0005674	LOC118505115|XP_035896316.1|ASTE	LOC119659071|XP_037922910.1|HILL
OG0005675	LOC118505118|XP_035896325.1|ASTE	LOC119659160|XP_037923038.1|HILL
OG0005676	LOC118505508|XP_035897286.1|ASTE	LOC119648030|XP_037905383.1|HILL
OG0005677	LOC118505498|XP_035897251.1|ASTE	LOC119658267|XP_037921490.1|HILL
OG0005678	LOC118505492|XP_035897239.1|ASTE	LOC119658732|XP_037922323.1|HILL
OG0005679	LOC118505480|XP_035897188.1|ASTE	LOC119660111|XP_037924424.1|HILL
OG0005680	LOC118506665|XP_035899987.1|ASTE	LOC119650582|XP_037909342.1|HILL
OG0005681	LOC118506291|XP_035899116.1|ASTE	LOC119658950|XP_037922751.1|HILL
OG0005682	LOC118506290|XP_035899115.1|ASTE	LOC119658948|XP_037922748.1|HILL
OG0005683	LOC118504356|XP_035894634.1|ASTE	LOC119655154|XP_037916823.1|HILL
OG0005684	LOC118507721|XP_035902563.1|ASTE	LOC119648067|XP_037905469.1|HILL
OG0005685	LOC118507728|XP_035902575.1|ASTE	LOC119653416|XP_037913913.1|HILL
OG0005686	LOC118517101|XP_035918852.1|ASTE, LOC118503685|XP_035893119.1|ASTE	LOC119659631|XP_037923757.1|HILL
OG0005687	LOC118505469|XP_035897172.1|ASTE	LOC119654443|XP_037915771.1|HILL
OG0005688	LOC118505471|XP_035897177.1|ASTE	LOC119655931|XP_037918041.1|HILL
OG0005690	LOC118506326|XP_035899176.1|ASTE	LOC119654051|XP_037915140.1|HILL
OG0005691	LOC118502607|XP_035890865.1|ASTE	LOC119659560|XP_037923637.1|HILL
OG0005692	LOC118502591|XP_035890837.1|ASTE	LOC119660011|XP_037924318.1|HILL
OG0005693	LOC118502596|XP_035890845.1|ASTE	LOC119658716|XP_037922263.1|HILL
OG0005694	LOC118506296|XP_035899126.1|ASTE	LOC119660213|XP_037924575.1|HILL
OG0005695	LOC118508532|XP_035904303.1|ASTE	LOC119659977|XP_037924271.1|HILL
OG0005696	LOC118517572|XP_035919712.1|ASTE	LOC119659649|XP_037923785.1|HILL
OG0005697	LOC118517558|XP_035919693.1|ASTE	LOC119659700|XP_037923880.1|HILL
OG0005698	LOC118517565|XP_035919702.1|ASTE	LOC119659180|XP_037923066.1|HILL
OG0005699	LOC118507001|XP_035900787.1|ASTE	LOC119660533|XP_037925090.1|HILL
OG0005700	LOC118507039|XP_035900884.1|ASTE	LOC119653506|XP_037914091.1|HILL
OG0005701	LOC118507061|XP_035900932.1|ASTE	LOC119654187|XP_037915309.1|HILL
OG0005702	LOC118504340|XP_035894594.1|ASTE	LOC119655483|XP_037917313.1|HILL
OG0005703	LOC118504338|XP_035894591.1|ASTE	LOC119655998|XP_037918165.1|HILL
OG0005705	LOC118504635|XP_035895253.1|ASTE	LOC119648410|XP_037906088.1|HILL
OG0005706	LOC118504627|XP_035895233.1|ASTE	LOC119659044|XP_037922878.1|HILL
OG0005707	LOC118504624|XP_035895206.1|ASTE	LOC119654235|XP_037915390.1|HILL
OG0005708	LOC118505103|XP_035896299.1|ASTE	LOC119654827|XP_037916323.1|HILL
OG0005709	LOC118508549|XP_035904330.1|ASTE	LOC119659738|XP_037923926.1|HILL
OG0005710	LOC118508554|XP_035904339.1|ASTE	LOC119659210|XP_037923107.1|HILL
OG0005711	LOC118506680|XP_035900027.1|ASTE	LOC119649929|XP_037908276.1|HILL
OG0005712	LOC118502690|XP_035891098.1|ASTE	LOC119649380|XP_037907426.1|HILL
OG0005713	LOC118502689|XP_035891096.1|ASTE	LOC119660589|XP_037925186.1|HILL
OG0005714	LOC118517183|XP_035918990.1|ASTE, LOC118505291|XP_035896773.1|ASTE	LOC119654216|XP_037915357.1|HILL
OG0005715	LOC118506824|XP_035900407.1|ASTE	LOC119660584|XP_037925167.1|HILL
OG0005716	LOC118506827|XP_035900418.1|ASTE	LOC119658727|XP_037922317.1|HILL
OG0005717	LOC118506831|XP_035900436.1|ASTE	LOC119660142|XP_037924470.1|HILL
OG0005718	LOC118506836|XP_035900441.1|ASTE	LOC119659629|XP_037923755.1|HILL
OG0005719	LOC118506436|XP_035899456.1|ASTE	LOC119660422|XP_037924897.1|HILL
OG0005720	LOC118502761|XP_035891233.1|ASTE	LOC119654496|XP_037915848.1|HILL
OG0005721	LOC118507602|XP_035902167.1|ASTE	LOC119659509|XP_037923567.1|HILL
OG0005722	LOC118508258|XP_035903771.1|ASTE	LOC119659534|XP_037923603.1|HILL
OG0005723	LOC118508263|XP_035903786.1|ASTE	LOC119660174|XP_037924508.1|HILL
OG0005724	LOC118508269|XP_035903802.1|ASTE	LOC119654893|XP_037916439.1|HILL
OG0005725	LOC118508272|XP_035903806.1|ASTE	LOC119660299|XP_037924700.1|HILL
OG0005726	LOC118505351|XP_035896913.1|ASTE	LOC119653697|XP_037914500.1|HILL
OG0005727	LOC118503211|XP_035892092.1|ASTE	LOC119659481|XP_037923519.1|HILL
OG0005728	LOC118505066|XP_035896241.1|ASTE	LOC119659113|XP_037922963.1|HILL
OG0005729	LOC118505041|XP_035896184.1|ASTE	LOC119658862|XP_037922546.1|HILL
OG0005730	LOC118506260|XP_035899049.1|ASTE	LOC119660292|XP_037924690.1|HILL
OG0005731	LOC118506259|XP_035899048.1|ASTE	LOC119660107|XP_037924417.1|HILL
OG0005732	LOC118507712|XP_035902500.1|ASTE	LOC119659455|XP_037923468.1|HILL
OG0005733	LOC118502354|XP_035890432.1|ASTE	LOC119659795|XP_037923992.1|HILL
OG0005734	LOC118502351|XP_035890426.1|ASTE	LOC119659826|XP_037924040.1|HILL
OG0005735	LOC118507706|XP_035902490.1|ASTE	LOC119660343|XP_037924757.1|HILL
OG0005736	LOC118506519|XP_035899650.1|ASTE	LOC119659202|XP_037923098.1|HILL
OG0005737	LOC118502782|XP_035891279.1|ASTE	LOC119659229|XP_037923131.1|HILL
OG0005738	LOC118502783|XP_035891281.1|ASTE	LOC119659712|XP_037923894.1|HILL
OG0005739	LOC118506935|XP_035900644.1|ASTE	LOC119659155|XP_037923033.1|HILL
OG0005740	LOC118506897|XP_035900570.1|ASTE	LOC119660000|XP_037924306.1|HILL
OG0005741	LOC118506944|XP_035900654.1|ASTE	LOC119660119|XP_037924441.1|HILL
OG0005742	LOC118506948|XP_035900659.1|ASTE	LOC119660120|XP_037924442.1|HILL
OG0005743	LOC118506954|XP_035900666.1|ASTE	LOC119659368|XP_037923351.1|HILL
OG0005744	LOC118506933|XP_035900642.1|ASTE	LOC119659366|XP_037923350.1|HILL
OG0005745	LOC118507636|XP_035902256.1|ASTE	LOC119658683|XP_037922175.1|HILL
OG0005746	LOC118507639|XP_035902291.1|ASTE	LOC119660166|XP_037924500.1|HILL
OG0005747	LOC118505391|XP_035896995.1|ASTE	LOC119660124|XP_037924444.1|HILL
OG0005748	LOC118505820|XP_035898060.1|ASTE	LOC119658787|XP_037922422.1|HILL
OG0005749	LOC118503713|XP_035893169.1|ASTE	LOC119653591|XP_037914268.1|HILL
OG0005750	LOC118503706|XP_035893162.1|ASTE	LOC119655899|XP_037917982.1|HILL
OG0005751	LOC118504768|XP_035895591.1|ASTE	LOC119653613|XP_037914308.1|HILL
OG0005752	LOC118507662|XP_035902332.1|ASTE	LOC119646287|XP_037902626.1|HILL
OG0005753	LOC118503264|XP_035892201.1|ASTE	LOC119657099|XP_037919786.1|HILL
OG0005754	LOC118508542|XP_035904317.1|ASTE	LOC119654284|XP_037915499.1|HILL
OG0005755	LOC118508292|XP_035903831.1|ASTE	LOC119660358|XP_037924789.1|HILL
OG0005756	LOC118506732|XP_035900163.1|ASTE	LOC119659408|XP_037923408.1|HILL
OG0005757	LOC118508533|XP_035904304.1|ASTE	LOC119659433|XP_037923444.1|HILL
OG0005758	LOC118507702|XP_035902467.1|ASTE	LOC119659176|XP_037923060.1|HILL
OG0005759	LOC118507697|XP_035902444.1|ASTE	LOC119659324|XP_037923279.1|HILL
OG0005760	LOC118502988|XP_035891682.1|ASTE	LOC119659941|XP_037924209.1|HILL
OG0005761	LOC118502980|XP_035891652.1|ASTE	LOC119658867|XP_037922553.1|HILL
OG0005762	LOC118508098|XP_035903473.1|ASTE, LOC118502990|XP_035891683.1|ASTE	LOC119659530|XP_037923595.1|HILL
OG0005763	LOC118505902|XP_035898252.1|ASTE	LOC119661004|XP_037926054.1|HILL
OG0005764	LOC118506971|XP_035900707.1|ASTE	LOC119660498|XP_037925021.1|HILL
OG0005765	LOC118505134|XP_035896367.1|ASTE	LOC119660491|XP_037925006.1|HILL
OG0005766	LOC118517194|XP_035919037.1|ASTE, LOC118505131|XP_035896349.1|ASTE	LOC119659905|XP_037924158.1|HILL
OG0005767	LOC118517198|XP_035919041.1|ASTE, LOC118505130|XP_035896341.1|ASTE	LOC119652001|XP_037911857.1|HILL
OG0005768	LOC118506548|XP_035899737.1|ASTE	LOC119655042|XP_037916651.1|HILL
OG0005769	LOC118504294|XP_035894483.1|ASTE	LOC119661298|XP_037926515.1|HILL
OG0005770	LOC118508423|XP_035904085.1|ASTE	LOC119659120|XP_037922973.1|HILL
OG0005771	LOC118508434|XP_035904106.1|ASTE	LOC119660424|XP_037924900.1|HILL
OG0005772	LOC118507946|XP_035903164.1|ASTE	LOC119659953|XP_037924230.1|HILL
OG0005773	LOC118507954|XP_035903173.1|ASTE	LOC119659207|XP_037923103.1|HILL
OG0005774	LOC118507952|XP_035903171.1|ASTE	LOC119658692|XP_037922205.1|HILL
OG0005775	LOC118507955|XP_035903174.1|ASTE	LOC119650237|XP_037908745.1|HILL
OG0005776	LOC118505299|XP_035896801.1|ASTE	LOC119648156|XP_037905659.1|HILL
OG0005777	LOC118502649|XP_035890991.1|ASTE	LOC119659320|XP_037923273.1|HILL
OG0005778	LOC118502661|XP_035891007.1|ASTE	LOC119658607|XP_037922012.1|HILL
OG0005779	LOC118502802|XP_035891309.1|ASTE	LOC119658568|XP_037921941.1|HILL
OG0005780	LOC118508349|XP_035903935.1|ASTE	LOC119648305|XP_037905898.1|HILL
OG0005781	LOC118506931|XP_035900631.1|ASTE	LOC119649063|XP_037906978.1|HILL
OG0005782	LOC118506924|XP_035900617.1|ASTE	LOC119648248|XP_037905815.1|HILL
OG0005783	LOC118507630|XP_035902248.1|ASTE	LOC119656321|XP_037918705.1|HILL
