Orthogroup	ASTE.longest_only	DMEL.longest_only
OG0005232	LOC118512226|XP_035912235.1|ASTE	Duox|NP_608715.2|DMEL
OG0005233	LOC118513840|XP_035916010.1|ASTE	DCTN5-p25|NP_723893.1|DMEL
OG0005234	LOC118512028|XP_035911712.1|ASTE	tj|NP_001260582.1|DMEL
OG0005235	LOC118508933|XP_035904734.1|ASTE	CG10343|NP_609900.1|DMEL
OG0005236	LOC118508932|XP_035904733.1|ASTE	Psf2|NP_608826.4|DMEL
OG0005237	LOC118508928|XP_035904727.1|ASTE	Traf4|NP_477416.1|DMEL
OG0005238	LOC118508931|XP_035904732.1|ASTE	CG15429|NP_608823.2|DMEL
OG0005239	LOC118511096|XP_035909698.1|ASTE	papi|NP_608657.1|DMEL
OG0005240	LOC118511101|XP_035909714.1|ASTE	CG33303|NP_001260335.1|DMEL
OG0005241	LOC118511074|XP_035909626.1|ASTE	capt|NP_001033870.1|DMEL
OG0005242	LOC118511114|XP_035909732.1|ASTE	CG6443|NP_609443.1|DMEL
OG0005243	LOC118511088|XP_035909667.1|ASTE	drongo|NP_001162848.1|DMEL
OG0005244	LOC118513938|XP_035916215.1|ASTE	kar|NP_001189213.1|DMEL
OG0005245	LOC118513923|XP_035916184.1|ASTE	Ufl1|NP_649690.1|DMEL
OG0005246	LOC118513959|XP_035916251.1|ASTE	CG13690|NP_608521.1|DMEL
OG0005247	LOC118513561|XP_035915382.1|ASTE	pita|NP_611806.3|DMEL
OG0005248	LOC118511628|XP_035910830.1|ASTE	tefu|NP_001036712.1|DMEL
OG0005249	LOC118510632|XP_035908564.1|ASTE	cdm|NP_650682.1|DMEL
OG0005250	LOC118510621|XP_035908542.1|ASTE	CG8671|NP_724324.2|DMEL
OG0005251	LOC118511561|XP_035910689.1|ASTE	CG5381|NP_609379.1|DMEL
OG0005252	LOC118511210|XP_035909887.1|ASTE	brat|NP_001188842.2|DMEL
OG0005253	LOC118514518|XP_035917377.1|ASTE	Dap160|NP_001246118.1|DMEL
OG0005254	LOC118513531|XP_035915296.1|ASTE	CG13082|NP_609984.2|DMEL
OG0005255	LOC118513532|XP_035915297.1|ASTE	CG33116|NP_788074.1|DMEL
OG0005256	LOC118509159|XP_035905300.1|ASTE	CG17883|NP_001036448.1|DMEL
OG0005257	LOC118509050|XP_035905029.1|ASTE, LOC118516611|XP_035918478.1|ASTE	CG13398|NP_609227.1|DMEL
OG0005258	LOC118514705|XP_035917671.1|ASTE	scat|NP_524905.1|DMEL
OG0005259	LOC118513585|XP_035915446.1|ASTE	CG33090|NP_788055.2|DMEL
OG0005260	LOC118513539|XP_035915305.1|ASTE	mTTF|NP_609709.1|DMEL
OG0005261	LOC118513537|XP_035915302.1|ASTE	Cog4|NP_609413.1|DMEL
OG0005262	LOC118513988|XP_035916312.1|ASTE	vri|NP_477191.1|DMEL
OG0005263	LOC118513912|XP_035916146.1|ASTE	Hasp|NP_001137842.2|DMEL
OG0005264	LOC118513958|XP_035916249.1|ASTE	CG14331|NP_001097824.1|DMEL
OG0005265	LOC118510582|XP_035908467.1|ASTE	swm|NP_001260586.1|DMEL
OG0005266	LOC118513223|XP_035914643.1|ASTE	Mtr4|NP_524929.1|DMEL
OG0005267	LOC118513516|XP_035915268.1|ASTE	Arpc5|NP_608693.1|DMEL
OG0005268	LOC118513515|XP_035915267.1|ASTE	Drp1|NP_608694.2|DMEL
OG0005269	LOC118513524|XP_035915279.1|ASTE	CG31689|NP_001259954.1|DMEL
OG0005270	LOC118513567|XP_035915389.1|ASTE	CG6287|NP_609496.1|DMEL
OG0005271	LOC118513560|XP_035915376.1|ASTE	mib2|NP_609933.1|DMEL
OG0005272	LOC118513563|XP_035915384.1|ASTE	hook|NP_476573.1|DMEL
OG0005273	LOC118513558|XP_035915373.1|ASTE	CSN8|NP_723378.2|DMEL
OG0005274	LOC118513556|XP_035915371.1|ASTE	CG4751|NP_609495.1|DMEL
OG0005275	LOC118513554|XP_035915343.1|ASTE	chico|NP_723540.1|DMEL
OG0005276	LOC118513548|XP_035915327.1|ASTE	Drgx|NP_001097075.2|DMEL
OG0005277	LOC118513546|XP_035915325.1|ASTE	cutlet|NP_787969.1|DMEL
OG0005278	LOC118513547|XP_035915326.1|ASTE	CG13436|NP_611498.1|DMEL
OG0005279	LOC118511042|XP_035909529.1|ASTE	Kr-h2|NP_523490.1|DMEL
OG0005280	LOC118513913|XP_035916147.1|ASTE	mtRNApol|NP_608565.1|DMEL
OG0005281	LOC118513861|XP_035916054.1|ASTE	VGlut|NP_001245848.1|DMEL
OG0005282	LOC118513851|XP_035916029.1|ASTE	Madm|NP_649581.1|DMEL
OG0005283	LOC118513852|XP_035916036.1|ASTE	Miro|NP_651205.2|DMEL
OG0005284	LOC118511091|XP_035909677.1|ASTE	bur|NP_620114.3|DMEL
OG0005285	LOC118511762|XP_035911125.1|ASTE	Mcm10|NP_610097.2|DMEL
OG0005286	LOC118513969|XP_035916286.1|ASTE	Pino|NP_722679.1|DMEL
OG0005287	LOC118513925|XP_035916186.1|ASTE	TBC1D23|NP_608569.1|DMEL
OG0005288	LOC118511068|XP_035909569.1|ASTE	CG6055|NP_609122.1|DMEL
OG0005289	LOC118511058|XP_035909560.1|ASTE	gus|NP_001246140.1|DMEL
OG0005290	LOC118511059|XP_035909562.1|ASTE	CG2931|NP_649552.1|DMEL
OG0005291	LOC118511579|XP_035910723.1|ASTE	Drep4|NP_609631.1|DMEL
OG0005292	LOC118513663|XP_035915650.1|ASTE	CG31729|NP_609634.1|DMEL
OG0005293	LOC118512209|XP_035912215.1|ASTE	CG15269|NP_609739.2|DMEL
OG0005294	LOC118509332|XP_035905692.1|ASTE	Pex19|NP_609547.2|DMEL
OG0005295	LOC118509335|XP_035905695.1|ASTE	CG44085|NP_001260440.1|DMEL
OG0005296	LOC118513543|XP_035915313.1|ASTE	Atg17|NP_649573.2|DMEL
OG0005297	LOC118509046|XP_035905014.1|ASTE	d|NP_001188730.1|DMEL
OG0005298	LOC118513312|XP_035914793.1|ASTE	und|NP_477373.1|DMEL
OG0005299	LOC118509059|XP_035905064.1|ASTE	IntS11|NP_651721.1|DMEL
OG0005300	LOC118513389|XP_035914959.1|ASTE	p115|NP_572417.1|DMEL
OG0005301	LOC118511720|XP_035911041.1|ASTE	CG13124|NP_001162923.1|DMEL
OG0005302	LOC118514002|XP_035916331.1|ASTE	CG9003|NP_001097271.1|DMEL
OG0005303	LOC118513881|XP_035916082.1|ASTE	Faf2|NP_477388.1|DMEL
OG0005304	LOC118513880|XP_035916081.1|ASTE	HemK1|NP_609031.2|DMEL
OG0005305	LOC118511079|XP_035909645.1|ASTE	rig|NP_611499.3|DMEL
OG0005306	LOC118511102|XP_035909715.1|ASTE	ppk17|NP_609809.1|DMEL
OG0005307	LOC118511129|XP_035909755.1|ASTE	AstC|NP_523542.1|DMEL
OG0005308	LOC118511081|XP_035909651.1|ASTE	Myo31DF|NP_523538.1|DMEL
OG0005309	LOC118511084|XP_035909657.1|ASTE	CG3277|NP_608762.3|DMEL
OG0005310	LOC118510084|XP_035907386.1|ASTE	Ostgamma|NP_609204.2|DMEL
OG0005311	LOC118514027|XP_035916395.1|ASTE	PICK1|NP_001285881.1|DMEL
OG0005312	LOC118511052|XP_035909544.1|ASTE	Sfmbt|NP_001137821.1|DMEL
OG0005313	LOC118511638|XP_035910844.1|ASTE	Pten|NP_477423.1|DMEL
OG0005314	LOC118513911|XP_035916145.1|ASTE	Wdr81|NP_609535.1|DMEL
OG0005315	LOC118513956|XP_035916245.1|ASTE, LOC118517203|XP_035919051.1|ASTE	MESR3|NP_001260541.1|DMEL
OG0005316	LOC118514028|XP_035916398.1|ASTE	Rcd6|NP_611497.1|DMEL
OG0005317	LOC118514015|XP_035916378.1|ASTE	glu|NP_723996.1|DMEL
OG0005319	LOC118511753|XP_035911111.1|ASTE	stc|NP_476599.1|DMEL
OG0005320	LOC118511754|XP_035911112.1|ASTE	bwa|NP_001260616.1|DMEL
OG0005321	LOC118513412|XP_035915013.1|ASTE	CG33129|NP_788023.1|DMEL
OG0005322	LOC118510081|XP_035907382.1|ASTE	CG15356|NP_608633.1|DMEL
OG0005323	LOC118511592|XP_035910745.1|ASTE	CG32982|NP_001162916.1|DMEL
OG0005324	LOC118510608|XP_035908513.1|ASTE	IP3K1|NP_609313.2|DMEL
OG0005325	LOC118510607|XP_035908511.1|ASTE	Rrp1|NP_001137776.1|DMEL
OG0005326	LOC118510609|XP_035908515.1|ASTE	CG4036|NP_609314.1|DMEL
OG0005327	LOC118510614|XP_035908524.1|ASTE	CG13101|NP_609264.1|DMEL
OG0005328	LOC118513399|XP_035914972.1|ASTE	sds22|NP_650619.1|DMEL
OG0005329	LOC118509136|XP_035905229.1|ASTE	CG5280|NP_648278.1|DMEL
OG0005330	LOC118509134|XP_035905227.1|ASTE	CG5068|NP_648277.3|DMEL
OG0005331	LOC118511234|XP_035909964.1|ASTE	ND-B17.2|NP_001137770.1|DMEL
OG0005332	LOC118511230|XP_035909958.1|ASTE	phr6-4|NP_477188.1|DMEL
OG0005333	LOC118514608|XP_035917497.1|ASTE	crok|NP_609557.1|DMEL
OG0005334	LOC118511661|XP_035910902.1|ASTE	mRpS7|NP_523537.1|DMEL
OG0005335	LOC118511665|XP_035910910.1|ASTE	CG4627|NP_610846.2|DMEL
OG0005336	LOC118511640|XP_035910854.1|ASTE	CG1671|NP_610526.1|DMEL
OG0005337	LOC118513418|XP_035915023.1|ASTE	Cc2d2a|NP_611229.2|DMEL
OG0005338	LOC118513425|XP_035915032.1|ASTE	Sur|NP_001334732.1|DMEL
OG0005339	LOC118513438|XP_035915071.1|ASTE	ppk10|NP_001033894.1|DMEL
OG0005340	LOC118513442|XP_035915077.1|ASTE	Trp1|NP_723510.1|DMEL
OG0005341	LOC118512455|XP_035912814.1|ASTE	CG8635|NP_610401.1|DMEL
OG0005342	LOC118508999|XP_035904896.1|ASTE	CycY|NP_609519.1|DMEL
OG0005343	LOC118509006|XP_035904914.1|ASTE	CG1620|NP_001260777.1|DMEL
OG0005345	LOC118509083|XP_035905109.1|ASTE	Phf5a|NP_609038.1|DMEL
OG0005346	LOC118511611|XP_035910794.1|ASTE	Gas41|NP_609086.1|DMEL
OG0005347	LOC118511676|XP_035910930.1|ASTE	Naprt|NP_001097077.1|DMEL
OG0005348	LOC118511667|XP_035910912.1|ASTE	Utx|NP_609368.3|DMEL
OG0005349	LOC118511663|XP_035910905.1|ASTE	CG5676|NP_609362.1|DMEL
OG0005350	LOC118511647|XP_035910874.1|ASTE	hgo|NP_523544.2|DMEL
OG0005351	LOC118512444|XP_035912801.1|ASTE	CG7565|NP_648171.1|DMEL
OG0005352	LOC118513406|XP_035914995.1|ASTE	Cnot4|NP_001260343.1|DMEL
OG0005353	LOC118512647|XP_035913256.1|ASTE	CG5742|NP_001261069.1|DMEL
OG0005354	LOC118512657|XP_035913282.1|ASTE	lilli|NP_523464.1|DMEL
OG0005355	LOC118512448|XP_035912805.1|ASTE	smo|NP_523443.1|DMEL
OG0005356	LOC118512462|XP_035912825.1|ASTE	CG3625|NP_608514.1|DMEL
OG0005357	LOC118512456|XP_035912816.1|ASTE	CG7149|NP_609149.3|DMEL
OG0005358	LOC118513445|XP_035915081.1|ASTE	CG43322|NP_609092.1|DMEL
OG0005359	LOC118508998|XP_035904895.1|ASTE	Nup214|NP_652039.2|DMEL
OG0005360	LOC118513443|XP_035915078.1|ASTE	CG3902|NP_649069.2|DMEL
OG0005361	LOC118513506|XP_035915248.1|ASTE	CG6700|NP_609459.1|DMEL
OG0005362	LOC118513292|XP_035914758.1|ASTE	CG34159|NP_001097137.1|DMEL
OG0005363	LOC118511787|XP_035911198.1|ASTE	sip1|NP_524725.2|DMEL
OG0005364	LOC118510123|XP_035907485.1|ASTE	CG15651|NP_611531.2|DMEL
OG0005365	LOC118511621|XP_035910812.1|ASTE	dia|NP_001246113.1|DMEL
OG0005366	LOC118511607|XP_035910783.1|ASTE	cad|NP_001260641.1|DMEL
OG0005367	LOC118509150|XP_035905259.1|ASTE	vari|NP_724288.3|DMEL
OG0005368	LOC118509151|XP_035905267.1|ASTE	pasi2|NP_649883.1|DMEL
OG0005369	LOC118509148|XP_035905255.1|ASTE	CG17652|NP_608617.1|DMEL
OG0005370	LOC118509149|XP_035905256.1|ASTE	Ge-1|NP_609486.2|DMEL
OG0005371	LOC118509147|XP_035905253.1|ASTE	CG16854|NP_001245974.1|DMEL
OG0005372	LOC118508801|XP_035904413.1|ASTE	topi|NP_649945.1|DMEL
OG0005373	LOC118513901|XP_035916116.1|ASTE	CG12567|NP_001015384.1|DMEL
OG0005374	LOC118513735|XP_035915783.1|ASTE	LSm7|NP_609807.1|DMEL
OG0005375	LOC118513732|XP_035915778.1|ASTE	ChLD3|NP_609806.1|DMEL
OG0005376	LOC118513727|XP_035915771.1|ASTE	IA-2|NP_608562.4|DMEL
OG0005377	LOC118510993|XP_035909401.1|ASTE	alphaCOP|NP_477395.1|DMEL
OG0005378	LOC118511006|XP_035909416.1|ASTE	robo2|NP_001259868.1|DMEL
OG0005379	LOC118511008|XP_035909421.1|ASTE	CG34174|NP_001097057.1|DMEL
OG0005380	LOC118511010|XP_035909424.1|ASTE	robo3|NP_608592.2|DMEL
OG0005381	LOC118511017|XP_035909439.1|ASTE	CG5758|NP_609866.1|DMEL
OG0005382	LOC118511018|XP_035909447.1|ASTE	sky|NP_001260649.1|DMEL
OG0005383	LOC118509157|XP_035905293.1|ASTE	CG7564|NP_648991.1|DMEL
OG0005384	LOC118514589|XP_035917484.1|ASTE	CG17931|NP_732133.1|DMEL
OG0005385	LOC118514510|XP_035917344.1|ASTE	CG16868|NP_611469.1|DMEL
OG0005386	LOC118514526|XP_035917393.1|ASTE	CngA|NP_001188960.1|DMEL
OG0005387	LOC118508995|XP_035904887.1|ASTE	how|NP_001262822.1|DMEL
OG0005388	LOC118512506|XP_035912911.1|ASTE	CG7382|NP_608929.1|DMEL
OG0005389	LOC118512518|XP_035912952.1|ASTE	CG6686|NP_723700.1|DMEL
OG0005390	LOC118512565|XP_035913049.1|ASTE	CG44001|NP_608900.3|DMEL
OG0005391	LOC118512566|XP_035913050.1|ASTE	CG33995|NP_001033875.1|DMEL
OG0005392	LOC118512571|XP_035913081.1|ASTE	Rpb11|NP_609836.1|DMEL
OG0005393	LOC118510086|XP_035907390.1|ASTE	CG8031|NP_650252.1|DMEL
OG0005394	LOC118511218|XP_035909925.1|ASTE	Lrch|NP_609834.2|DMEL
OG0005395	LOC118514704|XP_035917666.1|ASTE	CG10211|NP_609883.1|DMEL
OG0005396	LOC118509155|XP_035905279.1|ASTE	Btk29A|NP_001097121.1|DMEL
OG0005397	LOC118509158|XP_035905299.1|ASTE	wol|NP_609202.1|DMEL
OG0005398	LOC118513775|XP_035915845.1|ASTE	7B2|NP_001014608.1|DMEL
OG0005399	LOC118508965|XP_035904802.1|ASTE	CG42326|NP_001286200.1|DMEL
OG0005401	LOC118513740|XP_035915790.1|ASTE	CG14275|NP_609211.1|DMEL
OG0005402	LOC118513751|XP_035915804.1|ASTE	CG7781|NP_609210.1|DMEL
OG0005403	LOC118513748|XP_035915801.1|ASTE	Mettl14|NP_609205.1|DMEL
OG0005404	LOC118513747|XP_035915799.1|ASTE	CG7810|NP_609206.1|DMEL
OG0005405	LOC118513759|XP_035915826.1|ASTE	CG4329|NP_611687.1|DMEL
OG0005406	LOC118513763|XP_035915829.1|ASTE	fj|NP_477483.1|DMEL
OG0005407	LOC118513765|XP_035915834.1|ASTE, LOC118515269|XP_035917855.1|ASTE	Gmer|NP_611734.1|DMEL
OG0005408	LOC118514683|XP_035917622.1|ASTE	CG3792|NP_608889.1|DMEL
OG0005409	LOC118514699|XP_035917654.1|ASTE	CG14535|NP_609156.1|DMEL
OG0005410	LOC118514154|XP_035916660.1|ASTE	Tfb5|NP_001137791.2|DMEL
OG0005411	LOC118513365|XP_035914889.1|ASTE	Cpr49Af|NP_610775.1|DMEL
OG0005412	LOC118513368|XP_035914892.1|ASTE	CG8520|NP_610780.1|DMEL
OG0005413	LOC118514583|XP_035917479.1|ASTE	CG13319|NP_610825.2|DMEL
OG0005414	LOC118512532|XP_035912977.1|ASTE	CG11699|NP_572728.1|DMEL
OG0005415	LOC118511687|XP_035910963.1|ASTE	Usp7|NP_572779.2|DMEL
OG0005416	LOC118512578|XP_035913095.1|ASTE	Drat|NP_610293.3|DMEL
OG0005417	LOC118510635|XP_035908572.1|ASTE	CG5131|NP_609845.1|DMEL
OG0005418	LOC118510642|XP_035908628.1|ASTE	IKKepsilon|NP_724278.1|DMEL
OG0005419	LOC118510649|XP_035908657.1|ASTE	TfIIB|NP_476888.1|DMEL
OG0005420	LOC118514276|XP_035916910.1|ASTE	sens-2|NP_723223.1|DMEL
OG0005421	LOC118509811|XP_035906855.1|ASTE	CG6785|NP_609538.2|DMEL
OG0005422	LOC118514674|XP_035917610.1|ASTE	Usp39|NP_573334.1|DMEL
OG0005423	LOC118511774|XP_035911156.1|ASTE	Oatp30B|NP_723463.1|DMEL
OG0005424	LOC118511781|XP_035911183.1|ASTE	insc|NP_477024.1|DMEL
OG0005425	LOC118511783|XP_035911193.1|ASTE	Tob|NP_573104.1|DMEL
OG0005426	LOC118514525|XP_035917392.1|ASTE	hig|NP_724773.1|DMEL
OG0005427	LOC118514635|XP_035917539.1|ASTE	CG17572|NP_609941.2|DMEL
OG0005428	LOC118514633|XP_035917533.1|ASTE	PDZ-GEF|NP_609012.2|DMEL
OG0005429	LOC118514637|XP_035917544.1|ASTE	frj|NP_609029.1|DMEL
OG0005430	LOC118514638|XP_035917546.1|ASTE	Rchy1|NP_609030.1|DMEL
OG0005431	LOC118509321|XP_035905677.1|ASTE	tio|NP_001260679.1|DMEL
OG0005432	LOC118514569|XP_035917462.1|ASTE	RpL5|NP_001036387.1|DMEL
OG0005433	LOC118508947|XP_035904754.1|ASTE	Vajk4|NP_611205.1|DMEL
OG0005434	LOC118513587|XP_035915449.1|ASTE	Clamp|NP_001014498.1|DMEL
OG0005435	LOC118513591|XP_035915465.1|ASTE	CG1142|NP_788592.1|DMEL
OG0005436	LOC118513590|XP_035915464.1|ASTE	CG3262|NP_610143.3|DMEL
OG0005437	LOC118514533|XP_035917407.1|ASTE	Irc|NP_650584.1|DMEL
OG0005438	LOC118511690|XP_035910982.1|ASTE	PNUTS|NP_001259850.1|DMEL
OG0005439	LOC118514584|XP_035917480.1|ASTE	mRpS21|NP_731803.1|DMEL
OG0005440	LOC118514505|XP_035917333.1|ASTE	bark|NP_001245864.1|DMEL
OG0005441	LOC118513276|XP_035914734.1|ASTE	kek1|NP_523559.3|DMEL
OG0005442	LOC118513287|XP_035914752.1|ASTE	EMC5|NP_609926.1|DMEL
OG0005443	LOC118513285|XP_035914746.1|ASTE	CG4995|NP_609380.1|DMEL
OG0005444	LOC118509226|XP_035905425.1|ASTE	Ent1|NP_722628.1|DMEL
OG0005445	LOC118513251|XP_035914705.1|ASTE	CG6431|NP_001188790.1|DMEL
OG0005446	LOC118513261|XP_035914717.1|ASTE	CG7367|NP_609175.2|DMEL
OG0005447	LOC118512607|XP_035913171.1|ASTE	Marcal1|NP_608883.1|DMEL
OG0005448	LOC118512603|XP_035913165.1|ASTE	CG8155|NP_611029.3|DMEL
OG0005449	LOC118513691|XP_035915704.1|ASTE	Myb|NP_511170.1|DMEL
OG0005450	LOC118513695|XP_035915712.1|ASTE	Noa36|NP_651622.2|DMEL
OG0005451	LOC118513455|XP_035915109.1|ASTE	rdo|NP_001286024.1|DMEL
OG0005452	LOC118513216|XP_035914629.1|ASTE	YME1L|NP_001246473.1|DMEL
OG0005453	LOC118508807|XP_035904426.1|ASTE	tgo|NP_731308.1|DMEL
OG0005454	LOC118509829|XP_035906892.1|ASTE	SC35|NP_652612.1|DMEL
OG0005455	LOC118510045|XP_035907326.1|ASTE	CG13587|NP_611939.1|DMEL
OG0005456	LOC118510852|XP_035909078.1|ASTE	l_2_37Cd|NP_609947.1|DMEL
OG0005457	LOC118510853|XP_035909079.1|ASTE	l_2_37Cc|NP_724165.1|DMEL
OG0005458	LOC118510847|XP_035909071.1|ASTE	Rim2|NP_608615.1|DMEL
OG0005459	LOC118510844|XP_035909064.1|ASTE	jet|NP_608880.2|DMEL
OG0005460	LOC118509826|XP_035906889.1|ASTE	Vps52|NP_608931.1|DMEL
OG0005461	LOC118513332|XP_035914839.1|ASTE	Rpn3|NP_477300.1|DMEL
OG0005462	LOC118513348|XP_035914870.1|ASTE	CG10470|NP_609936.1|DMEL
OG0005463	LOC118513347|XP_035914869.1|ASTE	CG5048|NP_648712.1|DMEL
OG0005464	LOC118513314|XP_035914795.1|ASTE	Phlpp|NP_609938.1|DMEL
OG0005465	LOC118513264|XP_035914721.1|ASTE	Ddc|NP_724163.1|DMEL
OG0005466	LOC118513262|XP_035914718.1|ASTE	l_2_37Cb|NP_609946.1|DMEL
OG0005467	LOC118513222|XP_035914641.1|ASTE	CCAP|NP_651083.2|DMEL
OG0005468	LOC118508958|XP_035904779.1|ASTE	CG8419|NP_609193.1|DMEL
OG0005469	LOC118508963|XP_035904799.1|ASTE	CG13390|NP_609218.1|DMEL
OG0005470	LOC118508962|XP_035904796.1|ASTE	AlaRS|NP_523511.2|DMEL
OG0005471	LOC118514159|XP_035916692.1|ASTE	AspRS-m|NP_001260520.2|DMEL
OG0005473	LOC118513335|XP_035914847.1|ASTE	Hel25E|NP_723089.1|DMEL
OG0005474	LOC118509299|XP_035905640.1|ASTE	Patsas|NP_001356957.1|DMEL
OG0005475	LOC118512591|XP_035913123.1|ASTE	Ced-12|NP_609548.1|DMEL
OG0005476	LOC118509302|XP_035905644.1|ASTE	PIG-X|NP_001286172.1|DMEL
OG0005477	LOC118509290|XP_035905597.1|ASTE	CG6216|NP_996042.1|DMEL
OG0005478	LOC118509284|XP_035905555.1|ASTE	morgue|NP_608833.1|DMEL
OG0005479	LOC118509171|XP_035905324.1|ASTE	Elp3|NP_608834.1|DMEL
OG0005480	LOC118509283|XP_035905554.1|ASTE	MFS18|NP_608835.1|DMEL
OG0005481	LOC118509175|XP_035905333.1|ASTE	LeuRS|NP_787968.1|DMEL
OG0005482	LOC118509183|XP_035905342.1|ASTE	tim|NP_001334730.1|DMEL
OG0005483	LOC118509184|XP_035905345.1|ASTE	Ccm3|NP_650459.1|DMEL
OG0005484	LOC118517247|XP_035919113.1|ASTE, LOC118509200|XP_035905363.1|ASTE	wor|NP_476601.1|DMEL
OG0005485	LOC118509959|XP_035907220.1|ASTE	Dh31-R|NP_001260951.1|DMEL
OG0005486	LOC118508809|XP_035904438.1|ASTE	CG8230|NP_610431.1|DMEL
OG0005487	LOC118513651|XP_035915629.1|ASTE	CG17264|NP_608736.2|DMEL
OG0005488	LOC118513654|XP_035915632.1|ASTE	Ccdc85|NP_608734.2|DMEL
OG0005489	LOC118509883|XP_035907016.1|ASTE	Atg4a|NP_608563.1|DMEL
OG0005490	LOC118509880|XP_035907012.1|ASTE	ast|NP_523451.2|DMEL
OG0005491	LOC118510883|XP_035909145.1|ASTE	Wdr62|NP_001259886.1|DMEL
OG0005492	LOC118510881|XP_035909141.1|ASTE	Der-1|NP_608632.1|DMEL
OG0005493	LOC118510873|XP_035909128.1|ASTE	bsh|NP_477350.2|DMEL
OG0005494	LOC118513788|XP_035915865.1|ASTE	CG12848|NP_652307.1|DMEL
OG0005495	LOC118513796|XP_035915875.1|ASTE	Phk-3|NP_611990.1|DMEL
OG0005496	LOC118513817|XP_035915941.1|ASTE	Synd|NP_001262786.1|DMEL
OG0005497	LOC118513821|XP_035915949.1|ASTE	Pyroxd1|NP_610023.1|DMEL
OG0005498	LOC118513830|XP_035915966.1|ASTE	Taf13|NP_610024.1|DMEL
OG0005499	LOC118513806|XP_035915902.1|ASTE	neb|NP_476817.1|DMEL
OG0005500	LOC118513829|XP_035915965.1|ASTE	fok|NP_542444.1|DMEL
OG0005501	LOC118513820|XP_035915948.1|ASTE	Catsup|NP_524931.1|DMEL
OG0005502	LOC118513822|XP_035915950.1|ASTE	Ttc19|NP_609934.3|DMEL
OG0005503	LOC118513807|XP_035915903.1|ASTE	ab|NP_476562.1|DMEL
OG0005504	LOC118510065|XP_035907348.1|ASTE	cpb|NP_477005.1|DMEL
OG0005506	LOC118514287|XP_035916923.1|ASTE	CG31678|NP_724277.2|DMEL
OG0005507	LOC118513473|XP_035915159.1|ASTE	Rpp30|NP_524749.1|DMEL
OG0005508	LOC118509887|XP_035907022.1|ASTE	Dnz1|NP_477449.1|DMEL
OG0005509	LOC118509886|XP_035907021.1|ASTE	CG15390|NP_608676.2|DMEL
OG0005510	LOC118508817|XP_035904451.1|ASTE	Vajk1|NP_609688.3|DMEL
OG0005511	LOC118511697|XP_035910998.1|ASTE	arg|NP_524875.1|DMEL
OG0005512	LOC118511698|XP_035910999.1|ASTE	bond|NP_732761.1|DMEL
OG0005513	LOC118512483|XP_035912871.1|ASTE	CG32590|NP_727796.1|DMEL
OG0005514	LOC118512478|XP_035912861.1|ASTE	pit|NP_732694.2|DMEL
OG0005515	LOC118515243|XP_035917820.1|ASTE, LOC118509278|XP_035905547.1|ASTE	CG33671|NP_001260922.1|DMEL
OG0005516	LOC118515242|XP_035917819.1|ASTE, LOC118509277|XP_035905546.1|ASTE	gny|NP_609393.1|DMEL
OG0005517	LOC118510103|XP_035907444.1|ASTE	CG8475|NP_001260230.1|DMEL
OG0005518	LOC118513502|XP_035915239.1|ASTE, LOC118517150|XP_035918904.1|ASTE	CG10348|NP_609904.2|DMEL
OG0005519	LOC118513210|XP_035914616.1|ASTE	CCT5|NP_523707.1|DMEL
OG0005520	LOC118511806|XP_035911235.1|ASTE	CG31869|NP_001137815.1|DMEL
OG0005521	LOC118510218|XP_035907675.1|ASTE	CG6724|NP_609452.1|DMEL
OG0005522	LOC118514037|XP_035916412.1|ASTE	Ir68a|NP_648455.2|DMEL
OG0005523	LOC118514052|XP_035916438.1|ASTE	CG9257|NP_610087.2|DMEL
OG0005524	LOC118512610|XP_035913176.1|ASTE	Caper|NP_609095.1|DMEL
OG0005525	LOC118512616|XP_035913188.1|ASTE	CG34183|NP_001097134.1|DMEL
OG0005526	LOC118510833|XP_035909052.1|ASTE	Usp14|NP_609377.1|DMEL
OG0005527	LOC118510834|XP_035909053.1|ASTE	pho|NP_524630.1|DMEL
OG0005528	LOC118510815|XP_035909027.1|ASTE	CG5973|NP_609120.1|DMEL
OG0005529	LOC118510794|XP_035908992.1|ASTE	Hr39|NP_476932.1|DMEL
OG0005530	LOC118510777|XP_035908939.1|ASTE	CG3104|NP_608724.1|DMEL
OG0005531	LOC118510769|XP_035908922.1|ASTE	Tsr1|NP_649304.1|DMEL
OG0005532	LOC118510765|XP_035908912.1|ASTE	Sam-S|NP_524923.1|DMEL
OG0005533	LOC118510755|XP_035908893.1|ASTE	HemK2|NP_001027221.1|DMEL
OG0005534	LOC118504853|XP_035895758.1|ASTE	Psf1|NP_612086.1|DMEL
OG0005535	LOC118514040|XP_035916417.1|ASTE	GlyP|NP_722762.1|DMEL
OG0005536	LOC118503114|XP_035891947.1|ASTE	CG31743|NP_609820.1|DMEL
OG0005537	LOC118514494|XP_035917318.1|ASTE, LOC118505156|XP_035896442.1|ASTE	kmg|NP_609604.1|DMEL
OG0005538	LOC118514123|XP_035916601.1|ASTE	ncm|NP_609877.2|DMEL
OG0005539	LOC118514088|XP_035916514.1|ASTE	Nedd8|NP_609919.1|DMEL
OG0005540	LOC118514095|XP_035916525.1|ASTE	Eaat2|NP_001162844.1|DMEL
OG0005541	LOC118514078|XP_035916499.1|ASTE	Tbc1d15-17|NP_608503.1|DMEL
