Orthogroup	ASTE.longest_only	SLEB.longest_only
OG0003840	LOC118513391|XP_035914964.1|ASTE	LOC115634134|XP_030387561.1|SLEB
OG0003841	LOC118504141|XP_035894132.1|ASTE	LOC115631433|XP_030384031.1|SLEB
OG0003842	LOC118513850|XP_035916028.1|ASTE	LOC115631832|XP_030384530.1|SLEB, LOC115623729|XP_030374096.1|SLEB
OG0003843	LOC118513668|XP_035915662.1|ASTE	LOC115625834|XP_030376889.1|SLEB
OG0003844	LOC118512211|XP_035912217.1|ASTE	LOC115625816|XP_030376862.1|SLEB
OG0003845	LOC118513215|XP_035914622.1|ASTE	LOC115626307|XP_030377497.1|SLEB
OG0003846	LOC118509331|XP_035905688.1|ASTE	LOC115625721|XP_030376728.1|SLEB
OG0003847	LOC118514278|XP_035916912.1|ASTE	LOC115626427|XP_030377659.1|SLEB
OG0003848	LOC118512641|XP_035913239.1|ASTE	LOC115625103|XP_030375867.1|SLEB
OG0003849	LOC118513616|XP_035915565.1|ASTE	LOC115622285|XP_030372050.1|SLEB
OG0003850	LOC118514711|XP_035917680.1|ASTE	LOC115626028|XP_030377139.1|SLEB
OG0003851	LOC118513998|XP_035916326.1|ASTE	LOC115633698|XP_030387017.1|SLEB
OG0003852	LOC118513882|XP_035916083.1|ASTE	LOC115630997|XP_030383450.1|SLEB
OG0003853	LOC118511080|XP_035909646.1|ASTE	LOC115627477|XP_030379019.1|SLEB
OG0003854	LOC118511099|XP_035909708.1|ASTE	LOC115631071|XP_030383577.1|SLEB
OG0003855	LOC118511097|XP_035909699.1|ASTE	LOC115631144|XP_030383675.1|SLEB
OG0003856	LOC118511124|XP_035909748.1|ASTE	LOC115631333|XP_030383914.1|SLEB
OG0003857	LOC118511056|XP_035909550.1|ASTE	LOC115631493|XP_030384112.1|SLEB
OG0003859	LOC118513419|XP_035915024.1|ASTE	LOC115631766|XP_030384462.1|SLEB
OG0003860	LOC118513415|XP_035915018.1|ASTE	LOC115622117|XP_030371826.1|SLEB
OG0003861	LOC118511727|XP_035911065.1|ASTE	LOC115630444|XP_030382866.1|SLEB
OG0003862	LOC118511601|XP_035910775.1|ASTE	LOC115626392|XP_030377612.1|SLEB
OG0003863	LOC118511597|XP_035910754.1|ASTE	LOC115626601|XP_030377845.1|SLEB
OG0003864	LOC118511596|XP_035910752.1|ASTE	LOC115626396|XP_030377619.1|SLEB
OG0003865	LOC118511594|XP_035910748.1|ASTE	LOC115623708|XP_030374047.1|SLEB
OG0003866	LOC118510604|XP_035908505.1|ASTE	LOC115627074|XP_030378481.1|SLEB
OG0003867	LOC118511591|XP_035910744.1|ASTE	LOC115633473|XP_030386797.1|SLEB
OG0003868	LOC118511651|XP_035910879.1|ASTE	LOC115629018|XP_030381174.1|SLEB
OG0003869	LOC118511232|XP_035909962.1|ASTE	LOC115628751|XP_030380820.1|SLEB, LOC115631239|XP_030383808.1|SLEB
OG0003870	LOC118510105|XP_035907453.1|ASTE	LOC115631030|XP_030383509.1|SLEB
OG0003871	LOC118514607|XP_035917496.1|ASTE	LOC115631137|XP_030383666.1|SLEB
OG0003872	LOC118513421|XP_035915027.1|ASTE	LOC115619988|XP_030368916.1|SLEB
OG0003873	LOC118513427|XP_035915043.1|ASTE	LOC115628591|XP_030380635.1|SLEB
OG0003874	LOC118513426|XP_035915040.1|ASTE	LOC115626133|XP_030377248.1|SLEB
OG0003875	LOC118513430|XP_035915050.1|ASTE	LOC115625919|XP_030377013.1|SLEB
OG0003876	LOC118509271|XP_035905518.1|ASTE	LOC115630398|XP_030382783.1|SLEB
OG0003877	LOC118509068|XP_035905083.1|ASTE	LOC115622575|XP_030372413.1|SLEB
OG0003878	LOC118509074|XP_035905096.1|ASTE	LOC115631018|XP_030383491.1|SLEB
OG0003879	LOC118509078|XP_035905104.1|ASTE	LOC115624555|XP_030375142.1|SLEB
OG0003880	LOC118509086|XP_035905111.1|ASTE	LOC115622431|XP_030372232.1|SLEB
OG0003881	LOC118508992|XP_035904883.1|ASTE	LOC115622772|XP_030372691.1|SLEB
OG0003882	LOC118508986|XP_035904871.1|ASTE	LOC115632727|XP_030385836.1|SLEB
OG0003883	LOC118513450|XP_035915093.1|ASTE	LOC115626998|XP_030378373.1|SLEB
OG0003884	LOC118509843|XP_035906929.1|ASTE	LOC115625785|XP_030376816.1|SLEB
OG0003885	LOC118511761|XP_035911124.1|ASTE	LOC115628998|XP_030381143.1|SLEB
OG0003886	LOC118511759|XP_035911121.1|ASTE	LOC115628997|XP_030381142.1|SLEB
OG0003887	LOC118509280|XP_035905550.1|ASTE	LOC115631434|XP_030384032.1|SLEB
OG0003888	LOC118514107|XP_035916575.1|ASTE	LOC115621630|XP_030371190.1|SLEB
OG0003889	LOC118512466|XP_035912835.1|ASTE	LOC115630423|XP_030382821.1|SLEB
OG0003890	LOC118513505|XP_035915247.1|ASTE	LOC115632552|XP_030385627.1|SLEB
OG0003891	LOC118513504|XP_035915246.1|ASTE	LOC115625754|XP_030376770.1|SLEB
OG0003892	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE	LOC115628299|XP_030380207.1|SLEB
OG0003893	LOC118512026|XP_035911705.1|ASTE	LOC115625842|XP_030376904.1|SLEB
OG0003894	LOC118513228|XP_035914655.1|ASTE	LOC115631691|XP_030384373.1|SLEB
OG0003895	LOC118509230|XP_035905432.1|ASTE	LOC115633892|XP_030387257.1|SLEB
OG0003896	LOC118510122|XP_035907481.1|ASTE	LOC115625727|XP_030376775.1|SLEB, LOC115624733|XP_030375419.1|SLEB
OG0003897	LOC118510127|XP_035907492.1|ASTE	LOC115622525|XP_030372352.1|SLEB
OG0003898	LOC118511617|XP_035910800.1|ASTE	LOC115626154|XP_030377279.1|SLEB
OG0003899	LOC118509146|XP_035905251.1|ASTE	LOC115631279|XP_030383853.1|SLEB
OG0003900	LOC118513726|XP_035915761.1|ASTE	LOC115630563|XP_030383037.1|SLEB
OG0003901	LOC118513725|XP_035915760.1|ASTE	LOC115631167|XP_030383716.1|SLEB
OG0003902	LOC118513721|XP_035915755.1|ASTE	LOC115631168|XP_030383718.1|SLEB
OG0003903	LOC118513723|XP_035915758.1|ASTE	LOC115631013|XP_030383482.1|SLEB
OG0003904	LOC118513722|XP_035915757.1|ASTE	LOC115631012|XP_030383480.1|SLEB
OG0003905	LOC118513717|XP_035915752.1|ASTE	LOC115620688|XP_030369916.1|SLEB
OG0003907	LOC118510996|XP_035909403.1|ASTE	LOC115631961|XP_030384686.1|SLEB
OG0003908	LOC118511002|XP_035909410.1|ASTE	LOC115631873|XP_030384581.1|SLEB
OG0003909	LOC118511020|XP_035909466.1|ASTE	LOC115621650|XP_030371215.1|SLEB
OG0003910	LOC118511021|XP_035909485.1|ASTE	LOC115626001|XP_030377111.1|SLEB
OG0003911	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE	LOC115630575|XP_030383053.1|SLEB
OG0003912	LOC118509057|XP_035905062.1|ASTE	LOC115631645|XP_030384316.1|SLEB
OG0003913	LOC118514571|XP_035917463.1|ASTE	LOC115625679|XP_030376675.1|SLEB
OG0003914	LOC118514558|XP_035917441.1|ASTE	LOC115631478|XP_030384094.1|SLEB
OG0003915	LOC118514587|XP_035917482.1|ASTE	LOC115627034|XP_030378425.1|SLEB
OG0003916	LOC118514580|XP_035917475.1|ASTE	LOC115631728|XP_030384425.1|SLEB
OG0003917	LOC118512505|XP_035912910.1|ASTE	LOC115628528|XP_030380548.1|SLEB
OG0003918	LOC118512525|XP_035912962.1|ASTE	LOC115631584|XP_030384244.1|SLEB
OG0003919	LOC118514555|XP_035917438.1|ASTE	LOC115628491|XP_030380480.1|SLEB
OG0003920	LOC118514557|XP_035917440.1|ASTE	LOC115632433|XP_030385439.1|SLEB
OG0003921	LOC118509138|XP_035905232.1|ASTE	LOC115630587|XP_030383065.1|SLEB
OG0003922	LOC118509141|XP_035905238.1|ASTE	LOC115631382|XP_030383964.1|SLEB
OG0003923	LOC118512549|XP_035913027.1|ASTE	LOC115627848|XP_030379567.1|SLEB
OG0003924	LOC118512551|XP_035913030.1|ASTE	LOC115633800|XP_030387143.1|SLEB
OG0003925	LOC118512557|XP_035913036.1|ASTE	LOC115630956|XP_030383390.1|SLEB
OG0003926	LOC118512564|XP_035913048.1|ASTE	LOC115631235|XP_030383803.1|SLEB
OG0003927	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE	LOC115631459|XP_030384067.1|SLEB
OG0003928	LOC118513781|XP_035915858.1|ASTE	LOC115628514|XP_030380525.1|SLEB
OG0003929	LOC118513767|XP_035915836.1|ASTE	LOC115631605|XP_030384267.1|SLEB
OG0003930	LOC118511770|XP_035911151.1|ASTE	LOC115625890|XP_030376977.1|SLEB
OG0003931	LOC118511768|XP_035911137.1|ASTE	LOC115625887|XP_030376966.1|SLEB
OG0003932	LOC118508974|XP_035904845.1|ASTE	LOC115619969|XP_030368865.1|SLEB
OG0003933	LOC118513746|XP_035915795.1|ASTE	LOC115630556|XP_030383028.1|SLEB
OG0003934	LOC118513750|XP_035915803.1|ASTE	LOC115625984|XP_030377090.1|SLEB
OG0003935	LOC118513758|XP_035915825.1|ASTE	LOC115627470|XP_030379007.1|SLEB
OG0003936	LOC118513757|XP_035915823.1|ASTE	LOC115627515|XP_030379074.1|SLEB
OG0003937	LOC118513769|XP_035915838.1|ASTE	LOC115629658|XP_030382033.1|SLEB
OG0003938	LOC118514676|XP_035917614.1|ASTE	LOC115631066|XP_030383565.1|SLEB
OG0003939	LOC118514677|XP_035917617.1|ASTE	LOC115630788|XP_030383303.1|SLEB
OG0003940	LOC118514680|XP_035917621.1|ASTE	LOC115630929|XP_030383355.1|SLEB
OG0003941	LOC118514684|XP_035917623.1|ASTE	LOC115631357|XP_030383934.1|SLEB
OG0003942	LOC118514697|XP_035917645.1|ASTE	LOC115631704|XP_030384390.1|SLEB
OG0003943	LOC118514152|XP_035916658.1|ASTE	LOC115631085|XP_030383593.1|SLEB
OG0003944	LOC118513354|XP_035914879.1|ASTE	LOC115631680|XP_030384355.1|SLEB
OG0003945	LOC118508472|XP_035904177.1|ASTE	LOC115634728|XP_030388472.1|SLEB
OG0003946	LOC118513834|XP_035915991.1|ASTE	LOC115626221|XP_030377379.1|SLEB
OG0003947	LOC118512443|XP_035912799.1|ASTE	LOC115625830|XP_030376883.1|SLEB
OG0003948	LOC118512586|XP_035913116.1|ASTE	LOC115630810|XP_030383338.1|SLEB
OG0003949	LOC118510631|XP_035908563.1|ASTE	LOC115630812|XP_030383339.1|SLEB
OG0003950	LOC118510643|XP_035908630.1|ASTE	LOC115626328|XP_030377532.1|SLEB
OG0003951	LOC118510646|XP_035908643.1|ASTE	LOC115626444|XP_030377677.1|SLEB
OG0003952	LOC118512662|XP_035913304.1|ASTE	LOC115632015|XP_030384807.1|SLEB
OG0003953	LOC118511569|XP_035910706.1|ASTE	LOC115625783|XP_030376815.1|SLEB
OG0003954	LOC118514466|XP_035917281.1|ASTE	LOC115624932|XP_030375642.1|SLEB
OG0003955	LOC118510010|XP_035907289.1|ASTE	LOC115631400|XP_030383982.1|SLEB
OG0003956	LOC118514659|XP_035917585.1|ASTE	LOC115631588|XP_030384249.1|SLEB
OG0003957	LOC118514667|XP_035917601.1|ASTE	LOC115622683|XP_030372566.1|SLEB
OG0003958	LOC118514671|XP_035917607.1|ASTE	LOC115628027|XP_030379826.1|SLEB
OG0003959	LOC118511782|XP_035911185.1|ASTE	LOC115620989|XP_030370372.1|SLEB
OG0003960	LOC118509304|XP_035905646.1|ASTE	LOC115626953|XP_030378329.1|SLEB
OG0003961	LOC118514548|XP_035917432.1|ASTE	LOC115631008|XP_030383469.1|SLEB
OG0003962	LOC118512473|XP_035912854.1|ASTE	LOC115631772|XP_030384468.1|SLEB
OG0003963	LOC118514634|XP_035917538.1|ASTE	LOC115625895|XP_030376982.1|SLEB
OG0003964	LOC118514641|XP_035917557.1|ASTE	LOC115631440|XP_030384041.1|SLEB
OG0003965	LOC118514652|XP_035917575.1|ASTE	LOC115631390|XP_030383971.1|SLEB
OG0003966	LOC118511797|XP_035911220.1|ASTE	LOC115625918|XP_030377012.1|SLEB
OG0003967	LOC118513597|XP_035915492.1|ASTE	LOC115620050|XP_030369031.1|SLEB
OG0003968	LOC118513595|XP_035915485.1|ASTE	LOC115627053|XP_030378461.1|SLEB
OG0003969	LOC118512533|XP_035912978.1|ASTE	LOC115620286|XP_030369323.1|SLEB
OG0003970	LOC118513282|XP_035914742.1|ASTE	LOC115631247|XP_030383816.1|SLEB
OG0003971	LOC118512593|XP_035913130.1|ASTE	LOC115631106|XP_030383624.1|SLEB
OG0003972	LOC118512596|XP_035913142.1|ASTE	LOC115632902|XP_030386052.1|SLEB
OG0003973	LOC118512600|XP_035913149.1|ASTE	LOC115619936|XP_030368825.1|SLEB
OG0003974	LOC118513698|XP_035915715.1|ASTE	LOC115633947|XP_030387325.1|SLEB
OG0003975	LOC118513705|XP_035915727.1|ASTE	LOC115626370|XP_030377585.1|SLEB
OG0003976	LOC118513369|XP_035914893.1|ASTE	LOC115625697|XP_030376698.1|SLEB
OG0003977	LOC118513370|XP_035914894.1|ASTE	LOC115625866|XP_030376937.1|SLEB
OG0003978	LOC118512631|XP_035913219.1|ASTE	LOC115621018|XP_030370401.1|SLEB
OG0003979	LOC118512618|XP_035913192.1|ASTE	LOC115628480|XP_030380463.1|SLEB
OG0003980	LOC118512615|XP_035913187.1|ASTE	LOC115621237|XP_030370688.1|SLEB
OG0003981	LOC118510865|XP_035909104.1|ASTE	LOC115628460|XP_030380438.1|SLEB
OG0003982	LOC118510046|XP_035907328.1|ASTE	LOC115625709|XP_030376713.1|SLEB
OG0003984	LOC118512594|XP_035913140.1|ASTE	LOC115625947|XP_030377043.1|SLEB
OG0003985	LOC118513318|XP_035914812.1|ASTE	LOC115625699|XP_030376700.1|SLEB
OG0003986	LOC118508830|XP_035904469.1|ASTE	LOC115631280|XP_030383854.1|SLEB
OG0003987	LOC118513221|XP_035914637.1|ASTE	LOC115630935|XP_030383362.1|SLEB
OG0003988	LOC118513341|XP_035914858.1|ASTE	LOC115630608|XP_030383091.1|SLEB
OG0003989	LOC118509296|XP_035905622.1|ASTE	LOC115626715|XP_030378017.1|SLEB, LOC115630981|XP_030383423.1|SLEB
OG0003990	LOC118509289|XP_035905590.1|ASTE	LOC115626636|XP_030377906.1|SLEB
OG0003991	LOC118509285|XP_035905556.1|ASTE	LOC115630456|XP_030382877.1|SLEB
OG0003992	LOC118509172|XP_035905325.1|ASTE	LOC115630410|XP_030382805.1|SLEB, LOC115630514|XP_030382975.1|SLEB
OG0003993	LOC118509173|XP_035905326.1|ASTE	LOC115630757|XP_030383272.1|SLEB
OG0003994	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE	LOC115621296|XP_030370763.1|SLEB
OG0003995	LOC118509956|XP_035907215.1|ASTE	LOC115621628|XP_030371192.1|SLEB
OG0003996	LOC118508821|XP_035904458.1|ASTE	LOC115634149|XP_030387582.1|SLEB
OG0003997	LOC118513628|XP_035915584.1|ASTE	LOC115631281|XP_030383855.1|SLEB
OG0003998	LOC118510877|XP_035909134.1|ASTE	LOC115632016|XP_030384808.1|SLEB
OG0003999	LOC118510876|XP_035909133.1|ASTE	LOC115626210|XP_030377359.1|SLEB
OG0004000	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE	LOC115623742|XP_030374115.1|SLEB, LOC115633316|XP_030386606.1|SLEB
OG0004001	LOC118513804|XP_035915900.1|ASTE	LOC115631042|XP_030383535.1|SLEB
OG0004002	LOC118513827|XP_035915959.1|ASTE	LOC115625846|XP_030376909.1|SLEB
OG0004003	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE	LOC115631551|XP_030384188.1|SLEB
OG0004004	LOC118510870|XP_035909119.1|ASTE	LOC115628478|XP_030380460.1|SLEB
OG0004005	LOC118510871|XP_035909120.1|ASTE	LOC115628453|XP_030380425.1|SLEB
OG0004006	LOC118514289|XP_035916931.1|ASTE	LOC115628532|XP_030380556.1|SLEB
OG0004007	LOC118514303|XP_035916976.1|ASTE	LOC115631240|XP_030383810.1|SLEB
OG0004008	LOC118513467|XP_035915136.1|ASTE	LOC115632033|XP_030384845.1|SLEB
OG0004009	LOC118512975|XP_035914100.1|ASTE	LOC115631559|XP_030384210.1|SLEB
OG0004010	LOC118514522|XP_035917385.1|ASTE	LOC115626177|XP_030377312.1|SLEB
OG0004011	LOC118511696|XP_035910997.1|ASTE	LOC115626388|XP_030377607.1|SLEB
OG0004012	LOC118511699|XP_035911001.1|ASTE	LOC115621735|XP_030371326.1|SLEB
OG0004013	LOC118512484|XP_035912872.1|ASTE	LOC115625801|XP_030376838.1|SLEB
OG0004014	LOC118512477|XP_035912859.1|ASTE	LOC115632176|XP_030385068.1|SLEB
OG0004015	LOC118512465|XP_035912828.1|ASTE	LOC115631076|XP_030383581.1|SLEB
OG0004016	LOC118509274|XP_035905521.1|ASTE	LOC115631255|XP_030383828.1|SLEB
OG0004017	LOC118513621|XP_035915570.1|ASTE	LOC115630661|XP_030383163.1|SLEB
OG0004018	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE	LOC115623414|XP_030373589.1|SLEB
OG0004019	LOC118513205|XP_035914597.1|ASTE	LOC115630571|XP_030383048.1|SLEB
OG0004020	LOC118509950|XP_035907174.1|ASTE	LOC115631221|XP_030383787.1|SLEB
OG0004021	LOC118511810|XP_035911243.1|ASTE	LOC115631022|XP_030383496.1|SLEB
OG0004022	LOC118514098|XP_035916531.1|ASTE	LOC115631267|XP_030383839.1|SLEB
OG0004023	LOC118514054|XP_035916440.1|ASTE	LOC115634183|XP_030387629.1|SLEB
OG0004024	LOC118512622|XP_035913195.1|ASTE	LOC115631467|XP_030384080.1|SLEB
OG0004025	LOC118510835|XP_035909054.1|ASTE	LOC115625820|XP_030376870.1|SLEB
OG0004026	LOC118510831|XP_035909043.1|ASTE	LOC115631398|XP_030383981.1|SLEB
OG0004027	LOC118510804|XP_035909012.1|ASTE	LOC115634064|XP_030387470.1|SLEB
OG0004028	LOC118510800|XP_035909005.1|ASTE	LOC115629020|XP_030381175.1|SLEB
OG0004029	LOC118510786|XP_035908976.1|ASTE	LOC115628523|XP_030380540.1|SLEB
OG0004030	LOC118510773|XP_035908933.1|ASTE	LOC115625192|XP_030376022.1|SLEB
OG0004031	LOC118510759|XP_035908896.1|ASTE	LOC115631351|XP_030383927.1|SLEB
OG0004032	LOC118510753|XP_035908891.1|ASTE	LOC115625853|XP_030376918.1|SLEB
OG0004033	LOC118510742|XP_035908866.1|ASTE	LOC115626191|XP_030377331.1|SLEB
OG0004034	LOC118514072|XP_035916491.1|ASTE	LOC115630933|XP_030383360.1|SLEB
OG0004035	LOC118514048|XP_035916432.1|ASTE	LOC115631041|XP_030383528.1|SLEB
OG0004036	LOC118514045|XP_035916424.1|ASTE	LOC115630991|XP_030383437.1|SLEB
OG0004037	LOC118514119|XP_035916591.1|ASTE	LOC115631059|XP_030383558.1|SLEB
OG0004038	LOC118514085|XP_035916511.1|ASTE	LOC115632030|XP_030384836.1|SLEB
OG0004039	LOC118514092|XP_035916517.1|ASTE	LOC115631213|XP_030383778.1|SLEB
OG0004040	LOC118513203|XP_035914593.1|ASTE	LOC115633628|XP_030386923.1|SLEB
OG0004041	LOC118513683|XP_035915681.1|ASTE	LOC115633276|XP_030386547.1|SLEB
OG0004043	LOC118514115|XP_035916584.1|ASTE	LOC115630654|XP_030383156.1|SLEB
OG0004044	LOC118510722|XP_035908824.1|ASTE	LOC115627472|XP_030379008.1|SLEB
OG0004045	LOC118510727|XP_035908832.1|ASTE	LOC115631439|XP_030384039.1|SLEB
OG0004046	LOC118510719|XP_035908819.1|ASTE	LOC115631249|XP_030383819.1|SLEB
OG0004047	LOC118510718|XP_035908818.1|ASTE	LOC115631028|XP_030383506.1|SLEB
OG0004048	LOC118510716|XP_035908813.1|ASTE	LOC115630482|XP_030382923.1|SLEB
OG0004049	LOC118510686|XP_035908746.1|ASTE	LOC115631436|XP_030384034.1|SLEB
OG0004050	LOC118510679|XP_035908735.1|ASTE	LOC115631657|XP_030384329.1|SLEB
OG0004052	LOC118512199|XP_035912196.1|ASTE	LOC115626951|XP_030378327.1|SLEB
OG0004053	LOC118505769|XP_035897905.1|ASTE	LOC115630487|XP_030382935.1|SLEB
OG0004054	LOC118512731|XP_035913484.1|ASTE	LOC115631315|XP_030383890.1|SLEB
OG0004055	LOC118505757|XP_035897867.1|ASTE	LOC115621942|XP_030371649.1|SLEB
OG0004056	LOC118505755|XP_035897865.1|ASTE	LOC115621043|XP_030370424.1|SLEB
OG0004057	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE	LOC115622239|XP_030371996.1|SLEB
OG0004058	LOC118507577|XP_035902123.1|ASTE	LOC115632484|XP_030385519.1|SLEB
OG0004059	LOC118506590|XP_035899840.1|ASTE	LOC115624161|XP_030374617.1|SLEB
OG0004060	LOC118511894|XP_035911417.1|ASTE	LOC115624055|XP_030374496.1|SLEB
OG0004061	LOC118506572|XP_035899807.1|ASTE	LOC115626808|XP_030378139.1|SLEB
OG0004062	LOC118506649|XP_035899943.1|ASTE	LOC115622469|XP_030372272.1|SLEB
OG0004063	LOC118506643|XP_035899924.1|ASTE	LOC115626863|XP_030378230.1|SLEB
OG0004064	LOC118506641|XP_035899916.1|ASTE	LOC115633705|XP_030387026.1|SLEB
OG0004065	LOC118506635|XP_035899897.1|ASTE	LOC115624995|XP_030375726.1|SLEB
OG0004066	LOC118506632|XP_035899896.1|ASTE	LOC115634762|XP_030388517.1|SLEB
OG0004067	LOC118506626|XP_035899890.1|ASTE	LOC115624916|XP_030375626.1|SLEB, LOC115628821|XP_030380911.1|SLEB
OG0004068	LOC118506624|XP_035899886.1|ASTE	LOC115625353|XP_030376246.1|SLEB
OG0004069	LOC118506625|XP_035899887.1|ASTE	LOC115625619|XP_030376620.1|SLEB
OG0004070	LOC118506604|XP_035899864.1|ASTE	LOC115632730|XP_030385835.1|SLEB
OG0004071	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE	LOC115622479|XP_030372284.1|SLEB
OG0004072	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE	LOC115622497|XP_030372303.1|SLEB
OG0004073	LOC118505616|XP_035897569.1|ASTE	LOC115626862|XP_030378229.1|SLEB
OG0004074	LOC118505617|XP_035897570.1|ASTE	LOC115622688|XP_030372577.1|SLEB
OG0004075	LOC118504463|XP_035894856.1|ASTE	LOC115634474|XP_030388065.1|SLEB
OG0004076	LOC118508347|XP_035903927.1|ASTE	LOC115634473|XP_030388064.1|SLEB
OG0004077	LOC118517551|XP_035919684.1|ASTE	LOC115631977|XP_030384737.1|SLEB
OG0004078	LOC118517542|XP_035919674.1|ASTE	LOC115625509|XP_030376433.1|SLEB
OG0004079	LOC118517524|XP_035919646.1|ASTE	LOC115629371|XP_030381689.1|SLEB
OG0004080	LOC118504862|XP_035895791.1|ASTE	LOC115620054|XP_030369047.1|SLEB
OG0004081	LOC118505285|XP_035896759.1|ASTE	LOC115624980|XP_030375695.1|SLEB
OG0004082	LOC118505657|XP_035897641.1|ASTE	LOC115627742|XP_030379377.1|SLEB
OG0004083	LOC118505659|XP_035897643.1|ASTE	LOC115620222|XP_030369223.1|SLEB
OG0004084	LOC118505660|XP_035897645.1|ASTE	LOC115621413|XP_030370924.1|SLEB
OG0004085	LOC118505682|XP_035897708.1|ASTE	LOC115623375|XP_030373530.1|SLEB
OG0004086	LOC118504924|XP_035895902.1|ASTE	LOC115621200|XP_030370639.1|SLEB
OG0004087	LOC118506727|XP_035900157.1|ASTE	LOC115629180|XP_030381421.1|SLEB
OG0004088	LOC118502764|XP_035891241.1|ASTE, LOC118502890|XP_035891501.1|ASTE	LOC115620542|XP_030369685.1|SLEB
OG0004089	LOC118505535|XP_035897343.1|ASTE	LOC115629338|XP_030381644.1|SLEB
OG0004090	LOC118505503|XP_035897264.1|ASTE	LOC115625345|XP_030376233.1|SLEB
OG0004092	LOC118505513|XP_035897305.1|ASTE	LOC115627070|XP_030378478.1|SLEB
OG0004094	LOC118517189|XP_035919022.1|ASTE, LOC118505289|XP_035896767.1|ASTE	LOC115627049|XP_030378451.1|SLEB
OG0004095	LOC118504505|XP_035894925.1|ASTE	LOC115624377|XP_030374938.1|SLEB
OG0004096	LOC118504495|XP_035894911.1|ASTE	LOC115620835|XP_030370128.1|SLEB
OG0004097	LOC118507624|XP_035902239.1|ASTE	LOC115622879|XP_030372832.1|SLEB
OG0004098	LOC118507620|XP_035902231.1|ASTE	LOC115624962|XP_030375677.1|SLEB
OG0004099	LOC118507116|XP_035901013.1|ASTE	LOC115623554|XP_030373804.1|SLEB
OG0004100	LOC118507121|XP_035901019.1|ASTE	LOC115624190|XP_030374648.1|SLEB
OG0004101	LOC118507123|XP_035901024.1|ASTE	LOC115624084|XP_030374533.1|SLEB
OG0004102	LOC118507136|XP_035901059.1|ASTE	LOC115624297|XP_030374782.1|SLEB
OG0004103	LOC118507135|XP_035901057.1|ASTE	LOC115625507|XP_030376430.1|SLEB
OG0004104	LOC118507137|XP_035901060.1|ASTE	LOC115621663|XP_030371231.1|SLEB
OG0004105	LOC118505647|XP_035897622.1|ASTE	LOC115634785|XP_030388552.1|SLEB
OG0004106	LOC118504714|XP_035895444.1|ASTE	LOC115630702|XP_030383214.1|SLEB
OG0004107	LOC118504704|XP_035895430.1|ASTE	LOC115622610|XP_030372471.1|SLEB
OG0004108	LOC118504697|XP_035895418.1|ASTE	LOC115625288|XP_030376160.1|SLEB
OG0004109	LOC118504699|XP_035895421.1|ASTE	LOC115625346|XP_030376236.1|SLEB
OG0004110	LOC118504700|XP_035895422.1|ASTE	LOC115619990|XP_030368923.1|SLEB
OG0004111	LOC118504576|XP_035895110.1|ASTE	LOC115623472|XP_030373697.1|SLEB
OG0004112	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE	LOC115625332|XP_030376216.1|SLEB
OG0004113	LOC118504955|XP_035895968.1|ASTE	LOC115626741|XP_030378051.1|SLEB
OG0004114	LOC118517584|XP_035919752.1|ASTE	LOC115626753|XP_030378068.1|SLEB
OG0004115	LOC118517578|XP_035919727.1|ASTE	LOC115626958|XP_030378333.1|SLEB
OG0004116	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE	LOC115624411|XP_030375005.1|SLEB
OG0004117	LOC118506503|XP_035899611.1|ASTE	LOC115625234|XP_030376079.1|SLEB
OG0004118	LOC118505320|XP_035896858.1|ASTE	LOC115624533|XP_030375117.1|SLEB
OG0004119	LOC118517516|XP_035919634.1|ASTE	LOC115623549|XP_030373800.1|SLEB
OG0004120	LOC118503648|XP_035893057.1|ASTE	LOC115623661|XP_030373979.1|SLEB
OG0004121	LOC118505521|XP_035897314.1|ASTE	LOC115622962|XP_030372969.1|SLEB
OG0004122	LOC118505496|XP_035897249.1|ASTE	LOC115625573|XP_030376531.1|SLEB
OG0004123	LOC118505466|XP_035897168.1|ASTE	LOC115623338|XP_030373468.1|SLEB
OG0004124	LOC118506654|XP_035899961.1|ASTE	LOC115629256|XP_030381534.1|SLEB
OG0004125	LOC118506292|XP_035899117.1|ASTE	LOC115621820|XP_030371470.1|SLEB
OG0004126	LOC118503650|XP_035893062.1|ASTE	LOC115621098|XP_030370495.1|SLEB
OG0004127	LOC118507726|XP_035902573.1|ASTE	LOC115625755|XP_030376772.1|SLEB
