Orthogroup	ASTE.longest_only	DSEC.longest_only
OG0003904	LOC118513722|XP_035915757.1|ASTE	LOC6617809|XP_002042121.1|DSEC
OG0003905	LOC118513717|XP_035915752.1|ASTE	LOC6607806|XP_032576969.1|DSEC
OG0003907	LOC118510996|XP_035909403.1|ASTE	LOC6617307|XP_002041634.1|DSEC
OG0003908	LOC118511002|XP_035909410.1|ASTE	LOC6617308|XP_002041635.1|DSEC
OG0003909	LOC118511020|XP_035909466.1|ASTE	LOC6608600|XP_002033334.1|DSEC
OG0003910	LOC118511021|XP_035909485.1|ASTE	LOC6614278|XP_002038718.1|DSEC
OG0003911	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE	LOC6613389|XP_002037863.1|DSEC
OG0003912	LOC118509057|XP_035905062.1|ASTE	LOC6611383|XP_002035928.2|DSEC
OG0003913	LOC118514571|XP_035917463.1|ASTE	LOC6611188|XP_032583670.1|DSEC
OG0003914	LOC118514558|XP_035917441.1|ASTE	LOC6612128|XP_002036645.2|DSEC
OG0003915	LOC118514587|XP_035917482.1|ASTE	LOC6618953|XP_002043198.1|DSEC
OG0003916	LOC118514580|XP_035917475.1|ASTE	LOC6613682|XP_002038152.1|DSEC
OG0003917	LOC118512505|XP_035912910.1|ASTE	LOC6613483|XP_002037952.1|DSEC
OG0003918	LOC118512525|XP_035912962.1|ASTE	LOC6617688|XP_002042000.1|DSEC
OG0003919	LOC118514555|XP_035917438.1|ASTE	LOC6613212|XP_002037692.1|DSEC
OG0003920	LOC118514557|XP_035917440.1|ASTE	LOC6615555|XP_002039929.1|DSEC
OG0003921	LOC118509138|XP_035905232.1|ASTE	LOC6618183|XP_002042458.1|DSEC
OG0003922	LOC118509141|XP_035905238.1|ASTE	LOC6612117|XP_002036634.2|DSEC
OG0003923	LOC118512549|XP_035913027.1|ASTE	LOC6619452|XP_002043667.1|DSEC
OG0003924	LOC118512551|XP_035913030.1|ASTE	LOC6608972|XP_032572330.1|DSEC
OG0003925	LOC118512557|XP_035913036.1|ASTE	LOC6613430|XP_002037904.1|DSEC
OG0003926	LOC118512564|XP_035913048.1|ASTE	LOC6613437|XP_002037911.1|DSEC
OG0003927	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE	LOC6613058|XP_002037541.1|DSEC
OG0003928	LOC118513781|XP_035915858.1|ASTE	LOC6611712|XP_032583143.1|DSEC
OG0003929	LOC118513767|XP_035915836.1|ASTE	LOC6612124|XP_002036641.1|DSEC
OG0003930	LOC118511770|XP_035911151.1|ASTE	LOC6611475|XP_002036016.1|DSEC
OG0003931	LOC118511768|XP_035911137.1|ASTE	LOC6611425|XP_032569694.1|DSEC
OG0003932	LOC118508974|XP_035904845.1|ASTE	LOC6608267|XP_032571818.1|DSEC
OG0003933	LOC118513746|XP_035915795.1|ASTE	LOC6613384|XP_032577015.1|DSEC
OG0003934	LOC118513750|XP_035915803.1|ASTE	LOC6611737|XP_002036260.1|DSEC
OG0003935	LOC118513758|XP_035915825.1|ASTE	LOC6609356|XP_002034045.1|DSEC
OG0003936	LOC118513757|XP_035915823.1|ASTE	LOC6609357|XP_002034046.1|DSEC
OG0003937	LOC118513769|XP_035915838.1|ASTE	LOC6608084|XP_002032832.1|DSEC
OG0003938	LOC118514676|XP_035917614.1|ASTE	LOC6613421|XP_032574085.1|DSEC
OG0003939	LOC118514677|XP_035917617.1|ASTE	LOC6613458|XP_002037930.1|DSEC
OG0003940	LOC118514680|XP_035917621.1|ASTE	LOC6613415|XP_002037889.1|DSEC
OG0003941	LOC118514684|XP_035917623.1|ASTE	LOC6613418|XP_002037892.1|DSEC
OG0003942	LOC118514697|XP_035917645.1|ASTE	LOC6611588|XP_002036125.1|DSEC
OG0003943	LOC118514152|XP_035916658.1|ASTE	LOC6613424|XP_002037898.1|DSEC
OG0003944	LOC118513354|XP_035914879.1|ASTE	LOC6617736|XP_002042048.1|DSEC
OG0003945	LOC118508472|XP_035904177.1|ASTE	LOC6615734|XP_002040105.1|DSEC
OG0003946	LOC118513834|XP_035915991.1|ASTE	LOC6614672|XP_002039099.1|DSEC
OG0003947	LOC118512443|XP_035912799.1|ASTE	LOC6614661|XP_002039088.1|DSEC
OG0003948	LOC118512586|XP_035913116.1|ASTE	LOC6614494|XP_002038927.1|DSEC
OG0003949	LOC118510631|XP_035908563.1|ASTE	LOC6614495|XP_032583303.1|DSEC
OG0003950	LOC118510643|XP_035908630.1|ASTE	LOC6613567|XP_002038035.2|DSEC
OG0003951	LOC118510646|XP_035908643.1|ASTE	LOC6613561|XP_032580966.1|DSEC
OG0003952	LOC118512662|XP_035913304.1|ASTE	LOC6612142|XP_002036659.1|DSEC
OG0003953	LOC118511569|XP_035910706.1|ASTE	LOC6611453|XP_002035995.1|DSEC
OG0003954	LOC118514466|XP_035917281.1|ASTE	LOC6610756|XP_002035322.2|DSEC
OG0003955	LOC118510010|XP_035907289.1|ASTE	LOC6611988|XP_032570864.1|DSEC
OG0003956	LOC118514659|XP_035917585.1|ASTE	LOC6614555|XP_032574138.1|DSEC
OG0003957	LOC118514667|XP_035917601.1|ASTE	LOC6604851|XP_002029696.1|DSEC
OG0003958	LOC118514671|XP_035917607.1|ASTE	LOC6617921|XP_002042229.2|DSEC
OG0003959	LOC118511782|XP_035911185.1|ASTE	LOC6615263|XP_032570978.1|DSEC
OG0003960	LOC118509304|XP_035905646.1|ASTE	LOC116803495|XP_032583081.1|DSEC, LOC6620332|XP_032581598.1|DSEC
OG0003961	LOC118514548|XP_035917432.1|ASTE	LOC6611579|XP_002036117.1|DSEC
OG0003962	LOC118512473|XP_035912854.1|ASTE	LOC6613442|XP_002037916.1|DSEC
OG0003963	LOC118514634|XP_035917538.1|ASTE	LOC6614642|XP_032575278.1|DSEC
OG0003964	LOC118514641|XP_035917557.1|ASTE	LOC6621131|XP_002045310.1|DSEC
OG0003965	LOC118514652|XP_035917575.1|ASTE	LOC6611616|XP_032582900.1|DSEC
OG0003966	LOC118511797|XP_035911220.1|ASTE	LOC6620730|XP_032577029.1|DSEC
OG0003967	LOC118513597|XP_035915492.1|ASTE	LOC6615386|XP_032572739.1|DSEC
OG0003968	LOC118513595|XP_035915485.1|ASTE	LOC6615384|XP_032572753.1|DSEC
OG0003969	LOC118512533|XP_035912978.1|ASTE	LOC6609587|XP_002034264.1|DSEC
OG0003970	LOC118513282|XP_035914742.1|ASTE	LOC6617254|XP_002041581.2|DSEC
OG0003971	LOC118512593|XP_035913130.1|ASTE	LOC6611953|XP_032577235.1|DSEC
OG0003972	LOC118512596|XP_035913142.1|ASTE	LOC6605735|XP_002030551.2|DSEC
OG0003973	LOC118512600|XP_035913149.1|ASTE	LOC6618893|XP_002043141.1|DSEC
OG0003974	LOC118513698|XP_035915715.1|ASTE	LOC6608749|XP_002033472.1|DSEC
OG0003975	LOC118513705|XP_035915727.1|ASTE	LOC6611757|XP_032583156.1|DSEC
OG0003976	LOC118513369|XP_035914893.1|ASTE	LOC6614702|XP_002039129.1|DSEC
OG0003977	LOC118513370|XP_035914894.1|ASTE	LOC6617856|XP_002042164.1|DSEC
OG0003978	LOC118512631|XP_035913219.1|ASTE	LOC6618396|XP_002042666.1|DSEC
OG0003979	LOC118512618|XP_035913192.1|ASTE	LOC6612018|XP_002036535.1|DSEC
OG0003980	LOC118512615|XP_035913187.1|ASTE	LOC6606290|XP_002031095.1|DSEC
OG0003981	LOC118510865|XP_035909104.1|ASTE	LOC6617741|XP_032569781.1|DSEC
OG0003982	LOC118510046|XP_035907328.1|ASTE	LOC6614689|XP_032583000.1|DSEC
OG0003984	LOC118512594|XP_035913140.1|ASTE	LOC6614635|XP_002039062.1|DSEC
OG0003985	LOC118513318|XP_035914812.1|ASTE	LOC6621705|XP_032583728.1|DSEC
OG0003986	LOC118508830|XP_035904469.1|ASTE	LOC6611517|XP_002036058.2|DSEC
OG0003987	LOC118513221|XP_035914637.1|ASTE	LOC6611518|XP_032573661.1|DSEC
OG0003988	LOC118513341|XP_035914858.1|ASTE	LOC6613448|XP_032574880.1|DSEC
OG0003989	LOC118509296|XP_035905622.1|ASTE	LOC6617715|XP_002042027.1|DSEC
OG0003990	LOC118509289|XP_035905590.1|ASTE	LOC6611328|XP_002035875.1|DSEC
OG0003991	LOC118509285|XP_035905556.1|ASTE	LOC6613358|XP_032569734.1|DSEC
OG0003992	LOC118509172|XP_035905325.1|ASTE	LOC6613354|XP_002037828.2|DSEC
OG0003993	LOC118509173|XP_035905326.1|ASTE	LOC6613339|XP_002037815.1|DSEC
OG0003994	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE	LOC6612638|XP_002037142.1|DSEC
OG0003995	LOC118509956|XP_035907215.1|ASTE	LOC6608971|XP_002033685.1|DSEC
OG0003996	LOC118508821|XP_035904458.1|ASTE	LOC6608260|XP_002033004.1|DSEC
OG0003997	LOC118513628|XP_035915584.1|ASTE	LOC6611521|XP_032570100.1|DSEC
OG0003998	LOC118510877|XP_035909134.1|ASTE	LOC6620416|XP_032572643.1|DSEC
OG0003999	LOC118510876|XP_035909133.1|ASTE	LOC6620234|XP_002044442.1|DSEC
OG0004000	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE	LOC6619736|XP_002043951.1|DSEC
OG0004001	LOC118513804|XP_035915900.1|ASTE	LOC6613003|XP_032570506.1|DSEC
OG0004002	LOC118513827|XP_035915959.1|ASTE	LOC6614779|XP_002039198.1|DSEC
OG0004003	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE	LOC6612134|XP_032572461.1|DSEC
OG0004004	LOC118510870|XP_035909119.1|ASTE	LOC6611631|XP_032580199.1|DSEC
OG0004005	LOC118510871|XP_035909120.1|ASTE	LOC6613494|XP_032572751.1|DSEC
OG0004006	LOC118514289|XP_035916931.1|ASTE	LOC6618178|XP_002042453.1|DSEC
OG0004007	LOC118514303|XP_035916976.1|ASTE	LOC6613240|XP_002037717.1|DSEC
OG0004008	LOC118513467|XP_035915136.1|ASTE	LOC6617219|XP_032583636.1|DSEC
OG0004009	LOC118512975|XP_035914100.1|ASTE	LOC6613092|XP_002037575.2|DSEC
OG0004010	LOC118514522|XP_035917385.1|ASTE	LOC6611217|XP_032581690.1|DSEC
OG0004011	LOC118511696|XP_035910997.1|ASTE	LOC6617897|XP_032569914.1|DSEC
OG0004012	LOC118511699|XP_035911001.1|ASTE	LOC6607453|XP_002032222.1|DSEC
OG0004013	LOC118512484|XP_035912872.1|ASTE	LOC6611239|XP_002035794.1|DSEC
OG0004014	LOC118512477|XP_035912859.1|ASTE	LOC6605736|XP_002030552.2|DSEC
OG0004015	LOC118512465|XP_035912828.1|ASTE	LOC6617811|XP_032571934.1|DSEC
OG0004016	LOC118509274|XP_035905521.1|ASTE	LOC6611966|XP_002036483.1|DSEC
OG0004017	LOC118513621|XP_035915570.1|ASTE	LOC6613334|XP_032569725.1|DSEC
OG0004018	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE	LOC6607943|XP_002032693.1|DSEC
OG0004019	LOC118513205|XP_035914597.1|ASTE	LOC6618190|XP_002042465.1|DSEC
OG0004020	LOC118509950|XP_035907174.1|ASTE	LOC6613195|XP_002037676.1|DSEC, LOC116802491|XP_032582856.1|DSEC
OG0004021	LOC118511810|XP_035911243.1|ASTE	LOC6613190|XP_032583417.1|DSEC
OG0004022	LOC118514098|XP_035916531.1|ASTE	LOC6613680|XP_002038150.1|DSEC
OG0004023	LOC118514054|XP_035916440.1|ASTE	LOC6609971|XP_032571306.1|DSEC
OG0004024	LOC118512622|XP_035913195.1|ASTE	LOC6614396|XP_032578768.1|DSEC
OG0004025	LOC118510835|XP_035909054.1|ASTE	LOC6611863|XP_002036385.1|DSEC
OG0004026	LOC118510831|XP_035909043.1|ASTE	LOC6620617|XP_002044821.1|DSEC
OG0004027	LOC118510804|XP_035909012.1|ASTE	LOC116800520|XP_032571828.1|DSEC
OG0004028	LOC118510800|XP_035909005.1|ASTE	LOC6613524|XP_032583249.1|DSEC
OG0004029	LOC118510786|XP_035908976.1|ASTE	LOC6611698|XP_032582477.1|DSEC
OG0004030	LOC118510773|XP_035908933.1|ASTE	LOC6615812|XP_032572831.1|DSEC
OG0004031	LOC118510759|XP_035908896.1|ASTE	LOC6617720|XP_002042032.2|DSEC
OG0004032	LOC118510753|XP_035908891.1|ASTE	LOC6620479|XP_002044684.1|DSEC
OG0004033	LOC118510742|XP_035908866.1|ASTE	LOC6611889|XP_032569777.1|DSEC
OG0004034	LOC118514072|XP_035916491.1|ASTE	LOC6614598|XP_032583454.1|DSEC
OG0004035	LOC118514048|XP_035916432.1|ASTE	LOC6613422|XP_032579929.1|DSEC
OG0004036	LOC118514045|XP_035916424.1|ASTE	LOC6613151|XP_032583757.1|DSEC
OG0004037	LOC118514119|XP_035916591.1|ASTE	LOC6617786|XP_002042098.2|DSEC
OG0004038	LOC118514085|XP_035916511.1|ASTE	LOC6617312|XP_032583110.1|DSEC
OG0004039	LOC118514092|XP_035916517.1|ASTE	LOC6613084|XP_002037567.2|DSEC
OG0004040	LOC118513203|XP_035914593.1|ASTE	LOC6615609|XP_002039983.1|DSEC
OG0004041	LOC118513683|XP_035915681.1|ASTE	LOC6620445|XP_002044652.2|DSEC
OG0004043	LOC118514115|XP_035916584.1|ASTE	LOC6612052|XP_002036569.1|DSEC
OG0004044	LOC118510722|XP_035908824.1|ASTE	LOC6619001|XP_032580941.1|DSEC
OG0004045	LOC118510727|XP_035908832.1|ASTE	LOC6612092|XP_002036609.1|DSEC
OG0004046	LOC118510719|XP_035908819.1|ASTE	LOC6617267|XP_002041594.1|DSEC
OG0004047	LOC118510718|XP_035908818.1|ASTE	LOC6617696|XP_002042008.1|DSEC
OG0004048	LOC118510716|XP_035908813.1|ASTE	LOC6613395|XP_002037869.1|DSEC
OG0004049	LOC118510686|XP_035908746.1|ASTE	LOC6617213|XP_002041540.1|DSEC
OG0004050	LOC118510679|XP_035908735.1|ASTE	LOC6614614|XP_032575693.1|DSEC
OG0004052	LOC118512199|XP_035912196.1|ASTE	LOC6614812|XP_032581397.1|DSEC
OG0004053	LOC118505769|XP_035897905.1|ASTE	LOC6608627|XP_002033361.1|DSEC
OG0004054	LOC118512731|XP_035913484.1|ASTE	LOC6614565|XP_002038993.1|DSEC
OG0004055	LOC118505757|XP_035897867.1|ASTE	LOC6606974|XP_002031766.1|DSEC
OG0004056	LOC118505755|XP_035897865.1|ASTE	LOC6613783|XP_002038252.2|DSEC
OG0004057	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE	LOC6619419|XP_002043634.2|DSEC
OG0004058	LOC118507577|XP_035902123.1|ASTE	LOC6610579|XP_002035152.1|DSEC
OG0004059	LOC118506590|XP_035899840.1|ASTE	LOC6614329|XP_002038769.1|DSEC
OG0004060	LOC118511894|XP_035911417.1|ASTE	LOC6606855|XP_002031652.1|DSEC
OG0004061	LOC118506572|XP_035899807.1|ASTE	LOC6619914|XP_032582270.1|DSEC
OG0004062	LOC118506649|XP_035899943.1|ASTE	LOC6610415|XP_032573940.1|DSEC
OG0004063	LOC118506643|XP_035899924.1|ASTE	LOC6616152|XP_002040517.1|DSEC
OG0004064	LOC118506641|XP_035899916.1|ASTE	LOC6605839|XP_002030653.1|DSEC
OG0004065	LOC118506635|XP_035899897.1|ASTE	LOC6615480|XP_032572610.1|DSEC
OG0004066	LOC118506632|XP_035899896.1|ASTE	LOC6609163|XP_002033865.1|DSEC
OG0004067	LOC118506626|XP_035899890.1|ASTE	LOC6619899|XP_002044111.1|DSEC
OG0004068	LOC118506624|XP_035899886.1|ASTE	LOC6607160|XP_002031946.1|DSEC
OG0004069	LOC118506625|XP_035899887.1|ASTE	LOC6607159|XP_032576360.1|DSEC
OG0004070	LOC118506604|XP_035899864.1|ASTE	LOC6610673|XP_002035239.1|DSEC
OG0004071	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE	LOC6604965|XP_002029808.1|DSEC
OG0004072	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE	LOC6604966|XP_002029809.1|DSEC
OG0004073	LOC118505616|XP_035897569.1|ASTE	LOC6614801|XP_002039220.1|DSEC
OG0004074	LOC118505617|XP_035897570.1|ASTE	LOC6615540|XP_002039919.2|DSEC
OG0004075	LOC118504463|XP_035894856.1|ASTE	LOC6609006|XP_002033711.1|DSEC
OG0004076	LOC118508347|XP_035903927.1|ASTE	LOC6609005|XP_002033710.2|DSEC
OG0004077	LOC118517551|XP_035919684.1|ASTE	LOC6611612|XP_002036148.2|DSEC
OG0004078	LOC118517542|XP_035919674.1|ASTE	LOC6617019|XP_002041347.1|DSEC
OG0004079	LOC118517524|XP_035919646.1|ASTE	LOC6618987|XP_002043232.1|DSEC
OG0004080	LOC118504862|XP_035895791.1|ASTE	LOC6609462|XP_002034147.1|DSEC
OG0004081	LOC118505285|XP_035896759.1|ASTE	LOC6609220|XP_032570268.1|DSEC
OG0004082	LOC118505657|XP_035897641.1|ASTE	LOC6615301|XP_002039705.1|DSEC
OG0004083	LOC118505659|XP_035897643.1|ASTE	LOC116801434|XP_032576831.1|DSEC
OG0004084	LOC118505660|XP_035897645.1|ASTE	LOC6619372|XP_032573924.1|DSEC
OG0004085	LOC118505682|XP_035897708.1|ASTE	LOC6616844|XP_002041180.1|DSEC
OG0004086	LOC118504924|XP_035895902.1|ASTE	LOC6617160|XP_032577787.1|DSEC
OG0004087	LOC118506727|XP_035900157.1|ASTE	LOC6617601|XP_032581063.1|DSEC
OG0004088	LOC118502764|XP_035891241.1|ASTE, LOC118502890|XP_035891501.1|ASTE	LOC6617134|XP_002041461.1|DSEC
OG0004089	LOC118505535|XP_035897343.1|ASTE	LOC6618998|XP_002043243.2|DSEC
OG0004090	LOC118505503|XP_035897264.1|ASTE	LOC6607726|XP_032579116.1|DSEC
OG0004092	LOC118505513|XP_035897305.1|ASTE	LOC6618946|XP_002043189.1|DSEC
OG0004094	LOC118517189|XP_035919022.1|ASTE, LOC118505289|XP_035896767.1|ASTE	LOC6612547|XP_002037055.1|DSEC
OG0004095	LOC118504505|XP_035894925.1|ASTE	LOC116801474|XP_032577178.1|DSEC
OG0004096	LOC118504495|XP_035894911.1|ASTE	LOC6617161|XP_002041488.1|DSEC
OG0004097	LOC118507624|XP_035902239.1|ASTE	LOC6605523|XP_002030356.1|DSEC
OG0004098	LOC118507620|XP_035902231.1|ASTE	LOC6616850|XP_002041186.1|DSEC
OG0004099	LOC118507116|XP_035901013.1|ASTE	LOC6613867|XP_032577875.1|DSEC
OG0004100	LOC118507121|XP_035901019.1|ASTE	LOC6613878|XP_032577815.1|DSEC
OG0004101	LOC118507123|XP_035901024.1|ASTE	LOC6613882|XP_002038351.1|DSEC
OG0004102	LOC118507136|XP_035901059.1|ASTE	LOC6613884|XP_032579257.1|DSEC
OG0004103	LOC118507135|XP_035901057.1|ASTE	LOC6617017|XP_002041345.1|DSEC
OG0004104	LOC118507137|XP_035901060.1|ASTE	LOC6607577|XP_032577966.1|DSEC
OG0004105	LOC118505647|XP_035897622.1|ASTE	LOC6605841|XP_002030655.2|DSEC
OG0004106	LOC118504714|XP_035895444.1|ASTE	LOC6616460|XP_002040821.1|DSEC
OG0004107	LOC118504704|XP_035895430.1|ASTE	LOC6610506|XP_002035086.1|DSEC
OG0004108	LOC118504697|XP_035895418.1|ASTE	LOC6606295|XP_002031100.1|DSEC
OG0004109	LOC118504699|XP_035895421.1|ASTE	LOC6607727|XP_002032490.2|DSEC
OG0004110	LOC118504700|XP_035895422.1|ASTE	LOC6616538|XP_002040897.1|DSEC
OG0004111	LOC118504576|XP_035895110.1|ASTE	LOC6616957|XP_032579160.1|DSEC
OG0004112	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE	LOC6617038|XP_032576246.1|DSEC
OG0004113	LOC118504955|XP_035895968.1|ASTE	LOC6615229|XP_002039635.1|DSEC
OG0004114	LOC118517584|XP_035919752.1|ASTE	LOC6612369|XP_032580402.1|DSEC
OG0004115	LOC118517578|XP_035919727.1|ASTE	LOC6612372|XP_032580395.1|DSEC
OG0004116	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE	LOC6616951|XP_002041279.1|DSEC
OG0004117	LOC118506503|XP_035899611.1|ASTE	LOC6616683|XP_002041038.1|DSEC
OG0004118	LOC118505320|XP_035896858.1|ASTE	LOC6609633|XP_002034310.1|DSEC
OG0004119	LOC118517516|XP_035919634.1|ASTE	LOC6616657|XP_002041014.1|DSEC
OG0004120	LOC118503648|XP_035893057.1|ASTE	LOC6606282|XP_032578989.1|DSEC
OG0004121	LOC118505521|XP_035897314.1|ASTE	LOC6610833|XP_032574794.1|DSEC
OG0004122	LOC118505496|XP_035897249.1|ASTE	LOC6606304|XP_032577085.1|DSEC
OG0004123	LOC118505466|XP_035897168.1|ASTE	LOC6614332|XP_002038772.2|DSEC
OG0004124	LOC118506654|XP_035899961.1|ASTE	LOC6618620|XP_002042879.1|DSEC
OG0004125	LOC118506292|XP_035899117.1|ASTE	LOC6612808|XP_032579157.1|DSEC
OG0004126	LOC118503650|XP_035893062.1|ASTE	LOC6612800|XP_002037301.1|DSEC
OG0004127	LOC118507726|XP_035902573.1|ASTE	LOC6611898|XP_002036415.1|DSEC
OG0004128	LOC118517102|XP_035918853.1|ASTE, LOC118503686|XP_035893120.1|ASTE	LOC6616697|XP_002041052.1|DSEC
OG0004129	LOC118507635|XP_035902252.1|ASTE	LOC6608717|XP_032570256.1|DSEC
OG0004130	LOC118506342|XP_035899218.1|ASTE	LOC6615076|XP_032581047.1|DSEC
OG0004131	LOC118502610|XP_035890870.1|ASTE	LOC6606158|XP_002030966.1|DSEC
OG0004132	LOC118502608|XP_035890866.1|ASTE	LOC6610542|XP_002035122.1|DSEC
OG0004133	LOC118502604|XP_035890861.1|ASTE	LOC6617692|XP_002042004.1|DSEC
OG0004134	LOC118502589|XP_035890833.1|ASTE	LOC6619633|XP_002043848.1|DSEC
OG0004135	LOC118508524|XP_035904276.1|ASTE	LOC6619286|XP_032579000.1|DSEC
OG0004136	LOC118517519|XP_035919641.1|ASTE	LOC6614322|XP_002038762.1|DSEC
OG0004137	LOC118507016|XP_035900846.1|ASTE	LOC6608434|XP_002033168.1|DSEC
OG0004138	LOC118507025|XP_035900868.1|ASTE	LOC6605975|XP_002030787.1|DSEC
OG0004139	LOC118507024|XP_035900867.1|ASTE	LOC6616229|XP_002040594.1|DSEC
OG0004140	LOC118507062|XP_035900933.1|ASTE	LOC6618956|XP_002043201.1|DSEC
OG0004141	LOC118504344|XP_035894598.1|ASTE	LOC6610067|XP_032571303.1|DSEC
OG0004142	LOC118507677|XP_035902360.1|ASTE	LOC116801963|XP_032580255.1|DSEC
OG0004143	LOC118508546|XP_035904328.1|ASTE	LOC6606662|XP_002031462.1|DSEC
OG0004145	LOC118507764|XP_035902674.1|ASTE	LOC6604852|XP_002029697.1|DSEC
OG0004146	LOC118507113|XP_035901008.1|ASTE	LOC6606197|XP_002031005.1|DSEC
OG0004147	LOC118504360|XP_035894645.1|ASTE	LOC6611892|XP_002036409.1|DSEC
OG0004148	LOC118504589|XP_035895136.1|ASTE	LOC6606630|XP_032577123.1|DSEC
OG0004149	LOC118504602|XP_035895159.1|ASTE	LOC6614328|XP_002038768.1|DSEC
OG0004150	LOC118506521|XP_035899651.1|ASTE	LOC6606313|XP_002031118.1|DSEC
OG0004151	LOC118508253|XP_035903759.1|ASTE, LOC118515266|XP_035917847.1|ASTE	LOC6621959|XP_032577765.1|DSEC
OG0004152	LOC118508264|XP_035903788.1|ASTE	LOC6613945|XP_032576371.1|DSEC
OG0004153	LOC118508270|XP_035903804.1|ASTE	LOC6608658|XP_032573065.1|DSEC
OG0004154	LOC118508273|XP_035903807.1|ASTE	LOC6605960|XP_032574435.1|DSEC
OG0004155	LOC118503212|XP_035892095.1|ASTE	LOC6606205|XP_002031013.1|DSEC
OG0004156	LOC118503217|XP_035892103.1|ASTE	LOC6606323|XP_002031128.1|DSEC
OG0004157	LOC118503219|XP_035892105.1|ASTE	LOC6614980|XP_002039397.2|DSEC
OG0004158	LOC118504761|XP_035895582.1|ASTE	LOC6610249|XP_002034844.1|DSEC
OG0004159	LOC118504763|XP_035895584.1|ASTE	LOC6619691|XP_002043906.2|DSEC
OG0004160	LOC118504765|XP_035895588.1|ASTE	LOC6610416|XP_002034998.1|DSEC
OG0004161	LOC118502359|XP_035890461.1|ASTE	LOC6606901|XP_032577844.1|DSEC
OG0004162	LOC118505833|XP_035898081.1|ASTE	LOC6607105|XP_002031893.2|DSEC
OG0004163	LOC118502781|XP_035891271.1|ASTE	LOC6607071|XP_002031859.1|DSEC
OG0004164	LOC118506718|XP_035900124.1|ASTE	LOC6613836|XP_032577675.1|DSEC
OG0004165	LOC118505389|XP_035896993.1|ASTE	LOC6615432|XP_002039814.1|DSEC
OG0004166	LOC118506148|XP_035898794.1|ASTE	LOC6615813|XP_002040183.1|DSEC
OG0004167	LOC118503707|XP_035893163.1|ASTE	LOC6607234|XP_002032015.1|DSEC
OG0004168	LOC118507092|XP_035900974.1|ASTE	LOC6607782|XP_002032541.1|DSEC
OG0004169	LOC118506210|XP_035898920.1|ASTE	LOC6618969|XP_032581316.1|DSEC
OG0004170	LOC118504764|XP_035895585.1|ASTE	LOC6617659|XP_002041972.1|DSEC
OG0004171	LOC118504766|XP_035895589.1|ASTE	LOC6612418|XP_032581214.1|DSEC
OG0004172	LOC118507665|XP_035902334.1|ASTE	LOC6617929|XP_002042237.2|DSEC
OG0004174	LOC118503265|XP_035892202.1|ASTE	LOC6609016|XP_032572713.1|DSEC
OG0004175	LOC118508551|XP_035904334.1|ASTE	LOC6609524|XP_002034208.1|DSEC
OG0004176	LOC118502587|XP_035890831.1|ASTE	LOC6604863|XP_032574944.1|DSEC
OG0004177	LOC118508525|XP_035904286.1|ASTE	LOC6606325|XP_032579015.1|DSEC
OG0004178	LOC118507703|XP_035902468.1|ASTE	LOC6616696|XP_032576763.1|DSEC
OG0004179	LOC118503010|XP_035891719.1|ASTE	LOC6616093|XP_002040458.1|DSEC
OG0004180	LOC118502987|XP_035891672.1|ASTE	LOC6619035|XP_032578208.1|DSEC
OG0004181	LOC118506967|XP_035900695.1|ASTE	LOC6607628|XP_032576422.1|DSEC
OG0004182	LOC118505695|XP_035897728.1|ASTE	LOC6605431|XP_032573138.1|DSEC
OG0004183	LOC118505696|XP_035897734.1|ASTE	LOC6605430|XP_002030263.2|DSEC
OG0004184	LOC118507627|XP_035902241.1|ASTE	LOC6610719|XP_002035285.1|DSEC
OG0004185	LOC118514121|XP_035916600.1|ASTE	LOC6617789|XP_032580935.1|DSEC
OG0004186	LOC118507590|XP_035902146.1|ASTE	LOC6616040|XP_002040406.1|DSEC
OG0004187	LOC118507583|XP_035902137.1|ASTE	LOC6606715|XP_002031514.1|DSEC
OG0004188	LOC118507705|XP_035902489.1|ASTE	LOC6606291|XP_032576267.1|DSEC
OG0004189	LOC118507711|XP_035902499.1|ASTE	LOC6606289|XP_002031094.1|DSEC
OG0004190	LOC118507723|XP_035902567.1|ASTE	LOC6614229|XP_002038674.2|DSEC
OG0004191	LOC118507725|XP_035902571.1|ASTE	LOC6614226|XP_002038671.1|DSEC
OG0004192	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE	LOC6619101|XP_002043341.1|DSEC
OG0004193	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE	LOC6617551|XP_002041865.2|DSEC
