Orthogroup	ASTE.longest_only	CCAP.longest_only
OG0003856	LOC118511124|XP_035909748.1|ASTE	CCAP1982_LOCUS7076|CAD6998482.1|CCAP, CCAP1982_LOCUS7075|CAD6998481.1|CCAP
OG0003857	LOC118511056|XP_035909550.1|ASTE	CCAP1982_LOCUS6970|CAD6998370.1|CCAP, CCAP1982_LOCUS6971|CAD6998371.1|CCAP
OG0003859	LOC118513419|XP_035915024.1|ASTE	CCAP1982_LOCUS7282|CAD6998725.1|CCAP
OG0003860	LOC118513415|XP_035915018.1|ASTE	CCAP1982_LOCUS22256|CAD7014253.1|CCAP
OG0003861	LOC118511727|XP_035911065.1|ASTE	CCAP1982_LOCUS7807|CAD6999278.1|CCAP
OG0003862	LOC118511601|XP_035910775.1|ASTE	CCAP1982_LOCUS6229|CAD6997590.1|CCAP
OG0003863	LOC118511597|XP_035910754.1|ASTE	CCAP1982_LOCUS5977|CAD6997345.1|CCAP
OG0003864	LOC118511596|XP_035910752.1|ASTE	CCAP1982_LOCUS5978|CAD6997346.1|CCAP
OG0003865	LOC118511594|XP_035910748.1|ASTE	CCAP1982_LOCUS88|CAD6991146.1|CCAP
OG0003866	LOC118510604|XP_035908505.1|ASTE	CCAP1982_LOCUS5492|CAD6996819.1|CCAP
OG0003867	LOC118511591|XP_035910744.1|ASTE	CCAP1982_LOCUS5888|CAD6997255.1|CCAP
OG0003868	LOC118511651|XP_035910879.1|ASTE	CCAP1982_LOCUS6457|CAD6997833.1|CCAP
OG0003869	LOC118511232|XP_035909962.1|ASTE	CCAP1982_LOCUS6926|CAD6998320.1|CCAP
OG0003870	LOC118510105|XP_035907453.1|ASTE	CCAP1982_LOCUS8679|CAD7000186.1|CCAP
OG0003871	LOC118514607|XP_035917496.1|ASTE	CCAP1982_LOCUS7306|CAD6998752.1|CCAP
OG0003872	LOC118513421|XP_035915027.1|ASTE	CCAP1982_LOCUS20638|CAD7012553.1|CCAP
OG0003873	LOC118513427|XP_035915043.1|ASTE	CCAP1982_LOCUS8327|CAD6999812.1|CCAP
OG0003874	LOC118513426|XP_035915040.1|ASTE	CCAP1982_LOCUS5791|CAD6997146.1|CCAP, CCAP1982_LOCUS5790|CAD6997145.1|CCAP
OG0003875	LOC118513430|XP_035915050.1|ASTE	CCAP1982_LOCUS5551|CAD6996878.1|CCAP
OG0003876	LOC118509271|XP_035905518.1|ASTE	CCAP1982_LOCUS4573|CAD6995872.1|CCAP, CCAP1982_LOCUS8515|CAD7000010.1|CCAP
OG0003877	LOC118509068|XP_035905083.1|ASTE	CCAP1982_LOCUS5331|CAD6996647.1|CCAP, CCAP1982_LOCUS5332|CAD6996648.1|CCAP
OG0003878	LOC118509074|XP_035905096.1|ASTE	CCAP1982_LOCUS7283|CAD6998726.1|CCAP
OG0003879	LOC118509078|XP_035905104.1|ASTE	CCAP1982_LOCUS11129|CAD7002646.1|CCAP
OG0003880	LOC118509086|XP_035905111.1|ASTE	CCAP1982_LOCUS11022|CAD7002533.1|CCAP
OG0003881	LOC118508992|XP_035904883.1|ASTE	CCAP1982_LOCUS21702|CAD7013660.1|CCAP
OG0003882	LOC118508986|XP_035904871.1|ASTE	CCAP1982_LOCUS7236|CAD6998677.1|CCAP
OG0003884	LOC118509843|XP_035906929.1|ASTE	CCAP1982_LOCUS5819|CAD6997177.1|CCAP
OG0003885	LOC118511761|XP_035911124.1|ASTE	CCAP1982_LOCUS6174|CAD6997535.1|CCAP
OG0003886	LOC118511759|XP_035911121.1|ASTE	CCAP1982_LOCUS6175|CAD6997536.1|CCAP
OG0003887	LOC118509280|XP_035905550.1|ASTE	CCAP1982_LOCUS8956|CAD7000477.1|CCAP
OG0003888	LOC118514107|XP_035916575.1|ASTE	CCAP1982_LOCUS32|CAD6991084.1|CCAP
OG0003889	LOC118512466|XP_035912835.1|ASTE	CCAP1982_LOCUS8450|CAD6999942.1|CCAP
OG0003891	LOC118513504|XP_035915246.1|ASTE	CCAP1982_LOCUS5531|CAD6996855.1|CCAP
OG0003892	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE	CCAP1982_LOCUS11258|CAD7002785.1|CCAP
OG0003893	LOC118512026|XP_035911705.1|ASTE	CCAP1982_LOCUS5556|CAD6996883.1|CCAP
OG0003894	LOC118513228|XP_035914655.1|ASTE	CCAP1982_LOCUS5612|CAD6996942.1|CCAP
OG0003895	LOC118509230|XP_035905432.1|ASTE	CCAP1982_LOCUS23333|CAD7015389.1|CCAP
OG0003896	LOC118510122|XP_035907481.1|ASTE	CCAP1982_LOCUS23329|CAD7015385.1|CCAP
OG0003897	LOC118510127|XP_035907492.1|ASTE	CCAP1982_LOCUS23317|CAD7015373.1|CCAP
OG0003898	LOC118511617|XP_035910800.1|ASTE	CCAP1982_LOCUS5825|CAD6997185.1|CCAP
OG0003899	LOC118509146|XP_035905251.1|ASTE	CCAP1982_LOCUS6942|CAD6998340.1|CCAP
OG0003900	LOC118513726|XP_035915761.1|ASTE	CCAP1982_LOCUS8154|CAD6999622.1|CCAP, CCAP1982_LOCUS8155|CAD6999623.1|CCAP
OG0003901	LOC118513725|XP_035915760.1|ASTE	CCAP1982_LOCUS7415|CAD6998868.1|CCAP
OG0003902	LOC118513721|XP_035915755.1|ASTE	CCAP1982_LOCUS7420|CAD6998873.1|CCAP
OG0003903	LOC118513723|XP_035915758.1|ASTE	CCAP1982_LOCUS8447|CAD6999938.1|CCAP
OG0003904	LOC118513722|XP_035915757.1|ASTE	CCAP1982_LOCUS8448|CAD6999939.1|CCAP
OG0003905	LOC118513717|XP_035915752.1|ASTE	CCAP1982_LOCUS21248|CAD7013177.1|CCAP
OG0003907	LOC118510996|XP_035909403.1|ASTE	CCAP1982_LOCUS7302|CAD6998748.1|CCAP
OG0003908	LOC118511002|XP_035909410.1|ASTE	CCAP1982_LOCUS7301|CAD6998747.1|CCAP
OG0003909	LOC118511020|XP_035909466.1|ASTE	CCAP1982_LOCUS21305|CAD7013234.1|CCAP
OG0003910	LOC118511021|XP_035909485.1|ASTE	CCAP1982_LOCUS21307|CAD7013236.1|CCAP
OG0003911	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE	CCAP1982_LOCUS8213|CAD6999685.1|CCAP
OG0003912	LOC118509057|XP_035905062.1|ASTE	CCAP1982_LOCUS7591|CAD6999044.1|CCAP
OG0003913	LOC118514571|XP_035917463.1|ASTE	CCAP1982_LOCUS7858|CAD6999331.1|CCAP
OG0003916	LOC118514580|XP_035917475.1|ASTE	CCAP1982_LOCUS8075|CAD6999555.1|CCAP
OG0003917	LOC118512505|XP_035912910.1|ASTE	CCAP1982_LOCUS6863|CAD6998254.1|CCAP
OG0003918	LOC118512525|XP_035912962.1|ASTE	CCAP1982_LOCUS6812|CAD6998196.1|CCAP
OG0003919	LOC118514555|XP_035917438.1|ASTE	CCAP1982_LOCUS8390|CAD6999881.1|CCAP
OG0003920	LOC118514557|XP_035917440.1|ASTE	CCAP1982_LOCUS22598|CAD7014605.1|CCAP
OG0003921	LOC118509138|XP_035905232.1|ASTE	CCAP1982_LOCUS5673|CAD6997012.1|CCAP
OG0003922	LOC118509141|XP_035905238.1|ASTE	CCAP1982_LOCUS8570|CAD7000069.1|CCAP
OG0003923	LOC118512549|XP_035913027.1|ASTE	CCAP1982_LOCUS10228|CAD7001738.1|CCAP
OG0003924	LOC118512551|XP_035913030.1|ASTE	CCAP1982_LOCUS22499|CAD7014497.1|CCAP
OG0003925	LOC118512557|XP_035913036.1|ASTE	CCAP1982_LOCUS8469|CAD6999962.1|CCAP
OG0003926	LOC118512564|XP_035913048.1|ASTE	CCAP1982_LOCUS8459|CAD6999951.1|CCAP
OG0003927	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE	CCAP1982_LOCUS9171|CAD7000697.1|CCAP
OG0003928	LOC118513781|XP_035915858.1|ASTE	CCAP1982_LOCUS9116|CAD7000642.1|CCAP
OG0003929	LOC118513767|XP_035915836.1|ASTE	CCAP1982_LOCUS7056|CAD6998459.1|CCAP
OG0003930	LOC118511770|XP_035911151.1|ASTE	CCAP1982_LOCUS5761|CAD6997111.1|CCAP
OG0003931	LOC118511768|XP_035911137.1|ASTE	CCAP1982_LOCUS5767|CAD6997119.1|CCAP
OG0003932	LOC118508974|XP_035904845.1|ASTE	CCAP1982_LOCUS22548|CAD7014547.1|CCAP
OG0003933	LOC118513746|XP_035915795.1|ASTE	CCAP1982_LOCUS8779|CAD7000289.1|CCAP
OG0003934	LOC118513750|XP_035915803.1|ASTE	CCAP1982_LOCUS6872|CAD6998263.1|CCAP
OG0003935	LOC118513758|XP_035915825.1|ASTE	CCAP1982_LOCUS22909|CAD7014946.1|CCAP
OG0003936	LOC118513757|XP_035915823.1|ASTE	CCAP1982_LOCUS22910|CAD7014947.1|CCAP
OG0003937	LOC118513769|XP_035915838.1|ASTE	CCAP1982_LOCUS22690|CAD7014708.1|CCAP
OG0003938	LOC118514676|XP_035917614.1|ASTE	CCAP1982_LOCUS8103|CAD6999578.1|CCAP
OG0003939	LOC118514677|XP_035917617.1|ASTE	CCAP1982_LOCUS8102|CAD6999577.1|CCAP
OG0003940	LOC118514680|XP_035917621.1|ASTE	CCAP1982_LOCUS8270|CAD6999747.1|CCAP
OG0003941	LOC118514684|XP_035917623.1|ASTE	CCAP1982_LOCUS8273|CAD6999750.1|CCAP
OG0003942	LOC118514697|XP_035917645.1|ASTE	CCAP1982_LOCUS8147|CAD6999616.1|CCAP
OG0003943	LOC118514152|XP_035916658.1|ASTE	CCAP1982_LOCUS22209|CAD7014205.1|CCAP
OG0003944	LOC118513354|XP_035914879.1|ASTE	CCAP1982_LOCUS8369|CAD6999857.1|CCAP
OG0003945	LOC118508472|XP_035904177.1|ASTE	CCAP1982_LOCUS22015|CAD7014008.1|CCAP
OG0003946	LOC118513834|XP_035915991.1|ASTE	CCAP1982_LOCUS5773|CAD6997127.1|CCAP
OG0003947	LOC118512443|XP_035912799.1|ASTE	CCAP1982_LOCUS6292|CAD6997662.1|CCAP
OG0003948	LOC118512586|XP_035913116.1|ASTE	CCAP1982_LOCUS7660|CAD6999116.1|CCAP
OG0003949	LOC118510631|XP_035908563.1|ASTE	CCAP1982_LOCUS7659|CAD6999115.1|CCAP
OG0003950	LOC118510643|XP_035908630.1|ASTE	CCAP1982_LOCUS5397|CAD6996714.1|CCAP
OG0003951	LOC118510646|XP_035908643.1|ASTE	CCAP1982_LOCUS5390|CAD6996707.1|CCAP
OG0003952	LOC118512662|XP_035913304.1|ASTE	CCAP1982_LOCUS5626|CAD6996959.1|CCAP
OG0003953	LOC118511569|XP_035910706.1|ASTE	CCAP1982_LOCUS6501|CAD6997882.1|CCAP
OG0003954	LOC118514466|XP_035917281.1|ASTE	CCAP1982_LOCUS8427|CAD6999916.1|CCAP
OG0003955	LOC118510010|XP_035907289.1|ASTE	CCAP1982_LOCUS5656|CAD6996995.1|CCAP
OG0003956	LOC118514659|XP_035917585.1|ASTE	CCAP1982_LOCUS8668|CAD7000177.1|CCAP
OG0003957	LOC118514667|XP_035917601.1|ASTE	CCAP1982_LOCUS11265|CAD7002795.1|CCAP
OG0003959	LOC118511782|XP_035911185.1|ASTE	CCAP1982_LOCUS22088|CAD7014081.1|CCAP
OG0003961	LOC118514548|XP_035917432.1|ASTE	CCAP1982_LOCUS8859|CAD7000383.1|CCAP
OG0003962	LOC118512473|XP_035912854.1|ASTE	CCAP1982_LOCUS7792|CAD6999262.1|CCAP
OG0003963	LOC118514634|XP_035917538.1|ASTE	CCAP1982_LOCUS9235|CAD7000760.1|CCAP, CCAP1982_LOCUS9236|CAD7000761.1|CCAP
OG0003964	LOC118514641|XP_035917557.1|ASTE	CCAP1982_LOCUS8508|CAD7000002.1|CCAP
OG0003965	LOC118514652|XP_035917575.1|ASTE	CCAP1982_LOCUS8387|CAD6999878.1|CCAP, CCAP1982_LOCUS8385|CAD6999876.1|CCAP
OG0003966	LOC118511797|XP_035911220.1|ASTE	CCAP1982_LOCUS5452|CAD6996777.1|CCAP
OG0003967	LOC118513597|XP_035915492.1|ASTE	CCAP1982_LOCUS23154|CAD7015206.1|CCAP
OG0003968	LOC118513595|XP_035915485.1|ASTE	CCAP1982_LOCUS23148|CAD7015199.1|CCAP
OG0003969	LOC118512533|XP_035912978.1|ASTE	CCAP1982_LOCUS23196|CAD7015246.1|CCAP
OG0003970	LOC118513282|XP_035914742.1|ASTE	CCAP1982_LOCUS6945|CAD6998343.1|CCAP
OG0003971	LOC118512593|XP_035913130.1|ASTE	CCAP1982_LOCUS5715|CAD6997061.1|CCAP
OG0003972	LOC118512596|XP_035913142.1|ASTE	CCAP1982_LOCUS12298|CAD7003868.1|CCAP, CCAP1982_LOCUS14704|CAD7006383.1|CCAP, CCAP1982_LOCUS12297|CAD7003867.1|CCAP
OG0003973	LOC118512600|XP_035913149.1|ASTE	CCAP1982_LOCUS22115|CAD7014109.1|CCAP, CCAP1982_LOCUS22114|CAD7014108.1|CCAP
OG0003974	LOC118513698|XP_035915715.1|ASTE	CCAP1982_LOCUS1354|CAD6992505.1|CCAP
OG0003975	LOC118513705|XP_035915727.1|ASTE	CCAP1982_LOCUS9013|CAD7000536.1|CCAP, CCAP1982_LOCUS9015|CAD7000538.1|CCAP
OG0003976	LOC118513369|XP_035914893.1|ASTE	CCAP1982_LOCUS6108|CAD6997465.1|CCAP
OG0003977	LOC118513370|XP_035914894.1|ASTE	CCAP1982_LOCUS6106|CAD6997463.1|CCAP
OG0003978	LOC118512631|XP_035913219.1|ASTE	CCAP1982_LOCUS14331|CAD7005995.1|CCAP
OG0003979	LOC118512618|XP_035913192.1|ASTE	CCAP1982_LOCUS8335|CAD6999823.1|CCAP
OG0003980	LOC118512615|XP_035913187.1|ASTE	CCAP1982_LOCUS238|CAD6991309.1|CCAP
OG0003981	LOC118510865|XP_035909104.1|ASTE	CCAP1982_LOCUS8339|CAD6999828.1|CCAP
OG0003982	LOC118510046|XP_035907328.1|ASTE	CCAP1982_LOCUS6275|CAD6997642.1|CCAP
OG0003984	LOC118512594|XP_035913140.1|ASTE	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP
OG0003985	LOC118513318|XP_035914812.1|ASTE	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP
OG0003986	LOC118508830|XP_035904469.1|ASTE	CCAP1982_LOCUS5674|CAD6997013.1|CCAP
OG0003987	LOC118513221|XP_035914637.1|ASTE	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP
OG0003988	LOC118513341|XP_035914858.1|ASTE	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP
OG0003989	LOC118509296|XP_035905622.1|ASTE	CCAP1982_LOCUS8511|CAD7000005.1|CCAP
OG0003990	LOC118509289|XP_035905590.1|ASTE	CCAP1982_LOCUS8402|CAD6999892.1|CCAP
OG0003991	LOC118509285|XP_035905556.1|ASTE	CCAP1982_LOCUS8201|CAD6999671.1|CCAP
OG0003992	LOC118509172|XP_035905325.1|ASTE	CCAP1982_LOCUS8206|CAD6999676.1|CCAP
OG0003993	LOC118509173|XP_035905326.1|ASTE	CCAP1982_LOCUS9154|CAD7000680.1|CCAP
OG0003994	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE	CCAP1982_LOCUS4907|CAD6996219.1|CCAP
OG0003995	LOC118509956|XP_035907215.1|ASTE	CCAP1982_LOCUS22498|CAD7014496.1|CCAP
OG0003996	LOC118508821|XP_035904458.1|ASTE	CCAP1982_LOCUS22541|CAD7014540.1|CCAP
OG0003997	LOC118513628|XP_035915584.1|ASTE	CCAP1982_LOCUS8067|CAD6999546.1|CCAP
OG0003998	LOC118510877|XP_035909134.1|ASTE	CCAP1982_LOCUS6627|CAD6998010.1|CCAP
OG0003999	LOC118510876|XP_035909133.1|ASTE	CCAP1982_LOCUS5450|CAD6996775.1|CCAP
OG0004001	LOC118513804|XP_035915900.1|ASTE	CCAP1982_LOCUS19584|CAD7011485.1|CCAP
OG0004002	LOC118513827|XP_035915959.1|ASTE	CCAP1982_LOCUS5794|CAD6997149.1|CCAP
OG0004003	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE	CCAP1982_LOCUS5644|CAD6996980.1|CCAP
OG0004004	LOC118510870|XP_035909119.1|ASTE	CCAP1982_LOCUS8476|CAD6999971.1|CCAP
OG0004005	LOC118510871|XP_035909120.1|ASTE	CCAP1982_LOCUS8478|CAD6999973.1|CCAP
OG0004006	LOC118514289|XP_035916931.1|ASTE	CCAP1982_LOCUS8574|CAD7000075.1|CCAP
OG0004007	LOC118514303|XP_035916976.1|ASTE	CCAP1982_LOCUS6925|CAD6998319.1|CCAP
OG0004008	LOC118513467|XP_035915136.1|ASTE	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP
OG0004009	LOC118512975|XP_035914100.1|ASTE	CCAP1982_LOCUS8930|CAD7000453.1|CCAP
OG0004010	LOC118514522|XP_035917385.1|ASTE	CCAP1982_LOCUS6001|CAD6997368.1|CCAP
OG0004011	LOC118511696|XP_035910997.1|ASTE	CCAP1982_LOCUS5350|CAD6996666.1|CCAP
OG0004012	LOC118511699|XP_035911001.1|ASTE	CCAP1982_LOCUS2278|CAD6993466.1|CCAP
OG0004013	LOC118512484|XP_035912872.1|ASTE	CCAP1982_LOCUS6066|CAD6997419.1|CCAP
OG0004014	LOC118512477|XP_035912859.1|ASTE	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP
OG0004015	LOC118512465|XP_035912828.1|ASTE	CCAP1982_LOCUS7695|CAD6999157.1|CCAP
OG0004016	LOC118509274|XP_035905521.1|ASTE	CCAP1982_LOCUS6454|CAD6997830.1|CCAP
OG0004017	LOC118513621|XP_035915570.1|ASTE	CCAP1982_LOCUS8061|CAD6999540.1|CCAP
OG0004018	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE	CCAP1982_LOCUS21469|CAD7013405.1|CCAP
OG0004019	LOC118513205|XP_035914597.1|ASTE	CCAP1982_LOCUS11760|CAD7003299.1|CCAP
OG0004020	LOC118509950|XP_035907174.1|ASTE	CCAP1982_LOCUS7355|CAD6998806.1|CCAP
OG0004021	LOC118511810|XP_035911243.1|ASTE	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP
OG0004022	LOC118514098|XP_035916531.1|ASTE	CCAP1982_LOCUS6981|CAD6998381.1|CCAP
OG0004023	LOC118514054|XP_035916440.1|ASTE	CCAP1982_LOCUS7349|CAD6998795.1|CCAP
OG0004024	LOC118512622|XP_035913195.1|ASTE	CCAP1982_LOCUS8113|CAD6999589.1|CCAP
OG0004025	LOC118510835|XP_035909054.1|ASTE	CCAP1982_LOCUS5853|CAD6997217.1|CCAP
OG0004026	LOC118510831|XP_035909043.1|ASTE	CCAP1982_LOCUS8058|CAD6999536.1|CCAP
OG0004028	LOC118510800|XP_035909005.1|ASTE	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP
OG0004029	LOC118510786|XP_035908976.1|ASTE	CCAP1982_LOCUS7847|CAD6999320.1|CCAP
OG0004030	LOC118510773|XP_035908933.1|ASTE	CCAP1982_LOCUS20235|CAD7012136.1|CCAP
OG0004031	LOC118510759|XP_035908896.1|ASTE	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP
OG0004032	LOC118510753|XP_035908891.1|ASTE	CCAP1982_LOCUS5538|CAD6996865.1|CCAP
OG0004033	LOC118510742|XP_035908866.1|ASTE	CCAP1982_LOCUS6288|CAD6997658.1|CCAP
OG0004034	LOC118514072|XP_035916491.1|ASTE	CCAP1982_LOCUS7693|CAD6999155.1|CCAP
OG0004035	LOC118514048|XP_035916432.1|ASTE	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP
OG0004036	LOC118514045|XP_035916424.1|ASTE	CCAP1982_LOCUS7596|CAD6999049.1|CCAP, CCAP1982_LOCUS7595|CAD6999048.1|CCAP
OG0004037	LOC118514119|XP_035916591.1|ASTE	CCAP1982_LOCUS8865|CAD7000390.1|CCAP
OG0004038	LOC118514085|XP_035916511.1|ASTE	CCAP1982_LOCUS7452|CAD6998905.1|CCAP
OG0004039	LOC118514092|XP_035916517.1|ASTE	CCAP1982_LOCUS8230|CAD6999704.1|CCAP, CCAP1982_LOCUS8227|CAD6999701.1|CCAP, CCAP1982_LOCUS8229|CAD6999703.1|CCAP
OG0004040	LOC118513203|XP_035914593.1|ASTE	CCAP1982_LOCUS22152|CAD7014146.1|CCAP
OG0004043	LOC118514115|XP_035916584.1|ASTE	CCAP1982_LOCUS7930|CAD6999404.1|CCAP
OG0004045	LOC118510727|XP_035908832.1|ASTE	CCAP1982_LOCUS3700|CAD6994969.1|CCAP
OG0004046	LOC118510719|XP_035908819.1|ASTE	CCAP1982_LOCUS7410|CAD6998861.1|CCAP
OG0004047	LOC118510718|XP_035908818.1|ASTE	CCAP1982_LOCUS8042|CAD6999517.1|CCAP
OG0004048	LOC118510716|XP_035908813.1|ASTE	CCAP1982_LOCUS23409|CAD7015469.1|CCAP
OG0004049	LOC118510686|XP_035908746.1|ASTE	CCAP1982_LOCUS6937|CAD6998333.1|CCAP
OG0004050	LOC118510679|XP_035908735.1|ASTE	CCAP1982_LOCUS8806|CAD7000323.1|CCAP
OG0004053	LOC118505769|XP_035897905.1|ASTE	CCAP1982_LOCUS22593|CAD7014600.1|CCAP
OG0004054	LOC118512731|XP_035913484.1|ASTE	CCAP1982_LOCUS8019|CAD6999495.1|CCAP
OG0004055	LOC118505757|XP_035897867.1|ASTE	CCAP1982_LOCUS2177|CAD6993359.1|CCAP
OG0004056	LOC118505755|XP_035897865.1|ASTE	CCAP1982_LOCUS3169|CAD6994417.1|CCAP
OG0004057	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE	CCAP1982_LOCUS14479|CAD7006151.1|CCAP, CCAP1982_LOCUS14483|CAD7006155.1|CCAP
OG0004058	LOC118507577|XP_035902123.1|ASTE	CCAP1982_LOCUS12052|CAD7003606.1|CCAP
OG0004059	LOC118506590|XP_035899840.1|ASTE	CCAP1982_LOCUS954|CAD6992074.1|CCAP
OG0004060	LOC118511894|XP_035911417.1|ASTE	CCAP1982_LOCUS123|CAD6991185.1|CCAP, CCAP1982_LOCUS5211|CAD6996543.1|CCAP
OG0004062	LOC118506649|XP_035899943.1|ASTE	CCAP1982_LOCUS11610|CAD7003149.1|CCAP
OG0004064	LOC118506641|XP_035899916.1|ASTE	CCAP1982_LOCUS13592|CAD7005233.1|CCAP
OG0004065	LOC118506635|XP_035899897.1|ASTE	CCAP1982_LOCUS19980|CAD7011868.1|CCAP
OG0004066	LOC118506632|XP_035899896.1|ASTE	CCAP1982_LOCUS19979|CAD7011867.1|CCAP
OG0004068	LOC118506624|XP_035899886.1|ASTE	CCAP1982_LOCUS752|CAD6991854.1|CCAP
OG0004069	LOC118506625|XP_035899887.1|ASTE	CCAP1982_LOCUS753|CAD6991855.1|CCAP
OG0004070	LOC118506604|XP_035899864.1|ASTE	CCAP1982_LOCUS12521|CAD7004097.1|CCAP
OG0004071	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE	CCAP1982_LOCUS14981|CAD7006680.1|CCAP
OG0004072	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE	CCAP1982_LOCUS14980|CAD7006679.1|CCAP
OG0004074	LOC118505617|XP_035897570.1|ASTE	CCAP1982_LOCUS20432|CAD7012338.1|CCAP
OG0004075	LOC118504463|XP_035894856.1|ASTE	CCAP1982_LOCUS19452|CAD7011349.1|CCAP
OG0004076	LOC118508347|XP_035903927.1|ASTE	CCAP1982_LOCUS20003|CAD7011891.1|CCAP, CCAP1982_LOCUS20000|CAD7011888.1|CCAP
OG0004077	LOC118517551|XP_035919684.1|ASTE	CCAP1982_LOCUS8514|CAD7000009.1|CCAP
OG0004078	LOC118517542|XP_035919674.1|ASTE	CCAP1982_LOCUS431|CAD6991510.1|CCAP
OG0004080	LOC118504862|XP_035895791.1|ASTE	CCAP1982_LOCUS22425|CAD7014429.1|CCAP
OG0004081	LOC118505285|XP_035896759.1|ASTE	CCAP1982_LOCUS20394|CAD7012298.1|CCAP
OG0004082	LOC118505657|XP_035897641.1|ASTE	CCAP1982_LOCUS10303|CAD7001812.1|CCAP, CCAP1982_LOCUS2924|CAD6994159.1|CCAP
OG0004083	LOC118505659|XP_035897643.1|ASTE	CCAP1982_LOCUS3354|CAD6994619.1|CCAP
OG0004084	LOC118505660|XP_035897645.1|ASTE	CCAP1982_LOCUS13378|CAD7005002.1|CCAP
OG0004085	LOC118505682|XP_035897708.1|ASTE	CCAP1982_LOCUS399|CAD6991474.1|CCAP
OG0004086	LOC118504924|XP_035895902.1|ASTE	CCAP1982_LOCUS4267|CAD6995556.1|CCAP
OG0004088	LOC118502764|XP_035891241.1|ASTE, LOC118502890|XP_035891501.1|ASTE	CCAP1982_LOCUS3406|CAD6994671.1|CCAP
OG0004090	LOC118505503|XP_035897264.1|ASTE	CCAP1982_LOCUS5053|CAD6996375.1|CCAP
OG0004095	LOC118504505|XP_035894925.1|ASTE	CCAP1982_LOCUS4577|CAD6995876.1|CCAP
OG0004096	LOC118504495|XP_035894911.1|ASTE	CCAP1982_LOCUS4265|CAD6995554.1|CCAP
OG0004097	LOC118507624|XP_035902239.1|ASTE	CCAP1982_LOCUS14549|CAD7006223.1|CCAP
OG0004098	LOC118507620|XP_035902231.1|ASTE	CCAP1982_LOCUS14552|CAD7006226.1|CCAP
OG0004099	LOC118507116|XP_035901013.1|ASTE	CCAP1982_LOCUS681|CAD6991775.1|CCAP
OG0004100	LOC118507121|XP_035901019.1|ASTE	CCAP1982_LOCUS731|CAD6991832.1|CCAP
OG0004101	LOC118507123|XP_035901024.1|ASTE	CCAP1982_LOCUS728|CAD6991829.1|CCAP
OG0004102	LOC118507136|XP_035901059.1|ASTE	CCAP1982_LOCUS4299|CAD6995590.1|CCAP
OG0004103	LOC118507135|XP_035901057.1|ASTE	CCAP1982_LOCUS5050|CAD6996371.1|CCAP
OG0004104	LOC118507137|XP_035901060.1|ASTE	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP
OG0004105	LOC118505647|XP_035897622.1|ASTE	CCAP1982_LOCUS13594|CAD7005236.1|CCAP
OG0004106	LOC118504714|XP_035895444.1|ASTE	CCAP1982_LOCUS13889|CAD7005529.1|CCAP
OG0004107	LOC118504704|XP_035895430.1|ASTE	CCAP1982_LOCUS22275|CAD7014272.1|CCAP
OG0004109	LOC118504699|XP_035895421.1|ASTE	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP
OG0004110	LOC118504700|XP_035895422.1|ASTE	CCAP1982_LOCUS13874|CAD7005514.1|CCAP
OG0004111	LOC118504576|XP_035895110.1|ASTE	CCAP1982_LOCUS876|CAD6991990.1|CCAP
