Orthogroup	ASTE.longest_only	DELE.longest_only
OG0005052	LOC118513271|XP_035914731.1|ASTE	LOC108142826|XP_017122379.1|DELE
OG0005053	LOC118511389|XP_035910301.1|ASTE	LOC108142035|XP_017121200.1|DELE
OG0005054	LOC118509665|XP_035906538.1|ASTE	LOC108142722|XP_017122231.1|DELE
OG0005055	LOC118509769|XP_035906799.1|ASTE	LOC108137655|XP_017114976.1|DELE
OG0005056	LOC118509633|XP_035906417.1|ASTE	LOC108144810|XP_017125427.1|DELE
OG0005057	LOC118513054|XP_035914256.1|ASTE	LOC108142612|XP_017122074.1|DELE
OG0005058	LOC118513057|XP_035914278.1|ASTE	LOC108147427|XP_017129379.1|DELE
OG0005059	LOC118512674|XP_035913334.1|ASTE	LOC108144892|XP_017125542.1|DELE
OG0005060	LOC118512669|XP_035913315.1|ASTE	LOC108144461|XP_017124847.1|DELE
OG0005061	LOC118514344|XP_035917056.1|ASTE	LOC108135297|XP_017111471.1|DELE
OG0005062	LOC118511320|XP_035910131.1|ASTE	LOC108144489|XP_017124907.1|DELE
OG0005063	LOC118511542|XP_035910642.1|ASTE	LOC108145593|XP_017126618.1|DELE, LOC108145600|XP_017126627.1|DELE
OG0005064	LOC118512917|XP_035913959.1|ASTE	LOC108146347|XP_017127808.1|DELE
OG0005065	LOC118514339|XP_035917047.1|ASTE	LOC108149637|XP_017132858.1|DELE
OG0005066	LOC118514338|XP_035917043.1|ASTE	LOC108137967|XP_017115421.1|DELE
OG0005067	LOC118514329|XP_035917019.1|ASTE	LOC108149062|XP_017131897.1|DELE
OG0005068	LOC118510100|XP_035907424.1|ASTE	LOC108135680|XP_017112008.1|DELE
OG0005069	LOC118509876|XP_035907001.1|ASTE	LOC108147047|XP_017128810.1|DELE
OG0005070	LOC118510168|XP_035907572.1|ASTE	LOC108144763|XP_017125359.1|DELE
OG0005071	LOC118509518|XP_035906113.1|ASTE	LOC108135708|XP_017112041.1|DELE
OG0005072	LOC118509449|XP_035905960.1|ASTE	LOC108135926|XP_017112360.1|DELE
OG0005073	LOC118514349|XP_035917061.1|ASTE	LOC108137981|XP_017115441.1|DELE
OG0005074	LOC118510338|XP_035907891.1|ASTE	LOC108135557|XP_017111793.1|DELE
OG0005075	LOC118509450|XP_035905961.1|ASTE	LOC108145208|XP_017125938.1|DELE
OG0005076	LOC118509451|XP_035905962.1|ASTE	LOC108144838|XP_017125468.1|DELE
OG0005078	LOC118509802|XP_035906833.1|ASTE, LOC118509801|XP_035906832.1|ASTE	LOC108146352|XP_017127813.1|DELE
OG0005079	LOC118512227|XP_035912236.1|ASTE	LOC108141389|XP_017120227.1|DELE
OG0005080	LOC118514353|XP_035917068.1|ASTE	LOC108145704|XP_017126754.1|DELE
OG0005081	LOC118512018|XP_035911690.1|ASTE	LOC108145081|XP_017125755.1|DELE
OG0005082	LOC118512821|XP_035913689.1|ASTE	LOC108136142|XP_017112625.1|DELE
OG0005083	LOC118512822|XP_035913690.1|ASTE	LOC108138450|XP_017116141.1|DELE
OG0005084	LOC118511857|XP_035911297.1|ASTE	LOC108146659|XP_017128193.1|DELE
OG0005085	LOC118511856|XP_035911295.1|ASTE	LOC108150316|XP_017133920.1|DELE
OG0005086	LOC118509708|XP_035906682.1|ASTE	LOC108149660|XP_017132895.1|DELE
OG0005087	LOC118510437|XP_035908107.1|ASTE	LOC108150284|XP_017133873.1|DELE
OG0005088	LOC118511272|XP_035910052.1|ASTE	LOC108144584|XP_017125067.1|DELE
OG0005089	LOC118511271|XP_035910050.1|ASTE	LOC108144582|XP_017125065.1|DELE
OG0005090	LOC118504203|XP_035894276.1|ASTE	LOC108147054|XP_017128828.1|DELE
OG0005091	LOC118504604|XP_035895171.1|ASTE	LOC108145024|XP_017125688.1|DELE
OG0005092	LOC118511905|XP_035911434.1|ASTE	LOC108142424|XP_017121772.1|DELE
OG0005093	LOC118511900|XP_035911425.1|ASTE	LOC108142584|XP_017122031.1|DELE
OG0005094	LOC118513138|XP_035914456.1|ASTE	LOC108145824|XP_017126918.1|DELE
OG0005095	LOC118514369|XP_035917117.1|ASTE	LOC108144366|XP_017124623.1|DELE
OG0005096	LOC118514211|XP_035916800.1|ASTE	LOC108147801|XP_017130031.1|DELE
OG0005097	LOC118514179|XP_035916742.1|ASTE	LOC108143609|XP_017123622.1|DELE
OG0005098	LOC118514177|XP_035916740.1|ASTE	LOC108144637|XP_017125158.1|DELE
OG0005099	LOC118508939|XP_035904741.1|ASTE	LOC108144172|XP_017124321.1|DELE
OG0005100	LOC118508938|XP_035904740.1|ASTE	LOC108144121|XP_017124252.1|DELE
OG0005101	LOC118513189|XP_035914570.1|ASTE	LOC108136829|XP_017113734.1|DELE
OG0005102	LOC118509628|XP_035906398.1|ASTE	LOC108145518|XP_017126478.1|DELE
OG0005103	LOC118509660|XP_035906517.1|ASTE	LOC108144886|XP_017125534.1|DELE
OG0005104	LOC118509779|XP_035906811.1|ASTE	LOC108141727|XP_017120709.1|DELE
OG0005105	LOC118510326|XP_035907864.1|ASTE	LOC108135507|XP_017111741.1|DELE
OG0005106	LOC118510336|XP_035907887.1|ASTE	LOC108145819|XP_017126914.1|DELE
OG0005107	LOC118510320|XP_035907856.1|ASTE	LOC108146105|XP_017127425.1|DELE
OG0005108	LOC118512311|XP_035912455.1|ASTE	LOC108149755|XP_017133057.1|DELE
OG0005109	LOC118506437|XP_035899457.1|ASTE	LOC108142627|XP_017122107.1|DELE
OG0005110	LOC118512299|XP_035912423.1|ASTE	LOC108146791|XP_017128448.1|DELE
OG0005111	LOC118512868|XP_035913849.1|ASTE	LOC108147500|XP_017129554.1|DELE
OG0005112	LOC118512866|XP_035913847.1|ASTE	LOC108146459|XP_017127960.1|DELE
OG0005113	LOC118512870|XP_035913853.1|ASTE	LOC108147501|XP_017129558.1|DELE
OG0005114	LOC118509371|XP_035905796.1|ASTE	LOC108146374|XP_017127852.1|DELE
OG0005115	LOC118514611|XP_035917499.1|ASTE	LOC108139036|XP_017117134.1|DELE
OG0005116	LOC118514221|XP_035916812.1|ASTE	LOC108146912|XP_017128643.1|DELE
OG0005117	LOC118513293|XP_035914760.1|ASTE	LOC108136332|XP_017112925.1|DELE
OG0005118	LOC118509920|XP_035907123.1|ASTE	LOC108141893|XP_017120992.1|DELE
OG0005119	LOC118509915|XP_035907089.1|ASTE	LOC108144346|XP_017124558.1|DELE
OG0005120	LOC118510890|XP_035909168.1|ASTE	LOC108146290|XP_017127724.1|DELE
OG0005121	LOC118510889|XP_035909167.1|ASTE	LOC108145802|XP_017126866.1|DELE
OG0005122	LOC118510167|XP_035907571.1|ASTE	LOC108146749|XP_017128367.1|DELE
OG0005123	LOC118509822|XP_035906877.1|ASTE	LOC108135692|XP_017112023.1|DELE
OG0005124	LOC118511248|XP_035909989.1|ASTE	LOC108146759|XP_017128382.1|DELE
OG0005125	LOC118511269|XP_035910047.1|ASTE	LOC108146786|XP_017128439.1|DELE
OG0005126	LOC118509908|XP_035907059.1|ASTE	LOC108147517|XP_017129587.1|DELE
OG0005127	LOC118510581|XP_035908466.1|ASTE	LOC108145888|XP_017127025.1|DELE
OG0005128	LOC118509564|XP_035906213.1|ASTE, LOC118516423|XP_035918187.1|ASTE	LOC108145031|XP_017125703.1|DELE
OG0005129	LOC118509557|XP_035906204.1|ASTE	LOC108142713|XP_017122221.1|DELE
OG0005130	LOC118511280|XP_035910067.1|ASTE	LOC108142639|XP_017122125.1|DELE
OG0005131	LOC118511300|XP_035910102.1|ASTE	LOC108142525|XP_017121938.1|DELE
OG0005132	LOC118510485|XP_035908259.1|ASTE	LOC108150225|XP_017133758.1|DELE
OG0005133	LOC118512833|XP_035913761.1|ASTE	LOC108146439|XP_017127932.1|DELE
OG0005134	LOC118514217|XP_035916806.1|ASTE	LOC108146729|XP_017128317.1|DELE
OG0005135	LOC118514243|XP_035916842.1|ASTE	LOC108145980|XP_017127203.1|DELE
OG0005136	LOC118512697|XP_035913404.1|ASTE	LOC108145976|XP_017127198.1|DELE
OG0005137	LOC118513481|XP_035915173.1|ASTE	LOC108147202|XP_017129045.1|DELE
OG0005138	LOC118513492|XP_035915208.1|ASTE	LOC108147402|XP_017129328.1|DELE
OG0005139	LOC118514374|XP_035917129.1|ASTE	LOC108142386|XP_017121710.1|DELE
OG0005140	LOC118514391|XP_035917165.1|ASTE	LOC108139041|XP_017117147.1|DELE
OG0005141	LOC118511552|XP_035910664.1|ASTE	LOC108141356|XP_017120163.1|DELE
OG0005142	LOC118512968|XP_035914088.1|ASTE	LOC108147526|XP_017129599.1|DELE
OG0005143	LOC118509469|XP_035905990.1|ASTE	LOC108147440|XP_017129438.1|DELE
OG0005144	LOC118509470|XP_035905997.1|ASTE	LOC108147390|XP_017129314.1|DELE
OG0005145	LOC118509473|XP_035906001.1|ASTE	LOC108147534|XP_017129607.1|DELE
OG0005146	LOC118509476|XP_035906009.1|ASTE	LOC108142372|XP_017121688.1|DELE
OG0005147	LOC118509477|XP_035906010.1|ASTE	LOC108142375|XP_017121694.1|DELE
OG0005148	LOC118510266|XP_035907755.1|ASTE	LOC108142565|XP_017122003.1|DELE
OG0005149	LOC118510265|XP_035907753.1|ASTE	LOC108144525|XP_017124963.1|DELE
OG0005150	LOC118514239|XP_035916835.1|ASTE	LOC108146471|XP_017127978.1|DELE
OG0005151	LOC118509399|XP_035905850.1|ASTE	LOC108146335|XP_017127789.1|DELE
OG0005152	LOC118509454|XP_035905967.1|ASTE	LOC108146424|XP_017127918.1|DELE
OG0005153	LOC118509396|XP_035905843.1|ASTE	LOC108146421|XP_017127915.1|DELE
OG0005154	LOC118509395|XP_035905838.1|ASTE	LOC108146156|XP_017127517.1|DELE
OG0005155	LOC118509430|XP_035905912.1|ASTE	LOC108145668|XP_017126711.1|DELE
OG0005156	LOC118509241|XP_035905448.1|ASTE	LOC108140683|XP_017119119.1|DELE
OG0005157	LOC118514328|XP_035917006.1|ASTE	LOC108149061|XP_017131896.1|DELE
OG0005158	LOC118511817|XP_035911250.1|ASTE	LOC108142409|XP_017121748.1|DELE, LOC108142408|XP_017121747.1|DELE
OG0005159	LOC118511820|XP_035911253.1|ASTE	LOC108146833|XP_017128518.1|DELE
OG0005160	LOC118511832|XP_035911268.1|ASTE	LOC108135508|XP_017111742.1|DELE
OG0005161	LOC118511835|XP_035911273.1|ASTE	LOC108144675|XP_017125223.1|DELE
OG0005163	LOC118511854|XP_035911293.1|ASTE	LOC108143251|XP_017123049.1|DELE
OG0005164	LOC118511529|XP_035910611.1|ASTE	LOC108146899|XP_017128629.1|DELE
OG0005165	LOC118510406|XP_035908050.1|ASTE	LOC108145109|XP_017125794.1|DELE
OG0005166	LOC118510355|XP_035907949.1|ASTE	LOC108137464|XP_017114659.1|DELE
OG0005167	LOC118510394|XP_035908043.1|ASTE	LOC108137470|XP_017114664.1|DELE
OG0005168	LOC118510339|XP_035907903.1|ASTE	LOC108146687|XP_017128232.1|DELE
OG0005169	LOC118510385|XP_035908029.1|ASTE	LOC108145957|XP_017127164.1|DELE
OG0005170	LOC118510361|XP_035907962.1|ASTE	LOC108145954|XP_017127157.1|DELE
OG0005171	LOC118510372|XP_035907990.1|ASTE	LOC108146130|XP_017127467.1|DELE
OG0005172	LOC118511342|XP_035910182.1|ASTE	LOC108145235|XP_017125990.1|DELE
OG0005173	LOC118511346|XP_035910193.1|ASTE	LOC108145059|XP_017125729.1|DELE
OG0005174	LOC118511348|XP_035910197.1|ASTE	LOC108143594|XP_017123603.1|DELE
OG0005175	LOC118509381|XP_035905814.1|ASTE, LOC118517326|XP_035919199.1|ASTE	LOC108143506|XP_017123461.1|DELE
OG0005176	LOC118513142|XP_035914461.1|ASTE	LOC108145186|XP_017125916.1|DELE
OG0005177	LOC118516431|XP_035918202.1|ASTE, LOC118509570|XP_035906224.1|ASTE	LOC108143539|XP_017123528.1|DELE
OG0005178	LOC118513143|XP_035914462.1|ASTE	LOC108147561|XP_017129638.1|DELE
OG0005179	LOC118509942|XP_035907167.1|ASTE	LOC108147434|XP_017129411.1|DELE
OG0005180	LOC118513176|XP_035914529.1|ASTE	LOC108145933|XP_017127126.1|DELE
OG0005181	LOC118513173|XP_035914518.1|ASTE	LOC108145575|XP_017126579.1|DELE
OG0005182	LOC118513182|XP_035914538.1|ASTE	LOC108143495|XP_017123440.1|DELE
OG0005183	LOC118513188|XP_035914569.1|ASTE	LOC108149746|XP_017133023.1|DELE
OG0005184	LOC118509674|XP_035906572.1|ASTE	LOC108149789|XP_017133139.1|DELE
OG0005185	LOC118511412|XP_035910365.1|ASTE	LOC108143416|XP_017123309.1|DELE
OG0005186	LOC118511407|XP_035910354.1|ASTE	LOC108144767|XP_017125363.1|DELE
OG0005187	LOC118512906|XP_035913924.1|ASTE	LOC108145058|XP_017125727.1|DELE
OG0005188	LOC118509701|XP_035906671.1|ASTE	LOC108138818|XP_017116809.1|DELE
OG0005189	LOC118510957|XP_035909308.1|ASTE	LOC108134846|XP_017110799.1|DELE
OG0005190	LOC118509697|XP_035906658.1|ASTE	LOC108135707|XP_017112040.1|DELE
OG0005191	LOC118512005|XP_035911657.1|ASTE	LOC108135104|XP_017111168.1|DELE
OG0005192	LOC118511996|XP_035911628.1|ASTE	LOC108144532|XP_017124977.1|DELE
OG0005193	LOC118512010|XP_035911667.1|ASTE	LOC108143459|XP_017123383.1|DELE
OG0005194	LOC118509656|XP_035906505.1|ASTE	LOC108143446|XP_017123363.1|DELE
OG0005195	LOC118509747|XP_035906770.1|ASTE	LOC108149601|XP_017132784.1|DELE
OG0005196	LOC118509658|XP_035906511.1|ASTE	LOC108142697|XP_017122196.1|DELE
OG0005197	LOC118509667|XP_035906545.1|ASTE	LOC108144507|XP_017124930.1|DELE
OG0005198	LOC118509682|XP_035906618.1|ASTE	LOC108146848|XP_017128542.1|DELE
OG0005199	LOC118511961|XP_035911576.1|ASTE	LOC108144717|XP_017125302.1|DELE
OG0005200	LOC118511954|XP_035911565.1|ASTE	LOC108144501|XP_017124922.1|DELE
OG0005201	LOC118512242|XP_035912275.1|ASTE	LOC108141312|XP_017120070.1|DELE
OG0005202	LOC118512238|XP_035912271.1|ASTE	LOC108149651|XP_017132880.1|DELE
OG0005203	LOC118504533|XP_035894971.1|ASTE	LOC108149735|XP_017132994.1|DELE
OG0005204	LOC118511194|XP_035909859.1|ASTE, LOC118517342|XP_035919220.1|ASTE	LOC108150722|XP_017134508.1|DELE
OG0005205	LOC118511189|XP_035909849.1|ASTE, LOC118517345|XP_035919230.1|ASTE	LOC108134722|XP_017110612.1|DELE
OG0005206	LOC118511881|XP_035911398.1|ASTE	LOC108143561|XP_017123558.1|DELE
OG0005207	LOC118510972|XP_035909357.1|ASTE	LOC108141379|XP_017120205.1|DELE
OG0005208	LOC118510968|XP_035909352.1|ASTE	LOC108141287|XP_017120044.1|DELE
OG0005209	LOC118510967|XP_035909351.1|ASTE	LOC108138969|XP_017117040.1|DELE
OG0005210	LOC118510966|XP_035909345.1|ASTE	LOC108138911|XP_017116955.1|DELE
OG0005211	LOC118511204|XP_035909877.1|ASTE	LOC108143216|XP_017123001.1|DELE
OG0005212	LOC118511121|XP_035909746.1|ASTE	LOC108144509|XP_017124933.1|DELE
OG0005213	LOC118511036|XP_035909520.1|ASTE	LOC108138509|XP_017116242.1|DELE
OG0005214	LOC118513662|XP_035915648.1|ASTE	LOC108138814|XP_017116799.1|DELE
OG0005215	LOC118513390|XP_035914960.1|ASTE	LOC108134743|XP_017110667.1|DELE
OG0005216	LOC118513401|XP_035914977.1|ASTE	LOC108138864|XP_017116877.1|DELE
OG0005217	LOC118513378|XP_035914921.1|ASTE	LOC108135230|XP_017111372.1|DELE
OG0005218	LOC118513371|XP_035914895.1|ASTE	LOC108142011|XP_017121168.1|DELE
OG0005219	LOC118512451|XP_035912809.1|ASTE	LOC108143550|XP_017123548.1|DELE
OG0005220	LOC118513922|XP_035916182.1|ASTE	LOC108146016|XP_017127279.1|DELE
OG0005221	LOC118513955|XP_035916244.1|ASTE	LOC108142105|XP_017121291.1|DELE
OG0005222	LOC118513907|XP_035916125.1|ASTE	LOC108150457|XP_017134111.1|DELE
OG0005223	LOC118512700|XP_035913415.1|ASTE	LOC108149542|XP_017132668.1|DELE
OG0005224	LOC118512724|XP_035913465.1|ASTE	LOC108141812|XP_017120878.1|DELE
OG0005225	LOC118511739|XP_035911082.1|ASTE	LOC108138793|XP_017116761.1|DELE
OG0005226	LOC118511725|XP_035911056.1|ASTE	LOC108138850|XP_017116851.1|DELE
OG0005227	LOC118511731|XP_035911070.1|ASTE	LOC108150424|XP_017134071.1|DELE
OG0005228	LOC118511729|XP_035911068.1|ASTE	LOC108150466|XP_017134145.1|DELE
OG0005229	LOC118511108|XP_035909725.1|ASTE	LOC108149237|XP_017132165.1|DELE
OG0005230	LOC118513669|XP_035915663.1|ASTE	LOC108134492|XP_017110300.1|DELE
OG0005231	LOC118512660|XP_035913302.1|ASTE	LOC108147815|XP_017130053.1|DELE
OG0005232	LOC118512226|XP_035912235.1|ASTE	LOC108148001|XP_017130313.1|DELE
OG0005233	LOC118513840|XP_035916010.1|ASTE	LOC108138982|XP_017117056.1|DELE
OG0005234	LOC118512028|XP_035911712.1|ASTE	LOC108139046|XP_017117152.1|DELE
OG0005235	LOC118508933|XP_035904734.1|ASTE	LOC108139024|XP_017117119.1|DELE
OG0005236	LOC118508932|XP_035904733.1|ASTE	LOC108134963|XP_017110977.1|DELE
OG0005237	LOC118508928|XP_035904727.1|ASTE	LOC108134971|XP_017110991.1|DELE
OG0005238	LOC118508931|XP_035904732.1|ASTE	LOC108134965|XP_017110981.1|DELE
OG0005239	LOC118511096|XP_035909698.1|ASTE	LOC108148041|XP_017130369.1|DELE
OG0005240	LOC118511101|XP_035909714.1|ASTE	LOC108142113|XP_017121300.1|DELE
OG0005241	LOC118511074|XP_035909626.1|ASTE	LOC108147959|XP_017130241.1|DELE
OG0005242	LOC118511114|XP_035909732.1|ASTE	LOC108135353|XP_017111534.1|DELE
OG0005243	LOC118511088|XP_035909667.1|ASTE	LOC108149214|XP_017132137.1|DELE
OG0005244	LOC118513938|XP_035916215.1|ASTE	LOC108135795|XP_017112152.1|DELE
OG0005245	LOC118513923|XP_035916184.1|ASTE	LOC108148308|XP_017130784.1|DELE
OG0005246	LOC118513959|XP_035916251.1|ASTE	LOC108137843|XP_017115258.1|DELE
OG0005247	LOC118513561|XP_035915382.1|ASTE	LOC108143521|XP_017123494.1|DELE
OG0005248	LOC118511628|XP_035910830.1|ASTE	LOC108135369|XP_017111551.1|DELE
OG0005249	LOC118510632|XP_035908564.1|ASTE	LOC108136824|XP_017113717.1|DELE
OG0005250	LOC118510621|XP_035908542.1|ASTE	LOC108138765|XP_017116675.1|DELE
OG0005251	LOC118511561|XP_035910689.1|ASTE	LOC108141987|XP_017121135.1|DELE
OG0005252	LOC118511210|XP_035909887.1|ASTE	LOC108138745|XP_017116628.1|DELE
OG0005253	LOC118514518|XP_035917377.1|ASTE	LOC108141792|XP_017120823.1|DELE
OG0005254	LOC118513531|XP_035915296.1|ASTE	LOC108138644|XP_017116473.1|DELE
OG0005255	LOC118513532|XP_035915297.1|ASTE	LOC108139007|XP_017117095.1|DELE
OG0005256	LOC118509159|XP_035905300.1|ASTE	LOC108143637|XP_017123639.1|DELE
OG0005257	LOC118509050|XP_035905029.1|ASTE, LOC118516611|XP_035918478.1|ASTE	LOC108141807|XP_017120861.1|DELE
OG0005258	LOC118514705|XP_035917671.1|ASTE	LOC108141969|XP_017121108.1|DELE
OG0005259	LOC118513585|XP_035915446.1|ASTE	LOC108138833|XP_017116829.1|DELE
OG0005260	LOC118513539|XP_035915305.1|ASTE	LOC108138836|XP_017116833.1|DELE
OG0005261	LOC118513537|XP_035915302.1|ASTE	LOC108142008|XP_017121164.1|DELE
OG0005262	LOC118513988|XP_035916312.1|ASTE	LOC108149469|XP_017132569.1|DELE
OG0005263	LOC118513912|XP_035916146.1|ASTE	LOC108138909|XP_017116950.1|DELE
OG0005264	LOC118513958|XP_035916249.1|ASTE	LOC108140726|XP_017119184.1|DELE
OG0005265	LOC118510582|XP_035908467.1|ASTE	LOC108138910|XP_017116953.1|DELE
OG0005266	LOC118513223|XP_035914643.1|ASTE	LOC108138157|XP_017115735.1|DELE
OG0005267	LOC118513516|XP_035915268.1|ASTE	LOC108147999|XP_017130310.1|DELE
OG0005268	LOC118513515|XP_035915267.1|ASTE	LOC108147998|XP_017130308.1|DELE
OG0005269	LOC118513524|XP_035915279.1|ASTE	LOC108147987|XP_017130288.1|DELE
OG0005270	LOC118513567|XP_035915389.1|ASTE	LOC108134540|XP_017110378.1|DELE
OG0005271	LOC118513560|XP_035915376.1|ASTE	LOC108138891|XP_017116914.1|DELE
OG0005272	LOC118513563|XP_035915384.1|ASTE	LOC108138959|XP_017117028.1|DELE
OG0005273	LOC118513558|XP_035915373.1|ASTE	LOC108149528|XP_017132649.1|DELE
OG0005274	LOC118513556|XP_035915371.1|ASTE	LOC108134512|XP_017110339.1|DELE
OG0005275	LOC118513554|XP_035915343.1|ASTE	LOC108141959|XP_017121090.1|DELE
OG0005276	LOC118513548|XP_035915327.1|ASTE	LOC108134755|XP_017110686.1|DELE
OG0005277	LOC118513546|XP_035915325.1|ASTE	LOC108134764|XP_017110698.1|DELE
OG0005278	LOC118513547|XP_035915326.1|ASTE	LOC108143456|XP_017123377.1|DELE
OG0005279	LOC118511042|XP_035909529.1|ASTE	LOC108148196|XP_017130594.1|DELE
OG0005280	LOC118513913|XP_035916147.1|ASTE	LOC108148025|XP_017130349.1|DELE
OG0005281	LOC118513861|XP_035916054.1|ASTE	LOC108147979|XP_017130275.1|DELE
OG0005282	LOC118513851|XP_035916029.1|ASTE	LOC108148358|XP_017130866.1|DELE
OG0005283	LOC118513852|XP_035916036.1|ASTE	LOC108136952|XP_017113924.1|DELE
OG0005284	LOC118511091|XP_035909677.1|ASTE	LOC108149474|XP_017132577.1|DELE
OG0005285	LOC118511762|XP_035911125.1|ASTE	LOC108149440|XP_017132515.1|DELE
OG0005286	LOC118513969|XP_035916286.1|ASTE	LOC108147981|XP_017130279.1|DELE
OG0005287	LOC118513925|XP_035916186.1|ASTE	LOC108148030|XP_017130358.1|DELE
OG0005288	LOC118511068|XP_035909569.1|ASTE	LOC108138146|XP_017115706.1|DELE
OG0005289	LOC118511058|XP_035909560.1|ASTE	LOC108137685|XP_017115043.1|DELE
OG0005290	LOC118511059|XP_035909562.1|ASTE	LOC108137480|XP_017114681.1|DELE
OG0005291	LOC118511579|XP_035910723.1|ASTE	LOC108149379|XP_017132394.1|DELE
OG0005292	LOC118513663|XP_035915650.1|ASTE	LOC108149413|XP_017132458.1|DELE
OG0005293	LOC118512209|XP_035912215.1|ASTE	LOC108138347|XP_017116005.1|DELE
OG0005294	LOC118509332|XP_035905692.1|ASTE	LOC108138187|XP_017115789.1|DELE
OG0005295	LOC118509335|XP_035905695.1|ASTE	LOC108149378|XP_017132379.1|DELE
OG0005296	LOC118513543|XP_035915313.1|ASTE	LOC108148265|XP_017130705.1|DELE
OG0005297	LOC118509046|XP_035905014.1|ASTE	LOC108141977|XP_017121118.1|DELE
OG0005298	LOC118513312|XP_035914793.1|ASTE	LOC108141904|XP_017121007.1|DELE
OG0005299	LOC118509059|XP_035905064.1|ASTE	LOC108148862|XP_017131651.1|DELE
OG0005300	LOC118513389|XP_035914959.1|ASTE	LOC108138529|XP_017116280.1|DELE
OG0005301	LOC118511720|XP_035911041.1|ASTE	LOC108141876|XP_017120969.1|DELE
OG0005302	LOC118514002|XP_035916331.1|ASTE	LOC108144716|XP_017125299.1|DELE
OG0005303	LOC118513881|XP_035916082.1|ASTE	LOC108138881|XP_017116901.1|DELE
OG0005304	LOC118513880|XP_035916081.1|ASTE	LOC108135255|XP_017111412.1|DELE
OG0005305	LOC118511079|XP_035909645.1|ASTE	LOC108143455|XP_017123376.1|DELE
OG0005306	LOC118511102|XP_035909715.1|ASTE	LOC108150476|XP_017134160.1|DELE
OG0005307	LOC118511129|XP_035909755.1|ASTE	LOC108134478|XP_017110281.1|DELE
OG0005308	LOC118511081|XP_035909651.1|ASTE	LOC108141843|XP_017120922.1|DELE
OG0005309	LOC118511084|XP_035909657.1|ASTE	LOC108138805|XP_017116786.1|DELE
OG0005310	LOC118510084|XP_035907386.1|ASTE	LOC108149510|XP_017132626.1|DELE
OG0005311	LOC118514027|XP_035916395.1|ASTE	LOC108138266|XP_017115905.1|DELE
OG0005312	LOC118511052|XP_035909544.1|ASTE	LOC108138117|XP_017115637.1|DELE
OG0005313	LOC118511638|XP_035910844.1|ASTE	LOC108142041|XP_017121206.1|DELE
OG0005314	LOC118513911|XP_035916145.1|ASTE	LOC108138197|XP_017115804.1|DELE
OG0005315	LOC118513956|XP_035916245.1|ASTE, LOC118517203|XP_035919051.1|ASTE	LOC108149383|XP_017132399.1|DELE
OG0005316	LOC118514028|XP_035916398.1|ASTE	LOC108143457|XP_017123378.1|DELE
OG0005317	LOC118514015|XP_035916378.1|ASTE	LOC108150492|XP_017134190.1|DELE
OG0005319	LOC118511753|XP_035911111.1|ASTE	LOC108138236|XP_017115849.1|DELE
OG0005320	LOC118511754|XP_035911112.1|ASTE	LOC108138992|XP_017117070.1|DELE
OG0005321	LOC118513412|XP_035915013.1|ASTE	LOC108134525|XP_017110356.1|DELE
OG0005322	LOC118510081|XP_035907382.1|ASTE	LOC108148021|XP_017130344.1|DELE
OG0005323	LOC118511592|XP_035910745.1|ASTE	LOC108141793|XP_017120826.1|DELE
OG0005324	LOC118510608|XP_035908513.1|ASTE	LOC108142012|XP_017121170.1|DELE
OG0005325	LOC118510607|XP_035908511.1|ASTE	LOC108139039|XP_017117141.1|DELE
OG0005326	LOC118510609|XP_035908515.1|ASTE	LOC108141719|XP_017120700.1|DELE
OG0005327	LOC118510614|XP_035908524.1|ASTE	LOC108142046|XP_017121214.1|DELE
OG0005328	LOC118513399|XP_035914972.1|ASTE	LOC108140751|XP_017119217.1|DELE
OG0005329	LOC118509136|XP_035905229.1|ASTE	LOC108142561|XP_017121991.1|DELE
OG0005330	LOC118509134|XP_035905227.1|ASTE	LOC108142560|XP_017121990.1|DELE
OG0005331	LOC118511234|XP_035909964.1|ASTE	LOC108147848|XP_017130095.1|DELE
OG0005332	LOC118511230|XP_035909958.1|ASTE	LOC108141828|XP_017120898.1|DELE
OG0005333	LOC118514608|XP_035917497.1|ASTE	LOC108138352|XP_017116012.1|DELE
OG0005334	LOC118511661|XP_035910902.1|ASTE	LOC108141689|XP_017120658.1|DELE
OG0005335	LOC118511665|XP_035910910.1|ASTE	LOC108149110|XP_017131999.1|DELE, LOC108136683|XP_017113494.1|DELE
OG0005336	LOC118511640|XP_035910854.1|ASTE	LOC108141377|XP_017120202.1|DELE
OG0005337	LOC118513418|XP_035915023.1|ASTE	LOC108144648|XP_017125182.1|DELE
OG0005338	LOC118513425|XP_035915032.1|ASTE	LOC108141962|XP_017121092.1|DELE
OG0005339	LOC118513438|XP_035915071.1|ASTE	LOC108141658|XP_017120617.1|DELE
OG0005340	LOC118513442|XP_035915077.1|ASTE	LOC108142022|XP_017121186.1|DELE
OG0005341	LOC118512455|XP_035912814.1|ASTE	LOC108145521|XP_017126494.1|DELE
OG0005342	LOC118508999|XP_035904896.1|ASTE	LOC108138280|XP_017115923.1|DELE
OG0005343	LOC118509006|XP_035904914.1|ASTE	LOC108149665|XP_017132899.1|DELE
OG0005345	LOC118509083|XP_035905109.1|ASTE	LOC108135298|XP_017111472.1|DELE
OG0005346	LOC118511611|XP_035910794.1|ASTE	LOC108135198|XP_017111309.1|DELE
