Orthogroup	ASTE.longest_only	DSUB.longest_only
OG0003614	LOC118509770|XP_035906801.1|ASTE	LOC117890101|XP_034650656.1|DSUB
OG0003615	LOC118509895|XP_035907035.1|ASTE	LOC117891620|XP_034653047.1|DSUB
OG0003616	LOC118511422|XP_035910398.1|ASTE	LOC117891839|XP_034653480.1|DSUB
OG0003617	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE	LOC117890019|XP_034650515.1|DSUB
OG0003618	LOC118511426|XP_035910405.1|ASTE	LOC117890018|XP_034650512.1|DSUB
OG0003619	LOC118512840|XP_035913786.1|ASTE	LOC117891010|XP_034652057.1|DSUB
OG0003620	LOC118512836|XP_035913781.1|ASTE	LOC117892718|XP_034655029.1|DSUB
OG0003621	LOC118512802|XP_035913634.1|ASTE	LOC117895452|XP_034659015.1|DSUB
OG0003622	LOC118512800|XP_035913631.1|ASTE	LOC117895450|XP_034659010.1|DSUB
OG0003623	LOC118510416|XP_035908078.1|ASTE	LOC117890826|XP_034651794.1|DSUB
OG0003624	LOC118511439|XP_035910429.1|ASTE	LOC117891213|XP_034652446.1|DSUB
OG0003625	LOC118511437|XP_035910425.1|ASTE	LOC117890334|XP_034651017.1|DSUB
OG0003626	LOC118514209|XP_035916795.1|ASTE	LOC117891666|XP_034653122.1|DSUB
OG0003627	LOC118512834|XP_035913778.1|ASTE	LOC117892464|XP_034654605.1|DSUB
OG0003628	LOC118510546|XP_035908407.1|ASTE	LOC117892152|XP_034654091.1|DSUB
OG0003629	LOC118514242|XP_035916840.1|ASTE	LOC117891103|XP_034652181.1|DSUB
OG0003630	LOC118514228|XP_035916820.1|ASTE	LOC117892159|XP_034654110.1|DSUB
OG0003631	LOC118514252|XP_035916859.1|ASTE	LOC117893829|XP_034656477.1|DSUB
OG0003632	LOC118512313|XP_035912457.1|ASTE	LOC117894936|XP_034658130.1|DSUB
OG0003633	LOC118511570|XP_035910707.1|ASTE	LOC117892331|XP_034654375.1|DSUB
OG0003634	LOC118509443|XP_035905944.1|ASTE	LOC117894864|XP_034658015.1|DSUB
OG0003635	LOC118510366|XP_035907968.1|ASTE	LOC117893039|XP_034655298.1|DSUB
OG0003636	LOC118511520|XP_035910601.1|ASTE	LOC117889968|XP_034650422.1|DSUB
OG0003637	LOC118510477|XP_035908246.1|ASTE	LOC117889905|XP_034650317.1|DSUB
OG0003638	LOC118512897|XP_035913902.1|ASTE	LOC117894404|XP_034657307.1|DSUB
OG0003639	LOC118512899|XP_035913907.1|ASTE	LOC117900320|XP_034666543.1|DSUB
OG0003640	LOC118511377|XP_035910264.1|ASTE	LOC117889893|XP_034650294.1|DSUB
OG0003641	LOC118509741|XP_035906764.1|ASTE	LOC117892182|XP_034654159.1|DSUB
OG0003642	LOC118509762|XP_035906786.1|ASTE	LOC117892723|XP_034655035.1|DSUB
OG0003643	LOC118509772|XP_035906804.1|ASTE	LOC117892725|XP_034655039.1|DSUB
OG0003644	LOC118512794|XP_035913609.1|ASTE	LOC117891276|XP_034652544.1|DSUB
OG0003645	LOC118513487|XP_035915203.1|ASTE	LOC117893251|XP_034655708.1|DSUB
OG0003646	LOC118513484|XP_035915197.1|ASTE	LOC117895298|XP_034658747.1|DSUB
OG0003647	LOC118511263|XP_035910027.1|ASTE	LOC117895526|XP_034659123.1|DSUB
OG0003648	LOC118514452|XP_035917262.1|ASTE	LOC117902219|XP_034669343.1|DSUB
OG0003649	LOC118511447|XP_035910441.1|ASTE	LOC117898623|XP_034664070.1|DSUB
OG0003650	LOC118511444|XP_035910437.1|ASTE	LOC117902703|XP_034670140.1|DSUB, LOC117897959|XP_034662956.1|DSUB
OG0003651	LOC118514396|XP_035917170.1|ASTE	LOC117898850|XP_034664418.1|DSUB
OG0003652	LOC118510225|XP_035907683.1|ASTE	LOC117894605|XP_034657647.1|DSUB
OG0003653	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE	LOC117894823|XP_034657960.1|DSUB
OG0003654	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE	LOC117893943|XP_034656624.1|DSUB
OG0003655	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE	LOC117900758|XP_034667131.1|DSUB
OG0003656	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE	LOC117893886|XP_034656549.1|DSUB
OG0003657	LOC118512888|XP_035913883.1|ASTE	LOC117893046|XP_034655314.1|DSUB
OG0003658	LOC118514261|XP_035916870.1|ASTE	LOC117897303|XP_034661941.1|DSUB
OG0003659	LOC118514253|XP_035916860.1|ASTE	LOC117894330|XP_034657205.1|DSUB
OG0003660	LOC118510302|XP_035907822.1|ASTE	LOC117893705|XP_034656283.1|DSUB, LOC117895103|XP_034658390.1|DSUB
OG0003661	LOC118510216|XP_035907670.1|ASTE	LOC117894346|XP_034657226.1|DSUB
OG0003662	LOC118513272|XP_035914732.1|ASTE	LOC117893656|XP_034656238.1|DSUB
OG0003663	LOC118511399|XP_035910327.1|ASTE	LOC117895519|XP_034659114.1|DSUB
OG0003664	LOC118511390|XP_035910302.1|ASTE	LOC117895489|XP_034659072.1|DSUB
OG0003665	LOC118509733|XP_035906755.1|ASTE	LOC117892353|XP_034654448.1|DSUB
OG0003666	LOC118509612|XP_035906315.1|ASTE	LOC117890873|XP_034651854.1|DSUB
OG0003667	LOC118509621|XP_035906359.1|ASTE	LOC117895707|XP_034659446.1|DSUB
OG0003668	LOC118511332|XP_035910156.1|ASTE	LOC117890413|XP_034651115.1|DSUB
OG0003669	LOC118511546|XP_035910647.1|ASTE	LOC117891950|XP_034653697.1|DSUB
OG0003670	LOC118511544|XP_035910644.1|ASTE	LOC117891948|XP_034653693.1|DSUB
OG0003671	LOC118510273|XP_035907769.1|ASTE	LOC117889747|XP_034650077.1|DSUB
OG0003672	LOC118510287|XP_035907796.1|ASTE	LOC117899595|XP_034665605.1|DSUB
OG0003673	LOC118514330|XP_035917022.1|ASTE	LOC117890114|XP_034650676.1|DSUB
OG0003674	LOC118511255|XP_035909998.1|ASTE	LOC117890061|XP_034650590.1|DSUB
OG0003675	LOC118509878|XP_035907010.1|ASTE	LOC117891611|XP_034653038.1|DSUB
OG0003676	LOC118509875|XP_035906997.1|ASTE	LOC117891610|XP_034653035.1|DSUB
OG0003677	LOC118509452|XP_035905964.1|ASTE	LOC117898141|XP_034663228.1|DSUB
OG0003678	LOC118512843|XP_035913788.1|ASTE	LOC117892972|XP_034655201.1|DSUB
OG0003679	LOC118512857|XP_035913833.1|ASTE	LOC117894289|XP_034657140.1|DSUB
OG0003680	LOC118511376|XP_035910263.1|ASTE	LOC117890976|XP_034652005.1|DSUB
OG0003681	LOC118512283|XP_035912398.1|ASTE	LOC117891895|XP_034653589.1|DSUB
OG0003682	LOC118512252|XP_035912298.1|ASTE	LOC117898576|XP_034663986.1|DSUB
OG0003683	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE	LOC117891097|XP_034652172.1|DSUB
OG0003684	LOC118512876|XP_035913862.1|ASTE	LOC117895210|XP_034658592.1|DSUB
OG0003685	LOC118512255|XP_035912301.1|ASTE	LOC117895674|XP_034659387.1|DSUB
OG0003686	LOC118512019|XP_035911691.1|ASTE	LOC117890244|XP_034650881.1|DSUB
OG0003687	LOC118512808|XP_035913653.1|ASTE	LOC117891707|XP_034653191.1|DSUB
OG0003688	LOC118512809|XP_035913654.1|ASTE	LOC117891838|XP_034653479.1|DSUB
OG0003689	LOC118512815|XP_035913673.1|ASTE	LOC117895613|XP_034659253.1|DSUB
OG0003690	LOC118512816|XP_035913674.1|ASTE	LOC117895497|XP_034659083.1|DSUB
OG0003691	LOC118512820|XP_035913688.1|ASTE	LOC117895656|XP_034659362.1|DSUB
OG0003692	LOC118509716|XP_035906696.1|ASTE	LOC117890836|XP_034651810.1|DSUB
OG0003693	LOC118512229|XP_035912244.1|ASTE	LOC117895106|XP_034658398.1|DSUB
OG0003694	LOC118514241|XP_035916838.1|ASTE	LOC117894811|XP_034657937.1|DSUB
OG0003695	LOC118508937|XP_035904739.1|ASTE	LOC117893512|XP_034656042.1|DSUB
OG0003696	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE	LOC117890802|XP_034651767.1|DSUB
OG0003697	LOC118513184|XP_035914543.1|ASTE	LOC117890485|XP_034651261.1|DSUB
OG0003698	LOC118509763|XP_035906787.1|ASTE	LOC117895666|XP_034659380.1|DSUB
OG0003699	LOC118509780|XP_035906812.1|ASTE	LOC117890489|XP_034651268.1|DSUB
OG0003700	LOC118509693|XP_035906650.1|ASTE	LOC117892278|XP_034654289.1|DSUB
OG0003701	LOC118509771|XP_035906802.1|ASTE	LOC117902814|XP_034670330.1|DSUB
OG0003702	LOC118509761|XP_035906785.1|ASTE	LOC117894873|XP_034658031.1|DSUB
OG0003703	LOC118511882|XP_035911400.1|ASTE	LOC117894061|XP_034656805.1|DSUB
OG0003704	LOC118511878|XP_035911394.1|ASTE	LOC117894002|XP_034656716.1|DSUB
OG0003705	LOC118512306|XP_035912430.1|ASTE	LOC117892608|XP_034654840.1|DSUB
OG0003706	LOC118512867|XP_035913848.1|ASTE	LOC117894581|XP_034657614.1|DSUB
OG0003707	LOC118512871|XP_035913855.1|ASTE	LOC117893889|XP_034656552.1|DSUB
OG0003708	LOC118510150|XP_035907547.1|ASTE	LOC117893394|XP_034655884.1|DSUB
OG0003709	LOC118513269|XP_035914729.1|ASTE	LOC117891505|XP_034652887.1|DSUB
OG0003710	LOC118513464|XP_035915133.1|ASTE	LOC117891495|XP_034652874.1|DSUB
OG0003711	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE	LOC117894256|XP_034657101.1|DSUB
OG0003712	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE	LOC117891566|XP_034652979.1|DSUB
OG0003713	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE	LOC117892706|XP_034655011.1|DSUB
OG0003714	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE	LOC117889794|XP_034650158.1|DSUB
OG0003715	LOC118514619|XP_035917509.1|ASTE	LOC117895811|XP_034659628.1|DSUB
OG0003716	LOC118509406|XP_035905864.1|ASTE	LOC117893786|XP_034656421.1|DSUB
OG0003717	LOC118508827|XP_035904465.1|ASTE	LOC117893984|XP_034656689.1|DSUB
OG0003718	LOC118509911|XP_035907083.1|ASTE	LOC117893314|XP_034655793.1|DSUB
OG0003719	LOC118509552|XP_035906196.1|ASTE	LOC117894120|XP_034656893.1|DSUB
OG0003720	LOC118511283|XP_035910070.1|ASTE	LOC117903138|XP_034670866.1|DSUB
OG0003721	LOC118511286|XP_035910084.1|ASTE	LOC117890911|XP_034651917.1|DSUB
OG0003722	LOC118511319|XP_035910125.1|ASTE	LOC117895708|XP_034659447.1|DSUB
OG0003723	LOC118511312|XP_035910119.1|ASTE	LOC117895222|XP_034658608.1|DSUB
OG0003724	LOC118512266|XP_035912339.1|ASTE	LOC117895460|XP_034659024.1|DSUB
OG0003725	LOC118514229|XP_035916821.1|ASTE	LOC117894448|XP_034657432.1|DSUB
OG0003726	LOC118514244|XP_035916844.1|ASTE	LOC117895371|XP_034658848.1|DSUB
OG0003728	LOC118508855|XP_035904501.1|ASTE	LOC117896244|XP_034660292.1|DSUB
OG0003729	LOC118508850|XP_035904495.1|ASTE	LOC117893552|XP_034656093.1|DSUB
OG0003730	LOC118510262|XP_035907740.1|ASTE	LOC117893271|XP_034655730.1|DSUB
OG0003731	LOC118509402|XP_035905856.1|ASTE	LOC117895436|XP_034658981.1|DSUB
OG0003732	LOC118509392|XP_035905832.1|ASTE	LOC117894378|XP_034657274.1|DSUB
OG0003733	LOC118509391|XP_035905831.1|ASTE	LOC117893761|XP_034656390.1|DSUB
OG0003734	LOC118510094|XP_035907404.1|ASTE	LOC117895284|XP_034658711.1|DSUB
OG0003735	LOC118509242|XP_035905449.1|ASTE	LOC117892620|XP_034654862.1|DSUB
OG0003736	LOC118509248|XP_035905475.1|ASTE	LOC117891635|XP_034653072.1|DSUB
OG0003737	LOC118509243|XP_035905450.1|ASTE	LOC117891555|XP_034652967.1|DSUB
OG0003738	LOC118511844|XP_035911280.1|ASTE	LOC117890670|XP_034651537.1|DSUB
OG0003739	LOC118511845|XP_035911282.1|ASTE	LOC117890950|XP_034651982.1|DSUB
OG0003740	LOC118511849|XP_035911287.1|ASTE	LOC117890951|XP_034651983.1|DSUB
OG0003741	LOC118511853|XP_035911292.1|ASTE	LOC117893771|XP_034656401.1|DSUB
OG0003742	LOC118511851|XP_035911290.1|ASTE	LOC117894054|XP_034656798.1|DSUB
OG0003743	LOC118511517|XP_035910593.1|ASTE	LOC117891483|XP_034652854.1|DSUB
OG0003744	LOC118511521|XP_035910602.1|ASTE	LOC117890957|XP_034651989.1|DSUB
OG0003745	LOC118511524|XP_035910605.1|ASTE	LOC117890283|XP_034650936.1|DSUB
OG0003746	LOC118511518|XP_035910599.1|ASTE	LOC117889944|XP_034650372.1|DSUB
OG0003747	LOC118511527|XP_035910609.1|ASTE	LOC117893521|XP_034656052.1|DSUB
OG0003748	LOC118511526|XP_035910608.1|ASTE	LOC117894954|XP_034658175.1|DSUB
OG0003749	LOC118511530|XP_035910612.1|ASTE	LOC117893102|XP_034655424.1|DSUB
OG0003750	LOC118509365|XP_035905781.1|ASTE	LOC117893103|XP_034655425.1|DSUB
OG0003751	LOC118509646|XP_035906447.1|ASTE	LOC117895635|XP_034659281.1|DSUB
OG0003752	LOC118510333|XP_035907884.1|ASTE	LOC117894073|XP_034656818.1|DSUB
OG0003753	LOC118510374|XP_035907992.1|ASTE	LOC117893977|XP_034656675.1|DSUB
OG0003754	LOC118510329|XP_035907875.1|ASTE	LOC117893963|XP_034656653.1|DSUB
OG0003755	LOC118510348|XP_035907934.1|ASTE	LOC117893486|XP_034656009.1|DSUB
OG0003756	LOC118511333|XP_035910158.1|ASTE	LOC117892268|XP_034654281.1|DSUB
OG0003757	LOC118511344|XP_035910191.1|ASTE	LOC117891954|XP_034653704.1|DSUB
OG0003758	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE	LOC117892575|XP_034654794.1|DSUB
OG0003759	LOC118513144|XP_035914463.1|ASTE	LOC117895401|XP_034658920.1|DSUB
OG0003760	LOC118513151|XP_035914485.1|ASTE	LOC117890117|XP_034650679.1|DSUB
OG0003761	LOC118513153|XP_035914493.1|ASTE	LOC117895136|XP_034658447.1|DSUB
OG0003762	LOC118513156|XP_035914495.1|ASTE	LOC117895139|XP_034658454.1|DSUB
OG0003763	LOC118513165|XP_035914505.1|ASTE	LOC117895255|XP_034658663.1|DSUB
OG0003764	LOC118513181|XP_035914534.1|ASTE	LOC117894570|XP_034657596.1|DSUB
OG0003765	LOC118513179|XP_035914533.1|ASTE	LOC117902457|XP_034669745.1|DSUB
OG0003766	LOC118513172|XP_035914517.1|ASTE	LOC117903819|XP_034672190.1|DSUB
OG0003767	LOC118513190|XP_035914571.1|ASTE	LOC117891283|XP_034652565.1|DSUB
OG0003768	LOC118511408|XP_035910358.1|ASTE	LOC117889810|XP_034650180.1|DSUB
OG0003769	LOC118511406|XP_035910353.1|ASTE	LOC117889775|XP_034650131.1|DSUB
OG0003770	LOC118511404|XP_035910330.1|ASTE	LOC117902912|XP_034670362.1|DSUB
OG0003771	LOC118511417|XP_035910385.1|ASTE	LOC117894619|XP_034657674.1|DSUB
OG0003772	LOC118510382|XP_035908021.1|ASTE	LOC117893727|XP_034656339.1|DSUB
OG0003773	LOC118510354|XP_035907948.1|ASTE	LOC117891899|XP_034653594.1|DSUB
OG0003774	LOC118512915|XP_035913951.1|ASTE	LOC117890030|XP_034650537.1|DSUB
OG0003775	LOC118511181|XP_035909826.1|ASTE	LOC117897701|XP_034662617.1|DSUB
OG0003776	LOC118512003|XP_035911649.1|ASTE	LOC117891424|XP_034652785.1|DSUB
OG0003777	LOC118511982|XP_035911614.1|ASTE	LOC117891451|XP_034652823.1|DSUB
OG0003778	LOC118511985|XP_035911618.1|ASTE	LOC117890001|XP_034650479.1|DSUB
OG0003779	LOC118509704|XP_035906675.1|ASTE	LOC117892266|XP_034654276.1|DSUB
OG0003780	LOC118511955|XP_035911566.1|ASTE	LOC117890735|XP_034651678.1|DSUB
OG0003781	LOC118511969|XP_035911598.1|ASTE	LOC117902955|XP_034670481.1|DSUB
OG0003782	LOC118509625|XP_035906377.1|ASTE	LOC117889630|XP_034649975.1|DSUB
OG0003783	LOC118512889|XP_035913885.1|ASTE	LOC117898738|XP_034664248.1|DSUB
OG0003784	LOC118511975|XP_035911604.1|ASTE	LOC117890317|XP_034650994.1|DSUB
OG0003785	LOC118511956|XP_035911567.1|ASTE	LOC117890678|XP_034651550.1|DSUB
OG0003786	LOC118511948|XP_035911550.1|ASTE	LOC117890486|XP_034651264.1|DSUB
OG0003787	LOC118511987|XP_035911620.1|ASTE	LOC117890493|XP_034651274.1|DSUB
OG0003788	LOC118512243|XP_035912280.1|ASTE	LOC117891029|XP_034652083.1|DSUB
OG0003789	LOC118512237|XP_035912265.1|ASTE	LOC117892654|XP_034654902.1|DSUB
OG0003790	LOC118512234|XP_035912260.1|ASTE	LOC117893300|XP_034655767.1|DSUB
OG0003791	LOC118503298|XP_035892301.1|ASTE	LOC117897422|XP_034662148.1|DSUB
OG0003792	LOC118508552|XP_035904336.1|ASTE	LOC117891401|XP_034652736.1|DSUB
OG0003793	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE	LOC117891960|XP_034653723.1|DSUB
OG0003794	LOC118509619|XP_035906352.1|ASTE	LOC117889752|XP_034650089.1|DSUB
OG0003795	LOC118509678|XP_035906606.1|ASTE	LOC117894025|XP_034656753.1|DSUB
OG0003796	LOC118512890|XP_035913886.1|ASTE	LOC117897718|XP_034662634.1|DSUB
OG0003797	LOC118510965|XP_035909344.1|ASTE	LOC117902048|XP_034669005.1|DSUB
OG0003798	LOC118510964|XP_035909325.1|ASTE	LOC117889806|XP_034650174.1|DSUB
OG0003799	LOC118510960|XP_035909320.1|ASTE	LOC117892440|XP_034654572.1|DSUB
OG0003800	LOC118511031|XP_035909503.1|ASTE	LOC117901244|XP_034667810.1|DSUB
OG0003801	LOC118511038|XP_035909524.1|ASTE	LOC117901866|XP_034668712.1|DSUB
OG0003802	LOC118510085|XP_035907387.1|ASTE	LOC117902617|XP_034670019.1|DSUB
OG0003803	LOC118513404|XP_035914991.1|ASTE	LOC117897728|XP_034662646.1|DSUB
OG0003804	LOC118513385|XP_035914942.1|ASTE	LOC117901965|XP_034668837.1|DSUB
OG0003805	LOC118513382|XP_035914938.1|ASTE	LOC117901211|XP_034667765.1|DSUB
OG0003806	LOC118513384|XP_035914941.1|ASTE	LOC117901475|XP_034668130.1|DSUB
OG0003807	LOC118513376|XP_035914914.1|ASTE	LOC117902639|XP_034670053.1|DSUB
OG0003808	LOC118512701|XP_035913416.1|ASTE	LOC117893493|XP_034656018.1|DSUB
OG0003809	LOC118512711|XP_035913436.1|ASTE	LOC117902234|XP_034669363.1|DSUB
OG0003810	LOC118512720|XP_035913454.1|ASTE	LOC117890045|XP_034650555.1|DSUB
OG0003811	LOC118509637|XP_035906436.1|ASTE	LOC117889985|XP_034650459.1|DSUB
OG0003812	LOC118509854|XP_035906950.1|ASTE	LOC117902007|XP_034668945.1|DSUB
OG0003813	LOC118511803|XP_035911229.1|ASTE	LOC117902015|XP_034668953.1|DSUB
OG0003814	LOC118513299|XP_035914775.1|ASTE	LOC117901400|XP_034668025.1|DSUB
OG0003815	LOC118513306|XP_035914781.1|ASTE	LOC117899657|XP_034665731.1|DSUB
OG0003816	LOC118510567|XP_035908448.1|ASTE	LOC117902098|XP_034669091.1|DSUB
OG0003817	LOC118508929|XP_035904729.1|ASTE	LOC117902035|XP_034668989.1|DSUB
OG0003818	LOC118511105|XP_035909721.1|ASTE	LOC117900211|XP_034666382.1|DSUB
OG0003819	LOC118511125|XP_035909750.1|ASTE	LOC117901089|XP_034667607.1|DSUB
OG0003820	LOC118513529|XP_035915294.1|ASTE	LOC117897626|XP_034662486.1|DSUB
OG0003821	LOC118513589|XP_035915462.1|ASTE	LOC117891569|XP_034652983.1|DSUB
OG0003822	LOC118510619|XP_035908539.1|ASTE	LOC117902447|XP_034669733.1|DSUB
OG0003823	LOC118513229|XP_035914656.1|ASTE	LOC117900808|XP_034667187.1|DSUB
OG0003824	LOC118513536|XP_035915300.1|ASTE	LOC117901172|XP_034667717.1|DSUB
OG0003825	LOC118513528|XP_035915293.1|ASTE	LOC117900410|XP_034666658.1|DSUB
OG0003826	LOC118509164|XP_035905312.1|ASTE	LOC117901785|XP_034668585.1|DSUB
OG0003827	LOC118511112|XP_035909730.1|ASTE	LOC117902036|XP_034668990.1|DSUB
OG0003828	LOC118511095|XP_035909692.1|ASTE	LOC117902034|XP_034668985.1|DSUB
OG0003829	LOC118511078|XP_035909641.1|ASTE	LOC117902714|XP_034670167.1|DSUB
OG0003830	LOC118513541|XP_035915307.1|ASTE	LOC117900201|XP_034666354.1|DSUB
OG0003831	LOC118513950|XP_035916235.1|ASTE	LOC117899141|XP_034664839.1|DSUB
OG0003832	LOC118513929|XP_035916191.1|ASTE	LOC117901850|XP_034668690.1|DSUB
OG0003833	LOC118513960|XP_035916252.1|ASTE	LOC117900683|XP_034667020.1|DSUB
OG0003834	LOC118513986|XP_035916309.1|ASTE	LOC117900125|XP_034666240.1|DSUB, LOC117899967|XP_034666013.1|DSUB
OG0003835	LOC118511274|XP_035910055.1|ASTE	LOC117902773|XP_034670257.1|DSUB
OG0003836	LOC118513569|XP_035915400.1|ASTE	LOC117901240|XP_034667807.1|DSUB
OG0003837	LOC118513562|XP_035915383.1|ASTE	LOC117901237|XP_034667802.1|DSUB
OG0003838	LOC118513544|XP_035915319.1|ASTE	LOC117900515|XP_034666802.1|DSUB
OG0003839	LOC118511047|XP_035909538.1|ASTE	LOC117900237|XP_034666417.1|DSUB
OG0003840	LOC118513391|XP_035914964.1|ASTE	LOC117891613|XP_034653041.1|DSUB
OG0003841	LOC118504141|XP_035894132.1|ASTE	LOC117901357|XP_034667958.1|DSUB
OG0003842	LOC118513850|XP_035916028.1|ASTE	LOC117902161|XP_034669191.1|DSUB
OG0003843	LOC118513668|XP_035915662.1|ASTE	LOC117902125|XP_034669142.1|DSUB
OG0003844	LOC118512211|XP_035912217.1|ASTE	LOC117900047|XP_034666130.1|DSUB
OG0003845	LOC118513215|XP_035914622.1|ASTE	LOC117901079|XP_034667583.1|DSUB
OG0003846	LOC118509331|XP_035905688.1|ASTE	LOC117900450|XP_034666711.1|DSUB
OG0003847	LOC118514278|XP_035916912.1|ASTE	LOC117901506|XP_034668167.1|DSUB
OG0003848	LOC118512641|XP_035913239.1|ASTE	LOC117896559|XP_034660852.1|DSUB
OG0003849	LOC118513616|XP_035915565.1|ASTE	LOC117892033|XP_034653848.1|DSUB
OG0003850	LOC118514711|XP_035917680.1|ASTE	LOC117901661|XP_034668391.1|DSUB
OG0003851	LOC118513998|XP_035916326.1|ASTE	LOC117892265|XP_034654275.1|DSUB
OG0003852	LOC118513882|XP_035916083.1|ASTE	LOC117900235|XP_034666415.1|DSUB
OG0003853	LOC118511080|XP_035909646.1|ASTE	LOC117890457|XP_034651191.1|DSUB
OG0003854	LOC118511099|XP_035909708.1|ASTE	LOC117901514|XP_034668176.1|DSUB
OG0003855	LOC118511097|XP_035909699.1|ASTE	LOC117902767|XP_034670251.1|DSUB
OG0003856	LOC118511124|XP_035909748.1|ASTE	LOC117900713|XP_034667065.1|DSUB
OG0003857	LOC118511056|XP_035909550.1|ASTE	LOC117900336|XP_034666565.1|DSUB
OG0003858	LOC118503887|XP_035893538.1|ASTE	LOC117903561|XP_034671655.1|DSUB
OG0003859	LOC118513419|XP_035915024.1|ASTE	LOC117900214|XP_034666387.1|DSUB
OG0003860	LOC118513415|XP_035915018.1|ASTE	LOC117891711|XP_034653196.1|DSUB
OG0003861	LOC118511727|XP_035911065.1|ASTE	LOC117902654|XP_034670073.1|DSUB
OG0003862	LOC118511601|XP_035910775.1|ASTE	LOC117901714|XP_034668482.1|DSUB
OG0003863	LOC118511597|XP_035910754.1|ASTE	LOC117902417|XP_034669659.1|DSUB
OG0003864	LOC118511596|XP_035910752.1|ASTE	LOC117901687|XP_034668420.1|DSUB
OG0003865	LOC118511594|XP_035910748.1|ASTE	LOC117899467|XP_034665374.1|DSUB
OG0003866	LOC118510604|XP_035908505.1|ASTE	LOC117902027|XP_034668977.1|DSUB
OG0003867	LOC118511591|XP_035910744.1|ASTE	LOC117900530|XP_034666820.1|DSUB
OG0003868	LOC118511651|XP_035910879.1|ASTE	LOC117902381|XP_034669591.1|DSUB
OG0003869	LOC118511232|XP_035909962.1|ASTE	LOC117900715|XP_034667070.1|DSUB
OG0003870	LOC118510105|XP_035907453.1|ASTE	LOC117902698|XP_034670133.1|DSUB
OG0003871	LOC118514607|XP_035917496.1|ASTE	LOC117901542|XP_034668224.1|DSUB
OG0003872	LOC118513421|XP_035915027.1|ASTE	LOC117891406|XP_034652743.1|DSUB
OG0003873	LOC118513427|XP_035915043.1|ASTE	LOC117899959|XP_034666005.1|DSUB
OG0003874	LOC118513426|XP_035915040.1|ASTE	LOC117901434|XP_034668068.1|DSUB
OG0003875	LOC118513430|XP_035915050.1|ASTE	LOC117901889|XP_034668742.1|DSUB
OG0003876	LOC118509271|XP_035905518.1|ASTE	LOC117900179|XP_034666315.1|DSUB
OG0003877	LOC118509068|XP_035905083.1|ASTE	LOC117900190|XP_034666330.1|DSUB
OG0003878	LOC118509074|XP_035905096.1|ASTE	LOC117900973|XP_034667448.1|DSUB
OG0003879	LOC118509078|XP_035905104.1|ASTE	LOC117892915|XP_034655119.1|DSUB
OG0003880	LOC118509086|XP_035905111.1|ASTE	LOC117893803|XP_034656438.1|DSUB
OG0003881	LOC118508992|XP_035904883.1|ASTE	LOC117892053|XP_034653872.1|DSUB
OG0003882	LOC118508986|XP_035904871.1|ASTE	LOC117892507|XP_034654677.1|DSUB
OG0003883	LOC118513450|XP_035915093.1|ASTE	LOC117896241|XP_034660289.1|DSUB
OG0003884	LOC118509843|XP_035906929.1|ASTE	LOC117902435|XP_034669708.1|DSUB
OG0003885	LOC118511761|XP_035911124.1|ASTE	LOC117901682|XP_034668416.1|DSUB
OG0003886	LOC118511759|XP_035911121.1|ASTE	LOC117901679|XP_034668413.1|DSUB
OG0003887	LOC118509280|XP_035905550.1|ASTE	LOC117901329|XP_034667929.1|DSUB
OG0003888	LOC118514107|XP_035916575.1|ASTE	LOC117898817|XP_034664370.1|DSUB
OG0003889	LOC118512466|XP_035912835.1|ASTE	LOC117901619|XP_034668337.1|DSUB
OG0003890	LOC118513505|XP_035915247.1|ASTE	LOC117894912|XP_034658099.1|DSUB
OG0003891	LOC118513504|XP_035915246.1|ASTE	LOC117902455|XP_034669743.1|DSUB
OG0003892	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE	LOC117893565|XP_034656126.1|DSUB
OG0003893	LOC118512026|XP_035911705.1|ASTE	LOC117902662|XP_034670081.1|DSUB
OG0003894	LOC118513228|XP_035914655.1|ASTE	LOC117902311|XP_034669485.1|DSUB
OG0003895	LOC118509230|XP_035905432.1|ASTE	LOC117889952|XP_034650398.1|DSUB
OG0003896	LOC118510122|XP_035907481.1|ASTE	LOC117890709|XP_034651627.1|DSUB
OG0003897	LOC118510127|XP_035907492.1|ASTE	LOC117890744|XP_034651690.1|DSUB
