Orthogroup	ASTE.longest_only	DSER.longest_only
OG0004143	LOC118508546|XP_035904328.1|ASTE	LOC110189013|XP_020814635.1|DSER
OG0004145	LOC118507764|XP_035902674.1|ASTE	LOC110191303|XP_020817773.1|DSER
OG0004146	LOC118507113|XP_035901008.1|ASTE	LOC110191716|XP_020818292.1|DSER
OG0004147	LOC118504360|XP_035894645.1|ASTE	LOC110183209|XP_020807081.1|DSER
OG0004148	LOC118504589|XP_035895136.1|ASTE	LOC110186828|XP_020811775.1|DSER
OG0004149	LOC118504602|XP_035895159.1|ASTE	LOC110191001|XP_020817374.1|DSER
OG0004150	LOC118506521|XP_035899651.1|ASTE	LOC110187885|XP_020813029.1|DSER
OG0004151	LOC118508253|XP_035903759.1|ASTE, LOC118515266|XP_035917847.1|ASTE	LOC110186251|XP_020810988.1|DSER
OG0004152	LOC118508264|XP_035903788.1|ASTE	LOC110177199|XP_020799454.1|DSER
OG0004153	LOC118508270|XP_035903804.1|ASTE	LOC110179303|XP_020802448.1|DSER
OG0004154	LOC118508273|XP_035903807.1|ASTE	LOC110188533|XP_020813936.1|DSER
OG0004155	LOC118503212|XP_035892095.1|ASTE	LOC110191949|XP_020818629.1|DSER
OG0004156	LOC118503217|XP_035892103.1|ASTE	LOC110188317|XP_020813684.1|DSER
OG0004157	LOC118503219|XP_035892105.1|ASTE	LOC110181839|XP_020805403.1|DSER
OG0004158	LOC118504761|XP_035895582.1|ASTE	LOC110178610|XP_020801453.1|DSER
OG0004159	LOC118504763|XP_035895584.1|ASTE	LOC110186977|XP_020811986.1|DSER
OG0004160	LOC118504765|XP_035895588.1|ASTE	LOC110177540|XP_020799968.1|DSER
OG0004161	LOC118502359|XP_035890461.1|ASTE	LOC110188086|XP_020813298.1|DSER
OG0004162	LOC118505833|XP_035898081.1|ASTE	LOC110184383|XP_020808550.1|DSER
OG0004163	LOC118502781|XP_035891271.1|ASTE	LOC110187936|XP_020813106.1|DSER
OG0004164	LOC118506718|XP_035900124.1|ASTE	LOC110187965|XP_020813143.1|DSER
OG0004165	LOC118505389|XP_035896993.1|ASTE	LOC110177665|XP_020800147.1|DSER
OG0004166	LOC118506148|XP_035898794.1|ASTE	LOC110191495|XP_020818019.1|DSER
OG0004167	LOC118503707|XP_035893163.1|ASTE	LOC110187923|XP_020813093.1|DSER
OG0004168	LOC118507092|XP_035900974.1|ASTE	LOC110190873|XP_020817184.1|DSER
OG0004169	LOC118506210|XP_035898920.1|ASTE	LOC110183543|XP_020807502.1|DSER, LOC110180485|XP_020803828.1|DSER
OG0004170	LOC118504764|XP_035895585.1|ASTE	LOC110181836|XP_020805399.1|DSER
OG0004171	LOC118504766|XP_035895589.1|ASTE	LOC110183517|XP_020807463.1|DSER
OG0004172	LOC118507665|XP_035902334.1|ASTE	LOC110181665|XP_020805145.1|DSER
OG0004174	LOC118503265|XP_035892202.1|ASTE	LOC110179992|XP_020803281.1|DSER
OG0004175	LOC118508551|XP_035904334.1|ASTE	LOC110178222|XP_020800929.1|DSER
OG0004176	LOC118502587|XP_035890831.1|ASTE	LOC110190471|XP_020816639.1|DSER
OG0004177	LOC118508525|XP_035904286.1|ASTE	LOC110188406|XP_020813790.1|DSER
OG0004178	LOC118507703|XP_035902468.1|ASTE	LOC110188730|XP_020814203.1|DSER
OG0004179	LOC118503010|XP_035891719.1|ASTE	LOC110180201|XP_020803513.1|DSER
OG0004180	LOC118502987|XP_035891672.1|ASTE	LOC110188254|XP_020813586.1|DSER
OG0004181	LOC118506967|XP_035900695.1|ASTE	LOC110186695|XP_020811630.1|DSER
OG0004182	LOC118505695|XP_035897728.1|ASTE	LOC110176286|XP_020798264.1|DSER
OG0004183	LOC118505696|XP_035897734.1|ASTE	LOC110176205|XP_020798126.1|DSER
OG0004184	LOC118507627|XP_035902241.1|ASTE	LOC110183698|XP_020807696.1|DSER
OG0004185	LOC118514121|XP_035916600.1|ASTE	LOC110183953|XP_020807970.1|DSER
OG0004186	LOC118507590|XP_035902146.1|ASTE	LOC110179528|XP_020802767.1|DSER
OG0004187	LOC118507583|XP_035902137.1|ASTE	LOC110176609|XP_020798691.1|DSER
OG0004188	LOC118507705|XP_035902489.1|ASTE	LOC110188304|XP_020813669.1|DSER
OG0004189	LOC118507711|XP_035902499.1|ASTE	LOC110188297|XP_020813658.1|DSER
OG0004190	LOC118507723|XP_035902567.1|ASTE	LOC110188267|XP_020813615.1|DSER
OG0004191	LOC118507725|XP_035902571.1|ASTE	LOC110188522|XP_020813923.1|DSER
OG0004192	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE	LOC110188290|XP_020813648.1|DSER
OG0004193	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE	LOC110181931|XP_020805525.1|DSER
OG0004194	LOC118508426|XP_035904095.1|ASTE	LOC110190294|XP_020816340.1|DSER
OG0004195	LOC118507941|XP_035903152.1|ASTE	LOC110178092|XP_020800755.1|DSER
OG0004196	LOC118507939|XP_035903147.1|ASTE	LOC110177294|XP_020799615.1|DSER
OG0004197	LOC118507950|XP_035903168.1|ASTE	LOC110186657|XP_020811581.1|DSER
OG0004198	LOC118502650|XP_035890992.1|ASTE	LOC110187674|XP_020812755.1|DSER
OG0004199	LOC118506988|XP_035900753.1|ASTE	LOC110190943|XP_020817277.1|DSER
OG0004200	LOC118502793|XP_035891288.1|ASTE	LOC110177664|XP_020800146.1|DSER
OG0004201	LOC118502795|XP_035891295.1|ASTE	LOC110186925|XP_020811910.1|DSER
OG0004202	LOC118502799|XP_035891306.1|ASTE	LOC110177427|XP_020799809.1|DSER
OG0004203	LOC118502800|XP_035891307.1|ASTE	LOC110191907|XP_020818552.1|DSER
OG0004204	LOC118506925|XP_035900618.1|ASTE	LOC110189880|XP_020815783.1|DSER
OG0004205	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE	LOC110176158|XP_020798055.1|DSER
OG0004206	LOC118506558|XP_035899771.1|ASTE	LOC110187799|XP_020812932.1|DSER
OG0004207	LOC118506559|XP_035899772.1|ASTE	LOC110187621|XP_020812675.1|DSER
OG0004208	LOC118506565|XP_035899780.1|ASTE	LOC110186987|XP_020812002.1|DSER
OG0004209	LOC118504314|XP_035894514.1|ASTE	LOC110191038|XP_020817417.1|DSER
OG0004210	LOC118506692|XP_035900057.1|ASTE	LOC110188384|XP_020813762.1|DSER
OG0004211	LOC118506686|XP_035900049.1|ASTE	LOC110183200|XP_020807070.1|DSER
OG0004212	LOC118506734|XP_035900166.1|ASTE	LOC110184584|XP_020808833.1|DSER
OG0004213	LOC118505062|XP_035896233.1|ASTE	LOC110188416|XP_020813800.1|DSER
OG0004214	LOC118505258|XP_035896709.1|ASTE	LOC110179228|XP_020802324.1|DSER
OG0004215	LOC118504502|XP_035894921.1|ASTE	LOC110178391|XP_020801187.1|DSER
OG0004216	LOC118508360|XP_035903971.1|ASTE	LOC110182778|XP_020806560.1|DSER
OG0004217	LOC118508355|XP_035903952.1|ASTE	LOC110176168|XP_020798065.1|DSER
OG0004218	LOC118505413|XP_035897055.1|ASTE	LOC110181544|XP_020804986.1|DSER
OG0004219	LOC118507682|XP_035902375.1|ASTE	LOC110188524|XP_020813925.1|DSER
OG0004220	LOC118508358|XP_035903955.1|ASTE	LOC110191920|XP_020818568.1|DSER
OG0004221	LOC118506423|XP_035899413.1|ASTE	LOC110187680|XP_020812769.1|DSER
OG0004222	LOC118506425|XP_035899418.1|ASTE	LOC110176645|XP_020798731.1|DSER
OG0004223	LOC118503185|XP_035892056.1|ASTE	LOC110176660|XP_020798757.1|DSER
OG0004224	LOC118503184|XP_035892053.1|ASTE	LOC110177151|XP_020799387.1|DSER
OG0004225	LOC118503188|XP_035892062.1|ASTE	LOC110179093|XP_020802138.1|DSER
OG0004226	LOC118505803|XP_035898036.1|ASTE	LOC110177288|XP_020799602.1|DSER
OG0004227	LOC118506219|XP_035898945.1|ASTE	LOC110191825|XP_020818449.1|DSER
OG0004228	LOC118504310|XP_035894505.1|ASTE	LOC110191826|XP_020818450.1|DSER
OG0004230	LOC118503248|XP_035892166.1|ASTE	LOC110182199|XP_020805870.1|DSER
OG0004231	LOC118505397|XP_035897018.1|ASTE	LOC110183683|XP_020807678.1|DSER
OG0004232	LOC118505399|XP_035897023.1|ASTE	LOC110183686|XP_020807684.1|DSER
OG0004233	LOC118505398|XP_035897019.1|ASTE	LOC110183685|XP_020807681.1|DSER
OG0004234	LOC118508510|XP_035904244.1|ASTE	LOC110183568|XP_020807533.1|DSER
OG0004235	LOC118508508|XP_035904239.1|ASTE	LOC110182590|XP_020806301.1|DSER
OG0004236	LOC118506870|XP_035900499.1|ASTE	LOC110187753|XP_020812873.1|DSER
OG0004237	LOC118507935|XP_035903132.1|ASTE	LOC110188291|XP_020813649.1|DSER
OG0004238	LOC118503616|XP_035892994.1|ASTE	LOC110189921|XP_020815857.1|DSER
OG0004239	LOC118503618|XP_035892996.1|ASTE	LOC110187931|XP_020813101.1|DSER
OG0004240	LOC118506161|XP_035898826.1|ASTE	LOC110188724|XP_020814196.1|DSER
OG0004241	LOC118504248|XP_035894367.1|ASTE	LOC110191917|XP_020818561.1|DSER
OG0004242	LOC118504249|XP_035894368.1|ASTE	LOC110186921|XP_020811903.1|DSER
OG0004243	LOC118504991|XP_035896062.1|ASTE	LOC110189103|XP_020814739.1|DSER, LOC110189045|XP_020814673.1|DSER
OG0004244	LOC118505012|XP_035896093.1|ASTE	LOC110190312|XP_020816363.1|DSER
OG0004245	LOC118506325|XP_035899174.1|ASTE	LOC110187010|XP_020812036.1|DSER
OG0004246	LOC118504322|XP_035894543.1|ASTE	LOC110181267|XP_020804632.1|DSER
OG0004247	LOC118505070|XP_035896246.1|ASTE	LOC110183252|XP_020807136.1|DSER, LOC110183243|XP_020807123.1|DSER
OG0004248	LOC118505096|XP_035896291.1|ASTE	LOC110182882|XP_020806685.1|DSER
OG0004249	LOC118505010|XP_035896091.1|ASTE	LOC110178824|XP_020801750.1|DSER
OG0004250	LOC118504992|XP_035896063.1|ASTE	LOC110176115|XP_020798011.1|DSER, LOC110185635|XP_020810251.1|DSER
OG0004251	LOC118504980|XP_035896016.1|ASTE	LOC110179659|XP_020802915.1|DSER
OG0004252	LOC118504981|XP_035896027.1|ASTE	LOC110186612|XP_020811506.1|DSER
OG0004253	LOC118507563|XP_035902077.1|ASTE	LOC110188371|XP_020813743.1|DSER
OG0004254	LOC118504382|XP_035894686.1|ASTE	LOC110176003|XP_020797866.1|DSER
OG0004255	LOC118502881|XP_035891493.1|ASTE	LOC110184932|XP_020809236.1|DSER
OG0004257	LOC118506328|XP_035899183.1|ASTE	LOC110190858|XP_020817167.1|DSER
OG0004258	LOC118507082|XP_035900958.1|ASTE	LOC110186303|XP_020811083.1|DSER
OG0004259	LOC118507083|XP_035900960.1|ASTE	LOC110186480|XP_020811364.1|DSER
OG0004260	LOC118505153|XP_035896431.1|ASTE	LOC110188094|XP_020813309.1|DSER
OG0004261	LOC118505167|XP_035896466.1|ASTE	LOC110177232|XP_020799514.1|DSER
OG0004262	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE	LOC110184486|XP_020808702.1|DSER
OG0004263	LOC118510984|XP_035909384.1|ASTE	LOC110188576|XP_020813999.1|DSER
OG0004264	LOC118510977|XP_035909371.1|ASTE	LOC110186658|XP_020811585.1|DSER
OG0004265	LOC118510946|XP_035909277.1|ASTE	LOC110188286|XP_020813642.1|DSER
OG0004266	LOC118502502|XP_035890628.1|ASTE	LOC110191934|XP_020818610.1|DSER
OG0004267	LOC118504237|XP_035894352.1|ASTE	LOC110187939|XP_020813113.1|DSER
OG0004268	LOC118504267|XP_035894389.1|ASTE	LOC110180256|XP_020803571.1|DSER
OG0004269	LOC118505815|XP_035898053.1|ASTE	LOC110176325|XP_020798303.1|DSER
OG0004270	LOC118508278|XP_035903812.1|ASTE	LOC110182731|XP_020806494.1|DSER
OG0004271	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE	LOC110189744|XP_020815605.1|DSER
OG0004272	LOC118505799|XP_035898027.1|ASTE	LOC110191030|XP_020817407.1|DSER
OG0004273	LOC118505798|XP_035898026.1|ASTE	LOC110190996|XP_020817368.1|DSER
OG0004274	LOC118507972|XP_035903197.1|ASTE	LOC110181843|XP_020805409.1|DSER
OG0004275	LOC118512407|XP_035912692.1|ASTE	LOC110181860|XP_020805439.1|DSER, LOC110182181|XP_020805844.1|DSER
OG0004276	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE	LOC110189069|XP_020814698.1|DSER
OG0004278	LOC118506006|XP_035898484.1|ASTE	LOC110180357|XP_020803677.1|DSER
OG0004279	LOC118506015|XP_035898494.1|ASTE	LOC110178145|XP_020800832.1|DSER
OG0004280	LOC118506020|XP_035898499.1|ASTE	LOC110183522|XP_020807469.1|DSER
OG0004281	LOC118504065|XP_035893996.1|ASTE	LOC110176885|XP_020799028.1|DSER
OG0004282	LOC118507240|XP_035901385.1|ASTE	LOC110178811|XP_020801733.1|DSER
OG0004283	LOC118507297|XP_035901554.1|ASTE	LOC110178805|XP_020801721.1|DSER
OG0004284	LOC118517628|XP_035919832.1|ASTE	LOC110187409|XP_020812456.1|DSER
OG0004285	LOC118505779|XP_035897949.1|ASTE	LOC110191340|XP_020817843.1|DSER
OG0004286	LOC118503484|XP_035892679.1|ASTE	LOC110178966|XP_020801929.1|DSER
OG0004287	LOC118503487|XP_035892682.1|ASTE	LOC110178916|XP_020801854.1|DSER
OG0004288	LOC118504005|XP_035893854.1|ASTE	LOC110181231|XP_020804590.1|DSER
OG0004289	LOC118504052|XP_035893963.1|ASTE	LOC110189834|XP_020815689.1|DSER
OG0004290	LOC118503473|XP_035892663.1|ASTE	LOC110189466|XP_020815203.1|DSER
OG0004291	LOC118503543|XP_035892836.1|ASTE	LOC110190920|XP_020817243.1|DSER
OG0004292	LOC118505280|XP_035896743.1|ASTE	LOC110190544|XP_020816752.1|DSER
OG0004293	LOC118505283|XP_035896757.1|ASTE	LOC110190191|XP_020816200.1|DSER
OG0004294	LOC118503422|XP_035892552.1|ASTE	LOC110176156|XP_020798052.1|DSER
OG0004295	LOC118503416|XP_035892544.1|ASTE	LOC110176190|XP_020798099.1|DSER
OG0004296	LOC118503414|XP_035892541.1|ASTE	LOC110176140|XP_020798035.1|DSER
OG0004297	LOC118507918|XP_035903112.1|ASTE	LOC110177991|XP_020800652.1|DSER
OG0004298	LOC118507235|XP_035901378.1|ASTE	LOC110189362|XP_020815064.1|DSER
OG0004299	LOC118507230|XP_035901303.1|ASTE	LOC110189777|XP_020815660.1|DSER
OG0004300	LOC118505972|XP_035898414.1|ASTE	LOC110182883|XP_020806686.1|DSER
OG0004301	LOC118505969|XP_035898406.1|ASTE	LOC110190658|XP_020816918.1|DSER
OG0004302	LOC118508024|XP_035903307.1|ASTE	LOC110176336|XP_020798317.1|DSER
OG0004303	LOC118504748|XP_035895537.1|ASTE	LOC110191213|XP_020817642.1|DSER
OG0004304	LOC118504749|XP_035895538.1|ASTE	LOC110179481|XP_020802716.1|DSER
OG0004305	LOC118503523|XP_035892776.1|ASTE	LOC110180496|XP_020803837.1|DSER
OG0004306	LOC118508027|XP_035903319.1|ASTE	LOC110177858|XP_020800464.1|DSER
OG0004307	LOC118503971|XP_035893788.1|ASTE	LOC110178341|XP_020801119.1|DSER
OG0004308	LOC118503979|XP_035893807.1|ASTE	LOC110191496|XP_020818020.1|DSER
OG0004309	LOC118507993|XP_035903255.1|ASTE	LOC110190642|XP_020816899.1|DSER
OG0004310	LOC118503500|XP_035892727.1|ASTE	LOC110178247|XP_020800957.1|DSER
OG0004311	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE	LOC110178555|XP_020801384.1|DSER
OG0004312	LOC118512403|XP_035912682.1|ASTE	LOC110178546|XP_020801369.1|DSER
OG0004313	LOC118503960|XP_035893746.1|ASTE	LOC110189279|XP_020814960.1|DSER
OG0004314	LOC118504023|XP_035893894.1|ASTE	LOC110177932|XP_020800571.1|DSER
OG0004315	LOC118504029|XP_035893902.1|ASTE	LOC110176329|XP_020798312.1|DSER
OG0004316	LOC118505842|XP_035898095.1|ASTE	LOC110189450|XP_020815181.1|DSER
OG0004317	LOC118507927|XP_035903123.1|ASTE	LOC110176909|XP_020799058.1|DSER
OG0004318	LOC118503447|XP_035892605.1|ASTE	LOC110177809|XP_020800358.1|DSER, LOC110177808|XP_020800357.1|DSER, LOC110175958|XP_020797810.1|DSER
OG0004319	LOC118503931|XP_035893670.1|ASTE	LOC110175924|XP_020797763.1|DSER
OG0004320	LOC118503915|XP_035893605.1|ASTE	LOC110188382|XP_020813760.1|DSER
OG0004321	LOC118505977|XP_035898425.1|ASTE	LOC110183851|XP_020807860.1|DSER
OG0004322	LOC118504151|XP_035894169.1|ASTE	LOC110188345|XP_020813712.1|DSER, LOC110183639|XP_020807622.1|DSER
OG0004323	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE	LOC110178747|XP_020801637.1|DSER
OG0004324	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE	LOC110187450|XP_020812498.1|DSER
OG0004325	LOC118506064|XP_035898610.1|ASTE	LOC110179934|XP_020803193.1|DSER
OG0004326	LOC118506046|XP_035898570.1|ASTE	LOC110179923|XP_020803183.1|DSER
OG0004327	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE	LOC110181896|XP_020805487.1|DSER
OG0004328	LOC118508201|XP_035903661.1|ASTE	LOC110181127|XP_020804458.1|DSER
OG0004329	LOC118508191|XP_035903645.1|ASTE	LOC110191684|XP_020818258.1|DSER
OG0004330	LOC118508180|XP_035903631.1|ASTE	LOC110177354|XP_020799709.1|DSER
OG0004331	LOC118508172|XP_035903614.1|ASTE	LOC110189415|XP_020815133.1|DSER
OG0004332	LOC118505308|XP_035896838.1|ASTE	LOC110183444|XP_020807383.1|DSER
OG0004333	LOC118505331|XP_035896872.1|ASTE	LOC110184935|XP_020809239.1|DSER
OG0004334	LOC118508439|XP_035904111.1|ASTE	LOC110180316|XP_020803631.1|DSER, LOC110182708|XP_020806464.1|DSER
OG0004335	LOC118503942|XP_035893712.1|ASTE	LOC110189223|XP_020814862.1|DSER
OG0004336	LOC118507608|XP_035902177.1|ASTE	LOC110182868|XP_020806670.1|DSER
OG0004337	LOC118503951|XP_035893730.1|ASTE	LOC110184179|XP_020808249.1|DSER, LOC110177011|XP_020799183.1|DSER
OG0004338	LOC118507290|XP_035901537.1|ASTE	LOC110190630|XP_020816883.1|DSER
OG0004339	LOC118507339|XP_035901620.1|ASTE	LOC110178102|XP_020800774.1|DSER
OG0004340	LOC118507327|XP_035901609.1|ASTE	LOC110178087|XP_020800753.1|DSER
OG0004341	LOC118507318|XP_035901599.1|ASTE	LOC110177936|XP_020800577.1|DSER
OG0004342	LOC118517641|XP_035919850.1|ASTE	LOC110180237|XP_020803553.1|DSER
OG0004343	LOC118517640|XP_035919846.1|ASTE	LOC110180238|XP_020803554.1|DSER
OG0004344	LOC118505868|XP_035898178.1|ASTE	LOC110180231|XP_020803542.1|DSER
OG0004345	LOC118506029|XP_035898539.1|ASTE	LOC110185045|XP_020809356.1|DSER
OG0004346	LOC118506027|XP_035898533.1|ASTE	LOC110180076|XP_020803362.1|DSER
OG0004347	LOC118506026|XP_035898532.1|ASTE	LOC110179119|XP_020802172.1|DSER
OG0004348	LOC118507441|XP_035901815.1|ASTE	LOC110191519|XP_020818046.1|DSER
OG0004349	LOC118503536|XP_035892815.1|ASTE	LOC110191471|XP_020817982.1|DSER
OG0004350	LOC118503956|XP_035893737.1|ASTE	LOC110189586|XP_020815378.1|DSER
OG0004351	LOC118505941|XP_035898355.1|ASTE	LOC110189722|XP_020815571.1|DSER
OG0004352	LOC118512424|XP_035912721.1|ASTE	LOC110188244|XP_020813567.1|DSER
OG0004353	LOC118517723|XP_035920067.1|ASTE	LOC110177430|XP_020799813.1|DSER
OG0004354	LOC118517726|XP_035920070.1|ASTE	LOC110191774|XP_020818379.1|DSER
OG0004355	LOC118512369|XP_035912606.1|ASTE	LOC110191936|XP_020818612.1|DSER
OG0004356	LOC118507362|XP_035901670.1|ASTE	LOC110179191|XP_020802263.1|DSER
OG0004357	LOC118505922|XP_035898308.1|ASTE	LOC110189305|XP_020815000.1|DSER
OG0004358	LOC118503413|XP_035892540.1|ASTE	LOC110176333|XP_020798314.1|DSER
OG0004359	LOC118504848|XP_035895752.1|ASTE	LOC110177848|XP_020800450.1|DSER
OG0004360	LOC118507581|XP_035902130.1|ASTE	LOC110185211|XP_020809600.1|DSER
OG0004361	LOC118510943|XP_035909272.1|ASTE	LOC110190749|XP_020817034.1|DSER
OG0004362	LOC118510093|XP_035907403.1|ASTE	LOC110183649|XP_020807632.1|DSER
OG0004363	LOC118505210|XP_035896611.1|ASTE	LOC110180339|XP_020803659.1|DSER
OG0004364	LOC118507214|XP_035901206.1|ASTE	LOC110189398|XP_020815113.1|DSER
OG0004365	LOC118506305|XP_035899146.1|ASTE	LOC110179247|XP_020802365.1|DSER
OG0004366	LOC118514129|XP_035916609.1|ASTE	LOC110190048|XP_020816016.1|DSER, LOC110178147|XP_020800834.1|DSER
OG0004367	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE	LOC110184666|XP_020808933.1|DSER
OG0004368	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE	LOC110190354|XP_020816418.1|DSER
OG0004369	LOC118507154|XP_035901085.1|ASTE	LOC110180484|XP_020803829.1|DSER
OG0004370	LOC118507255|XP_035901435.1|ASTE	LOC110182168|XP_020805832.1|DSER
OG0004371	LOC118504107|XP_035894087.1|ASTE	LOC110181911|XP_020805503.1|DSER
OG0004372	LOC118504078|XP_035894035.1|ASTE	LOC110177432|XP_020799818.1|DSER
OG0004373	LOC118504116|XP_035894100.1|ASTE	LOC110189406|XP_020815121.1|DSER
OG0004374	LOC118505919|XP_035898281.1|ASTE	LOC110180065|XP_020803346.1|DSER
OG0004375	LOC118505929|XP_035898328.1|ASTE	LOC110188274|XP_020813624.1|DSER
OG0004376	LOC118507167|XP_035901124.1|ASTE	LOC110190200|XP_020816211.1|DSER
OG0004377	LOC118512381|XP_035912644.1|ASTE	LOC110190473|XP_020816642.1|DSER
OG0004378	LOC118507234|XP_035901373.1|ASTE	LOC110177703|XP_020800189.1|DSER
OG0004379	LOC118508153|XP_035903583.1|ASTE	LOC110179250|XP_020802367.1|DSER
OG0004380	LOC118505918|XP_035898280.1|ASTE	LOC110189447|XP_020815179.1|DSER
OG0004381	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE	LOC110191014|XP_020817391.1|DSER
OG0004382	LOC118507418|XP_035901777.1|ASTE	LOC110189623|XP_020815423.1|DSER
OG0004383	LOC118507420|XP_035901779.1|ASTE	LOC110179268|XP_020802389.1|DSER
OG0004384	LOC118507423|XP_035901786.1|ASTE	LOC110179272|XP_020802394.1|DSER
OG0004385	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE	LOC110177990|XP_020800648.1|DSER
OG0004386	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE	LOC110177857|XP_020800463.1|DSER
OG0004387	LOC118503043|XP_035891769.1|ASTE	LOC110179815|XP_020803079.1|DSER
OG0004388	LOC118506276|XP_035899083.1|ASTE	LOC110178327|XP_020801096.1|DSER
OG0004389	LOC118506216|XP_035898930.1|ASTE	LOC110183674|XP_020807667.1|DSER
OG0004390	LOC118508023|XP_035903305.1|ASTE	LOC110190217|XP_020816232.1|DSER
OG0004391	LOC118505281|XP_035896745.1|ASTE	LOC110179595|XP_020802856.1|DSER
OG0004392	LOC118508082|XP_035903438.1|ASTE	LOC110189856|XP_020815732.1|DSER
OG0004393	LOC118504896|XP_035895850.1|ASTE	LOC110178471|XP_020801270.1|DSER
OG0004394	LOC118517677|XP_035919969.1|ASTE	LOC110176853|XP_020798986.1|DSER
OG0004395	LOC118517696|XP_035920012.1|ASTE	LOC110189688|XP_020815521.1|DSER
OG0004396	LOC118517689|XP_035919993.1|ASTE	LOC110189446|XP_020815177.1|DSER
OG0004397	LOC118517691|XP_035920003.1|ASTE	LOC110189745|XP_020815607.1|DSER
OG0004398	LOC118517698|XP_035920015.1|ASTE	LOC110189747|XP_020815610.1|DSER
OG0004399	LOC118506350|XP_035899232.1|ASTE	LOC110178315|XP_020801085.1|DSER
OG0004400	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE	LOC110188757|XP_020814258.1|DSER
OG0004401	LOC118506232|XP_035898973.1|ASTE	LOC110191484|XP_020818008.1|DSER
OG0004402	LOC118508394|XP_035904039.1|ASTE	LOC110180944|XP_020804282.1|DSER
OG0004403	LOC118503312|XP_035892329.1|ASTE	LOC110177800|XP_020800388.1|DSER
OG0004404	LOC118506213|XP_035898924.1|ASTE	LOC110189308|XP_020815002.1|DSER
OG0004405	LOC118507243|XP_035901389.1|ASTE	LOC110178553|XP_020801378.1|DSER
OG0004406	LOC118505992|XP_035898458.1|ASTE	LOC110189912|XP_020815840.1|DSER
OG0004407	LOC118504726|XP_035895460.1|ASTE	LOC110178397|XP_020801194.1|DSER
OG0004408	LOC118507332|XP_035901614.1|ASTE	LOC110191189|XP_020817616.1|DSER
OG0004409	LOC118512349|XP_035912536.1|ASTE	LOC110185426|XP_020809899.1|DSER
OG0004410	LOC118504747|XP_035895529.1|ASTE	LOC110187679|XP_020812806.1|DSER
OG0004411	LOC118512393|XP_035912663.1|ASTE	LOC110179834|XP_020803101.1|DSER
OG0004412	LOC118512373|XP_035912616.1|ASTE	LOC110179814|XP_020803078.1|DSER
OG0004413	LOC118512374|XP_035912618.1|ASTE	LOC110191479|XP_020817999.1|DSER
OG0004414	LOC118512365|XP_035912583.1|ASTE	LOC110191618|XP_020818167.1|DSER
OG0004415	LOC118504844|XP_035895745.1|ASTE	LOC110177833|XP_020800437.1|DSER
OG0004416	LOC118507759|XP_035902669.1|ASTE	LOC110189430|XP_020815159.1|DSER
OG0004417	LOC118503200|XP_035892078.1|ASTE	LOC110189690|XP_020815526.1|DSER
OG0004418	LOC118506196|XP_035898885.1|ASTE	LOC110189428|XP_020815150.1|DSER
OG0004419	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE	LOC110189340|XP_020815041.1|DSER
OG0004420	LOC118504158|XP_035894184.1|ASTE	LOC110177591|XP_020800037.1|DSER
OG0004421	LOC118504171|XP_035894207.1|ASTE	LOC110178913|XP_020801851.1|DSER
OG0004422	LOC118517666|XP_035919938.1|ASTE	LOC110185228|XP_020809617.1|DSER
OG0004423	LOC118505989|XP_035898448.1|ASTE	LOC110183615|XP_020807629.1|DSER
OG0004424	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE	LOC110176707|XP_020798808.1|DSER
OG0004425	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE	LOC110184647|XP_020808908.1|DSER
OG0004426	LOC118503239|XP_035892141.1|ASTE	LOC110184667|XP_020808934.1|DSER
OG0004427	LOC118503166|XP_035892023.1|ASTE	LOC110176712|XP_020798811.1|DSER
OG0004428	LOC118503172|XP_035892036.1|ASTE	LOC110185460|XP_020809965.1|DSER
