Orthogroup	ASTE.longest_only	DPER.longest_only
OG0003539	LOC118512192|XP_035912180.1|ASTE	LOC6590341|XP_002016298.1|DPER
OG0003540	LOC118512183|XP_035912166.1|ASTE	LOC6601102|XP_002026067.1|DPER
OG0003541	LOC118508921|XP_035904677.1|ASTE, LOC118517014|XP_035918750.1|ASTE	LOC6588508|XP_026850967.1|DPER
OG0003542	LOC118508908|XP_035904662.1|ASTE	LOC6592748|XP_002017810.1|DPER
OG0003543	LOC118508895|XP_035904624.1|ASTE	LOC6596688|XP_026845840.1|DPER
OG0003544	LOC118512086|XP_035911942.1|ASTE	LOC6596109|XP_002021262.1|DPER
OG0003545	LOC118512107|XP_035911972.1|ASTE	LOC6600499|XP_026847540.1|DPER
OG0003546	LOC118517006|XP_035918740.1|ASTE, LOC118513603|XP_035915533.1|ASTE	LOC6602400|XP_002027452.1|DPER
OG0003547	LOC118508876|XP_035904575.1|ASTE	LOC6592424|XP_026840603.1|DPER
OG0003548	LOC118508870|XP_035904555.1|ASTE	LOC6592370|XP_026841183.1|DPER
OG0003549	LOC118508882|XP_035904588.1|ASTE	LOC6592369|XP_026841401.1|DPER
OG0003550	LOC118508885|XP_035904607.1|ASTE	LOC6592570|XP_002018252.1|DPER
OG0003551	LOC118508862|XP_035904515.1|ASTE	LOC6593049|XP_002017604.1|DPER
OG0003552	LOC118512023|XP_035911701.1|ASTE	LOC6601267|XP_002026396.1|DPER
OG0003553	LOC118512022|XP_035911699.1|ASTE	LOC6592568|XP_026841589.1|DPER
OG0003554	LOC118510475|XP_035908236.1|ASTE	LOC6599757|XP_002024877.1|DPER
OG0003555	LOC118509020|XP_035904938.1|ASTE	LOC6604445|XP_026845224.1|DPER, LOC113566000|XP_026845407.1|DPER
OG0003556	LOC118509603|XP_035906291.1|ASTE	LOC6597150|XP_026845467.1|DPER
OG0003557	LOC118509607|XP_035906308.1|ASTE	LOC6597154|XP_026845308.1|DPER
OG0003558	LOC118511268|XP_035910037.1|ASTE	LOC6599666|XP_026847427.1|DPER
OG0003559	LOC118511499|XP_035910556.1|ASTE	LOC6596177|XP_026845197.1|DPER
OG0003560	LOC118508914|XP_035904669.1|ASTE	LOC6596112|XP_002021265.2|DPER
OG0003561	LOC118511244|XP_035909977.1|ASTE, LOC118516928|XP_035918667.1|ASTE	LOC6592480|XP_026842710.1|DPER
OG0003562	LOC118509093|XP_035905136.1|ASTE, LOC118516920|XP_035918655.1|ASTE	LOC6592818|XP_026841874.1|DPER
OG0003563	LOC118510136|XP_035907507.1|ASTE, LOC118516927|XP_035918666.1|ASTE	LOC6594943|XP_002020312.1|DPER
OG0003564	LOC118509108|XP_035905170.1|ASTE, LOC118516897|XP_035918636.1|ASTE	LOC6597132|XP_026845709.1|DPER
OG0003565	LOC118510559|XP_035908435.1|ASTE	LOC6602971|XP_002027956.1|DPER
OG0003566	LOC118509922|XP_035907130.1|ASTE	LOC6598786|XP_026840583.1|DPER
OG0003567	LOC118509512|XP_035906091.1|ASTE	LOC6601262|XP_002026391.1|DPER
OG0003568	LOC118511369|XP_035910240.1|ASTE	LOC6592208|XP_026842897.1|DPER
OG0003569	LOC118517271|XP_035919137.1|ASTE, LOC118510247|XP_035907727.1|ASTE	LOC6601199|XP_026848052.1|DPER
OG0003570	LOC118509626|XP_035906391.1|ASTE	LOC6602055|XP_002027186.2|DPER
OG0003571	LOC118509641|XP_035906441.1|ASTE	LOC6599743|XP_026847406.1|DPER, LOC6599742|XP_002024812.2|DPER
OG0003572	LOC118512944|XP_035914044.1|ASTE	LOC6600949|XP_026842699.1|DPER
OG0003573	LOC118512995|XP_035914144.1|ASTE	LOC6602094|XP_002027139.1|DPER
OG0003574	LOC118516850|XP_035918602.1|ASTE, LOC118510500|XP_035908296.1|ASTE	LOC6599592|XP_002024712.1|DPER
OG0003575	LOC118510495|XP_035908282.1|ASTE	LOC6599799|XP_002024969.1|DPER
OG0003576	LOC118509244|XP_035905451.1|ASTE	LOC113566499|XP_026848181.1|DPER
OG0003577	LOC118510540|XP_035908390.1|ASTE	LOC6602941|XP_026848798.1|DPER
OG0003578	LOC118512201|XP_035912200.1|ASTE	LOC6602953|XP_026848734.1|DPER
OG0003579	LOC118512198|XP_035912195.1|ASTE	LOC6590805|XP_002016351.2|DPER
OG0003580	LOC118510518|XP_035908342.1|ASTE	LOC6590450|XP_002016376.2|DPER
OG0003581	LOC118510521|XP_035908353.1|ASTE	LOC6600275|XP_026849113.1|DPER
OG0003582	LOC118510469|XP_035908220.1|ASTE	LOC6601382|XP_002026518.1|DPER
OG0003583	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE	LOC6590525|XP_026842572.1|DPER
OG0003584	LOC118512090|XP_035911947.1|ASTE	LOC6590032|XP_002016306.1|DPER
OG0003585	LOC118512129|XP_035912029.1|ASTE	LOC6598941|XP_026849022.1|DPER
OG0003586	LOC118512139|XP_035912050.1|ASTE	LOC6602022|XP_002027030.2|DPER
OG0003587	LOC118512150|XP_035912079.1|ASTE	LOC6595538|XP_026844112.1|DPER
OG0003588	LOC118512159|XP_035912100.1|ASTE	LOC6588558|XP_026843212.1|DPER
OG0003589	LOC118508833|XP_035904472.1|ASTE	LOC6601261|XP_002026390.2|DPER
OG0003590	LOC118510454|XP_035908179.1|ASTE	LOC6599089|XP_002024222.1|DPER
OG0003591	LOC118510449|XP_035908143.1|ASTE	LOC6603311|XP_026849879.1|DPER
OG0003592	LOC118509943|XP_035907168.1|ASTE	LOC6596225|XP_002021185.1|DPER
OG0003593	LOC118509539|XP_035906164.1|ASTE	LOC6599865|XP_026847233.1|DPER
OG0003594	LOC118512679|XP_035913355.1|ASTE, LOC118512680|XP_035913356.1|ASTE	LOC6602961|XP_002027972.1|DPER
OG0003595	LOC118512692|XP_035913378.1|ASTE	LOC6593144|XP_026841244.1|DPER
OG0003596	LOC118509433|XP_035905915.1|ASTE	LOC6590303|XP_002015507.1|DPER
OG0003597	LOC118510552|XP_035908419.1|ASTE	LOC6591115|XP_026841055.1|DPER
OG0003598	LOC118512745|XP_035913524.1|ASTE	LOC6599725|XP_002024830.1|DPER
OG0003599	LOC118512752|XP_035913534.1|ASTE, LOC118516388|XP_035918146.1|ASTE	LOC6596283|XP_002021805.1|DPER
OG0003600	LOC118513087|XP_035914349.1|ASTE	LOC6601410|XP_026847971.1|DPER
OG0003601	LOC118513037|XP_035914211.1|ASTE	LOC6592544|XP_026841596.1|DPER
OG0003602	LOC118510268|XP_035907759.1|ASTE	LOC6593022|XP_002018215.1|DPER
OG0003603	LOC118509496|XP_035906043.1|ASTE	LOC6601241|XP_026848070.1|DPER
OG0003604	LOC118509499|XP_035906050.1|ASTE	LOC6596527|XP_002021724.1|DPER
OG0003605	LOC118505337|XP_035896884.1|ASTE	LOC6587190|XP_026841097.1|DPER
OG0003606	LOC118509930|XP_035907152.1|ASTE	LOC6592662|XP_002018386.1|DPER
OG0003607	LOC118510067|XP_035907352.1|ASTE	LOC6593041|XP_002017597.1|DPER
OG0003608	LOC118510071|XP_035907357.1|ASTE	LOC6600245|XP_002025410.2|DPER
OG0003609	LOC118509532|XP_035906145.1|ASTE	LOC6592846|XP_002018273.2|DPER
OG0003610	LOC118509526|XP_035906129.1|ASTE	LOC6598920|XP_002024107.2|DPER
OG0003611	LOC118512931|XP_035913982.1|ASTE	LOC6603010|XP_026849450.1|DPER
OG0003612	LOC118509729|XP_035906744.1|ASTE	LOC6593106|XP_002017888.1|DPER
OG0003613	LOC118509758|XP_035906781.1|ASTE	LOC6602066|XP_002027172.1|DPER
OG0003614	LOC118509770|XP_035906801.1|ASTE	LOC6602065|XP_002027171.1|DPER
OG0003615	LOC118509895|XP_035907035.1|ASTE	LOC6593143|XP_002018175.1|DPER
OG0003616	LOC118511422|XP_035910398.1|ASTE	LOC6592778|XP_002018020.1|DPER
OG0003617	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE	LOC6600801|XP_026840756.1|DPER
OG0003618	LOC118511426|XP_035910405.1|ASTE	LOC6600802|XP_026840755.1|DPER
OG0003619	LOC118512840|XP_035913786.1|ASTE	LOC6592958|XP_026840738.1|DPER
OG0003620	LOC118512836|XP_035913781.1|ASTE	LOC6590427|XP_002016599.1|DPER
OG0003621	LOC118512802|XP_035913634.1|ASTE	LOC6603016|XP_002028037.1|DPER
OG0003622	LOC118512800|XP_035913631.1|ASTE	LOC6603014|XP_026849507.1|DPER
OG0003623	LOC118510416|XP_035908078.1|ASTE	LOC6592755|XP_002017872.1|DPER
OG0003624	LOC118511439|XP_035910429.1|ASTE	LOC6593030|XP_026840893.1|DPER
OG0003625	LOC118511437|XP_035910425.1|ASTE	LOC6602068|XP_002027174.1|DPER
OG0003626	LOC118514209|XP_035916795.1|ASTE	LOC6602111|XP_002027125.1|DPER
OG0003627	LOC118512834|XP_035913778.1|ASTE	LOC6591190|XP_002015914.1|DPER
OG0003628	LOC118510546|XP_035908407.1|ASTE	LOC6592206|XP_002017766.2|DPER
OG0003629	LOC118514242|XP_035916840.1|ASTE	LOC6590896|XP_002016263.1|DPER
OG0003630	LOC118514228|XP_035916820.1|ASTE	LOC6590404|XP_002016586.1|DPER
OG0003631	LOC118514252|XP_035916859.1|ASTE	LOC6602360|XP_002027439.1|DPER
OG0003632	LOC118512313|XP_035912457.1|ASTE	LOC6599588|XP_002024708.1|DPER
OG0003633	LOC118511570|XP_035910707.1|ASTE	LOC6600805|XP_002025976.1|DPER
OG0003634	LOC118509443|XP_035905944.1|ASTE	LOC6599461|XP_002024610.2|DPER
OG0003635	LOC118510366|XP_035907968.1|ASTE	LOC6601093|XP_002026086.2|DPER
OG0003636	LOC118511520|XP_035910601.1|ASTE	LOC6592548|XP_002018267.1|DPER
OG0003637	LOC118510477|XP_035908246.1|ASTE	LOC6603451|XP_002028443.1|DPER
OG0003638	LOC118512897|XP_035913902.1|ASTE	LOC6602296|XP_002027355.2|DPER
OG0003639	LOC118512899|XP_035913907.1|ASTE	LOC6588920|XP_026844999.1|DPER
OG0003640	LOC118511377|XP_035910264.1|ASTE	LOC6602139|XP_002027110.2|DPER
OG0003641	LOC118509741|XP_035906764.1|ASTE	LOC6590556|XP_026841899.1|DPER
OG0003642	LOC118509762|XP_035906786.1|ASTE	LOC6592762|XP_002017814.1|DPER
OG0003643	LOC118509772|XP_035906804.1|ASTE	LOC6592745|XP_002017807.1|DPER
OG0003644	LOC118512794|XP_035913609.1|ASTE	LOC6590342|XP_026842462.1|DPER
OG0003645	LOC118513487|XP_035915203.1|ASTE	LOC6599653|XP_002024764.1|DPER
OG0003646	LOC118513484|XP_035915197.1|ASTE	LOC6599604|XP_026849539.1|DPER
OG0003647	LOC118511263|XP_035910027.1|ASTE	LOC6599647|XP_002024757.1|DPER
OG0003648	LOC118514452|XP_035917262.1|ASTE	LOC6596352|XP_002021490.1|DPER
OG0003649	LOC118511447|XP_035910441.1|ASTE	LOC6591934|XP_002016774.1|DPER
OG0003650	LOC118511444|XP_035910437.1|ASTE	LOC6597698|XP_002022879.1|DPER
OG0003651	LOC118514396|XP_035917170.1|ASTE	LOC6594897|XP_002020497.1|DPER
OG0003652	LOC118510225|XP_035907683.1|ASTE	LOC6595971|XP_026845355.1|DPER
OG0003653	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE	LOC6602292|XP_026848531.1|DPER
OG0003654	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE	LOC6600982|XP_002026168.1|DPER
OG0003655	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE	LOC6597944|XP_002023179.1|DPER
OG0003656	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE	LOC6595973|XP_002021211.1|DPER
OG0003657	LOC118512888|XP_035913883.1|ASTE	LOC6601486|XP_002026546.1|DPER
OG0003658	LOC118514261|XP_035916870.1|ASTE	LOC6591426|XP_002017484.1|DPER
OG0003659	LOC118514253|XP_035916860.1|ASTE	LOC6603329|XP_002028308.1|DPER
OG0003660	LOC118510302|XP_035907822.1|ASTE	LOC6601091|XP_026847417.1|DPER
OG0003661	LOC118510216|XP_035907670.1|ASTE	LOC6599508|XP_002024728.2|DPER
OG0003662	LOC118513272|XP_035914732.1|ASTE	LOC6601139|XP_002026271.1|DPER
OG0003663	LOC118511399|XP_035910327.1|ASTE	LOC6602939|XP_002027990.2|DPER
OG0003664	LOC118511390|XP_035910302.1|ASTE	LOC6602937|XP_026848788.1|DPER
OG0003665	LOC118509733|XP_035906755.1|ASTE	LOC6591276|XP_002016492.1|DPER
OG0003666	LOC118509612|XP_035906315.1|ASTE	LOC6590275|XP_002015515.1|DPER
OG0003667	LOC118509621|XP_035906359.1|ASTE	LOC113566611|XP_026848816.1|DPER
OG0003668	LOC118511332|XP_035910156.1|ASTE	LOC6590583|XP_026842829.1|DPER
OG0003669	LOC118511546|XP_035910647.1|ASTE	LOC6592518|XP_002017676.1|DPER
OG0003670	LOC118511544|XP_035910644.1|ASTE	LOC6592517|XP_002017675.1|DPER
OG0003671	LOC118510273|XP_035907769.1|ASTE	LOC6592526|XP_026840958.1|DPER
OG0003672	LOC118510287|XP_035907796.1|ASTE	LOC6594620|XP_002019843.1|DPER
OG0003673	LOC118514330|XP_035917022.1|ASTE	LOC6593197|XP_026842772.1|DPER
OG0003674	LOC118511255|XP_035909998.1|ASTE	LOC6592297|XP_026842827.1|DPER
OG0003675	LOC118509878|XP_035907010.1|ASTE	LOC6590555|XP_026842410.1|DPER
OG0003676	LOC118509875|XP_035906997.1|ASTE	LOC6590554|XP_026842407.1|DPER
OG0003677	LOC118509452|XP_035905964.1|ASTE	LOC6592134|XP_026844615.1|DPER
OG0003678	LOC118512843|XP_035913788.1|ASTE	LOC6603298|XP_002028279.1|DPER
OG0003679	LOC118512857|XP_035913833.1|ASTE	LOC6603293|XP_026849855.1|DPER
OG0003680	LOC118511376|XP_035910263.1|ASTE	LOC6592244|XP_002017595.1|DPER
OG0003681	LOC118512283|XP_035912398.1|ASTE	LOC6601577|XP_026841296.1|DPER
OG0003682	LOC118512252|XP_035912298.1|ASTE	LOC6598727|XP_002023874.1|DPER
OG0003683	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE	LOC6590900|XP_026840768.1|DPER
OG0003684	LOC118512876|XP_035913862.1|ASTE	LOC6599839|XP_002024858.1|DPER
OG0003685	LOC118512255|XP_035912301.1|ASTE	LOC6602510|XP_026848764.1|DPER
OG0003686	LOC118512019|XP_035911691.1|ASTE	LOC6592924|XP_002018444.1|DPER
OG0003687	LOC118512808|XP_035913653.1|ASTE	LOC6592936|XP_002018383.1|DPER
OG0003688	LOC118512809|XP_035913654.1|ASTE	LOC6590820|XP_002016474.1|DPER
OG0003689	LOC118512815|XP_035913673.1|ASTE	LOC6603423|XP_026848110.1|DPER
OG0003690	LOC118512816|XP_035913674.1|ASTE	LOC6599014|XP_026847856.1|DPER
OG0003691	LOC118512820|XP_035913688.1|ASTE	LOC6596067|XP_026845544.1|DPER
OG0003692	LOC118509716|XP_035906696.1|ASTE	LOC6602121|XP_002027193.1|DPER
OG0003693	LOC118512229|XP_035912244.1|ASTE	LOC6601130|XP_002026057.1|DPER
OG0003694	LOC118514241|XP_035916838.1|ASTE	LOC6599817|XP_026847293.1|DPER
OG0003695	LOC118508937|XP_035904739.1|ASTE	LOC6601399|XP_002026502.2|DPER
OG0003696	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE	LOC6590170|XP_002016106.1|DPER
OG0003697	LOC118513184|XP_035914543.1|ASTE	LOC6590046|XP_026842121.1|DPER
OG0003698	LOC118509763|XP_035906787.1|ASTE	LOC6599827|XP_002024847.1|DPER, LOC6604088|XP_002029028.1|DPER
OG0003699	LOC118509780|XP_035906812.1|ASTE	LOC6600846|XP_002025983.1|DPER
OG0003700	LOC118509693|XP_035906650.1|ASTE	LOC6592277|XP_002018418.1|DPER
OG0003701	LOC118509771|XP_035906802.1|ASTE	LOC6589597|XP_002014830.1|DPER
OG0003702	LOC118509761|XP_035906785.1|ASTE	LOC6595845|XP_002021375.1|DPER
OG0003703	LOC118511882|XP_035911400.1|ASTE	LOC6601517|XP_002026579.1|DPER
OG0003704	LOC118511878|XP_035911394.1|ASTE	LOC6601397|XP_002026500.1|DPER
OG0003705	LOC118512306|XP_035912430.1|ASTE	LOC6590712|XP_026842236.1|DPER
OG0003706	LOC118512867|XP_035913848.1|ASTE	LOC6602790|XP_002027798.2|DPER
OG0003707	LOC118512871|XP_035913855.1|ASTE	LOC6601045|XP_026849732.1|DPER
OG0003708	LOC118510150|XP_035907547.1|ASTE	LOC6599797|XP_026847362.1|DPER
OG0003709	LOC118513269|XP_035914729.1|ASTE	LOC6592969|XP_002017704.1|DPER
OG0003710	LOC118513464|XP_035915133.1|ASTE	LOC6592968|XP_002017703.1|DPER
OG0003711	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE	LOC6602419|XP_002027424.1|DPER
OG0003712	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE	LOC6590212|XP_002016068.1|DPER
OG0003713	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE	LOC6590506|XP_002016091.1|DPER
OG0003714	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE	LOC6591024|XP_002016643.1|DPER
OG0003715	LOC118514619|XP_035917509.1|ASTE	LOC6601242|XP_002026300.1|DPER
OG0003716	LOC118509406|XP_035905864.1|ASTE	LOC6595898|XP_026845704.1|DPER
OG0003717	LOC118508827|XP_035904465.1|ASTE	LOC6601654|XP_026847548.1|DPER
OG0003718	LOC118509911|XP_035907083.1|ASTE	LOC6599480|XP_002024600.1|DPER
OG0003719	LOC118509552|XP_035906196.1|ASTE	LOC6595753|XP_002021370.1|DPER
OG0003720	LOC118511283|XP_035910070.1|ASTE	LOC6597725|XP_026846996.1|DPER
OG0003721	LOC118511286|XP_035910084.1|ASTE	LOC6590604|XP_002016469.1|DPER
OG0003722	LOC118511319|XP_035910125.1|ASTE	LOC6597181|XP_026845366.1|DPER
OG0003723	LOC118511312|XP_035910119.1|ASTE	LOC113566332|XP_026847343.1|DPER
OG0003724	LOC118512266|XP_035912339.1|ASTE	LOC6600315|XP_026849038.1|DPER
OG0003725	LOC118514229|XP_035916821.1|ASTE	LOC6596230|XP_026845621.1|DPER
OG0003726	LOC118514244|XP_035916844.1|ASTE	LOC6600337|XP_002025346.1|DPER
OG0003728	LOC118508855|XP_035904501.1|ASTE	LOC6594134|XP_002019438.1|DPER
OG0003729	LOC118508850|XP_035904495.1|ASTE	LOC6601117|XP_026849695.1|DPER
OG0003730	LOC118510262|XP_035907740.1|ASTE	LOC6599610|XP_026849556.1|DPER
OG0003731	LOC118509402|XP_035905856.1|ASTE	LOC113566710|XP_026849328.1|DPER, LOC6601905|XP_002026954.1|DPER
OG0003732	LOC118509392|XP_035905832.1|ASTE	LOC6602303|XP_002027362.1|DPER
OG0003733	LOC118509391|XP_035905831.1|ASTE	LOC6600549|XP_002025702.1|DPER
OG0003734	LOC118510094|XP_035907404.1|ASTE	LOC6599563|XP_026849393.1|DPER
OG0003735	LOC118509242|XP_035905449.1|ASTE	LOC6591300|XP_002015629.1|DPER
OG0003736	LOC118509248|XP_035905475.1|ASTE	LOC6592681|XP_002017948.1|DPER
OG0003737	LOC118509243|XP_035905450.1|ASTE	LOC6593199|XP_002018122.1|DPER
OG0003738	LOC118511844|XP_035911280.1|ASTE	LOC6590087|XP_002016041.1|DPER
OG0003739	LOC118511845|XP_035911282.1|ASTE	LOC6602049|XP_002027180.2|DPER
OG0003740	LOC118511849|XP_035911287.1|ASTE	LOC6602056|XP_002027187.2|DPER
OG0003741	LOC118511853|XP_035911292.1|ASTE	LOC6600548|XP_026847596.1|DPER
OG0003742	LOC118511851|XP_035911290.1|ASTE	LOC6601515|XP_002026577.1|DPER
OG0003743	LOC118511517|XP_035910593.1|ASTE	LOC6590550|XP_026842490.1|DPER
OG0003744	LOC118511521|XP_035910602.1|ASTE	LOC6602054|XP_002027185.1|DPER
OG0003745	LOC118511524|XP_035910605.1|ASTE	LOC6592192|XP_002017762.1|DPER
OG0003746	LOC118511518|XP_035910599.1|ASTE	LOC6600914|XP_026840599.1|DPER
OG0003747	LOC118511527|XP_035910609.1|ASTE	LOC6596085|XP_026845595.1|DPER
OG0003748	LOC118511526|XP_035910608.1|ASTE	LOC6596083|XP_026845588.1|DPER
OG0003749	LOC118511530|XP_035910612.1|ASTE	LOC6596079|XP_002021110.1|DPER
OG0003750	LOC118509365|XP_035905781.1|ASTE	LOC6596081|XP_026845551.1|DPER
OG0003751	LOC118509646|XP_035906447.1|ASTE	LOC6596077|XP_002021108.2|DPER
OG0003752	LOC118510333|XP_035907884.1|ASTE	LOC6600542|XP_026847689.1|DPER
OG0003753	LOC118510374|XP_035907992.1|ASTE	LOC6601675|XP_026847565.1|DPER
OG0003754	LOC118510329|XP_035907875.1|ASTE	LOC6601672|XP_026847512.1|DPER
OG0003755	LOC118510348|XP_035907934.1|ASTE	LOC6601009|XP_026849710.1|DPER
OG0003756	LOC118511333|XP_035910158.1|ASTE	LOC6590581|XP_002015386.2|DPER
OG0003757	LOC118511344|XP_035910191.1|ASTE	LOC6592286|XP_002018405.2|DPER
OG0003758	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE	LOC6591149|XP_026840965.1|DPER
OG0003759	LOC118513144|XP_035914463.1|ASTE	LOC6602479|XP_026848822.1|DPER
OG0003760	LOC118513151|XP_035914485.1|ASTE	LOC6592665|XP_002018389.1|DPER
OG0003761	LOC118513153|XP_035914493.1|ASTE	LOC113566452|XP_026847877.1|DPER
OG0003762	LOC118513156|XP_035914495.1|ASTE	LOC6601437|XP_026847878.1|DPER
OG0003763	LOC118513165|XP_035914505.1|ASTE	LOC6601474|XP_026847855.1|DPER
OG0003764	LOC118513181|XP_035914534.1|ASTE	LOC6601469|XP_002026436.2|DPER
OG0003765	LOC118513179|XP_035914533.1|ASTE	LOC6598041|XP_002023199.1|DPER
OG0003766	LOC118513172|XP_035914517.1|ASTE	LOC6599099|XP_026849251.1|DPER
OG0003767	LOC118513190|XP_035914571.1|ASTE	LOC6590340|XP_002016297.1|DPER
OG0003768	LOC118511408|XP_035910358.1|ASTE	LOC6592822|XP_026841178.1|DPER
OG0003769	LOC118511406|XP_035910353.1|ASTE	LOC6592827|XP_026840802.1|DPER
OG0003770	LOC118511404|XP_035910330.1|ASTE	LOC6602559|XP_026846792.1|DPER
OG0003771	LOC118511417|XP_035910385.1|ASTE	LOC6599491|XP_026849506.1|DPER
OG0003772	LOC118510382|XP_035908021.1|ASTE	LOC6603002|XP_026849443.1|DPER
OG0003773	LOC118510354|XP_035907948.1|ASTE	LOC6592787|XP_026841540.1|DPER
OG0003774	LOC118512915|XP_035913951.1|ASTE	LOC6592790|XP_026842823.1|DPER
OG0003775	LOC118511181|XP_035909826.1|ASTE	LOC6600738|XP_026848667.1|DPER
OG0003776	LOC118512003|XP_035911649.1|ASTE	LOC6590955|XP_026841809.1|DPER
OG0003777	LOC118511982|XP_035911614.1|ASTE	LOC6590714|XP_002016246.1|DPER
OG0003778	LOC118511985|XP_035911618.1|ASTE	LOC6591052|XP_026841488.1|DPER
OG0003779	LOC118509704|XP_035906675.1|ASTE	LOC6592558|XP_026842885.1|DPER
OG0003780	LOC118511955|XP_035911566.1|ASTE	LOC6590869|XP_002016118.1|DPER
OG0003781	LOC118511969|XP_035911598.1|ASTE	LOC6601985|XP_002027062.1|DPER
OG0003782	LOC118509625|XP_035906377.1|ASTE	LOC6596767|XP_026845898.1|DPER
OG0003783	LOC118512889|XP_035913885.1|ASTE	LOC6598030|XP_026843278.1|DPER, LOC6595184|XP_026840222.1|DPER
OG0003784	LOC118511975|XP_035911604.1|ASTE	LOC6592841|XP_002018269.1|DPER
OG0003785	LOC118511956|XP_035911567.1|ASTE	LOC6590167|XP_026841164.1|DPER
OG0003786	LOC118511948|XP_035911550.1|ASTE	LOC6590113|XP_002016511.2|DPER
OG0003787	LOC118511987|XP_035911620.1|ASTE	LOC6590111|XP_002016509.2|DPER
OG0003788	LOC118512243|XP_035912280.1|ASTE	LOC6590988|XP_002016553.1|DPER
OG0003789	LOC118512237|XP_035912265.1|ASTE	LOC6591016|XP_026842615.1|DPER
OG0003790	LOC118512234|XP_035912260.1|ASTE	LOC6602950|XP_026848851.1|DPER
OG0003791	LOC118503298|XP_035892301.1|ASTE	LOC6592038|XP_026841784.1|DPER
OG0003792	LOC118508552|XP_035904336.1|ASTE	LOC6592661|XP_002018385.1|DPER
OG0003793	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE	LOC6590107|XP_002015663.1|DPER
OG0003794	LOC118509619|XP_035906352.1|ASTE	LOC6591284|XP_002016500.1|DPER
OG0003795	LOC118509678|XP_035906606.1|ASTE	LOC6597118|XP_026845325.1|DPER
OG0003796	LOC118512890|XP_035913886.1|ASTE	LOC6595139|XP_002020305.1|DPER
OG0003797	LOC118510965|XP_035909344.1|ASTE	LOC6598122|XP_026843149.1|DPER
OG0003798	LOC118510964|XP_035909325.1|ASTE	LOC6592209|XP_026841674.1|DPER
OG0003799	LOC118510960|XP_035909320.1|ASTE	LOC6590951|XP_002016021.1|DPER
OG0003800	LOC118511031|XP_035909503.1|ASTE	LOC6593907|XP_002018784.1|DPER
OG0003801	LOC118511038|XP_035909524.1|ASTE	LOC6596563|XP_026843358.1|DPER
OG0003802	LOC118510085|XP_035907387.1|ASTE	LOC6596535|XP_002021732.1|DPER
OG0003803	LOC118513404|XP_035914991.1|ASTE	LOC6595136|XP_002020302.1|DPER
OG0003804	LOC118513385|XP_035914942.1|ASTE	LOC6593283|XP_026843440.1|DPER
OG0003805	LOC118513382|XP_035914938.1|ASTE	LOC6595601|XP_026844390.1|DPER
OG0003806	LOC118513384|XP_035914941.1|ASTE	LOC6597985|XP_002023081.2|DPER
OG0003807	LOC118513376|XP_035914914.1|ASTE	LOC6588731|XP_026844332.1|DPER
OG0003808	LOC118512701|XP_035913416.1|ASTE	LOC6596093|XP_026845434.1|DPER
OG0003809	LOC118512711|XP_035913436.1|ASTE	LOC6589211|XP_026844761.1|DPER
OG0003810	LOC118512720|XP_035913454.1|ASTE	LOC6600852|XP_026841304.1|DPER
OG0003811	LOC118509637|XP_035906436.1|ASTE	LOC6590134|XP_002015611.1|DPER
OG0003812	LOC118509854|XP_035906950.1|ASTE	LOC6593312|XP_026843163.1|DPER
OG0003813	LOC118511803|XP_035911229.1|ASTE	LOC6589793|XP_002014461.1|DPER
OG0003814	LOC118513299|XP_035914775.1|ASTE	LOC6589608|XP_002014772.1|DPER, LOC113565917|XP_026845087.1|DPER
OG0003815	LOC118513306|XP_035914781.1|ASTE	LOC6595072|XP_026841053.1|DPER
OG0003816	LOC118510567|XP_035908448.1|ASTE	LOC6597946|XP_002023181.1|DPER
OG0003817	LOC118508929|XP_035904729.1|ASTE	LOC6593999|XP_002019051.1|DPER
OG0003818	LOC118511105|XP_035909721.1|ASTE	LOC6588925|XP_002014656.1|DPER, LOC6588794|XP_002014671.1|DPER
OG0003819	LOC118511125|XP_035909750.1|ASTE	LOC6589147|XP_002014666.1|DPER
OG0003820	LOC118513529|XP_035915294.1|ASTE	LOC6594691|XP_002019618.1|DPER
OG0003821	LOC118513589|XP_035915462.1|ASTE	LOC6590213|XP_002016069.1|DPER
OG0003822	LOC118510619|XP_035908539.1|ASTE	LOC6593652|XP_002019239.1|DPER
