Orthogroup	ASTE.longest_only	DSAN.longest_only
OG0004467	LOC118503839|XP_035893440.1|ASTE	LOC120448856|XP_039486997.1|DSAN
OG0004468	LOC118503835|XP_035893437.1|ASTE	LOC120448855|XP_039486996.1|DSAN
OG0004469	LOC118503828|XP_035893424.1|ASTE	LOC120449190|XP_039487478.1|DSAN
OG0004470	LOC118503781|XP_035893349.1|ASTE	LOC120445247|XP_039481455.1|DSAN
OG0004471	LOC118503773|XP_035893336.1|ASTE	LOC120451612|XP_039491386.1|DSAN
OG0004472	LOC118506136|XP_035898765.1|ASTE	LOC120458210|XP_039501721.1|DSAN
OG0004473	LOC118506130|XP_035898757.1|ASTE	LOC120445983|XP_039482649.1|DSAN
OG0004474	LOC118506127|XP_035898754.1|ASTE	LOC120445982|XP_039482648.1|DSAN
OG0004475	LOC118506126|XP_035898753.1|ASTE	LOC120454672|XP_039496122.1|DSAN
OG0004476	LOC118508881|XP_035904587.1|ASTE	LOC120458834|XP_039502591.1|DSAN
OG0004477	LOC118503739|XP_035893259.1|ASTE	LOC120448079|XP_039485789.1|DSAN
OG0004478	LOC118503734|XP_035893243.1|ASTE	LOC120444922|XP_039480853.1|DSAN
OG0004479	LOC118505293|XP_035896786.1|ASTE	LOC120445418|XP_039481768.1|DSAN
OG0004480	LOC118517488|XP_035919577.1|ASTE	LOC120455185|XP_039497057.1|DSAN
OG0004481	LOC118511988|XP_035911621.1|ASTE	LOC120447004|XP_039484244.1|DSAN
OG0004482	LOC118517372|XP_035919284.1|ASTE	LOC120453406|XP_039494030.1|DSAN
OG0004483	LOC118507439|XP_035901810.1|ASTE	LOC120444800|XP_039480681.1|DSAN
OG0004484	LOC118502435|XP_035890556.1|ASTE	LOC120452391|XP_039492540.1|DSAN
OG0004485	LOC118513932|XP_035916196.1|ASTE	LOC120455288|XP_039497261.1|DSAN
OG0004486	LOC118503530|XP_035892809.1|ASTE	LOC120447106|XP_039484451.1|DSAN
OG0004487	LOC118509838|XP_035906923.1|ASTE	LOC120450348|XP_039489257.1|DSAN
OG0004488	LOC118512905|XP_035913923.1|ASTE	LOC120443738|XP_039478927.1|DSAN
OG0004504	LOC118512851|XP_035913814.1|ASTE	LOC120448526|XP_039486498.1|DSAN
OG0004505	LOC118504954|XP_035895970.1|ASTE	LOC120452806|XP_039493140.1|DSAN
OG0004506	LOC118505903|XP_035898253.1|ASTE	LOC120451309|XP_039490812.1|DSAN
OG0004507	LOC118507824|XP_035902819.1|ASTE	LOC120452390|XP_039492539.1|DSAN
OG0004508	LOC118505151|XP_035896426.1|ASTE	LOC120453042|XP_039493496.1|DSAN
OG0004509	LOC118509882|XP_035907014.1|ASTE	LOC120447767|XP_039485248.1|DSAN
OG0004510	LOC118510438|XP_035908116.1|ASTE	LOC120457247|XP_039500570.1|DSAN
OG0004511	LOC118503740|XP_035893265.1|ASTE	LOC120451761|XP_039491623.1|DSAN
OG0004512	LOC118509647|XP_035906461.1|ASTE	LOC120454905|XP_039496515.1|DSAN
OG0004513	LOC118509547|XP_035906194.1|ASTE	LOC120454842|XP_039496268.1|DSAN
OG0004514	LOC118509504|XP_035906059.1|ASTE	LOC120454924|XP_039496611.1|DSAN
OG0004515	LOC118505960|XP_035898391.1|ASTE, LOC118505966|XP_035898405.1|ASTE	LOC120454969|XP_039496684.1|DSAN
OG0004516	LOC118506369|XP_035899289.1|ASTE	LOC120456704|XP_039499609.1|DSAN
OG0004517	LOC118516111|XP_035917992.1|ASTE	LOC120456775|XP_039499707.1|DSAN
OG0004518	LOC118511362|XP_035910221.1|ASTE	LOC120457361|XP_039500818.1|DSAN
OG0004519	LOC118503877|XP_035893523.1|ASTE	LOC120453516|XP_039494198.1|DSAN
OG0004520	LOC118506911|XP_035900602.1|ASTE	LOC120455348|XP_039497375.1|DSAN
OG0004521	LOC118514364|XP_035917098.1|ASTE	LOC120458601|XP_039502239.1|DSAN
OG0004522	LOC118505531|XP_035897338.1|ASTE, LOC118507443|XP_035901821.1|ASTE	LOC120456676|XP_039499567.1|DSAN
OG0004523	LOC118517498|XP_035919598.1|ASTE	LOC120450975|XP_039490201.1|DSAN
OG0004524	LOC118517453|XP_035919503.1|ASTE	LOC120456951|XP_039500028.1|DSAN
OG0004525	LOC118505287|XP_035896765.1|ASTE	LOC120455547|XP_039497820.1|DSAN
OG0004526	LOC118505219|XP_035896634.1|ASTE	LOC120455169|XP_039497030.1|DSAN
OG0004527	LOC118511411|XP_035910361.1|ASTE	LOC120456959|XP_039500038.1|DSAN
OG0004528	LOC118517511|XP_035919629.1|ASTE	LOC120455385|XP_039497446.1|DSAN
OG0004529	LOC118505741|XP_035897831.1|ASTE	LOC120456886|XP_039499916.1|DSAN
OG0004530	LOC118509983|XP_035907257.1|ASTE, LOC118516190|XP_035918001.1|ASTE	LOC120457112|XP_039500258.1|DSAN
OG0004531	LOC118515705|XP_035917943.1|ASTE	LOC120452568|XP_039492784.1|DSAN
OG0004532	LOC118511449|XP_035910453.1|ASTE	LOC120457223|XP_039500529.1|DSAN
OG0004533	LOC118505536|XP_035897354.1|ASTE	LOC120455640|XP_039497964.1|DSAN
OG0004534	LOC118506860|XP_035900483.1|ASTE	LOC120446526|XP_039483472.1|DSAN
OG0004535	LOC118502977|XP_035891687.1|ASTE	LOC120450230|XP_039489042.1|DSAN
OG0004536	LOC118505862|XP_035898142.1|ASTE	LOC120456341|XP_039499049.1|DSAN
OG0004537	LOC118510444|XP_035908136.1|ASTE	LOC120455505|XP_039497702.1|DSAN
OG0004538	LOC118512077|XP_035911908.1|ASTE	LOC120445429|XP_039481790.1|DSAN
OG0004539	LOC118510196|XP_035907616.1|ASTE	LOC120452833|XP_039493192.1|DSAN
OG0004540	LOC118510111|XP_035907467.1|ASTE	LOC120456130|XP_039498693.1|DSAN
OG0004541	LOC118503260|XP_035892197.1|ASTE	LOC120444347|XP_039479858.1|DSAN
OG0004542	LOC118503252|XP_035892187.1|ASTE	LOC120456305|XP_039498987.1|DSAN
OG0004543	LOC118510647|XP_035908651.1|ASTE	LOC120455933|XP_039498394.1|DSAN
OG0004544	LOC118510456|XP_035908184.1|ASTE	LOC120456286|XP_039498961.1|DSAN
OG0004545	LOC118503842|XP_035893444.1|ASTE	LOC120454681|XP_039496131.1|DSAN
OG0004546	LOC118502909|XP_035891525.1|ASTE	LOC120444827|XP_039480717.1|DSAN
OG0004547	LOC118509602|XP_035906290.1|ASTE, LOC118516338|XP_035918042.1|ASTE, LOC118509917|XP_035907121.1|ASTE	LOC120456385|XP_039499144.1|DSAN
OG0004548	LOC118517711|XP_035920053.1|ASTE	LOC120457284|XP_039500659.1|DSAN
OG0004549	LOC118509186|XP_035905351.1|ASTE	LOC120457198|XP_039500486.1|DSAN
OG0004550	LOC118512559|XP_035913045.1|ASTE	LOC120456184|XP_039498792.1|DSAN
OG0004551	LOC118510381|XP_035908020.1|ASTE	LOC120445888|XP_039482472.1|DSAN
OG0004552	LOC118512793|XP_035913610.1|ASTE	LOC120455281|XP_039497238.1|DSAN
OG0004553	LOC118512729|XP_035913482.1|ASTE	LOC120447613|XP_039485021.1|DSAN
OG0004554	LOC118503097|XP_035891892.1|ASTE	LOC120454971|XP_039496687.1|DSAN
OG0004555	LOC118503082|XP_035891861.1|ASTE	LOC120456537|XP_039499349.1|DSAN
OG0004556	LOC118510616|XP_035908535.1|ASTE	LOC120455045|XP_039496827.1|DSAN
OG0004558	LOC118507057|XP_035900916.1|ASTE	LOC120455896|XP_039498327.1|DSAN
OG0004559	LOC118505786|XP_035897994.1|ASTE	LOC120453083|XP_039493544.1|DSAN
OG0004560	LOC118511620|XP_035910815.1|ASTE	LOC120457867|XP_039501325.1|DSAN
OG0004561	LOC118508577|XP_035904378.1|ASTE	LOC120453619|XP_039494332.1|DSAN
OG0004562	LOC118517460|XP_035919515.1|ASTE	LOC120453632|XP_039494357.1|DSAN
OG0004563	LOC118517454|XP_035919505.1|ASTE	LOC120454587|XP_039495969.1|DSAN
OG0004564	LOC118517455|XP_035919506.1|ASTE	LOC120452204|XP_039492258.1|DSAN
OG0004565	LOC118512656|XP_035913272.1|ASTE	LOC120454097|XP_039495041.1|DSAN
OG0004566	LOC118517468|XP_035919534.1|ASTE	LOC120455117|XP_039496943.1|DSAN
OG0004567	LOC118512884|XP_035913882.1|ASTE	LOC120456225|XP_039498843.1|DSAN
OG0004568	LOC118512263|XP_035912332.1|ASTE	LOC120457345|XP_039500788.1|DSAN
OG0004569	LOC118502844|XP_035891433.1|ASTE	LOC120451155|XP_039490520.1|DSAN
OG0004570	LOC118517452|XP_035919499.1|ASTE	LOC120444313|XP_039479790.1|DSAN
OG0004571	LOC118505158|XP_035896449.1|ASTE	LOC120457176|XP_039500405.1|DSAN
OG0004572	LOC118510341|XP_035907909.1|ASTE	LOC120458782|XP_039502497.1|DSAN
OG0004573	LOC118517366|XP_035919277.1|ASTE	LOC120451316|XP_039490819.1|DSAN
OG0004574	LOC118502582|XP_035890817.1|ASTE	LOC120456484|XP_039499282.1|DSAN
OG0004575	LOC118510256|XP_035907737.1|ASTE	LOC120455418|XP_039497500.1|DSAN
OG0004576	LOC118505368|XP_035896966.1|ASTE	LOC120451002|XP_039490248.1|DSAN
OG0004577	LOC118503476|XP_035892672.1|ASTE	LOC120453906|XP_039494771.1|DSAN
OG0004578	LOC118517508|XP_035919623.1|ASTE	LOC120455649|XP_039497974.1|DSAN
OG0004580	LOC118506950|XP_035900661.1|ASTE	LOC120454445|XP_039495681.1|DSAN
OG0004581	LOC118511142|XP_035909804.1|ASTE	LOC120454340|XP_039495485.1|DSAN
OG0004582	LOC118512391|XP_035912703.1|ASTE	LOC120452634|XP_039492878.1|DSAN
OG0004583	LOC118504324|XP_035894549.1|ASTE	LOC120456102|XP_039498641.1|DSAN
OG0004584	LOC118509702|XP_035906672.1|ASTE	LOC120445519|XP_039481912.1|DSAN
OG0004585	LOC118517378|XP_035919294.1|ASTE	LOC120452253|XP_039492315.1|DSAN
OG0004586	LOC118517502|XP_035919608.1|ASTE	LOC120457092|XP_039500212.1|DSAN
OG0004587	LOC118508911|XP_035904668.1|ASTE	LOC120451845|XP_039491755.1|DSAN
OG0004588	LOC118504096|XP_035894072.1|ASTE	LOC120452102|XP_039492112.1|DSAN
OG0004589	LOC118510994|XP_035909405.1|ASTE	LOC120456900|XP_039499936.1|DSAN
OG0004590	LOC118504772|XP_035895598.1|ASTE	LOC120453117|XP_039493590.1|DSAN
OG0004591	LOC118504725|XP_035895463.1|ASTE	LOC120451223|XP_039490640.1|DSAN
OG0004592	LOC118517305|XP_035919186.1|ASTE	LOC120455460|XP_039497616.1|DSAN
OG0004593	LOC118517316|XP_035919192.1|ASTE	LOC120456918|XP_039499986.1|DSAN
OG0004594	LOC118507656|XP_035902366.1|ASTE	LOC120456605|XP_039499449.1|DSAN
OG0004595	LOC118508283|XP_035903861.1|ASTE	LOC120456468|XP_039499250.1|DSAN
OG0004596	LOC118507892|XP_035903027.1|ASTE	LOC120456271|XP_039498933.1|DSAN
OG0004597	LOC118507125|XP_035901029.1|ASTE	LOC120455026|XP_039496791.1|DSAN
OG0004598	LOC118507880|XP_035902984.1|ASTE, LOC118504638|XP_035895259.1|ASTE	LOC120449069|XP_039487301.1|DSAN
OG0004599	LOC118513893|XP_035916100.1|ASTE	LOC120455608|XP_039497926.1|DSAN
OG0004600	LOC118507283|XP_035901510.1|ASTE	LOC120456340|XP_039499048.1|DSAN
OG0004601	LOC118507350|XP_035901654.1|ASTE	LOC120455928|XP_039498388.1|DSAN
OG0004602	LOC118511311|XP_035910117.1|ASTE	LOC120455532|XP_039497755.1|DSAN
OG0004603	LOC118508968|XP_035904816.1|ASTE	LOC120458042|XP_039501485.1|DSAN
OG0004604	LOC118504793|XP_035895665.1|ASTE	LOC120455859|XP_039498264.1|DSAN
OG0004605	LOC118517359|XP_035919266.1|ASTE	LOC120456465|XP_039499245.1|DSAN
OG0004606	LOC118517445|XP_035919472.1|ASTE	LOC120451771|XP_039491635.1|DSAN
OG0004607	LOC118511252|XP_035909997.1|ASTE	LOC120456035|XP_039498539.1|DSAN
OG0004608	LOC118508972|XP_035904846.1|ASTE, LOC118506529|XP_035899682.1|ASTE	LOC120457273|XP_039500631.1|DSAN
OG0004609	LOC118504417|XP_035894748.1|ASTE	LOC120455815|XP_039498210.1|DSAN
OG0004610	LOC118517483|XP_035919571.1|ASTE	LOC120452931|XP_039493336.1|DSAN
OG0004611	LOC118517622|XP_035919821.1|ASTE	LOC120451963|XP_039491921.1|DSAN
OG0004612	LOC118517659|XP_035919917.1|ASTE	LOC120453018|XP_039493469.1|DSAN
OG0004613	LOC118506999|XP_035900781.1|ASTE	LOC120454343|XP_039495489.1|DSAN
OG0004614	LOC118502805|XP_035891329.1|ASTE	LOC120457108|XP_039500251.1|DSAN
OG0004615	LOC118507366|XP_035901683.1|ASTE	LOC120455372|XP_039497418.1|DSAN
OG0004616	LOC118516420|XP_035918180.1|ASTE, LOC118509548|XP_035906191.1|ASTE	LOC120456447|XP_039499218.1|DSAN
OG0004617	LOC118508112|XP_035903501.1|ASTE	LOC120445843|XP_039482406.1|DSAN
OG0004619	LOC118517451|XP_035919498.1|ASTE	LOC120451102|XP_039490442.1|DSAN
OG0004620	LOC118516429|XP_035918198.1|ASTE	LOC120454601|XP_039495992.1|DSAN
OG0004621	LOC118510544|XP_035908406.1|ASTE	LOC120451640|XP_039491434.1|DSAN
OG0004622	LOC118511488|XP_035910535.1|ASTE	LOC120452616|XP_039492852.1|DSAN
OG0004623	LOC118512617|XP_035913191.1|ASTE	LOC120453461|XP_039494112.1|DSAN
OG0004624	LOC118517474|XP_035919546.1|ASTE	LOC120454071|XP_039495016.1|DSAN
OG0004625	LOC118505940|XP_035898359.1|ASTE	LOC120454952|XP_039496654.1|DSAN
OG0004626	LOC118504916|XP_035895884.1|ASTE	LOC120457259|XP_039500597.1|DSAN
OG0004627	LOC118507611|XP_035902181.1|ASTE	LOC120447455|XP_039484745.1|DSAN
OG0004628	LOC118509744|XP_035906771.1|ASTE	LOC120456628|XP_039499483.1|DSAN
OG0004629	LOC118502814|XP_035891357.1|ASTE	LOC120451356|XP_039490926.1|DSAN
OG0004630	LOC118502796|XP_035891300.1|ASTE	LOC120451608|XP_039491375.1|DSAN
OG0004632	LOC118510112|XP_035907469.1|ASTE	LOC120453091|XP_039493554.1|DSAN
OG0004634	LOC118504570|XP_035895083.1|ASTE	LOC120452686|XP_039492971.1|DSAN
OG0004635	LOC118517407|XP_035919374.1|ASTE	LOC120455217|XP_039497116.1|DSAN
OG0004636	LOC118503995|XP_035893840.1|ASTE	LOC120457099|XP_039500221.1|DSAN
OG0004637	LOC118508235|XP_035903740.1|ASTE	LOC120455198|XP_039497076.1|DSAN
OG0004639	LOC118517374|XP_035919286.1|ASTE	LOC120453889|XP_039494739.1|DSAN
OG0004640	LOC118517376|XP_035919288.1|ASTE	LOC120453818|XP_039494634.1|DSAN
OG0004641	LOC118506482|XP_035899557.1|ASTE	LOC120456679|XP_039499570.1|DSAN
OG0004642	LOC118511999|XP_035911634.1|ASTE	LOC120450609|XP_039489678.1|DSAN
OG0004644	LOC118513350|XP_035914875.1|ASTE	LOC120455070|XP_039496856.1|DSAN
OG0004645	LOC118510337|XP_035907895.1|ASTE	LOC120446292|XP_039483123.1|DSAN
OG0004646	LOC118510689|XP_035908758.1|ASTE	LOC120453828|XP_039494656.1|DSAN
OG0004647	LOC118503353|XP_035892438.1|ASTE	LOC120457224|XP_039500532.1|DSAN
OG0004648	LOC118512472|XP_035912853.1|ASTE	LOC120456155|XP_039498726.1|DSAN
OG0004649	LOC118503454|XP_035892622.1|ASTE	LOC120456065|XP_039498589.1|DSAN
OG0004650	LOC118517116|XP_035918873.1|ASTE, LOC118513792|XP_035915871.1|ASTE	LOC120447140|XP_039484512.1|DSAN
OG0004651	LOC118517480|XP_035919554.1|ASTE	LOC120451792|XP_039491679.1|DSAN
OG0004652	LOC118505560|XP_035897404.1|ASTE	LOC120450794|XP_039489889.1|DSAN
OG0004653	LOC118506470|XP_035899540.1|ASTE	LOC120450461|XP_039489415.1|DSAN
OG0004654	LOC118505567|XP_035897417.1|ASTE	LOC120454933|XP_039496627.1|DSAN
OG0004655	LOC118506486|XP_035899559.1|ASTE	LOC120452529|XP_039492727.1|DSAN
OG0004656	LOC118506479|XP_035899552.1|ASTE	LOC120456808|XP_039499779.1|DSAN
OG0004657	LOC118506494|XP_035899581.1|ASTE	LOC120453758|XP_039494525.1|DSAN
OG0004658	LOC118508281|XP_035903815.1|ASTE	LOC120453307|XP_039493896.1|DSAN
OG0004659	LOC118508291|XP_035903829.1|ASTE	LOC120452219|XP_039492279.1|DSAN
OG0004660	LOC118505236|XP_035896668.1|ASTE	LOC120454679|XP_039496128.1|DSAN
OG0004661	LOC118504446|XP_035894831.1|ASTE	LOC120452256|XP_039492319.1|DSAN
OG0004662	LOC118506392|XP_035899332.1|ASTE	LOC120453486|XP_039494154.1|DSAN
OG0004664	LOC118504548|XP_035895043.1|ASTE	LOC120456488|XP_039499286.1|DSAN
OG0004665	LOC118504552|XP_035895053.1|ASTE	LOC120456018|XP_039498516.1|DSAN
OG0004666	LOC118512031|XP_035911716.1|ASTE	LOC120450919|XP_039490117.1|DSAN
OG0004667	LOC118505608|XP_035897533.1|ASTE	LOC120452744|XP_039493053.1|DSAN
OG0004668	LOC118504550|XP_035895046.1|ASTE	LOC120456470|XP_039499253.1|DSAN
OG0004669	LOC118504549|XP_035895045.1|ASTE	LOC120458793|XP_039502521.1|DSAN
OG0004670	LOC118506364|XP_035899276.1|ASTE	LOC120452577|XP_039492794.1|DSAN
OG0004671	LOC118504138|XP_035894128.1|ASTE	LOC120452702|XP_039492992.1|DSAN
OG0004672	LOC118505603|XP_035897524.1|ASTE	LOC120451703|XP_039491534.1|DSAN
OG0004673	LOC118508285|XP_035903818.1|ASTE	LOC120451291|XP_039490776.1|DSAN
OG0004674	LOC118505590|XP_035897460.1|ASTE	LOC120453015|XP_039493465.1|DSAN
OG0004675	LOC118505589|XP_035897459.1|ASTE	LOC120451094|XP_039490433.1|DSAN
OG0004676	LOC118502734|XP_035891189.1|ASTE	LOC120451763|XP_039491625.1|DSAN
OG0004677	LOC118508492|XP_035904212.1|ASTE	LOC120452624|XP_039492864.1|DSAN
OG0004678	LOC118508482|XP_035904191.1|ASTE	LOC120451779|XP_039491656.1|DSAN
OG0004679	LOC118502920|XP_035891548.1|ASTE	LOC120451905|XP_039491848.1|DSAN
OG0004680	LOC118506377|XP_035899300.1|ASTE	LOC120452754|XP_039493066.1|DSAN
OG0004681	LOC118506806|XP_035900350.1|ASTE	LOC120451852|XP_039491777.1|DSAN
OG0004682	LOC118508306|XP_035903857.1|ASTE	LOC120450265|XP_039489097.1|DSAN
OG0004683	LOC118508296|XP_035903838.1|ASTE	LOC120452054|XP_039492052.1|DSAN
OG0004684	LOC118504302|XP_035894492.1|ASTE	LOC120451371|XP_039490955.1|DSAN
OG0004685	LOC118507554|XP_035902035.1|ASTE	LOC120451099|XP_039490437.1|DSAN
OG0004686	LOC118502964|XP_035891621.1|ASTE	LOC120453335|XP_039493935.1|DSAN
OG0004687	LOC118507546|XP_035902019.1|ASTE	LOC120453543|XP_039494229.1|DSAN
OG0004688	LOC118504372|XP_035894671.1|ASTE	LOC120453796|XP_039494604.1|DSAN
OG0004689	LOC118505417|XP_035897064.1|ASTE	LOC120454538|XP_039495849.1|DSAN
OG0004690	LOC118502542|XP_035890708.1|ASTE	LOC120454457|XP_039495703.1|DSAN
OG0004691	LOC118502543|XP_035890711.1|ASTE	LOC120454557|XP_039495882.1|DSAN
OG0004692	LOC118502546|XP_035890715.1|ASTE	LOC120453950|XP_039494829.1|DSAN
OG0004693	LOC118502547|XP_035890716.1|ASTE	LOC120452350|XP_039492456.1|DSAN
OG0004694	LOC118504987|XP_035896047.1|ASTE	LOC120452463|XP_039492628.1|DSAN
OG0004695	LOC118505113|XP_035896308.1|ASTE	LOC120451322|XP_039490828.1|DSAN
OG0004696	LOC118506783|XP_035900289.1|ASTE	LOC120453521|XP_039494202.1|DSAN
OG0004697	LOC118508448|XP_035904137.1|ASTE	LOC120456527|XP_039499331.1|DSAN
OG0004698	LOC118517174|XP_035918975.1|ASTE, LOC118505254|XP_035896703.1|ASTE	LOC120456260|XP_039498917.1|DSAN
OG0004699	LOC118503593|XP_035892939.1|ASTE	LOC120450991|XP_039490228.1|DSAN
OG0004700	LOC118508001|XP_035903267.1|ASTE	LOC120452330|XP_039492423.1|DSAN
OG0004701	LOC118507481|XP_035901882.1|ASTE	LOC120452532|XP_039492730.1|DSAN
OG0004702	LOC118504478|XP_035894882.1|ASTE	LOC120450773|XP_039489863.1|DSAN
OG0004703	LOC118507527|XP_035901986.1|ASTE	LOC120453280|XP_039493840.1|DSAN
OG0004704	LOC118507850|XP_035902874.1|ASTE	LOC120451146|XP_039490507.1|DSAN
OG0004705	LOC118503571|XP_035892898.1|ASTE	LOC120450852|XP_039489998.1|DSAN
OG0004706	LOC118505064|XP_035896236.1|ASTE, LOC118517192|XP_035919031.1|ASTE	LOC120450076|XP_039488796.1|DSAN
OG0004707	LOC118502839|XP_035891414.1|ASTE	LOC120444039|XP_039479478.1|DSAN
OG0004708	LOC118504903|XP_035895864.1|ASTE	LOC120450758|XP_039489830.1|DSAN
OG0004709	LOC118503568|XP_035892883.1|ASTE	LOC120453224|XP_039493752.1|DSAN
OG0004710	LOC118503563|XP_035892865.1|ASTE	LOC120452197|XP_039492249.1|DSAN
OG0004711	LOC118502868|XP_035891468.1|ASTE	LOC120454590|XP_039495975.1|DSAN
OG0004712	LOC118502848|XP_035891441.1|ASTE	LOC120454595|XP_039495981.1|DSAN
OG0004713	LOC118503370|XP_035892457.1|ASTE	LOC120454360|XP_039495516.1|DSAN
OG0004714	LOC118503374|XP_035892464.1|ASTE	LOC120451659|XP_039491468.1|DSAN
OG0004715	LOC118513692|XP_035915709.1|ASTE	LOC120458826|XP_039502580.1|DSAN
OG0004716	LOC118508573|XP_035904367.1|ASTE	LOC120454375|XP_039495545.1|DSAN
OG0004717	LOC118502710|XP_035891148.1|ASTE	LOC120456472|XP_039499264.1|DSAN
OG0004718	LOC118502711|XP_035891151.1|ASTE	LOC120453449|XP_039494099.1|DSAN
OG0004719	LOC118506355|XP_035899257.1|ASTE	LOC120454630|XP_039496040.1|DSAN
OG0004720	LOC118506356|XP_035899260.1|ASTE	LOC120450771|XP_039489861.1|DSAN
OG0004721	LOC118507522|XP_035901976.1|ASTE	LOC120453418|XP_039494051.1|DSAN
OG0004722	LOC118502694|XP_035891103.1|ASTE	LOC120452049|XP_039492046.1|DSAN
OG0004723	LOC118504977|XP_035896013.1|ASTE	LOC120455853|XP_039498258.1|DSAN
OG0004724	LOC118504974|XP_035896001.1|ASTE	LOC120453184|XP_039493681.1|DSAN
OG0004725	LOC118505011|XP_035896092.1|ASTE	LOC120454702|XP_039496172.1|DSAN
OG0004726	LOC118507877|XP_035902981.1|ASTE	LOC120453240|XP_039493775.1|DSAN
OG0004727	LOC118506905|XP_035900585.1|ASTE	LOC120451685|XP_039491502.1|DSAN
OG0004728	LOC118506915|XP_035900603.1|ASTE	LOC120450793|XP_039489888.1|DSAN
OG0004729	LOC118504280|XP_035894448.1|ASTE	LOC120456879|XP_039499911.1|DSAN
OG0004730	LOC118512956|XP_035914072.1|ASTE	LOC120449255|XP_039487572.1|DSAN
OG0004731	LOC118506465|XP_035899532.1|ASTE	LOC120451827|XP_039491735.1|DSAN
OG0004732	LOC118503288|XP_035892270.1|ASTE	LOC120453435|XP_039494076.1|DSAN
OG0004733	LOC118503287|XP_035892269.1|ASTE	LOC120451636|XP_039491428.1|DSAN
OG0004734	LOC118503283|XP_035892263.1|ASTE	LOC120452977|XP_039493407.1|DSAN
OG0004735	LOC118502670|XP_035891035.1|ASTE	LOC120452362|XP_039492474.1|DSAN
OG0004736	LOC118503296|XP_035892283.1|ASTE	LOC120454512|XP_039495803.1|DSAN
OG0004737	LOC118503612|XP_035892980.1|ASTE	LOC120452008|XP_039491979.1|DSAN
OG0004738	LOC118503026|XP_035891743.1|ASTE	LOC120451861|XP_039491794.1|DSAN
OG0004739	LOC118503032|XP_035891756.1|ASTE	LOC120453080|XP_039493541.1|DSAN
OG0004740	LOC118505250|XP_035896696.1|ASTE	LOC120453131|XP_039493614.1|DSAN
OG0004741	LOC118505177|XP_035896523.1|ASTE	LOC120454509|XP_039495796.1|DSAN
OG0004742	LOC118505139|XP_035896381.1|ASTE	LOC120454887|XP_039496418.1|DSAN
OG0004743	LOC118506918|XP_035900607.1|ASTE	LOC120451828|XP_039491737.1|DSAN
OG0004744	LOC118506876|XP_035900513.1|ASTE	LOC120452375|XP_039492504.1|DSAN
OG0004745	LOC118505848|XP_035898115.1|ASTE	LOC120451375|XP_039490960.1|DSAN
OG0004746	LOC118503461|XP_035892639.1|ASTE	LOC120451639|XP_039491433.1|DSAN
OG0004747	LOC118503465|XP_035892644.1|ASTE	LOC120451644|XP_039491439.1|DSAN
OG0004748	LOC118504716|XP_035895446.1|ASTE	LOC120450879|XP_039490039.1|DSAN
OG0004749	LOC118507891|XP_035903022.1|ASTE	LOC120452468|XP_039492638.1|DSAN
OG0004750	LOC118502406|XP_035890522.1|ASTE	LOC120451104|XP_039490445.1|DSAN
OG0004751	LOC118503464|XP_035892643.1|ASTE	LOC120451252|XP_039490708.1|DSAN
OG0004752	LOC118506451|XP_035899483.1|ASTE	LOC120452374|XP_039492500.1|DSAN
OG0004753	LOC118506449|XP_035899479.1|ASTE	LOC120451501|XP_039491187.1|DSAN
OG0004754	LOC118506448|XP_035899478.1|ASTE	LOC120451344|XP_039490860.1|DSAN
OG0004755	LOC118508494|XP_035904220.1|ASTE	LOC120454609|XP_039496005.1|DSAN
OG0004756	LOC118508493|XP_035904219.1|ASTE	LOC120454607|XP_039496002.1|DSAN
OG0004757	LOC118502820|XP_035891378.1|ASTE	LOC120454366|XP_039495524.1|DSAN
OG0004758	LOC118505400|XP_035897025.1|ASTE	LOC120452396|XP_039492545.1|DSAN
OG0004759	LOC118505403|XP_035897031.1|ASTE	LOC120454197|XP_039495225.1|DSAN
OG0004760	LOC118506441|XP_035899468.1|ASTE	LOC120451541|XP_039491257.1|DSAN
OG0004761	LOC118504902|XP_035895861.1|ASTE	LOC120451244|XP_039490690.1|DSAN
OG0004762	LOC118502548|XP_035890722.1|ASTE	LOC120452016|XP_039491996.1|DSAN
OG0004763	LOC118507875|XP_035902976.1|ASTE	LOC120453063|XP_039493522.1|DSAN
OG0004764	LOC118507866|XP_035902965.1|ASTE	LOC120453032|XP_039493486.1|DSAN
OG0004765	LOC118507874|XP_035902974.1|ASTE	LOC120452277|XP_039492342.1|DSAN
OG0004766	LOC118507852|XP_035902878.1|ASTE	LOC120453384|XP_039494000.1|DSAN
OG0004767	LOC118502861|XP_035891462.1|ASTE	LOC120452479|XP_039492655.1|DSAN
OG0004768	LOC118506894|XP_035900566.1|ASTE	LOC120452477|XP_039492651.1|DSAN
OG0004769	LOC118506921|XP_035900611.1|ASTE	LOC120457708|XP_039501138.1|DSAN
OG0004770	LOC118506956|XP_035900669.1|ASTE	LOC120451536|XP_039491248.1|DSAN
OG0004771	LOC118506938|XP_035900649.1|ASTE	LOC120450831|XP_039489947.1|DSAN
OG0004772	LOC118517614|XP_035919803.1|ASTE	LOC120450998|XP_039490241.1|DSAN
OG0004773	LOC118506458|XP_035899513.1|ASTE	LOC120454130|XP_039495105.1|DSAN
OG0004774	LOC118506454|XP_035899485.1|ASTE	LOC120454133|XP_039495119.1|DSAN
OG0004775	LOC118506459|XP_035899514.1|ASTE	LOC120451839|XP_039491750.1|DSAN
