Orthogroup	BTRY.longest_only	DYAK.longest_only
OG0005952	LOC120768850|XP_039951535.1|BTRY	LOC6527239|XP_015053639.1|DYAK
OG0005953	LOC120767302|XP_039949122.1|BTRY	LOC6529243|XP_002090249.1|DYAK
OG0005954	LOC120769558|XP_039952541.1|BTRY	LOC6529239|XP_002090245.1|DYAK
OG0005955	LOC120777975|XP_039965549.1|BTRY	LOC6536387|XP_002096969.1|DYAK
OG0005956	LOC120770882|XP_039954456.1|BTRY	LOC6531247|XP_002092056.1|DYAK
OG0005957	LOC120782472|XP_039970699.1|BTRY	LOC6538692|XP_002099211.1|DYAK
OG0005958	LOC120769053|XP_039951836.1|BTRY	LOC6538453|XP_002098977.1|DYAK
OG0005959	LOC120768962|XP_039951690.1|BTRY	LOC6527909|XP_002088981.1|DYAK
OG0005960	LOC120774058|XP_039959297.1|BTRY	LOC6525857|XP_002101677.1|DYAK
OG0005961	LOC120771009|XP_039954708.1|BTRY	LOC6531458|XP_002092257.1|DYAK
OG0005962	LOC120770528|XP_039954011.1|BTRY	LOC6530823|XP_039228275.1|DYAK
OG0005963	LOC120767709|XP_039949838.1|BTRY	LOC6527270|XP_002088364.1|DYAK
OG0005964	LOC120770521|XP_039953997.1|BTRY	LOC6530573|XP_002091486.1|DYAK
OG0005965	LOC120770947|XP_039954594.1|BTRY	LOC6528822|XP_002089854.2|DYAK
OG0005966	LOC120768409|XP_039951024.1|BTRY	LOC6530136|XP_002091082.2|DYAK
OG0005967	LOC120772548|XP_039957167.1|BTRY	LOC6530830|XP_039228944.1|DYAK
OG0005968	LOC120771823|XP_039955982.1|BTRY	LOC6530834|XP_002091717.2|DYAK
OG0005969	LOC120771673|XP_039955730.1|BTRY	LOC6531938|XP_039228500.1|DYAK
OG0005970	LOC120773478|XP_039958331.1|BTRY	LOC6533613|XP_002094321.1|DYAK
OG0005971	LOC120770339|XP_039953671.1|BTRY	LOC6529889|XP_002090846.1|DYAK
OG0005972	LOC120776728|XP_039963582.1|BTRY	LOC6534794|XP_015050837.1|DYAK
OG0005973	LOC120777496|XP_039964775.1|BTRY	LOC6534878|XP_002095550.1|DYAK
OG0005974	LOC120778939|XP_039966930.1|BTRY	LOC6534808|XP_015050846.1|DYAK
OG0005975	LOC120778119|XP_039965757.1|BTRY	LOC6534798|XP_002095470.1|DYAK
OG0005976	LOC120775493|XP_039961632.1|BTRY	LOC26535822|XP_039232560.1|DYAK
OG0005977	LOC120774376|XP_039959906.1|BTRY	LOC6530769|XP_002091657.1|DYAK
OG0005978	LOC120771040|XP_039954769.1|BTRY	LOC6531687|XP_002092478.3|DYAK
OG0005979	LOC120770324|XP_039953640.1|BTRY	LOC6530007|XP_002090953.1|DYAK
OG0005980	LOC120771609|XP_039955628.1|BTRY	LOC6528418|XP_002089464.1|DYAK
OG0005981	LOC120774381|XP_039959920.1|BTRY	LOC6525540|XP_002101375.2|DYAK
OG0005982	LOC120771631|XP_039955658.1|BTRY	LOC6528425|XP_002089471.3|DYAK
OG0005983	LOC120775426|XP_039961543.1|BTRY	LOC120322033|XP_039232735.1|DYAK
OG0005984	LOC120774024|XP_039959246.1|BTRY	LOC6525616|XP_039226012.1|DYAK
OG0005985	LOC120776145|XP_039962619.1|BTRY	LOC6525072|XP_002100911.2|DYAK
OG0005986	LOC120775288|XP_039961335.1|BTRY	LOC6525725|XP_002101547.1|DYAK
OG0005987	LOC120774128|XP_039959435.1|BTRY	LOC6526006|XP_015046585.1|DYAK
OG0005988	LOC120771286|XP_039955148.1|BTRY	LOC6530230|XP_002091167.1|DYAK
OG0005989	LOC120770985|XP_039954661.1|BTRY	LOC6529909|XP_002090866.1|DYAK
OG0005990	LOC120770511|XP_039953980.1|BTRY	LOC6531134|XP_002091968.1|DYAK
OG0005991	LOC120770097|XP_039953189.1|BTRY	LOC6528659|XP_039227019.1|DYAK
OG0005992	LOC120777101|XP_039964171.1|BTRY	LOC6533602|XP_002094310.1|DYAK
OG0005993	LOC120778634|XP_039966463.1|BTRY	LOC6533604|XP_015050184.1|DYAK
OG0005994	LOC120778275|XP_039965989.1|BTRY	LOC6534638|XP_002095313.2|DYAK
OG0005995	LOC120776667|XP_039963476.1|BTRY	LOC6534791|XP_002095463.1|DYAK
OG0005996	LOC120777391|XP_039964618.1|BTRY	LOC6539366|XP_002086259.1|DYAK
OG0005997	LOC120774863|XP_039960626.1|BTRY	LOC6529349|XP_002090354.1|DYAK
OG0005998	LOC120778451|XP_039966178.1|BTRY	LOC6534173|XP_002094857.1|DYAK
OG0005999	LOC120778534|XP_039966310.1|BTRY	LOC6532241|XP_002093014.1|DYAK
OG0006000	LOC120770605|XP_039954143.1|BTRY	LOC6531347|XP_039229310.1|DYAK
OG0006001	LOC120777984|XP_039965557.1|BTRY	LOC6533065|XP_015049799.1|DYAK
OG0006002	LOC120771022|XP_039954732.1|BTRY	LOC6531911|XP_002092697.1|DYAK
OG0006003	LOC120777769|XP_039965213.1|BTRY	LOC6534150|XP_002094834.1|DYAK
OG0006004	LOC120773303|XP_039958085.1|BTRY	LOC6535330|XP_002095986.1|DYAK
OG0006005	LOC120770474|XP_039953910.1|BTRY	LOC6529295|XP_002090300.1|DYAK
OG0006006	LOC120775485|XP_039961623.1|BTRY	LOC6530688|XP_002091579.1|DYAK
OG0006007	LOC120770906|XP_039954517.1|BTRY	LOC6529046|XP_002090077.1|DYAK
OG0006008	LOC120773576|XP_039958494.1|BTRY	LOC6526656|XP_015053442.1|DYAK
OG0006009	LOC120770981|XP_039954657.1|BTRY	LOC6539747|XP_015044996.1|DYAK
OG0006010	LOC120779504|XP_039967742.1|BTRY	LOC6534622|XP_039230946.1|DYAK
OG0006011	LOC120779199|XP_039967403.1|BTRY	LOC6532194|XP_002092968.2|DYAK
OG0006012	LOC120777278|XP_039964417.1|BTRY	LOC6533724|XP_015050228.1|DYAK
OG0006013	LOC120773040|XP_039957904.1|BTRY	LOC6530034|XP_002090980.2|DYAK
OG0006014	LOC120778672|XP_039966539.1|BTRY	LOC6534030|XP_002094717.1|DYAK
OG0006015	LOC120772024|XP_039956325.1|BTRY	LOC6530484|XP_002091399.1|DYAK
OG0006016	LOC120770287|XP_039953557.1|BTRY	LOC6528660|XP_002089702.1|DYAK
OG0006017	LOC120770556|XP_039954066.1|BTRY	LOC6530175|XP_002091115.1|DYAK
OG0006018	LOC120771163|XP_039954976.1|BTRY	LOC6530984|XP_002091822.2|DYAK
OG0006019	LOC120770013|XP_039953039.1|BTRY	LOC26535978|XP_015052945.2|DYAK
OG0006020	LOC120777859|XP_039965337.1|BTRY	LOC6539744|XP_002086629.1|DYAK
OG0006021	LOC120777871|XP_039965359.1|BTRY	LOC6533923|XP_002094623.1|DYAK
OG0006022	LOC120768172|XP_039950669.1|BTRY	LOC6527500|XP_002088590.1|DYAK
OG0006023	LOC120770456|XP_039953887.1|BTRY	LOC6538479|XP_002099003.1|DYAK
OG0006024	LOC120776155|XP_039962643.1|BTRY	LOC6524977|XP_039231108.1|DYAK
OG0006025	LOC120772260|XP_039956696.1|BTRY	LOC6530156|XP_002091098.1|DYAK
OG0006026	LOC120778670|XP_039966540.1|BTRY	LOC6537765|XP_015048491.1|DYAK
OG0006027	LOC120770758|XP_039954277.1|BTRY	LOC6529945|XP_039228555.1|DYAK
OG0006028	LOC120771252|XP_039955101.1|BTRY	LOC6530373|XP_002091299.1|DYAK
OG0006029	LOC120769983|XP_039952992.1|BTRY	LOC6528656|XP_002089698.1|DYAK
OG0006030	LOC120767775|XP_039949953.1|BTRY	LOC6538676|XP_002099195.1|DYAK
OG0006031	LOC120772224|XP_039956643.1|BTRY	LOC6530199|XP_002091137.3|DYAK
OG0006032	LOC120773449|XP_039958273.1|BTRY	LOC6526149|XP_039226370.1|DYAK
OG0006033	LOC120772003|XP_039956295.1|BTRY	LOC6530172|XP_002091112.1|DYAK
OG0006034	LOC120773861|XP_039958951.1|BTRY	LOC6535859|XP_002096478.3|DYAK
OG0006035	LOC120776589|XP_039963295.1|BTRY	LOC6537127|XP_002097688.1|DYAK
OG0006036	LOC120778569|XP_039966368.1|BTRY	LOC6527876|XP_002088948.1|DYAK
OG0006037	LOC120771685|XP_039955750.1|BTRY	LOC6530427|XP_002091343.1|DYAK
OG0006038	LOC120782429|XP_039970645.1|BTRY	LOC6537534|XP_002098080.1|DYAK
OG0006039	LOC120771660|XP_039955709.1|BTRY	LOC6529053|XP_002090082.1|DYAK
OG0006040	LOC120771485|XP_039955457.1|BTRY	LOC6529895|XP_002090852.2|DYAK
OG0006041	LOC120775538|XP_039961694.1|BTRY	LOC6525471|XP_002101306.1|DYAK
OG0006042	LOC120772708|XP_039957387.1|BTRY	LOC6531544|XP_015051394.1|DYAK
OG0006043	LOC120778047|XP_039965656.1|BTRY	LOC6534264|XP_002094945.1|DYAK
OG0006044	LOC120782467|XP_039970694.1|BTRY	LOC26536131|XP_039226486.1|DYAK
OG0006045	LOC120772836|XP_039957579.1|BTRY	LOC6529077|XP_002090090.2|DYAK
OG0006046	LOC120770391|XP_039953755.1|BTRY	LOC6531700|XP_002092491.2|DYAK
OG0006047	LOC120777340|XP_039964524.1|BTRY	LOC6534077|XP_002094763.1|DYAK
OG0006048	LOC120776743|XP_039963614.1|BTRY	LOC6533735|XP_002094440.1|DYAK
OG0006049	LOC120766858|XP_039948520.1|BTRY	LOC6524705|XP_002100549.1|DYAK
OG0006050	LOC120768038|XP_039950475.1|BTRY	LOC6539006|XP_002099508.1|DYAK
OG0006051	LOC120766630|XP_039948180.1|BTRY	LOC6525008|XP_002100847.1|DYAK
OG0006052	LOC120770935|XP_039954573.1|BTRY	LOC6532158|XP_002092934.2|DYAK
OG0006053	LOC120775178|XP_039961166.1|BTRY	LOC6532743|XP_002093485.1|DYAK
OG0006054	LOC120779507|XP_039967747.1|BTRY	LOC6523706|XP_002099583.1|DYAK
OG0006055	LOC120775162|XP_039961144.1|BTRY	LOC6536815|XP_002097385.1|DYAK
OG0006056	LOC120772585|XP_039957226.1|BTRY	LOC6531543|XP_002092342.1|DYAK
OG0006057	LOC120777753|XP_039965184.1|BTRY	LOC6532349|XP_039230006.1|DYAK
OG0006058	LOC120766318|XP_039947674.1|BTRY	LOC6535621|XP_002096249.1|DYAK
OG0006059	LOC120778982|XP_039967008.1|BTRY	LOC6533927|XP_015050332.1|DYAK
OG0006060	LOC120778983|XP_039967013.1|BTRY	LOC6533928|XP_002094628.1|DYAK
OG0006061	LOC120770891|XP_039954486.1|BTRY	LOC6526172|XP_039229556.1|DYAK
OG0006062	LOC120782683|XP_039971008.1|BTRY	LOC6536616|XP_002097188.1|DYAK
OG0006063	LOC120769319|XP_039952203.1|BTRY	LOC6527936|XP_002089003.1|DYAK
OG0006064	LOC120773060|XP_039957927.1|BTRY	LOC6530354|XP_002091280.1|DYAK
OG0006065	LOC120776958|XP_039963982.1|BTRY	LOC6533511|XP_002094222.2|DYAK
OG0006066	LOC120773005|XP_039957857.1|BTRY	LOC6528422|XP_002089468.1|DYAK
OG0006067	LOC120770889|XP_039954468.1|BTRY	LOC6528648|XP_039226627.1|DYAK
OG0006068	LOC120776106|XP_039962529.1|BTRY	LOC6525152|XP_002100990.1|DYAK
OG0006069	LOC120777418|XP_039964651.1|BTRY	LOC6534278|XP_002094959.1|DYAK
OG0006070	LOC120778781|XP_039966699.1|BTRY	LOC6539799|XP_002086686.1|DYAK
OG0006071	LOC120776023|XP_039962440.1|BTRY, LOC120766354|XP_039947718.1|BTRY	LOC6538229|XP_002098756.1|DYAK
OG0006072	LOC120776959|XP_039963983.1|BTRY	LOC6533512|XP_002094223.1|DYAK
OG0006073	LOC120777722|XP_039965146.1|BTRY	LOC6532292|XP_002093052.1|DYAK
OG0006074	LOC120774704|XP_039960367.1|BTRY	LOC6525531|XP_002101366.2|DYAK
OG0006075	LOC120774552|XP_039960217.1|BTRY	LOC120320429|XP_015046275.1|DYAK
OG0006076	LOC120772343|XP_039956840.1|BTRY	LOC6530447|XP_002091363.1|DYAK
OG0006077	LOC120777957|XP_039965507.1|BTRY	LOC6534905|XP_002095576.2|DYAK
OG0006078	LOC120777961|XP_039965512.1|BTRY	LOC6534903|XP_002095574.2|DYAK
OG0006079	LOC120776919|XP_039963924.1|BTRY	LOC6534744|XP_002095419.2|DYAK
OG0006080	LOC120778178|XP_039965848.1|BTRY	LOC6539526|XP_002086414.2|DYAK
OG0006081	LOC120772183|XP_039956564.1|BTRY	LOC6528776|XP_015054060.1|DYAK
OG0006082	LOC120771354|XP_039955242.1|BTRY	LOC6528778|XP_002089812.1|DYAK
OG0006083	LOC120776796|XP_039963716.1|BTRY	LOC6535026|XP_002095692.1|DYAK
OG0006084	LOC120777272|XP_039964409.1|BTRY	LOC6534549|XP_015050681.1|DYAK
OG0006085	LOC120782515|XP_039970757.1|BTRY	LOC6539798|XP_002086685.1|DYAK
OG0006086	LOC120778618|XP_039966432.1|BTRY	LOC6534609|XP_015045178.1|DYAK
OG0006087	LOC120780132|XP_039968346.1|BTRY	LOC6531701|XP_002092492.2|DYAK
OG0006088	LOC120777613|XP_039964996.1|BTRY	LOC6534275|XP_002094956.1|DYAK
OG0006089	LOC120775253|XP_039961268.1|BTRY	LOC6524166|XP_002100029.1|DYAK
OG0006090	LOC120777318|XP_039964489.1|BTRY	LOC6539482|XP_039230519.1|DYAK
OG0006091	LOC120778519|XP_039966287.1|BTRY	LOC6532516|XP_002093262.3|DYAK
OG0006092	LOC120775448|XP_039961567.1|BTRY	LOC26535661|XP_039231322.1|DYAK
OG0006093	LOC120772746|XP_039957441.1|BTRY	LOC6528824|XP_002089856.1|DYAK
OG0006094	LOC120767793|XP_039949991.1|BTRY	LOC6533780|XP_015050260.1|DYAK
OG0006095	LOC120772154|XP_039956523.1|BTRY	LOC6528705|XP_002089740.3|DYAK
OG0006096	LOC120768759|XP_039951464.1|BTRY	LOC6530402|XP_002091328.1|DYAK
OG0006097	LOC120776769|XP_039963665.1|BTRY	LOC6534203|XP_039229519.1|DYAK
OG0006098	LOC120767761|XP_039949930.1|BTRY	LOC6526263|XP_002087385.1|DYAK
OG0006099	LOC120772479|XP_039957055.1|BTRY	LOC6530469|XP_002091385.1|DYAK
OG0006100	LOC120772669|XP_039957338.1|BTRY	LOC6531755|XP_002092545.1|DYAK
OG0006101	LOC120776020|XP_039962399.1|BTRY	LOC6528034|XP_002089101.1|DYAK
OG0006102	LOC120771946|XP_039956188.1|BTRY	LOC6530941|XP_002091783.1|DYAK
OG0006103	LOC120776004|XP_039962370.1|BTRY	LOC6525088|XP_002100927.1|DYAK
OG0006104	LOC120774013|XP_039959227.1|BTRY	LOC6525442|XP_002101277.1|DYAK
OG0006105	LOC120774012|XP_039959226.1|BTRY	LOC6525443|XP_002101278.1|DYAK
OG0006106	LOC120777680|XP_039965080.1|BTRY	LOC6534581|XP_039229862.1|DYAK
OG0006107	LOC120770786|XP_039954299.1|BTRY	LOC6530694|XP_002091585.1|DYAK
OG0006108	LOC120773611|XP_039958545.1|BTRY	LOC6523906|XP_002099779.1|DYAK
OG0006109	LOC120776747|XP_039963634.1|BTRY	LOC6535196|XP_002095856.1|DYAK
OG0006110	LOC120778541|XP_039966323.1|BTRY	LOC6534186|XP_002094869.1|DYAK
OG0006111	LOC120773684|XP_039958649.1|BTRY	LOC6530713|XP_002091604.1|DYAK
OG0006112	LOC120771364|XP_039955257.1|BTRY	LOC6531974|XP_002092760.1|DYAK
OG0006113	LOC120776718|XP_039963550.1|BTRY	LOC6534393|XP_002095071.1|DYAK
OG0006114	LOC120776911|XP_039963919.1|BTRY	LOC6538085|XP_002098619.1|DYAK
OG0006115	LOC120770775|XP_039954291.1|BTRY	LOC6530151|XP_002091093.1|DYAK
OG0006116	LOC120771720|XP_039955807.1|BTRY	LOC6530206|XP_002091144.1|DYAK
OG0006117	LOC120770711|XP_039954225.1|BTRY	LOC6531459|XP_002092258.1|DYAK
OG0006118	LOC120770916|XP_039954544.1|BTRY	LOC6531709|XP_015051506.1|DYAK
OG0006119	LOC120772865|XP_039957628.1|BTRY	LOC6529903|XP_002090860.1|DYAK
OG0006120	LOC120773342|XP_039958090.1|BTRY	LOC6531206|XP_002092034.1|DYAK
OG0006121	LOC120778113|XP_039965750.1|BTRY	LOC6534606|XP_002095281.2|DYAK
OG0006122	LOC120782056|XP_039970142.1|BTRY	LOC6523709|XP_002099585.1|DYAK
OG0006123	LOC120770756|XP_039954275.1|BTRY	LOC6532048|XP_002092825.3|DYAK
OG0006124	LOC120781693|XP_039969847.1|BTRY	LOC6538746|XP_002099261.1|DYAK
OG0006125	LOC120776811|XP_039963744.1|BTRY	LOC6533929|XP_015050337.1|DYAK
OG0006126	LOC120779034|XP_039967089.1|BTRY	LOC6533302|XP_002094028.1|DYAK
OG0006127	LOC120777412|XP_039964646.1|BTRY	LOC6534466|XP_002095143.1|DYAK
OG0006128	LOC120779045|XP_039967116.1|BTRY	LOC6539577|XP_002086465.2|DYAK
OG0006129	LOC120777205|XP_039964315.1|BTRY	LOC6534179|XP_002094862.1|DYAK
OG0006130	LOC120777373|XP_039964594.1|BTRY	LOC6539551|XP_002086437.1|DYAK
OG0006131	LOC120777963|XP_039965516.1|BTRY	LOC6534495|XP_002095172.1|DYAK
OG0006132	LOC120779042|XP_039967102.1|BTRY	LOC6539581|XP_002086469.1|DYAK
OG0006133	LOC120777374|XP_039964596.1|BTRY	LOC6539552|XP_002086439.1|DYAK
OG0006134	LOC120779169|XP_039967332.1|BTRY	LOC6534174|XP_015050491.1|DYAK
OG0006135	LOC120779168|XP_039967329.1|BTRY	LOC26536082|XP_039229513.1|DYAK
OG0006136	LOC120778852|XP_039966814.1|BTRY	LOC6533930|XP_002094630.1|DYAK
OG0006137	LOC120778624|XP_039966442.1|BTRY	LOC6534147|XP_002094831.1|DYAK
OG0006138	LOC120772895|XP_039957704.1|BTRY	LOC6528557|XP_002089601.1|DYAK
OG0006139	LOC120770553|XP_039954058.1|BTRY	LOC6528667|XP_002089709.1|DYAK
OG0006140	LOC120771535|XP_039955525.1|BTRY	LOC6532032|XP_002092809.2|DYAK
OG0006141	LOC120771038|XP_039954768.1|BTRY	LOC6531378|XP_039228862.1|DYAK
OG0006142	LOC120777176|XP_039964269.1|BTRY	LOC6534988|XP_002095658.3|DYAK
OG0006143	LOC120778062|XP_039965677.1|BTRY	LOC6533962|XP_015050359.1|DYAK
OG0006144	LOC120776686|XP_039963498.1|BTRY	LOC6534064|XP_002094750.1|DYAK
OG0006145	LOC120778990|XP_039967025.1|BTRY	LOC6534874|XP_002095546.1|DYAK
OG0006146	LOC120768247|XP_039950772.1|BTRY	LOC6527710|XP_002088794.2|DYAK
OG0006147	LOC120782769|XP_039971168.1|BTRY	LOC6536345|XP_002096927.1|DYAK
OG0006148	LOC120778730|XP_039966626.1|BTRY	LOC6539411|XP_039229459.1|DYAK
OG0006149	LOC120777238|XP_039964363.1|BTRY	LOC6533963|XP_002094663.1|DYAK
OG0006150	LOC120777237|XP_039964362.1|BTRY	LOC6533966|XP_002094664.1|DYAK
OG0006151	LOC120769252|XP_039952088.1|BTRY, LOC120769670|XP_039952723.1|BTRY	LOC6527939|XP_015053844.1|DYAK
OG0006152	LOC120780580|XP_039968775.1|BTRY, LOC120768032|XP_039950457.1|BTRY	LOC6538584|XP_002099106.1|DYAK
OG0006153	LOC120771087|XP_039954846.1|BTRY	LOC6531713|XP_002092503.1|DYAK
OG0006154	LOC120766596|XP_039948134.1|BTRY	LOC6538562|XP_002099084.1|DYAK
OG0006155	LOC120782239|XP_039970340.1|BTRY	LOC6536349|XP_002096931.1|DYAK
OG0006156	LOC120766690|XP_039948270.1|BTRY	LOC6536284|XP_002096870.2|DYAK
OG0006157	LOC120772586|XP_039957227.1|BTRY	LOC6531944|XP_002092730.1|DYAK
OG0006158	LOC120777915|XP_039965433.1|BTRY	LOC6533862|XP_002094562.2|DYAK
OG0006159	LOC120771607|XP_039955622.1|BTRY	LOC6530388|XP_002091314.1|DYAK
OG0006160	LOC120771835|XP_039956010.1|BTRY	LOC6531945|XP_002092731.1|DYAK
OG0006161	LOC120772772|XP_039957479.1|BTRY	LOC6528744|XP_039227380.1|DYAK
OG0006162	LOC120779775|XP_039968087.1|BTRY	LOC120320434|XP_002099578.1|DYAK
OG0006163	LOC120773017|XP_039957879.1|BTRY, LOC120771951|XP_039956195.1|BTRY	LOC6530381|XP_002091307.1|DYAK
OG0006165	LOC120779023|XP_039967079.1|BTRY	LOC6534586|XP_002095262.1|DYAK, LOC26535395|XP_039230947.1|DYAK
OG0006166	LOC120768897|XP_039951585.1|BTRY	LOC6527869|XP_002088941.1|DYAK
OG0006167	LOC120771961|XP_039956210.1|BTRY	LOC6530623|XP_002091536.1|DYAK
OG0006168	LOC120775160|XP_039961141.1|BTRY, LOC120776039|XP_039962418.1|BTRY	LOC6525497|XP_002101332.1|DYAK
OG0006169	LOC120773955|XP_039959117.1|BTRY	LOC6524164|XP_002100027.1|DYAK
OG0006170	LOC120774946|XP_039960760.1|BTRY	LOC6530649|XP_002091547.1|DYAK
OG0006171	LOC120776750|XP_039963641.1|BTRY	LOC6534358|XP_002095036.1|DYAK, LOC6536472|XP_002097053.2|DYAK
OG0006181	LOC120778482|XP_039966237.1|BTRY	LOC6535653|XP_002096281.2|DYAK
OG0006182	LOC120782861|XP_039971333.1|BTRY	LOC6537773|XP_002098314.1|DYAK
OG0006183	LOC120766507|XP_039948002.1|BTRY	LOC6537026|XP_002097593.2|DYAK
OG0006184	LOC120767913|XP_039950209.1|BTRY	LOC6537655|XP_002098200.1|DYAK
OG0006185	LOC120780793|XP_039968977.1|BTRY	LOC6537200|XP_002097758.1|DYAK
OG0006186	LOC120774196|XP_039959571.1|BTRY	LOC6537662|XP_002098207.1|DYAK
OG0006187	LOC120779789|XP_039968100.1|BTRY	LOC6538851|XP_002099364.1|DYAK
OG0006188	LOC120773344|XP_039958093.1|BTRY	LOC6524073|XP_015045483.1|DYAK
OG0006189	LOC120773347|XP_039958101.1|BTRY	LOC6524074|XP_002099938.2|DYAK
OG0006190	LOC120775310|XP_039961379.1|BTRY	LOC6538638|XP_002099158.1|DYAK
OG0006191	LOC120773590|XP_039958522.1|BTRY	LOC6538276|XP_002098803.1|DYAK
OG0006192	LOC120774735|XP_039960422.1|BTRY	LOC6524089|XP_002099953.2|DYAK
OG0006193	LOC120775691|XP_039961935.1|BTRY	LOC6524706|XP_002100550.1|DYAK
OG0006194	LOC120773938|XP_039959084.1|BTRY, LOC120779884|XP_039968170.1|BTRY	LOC6524946|XP_015045979.1|DYAK
OG0006195	LOC120775419|XP_039961535.1|BTRY	LOC6524784|XP_002100628.1|DYAK
OG0006196	LOC120779617|XP_039967896.1|BTRY	LOC6536413|XP_015047739.1|DYAK
OG0006197	LOC120779527|XP_039967792.1|BTRY	LOC6523716|XP_002099591.1|DYAK
OG0006198	LOC120776057|XP_039962451.1|BTRY	LOC6525735|XP_039227006.1|DYAK
OG0006199	LOC120767076|XP_039948873.1|BTRY	LOC6538626|XP_002099148.1|DYAK
OG0006200	LOC120766781|XP_039948407.1|BTRY	LOC6535423|XP_002096072.1|DYAK
OG0006201	LOC120775038|XP_039960941.1|BTRY	LOC6525778|XP_015046492.1|DYAK
OG0006202	LOC120776186|XP_039962743.1|BTRY	LOC6525777|XP_002101598.1|DYAK
OG0006203	LOC120773973|XP_039959148.1|BTRY	LOC6525642|XP_039233715.1|DYAK
OG0006204	LOC120774526|XP_039960169.1|BTRY	LOC6537281|XP_002097839.1|DYAK
OG0006205	LOC120774519|XP_039960147.1|BTRY	LOC6525915|XP_002101735.2|DYAK
OG0006206	LOC120775329|XP_039961405.1|BTRY	LOC6524903|XP_002100743.1|DYAK
OG0006207	LOC120768242|XP_039950765.1|BTRY	LOC6528146|XP_002089212.1|DYAK
OG0006208	LOC120778264|XP_039965975.1|BTRY	LOC6532202|XP_039229553.1|DYAK
OG0006209	LOC120773920|XP_039959049.1|BTRY	LOC6525316|XP_002101152.1|DYAK
OG0006210	LOC120775670|XP_039961873.1|BTRY	LOC6525254|XP_039233348.1|DYAK
OG0006211	LOC120774005|XP_039959215.1|BTRY	LOC6527663|XP_002088749.1|DYAK
OG0006212	LOC120774003|XP_039959212.1|BTRY	LOC6527662|XP_002088748.1|DYAK
OG0006214	LOC120774709|XP_039960380.1|BTRY	LOC6524957|XP_002100797.1|DYAK
OG0006215	LOC120774793|XP_039960513.1|BTRY	LOC6525373|XP_002101209.3|DYAK
OG0006216	LOC120766845|XP_039948494.1|BTRY	LOC6538334|XP_002098861.2|DYAK
OG0006217	LOC120774397|XP_039959949.1|BTRY	LOC6525692|XP_002101514.1|DYAK
OG0006218	LOC120768918|XP_039951626.1|BTRY	LOC6527554|XP_002088644.1|DYAK
OG0006219	LOC120773440|XP_039958256.1|BTRY	LOC6523939|XP_002099811.1|DYAK
OG0006220	LOC120775746|XP_039962006.1|BTRY	LOC6534286|XP_002094967.1|DYAK
OG0006221	LOC120778244|XP_039965943.1|BTRY	LOC6538989|XP_002099491.3|DYAK
OG0006222	LOC120778263|XP_039965978.1|BTRY	LOC6538987|XP_002099489.1|DYAK
OG0006223	LOC120775683|XP_039961916.1|BTRY	LOC6526090|XP_002101907.1|DYAK
OG0006224	LOC120776180|XP_039962731.1|BTRY	LOC6525917|XP_002101737.3|DYAK
OG0006225	LOC120775407|XP_039961505.1|BTRY, LOC120773640|XP_039958582.1|BTRY	LOC6525500|XP_002101335.1|DYAK
OG0006226	LOC120774864|XP_039960627.1|BTRY	LOC6529346|XP_002090351.1|DYAK
OG0006227	LOC120774310|XP_039959775.1|BTRY	LOC6525044|XP_002100883.1|DYAK
OG0006228	LOC120771020|XP_039954730.1|BTRY	LOC6530932|XP_002091774.1|DYAK
OG0006229	LOC120781958|XP_039970052.1|BTRY	LOC6523760|XP_039232912.1|DYAK
OG0006230	LOC120773833|XP_039958888.1|BTRY	LOC6525582|XP_002101417.1|DYAK
OG0006231	LOC120774445|XP_039960021.1|BTRY	LOC6524657|XP_039233451.1|DYAK
OG0006232	LOC120773914|XP_039959042.1|BTRY	LOC6524907|XP_002100747.1|DYAK
OG0006233	LOC120774278|XP_039959703.1|BTRY	LOC6524909|XP_015045943.1|DYAK
OG0006234	LOC120775560|XP_039961719.1|BTRY	LOC6525584|XP_002101419.1|DYAK
OG0006235	LOC120775614|XP_039961793.1|BTRY	LOC6525888|XP_002101708.2|DYAK
OG0006236	LOC120774812|XP_039960548.1|BTRY	LOC6524782|XP_002100626.1|DYAK
OG0006237	LOC120775940|XP_039962284.1|BTRY	LOC6525912|XP_002101732.1|DYAK
OG0006238	LOC120774531|XP_039960177.1|BTRY	LOC6524970|XP_002100810.1|DYAK
OG0006239	LOC120775573|XP_039961739.1|BTRY	LOC6539105|XP_002086007.1|DYAK
OG0006240	LOC120779605|XP_039967890.1|BTRY	LOC6538004|XP_002098539.1|DYAK
OG0006241	LOC120775559|XP_039961717.1|BTRY	LOC6525585|XP_002101420.1|DYAK
OG0006242	LOC120774051|XP_039959287.1|BTRY	LOC6525549|XP_002101384.1|DYAK
OG0006243	LOC120782363|XP_039970535.1|BTRY	LOC6536424|XP_002097006.1|DYAK
OG0006244	LOC120782719|XP_039971075.1|BTRY	LOC6536340|XP_002096924.1|DYAK
OG0006245	LOC120768497|XP_039951157.1|BTRY	LOC6537749|XP_002098290.1|DYAK
OG0006246	LOC120774550|XP_039960214.1|BTRY	LOC6524334|XP_002100192.1|DYAK
OG0006247	LOC120771003|XP_039954696.1|BTRY	LOC6528490|XP_002089536.1|DYAK
OG0006248	LOC120776101|XP_039962524.1|BTRY	LOC6535823|XP_039232821.1|DYAK
OG0006249	LOC120774334|XP_039959824.1|BTRY	LOC6526817|XP_002087919.1|DYAK
