Orthogroup	BTRY.longest_only	BCOP.longest_only
OG0004376	LOC120777940|XP_039965475.1|BTRY	LOC119072548|XP_037033677.1|BCOP, LOC119084867|XP_037050899.1|BCOP, LOC119072955|XP_037034171.1|BCOP
OG0004377	LOC120778475|XP_039966225.1|BTRY	LOC119084446|XP_037050321.1|BCOP, LOC119067037|XP_037025667.1|BCOP, LOC119072755|XP_037033939.1|BCOP
OG0004378	LOC120770968|XP_039954633.1|BTRY	LOC119066430|XP_037024806.1|BCOP
OG0004379	LOC120770379|XP_039953733.1|BTRY	LOC119068919|XP_037028677.1|BCOP, LOC119085341|XP_037051619.1|BCOP
OG0004380	LOC120772384|XP_039956908.1|BTRY	LOC119071928|XP_037032946.1|BCOP
OG0004381	LOC120776797|XP_039963724.1|BTRY	LOC119069548|XP_037029522.1|BCOP
OG0004382	LOC120770651|XP_039954181.1|BTRY	LOC119071477|XP_037032221.1|BCOP
OG0004383	LOC120772684|XP_039957355.1|BTRY	LOC119075393|XP_037037729.1|BCOP
OG0004384	LOC120770971|XP_039954640.1|BTRY	LOC119072616|XP_037033766.1|BCOP
OG0004385	LOC120771181|XP_039955005.1|BTRY	LOC119083533|XP_037049149.1|BCOP
OG0004386	LOC120771907|XP_039956124.1|BTRY	LOC119072602|XP_037033751.1|BCOP
OG0004387	LOC120776356|XP_039962847.1|BTRY	LOC119071847|XP_037032800.1|BCOP
OG0004388	LOC120772546|XP_039957161.1|BTRY	LOC119079112|XP_037042829.1|BCOP
OG0004389	LOC120770496|XP_039953953.1|BTRY	LOC119079017|XP_037042683.1|BCOP
OG0004390	LOC120779186|XP_039967382.1|BTRY	LOC119086004|XP_037052473.1|BCOP
OG0004391	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY	LOC119072017|XP_037033030.1|BCOP
OG0004392	LOC120777073|XP_039964134.1|BTRY	LOC119078300|XP_037041689.1|BCOP
OG0004393	LOC120771663|XP_039955712.1|BTRY	LOC119081799|XP_037046911.1|BCOP
OG0004394	LOC120772522|XP_039957119.1|BTRY	LOC119081746|XP_037046813.1|BCOP
OG0004395	LOC120770734|XP_039954257.1|BTRY	LOC119085334|XP_037051613.1|BCOP
OG0004396	LOC120771149|XP_039954951.1|BTRY	LOC119066882|XP_037025464.1|BCOP
OG0004397	LOC120772001|XP_039956291.1|BTRY	LOC119066883|XP_037025466.1|BCOP
OG0004398	LOC120772002|XP_039956292.1|BTRY	LOC119071678|XP_037032554.1|BCOP
OG0004399	LOC120771004|XP_039954698.1|BTRY	LOC119071382|XP_037032139.1|BCOP
OG0004400	LOC120772562|XP_039957183.1|BTRY	LOC119072470|XP_037033586.1|BCOP
OG0004401	LOC120772036|XP_039956341.1|BTRY	LOC119071888|XP_037032886.1|BCOP, LOC119072475|XP_037033596.1|BCOP
OG0004402	LOC120771639|XP_039955673.1|BTRY	LOC119074002|XP_037035831.1|BCOP
OG0004403	LOC120770090|XP_039953173.1|BTRY	LOC119078978|XP_037042625.1|BCOP
OG0004404	LOC120772835|XP_039957578.1|BTRY	LOC119077041|XP_037040062.1|BCOP
OG0004405	LOC120777672|XP_039965065.1|BTRY	LOC119074222|XP_037036125.1|BCOP
OG0004406	LOC120776618|XP_039963347.1|BTRY	LOC119068017|XP_037027271.1|BCOP, LOC119071179|XP_037031843.1|BCOP
OG0004407	LOC120771447|XP_039955387.1|BTRY	LOC119086073|XP_037052544.1|BCOP
OG0004408	LOC120778708|XP_039966603.1|BTRY	LOC119072780|XP_037033963.1|BCOP
OG0004409	LOC120779735|XP_039968044.1|BTRY	LOC119075450|XP_037037787.1|BCOP
OG0004410	LOC120769988|XP_039953003.1|BTRY	LOC119071540|XP_037032321.1|BCOP
OG0004411	LOC120776916|XP_039963921.1|BTRY	LOC119072197|XP_037033262.1|BCOP
OG0004412	LOC120776914|XP_039963918.1|BTRY	LOC119072189|XP_037033243.1|BCOP
OG0004413	LOC120772134|XP_039956486.1|BTRY	LOC119072192|XP_037033250.1|BCOP
OG0004414	LOC120771140|XP_039954942.1|BTRY	LOC119078288|XP_037041673.1|BCOP
OG0004415	LOC120770255|XP_039953492.1|BTRY	LOC119066916|XP_037025512.1|BCOP
OG0004416	LOC120771085|XP_039954844.1|BTRY	LOC119072183|XP_037033239.1|BCOP
OG0004417	LOC120782286|XP_039970423.1|BTRY	LOC119085710|XP_037052053.1|BCOP
OG0004418	LOC120773079|XP_039957957.1|BTRY	LOC119072176|XP_037033227.1|BCOP
OG0004419	LOC120770318|XP_039953634.1|BTRY	LOC119072157|XP_037033210.1|BCOP
OG0004420	LOC120772694|XP_039957368.1|BTRY	LOC119068994|XP_037028765.1|BCOP, LOC119066783|XP_037025338.1|BCOP
OG0004421	LOC120776956|XP_039963979.1|BTRY	LOC119085559|XP_037051881.1|BCOP
OG0004422	LOC120777454|XP_039964708.1|BTRY	LOC119071344|XP_037032125.1|BCOP
OG0004423	LOC120770471|XP_039953900.1|BTRY	LOC119075530|XP_037037899.1|BCOP
OG0004424	LOC120772123|XP_039956468.1|BTRY	LOC119066447|XP_037024841.1|BCOP
OG0004425	LOC120777401|XP_039964633.1|BTRY	LOC119086056|XP_037052524.1|BCOP
OG0004426	LOC120777486|XP_039964759.1|BTRY	LOC119068627|XP_037028189.1|BCOP
OG0004427	LOC120778693|XP_039966582.1|BTRY	LOC119066848|XP_037025411.1|BCOP
OG0004428	LOC120774849|XP_039960608.1|BTRY	LOC119085026|XP_037051109.1|BCOP
OG0004429	LOC120768289|XP_039950849.1|BTRY	LOC119072434|XP_037033543.1|BCOP
OG0004430	LOC120776603|XP_039963323.1|BTRY	LOC119079538|XP_037043421.1|BCOP, LOC119081346|XP_037046079.1|BCOP
OG0004431	LOC120770886|XP_039954467.1|BTRY	LOC119069431|XP_037029383.1|BCOP
OG0004432	LOC120770874|XP_039954446.1|BTRY	LOC119084279|XP_037050098.1|BCOP
OG0004433	LOC120779009|XP_039967062.1|BTRY	LOC119071732|XP_037032657.1|BCOP
OG0004434	LOC120770313|XP_039953619.1|BTRY	LOC119078356|XP_037041751.1|BCOP
OG0004435	LOC120771569|XP_039955569.1|BTRY	LOC119082592|XP_037048029.1|BCOP
OG0004436	LOC120772570|XP_039957192.1|BTRY	LOC119066559|XP_037025001.1|BCOP
OG0004437	LOC120772573|XP_039957201.1|BTRY	LOC119066184|XP_037024380.1|BCOP
OG0004438	LOC120771442|XP_039955381.1|BTRY	LOC119066187|XP_037024387.1|BCOP
OG0004439	LOC120771185|XP_039955010.1|BTRY	LOC119079860|XP_037043831.1|BCOP
OG0004440	LOC120772424|XP_039956969.1|BTRY	LOC119082039|XP_037047262.1|BCOP
OG0004441	LOC120775072|XP_039960997.1|BTRY	LOC119084066|XP_037049801.1|BCOP
OG0004442	LOC120767010|XP_039948759.1|BTRY	LOC119078772|XP_037042377.1|BCOP
OG0004443	LOC120777726|XP_039965151.1|BTRY	LOC119080485|XP_037044769.1|BCOP
OG0004444	LOC120772657|XP_039957322.1|BTRY	LOC119083292|XP_037048879.1|BCOP
OG0004445	LOC120772648|XP_039957308.1|BTRY	LOC119071543|XP_037032334.1|BCOP
OG0004446	LOC120776083|XP_039962493.1|BTRY	LOC119081750|XP_037046823.1|BCOP
OG0004447	LOC120779578|XP_039967855.1|BTRY, LOC120778795|XP_039966729.1|BTRY	LOC119080099|XP_037044220.1|BCOP
OG0004448	LOC120772133|XP_039956485.1|BTRY	LOC119068496|XP_037028005.1|BCOP
OG0004449	LOC120776800|XP_039963728.1|BTRY	LOC119081349|XP_037046088.1|BCOP
OG0004451	LOC120770443|XP_039953846.1|BTRY	LOC119078744|XP_037042335.1|BCOP
OG0004452	LOC120770445|XP_039953852.1|BTRY	LOC119072355|XP_037033440.1|BCOP
OG0004453	LOC120770512|XP_039953981.1|BTRY	LOC119068572|XP_037028111.1|BCOP
OG0004454	LOC120782366|XP_039970538.1|BTRY	LOC119078173|XP_037041542.1|BCOP
OG0004456	LOC120774214|XP_039959602.1|BTRY	LOC119065994|XP_037024096.1|BCOP
OG0004457	LOC120776745|XP_039963624.1|BTRY	LOC119065999|XP_037024101.1|BCOP
OG0004458	LOC120777402|XP_039964634.1|BTRY, LOC120778394|XP_039966115.1|BTRY	LOC119072497|XP_037033634.1|BCOP
OG0004459	LOC120776844|XP_039963803.1|BTRY	LOC119072490|XP_037033621.1|BCOP
OG0004460	LOC120777841|XP_039965311.1|BTRY	LOC119072458|XP_037033576.1|BCOP
OG0004461	LOC120777243|XP_039964370.1|BTRY	LOC119066558|XP_037025000.1|BCOP
OG0004462	LOC120778532|XP_039966308.1|BTRY	LOC119071683|XP_037032559.1|BCOP
OG0004463	LOC120776525|XP_039963186.1|BTRY	LOC119072302|XP_037033381.1|BCOP
OG0004464	LOC120776649|XP_039963418.1|BTRY	LOC119076285|XP_037038841.1|BCOP
OG0004465	LOC120766401|XP_039947783.1|BTRY	LOC119066427|XP_037024803.1|BCOP
OG0004466	LOC120778367|XP_039966088.1|BTRY	LOC119086020|XP_037052489.1|BCOP
OG0004467	LOC120777785|XP_039965241.1|BTRY	LOC119082324|XP_037047719.1|BCOP
OG0004468	LOC120777784|XP_039965238.1|BTRY	LOC119071109|XP_037031648.1|BCOP
OG0004469	LOC120779043|XP_039967103.1|BTRY	LOC119085851|XP_037052255.1|BCOP
OG0004470	LOC120767940|XP_039950241.1|BTRY	LOC119077052|XP_037040077.1|BCOP
OG0004471	LOC120767693|XP_039949822.1|BTRY	LOC119071879|XP_037032855.1|BCOP
OG0004472	LOC120780101|XP_039968318.1|BTRY	LOC119074257|XP_037036174.1|BCOP
OG0004473	LOC120772411|XP_039956940.1|BTRY	LOC119074265|XP_037036182.1|BCOP
OG0004474	LOC120772410|XP_039956939.1|BTRY	LOC119074260|XP_037036178.1|BCOP
OG0004475	LOC120772202|XP_039956602.1|BTRY, LOC120772404|XP_039956934.1|BTRY	LOC119074270|XP_037036187.1|BCOP
OG0004476	LOC120774354|XP_039959873.1|BTRY	LOC119067205|XP_037025943.1|BCOP
OG0004477	LOC120771859|XP_039956042.1|BTRY	LOC119082844|XP_037048402.1|BCOP
OG0004478	LOC120772124|XP_039956470.1|BTRY	LOC119071139|XP_037031729.1|BCOP
OG0004479	LOC120772244|XP_039956672.1|BTRY	LOC119069587|XP_037029572.1|BCOP
OG0004480	LOC120775710|XP_039961955.1|BTRY	LOC119085606|XP_037051924.1|BCOP
OG0004481	LOC120770570|XP_039954084.1|BTRY	LOC119083384|XP_037048992.1|BCOP
OG0004482	LOC120767069|XP_039948856.1|BTRY	LOC119069322|XP_037029273.1|BCOP
OG0004483	LOC120772611|XP_039957260.1|BTRY	LOC119071940|XP_037032959.1|BCOP
OG0004484	LOC120782446|XP_039970666.1|BTRY	LOC119077210|XP_037040287.1|BCOP
OG0004486	LOC120771515|XP_039955503.1|BTRY, LOC120771281|XP_039955141.1|BTRY	LOC119074202|XP_037036094.1|BCOP
OG0004487	LOC120776828|XP_039963783.1|BTRY	LOC119081293|XP_037045949.1|BCOP
OG0004488	LOC120772321|XP_039956785.1|BTRY	LOC119084414|XP_037050277.1|BCOP, LOC119073933|XP_037035697.1|BCOP
OG0004489	LOC120776710|XP_039963539.1|BTRY, LOC120779713|XP_039968012.1|BTRY	LOC119070531|XP_037030800.1|BCOP, LOC119079436|XP_037043244.1|BCOP, LOC119069988|XP_037030124.1|BCOP, LOC119084759|XP_037050719.1|BCOP, LOC119085961|XP_037052412.1|BCOP
OG0004491	LOC120768880|XP_039951568.1|BTRY, LOC120768882|XP_039951570.1|BTRY, LOC120768881|XP_039951569.1|BTRY, LOC120769753|XP_039952850.1|BTRY	LOC119073502|XP_037034912.1|BCOP, LOC119078145|XP_037041515.1|BCOP
OG0004492	LOC120776777|XP_039963689.1|BTRY	LOC119084469|XP_037050349.1|BCOP
OG0004504	LOC120782093|XP_039970174.1|BTRY	LOC119068255|XP_037027688.1|BCOP
OG0004505	LOC120779917|XP_039968196.1|BTRY	LOC119068330|XP_037027778.1|BCOP
OG0004506	LOC120780800|XP_039968985.1|BTRY	LOC119067777|XP_037026811.1|BCOP
OG0004507	LOC120767033|XP_039948813.1|BTRY	LOC119067087|XP_037025741.1|BCOP
OG0004508	LOC120777254|XP_039964388.1|BTRY	LOC119080266|XP_037044419.1|BCOP
OG0004509	LOC120774789|XP_039960504.1|BTRY	LOC119072588|XP_037033736.1|BCOP
OG0004510	LOC120774139|XP_039959459.1|BTRY	LOC119080449|XP_037044713.1|BCOP
OG0004511	LOC120774841|XP_039960595.1|BTRY	LOC119070023|XP_037030199.1|BCOP
OG0004512	LOC120779422|XP_039967553.1|BTRY	LOC119080948|XP_037045470.1|BCOP
OG0004513	LOC120779445|XP_039967627.1|BTRY	LOC119085099|XP_037051239.1|BCOP
OG0004514	LOC120779595|XP_039967872.1|BTRY	LOC119073783|XP_037035355.1|BCOP
OG0004515	LOC120774301|XP_039959758.1|BTRY	LOC119085611|XP_037051929.1|BCOP
OG0004516	LOC120774394|XP_039959945.1|BTRY	LOC119085623|XP_037051942.1|BCOP
OG0004517	LOC120773467|XP_039958306.1|BTRY	LOC119069175|XP_037028995.1|BCOP
OG0004518	LOC120775970|XP_039962319.1|BTRY	LOC119083411|XP_037049027.1|BCOP
OG0004519	LOC120774385|XP_039959933.1|BTRY	LOC119070291|XP_037030452.1|BCOP
OG0004520	LOC120776201|XP_039962768.1|BTRY	LOC119069198|XP_037029048.1|BCOP
OG0004521	LOC120775297|XP_039961347.1|BTRY	LOC119081872|XP_037047004.1|BCOP
OG0004522	LOC120775675|XP_039961899.1|BTRY	LOC119069642|XP_037029653.1|BCOP
OG0004523	LOC120782625|XP_039970927.1|BTRY	LOC119067493|XP_037026395.1|BCOP
OG0004524	LOC120773631|XP_039958572.1|BTRY	LOC119067574|XP_037026554.1|BCOP
OG0004525	LOC120775196|XP_039961191.1|BTRY	LOC119068639|XP_037028206.1|BCOP
OG0004526	LOC120774458|XP_039960043.1|BTRY	LOC119068677|XP_037028253.1|BCOP
OG0004527	LOC120775667|XP_039961870.1|BTRY	LOC119070295|XP_037030455.1|BCOP
OG0004528	LOC120774447|XP_039960030.1|BTRY, LOC120774449|XP_039960031.1|BTRY	LOC119068894|XP_037028657.1|BCOP
OG0004529	LOC120775172|XP_039961157.1|BTRY	LOC119069486|XP_037029451.1|BCOP
OG0004530	LOC120775544|XP_039961703.1|BTRY	LOC119076228|XP_037038780.1|BCOP
OG0004531	LOC120769017|XP_039951831.1|BTRY	LOC119068162|XP_037027534.1|BCOP
OG0004532	LOC120774158|XP_039959502.1|BTRY	LOC119070608|XP_037030922.1|BCOP
OG0004533	LOC120775931|XP_039962272.1|BTRY	LOC119068734|XP_037028326.1|BCOP, LOC119082815|XP_037048364.1|BCOP
OG0004534	LOC120774966|XP_039960789.1|BTRY, LOC120774856|XP_039960612.1|BTRY	LOC119086025|XP_037052496.1|BCOP
OG0004535	LOC120776408|XP_039962966.1|BTRY	LOC119070485|XP_037030733.1|BCOP
OG0004536	LOC120773705|XP_039958673.1|BTRY	LOC119067372|XP_037026179.1|BCOP
OG0004537	LOC120775647|XP_039961836.1|BTRY	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP
OG0004538	LOC120770950|XP_039954596.1|BTRY	LOC119080882|XP_037045354.1|BCOP
OG0004539	LOC120766949|XP_039948667.1|BTRY	LOC119070309|XP_037030471.1|BCOP
OG0004540	LOC120775097|XP_039961038.1|BTRY	LOC119068322|XP_037027772.1|BCOP
OG0004541	LOC120772806|XP_039957524.1|BTRY	LOC119068742|XP_037028340.1|BCOP
OG0004542	LOC120775109|XP_039961060.1|BTRY, LOC120775047|XP_039960957.1|BTRY	LOC119067419|XP_037026284.1|BCOP
OG0004543	LOC120778250|XP_039965949.1|BTRY	LOC119070009|XP_037030180.1|BCOP
OG0004544	LOC120774745|XP_039960435.1|BTRY	LOC119081744|XP_037046815.1|BCOP
OG0004545	LOC120782298|XP_039970438.1|BTRY	LOC119067445|XP_037026321.1|BCOP
OG0004546	LOC120770566|XP_039954078.1|BTRY	LOC119070842|XP_037031246.1|BCOP
OG0004547	LOC120775224|XP_039961225.1|BTRY	LOC119082346|XP_037047761.1|BCOP
OG0004548	LOC120773883|XP_039958987.1|BTRY	LOC119082738|XP_037048217.1|BCOP
OG0004549	LOC120773754|XP_039958754.1|BTRY	LOC119069633|XP_037029632.1|BCOP
OG0004550	LOC120768589|XP_039951283.1|BTRY	LOC119067204|XP_037025941.1|BCOP
OG0004551	LOC120774355|XP_039959874.1|BTRY	LOC119067202|XP_037025939.1|BCOP
OG0004552	LOC120774120|XP_039959424.1|BTRY	LOC119079901|XP_037043886.1|BCOP, LOC119067396|XP_037026220.1|BCOP
OG0004553	LOC120776595|XP_039963302.1|BTRY	LOC119080846|XP_037045303.1|BCOP
OG0004554	LOC120774429|XP_039959997.1|BTRY	LOC119084445|XP_037050324.1|BCOP
OG0004555	LOC120775012|XP_039960886.1|BTRY	LOC119084399|XP_037050261.1|BCOP
OG0004556	LOC120775059|XP_039960974.1|BTRY	LOC119067304|XP_037026106.1|BCOP
OG0004557	LOC120775261|XP_039961276.1|BTRY, LOC120774591|XP_039960256.1|BTRY	LOC119068404|XP_037027861.1|BCOP
OG0004558	LOC120781963|XP_039970067.1|BTRY	LOC119070330|XP_037030495.1|BCOP
OG0004559	LOC120782528|XP_039970773.1|BTRY	LOC119070381|XP_037030589.1|BCOP
OG0004560	LOC120780307|XP_039968532.1|BTRY	LOC119067485|XP_037026380.1|BCOP
OG0004561	LOC120781283|XP_039969417.1|BTRY	LOC119070516|XP_037030775.1|BCOP
OG0004562	LOC120766461|XP_039947924.1|BTRY	LOC119068461|XP_037027942.1|BCOP
OG0004563	LOC120782883|XP_039971366.1|BTRY	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP
OG0004564	LOC120782782|XP_039971184.1|BTRY	LOC119068468|XP_037027960.1|BCOP
OG0004565	LOC120772017|XP_039956320.1|BTRY	LOC119080208|XP_037044345.1|BCOP
OG0004566	LOC120774918|XP_039960728.1|BTRY	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP
OG0004567	LOC120774554|XP_039960219.1|BTRY	LOC119077123|XP_037040191.1|BCOP
OG0004568	LOC120775277|XP_039961307.1|BTRY	LOC119069478|XP_037029438.1|BCOP
OG0004569	LOC120777108|XP_039964186.1|BTRY	LOC119069764|XP_037029791.1|BCOP
OG0004570	LOC120770519|XP_039953994.1|BTRY	LOC119068564|XP_037028088.1|BCOP
OG0004571	LOC120775139|XP_039961103.1|BTRY	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP
OG0004572	LOC120775322|XP_039961396.1|BTRY	LOC119069648|XP_037029666.1|BCOP
OG0004573	LOC120772558|XP_039957181.1|BTRY	LOC119082219|XP_037047571.1|BCOP
OG0004574	LOC120774560|XP_039960227.1|BTRY	LOC119081830|XP_037046962.1|BCOP
OG0004575	LOC120773458|XP_039958286.1|BTRY	LOC119081609|XP_037046550.1|BCOP
OG0004576	LOC120777848|XP_039965321.1|BTRY	LOC119069763|XP_037029790.1|BCOP
OG0004577	LOC120774868|XP_039960638.1|BTRY	LOC119081218|XP_037045837.1|BCOP
OG0004578	LOC120776123|XP_039962585.1|BTRY	LOC119067330|XP_037026129.1|BCOP
OG0004579	LOC120767341|XP_039949225.1|BTRY	LOC119079029|XP_037042705.1|BCOP
OG0004580	LOC120769292|XP_039952156.1|BTRY	LOC119069435|XP_037029387.1|BCOP
OG0004581	LOC120771039|XP_039954773.1|BTRY	LOC119067988|XP_037027239.1|BCOP
OG0004582	LOC120766280|XP_039947616.1|BTRY	LOC119084970|XP_037051019.1|BCOP
OG0004583	LOC120773619|XP_039958555.1|BTRY	LOC119070057|XP_037030246.1|BCOP
OG0004584	LOC120774299|XP_039959755.1|BTRY	LOC119069691|XP_037029712.1|BCOP
OG0004586	LOC120773863|XP_039958953.1|BTRY	LOC119084442|XP_037050318.1|BCOP
OG0004587	LOC120776164|XP_039962708.1|BTRY	LOC119067514|XP_037026425.1|BCOP
OG0004588	LOC120782543|XP_039970808.1|BTRY	LOC119067539|XP_037026491.1|BCOP
OG0004589	LOC120775414|XP_039961516.1|BTRY	LOC119084485|XP_037050370.1|BCOP
OG0004590	LOC120766583|XP_039948113.1|BTRY	LOC119082439|XP_037047867.1|BCOP
OG0004591	LOC120773644|XP_039958589.1|BTRY	LOC119081818|XP_037046952.1|BCOP
OG0004592	LOC120775596|XP_039961769.1|BTRY	LOC119070594|XP_037030909.1|BCOP
OG0004593	LOC120775386|XP_039961481.1|BTRY	LOC119085605|XP_037051923.1|BCOP
OG0004594	LOC120775552|XP_039961713.1|BTRY	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP
OG0004595	LOC120775471|XP_039961600.1|BTRY	LOC119070297|XP_037030458.1|BCOP
OG0004596	LOC120776190|XP_039962749.1|BTRY	LOC119068560|XP_037028083.1|BCOP
OG0004597	LOC120774245|XP_039959644.1|BTRY	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP
OG0004598	LOC120777750|XP_039965179.1|BTRY	LOC119085726|XP_037052070.1|BCOP
OG0004599	LOC120778510|XP_039966275.1|BTRY	LOC119070918|XP_037031349.1|BCOP
OG0004600	LOC120774042|XP_039959276.1|BTRY	LOC119074611|XP_037036765.1|BCOP
OG0004601	LOC120775395|XP_039961489.1|BTRY	LOC119067134|XP_037025825.1|BCOP
OG0004602	LOC120774443|XP_039960018.1|BTRY	LOC119068030|XP_037027288.1|BCOP
OG0004603	LOC120774541|XP_039960202.1|BTRY	LOC119068061|XP_037027358.1|BCOP
OG0004604	LOC120774422|XP_039959985.1|BTRY	LOC119085599|XP_037051915.1|BCOP
OG0004605	LOC120775939|XP_039962280.1|BTRY	LOC119080428|XP_037044680.1|BCOP
OG0004606	LOC120771834|XP_039956012.1|BTRY	LOC119081649|XP_037046629.1|BCOP
OG0004607	LOC120774984|XP_039960824.1|BTRY	LOC119082175|XP_037047487.1|BCOP
OG0004608	LOC120775886|XP_039962197.1|BTRY	LOC119068053|XP_037027340.1|BCOP
OG0004609	LOC120774282|XP_039959708.1|BTRY, LOC120774280|XP_039959706.1|BTRY	LOC119068094|XP_037027410.1|BCOP
OG0004610	LOC120782654|XP_039970974.1|BTRY	LOC119070450|XP_037030696.1|BCOP
OG0004611	LOC120770833|XP_039954360.1|BTRY	LOC119070098|XP_037030306.1|BCOP
OG0004612	LOC120766263|XP_039947584.1|BTRY	LOC119070101|XP_037030311.1|BCOP
OG0004613	LOC120782354|XP_039970523.1|BTRY	LOC119069338|XP_037029302.1|BCOP
OG0004614	LOC120773928|XP_039959059.1|BTRY	LOC119067399|XP_037026239.1|BCOP
OG0004615	LOC120775215|XP_039961214.1|BTRY	LOC119069991|XP_037030126.1|BCOP
OG0004616	LOC120774395|XP_039959947.1|BTRY	LOC119067136|XP_037025828.1|BCOP
OG0004617	LOC120767967|XP_039950305.1|BTRY	LOC119067120|XP_037025791.1|BCOP
OG0004618	LOC120771173|XP_039954998.1|BTRY	LOC119067259|XP_037026031.1|BCOP
OG0004619	LOC120781350|XP_039969487.1|BTRY	LOC119069636|XP_037029637.1|BCOP
OG0004620	LOC120778466|XP_039966212.1|BTRY	LOC119068567|XP_037028103.1|BCOP
OG0004621	LOC120778279|XP_039966003.1|BTRY	LOC119081848|XP_037046985.1|BCOP
OG0004622	LOC120768917|XP_039951629.1|BTRY	LOC119081943|XP_037047106.1|BCOP
OG0004623	LOC120782722|XP_039971080.1|BTRY	LOC119068698|XP_037028284.1|BCOP
OG0004624	LOC120775382|XP_039961476.1|BTRY	LOC119081669|XP_037046647.1|BCOP
OG0004625	LOC120776196|XP_039962756.1|BTRY	LOC119085631|XP_037051962.1|BCOP
OG0004626	LOC120776118|XP_039962563.1|BTRY	LOC119069080|XP_037028853.1|BCOP
OG0004627	LOC120778937|XP_039966918.1|BTRY	LOC119074320|XP_037036275.1|BCOP
OG0004628	LOC120774283|XP_039959709.1|BTRY	LOC119080060|XP_037044167.1|BCOP
OG0004629	LOC120772294|XP_039956740.1|BTRY	LOC119084939|XP_037050979.1|BCOP
OG0004630	LOC120772741|XP_039957439.1|BTRY	LOC119069538|XP_037029509.1|BCOP
OG0004631	LOC120767092|XP_039948905.1|BTRY	LOC119069944|XP_037030065.1|BCOP
OG0004632	LOC120768696|XP_039951424.1|BTRY	LOC119069943|XP_037030063.1|BCOP
OG0004633	LOC120766438|XP_039947881.1|BTRY	LOC119068696|XP_037028281.1|BCOP, LOC119072990|XP_037034208.1|BCOP
OG0004635	LOC120775319|XP_039961390.1|BTRY	LOC119068836|XP_037028520.1|BCOP
OG0004636	LOC120773663|XP_039958614.1|BTRY	LOC119067512|XP_037026420.1|BCOP
OG0004637	LOC120773969|XP_039959140.1|BTRY	LOC119067412|XP_037026255.1|BCOP
OG0004638	LOC120773836|XP_039958892.1|BTRY	LOC119081786|XP_037046891.1|BCOP, LOC119077833|XP_037041043.1|BCOP
OG0004639	LOC120782419|XP_039970604.1|BTRY	LOC119069321|XP_037029271.1|BCOP
OG0004640	LOC120767992|XP_039950388.1|BTRY	LOC119069317|XP_037029265.1|BCOP
OG0004641	LOC120774083|XP_039959345.1|BTRY	LOC119079520|XP_037043382.1|BCOP
OG0004642	LOC120773823|XP_039958867.1|BTRY	LOC119066985|XP_037025605.1|BCOP
OG0004643	LOC120781372|XP_039969513.1|BTRY	LOC119074926|XP_037037215.1|BCOP
OG0004644	LOC120775137|XP_039961102.1|BTRY	LOC119069417|XP_037029365.1|BCOP
OG0004645	LOC120775836|XP_039962134.1|BTRY	LOC119069141|XP_037028942.1|BCOP
OG0004646	LOC120776090|XP_039962505.1|BTRY	LOC119081486|XP_037046381.1|BCOP
OG0004647	LOC120776009|XP_039962382.1|BTRY	LOC119070072|XP_037030265.1|BCOP
OG0004648	LOC120775262|XP_039961280.1|BTRY	LOC119068990|XP_037028759.1|BCOP
OG0004649	LOC120775298|XP_039961350.1|BTRY	LOC119069622|XP_037029610.1|BCOP
OG0004650	LOC120774471|XP_039960061.1|BTRY	LOC119067436|XP_037026305.1|BCOP
OG0004651	LOC120766452|XP_039947907.1|BTRY	LOC119068302|XP_037027738.1|BCOP
OG0004652	LOC120766594|XP_039948131.1|BTRY	LOC119070252|XP_037030415.1|BCOP
OG0004653	LOC120779178|XP_039967354.1|BTRY	LOC119067807|XP_037026853.1|BCOP
OG0004654	LOC120769513|XP_039952484.1|BTRY	LOC119068922|XP_037028680.1|BCOP
OG0004655	LOC120766502|XP_039947991.1|BTRY	LOC119082717|XP_037048192.1|BCOP
OG0004656	LOC120774082|XP_039959344.1|BTRY	LOC119067815|XP_037026869.1|BCOP
OG0004657	LOC120766332|XP_039947692.1|BTRY	LOC119069679|XP_037029695.1|BCOP
OG0004658	LOC120782522|XP_039970765.1|BTRY	LOC119069799|XP_037029849.1|BCOP
OG0004659	LOC120766395|XP_039947775.1|BTRY	LOC119068690|XP_037028272.1|BCOP
OG0004660	LOC120766338|XP_039947697.1|BTRY	LOC119079574|XP_037043456.1|BCOP
OG0004661	LOC120782057|XP_039970150.1|BTRY	LOC119069189|XP_037029030.1|BCOP
OG0004662	LOC120773989|XP_039959186.1|BTRY	LOC119067544|XP_037026502.1|BCOP
OG0004663	LOC120775846|XP_039962147.1|BTRY, LOC120774780|XP_039960487.1|BTRY	LOC119068768|XP_037028416.1|BCOP, LOC119069064|XP_037028836.1|BCOP
OG0004664	LOC120774287|XP_039959714.1|BTRY	LOC119068769|XP_037028419.1|BCOP
